sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Bisexual,C,-109.6994583461698,B,88.2488554131428,E,D,0
Other,C,30.57932384887267,E,231.9169934624007,C,B,1
Homosexual,C,27.97124273335758,D,7.93657369305161,E,D,1
Bisexual,A,-55.624299073581305,D,2.5475131697995366,A,A,1
Homosexual,E,-83.97548275418536,B,38.30910752926769,A,C,0
Bisexual,C,-70.01715047280702,B,41.720537863725816,E,D,1
Other,E,3.9544259588314388,E,10.878064118124717,A,C,0
Bisexual,C,-141.60431825738306,A,38.536399073642194,E,E,1
Heterosexual,B,46.63770460522487,E,136.34795590066474,C,B,1
Homosexual,D,-91.75524835699721,B,59.16879562699279,D,C,0
Heterosexual,C,-87.8918191012967,E,128.3696490677343,A,D,0
Homosexual,C,37.982123465024486,C,-63.659012459880024,C,C,1
Homosexual,C,96.98890031808608,A,148.46152505571106,D,A,1
Bisexual,B,-6.119985841165645,D,125.28081511258623,D,D,0
Bisexual,D,-4.582685656527483,C,-101.06800712192083,B,D,0
Heterosexual,C,91.01523226320371,E,89.97692821437231,A,E,0
Other,B,-49.592751331094725,D,-78.46816292751365,B,D,0
Other,C,70.6008860630601,A,214.297865130822,C,A,1
Bisexual,E,79.94336029807887,E,96.57843690841695,E,D,0
Bisexual,C,4.300839215312719,D,-149.1082327911647,A,B,1
Other,B,70.0338156917611,D,145.26109845045866,B,D,1
Other,B,29.77532227268849,A,90.97141797756896,C,A,1
Heterosexual,E,-55.671466438341724,C,157.47674362969332,E,A,0
Heterosexual,C,156.39964194188624,C,138.1439450875722,D,A,0
Bisexual,E,-19.81084611893121,E,-28.551007676436026,D,B,1
Other,C,19.687389264547626,E,-110.70123613169005,E,D,0
Homosexual,A,-55.945105424600406,A,50.11332922156645,E,E,0
Bisexual,A,94.74750268236572,A,31.445847254770023,C,C,0
Bisexual,D,-43.484980713978736,D,-72.2703372202466,D,D,0
Other,C,-81.62170648795454,D,81.98544110078096,C,E,0
Homosexual,D,161.09653026449996,E,16.582861709871107,C,D,1
Other,C,-18.82322907328093,A,-32.67230370826808,B,C,0
Homosexual,A,-92.8404146247396,A,107.33531859186304,D,A,0
Other,C,0.43276653799983894,C,-43.02187366494025,A,B,1
Heterosexual,B,-112.09403888131861,D,94.13168804219796,B,D,1
Other,A,101.79115165028875,A,112.5121686575116,B,C,1
Bisexual,E,-61.33916328065827,C,-80.9329600628217,E,C,0
Homosexual,E,65.84998497562415,C,154.89650614827,A,A,1
Bisexual,A,25.866367200350183,B,62.693354127325705,B,B,1
Homosexual,B,19.954546902474835,B,-75.65200701733474,E,A,1
Heterosexual,C,-6.508756058456316,A,-103.16450430804753,C,D,1
Bisexual,A,-12.905043329663973,C,-69.38822436753433,C,A,0
Homosexual,C,83.96878441964722,A,-27.05070260480753,C,A,0
Other,A,-111.61143393467543,C,4.208458748730315,A,D,0
Homosexual,D,93.28875960522717,E,50.535195402489045,B,C,1
Homosexual,D,69.73994277482211,D,-13.681773518659643,C,E,0
Heterosexual,A,-17.769364054741914,A,-151.07363926602133,C,C,0
Bisexual,A,-28.76900602030815,A,99.00611815145882,C,C,0
Other,E,-60.09459513568983,A,-62.83836314766018,E,D,1
Homosexual,A,-118.26981898453019,A,-49.4132800462709,B,D,0
Homosexual,C,9.944720592578822,D,43.915875537725384,D,E,1
Bisexual,B,-135.38855790076593,B,52.730467638292154,A,B,0
Heterosexual,A,57.26721970749187,C,-134.07683751715786,C,D,1
Heterosexual,C,-81.78664705470533,A,42.46123014366681,B,A,0
Bisexual,D,-59.00973918798211,B,153.08329200364406,E,D,1
Bisexual,B,-90.9116336240793,C,-137.3483802595008,D,E,1
Bisexual,D,-4.312160630832307,A,47.11249132821269,B,A,0
Bisexual,D,-60.98177998106764,A,162.0805928799997,D,A,0
Other,E,-8.76834261150637,D,28.750843182438153,E,A,1
Homosexual,B,-6.224627316490401,B,28.503984849030655,D,B,0
Other,E,-27.50323324405729,E,-192.6735019442227,D,E,0
Bisexual,C,-11.906067446614363,D,-55.61227124775676,A,A,1
Bisexual,E,230.84098439926842,D,-185.7529381509156,E,D,1
Heterosexual,E,164.23164076298886,D,-64.0341017874436,B,E,1
Other,E,23.63655769270642,A,-91.43190878133984,D,B,1
Heterosexual,D,-106.01860149566326,D,-218.9839659701244,D,D,1
Homosexual,B,-69.18200485429662,E,-5.060141261929788,A,A,0
Homosexual,C,245.89700238856196,A,-163.83623947865195,E,B,0
Other,B,26.586292091390877,C,23.178910718542497,A,B,1
Heterosexual,E,95.10100213701504,B,27.052056551111324,A,A,0
Other,E,90.05803793333396,C,60.747203583347975,B,E,0
Heterosexual,A,177.90209178710438,E,166.46786226414702,C,B,1
Other,E,-34.84615884778846,A,4.593849082930439,D,A,1
Heterosexual,D,-84.05486130257961,C,128.48620595735275,B,B,0
Other,C,9.364798749972556,B,26.466204396993408,E,B,1
Other,E,25.444518283097818,E,148.32181832420122,A,A,1
Homosexual,D,-332.9234475330608,B,-90.10517566277159,A,C,0
Homosexual,B,10.476675709131571,E,102.92428091931158,E,C,0
Homosexual,E,82.20260991044998,E,-67.62081766792656,D,B,1
Bisexual,A,-159.02620896839352,A,-32.32281505929757,E,D,1
Heterosexual,C,1.6029691890606947,C,-175.9649513242004,C,A,1
Homosexual,D,22.79395973821795,A,67.79966224609078,A,C,1
Heterosexual,B,-164.614807101893,D,19.657632611578112,A,E,1
Heterosexual,E,32.24352715008693,B,-100.79409847815903,A,E,1
Bisexual,D,74.80387513692179,E,-85.84517906720473,C,C,0
Other,A,108.6304130933482,B,85.57892480901658,D,D,0
Homosexual,B,-69.25586782443442,B,-20.955281833779964,B,E,0
Homosexual,E,-100.20622712443729,D,25.64278771933314,D,C,0
Homosexual,D,90.41152347968602,C,181.30765860727448,A,A,0
Heterosexual,C,6.393436510957054,E,193.04638238329673,A,A,0
Heterosexual,A,-85.96421942363463,A,-3.4934485757759077,E,A,0
Other,E,-193.1542610439196,A,57.84850077035365,C,B,1
Other,D,5.2158203294498,E,-25.621738598650385,D,A,0
Heterosexual,A,-152.03045348162604,C,-6.248517274454293,E,D,0
Bisexual,D,110.50919690633138,A,-17.130889872501303,A,A,0
Other,E,56.0263494948544,A,82.97739778847281,B,C,0
Heterosexual,C,3.07008912637941,D,-82.98347623258712,E,D,1
Bisexual,B,70.8835748633755,A,-53.51598635773569,B,A,1
Heterosexual,B,64.88327561066615,C,-39.24147303789525,D,A,1
Bisexual,C,-144.4449055108325,D,-155.4788513789728,E,C,1
Homosexual,E,-131.63778466870045,D,-133.4043553685546,A,A,0
Homosexual,E,-86.7174460029028,D,148.970514021538,D,A,1
Heterosexual,D,26.27825939187861,B,-151.79065672170887,D,E,0
Bisexual,A,-39.110055895917284,C,-151.64133315374525,C,A,1
Heterosexual,C,-102.73862454563658,A,-99.76309886775134,E,B,0
Bisexual,A,-101.32331290263225,B,-32.8504049230993,A,C,1
Homosexual,E,-4.044851520550487,C,97.08496685915857,D,A,1
Homosexual,D,103.30218174933339,A,-230.26029293380873,C,E,1
Other,A,28.278329098532005,D,-18.565189780726893,C,A,1
Heterosexual,B,-69.721759752705,A,4.736469268687142,D,D,1
Other,C,-85.58895598272025,D,65.50241224385289,E,C,0
Homosexual,C,-21.812546477147446,D,-156.64721771626253,E,C,0
Bisexual,B,6.099185583955097,C,-87.96908126070173,B,D,1
Bisexual,C,-36.94209401660536,C,-49.68635078671222,A,E,1
Homosexual,B,183.88920307383023,A,-37.077321500369635,D,E,1
Homosexual,C,47.98826335188084,D,33.167257874592124,E,A,1
Heterosexual,C,-90.15136457330179,C,-78.55626237439989,D,C,0
Heterosexual,E,-72.31542367501783,A,63.7691403833527,E,C,0
Bisexual,B,10.72457080970586,C,-59.856358905889415,B,B,1
Other,B,29.318089625175542,A,-43.84113707952501,B,C,1
Other,E,1.404816029409526,C,-23.788545770574885,A,A,1
Homosexual,C,24.556953711405047,E,-130.02512087409968,B,C,0
Homosexual,E,-138.86065082684092,D,-19.53442439471958,C,C,1
Heterosexual,D,-104.7523180482496,B,14.690116155942551,D,B,1
Heterosexual,E,49.58733272171018,C,-117.81449728726847,A,B,0
Other,C,-62.95773997566162,D,9.148369662561855,C,E,0
Homosexual,D,-6.167573356788543,C,-0.12526758257702092,D,E,0
Heterosexual,D,113.49736882560848,D,-87.23881550411916,A,A,1
Homosexual,B,-114.97956257714328,C,12.390245841871591,A,B,1
Other,A,42.496634520707055,C,-46.50260652046284,E,B,1
Bisexual,B,91.27644668286587,D,-21.869749195979733,D,D,0
Bisexual,E,3.986917706209307,C,168.31332648746502,D,D,0
Bisexual,E,-17.887019280570385,C,-51.82441000447632,A,A,1
Other,A,53.492033122790936,E,-47.23798369423929,A,D,1
Homosexual,E,151.62696025780684,B,46.62057143754325,E,A,1
Other,A,-36.36508364259487,D,111.91422713065715,B,A,1
Other,E,-28.303144213720365,A,-159.55342344628892,E,E,1
Heterosexual,B,-74.20497243391125,B,-19.889511416787418,D,E,0
Other,C,-58.06661268037468,B,-178.99118413109565,C,E,0
Heterosexual,D,-7.84749001233641,A,-60.1454468724534,E,A,1
Bisexual,D,134.29818876991433,B,211.95482420135156,E,A,1
Other,A,64.68059034620491,C,188.5346266967853,A,B,1
Bisexual,D,120.21625411191923,E,-41.0177879397569,D,B,1
Other,A,-109.1722688056425,C,136.38477327968752,B,B,0
Heterosexual,E,110.41198624901638,B,42.028858874283806,E,E,0
Homosexual,B,-25.989993195880356,B,165.56211633169107,E,C,1
Bisexual,B,-74.95436532861065,B,65.61857191692378,B,B,0
Bisexual,A,2.5312894321028017,D,146.47627400962102,A,E,1
Homosexual,C,55.47625531536141,B,-95.78945225154823,D,C,0
Bisexual,B,108.60965142187054,C,-122.45817859215123,C,D,1
Homosexual,C,-13.206332002927807,C,-151.69258453487652,E,D,1
Bisexual,B,9.974716157190851,B,-177.66438066886906,A,E,0
Heterosexual,E,-104.34654221897588,C,22.88072974078617,B,E,1
Heterosexual,B,-51.17040089158227,C,-134.37734764071914,D,E,1
Other,C,88.88760245539832,C,138.42638908234866,B,C,1
Heterosexual,A,219.50868871129637,C,-10.973703085266258,E,C,0
Other,E,-71.37012303306032,A,131.47138688260378,C,E,1
Other,D,111.68503218745016,D,108.99803678229492,A,E,1
Other,B,-97.02606110003289,A,-208.25358967941966,B,C,1
Homosexual,A,-44.81589358718055,A,59.96206775933358,D,A,0
Bisexual,E,27.28507792802022,D,146.09462870930548,A,C,1
Bisexual,A,-140.20669708773548,A,83.44660905542136,A,B,0
Other,B,-42.068844592583574,D,-63.43252410572413,D,B,1
Other,D,79.67190682003069,B,176.43807394517594,D,E,1
Heterosexual,A,-87.01066469866312,D,-24.055921272349952,A,B,1
Heterosexual,B,-200.2365005247932,D,86.72992169185125,E,A,0
Other,A,-85.57055586887469,C,-47.11716824200711,A,A,0
Bisexual,E,15.416317114055571,A,-5.010492265558244,C,B,1
Other,E,-197.26210698651505,B,-81.68281052523052,D,D,1
Heterosexual,E,-41.355054062884236,B,-58.96181825111294,B,A,0
Bisexual,A,42.940646036395556,C,81.69815982760473,D,E,0
Bisexual,D,-74.17257268751601,E,20.961601064410857,D,D,0
Homosexual,A,-90.35123764591538,C,-125.19557250054505,B,B,0
Other,B,-143.66167918718307,B,253.6797814880872,C,C,1
Homosexual,B,194.32266715990465,A,260.2768567084509,E,E,1
Heterosexual,B,338.5093737891877,D,-56.22024998530674,A,E,1
Homosexual,C,-51.158839145231504,E,2.106853600673315,A,D,1
Homosexual,A,-66.18369590211735,D,17.7245860743353,B,E,0
Bisexual,C,140.9406915993471,E,-172.05751101080705,E,B,0
Homosexual,E,29.99160597006775,E,1.1072041997555802,A,B,1
Other,B,-48.192695150867436,D,-156.16044706494822,B,B,1
Heterosexual,A,181.07809844067876,D,27.292449990168024,E,C,0
Bisexual,C,32.899043003466545,A,-19.019882679576,D,A,0
Homosexual,A,-202.02245483543066,B,-81.90151632742077,B,B,1
Heterosexual,D,-99.87606442563838,D,-31.12716840262855,B,B,0
Bisexual,D,56.22845398442002,A,-3.240303420433873,E,E,0
Homosexual,A,143.3147534258308,A,-34.4585434691583,E,A,0
Homosexual,B,-91.45927167101475,D,-125.68697548496941,E,C,0
Homosexual,C,-32.72200187096708,B,-116.26013535912851,B,E,0
Other,E,-53.878176572739775,B,57.006411549471956,C,A,0
Homosexual,D,-13.618998606417879,A,248.03454226453266,A,E,0
Other,B,122.774661625215,D,-149.23911787095682,E,E,1
Other,D,-22.308522349537625,A,-7.327382002904575,A,E,1
Other,C,-54.740179631442466,C,-52.49537501612075,E,A,1
Other,A,-24.816519393982105,B,35.90588346825633,B,D,1
Heterosexual,E,-83.43623112967254,D,-35.91839606767229,A,E,0
Homosexual,D,156.92253643271852,D,-91.85960120267642,B,E,0
Other,E,-159.2018704462409,A,89.68697898822211,D,B,0
Homosexual,C,110.64631163033461,D,38.6236409420518,C,D,1
Heterosexual,B,39.99472279874607,E,82.51603718555022,E,B,1
Other,C,48.994444907120574,C,-10.00323383196131,A,C,0
Other,A,-193.6955644322839,B,0.8149657787146679,D,B,0
Bisexual,A,-42.45783391934556,E,52.28177328452329,E,B,0
Bisexual,C,57.364866190869655,A,-15.524713446172075,D,D,1
Homosexual,E,11.05931075952853,E,-141.78736624735976,A,D,0
Bisexual,C,159.24930171410173,E,61.74553647263631,A,E,0
Heterosexual,E,29.699605708396636,B,14.340779340880239,A,D,0
Heterosexual,A,-26.381927920252675,C,-65.0254110309079,D,D,0
Other,B,67.22226222507236,A,-13.246356802867403,D,A,0
Bisexual,A,-60.33507743350855,C,240.8104856654166,D,B,0
Other,D,-103.76915392775045,A,18.18704259653461,D,A,1
Heterosexual,C,-25.666244606238774,C,-225.99524265259504,C,E,1
Homosexual,E,39.18400873544883,B,85.2707359342878,A,D,1
Heterosexual,B,-49.81219134620802,B,49.374194506890596,E,C,0
Heterosexual,C,143.80710017167945,C,-8.305313844956684,A,E,1
Heterosexual,A,27.11896184733171,B,38.828733804477096,B,C,0
Other,C,60.9229927766623,A,-83.90002385738887,E,B,1
Bisexual,C,13.88375964526681,E,-76.300908920152,E,B,0
Bisexual,D,-46.884541418582835,A,75.99367262331788,B,A,1
Bisexual,C,48.340161740968476,A,-45.99057068150332,A,D,0
Other,A,-53.48146610706442,E,143.30583494626381,E,E,1
Bisexual,C,74.88762781814005,D,14.926416429992614,C,C,0
Bisexual,C,-137.047389566792,E,161.74808860096107,D,A,0
Other,E,-48.687213117224104,D,154.18639608749828,E,C,1
Heterosexual,D,-25.74093965787278,D,-79.96005404334434,E,E,1
Homosexual,A,-9.959995080657675,C,-12.611159935531955,A,E,1
Heterosexual,C,-142.85887971726504,E,37.97213423929149,B,D,1
Bisexual,A,-71.80311107349857,A,-109.18600879287057,E,C,1
Bisexual,B,-103.29692131061061,A,-13.998728375475707,C,E,1
Homosexual,D,-64.34586889410829,A,-61.644332828412985,D,D,0
Other,B,7.095133711636409,E,-106.07414700639704,E,D,0
Bisexual,E,-106.45849460880699,C,-1.237429639303805,A,D,0
Heterosexual,A,-146.65756886287403,A,26.53595595665932,D,B,0
Homosexual,B,-43.885432640868444,E,173.33282418568382,D,A,0
Heterosexual,A,-81.20853273865072,A,-50.29036333569348,B,B,1
Heterosexual,C,-91.8298157559856,E,229.02690445052176,A,E,0
Heterosexual,D,-161.79890221962063,E,-120.39797030410584,E,C,1
Bisexual,C,-72.97687925098796,E,95.39089862898182,C,C,1
Bisexual,B,-233.07715450151426,D,184.30442781620715,A,C,0
Other,D,61.89685764765353,A,-44.028430862721244,B,B,0
Bisexual,D,47.712761409215624,D,137.20948152546543,E,C,0
Bisexual,E,-28.086629959327215,C,67.49606948878494,B,B,1
Homosexual,E,-75.96413740900144,E,-68.63630621749404,D,B,0
Other,C,-0.931057498884769,C,110.92992634412306,B,E,0
Homosexual,B,106.47380545112881,D,147.85394162193387,B,E,1
Heterosexual,A,131.92502798820152,A,-147.86255473462572,C,D,1
Bisexual,E,110.64070571905103,C,0.2940996071228029,A,E,1
Homosexual,A,10.035763647681705,B,-3.197126050454193,E,A,0
Other,E,-146.82010609045574,D,-58.77706117334106,C,D,1
Bisexual,C,71.23692193579204,C,-99.62552936631698,A,C,1
Bisexual,D,50.39566373315514,A,120.25691548803368,C,E,0
Bisexual,D,-148.73596782026738,A,83.63478730095166,B,B,0
Bisexual,D,1.5037064880472184,E,-216.71570168086228,B,A,0
Homosexual,E,-22.86236455543382,C,45.50616063549154,B,B,1
Bisexual,E,113.74361713098182,C,92.47814542233482,C,B,1
Bisexual,D,46.10901448473061,E,72.38958096041223,B,C,1
Heterosexual,B,-84.68426645909037,E,-261.93451657509763,B,A,1
Heterosexual,B,-73.1363461757236,C,19.23274040493138,C,B,1
Other,D,-24.595248805385765,B,-53.40676078659805,E,A,1
Homosexual,B,93.91892393570224,B,-113.71396836646241,E,D,1
Homosexual,C,142.42350156906642,A,-18.367630711252865,C,A,1
Homosexual,D,109.70687771354875,C,140.11769688590928,E,E,1
Heterosexual,A,80.59178239858618,A,34.43772007908682,C,E,0
Homosexual,A,-78.73843061505681,B,152.60797274225587,B,C,0
Heterosexual,C,35.5534814784608,D,90.67998476547963,D,C,1
Other,C,-20.656277397814176,E,63.302934859385694,A,E,0
Other,A,84.5123744261259,E,-9.692189073595072,B,D,1
Bisexual,B,11.008931109604053,D,61.642906881358606,A,C,1
Other,A,56.65559304450141,D,-183.90074490686484,E,E,1
Homosexual,E,-86.12579238267078,D,-15.334290100019372,E,D,1
Bisexual,C,-32.65599531753702,C,156.61700121418326,C,D,1
Other,D,-90.99531657226922,E,-161.41319712746593,C,A,0
Other,B,74.849809433185,A,58.31993486357804,D,C,1
Heterosexual,A,-61.162723050488445,B,-106.69068261118422,D,E,0
Bisexual,C,20.271130036421162,B,98.42643451184352,A,E,0
Heterosexual,C,-7.204287820493069,E,135.67673495313724,B,B,0
Homosexual,C,-65.88624899008633,B,-38.4898720240079,A,B,0
Heterosexual,C,21.452062401846224,E,-113.5238431617086,C,A,0
Other,C,-199.26136889002495,A,-16.48794292389335,E,B,1
Homosexual,B,-121.32645891032072,D,-207.2299524352235,E,D,1
Heterosexual,E,-65.05986403244725,C,35.92178404842905,C,D,1
Homosexual,C,255.69364272946996,E,89.05290124292858,E,B,1
Homosexual,B,153.26916623487378,C,91.15481439492642,B,B,0
Homosexual,A,137.1627046588083,E,72.21860316625539,B,C,0
Heterosexual,C,82.92368500894614,C,-59.85541388010175,E,A,1
Homosexual,D,-148.58159511475355,C,-91.13739342602128,C,E,1
Other,D,55.739528689445535,C,-77.46783055101119,A,C,0
Heterosexual,D,-190.70181331881025,A,-122.39088543316323,A,C,0
Heterosexual,C,25.853898192932483,D,-132.0782994393326,E,B,1
Other,B,37.63370354935191,B,24.53432625339685,C,B,1
Bisexual,C,-60.23962218054876,E,116.39033910384401,A,D,1
Bisexual,A,-8.643786290652939,A,158.89859240186033,D,A,0
Other,E,107.79401059199756,B,56.551892945011,A,C,0
Bisexual,E,152.8808985521933,A,200.20820981254164,E,D,1
Homosexual,C,161.91822452722303,A,-219.2541218562365,B,D,0
Heterosexual,E,76.47173416633208,B,-91.42959792189774,C,C,0
Homosexual,C,123.35749725852732,D,-6.902457227817253,C,D,1
Heterosexual,D,125.62196564631071,B,-49.598920137497934,A,A,0
Heterosexual,C,105.56259389841563,A,9.71747390253729,E,C,0
Homosexual,B,-70.51384953291156,D,-128.46546173677345,B,B,1
Heterosexual,A,172.48507317030086,C,18.19449701542864,B,E,1
Bisexual,B,-159.3027205961659,C,-3.092292391091266,B,D,0
Heterosexual,D,-125.00095445722195,C,-4.098506937407535,A,A,1
Heterosexual,E,135.02028166593468,B,-7.957876735728759,E,D,0
Other,B,34.35762608011452,D,-133.89644076359687,D,E,1
Homosexual,B,-235.29446861213884,A,136.08460655747675,E,E,0
Bisexual,B,40.60491636949795,D,-1.5286181986104133,D,E,1
Bisexual,A,-38.55968700479092,C,-5.93545820695715,B,E,0
Heterosexual,D,42.025362241791576,A,-142.75417912023914,E,D,0
Other,E,-28.88155733184272,C,-185.13483829205592,D,A,1
Bisexual,A,-75.21717167802498,C,-71.70347163248869,D,B,0
Bisexual,C,75.98581993061296,E,73.98130112730892,C,E,1
Heterosexual,C,161.76684536509646,B,-134.41982258033974,A,B,0
Heterosexual,A,73.58434047401609,E,-51.06809761169534,A,A,0
Bisexual,E,-26.82508121704148,A,-138.40775438356195,B,E,1
Other,E,-207.9389659905227,C,74.73190973192025,D,A,0
Bisexual,D,40.36405799370944,B,32.10806764481007,C,B,0
Heterosexual,D,-3.4530226209779435,A,5.585191525702438,C,B,0
Homosexual,D,1.7928219580373654,A,151.53803414118195,B,B,0
Bisexual,B,-162.83555322696148,C,-50.91209119405702,E,B,1
Heterosexual,E,-17.012624487374406,D,-161.17866041897685,E,A,0
Homosexual,C,-42.45853430085075,C,94.51448524218308,D,A,1
Homosexual,E,-56.293341188594226,A,100.96751848306029,C,C,1
Heterosexual,D,-40.584003311062745,E,10.871769004762129,B,D,0
Homosexual,D,-52.14548137899345,A,81.05339044121068,B,B,0
Homosexual,D,153.2105132116609,C,186.79386600094202,E,B,1
Homosexual,A,-32.816720789480954,C,-93.38758097707642,A,A,0
Bisexual,C,-55.80609686843114,D,90.99160164569025,D,A,1
Heterosexual,D,-104.45988469062443,A,9.847279744648203,A,C,1
Other,E,15.090996943952886,E,78.31345899164471,A,C,1
Homosexual,E,298.3938870011211,B,111.12891677534698,A,E,1
Other,D,-41.81810103683124,B,-101.65483287192671,B,C,1
Homosexual,D,107.0829568985572,B,146.89777908461582,A,D,0
Bisexual,C,124.0806150626102,A,-14.320272962670689,E,B,0
Other,C,60.786809819244326,D,-44.43712962465931,C,A,1
Bisexual,A,130.49390051384907,D,-92.32309074686721,A,C,0
Other,D,279.83650761543777,E,-105.69309139512124,A,B,0
Homosexual,E,-25.035146157447873,C,-74.56523105813001,A,C,1
Bisexual,E,-89.29502055211427,A,-71.06013733851174,E,D,0
Heterosexual,E,-66.26466347235845,A,108.0520474077051,E,B,1
Other,E,-179.69282440186626,D,-21.186964723508197,C,D,0
Bisexual,A,81.72343136736795,A,-38.72302412027976,B,D,0
Heterosexual,C,-130.56866560059416,B,-122.26478888508066,C,C,1
Other,A,-67.8560438161037,D,-20.74095756442788,C,B,1
Homosexual,A,-154.15315210651855,A,-44.30971877718165,C,C,1
Heterosexual,E,-21.66255240516456,A,5.311752569753867,A,A,1
Bisexual,E,144.42453312698643,D,-76.07118103815475,C,A,1
Heterosexual,A,11.527437138920604,D,-187.180345924429,D,E,1
Heterosexual,C,-115.77010959687217,B,52.06845656368603,E,B,1
Homosexual,C,-54.89802063490167,A,-81.50446161069101,C,D,0
Heterosexual,D,76.64181999106738,C,-20.908220515382812,E,C,1
Bisexual,B,-18.56031701379145,D,-33.643237801871614,A,B,1
Homosexual,E,-15.881933817618243,B,-101.01079425914217,B,C,0
