military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Non-Veteran,B,D,41.76275287350093,34.115813596622836,B,-5.060142713148495,C,C,E,C,47.17354560113914,1
Yes,B,A,-66.20690363526933,14.759602338262223,A,-139.86146510744132,B,D,E,E,-34.34741806502387,1
No,D,B,12.427711207843197,120.47184425731241,E,16.45106214771363,E,E,D,B,-107.11527788923676,0
Yes,B,B,137.4665460372024,-175.49104945222007,D,-69.63950691868328,E,E,C,E,-61.176601976194725,0
Non-Veteran,A,E,-21.838615987870696,-25.83017925075944,B,206.8907609608425,A,C,C,D,-68.11594152611703,1
No,E,E,78.3486308942756,51.550326398414505,A,105.89601763374333,A,C,D,B,-77.20902412027279,1
Veteran,B,D,9.269001380425342,-83.69866521581658,E,-4.06769501070391,D,A,E,A,33.05220910288326,0
Non-Veteran,D,C,184.52397969236307,-113.06313561760717,E,-80.77483319349848,B,B,A,C,-93.98341785094586,0
No,A,C,-155.88001073380119,-90.55976135502647,B,140.2386774883488,A,A,E,E,-201.45904497698893,1
Non-Veteran,E,D,-53.2556195955582,43.35858642037858,B,310.53559608970016,A,E,D,B,-172.0924436626401,1
Yes,D,C,-21.63101602776896,-10.569950793968081,C,22.6197711704557,E,C,C,E,16.600463523263,1
No,B,B,9.187741047742694,-64.01092768767802,B,-320.2735039836616,A,E,B,B,-27.62301954796376,1
No,D,D,-19.402883516300612,-69.35701280658203,A,-88.79684607215263,D,C,B,A,-45.57684867651778,1
Non-Veteran,C,A,126.28968471574353,6.19188338455083,D,67.85390578943031,E,E,A,B,-63.47710271295022,0
Yes,B,B,-46.341088684332945,12.896014979324738,B,66.90320480760266,E,D,C,E,-107.9542478066947,1
No,D,C,37.64424077225199,104.0514111812833,E,88.54467458951352,E,E,E,D,181.1508396324972,1
Yes,B,E,-7.0528681903927275,-39.334976128187186,E,-24.659626296729755,D,E,C,C,-151.0111468844356,0
Non-Veteran,B,E,67.96513438129718,-65.03610971385903,D,25.99584371464379,C,E,C,E,103.25559112108415,1
Yes,A,B,-109.4990826077626,11.900385891946344,C,-17.0137792188455,B,C,D,B,26.564336340793286,1
Non-Veteran,A,A,-130.24075133945,70.95200350839072,C,-75.85737817157738,C,E,B,D,30.668554290701906,0
Veteran,C,D,72.48893799360778,-41.76637976718932,B,-8.22129284759876,C,D,B,A,5.010035566891631,0
Non-Veteran,A,A,133.81714839273687,59.93574000329068,A,91.9288227161531,E,D,D,C,73.41449438993519,0
Non-Veteran,B,C,-250.2082142009154,54.423247990097515,B,68.53149522507951,D,C,A,A,-149.30868930984494,0
Yes,C,D,-138.45011988415226,52.46873516335986,A,95.41607504358186,C,D,C,A,94.55722599633633,1
Veteran,C,A,43.26709413406342,-10.370025290741024,B,83.61170245125246,A,A,E,E,-104.87992568265621,1
Veteran,D,A,51.827724429197495,48.57109671722073,B,-47.62457680049928,E,E,B,D,69.9337937834552,1
Yes,C,B,-116.94134928644175,-158.96850323240324,C,45.374474227648754,B,B,B,A,-223.21571591467298,1
No,E,E,-14.489459352670373,-51.82474025201477,D,-69.33589717080547,B,C,D,A,30.774219194683845,1
No,D,D,-136.23213968130486,57.777341462758145,B,24.365461401461687,D,E,A,E,-169.65797189126565,0
No,A,E,117.35619173794353,-8.533495932500156,A,-86.05054391325268,B,C,B,A,-86.35986491321232,1
Veteran,B,A,-123.18673269611531,132.082980506077,D,47.46603415813101,D,E,B,C,-119.8035306956511,1
Non-Veteran,E,B,96.31604852900095,-98.17107015137591,A,16.84823484356945,E,B,D,D,75.1977758246218,0
No,A,C,5.889797186153381,-38.307205392114426,A,-83.98648864683014,C,A,A,E,168.69232426460218,0
Yes,E,E,-12.133074166700561,54.80212742583106,A,35.28747195027488,D,B,D,E,-164.48091678875116,0
Veteran,E,E,-146.75795429948627,95.75920327761126,C,-82.99193309293757,C,C,C,B,194.05058267661605,0
No,E,C,53.862825313830044,-85.69171478146413,B,83.6761518300427,A,C,A,E,151.68363996285476,1
Yes,B,C,-0.1562369668464017,-49.30302142452707,B,-43.82980601547848,E,D,A,E,88.86589802117436,1
Veteran,C,A,141.6557117751133,34.87925425492325,B,-74.27731221838621,D,D,D,C,-41.303933972624414,1
No,C,C,-63.58478757079518,-34.637741048399405,E,-126.88134218864579,A,A,E,C,-144.78704148752303,0
Non-Veteran,B,D,-79.98696146705807,-51.91483741279372,A,-107.19036449485277,A,A,D,A,212.31641354696026,1
Yes,D,E,57.447736682899716,-74.27967215509372,A,180.14427670642192,D,B,E,C,-51.75010612556429,1
Yes,D,C,214.0187889405204,-11.706430919157732,D,12.061445262647384,E,C,B,D,21.281418475231384,0
Veteran,E,B,-32.89057525103412,11.279494743831062,B,109.98184810215584,E,B,D,C,220.36823148540483,0
Veteran,C,B,-36.49385919531702,31.30690760127995,C,-201.1566367179283,E,B,C,B,-45.36434268047249,0
Yes,E,E,127.80698381405047,-111.10373178497672,B,-41.63868474906805,D,C,C,A,-196.0224760990919,1
Veteran,A,A,23.420077888629535,-75.93397187004403,A,22.321785798987477,B,D,A,A,-78.92345062319224,1
Non-Veteran,E,A,-69.18635615106187,-224.14965416438335,B,-108.01679060968922,C,E,C,C,-37.77398122753952,1
No,C,A,-83.22827708440971,-22.03987283326601,C,75.47194352160248,D,C,A,B,-36.71471699922413,1
Veteran,C,D,6.5659791028332375,-85.8670707591606,D,-109.44186840923685,D,A,B,C,-57.40484940193188,0
Veteran,D,D,40.805237998562056,22.27768436468656,E,191.24287938508348,E,D,D,B,-180.69729927238308,0
Non-Veteran,A,B,203.2348290325019,-3.5650748206557745,D,-56.334154008160674,E,B,C,E,-29.88321552871365,0
Non-Veteran,D,C,-120.21326991445753,1.8476830775776671,C,27.685313258104983,A,B,A,E,101.74949182653951,1
No,D,A,-168.0833217101809,209.97929364894367,C,-66.70832898873826,E,A,B,D,-26.10287608348526,0
No,E,B,154.4648531135244,87.8510652578399,C,240.33378555503563,D,E,C,A,-72.38568992022924,0
Veteran,D,B,27.28616342900136,-38.70890019179109,B,-6.574089290080552,A,B,C,B,-12.409008433831561,1
Non-Veteran,C,A,203.26669298140146,-80.32711052803724,C,104.5982158404928,C,D,A,A,65.5521127608412,1
Veteran,B,B,-111.29593182775525,30.662302629009343,A,-82.50841737196603,D,C,A,B,-64.61603434687481,1
Non-Veteran,E,B,77.62963205625533,-98.16505765386687,B,-26.076443665467426,A,E,B,C,-117.98916843146334,0
Veteran,C,A,-144.38626165813537,-95.13708460306933,D,-51.7728681339925,A,D,B,E,143.56795780906674,0
Yes,A,D,88.20601125665027,-194.2422413963599,D,-40.43892007384324,C,B,B,D,17.93014933480809,0
Yes,A,B,64.07098568582249,93.06884129006572,C,-14.415528441208838,B,E,D,C,-188.62617292243507,1
No,D,A,5.084791929085405,-25.17428222379771,C,197.6518974094826,E,C,E,C,71.85879437986677,0
Veteran,D,B,-14.682811464933893,-156.67911209171035,D,54.99370749017846,A,B,B,D,68.47962999579973,1
No,C,E,113.9595016102576,-222.56276502515243,A,98.89554798129684,C,A,D,E,141.200655422885,1
Yes,A,D,-28.959501123831217,11.269621721023022,A,-14.717380827907467,E,D,B,B,30.776636351327376,0
Yes,D,E,-114.59906851503135,-137.9760333218759,C,-174.43108023653812,A,B,A,D,116.90845323854589,1
No,C,A,-108.14249201268788,117.6699550209535,B,157.1196010648135,C,A,A,E,-60.70279061235908,0
Non-Veteran,A,B,-60.45491164697252,-144.32239030473102,B,22.51054301031104,E,B,E,C,14.311193780346304,1
Yes,A,A,-82.78381103551561,-146.54647152233397,D,-54.34849844291113,E,B,D,E,113.80200798055111,1
No,C,D,-129.88223321910678,123.314210951405,E,-161.7085211184697,E,D,B,C,83.56972993975617,0
No,A,B,58.45995071614277,-201.59985104581278,D,110.1078109692151,D,A,D,C,96.0674740474182,1
No,C,B,-79.83541889574319,101.4616287542161,C,-164.93995698724632,A,E,E,B,81.38053331226745,1
No,C,D,71.93244002186604,-42.39505814873547,A,-0.29040146318422977,A,D,E,B,7.6371073790425665,1
No,C,E,57.08160153068205,183.8705684838666,A,9.555715906007402,C,D,E,B,-176.39045354059516,0
Veteran,E,D,4.603653105386648,-184.7365664575965,D,35.11370484921043,A,C,A,A,-50.29964716466379,1
Veteran,A,C,1.5792608945318352,81.01167249276916,D,-84.63637985957973,B,D,C,C,112.86623517851095,1
Veteran,E,D,35.8843450322793,116.246973983353,B,168.1553220834072,B,E,D,A,-169.46764782003277,1
Yes,D,C,23.054391838505243,141.96537363146902,D,178.86267975935775,A,C,A,C,-25.99188675457945,0
No,C,A,-57.9317362401791,62.233469590863855,D,-94.07712232371982,E,D,E,E,-84.13748880783513,0
Veteran,D,C,-107.43250666441317,134.26603081703158,C,-77.11174843908893,E,A,E,C,72.15217398759887,1
Yes,E,E,-279.3743065523691,-62.545305077145876,D,33.06509863829023,D,C,D,A,-81.72336371648771,1
Non-Veteran,C,A,-46.98805297337451,40.52435113397219,C,35.79056647962444,B,C,D,D,-194.07815526473468,1
Non-Veteran,D,D,123.32881462249085,19.548835853067896,A,4.9856828514082085,D,E,E,A,133.80779194994318,0
No,A,E,206.6062381823087,5.426346682640434,A,-65.34901854057293,B,B,A,A,-34.0410992724802,1
Yes,B,E,-24.259421973991984,-76.37596551326709,C,-79.55170627823446,C,E,A,A,-75.01980728269265,0
No,E,A,4.205472549263226,67.76451102067156,A,-116.25006335578645,A,B,B,E,-18.075296264116226,0
No,D,E,-176.02008677396944,144.14134905132022,E,98.01836247808907,E,A,C,D,38.99244496439426,0
No,C,B,-119.25308440427838,114.49518988956753,D,-8.324846721583,C,B,E,A,120.29510776536698,1
Yes,C,C,-44.55897147237236,-64.82161696271775,A,-50.3267397554757,B,B,D,B,-190.75229838885684,1
Non-Veteran,A,E,29.35679281762561,230.6573852552833,B,8.275361416347925,A,E,A,C,-51.546946913447655,1
Veteran,B,C,63.44702195690821,-89.56177354098641,D,17.083256850492035,B,D,D,A,-106.89298013947754,0
Yes,D,C,-56.31394700069805,-46.09793596782809,D,-204.1727648986372,E,B,E,A,62.17645391922556,1
Yes,C,E,-37.900499260713055,0.9165358320090516,E,-85.76207769509261,A,A,B,E,55.65987160055258,1
Non-Veteran,A,B,22.091207521962144,-40.02257345344954,C,-34.34195749034561,B,D,D,D,65.36603662023272,0
Veteran,D,A,-207.53144165145892,-39.32780102651818,B,157.24961630653797,B,B,A,C,-147.53091039271695,0
No,C,D,-103.66357211312578,-99.87875122859873,E,-8.399385689034629,E,E,D,B,-59.96840171481123,1
Veteran,C,A,-122.38138726079943,-138.38287085129372,E,-47.84430640826082,B,E,D,E,-34.88183120934258,1
Veteran,A,E,-147.04449606784533,113.76105247557734,D,-17.90429107681891,D,B,E,E,0.4680152358702872,1
Yes,C,D,-214.86219081793445,-121.22623951825378,C,115.31241236466863,B,C,E,A,34.623844560079874,1
Non-Veteran,E,C,-23.140168616538272,-16.442182427060203,D,2.7152202534558105,D,D,C,A,44.56122424499079,0
Non-Veteran,A,D,30.399607508186804,-17.93950240075352,D,25.86854024170851,B,B,B,C,82.44903409182068,0
Yes,B,B,-29.228298360226052,-83.96724200899558,A,158.24407444359966,B,B,C,D,-5.643376815801394,1
Veteran,A,D,-64.34081268561579,-67.21094353572855,C,-120.27490838184627,D,D,B,D,-93.95168236071262,1
Non-Veteran,E,D,-0.2855647155802242,174.61815010938713,A,-98.42999856140338,C,D,D,A,95.54014764452035,0
No,D,D,64.50862997918343,-88.81746804024485,D,43.38317323403197,C,E,E,E,-85.64984426014477,1
Non-Veteran,E,E,89.20849219851583,147.84828672270683,D,39.01013145679803,A,A,D,A,119.21906472625952,1
No,E,D,-104.08951427761663,-174.06748366852784,E,-49.45110555962944,D,A,C,E,89.82459165816327,0
No,C,E,-192.3906467943646,126.50061038694476,D,91.21276033492292,B,E,E,B,107.71278380873166,0
Yes,D,C,31.65357999706093,-98.21784023579124,D,-198.05654386580332,B,A,A,A,-45.80850208898519,0
No,D,B,-242.54151536156616,0.5903594727731332,A,110.23385474906642,B,D,A,B,-9.878271857382149,0
Yes,B,C,55.646892238653045,-78.06071785419566,A,131.34632138607748,C,D,E,C,-44.488163123046114,1
Veteran,A,B,-37.601132237965295,-58.582560992418145,C,-101.77831131268593,A,D,B,B,-67.45625096275758,1
Non-Veteran,D,C,-88.66932335518861,133.61707383838595,D,174.772914211844,C,C,A,E,220.14592314879445,1
Yes,E,A,-10.821100360355498,157.87819678359213,D,206.36030926542418,A,E,C,D,-53.912170556282945,0
Veteran,D,D,5.3130234408279415,136.6689797655869,A,-88.89780470820673,B,A,D,C,-150.50981844619517,0
Non-Veteran,B,E,-107.84582486737841,54.199333242522826,C,-207.178772612267,E,C,A,A,-127.34798173413186,1
Veteran,D,A,166.15886831198358,39.612900580980195,E,166.05418355506993,A,B,B,E,-93.16466651806078,0
Veteran,D,A,-0.22360077456966163,-220.42821932516455,B,4.680191920704125,E,C,E,D,100.64798859251711,0
Yes,C,A,-88.36241373126992,-115.17631592851225,A,30.21399207378049,D,D,A,C,158.79813360362428,1
Non-Veteran,C,B,150.87545823981984,27.741473760384665,A,33.704989181682826,D,D,D,C,17.649861429771356,0
Yes,E,D,-0.6984649104765819,82.54408783288964,A,-116.53464534192818,C,A,E,B,-104.46905979524044,0
Veteran,B,E,62.62663868988412,-214.04672636237456,B,66.40989862760411,D,E,D,C,40.70538557193299,0
Veteran,A,D,112.35555085535627,178.65894782967914,E,-104.72087959696967,A,B,D,E,204.94836858055345,1
Veteran,B,C,47.85570003513819,116.8440590424159,D,75.26231743691906,B,D,A,E,-75.45806943160494,1
No,C,E,-99.90740080756296,-16.368805512701535,C,-121.20646952956069,E,D,D,B,-89.53230845467326,1
No,E,E,20.96954401541519,-0.4947305459466954,C,-37.47005983106293,A,A,C,A,101.05885588503605,0
Yes,B,A,-41.3142318889018,-104.91570224448317,A,91.5413718349525,B,D,A,E,73.5221063698355,0
Veteran,D,C,-21.09402832744634,-39.62360470807177,A,-267.4383003392323,A,B,B,C,-30.739276288177507,0
Yes,D,E,-158.07418301478071,6.5648600081553266,A,-128.8028353718349,D,E,A,D,13.66996059487857,1
Yes,B,D,-32.5917545521614,142.23773655778257,D,-24.64777921109711,B,E,D,A,90.16610654409625,0
No,D,D,-67.69306860351185,8.266280656295523,C,-108.30244807023163,D,D,E,D,-10.673534736391712,1
No,C,A,137.64414474351517,-13.766304429357987,A,99.51320469914877,D,E,D,D,-47.885023908136084,0
Non-Veteran,A,B,50.502930615395556,6.950213324717434,A,-41.845239912980965,C,B,C,B,191.2477230987143,1
Yes,C,B,73.44657549163061,-114.35658514578184,A,86.40617174428455,A,B,A,A,-92.71811777407632,1
No,B,B,163.40603872846737,8.565674357861173,B,-246.5098721634506,C,D,D,E,11.735116654135815,1
Non-Veteran,A,E,-78.25634959182605,-118.32676696096766,C,81.61253669838429,D,D,D,C,29.2548428155658,1
Veteran,A,E,-14.625898258671091,-7.383305324219269,B,115.99312955126622,C,A,A,B,-149.73271325251804,1
Yes,A,C,3.051553736545776,108.32279966978695,B,64.95651528707049,E,E,C,A,-51.342902892393724,0
Yes,A,D,-19.728523636139155,57.0435369933965,D,3.2604465557247204,D,B,C,A,170.99863957659088,1
No,B,A,134.33670843211735,-184.6519614184732,C,-29.126685866247225,C,D,E,C,35.014647545951306,1
Non-Veteran,A,E,42.97868317909471,88.01110679826459,A,-81.09160067619128,E,A,D,A,3.765063063630341,1
Yes,C,A,-106.7647983194073,24.916174311644763,D,68.68025723910675,C,E,D,D,22.06458934825542,0
Yes,D,C,217.54506965490793,-246.3611183619419,D,160.38250616014534,B,C,B,A,59.33183443629281,0
Veteran,C,A,-63.05108994451159,71.86492963245553,A,-74.82418673637758,D,E,A,B,-102.32386319786887,1
Yes,C,C,47.09080096563393,30.996964702883922,D,-90.5517493876269,E,A,E,A,21.238586276942044,1
Yes,C,E,-15.910711250464063,69.10583361128039,D,133.39578643930187,B,E,A,E,82.1035011573418,1
Yes,B,D,63.414100045726244,84.71201563071908,D,162.18312646307143,C,A,B,A,-129.5053101091033,0
Non-Veteran,D,A,-45.242785495580726,-159.83304738379286,D,-35.39563477022265,E,A,A,E,-108.1666013706093,1
Non-Veteran,C,B,126.17949945454987,90.70058455049313,E,3.857291886453652,B,D,C,A,129.79974352610142,1
Veteran,C,C,-42.490544902542176,11.318465986422552,E,-222.8040566275876,E,C,E,A,202.1956249992488,0
Yes,D,A,223.4082743413452,14.042286101400972,E,19.989727910274596,E,A,C,C,72.96988804227792,0
Yes,A,D,37.564942355423966,93.92560226099499,A,104.24225589411797,E,E,B,B,23.80938940105083,1
Yes,A,D,22.855771038287713,179.57220377478825,D,-174.73645316204252,E,D,C,A,200.47374285357958,0
No,E,A,6.347363435633641,92.21845463555253,B,-243.3964516231681,C,E,D,D,31.51170307485135,0
Non-Veteran,C,B,-24.648027626858923,43.78696674287513,A,25.331589038010478,D,C,A,C,56.00551345009084,0
No,D,D,-0.43000256566205913,-19.55841033146246,C,0.4542486670728217,C,E,A,E,5.81019667747444,0
Veteran,D,A,143.87308093236513,-27.63441700585429,C,163.27312300407232,C,D,A,D,-75.30364003241237,1
No,E,C,-88.80211563268111,7.565738309741066,D,-79.91064354140141,C,E,A,A,-73.6106847244924,0
Non-Veteran,C,D,26.24202257706211,-147.3402253744432,B,-141.28413767162004,C,E,C,B,2.0062870292213026,0
Yes,C,E,112.0055643435204,67.34333750999863,B,121.3031541892154,D,A,A,B,-34.72530908994827,1
No,B,C,158.56033640970045,-242.16748946010256,C,26.447422121201274,C,A,E,E,-118.71543719189279,1
No,A,B,35.081284477463555,-11.280774563769597,A,113.39569150344832,E,C,E,C,-149.09029049898248,1
Veteran,D,B,157.32440185624904,-171.66520481459156,E,-75.49691021669842,E,B,E,D,8.001233638192296,0
Non-Veteran,B,B,-33.699152400854345,172.6630767685671,A,-20.872208066924898,A,D,A,C,-24.812859931249367,0
Non-Veteran,C,C,-129.4909665429642,110.74699410961068,E,-77.56795766411716,A,B,E,E,-32.04576971843524,0
No,E,D,-39.60871853012763,-33.668980839058506,C,66.29686955441309,D,B,E,A,-37.54611093154851,1
No,C,E,-23.848807901875293,-78.79722935393308,A,32.28274678832721,B,B,A,A,67.0750091524565,0
No,A,A,-56.988530414765805,25.51040694160524,E,-61.62954332423449,B,A,C,D,-99.36131540721627,1
No,B,D,110.9477364218692,58.314642515653006,C,123.38314065962356,E,D,B,E,37.50485484529139,0
Non-Veteran,D,B,-126.80209549838996,218.75361691204876,B,-21.64877291194511,B,B,C,A,225.18963502253274,0
Non-Veteran,E,A,-79.25122093375651,74.95236184948865,B,51.964705775910446,B,D,C,B,56.13004023582889,0
Non-Veteran,B,E,4.057550216393122,46.62587324841367,E,161.70217226557614,B,B,A,D,-61.979991730430385,1
Veteran,C,A,36.54466680864877,-52.45553176952163,B,88.69959379055898,E,C,A,C,159.62074278941498,1
No,C,E,55.64936143121629,7.015522817370538,E,207.93564917748037,E,C,A,D,25.448740400888987,1
No,E,D,-131.1580061648753,165.0590825686401,B,-12.580910505144141,C,B,C,B,-35.40750351405111,0
Yes,C,A,-18.40375503006549,184.80573248739765,A,2.094742105597312,B,C,D,C,144.8009490245769,1
Yes,D,E,27.957988821835094,114.80843482334764,D,50.55928235347604,C,D,C,A,99.42256870083108,0
Veteran,B,D,66.77145147626791,57.57134690703795,A,-83.63470504222109,E,B,D,A,-107.74732081936074,1
Yes,D,D,-29.60751782405756,-54.91254021799655,E,-112.40096450537497,D,B,E,A,53.35460116689428,0
Veteran,D,D,-133.50319208293396,-47.41609760051905,A,73.63250343483347,E,A,C,D,25.45796600303397,0
No,A,A,32.505310473673056,27.31310677363225,E,-94.06736098109147,E,D,C,D,5.6534294584658715,0
Veteran,D,A,-89.19733425569967,-21.637370824009757,B,87.55681806579348,A,A,E,D,-70.40968832237427,1
Veteran,D,E,33.56808678281269,45.23447685831103,B,-17.068376245497443,E,E,D,A,-9.922524099694847,1
Yes,E,B,-248.79472172548654,41.43384550870659,C,11.391408470288493,E,D,E,A,-121.90608159363762,0
Veteran,A,A,59.03234408969406,-157.45616238182473,D,-43.393710082603974,C,C,A,B,22.913398009942828,1
Veteran,B,D,114.81655295514324,31.936310598036933,B,-61.9469944258905,A,A,D,A,-22.95213999752997,0
Veteran,E,D,-113.06945676497178,135.89003306252854,D,82.54240348428121,B,A,D,E,-47.78525456133603,1
Yes,B,D,201.33996494308636,-11.64683123443518,A,-12.13728275081551,C,E,E,B,-19.518581065411645,0
No,E,A,59.26427788480192,58.03066706608412,D,60.111521300763556,B,C,E,E,-122.36003231118981,1
No,C,B,-49.78728683353983,-40.247837392579,B,15.048931203043775,C,E,C,D,-48.81355842691413,1
Veteran,E,A,82.70709671876469,4.912320566396039,E,-98.28977247368435,B,C,E,C,-102.31703912803019,1
Yes,E,D,-38.49302621481371,-44.74668681087924,A,-149.96384101682375,A,C,A,D,47.173126696250705,1
Yes,E,B,-143.3852769440876,108.31888315417446,A,-61.176214130730834,B,B,C,B,60.43782042718563,0
No,D,A,94.60397269796373,-116.51830206619952,B,-90.8236868317047,B,E,D,A,-33.24412965525356,0
Non-Veteran,E,E,-79.32048351119772,-29.890742426645527,D,-64.45446633393503,A,D,D,D,-42.22318581778817,0
Non-Veteran,B,A,18.757571325658624,-107.56318870010637,D,167.20367713475457,E,E,D,C,144.98361800953896,1
Yes,C,B,178.6562938852986,131.99514340352115,C,-205.53990966187445,D,C,D,D,-222.92809181895853,0
Yes,D,C,-258.2078883735684,148.7099412711376,D,-57.96710674984153,E,A,E,E,24.36059928953187,0
Veteran,B,E,-24.307843295698472,-35.318603204728646,D,-89.75638055052093,A,E,D,B,-63.0426827511567,0
Non-Veteran,E,B,71.4415319077488,32.39520279289304,E,-129.79428416774405,B,C,C,C,-7.439323928774416,1
No,A,B,121.22188297524355,-18.941905934349133,E,194.93959406207014,B,A,B,C,134.5196725093238,0
Non-Veteran,C,D,48.588721947387114,-32.964638335854794,A,99.91810602944432,D,D,E,C,-94.74720128435914,1
No,A,D,-26.63444494631853,18.476656270983412,D,-55.889725614064886,D,A,A,E,-7.64486400071476,1
No,C,A,63.212835851323426,-116.37099456020954,D,-152.12541112106172,A,D,B,C,-52.2264752715681,1
Non-Veteran,A,B,9.42506678635205,-69.00662816534934,D,-186.1944908321854,E,A,E,E,172.75478494965725,0
