nation,religious_affiliation,Veteran,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
China,Buddhist,No,Widowed,89.77083093458677,-76.95804566962218,A,E,-8.297372781737078,A,B,1
Other,Buddhist,Yes,Widowed,-162.69424789450775,114.68286033798816,E,A,-152.6051393078328,D,E,0
Mexico,Christian,No,Divorced,51.283612937758726,170.41220771078383,C,A,111.74249472521274,B,D,0
Mexico,Jewish,Non-Veteran,Single,27.243305406488272,-27.6137445237177,A,A,70.52473853376155,A,C,1
India,Jewish,Non-Veteran,Divorced,55.52534761785374,60.967397131518716,A,E,61.19190361019692,E,B,0
Germany,None,Non-Veteran,Widowed,-46.59975003983228,-106.40574557626215,B,E,90.24033717553624,D,C,1
China,Buddhist,Non-Veteran,Single,-22.95124813797936,99.6611643660212,D,E,-27.935007763602925,E,E,1
Other,Muslim,Non-Veteran,Divorced,20.88989127356055,-40.72528615003872,A,E,102.58280092110772,C,E,0
Mexico,Other,No,Married,-105.0109965648731,188.82050122885656,D,A,73.03535498660861,C,B,1
US,Christian,No,Married,41.108722820248495,-60.59327178547112,D,A,-62.4533984185985,D,A,1
Other,Jewish,No,Married,53.84086755723303,50.45594750735373,D,D,77.54775184679325,B,A,0
US,Muslim,Veteran,Married,256.24522283985254,-74.55436292613408,C,D,143.20606378815057,E,B,0
Germany,Muslim,Veteran,Widowed,28.311129875645257,-23.217388341891855,E,B,-26.379090484245914,E,B,0
China,Hindu,Yes,Widowed,-42.39428661049781,155.81967865327272,C,B,-25.955755009744564,C,E,1
Brazil,Hindu,Non-Veteran,Divorced,-125.7626934478224,120.18856868482082,A,E,-185.702919692885,A,B,1
Germany,Other,Yes,Widowed,-29.6701550424409,-54.805878369576455,D,E,-39.631353685205845,E,C,0
Germany,Jewish,Non-Veteran,Single,-96.80980439404682,-98.2978473243635,E,A,68.73158949571334,A,E,1
US,Jewish,Veteran,Divorced,-63.88671601389796,-4.90497891411821,C,A,27.576853398290922,B,B,0
India,Hindu,Yes,Married,-90.43119409324228,-0.1063926703975566,C,E,-19.260681069459547,D,E,0
US,None,Yes,Divorced,-23.25982624750173,44.22325342961617,C,E,210.57444506843385,D,C,0
Germany,Christian,No,Single,69.41048691923112,-41.8475315166056,E,C,-85.57128823760965,E,B,1
India,Christian,Yes,Widowed,36.975677814666064,62.12403464979078,D,D,-150.34685296223194,A,C,1
India,Other,No,Married,24.702616612715367,-64.25346854584046,A,B,64.71298192751676,C,E,1
Germany,Muslim,Yes,Married,172.6753292696491,98.84435309310204,E,B,-87.99078682529158,A,C,1
Germany,Buddhist,Yes,Divorced,-36.46747718201929,-109.12918776970248,E,E,-8.54508361450118,A,D,0
US,Muslim,Veteran,Divorced,93.1635412561947,-64.87807605759515,B,E,46.19743944390859,E,E,0
China,Jewish,Yes,Widowed,-163.28318772360433,20.52962101475419,C,A,79.95884660503482,C,A,0
China,Hindu,Yes,Widowed,88.7247150606728,98.09151651909916,A,B,-62.013958376706924,D,E,0
Other,Jewish,No,Married,-115.99416146872643,-0.3840375612542303,B,B,175.67078181548038,C,D,1
China,Other,Veteran,Married,25.900717442594733,31.599440755580016,D,A,-229.5579117989532,C,A,0
Mexico,Other,No,Divorced,39.03476356054662,-7.352035587304597,D,D,128.5951844258989,B,B,0
Other,Muslim,No,Widowed,94.85380164210456,-74.06591760046176,E,A,-98.9609628267241,E,A,0
US,Christian,Non-Veteran,Divorced,-120.33556021100236,105.08143827487781,B,B,-23.112702296318364,B,A,1
Mexico,Christian,Veteran,Divorced,29.373626506271975,4.008975900608098,E,A,146.9196967881574,B,D,1
Brazil,Jewish,Non-Veteran,Divorced,180.11062581583118,67.42870733514053,C,D,-35.43025400765462,D,D,0
UK,Buddhist,Veteran,Divorced,-134.30124499603647,-58.31473153764637,E,A,117.03657970162256,E,D,0
Brazil,Jewish,No,Widowed,-42.665577656762174,14.127813086805618,E,C,-193.0894162691623,D,E,1
Brazil,Muslim,Yes,Divorced,-65.90263283122368,38.039935405472036,A,D,-149.25966884458654,A,C,0
India,None,Veteran,Married,-39.64871665669733,-35.973280653454076,D,B,-25.59843122593169,C,B,0
Germany,Muslim,No,Married,-130.13813068027576,-18.081983867023798,E,E,22.803342807256353,E,A,1
India,Jewish,Non-Veteran,Single,-157.07415993637386,-54.73441359060017,B,E,-2.479230775232745,A,D,0
UK,Muslim,Yes,Married,-31.018038836313778,-87.40829408046518,A,D,-37.27612980188107,C,A,0
Other,None,Non-Veteran,Married,-28.949594644299392,-110.51358220689814,A,D,-29.148147504965436,C,E,1
US,Buddhist,Veteran,Single,-34.72891381367251,67.60954031076997,D,B,28.1991765602225,A,C,1
UK,Jewish,Yes,Single,41.183604673276996,97.33596878325562,A,D,113.85844347860714,B,D,1
Mexico,Hindu,No,Married,144.40510902376306,-9.727329522604121,A,D,126.58128099685125,D,E,0
Brazil,Jewish,Veteran,Widowed,108.31642763501353,-101.58628800051275,D,D,44.009983156289955,B,C,1
US,Hindu,Yes,Single,-224.51437077345608,-34.71253966867177,A,A,34.07197597583442,D,D,0
UK,Christian,Veteran,Married,86.87354764823078,-58.37443435195557,E,A,11.505543873002992,A,B,0
China,Christian,Non-Veteran,Divorced,-73.98007707072301,-128.62549021178148,A,E,-155.8206768002219,B,C,1
US,Hindu,Non-Veteran,Married,-167.18425514243933,79.07476176311414,D,A,68.18193269114121,B,A,1
China,Buddhist,Veteran,Divorced,67.12581118909489,81.21802254720212,A,E,40.16871372659161,A,B,1
Brazil,Buddhist,No,Single,40.0064265387822,61.68348260685781,C,A,-132.82344571726284,E,E,0
Brazil,Jewish,Yes,Divorced,28.441336647172268,-29.898653476638753,E,C,63.632450401814566,C,C,0
India,Hindu,No,Married,141.8701352233275,113.18641994492644,E,A,-206.88375093792422,B,E,1
UK,None,Veteran,Married,-65.55265610026846,-0.854140653702475,D,D,149.08031863884605,A,C,1
China,Christian,Veteran,Widowed,55.39546368670444,-46.34010067361816,C,A,188.92852462681208,D,D,1
Germany,Jewish,No,Single,-121.48483734398263,130.26940938683623,D,D,208.09382695565125,D,C,0
Mexico,Buddhist,Non-Veteran,Divorced,145.82976958783976,-110.09880648336559,D,E,27.791488490924987,E,B,0
Other,Buddhist,Yes,Widowed,33.246858078722845,-106.50663066875437,A,E,55.04826509363586,C,C,1
US,Buddhist,Veteran,Divorced,81.74436879792867,99.17176927432274,A,A,-17.304768636254504,C,E,0
UK,Hindu,No,Widowed,-76.10224181463137,4.863455798285233,E,B,-29.48618631063285,C,A,1
India,None,Yes,Divorced,-23.20288760733848,-104.64515393389473,A,E,175.87355488097384,A,A,1
Brazil,Christian,No,Divorced,-59.04992224864096,-82.30607775548954,E,A,-58.2899247741863,E,E,1
India,None,Non-Veteran,Married,44.72531375600459,12.939693514690553,D,C,143.27355402663952,D,B,1
Other,Hindu,Yes,Widowed,-27.732265307473362,-51.12440095267993,B,D,16.359306284230843,E,B,1
Germany,Jewish,Veteran,Single,5.7766526225778385,-69.17600493862261,D,E,72.14979206506327,E,C,1
China,Hindu,Yes,Married,-34.652570379016545,-91.6338130124185,A,A,-22.432126494453392,B,C,0
UK,Muslim,Veteran,Widowed,-122.68690278590864,-260.51399646887734,C,D,-15.167057794201543,D,B,0
India,Muslim,No,Widowed,-97.53133928660705,100.11542787133287,E,C,-7.896511978535773,A,C,1
Other,Buddhist,Non-Veteran,Divorced,-133.82403954843568,-142.1528210670344,B,B,16.065157449839155,E,E,1
China,Hindu,Veteran,Single,103.16444849336466,-200.74804728527812,D,E,-43.099477890366025,D,B,1
Germany,Buddhist,No,Widowed,92.59060976276574,188.99401233346745,A,A,-106.83965828845766,A,D,1
Mexico,Jewish,Veteran,Widowed,-165.52776924391353,-21.91745698675891,E,E,20.842629405870746,D,A,0
Mexico,Jewish,Yes,Widowed,-86.28486497797988,-241.7046195876106,B,C,-105.49372510921067,C,E,1
Other,Other,No,Single,-141.69379409664143,178.304319565582,B,C,22.651441531409645,C,A,1
Other,Buddhist,Yes,Widowed,16.066669828354772,79.49817401765151,D,D,24.678251572301082,A,C,0
India,Jewish,Non-Veteran,Widowed,7.446354722887692,147.2859276201539,C,E,150.79030426386652,A,D,1
India,None,Non-Veteran,Divorced,29.65612000987256,41.53463687026292,B,C,127.21615103162995,D,E,0
Germany,None,Non-Veteran,Single,134.62334932901197,117.2120557761973,B,A,83.13147833672603,C,C,1
India,Muslim,Veteran,Widowed,75.49518302867084,64.99751245840896,B,D,-85.4850624151004,D,B,0
China,Hindu,Non-Veteran,Widowed,-5.734092978646528,107.0897237239174,A,D,1.4758013025887713,D,E,0
Germany,Other,Veteran,Widowed,42.26567186257037,-9.91183067819519,D,E,65.53157854946404,D,A,1
India,Other,Veteran,Divorced,-82.90402395815005,209.7420879005116,E,A,-70.6198431419761,D,D,1
Other,Other,No,Single,-40.29436312405259,23.671099479296714,C,D,-129.9700120931082,D,D,0
Mexico,Muslim,Non-Veteran,Widowed,16.42113657175286,-23.241775874385777,C,E,49.40001081340357,A,D,0
India,Buddhist,No,Married,-92.88416529458014,77.892702105428,A,D,74.5330392266446,C,E,0
UK,Jewish,Yes,Married,16.086008137062635,-139.74959264593605,C,B,-230.55913197506163,C,B,1
India,Hindu,Veteran,Single,211.11414544831493,25.107070402087572,B,D,-30.936623710683754,C,D,1
Germany,Buddhist,Non-Veteran,Single,-108.4609714830061,-141.85084388483307,E,A,-3.150971845602948,E,C,0
Brazil,Muslim,No,Divorced,-50.75926487300587,-250.05248655557736,B,B,82.42158163067703,C,E,0
UK,Christian,Yes,Married,-84.5504586130591,1.4144067310280557,A,C,46.93941014796942,D,B,0
UK,Christian,Yes,Divorced,28.929332455878665,0.4107794704784514,B,E,4.380364681047153,E,A,1
UK,Jewish,Veteran,Widowed,122.4576859841633,-163.04546661016363,E,B,51.10885642086027,B,D,0
Other,Buddhist,Non-Veteran,Widowed,37.82325736348753,-99.43939130192042,B,E,76.0971463432035,B,A,1
Mexico,Other,Non-Veteran,Married,-136.91812286490665,-100.38920170417742,B,B,-79.68674045455255,E,D,0
Brazil,None,Non-Veteran,Widowed,-59.272022571036054,-48.72731553197433,E,B,-39.2259414452406,C,E,0
Brazil,Other,No,Widowed,32.62036398723721,-90.6444977228991,E,E,-3.2590488390463386,B,D,1
India,None,No,Divorced,8.256218860437423,33.44510871892846,B,C,-71.76267343041751,B,C,0
UK,Christian,Veteran,Widowed,101.42360372314975,62.67699906430061,D,C,-31.28789780300691,C,C,1
Brazil,Christian,Veteran,Married,87.5814440453755,33.911699754866206,D,D,310.81232475778194,A,E,1
Germany,Buddhist,Non-Veteran,Divorced,55.30589583944669,-225.08375517377524,E,B,238.15217663888023,A,A,1
China,Hindu,Yes,Divorced,37.52686446312907,-159.17301617337773,B,E,-159.24524215786928,D,E,0
India,Christian,Non-Veteran,Divorced,-55.32228889310532,-39.50219723564929,E,B,-35.46925797689436,C,C,1
India,Hindu,Yes,Single,-118.99199088240182,58.96059397914332,A,C,39.56112428711886,B,D,1
US,Hindu,Veteran,Widowed,-58.88771838993729,55.73702226140719,A,D,-2.305787053654179,E,C,0
Germany,Muslim,Non-Veteran,Married,-32.553068208393995,-33.8209335784408,E,A,20.751367065009173,A,A,0
Brazil,Jewish,No,Married,87.50253329414778,-9.352556828935708,C,B,-72.90322597555905,E,A,1
UK,Muslim,Veteran,Single,42.417509659959926,-12.444849541559734,D,A,-30.92609204000935,D,B,0
China,Muslim,Yes,Single,-175.22617459279513,26.11563291729683,E,B,-13.814305207858546,E,A,0
China,Buddhist,Yes,Divorced,-4.132975870366738,-152.10361742268796,A,B,34.28717137170433,D,A,0
Brazil,Muslim,Veteran,Single,37.25113482915732,7.553553719732781,C,E,-49.85259281478023,C,D,0
China,Muslim,Yes,Single,-14.180601175560057,-215.35794802383253,B,B,59.57890929165166,D,D,0
India,Buddhist,No,Widowed,-73.72594731429182,-216.33504166954575,E,C,-164.56335142102097,C,C,1
India,Buddhist,Non-Veteran,Single,11.290579026589826,-74.57263470613897,C,E,-89.31441359538313,B,B,0
India,Other,Veteran,Married,77.52603603941014,-90.67241792284447,E,E,99.86801104726084,E,E,0
Other,Other,No,Married,-16.571409139293014,145.49135823019648,E,B,-168.18925971669515,E,C,1
Germany,Hindu,Yes,Divorced,103.4684800792883,-59.02321920363383,C,E,-39.75018914916532,C,A,0
US,Buddhist,Yes,Single,-42.24371238748554,41.211990198522855,E,A,-42.283901854307096,D,A,0
Brazil,Muslim,No,Divorced,-91.50289213898968,-2.7146266250248194,A,A,-118.72370518744538,A,C,0
China,Buddhist,Non-Veteran,Single,-23.178857398260718,-41.76323400898131,B,A,-27.53085395068514,B,A,1
Other,Buddhist,No,Single,8.769517038812666,20.95952374571655,E,A,47.05801213492222,D,B,1
Germany,Jewish,Yes,Divorced,161.2895666272906,-41.82468847404247,E,A,-214.9583735539892,E,B,1
US,Muslim,Yes,Widowed,-28.50955044322277,-11.86340440086859,A,E,-45.5810042559124,D,C,1
Other,Christian,Non-Veteran,Married,-84.71473730605099,56.13048029668863,E,D,-33.380030954866044,E,C,1
UK,Christian,Non-Veteran,Married,-197.91142328590178,-119.22765508885365,D,D,215.73520720180235,B,C,0
China,Muslim,No,Married,38.00863262543282,15.496286199017039,B,B,104.90235073062233,E,B,0
UK,Christian,Non-Veteran,Widowed,-64.18989484203861,66.73215607123811,B,E,138.7372255652116,E,D,1
US,None,Non-Veteran,Married,-103.44623134005344,225.44990582142407,A,D,91.10912709325666,D,B,1
India,Buddhist,Non-Veteran,Divorced,-47.842634789715866,-85.11856624642837,A,C,-34.129843885970345,C,E,1
India,Other,No,Single,4.793126458289152,75.7010453852006,D,A,5.066470167487372,D,C,0
China,None,Non-Veteran,Widowed,128.941517631469,69.33483782614249,C,E,69.00985563376146,E,E,0
Mexico,Buddhist,Veteran,Widowed,19.490779483887124,-7.814723484014094,D,D,-40.2361730357306,B,B,0
Brazil,Christian,Veteran,Married,29.403134972396604,-135.95439136687267,E,A,27.397181070704203,A,B,1
Germany,Jewish,No,Single,21.13458461811331,-78.90279940626748,C,E,-261.98671668173426,E,D,1
Mexico,Other,No,Married,185.20705993917187,-32.09233067552978,C,E,113.04260682756244,E,E,0
Other,Christian,Non-Veteran,Single,86.236638837103,-33.84257786764327,A,E,-169.85603747392864,A,E,0
Mexico,None,Yes,Single,-8.55120641435918,-87.77840910713809,A,C,-38.79081043417674,C,D,1
Germany,Hindu,Yes,Widowed,-21.60066440375155,154.15058353334712,C,B,256.65798306127283,E,C,1
India,Hindu,Yes,Widowed,-150.26126573767962,-134.7577178182369,B,D,-26.74589902776818,A,A,1
Other,Other,No,Widowed,-28.83737895348898,47.690795558608166,D,A,185.25663875395662,A,A,1
India,None,Yes,Widowed,-68.9673772256738,19.99859359465975,B,A,-91.31692159080035,B,E,1
Mexico,Hindu,Yes,Married,192.47147390113471,223.43757492151667,D,E,114.70634244724607,E,B,0
Mexico,Jewish,Veteran,Married,27.026572677620663,8.311573023710801,A,D,-125.8932359027777,C,D,1
Other,Muslim,Veteran,Single,202.89682796791902,83.25946352514916,A,E,17.084713648861367,A,E,0
Germany,None,Yes,Single,-81.95402456643859,31.157712872291164,A,D,-108.18095621984587,A,D,0
Brazil,None,Non-Veteran,Married,281.8338218213281,191.0593132208132,B,A,3.4049940923651447,C,E,0
China,Buddhist,Non-Veteran,Married,-46.232010143198785,161.4814107340966,B,C,-65.41626635363744,E,C,0
US,Other,No,Divorced,151.13594860893613,78.69247147330383,E,C,-148.1481457887473,B,A,1
Other,Christian,Veteran,Single,-20.24793283190083,41.58615825878063,E,A,47.29922718648249,A,D,0
UK,Hindu,Non-Veteran,Single,144.36933197194008,-1.7206201761691668,A,D,-163.3914395979893,E,A,0
Brazil,None,No,Divorced,-3.5516626245168936,144.60762697713392,B,B,-210.1729902138331,C,C,0
Mexico,Christian,Non-Veteran,Married,-151.60361153176282,46.79842170191114,B,E,-104.25520127079739,D,A,1
China,Muslim,Veteran,Divorced,109.58974289219856,-118.73309474367053,D,B,169.27670767642329,A,D,1
US,None,Yes,Divorced,-2.3943833412236373,-75.82739574145717,D,A,104.11342528533535,B,A,1
Other,None,No,Single,48.67333128633919,-223.66674518869064,D,C,151.99119947065995,D,C,1
India,Muslim,Veteran,Widowed,-80.94284459183932,-41.79993421072702,B,E,-14.853066805078932,D,C,0
Brazil,None,No,Married,-53.37116323194528,-172.5338209664436,B,C,-26.464260719817307,E,D,1
Brazil,Muslim,Non-Veteran,Married,-175.1948192561718,14.545158242792269,C,C,85.40464365305792,B,E,0
Mexico,Jewish,Veteran,Divorced,-12.388326972661973,215.0272631862586,A,C,209.57296397781553,C,E,0
Germany,Christian,Non-Veteran,Widowed,96.18060494957305,-97.15732182037874,D,E,-14.26323234752278,E,D,1
UK,Other,Veteran,Divorced,-97.45729005037383,135.71224444427187,E,A,138.80845624017437,A,A,0
Mexico,Hindu,Non-Veteran,Single,61.63014783885268,-81.61133912063664,C,B,-123.83850413460094,A,E,0
Germany,Buddhist,Veteran,Widowed,-88.28490470149141,96.02356492640038,E,B,173.93225942956917,A,E,1
India,None,Veteran,Widowed,15.44390304063445,-116.52762757210995,E,A,70.6213636739091,C,B,1
US,None,Yes,Married,153.76210595021388,-18.36599788254186,A,A,-32.11362430824345,D,E,1
China,Christian,No,Divorced,-41.26464079353228,-217.8644885512124,B,E,-97.83863421690448,E,E,1
UK,Muslim,Non-Veteran,Widowed,-60.75077235640467,88.01072077860933,C,B,-17.309240652910145,A,B,1
China,Christian,No,Widowed,86.72387750036575,177.51333779262143,E,D,227.08264873396854,C,A,1
Brazil,Buddhist,Veteran,Married,-41.1508428302788,-19.973691948136008,E,A,-134.88552834025552,C,B,1
US,Hindu,No,Single,-6.6807072195231285,210.3990645337691,E,D,41.21050681593809,C,A,0
UK,Other,Veteran,Widowed,-142.14078568420706,73.67597474310612,C,D,-8.979238952200513,C,A,1
Other,None,Non-Veteran,Divorced,3.2343493162220525,31.67755573557738,E,A,-237.5693756412415,D,C,0
US,Muslim,Veteran,Married,25.565365216624265,-17.72040414453196,B,B,63.694073703330545,B,E,1
UK,Jewish,Veteran,Married,-50.46384032463811,-88.21590917196158,C,A,-141.32311193525462,E,E,1
Brazil,Jewish,Veteran,Single,20.064999220513233,-139.7410350015461,E,C,-73.62003729935591,A,A,0
India,None,No,Single,89.69442225444072,-136.1107539585081,E,D,68.74837461014711,A,B,0
US,Muslim,No,Married,-171.5969132887654,-145.55164629089464,E,B,-135.06256022582477,C,C,0
India,None,No,Divorced,-223.40842277740265,114.16023158435273,E,A,128.2193183847705,C,D,1
Brazil,Buddhist,Veteran,Married,133.38749541783517,-51.91516044730251,C,A,72.81251304528799,B,D,1
Germany,Other,Veteran,Divorced,-155.5904786373494,81.88624720933403,B,D,-152.87474812682095,A,A,0
Brazil,Other,No,Single,-7.270256365258933,-97.89416481376188,D,C,62.71787790161489,E,E,0
UK,Hindu,Veteran,Widowed,14.42366746335845,85.06141906521219,E,C,54.50571355548125,D,A,0
Germany,None,Veteran,Divorced,-204.0761200650375,32.62096080889596,E,A,124.09140294342384,C,C,1
China,Christian,Non-Veteran,Married,135.94386412731018,55.46504631117887,E,B,-30.186053877118518,D,A,1
India,Hindu,Yes,Widowed,81.37586631537825,-467.58709390920296,A,A,-12.3138472894921,D,B,0
UK,Christian,Veteran,Married,-69.90709476730056,-84.3977746205449,C,C,-27.311234246802123,A,A,0
Brazil,None,Veteran,Divorced,-16.99757011112338,189.08537600591131,D,C,105.01405818278755,D,E,1
Other,Christian,Non-Veteran,Divorced,-139.29393672169925,-20.756119735435146,A,D,134.8362531249534,E,D,1
China,None,Yes,Single,102.48410006243364,21.284343633134643,A,D,87.49586712319463,D,E,0
US,Muslim,Non-Veteran,Married,-38.014776328571436,-123.82524509267556,B,E,86.41469135811339,D,A,1
China,Christian,Yes,Married,99.81711404819048,18.76982960081108,D,D,28.42898772321572,C,B,1
Other,None,Yes,Divorced,44.964532832311285,45.38863004928335,C,A,-146.99197011581276,A,D,0
China,Jewish,Non-Veteran,Married,122.88128968470585,-60.211035713924424,B,A,-31.75238838736248,E,C,1
India,Muslim,Veteran,Widowed,-185.07265649200647,-149.069160233037,D,C,142.7139780481345,C,E,0
Brazil,Other,Yes,Single,41.49114979981989,-111.67631226274825,E,A,18.28524752307326,E,E,0
Germany,Muslim,No,Married,69.02349413050503,-21.437242442744118,C,A,-26.74375121173326,E,C,1
UK,Buddhist,Yes,Single,141.02681839232062,-113.29202137992178,A,D,180.95986195292224,B,E,0
Mexico,Muslim,Non-Veteran,Widowed,-59.957599875027924,-114.13757018217028,A,D,42.572659907318524,A,A,0
US,Other,Yes,Single,-110.90333341835846,88.47966319796807,A,C,146.5988822745783,C,D,1
Brazil,Other,No,Widowed,61.48291545408038,84.38189403465054,B,E,171.6580471207329,E,C,1
China,None,No,Married,121.91493353407846,-52.07862788870224,E,B,137.02027720892232,B,A,1
Mexico,None,Veteran,Widowed,6.195610300696751,12.023242688342489,C,C,208.99480246457242,E,A,1
India,Christian,Non-Veteran,Single,2.2416925944964037,8.154734491806192,E,E,113.98314913621297,A,D,1
Germany,Hindu,Veteran,Divorced,23.222923975873165,-66.6927676797335,E,E,20.638313891287478,E,B,0
China,Other,No,Widowed,-185.90215399218758,-100.85588533649405,B,B,89.34658289475105,A,A,0
Brazil,Hindu,Non-Veteran,Married,-154.2555319870817,127.70673879896268,B,D,6.8635728722992635,E,D,1
Mexico,Buddhist,No,Married,187.34342983959894,77.8302344426703,A,E,-44.962710096986896,D,D,1
US,Hindu,No,Single,165.0107729982856,53.55737827743114,B,D,6.116237221856821,A,A,0
