Race,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
White,Mexico,A,A,B,E,D,-64.83955612797715,A,1
Asian,Germany,B,A,E,B,A,74.54196038880994,B,1
Asian,China,A,A,C,A,E,-115.06386899640373,A,1
African American,US,A,C,B,B,D,-53.75773252027781,E,0
Black,India,A,C,B,C,A,115.89919920106082,C,1
Asian,India,C,E,A,D,E,-60.52258855688167,D,0
White,Mexico,D,A,E,D,A,254.36027916938184,A,1
White,India,E,A,C,C,E,-29.352637342068466,D,1
White,Brazil,A,C,E,D,D,-230.76911675350652,A,1
Other,UK,E,C,C,A,D,3.522190660913535,E,1
Other,Other,C,D,B,E,A,-59.6985455063606,B,1
Black,Brazil,C,D,A,E,C,89.38548374660934,B,1
Other,US,E,E,B,C,B,55.63642600465559,C,0
Hispanic,US,E,A,A,C,C,-85.56467850424013,D,1
Black,China,A,C,C,D,C,10.796886132570748,E,0
White,Germany,D,D,D,A,D,-36.23086583771394,B,1
African American,India,D,E,E,C,E,113.29452077860142,A,1
White,India,A,E,E,B,B,-120.38667069633091,B,0
Other,UK,E,A,D,D,E,-37.63182256565133,C,0
Asian,Germany,D,B,B,E,B,21.117708344750607,E,0
African American,China,B,E,A,C,A,-44.46362756172044,A,1
Hispanic,Other,D,B,B,A,A,0.12628147810008983,B,0
White,China,B,D,A,A,E,110.79411940270352,E,1
Asian,Brazil,A,B,B,B,E,-121.33614380864441,E,0
Asian,US,B,D,E,D,D,-55.73042094498268,A,0
African American,US,B,B,D,E,B,-88.00713243309532,E,0
Hispanic,Mexico,C,A,A,C,A,-22.953984030457924,D,1
Black,Mexico,B,B,D,D,A,-0.07076588205278364,D,0
Asian,China,D,C,E,D,B,-60.51668477370061,A,1
Other,Brazil,C,B,B,D,C,-154.41436003898633,A,1
African American,China,D,E,D,E,E,-28.452018048606316,A,1
Hispanic,UK,B,B,C,A,D,-63.94844444976753,E,0
Other,India,D,D,D,C,E,-38.73847335244515,B,1
African American,India,A,A,B,D,A,-107.32245330135048,E,1
Hispanic,UK,E,E,D,A,C,-38.35846800634863,A,1
Hispanic,China,A,E,B,B,B,192.16063500367713,A,0
Black,Other,C,D,B,B,C,54.846092783133,A,0
White,UK,E,D,B,A,A,8.697210916851294,A,1
Asian,Other,D,A,E,E,B,-98.93612359557648,D,0
Hispanic,US,C,A,B,C,C,-51.369998500529015,E,0
Hispanic,India,D,B,C,E,E,198.76546863972496,E,1
White,China,E,E,D,C,A,9.153302057726611,A,0
Black,US,C,E,A,D,C,131.05213806861317,D,0
White,Germany,A,C,E,D,E,-48.22330873217909,C,1
Other,Other,E,E,A,E,D,25.37597005836788,A,0
White,China,A,D,A,B,A,-111.27159752563982,C,1
Other,Germany,B,E,E,E,E,70.57874525111538,C,0
Hispanic,Brazil,A,D,A,A,D,91.49604230105093,A,1
White,India,C,D,E,A,C,-8.348875606310648,E,1
Hispanic,Mexico,E,D,D,D,E,-134.87757561476081,D,0
Hispanic,Brazil,D,A,C,C,A,89.56798873594259,C,1
Hispanic,Brazil,C,D,D,C,C,-116.24327248949868,D,0
Black,Brazil,B,D,E,E,A,44.98617791289172,E,1
Black,Other,D,A,A,A,A,32.26438882437046,B,0
White,US,E,A,A,C,C,5.185769972620689,B,0
Hispanic,India,D,A,C,B,A,56.49102191758343,E,0
White,China,C,B,E,A,B,-161.15550331914767,A,0
Black,Other,B,A,E,C,E,-111.63989526587217,D,1
African American,UK,E,D,A,C,B,-8.048741494827425,E,1
Hispanic,UK,E,D,B,D,D,118.52899704479789,D,1
Other,US,A,E,D,A,A,291.3958761530425,C,0
African American,Brazil,B,A,D,E,B,40.072400476545035,E,1
Hispanic,India,E,E,B,C,D,-6.772923326235497,E,1
Hispanic,Germany,C,E,E,A,B,82.21216440713609,A,1
Other,Germany,B,C,C,D,A,-120.64771645376464,A,1
Other,US,B,D,E,D,A,151.2208222402785,E,1
Asian,Germany,C,E,A,E,B,4.93663895594137,C,0
Other,Germany,D,E,A,D,B,-39.98748189236832,C,1
African American,Germany,A,B,E,C,B,45.96944569636286,E,0
Hispanic,Brazil,E,D,B,C,E,51.21155584218906,A,1
African American,US,E,A,C,E,D,-22.451529478416823,C,1
Black,Germany,C,B,A,B,B,154.69370163560117,E,0
Other,China,B,C,C,B,B,278.1830755041717,A,1
White,Other,D,B,B,B,C,21.951757444936526,C,1
Black,Mexico,C,C,C,B,A,123.62858609945135,B,0
Black,US,B,C,D,D,B,-33.7444174280812,B,1
Hispanic,Mexico,B,D,B,E,E,-44.477235357735296,E,1
Hispanic,Mexico,E,C,D,A,A,-141.0494626412527,E,1
Hispanic,China,E,A,C,A,C,129.00160768354075,E,1
Other,UK,E,C,C,A,A,-34.338544302606635,B,0
Hispanic,Mexico,C,B,A,E,B,200.4348856704725,D,1
African American,Other,B,B,B,D,A,11.098038993108132,C,0
African American,China,E,B,B,C,C,-58.31501132286555,D,0
Other,China,B,E,E,A,E,-0.18091043390857986,E,0
Hispanic,US,B,C,A,E,C,-10.385466392536149,B,1
White,UK,E,E,E,C,E,-16.874746124406347,A,1
White,China,C,D,A,B,B,-168.72752427563674,D,1
White,Germany,C,A,D,D,A,108.48341229843416,E,1
African American,Other,A,D,B,B,A,-76.99854021927173,C,0
Hispanic,Brazil,A,A,B,B,D,113.242116576499,E,0
Black,Germany,E,D,B,B,B,131.07302931870854,B,1
Black,UK,B,D,D,B,C,-86.59285956269885,D,0
White,Other,D,B,E,E,B,-66.60970305650763,A,0
Asian,China,E,E,C,E,C,3.2727097666781826,D,1
Other,Mexico,B,E,C,C,C,191.71768915075904,A,0
Hispanic,Mexico,C,A,D,E,A,161.3135776763958,D,1
African American,Mexico,E,B,A,C,D,13.925527164641993,E,1
Hispanic,Other,D,E,E,D,C,-4.216039121384521,A,1
African American,US,E,E,B,D,A,-93.758311094007,E,1
African American,Germany,E,C,B,E,E,-154.50887454987554,D,1
Hispanic,China,D,B,B,E,E,179.20937422158082,A,0
Hispanic,Mexico,E,D,C,C,D,6.749437099102959,D,0
Asian,Other,A,C,C,A,A,12.326221000373597,C,0
Other,US,D,C,A,C,D,158.61181312841913,C,0
Other,UK,A,C,D,D,E,53.49171373786867,A,1
White,US,E,A,B,C,E,24.895563486139817,E,0
Other,India,E,B,E,A,E,-56.34796325924092,E,1
African American,Brazil,E,D,C,C,A,-80.88480720089906,E,1
Other,India,A,A,E,C,E,-0.5035988074740602,A,0
White,Mexico,B,B,D,D,A,109.5655866339504,C,1
Other,Germany,E,A,E,D,C,153.0751573025423,B,0
Other,Other,C,E,A,D,C,97.95666580742007,C,1
Black,India,E,B,D,D,D,-77.76662995871932,B,1
African American,India,C,D,E,C,B,94.35224649310769,A,1
Hispanic,UK,E,B,D,E,A,185.07865817626268,E,0
Asian,UK,E,B,A,D,D,33.13125810512027,B,0
Black,India,A,A,C,B,A,11.687791584758527,E,1
Asian,Other,D,A,B,E,D,70.38217774286565,A,0
Hispanic,India,B,D,E,B,D,101.54131958496518,E,0
Hispanic,US,A,E,A,B,C,-0.8106468618149658,C,1
White,China,E,E,D,B,D,-72.01478812210935,C,1
Hispanic,Other,B,D,E,A,A,65.50072779828517,E,0
Hispanic,India,B,D,B,A,C,7.849416575747875,D,1
Hispanic,Brazil,B,B,B,C,B,14.872505399074152,E,0
Black,Germany,C,C,E,A,B,-43.195523247814094,A,1
Black,Mexico,A,A,C,E,E,-241.8581493049788,B,0
Black,Mexico,C,E,B,B,A,14.416106847326587,E,1
Black,UK,D,B,D,A,D,93.03857883591255,C,0
White,Germany,C,D,E,C,E,-44.82403147225001,D,0
Hispanic,Brazil,C,E,C,A,A,39.61905747268183,B,1
White,Brazil,B,A,D,D,A,-43.297519510206186,C,0
Hispanic,Mexico,D,B,E,A,E,-49.924003694809045,E,0
White,Germany,D,E,E,A,B,198.36600190527264,D,1
Asian,India,B,C,D,B,D,29.404020822381998,D,0
Asian,US,D,C,B,D,E,-84.2047715590069,A,0
African American,Other,C,C,E,B,A,20.63892116134588,E,0
Other,UK,D,B,C,A,E,22.962575818063662,B,1
Asian,UK,D,D,A,D,C,20.356279991812656,A,1
Hispanic,UK,E,D,A,E,C,-20.520354717088384,D,0
Asian,Germany,C,A,A,C,A,120.56846198831359,E,1
Asian,Germany,C,E,B,A,E,-54.59167523958629,B,1
Asian,Germany,A,A,C,B,A,-75.74686272186042,E,1
Other,Brazil,B,D,C,B,E,-41.25338664856507,D,1
Asian,UK,E,A,A,A,C,-5.338160079799178,D,0
Black,Brazil,C,E,D,A,A,-81.7582744721657,E,1
Asian,Other,D,E,A,B,C,55.14338510355821,E,1
Hispanic,India,B,C,A,E,E,-5.0277127706166045,D,0
White,Mexico,B,A,B,E,E,-57.857916887874325,D,0
White,India,B,D,A,D,B,-153.99952267182795,E,0
Black,Other,D,E,B,A,E,110.37364974198253,B,0
African American,China,E,D,D,A,D,-72.12304161382168,E,1
African American,Other,E,B,A,C,A,-82.46457146100398,C,0
Black,Mexico,E,B,B,B,A,8.871466589931558,D,1
Black,US,D,E,B,D,E,219.5119514553193,E,0
African American,China,B,B,E,E,C,95.7412167551755,C,0
Asian,China,D,C,E,C,C,84.51821803996911,C,1
Other,India,C,C,D,B,A,-128.41928012703195,A,0
Hispanic,China,D,E,D,C,B,-59.208815096885324,A,0
White,US,E,B,C,C,B,-19.391803501438293,D,0
White,Germany,E,B,D,D,E,136.3087699879099,A,1
Asian,Germany,B,A,C,E,A,-70.11006473454945,B,0
White,Other,C,B,E,C,E,-19.706075538416908,D,1
Black,India,D,E,C,D,B,33.2378865522442,E,0
Asian,Other,A,C,E,D,E,11.275529385309019,D,0
White,UK,E,D,A,E,E,-110.2516262177391,C,1
White,Brazil,D,E,D,A,D,58.38413772556804,E,0
Other,Brazil,A,B,E,D,B,-182.7413767783921,C,0
African American,US,E,C,C,C,E,-51.65487474092919,A,1
Other,Mexico,A,A,A,A,B,-233.97217564265424,D,1
Other,US,C,C,A,A,D,-7.140979892239739,E,1
White,Mexico,E,B,E,A,C,-60.58760083811367,B,0
White,UK,C,E,B,B,B,-155.13815363795257,A,0
Black,India,A,B,B,B,B,-88.53285619031817,B,1
Asian,China,D,A,A,B,C,-38.82619405897154,C,1
African American,China,C,C,A,A,E,-13.64859016577272,C,1
Black,UK,B,E,A,C,D,-120.60530837101815,D,1
Hispanic,Germany,B,D,A,E,D,-52.146949128975706,C,1
Black,India,E,D,D,B,D,96.88607438424988,D,1
Other,India,E,D,C,E,C,111.78286192095919,A,0
Hispanic,Mexico,C,A,D,D,E,49.14961598836322,E,1
Hispanic,UK,A,C,B,B,B,69.92887254342936,D,1
Black,China,D,A,D,B,B,43.34957075689751,C,0
White,China,D,A,D,C,D,-11.524154790183335,C,0
African American,India,B,B,E,E,C,22.84803161631744,E,1
Hispanic,China,B,E,A,E,D,-25.75930127056723,E,1
Other,US,C,B,A,A,C,146.61309073180732,C,1
White,Other,C,E,A,E,D,-48.26862924951726,C,0
White,Other,C,E,B,A,E,-75.25935545576135,D,1
White,US,B,B,D,D,E,10.977680332508232,A,0
White,China,C,D,C,C,B,-81.27684046191928,C,0
White,Brazil,D,B,D,A,C,19.844535624337098,E,0
White,Mexico,C,E,A,A,A,-1.7390885765541018,E,0
Hispanic,Germany,B,B,D,D,B,54.08472455277964,B,1
Asian,US,B,A,A,D,A,-44.59450755629407,E,1
White,Germany,B,D,E,E,B,51.166834001799735,B,1
Hispanic,China,A,A,A,C,A,-52.12849413540025,E,0
Other,Other,D,B,B,D,B,-126.71424915647103,B,1
Hispanic,Mexico,D,C,A,C,B,-54.55102815654001,C,0
Other,UK,E,E,B,D,A,-184.83606358076935,B,1
African American,Mexico,C,B,E,A,B,-23.253831353049982,A,1
Other,Brazil,D,E,A,C,A,-64.55954925868743,B,0
Black,Germany,D,D,C,E,A,148.0258256622088,A,0
Hispanic,Germany,E,D,C,D,C,94.51090073529193,C,0
White,Brazil,D,C,B,A,B,48.25918426475029,B,0
African American,UK,A,E,C,A,E,-50.59342563059223,B,1
White,Brazil,C,E,B,A,D,-66.86165285335814,B,1
Hispanic,Germany,E,B,A,D,C,120.9847382652408,E,0
Hispanic,India,A,B,A,D,E,104.78461272201507,B,0
Other,US,C,D,E,A,E,-167.46397320805298,B,0
Asian,Mexico,D,E,D,B,E,-293.94778771871813,A,1
Black,Mexico,A,D,C,E,A,98.84036627957883,E,0
Asian,Other,B,B,B,B,B,-164.73934857316922,E,0
White,UK,C,B,E,C,A,-8.564466544562698,B,1
Black,Other,D,B,E,C,E,-3.088214919305909,E,0
Black,China,B,D,B,A,E,54.26126928867385,E,0
African American,Germany,B,C,A,C,A,9.019888410572118,A,0
African American,China,A,C,B,C,D,7.660890654426663,B,0
Hispanic,US,C,A,B,E,E,-30.464595237607845,D,1
Asian,China,C,A,C,A,A,-27.378078931412798,B,1
Asian,Mexico,A,B,C,C,D,-130.27978054933635,D,1
Asian,Germany,A,D,C,A,E,116.43822958164097,B,0
Hispanic,UK,B,B,B,A,E,-70.46642059763009,D,1
Other,India,C,C,C,D,A,-3.217647231952219,D,0
African American,UK,A,B,D,C,B,116.97060849262746,A,1
White,China,C,B,D,C,D,-52.516832892027175,C,1
Other,Mexico,C,A,B,B,D,-36.82776572558771,E,1
Other,US,C,E,C,B,B,-112.36985805781852,B,0
African American,India,B,B,E,D,D,127.36174112932872,B,1
Asian,Germany,A,E,B,D,D,-84.26094200755045,A,0
Hispanic,India,A,D,C,B,D,-101.25245341910802,A,0
White,China,C,E,D,C,A,-191.34022193249868,E,0
White,China,A,D,E,C,A,111.18772923151595,E,1
White,China,A,E,E,D,B,97.06762021430957,E,0
Black,Brazil,B,E,D,C,C,226.73839818302915,E,1
Black,Other,B,D,A,C,B,-146.18084145802334,A,1
Black,US,A,D,E,A,A,-30.98778180101851,C,1
White,Brazil,E,A,D,A,D,76.70574960377742,A,0
Black,Brazil,D,D,B,E,C,184.41511693403817,E,1
African American,US,B,B,D,B,C,-116.09752386450727,D,0
Hispanic,UK,A,C,B,C,C,159.79755100848635,A,0
Other,UK,D,A,D,C,B,25.219419936978703,D,1
Black,Germany,C,D,B,D,A,-79.72444842876197,C,1
Asian,Brazil,D,D,A,C,D,60.15860868085269,B,0
Other,Brazil,D,E,D,B,D,-112.68254430997304,A,0
African American,Brazil,E,A,D,C,C,174.71276307745768,E,1
Hispanic,Other,C,C,E,B,C,113.51448613697639,A,0
Asian,UK,C,C,A,D,C,24.008116998914378,C,0
Hispanic,UK,C,A,D,C,C,106.53393298446747,D,1
Black,China,A,E,A,C,B,-63.44360958328893,B,0
Other,US,B,B,D,B,E,83.81128500319561,D,1
Asian,Germany,D,C,A,E,E,3.4052751415544154,B,1
African American,Other,B,B,C,D,C,41.362064156669156,C,1
Hispanic,Other,E,C,D,D,E,138.66843155757223,B,0
Other,Other,A,D,D,A,C,26.1514855918779,D,0
Asian,Germany,E,E,D,D,B,61.51172544065776,C,0
Asian,Other,C,B,B,E,C,88.28938816749884,A,1
African American,India,D,A,B,A,C,-53.76962914976029,D,1
Asian,Mexico,B,C,B,C,C,32.19717491263564,D,1
Other,India,B,E,B,E,D,-141.5770859345149,C,0
African American,India,C,E,E,B,C,49.735281471986944,C,0
Other,Mexico,E,A,D,E,D,58.86820365185061,B,1
Asian,Other,D,A,B,D,C,27.27228837658815,D,0
Black,Mexico,A,D,E,E,E,127.9394207621727,D,1
Asian,Mexico,E,E,C,B,D,-5.48804687435488,B,1
Other,China,D,C,D,B,C,-44.972949188080655,A,0
African American,Other,A,D,C,B,D,-69.37603379947997,D,0
White,Brazil,A,E,E,C,D,38.56677740355426,D,0
White,China,C,C,C,C,A,66.95786531294029,E,1
Black,UK,B,D,B,B,B,28.31498968408565,D,1
Asian,Brazil,E,D,D,A,B,109.17021578702979,B,1
Other,US,A,B,B,B,B,28.639334721107574,D,1
Asian,China,A,C,C,E,D,-60.711006184647566,E,1
Hispanic,Other,B,B,D,E,D,72.06264499303985,D,0
African American,India,C,E,B,A,C,-89.3908378240578,A,0
Other,India,E,A,C,D,B,-7.8026225895573855,D,1
Black,India,E,A,C,D,E,10.610457552229096,C,0
Hispanic,US,D,B,E,A,A,50.123694718744915,C,1
Hispanic,China,C,E,C,C,C,61.603018065595364,D,0
Hispanic,India,E,D,B,A,B,-164.64277659715444,C,1
White,UK,E,A,E,D,D,-47.436952261325466,E,1
White,UK,A,B,E,B,A,-61.53622786416623,B,1
African American,US,C,D,C,B,C,2.522109004755414,C,1
Black,Germany,E,A,E,D,A,-149.93009869356854,C,1
Asian,Brazil,B,B,A,A,D,57.79892571940074,C,1
Hispanic,Other,A,E,E,B,B,-26.861510382294266,D,0
Black,US,C,E,E,B,B,-197.27645600297535,E,1
Black,US,B,D,E,C,C,-117.11984325116505,C,1
African American,India,B,A,D,E,D,-22.393436801549463,E,0
African American,Brazil,B,E,B,E,E,-55.78442669558791,D,0
White,Germany,D,C,C,C,B,68.18188054272491,B,1
Black,US,C,B,E,A,D,-116.98808181207771,B,0
Other,China,B,E,B,B,B,35.35189343250424,B,0
African American,UK,D,D,C,C,E,98.66276112420316,B,0
Hispanic,Mexico,E,C,C,C,C,23.35239368885317,D,1
Hispanic,Mexico,C,A,B,A,C,-15.821085751561318,E,1
Asian,Mexico,C,E,A,A,D,257.25407454540175,C,0
Black,Other,B,D,D,E,D,-173.36582007817753,A,1
Other,China,B,B,C,A,D,23.34588265195798,D,1
White,Brazil,A,E,E,E,D,-93.2944073626581,D,0
Hispanic,India,D,D,C,C,C,13.200810612747777,C,0
Hispanic,US,C,A,C,D,E,-86.36024692998664,B,0
Other,US,D,B,A,C,B,-122.90180541413453,A,0
Black,India,E,E,D,D,B,77.1670104978504,B,1
Other,India,C,C,C,E,D,-14.597282280968276,A,1
Hispanic,Brazil,E,C,A,E,A,40.26815719284678,E,1
Other,Brazil,E,A,B,A,D,99.12064634792782,D,1
Asian,Brazil,C,A,E,A,E,58.1382605262788,E,1
Hispanic,Mexico,E,B,D,E,D,53.45645189787089,B,0
African American,UK,B,C,B,D,C,-112.35238452772964,D,0
African American,Brazil,A,D,B,B,A,-114.71102971194165,A,0
White,US,C,C,E,B,B,46.800228827728105,E,1
African American,US,A,B,B,A,D,128.08541850943124,D,1
African American,Other,E,E,C,C,B,-88.23669814459201,E,1
White,Germany,E,B,E,C,B,-295.55605005106486,C,0
Hispanic,India,B,C,A,D,E,102.58372131032789,E,0
Black,India,E,D,D,B,E,43.67276016939528,E,0
White,Germany,A,E,C,C,D,-168.72082599159853,D,0
Other,UK,D,D,B,A,C,29.99161020011048,A,1
Hispanic,Germany,D,E,D,B,E,39.83788019836024,C,0
Black,Other,D,E,E,C,A,99.36297781156995,C,0
Hispanic,China,C,B,E,C,A,-81.73804633748448,C,0
White,US,A,A,D,B,C,135.17755681304382,B,0
Black,Other,B,A,A,A,E,-15.82184649626429,B,0
Hispanic,Brazil,C,A,E,D,B,61.548221400710965,E,0
Black,UK,E,E,B,D,B,97.10547597629403,B,1
Black,India,C,D,E,B,C,-190.328224414048,D,1
Other,Mexico,C,D,E,E,C,189.33280947690076,B,0
Hispanic,UK,A,E,D,C,C,-47.285604170039925,C,0
African American,India,C,A,C,C,E,-163.34048854251796,B,0
Hispanic,Other,E,D,D,A,A,-57.22595642353624,E,0
White,Brazil,D,D,D,D,D,-78.6547337145882,E,1
White,Mexico,C,E,C,D,A,24.65661885818751,A,1
Hispanic,Germany,A,B,D,C,E,-70.9685759421784,B,0
White,China,C,B,C,D,E,156.89038277092195,D,1
Asian,China,E,D,B,B,E,59.37369173858078,B,1
African American,Germany,C,E,D,E,E,-46.67522302305379,B,0
African American,UK,D,B,C,B,D,-30.816596665760116,B,1
Asian,Brazil,C,B,A,D,A,-41.48772297661705,C,0
African American,UK,C,C,C,C,C,-118.90609794023466,E,0
Other,Germany,A,C,B,B,B,-29.582800981324333,E,0
Asian,Brazil,A,A,E,B,C,-112.28136214524915,D,1
Asian,Other,B,E,D,C,D,-203.64024024699003,C,0
African American,Mexico,D,B,B,C,D,-138.34615871592163,D,1
Hispanic,Mexico,C,D,E,E,A,-50.369342419365594,D,0
Asian,UK,D,E,B,B,B,-6.998222360552404,C,0
Other,Other,D,D,A,A,C,87.48868055435275,D,0
Asian,UK,A,A,A,E,B,-45.95673852051228,A,0
Other,China,C,E,D,E,E,-63.34018581280218,D,0
Hispanic,UK,C,C,A,E,E,-134.2175549618818,E,1
Other,China,C,A,D,B,E,6.6593587654112065,D,1
Asian,UK,B,C,A,D,D,-27.961829942316886,A,0
Asian,China,B,C,D,E,D,85.48231833127882,B,1
African American,Mexico,A,E,D,D,B,156.95164800356355,C,0
Hispanic,US,D,B,D,C,B,97.1857990816686,B,0
Asian,Other,C,B,C,A,D,-142.65768918166975,B,0
White,India,C,E,B,D,C,14.96613069637171,B,1
Black,Brazil,A,D,D,E,D,-184.4937623112052,D,0
White,US,B,B,B,C,C,202.92773597593046,B,1
Asian,UK,A,D,A,B,D,0.3249685730624031,C,0
African American,India,C,A,D,B,E,80.69831001912958,A,1
Black,Brazil,D,C,C,D,D,-82.57328470639486,D,1
Hispanic,Other,B,B,D,B,C,-13.718206452703713,E,0
African American,Mexico,C,E,D,C,B,45.47464525856875,D,0
Black,Brazil,B,A,C,E,C,-77.00463901462436,E,0
Asian,India,B,B,C,E,B,200.87930067918944,E,1
African American,US,E,A,C,D,D,-81.39616617098434,A,0
White,India,D,D,C,C,C,-7.373767996243165,D,0
Black,India,C,B,A,A,A,-19.51416412561986,D,1
White,Germany,C,C,C,B,C,46.34638148115053,A,1
African American,Germany,A,D,A,C,E,61.93832778045828,C,0
Other,Germany,B,B,B,C,D,0.44042708216048215,E,0
Other,Mexico,C,D,E,B,E,31.133143618040293,E,0
African American,India,C,E,B,C,A,54.686576253850724,E,0
Other,Brazil,C,E,B,A,A,234.8942575646234,E,1
Black,US,E,D,C,B,D,-204.17175038022913,E,0
Asian,India,C,A,D,D,D,-153.69865226861145,C,0
White,US,B,B,E,A,B,4.248700086443367,C,1
Asian,Brazil,E,B,E,C,B,-41.886098562144284,A,0
Black,India,C,B,A,A,A,10.884201892747047,C,1
Black,Other,D,E,C,D,C,18.38830155481251,E,1
Asian,Germany,C,E,E,B,B,7.663063549935592,A,0
Black,India,B,D,C,A,C,-135.59947918209517,E,0
African American,Other,A,A,D,A,D,158.200820103739,E,0
Other,India,E,E,A,E,B,-158.02871681080356,C,0
Black,Germany,D,D,E,A,A,10.354860023576729,E,1
Other,UK,B,E,E,D,E,84.64983748284953,A,0
Asian,India,E,E,A,A,D,194.52971123418402,C,0
White,Mexico,C,C,A,B,A,-56.254061605278814,D,0
Black,Mexico,C,D,B,C,E,-104.5382313785118,A,1
Hispanic,China,A,D,A,C,B,80.6270046986125,D,0
Black,Mexico,A,B,A,E,D,-7.959052463379901,A,1
White,US,B,C,B,E,C,-96.87235936792798,D,1
Black,Other,B,B,B,B,A,-204.91232155006034,D,1
Hispanic,China,D,A,A,C,B,7.688570326120174,D,1
Asian,US,B,A,C,C,E,51.73051035023386,C,1
Black,Brazil,B,B,E,C,E,20.02762295414445,B,0
White,China,B,D,E,E,B,49.15321648223313,D,1
Asian,Brazil,D,B,E,E,B,-13.036601442619093,B,0
Hispanic,China,A,D,E,B,E,-157.2927536298385,A,0
Other,Brazil,A,B,C,E,B,-64.3452115434383,B,0
Black,US,A,E,D,B,C,193.43335413046557,D,1
Hispanic,India,E,E,D,C,E,-156.33824242564978,D,1
Asian,Other,E,D,E,D,A,-1.4220962207731935,A,0
Hispanic,Brazil,B,A,B,C,D,-15.931287336713806,D,0
Other,Other,C,B,C,A,A,204.82708948977736,A,1
Black,Mexico,E,D,D,A,E,126.78379287313292,A,1
Hispanic,US,E,E,D,A,D,-135.051624796897,E,1
African American,Germany,C,D,B,E,B,-100.84248766011903,A,1
Hispanic,Other,A,A,C,E,E,104.81940964235183,B,1
Hispanic,UK,B,B,C,B,E,-105.11932747869814,C,1
Other,India,B,A,B,B,A,-215.58927840765043,C,0
Hispanic,Mexico,D,C,C,D,B,-123.56143935683015,A,1
African American,Germany,A,A,C,E,D,59.76830571312326,A,1
Hispanic,Mexico,A,D,A,D,B,-34.90285677268882,B,0
Hispanic,India,C,D,C,B,D,76.91623398137516,C,1
Hispanic,US,A,C,A,B,D,52.65362084993509,A,1
White,India,C,A,C,A,A,68.34133509746422,B,0
White,Mexico,E,A,E,C,E,-27.822184432854268,B,1
Black,Brazil,E,E,B,E,C,92.75461580145948,A,1
Asian,Germany,B,C,C,A,C,-146.32494436996498,D,0
African American,China,C,C,C,D,E,-93.85340740463255,D,0
African American,China,E,C,D,D,A,-0.7547549947919997,C,1
White,US,A,E,B,B,A,25.16064419755603,D,0
Other,Brazil,A,C,E,B,B,33.4853465685223,C,0
Asian,Mexico,A,B,D,C,A,151.33191045565871,D,1
White,US,D,A,A,B,A,137.97539685114805,E,1
Asian,India,A,B,B,C,C,58.94850578878585,D,1
White,India,E,A,D,E,B,-93.02865856830098,B,1
Hispanic,China,A,D,A,A,C,-120.79651593455436,C,1
Other,UK,B,B,D,E,C,105.98489280243956,A,0
Black,India,B,C,B,B,C,177.85752973574756,E,1
Hispanic,UK,C,E,D,B,D,35.71652821508847,A,0
White,India,C,E,D,B,E,1.385266913402414,D,0
White,India,E,D,C,C,E,84.38090192235961,B,1
White,US,A,A,B,D,A,-45.938441794329314,A,1
Asian,US,B,D,C,E,C,-6.625124012945753,D,0
White,Germany,A,B,E,D,C,178.72103331424273,B,1
Asian,China,D,B,A,A,B,122.45277328054607,A,1
African American,UK,E,A,D,B,C,-37.90090410329649,B,0
White,India,D,C,B,E,A,161.3330003304177,D,1
Other,Germany,A,C,C,C,E,43.790129032600206,D,0
Other,Brazil,C,A,D,A,B,-24.97913407210856,E,0
Other,Brazil,E,A,D,D,A,24.177838747492714,E,1
Hispanic,Mexico,B,B,C,B,E,220.15759888272916,D,0
Asian,Mexico,C,B,C,D,C,51.1651204164837,C,1
Other,US,D,C,B,B,B,1.8234184594704903,E,0
Hispanic,Brazil,C,E,C,E,B,-118.49891895403391,A,0
Hispanic,Mexico,A,E,A,B,A,-136.1506451305434,B,0
Black,Mexico,C,B,E,E,C,-27.49848538182644,A,1
Other,India,D,A,A,E,E,215.16026489298784,C,1
Black,Brazil,D,E,B,B,D,-141.56993504715183,D,1
White,India,D,A,E,C,D,-160.8646655073849,E,1
Hispanic,China,E,E,E,E,B,126.48040745330343,A,0
Black,Germany,D,D,A,B,B,-10.153850185924018,E,0
Other,Germany,A,B,E,C,A,144.72213071197174,B,1
Asian,China,D,C,D,B,A,148.16110924677906,D,1
Black,Mexico,A,C,E,D,E,138.5699543790119,C,0
Other,US,C,E,B,E,D,-69.59347011030354,C,0
White,UK,A,D,D,D,B,74.63477787838117,B,0
African American,US,D,B,B,B,D,-22.90591283036587,B,1
Black,Mexico,C,B,A,E,B,141.73335833954667,C,0
African American,Brazil,B,A,D,B,E,11.927382039493981,E,0
Black,Other,C,B,C,D,E,-74.33405066411586,C,1
Hispanic,Other,B,D,B,D,B,-25.01839339241928,E,0
Hispanic,US,A,D,B,C,A,36.14878984333447,C,1
African American,Mexico,B,E,A,A,C,72.91872837579054,C,1
African American,Germany,A,C,A,A,D,-80.99739953311511,C,1
Asian,Germany,D,B,D,C,A,253.80648914766527,D,0
Hispanic,China,B,A,D,E,C,43.8487026392573,C,0
Black,Mexico,E,D,D,C,E,-200.462608828471,A,0
African American,Germany,C,A,C,B,E,18.54953395401203,C,1
Hispanic,India,A,B,D,B,D,-22.446514909757138,A,0
Other,Other,D,D,A,A,D,10.935073870127354,C,1
Black,Brazil,A,C,B,D,E,-10.212912089089258,D,1
Hispanic,US,A,C,C,A,D,-119.02792208246777,E,1
