Nationality,sexuality,Religion,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
US,Heterosexual,Christian,Both,E,119.81538324037342,-14.28367800351065,-115.83936724265129,B,A,0
Brazil,Bisexual,Buddhist,Yes,A,105.85079326441998,-118.61767883868579,74.00140153339035,A,B,0
UK,Other,Other,Mental,D,18.207271464724208,-127.44459062220844,-24.788405395769743,D,A,0
US,Heterosexual,Hindu,No,A,-16.755845845995903,135.30940778332342,-6.5628754153225595,E,E,0
Germany,Heterosexual,Other,No,B,-102.17147921791275,50.046088006770496,102.90214230694659,D,E,1
Mexico,Other,Jewish,No,E,-36.17965650676479,-21.599042614090866,-16.34037964741509,B,B,0
Other,Bisexual,Jewish,Both,A,117.39743433476421,-79.18572989712132,115.51377387361032,D,D,0
Brazil,Other,Hindu,None,A,-134.04742563823223,85.39725743583003,8.09883316401732,D,A,0
Germany,Homosexual,Hindu,No,D,-38.95482364920241,-87.83594910550836,-36.304190066654066,D,D,0
Other,Other,Jewish,Both,C,-159.84702782569747,-159.6173504855159,-216.1214851998592,C,A,0
Germany,Other,Hindu,None,B,61.15099056554815,13.99014272673622,-7.537787915679395,D,E,1
UK,Bisexual,Other,No,B,21.340497287689193,-176.13332104791888,60.79162090141713,C,B,0
Other,Homosexual,Jewish,Both,B,151.03689384279025,-43.592511390262565,-16.61901684611217,E,D,1
US,Heterosexual,Buddhist,None,B,13.135091906328377,94.29919711287128,87.50509013362337,A,D,0
India,Homosexual,Muslim,No,D,-6.438016730763932,16.833820691044078,-128.5191901585742,A,E,1
Mexico,Other,None,None,E,-68.31402678928468,92.38241516712115,85.4691212867788,C,C,1
Mexico,Other,Other,Physical,E,-104.03396547207568,42.61901142955733,149.91516631434612,E,B,0
India,Other,Jewish,Yes,C,30.986203939271633,75.22574065722276,-61.60453576867532,A,C,0
China,Homosexual,Other,Mental,E,78.82337674581723,27.234366187584435,289.4133459885609,E,E,1
Germany,Other,Other,Yes,E,68.48431202288829,-51.58400721843943,212.0718654202907,B,B,0
US,Homosexual,Christian,Yes,A,-0.8775844215797783,-19.650343120915025,14.2250069834903,B,C,0
Germany,Other,Christian,No,A,52.06375583616871,-14.587766645611,-40.78239666912587,C,A,1
India,Bisexual,Buddhist,Yes,A,110.21261181117798,22.557531202393754,-13.898449977871119,A,D,0
Germany,Homosexual,Christian,Yes,A,-21.271523731207324,66.62838037223796,113.64299743776714,A,B,0
US,Bisexual,Jewish,None,B,-143.52449603668535,105.6682506853602,127.78889665758695,B,B,0
UK,Other,Christian,No,B,-107.00101468728265,-79.5084715257739,30.59071787789919,C,C,0
US,Heterosexual,Muslim,None,E,-116.25875929999481,180.4519289361806,11.655292041240388,E,E,1
Mexico,Homosexual,Jewish,Mental,A,41.785295315134526,199.47392297493204,7.540778944861668,D,C,0
Brazil,Bisexual,None,None,B,24.130270691842387,-15.156971684976096,-34.02962605789422,C,B,0
Germany,Bisexual,Hindu,Physical,C,124.03251666903867,-123.06520072491787,-91.02627664232357,D,C,0
India,Homosexual,Hindu,None,D,-214.642865542358,51.70280994773654,170.80733725315417,A,D,0
Germany,Bisexual,Buddhist,None,A,24.19835380641617,-30.294576769806227,-72.41041718998065,A,E,0
Germany,Heterosexual,Other,Mental,B,-219.44402188962218,38.86747848516214,-29.631402369191946,E,C,0
China,Bisexual,Christian,None,A,-61.837890368237204,-185.09526930870481,-66.84813469850108,A,A,1
Other,Homosexual,Buddhist,Yes,E,26.16576877262685,-131.74331210037897,112.50141484311038,C,A,1
Germany,Heterosexual,Other,Both,D,-88.24221995709644,132.6054135213011,149.61523964565978,D,C,1
Brazil,Homosexual,Hindu,Physical,E,-132.51577659785087,-248.03245534472822,153.60544353037537,D,C,0
UK,Heterosexual,Hindu,No,B,-32.028895072437685,69.73471375186554,8.012273819540344,A,E,1
UK,Bisexual,Buddhist,No,E,-246.7821610931666,21.462420750334825,-35.675497642280675,A,C,0
UK,Homosexual,Other,None,D,23.40244801504037,-4.359369705917114,-17.55124710332239,C,E,0
Mexico,Bisexual,Muslim,Yes,C,0.2812686026799693,110.8465891391888,-68.46064541887337,A,E,0
Other,Bisexual,Buddhist,Both,D,72.61919134375556,-108.28865382479225,127.08579629395449,E,B,0
India,Other,None,No,E,175.35010814968257,85.02894395188069,-13.384242125366889,D,C,0
China,Heterosexual,Jewish,No,E,-33.30473287249855,-105.75770831722812,57.515815436911964,D,D,1
China,Heterosexual,Jewish,No,A,32.15356726013086,61.09047102589285,150.95012651901777,B,E,0
India,Other,None,Physical,B,-158.9970795170244,114.06732643914523,250.86966506452066,A,A,1
Other,Heterosexual,Christian,None,C,-6.2648503864955645,37.63928156434568,9.913612073036449,B,A,0
China,Bisexual,Other,Mental,E,-34.381851506143484,63.22400165823271,40.102875179282435,B,B,0
US,Other,Jewish,No,E,-0.1364778440299831,-53.71093800166502,54.17911712473822,E,D,1
China,Homosexual,Jewish,Mental,B,-248.96571547949492,-3.406280420366832,107.43517895288022,A,D,1
Mexico,Homosexual,Buddhist,Yes,D,-87.07253650458551,23.269271692783033,27.65171837460717,E,E,1
Germany,Homosexual,Hindu,No,E,31.326622793509856,45.68300569697286,-47.22120865890334,E,A,1
Mexico,Other,Christian,No,B,-110.1414841710244,-20.43860536651621,-45.26887063243062,E,E,0
Other,Heterosexual,Muslim,Both,E,42.602761816061026,78.59920355318229,106.91457546527081,E,A,1
China,Bisexual,Jewish,Mental,B,-65.52740090754845,73.54288494697848,51.10124289663367,B,E,0
India,Bisexual,Muslim,Mental,B,169.58577548370087,-85.87811087753447,30.826027499592122,E,C,0
US,Other,None,Both,D,89.3790609214946,12.315293176168314,21.90282534844987,B,C,0
UK,Heterosexual,None,Both,C,18.18732113717471,9.195227542240021,3.645246938016978,E,D,0
China,Other,Christian,Mental,C,-71.88657076464781,44.59335135434968,144.0608678819017,B,E,1
China,Heterosexual,Buddhist,Yes,B,8.795551279127993,-94.34822744875947,89.29229520702113,A,B,1
US,Other,Other,Yes,B,52.06889005556816,15.28604525196322,-198.4714958929574,C,A,1
Germany,Other,Christian,No,C,-37.365465563517496,60.06584232349689,-104.31220615705648,C,E,1
Mexico,Homosexual,Buddhist,Both,E,78.5794818587042,126.1110596165897,134.0256293031939,E,C,1
China,Heterosexual,Buddhist,Yes,D,-100.1526253257575,106.14833612700048,-108.34017888641189,D,E,0
UK,Heterosexual,Hindu,No,D,-85.71056298538733,-39.677530746068804,-35.33994613288675,D,A,0
India,Bisexual,Buddhist,Mental,C,-18.55799687429924,-61.952568678906786,-93.76057892494252,B,D,0
UK,Homosexual,Other,Yes,C,-146.83347651790967,-187.49845823397754,16.6188145292287,A,C,0
Germany,Bisexual,Christian,No,B,-170.1206094453144,-159.0439455241514,47.269376230897734,C,A,1
UK,Heterosexual,Hindu,Yes,D,-34.051633150222116,45.81796515292796,41.56659178809945,D,C,1
China,Heterosexual,Buddhist,Mental,C,55.646885225361295,-34.411375278669,-1.1133667481183895,A,B,0
India,Heterosexual,Muslim,Physical,E,-40.787336870548486,-85.98948334118381,-20.452787680162384,E,D,1
India,Other,Christian,None,A,-116.72544820339603,-3.9245986808789484,10.618517136678207,D,B,1
UK,Homosexual,Christian,None,D,-75.85890210671981,27.3385595263879,-15.007048323585797,E,E,0
Mexico,Heterosexual,Christian,Both,E,53.02387282441588,-96.88806954391302,36.703364432797805,C,D,1
Germany,Other,Muslim,No,E,-80.65809189494644,-58.47038123608107,-117.99537514596308,E,E,1
US,Bisexual,None,No,E,171.78763836105912,-18.109411577726632,-111.21958716962139,C,B,0
Brazil,Homosexual,Hindu,Mental,B,-9.206900664497379,78.44907374047956,-93.89317635373168,A,A,1
India,Bisexual,Jewish,None,A,-87.92759660697914,-88.4725799640848,73.94533641446836,C,B,0
US,Other,Buddhist,None,B,168.88904121855262,46.21197008282367,-219.8021895463947,D,A,0
US,Other,None,None,A,-111.74587745604046,3.266972007336407,-72.36335538325811,D,C,1
India,Other,Hindu,Physical,D,152.55788789320553,-152.4515978454348,-37.59082005264218,B,A,0
Brazil,Bisexual,None,Yes,D,-56.345634515814304,28.657601498211637,-23.037648548610235,D,B,0
Brazil,Other,None,None,D,-120.13118245493995,58.35047674148297,212.12722365919598,D,D,1
India,Homosexual,Jewish,Yes,B,-121.29135926288212,89.39312249743536,-30.69841026289743,C,C,0
UK,Bisexual,Christian,Both,B,149.3471646089238,116.49678197326352,124.2481900608654,B,B,0
India,Bisexual,Jewish,Mental,E,-38.34162158589167,127.01082440582655,-79.18990165360225,B,B,0
Other,Bisexual,Other,Both,D,67.19846266694094,8.01592920509082,-106.57498108012105,E,C,1
Germany,Heterosexual,Muslim,No,B,29.489631711046282,-128.27627124546336,-73.65356382210112,D,C,1
Germany,Heterosexual,None,Yes,C,58.396531907677485,-58.978274410017725,50.159154287407304,D,C,1
China,Homosexual,Christian,No,D,-28.67558736141178,13.683846962313972,-17.765505636314806,A,A,0
UK,Heterosexual,Jewish,None,A,194.08080113669573,-0.25150977861238194,149.9341305036534,B,A,0
Germany,Bisexual,Buddhist,Both,B,59.229306153608476,-38.749264899092935,-88.41562069523341,E,A,1
China,Heterosexual,Christian,None,E,96.46860801341774,58.47415692941048,110.48778711479999,C,D,0
India,Heterosexual,None,Physical,E,150.08076183267275,-2.125803977205721,26.864207050533178,A,B,1
Germany,Other,None,Yes,A,-1.9807780860003665,-1.2988381253810142,29.127569946902504,B,E,0
UK,Heterosexual,Other,Mental,A,26.539465975540455,-82.08033098956409,-123.04808366501128,A,D,1
India,Other,Christian,Both,D,14.384363509381085,-59.710361842956964,148.5005421557712,D,C,1
China,Heterosexual,Christian,Both,A,0.0020390349178523847,61.05415557299882,-21.20459321107756,E,E,0
Other,Homosexual,Jewish,None,A,-87.8170460420986,157.23793717179933,-88.84000702984584,C,B,0
Germany,Other,Hindu,Yes,B,138.99232903617172,23.465647141163142,-59.28617931926408,C,A,0
Germany,Bisexual,Christian,No,B,221.92573732195729,78.90765857310525,-199.4603784171635,A,D,0
Mexico,Heterosexual,Hindu,None,B,23.837490234788167,46.417579352416745,-8.778029659222074,D,B,1
UK,Bisexual,Muslim,Physical,B,-51.051193239259916,-66.13606582139062,-83.13796307248232,D,B,1
Brazil,Bisexual,Christian,Physical,E,121.98767109603685,-218.36786657670285,225.50626860661902,C,E,1
UK,Homosexual,Hindu,Both,D,24.00021350705669,-64.70287708255759,210.68772535754312,A,B,0
Mexico,Homosexual,Muslim,Both,A,-119.34048947662859,-100.8257935777606,-150.043879991743,C,B,0
Brazil,Bisexual,Other,None,B,1.108819346506787,-7.023033246049708,5.095348791390812,E,A,1
Germany,Other,Muslim,Physical,D,-60.69899870062163,-84.85810515404974,50.436906259698624,B,B,1
US,Heterosexual,Buddhist,None,B,79.39162843638027,51.398958551652974,66.00924398017088,A,E,1
Brazil,Other,Christian,Mental,D,-0.8365978637089775,42.0897583286689,-183.21581887715251,A,E,0
China,Bisexual,Jewish,None,A,152.14112733609812,-98.5113210597881,73.58064763807425,A,A,0
US,Bisexual,Christian,Both,B,48.68434614547554,-21.915275872475036,-1.8593175796311323,D,E,1
Germany,Other,Other,Yes,C,-27.48539004787862,-46.0872289743857,-171.60840322437448,A,D,1
Germany,Bisexual,Muslim,Mental,A,-26.504962272651223,247.2832522966411,-10.33540610599572,B,E,0
Mexico,Heterosexual,Muslim,No,C,108.55418898211737,29.167035626613323,-90.9098223838917,D,B,1
US,Bisexual,None,None,D,128.40661332754283,295.042375065949,-26.087459795150416,B,E,0
China,Other,Jewish,Both,B,101.49033735344135,-120.7820222512118,24.611182161926276,E,C,0
Mexico,Heterosexual,Jewish,No,A,-11.738288083341773,-156.9041200976685,-120.07345456880185,C,D,0
Mexico,Bisexual,Christian,None,E,-48.37338870279786,80.12449854770911,75.09672036127304,D,C,0
Mexico,Bisexual,Hindu,Physical,B,51.11375287717523,41.206048374038176,-161.6578237599266,E,E,1
UK,Bisexual,Jewish,Yes,E,-17.432879759938036,-58.09949805925716,-197.81868470058356,B,E,1
UK,Heterosexual,Other,None,A,75.23391071184815,47.500053563224505,6.104314376823044,E,C,0
Other,Bisexual,Buddhist,None,D,-3.4358076562476096,28.19929686781018,93.93809037266666,E,C,0
Germany,Bisexual,Muslim,Yes,A,5.040076546559594,30.43288469406114,10.403977862629668,A,E,0
Brazil,Other,Muslim,None,B,-98.36901090202849,-49.97369846319516,66.74870294993066,B,C,1
Other,Homosexual,Muslim,Both,D,-34.215100298298196,141.37999959003477,-66.57915044447442,A,A,0
UK,Heterosexual,None,Mental,C,-70.87943183252996,141.2035094870114,37.974753210004856,B,D,1
India,Other,Jewish,Mental,C,66.77362734660484,108.07814362579269,-94.12566959708228,A,D,1
India,Bisexual,Jewish,Mental,E,65.53331178249336,-72.75465064595885,-140.180126177682,D,E,0
Other,Bisexual,Christian,Yes,D,-117.99888405644788,101.07611346545326,179.52485438788204,D,E,0
Other,Bisexual,Christian,None,A,-3.9248700048895198,-13.294099344808416,36.40356087647819,B,B,1
US,Homosexual,Christian,Yes,E,250.3358668411792,42.42786013249179,37.67067921184176,E,B,0
US,Homosexual,Muslim,Both,D,162.97425972204266,-154.36163623200392,-30.729564537446784,E,D,0
India,Homosexual,Hindu,Physical,B,-32.33886465560173,-131.70788508798356,149.28940635443777,E,B,0
India,Heterosexual,None,Both,A,-114.43496390452772,-37.2684853235883,-74.09587152816444,A,D,0
Germany,Bisexual,Muslim,Yes,E,-6.304001545109697,-33.34522341619978,-88.38244353374652,B,E,0
China,Heterosexual,Other,Both,D,-18.202809744801236,-108.67283378229844,-39.61049484155673,E,C,0
Germany,Bisexual,Buddhist,No,C,20.987681883716803,35.24353531652309,43.253617293516456,B,D,1
UK,Heterosexual,Jewish,Both,C,-57.625878572382085,190.88926209777304,151.18289411653717,C,B,0
UK,Other,Other,Both,A,-21.818691714492285,-138.07379254558862,229.86785887893762,B,C,0
China,Homosexual,None,No,A,94.03174588688317,-21.043058684547198,38.70508460076296,B,B,0
Mexico,Homosexual,Other,Yes,E,-182.55424638484328,206.96149225109468,26.8087119816579,E,A,1
Germany,Bisexual,Jewish,Yes,A,-57.734813712489505,0.18747688562285875,31.73335714921991,A,C,0
China,Heterosexual,Buddhist,Physical,D,-82.60125791308198,34.05022018457562,-16.635488002185436,D,D,1
India,Homosexual,Christian,Mental,B,-88.78528564202436,-38.258970580832624,-68.20224149569286,B,D,0
Brazil,Homosexual,Jewish,Physical,E,266.63142229920624,-73.03574359568906,-2.5029259882424775,D,D,0
US,Homosexual,Hindu,No,D,-97.90287244095325,-193.62159642340328,-51.43147650285837,B,D,1
Other,Homosexual,Buddhist,None,B,157.17701651629787,-72.69672409186947,-14.506600935627572,A,D,0
Mexico,Bisexual,Christian,Mental,D,-64.88116118291455,-119.41901215709353,-161.72305657051382,E,B,1
Mexico,Homosexual,Other,None,D,45.953030809383385,-118.39051405046948,52.2636183234212,B,A,0
Brazil,Homosexual,None,Mental,B,25.239344064736024,-16.29594289660368,-78.83387760389049,A,E,1
Brazil,Homosexual,Buddhist,None,D,-31.947433830012223,27.171920999586806,38.9712278717862,A,E,0
Other,Other,Christian,None,E,-34.70331833911034,-23.794858824800272,28.063433746174127,E,A,1
US,Bisexual,Jewish,Yes,E,-60.74921800107161,-53.76926789481114,-288.40109912615134,E,B,1
Germany,Heterosexual,None,Mental,B,-47.25397345030925,114.8088622072337,-46.06339506810275,E,E,0
India,Other,Jewish,Physical,E,64.408209096656,-225.62781266883695,-1.3084971704333888,E,E,0
Brazil,Heterosexual,None,None,D,-15.381148626531338,-54.675419447065195,-146.48585939715593,E,E,0
US,Homosexual,Hindu,No,A,-24.29118071047843,33.59914619433275,-80.38130582797703,C,D,0
Mexico,Homosexual,Jewish,Mental,C,-145.84758068099543,224.1646724665518,88.05837589059303,B,B,1
Brazil,Other,Muslim,Both,E,63.9917508690091,-22.244768842258985,-169.3404023160461,D,B,0
Germany,Other,None,No,E,-38.9839843679391,-19.16324783267532,53.17538776189692,D,E,1
China,Other,Jewish,Yes,C,64.14851343210157,-131.44908704618766,-99.43020371092925,D,A,1
India,Other,None,No,C,-98.63643579702088,-70.34844275437992,75.84762310892845,A,C,0
Mexico,Homosexual,Other,Mental,E,-9.387166495435812,112.73175745397472,71.092370478462,C,C,1
Mexico,Other,Other,Physical,E,18.653290132447836,87.6116715615672,-46.746317366894765,E,E,0
Germany,Bisexual,Other,Yes,C,48.215005782398755,-65.51196636759424,14.112309656729618,E,C,1
Other,Bisexual,Hindu,Physical,B,38.20589264900558,114.69605762401088,70.23533384312486,D,D,1
Other,Bisexual,Christian,Mental,E,-19.24487852425991,-280.35871183045754,109.91076048543482,B,D,0
Brazil,Other,Hindu,Both,C,34.00211328120633,-65.03680984370673,37.870421705779066,C,A,1
UK,Other,Hindu,None,B,-238.65415395121641,-13.333016034569118,2.949677299218484,B,A,1
US,Heterosexual,Buddhist,Mental,A,-137.07783730436194,33.06710082556994,-103.23745159522129,A,A,1
Germany,Bisexual,Muslim,Mental,C,136.72064089313642,304.18423783398237,-2.6536822892627026,B,C,1
Brazil,Bisexual,None,No,D,-139.6342914571,-163.6106349325815,44.80496618542739,C,D,1
Germany,Homosexual,None,Yes,C,-106.77445527864782,-119.89566516096211,132.41157891852802,C,E,0
India,Other,Muslim,No,E,105.50285749501857,-20.627476361165208,40.59797350945957,A,B,1
US,Heterosexual,Hindu,No,E,-94.02891971991079,50.56333085630408,-94.86007696044793,B,E,1
US,Homosexual,Other,Yes,A,-79.24806195661237,13.226877156584148,-68.55952947622023,D,B,1
Brazil,Other,Other,No,C,-117.30535559370881,-27.436205653003825,12.206215314445053,E,E,1
India,Other,None,Yes,A,-80.44446989136483,-94.75289257569118,-12.96139927213499,D,E,1
India,Homosexual,Buddhist,Physical,D,-63.11490355639361,90.31841270945077,-116.23888995753828,B,E,1
China,Bisexual,Jewish,Physical,A,89.30835739212867,-100.55428352159694,140.88797150297103,D,E,0
Other,Heterosexual,Buddhist,Both,A,-21.356932236576583,-67.43886985614202,-72.78894847421076,A,D,0
US,Bisexual,None,No,B,125.63876130928753,-51.87049354369262,37.782967856987334,B,A,1
Germany,Homosexual,Other,Physical,C,31.391567324829378,27.480576014627754,47.83282497433724,A,B,0
China,Homosexual,Muslim,Both,A,10.544343202992886,-20.109744660700315,202.6957753501473,A,C,1
Germany,Bisexual,Christian,Mental,B,-202.67385609362591,-133.61649640358456,-147.48978703436768,D,D,1
Other,Heterosexual,Other,No,D,-53.91854070992016,55.68080966367853,-19.676555752423557,E,B,1
China,Other,Muslim,No,A,100.16824604246526,45.22632017091467,-24.63295999490761,B,E,1
Other,Other,Buddhist,Physical,C,165.85825043533825,118.69093812284399,51.812732005094496,E,C,1
Brazil,Other,Hindu,No,C,-88.30552851190416,20.671803710343568,-13.828470738241801,B,D,1
China,Bisexual,Other,Physical,B,26.41624920476284,-56.42207574533026,67.52359169780772,D,B,1
Other,Bisexual,Muslim,No,C,-86.9622495018624,-16.835254142724004,6.830219998999164,D,C,0
India,Heterosexual,Christian,Physical,A,26.873374304577947,134.85907483455003,-49.38189380260953,C,C,1
Brazil,Heterosexual,Other,Both,D,-84.6061646229602,24.508840903540236,16.181461707354668,E,B,0
Other,Heterosexual,Christian,Both,D,-161.7249101101971,39.41666408005598,57.07548538198286,D,E,1
US,Other,Hindu,Physical,E,45.56567025998475,57.81756820845276,97.37807594758404,D,E,1
China,Other,Muslim,Yes,E,24.083993532055676,74.06899716855658,3.152234457959774,B,B,1
Mexico,Heterosexual,Jewish,No,B,101.45300226209119,-47.39285675038715,8.110468922827712,C,A,0
UK,Other,Jewish,Yes,D,-53.98893339499471,77.98719052235417,97.68403203539911,A,B,0
India,Other,Buddhist,Both,E,114.44357463086479,54.08738023081202,64.80796960722137,D,D,1
UK,Bisexual,Jewish,Mental,B,-162.09689277697137,78.57693598586984,29.95436801054656,C,D,1
Other,Homosexual,Muslim,Mental,B,-93.62629980432347,36.46913459239369,-73.62366808615985,A,D,0
China,Homosexual,Jewish,Physical,B,47.95596805249537,-90.55663991912158,-10.193595304412607,C,B,1
India,Homosexual,Buddhist,No,E,61.35309659806055,-188.5958792037827,-5.888566924725669,B,B,0
Other,Homosexual,Buddhist,Physical,A,187.425682833751,10.319457996913728,90.35354485261512,C,D,1
