religion,birth_year,Disability,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,target
Other,35,Physical,Homosexual,D,-135.17970484412476,A,D,E,0
Muslim,44,No,Homosexual,D,-10.331494685948442,B,C,C,0
Christian,54,Yes,Bisexual,C,96.2037968999937,E,A,B,1
Jewish,61,None,Bisexual,D,-185.2337875740875,D,E,E,0
None,81,Mental,Other,D,-135.21638305972232,A,E,C,0
Buddhist,94,No,Heterosexual,B,-31.905972283286278,E,D,C,1
Hindu,98,Yes,Heterosexual,B,122.39412764810145,E,A,D,1
Muslim,27,None,Bisexual,A,161.01117241422278,B,C,C,1
Other,76,None,Heterosexual,B,9.307692204337256,A,C,D,1
Muslim,30,Yes,Bisexual,D,163.22922692559416,B,E,A,0
Christian,48,No,Other,D,-137.46875617869028,B,A,D,0
Hindu,87,No,Bisexual,E,67.50337264491102,A,A,A,0
Hindu,61,Mental,Other,D,-125.76144057260473,B,B,A,0
Buddhist,26,Mental,Homosexual,E,0.23533197527872093,C,B,E,1
None,75,Both,Homosexual,C,-27.27848637159272,D,D,A,0
Jewish,86,No,Homosexual,C,-23.57691387021128,C,B,B,0
Jewish,66,Mental,Bisexual,A,-31.039414970896107,E,B,E,1
Hindu,52,None,Heterosexual,D,41.604537385719695,D,D,E,1
None,81,None,Other,D,-1.2753345902170445,E,A,C,0
Hindu,61,No,Heterosexual,C,237.43770179316493,A,A,C,0
Muslim,58,None,Other,E,-151.96876787658167,B,A,E,1
None,45,Both,Heterosexual,B,-118.45081300802431,E,E,E,0
None,33,None,Homosexual,A,-97.91974825533035,B,D,B,0
None,55,None,Bisexual,B,-52.2579697569178,B,D,C,0
Buddhist,57,Mental,Heterosexual,C,-109.06518856667407,B,C,B,0
Muslim,41,Yes,Homosexual,D,-91.97646574922682,C,E,D,0
Muslim,42,Physical,Homosexual,E,145.8093615698446,C,A,B,0
Buddhist,47,Both,Heterosexual,C,151.6264514014616,B,E,B,1
Other,58,None,Homosexual,E,184.72875062909068,C,E,D,0
Christian,72,No,Homosexual,B,-92.38549104893166,D,B,B,0
Christian,84,Yes,Homosexual,D,219.6993023433021,E,C,E,0
Muslim,56,Both,Heterosexual,D,-68.60334258161829,E,D,E,1
Hindu,62,Mental,Bisexual,A,-56.591677808585715,A,D,A,1
None,77,Physical,Bisexual,A,-143.56164588162878,D,C,B,1
Muslim,73,Mental,Heterosexual,E,-152.91191861688893,E,B,C,0
Christian,59,Yes,Bisexual,C,-35.746461511907945,B,A,B,0
Other,40,Both,Other,B,75.83265090018642,E,E,B,0
Other,63,Yes,Other,E,-256.91125692330144,A,E,B,1
Hindu,85,Yes,Other,D,111.30329866511897,E,D,C,0
Christian,98,Both,Homosexual,B,27.866616502709405,D,C,B,1
Hindu,94,Mental,Homosexual,A,-6.238738501497893,C,D,E,1
Other,35,Yes,Homosexual,D,-54.61755997719967,C,C,E,0
Buddhist,44,Both,Homosexual,E,1.9464642377199575,C,A,C,0
Muslim,54,Physical,Other,B,-15.603261315645897,D,B,B,0
Muslim,32,Yes,Bisexual,C,150.28824109862583,A,E,E,0
None,29,None,Heterosexual,C,-253.92415766100353,E,E,C,1
Hindu,64,Yes,Bisexual,E,-15.42479066840322,C,A,E,0
Jewish,30,No,Homosexual,D,-133.86704462951406,B,C,D,1
Christian,41,Physical,Bisexual,D,-70.68790975691884,C,E,B,1
Hindu,97,No,Other,E,141.02491558471078,B,C,B,0
Buddhist,56,Yes,Other,A,-185.06129392850917,A,B,C,0
Hindu,93,Yes,Other,C,1.8078545991090829,D,B,E,0
Hindu,18,Yes,Other,A,82.0586345966196,C,E,E,1
Other,24,Physical,Bisexual,B,-2.1447464021523626,D,A,A,0
Buddhist,78,No,Bisexual,C,69.05327812750838,E,C,A,0
Hindu,89,Mental,Heterosexual,A,110.61410931104399,D,C,E,0
Hindu,43,Yes,Other,A,-127.51645570243828,A,B,A,1
Other,45,None,Other,E,-50.80874940292247,E,D,E,0
Buddhist,78,None,Homosexual,A,-95.3947128936329,A,D,A,0
Muslim,48,Mental,Heterosexual,C,71.43726159918243,A,A,C,1
None,87,Both,Bisexual,C,-66.9722523322824,B,E,D,0
Buddhist,47,None,Bisexual,A,-152.47811158412367,A,C,E,1
Buddhist,23,Yes,Bisexual,B,-63.1863573071634,D,A,C,0
Buddhist,84,None,Heterosexual,D,-56.33032148564947,D,E,C,1
Hindu,52,Both,Homosexual,A,69.85217014240372,E,B,A,1
Christian,89,No,Heterosexual,C,-47.89193579582267,B,B,C,1
Buddhist,18,None,Homosexual,B,-215.1199437715485,D,C,A,1
Buddhist,98,Yes,Bisexual,D,43.727235870092116,B,D,D,1
Christian,62,No,Bisexual,A,160.4199090039843,E,D,A,0
Jewish,54,None,Other,A,-114.59380258014724,E,A,C,1
Christian,83,Both,Heterosexual,D,202.242020139506,E,B,C,0
Buddhist,47,No,Other,C,118.02954605318025,E,D,A,0
Hindu,42,Physical,Bisexual,D,-75.32239681753894,A,B,D,0
Christian,97,None,Bisexual,C,77.77871701227987,C,A,D,1
Other,51,Both,Bisexual,A,33.91936119638675,B,C,A,0
Hindu,36,Physical,Heterosexual,E,98.58044859616761,E,E,A,1
Hindu,84,Physical,Other,B,-113.36458966788202,C,E,D,0
Hindu,71,Both,Homosexual,D,9.44845776363373,B,A,E,0
Christian,43,None,Heterosexual,B,43.165469390571616,E,A,C,1
Other,67,Mental,Other,D,-38.74081190923903,C,A,E,0
Christian,40,Both,Homosexual,A,-47.69963170203291,A,A,A,0
Muslim,75,No,Other,D,-25.211499147267507,B,C,A,1
Christian,98,Both,Heterosexual,A,-47.9034304226413,B,C,B,1
Christian,63,Physical,Bisexual,E,60.957661829191565,A,E,C,1
Other,72,Yes,Bisexual,A,2.855610192977631,B,D,E,0
Buddhist,55,Both,Bisexual,C,83.4979198913544,B,A,C,0
Hindu,62,None,Heterosexual,B,134.5309491971979,E,A,A,1
Other,28,Physical,Other,B,2.7975723427727495,D,D,B,1
Jewish,22,Yes,Bisexual,A,-30.796580397310603,E,C,E,1
Jewish,19,No,Heterosexual,C,32.315603571574854,C,A,E,0
Muslim,60,Both,Heterosexual,E,149.46294001526945,C,B,E,0
Buddhist,46,Both,Heterosexual,D,-9.933973692121416,E,C,A,1
Christian,37,Physical,Heterosexual,A,-109.50015330141336,B,B,E,0
Other,87,Mental,Heterosexual,B,240.15575531942264,C,D,B,0
Other,84,Physical,Homosexual,B,-60.50944729879095,E,D,D,1
Christian,43,Mental,Heterosexual,D,-37.90082442567711,A,E,B,0
Other,51,Yes,Homosexual,E,85.79913600019121,A,C,C,0
Other,99,No,Heterosexual,D,76.07410020635109,E,C,C,1
Buddhist,34,Yes,Other,A,-88.59155689675814,B,B,B,0
Buddhist,44,Physical,Bisexual,E,55.79936553694329,B,C,E,0
Jewish,81,No,Other,B,40.980969162566964,D,E,B,1
Muslim,34,Mental,Homosexual,D,225.8829688346465,A,A,D,1
None,26,Mental,Homosexual,D,-39.62961404727231,A,E,D,0
Other,79,Both,Other,C,88.55124967580412,C,D,C,0
Christian,28,Physical,Homosexual,C,70.90100318811943,D,B,A,1
Buddhist,66,Yes,Other,E,-142.7022992696354,E,B,A,1
Hindu,55,Yes,Other,C,-8.503961129803168,A,A,A,1
Muslim,68,Yes,Other,E,-246.76766333329755,D,E,C,1
Buddhist,66,Physical,Other,A,-165.7039006550676,B,A,A,0
Hindu,90,No,Homosexual,D,64.61698094004228,A,A,E,0
Buddhist,76,None,Homosexual,B,-16.011398510520735,A,A,B,0
Muslim,52,Both,Heterosexual,D,-39.594907970276275,A,B,C,1
Muslim,73,Mental,Other,A,-19.341525485223787,D,C,C,0
Muslim,75,Both,Bisexual,D,24.380102017455812,D,A,E,0
Muslim,73,No,Heterosexual,C,3.25980836883862,E,D,B,1
Other,42,Physical,Homosexual,D,-103.97831263346208,A,A,A,1
Muslim,90,Yes,Homosexual,B,120.44890538829401,C,B,B,0
Other,57,No,Bisexual,B,86.63816045066746,D,D,C,0
Buddhist,93,Both,Other,C,-0.4527277720680909,C,C,B,1
Buddhist,43,Both,Heterosexual,E,-51.620982911003935,A,E,D,0
Other,97,Both,Other,C,-120.15130548313473,D,B,A,0
Other,23,No,Homosexual,A,-48.4592205834189,A,C,C,1
Christian,97,Yes,Homosexual,C,153.8312096779916,D,B,D,0
None,47,Mental,Heterosexual,C,-68.80955277688928,A,A,B,1
Christian,72,Mental,Other,C,-20.303858997727446,D,A,C,1
Other,49,None,Heterosexual,D,-12.072234202432147,B,E,B,1
Buddhist,72,Mental,Bisexual,B,69.85387683284361,E,A,E,0
Jewish,87,Mental,Heterosexual,B,-39.109603631692,A,A,A,1
Muslim,83,Both,Homosexual,A,-167.14130947559647,D,D,D,1
Hindu,79,None,Heterosexual,C,41.724698370223564,B,D,C,0
None,60,Mental,Heterosexual,C,90.62551157830343,B,E,A,0
Other,34,Both,Bisexual,D,-3.41199688786694,B,E,C,0
None,18,Yes,Other,C,27.401091589206516,B,C,B,0
Other,30,Mental,Other,D,-38.117444793396814,C,E,B,0
Christian,37,None,Bisexual,D,-73.24603019788931,A,A,D,1
Muslim,33,None,Homosexual,C,-4.216211468341193,E,E,E,0
Other,96,No,Bisexual,C,5.146605871777274,E,C,C,0
Muslim,21,Physical,Other,B,46.96259342879292,E,A,C,0
Jewish,87,No,Homosexual,A,-38.487373126123806,D,E,E,0
Hindu,94,None,Other,A,75.39028753319158,D,C,C,1
Muslim,75,Physical,Homosexual,D,17.68986122853756,C,E,C,1
None,51,No,Other,A,223.73181400303378,A,E,C,0
Buddhist,59,Mental,Homosexual,B,-119.3255867355129,D,D,E,0
None,96,Yes,Other,A,146.37509786288405,E,B,C,1
Muslim,94,Mental,Homosexual,A,-152.4986757493794,B,A,E,0
Hindu,73,Both,Other,A,124.46682042693328,C,C,C,1
Hindu,52,Both,Other,A,21.32132653207293,E,A,C,0
Buddhist,19,Both,Heterosexual,C,-41.59195579693563,B,B,E,1
Buddhist,82,Mental,Heterosexual,E,-52.81226997484162,D,C,B,0
Muslim,64,None,Heterosexual,D,67.85239837627613,A,E,B,1
Christian,47,Physical,Other,E,-64.23811221751153,C,A,E,0
Other,88,No,Heterosexual,C,-42.6181581932055,B,D,C,0
Other,82,Mental,Other,D,-27.30491507567384,C,D,A,0
Hindu,48,Both,Other,E,98.42960644331673,C,B,C,0
Hindu,52,Both,Bisexual,E,-377.6564783156659,E,C,E,1
Buddhist,54,Mental,Bisexual,A,-20.20961785478126,B,C,D,1
Christian,29,None,Other,E,-39.51242572407332,D,E,B,1
Muslim,43,Yes,Other,D,-142.93428676883585,D,C,D,0
Christian,98,No,Bisexual,C,146.79468655833588,C,A,B,0
None,66,Both,Heterosexual,D,-16.791187940483677,A,C,D,1
None,82,Mental,Bisexual,E,122.1533794899613,A,C,B,1
None,81,No,Other,A,-201.2511080170563,B,E,C,0
Other,58,None,Homosexual,E,43.30295659102484,D,D,B,0
Buddhist,21,Mental,Homosexual,E,-34.90769393099658,A,C,A,1
Jewish,97,Yes,Other,E,-67.9208253251582,D,C,D,1
Other,57,None,Heterosexual,E,34.01703726818685,E,D,E,0
Jewish,83,Mental,Other,B,196.79715992133734,E,A,C,1
Muslim,88,Both,Bisexual,E,-10.511649370643827,D,D,A,0
Hindu,98,Mental,Heterosexual,A,90.25987294135483,D,D,E,0
Other,48,Mental,Heterosexual,E,-122.68133717077447,A,C,C,0
Christian,20,None,Homosexual,B,48.755122079519786,C,A,D,1
Other,73,Yes,Other,B,-33.95919488941574,B,B,D,1
Jewish,64,None,Bisexual,C,-29.038397524608268,A,B,B,0
Hindu,43,None,Other,C,-7.301618524588763,A,E,B,0
Jewish,31,Mental,Other,C,106.924298868207,D,C,B,0
Other,37,No,Other,C,-56.45990978503157,A,C,D,1
None,85,Mental,Other,A,140.74204879499763,C,C,E,0
Jewish,41,None,Heterosexual,A,150.2092327000528,B,B,A,0
Christian,60,Mental,Other,A,137.16105452075448,B,B,D,1
Christian,93,No,Heterosexual,A,-228.6588247710305,A,C,D,1
Jewish,56,None,Other,A,-20.345796795209598,C,C,B,1
Muslim,51,None,Bisexual,D,-102.63118849557726,E,A,A,1
Muslim,78,No,Other,E,106.16493841926284,E,A,B,0
Other,50,None,Homosexual,D,29.895505193632616,C,D,A,1
Muslim,31,Physical,Other,A,-46.3242248600033,A,E,B,0
Other,99,Physical,Heterosexual,A,-112.68591871396679,B,C,A,1
Hindu,91,None,Homosexual,C,38.273773724746256,D,A,E,0
Muslim,37,No,Other,C,-94.22647428618228,C,A,A,0
Other,54,Mental,Homosexual,C,19.227174723810585,A,A,A,0
Hindu,42,Physical,Other,C,32.28267371307986,B,A,E,0
Other,43,Physical,Bisexual,C,11.079701173506248,B,A,C,1
None,57,Physical,Homosexual,B,-95.0208771727667,D,D,B,0
Buddhist,68,Mental,Bisexual,A,-37.801573187856256,E,E,D,1
Other,48,None,Bisexual,D,3.970877908048394,C,E,C,0
Muslim,34,Mental,Homosexual,C,-12.280522535499053,D,B,B,0
Jewish,84,Mental,Other,E,43.91659218601061,E,B,E,0
None,38,Both,Heterosexual,B,17.230091559200865,A,A,C,0
Jewish,20,None,Heterosexual,A,-16.51258799091795,C,A,E,1
Jewish,78,Both,Heterosexual,C,13.472177961664073,B,A,B,1
Muslim,94,Physical,Homosexual,E,79.58745773281719,E,E,D,1
Christian,63,None,Bisexual,D,106.24592750328598,B,B,E,0
Hindu,75,Both,Bisexual,D,132.89026612325182,B,E,E,0
Hindu,79,Physical,Other,C,-73.99775017151228,B,E,B,1
Christian,45,Physical,Homosexual,D,-26.547332803435097,D,C,A,1
Hindu,24,Mental,Other,B,-73.36348433956982,C,D,E,1
None,79,None,Heterosexual,C,-46.83313520066701,B,A,D,1
Jewish,40,No,Homosexual,E,-20.42786806090198,B,C,E,1
Christian,45,None,Homosexual,E,243.35708518534761,B,B,A,1
Other,92,Physical,Other,E,-103.32896194605414,A,A,A,0
Jewish,90,Both,Other,C,-98.9902845802746,C,D,D,1
Buddhist,86,Mental,Other,E,-113.23479093079101,B,B,D,0
Other,70,Physical,Heterosexual,C,-48.26191843152676,E,D,A,0
Christian,47,Yes,Homosexual,A,-135.2122565564668,C,A,A,1
Jewish,55,Physical,Other,E,-113.63717636126319,E,A,A,0
None,55,No,Other,E,142.98331201789338,D,A,A,0
Muslim,54,No,Heterosexual,C,-10.825853387286411,E,E,C,1
Other,98,No,Other,E,-16.223109751866346,B,B,A,0
Buddhist,79,Yes,Other,B,-109.09542248405013,B,C,C,1
Jewish,85,Both,Homosexual,C,21.3378703295264,B,A,D,0
Hindu,43,Both,Bisexual,D,139.14710126643251,B,C,C,1
Jewish,51,None,Heterosexual,C,68.5408272699897,E,E,C,0
Hindu,20,Yes,Heterosexual,D,-46.38898510992722,D,B,D,0
Christian,32,Mental,Homosexual,B,17.467974834950233,D,E,E,1
Christian,31,Yes,Bisexual,C,-64.26687196481141,D,D,D,1
None,97,Mental,Other,D,-9.678580962796852,E,E,E,0
Other,35,Mental,Homosexual,E,-47.164651544679025,D,A,E,1
Christian,97,Yes,Homosexual,C,-75.6444154452796,B,C,C,1
Christian,58,None,Homosexual,E,-103.04834102969261,E,B,B,0
Other,96,None,Other,C,-239.04286374591902,C,C,E,0
Jewish,25,None,Bisexual,B,-44.622338240312494,B,A,C,0
Muslim,28,Physical,Heterosexual,A,23.997677436721577,B,D,C,1
Buddhist,99,Physical,Homosexual,B,57.318680316762894,D,C,D,0
Hindu,88,Yes,Homosexual,E,17.43118230730729,E,E,E,0
Hindu,74,No,Homosexual,B,46.770562910094,D,C,A,1
Hindu,83,Physical,Heterosexual,A,153.23785409658873,D,A,E,0
None,90,None,Homosexual,B,229.17935069083245,E,C,E,0
None,37,None,Heterosexual,E,66.21805790916282,A,B,B,0
Muslim,98,Physical,Heterosexual,A,-189.48401369155033,D,A,B,1
Buddhist,99,No,Homosexual,E,16.743520988751374,B,E,C,0
Jewish,79,Physical,Other,C,-40.85393270908325,E,E,B,1
Other,68,Yes,Homosexual,E,24.09143226957147,D,C,D,0
None,57,No,Bisexual,D,195.85313526568024,D,B,E,1
None,61,Physical,Homosexual,C,90.88685332564036,C,D,E,1
Muslim,45,Physical,Bisexual,E,10.93181977400016,C,D,C,0
Buddhist,78,Physical,Homosexual,D,25.78539215162837,B,C,E,1
Christian,72,No,Homosexual,E,-182.33232683112465,A,D,D,1
Hindu,56,Physical,Bisexual,D,-12.68821891761965,A,B,B,1
None,51,Both,Heterosexual,C,-77.50934948411646,D,A,A,0
Christian,55,Both,Other,D,20.052782580428904,D,C,A,1
Jewish,54,None,Homosexual,C,-154.681494378892,D,C,E,0
Hindu,75,Yes,Bisexual,A,-88.91173615593782,A,B,B,1
Other,37,None,Bisexual,D,119.75069973560902,D,A,D,0
None,87,Yes,Homosexual,B,-80.18827178540171,C,A,A,1
None,33,None,Homosexual,E,4.246505587918183,B,E,E,1
None,21,Physical,Other,B,-3.965998305028689,E,B,B,1
Buddhist,87,Mental,Other,D,64.98805427845855,B,B,E,1
None,75,Mental,Homosexual,B,175.16483629068972,B,D,D,0
None,82,Yes,Heterosexual,E,69.1430008262886,D,A,A,0
Jewish,74,Mental,Heterosexual,B,89.62785207720484,E,E,C,1
Hindu,88,Yes,Bisexual,C,-31.842945280876283,A,B,E,0
Jewish,55,None,Heterosexual,D,-9.990122476902156,E,D,E,1
Buddhist,21,None,Homosexual,E,51.70489080037518,A,A,C,1
Other,36,Mental,Bisexual,D,4.9535927766514565,B,A,B,1
Muslim,25,Physical,Other,B,125.04182335115925,C,C,E,1
Buddhist,95,None,Homosexual,D,-135.33679100695068,B,E,D,0
Christian,39,None,Other,B,-79.903224119375,D,D,C,1
Muslim,53,Mental,Homosexual,C,170.99912744529223,B,B,E,0
Other,80,Physical,Other,D,123.4380236838106,E,B,C,1
Christian,85,Yes,Homosexual,A,7.117471549418335,A,C,B,0
Muslim,86,Yes,Homosexual,B,-41.5108344209993,D,D,E,1
Other,39,Yes,Homosexual,D,-111.53614491573138,A,D,E,0
Jewish,41,None,Other,E,-109.71631079988555,B,C,B,0
Muslim,65,None,Other,B,20.577809706438206,A,A,E,0
None,93,Mental,Heterosexual,E,122.58156912307767,C,A,A,0
None,80,Physical,Homosexual,C,-34.46866382181636,C,C,A,0
Buddhist,44,Both,Heterosexual,C,39.18036210389334,A,E,A,0
Jewish,58,None,Homosexual,A,-42.28917904534356,E,B,C,1
Buddhist,74,Yes,Homosexual,A,-143.43499521333382,D,D,E,0
Hindu,35,Physical,Other,B,111.75759767516531,D,D,E,1
Other,78,None,Other,D,-46.50696462454933,B,A,E,0
Muslim,62,Mental,Heterosexual,A,191.34693203781356,D,E,E,0
Other,49,None,Bisexual,E,-96.77780457665192,C,D,C,0
Christian,34,Both,Bisexual,D,83.5982217176436,A,A,A,0
None,85,Both,Bisexual,C,116.67798916403262,B,C,B,1
Hindu,57,Physical,Other,E,64.28462016914122,E,E,E,1
Muslim,99,Both,Heterosexual,E,-104.2825509218998,E,A,A,0
Christian,49,Both,Other,E,-133.81384098473185,D,E,E,1
Other,31,Physical,Other,D,24.97265359260541,C,B,B,0
Hindu,85,Mental,Homosexual,B,-37.1159280338485,A,D,C,1
None,76,Physical,Bisexual,B,205.08849248200193,D,C,B,1
Hindu,49,Physical,Bisexual,E,79.01806216136139,E,B,A,0
Hindu,57,Physical,Homosexual,C,-169.8536908018877,C,B,D,1
Jewish,72,None,Homosexual,D,-73.97815077332623,B,C,D,0
Hindu,53,Yes,Heterosexual,A,-46.11341853951361,C,D,D,1
Jewish,43,Both,Bisexual,C,-173.54458294319403,A,C,B,0
Jewish,48,Both,Bisexual,B,-203.06775638337888,B,E,C,1
Muslim,37,Both,Bisexual,B,25.07118757356465,D,A,C,0
Buddhist,86,Mental,Heterosexual,B,124.89306049578381,B,D,E,0
None,75,Both,Homosexual,C,51.42960310821929,D,B,C,1
Other,94,Both,Bisexual,C,140.3128859714385,B,D,D,0
Other,76,Both,Homosexual,C,138.82204216671403,B,C,C,0
Buddhist,91,None,Bisexual,E,75.61496792882929,C,C,E,1
Hindu,99,Yes,Homosexual,A,-49.66967373406533,E,B,C,1
Christian,57,No,Homosexual,C,-36.5366537963559,E,B,A,1
Jewish,23,Yes,Heterosexual,E,163.75204961240854,B,D,E,0
Hindu,24,Mental,Bisexual,A,-30.096071238860777,A,E,D,1
Other,46,Mental,Homosexual,A,16.689261785364828,C,E,E,0
Buddhist,98,Both,Heterosexual,E,58.7908236690609,E,A,D,1
Buddhist,46,Physical,Homosexual,A,34.299818789876674,D,A,B,1
Other,73,No,Bisexual,E,59.55176599147276,A,D,A,0
Other,63,No,Homosexual,C,-22.037655235345955,E,B,D,1
Buddhist,27,Yes,Other,E,61.904752605363775,C,D,A,0
Muslim,48,Both,Heterosexual,A,47.31130612324893,D,D,B,1
Other,18,No,Homosexual,D,177.97245223316716,A,E,D,0
Christian,33,No,Other,A,168.44895482407622,E,B,E,0
None,25,Mental,Other,A,143.79084868475837,D,B,C,0
Other,91,No,Other,E,63.8316944225381,A,B,C,1
Muslim,49,Both,Homosexual,D,5.670062864163896,D,A,E,1
Buddhist,85,Both,Bisexual,D,148.52521854134463,C,B,D,1
Buddhist,20,None,Other,B,17.408758072075173,E,C,C,0
Other,18,Both,Other,C,225.52746450835267,E,B,A,0
Buddhist,74,Mental,Homosexual,C,79.83745385125519,B,B,C,0
Hindu,76,Yes,Other,A,-36.52968052977358,A,A,E,1
Hindu,92,Physical,Heterosexual,D,99.20565397976931,E,E,A,1
Other,71,Both,Homosexual,A,-19.34199364380027,B,D,B,0
Christian,66,None,Heterosexual,A,-6.522851967570491,E,C,C,1
Buddhist,29,Mental,Bisexual,C,33.5554098754434,B,D,B,1
None,47,Physical,Heterosexual,E,-152.55836076609643,D,D,C,0
Jewish,73,Both,Homosexual,C,-137.91178711984497,D,C,D,1
Muslim,81,Both,Homosexual,B,39.83463362186444,A,D,D,0
Buddhist,86,Yes,Other,B,95.59479512218402,B,B,C,1
Christian,29,Mental,Bisexual,D,30.409120080838527,E,B,E,0
Christian,97,None,Heterosexual,B,-149.01799384861474,E,B,C,0
Muslim,31,Both,Other,D,91.97971244471668,C,D,A,0
Jewish,45,Both,Heterosexual,D,-24.51779896123115,E,E,C,0
Hindu,49,No,Heterosexual,E,14.472446338040987,B,B,E,0
Buddhist,66,No,Heterosexual,B,121.34574609107915,A,D,C,1
Muslim,59,Both,Homosexual,C,-196.47574316643392,A,E,A,0
Christian,63,No,Homosexual,B,46.456489959734874,B,B,D,1
Christian,46,No,Heterosexual,A,176.4470639223752,E,B,C,0
None,61,No,Heterosexual,C,-223.09659096678493,B,D,C,1
None,26,Both,Other,C,-79.35704140751237,C,A,D,0
Muslim,62,None,Other,A,-26.820385411940794,D,E,B,0
Buddhist,76,None,Homosexual,B,-173.05204094107899,C,E,D,1
Muslim,76,Mental,Heterosexual,A,-48.56738742439901,C,C,A,0
Muslim,68,Mental,Other,D,-29.604963918633015,E,E,E,0
Jewish,83,No,Heterosexual,C,73.09271823173911,A,A,B,1
Christian,93,Mental,Bisexual,D,34.02388426944731,B,C,B,1
None,42,None,Homosexual,D,-176.31469741590817,D,B,C,0
Hindu,66,No,Bisexual,E,11.859120098444793,B,A,C,0
Other,76,Both,Other,E,-29.692757664316733,C,D,A,1
Christian,36,No,Other,B,65.05306254448011,A,B,A,1
Other,77,Physical,Homosexual,C,173.95336539194835,E,C,E,0
Jewish,41,Both,Heterosexual,E,45.979706175610154,B,E,B,1
Hindu,53,Physical,Homosexual,D,-31.43905026821382,B,D,E,0
Buddhist,71,Both,Heterosexual,C,-147.3482136027527,B,C,D,0
Jewish,22,Mental,Bisexual,B,-118.65614534098896,E,B,A,0
Other,60,Both,Homosexual,E,-51.72147712615979,A,B,A,0
Buddhist,83,Mental,Heterosexual,C,54.47930852088516,D,E,E,0
None,51,Mental,Bisexual,D,78.30344811659658,C,B,E,1
Hindu,98,None,Bisexual,D,-189.99559185018788,E,B,E,1
Jewish,33,Both,Other,C,75.38683221026682,B,E,E,1
Hindu,55,Yes,Other,A,47.71463139075626,C,D,B,0
Jewish,98,No,Heterosexual,C,-1.2098385738136488,B,C,E,0
None,25,No,Heterosexual,A,-118.56712628303079,A,C,C,1
Christian,46,None,Other,A,150.61539101466622,D,E,B,0
Other,67,None,Other,C,-172.80684730130804,E,C,E,0
Christian,76,Yes,Bisexual,D,-41.83502719436849,B,C,E,0
Other,79,Mental,Bisexual,C,20.511637091973594,B,C,D,1
None,63,Both,Homosexual,D,-45.111219049193544,A,C,E,0
Hindu,25,Both,Homosexual,A,238.47780415281633,E,B,D,1
Hindu,47,None,Other,A,35.028937337314495,A,A,C,1
Other,63,Yes,Homosexual,C,-135.26398086400252,A,A,D,1
Buddhist,44,No,Other,A,59.67223428761197,E,D,E,1
Buddhist,86,Physical,Heterosexual,E,-105.31201076310765,C,A,C,0
None,75,Mental,Heterosexual,A,96.21842656014434,A,C,A,0
Jewish,70,No,Bisexual,B,-32.05519862574126,E,B,D,1
Christian,57,No,Heterosexual,A,-17.601007897457922,C,B,E,1
Muslim,21,Yes,Bisexual,E,66.4284709679983,A,E,B,0
Other,21,Physical,Heterosexual,C,-85.84499700213715,C,A,E,0
Christian,44,Yes,Homosexual,E,116.08737637377114,E,A,B,1
Other,82,Yes,Heterosexual,C,106.26006247740982,E,D,C,0
Hindu,23,Both,Other,D,-341.99538990395,A,B,A,1
Christian,35,Mental,Heterosexual,C,-113.49814625631716,E,A,B,1
Christian,41,Yes,Heterosexual,E,-21.870973215686643,B,E,E,0
Christian,75,Both,Other,C,28.579532628923722,E,C,A,1
Muslim,73,Yes,Bisexual,B,-6.144836688246364,A,A,C,1
Jewish,64,No,Heterosexual,D,75.40285228388154,C,A,A,0
Jewish,54,Mental,Bisexual,B,-0.3297757890866565,B,C,C,1
Buddhist,71,Physical,Bisexual,C,-28.869426426509452,E,E,A,0
Other,97,Physical,Homosexual,C,48.94392672604903,D,C,E,1
None,98,None,Other,B,46.18192540843392,E,D,A,0
Christian,29,No,Heterosexual,E,78.11261418232793,C,B,D,0
Buddhist,89,Physical,Other,E,-26.443531301227747,A,D,C,0
Muslim,32,Physical,Heterosexual,B,-40.97948119834838,B,D,C,1
Christian,65,Physical,Other,A,-204.34024886748153,E,B,B,0
Other,35,Physical,Homosexual,C,35.12322565409743,A,D,B,0
None,53,None,Heterosexual,C,26.358308289904976,C,B,E,0
Buddhist,73,None,Other,E,105.89166482605452,D,C,E,0
Other,97,Mental,Other,D,-27.527570151542708,D,B,A,1
Buddhist,20,Physical,Bisexual,D,-4.43302188931446,E,C,E,0
Jewish,29,Mental,Homosexual,B,0.4526796027999693,D,B,E,1
Jewish,69,Physical,Heterosexual,A,5.602992966670588,B,B,C,0
Buddhist,42,Both,Other,B,-38.138594555557084,E,A,B,1
Muslim,20,No,Homosexual,B,-76.51040357308553,D,B,B,0
Hindu,80,Both,Heterosexual,B,48.972787216914924,E,E,A,0
Jewish,45,Both,Heterosexual,D,-232.38844130581668,B,B,C,1
Jewish,52,None,Homosexual,B,-17.52757592543009,A,C,D,1
None,19,Physical,Homosexual,B,-42.158775528776076,E,E,A,1
Christian,19,Mental,Other,C,-3.637469590017902,A,B,A,1
Hindu,91,Yes,Heterosexual,D,83.630667952686,C,D,E,0
Jewish,51,Both,Homosexual,A,-10.443545005526827,C,A,D,0
Jewish,42,Both,Heterosexual,E,-76.04599689315933,A,B,A,0
Hindu,83,None,Other,A,-14.586336783239975,C,B,D,1
Hindu,77,Yes,Homosexual,E,-5.454196738158487,E,C,D,1
Muslim,63,Mental,Homosexual,C,53.88551482471114,A,C,D,1
Christian,63,No,Heterosexual,E,60.95535244855292,B,E,A,0
