AgeGroup,married,nation,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,target
36-50,Divorced,US,No,64.07055952371164,E,B,C,23.31864586790566,1
51-65,Widowed,Brazil,No,166.99932353298558,D,C,C,-82.29483185064606,1
26-35,Widowed,UK,Yes,-215.4641713968311,C,D,E,263.9084564368233,1
18-25,Widowed,UK,Yes,-30.177312674699287,C,C,E,43.27932724068716,0
18-25,Divorced,Brazil,No,79.61089094012588,A,E,C,69.26174002242048,0
18-25,Divorced,Other,Veteran,-27.576144269318625,A,B,D,117.22852167759699,1
18-25,Single,China,Non-Veteran,-167.21444817801518,E,B,E,17.59620480827833,1
51-65,Divorced,India,No,-118.75073856532421,E,B,A,-95.27712853901068,1
26-35,Single,US,No,26.231767522523796,B,B,D,-27.9544241881163,1
36-50,Single,Mexico,No,51.15367897921652,C,B,E,9.568541489542087,0
26-35,Single,China,No,7.650756585778924,E,A,D,-155.31908422889634,0
26-35,Widowed,US,Yes,146.5615351658241,C,C,B,-64.72505987549964,0
36-50,Single,US,Veteran,1.2617939137625422,B,E,D,19.89363930355048,1
18-25,Married,China,No,100.28965020667604,D,D,B,-56.00605519365588,1
36-50,Single,Mexico,No,-254.52522372020505,D,D,B,-65.98716397710326,0
65+,Single,Brazil,No,-147.08351394225826,D,A,C,-130.92653398577957,1
18-25,Single,Germany,Yes,65.99950977550172,A,D,B,197.70705461423933,0
18-25,Married,UK,Yes,-11.962364976537454,B,C,E,-36.2795699510117,1
51-65,Divorced,China,No,-24.462909741447127,B,A,C,-50.32829387597651,0
51-65,Married,Mexico,Veteran,52.734614419462524,B,B,B,106.6203249287274,1
36-50,Single,China,No,-192.1995367472957,D,A,E,-79.75482547725234,1
65+,Single,Germany,No,43.29205621231134,A,B,B,73.20159645920482,0
18-25,Single,Other,No,109.4455281262935,A,C,E,8.694991006720688,0
18-25,Married,US,Yes,64.17856182567982,D,A,B,124.09270739306936,1
18-25,Divorced,Other,No,-67.71720055460983,D,C,A,94.41846759799427,1
18-25,Widowed,India,Non-Veteran,19.305436784479085,B,A,D,63.85155685164161,1
36-50,Divorced,India,No,-111.5291620254296,C,A,C,-122.45703499774172,0
18-25,Divorced,Germany,Non-Veteran,111.24482806984064,A,E,C,-153.6636905683277,0
51-65,Single,US,Non-Veteran,18.575584566756298,D,C,E,-58.14218613652796,1
26-35,Married,Germany,Veteran,13.156431197254964,A,E,E,5.787687165821895,1
51-65,Single,UK,Non-Veteran,98.3831058983215,A,A,C,-52.723005431552835,1
36-50,Widowed,US,No,165.61315941809346,A,A,B,135.43847590999655,0
26-35,Divorced,India,Yes,46.07777572838507,E,C,A,157.9443833877936,0
36-50,Married,Germany,No,2.2772119542486,B,D,E,107.96973992785746,0
18-25,Single,Mexico,Non-Veteran,-112.8989280629747,C,A,B,39.00396940263966,1
18-25,Divorced,India,Veteran,-16.9190001553641,C,E,E,-117.58810841081653,0
18-25,Married,Other,Yes,35.12465386917674,E,A,C,1.3299332840642963,0
51-65,Widowed,Mexico,Veteran,-171.2251354081057,C,A,B,30.788819656276317,0
26-35,Single,US,Non-Veteran,-12.83065889915121,E,C,A,-119.49952116330888,0
26-35,Single,China,Non-Veteran,-128.2880957656707,E,B,B,-140.92019874608513,0
26-35,Widowed,Mexico,Yes,-76.2374040604194,D,B,C,-16.591588384970017,0
36-50,Widowed,US,Veteran,-13.093592952534665,B,C,E,-183.61306350637074,0
26-35,Widowed,Brazil,Yes,90.87275177314741,A,D,B,-55.035246573491094,1
51-65,Widowed,Other,Non-Veteran,-43.784548760533646,C,D,C,-39.09509569168278,1
26-35,Widowed,Mexico,Yes,-29.497084803395364,C,E,D,-32.70911393315142,1
65+,Widowed,Mexico,Non-Veteran,177.72511335080623,E,C,C,-48.91143080946044,1
51-65,Widowed,US,Non-Veteran,34.83852692042381,B,E,D,-4.224190206861609,1
18-25,Single,Brazil,Yes,119.1403644718986,E,B,A,19.71633282186854,0
26-35,Single,US,No,-101.9704650984064,D,E,C,64.89746946989494,0
65+,Divorced,Other,No,47.916767970163185,A,D,B,35.08225093167036,0
65+,Divorced,Other,Yes,-212.84831086538372,B,E,E,-43.03133458577299,1
36-50,Widowed,Mexico,No,11.855147089551336,B,C,D,-30.943730557867227,0
65+,Widowed,China,Yes,-41.13996272355925,B,A,A,-176.0804408721129,1
51-65,Single,UK,Non-Veteran,-154.83112831736975,B,E,A,-36.13957494840115,0
18-25,Married,US,Veteran,4.977921728698067,E,D,D,-133.35956855253625,1
36-50,Divorced,China,Yes,29.337109649591316,E,C,A,-84.12293789927733,0
51-65,Single,Brazil,Yes,66.30404376642277,E,E,A,168.215744545708,1
36-50,Single,Mexico,Non-Veteran,125.15967747287458,D,D,D,49.559600745995645,0
18-25,Married,Germany,Non-Veteran,25.176458997595795,B,E,C,-102.5532482770146,1
26-35,Divorced,China,No,110.50011639509161,B,A,C,6.5897163592752745,1
36-50,Single,UK,Non-Veteran,-22.967669409139337,A,A,E,75.36077772214279,0
18-25,Married,UK,Non-Veteran,76.66680555999002,B,C,C,43.12634494571837,0
51-65,Married,India,Non-Veteran,56.06151008892727,E,B,E,27.515756183529277,0
51-65,Married,Germany,Non-Veteran,98.29161674320324,A,E,D,-8.209851510849937,0
65+,Divorced,UK,No,-46.55589877266105,E,C,E,8.66231206910434,0
36-50,Single,UK,Veteran,136.92293989431528,D,B,D,59.427005871917885,1
36-50,Widowed,Other,Veteran,130.02161873041092,B,D,C,11.875502705464323,0
18-25,Widowed,India,Yes,72.27326504053926,B,D,E,-212.89283048199331,0
36-50,Widowed,US,Veteran,-64.18499065567148,E,A,C,-99.45059458265251,0
26-35,Divorced,Mexico,Veteran,73.86068402541149,C,A,B,58.51221708891946,0
51-65,Widowed,China,No,73.6748579587441,B,E,C,33.22137275805366,1
65+,Single,US,Non-Veteran,-20.178117357871596,E,A,B,31.994851470892648,1
26-35,Single,China,Yes,182.6243835025975,D,E,C,-92.27074671067156,1
36-50,Divorced,US,Yes,-44.83796057759931,E,B,E,-89.07910728459782,1
18-25,Divorced,Other,Non-Veteran,-80.74634061240134,E,B,E,117.90723514138186,0
26-35,Divorced,Other,No,-19.017304202462274,B,A,E,74.99178067116979,0
36-50,Widowed,US,Veteran,-39.27350637083334,C,E,E,18.931902473415114,1
36-50,Married,Germany,No,-113.69111580502211,E,C,E,34.03800034156924,1
18-25,Divorced,Brazil,No,6.006585426370981,A,C,B,133.9392384529851,1
65+,Divorced,UK,Non-Veteran,38.950682536442535,E,D,B,63.47487386985565,1
51-65,Widowed,Mexico,Non-Veteran,146.1709053640582,C,E,C,-26.589247331039527,1
51-65,Married,Other,Yes,88.02335912631226,E,A,E,-8.403774749963086,0
36-50,Single,China,Yes,-109.08435052973853,B,B,D,120.92015773050537,0
26-35,Single,US,No,38.70917878189515,E,E,A,-156.50932661907845,1
18-25,Married,Germany,Yes,-44.186015128847934,E,B,D,39.60366088779888,0
36-50,Married,China,Non-Veteran,86.30228803758993,D,A,B,20.587176395416808,1
26-35,Divorced,China,Non-Veteran,-4.193689728751236,E,A,A,-17.89560521326525,0
36-50,Widowed,UK,Veteran,-176.18119572862048,B,D,A,141.49640654120807,0
36-50,Married,Mexico,No,-33.28847496771499,B,E,D,278.4283958375248,0
18-25,Single,Germany,Non-Veteran,-86.07492800174508,A,E,A,-76.35405395582234,0
26-35,Married,Germany,No,-3.3676757751004662,D,B,B,-258.7613263116248,0
36-50,Widowed,China,Yes,-63.38244160739629,C,D,C,15.205414470854214,1
36-50,Married,Brazil,No,-110.25309510004904,C,A,C,-60.748723524468005,1
36-50,Divorced,India,Yes,-120.2662807230027,D,E,A,33.62391665432662,0
18-25,Divorced,Germany,Yes,-39.03172002306892,D,A,E,-94.16743599456123,1
36-50,Married,UK,Yes,-54.9617098210337,D,B,A,161.28275701301564,1
51-65,Single,Other,Veteran,-199.30025549805222,A,B,C,44.051192460217756,0
18-25,Divorced,Brazil,No,81.12582011319974,E,B,C,200.65125050500257,1
65+,Married,Mexico,No,-334.5217983304282,C,C,C,158.973777135814,0
26-35,Divorced,Brazil,No,87.77869280028223,B,E,E,130.1834155993939,1
36-50,Widowed,Brazil,No,-15.082270252238597,B,D,B,-41.44637523910929,1
26-35,Single,India,Non-Veteran,40.06222062485928,C,E,C,-158.08058897033303,1
51-65,Single,Mexico,Veteran,-133.4343347967151,A,E,E,-146.0866006538573,0
65+,Single,Brazil,Veteran,43.33489964963873,C,C,C,127.26724651787886,0
36-50,Divorced,UK,Veteran,16.80542779761092,E,A,A,-52.659325753108,0
65+,Married,China,Non-Veteran,-148.26232565790582,A,D,E,17.74209057994861,1
18-25,Single,Germany,Non-Veteran,28.007307126504482,E,D,A,-101.73538872385124,1
26-35,Widowed,Mexico,Non-Veteran,191.09445710275156,A,B,C,67.96801457077653,0
51-65,Single,US,No,48.98996360070019,A,C,E,38.36707770757603,1
36-50,Widowed,China,No,151.5131450464505,D,E,D,86.50289783031833,1
26-35,Married,Mexico,Yes,-186.46537153361479,E,A,E,-65.47379923775833,0
18-25,Married,UK,Non-Veteran,-109.40778214584259,E,D,A,43.60403586688332,0
18-25,Divorced,US,No,60.01414361657835,A,B,A,187.71149693186808,0
18-25,Single,China,No,100.3660948175751,E,D,E,134.92259388648327,0
18-25,Widowed,Brazil,Veteran,-17.704406150628955,D,C,A,-86.984697194945,0
26-35,Divorced,China,Veteran,-47.01499187080103,B,E,B,137.86190850384892,0
26-35,Married,Mexico,Yes,74.12524674291927,B,C,A,34.51003848421974,1
26-35,Married,Mexico,Veteran,-103.02097868593441,D,C,A,74.07111262344155,1
26-35,Divorced,India,No,38.27343200908575,A,D,D,-70.64162407822803,1
26-35,Single,Other,Yes,-94.09390971339225,D,D,A,-47.16566505818698,0
51-65,Divorced,Germany,Non-Veteran,9.428376978474844,C,B,A,41.697054158997474,1
51-65,Widowed,Mexico,No,-146.56479837567053,D,D,A,104.04634546873741,1
65+,Divorced,US,Non-Veteran,7.377357931525914,B,C,B,54.616389964720604,1
18-25,Married,China,No,-25.446684387992384,A,E,C,126.11884291146482,0
36-50,Divorced,Other,Yes,80.41606495301204,C,D,A,27.416695040733657,0
18-25,Divorced,US,No,-8.979963018425252,C,B,C,116.03534740308284,0
26-35,Married,India,Veteran,53.27680545277771,A,A,E,249.1125606268318,1
18-25,Divorced,Germany,No,-100.78678541731725,E,A,D,-37.59316617492802,1
65+,Married,UK,Non-Veteran,81.46847946542249,E,E,B,-6.726188420031712,0
65+,Married,India,Veteran,-104.9686156528616,B,D,D,120.27144044570414,1
65+,Married,Mexico,Non-Veteran,-54.38033892874474,C,D,A,-38.740289083008804,0
65+,Married,India,Yes,-85.33637345930998,D,B,B,-12.254840842283343,1
36-50,Widowed,China,Yes,62.07564945422747,D,D,C,-205.15690537540578,1
26-35,Single,Mexico,Yes,34.721054769700366,A,C,B,-134.86090687208417,0
36-50,Divorced,India,Veteran,110.09373753528055,D,D,A,12.231839181965567,0
51-65,Divorced,Brazil,Non-Veteran,-68.24969851211145,E,D,A,-42.60589085097687,0
26-35,Single,Germany,No,-16.697497315896424,E,A,A,-42.62727474157816,0
26-35,Widowed,China,Yes,-140.43789375720272,A,A,B,-9.188121795694979,0
18-25,Married,UK,Non-Veteran,-74.26262683820146,B,B,C,78.75965552190122,0
36-50,Widowed,Brazil,Yes,51.07702924294355,C,B,A,6.47033097282573,1
65+,Single,UK,Veteran,-199.7224222239091,C,D,E,-90.75118454131751,1
18-25,Widowed,India,Non-Veteran,0.31139995662208747,A,A,C,79.11937343606891,0
51-65,Married,Other,Veteran,76.55859598191311,C,B,C,-37.63060296108723,0
51-65,Single,UK,Yes,-138.54936695768427,C,E,E,40.63164003976454,0
51-65,Divorced,UK,Non-Veteran,123.26463220776898,B,D,C,-221.67188977302087,0
51-65,Divorced,China,No,-21.078387860724238,A,B,E,-101.70982027775783,0
36-50,Divorced,US,Veteran,195.98701430845048,D,E,B,-59.31038370324734,0
18-25,Divorced,Other,Veteran,42.13028008563316,A,A,B,-59.193535424248175,1
18-25,Married,Brazil,Yes,3.248652885989918,B,C,C,12.935951120551056,0
51-65,Single,Mexico,Yes,79.29008266011816,A,E,C,-1.66977011802999,0
36-50,Married,India,Yes,80.72864773924616,D,D,E,23.919422784144555,1
51-65,Divorced,US,Yes,-11.795276883650983,C,D,B,294.6896699090694,1
51-65,Single,India,Yes,-15.015072524741946,B,C,D,63.62615481255687,1
26-35,Married,India,Veteran,7.772574757363445,A,E,D,60.28968590685854,1
36-50,Single,UK,Veteran,16.817972031105853,A,A,B,-113.37563224561815,0
18-25,Married,Mexico,Non-Veteran,168.06803696906383,B,B,B,-140.72527698862095,0
65+,Married,China,Veteran,153.52956761124247,D,D,A,386.1244356783003,0
18-25,Single,Other,Yes,-58.08852450260106,C,E,D,72.40896860040688,0
18-25,Single,India,No,168.09317161394665,E,C,C,-48.27299374952169,0
36-50,Married,UK,Non-Veteran,9.938366873941643,B,C,A,177.27428376785483,1
26-35,Single,US,Non-Veteran,57.16082625967179,D,C,A,-167.16001298442472,1
36-50,Single,India,Yes,-75.62808554641862,E,C,C,-159.9031729500884,1
65+,Divorced,China,Veteran,23.91023613226299,E,B,D,-120.22551843550822,1
26-35,Divorced,India,Yes,-124.18108720786343,E,D,B,17.841883122887406,0
18-25,Divorced,Brazil,No,144.06445727417324,C,B,B,-327.61279391532366,0
26-35,Single,Brazil,Non-Veteran,11.309742036997353,D,D,D,-0.4166632484281462,1
65+,Married,UK,Non-Veteran,-126.74849862444053,E,A,D,-168.16229022172826,1
36-50,Divorced,Other,Veteran,-172.37274368062495,E,A,C,-97.26989579553315,1
26-35,Divorced,Germany,Non-Veteran,37.61062625514679,A,C,E,-69.30169275177552,0
26-35,Married,Germany,No,-123.00010339244172,E,A,E,-47.86722343364582,1
26-35,Widowed,Germany,No,-146.71673271691813,B,E,A,-77.91050952743869,1
18-25,Single,US,No,118.81764262420344,A,E,B,-9.767570446902617,0
18-25,Widowed,Brazil,Yes,43.100919012636766,A,C,D,136.23164364548214,1
65+,Widowed,India,No,-70.25458020621058,E,E,A,-18.385113170002725,1
18-25,Widowed,Germany,Veteran,56.920684999563456,E,C,A,84.74649732150161,0
26-35,Widowed,US,No,-0.9749059489187183,C,C,C,2.882764414630142,1
65+,Single,Germany,Veteran,-182.7352447970686,C,B,A,-58.24926086528497,1
51-65,Single,Germany,Veteran,223.35310549317947,E,C,E,-104.7095418982397,1
65+,Divorced,Mexico,Yes,-139.5753951897885,C,A,E,213.7402992443268,0
26-35,Divorced,Brazil,No,-117.12156728052541,E,B,C,16.24049079260217,0
51-65,Married,Mexico,Yes,16.409241038154434,D,D,E,18.944981246372503,1
65+,Widowed,India,Veteran,-40.10334220140264,D,D,B,105.0405694133903,0
26-35,Single,India,Non-Veteran,-166.1391921558708,E,B,A,92.97181793245086,0
51-65,Married,China,Yes,116.8009207001842,B,B,D,-33.012175167572934,1
36-50,Divorced,Mexico,Non-Veteran,35.19197680313296,E,E,A,-4.5191550638752425,0
36-50,Divorced,China,No,-88.04329669023248,D,B,B,-44.511198388520675,0
26-35,Divorced,UK,Non-Veteran,-166.72534251814838,B,A,C,48.05058624374283,1
51-65,Single,Germany,Yes,9.58977312845386,C,A,E,-119.75568050163194,0
65+,Married,Brazil,Yes,95.24291837045057,C,C,A,-61.65461684014387,0
51-65,Married,India,Non-Veteran,45.03703979987294,B,B,D,89.37092983566465,1
36-50,Divorced,India,Yes,-23.382896582970194,C,E,B,147.2082562573114,1
51-65,Single,China,Yes,-74.39264446700588,E,D,A,153.5342734991599,0
36-50,Married,Mexico,Non-Veteran,18.325618712749513,D,E,C,-32.02321849368091,0
36-50,Single,UK,No,88.58031777434097,C,A,E,32.51009279106074,1
51-65,Single,China,Yes,-115.27679236500481,E,E,E,-68.59975690748318,0
65+,Divorced,Brazil,Yes,-46.73538349620674,B,D,A,99.15374395969307,1
18-25,Divorced,Mexico,Yes,57.66733302348983,E,D,B,19.67739694694107,0
36-50,Widowed,US,Non-Veteran,-82.64060293810998,E,D,A,-73.38803991856842,0
26-35,Divorced,UK,Yes,194.61404676126614,E,C,B,186.72180751491675,0
26-35,Widowed,US,Non-Veteran,-10.473150090600491,B,E,D,82.49474127449542,0
51-65,Married,India,Veteran,-246.04868518250802,B,E,E,70.26240881428413,0
18-25,Divorced,Germany,No,36.46993800524035,B,E,B,10.13065524652661,1
65+,Married,Mexico,Non-Veteran,-158.40945530906114,A,B,B,127.74269950410748,0
51-65,Widowed,China,Non-Veteran,-223.47159004613403,A,A,D,-53.518235471621566,0
36-50,Divorced,Mexico,Non-Veteran,190.6146967496426,D,C,A,41.936606786712936,0
36-50,Married,India,Yes,85.57944979345604,C,E,A,-57.8226803469864,0
65+,Single,UK,No,-17.58951926497039,D,A,A,136.61743422618127,0
26-35,Single,Mexico,Veteran,-30.91956013755059,E,C,B,88.31035958144868,0
26-35,Single,Brazil,Veteran,-12.990473986623229,C,C,C,149.897127434016,1
36-50,Widowed,Mexico,Veteran,-72.75857545886795,C,D,E,-20.155281760597042,0
65+,Married,US,Veteran,-140.60750615601992,B,A,B,12.835137578407455,1
18-25,Divorced,Other,Veteran,-42.809895777708576,C,B,A,180.33164326605353,0
18-25,Single,Other,Yes,-25.742004129916275,B,C,C,-7.623824344015253,1
26-35,Widowed,Germany,No,-83.34078099110317,D,D,C,-39.37520029264344,0
36-50,Single,UK,Non-Veteran,-193.9189326466633,E,E,D,16.740641477165198,0
26-35,Divorced,UK,No,42.45475115039342,C,C,D,-122.86648811283382,0
36-50,Divorced,Other,Non-Veteran,145.05298884616943,C,C,E,-203.51827473980723,0
65+,Married,Other,Veteran,81.87504119727555,C,B,D,-31.990642405082415,1
65+,Divorced,UK,No,40.05073595903943,E,C,D,-124.88881486634547,1
26-35,Married,China,Veteran,-61.68283684032072,C,B,B,36.517802253858775,0
26-35,Divorced,India,No,121.68839116484787,B,D,A,219.15659560554383,0
51-65,Single,Germany,Non-Veteran,109.49279271840207,B,D,A,-117.47487241234833,0
36-50,Single,India,No,-72.45204099000941,D,B,E,-73.53151157821326,0
36-50,Married,Brazil,Non-Veteran,-56.621360752565685,B,B,B,80.4347304798192,1
18-25,Single,Brazil,Veteran,185.6447514897763,E,C,B,-103.40262102887041,0
26-35,Married,US,Non-Veteran,8.528694468709581,A,D,C,49.184237994289354,1
36-50,Single,US,Non-Veteran,-229.8319930750756,C,E,C,-35.85337565216663,0
36-50,Widowed,UK,Non-Veteran,22.274350411008253,D,A,E,-139.75301249438422,1
26-35,Widowed,US,Yes,-80.82427856010514,E,E,A,154.33551849686998,1
36-50,Single,US,Non-Veteran,71.21775425510133,C,B,B,-10.333761733071121,1
65+,Divorced,India,Yes,-85.42756531404403,A,E,B,22.26605117102637,1
51-65,Single,China,Veteran,22.192099893035877,A,B,B,0.20813443569557888,0
36-50,Single,Brazil,Yes,56.26189761053967,D,E,A,-189.20253856961145,1
36-50,Widowed,US,No,12.471089915203088,B,E,D,-152.28198561635406,1
51-65,Divorced,Germany,No,-27.688839910188,E,A,E,-132.1942972007987,1
51-65,Divorced,Brazil,Veteran,139.4727376277942,D,A,D,-172.71918233301878,1
51-65,Divorced,China,Non-Veteran,-215.20089882048458,A,C,E,-50.38774111522116,1
51-65,Single,Brazil,Veteran,-73.63771074841168,B,D,D,21.69624203194746,1
51-65,Single,US,Yes,24.615786476195414,E,B,A,-94.99915172906984,1
65+,Widowed,UK,Yes,-56.903744748937314,D,E,A,48.02046680501198,1
36-50,Widowed,India,No,130.75356765601077,D,A,E,16.324760365483073,0
65+,Divorced,Mexico,Veteran,-106.7762509688104,C,A,A,-13.218924966536951,1
51-65,Divorced,India,Non-Veteran,14.50559003568407,B,B,D,58.04142792528645,1
65+,Divorced,Brazil,Non-Veteran,209.88512112135433,B,A,A,41.300703103847205,1
36-50,Divorced,India,Non-Veteran,48.15694798079762,E,B,B,149.45383497721662,0
18-25,Married,Germany,Veteran,47.67029756979685,B,E,E,4.544341585774852,1
36-50,Married,China,Veteran,-87.54822640061573,B,C,D,-10.703777647089813,0
51-65,Widowed,UK,No,-67.47249125724969,C,B,C,112.44319099355407,0
26-35,Widowed,India,Veteran,1.497862555441068,D,C,C,153.16301731210459,0
36-50,Divorced,India,No,-4.000842175330139,E,A,C,-95.32525252937285,0
36-50,Widowed,Germany,Yes,-10.911997445247499,A,D,C,-42.531450555633135,1
26-35,Divorced,China,Non-Veteran,9.584015967038194,B,D,C,-54.937626710793296,1
65+,Married,China,Yes,-5.581711793389547,E,B,B,1.835953363295002,1
65+,Widowed,Mexico,No,-31.064785078681272,A,A,C,155.95801469850238,1
51-65,Married,Mexico,Veteran,61.097920858914264,C,B,C,81.8727437688831,1
18-25,Married,Mexico,Yes,135.12980964101868,C,B,A,20.100723776538164,1
51-65,Single,China,No,-62.86726906936894,A,D,A,-10.624857590456585,1
18-25,Widowed,Brazil,No,-21.53975008612898,A,E,E,88.54817627051636,1
18-25,Widowed,UK,Yes,3.711726429423084,A,C,A,65.04626044700305,1
18-25,Divorced,US,Yes,92.29934302086981,A,C,D,-91.73363141474745,0
65+,Widowed,UK,Veteran,-85.24927771674244,E,B,B,72.29398521407941,0
18-25,Divorced,China,Non-Veteran,23.47914516399573,C,D,C,-80.06173175453064,1
18-25,Divorced,China,Veteran,-107.5212945609507,A,E,B,-21.741243412082156,1
26-35,Married,Germany,Veteran,-98.0318481370309,B,A,D,24.085426135536327,1
51-65,Single,China,Veteran,-15.460430534108221,E,E,D,91.00173144353121,1
26-35,Single,China,Yes,28.160786904711266,B,E,E,60.74082637414892,1
51-65,Widowed,China,Veteran,-11.782029122546714,A,D,B,-5.844622127228354,0
36-50,Widowed,India,Non-Veteran,211.70702066334601,D,A,A,7.285506215090765,1
51-65,Single,Germany,Veteran,8.961754808418055,E,B,B,-98.93917831456932,0
18-25,Widowed,China,No,-132.12467006703346,D,B,D,17.436704467480084,0
65+,Single,US,Yes,89.79782427453942,A,E,A,-153.7630282631255,1
65+,Widowed,Germany,No,-3.1359508163372998,C,D,A,-6.146297383487553,1
36-50,Single,Brazil,Non-Veteran,50.93873717136882,B,C,C,276.71610510081655,1
65+,Widowed,China,Veteran,-47.8025476912802,D,D,E,70.29455603735319,0
26-35,Married,India,Yes,-111.49585397624253,D,D,D,75.9758934864306,0
18-25,Married,US,Non-Veteran,-7.258201798431937,C,E,C,86.51377498436464,1
36-50,Married,Mexico,Non-Veteran,47.1458863738392,A,E,C,18.363454528449168,1
51-65,Widowed,India,Yes,141.54712666069196,A,D,A,54.26546680827343,0
51-65,Widowed,Germany,Veteran,-105.30377135897125,C,C,C,-52.346595849706134,1
26-35,Single,China,Non-Veteran,-2.964063770308174,A,D,B,25.24300463805092,1
51-65,Married,Other,Yes,212.38763353238156,E,E,C,-243.33487551832494,0
18-25,Married,India,No,217.39756469689704,C,E,C,20.458242555668242,0
18-25,Single,China,Yes,46.00237392322498,A,E,E,-132.08933480832897,0
51-65,Married,Germany,Veteran,-20.772535007711816,C,C,D,-2.785195550902004,1
51-65,Divorced,China,Veteran,35.35187876014515,E,C,A,-5.262768192621003,1
