disability,marital_status,military,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
None,Single,Veteran,Other,D,-29.554708469760254,E,107.60544476089694,E,-16.351211090397914,-165.4932132764163,D,C,D,-44.80057754048312,66.63805646939325,-103.50877040685617,94.51740712579698,0
Physical,Divorced,Yes,Other,A,-67.15015857719965,E,-23.072680035202612,D,123.37410897759018,186.26944311524,D,C,D,53.26318621378905,31.050039131758027,126.34650471906208,71.44019597042752,0
Mental,Single,Non-Veteran,White,D,-16.462450470024244,B,52.02661916246569,D,-72.45825876655101,154.05700560966605,C,A,B,88.34985878000604,-264.43054649472043,59.17015005961327,213.1838392395497,1
No,Widowed,Non-Veteran,African American,B,44.85731633100623,E,122.4002104419957,B,-34.72886014220335,-58.33427924932604,E,C,B,312.72197065397177,-60.99873875972276,18.874547072358254,5.530165991855564,0
Mental,Single,Veteran,Asian,D,-7.278009183204148,A,3.4184311336879762,E,-47.80959599856976,55.93054403366274,D,B,C,2.6456714700034354,-82.33179905425732,-42.15729354735053,178.19119393289128,1
Both,Single,Veteran,Other,A,96.94456541820989,C,-173.86238050900042,E,-44.935996834866,-0.5878086060867361,E,C,B,2.427727720180819,112.44445890206327,98.90962754870905,-218.29369704155485,1
None,Widowed,No,African American,E,4.972817323067937,C,64.44637460098261,C,-79.8348253693172,-228.50171204247397,A,E,E,134.65325811991548,144.6488019216488,65.45512784017927,91.31630612526325,1
No,Single,Veteran,Hispanic,D,55.045558167895734,C,14.408739431410996,D,51.59638825100637,-74.64291026447863,D,B,E,-107.54808144487171,16.774678905402727,-166.85494499014686,74.16182362635982,0
Mental,Widowed,No,Black,D,113.8477186718031,C,-67.33852269055993,A,222.95762358714052,134.59774562803742,A,C,B,-10.552205455115255,-46.85556296062694,69.8941598319705,-49.87819824302663,1
Mental,Divorced,Veteran,White,C,213.46539701460347,A,68.21972684833203,B,39.107042744891736,122.6630669038428,A,D,A,20.528563182486373,-120.29300374821885,-78.61835951693404,-123.36293705023988,0
None,Divorced,No,Other,B,-9.91330940692677,D,114.72509262761032,E,-39.016210874106235,-114.09378740735686,C,C,D,-48.89634199992438,104.56888176616263,-134.99827550640356,65.9068156220846,1
Yes,Married,Veteran,White,B,-56.400877836575845,A,-112.34110405626194,B,-29.141767786080695,21.125105653504086,A,C,A,53.830377773465564,50.74130180030046,329.23431737904406,-128.31730987314788,1
Mental,Widowed,Non-Veteran,Asian,B,32.978309630530994,E,68.04500013522393,A,-117.72897141280572,8.577246470316705,D,B,A,-11.235151842534663,-145.69395945736383,70.36926728051212,-146.53589115760494,1
Physical,Single,Non-Veteran,Asian,E,22.770395348311535,A,-90.56291353931515,C,48.067065500326635,40.191807102061276,E,B,A,-171.6701422571092,-73.28047364272729,-159.4617253475245,49.38557248497522,0
Yes,Widowed,Veteran,Other,B,-33.321039539750565,C,-77.33475517460013,D,-29.885449778346285,-5.508200899988972,B,B,D,-51.39763365910757,88.50955694933414,93.30063958254868,-31.68239219456417,0
Physical,Divorced,Yes,Black,A,-156.40597198261784,E,190.25344541988892,B,-56.869927204345295,-178.91876003788434,D,D,A,149.7193828370252,-87.81677562730249,58.500307473275925,222.91567308578166,0
No,Married,Veteran,Black,B,25.80643728321394,A,-64.3901880107371,E,15.032426581124009,18.014360236254106,B,C,E,6.927922094966317,-11.952376862176182,24.400810722108236,-24.956260533724837,1
None,Divorced,Non-Veteran,Other,B,-75.72180619929173,D,53.46650262135352,D,4.384028007602725,95.57104783790649,D,B,E,-193.7230397906011,140.4144032519779,109.25841538543817,8.506227230891994,0
None,Widowed,No,White,C,-139.5234331707964,D,-86.86263293077117,B,-95.87510572563353,-33.09151964760781,D,E,E,166.25080538510252,67.36001246692642,162.90550963872514,-30.653987546045432,0
Yes,Widowed,Veteran,Other,E,117.22298142755659,C,50.19204610452333,E,-71.15223956716153,-216.91938752407097,C,B,A,-127.89613377027264,104.74410468036987,74.37834066094278,-13.450404726272836,1
Yes,Married,Yes,African American,A,42.244906434323774,A,-1.3118769271221873,D,155.12154746012075,158.8271563143218,E,B,A,117.26737024533736,-21.296504445316007,-49.54715347384707,-24.77610660349755,1
Mental,Widowed,Non-Veteran,Asian,C,23.07890576958548,C,-7.228212517105731,B,21.960760340086267,-70.8832813518043,D,A,B,-124.91676283713818,44.9373215599871,-27.40773686623702,-38.806076921028236,0
Mental,Single,No,Hispanic,B,-71.72537955172804,A,37.91383435431907,D,-37.12769707943276,83.10297072346171,C,C,E,-79.4785454287859,79.58081814102658,76.0473267214228,-17.035628653230294,0
Physical,Married,Yes,Hispanic,E,75.06392757538384,B,-136.76945631006257,B,174.7699859531134,-62.52836800537658,D,A,C,-16.94961793717963,-5.0580577537848,-67.54902837459457,135.55308227769058,0
Both,Married,No,White,D,-151.59863478173827,E,67.41543601388005,A,14.172479442655664,201.88817792164602,C,D,A,-26.974263688679162,-36.670490860534805,-47.91245458345863,-5.839466028877401,1
Both,Divorced,Non-Veteran,Hispanic,E,-92.49794477072676,E,90.08009073745667,E,-51.13976938554077,6.718801981155906,D,D,C,-66.06589374698684,-131.12648324045665,27.93869059125714,-116.74493583152203,0
No,Widowed,No,Black,D,96.92951746476759,E,70.02312980488045,A,-0.011376775990031944,-53.070608589606074,A,D,A,62.61570296768652,-222.75288992387541,105.6145527659925,4.793920730566463,1
Physical,Married,Yes,Black,E,63.81118890022827,C,89.86106664879173,D,-29.727718208201093,140.7784454462743,E,E,E,-0.267030590273802,117.2850733344657,-51.13310699621189,48.71802906212019,0
Yes,Single,Yes,Black,B,-1.7521761951018393,B,-31.148695646528367,E,-97.50229156503462,-4.062602969102687,A,C,C,-3.8638100053429283,2.5374638567335555,-120.0507602868339,211.8014198278894,1
Both,Single,Veteran,White,B,140.12093364143226,B,50.882459002950355,E,87.63986740920538,111.81276305394823,A,B,A,-76.11026143654193,-56.16713733975629,33.64064408106743,-24.696834672412056,0
Physical,Single,Veteran,Asian,C,-92.26729950413977,D,53.68837426675911,C,184.24610068108026,123.37242328071439,D,E,A,-2.1648611782947027,-102.04961906048959,-8.465018879411113,100.01124845339375,1
Physical,Married,No,Hispanic,D,122.44934640258687,A,-127.285976252086,D,98.49944181160885,-46.61504768402288,C,A,C,-168.75902240858838,-105.89527239373004,83.86486773196502,4.683167523561949,1
No,Married,No,Asian,D,-135.8661504630159,B,-189.4234145742384,D,4.996990959029808,-43.708093953235746,B,D,E,37.24084841753612,-121.86038286030816,-106.31950210145602,8.51051859968933,0
Mental,Married,No,Asian,D,-67.5218902308152,C,-32.72332977980527,D,135.63985818812034,-73.65307592934941,A,C,D,137.5049266678208,-51.340397805048646,27.901069280406343,-32.745431906336805,0
No,Divorced,Veteran,Other,B,-51.352181126458476,D,-113.33177077008251,A,-165.6959269636247,-126.80094586656993,C,E,B,-138.04612023061586,-8.505439760858462,20.395106156630778,-81.58123673149261,0
Physical,Divorced,Yes,Black,B,50.48583987590709,C,53.909379728547556,A,-45.70471810813358,-12.965506101670726,B,C,B,30.0177403324286,-25.182833565575507,-17.740159733794634,132.38682234631153,1
Physical,Single,Non-Veteran,African American,C,-117.93708863580848,B,44.37153680293661,D,-27.833403865837408,-99.12883167256777,E,D,E,107.2526954491613,50.32511095804282,-160.7135214989486,21.36334952182464,1
Mental,Single,Yes,Asian,B,98.61045003968835,D,120.4757787333453,B,2.4155088230039183,-88.15433998962037,D,B,C,-77.19856148336471,-20.05519813811516,-138.36808678354936,132.30855018805238,0
Physical,Single,Veteran,African American,A,54.103787373083655,A,16.61164467333063,E,24.493813402744692,177.47361508710384,C,D,A,-125.53745810017136,59.609756138734014,181.1753674635778,128.49616666949044,1
Yes,Married,Non-Veteran,White,D,52.47836073797837,B,15.592707586085139,B,-41.07521583356397,-39.589278843073416,A,C,C,124.8432097073182,196.71591000639364,37.84493641636221,88.72142779882873,1
Both,Married,Yes,Asian,C,30.879009085986052,A,-69.43638935050764,C,9.587575748539463,30.819671200698984,C,E,D,143.14298622057626,100.84187155940924,1.9811009821287295,-15.131940802315103,1
No,Married,Non-Veteran,African American,E,-54.27372339616301,A,21.703586056755913,A,143.42664425466688,-15.45537695447236,A,B,A,120.12193625955803,232.0123155878639,-133.45956449696553,-86.94947398768346,0
Both,Widowed,No,Other,D,-83.27230271042194,E,-41.57330796815379,A,159.78925187977103,-184.79567131920257,B,C,A,-147.3531026793053,217.267918390291,-83.81776746763464,26.78768686240673,1
Yes,Widowed,Veteran,Other,B,58.984753507644136,C,101.4918749461688,B,-11.791950724209906,121.98925277682564,A,C,C,122.05953231974911,56.275784913528604,45.721679985801025,-32.266223961169324,0
No,Married,Veteran,Hispanic,A,-189.9087096230424,A,11.035894212369154,D,-64.30242627607447,73.24696774964434,D,B,E,81.86547172737093,91.32688573144272,-26.672434092335767,93.77418565829487,1
None,Single,Veteran,Black,B,-18.242613674124488,A,-21.79906937637793,C,-54.886014757335275,-68.42714465844995,B,E,C,-112.01750763120877,83.22320953661581,-94.84323964038997,69.61256936208142,0
Yes,Divorced,Yes,Other,A,-105.53586679246078,E,-4.923098205268364,B,87.12155198174256,-109.7015037285472,C,B,D,-75.7226254536071,-71.57616143685117,-157.4883043667743,116.42699677069048,0
Physical,Widowed,Non-Veteran,Hispanic,D,12.123216994632854,B,18.79582192816678,D,-50.192479446807916,-94.35466015256165,B,E,A,-27.188773782486138,36.147113767858045,95.72321080791623,-56.47400544804145,1
Physical,Divorced,Non-Veteran,Black,E,64.1422051777959,B,23.37874416475035,D,-33.035858708034006,59.070984605432756,B,E,E,-69.59163482238475,171.9379597801091,-37.335254487339526,-75.1875311199731,0
None,Married,Yes,African American,B,-1.1084914073682548,A,-72.55959369005183,D,157.7549954061155,-66.26554658793901,D,B,A,169.822781129793,48.66330790702358,148.29375522496053,69.54350544831894,1
None,Single,No,Other,E,32.442043181554894,C,-97.15590740423468,A,8.834480471281276,80.76851390403367,A,A,A,-82.48840547186047,21.614117709846216,-158.47631759295635,-95.8290173003495,1
None,Single,Veteran,Asian,A,58.31881275810788,E,111.8376287063591,D,66.63769114209963,-79.98555061237056,E,A,A,-182.52372671231493,55.26836623024521,36.30415030271829,57.67539690432144,0
Both,Single,Non-Veteran,White,A,46.11051712535207,B,59.776710750228915,C,-72.03041577703296,-78.3102919472125,C,D,C,130.6292353426793,94.64303051329553,109.83759421301467,-141.16757197372596,1
Physical,Single,Yes,Black,E,76.12311209939601,D,88.60649840654618,E,73.77870444153774,-105.03996864273249,E,D,B,-18.398450279872616,47.013373813588515,-46.199094013391104,88.57047850310413,1
Both,Divorced,No,Black,B,144.8961769307695,A,15.964236876517788,D,32.09737546705087,-74.50566469034516,D,A,E,34.300771869561935,32.43418070342926,273.42523915350023,314.880472848467,1
Both,Widowed,Veteran,Hispanic,B,51.465963114204015,C,24.358260698781695,D,95.38005154086467,-55.16122336908591,B,D,B,-51.5690062144714,45.25970256133861,108.97223296054193,-50.511350615085135,1
Physical,Single,Yes,Black,A,-198.31969534015414,C,-185.33710966328846,E,-49.06973018305033,-15.366619240650115,E,E,D,-125.5043794028406,101.29082947889071,-78.2123346218884,-130.88940646884063,1
Physical,Single,Yes,Asian,E,-25.330588988415116,C,-142.28576328531966,D,136.97996887725708,-81.64887312293683,B,A,A,-158.6469845688708,241.32294777875836,47.89434084635883,33.37509960856649,0
No,Widowed,Yes,Asian,C,-150.7790260936459,E,3.5700389343848364,E,-203.77693278209725,-43.70539520707087,C,A,D,40.37133396298876,-76.29638305121082,25.103556576689375,157.19975264093168,0
Both,Widowed,No,African American,D,149.30013971602133,D,-51.444542530888086,B,40.270038861581206,-122.79942420294606,D,B,C,162.58788788250337,53.48470174389669,54.84593974081277,-35.058140170395816,0
Both,Single,Veteran,African American,C,-111.61983827615786,D,79.75304753388605,B,28.934047546437412,8.243723298659685,B,B,B,-214.8961812681188,-63.73692021302516,-62.96820665449562,70.85818389396219,0
Physical,Single,Non-Veteran,Hispanic,E,-66.79755907055139,B,76.39106057843456,A,-108.61714243213176,164.1515151333098,A,A,A,124.35818099507226,78.24308481498646,-217.657746884829,-47.00823678999574,0
Physical,Single,No,Asian,C,-21.995453389980373,A,-51.17392433228215,A,-54.56942995126428,-112.08506946286339,E,C,D,168.9439189259228,-32.92568119101949,-202.28578148603992,84.95787433667587,1
Yes,Divorced,Non-Veteran,Hispanic,B,-103.35251016039295,E,62.37892969374763,E,141.85370423619693,81.366284173797,C,B,E,222.35485531698754,-50.75120545920522,-97.0492052385056,-82.36126520962898,1
Physical,Married,No,Hispanic,C,192.37826171395966,B,60.7042506222639,D,-110.08564053718905,-44.034291728817614,A,E,E,4.55267080639217,51.27143226783717,-252.86992400336112,-7.275839260714992,1
Both,Single,Yes,African American,E,1.204120711988061,E,-99.24422897103221,B,276.10410859727904,36.92863520518075,E,D,E,152.92182131499644,-27.767390678732053,30.972821594510876,139.36680321890432,1
Both,Single,Yes,Hispanic,D,-46.89396239955133,D,12.294926552985094,D,-40.42112967917167,58.815251868751204,C,E,A,-17.794912501075977,7.030086935923984,160.98054733222534,20.83559619764856,0
None,Widowed,Yes,Other,B,12.95416905634396,C,54.389555449506055,D,22.97755661953046,98.78355241233801,D,A,E,-97.50245070094485,-75.06133863146208,7.647380124848005,-13.268853528948629,0
Physical,Married,Non-Veteran,Asian,B,-46.495719545763095,B,-272.3130446961561,A,188.5648064787294,-17.739029534712195,B,B,C,111.54679406995918,-55.29655902823669,-22.561875741617225,161.38786695318586,0
Mental,Widowed,Non-Veteran,Black,C,114.41771001755257,C,-102.65082307566631,B,61.15846990940974,-10.455291991850853,D,E,B,108.42144331734119,61.26818874491073,51.66784443512834,26.178125887765923,1
Physical,Widowed,Yes,Black,B,-145.37241330569967,C,-47.26394982888216,B,7.7461699851191,-79.59331296492522,A,B,A,130.71561662426615,-196.83924221464068,-213.1984458218938,-93.90660355913076,0
None,Married,Yes,Hispanic,A,-61.28388951421232,B,-67.31636602459785,C,13.758535717514123,-51.83039068805713,C,B,D,-37.4922065909039,60.05233726962913,-144.69550783508413,-36.71616370151115,1
None,Single,Non-Veteran,African American,A,-60.5289580815327,D,-140.82880090878785,A,-34.84279526980895,-76.6327037848269,B,A,C,-232.77626198665925,166.7350632943294,42.35377610003056,-38.7308592526827,0
No,Single,Veteran,Asian,E,65.49484812893039,B,132.24037543525907,D,27.30775559949525,30.43138197344445,C,B,A,-58.355975004350846,-53.30712891020985,-12.828934742612294,105.7266870649359,1
No,Widowed,No,White,E,-81.78282018556902,B,16.02868749018049,E,51.94730715407591,-66.22543652224019,E,B,D,-147.3088712981315,27.25132444097222,56.80123517126068,-211.05699644376372,1
Yes,Divorced,Yes,Asian,B,-0.2639491423811181,C,-19.178988945021523,B,85.58107927029648,-60.59910891850494,B,E,C,112.72310438857778,-99.93648512060246,45.946135059722145,-11.573609094205219,0
Both,Divorced,No,Black,B,58.65931541438645,E,-56.68074566157121,E,-212.2791789606084,31.374275897176258,A,D,D,-127.23644175781136,-53.916144312919435,-12.785644491487364,-11.776162701502047,0
Mental,Single,Veteran,Black,C,60.18627972251211,B,-50.690191697206146,C,-10.863890722994245,71.87706151610861,A,B,C,-211.37084505761447,-11.249637961094901,56.82208416071468,207.38778620205395,1
Both,Married,Yes,Black,A,-65.80704653306205,E,-6.823823939461622,D,-1.4971823102468362,-63.860075829213315,E,A,A,54.106068312553035,-107.48057397960878,-36.42611194592323,-4.875258917264806,0
Yes,Single,Non-Veteran,White,C,116.73688846720272,D,-20.519662953563547,B,-88.63518320566857,0.7466519401535091,B,E,E,121.32730676469201,-33.212511792871105,-8.18013834555473,-29.667113991952256,0
Mental,Widowed,No,Black,D,155.12987090770312,E,-68.15035876887313,A,-132.05108850644675,176.2083820892562,D,B,B,36.18554714632962,0.05515661291852766,10.691412057190373,27.795675837981427,0
Physical,Single,Veteran,Asian,C,20.795563665642803,D,19.133095648307858,D,-61.33626540139618,37.79158691006075,A,B,B,-155.72507539076145,17.709808512439075,-120.55592051434856,34.65865290401869,1
None,Widowed,Non-Veteran,Hispanic,A,-87.51093240457524,B,-76.6986167318394,B,149.9624267096596,162.63572218992522,D,E,D,-10.618283114503885,-50.975853622961466,36.08848810521646,78.5828209263156,0
None,Single,Yes,Other,D,79.33768388231336,B,15.757685553607217,C,77.93692257669181,81.15845527251105,D,B,D,-25.865384113779054,-67.63424369207755,-29.765795282564,-193.38677899812467,0
Physical,Widowed,Yes,Hispanic,C,21.97868740256542,D,-53.34148153560173,C,-34.14479326785475,-67.59127935675563,A,B,A,-107.00392217345782,92.83503784124336,59.23790168481433,123.21578295708868,0
None,Divorced,No,African American,C,69.23605789081748,E,-52.49021107384599,D,22.70113511116666,1.8514415262863806,A,D,C,214.32391259192386,171.68550044056113,53.2210584953737,43.21516245909113,0
None,Single,Veteran,Hispanic,B,-135.8968945978508,D,-67.7572353557393,E,90.7523639417127,-46.116353651261086,B,A,A,-102.69356539292377,-63.55950337086802,23.340875457662115,70.7272329870836,0
Yes,Divorced,No,Asian,E,-56.289954941157006,C,-50.939293090579305,E,-25.13272431141071,5.111216344202027,E,B,E,59.70686196606615,-38.51163372566466,-153.18872427198195,0.3372987188540233,1
Yes,Single,Non-Veteran,Black,C,-91.3245067622706,D,101.76634193976153,E,90.35226872567208,-21.94619459701678,E,A,C,2.5957673110424766,-98.60825703886272,-62.54051587037368,28.86403426255618,1
None,Single,Veteran,Black,A,-134.09185247617165,C,-41.95988863069934,D,-120.2577546511002,131.2154869137604,A,C,A,-25.658868929451074,-77.93896571749558,64.17912800131008,128.39383881089978,1
Mental,Widowed,Non-Veteran,Black,B,-74.48158146301111,D,-64.10246219984637,A,25.51263972833689,118.45067630298438,E,A,C,-170.66264342088516,110.47690524671285,88.44613289199944,-77.46906613053956,1
