age_group,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
65+,Female,C,D,E,-42.04509441908501,A,C,51.25421625263213,102.96375469589091,C,0
26-35,Other,A,B,D,-30.156762527801646,D,C,92.78040121132378,-160.18288055380668,B,0
51-65,Female,D,E,E,71.46350290032878,C,B,38.99313061672298,73.44706066097135,D,0
51-65,Male,A,C,B,-12.277729416982096,A,D,60.04690464553423,-125.55184815700682,E,1
36-50,M,C,E,D,0.5009520440059329,B,E,152.5968600144029,-100.62967363271504,C,1
65+,Male,C,A,C,5.310103487497045,E,B,91.3448474273032,-33.49115339426127,D,0
18-25,F,C,B,C,174.5060917046307,B,C,-200.22401193213827,-51.690885255908626,C,0
26-35,Other,B,A,C,-26.1698560309413,A,C,-132.00453005297297,129.9642831909231,B,1
36-50,Male,C,B,A,68.67334358057633,A,E,-157.64988670059415,108.92951417349028,D,1
65+,Other,B,C,A,-48.18513485500798,D,E,-86.491833360226,70.31679148096744,E,0
26-35,Other,C,A,A,109.19407124081569,A,E,148.31777220959194,-47.43367586470224,C,0
65+,M,B,B,A,-8.659904693727443,C,C,129.527417395486,160.27213360381458,B,0
65+,Non-binary,D,C,E,11.156072124111631,B,A,87.59906182123758,-51.79770111740483,D,0
51-65,Female,C,A,D,52.28218407690759,C,C,-96.54228425379277,10.057234685380378,A,1
18-25,M,B,B,D,32.12974544867555,A,A,142.87425837597604,-13.573895299572031,A,0
18-25,Female,E,D,E,139.6482059045962,D,A,193.48780538968887,-71.74231556874237,A,0
51-65,Male,E,B,C,62.30217775347505,C,E,-56.709440866535374,-159.41140650471857,C,0
26-35,Other,D,D,C,46.30127198904117,C,E,-2.103517981062812,-108.32563066383139,C,0
36-50,Non-binary,B,B,E,18.27449782987415,D,B,1.3891848544402725,-147.86475013188183,C,0
51-65,Other,C,A,A,-79.72602052655769,A,E,16.43223147027652,-56.86072301440011,A,1
36-50,Other,A,A,B,-20.453581467131166,A,B,51.64928365357346,112.9672880891669,A,1
65+,Female,E,E,A,-101.51367073791617,D,B,-81.98854117302629,81.30686485920464,E,0
51-65,Male,B,A,C,-31.2629332093894,E,C,-19.00424890303836,36.78589475034378,E,0
18-25,M,B,E,A,-6.117643704096108,A,A,89.01873504046675,-70.9545640052073,D,0
51-65,Male,E,E,D,99.43717820144334,E,A,-91.67466862976183,-61.247538997532715,C,1
36-50,M,C,C,E,-5.501586475064717,B,E,-148.00230455098549,-24.354491486369557,D,0
26-35,M,B,C,C,-58.277965344512594,B,C,187.61288830900784,-49.2317921430342,A,1
65+,Male,A,E,D,-88.79606469403757,A,D,-77.3447115267618,30.03068819286721,A,0
65+,Male,D,B,A,9.631675507050872,D,B,83.03377593840153,-313.3082738161617,D,0
51-65,F,D,D,A,0.9234825060142113,D,B,61.134378187599495,-99.99823078186175,D,0
26-35,Other,E,D,A,54.384176552747896,A,A,-7.286464547240105,-153.23931596549303,A,1
65+,F,C,D,A,-39.20445291345291,D,E,-72.90552588559744,25.19346533529621,E,0
51-65,Male,A,C,D,183.2582031960896,D,C,34.83201642761158,54.90225933185747,B,1
26-35,Non-binary,D,E,A,-44.037921477963685,A,A,24.856807037132032,-13.792619222970625,C,1
51-65,Female,E,A,B,53.9087001805958,A,D,-83.08966515359826,-33.38665974422723,E,1
26-35,F,A,B,E,-69.30596996639085,E,C,35.286030316922265,112.64872842392238,E,0
51-65,Non-binary,E,C,C,-3.0183706585382946,D,D,36.71122631566263,99.46657217858521,D,1
65+,Non-binary,C,E,B,-123.53269524825281,C,B,107.73811577082937,-140.65062010464897,B,0
36-50,Female,A,E,B,-29.195405786416888,A,C,33.213678894086954,14.783222993674471,A,0
65+,Male,C,D,C,-63.00650573230298,B,B,16.524291265931808,-76.40587830112096,E,0
51-65,Other,B,C,C,132.3524670643438,E,A,-76.93766428159985,-36.59835152746827,D,0
18-25,Male,B,D,A,12.02021464606169,B,D,64.36202497793276,-114.12250243726139,E,0
18-25,Other,B,A,A,-8.088096905863761,A,B,86.88071456193188,-79.11910160679435,A,1
36-50,Non-binary,C,D,A,-28.15243075111196,D,A,-152.94049408192137,217.5390485209956,E,1
18-25,F,E,C,E,6.596659364380189,B,A,167.0397075766707,49.72211931705156,B,0
36-50,Male,D,B,B,114.17546043144198,A,B,-101.87836902925358,-103.50229652392018,A,1
36-50,Female,E,E,C,-64.67346225002414,C,A,43.36329215063573,-195.88794628749187,B,0
65+,Non-binary,B,D,C,116.76387220784106,D,D,19.11131214797062,178.56038841711296,A,1
18-25,M,A,B,C,-79.50677498723786,E,E,68.46630474731221,-83.154727989725,A,1
65+,M,E,A,A,-84.02206820995195,D,A,-64.16276201911928,109.87790774575971,C,0
65+,F,C,B,E,-8.71697488507213,E,C,-90.48434837622665,-22.82567885274773,C,0
18-25,Non-binary,D,A,B,2.271955559818509,E,C,-21.196903548287853,26.76463492705581,C,1
26-35,M,D,B,B,-148.71943988165384,C,E,-28.450615191007884,103.98834043315173,B,0
18-25,M,D,C,B,-106.96838608148722,E,B,-15.852097541514523,42.98601832809681,D,1
18-25,Female,B,A,A,-153.89123158147748,D,C,-70.35971982618253,-74.93300443976922,C,1
18-25,Non-binary,B,C,A,-110.54068282520562,D,E,208.9609850072228,137.66271565035436,E,1
26-35,M,B,B,E,109.54331654872496,A,D,-92.80955453926487,-102.24088829778961,D,1
26-35,Non-binary,E,E,D,-27.246055340412518,B,D,16.005378711427483,94.86634837231772,C,1
65+,Male,D,E,C,33.826095428865436,B,A,141.11708453346253,16.299586714329912,E,0
36-50,F,D,E,B,12.571511204435398,A,E,-19.38261144576196,45.02627307001692,D,1
36-50,Non-binary,B,C,C,-121.76735006850157,A,D,-40.04365869028887,-101.9441019807599,E,0
36-50,Non-binary,E,A,D,46.07163669138835,E,E,-146.3597241915814,129.89116949158702,D,0
65+,Female,E,E,B,138.71547054908305,D,B,-137.40354165841612,54.23005203681214,C,0
51-65,Non-binary,A,A,A,48.73168424723669,E,E,133.70365039057916,-113.23740429934934,A,1
51-65,Male,E,D,E,-101.38468764068811,D,B,70.2925632967185,-78.12304426960888,B,0
26-35,Non-binary,C,D,C,-6.6792769744236065,E,C,-162.93379568269071,0.8886101324800855,D,1
65+,Other,B,A,D,68.51830733241525,C,B,7.5715979687596215,-14.85444761498211,A,0
26-35,Female,C,B,C,-92.53421486504635,E,E,48.289563162886076,-53.89635405549076,C,1
18-25,Non-binary,C,E,D,22.208850178994275,E,E,-53.26517769709335,-11.754729890944107,A,1
36-50,M,B,C,C,40.20257888065487,D,D,-55.43190873245365,-4.899254422555262,B,1
51-65,Female,C,C,E,76.3938408797933,D,A,-117.67301808485355,136.99175105389935,D,0
65+,Non-binary,E,E,E,-37.6514445772029,A,C,141.50595529200046,95.44778063725295,C,0
65+,Other,C,C,E,66.57169748343318,D,E,0.2896792316078268,24.342800041411255,A,1
51-65,Male,D,C,A,-21.374960516833426,C,D,-73.28653362941304,-140.5398215561128,B,1
65+,Non-binary,D,A,A,181.5208782936711,E,C,-43.92432536506327,78.6141164980121,A,1
26-35,F,A,D,C,53.5872810683628,B,C,145.46295804807986,-106.42642040007794,C,0
18-25,F,A,B,D,134.91662661622377,E,E,129.7856594495737,-30.21416505712169,E,1
18-25,Non-binary,C,D,E,123.12828876209734,A,D,-19.73202567725468,-59.923102303301114,C,1
65+,Non-binary,A,C,E,26.080358400765245,E,E,20.34418811149509,-49.77375793668221,D,0
36-50,Male,B,E,C,236.32799427224782,D,A,70.27335387829186,-73.9788869164067,D,1
65+,Male,D,B,A,12.521008213194138,E,B,7.622694432743299,-39.69256606746881,A,1
65+,Female,A,B,B,22.71926510508449,D,E,-23.145308072035444,102.9252251171234,E,0
18-25,Other,A,A,E,154.6813167362037,B,C,-72.77853965727135,98.79133766542724,A,1
18-25,Female,B,B,C,54.83527343120406,B,A,73.21375784758798,2.698936406100332,B,1
18-25,Non-binary,E,B,A,55.75603157909763,D,D,-90.23429631468464,23.826335259092403,D,1
51-65,Male,E,D,C,2.0204113748585844,C,D,71.68944407524927,82.78263045352789,B,1
18-25,Female,E,A,A,-125.73650681724997,C,C,104.65662607244643,-98.47414140504989,E,1
65+,Non-binary,E,E,C,170.43648415174374,E,C,135.71549106567227,112.31753775341477,A,0
18-25,F,D,A,E,165.19653030024233,D,E,-78.6583129629053,241.52039360324298,D,1
26-35,M,C,D,C,114.84962683653461,C,A,35.90186635016869,-77.51033233101184,B,1
18-25,F,C,E,E,-94.31850232638011,E,D,-66.81849493032026,-125.49778734190038,E,1
26-35,Female,B,D,E,-54.77339590610537,C,C,-82.3559777013537,-41.35302434092067,E,0
26-35,Other,A,D,A,109.4332660454964,E,D,93.97840332350826,-150.33806082326095,C,0
65+,M,A,C,A,97.20456299161859,C,D,69.32210793930257,-61.06768731778601,D,1
36-50,M,D,A,B,82.67390301773368,E,E,89.16750414500714,156.37835821388595,B,1
36-50,Male,C,D,A,92.54710896916195,A,B,-84.56911913564747,28.87004768333655,C,1
36-50,F,A,D,B,53.29209457692057,D,E,42.43826833357344,89.45829977134039,E,1
18-25,M,C,D,E,-60.75313597020342,E,E,-190.12257248040797,7.414949328335224,B,0
51-65,Male,E,E,B,19.572685512938502,B,C,-104.29547055217765,46.78910087104013,A,0
51-65,Other,C,A,E,-103.61428592138546,B,B,-141.0596590853053,-65.72006652730458,C,1
65+,Other,A,D,A,-4.665518718166663,B,C,133.5927332640472,17.342300625092605,B,1
36-50,Non-binary,D,A,B,-130.95278900505622,A,C,-119.70076280576252,34.882128732799636,C,0
18-25,Non-binary,C,A,C,-172.95008048245904,D,C,87.30716001023117,-15.480841516255401,E,1
65+,Male,D,A,B,59.63877664042967,B,E,38.86980201909701,-6.733296942630348,A,0
36-50,Male,E,A,E,-2.8949641174016736,E,A,33.012746888066694,-209.8680651002475,A,0
65+,Other,D,E,B,39.13571139354365,B,B,78.19719739166734,-28.253985762260886,A,1
26-35,M,D,B,D,-200.80425633343145,A,C,-41.83586289637033,-162.13351300488324,B,1
18-25,Non-binary,B,A,A,149.56704506055075,A,B,-89.4438038414988,180.00602114558512,E,0
36-50,Other,E,A,D,-67.40543709826117,C,E,-419.09168513076514,34.88293935400314,B,0
36-50,Male,C,D,E,11.890179659008545,D,E,16.556098185441513,106.55061966191364,D,0
18-25,Female,A,C,A,54.25924663278252,E,B,138.88580183667634,95.82918393572531,A,0
18-25,Male,A,B,A,323.1870471651895,B,D,77.3037965426553,168.4845096049663,C,0
26-35,F,D,A,D,43.73807176922908,A,C,-132.536763804189,-67.4105565253379,A,1
36-50,Other,B,C,E,43.8648263206409,E,C,-20.23734236715622,-120.50307509245644,D,0
65+,Other,A,A,C,-217.29589474458334,A,E,45.12593831046027,-167.9181502616437,E,0
26-35,Female,A,C,E,-91.96222421921357,C,D,-88.58797247610968,76.84716921847003,C,0
51-65,Male,B,A,D,24.605028232228168,C,A,127.62499598306762,72.26350057753618,E,1
18-25,Male,B,D,E,161.08964150878887,C,C,-126.05344940705059,-127.27793208660636,C,1
51-65,Other,D,C,E,-111.73367647007866,C,E,-10.979345707561526,-50.89996376919267,D,1
65+,F,B,A,C,48.03105288529554,A,C,20.510072532333535,-42.912667552175456,E,1
36-50,M,B,B,D,0.5658191379217336,A,C,-64.29049988126046,172.1472874697938,D,0
51-65,Other,E,B,B,44.88968020696297,C,B,-107.2304606974662,117.61176507837179,E,1
18-25,Other,B,E,D,-92.59060927711786,C,C,54.438870024215255,-162.95036306194677,C,1
51-65,Other,A,C,B,16.2649595853733,C,C,126.34823705571925,101.39070531514453,E,1
51-65,Non-binary,A,A,D,-16.887803360539507,D,C,0.8455032034450385,-14.680001334466391,B,1
36-50,Female,B,D,B,-88.38239604707401,E,A,14.375612238525603,-105.20314880194219,D,0
65+,Female,A,D,C,-155.0018742495425,C,A,141.1926442802932,-41.60422561820399,C,1
36-50,F,E,A,D,-120.4350647490161,B,D,-28.773032380783604,-5.802640256577176,A,1
26-35,M,A,D,E,-72.130243678696,B,D,-35.245394623424495,-166.28025159532822,D,0
36-50,Other,C,E,E,-108.30232332304814,D,A,-85.722845192832,125.67057586097927,D,0
18-25,Female,D,C,C,-65.20931769126086,E,D,115.43610854197523,256.61400635443295,D,0
51-65,Female,D,D,E,33.507989678242524,B,C,16.97692068464565,81.67730825213769,B,0
51-65,F,C,B,D,48.713870931071376,B,B,157.86520689340608,-36.6931072923129,B,0
26-35,Other,B,B,C,-9.249470080437442,B,C,75.10051671255191,45.960751738987895,A,1
18-25,Male,D,E,C,51.875002934452965,D,D,166.4273137851771,-157.77868147071302,B,0
65+,Female,B,E,A,63.56204595904068,E,C,-194.27303209096308,190.42890151026995,C,1
65+,Other,C,A,E,-79.59579036084374,C,C,-69.6376614039721,10.953358086429722,D,0
36-50,Other,D,B,E,-94.3712503687374,A,B,101.58695175595523,86.58945457346366,C,0
65+,F,D,B,E,76.14440992695552,E,D,21.156485216428628,14.128009213559887,A,0
65+,Non-binary,E,B,C,172.2013234673898,C,A,-53.305106498767884,68.72954744267571,A,1
26-35,Other,C,A,B,-35.77893230027003,D,D,37.417946631725535,79.90653855141811,A,0
26-35,F,D,D,D,-113.67831403409392,E,B,132.51606634974337,-54.42350180741903,C,0
36-50,Male,E,B,E,90.63671191373253,E,C,190.92937356553446,53.478186609206446,E,0
51-65,Other,B,D,D,-138.66090986727338,C,C,-226.7079368751596,-36.70230648189383,C,0
51-65,F,E,B,E,-126.04064346332315,D,E,-58.12455645841486,-73.07657544906915,E,0
18-25,F,C,C,E,64.81806268754553,E,C,-133.99384671783358,25.426708202336563,A,0
36-50,Non-binary,A,E,A,-82.93571475892048,B,B,-60.86269266758286,21.391845712257844,B,1
65+,Non-binary,D,C,A,-33.563967877563854,E,D,-92.178333386685,-20.018134976234478,B,1
36-50,Other,B,C,E,118.09644141623856,A,C,-8.846495256913386,-128.63421531782353,C,1
51-65,Other,D,A,C,-179.8283207068942,A,D,96.04520893553715,-4.993392849428613,E,1
36-50,Male,D,A,C,-107.43534675618905,B,D,-37.9393950452411,-158.13382218153694,E,0
26-35,M,B,E,B,-63.51892411888546,A,D,-61.861302360664396,-14.020070413773484,E,1
26-35,F,D,D,B,-39.49584587848542,B,A,-13.746680477247237,52.70845403768445,B,0
26-35,Non-binary,E,A,C,66.457194563122,C,D,12.67797693252693,-90.64561522884281,C,1
51-65,Non-binary,C,E,B,-4.424678956244368,A,C,41.50671838222156,-70.56904064680761,A,1
36-50,Other,C,A,B,30.779243991205075,C,D,-94.53579306798548,-34.06883322746906,E,0
36-50,Other,C,B,C,-14.875699807608664,B,D,15.321050112369743,-203.92771439406232,E,0
51-65,F,D,C,D,-60.10707733398357,E,D,17.348937983131194,-134.4660849854932,D,0
36-50,Male,E,B,D,200.42162829636655,C,B,-81.1613084907353,-113.66895164965061,E,0
36-50,Other,D,D,B,78.47745611139702,D,D,-120.08501252013848,-101.5568675614505,B,0
18-25,M,B,E,A,110.48114149501009,E,D,115.11160429425114,27.519793379957807,C,1
65+,Female,C,A,E,20.373199231613118,A,D,-113.16728031607117,23.828641948900902,D,0
36-50,Other,E,C,A,-89.10464709848358,C,E,5.700572772767657,-125.8781381531001,E,1
51-65,F,B,A,D,22.0307447816463,A,E,55.61256244095922,-90.44352183321003,A,0
26-35,Other,B,A,A,-111.40096207478136,C,B,-14.148334760131634,206.39960278126856,B,1
18-25,F,D,E,A,175.82789515389334,D,D,19.090192729741815,-20.16191270991749,E,1
26-35,Female,E,E,A,56.65722102745817,C,C,-65.50262720784536,72.8615755025733,B,1
18-25,F,E,C,D,115.37420679155788,C,C,105.8060149040538,138.0527233113834,B,0
51-65,M,E,E,A,144.5445766927963,B,C,93.53889628567879,-66.30765427455957,A,1
65+,F,C,D,C,-213.32458594516285,B,E,-70.19068567258769,191.54820484878744,C,1
26-35,F,D,E,A,-30.329614764037228,B,D,87.07388189899085,126.43828922533906,B,0
26-35,M,B,B,E,-155.68934995685643,A,C,200.551043623958,64.26338744715488,A,0
65+,F,E,D,D,-154.1385363195364,D,D,-84.8458255639445,-51.72950277110888,E,1
65+,M,B,A,A,-71.81531600910877,D,E,31.349807057799573,-18.58945212866687,A,1
51-65,M,E,C,B,-192.05189920612793,E,E,162.0773148067863,-178.63793585590605,A,0
51-65,F,D,C,C,27.896345269916743,C,C,-82.68697474416454,192.54374964937898,B,0
18-25,F,D,A,B,-73.71702130856498,E,E,-75.49487051629224,97.62200037385121,A,0
65+,Male,B,E,A,34.87028134757076,B,A,-81.99164292246445,26.009831005788453,A,0
18-25,Female,A,B,A,-188.62973849253112,C,B,-162.64449868789066,-126.35744161228612,E,0
36-50,F,E,E,A,73.65757116238403,E,C,4.2393346653884665,-103.84485726838051,D,0
51-65,Non-binary,C,D,B,66.22879922820708,E,D,-88.40597926357984,-87.71012725656156,C,0
51-65,Female,C,B,E,-9.744150339159651,E,B,-171.18322179884277,90.18166101563492,C,0
26-35,Other,E,E,B,-71.7484252100145,C,E,36.16662729166199,-101.12911211528679,B,1
18-25,M,D,E,A,149.04399263177476,D,E,-147.5920777336372,-85.64283562343246,C,1
65+,Female,B,C,D,194.20195330178635,A,B,141.66082431324028,-72.30587370721531,C,1
18-25,M,C,B,D,52.75605679048565,D,E,-59.42259412388962,42.342189223453715,E,1
51-65,Male,C,E,C,77.31093335750707,C,E,54.2518473686714,-51.14927855693034,A,1
26-35,Non-binary,B,C,E,-0.9844447573087812,A,D,178.7797041831931,59.237744427259955,A,1
65+,Other,B,A,D,31.51583487808415,E,E,0.8894847774241427,-148.77867789645626,B,1
51-65,Non-binary,D,C,B,63.79775979977463,D,D,150.23903807439112,-7.665289242818435,C,0
18-25,F,D,E,E,170.62422932173155,D,A,-15.991853571591117,47.06722209931892,B,1
18-25,F,D,A,C,21.973130351524368,C,E,-214.2108100397548,56.35447246974349,D,1
36-50,M,D,B,C,-89.28701277651724,C,C,62.23371531530596,-69.41820044060144,C,0
36-50,Non-binary,E,D,E,-1.900234910275291,D,B,66.75043520172349,65.94571391707984,D,1
26-35,Female,D,C,E,-72.19111009393522,E,C,144.01720355129487,5.126877318631831,D,0
36-50,Other,C,A,E,-67.53591274647076,C,D,102.15206980655176,108.8663885719052,C,1
65+,Other,D,C,D,119.78534464998249,D,B,227.43180420543098,81.82809342977461,A,0
36-50,Female,D,E,C,45.9261876861014,A,D,-88.97513997178021,-17.39395574017025,E,1
36-50,Female,D,D,D,87.11206774636297,C,D,-128.11924481027276,-62.67187935388986,D,1
18-25,F,E,A,A,125.07334889765434,E,D,-81.07938675846552,26.55042677694644,B,0
65+,M,C,D,A,-13.947875382085757,E,C,-19.957074201013842,154.28219275384293,B,1
18-25,Female,B,D,E,42.10719716674653,C,C,-49.41668331829148,52.26882512975385,D,0
36-50,M,B,E,E,11.165722565117168,D,D,77.58372455200812,155.61346957847599,B,0
36-50,Non-binary,A,C,A,253.56546923034006,C,C,49.75804318115063,6.324524826223025,D,0
36-50,Male,D,B,A,-64.51868426571464,A,B,-97.14328583748384,-137.40773595033866,A,1
36-50,M,B,A,B,86.27235055105422,A,C,46.98200169290454,34.32250869452141,D,1
18-25,Female,D,C,E,-30.556405753432585,B,A,109.83177757016011,-100.05783715247117,E,0
51-65,Other,A,E,D,-19.416410720170703,C,D,-49.78329637232059,-137.44893412538755,D,0
51-65,Female,B,A,B,103.07191345479461,B,A,-36.73452777873484,-84.69866051063401,D,1
65+,Male,E,B,C,-182.68633563007273,D,A,-195.56543605777637,-175.92988358337166,E,1
65+,M,C,C,C,-3.6237920928362803,E,B,56.48415115566252,-71.46679446944066,B,1
26-35,Non-binary,A,D,C,-115.14391230709865,A,B,-38.94466188452115,5.9079135407581145,D,1
36-50,Female,B,B,E,79.45406270363101,B,A,32.12662576311881,-89.30551044501544,D,0
65+,Non-binary,C,B,C,21.223904478261932,A,E,-78.94826461138535,-14.22839174921418,E,1
51-65,Non-binary,C,C,A,81.09846438034658,B,B,141.78370948370937,191.9065248083972,D,0
65+,F,A,D,E,30.30699650457292,E,D,-81.16005527166959,59.74086251346279,E,1
18-25,Other,B,D,A,111.65375250545534,A,C,206.38466724254698,-89.00003306445508,C,0
51-65,Female,E,B,D,124.90459647450278,A,D,89.90322839501663,-80.22833092448208,C,0
18-25,Other,C,E,C,73.68249472059915,A,B,105.76273251042187,70.62126123966475,B,1
26-35,F,B,D,E,43.34424243982139,A,B,-80.60407556692196,109.67272086402356,D,1
36-50,M,E,A,D,120.85556841547205,E,C,66.04833287916502,67.20568173232141,E,0
26-35,Male,C,E,A,121.21375901529225,C,E,-59.701011432730425,42.21015862978619,E,1
36-50,Non-binary,A,B,E,153.79213697762444,C,D,59.3612810399802,39.17658577889735,E,0
36-50,Female,D,D,D,-24.617262813299128,C,E,65.11845080202438,-5.6493861312911,E,1
18-25,Non-binary,C,E,E,-21.35962171562063,C,D,8.578153739633445,-63.70073813592588,D,0
51-65,Other,A,E,D,63.77002999454766,B,A,-125.97362066795021,99.7493709775891,D,1
36-50,Other,E,E,D,14.656442763033835,E,A,80.82720130142825,-60.30417795981737,C,1
51-65,F,A,D,D,189.87570862344205,C,B,26.597363671098297,12.452384512674072,A,0
18-25,F,B,C,A,54.599198164456176,E,C,96.88267059581989,-64.92958997016743,C,0
26-35,Male,C,A,E,-115.29955356698846,A,E,35.32179060065288,-187.32710502381673,B,1
36-50,F,D,B,C,-83.83684430238512,D,E,25.29927161507315,-218.14571384554782,A,0
51-65,F,D,D,A,53.42656894926675,D,E,35.43331895208551,44.65827425104798,C,0
18-25,F,B,D,B,-39.24871379527275,D,B,28.718488066954922,-37.13136177326674,C,1
51-65,Non-binary,A,A,B,-61.71346760203824,C,A,142.5892754069565,114.63893069215186,E,0
51-65,Non-binary,E,D,E,-2.3910970461840573,B,E,26.773139635308947,-93.94251056279329,A,1
36-50,F,C,E,C,56.17589770610548,E,B,58.69450215817898,157.02493548726693,A,0
26-35,Other,B,A,A,62.32666082738576,B,D,-81.18170641825465,25.087369087336075,B,0
65+,F,B,A,E,18.661034750902786,A,B,94.39502286981124,52.566552485059894,B,1
26-35,M,D,D,B,-156.48168326597582,D,C,-19.71503127218881,-71.85768932020208,D,0
26-35,Male,B,D,E,-15.02484860132757,B,A,-33.979014535090606,54.145933936397704,C,1
51-65,F,E,C,E,112.68438566165557,E,A,-74.38287640711098,-64.44575553231513,C,0
26-35,Female,C,B,C,46.61463372319958,B,A,-95.81994679876655,-4.8183374943941875,B,1
18-25,Other,D,C,E,68.63743757224837,C,C,27.902241841348452,-17.443160046745813,E,0
26-35,Male,D,D,C,-79.98370544894715,C,E,134.27362177800867,215.7374559737795,A,0
36-50,M,D,B,B,111.80966817909702,C,C,-119.47417575308059,-24.36197350648202,C,0
51-65,Other,B,A,E,-64.89145119828368,B,D,207.26839766637107,111.75829860388941,C,0
65+,F,A,D,D,118.15200615940495,D,B,-184.43020619540252,-61.51935002779073,B,1
65+,Non-binary,A,A,E,-132.38874907610253,E,A,-210.3615151635881,-68.49078853127438,B,0
65+,Non-binary,E,A,E,120.06113987850206,E,E,-190.15607009701895,-67.04250553499091,C,0
65+,Other,C,E,D,-98.95690444125566,C,C,-44.95769473215735,113.8078361230373,A,0
18-25,Other,B,B,E,27.696992429508498,D,C,-210.08904945387923,-50.10027795257147,D,1
