disability,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Physical,45,-27.06918784911723,-196.31417704887363,48.59831096492819,C,D,D,0
Physical,81,155.99381020973948,-82.58837803217423,-29.802652322439727,E,D,D,0
Yes,30,-30.205611830201214,8.722910523439252,169.49914857510404,A,A,D,1
Yes,79,165.2247734943004,-46.933215469651635,-38.925826657364865,A,D,E,0
Mental,27,-39.745797469161296,4.313367902738703,101.07925848441417,E,E,D,1
No,87,-35.63261248422363,21.450515623104614,-134.67699752369015,B,C,C,0
Physical,96,22.98834937044419,33.1411614210955,39.06126600015246,E,A,B,1
Both,34,-81.61282788843572,-41.40140292576614,-87.16876162439281,B,B,B,1
No,87,68.40362412453148,-60.486954467685685,-34.73515161629038,A,E,C,1
Yes,40,20.59691324850389,-110.91479489158999,-44.35017696187805,B,C,E,0
Mental,19,-65.98431715798539,66.31528994961245,-4.056976881106649,A,D,C,0
No,48,25.889279524815144,-131.7681743688783,100.1039537078373,A,B,C,1
Both,61,135.6727600675715,43.87868540056238,-8.143844162063917,A,C,D,1
None,28,-5.885876558382695,-9.163176250592914,-55.467085032063345,D,E,C,1
None,34,67.39405822851849,-73.06982584883457,63.37794314192011,D,E,B,0
Mental,79,-38.90211904234779,261.503169399162,134.3666610363726,A,E,D,0
None,47,-144.7646226194008,-44.12133891068704,5.159434019853241,C,D,D,0
Yes,43,17.36849756529321,-152.07308389526634,-52.09816830659598,E,E,B,0
None,32,-173.29974131793688,35.79338722874942,-11.287052393479534,B,A,D,0
Physical,38,-108.04992612068996,94.10500949367628,-188.231237079288,E,A,D,1
Yes,79,44.185789176421,-62.39879115020748,-63.494135220994906,E,E,B,1
No,80,62.62517241425677,-30.703762896690538,15.031046456766806,C,E,C,1
No,66,-16.318169370248114,24.56524327959098,95.89432251427722,D,A,A,1
No,48,-79.54510337334824,-79.92443262022407,-20.00601505289314,E,B,A,1
No,68,84.89449209683355,111.64776454860541,-136.0690355234227,B,E,D,1
None,34,-19.978628440308874,-56.458773314667496,-161.39358041968822,A,E,A,1
Both,58,-57.60194031311372,-24.84661075041561,-92.81047677089501,E,B,D,0
None,47,50.80310771154398,-42.341578078895,-140.1321994470141,D,D,E,1
Yes,64,-91.66534187526094,-46.01890336504645,-58.06045599692471,B,A,D,0
Yes,56,18.570527456092805,-146.25642104757188,-33.93177707357606,C,E,E,0
Mental,57,32.88248197860252,-11.468411359564106,92.69020517763084,C,E,D,0
None,24,133.22782502752392,81.60104750937262,48.67053376363006,C,B,A,1
Both,22,0.22143893077307503,46.19541405566074,67.27591616427617,D,A,D,0
None,84,146.27091509329026,111.72966285857405,-133.96871562418016,B,C,A,1
Mental,33,-28.84383158479761,-133.00972567871787,19.911497992014375,B,D,A,0
Yes,92,-130.62922808013383,47.432335569247186,230.52877671131915,D,D,A,1
Both,35,50.1070395785779,-226.61905372062506,-6.4434416632745055,C,B,A,1
None,94,203.5473619236738,-112.63790719057015,-36.775714000971576,D,E,C,1
Mental,32,1.3514682141816277,-20.168514850041415,-140.49361576951134,E,A,D,0
Physical,75,3.5713399827244974,29.341199634727168,-104.70856699371826,E,C,E,0
Physical,43,68.84114209631072,-21.412525613076973,-21.51950759191605,E,A,E,0
Physical,22,131.64877650094897,26.711310554365316,-39.155725495354226,D,B,E,1
None,45,-7.720675825221777,-158.30386781105182,26.354166884387283,B,A,E,0
None,73,-69.54888608988777,-185.36832295059577,-139.12632670822796,C,E,A,1
Mental,22,69.02520810896007,62.62159465809067,108.47199379388191,C,C,A,1
Physical,66,-42.0066189102136,13.501712456572568,-28.059143489237055,D,A,C,1
No,61,114.51630220321725,-65.02569203147618,-35.06108346661425,E,C,B,1
None,91,62.49067427806243,-18.973317029198185,144.04185484252213,E,A,E,0
No,49,-0.1182404283515278,-48.99955733218452,-16.579415854977437,E,C,D,0
Both,32,8.662887393686354,-60.674088626412036,136.54680155578203,B,E,B,0
Yes,77,-111.63287220548501,126.78443532672208,-15.954110728578414,E,D,E,1
No,46,8.397083571941526,-103.3999333537817,-134.83728430829095,E,E,D,0
Both,97,-102.67127857584389,-196.07993251959272,-17.262706261822107,E,B,C,1
Mental,56,107.13954069181311,-173.138924274632,-163.92057854319043,C,B,C,1
Yes,26,-5.877996062230739,210.5875009709549,-241.99966334604818,B,C,D,0
Yes,83,66.32256689623298,178.7904640608894,-190.1302987142919,C,B,B,1
Yes,27,-46.408945068768794,-91.36727016676844,-96.96921937500936,B,D,A,1
Yes,96,57.71203565604623,-30.61690040768625,212.60755252660698,B,A,C,1
Both,76,120.55563274720751,-64.41481973978198,67.95058589743492,D,E,D,1
None,19,12.75878628955047,8.119294660409475,-86.97432090535663,B,B,A,0
Mental,43,204.03362912876082,-31.229384868199304,-122.6379650407097,B,A,D,0
Yes,50,-195.97195040812784,16.41666959903771,2.1716550229353913,D,D,A,0
Yes,95,74.3233227238696,33.30426573052119,36.42563981644744,D,D,B,0
Mental,27,-2.2901825164124303,3.601626997013928,-43.841822300417235,C,A,D,0
No,89,-213.1227424119843,64.0975852692495,191.4045272716748,A,D,B,1
No,99,83.27361128167404,-149.45959177763842,-21.544510710071528,C,A,B,1
Physical,95,144.74483791762898,-46.45201999400202,-102.63727264345334,C,E,A,0
Mental,64,56.42075545942421,118.06555337493161,94.34709300539159,C,C,A,0
None,35,46.84514896091964,-205.58074374216062,-148.36336893982366,B,B,A,0
Physical,94,127.29367697220184,103.19172961095448,232.806669246801,A,A,D,0
Mental,48,-171.35132679608006,-140.64817436838803,15.88118247711456,E,D,A,0
Both,30,108.07138814536121,10.532444432249335,-199.9427272288263,E,C,A,0
Physical,86,119.67321480619286,21.39199457814206,-41.708429615182716,C,C,B,0
Mental,41,-15.342609196055204,-19.810979302796717,-19.090052256506272,A,D,C,1
Yes,76,92.54022236538722,-121.26956070777098,63.57044139404704,E,C,D,1
Physical,58,-22.94048575901196,-46.8765054668501,94.62437549490227,C,C,E,1
No,36,-138.53519227897974,-11.684311998130704,-12.424702969952579,A,A,D,1
None,80,-185.75957495607406,112.15407594298989,91.32911500701698,D,E,B,1
Both,62,2.9542266916422246,-224.31421222600187,47.39970216161489,D,A,D,1
No,18,-0.628943743139886,-117.25699101483795,61.34812213853483,E,E,D,0
Yes,50,20.55777348836809,17.68171085690484,157.14938357232805,E,B,E,1
No,82,-96.75379238601963,46.52651929257012,-246.07086177847984,A,D,C,1
Physical,20,94.26061987028925,41.00862624438347,40.045694333649266,C,A,D,0
Physical,81,-55.05322615314196,41.71450358425622,21.963306510154823,C,C,A,0
None,92,-4.489780928650328,157.80243156747665,-186.84971058179295,E,E,D,0
Yes,27,-197.04276238135907,-73.51845142842554,-151.9657474683048,E,B,B,0
Yes,18,-57.448562102882214,104.47867802662596,119.87837023123684,B,C,A,1
No,45,140.95898397461997,-44.02978521471954,-30.969414407982065,D,A,D,1
None,87,-83.74079937457533,92.37497246544343,156.55279059720283,E,A,A,0
Both,91,55.90214323264996,-45.63183393184566,17.787249051831115,B,D,A,1
Physical,58,23.6694023625839,106.52939725725112,23.331364791667223,B,D,A,1
Physical,48,-141.12863916291496,-46.58148631258204,2.3943919114507524,A,B,E,0
Yes,50,-109.85795004211249,30.86806616369643,-94.5572266204799,D,C,D,1
None,34,110.25381571090827,49.43408062022841,84.05430717764455,A,D,D,1
Both,82,-51.75053641782259,-134.60445104872852,-20.039256411932207,B,B,C,1
Yes,66,76.46529160098808,-68.20303688243166,60.54694824688245,B,C,E,0
None,74,124.52734173675478,160.84419531388772,-88.18080285588461,D,A,E,1
None,20,17.63418598189986,47.91695264459834,85.07528589744526,D,D,B,0
Mental,78,95.56938831811827,-154.32823446645668,11.818286883985976,D,B,D,0
Yes,72,-12.34089082427329,-212.60380680433468,-10.23952549003379,E,C,A,0
Both,26,-58.05468982024317,21.788903368195754,-189.7414746316809,D,C,D,0
Physical,87,-52.08226873522057,-7.921621946232436,34.2606305539219,C,A,B,0
Physical,89,47.612050442495914,61.21451208138827,83.78958296146183,B,B,B,1
Yes,89,89.48924790540774,264.02007944391136,-18.815171894739414,D,C,E,0
Both,97,-152.0706568213598,-46.79139360610525,-21.820850649506603,A,D,A,0
Mental,33,-73.45088493975432,-1.766388291812163,118.30700916692116,B,E,C,0
Mental,64,-142.12282054066912,24.442815851158336,1.2545442936866795,A,E,B,1
None,64,-52.156744172549786,-66.73341054554317,-46.85132007425713,E,D,B,0
Mental,89,-48.62136789684584,-97.29773791181941,-194.7538241823683,A,D,E,1
None,60,112.83660698246483,-58.6014432234656,92.5910655651862,C,B,C,0
Physical,40,-80.41555513306746,-54.65016283326767,-159.6684958089812,D,B,C,0
No,59,7.011963573886561,150.2456218004816,33.126094094561466,E,E,D,0
Yes,56,-107.12222705541569,-27.598260086642014,-55.78772864420344,C,E,E,0
None,56,39.667335296711315,-110.43492610503527,-252.2020037623518,E,D,E,1
Yes,89,-144.03485554034054,-43.04251935597615,-36.532297812721666,E,A,C,0
Physical,55,-145.38959784788466,-87.47549303543138,-2.784894443186594,A,D,A,0
None,30,-137.50024073492844,-79.7151610071494,159.87862104011313,D,B,A,0
None,89,87.86151636654613,168.888980100867,-149.85502618450766,C,E,A,1
Physical,76,15.190922224579396,225.89364859167262,63.87856385472772,D,E,A,1
Yes,83,-87.37436386402823,-120.65049455701302,-108.74833794222889,D,A,C,1
None,39,54.26086411052946,-56.40739013665995,-39.76097374783671,C,B,C,1
Physical,63,-0.5027850165032461,-111.47022207629685,76.19711445357413,A,B,B,1
Both,53,48.45881596998745,-14.442689718698492,99.81720847806324,E,E,B,0
Mental,62,-24.381559509314457,213.418842201152,152.03595750621398,E,A,A,0
Yes,89,-114.015265502428,-86.70159080677537,-90.01622514630805,A,E,B,0
Both,92,-33.15793706495619,-122.05028069997151,94.61198418980881,D,E,B,0
Both,77,-13.578255688027205,217.34099548639762,-165.7059505181312,C,A,C,1
Physical,76,-282.29971201437286,99.51548917614849,-28.370598674261615,B,B,E,1
Mental,96,156.05748055854718,14.467603896379334,10.839359795241949,A,E,D,1
Physical,20,-34.52190407577791,61.28978122808885,73.69358924369456,C,C,C,0
Mental,89,-150.87054079878845,-33.715340189594286,109.2142280668223,C,D,D,1
Both,58,30.88985789504644,123.59093672508405,-10.01871157482778,B,D,D,0
Mental,86,44.03677982322255,-45.54892989831485,-43.41431363569538,A,E,C,0
None,95,-149.71154654463479,21.028273296977257,-177.91998774663736,B,D,B,1
No,99,-11.531004761335398,178.7084409451978,-276.94321508476963,B,D,C,1
Both,69,49.11019047710952,-122.23130453964134,-91.92614643904982,E,A,B,1
None,60,93.55502044242428,-26.979794614557047,-30.915550322136205,E,D,A,0
Mental,26,-76.39944359553303,-107.48289244801083,42.81883315085713,A,B,D,0
None,39,-51.156525346236435,-34.18432045060846,-39.40152380431975,D,D,D,0
No,34,27.987212503892593,-118.7599222485722,314.8263915291372,B,E,D,0
Physical,41,39.87865206012136,-11.627732004599054,-72.6373668791714,D,B,C,1
Both,57,-89.66743486452526,1.8972248025669793,16.303682426406333,C,A,B,0
Physical,38,29.11518800721088,-126.96046868317654,-68.32250558167539,B,B,A,0
Physical,85,68.21049376685451,-154.21403914051183,-57.5107462361614,A,B,E,0
Yes,56,-44.384814910115296,-42.51242200962344,-14.301848160057615,E,C,B,1
None,31,-82.30203723488162,-48.64066493282077,-92.77869076262533,B,D,E,0
Mental,30,-35.098887059228126,9.445732895731524,-23.56366168523118,D,D,E,0
Physical,45,-139.48033366468928,3.506370672475726,105.8193043588443,D,C,A,0
Physical,76,-55.828021346286896,163.3494116592936,89.96364139881395,A,C,B,1
Both,95,-125.28708583753098,108.55652769265522,145.0076859492014,A,E,B,1
Both,91,-91.6793579033662,-63.186835381242965,21.12247447118657,C,E,D,0
Physical,99,22.313520543917992,79.15474437307752,63.81419745305931,B,B,A,0
None,49,38.436615475670834,108.53432460578824,-223.6849414154076,A,B,A,1
None,23,-91.41500580244461,61.0006034585259,-13.411210215972327,E,D,B,0
None,72,-62.698072841438155,-250.78075141328026,-57.43949607228075,A,D,E,1
Mental,55,21.15678617772958,97.90194280142795,-108.61991981139471,B,A,E,1
Both,58,-235.5765237795688,122.02586297211792,68.44250551109656,B,B,E,1
Yes,87,-108.90158475903166,73.14630716041994,77.99125644937615,B,E,B,1
Mental,51,-106.21784933776455,60.87953286626829,44.843396037227876,D,C,B,0
Mental,28,63.114011098489144,-124.04940556820927,-75.08139521354066,B,E,E,0
None,47,-31.958457733837648,-82.14371324122077,87.10835771753402,D,D,E,1
Both,53,81.8067662488792,115.70527861657357,50.69329538134386,E,D,E,1
Physical,71,51.09713972104842,-99.17869571711026,33.08658251867519,E,B,D,1
Physical,25,140.68143127110062,-60.06934573882934,32.017027586943634,A,D,D,0
Mental,44,-70.99683808814163,40.28532305281908,68.15390603720417,A,B,D,1
Yes,63,-45.551840603553096,-21.44751222483788,48.08044379877534,B,E,B,0
Both,83,183.48771116440926,-57.830999560215844,-58.99246318493741,B,D,E,0
None,81,-16.23426337459348,-47.453210774536345,-72.11640970984077,D,B,D,1
None,43,-158.87318745030666,-153.84858281206212,34.0474228776355,D,E,D,1
Mental,99,89.07513016868326,23.440426018343853,-252.87341853679624,A,C,C,1
Mental,54,-107.41817136272955,-20.461488967526112,-26.700721887734268,B,E,E,0
Both,79,-9.975801694208844,59.526155901249766,-31.890503883454052,D,B,E,1
Yes,58,60.620141019174554,107.38576366792807,-128.3996699545553,A,D,B,1
None,98,19.737946878838528,-154.26078452253716,31.489333821007175,B,B,A,1
Mental,46,61.181821847123864,56.25657068622824,135.3782076574202,A,D,C,0
None,22,-108.30302466155703,-154.0938056694778,-141.08781010000965,A,A,E,0
Mental,80,41.406313616925175,92.9532813057489,215.29312580883104,A,C,A,1
Yes,47,-69.3611588196876,-111.79225639986635,-33.43035787147144,B,C,D,0
No,86,51.725799951416754,138.05637041154216,2.5558151119168615,D,D,B,0
Physical,33,-56.65218920086467,49.593862970543675,20.423543328154796,D,E,E,0
No,93,67.12652879479211,-185.78420127659717,-15.253776600053573,E,C,D,1
Both,42,144.00812953899393,-83.14873173257982,-107.9281680757741,B,C,C,1
Physical,96,-80.7466559593342,134.96436086574818,80.49450870632452,E,C,E,0
Yes,71,32.95712037510142,-68.07597229172282,20.552237456809127,D,D,D,1
Mental,85,-193.81360667070302,-205.55246588228675,-33.672855052308584,A,E,E,0
No,28,177.2734469824195,-60.06142986109141,-147.66826533519085,B,A,A,1
Mental,24,122.75009394071354,-144.9731872855028,-47.71328098158908,B,B,D,0
Mental,62,38.92825402935119,-126.52722684417661,-82.44276789371293,B,B,B,0
Mental,21,13.264533042826418,24.14297031735259,16.75740909649196,B,A,B,0
None,91,200.98689449406697,-25.96792068658437,-129.8351028226097,C,A,C,1
No,54,92.90473083326285,-41.4728284300741,149.63793844965892,B,E,C,0
Mental,40,10.886679162644509,107.85361452869186,-18.13497314275957,C,C,A,0
No,63,-5.8475833606935455,64.2218096947841,152.20644584477674,A,E,B,1
Physical,86,-90.15538612832027,-143.29764047882486,-83.02256552412629,B,E,D,1
Both,72,-19.376552920767246,190.78894294401556,13.53661975754495,D,B,C,0
No,98,72.32830019413643,204.58683988594407,-103.80028737301004,B,D,D,1
None,44,-50.04873539672295,34.21654576464975,-20.47583194729586,A,B,B,1
Mental,22,-137.31157203111056,224.1115769948391,-34.537752544079616,A,C,D,1
Physical,18,-74.40061456794459,68.00858014613816,-105.82439454657913,A,B,A,1
No,62,6.341901295174,-35.81463762163726,36.17055617392425,B,E,A,1
None,37,-115.77333701152052,-94.22646644316315,-110.36842175784727,C,D,D,1
Mental,57,66.70708419192253,-87.5548872943933,87.59280832342684,A,A,D,1
No,89,-20.17323497488752,66.9451434586994,0.2146532541320125,C,E,B,0
No,66,59.071857967591555,-27.575624063636635,-7.950883089785988,A,E,C,0
Physical,59,-154.7092709913225,-0.3424391942451984,-41.82317296072382,A,E,D,0
Yes,48,-95.6715572131079,23.69679060864155,-151.28988399288065,A,E,D,0
Mental,37,13.423883763632604,-33.45671304662234,18.41656907383616,C,A,C,1
Yes,42,165.48002339916067,35.24059682144699,-188.98373501578794,A,D,A,1
Physical,73,67.82291301625123,26.823729829414837,-55.519373574366796,B,A,E,1
Mental,23,-67.83985250824692,87.19869551490264,-27.456468223139442,C,A,D,1
No,61,184.09227683924965,55.12429616075539,-27.721186385531087,A,E,B,1
Yes,58,-91.84637662121334,174.6895061066254,24.23123310257073,C,D,B,1
Both,32,9.594868166904847,-262.41310708157687,61.37039381895886,B,C,C,1
Physical,82,93.4644535154938,-53.22052320870838,-69.81300190740811,D,B,A,0
None,59,146.54356155432376,61.996231201740414,192.3022634900139,C,A,A,0
Both,26,-140.66939044576682,203.32227964932704,99.96079540106085,A,A,B,0
None,46,41.24826402999557,4.124387560780525,-38.127297550379964,B,C,C,0
No,41,44.92169076963624,-122.86775590368218,29.296008399167217,C,B,A,1
No,79,-15.761971946648382,-78.46292848007617,12.872766274771239,A,E,E,0
Physical,86,-55.82657517790385,41.74710638281894,-14.130121115799366,D,A,C,0
Physical,58,112.6058554892773,-217.9443988138069,-36.546338828955136,A,B,D,1
Yes,34,184.10910629607355,60.05211401480803,87.83388063415495,B,C,D,1
Both,44,-100.59763145697514,39.022702827492886,16.845762274776646,E,C,A,0
Physical,54,126.11512580908422,-190.50463009838205,63.565359070456104,B,A,C,0
Mental,43,-9.248368360142969,46.09135591061007,-32.90581317020778,A,C,E,1
Physical,76,-2.602312972657777,86.53735119888488,-197.4402259618109,A,B,B,0
None,86,-39.13929198032747,1.9584864790793026,66.83527042868057,D,C,B,1
Both,46,-28.50409715303662,-1.402190579764003,-142.42040971228928,D,B,A,0
Yes,50,-119.10311753220672,-130.12637134674935,-48.84790368281146,A,B,C,0
Physical,71,-39.29426170458233,15.575012064970768,-66.50547789830263,A,E,D,1
None,51,-70.18537327812916,-31.36743692289886,5.286375855868041,D,C,D,0
None,68,78.03799711984304,-84.79197207333948,17.58624167383645,D,E,D,1
Both,64,20.56735847478072,-7.827923415434132,-74.45579080031736,D,B,C,0
Yes,87,104.4194176768019,-27.58876768992819,27.544841048341638,C,B,A,1
Yes,59,-39.474409590235545,-13.172429946356349,130.3921207248685,C,B,B,1
Mental,49,239.9318506939105,-21.69834914547593,-105.89479141022693,B,B,A,1
Physical,49,6.473831336174479,159.63465941435777,87.28290879597313,E,C,D,0
Mental,22,57.24311472677602,-16.65951252028807,-204.31421551800696,A,B,B,1
No,33,-167.91745210422062,-9.92172760058799,3.477570988238756,E,D,D,1
Mental,73,57.11254377433546,108.10007204848762,-167.45597334219755,E,B,D,0
Yes,83,-84.8310644528959,-30.46188996694978,14.843157740205323,A,C,D,0
Yes,58,84.33389764841966,214.0485132388271,90.89711694718791,D,A,C,1
No,87,4.286674833651513,67.73338320053125,-6.353960395013794,E,E,B,1
Both,27,67.95199495024511,-7.746479250973616,69.67525372374392,D,E,C,1
No,57,-29.73926762823982,-109.12776620676621,-163.0759472564813,A,A,E,1
Physical,69,-51.82662161492393,-85.14561242975053,-202.06266512557406,E,B,C,1
Physical,61,-32.8893494824081,111.39517269306214,23.54814812059145,C,B,C,1
Physical,93,15.293491693668631,-35.508963121263434,46.51247370172625,D,A,A,1
Physical,60,2.324579417342678,-55.76858643812997,-152.7578539470204,C,D,A,0
Yes,42,2.6121204528187945,127.97490677127273,117.19226133060813,A,C,A,1
Both,71,59.93610854573722,10.247388939370273,-65.24488796306404,E,B,A,1
No,52,129.21473958570039,-102.44969322247228,30.65986491488696,D,D,D,0
Both,56,-88.43261104792046,53.43977990231775,-142.7273681025575,C,A,E,1
Both,23,-173.12692878470796,40.733333351705795,26.62328578677752,D,C,D,0
None,84,99.67606395615445,-161.4751095487521,-43.34246871881145,C,E,D,0
