veteran,sexual_orientation,age_group,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
No,Bisexual,36-50,Muslim,-39.17743409849298,D,D,79.87831477524665,E,E,1
Veteran,Other,26-35,Other,-72.09665154698025,E,A,-19.07769423523521,A,E,0
Non-Veteran,Other,18-25,Hindu,-57.34954993109209,A,C,52.61941104251604,A,B,1
Veteran,Other,18-25,Hindu,33.92836447450677,A,D,-108.26933995120012,C,A,0
Non-Veteran,Homosexual,36-50,Muslim,-71.97435268555607,E,C,1.2745157117025918,B,D,1
Yes,Homosexual,65+,None,-130.27798225236654,D,B,-69.01635911326971,E,A,1
No,Bisexual,36-50,Hindu,-5.025593996274734,B,C,-35.060045786439495,A,D,0
No,Other,26-35,Christian,-171.27837355993486,A,C,-249.02243759756195,A,B,0
No,Heterosexual,36-50,Jewish,34.4954870915368,E,D,11.18760904162388,A,D,0
Yes,Heterosexual,51-65,Other,-65.40568226310646,A,B,-142.6552854876365,C,B,0
Yes,Other,65+,Other,-91.02523038376111,B,B,50.22937717202295,E,E,1
Yes,Other,36-50,Buddhist,-67.5900222655188,B,E,-261.0993232752759,E,E,1
Yes,Bisexual,51-65,Other,-101.54188327158515,D,B,70.66098281269907,D,C,0
Non-Veteran,Other,36-50,Hindu,-148.3313128852982,D,A,-58.76517362379957,C,A,0
Non-Veteran,Heterosexual,51-65,Muslim,-67.19393686925874,B,B,70.94960398022617,A,E,1
Yes,Other,51-65,None,143.7735172856858,A,D,20.814443847414438,A,D,1
Veteran,Homosexual,51-65,Jewish,12.416774938634449,C,B,110.10616179845523,C,B,1
Veteran,Bisexual,36-50,Muslim,142.09708064642928,B,D,75.74615191822656,D,C,0
Yes,Homosexual,65+,Other,111.02935365120075,D,D,-47.73194647581082,A,C,0
Yes,Homosexual,36-50,Christian,83.38391431548592,C,E,-69.52778365222453,A,A,1
No,Homosexual,18-25,Hindu,-35.33414688770097,B,E,-94.09254301612823,E,C,0
No,Bisexual,51-65,None,-30.178633225303216,D,D,111.23620127024031,A,A,1
Yes,Homosexual,18-25,Hindu,-201.08589137577098,D,B,-62.05321703576681,E,C,0
Yes,Other,51-65,Buddhist,-12.925108781157677,E,D,-86.35259643932075,C,B,0
Yes,Bisexual,65+,Christian,-87.22760672712789,C,E,27.073808532032483,B,E,0
No,Bisexual,51-65,Other,163.42665462431015,C,A,-57.255457128015216,A,E,0
Non-Veteran,Other,36-50,Muslim,-7.205943700868686,C,A,127.78710542807971,E,B,1
Veteran,Heterosexual,36-50,Hindu,-85.76933399925915,D,D,79.59791198766872,B,B,0
Yes,Bisexual,26-35,Buddhist,-99.08075083903361,B,A,-55.233836166974704,B,C,0
No,Heterosexual,51-65,Christian,-40.94351761106237,A,C,-113.53382337231093,A,B,1
Non-Veteran,Homosexual,65+,Hindu,-139.95009108087427,A,B,-30.16910594067996,D,E,1
No,Homosexual,36-50,Muslim,-7.226384193098564,B,C,-51.62051418775913,B,D,1
No,Other,51-65,Jewish,-150.9327146016419,D,D,-1.1568986837290864,C,A,1
Yes,Bisexual,26-35,Muslim,63.953447659811445,B,C,81.74103701047859,D,C,1
Non-Veteran,Bisexual,18-25,Hindu,45.11943793564393,A,B,-236.3879839039635,C,C,0
No,Heterosexual,26-35,Christian,-8.48017526158637,D,C,25.597604813442793,C,E,1
Veteran,Bisexual,26-35,Muslim,-114.29498223432672,A,D,-73.89191266186934,D,D,0
Yes,Heterosexual,36-50,Other,-62.33152282689118,B,B,-86.40121304432523,E,D,1
Veteran,Other,18-25,Hindu,-52.61499994515502,B,E,10.613583550981986,B,B,1
No,Heterosexual,51-65,Jewish,-58.72652588045718,E,B,-4.499865288683648,E,E,1
Non-Veteran,Homosexual,51-65,Other,-8.812576407238655,E,D,-179.02923987582733,A,D,1
Non-Veteran,Bisexual,51-65,Christian,-71.63091858377794,D,D,-87.65284768967629,B,B,0
Non-Veteran,Homosexual,18-25,Muslim,-44.710502083520545,D,A,139.55242250017736,B,B,0
Yes,Heterosexual,51-65,None,-95.62540984523892,A,C,-27.692523945408848,C,D,0
Veteran,Heterosexual,51-65,Hindu,-113.58441728857824,B,D,-86.28362465266622,B,D,1
No,Other,51-65,Other,56.5412420644965,D,D,-61.74085375353654,C,C,1
No,Other,18-25,Jewish,161.7192798507027,A,E,66.32962357883848,E,D,0
Yes,Homosexual,18-25,Jewish,-14.699815951619172,A,B,-103.40639510014678,A,B,1
Veteran,Bisexual,26-35,None,62.44715325985144,E,D,-78.44476952879809,C,E,1
Non-Veteran,Heterosexual,18-25,Jewish,8.092716829595043,A,A,-32.60035301365666,B,C,0
Yes,Homosexual,65+,None,93.0508963890105,A,A,20.21400319954655,C,B,0
Non-Veteran,Homosexual,51-65,Jewish,-157.00360157115767,C,E,106.13220132435931,E,E,1
Yes,Other,65+,Christian,161.32522978900522,D,E,169.46563480662408,E,D,1
No,Heterosexual,18-25,Jewish,124.48079296316554,E,C,111.9510041929106,E,A,0
Non-Veteran,Bisexual,18-25,Buddhist,208.15638938787987,E,E,21.34154434411818,C,B,1
Veteran,Heterosexual,65+,Jewish,44.31661666350698,B,B,120.10696878277271,C,A,1
Veteran,Bisexual,26-35,Buddhist,14.761754431836978,A,E,122.98456459838386,D,E,0
Yes,Homosexual,36-50,Jewish,62.737521341300216,C,D,144.29334307435963,C,E,1
Veteran,Homosexual,36-50,Hindu,40.21445705808312,E,A,-35.25863126182255,C,D,1
Non-Veteran,Heterosexual,65+,None,-145.49336007567965,C,B,1.1764874705564932,E,B,0
No,Homosexual,65+,None,94.38717229608895,E,D,13.575456811089396,B,B,0
Non-Veteran,Other,36-50,None,44.93361700781132,A,E,39.75931254614512,C,C,0
Non-Veteran,Bisexual,36-50,Muslim,40.42893597855303,B,B,117.98388036399119,C,E,1
Non-Veteran,Heterosexual,26-35,Jewish,11.92586753057867,A,E,-114.2834828268089,E,E,0
Veteran,Homosexual,36-50,Hindu,-45.78020708143893,E,C,53.122965538665355,D,C,1
Yes,Bisexual,51-65,Other,-95.62175692229303,C,E,36.644125694777266,D,B,1
Yes,Heterosexual,51-65,Muslim,-109.80806961634669,E,E,-129.9794625160829,C,E,1
Non-Veteran,Homosexual,18-25,Jewish,-7.093940089894665,D,A,105.26578859272884,B,B,0
No,Homosexual,26-35,Muslim,8.113922230873403,A,D,-91.07723257545429,D,E,0
No,Other,36-50,Jewish,25.85606484335755,C,C,21.466943019071753,E,C,0
Veteran,Homosexual,26-35,Jewish,-46.530467517474435,E,B,-138.48929563484725,D,E,1
Yes,Other,51-65,Muslim,-129.71657928469406,B,B,90.17008536713776,D,E,0
Veteran,Homosexual,51-65,Jewish,-71.34520861150217,C,D,10.298641582742164,A,E,1
Non-Veteran,Heterosexual,51-65,Jewish,-38.81737783307287,E,A,-0.6626724645752466,E,E,0
Non-Veteran,Homosexual,65+,Buddhist,-98.17177891130382,C,E,58.50447718287237,E,B,0
Non-Veteran,Homosexual,18-25,Christian,-18.5558869819926,D,A,256.27047345568536,C,D,1
No,Other,26-35,Muslim,102.93688222128381,B,E,-41.452611761387864,A,D,1
Yes,Other,26-35,Buddhist,143.67119496391555,B,D,-54.552579134777126,A,A,0
Veteran,Bisexual,18-25,Other,59.66114196913459,D,C,255.727379458083,D,A,1
Yes,Heterosexual,18-25,Jewish,-82.55873942923226,B,A,-135.58843085531015,A,E,0
Yes,Other,36-50,Jewish,-66.52726752409669,E,B,99.74747021649651,E,B,0
Veteran,Bisexual,65+,Christian,-4.161454022134253,E,D,130.04255330158762,C,E,1
Veteran,Homosexual,65+,Buddhist,-53.871246244469916,E,B,216.46116615631263,A,A,0
No,Other,51-65,Muslim,49.14226800265583,B,D,78.29207288469792,E,C,1
No,Bisexual,51-65,Muslim,62.07875174251064,C,B,-94.8422809652496,A,C,1
Yes,Bisexual,51-65,Buddhist,14.551357798080575,A,A,-28.094071321385456,A,E,1
Non-Veteran,Homosexual,26-35,Hindu,-165.8182362176233,C,B,110.97761208017415,A,C,1
Veteran,Other,51-65,Buddhist,-90.00035093748883,A,A,-47.49974728889075,D,C,0
Yes,Bisexual,51-65,Other,5.359374705467949,C,D,142.41097495463458,C,D,1
Non-Veteran,Heterosexual,18-25,Jewish,40.694832865310204,D,B,81.00820199836943,E,B,0
No,Bisexual,51-65,Muslim,-39.10940756061555,A,B,-3.2808516676651958,D,E,1
Yes,Bisexual,36-50,Jewish,11.29263357564195,B,A,41.99572333109646,A,D,0
Veteran,Bisexual,36-50,Muslim,13.99082708776481,C,B,-83.08887743483143,C,E,1
Veteran,Heterosexual,36-50,Jewish,-68.01084257104006,C,D,59.3006408641804,C,B,0
Yes,Homosexual,26-35,Jewish,83.90470910186835,B,C,-56.08390842494428,A,B,0
Non-Veteran,Homosexual,65+,Christian,41.719339640040346,E,C,95.35756269158217,B,C,0
Non-Veteran,Bisexual,26-35,Hindu,24.95242693923362,C,D,229.016047934695,D,B,0
Non-Veteran,Heterosexual,51-65,None,53.75310243918556,D,A,-191.56927505254927,B,A,1
No,Homosexual,26-35,Buddhist,-10.058633917362586,C,D,-10.862034593851714,C,E,0
Veteran,Heterosexual,26-35,Buddhist,-20.71092956783676,B,C,51.544143089941244,A,D,0
No,Heterosexual,18-25,Christian,17.855647095913042,D,E,-30.62096643674349,C,D,0
Veteran,Homosexual,36-50,Muslim,282.71392860875204,A,C,-143.32159975456364,E,D,1
No,Other,51-65,Christian,-198.31439181688586,A,D,40.73664392330025,C,D,1
Yes,Heterosexual,65+,Christian,35.341707901936594,C,B,164.30109153492356,D,C,1
Yes,Homosexual,26-35,Christian,28.324724379832674,A,D,-70.52008627081833,B,E,1
Yes,Bisexual,26-35,Christian,-103.53601238572226,B,A,-15.41648765209523,A,B,1
Veteran,Homosexual,26-35,Jewish,-161.6400809064528,A,D,-51.723243185434434,A,A,0
No,Bisexual,51-65,Christian,61.66799709383295,E,D,139.82088853193912,C,E,0
Non-Veteran,Heterosexual,65+,Other,23.40634478985883,A,C,0.5869166614651645,A,D,1
Yes,Other,36-50,Christian,92.04752599604447,D,D,61.0753413025678,D,D,0
No,Heterosexual,18-25,Hindu,-61.50998721109294,D,D,-100.61717327034216,E,A,0
Yes,Other,51-65,Muslim,-38.77137429273068,D,B,63.900242495081216,B,E,1
Yes,Homosexual,51-65,Muslim,-104.31332753907596,E,C,-41.09912863238596,B,D,0
Yes,Other,18-25,Christian,-17.143497840169374,E,A,-14.22834721981602,D,D,0
Yes,Homosexual,65+,Jewish,-162.0932746591234,A,A,153.08122196363354,C,C,0
Yes,Bisexual,26-35,Christian,-31.04108536966399,D,C,36.7551657803724,D,C,1
No,Heterosexual,36-50,Other,2.576941327599346,B,C,79.56975704424566,E,A,0
No,Homosexual,36-50,Other,87.29361870532975,E,D,-41.932120231718315,B,B,0
Veteran,Heterosexual,51-65,Jewish,-2.4558230821822815,B,C,54.55955196260101,C,C,1
Veteran,Homosexual,65+,Hindu,41.50805500379305,E,E,-105.747897922268,B,E,1
Yes,Heterosexual,36-50,None,57.401401213055415,A,C,-87.4615124328115,B,A,0
Non-Veteran,Other,65+,Hindu,149.9904508629762,C,D,-60.880448985520374,C,A,1
Non-Veteran,Other,18-25,Other,165.34039119079105,E,E,-106.31153990434943,D,B,1
Veteran,Homosexual,51-65,Hindu,150.19873245222266,B,E,-73.47041023667074,A,B,0
Veteran,Heterosexual,26-35,Hindu,-72.66850254252077,A,E,84.06387408691096,D,D,1
Yes,Heterosexual,18-25,Buddhist,63.383314223495645,D,D,280.0144966065241,E,D,1
No,Heterosexual,26-35,Other,-123.72785660717764,A,C,-104.63335996187273,E,C,1
Veteran,Heterosexual,18-25,Jewish,116.86713215346414,B,E,287.54460499389717,B,B,0
No,Other,65+,Buddhist,-105.13701364004086,B,B,136.37452534769332,B,E,1
Non-Veteran,Homosexual,18-25,Other,-126.09305803780641,A,D,36.900334556489994,C,A,1
Yes,Other,26-35,Buddhist,19.13859292347175,A,A,43.3206642254222,B,A,1
Veteran,Homosexual,18-25,Christian,205.21140947160967,B,A,60.22397806745481,C,A,1
Non-Veteran,Heterosexual,26-35,None,-192.30997681608258,A,C,-85.10478437683926,B,E,0
Veteran,Heterosexual,36-50,None,-3.507009586274127,E,D,82.8336883813997,D,B,1
Veteran,Homosexual,26-35,Buddhist,73.93426119625221,D,C,22.976593180848422,A,C,1
Veteran,Other,18-25,Buddhist,-45.156571974263166,C,E,46.061292056209616,D,A,0
Yes,Other,65+,Buddhist,31.899362202511583,A,E,-59.383854996047994,C,D,1
Non-Veteran,Homosexual,51-65,Hindu,82.24151290150454,A,D,59.25352047633889,B,D,0
Yes,Bisexual,36-50,Other,-294.6385466429882,B,D,-35.680552500638264,C,E,1
Veteran,Homosexual,65+,Christian,2.9933576060065623,E,A,36.88134264145018,C,C,0
Non-Veteran,Homosexual,65+,None,-133.5843575781977,E,E,28.38698089897487,D,B,1
Non-Veteran,Heterosexual,36-50,Hindu,4.786349190064551,B,A,-10.440046767759506,D,B,1
No,Bisexual,36-50,Other,14.475899982454548,D,D,93.88804383851316,A,A,1
Veteran,Bisexual,65+,Muslim,39.998672363038494,B,E,9.812931524559183,A,A,1
Veteran,Bisexual,65+,Jewish,-53.39053268835588,D,B,-104.17839552381893,A,A,0
Veteran,Homosexual,26-35,Jewish,44.699479794970664,E,C,-92.11057350128003,C,A,1
Non-Veteran,Heterosexual,36-50,Other,-24.274387452575162,B,C,150.71153723001848,A,A,0
Veteran,Bisexual,18-25,Buddhist,16.666161513343553,C,D,15.767295709406135,A,E,0
Veteran,Other,26-35,Christian,58.033700661618894,D,D,110.04750022389365,E,D,1
Veteran,Other,36-50,Christian,134.89836605569843,B,D,-9.18311350155674,D,D,0
Non-Veteran,Bisexual,51-65,Jewish,-111.6222082616884,C,A,-2.0539287691308203,A,A,1
No,Other,36-50,Muslim,63.01488254527543,E,E,-27.13437871626749,D,E,1
Veteran,Homosexual,26-35,Muslim,53.709052827921745,A,A,63.866497176535134,B,B,0
Veteran,Homosexual,26-35,Buddhist,-141.45395987209093,E,C,82.01477282809985,B,C,1
Non-Veteran,Heterosexual,51-65,Christian,-14.045557401350116,E,D,16.813793304784607,A,B,1
Yes,Heterosexual,51-65,None,-124.24945742673461,D,D,95.69902805810409,E,D,1
Veteran,Bisexual,18-25,Hindu,-21.175771111564554,A,D,160.59571628583734,C,A,0
Yes,Other,65+,Hindu,-108.32232509450357,D,E,41.9795643465496,D,C,1
Non-Veteran,Heterosexual,36-50,Muslim,48.32878068952805,E,B,-113.5834533032963,E,A,0
No,Bisexual,65+,Buddhist,-32.654382405508926,C,B,-9.120179199815896,B,C,1
Non-Veteran,Other,36-50,Other,-43.31562907756145,B,E,154.12978314250367,C,C,0
Non-Veteran,Other,36-50,Buddhist,201.29231430971092,A,A,-78.52249591882048,B,C,1
Yes,Other,36-50,Hindu,-144.28948730951262,B,C,-41.18845257284389,D,C,0
Non-Veteran,Heterosexual,18-25,Christian,93.46476774630742,C,D,48.232878604748244,A,B,1
No,Bisexual,36-50,Hindu,193.35574780381464,A,A,161.79165565637123,A,C,0
Yes,Homosexual,51-65,Other,-50.549389248851625,E,A,-75.71806149650003,D,D,1
No,Heterosexual,65+,Buddhist,59.71098710959104,A,E,-20.37887793106963,A,E,0
Non-Veteran,Other,36-50,Hindu,24.474499649423937,E,D,45.86480760183157,A,B,1
No,Homosexual,65+,Muslim,42.92169503943482,E,E,-31.54535440055725,D,B,0
Yes,Bisexual,65+,None,-2.470902569240156,A,E,173.17947837787597,E,C,1
Non-Veteran,Homosexual,36-50,Muslim,63.10991387174694,C,C,171.84062540202055,A,A,1
No,Other,65+,None,-2.703784163821751,A,B,17.30233880033683,C,C,1
Yes,Other,65+,Jewish,12.07095723704447,D,D,42.31275115523807,A,B,0
No,Bisexual,65+,Jewish,-57.685749806445095,C,D,-148.67224629155302,B,C,1
No,Heterosexual,65+,Hindu,205.12415540115708,A,E,-20.222402998049827,A,D,0
Yes,Bisexual,18-25,Jewish,17.481573221149706,C,D,-53.35633126710284,B,D,1
Veteran,Homosexual,18-25,Buddhist,96.57681395236926,B,C,-22.78972701223498,E,C,1
Non-Veteran,Other,18-25,None,16.7959954768491,E,E,-24.244790534362078,B,D,0
Veteran,Homosexual,26-35,Other,48.526793257032885,A,C,99.21375443392625,D,E,0
No,Bisexual,18-25,Christian,122.59613029268621,D,E,-155.1809942149566,A,E,0
Yes,Bisexual,18-25,None,35.6015204172461,E,C,-99.36468655886307,B,D,1
Non-Veteran,Heterosexual,65+,None,-156.5878389745227,E,A,245.806466730937,E,D,1
Non-Veteran,Bisexual,65+,Buddhist,-24.355070688072615,C,E,77.28718913026555,E,C,0
Veteran,Other,26-35,Muslim,14.75964827794646,B,B,-198.42039995158615,D,E,0
Veteran,Heterosexual,18-25,Christian,227.51793021355007,D,A,28.27316040715062,C,A,0
Veteran,Bisexual,18-25,None,184.52572015163904,C,E,-27.51049481591116,A,B,1
Non-Veteran,Other,51-65,Hindu,-140.9428073738247,C,C,-61.89941873321905,D,B,1
Veteran,Bisexual,36-50,Christian,-146.46813378217237,B,E,-29.049288473804303,D,A,0
No,Bisexual,18-25,Buddhist,-167.99099989876802,B,D,-67.10687520680032,B,C,0
Veteran,Homosexual,65+,Buddhist,34.869289779430915,D,E,71.01689714891695,C,A,1
No,Homosexual,18-25,Muslim,0.5293474931846587,E,B,-12.3191047568253,C,C,0
Yes,Heterosexual,51-65,Hindu,218.56468956891416,C,E,21.774554749580137,B,C,1
No,Heterosexual,36-50,Hindu,67.15618629972954,A,D,21.50140508639977,B,D,1
No,Bisexual,18-25,Muslim,-89.76215471190984,E,C,43.65543041879966,C,B,1
Non-Veteran,Other,18-25,None,-3.9402856591035915,A,B,135.1622692203073,E,E,1
No,Other,26-35,Christian,34.99126790934779,B,A,20.236391028685173,C,C,0
Non-Veteran,Other,18-25,Christian,123.34397433487769,C,D,115.30826192049504,C,C,0
No,Heterosexual,36-50,None,35.71276464442169,C,A,67.64679431066503,B,D,0
No,Heterosexual,51-65,None,153.11185962866364,C,E,91.39523722317126,D,D,1
Veteran,Other,26-35,Muslim,153.62865048862002,B,C,102.44412730711447,B,D,1
No,Heterosexual,51-65,Buddhist,-62.055760518590816,D,B,42.740086047289246,B,C,0
No,Heterosexual,26-35,Other,-16.922362783018563,C,E,-46.14705164786933,E,C,1
Non-Veteran,Homosexual,51-65,Jewish,48.32173044812766,E,B,100.98175171196651,C,C,0
Non-Veteran,Heterosexual,36-50,Muslim,-22.671698421252763,C,C,39.63843595187986,C,E,1
Veteran,Other,18-25,Hindu,88.90023426846602,D,C,-88.62575206913095,B,A,0
Non-Veteran,Bisexual,18-25,Jewish,-108.53490184981223,A,D,71.75470385100478,D,C,1
Non-Veteran,Homosexual,36-50,None,-89.46077560010824,D,A,79.45111897095246,C,D,1
Veteran,Heterosexual,51-65,Hindu,121.2718961118366,B,A,35.95121557543299,A,B,1
Yes,Other,51-65,Hindu,147.10743087575938,B,B,21.458216523254762,E,E,1
No,Bisexual,51-65,Muslim,-119.24367871184138,E,B,-125.7563723224954,B,A,1
Yes,Heterosexual,65+,Buddhist,41.67414318458126,B,C,-22.065150599270293,B,E,1
No,Homosexual,26-35,Other,-67.69999774991689,E,C,-10.240951523533889,C,E,1
No,Heterosexual,18-25,Buddhist,15.433201744613909,E,D,104.12768919567984,D,E,1
Yes,Other,36-50,None,66.23118229331699,C,E,42.575640091878306,E,A,1
Non-Veteran,Bisexual,18-25,Buddhist,99.13275055958444,A,E,-8.427512599927912,E,C,0
Veteran,Homosexual,65+,None,-66.82195389903153,C,E,26.561401243160258,A,A,1
Non-Veteran,Heterosexual,36-50,Christian,-57.261038627451065,A,C,74.92024551524155,D,D,1
No,Homosexual,51-65,Other,-54.48149536705095,C,E,-295.63189383579544,C,E,0
Yes,Other,26-35,Muslim,-7.073190332525492,E,E,29.42104639756732,A,A,1
Veteran,Other,51-65,Jewish,108.61715903918181,B,E,64.00181984159255,D,D,1
No,Heterosexual,18-25,Other,-165.77526984505727,A,A,-36.20465183728766,D,C,0
Non-Veteran,Homosexual,51-65,Other,138.9483376258389,E,E,103.52541823969096,E,C,1
No,Heterosexual,26-35,Christian,-16.804304205536354,B,B,-4.000963663198841,E,C,1
Yes,Other,18-25,Jewish,-24.177616694625602,A,B,-90.61429377875173,E,E,0
Veteran,Other,26-35,Other,-59.486143672706646,E,D,-119.82629873576339,A,D,0
Yes,Heterosexual,18-25,Hindu,0.5293281257146998,E,E,-70.18570831705438,C,D,0
Veteran,Heterosexual,51-65,Other,81.45197715429984,D,D,260.2262742300273,C,E,1
Yes,Homosexual,26-35,Christian,31.960082912860788,C,C,27.736310331179183,A,E,1
Veteran,Heterosexual,51-65,Muslim,-40.977909542761964,C,C,-48.49731748361481,D,C,0
No,Homosexual,18-25,None,118.06793217818577,D,D,-57.5738967416955,A,D,0
Yes,Homosexual,51-65,Hindu,119.3905413120416,B,E,64.21117653008889,C,D,0
Veteran,Heterosexual,36-50,Other,-46.97617035903295,A,D,14.45130731242766,B,C,1
No,Bisexual,18-25,Jewish,41.09055220284833,C,E,21.6266308585345,E,E,0
Non-Veteran,Heterosexual,65+,Jewish,-41.503619767867114,B,B,202.1745370611165,A,B,0
Yes,Bisexual,51-65,Christian,11.150488780267999,D,E,45.938947439101,B,A,0
No,Other,36-50,Jewish,-50.08765460863863,B,B,90.20282664094597,B,B,0
No,Other,36-50,Hindu,-1.4775252470522173,B,A,-80.7093418789039,D,D,0
Non-Veteran,Other,36-50,None,27.806309351523034,C,D,239.3789201728466,D,C,0
Veteran,Homosexual,18-25,Other,-140.37161305196685,E,C,209.96112407932347,E,E,0
Non-Veteran,Other,51-65,Muslim,-167.30718265301155,B,D,75.47723246700983,B,D,1
Non-Veteran,Bisexual,65+,None,85.04221975408316,E,A,-7.489874541912683,C,A,0
No,Other,26-35,Hindu,24.91864115039732,D,A,49.07681428936302,D,C,0
Veteran,Homosexual,36-50,Buddhist,-40.267173270954586,A,D,-54.75703487902827,E,B,1
Non-Veteran,Bisexual,65+,Other,144.28403250170987,B,A,-189.21762139606716,A,D,1
Veteran,Heterosexual,36-50,None,55.49548919017895,C,D,49.83107860409912,D,C,0
No,Homosexual,26-35,Other,-6.798693285627472,A,A,23.071154293490885,C,D,0
Veteran,Other,36-50,None,151.94281560593654,C,E,-114.62729225536812,C,A,1
No,Other,36-50,Christian,89.3763704121283,A,B,21.571756576615876,C,C,0
No,Homosexual,51-65,Christian,101.85103594037687,D,E,-93.00387526516913,E,D,0
Non-Veteran,Homosexual,36-50,Other,9.093270589720762,C,D,-185.26130672458365,C,B,0
No,Bisexual,36-50,Other,44.25164211635385,D,A,296.74570947925986,E,E,0
No,Bisexual,65+,Jewish,168.1735831634936,E,E,43.9794782030143,E,B,1
No,Homosexual,26-35,Other,31.033375286481302,C,E,-183.46148669760083,E,E,1
Non-Veteran,Other,18-25,Hindu,-31.820844891629825,B,D,59.03620254515371,D,D,0
Veteran,Other,18-25,Christian,-29.947473726426765,B,D,-12.535228627726113,C,E,0
Non-Veteran,Bisexual,26-35,None,53.8453255048419,A,E,-11.321315635597951,E,A,0
Veteran,Other,18-25,Buddhist,-105.41505556583041,D,D,236.08915130726723,C,E,0
Veteran,Heterosexual,26-35,Christian,-147.52365804579026,C,C,21.27713610259353,D,B,1
No,Homosexual,26-35,None,-15.855036145840943,B,E,-28.23412215034139,D,D,1
Veteran,Other,36-50,Other,-92.49195932640147,E,B,-220.95643932030083,A,B,0
Yes,Bisexual,36-50,Hindu,158.79490786106342,E,B,24.366972083713414,D,B,1
No,Other,36-50,Christian,-16.23911692171191,D,D,168.15714187420377,E,A,0
No,Homosexual,65+,Hindu,-31.931927583348692,E,D,-98.43477096042646,E,B,0
No,Bisexual,18-25,Other,223.98038439342102,C,A,-35.68232875151008,B,B,1
Yes,Bisexual,26-35,Hindu,-0.19052172131540054,B,B,174.54953428713236,B,C,1
No,Other,26-35,None,-76.57959676931308,E,C,0.6782634992194975,E,A,1
Veteran,Bisexual,18-25,Other,-90.73948952103704,A,C,-114.75465208772697,E,B,1
Veteran,Homosexual,26-35,Jewish,-156.4073955755981,C,A,-156.12712235959486,C,A,0
Yes,Other,36-50,Jewish,146.68323165024867,D,E,35.81019022171477,D,A,0
Non-Veteran,Other,36-50,Buddhist,-13.737020479352516,A,E,136.583796371301,E,D,1
No,Homosexual,65+,Hindu,103.06285595105533,A,A,-104.11445605789851,E,A,0
Yes,Homosexual,18-25,Hindu,234.89877226641576,E,A,-133.43656209296674,B,A,1
No,Bisexual,65+,Other,-49.79337583386774,D,A,-44.51824541260298,C,B,1
Veteran,Homosexual,18-25,Muslim,-86.53431170135629,A,A,-94.92130225940387,A,D,1
Yes,Bisexual,51-65,Jewish,174.94487220052838,B,D,-34.81194141161634,C,C,0
Non-Veteran,Homosexual,26-35,Muslim,109.82564723799368,E,C,146.95885873644448,B,E,1
Yes,Heterosexual,65+,Buddhist,-18.751976151768723,D,A,22.355015588840345,E,E,1
No,Heterosexual,36-50,Hindu,-173.68160001533877,D,D,-8.535575456947802,C,D,0
Non-Veteran,Heterosexual,65+,None,282.2153443652096,D,B,115.14236469612588,E,A,1
