military,age_range,nation,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Non-Veteran,51-65,Other,M,31.751153547580213,44.49638809769022,109.82742115724807,C,-120.79183942468067,A,C,31.149784892246192,A,76.84548247159661,1
Yes,51-65,Germany,Non-binary,-59.08318219370021,-11.610725783815244,-133.79292367685517,B,49.55823038618498,C,C,124.77177818078084,A,65.50866643662964,1
No,65+,Other,Other,40.00116626995578,-55.21275130921036,44.61280928771324,D,16.840082478422552,E,B,141.2444795394065,D,44.36174597246357,1
No,36-50,Mexico,Other,-32.4826603289028,8.584521143428374,9.093153021551698,D,30.261956666693035,A,E,-245.9876035913081,C,129.7300954914785,1
Non-Veteran,36-50,Germany,Other,-27.507011001332966,-21.833947596954577,-60.07886876393604,A,55.06193959419529,B,E,10.08681370343562,B,55.51462366390992,0
Non-Veteran,26-35,China,Female,13.278437088405063,110.49898790547068,-90.3935560754554,B,-109.52385574942143,A,B,4.012523009552747,D,-121.80217984757145,0
Yes,36-50,UK,Male,-120.80567026265908,-39.5184463577233,122.64777683545593,E,21.35760363962172,C,B,-180.22628702623035,B,-136.70065155818796,1
Veteran,36-50,Mexico,Male,61.11551417862865,-18.66839009323222,-168.1031226137885,E,187.4662475275112,E,C,136.28072754681165,C,6.267036914760822,1
Veteran,18-25,Other,F,160.84253129770826,-124.02829815500496,-75.52347003630122,C,42.15641076758058,D,C,29.669239676820148,E,94.21121056171106,1
Yes,18-25,Mexico,F,-182.13277160065923,-37.97255306993401,30.12315072854935,E,268.1450806908309,B,D,64.52727205930377,A,-44.83665644349761,0
No,51-65,Brazil,M,161.29177803572253,72.08986084252528,28.59413186702965,C,135.37934698928197,B,E,67.52338437425931,E,-114.82048011888011,1
No,18-25,India,F,-108.3121258551738,-31.327986270530467,-129.25074082408753,D,49.26982216023337,E,A,140.4472619277144,A,100.77531530211252,0
Yes,51-65,China,Non-binary,-30.231265461481694,-125.05787186457083,-119.43900044019568,B,-24.722797972695453,D,C,-21.4985537048406,C,41.20151580906053,1
Veteran,51-65,Other,M,-72.06891800278439,-42.358104170691256,184.3261565619826,B,-96.07879672829307,D,B,104.47941860478593,E,-86.38181487797965,0
No,51-65,Mexico,F,-34.7775069849267,-119.90239915687242,16.526352249340814,D,145.99884300389942,C,B,-104.88752608991886,E,39.44635568947539,0
Non-Veteran,26-35,Brazil,F,-9.134043403880664,155.81989251559185,153.50347158577594,B,-167.45156178017393,B,C,-106.3664329996189,B,45.74185762781786,0
Non-Veteran,26-35,UK,Male,101.2147846810602,-100.25992325033673,19.728001146111733,D,-211.30965815241782,D,B,55.82065303278386,C,93.19480304407543,1
Veteran,18-25,UK,M,93.96347830692311,2.9995241850908796,58.23410888465791,E,-162.1174295332134,B,E,-65.91268465257563,E,87.45288334474586,0
Veteran,65+,China,Female,-1.0059432153608305,74.74554857201858,-120.95295140034341,B,97.37308077336682,C,D,210.31845791917166,E,-17.634692386659857,1
Veteran,65+,Mexico,F,34.136880332468074,-38.15792934145901,33.93779998291356,A,2.0957518989441724,C,A,-146.49551560008746,B,176.48217086178173,0
Veteran,51-65,Mexico,F,-43.42047617195237,-12.624941873561557,-67.44492627673708,B,258.8233450885533,B,E,-111.35726292615927,B,-121.95479663112239,1
Yes,36-50,China,Male,-144.39875635274285,-71.85045232573,-56.723445120231084,B,22.05262140530167,D,E,24.82899948454897,E,43.4411156144456,1
Non-Veteran,26-35,UK,Non-binary,112.70380900787754,55.86117950763394,33.96829892377918,E,23.745232168603934,C,D,81.72992775450189,B,-120.35761153847278,0
Non-Veteran,65+,Mexico,Non-binary,-106.56507227289482,-35.48569260991441,29.01546976450452,E,-205.37598324886977,C,A,-31.868378892870076,C,-15.68495571548022,0
Non-Veteran,36-50,Brazil,Non-binary,-232.8934675317641,-101.22711878340938,49.93453562904471,C,-46.96186586276821,D,D,-30.185238685059833,C,-32.716856355603355,0
Veteran,65+,India,Female,-42.12519323769776,-221.691045295883,48.218362328124506,A,86.76562532179517,B,A,63.25489616270134,E,-81.445395313231,1
Non-Veteran,18-25,China,Male,37.18733942313449,49.84497670229911,-127.26812414020894,B,159.74106746690916,D,B,47.022011181527276,B,128.2510195186335,0
No,51-65,Germany,Male,-79.55822926434597,-43.420036090208654,75.44027011322447,E,-68.29521670296664,C,C,86.50790935833423,B,21.081740236067237,1
Non-Veteran,36-50,India,Female,-46.936013630063485,57.738636362530606,16.95190180267305,D,-10.638915432649727,E,E,-54.036791069928334,B,-94.07839780528707,1
Yes,65+,India,M,-19.986191754559574,-99.26730004743791,66.94098789116319,C,159.34920245238686,B,E,-42.76796650783742,C,94.55201798225066,0
No,26-35,UK,F,123.5456790902104,44.362815648127196,-17.903080774384115,E,22.651747190114026,E,C,-79.63803607891253,B,-37.8027802411431,0
Yes,26-35,Other,F,35.39087568542204,64.23851268924132,68.7512354893149,E,7.447749198393441,A,E,4.560387783325133,A,-246.94135699521223,0
No,26-35,Brazil,Non-binary,-14.380140463796288,46.590128620968095,129.78965312933218,D,-236.69754513174416,C,E,-115.71022342646076,A,-175.10497932750982,0
Yes,65+,Brazil,Female,38.59324113927507,41.39539874391191,-64.19400903782063,E,3.512707285053033,C,A,-150.39718003420967,A,-199.23541638117143,0
Non-Veteran,65+,India,Female,88.96630179484598,80.02397838101544,-98.90367178881351,D,-83.35919248282634,E,C,40.21714619807907,E,26.579145047062173,1
Yes,26-35,Brazil,Other,-26.110133206787765,98.59507164197522,-105.43446203904378,B,-73.8200352385611,C,A,7.738149794781048,D,-87.40415555832307,0
Yes,26-35,Mexico,Female,-26.96199940722937,-126.82670873361279,-61.75709819890158,B,272.26333084397345,D,E,-33.372045697918885,E,183.25095240765214,0
No,26-35,Brazil,Other,33.76362038962915,-71.97840089687978,-33.810620378855404,D,-51.85774466571088,E,C,45.65178600229761,B,64.73427286924117,1
No,18-25,US,Male,15.159372907714783,-33.45276729080334,58.521724953075605,C,-55.11627373913042,A,E,32.13643319358688,D,47.54491007467415,1
Veteran,18-25,US,F,49.69333672802575,-110.5130483429184,-105.57746081691232,B,-20.645555055567414,E,E,-68.31217626497812,A,120.76811794104145,1
Yes,36-50,Other,Male,83.89004924445233,56.09030301802724,133.75090006366926,C,-1.6749859458041674,B,A,102.07449148394805,D,51.38155159013797,1
Veteran,18-25,US,Non-binary,-111.1155226861934,28.935188081839275,75.46883025397338,E,-165.10678002036286,D,B,-131.381228746786,D,137.59469107012194,1
No,51-65,Mexico,Non-binary,52.35075437855649,17.234268066698586,192.14677944473283,C,95.44327803317206,E,A,44.88736838500867,B,-43.949801743609946,0
Yes,51-65,China,F,-119.3788321708321,-54.173650074142344,-39.42800300892273,B,188.1859087374276,D,E,34.27693103372882,A,-219.2625966139492,1
Yes,26-35,India,Non-binary,2.4562405292540572,-73.36437928732992,14.962259869271094,C,-188.27257885763424,C,E,-25.114663205778015,B,110.93465932254341,0
Non-Veteran,26-35,Germany,Other,13.323071638109868,-124.52690918743214,-0.1357088721589859,C,64.10367165624328,B,A,-79.53420727295827,B,61.972281160169786,0
Yes,65+,China,Other,-2.824446270574354,62.58109072243811,-150.57387456807638,A,46.53522124775089,E,C,-72.97527612277,B,22.9344060068223,1
Yes,36-50,UK,Female,-100.62370868439258,-17.25049945997422,38.740374385664936,C,123.84357200649703,A,A,218.10762698676993,B,3.9117795592556655,1
No,18-25,Germany,Other,-88.99978142635022,34.54181500723542,-106.08759352002288,D,56.737717705307624,A,D,-91.78559650241903,C,-49.246248013523775,1
Yes,65+,Brazil,Female,67.59272464035507,140.1449316729741,-102.15970078777525,A,61.935725161018105,A,C,36.691376602282155,B,135.27829348657775,1
Veteran,51-65,Brazil,Male,-146.98008161495468,-135.8018438814264,-246.24404771168767,B,124.95450588320809,E,B,-52.46460970492025,D,46.55497236685389,0
Veteran,51-65,Other,Male,-162.81612799554418,64.71556454598422,121.72127111940662,C,-65.65747861061483,D,E,-99.56178663598811,B,-121.17232081458684,0
Yes,65+,Germany,F,45.933994479125616,54.391702501085625,225.02471758295744,E,55.830645767835506,D,D,52.32760883281544,C,130.87072039969442,1
Yes,65+,India,Female,19.6335537751567,139.99720273815706,-128.07806006629178,D,21.434055817644474,E,A,18.343871908923152,E,-46.872265228495266,0
Non-Veteran,26-35,India,Female,-110.1614044202533,185.26251574547078,-249.3170954224188,C,67.59674501178466,B,D,110.23755869337339,C,75.78585880995047,0
Non-Veteran,51-65,Brazil,Other,32.4739416164412,-159.69904355737438,-151.10070193097255,C,11.125398813830026,C,C,-46.99966976894972,D,81.33090207928915,1
Yes,65+,China,Other,70.48683201210977,-85.10715186104188,61.69105220969931,A,22.459150528613673,B,B,-50.975434837252664,A,-87.9103565503588,0
Veteran,26-35,UK,Other,-26.6763805559174,-78.58509105749465,-80.93617200956503,A,102.93454034542293,C,D,-13.173030589648565,B,223.2829299458431,0
No,65+,Germany,Male,-44.73340651197672,-60.054304029497,130.15552570180694,E,8.332653595521073,E,B,123.32403765899464,B,143.91915266415586,0
Yes,51-65,Brazil,Female,149.96849497778422,-147.88806535718538,-17.003260964854654,D,6.670344617156615,D,B,258.7895622203585,D,95.14314995175653,0
No,36-50,India,M,-73.76918030706692,82.31978713366642,-86.27618440277848,B,-139.0417937812242,A,B,79.54646357649352,B,167.86064217500234,1
No,26-35,Germany,Female,25.83833892903162,19.57349610578084,-36.88453865906164,D,17.47994451075188,B,E,-140.39750016395126,A,-14.639186460165476,1
No,18-25,US,F,13.537798760634562,84.8760879483603,-139.7050884023636,E,-147.793484370964,C,A,-155.17204921965416,E,55.64240510689215,0
Veteran,65+,Mexico,M,-162.66078121791722,-156.02166096695694,55.759387712370355,E,65.82737943866056,C,B,64.98627075015183,B,-56.8372095833502,0
Yes,36-50,US,Non-binary,5.844515720664827,58.43098333154223,-84.62307384903053,B,5.90491301340125,E,C,0.25675178390963593,B,-19.78110371462535,0
Veteran,26-35,US,M,157.71892872672268,-106.40006678839511,-7.488286819205543,D,123.91147104016443,D,D,-7.214018014211403,C,-24.513425471530645,1
No,65+,Germany,Female,56.73410782376167,-97.58465564660163,19.563427606900397,E,-122.25443241951758,B,A,29.81709350587115,C,-41.43108651703359,0
Yes,26-35,US,F,13.270148095643961,-15.4578794294488,0.8585375773267085,D,67.58089332187895,E,D,7.916245542003806,C,-127.51137906137033,0
Non-Veteran,26-35,Mexico,Female,-82.50863387140281,8.41050760121206,-100.76557331990632,E,-157.05568245104558,A,B,1.259517522812549,A,104.42161893175455,0
Non-Veteran,26-35,China,Other,24.703865642157737,71.39072344706857,122.09872523298422,B,-144.48318826107234,A,D,84.90931197623048,A,109.91506672426992,1
Veteran,18-25,Germany,Female,37.42775221237871,-146.3363321613685,135.87940309526542,B,-63.425480992099345,B,D,-85.4317340444489,A,-135.73054569160863,1
No,65+,Other,Non-binary,48.020338881546856,43.465734903815644,-64.67338650641251,A,22.023831508453064,D,D,-78.6799254987929,B,26.13624957307909,0
No,26-35,Mexico,F,-123.23234314470987,-111.28710481304991,12.164074238739687,C,138.84676856835904,A,E,170.5740542251071,C,15.985425467665065,0
No,26-35,US,Other,63.94661272095207,116.41265109946073,-11.56850713586353,E,-48.655159778562826,D,E,-121.55898274001035,C,39.57294104911027,0
Veteran,65+,India,Male,-16.86334093843818,64.44604061640196,278.1559176779002,C,-5.756180023710941,B,A,-70.5662646890204,A,-31.411918942716117,1
Veteran,51-65,China,M,45.806864193947675,62.662261728691014,-106.8035170819293,D,-227.2655666602962,D,B,-136.26276424048982,B,-5.1812442249651,1
Non-Veteran,36-50,India,Male,-98.94168634140826,51.68842829778123,76.4256543411939,B,-2.8461180648840703,B,E,237.83923713374566,A,87.9491590871422,1
Yes,26-35,India,Other,51.070169535813925,-33.93090295243483,58.72244464467925,B,-131.50553575693772,D,C,-165.68193431859046,A,-101.54855087245542,0
No,26-35,Other,M,-22.633959962036673,-0.7826722179069016,143.78726335677283,A,-2.8761350356162585,A,D,14.083859272219195,C,-27.849153972785402,0
Yes,65+,Brazil,Female,-48.61294045665993,118.582497330913,-114.03062117664153,B,151.7002386061798,D,D,-65.15949872977697,A,-33.47676871351483,1
Yes,36-50,Brazil,Male,-82.19360071524294,-40.51025714017115,-132.81593922718253,D,-177.13357898572383,B,D,-60.3320808968345,B,125.00384745230394,0
Non-Veteran,26-35,Mexico,Female,148.49483257390835,-9.402419668681384,82.44930418876986,A,-35.534232794113194,A,D,143.1287403812571,A,-9.05757857841028,0
Yes,36-50,Brazil,F,93.58263669802457,1.254886512541753,131.4161097601474,E,49.54194197136587,C,E,-51.601099517957834,D,14.31323502241349,1
Non-Veteran,18-25,Brazil,Male,82.72973736761486,53.671026805375554,137.35961787798553,A,49.59266531038299,E,A,-83.65844540458517,D,190.828435158936,1
Yes,65+,Germany,Female,-66.09834966360164,90.61574566721637,62.62765019300416,A,113.50280382456657,C,D,0.5435658079660479,D,38.279230977939726,1
No,26-35,UK,Non-binary,-117.2518999777143,-89.71323129359597,-151.98389123528912,B,-121.0247579151062,C,A,-160.29361078713455,E,-56.93537325529293,1
Yes,51-65,China,Female,-62.815431826071276,-55.75340667237334,97.46412290222331,E,-59.99589988358521,A,E,-46.51832920784011,D,-42.54178416902824,1
Veteran,65+,US,Other,93.0928094997307,28.217040750012305,71.38790528423588,E,88.80742308389905,D,B,-51.220214186280266,A,48.85636738637221,0
Veteran,36-50,India,F,-152.22246447624607,-111.62791067165226,-3.9659013327126127,B,16.032855888744407,B,A,29.74289126246439,B,-6.49956581715042,1
Yes,26-35,UK,M,-96.7313813715689,-47.21197604549168,-57.95431922660068,E,-207.30487029483976,B,A,-64.02886263116847,B,17.786639662044866,0
Non-Veteran,18-25,Mexico,F,169.95027013009496,27.25538612457259,149.83556615493,C,-63.662718153974716,B,A,20.78399278988022,D,126.51919033839877,1
Non-Veteran,18-25,US,M,-133.75122684770858,-23.935554579965444,168.11703769584707,C,20.430794709616244,B,C,-97.21127897092741,C,-35.49042706907732,1
No,26-35,China,F,-78.12712309013293,21.708928501182367,33.16972001983389,E,20.18506267302304,E,A,6.592198209636553,A,-30.144982336054426,0
Non-Veteran,26-35,Other,Male,-227.33300618149423,73.46584267860132,4.512796837489322,D,50.43296177764536,E,A,-124.21571010407177,D,161.28361340843244,0
No,51-65,Germany,Female,-2.853580323179683,-12.14072137304252,-121.13818617086302,A,-56.522592068942615,E,A,51.66322616931076,E,-35.79092900085502,0
Non-Veteran,36-50,India,M,-242.59575398155357,287.857092612608,-225.64258187010222,E,17.316774302140885,C,B,31.713399375799977,D,104.92166091836216,0
Yes,26-35,Other,F,46.662305013236164,-25.654142235706047,118.54019727133259,E,-254.80859281627045,A,C,-76.52687966156431,C,57.270309042550004,0
Non-Veteran,26-35,Mexico,Non-binary,-209.76794023263216,241.2375770730753,275.92470263589587,B,-63.767213606661734,B,D,-142.96347651178823,E,238.77784447954267,1
Veteran,36-50,Other,Other,116.69567529607822,-146.97377174595044,-63.94875763142487,C,114.95457563211313,D,A,34.08459373316553,A,96.14431700431957,0
Yes,18-25,Other,F,-46.92790192704857,106.24604692317384,-144.51427693448565,B,-133.8193073461013,D,E,-13.282798594313618,E,-13.717410137848459,0
No,18-25,Other,Female,195.91918169987815,-257.3660614472761,-7.553183310375859,B,37.78671963338984,E,A,-80.32784540560675,A,63.97255073689516,1
Non-Veteran,51-65,Other,M,-98.67919804582887,14.446765586220673,-98.53348137821723,E,-133.49971431879877,E,D,166.51923466113504,D,38.77254801491377,1
Non-Veteran,51-65,Germany,Non-binary,49.16946155874172,28.103130757957455,11.979451362140946,E,-89.07536077076237,C,D,-124.8244379125351,C,-52.853896029067904,0
Non-Veteran,36-50,Germany,Non-binary,123.5976562541205,-159.0237659918516,-68.92316077267873,C,-146.29069334832297,E,D,108.14049103671533,C,-80.70801988979223,1
No,65+,US,Female,128.3043121116843,5.2836774371699455,-240.07900256836092,C,-6.810654988493916,B,A,86.59891169432399,B,73.80377783095958,1
No,51-65,UK,F,63.260929514401774,78.26296547577186,-19.525216437825385,A,29.19195467736489,B,A,105.4469686148614,C,14.05990519559043,0
Yes,65+,India,Male,29.325344171601706,99.64541065400613,-146.75764824485356,D,-159.06052193908107,B,A,-104.78322667379263,E,-12.714174737405514,1
No,26-35,Mexico,Non-binary,36.475725878552545,37.80206143329086,80.30869573577696,A,28.107780637131896,C,A,54.319941431772556,B,1.326550099434941,0
No,65+,US,Non-binary,-1.6623903660330632,-11.026190496459296,-14.974884666001214,C,145.34150530560308,A,D,8.857098842715466,C,29.392182225075192,1
Non-Veteran,65+,US,F,67.75699658967072,-152.92474805331898,-138.70184335464606,D,-60.50503659675549,C,E,-114.35946778794685,E,64.4647227706453,1
No,65+,UK,Non-binary,28.791736550931784,-55.21833502947191,27.836198579427908,C,47.11839097710459,B,E,-15.529044335279318,B,122.48277791750314,1
Non-Veteran,26-35,India,Non-binary,-3.625811639210915,-76.39204192624165,-74.80113878262745,A,225.54933274517083,D,A,-207.5251306058034,B,57.01609761065058,1
Non-Veteran,26-35,UK,Other,69.93128684772736,78.49692120349333,-107.90307130683084,D,-217.98162312249073,E,C,-8.288529287532382,B,-70.15374828435662,0
Non-Veteran,51-65,Mexico,Male,-44.601703436707794,162.24739507656525,-37.30893039188475,C,-177.7746723837483,A,B,-17.387595271499237,A,77.14774427450163,0
Non-Veteran,65+,Mexico,F,-39.75326839027906,61.66810994115763,-124.15409359590306,B,-131.19757929942432,D,E,-2.4348043032181024,D,-63.66286602854333,1
Non-Veteran,18-25,UK,Male,-163.08355748465894,4.283963890268884,19.602777797928002,D,-25.27835444567358,E,E,78.38012489965074,E,66.88193514404122,1
No,36-50,Brazil,M,15.829536527953081,117.01908661541671,-146.44716090913033,A,47.45690495848467,D,B,-123.23119531743623,D,226.60310137236488,0
Yes,36-50,Brazil,Other,-119.28423286593971,107.61262893439907,46.2288057627393,B,-6.159191911385365,E,D,15.330067764807598,A,43.17774322886685,1
Yes,65+,India,Non-binary,-21.129005560400792,-141.59169057877142,-69.0663571306015,E,129.62045733994395,C,E,-73.22727583780286,E,-10.299418164269849,1
Veteran,65+,US,Non-binary,75.48564902436347,1.039503853939271,-22.078265373181164,C,-53.61104363112786,D,C,2.484241852897685,C,-2.7812828358549675,0
Non-Veteran,65+,US,Female,139.85129982747367,68.08614043868579,98.3413023346223,B,-52.399421520485824,C,D,-156.18166049243493,E,-63.31133910670117,0
No,26-35,China,Non-binary,-105.93449308516536,12.043604408665354,152.20704850522984,B,114.05050996602111,A,A,-89.19158784649757,E,-40.72516662314208,1
Veteran,26-35,Brazil,Female,49.37791844654428,-60.59137680234492,43.67153253417017,D,62.41294563291581,B,D,-35.9936436910777,B,-10.047528249970522,1
Veteran,51-65,Brazil,Female,-139.68514364526493,155.38490897189158,-44.680472838364224,B,15.703480792101072,A,E,-131.797233323596,A,-77.54063584496174,0
