nation,birth_year,age_range,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
India,39,36-50,Male,B,E,E,20.378150001998925,42.20343189378835,C,A,D,-48.35802167847881,164.7014686168741,D,-42.8476709076339,0
Germany,43,36-50,Male,B,B,B,114.12399706751563,-66.7118430272878,C,C,A,141.68201351777458,51.47818847262907,C,-47.64859334043668,1
Mexico,43,65+,Non-binary,D,A,D,121.3888219431585,100.34907724111612,B,A,D,16.2591036701303,31.40415385207449,A,9.61867805517017,0
India,78,65+,Male,D,C,C,65.60724741592291,-112.6978435310032,C,B,B,-30.73028365264913,-11.116025371261735,B,-216.33560476555513,0
UK,28,65+,Other,D,A,D,150.80055717548396,-64.80420902142178,D,A,C,185.90226004352462,-75.11309216731465,E,39.72984510456144,1
US,79,18-25,Other,D,B,B,53.82631015170366,-174.5863498368812,B,E,A,-203.33427927135745,-200.78903205494848,D,94.44456238967938,1
Germany,45,51-65,M,C,B,D,-36.54100287602491,95.8439734322578,D,C,D,-37.54944130010034,133.97392645768116,D,-165.7606286799995,1
UK,61,65+,F,E,B,A,137.69030010292866,28.61020508849899,B,B,B,-173.1961492859255,-10.94355442006765,A,-46.0603527533496,0
Brazil,36,26-35,Other,A,D,E,-75.67536668058568,56.41718595737068,C,D,C,34.33204617397656,-28.170529447025633,A,-55.008169917528306,1
US,59,18-25,Male,B,B,B,-9.510322703193296,111.39562657589006,E,D,A,-37.01028703053492,-91.5908897066314,A,36.28507078266318,0
India,73,51-65,Non-binary,E,B,B,-71.85741081229912,10.895697762196834,C,A,C,-2.873919923949117,133.21842833721166,E,-95.35532595572037,1
Germany,43,36-50,Non-binary,C,C,D,151.9376158829768,8.54768865553904,B,C,D,81.26463983367444,-27.09389573000134,E,32.04674469529177,1
Brazil,23,51-65,Other,A,D,D,81.46130702978147,18.159757252441064,C,B,E,-141.78920476585552,-43.39072411286952,A,-121.6777210674923,0
Other,68,26-35,M,E,E,E,63.99013751041844,-52.33957634684744,A,B,E,-60.73738136784108,-202.816501732765,E,-148.0797842628362,1
Mexico,40,18-25,Other,E,D,B,78.43975713062083,-100.78304640871653,D,E,E,36.49118957405199,172.56002882800783,A,-59.45874634326469,0
UK,57,65+,Non-binary,C,C,E,302.65509358531045,75.55092816231115,C,D,D,-62.339116387273286,57.296175519758386,B,97.80694801095623,0
India,71,65+,Female,C,D,B,-57.979731308646286,-37.86460727262133,B,A,A,-138.33158684507254,132.80898456238347,B,228.445397608794,1
Germany,45,36-50,Non-binary,C,B,E,177.45173842997514,-200.96298987086874,B,B,E,4.080413595519705,26.819383975007,A,-79.43863276079858,0
Other,50,18-25,Other,C,A,E,25.25986317410108,-131.89886393105027,A,E,E,-0.2093298024053412,86.94509190668029,C,126.65089202537656,0
Brazil,74,65+,Female,B,B,B,135.69820507333418,-2.462837203387452,B,C,A,136.85949992278518,43.18634161167282,A,-28.779090375919786,0
Mexico,37,26-35,Male,C,D,D,-4.758187701786649,-0.6674930711532828,D,E,D,24.26705584894017,-69.04493767975059,B,97.01237390632382,1
Mexico,29,51-65,M,B,E,D,73.18258661742384,132.12862824402987,D,A,C,108.93329993296967,47.59127277986781,B,-15.574450806803885,0
Mexico,63,65+,F,D,B,D,29.245106218554234,138.6206771388658,C,E,B,-50.24707173655775,54.250935733120556,A,-212.62203535549372,0
Brazil,63,26-35,Male,E,A,D,25.017843737848306,137.26889254572055,B,D,A,-31.237072652590786,20.621650828710663,A,72.52946601251426,1
China,41,65+,M,A,C,D,-23.20435983813769,-155.88552501458273,D,A,D,74.8636355439033,113.40524269201697,D,16.551840683475575,0
India,76,65+,Other,E,A,D,17.47893664005902,-72.35819545618816,D,E,D,85.66136182628591,3.724976103978219,D,-129.26260390596278,0
US,25,26-35,Male,E,D,A,-81.00406837761209,-83.48885656445637,E,E,C,-35.70609051021387,-120.50429264989727,D,8.73549153484304,1
India,28,26-35,Male,E,B,C,148.23959512358226,-42.23361675647589,B,D,A,48.57004124718636,105.49018478679511,E,-142.51168171777397,1
Other,42,26-35,Other,D,C,C,-75.57624583994978,-243.94302969910578,D,C,B,-71.3377211898173,-184.82376753696846,B,-128.55626854873162,0
India,49,36-50,M,B,A,B,-29.45931191333142,-137.19657609441657,C,C,C,-88.19484132077191,56.178123754562705,C,-3.967209230848062,1
UK,52,36-50,F,D,C,A,5.5821222965672845,40.44571568425883,D,E,A,5.362933618586414,144.07110737959886,E,84.28936493738314,1
UK,49,65+,M,A,A,C,16.05275002926679,7.93421983118767,C,E,A,64.82357128586561,-46.50705913039807,C,15.45184362671637,0
UK,46,36-50,F,A,B,A,-103.1288718891737,94.70960312217544,E,D,D,220.98136525077913,-17.00273002151669,D,-45.666406922851294,0
India,29,18-25,Non-binary,D,E,D,-104.92744520214283,23.855527998964092,D,D,D,-35.49005254640167,-7.984423166115269,D,-5.293637791607331,1
US,70,26-35,F,D,E,B,0.5681833805815448,-107.46158396080195,B,B,E,66.44696352864682,167.50727678239375,A,105.10812453679239,1
China,50,18-25,Male,D,A,C,258.32261968223895,124.69657919995805,C,C,B,-138.76912661886854,38.63593515304517,B,-24.318197130507794,1
China,49,18-25,Non-binary,E,C,E,-49.59311314727215,155.5863051865388,C,A,A,-44.997890602812895,-69.62814140024508,B,-31.284674216099102,1
India,60,65+,Other,A,B,D,22.829739686216442,-1.0709122152638124,C,B,C,34.70708773556693,36.16639754225649,B,-1.9499996733688556,0
Germany,45,18-25,M,D,A,B,66.76878239965346,-112.09926506428607,C,D,C,177.04329820260202,-88.71404977415767,C,23.754302262856967,1
China,35,18-25,Non-binary,E,A,D,79.76900439383982,76.08203711493911,B,E,A,213.88383056262774,158.81779919957978,D,51.85600808967135,0
India,25,36-50,Non-binary,C,C,D,101.9870565904078,12.935261956157051,D,A,B,97.2023862620348,61.18080145740038,B,8.633011576350958,1
US,61,36-50,M,D,C,E,36.64834539573666,36.23153357536689,E,C,E,256.62492236576446,153.9353104254215,A,47.819238241199784,1
Brazil,26,26-35,Other,C,D,E,154.8992908551489,-50.24527327133086,E,B,B,-78.8657358156597,-104.54018986354757,C,-72.02356797879476,0
US,45,36-50,F,D,A,B,177.1882616197158,-70.32908160748337,A,D,C,-148.95242899223476,62.729553656918554,D,-16.086304866575368,1
US,75,65+,Male,B,B,B,205.8266810476697,-164.00318280482446,D,E,B,-14.026082961685757,49.7756844625498,B,-104.11308036224281,0
Germany,61,36-50,M,D,A,B,75.04935873802573,32.62049240017372,E,D,E,-64.76222806887277,-85.31813586287328,E,8.923253568787986,0
US,75,65+,F,B,D,B,116.65831534401678,28.00231118712975,D,B,A,-87.11672860728346,61.61955538772457,B,179.7896042714302,1
India,66,65+,Male,C,D,C,96.31731106210506,-39.29998587187472,D,D,E,57.083471283452866,-240.3166199038103,D,2.090541326918029,1
Mexico,34,36-50,Other,D,E,C,-142.61728863399807,-92.5658291096106,C,E,B,60.89087341082012,-8.329432235015837,E,-45.52712212471251,0
Mexico,51,26-35,Female,D,E,D,113.79824772620522,-49.18643832652968,D,E,C,-19.002215409343716,-168.49957166753063,B,-72.731433609838,1
Brazil,72,65+,Other,A,A,A,-10.257306631924632,94.90886903778663,C,E,B,14.082813100699543,-21.308346349882765,E,-69.73660299890982,1
India,38,18-25,Non-binary,D,E,E,-87.12965683305978,34.18269597338245,A,C,A,-133.63307948292947,-49.449797724916735,D,-6.747164563248406,1
Brazil,66,36-50,F,E,A,A,-130.8329987316575,-142.01866127224585,B,A,A,-44.53624054883099,71.77611028525558,D,-41.84642670571082,1
UK,61,51-65,Non-binary,A,E,D,82.9908325274582,-102.08904880488004,A,B,E,-91.43611140920255,-213.18209292011886,E,-148.66494606364554,0
US,68,18-25,Male,E,C,B,-45.25246229105555,-63.05029565561661,C,D,E,-128.45049830000468,60.8856256697275,A,-155.2943352796158,0
Other,75,51-65,F,C,C,B,-68.96705181927145,19.43759120666467,E,E,C,-50.093964440106745,-116.48661690045263,E,57.890494109653545,0
Mexico,62,36-50,Female,D,C,D,30.432633907551672,85.34779826542031,A,D,D,-102.81042439048784,129.0868367769049,C,107.3894170747203,1
Mexico,42,51-65,Female,E,A,C,23.641534468203567,88.79441122308552,B,D,B,-109.75836757679167,-79.4985567732444,D,-84.20506530338821,1
Brazil,26,18-25,Other,D,B,A,-180.66874322229305,-0.7604206922460782,C,B,D,33.643115636188455,16.28161691726077,D,-7.320453618954724,1
India,43,51-65,F,D,D,C,57.86277343214332,-247.45757592395162,C,C,A,143.81808499524954,-33.979619873882896,C,154.2308519996128,0
US,62,65+,Female,B,B,B,90.28417591843254,57.02225511138058,B,B,A,84.22115536846583,45.056156394102324,A,116.4069441197031,0
Other,31,51-65,M,D,A,C,-109.75939743481247,122.84798249440847,E,C,A,-132.87266370090725,108.29161549198984,A,123.14542265638202,1
India,55,36-50,Non-binary,C,E,C,71.44199431668459,6.401963606569587,C,B,A,-77.9150298934878,-34.96964455524961,B,-125.11144195854055,0
US,38,36-50,Non-binary,D,E,A,52.19543322948657,-140.4215859922696,D,B,D,-165.1872244958676,33.91008780090515,D,106.1547278722456,1
Germany,34,65+,F,E,D,B,36.185454697745385,-116.33022687334554,A,A,E,174.51514094894534,-84.65038973880715,C,-214.88939035893736,1
China,27,18-25,Female,C,B,E,4.492701159285583,-38.615517193660565,C,A,B,-15.376210278389083,142.78943106931655,D,24.502626508584342,1
China,25,36-50,Male,E,B,D,110.54674449850776,-7.6808066601168745,C,B,D,49.50040757669979,-252.25578987049855,D,133.09645681266628,1
UK,65,65+,Other,E,C,B,-152.8170416596552,55.86115790212297,E,E,C,126.33977371126261,-125.93449733542768,E,-74.0462948680244,0
India,70,36-50,M,A,A,A,-87.82626466654025,-78.41624874962413,A,B,A,-9.192930354233814,-149.79324149856933,A,-69.99499235449407,0
Germany,61,65+,Non-binary,D,B,E,44.25804286859247,-11.105527631615079,D,A,E,-19.698086417710677,1.9000929767630026,D,-46.44725148417548,1
Other,42,18-25,F,B,E,B,191.36484757574559,2.2031416561653,C,E,E,94.73113688172675,49.993371468368046,E,128.8991538327734,1
Other,28,18-25,Other,C,B,C,-201.34017517842372,-140.76659913339137,A,D,C,13.742364173494606,-120.84538504964908,D,-6.384259718336679,1
Mexico,68,36-50,Other,B,D,C,-56.70821433777014,0.8355501971265014,A,B,D,55.846146679983796,31.666296458671766,B,100.33505472643438,1
India,22,65+,Non-binary,A,D,E,132.92020742455756,-153.106867200564,D,C,C,41.86614079052534,150.1960756151209,A,3.6114213691589008,0
UK,38,18-25,Female,D,E,D,-24.344827840504784,-146.36370535646424,C,D,C,-4.187185764484759,-71.16107928539975,D,38.38742692832364,1
Brazil,30,26-35,Female,B,D,B,101.2727125919199,76.3696009776045,E,B,D,-37.426062735642205,215.47433817650315,D,29.12201680554117,0
Brazil,61,36-50,M,C,D,D,-46.83810606991829,-129.5522886376911,E,A,C,-31.308165226923094,-28.937325009630666,C,65.05514888620911,0
Other,34,36-50,F,B,C,C,-81.72647858926234,27.650568790798335,D,C,D,-265.74393123061964,164.63869062766003,B,-123.73339082456332,0
Germany,37,18-25,Other,E,D,A,-3.9780921669706664,-168.04428453091208,D,C,D,-50.519387288094244,-216.81642285143053,C,-3.7324304106265584,0
Other,55,51-65,Male,B,E,E,13.57034244673885,90.09693981536014,B,D,B,-150.7239247201571,27.123001341477703,C,136.44601611057965,1
US,65,18-25,Non-binary,E,A,C,-103.04549120972575,7.071382062971276,A,B,A,-86.12686377212204,27.344583910822625,B,144.75446401222936,1
India,75,51-65,Male,E,A,E,-11.867478284586042,31.415219001046573,B,C,C,-49.62070779212498,41.63105147731357,B,-100.20017942848374,0
India,49,65+,Other,D,B,B,128.2710571336529,97.7117520995062,B,C,B,-10.378847829150427,51.07119375514064,E,-71.10645017767833,1
Other,63,65+,Other,C,D,A,107.09409349769663,150.93358907183338,B,A,A,23.360462373463342,-93.32735847925136,B,-49.78954913819089,1
China,60,18-25,Male,C,A,C,1.491067005229885,8.073736481701703,E,C,C,-155.54674550806803,-44.741412002996825,E,26.63041680632193,1
Germany,54,51-65,M,A,B,E,126.03103305444638,-3.5786811741958497,C,A,E,29.857422849192144,64.1981790334228,E,161.13338902563538,1
UK,78,51-65,Female,C,D,B,4.0917444078949945,101.23248272562304,B,A,A,60.15586307675264,20.98194231914957,E,-3.518336883567788,1
Germany,69,65+,Male,D,A,A,124.27336750478719,-78.12547371516223,D,E,B,-85.74769859309284,-161.55884217817976,A,-82.29510237754567,0
China,61,26-35,Male,E,E,B,-84.05381688115241,17.5598695776109,A,D,D,26.049574963360943,100.30853519268825,D,66.49575298079289,1
UK,70,51-65,F,C,B,C,69.64127518566188,-157.37820991751428,C,C,C,-22.25966898942981,-10.860116215050608,D,-29.09566650231318,0
India,30,36-50,F,B,C,E,-141.36450057194133,-27.676061527852557,D,B,B,-13.324040488274392,-38.873493964598055,D,10.301617467802359,1
China,53,65+,F,B,E,C,70.42847165382756,-122.3796367356642,C,B,D,33.639958396731885,28.967541565230565,C,17.483024998588014,1
Other,27,36-50,F,A,D,E,-72.3389481018776,-88.81223988002027,D,E,D,-28.137892742134067,208.4292391172129,D,-90.76008575887097,1
Other,26,36-50,M,C,B,E,151.63403457942303,-110.47241715094441,B,A,A,42.149120278499154,131.4832106415349,E,-107.66141548414907,0
China,77,18-25,Non-binary,A,D,A,-97.41898666540563,226.89678853348894,D,A,B,21.0919246072397,-19.322429133290623,B,-74.91820759645154,0
Other,49,65+,Male,A,C,C,-279.43173213979844,-66.43108642428967,A,B,B,85.01914200932671,-10.600961101746611,C,35.06553466592914,1
Other,62,51-65,Non-binary,E,A,D,-71.12825815056493,-70.2967988165616,C,E,C,9.214724303847122,77.45223390250999,B,81.03723867094871,0
US,21,26-35,Female,E,A,E,-9.602947918689527,-153.9933476377559,E,E,D,-60.03788805850034,-61.33115319740331,A,116.82025470725372,1
India,50,65+,Other,C,E,B,34.41553153655984,-73.53457638952015,D,B,C,29.721377057405135,-117.91510364068067,E,-305.24849128895147,1
Mexico,37,18-25,Male,E,E,B,95.48172653615717,-86.1238578983152,A,B,D,39.776222377881645,99.3430975241246,E,-155.83341453378424,0
India,44,65+,Male,E,B,C,93.53089926427765,7.152846323997675,B,E,A,-190.8745602231604,7.613460619235593,C,-65.22791158511099,1
Other,59,51-65,Male,C,B,D,-98.4591969361042,-144.58941441427135,A,B,A,95.19394904741503,169.8796392720582,E,-119.42905014206875,1
UK,30,18-25,F,C,A,B,-94.49517026173038,53.530613857014906,E,C,C,64.73219476046935,-24.926585860349157,E,-98.38931095382591,0
UK,69,36-50,Non-binary,B,B,C,-81.68357250734147,0.841753243734832,A,D,E,-66.27298643666889,86.60895535938832,C,-14.813113299827496,0
China,62,26-35,Non-binary,D,A,E,29.49691783149218,-92.51816111647125,A,C,D,-54.09022095302662,-55.10744613384492,D,95.24937707730739,0
Other,19,26-35,Non-binary,B,A,C,-34.30045801711227,84.50958826060086,E,E,E,-70.5098413401101,126.4959127272006,E,96.21909837003287,1
China,66,26-35,M,B,E,E,-31.68657870519941,-81.46797188770942,B,A,A,127.08244845108293,187.6773036564566,A,-74.14708292241102,0
Brazil,44,36-50,F,D,A,B,-186.85411479701364,-23.065201987284542,C,A,E,-28.49084317064251,64.44620265164758,E,-61.590269230377025,0
China,43,51-65,M,A,D,D,-61.14016382844988,30.536634472056857,D,B,D,-43.29402351525653,-49.931683398177114,D,-89.89676922037127,0
Germany,61,65+,Other,A,C,C,-15.69262306057235,-63.61576370519636,C,C,E,-57.526260133807185,129.41231079765709,A,214.35498173591162,1
Germany,61,26-35,F,C,B,C,-118.19155456384074,51.45766541001523,D,D,C,28.33653675712442,-187.33456137985516,C,-92.54920489555462,1
Germany,65,36-50,Other,E,E,C,12.889657184633535,62.7877843140482,B,D,D,64.22263580615534,25.291413294427894,A,75.81495129889532,1
Germany,50,51-65,Non-binary,E,C,B,62.2252756424019,-202.0244343170171,B,E,C,-58.391928561282604,-44.67427670880084,D,131.400691949249,1
Brazil,63,18-25,Non-binary,D,A,A,-14.272218928815331,-212.023509478214,C,B,D,-9.256619149129202,10.177996063733879,C,12.623857752860387,1
Brazil,33,18-25,Female,E,A,C,-315.50633647080525,0.10667112100673432,C,D,D,124.35852426341347,-51.89720121453642,E,42.38929150191836,1
Mexico,46,36-50,Non-binary,B,B,A,67.37936904732872,194.35221001601084,E,A,A,-28.298492705353574,-3.434385172080291,D,-105.24661394951669,0
Other,22,51-65,Non-binary,B,B,C,-99.44944334413634,-27.261553082551387,A,A,C,-122.38341165719966,-65.47459035822696,E,211.3103665159869,0
Germany,72,18-25,Female,C,C,D,-149.85919826010718,72.2764098227198,A,B,A,-12.87617977496058,227.33265729568234,A,-4.685275068452661,1
US,25,51-65,M,C,A,E,-115.47901262789972,27.601650853893776,C,D,E,134.17585061636902,-82.5291426232042,D,-49.133145069395674,0
Other,37,18-25,M,B,C,E,153.76194573209995,100.8858421250804,B,C,E,-2.146092146935624,-41.68201291162998,E,188.3993697631741,0
Other,71,51-65,F,C,B,D,-100.63499943786276,-73.40261120780002,A,D,D,99.94819162452737,-8.808958479374944,A,-68.81292081254426,1
Brazil,37,18-25,Male,E,C,B,55.60133223343342,34.35099347976565,D,B,C,6.713693425492219,-70.98006360332015,C,-16.205151198411922,0
China,49,18-25,Male,A,A,E,37.225831657094204,9.163470356219436,E,E,A,-64.2762217431711,-35.42933766924495,A,122.37123198626342,0
India,37,51-65,Non-binary,C,A,A,70.18461503713806,135.6187647287476,D,A,E,38.52896891153917,77.95890262787873,D,-22.323200519694637,1
US,74,51-65,Other,D,D,B,8.69002191076303,-169.40167537125242,C,B,D,-0.23646869069633641,9.846679008955359,A,37.7803249928635,0
India,61,36-50,Other,D,A,A,15.694858275414528,-30.29380850700869,E,D,D,29.966693161146484,91.03999977864224,B,-43.083245918292334,1
China,18,51-65,Other,D,D,C,50.45335701305237,0.25697587654855114,E,D,E,-52.534750052113125,-0.37662800925705187,A,88.52312248248072,0
Mexico,45,65+,Other,B,C,D,273.06909101428766,-59.045263406749015,E,C,E,68.44827516044379,17.96690751931394,A,94.29707676664643,1
India,67,65+,Other,D,E,B,-21.27855059307537,-43.263334918338195,A,A,E,124.05937389828293,-83.77783783994063,D,-23.363791146071904,0
India,38,26-35,Other,D,E,D,151.86840802231038,50.906233643687116,D,E,C,-85.95352436690659,-85.94944293605074,A,115.10181110546802,0
India,32,51-65,Non-binary,D,A,D,-81.85127662981702,124.39995366425048,E,D,C,51.985785307107065,-59.95656582591876,C,-58.33724599873867,0
Mexico,67,65+,Non-binary,D,C,E,-52.625367706307,95.51611976329039,B,D,D,-1.0620775653663195,60.10018441934945,C,130.5004756071022,0
Mexico,20,65+,M,A,D,C,-23.469869783601432,-89.98873208617265,C,A,D,-75.14087520976315,6.289835482990642,A,35.91757078396311,1
Other,45,26-35,Non-binary,C,E,A,-142.4808187864583,47.62100867867997,E,C,C,-121.62391411035722,211.58142785603945,D,102.1834508236372,1
Brazil,50,18-25,F,A,E,D,-73.42494493114037,86.96136274770197,E,B,C,206.99423924516233,-121.79787323826152,B,79.54922670665145,1
Germany,35,65+,Male,D,A,D,30.438684100438767,-64.2066811384157,D,A,E,-7.60386984855511,-65.0569856026125,E,-110.03124261604201,1
China,46,65+,Male,B,A,D,132.92096848790123,-94.06329521586721,A,C,B,66.87723158562339,124.95707897288119,D,105.54281548677015,0
Other,53,26-35,Other,A,A,E,-147.3731629857212,114.28766790631859,C,E,A,-87.84146402103306,-134.7923089992682,C,-21.66368902644828,1
UK,38,36-50,Non-binary,B,A,A,0.3024276725871978,2.830020241595002,C,C,D,-30.01061046530196,-51.16910858708961,A,71.45332388829267,1
US,57,36-50,F,B,C,B,-262.8826490377881,-128.1688370820481,A,C,A,129.20356138209556,95.1102793070091,E,88.65010694014298,1
India,58,51-65,Non-binary,E,D,D,79.51377573425053,46.27894615007599,B,B,A,-22.742526037551343,-63.243461426534395,B,-68.11828751880749,1
India,59,18-25,Female,E,C,B,77.27980924421269,127.6041411722604,E,B,D,-108.71457678628853,-87.51539081179575,A,-168.74265589386766,0
Germany,21,51-65,Female,B,D,C,5.572516014680899,14.072627753054224,D,E,E,-46.571464029708046,-43.5550942203602,E,16.343099977325487,1
Other,25,51-65,Female,C,E,E,-4.87532813391928,-226.93134717807993,C,C,C,-218.7368036965772,47.32305794520562,C,33.189530660070425,1
Mexico,50,26-35,Other,E,B,D,-108.72583101391457,140.17579226160893,B,C,E,-19.164954011762667,-112.60746147028036,E,-172.26776754605189,1
UK,54,18-25,M,D,E,A,192.52719605565062,103.21895999573655,C,B,C,-75.39115977628629,-163.59674631286555,E,-68.84368898892932,0
Other,27,18-25,Non-binary,A,C,D,-140.6188214450705,111.96255405343445,C,A,C,161.63660049863088,65.46890430762603,D,-126.37751036766593,0
Mexico,53,26-35,M,E,D,A,19.079473994383466,55.63902073191949,B,B,D,-121.86417112757542,-22.24881415652852,A,-28.99930280749227,1
Brazil,43,51-65,M,D,E,A,-34.9705138371434,40.05565007121621,A,C,D,-55.376642462478685,24.705205624204634,A,-46.39564200186661,1
UK,41,26-35,Male,A,A,D,-154.08673037901315,-25.622318497615264,D,C,E,-163.497188133775,72.53504137770331,D,-81.1630301923024,1
