Religion,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Buddhist,Divorced,C,-11.751254239390322,A,E,B,C,B,D,D,-12.942149768608566,E,C,1
Christian,Married,C,-0.12171693500382115,B,B,B,C,D,D,C,-23.49480234234911,C,C,1
Hindu,Married,D,24.711534750881036,B,A,D,A,C,E,E,266.99661999436813,A,E,1
Other,Divorced,C,-72.34368377996637,B,D,E,B,A,E,E,123.94420957420627,C,C,0
Buddhist,Divorced,A,-16.724577107405743,E,C,E,E,A,B,D,57.88584654391984,E,C,1
None,Single,C,-206.33117115405503,D,B,C,A,D,A,A,33.92767594801304,B,D,0
None,Married,C,90.3355944144136,D,A,D,B,B,D,B,-18.502970917648195,B,A,0
Jewish,Single,A,-24.03013403789841,C,E,C,B,E,B,E,-4.790990572760922,C,B,1
None,Widowed,D,-227.18465257763745,B,D,A,A,E,A,B,-41.623856504473544,C,B,1
Muslim,Married,D,70.0881675856214,D,E,C,A,E,B,A,167.61396521773065,C,C,1
Other,Widowed,A,-71.91903228095035,C,D,E,A,A,A,A,59.12572019999068,B,E,1
Hindu,Divorced,E,14.570545461694698,A,C,D,B,D,A,A,118.09313416059142,C,D,1
Jewish,Married,A,62.71941025926774,D,B,E,E,A,B,A,110.04104616809197,E,B,1
Hindu,Married,A,186.1993208474766,C,D,D,B,D,C,E,76.75082923728218,A,A,0
Other,Divorced,E,103.48125186073914,C,D,B,A,A,B,A,-30.001860484046666,D,E,1
Christian,Single,D,214.0169511862183,E,B,B,D,E,C,B,-45.04243391404981,A,C,0
Hindu,Divorced,A,-17.884242231561227,E,A,E,D,C,A,D,-7.840968892685344,A,D,0
Buddhist,Widowed,B,-48.875536772117165,A,B,A,A,E,E,C,-52.264124865234926,C,D,0
None,Married,C,-52.426116547292125,A,E,A,A,E,D,B,96.83815868136773,C,E,0
Muslim,Divorced,D,96.08349491556362,D,B,B,B,E,B,E,-166.1593599753754,E,B,0
Jewish,Widowed,C,65.6054962139909,C,D,D,C,B,B,A,-33.74175983943567,A,C,1
Buddhist,Divorced,E,35.44552865220705,D,B,D,B,C,C,E,-88.2042180160976,E,E,1
Other,Widowed,E,53.34353981377622,C,B,E,E,C,C,C,-60.797543846455845,B,C,0
Muslim,Married,E,115.56218581434732,E,A,A,B,A,D,A,-99.54335133594601,E,B,0
Christian,Single,B,-113.65716045165956,A,B,B,D,D,E,A,-88.18556970232349,C,D,1
Christian,Married,D,96.71757831735104,C,E,A,E,C,E,C,18.283288125497215,C,A,0
Jewish,Widowed,B,111.58031372294262,B,D,D,A,D,D,D,-123.40656678425064,D,E,0
Hindu,Widowed,C,242.8571843841692,B,A,D,B,C,D,B,-68.45647766393589,E,B,1
Other,Married,E,-128.1935779488196,A,B,C,C,C,D,D,-59.026806329492466,C,B,0
Hindu,Divorced,C,134.21650343508168,C,D,C,E,B,A,B,-81.50621815710129,B,D,1
Buddhist,Married,E,-37.787779514638004,A,D,B,C,E,A,D,194.57217286477103,B,B,0
None,Married,A,109.07158828012061,A,A,C,C,D,A,D,-166.63113941064992,A,E,0
None,Widowed,A,137.1568395016117,D,A,A,E,E,A,C,60.745659625846024,D,E,0
Other,Divorced,C,58.90978528582546,D,D,E,C,A,B,A,-14.970467103229234,D,A,0
Other,Widowed,E,-110.01898135925936,E,C,B,D,E,B,C,-49.416100892750535,D,B,1
None,Widowed,C,109.59986342287115,C,B,E,E,D,D,B,88.78904457101484,B,D,1
None,Single,D,-32.41894184912749,D,C,A,D,A,B,B,67.40065968651876,C,B,1
Hindu,Widowed,B,-56.15570536890132,C,A,A,A,B,A,B,-43.34959336074354,D,D,0
Christian,Single,C,-44.838613889560605,D,B,C,A,B,B,A,-44.530332447954585,C,B,0
Jewish,Married,D,36.57460799252912,C,E,A,E,A,A,E,1.9780728839022914,B,B,1
Buddhist,Married,D,-167.41023761738828,C,D,B,B,A,B,A,103.41724028517044,C,B,0
Other,Divorced,E,159.54622027789688,B,B,D,C,A,B,B,74.49854126436409,A,A,1
Hindu,Widowed,D,-85.31449726761863,C,B,B,A,A,D,D,-44.38734590589047,A,C,1
Other,Divorced,B,394.47879749640686,D,D,C,D,A,E,B,-139.9263651009914,D,C,0
Other,Widowed,C,47.93453508600597,C,A,C,B,C,E,D,144.69976628339768,A,C,0
Christian,Single,A,10.577718675248912,D,D,A,C,A,D,B,114.72025861759288,C,A,1
Hindu,Divorced,D,-97.26375743858651,A,B,A,D,E,C,C,-46.219739864714434,E,B,1
Buddhist,Married,E,28.730798574480914,D,C,B,C,D,C,E,9.834142059934488,E,B,0
Buddhist,Widowed,C,-23.32829583022303,D,E,C,C,C,B,D,196.10752108920443,B,B,0
Jewish,Widowed,A,-36.361831684869315,A,D,B,B,B,D,E,1.2918616478345013,E,D,1
None,Divorced,A,-33.20290267848806,C,B,A,A,C,E,E,-26.22621473706161,D,D,1
Hindu,Married,C,-23.89819060631579,A,C,C,D,D,C,B,22.130240830772216,E,B,0
Christian,Single,D,87.12606678433987,E,C,C,D,C,B,D,55.18502426788531,D,A,0
Jewish,Single,D,21.386776059605854,E,C,A,B,A,E,E,224.93942608519282,A,A,1
Buddhist,Divorced,A,57.936837673115384,E,C,A,D,E,C,A,-52.529385884874614,E,A,1
Hindu,Widowed,B,142.92297484695143,E,B,E,B,D,D,C,17.94370776694912,B,B,1
Muslim,Widowed,D,91.57902956871938,B,E,B,E,E,E,C,-91.29939405859928,E,D,0
Christian,Divorced,D,31.022037283430333,D,A,C,A,D,D,D,-7.324127362514537,E,B,1
Jewish,Widowed,E,-97.49821426764112,E,E,E,E,C,A,D,45.113145457237216,B,A,0
Muslim,Widowed,B,-121.64169036857975,C,C,A,D,B,D,C,-20.709554570017445,C,E,1
None,Divorced,E,-87.6576699910412,A,E,A,B,E,A,B,-24.068574601488415,B,B,0
Hindu,Widowed,E,40.9630708722565,A,B,B,B,E,B,D,-41.360365407555925,D,C,1
None,Single,B,102.6138724884965,D,B,E,C,D,D,D,40.52467947447169,B,E,1
Christian,Married,C,-207.79107009937476,D,A,C,D,D,D,D,68.07923711372949,B,B,1
Muslim,Single,B,-147.81079295863378,B,D,B,A,A,A,C,-99.15578696703597,C,A,0
None,Married,A,-59.0542663270849,B,B,E,E,E,A,C,-75.81022723978042,B,B,0
Christian,Divorced,A,20.086264832708412,C,B,C,C,A,B,B,55.714688082540675,B,E,0
Jewish,Divorced,E,44.71401466969815,E,E,A,C,E,A,D,-72.19976822715608,A,E,1
Muslim,Single,A,100.5740427068887,D,C,B,D,B,D,E,11.868972475067649,B,C,1
Other,Divorced,E,-15.786556479035726,D,B,B,A,D,D,D,30.414230054106756,B,E,1
None,Divorced,C,152.80007415790263,C,B,C,E,B,C,E,79.15591794767116,C,A,0
Buddhist,Widowed,C,97.96528896688447,E,D,A,E,E,C,D,-105.12723810312914,E,B,0
Buddhist,Single,D,-18.55927416984337,D,D,D,C,C,A,A,-9.227512456370635,A,A,1
Buddhist,Widowed,A,74.30432490188846,D,B,E,E,E,A,B,-49.19470419023257,B,D,0
None,Widowed,E,-129.24556164735722,E,C,D,C,B,E,E,-57.052480383341475,D,C,1
None,Married,A,99.98777097632605,A,A,B,A,D,D,C,-1.621851698404217,D,D,1
Jewish,Widowed,C,196.660361635492,E,A,A,B,D,A,C,-83.73723034113328,A,D,1
Other,Married,E,102.21018034736255,A,C,C,E,D,E,D,-54.26395593623554,D,A,0
Buddhist,Single,A,-174.6537846292973,D,C,D,D,B,B,C,-9.66120158389451,B,C,1
Hindu,Married,A,61.772718066839325,D,E,A,C,A,E,A,-153.84463248011707,A,C,1
Buddhist,Divorced,A,-18.161912628668663,D,A,C,D,C,C,D,7.670286844780562,E,E,1
Muslim,Married,B,76.23307632508711,E,B,E,D,C,A,C,43.19297705212926,B,A,1
Hindu,Divorced,A,19.586614703558972,C,C,B,D,C,C,D,93.65153046230297,C,A,1
Other,Single,B,-67.74884771633843,E,C,B,C,C,E,D,43.30824039925445,E,E,1
None,Married,A,23.938858766266723,C,D,E,B,C,A,B,73.4074953988696,A,E,0
None,Widowed,D,-10.75638038050454,A,B,D,E,C,C,C,-9.80161089480418,D,D,1
Buddhist,Single,C,201.7511698748244,D,E,D,E,E,D,A,61.53673300114691,D,B,0
Buddhist,Married,C,105.6758935121424,B,D,D,B,B,C,C,-122.23310910817864,A,D,1
Jewish,Widowed,B,-137.83681506202467,A,A,A,E,B,D,B,-34.20265228198083,E,C,1
Buddhist,Divorced,C,-9.808246662588273,E,A,D,A,A,B,C,154.81304998676845,D,E,0
Hindu,Divorced,B,-67.64793401887277,E,C,D,B,E,C,E,72.14673218619998,D,B,0
Buddhist,Married,E,164.4909919578582,C,D,B,E,C,E,B,-53.0170251156641,E,E,1
Other,Single,D,-154.4265363818848,E,E,D,B,D,B,A,-27.918965195563306,A,E,0
Buddhist,Widowed,D,185.81116824604206,A,D,D,C,E,B,C,-176.98151739043607,B,E,1
Hindu,Divorced,C,-75.36540982677032,B,B,B,D,B,E,E,144.4393233336172,A,E,0
Buddhist,Married,D,67.1659370609194,D,C,D,A,C,A,D,90.3788344036407,C,E,0
None,Divorced,A,32.06137653469854,E,C,C,D,C,E,C,3.386132593502759,D,B,0
Hindu,Widowed,C,7.047317673337014,A,C,C,C,D,E,E,-61.228379919468445,E,C,0
Other,Divorced,B,66.18750593976539,E,E,B,B,C,E,D,6.698931603437315,D,D,1
Other,Divorced,A,15.832362425721644,C,A,C,B,D,E,A,-66.59793200632636,B,D,1
Other,Single,A,85.9066827963489,E,B,B,E,C,C,A,-86.1110189070148,C,A,0
None,Widowed,D,18.628484943682967,A,A,D,B,A,C,A,182.32578854661105,B,C,0
Muslim,Widowed,C,-68.21206862330149,A,D,C,E,A,D,B,-142.95758485954295,C,E,1
Buddhist,Married,A,-37.212758890076195,D,E,C,E,A,E,B,68.80807430481694,B,C,0
Jewish,Widowed,E,128.42418003811852,D,C,A,D,E,B,C,-25.13069372266624,E,E,0
Hindu,Single,D,-204.02389059265155,D,C,D,B,E,D,E,57.36406898121413,B,E,0
Jewish,Widowed,E,99.53689950618987,D,B,A,D,B,D,A,-57.55731239641241,E,E,1
None,Married,A,79.55390034292145,D,B,B,B,A,E,A,-4.368560322677039,D,C,0
Jewish,Widowed,E,14.676850960251905,E,C,B,A,A,E,B,6.108053187185693,D,D,1
Hindu,Widowed,C,-102.91549290131212,C,D,B,B,B,E,C,-129.73115680300288,B,C,0
Jewish,Widowed,D,107.6687317720401,A,B,A,B,C,C,A,-109.42701941487233,E,A,0
None,Divorced,E,-174.3732995935456,D,D,B,D,B,A,A,-102.26996140746714,B,A,0
Jewish,Divorced,D,3.8137552171054176,E,D,B,B,D,B,D,37.511812842034715,C,D,0
Other,Widowed,B,-30.997384570834612,E,C,B,C,B,E,C,-10.435755203504035,E,A,0
Christian,Married,B,23.178017422909544,B,A,D,C,A,A,E,-55.31022278769934,B,B,0
None,Single,D,75.76689741832087,B,E,E,C,D,E,E,17.61938222762999,C,C,0
Other,Divorced,D,73.98818760461393,D,C,E,A,B,C,C,50.135479012960836,E,E,1
Buddhist,Single,B,-41.02173908779339,E,C,B,C,A,E,D,-165.53946522267705,C,E,1
Hindu,Widowed,E,94.37183310421034,D,E,C,C,C,D,E,-65.90616015526327,D,B,0
None,Married,E,-23.871929808587996,D,A,D,A,A,E,C,-93.68879437453799,B,E,0
Other,Married,A,-42.756770149070796,B,A,E,E,C,E,E,119.90627239094134,B,B,1
None,Widowed,E,-141.7305481386263,A,A,D,E,C,D,D,94.16672621983092,B,C,0
None,Single,D,42.324509132929386,C,C,A,D,B,B,A,-68.40160864421811,A,D,0
Christian,Single,A,19.331621735329684,E,B,E,B,B,D,A,3.9282693254416037,B,A,1
Muslim,Widowed,E,143.6583868504641,B,E,D,E,E,E,C,-77.35303508739517,E,D,1
Buddhist,Single,A,-28.57907171880575,E,C,B,E,B,E,D,-13.42010374089629,B,A,1
Christian,Married,A,235.46827259945488,A,D,D,B,B,D,D,83.88123105905593,A,B,1
None,Single,A,146.8584236192202,E,A,E,B,D,E,A,-141.49390189226008,A,D,1
Muslim,Married,B,129.74598898175185,D,C,E,D,E,A,E,9.76262992491853,A,C,1
Buddhist,Divorced,A,-43.206140220249154,C,A,D,C,C,E,C,-36.76227254310403,B,C,1
Buddhist,Single,D,34.427405021225695,D,D,D,A,C,D,C,129.28547753797238,E,A,0
Other,Widowed,A,-127.54279452511663,C,A,C,E,E,A,B,-65.57897711431919,B,C,1
Hindu,Widowed,B,-81.53699712290619,C,E,D,A,A,E,D,84.01073089483987,B,A,1
Other,Single,B,56.26783722438863,C,A,D,A,E,A,E,-11.31106057601344,E,E,0
Other,Single,B,-34.887771433151535,A,B,A,E,C,D,E,-112.75356032970782,B,A,1
None,Widowed,C,-73.33511375268024,B,C,A,E,B,D,B,9.733628039313423,C,D,0
Jewish,Married,E,-42.907579572795115,B,A,A,C,E,B,E,-70.14338887875896,D,E,1
Muslim,Divorced,D,-115.77819817096247,A,D,E,D,D,C,A,-144.87766618563626,C,C,1
None,Married,C,125.63585526887255,E,B,B,C,C,E,C,-125.3360470898144,A,D,1
Hindu,Divorced,A,80.35961057739816,E,E,D,E,B,E,E,-107.88949032419211,A,A,0
Other,Widowed,B,44.661788176797266,B,C,D,C,B,B,C,-1.8844084555925793,D,D,1
None,Married,E,-65.52234483306447,A,C,E,B,E,A,D,-36.21542907272054,A,B,0
Buddhist,Married,B,-42.586384916825885,A,B,D,A,D,E,D,-195.59584801621338,E,B,0
Muslim,Married,B,-136.73406612101516,E,A,A,B,B,A,B,-122.25172165864551,B,A,0
None,Single,C,116.64279388256476,D,C,B,C,E,C,C,79.80882105684842,C,C,1
Jewish,Married,E,-104.03771374400803,D,D,A,B,D,B,C,58.978889439527435,C,D,1
Hindu,Divorced,E,-0.8262894455192165,B,E,E,C,B,E,E,-100.98760960195739,D,C,0
Hindu,Widowed,E,-76.18523923457037,B,B,D,D,B,D,B,-84.87252058148022,D,B,1
Other,Single,A,77.134575695398,D,E,E,D,D,A,A,288.068821366182,B,A,0
Muslim,Divorced,C,-178.13842449041266,C,E,C,C,B,D,E,86.32807782062142,E,A,1
Other,Widowed,A,-92.6071988418912,A,B,E,D,B,E,A,47.67282285783963,E,A,1
Buddhist,Married,B,115.23482283768962,B,C,E,C,E,D,C,-149.8696839487586,B,D,1
Christian,Married,C,75.63518266945547,A,C,A,A,E,E,A,114.20198021868244,D,D,0
None,Widowed,C,-216.46469195513635,E,D,D,C,D,A,D,77.98760128053762,E,D,1
None,Widowed,E,97.6745099169189,E,B,C,B,E,A,A,96.55391138333309,C,E,0
None,Divorced,E,-106.97335557633323,C,A,A,D,E,D,E,-50.04680831100564,A,D,1
None,Widowed,D,-31.88131172693564,E,E,A,E,C,A,C,-67.02863129484055,C,A,1
None,Divorced,A,-16.287240451736757,B,B,A,D,E,A,B,-42.81477409726023,B,C,1
Hindu,Divorced,E,-26.608534837019516,B,E,D,E,E,C,C,19.836859191694106,A,A,1
Other,Widowed,A,82.96517511043304,C,D,E,C,B,B,B,188.48287179747217,B,B,1
Jewish,Single,A,127.78618582192023,C,E,B,B,C,A,E,-38.117352909622845,D,D,1
Other,Widowed,A,-113.06884575274772,E,E,D,A,E,D,D,-55.291566934002354,D,D,1
Jewish,Married,D,-21.21753142521163,D,A,C,C,C,A,D,-164.942811893605,A,B,0
Hindu,Married,A,-20.025525678339882,E,C,D,E,B,C,C,-122.5075641459366,A,E,0
Muslim,Single,B,-53.46013349106335,D,E,B,C,B,A,E,147.09648114884098,B,B,1
Jewish,Divorced,B,76.8270069591529,B,E,E,D,E,C,D,171.39569579880808,B,E,0
Buddhist,Single,E,-127.41421025971822,D,A,B,C,D,C,E,204.29537218432117,D,E,1
Christian,Married,C,-18.122268003441647,C,B,E,B,D,D,A,-2.93707979546855,E,A,1
Hindu,Married,E,96.550908485111,C,E,E,A,A,B,E,132.00828330716723,C,C,1
Jewish,Married,A,153.53397169907285,B,C,D,A,D,A,C,-33.956564373284394,C,C,0
Christian,Divorced,A,68.52155568575681,B,E,D,A,E,E,C,13.397016655188196,B,C,0
Muslim,Widowed,B,147.69271626842075,C,D,B,E,B,C,D,106.08236060955389,A,D,0
Muslim,Single,A,-17.464312797177346,A,B,E,B,B,A,C,120.89355676652787,B,C,0
Buddhist,Widowed,E,-44.79141472717528,D,B,E,D,E,B,B,68.37528831514828,E,B,0
Jewish,Married,B,221.12001171044017,B,C,C,A,D,D,A,-56.712073913798136,B,C,0
Muslim,Divorced,D,-33.18314179734669,E,E,D,D,D,C,D,23.776136820153653,B,B,1
Christian,Single,D,6.192147671890066,C,C,B,D,C,C,C,8.362764611692503,E,A,1
Christian,Widowed,D,-56.634526591506884,C,C,C,A,D,C,A,-130.16796314487888,A,A,1
Muslim,Single,C,156.00266829638616,B,D,E,B,E,C,D,112.78206240166895,D,A,1
Muslim,Married,A,108.15688730808324,C,E,A,A,B,B,C,-17.146369160805698,D,C,0
Hindu,Married,E,120.40370096810908,A,E,A,A,E,D,B,143.03169593403618,A,C,1
Muslim,Married,B,51.961848655146625,A,A,D,C,B,D,A,35.43241816353939,D,B,1
Muslim,Single,B,60.77535644360365,C,E,B,A,A,A,A,-182.84101417273948,D,B,1
Other,Single,B,66.62363740771559,B,E,A,B,D,C,E,20.58030632583369,C,A,0
Hindu,Married,D,29.635310379373863,D,A,B,C,E,E,A,133.77117542416786,C,A,0
Buddhist,Married,E,212.35874990590355,A,C,C,D,B,E,C,-36.12896104265462,C,E,0
Jewish,Widowed,B,-11.244702296322544,C,E,B,C,E,D,D,60.64340870531767,C,B,0
Hindu,Married,E,106.9162972577228,D,B,A,B,A,B,A,213.29758724040406,A,D,0
Hindu,Widowed,A,-90.9454901998356,A,C,D,E,B,E,C,-147.77543745252558,B,E,1
Jewish,Married,D,136.23903437571943,C,B,E,C,A,A,B,-53.1633724011636,E,A,1
Other,Married,B,7.365134325296753,E,E,E,D,A,D,E,-60.34423473270971,C,E,1
Hindu,Married,D,85.05273356921165,E,A,D,E,E,C,E,21.931265653123997,D,B,1
Muslim,Divorced,E,257.8289281408097,A,D,C,D,B,A,C,-18.98377367204406,D,C,0
Muslim,Widowed,B,110.44732146598919,D,B,D,A,D,B,C,112.55862935885517,E,C,1
None,Single,C,-108.3491292965556,A,D,C,E,C,B,A,99.40889126603341,B,B,1
Christian,Widowed,E,-80.80537465662172,C,D,D,C,D,B,C,-126.42964345534331,A,E,0
Muslim,Single,D,70.98203529449475,C,E,B,C,E,E,B,-7.497843933060413,C,B,1
None,Widowed,B,114.31677253620009,A,C,D,A,A,D,A,-42.15345824043093,B,E,0
Jewish,Married,B,-65.13045368763638,E,D,B,A,C,A,D,102.6781114771051,E,E,1
Hindu,Married,C,29.815557490731738,E,C,E,B,E,B,A,-16.718042056358318,D,E,0
Christian,Widowed,E,98.35188425920339,D,E,A,E,B,C,B,52.71046330154503,C,A,0
None,Divorced,B,-60.56592325328379,D,B,D,B,B,D,A,-165.3104830401276,A,E,0
Christian,Single,C,27.444598767664736,C,E,A,B,D,B,A,-148.41506755826956,A,E,1
Hindu,Widowed,D,-43.155153307328185,A,B,C,D,C,C,C,-24.445016036287363,C,B,1
Muslim,Widowed,A,-22.924783464279262,B,D,E,C,C,B,C,40.70859447555964,D,D,1
Buddhist,Single,B,-57.541995059738824,B,A,D,A,E,E,A,-120.94123137544932,D,B,0
Jewish,Married,E,11.958602972258484,C,A,D,B,B,C,E,21.223148266882504,D,E,1
Jewish,Married,D,308.7905469387724,A,A,D,D,A,C,A,-123.4553573901936,B,E,1
Hindu,Widowed,D,-185.9659867199732,A,D,C,E,A,E,E,-61.188070290524834,E,B,0
Christian,Divorced,C,142.47568009182058,C,B,C,B,B,E,B,-47.157455481468084,C,A,1
Other,Single,B,45.913723205357385,B,B,A,C,A,A,D,-96.51532327978973,E,B,0
None,Single,E,-28.910976874353217,A,B,B,D,D,C,C,191.5173521105992,B,A,0
Muslim,Widowed,A,54.3016215849135,C,C,E,E,E,D,C,258.98703660359575,D,A,0
Jewish,Single,C,63.93198567197664,B,B,D,E,B,D,B,22.296804848095277,B,B,0
Other,Widowed,C,118.79178866709002,B,D,D,C,E,E,E,20.97252273880175,A,D,1
Buddhist,Married,C,86.5688875028456,A,B,E,B,C,A,D,-20.403506076792674,A,A,1
Muslim,Married,C,-106.01614015141266,E,D,A,C,E,A,E,-92.74930990991092,A,D,0
Other,Divorced,B,136.09761546843797,C,E,A,B,E,A,D,-54.11339659329545,B,C,1
Jewish,Widowed,A,-183.74891840848983,B,D,B,A,B,A,C,48.06571719084347,B,C,0
Jewish,Divorced,C,7.670144338258616,B,E,A,E,B,A,B,116.67874437041985,D,D,1
None,Married,C,-69.37550611546224,A,A,D,D,B,C,C,-95.90160375750834,A,A,0
Christian,Single,A,90.62172039436699,E,C,E,B,C,C,B,36.93958716680647,E,E,0
Other,Married,B,-23.869313976159138,B,C,E,A,D,A,A,52.84901693520593,C,B,1
Christian,Married,D,76.63347494856777,E,C,B,B,E,E,E,-74.92121836784162,C,C,1
None,Single,B,-15.613005637380345,C,C,B,D,C,B,A,209.6320536183992,D,B,1
Buddhist,Widowed,C,170.9046451086272,B,D,E,A,E,A,E,-190.8630853352983,D,E,1
Hindu,Married,B,-93.10426045596184,A,E,A,D,A,C,A,296.0236283926739,C,E,1
Muslim,Widowed,A,-29.146668090741194,A,B,B,E,E,E,B,-5.965607452060168,E,E,1
Hindu,Divorced,E,-116.05134210583086,C,A,A,B,C,E,B,-24.74972954801516,C,D,1
Christian,Single,B,18.91021729773705,A,D,B,E,D,D,A,-211.08171232247042,B,B,0
Muslim,Widowed,C,-4.467976567175495,E,A,D,A,C,C,A,-121.94044550095013,A,D,0
None,Divorced,B,-121.6277648506512,C,D,D,C,A,B,A,-40.68129574995897,D,D,1
Jewish,Single,A,-138.80424611758602,E,A,D,C,D,B,C,-93.3304955330299,D,A,1
Muslim,Widowed,B,83.03096878410288,D,A,C,E,A,B,E,-67.90858458000658,E,E,0
Hindu,Single,B,-54.616662985594076,D,C,E,D,D,D,E,-87.99911335004961,C,A,1
Other,Married,D,-182.29434884435437,E,C,B,A,D,D,E,-139.47992589611675,E,D,0
Buddhist,Widowed,C,70.35812230300417,C,A,C,B,C,E,A,31.42068316460285,A,E,1
Buddhist,Married,B,-18.92567506174912,D,D,A,C,D,A,D,-183.04675836142584,C,D,1
Other,Widowed,E,-31.87331903588796,A,C,E,D,C,B,D,13.455324864952972,D,E,1
Other,Married,E,-25.689446664820686,B,C,B,B,D,C,A,-14.965313874154573,E,E,1
Buddhist,Married,B,-32.668333016342416,C,B,D,C,D,B,C,-158.32280278706904,A,A,0
Buddhist,Divorced,A,78.54132420764796,D,C,C,C,D,A,B,80.31838487814822,C,D,1
Christian,Married,E,48.14768278785082,D,B,B,C,C,B,B,26.94618036062277,A,D,0
Hindu,Widowed,E,61.64763770565133,E,D,A,E,C,D,C,89.11303412323906,A,D,1
Muslim,Widowed,E,197.69547063248635,D,B,C,E,A,A,C,-4.83499560842941,C,C,1
Christian,Widowed,C,10.130717613329168,A,E,B,C,B,A,A,-28.73626742353952,A,C,1
Christian,Married,B,-70.51358532943496,E,A,D,B,B,E,A,3.198921743302892,A,B,0
Buddhist,Widowed,C,-58.93547430786408,B,D,E,C,C,C,E,37.987651828524925,C,C,0
Jewish,Single,B,-50.018736886481676,D,E,B,B,D,C,E,-70.20506798525656,B,B,0
Christian,Married,B,34.817154498572506,A,C,B,B,E,D,A,-97.46753235543034,C,B,0
Muslim,Single,B,-50.377789561260265,D,E,A,E,A,B,C,-4.862782812577028,A,D,1
Hindu,Single,D,-191.3979241318465,E,D,C,A,E,D,B,-87.65246853693954,E,A,1
Jewish,Single,B,-120.1186927268603,D,C,E,E,D,A,A,44.517977237265576,D,E,0
Christian,Divorced,E,-90.27278727823959,D,B,A,C,B,B,D,-96.65854281593239,C,B,1
Muslim,Widowed,A,137.27326487237795,C,C,A,B,A,A,A,3.8995276599920214,B,C,1
Christian,Widowed,D,-49.889929497615526,D,B,A,E,D,E,C,42.68207577650353,D,C,0
None,Married,A,52.31436716782395,B,E,D,C,E,B,D,281.9688540731049,A,C,0
None,Divorced,A,-100.88482014189808,A,E,D,B,A,A,A,56.43274087206305,D,C,1
None,Married,A,91.40660734188897,D,A,A,B,C,E,C,148.1229993333485,B,B,0
Other,Divorced,D,-81.20077135336489,D,C,C,D,A,A,D,-31.800459578988438,B,E,1
Christian,Married,E,82.12585560064477,A,B,A,A,D,D,A,54.037670312623135,E,D,1
Christian,Married,E,21.8350455784123,B,E,B,B,D,B,B,-211.61710216147802,A,D,0
Muslim,Married,C,-125.49490426259804,C,A,B,D,E,A,E,-117.08261670591882,D,A,1
Other,Married,C,-19.576859586149077,D,A,D,A,B,C,B,-25.391884841173567,D,C,1
Buddhist,Married,D,-79.39399126627413,B,A,C,A,A,B,C,72.85448044167701,C,A,0
None,Divorced,A,10.33785845278114,B,B,E,B,C,A,E,66.3577504490078,B,A,1
Other,Single,B,121.16542343565884,B,C,E,E,B,A,D,53.85194125383125,C,A,0
Muslim,Divorced,D,-101.81841839327855,C,B,D,D,B,E,D,41.46464870009148,E,D,1
Hindu,Divorced,C,-96.94262712623308,A,A,E,C,A,D,E,42.06425890616524,E,D,1
Hindu,Married,C,31.690308718974226,C,C,B,B,E,B,A,-61.05888554755654,C,E,1
Buddhist,Divorced,E,75.99771824486024,D,A,C,B,D,D,C,150.8432659876826,B,D,1
None,Married,E,163.67783373099186,E,D,C,E,D,B,B,-95.53624640605275,D,A,1
Christian,Divorced,B,43.85385582930075,E,C,C,D,D,C,B,4.768795491097921,B,E,1
Hindu,Divorced,C,-63.63329653741717,B,D,C,D,A,A,C,268.6151378057906,E,C,0
Jewish,Widowed,A,-82.23183033529313,C,B,E,A,E,E,B,99.57539115445869,E,B,1
None,Widowed,E,33.40477758724244,E,E,B,B,B,A,B,85.36132988640522,C,B,0
Muslim,Widowed,D,84.34795077251846,B,E,B,E,C,C,E,154.0420294327542,A,A,0
Buddhist,Divorced,E,57.361010374329894,D,B,C,C,C,D,D,83.25173494386799,E,B,1
Hindu,Married,B,76.72554010081413,C,E,D,B,C,E,B,-83.84331643161467,A,D,1
Other,Divorced,D,-115.79036253744015,D,C,B,E,C,A,C,-33.359282470482256,C,C,1
Muslim,Divorced,E,43.30347645048444,B,D,C,C,B,E,E,10.821481604150947,E,B,1
Jewish,Divorced,C,17.52234746021852,D,B,B,B,E,B,E,5.21854530133009,C,B,0
Other,Widowed,B,-78.40840762065116,D,C,C,E,A,C,B,21.01193934184736,A,A,1
None,Widowed,B,-38.859567224933706,D,E,D,E,B,A,D,70.27086372012684,B,C,1
Buddhist,Single,E,110.66408582900877,C,A,C,C,D,B,E,49.97983589666382,A,C,0
Buddhist,Widowed,B,-49.724106703567635,C,D,C,D,D,D,A,-188.34060127940907,D,A,0
Hindu,Widowed,E,8.332665416396315,D,C,E,E,D,E,D,-32.417550480529336,B,E,0
Buddhist,Married,E,-172.01972866241792,D,A,E,C,A,A,A,-11.223879446324354,B,A,0
Jewish,Married,E,-23.890942109857022,A,C,C,C,C,C,D,90.94668016817577,B,B,1
Jewish,Widowed,B,-88.44861425995161,C,A,B,B,D,C,C,194.93068187399098,A,E,1
Jewish,Married,B,-222.04663066975422,D,A,D,B,C,C,E,140.8786333775495,E,A,0
Christian,Married,E,-59.31542880459748,E,B,B,B,B,E,D,64.01861568245225,B,B,1
None,Widowed,E,-100.56644767886907,C,A,D,C,B,B,A,10.07603809933201,E,C,1
Buddhist,Widowed,C,16.61561885632686,A,B,B,E,C,A,C,-132.71360300728568,D,E,0
