Gender,religious_affiliation,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,target
M,Christian,Married,C,A,42.19955052389254,C,C,1
Male,Christian,Widowed,D,A,-65.38429116717444,B,C,0
M,Jewish,Married,A,E,55.46195110792526,E,B,0
F,Hindu,Single,A,C,131.34072374896058,D,B,0
Non-binary,Muslim,Married,A,D,64.1676564320733,E,E,0
Female,Jewish,Widowed,D,A,-137.87486444964446,D,B,0
Female,None,Divorced,E,D,18.109563574747607,D,B,1
M,None,Widowed,E,E,35.49378147159105,C,E,1
Non-binary,None,Widowed,D,D,53.3011719069572,D,D,1
F,Jewish,Married,E,A,-75.63797967520112,A,E,0
M,Hindu,Married,B,C,58.14741692787003,B,A,0
Non-binary,Other,Divorced,C,B,85.00522081328761,C,E,1
M,Muslim,Single,C,B,-40.24672453487671,B,D,1
Female,Jewish,Single,C,C,-208.35883393080783,B,A,0
Female,Muslim,Married,B,C,-142.60424450735803,D,C,0
F,Other,Single,B,E,-76.74986407896384,A,B,1
M,Jewish,Widowed,A,A,-24.955022120494156,D,B,0
Male,Jewish,Married,D,E,252.75367718509892,C,C,1
Female,Hindu,Single,D,A,26.194734399912694,A,E,0
Other,Other,Married,C,B,21.038518846363054,E,C,1
Other,Christian,Widowed,B,C,-37.8550223606556,B,C,1
Female,Other,Single,D,A,-10.523228145073835,A,A,0
Non-binary,Other,Divorced,E,C,-0.5629156373040053,C,D,0
Non-binary,Jewish,Married,A,D,168.1192533870372,D,B,1
Non-binary,Christian,Single,B,B,-176.69996127806849,B,B,1
F,Christian,Married,A,E,18.992062138321973,B,B,1
Non-binary,Other,Divorced,A,E,223.8560067256568,E,C,0
Other,None,Widowed,A,C,9.78491434006029,A,B,0
M,Buddhist,Married,B,E,130.02850683956854,D,E,1
M,Muslim,Widowed,C,C,177.31699327059454,E,C,0
Other,Christian,Divorced,C,A,-46.55405147381644,B,E,1
Male,Other,Married,B,D,-114.68856805880063,E,E,1
Male,Buddhist,Widowed,C,C,10.804592199013156,A,E,0
Male,Other,Single,B,E,49.32218133960997,D,C,1
Other,None,Single,B,E,-30.67313112022378,B,A,0
Female,None,Single,C,E,-119.01740745411709,C,C,0
M,Christian,Divorced,A,C,60.09970865279838,C,C,0
Non-binary,Other,Married,B,D,-62.246089015437875,B,A,1
Other,Hindu,Single,D,A,45.59248735745608,D,C,0
Male,Buddhist,Single,C,E,-36.836105421046575,B,B,1
Male,None,Married,E,E,9.244999491451678,E,E,1
Female,Christian,Widowed,E,B,-44.21403620841471,D,B,0
F,Christian,Widowed,C,E,99.39997248310148,E,D,1
Female,Buddhist,Married,B,B,-69.74226692761357,A,E,0
Female,Christian,Widowed,A,E,-133.9911763143082,B,C,0
Other,Jewish,Widowed,B,D,-110.87742654704509,B,A,1
Other,None,Divorced,C,D,-148.7958202118309,B,A,0
Non-binary,None,Widowed,D,A,82.78411697996505,A,B,1
M,Muslim,Single,D,B,40.24240416307037,E,A,0
M,Muslim,Single,A,B,170.63058054894978,D,D,1
Non-binary,Buddhist,Married,D,D,-5.688027868598517,B,B,1
Female,Other,Married,E,B,-38.0429668448334,E,B,0
Non-binary,Buddhist,Single,B,E,-221.3959443047077,E,A,1
Male,Hindu,Divorced,A,C,-15.342025233055228,D,C,0
Female,Christian,Single,B,C,75.599541290355,E,B,0
Other,Jewish,Single,B,D,-148.11568738485838,A,C,0
Non-binary,Buddhist,Married,B,E,208.31242149906353,D,A,0
Other,Buddhist,Married,A,A,5.9950433896943425,A,A,1
M,Christian,Divorced,E,E,191.43956167625632,E,E,1
Male,Muslim,Single,C,A,67.49082869121413,E,C,0
Male,Muslim,Single,B,D,-73.48490241899242,C,B,1
F,Jewish,Single,C,E,29.43427389026193,C,C,1
Other,None,Divorced,B,E,20.342206907728606,E,B,1
F,Other,Widowed,E,E,182.15339320982366,C,B,1
Non-binary,Christian,Married,A,D,-20.180551878335905,C,A,0
M,Jewish,Widowed,B,D,19.602483321065233,B,A,1
Female,Other,Widowed,B,C,-14.78143356168285,B,D,0
Non-binary,Buddhist,Widowed,A,B,-95.09115153461852,A,A,0
M,Hindu,Widowed,E,D,79.54285118372655,A,E,0
F,Muslim,Divorced,D,D,117.5113155029243,A,A,1
M,Other,Divorced,D,B,-2.542602994983341,D,C,0
Female,Muslim,Divorced,E,A,-49.90892128084115,D,B,1
Other,Other,Divorced,B,B,96.23948776694884,C,B,0
Male,Hindu,Widowed,A,D,44.22904696127154,B,D,1
M,None,Single,A,C,19.443750301299108,D,B,0
Female,Other,Single,C,C,-65.2783498767659,C,E,0
F,Buddhist,Divorced,C,B,-189.11899774826037,B,E,1
Male,None,Single,E,D,132.9018349449851,A,C,1
Other,Christian,Widowed,C,C,20.42064484699771,D,B,0
Female,Buddhist,Single,E,B,36.077820272635094,C,C,1
Female,Buddhist,Divorced,B,A,-251.74995529901304,A,D,0
M,Buddhist,Divorced,A,D,134.00146312312788,C,B,0
Female,Christian,Divorced,A,E,-11.574341410773723,B,C,0
Female,Muslim,Widowed,E,D,56.24455817876004,E,A,0
F,Hindu,Single,B,B,178.7424841339801,D,B,0
F,Buddhist,Widowed,C,E,-42.27202076776593,A,C,0
Non-binary,Other,Single,E,A,66.78322156193713,C,C,0
M,Christian,Divorced,A,A,-90.46855297209883,B,D,0
Male,Buddhist,Married,A,C,151.78928501880003,B,A,1
M,Jewish,Married,D,E,112.10938230706564,B,B,1
Male,Hindu,Single,D,D,-167.97514827607975,D,A,0
Non-binary,Buddhist,Widowed,E,A,-93.29773361613015,B,C,0
M,Jewish,Single,B,E,-4.359058667056441,C,B,0
Male,Hindu,Divorced,D,C,102.0631058047168,C,B,0
Female,Muslim,Married,D,D,-147.0550634368038,C,E,1
F,Christian,Single,B,A,62.29617716539684,C,A,0
M,Jewish,Married,D,B,-98.5448096103446,E,A,0
Other,Buddhist,Widowed,D,A,34.04685552384731,E,B,0
F,Christian,Married,A,C,-37.06556002384594,B,B,1
M,Hindu,Married,A,E,76.1024899168713,E,C,1
M,Other,Widowed,E,B,164.2446533694768,E,B,0
F,Christian,Divorced,A,D,19.988661972045914,C,D,0
F,Christian,Single,B,A,-85.43436515653987,A,B,0
Female,None,Divorced,A,D,34.84361985977053,D,C,0
Male,Other,Widowed,A,C,212.0765243394136,A,A,0
Non-binary,Other,Married,A,A,74.00421869211362,E,B,0
F,None,Single,A,B,26.519742820888492,E,E,1
Female,Muslim,Single,D,B,198.44544750501947,B,D,1
Non-binary,None,Single,C,A,188.8816162887847,A,D,1
Male,Hindu,Divorced,B,D,36.21279605190652,E,E,1
F,Christian,Divorced,B,B,65.34194955866485,A,A,1
Female,None,Divorced,A,C,49.564290020822405,A,B,0
Non-binary,Jewish,Single,A,B,-41.655379911795656,C,D,1
Female,Other,Divorced,B,E,42.98520503411111,B,B,0
F,Christian,Married,E,C,25.5159626047439,D,C,0
Other,Muslim,Divorced,E,B,-1.6817517516206106,C,C,1
Other,Christian,Widowed,D,D,7.888281379667178,D,A,0
Non-binary,Other,Widowed,B,C,-166.00404210143918,D,E,1
M,Jewish,Widowed,E,E,-75.30511328097448,A,A,1
Female,Jewish,Divorced,D,B,120.19176447880578,C,E,0
F,Christian,Single,B,E,171.767909920285,D,D,1
Female,Muslim,Divorced,C,D,-86.97535395436998,C,B,1
M,Muslim,Married,E,B,27.149463681900514,A,D,1
Non-binary,Jewish,Widowed,B,C,-8.727286132641646,D,A,1
Male,Christian,Single,B,D,-46.04092073550676,E,C,0
Female,Muslim,Married,E,E,-28.33884139651291,D,E,1
Non-binary,Hindu,Widowed,C,C,-68.98239155978688,B,C,1
Female,Buddhist,Married,D,D,-36.75392440245096,A,A,0
Male,Christian,Married,B,A,-64.92238654831314,C,E,0
F,Buddhist,Widowed,D,D,35.156597608254636,D,C,0
Non-binary,Muslim,Widowed,C,D,-17.93983329167074,A,D,0
M,Christian,Single,B,B,41.585003216743786,B,A,1
Male,Other,Widowed,A,A,-117.73732382513691,D,A,0
Other,None,Married,E,A,-9.717454900160604,B,C,1
F,Muslim,Married,C,E,-62.63329990683212,E,E,0
Non-binary,Buddhist,Divorced,A,D,37.10402570115514,C,C,0
Other,Christian,Single,B,D,12.578953078920785,D,D,1
M,Jewish,Widowed,C,A,-60.61462099137883,B,E,1
Non-binary,Buddhist,Widowed,E,C,214.9923990715403,B,C,0
Female,Jewish,Widowed,D,B,-104.19760964417688,D,A,0
Female,None,Divorced,E,E,-155.27236424151764,B,A,1
Other,Muslim,Single,D,E,-92.2927412143579,C,E,0
F,Muslim,Divorced,B,E,-52.43142090379037,D,A,0
Other,Christian,Widowed,B,C,61.299553014724914,C,C,0
M,Hindu,Married,D,E,-47.19979023000999,B,C,0
M,Jewish,Single,D,B,-133.9965281558267,A,A,0
Non-binary,Muslim,Widowed,E,E,-61.402909422707175,E,C,1
Female,Buddhist,Single,A,A,-107.0672891780265,C,A,0
F,Buddhist,Divorced,C,D,-15.140854439370614,C,A,1
M,Buddhist,Married,A,D,-7.303675127580936,A,C,0
F,Muslim,Single,E,C,-169.1805181948665,B,D,1
Male,None,Married,E,B,-148.21780783526307,D,B,1
M,Other,Divorced,C,B,78.24680805114807,E,B,0
Other,Other,Divorced,C,B,1.525524074968812,D,E,0
Non-binary,None,Widowed,C,B,103.74794981517933,C,E,0
M,Other,Divorced,B,E,109.5604458886658,D,D,0
F,Muslim,Single,C,A,-76.4994452906194,A,B,0
Other,Other,Single,B,D,149.2761107010943,D,C,1
Non-binary,None,Divorced,C,E,-221.13217581897607,E,D,1
Male,Buddhist,Married,B,D,-183.52534712659258,E,C,0
M,None,Widowed,B,A,10.343007261077188,C,E,0
M,Christian,Married,B,E,40.63541889571916,E,D,1
Other,Jewish,Single,A,C,66.61103785695835,C,A,1
F,Jewish,Married,D,A,18.833089048306146,E,A,1
Female,Other,Divorced,C,C,-97.99825855926733,B,B,0
Non-binary,Christian,Single,E,B,97.11113788827677,E,C,0
Female,Buddhist,Married,E,E,47.76152505497117,B,E,0
F,Muslim,Widowed,C,D,-2.2165651749099333,A,C,1
F,Muslim,Divorced,B,C,89.57770963644496,D,C,1
M,Other,Single,D,A,-7.269302932392863,E,E,0
Other,Hindu,Divorced,D,A,-139.99323983139857,A,B,0
Female,Christian,Widowed,E,A,13.070603737943648,A,A,0
M,Buddhist,Widowed,E,D,-33.093924172684645,B,B,1
Male,Other,Married,A,A,45.81763162666986,E,D,1
F,Jewish,Married,A,B,-65.80594662322503,A,A,0
Female,Christian,Single,A,C,32.79911227231061,E,E,0
Other,Hindu,Divorced,C,C,156.1929133894804,B,E,1
F,Other,Single,A,B,0.40356780482875587,A,C,0
Female,Other,Widowed,C,C,99.43551420189587,E,A,0
Non-binary,Muslim,Widowed,C,C,62.40906615036469,C,D,0
Female,None,Single,C,E,75.68131242694359,C,D,1
Male,Buddhist,Widowed,E,A,-63.37501744909905,E,A,0
F,Buddhist,Divorced,C,B,45.24669852724399,B,D,0
M,Buddhist,Divorced,E,E,-100.77395664720416,E,B,1
F,Other,Single,B,B,156.10298937136858,B,B,1
M,Other,Divorced,C,B,-50.70552574893139,B,E,1
F,None,Married,D,B,-25.908416724982096,C,A,0
Non-binary,Other,Married,C,E,85.68628625845919,B,D,1
Non-binary,Jewish,Widowed,E,A,90.49024232251791,A,D,0
Non-binary,Other,Widowed,B,D,7.928030430172702,C,C,0
Female,Buddhist,Widowed,A,E,60.94457825143943,C,C,0
Other,Muslim,Single,D,A,-118.75422097220547,C,A,1
Other,Jewish,Widowed,D,C,-89.07850179422644,B,A,0
F,Buddhist,Single,E,D,-81.46385223335298,B,E,0
Non-binary,None,Divorced,D,B,219.7092591845082,E,E,0
Female,Jewish,Single,B,C,11.940104056126739,C,A,0
Other,Hindu,Married,E,D,226.07107909079588,E,E,0
Male,Muslim,Single,B,D,-169.6635077355598,D,C,1
Non-binary,Buddhist,Single,C,C,138.13419339644727,B,E,1
M,None,Widowed,E,C,-52.115170932643416,B,A,0
Male,Christian,Married,D,D,-230.79080378334606,D,B,0
Female,Other,Single,A,D,67.58114079989348,C,C,1
Non-binary,Buddhist,Single,B,A,4.092480686986176,E,E,0
Male,Muslim,Divorced,B,D,-124.91977969462383,D,A,1
Male,Muslim,Single,C,A,-2.938868403085585,B,D,1
Male,Hindu,Married,B,C,-60.67400007433385,B,B,1
Female,Hindu,Married,C,D,196.20047112283297,B,A,1
Male,Buddhist,Single,A,C,-163.08529618834214,B,D,0
F,Christian,Single,E,C,90.02230374479984,C,E,1
Non-binary,Muslim,Single,C,A,97.15323477099432,A,D,1
Non-binary,Muslim,Married,D,C,0.7401819712545791,A,E,1
M,Other,Married,C,A,55.596606096047,C,D,0
M,Jewish,Divorced,D,B,-29.587887500197603,A,A,0
Non-binary,Other,Married,C,A,-6.5144278806511995,B,D,0
Male,Muslim,Divorced,A,B,-21.609660862109457,E,C,1
M,None,Widowed,E,D,-189.6017222336405,E,E,1
M,Jewish,Divorced,B,B,12.330958827361053,C,E,1
Other,Christian,Divorced,A,B,131.7872759934096,A,C,0
Male,Hindu,Married,A,E,64.62522543692857,A,D,0
Male,None,Single,C,B,125.26957212779013,E,D,1
Male,Muslim,Widowed,A,A,-132.52050108582253,A,A,0
M,Jewish,Divorced,D,C,-42.54216642685339,A,B,0
M,Muslim,Married,B,D,-143.27930448559357,D,B,0
Non-binary,Christian,Divorced,D,A,-154.4122631577431,E,D,1
F,Buddhist,Single,C,E,-268.24443053189134,C,D,0
Female,Muslim,Married,C,E,-29.942035249567244,E,B,1
Male,Other,Single,D,C,217.7195725819609,B,B,1
M,Jewish,Widowed,C,A,-10.650686518038139,D,B,1
M,Buddhist,Single,A,B,63.01071729761243,E,A,1
Female,Christian,Married,D,A,-43.8464660597927,E,D,1
Female,Other,Widowed,C,E,163.96131664244697,C,A,1
Male,None,Married,E,B,-94.7152715306308,E,D,0
Female,Buddhist,Widowed,A,E,1.3487342167826746,C,C,1
Non-binary,None,Widowed,D,E,3.6336503727802505,C,D,1
Other,Christian,Widowed,C,C,48.38025246384854,D,D,1
Female,None,Single,C,E,-172.19378102343458,B,A,0
Male,None,Married,B,C,10.434413242388672,A,E,0
Male,Jewish,Single,A,A,-55.48841997847319,C,D,0
Non-binary,Buddhist,Married,B,B,44.18791139126843,D,B,0
Other,None,Single,C,E,-190.10153945417642,C,A,0
Female,Jewish,Single,C,D,-3.8291997596940552,E,E,0
Non-binary,Buddhist,Married,C,E,131.09418972113738,C,D,0
F,Hindu,Single,D,A,50.04436635215511,C,E,1
Male,Jewish,Single,E,E,116.9220348871475,A,B,1
M,Hindu,Married,B,B,146.1981145590269,A,B,1
F,Buddhist,Divorced,B,A,25.766663052219744,B,D,0
F,Muslim,Married,D,A,56.92640994024756,D,A,1
M,Jewish,Widowed,D,A,1.5738829681729631,A,A,0
Other,Jewish,Married,A,B,165.53316271503505,E,D,0
Other,Jewish,Widowed,A,E,5.903622614661025,C,E,1
Other,Other,Married,C,C,103.24341652325649,E,A,1
Other,None,Married,E,A,35.473934455040315,A,C,1
M,None,Married,D,C,9.03125890879209,A,E,0
M,Christian,Single,B,C,-33.67882131679226,B,A,0
M,None,Widowed,E,D,93.86432478996947,E,C,1
Non-binary,Christian,Single,E,E,-63.51054839163785,C,A,1
M,None,Single,B,C,-68.56747989458243,B,C,1
Non-binary,Muslim,Widowed,B,E,42.97817999528539,C,C,1
M,Jewish,Divorced,E,A,-137.45086977917998,B,B,1
Non-binary,Muslim,Married,D,E,72.14826061320332,C,A,0
Other,Jewish,Widowed,C,A,-45.56188488186707,B,D,0
F,Christian,Single,B,C,58.994406078449614,B,E,0
Female,Buddhist,Single,A,B,24.022282141690386,A,B,0
Non-binary,Muslim,Divorced,C,E,-129.07821306648884,C,B,0
F,Buddhist,Single,D,A,-95.67306388752021,A,C,1
Female,Hindu,Married,B,C,219.84258296209026,B,C,0
Male,Muslim,Divorced,D,E,-203.08789278307145,D,B,1
M,Buddhist,Widowed,E,C,49.22162295458999,D,D,1
F,None,Single,A,B,33.35394604846636,A,B,1
Other,Hindu,Married,B,B,-124.53301935363723,B,A,1
F,Hindu,Divorced,E,A,-131.84315929748777,A,D,0
Other,Buddhist,Married,A,B,38.192953095580265,C,B,0
Female,None,Married,D,D,76.81652559392838,D,D,1
Male,Muslim,Single,E,B,78.21395723945956,A,D,0
Non-binary,Other,Married,E,C,4.1896754832033185,B,A,1
Non-binary,Hindu,Married,B,D,4.5100876768287534,E,A,0
Male,Other,Divorced,C,E,-70.90401223817335,B,A,1
Other,None,Single,B,C,-33.92220880983081,C,E,0
M,Jewish,Divorced,E,B,18.49560987407663,A,E,1
F,None,Widowed,E,D,91.66994217483905,E,E,1
Male,Buddhist,Divorced,B,B,-120.19865710075706,B,E,0
Other,Christian,Married,B,E,212.62887352469767,B,A,0
M,Jewish,Divorced,A,E,60.910351563221674,B,B,0
Other,Hindu,Married,D,C,-78.45242428558919,B,E,0
Other,Muslim,Widowed,E,A,-72.96674082839817,D,E,1
Other,Other,Widowed,C,A,90.3172137585941,C,E,0
M,Hindu,Single,B,D,72.55167891127107,B,A,1
F,Hindu,Married,A,D,-8.430652542480496,D,A,1
Other,Other,Divorced,E,A,58.01681805897567,A,B,0
Male,Muslim,Widowed,B,B,53.86917779767057,E,E,0
Other,Other,Widowed,A,A,16.74048965513498,A,D,0
F,Jewish,Single,D,C,5.224383989197053,C,C,1
F,Muslim,Single,E,C,-168.13383057269158,C,D,1
F,Other,Widowed,C,E,-92.34216127218453,A,D,1
F,None,Single,C,D,-34.25779303857536,A,E,0
Male,Muslim,Divorced,C,E,-59.51023171718926,E,A,1
Other,Hindu,Single,B,E,65.26328708617267,A,C,0
Female,Jewish,Divorced,D,D,-43.53298417189862,D,A,1
M,Buddhist,Single,E,B,4.819189577316989,B,E,1
M,Hindu,Divorced,C,E,33.72691276569239,E,E,1
Non-binary,Jewish,Divorced,D,D,-80.30311387917685,D,D,1
Non-binary,None,Married,D,A,-46.77763459431171,D,D,0
Non-binary,Muslim,Widowed,B,D,-86.11481627121236,B,D,0
M,Christian,Widowed,D,B,75.66865120634128,A,A,1
Female,Hindu,Widowed,B,A,4.878844674974843,E,C,1
Non-binary,None,Widowed,E,E,139.80124878274057,D,B,0
M,Muslim,Divorced,C,E,49.801648352596054,C,E,1
Other,Buddhist,Widowed,B,A,70.17834616023522,A,C,1
Female,None,Widowed,B,D,-70.12697154718742,D,E,1
Female,Buddhist,Divorced,B,B,83.46613000673034,C,D,1
Female,Buddhist,Single,C,D,275.6950244398811,B,B,0
Female,Christian,Widowed,E,B,34.0939916617299,C,D,1
Other,Christian,Single,D,A,-8.169811418203572,D,E,1
M,Muslim,Divorced,E,A,-101.72353389309376,A,C,1
Other,Christian,Married,C,E,-118.74635990779684,D,B,0
Male,Christian,Widowed,C,B,-6.874029590726378,C,E,0
Non-binary,Muslim,Divorced,D,E,46.12849545055216,E,C,0
F,None,Single,D,D,-91.2417091306765,D,B,1
F,Hindu,Married,B,A,160.94664392264016,C,E,0
Other,None,Divorced,B,E,-73.68880156064535,D,A,1
Non-binary,None,Widowed,B,B,99.95202953364533,D,E,0
Non-binary,Christian,Single,D,A,52.49206243222395,E,B,1
F,Other,Divorced,D,D,56.65142678840408,C,A,0
F,None,Divorced,C,B,39.26537565995819,A,C,0
M,Jewish,Divorced,C,A,-6.548576191692411,E,E,1
Non-binary,Muslim,Married,D,B,116.08805245817327,E,C,1
Non-binary,None,Married,B,E,-89.82222328346865,D,E,1
Non-binary,Other,Married,D,A,-15.725649975771205,A,B,0
Other,None,Widowed,E,C,54.02575552945961,A,A,0
F,Hindu,Widowed,D,E,7.17535939340328,E,B,1
Female,Other,Widowed,B,E,-49.549325495504114,D,B,1
M,Christian,Married,E,B,62.64601758702263,E,A,0
Other,Muslim,Widowed,A,B,35.864963337807325,C,A,0
Female,Hindu,Divorced,B,B,-36.36921860247353,E,B,0
F,Christian,Divorced,C,E,18.40370115298475,B,E,0
Other,Muslim,Divorced,E,C,-16.136530665750772,C,A,0
Other,Muslim,Divorced,D,B,126.02498639341187,E,B,0
Non-binary,Muslim,Married,B,C,-36.97950378532543,A,B,1
Male,None,Divorced,A,C,-121.05074902378787,A,E,1
Non-binary,None,Married,E,C,-176.39192939919235,E,E,0
Female,Buddhist,Divorced,C,E,0.9758827013902655,A,E,0
Male,None,Single,C,E,38.56155833002868,A,D,1
Male,Buddhist,Divorced,E,B,-59.68212698570652,B,E,0
Male,Christian,Widowed,D,A,58.78356131226985,C,E,1
Other,Muslim,Widowed,E,B,31.08866832993335,A,C,1
F,None,Divorced,A,E,-97.67021762747483,D,E,1
Non-binary,None,Widowed,E,A,-83.40642793411033,D,D,1
F,Buddhist,Divorced,A,D,-15.711796974678045,B,A,0
Male,Buddhist,Married,D,A,-92.26927280081945,D,B,1
M,None,Widowed,A,D,124.58449722712237,D,C,0
M,Hindu,Single,D,B,-142.59659043687444,D,D,1
F,Hindu,Widowed,E,D,-49.01180526465904,A,C,1
Non-binary,Jewish,Divorced,C,B,-170.30692087800122,E,E,1
Male,Jewish,Divorced,B,B,-38.5939767715235,D,C,0
M,Christian,Married,E,D,-115.57357342353127,A,A,0
Non-binary,Jewish,Married,E,A,75.65397490671492,E,C,1
Other,Jewish,Widowed,A,B,-81.73698795663225,B,D,1
Male,Buddhist,Married,B,E,102.40875860315157,E,E,0
F,Hindu,Divorced,B,A,95.00683971111279,A,A,1
F,Buddhist,Divorced,C,C,-46.59416234149847,C,B,0
F,Christian,Widowed,B,E,190.89921386807208,C,B,1
Male,Jewish,Single,D,A,55.279886768184305,E,A,0
Female,None,Married,C,C,-145.10647398116993,E,C,0
M,Hindu,Divorced,C,A,42.99956688923526,E,B,1
Male,Jewish,Widowed,A,E,122.68870370443598,C,C,1
Other,Muslim,Married,A,C,196.81694834785674,A,B,0
Female,Buddhist,Widowed,B,C,28.83142650514977,D,E,1
F,Jewish,Single,E,E,182.33762208940453,A,C,0
Male,Jewish,Divorced,E,C,-68.79570846217146,C,B,0
F,Other,Widowed,B,B,144.46237791378306,C,A,1
Other,Other,Divorced,E,A,-95.73200257126055,D,D,1
Male,Other,Single,C,D,-109.68544178696456,E,D,0
F,Jewish,Single,A,B,-121.35505878003517,D,E,1
Male,Jewish,Divorced,D,C,94.51257108251282,A,E,0
Non-binary,Muslim,Single,C,A,-71.11316943045546,E,B,0
Other,Buddhist,Divorced,B,A,18.748043139129788,D,A,1
Male,Other,Widowed,A,D,128.98327100487026,A,A,0
Non-binary,Jewish,Married,B,B,3.4647640922698204,E,B,0
Other,Muslim,Single,E,D,-149.85263422959315,C,C,1
Non-binary,Buddhist,Widowed,B,E,-215.4171532398974,D,A,1
Other,Jewish,Divorced,D,B,28.36440253700541,C,D,1
Other,Christian,Widowed,A,C,150.83955769739782,C,B,1
Male,None,Married,A,A,93.33274470628716,D,C,1
F,Christian,Married,C,E,21.189056170794824,C,C,0
F,Other,Widowed,E,C,90.87243832787159,A,D,0
M,Christian,Single,A,C,-123.9936848938698,C,B,1
Female,Jewish,Single,A,E,17.19727511274625,A,B,0
Non-binary,Buddhist,Single,D,A,40.720784383667066,E,C,0
Female,Christian,Divorced,C,B,-9.854501676997259,A,C,0
Non-binary,None,Married,D,B,86.45672592367347,B,A,1
M,Jewish,Widowed,E,D,-71.91312675047,E,B,1
Male,Buddhist,Married,D,C,118.90467670684382,C,A,0
Other,Hindu,Married,C,C,-122.6056199446858,E,B,0
Other,None,Married,E,A,133.6172014154751,A,B,0
Male,None,Divorced,C,D,53.05071230476436,A,C,1
Male,Christian,Married,C,C,-151.04246258124095,C,A,1
F,None,Single,E,C,8.193802474426024,B,A,1
M,Jewish,Widowed,E,A,220.72161834308108,B,E,1
Other,Christian,Single,A,E,-33.07725265613103,B,B,1
Other,Christian,Divorced,A,C,-72.393159332478,E,A,0
F,None,Widowed,A,D,101.25020296729691,B,E,1
M,Hindu,Widowed,D,E,122.7016636320093,D,D,1
Female,Muslim,Married,D,B,118.00082959215752,A,B,0
Non-binary,Muslim,Married,E,E,25.72481145754016,E,B,0
F,Other,Married,C,A,-13.765945832462862,E,A,1
F,Muslim,Single,E,E,85.68516317914616,B,A,0
Female,Muslim,Widowed,D,E,-137.72254613761493,B,A,0
Male,None,Divorced,D,B,-191.62787958606103,A,B,0
Other,None,Divorced,A,A,-138.90172404210588,B,D,0
Male,Muslim,Single,D,D,-45.59825435952965,B,A,1
Other,Hindu,Divorced,A,C,-22.477010300325528,E,E,1
Male,Jewish,Divorced,C,E,-42.75736727896603,B,B,0
Male,Jewish,Married,B,C,-3.939317236857095,E,C,1
Non-binary,Christian,Widowed,D,C,92.18161436727802,B,C,0
Non-binary,None,Married,B,D,113.40538661560569,C,D,1
Male,Jewish,Widowed,D,C,164.97375592442006,E,E,0
Female,Other,Married,D,E,-36.533773778773046,A,D,0
F,Hindu,Widowed,D,E,-20.483140591639383,E,E,0
Male,None,Married,E,A,156.43876460170313,C,E,1
Non-binary,None,Single,E,C,85.29607373847746,B,D,1
Other,Christian,Married,B,E,-77.18161779606231,B,B,0
Male,Hindu,Married,D,B,148.1072781217272,D,B,0
Non-binary,Hindu,Single,B,B,51.07409599494977,D,C,1
Female,Muslim,Widowed,C,A,42.80788260973679,E,E,0
Other,Jewish,Married,E,B,-1.295960936452787,D,D,1
Female,Muslim,Widowed,A,B,4.920238060305918,C,C,1
M,None,Married,D,D,-57.98762109774253,B,C,1
Non-binary,Other,Single,E,D,-5.583195677583802,E,A,1
Non-binary,Buddhist,Single,B,A,207.876329476544,E,C,1
Other,None,Widowed,B,C,22.91791174286553,B,A,1
M,Hindu,Divorced,A,E,-22.30716224212089,D,C,1
Female,Jewish,Divorced,C,A,-51.58356052005338,A,B,1
Male,Christian,Divorced,D,A,-84.10900848951526,B,C,1
Other,Jewish,Single,B,A,-285.42406919392306,A,B,1
M,Jewish,Single,D,B,45.5284564037624,B,C,1
F,Buddhist,Single,D,B,197.7718148135082,C,B,1
Male,Christian,Widowed,D,B,-22.642360901268965,B,A,0
Non-binary,Hindu,Married,D,E,-7.547609972509196,E,D,1
Other,Other,Single,B,D,-35.56838083209581,E,D,1
Other,Jewish,Divorced,B,D,-41.902798414645034,D,A,0
Other,Muslim,Married,E,E,-114.06239789473722,B,C,0
F,Other,Widowed,A,A,-171.81910537229842,B,C,1
F,Other,Single,D,A,144.42298188398954,C,A,1
F,Jewish,Widowed,D,A,82.32758410016493,E,C,1
Female,Christian,Single,A,A,66.95187237606962,A,A,1
