Gender,AgeGroup,country,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
F,18-25,Mexico,Veteran,D,E,A,-114.98760779404189,131.1431982646812,72.07511156199848,E,A,C,-85.14963145065384,-0.5884004266581412,1
M,18-25,UK,Veteran,A,A,B,4.073027927321153,-53.99512073217018,-115.11463012904632,D,B,E,-46.383999857125424,94.49531738785689,0
M,26-35,Mexico,Non-Veteran,C,C,A,305.25814349118053,124.4024946775792,-27.70485566939965,E,E,A,291.4756190904881,-9.066977600651027,0
Other,26-35,China,Veteran,A,C,C,157.86986217235224,27.859996511399142,50.245043579362516,C,D,A,-41.31175734771055,-68.63070587154435,0
Non-binary,36-50,Other,Yes,E,A,E,-116.82096674119038,-209.50534780902385,29.098953856279262,A,C,D,114.54961101191645,176.9925838249026,0
M,65+,China,Yes,A,E,C,-185.4368713930567,47.33848297909125,14.499840505959233,B,B,E,226.18254198540143,119.20138572789854,0
Non-binary,36-50,Germany,Non-Veteran,C,B,E,108.7663475616323,-134.5528037019327,-24.63136919742473,E,B,A,28.145127404633683,39.04375187172109,1
M,26-35,China,Non-Veteran,D,A,B,114.43502087385559,-57.45629363930357,143.84659352183417,B,A,E,-22.589735185028108,-139.07629614229143,0
M,65+,Mexico,Non-Veteran,B,D,E,15.716664576782488,-21.75813771306156,-183.9657781873454,A,C,B,-12.474370488849159,-121.74771138801219,1
Other,65+,US,No,B,A,C,-22.108658128258295,52.941921881099944,-121.6653785795646,B,C,C,-9.586009091698216,-30.026789268354133,0
F,51-65,Germany,Veteran,D,B,E,-5.797636895034398,-60.89457785978978,93.64533710404731,D,D,C,-95.68095707770341,-88.90891404506065,0
Female,26-35,Other,Yes,B,B,B,-62.73524066914471,-285.92830326970915,39.91305718496809,A,E,A,-82.306503737427,-6.558725880510055,1
Male,36-50,Mexico,Yes,D,D,D,89.16828741241399,28.298395005930782,-204.4788113643468,E,D,E,106.03882776899425,155.33923606311234,0
Non-binary,65+,China,Veteran,B,C,D,-78.38698718264544,38.59175850200439,62.681809068066954,E,B,A,132.51388951033138,44.164035209537886,0
Other,36-50,Mexico,Veteran,E,C,A,-77.23295001597788,-77.86927107635026,168.48013267571446,C,D,A,70.83971366387233,23.709144038629642,1
Female,26-35,India,Veteran,A,C,D,-114.81366978761056,69.59471621925518,-12.409400640515866,D,A,D,132.51547632055977,69.05502052793982,1
Female,65+,Other,Yes,A,D,C,87.8815780590773,101.60565001052835,-71.43723123362675,C,B,B,155.18046531190066,75.79763983709358,0
Other,51-65,Germany,Yes,B,D,A,82.43525065886251,-445.9229420135353,25.629829406099937,E,B,C,100.2963948678067,101.62691830313153,1
Other,36-50,Brazil,Non-Veteran,E,B,D,77.55932124510836,124.2260624539302,-62.73481798672109,B,C,D,0.567942270747716,103.29646562442494,0
Female,65+,Brazil,No,D,A,B,-199.25928740204327,52.58213653090033,-18.618365157783582,A,E,A,-30.546543515015262,-46.585904045620296,1
F,65+,Mexico,Yes,B,E,C,144.21834901008916,-141.36938148282763,-40.36305306073329,C,D,E,159.04580816335795,109.57918870760233,1
Male,36-50,India,Veteran,C,A,E,111.75740937459831,-103.80895213069039,-46.782405396953415,E,B,A,-50.71222320071234,15.725084458123142,0
Other,65+,Germany,Veteran,E,A,C,172.535633109765,-80.02043333811496,122.66225973428739,E,B,E,-131.2478173594129,250.47584649262964,0
Other,26-35,Germany,Yes,B,B,E,-6.766685422838116,-94.10901395871412,-57.56826246362503,B,D,E,29.947259784930175,-126.51675305549207,0
Male,36-50,US,No,C,E,B,5.234937867019908,-91.82187935866675,8.607193855544093,D,E,D,-49.638691949360506,-102.09276868521029,0
Other,18-25,US,Non-Veteran,A,B,E,38.00451468886773,-180.67694807608004,27.685533281137836,B,D,B,73.19493480539157,-152.7151516337526,1
F,51-65,Other,Yes,D,B,A,-25.293455034116498,76.65854533789283,165.56620181505593,E,E,C,79.45456121453144,132.41383196141942,1
Other,65+,Mexico,Yes,D,E,A,-58.488429167506396,-3.5163911104405137,76.2986335205674,D,D,D,-188.08343646312917,80.13856739501082,1
M,51-65,China,Non-Veteran,E,E,D,54.84951625038668,45.16330200642921,-37.46438861106852,E,D,A,79.21377367477764,55.69544138653839,0
Other,51-65,Brazil,Veteran,C,C,B,97.8062359111384,-161.5570591608514,27.39576308019785,B,A,B,-39.36946788274152,170.55845317275126,1
F,65+,US,Yes,B,C,C,-8.231650961849365,-73.03082049975633,-191.70013759326082,C,B,A,-47.412428375415175,-46.42304275920536,0
F,36-50,China,Veteran,E,D,B,-52.39188486109255,26.7319402284315,65.90234279069568,C,B,D,80.38246220789648,66.47940050379741,0
Other,65+,India,Veteran,D,D,B,14.61978634771447,-157.77183575043193,-113.56297684506605,B,B,D,50.66336089320952,-79.14611493786275,1
F,51-65,Germany,No,E,A,A,143.61401567287254,58.173762126221916,144.66677069801815,E,A,B,-60.32580926023105,-89.1133318150016,0
M,18-25,Other,Non-Veteran,B,B,B,256.50838699948343,116.95275149295641,-113.02245860082216,B,E,B,-10.273244722637191,-43.380841149145006,0
Female,36-50,UK,Yes,D,C,B,-80.2258615953374,108.8734345061282,-76.0631886396868,C,A,E,-5.941932934989678,-157.57136368703343,1
M,18-25,China,Yes,B,B,D,83.56974605011249,11.350293054055912,-155.4105924480982,A,E,C,-118.9151416563526,-22.036430291870033,0
Male,18-25,Other,No,A,D,C,17.224195985938184,-116.16521484793154,82.58480234905596,E,D,B,-24.913584002191726,53.34326376552047,1
Non-binary,65+,India,Veteran,B,A,D,212.2469709896718,67.48328753199321,-92.01811545583064,B,B,C,75.58970560027149,-90.70286798664517,1
Non-binary,65+,China,No,B,B,B,146.28455799191372,-28.16366631851575,206.2457636864662,B,C,B,83.33048521243347,125.00364495796863,0
Male,51-65,India,Non-Veteran,D,A,E,30.90720475599546,-27.170938994959158,98.61953854191306,C,D,C,-139.15973587261902,-125.62767166108861,0
F,65+,China,Veteran,E,B,E,-56.66662778536139,-52.97658054386984,0.4853189832328818,C,A,E,96.88584031729842,-123.75228873515897,1
Non-binary,18-25,India,Yes,B,C,A,0.6990037664252842,-67.44719606834965,30.064880398993427,E,E,D,49.89654436473483,-55.937219940761516,0
Other,51-65,India,Veteran,C,B,E,26.371690273258068,-21.14080282394435,-173.56631449027088,C,C,E,54.57809251018265,-11.337513633230902,0
Female,18-25,Germany,No,B,D,B,86.95436858648318,39.084904998026246,-1.0464131423126088,D,E,B,-211.52441983213959,-24.83556811682005,1
F,51-65,Germany,Yes,C,E,D,95.50353470509813,-79.27202320620947,85.55002192422087,D,E,D,-112.79739872569185,-27.423450676476392,1
Non-binary,26-35,Mexico,No,A,B,A,21.879466126220443,144.08770111600825,-85.53874280135207,D,D,D,-22.627980002572613,148.40939213153158,0
Male,36-50,UK,Yes,E,D,D,-141.9494022411206,-16.81763768839429,-100.6630466711404,A,D,C,-129.4570666112879,94.52003897799707,0
Other,51-65,Brazil,No,D,C,B,235.61189728329936,-62.56242662280338,64.36054076567214,D,C,A,136.46376121600696,15.695169345448221,1
F,26-35,Other,No,C,E,A,92.47212280490837,-102.60304488968895,-59.68189958793547,E,B,E,64.44446008776642,-191.82901055636498,1
M,51-65,Brazil,Non-Veteran,E,C,A,134.1152734912121,-82.4588639442082,-188.42143197236285,D,E,A,43.14450326288931,77.65943631476728,1
M,65+,Germany,Yes,A,A,A,-137.42222931451954,-47.96061268676197,52.32089791849452,C,D,A,30.448747364231743,311.78011698889355,1
Non-binary,51-65,Mexico,Veteran,E,E,D,274.2047429448792,-50.51250010207551,-60.62436643107548,E,B,A,-51.73574938929082,-89.98195173045642,0
M,51-65,Germany,Non-Veteran,A,C,B,44.81660952036538,-3.0769663815672557,53.47750523249806,E,A,A,48.11537859780699,-9.989098412255219,0
Non-binary,36-50,China,Non-Veteran,A,D,A,-70.3110949863928,207.17925462562104,-103.11319541075189,A,A,C,-40.86150940615364,57.60144469377446,0
Non-binary,65+,India,Veteran,E,C,C,139.18990587603048,44.67164763033888,52.15036074980605,D,A,A,-24.887411079920625,-50.60188017734907,0
M,26-35,Germany,Non-Veteran,D,E,E,49.06463932206325,36.24204068261715,43.30771816591552,A,E,E,-25.97330659952833,-29.480623127746814,0
Other,65+,Other,No,A,E,B,37.96114845610193,6.424128962609739,108.39343163851223,A,B,A,78.56471073609484,-106.78199533582016,0
Non-binary,26-35,Other,Veteran,B,E,B,-46.3979459023665,112.76996596680691,171.0613189269963,C,E,E,55.81408591648729,111.60576681892285,1
Other,65+,Mexico,Veteran,C,D,A,-41.56581905355953,-7.868351472047774,-167.93427904119963,C,D,D,-169.62977831142047,117.95724189064818,1
F,26-35,Mexico,Non-Veteran,E,C,C,-13.224959575035058,55.86924429163849,104.72674524124747,E,E,B,-83.0778941581106,188.92273220823543,1
Male,26-35,China,Yes,E,A,A,-169.3744983231885,111.69473808212871,15.270353771954879,B,D,B,77.42370793038809,-42.62769160741488,1
Female,65+,Brazil,Non-Veteran,C,B,E,-76.08992230810723,-77.39363153540786,-20.460021452676237,E,C,D,34.46292709518524,180.52146881686173,1
Male,51-65,China,Non-Veteran,C,E,B,-122.64871108107197,188.8398652535247,-86.33588030500732,E,B,B,-1.3370115843553645,10.550561573404586,0
F,51-65,Brazil,No,D,B,B,71.48101699211857,-75.54964349562717,112.31534335973976,E,C,A,-167.25625389425457,-162.87423556743974,1
M,65+,Germany,Veteran,B,A,A,-21.732680765318143,114.85943667593179,-75.43403726513306,B,C,B,-56.90725653868536,-77.44210603216113,0
F,65+,China,Yes,A,B,D,-139.6905008087244,-1.2726063342796852,41.51822707131577,E,A,E,-92.37688585072573,-33.55448266438373,0
Other,26-35,UK,Non-Veteran,E,B,D,24.603531669564898,-72.68148780449472,-156.5958381335421,C,B,A,-198.66002835637022,57.489676906964796,1
M,65+,US,Non-Veteran,B,C,A,40.78034722286832,-140.48684950378004,96.62604161615232,D,A,C,213.98061928297523,114.1622263103696,0
F,65+,Brazil,No,C,D,B,32.667136885400296,4.869652411245654,-58.27486520433559,D,C,A,-54.82742508577005,35.91775416698865,0
F,36-50,Other,Yes,C,D,D,-122.9001343080948,-40.454560321310865,76.6546356044351,D,B,B,-108.9709898952169,102.48540707435474,0
F,36-50,China,Veteran,A,B,D,-156.78284647263354,-32.55119188505396,88.78522731362953,D,A,A,-80.88198940890558,-4.381178939660046,0
F,65+,US,No,B,B,A,2.6510444031681133,-2.8125369662426802,-108.46738141557388,A,C,D,151.49289044994393,240.7140421242102,1
F,65+,UK,Yes,D,D,B,1.3620301282659093,27.2537567574929,1.4451233257797635,B,C,C,-39.17244023597743,7.321418511341387,0
Male,26-35,Germany,No,A,A,B,-58.519427705985564,-19.47710861794407,127.73677686996446,E,C,D,74.52348478181045,124.99686422162004,0
Female,36-50,Germany,Veteran,D,B,C,35.03059518888083,-61.84725736645799,-107.73886584282135,C,A,E,1.7215202818844144,0.7746885644756418,0
Female,65+,China,Yes,D,B,E,11.459056299952879,-174.36313550237082,37.79275661016447,A,C,D,-48.520301817728665,-168.05241153765533,0
Male,18-25,Other,Yes,C,D,A,-20.13162089733632,8.430241052185911,-89.08730212604151,D,B,A,-132.11190567788253,-12.374899406241084,1
Female,36-50,Brazil,Non-Veteran,C,B,D,311.2423467484385,187.65358838967126,-86.26979214072196,C,B,C,181.6251575421219,-32.18018343415596,1
Other,65+,Germany,Non-Veteran,B,C,A,6.112836281023972,-90.45049646794435,73.19833080240011,D,C,C,-47.745515274819844,112.50509808253746,1
Male,18-25,US,No,A,A,A,86.16609999667115,53.443546179109916,45.69740897242235,A,A,D,73.16472158346384,135.90533957429457,1
Female,51-65,Germany,Yes,C,B,C,67.7396968005412,226.19155299261314,-103.55538703960873,A,B,A,-18.188378256527646,39.250098516425844,0
M,36-50,UK,Yes,B,E,E,165.4854248995824,3.5411579456149185,-93.7053042010059,C,E,C,-19.930519217495462,56.01155735891455,1
Male,36-50,Mexico,Non-Veteran,A,C,B,-101.0300351369194,54.85907316009786,-151.03824487349766,C,D,A,-54.655795174627585,210.0927973836546,0
Non-binary,26-35,US,Veteran,C,A,E,-63.81140328241439,-120.10882239308064,264.42617819569205,B,E,E,-56.674342626545204,136.18320920040955,1
Non-binary,51-65,Germany,Non-Veteran,A,B,B,260.06491071917407,84.2051937219973,105.64659497283431,B,B,D,-124.0792902169418,-167.4720412185901,0
M,65+,UK,No,A,B,E,-76.37848477125215,-21.875842137859795,-249.9473112904738,E,B,E,-145.07755707584272,-22.695152875749905,1
Other,18-25,China,No,E,B,D,38.61444979534608,102.45865171109538,34.84689325338886,D,A,E,-3.396660339609027,12.759869141176553,0
Other,18-25,Brazil,Yes,E,D,C,226.9777113619113,-127.72373584356205,-97.38600901876929,C,A,A,-179.4666876389795,-131.82895016793512,0
M,18-25,Other,Non-Veteran,B,D,A,-26.2277656868991,141.90318751611997,-35.657174470380156,D,B,D,76.98993122657728,-123.23148788551639,0
F,65+,China,Yes,B,D,C,-29.608839974929484,80.11994176422431,-122.77363695280866,A,A,D,-43.513386290924345,-152.7525706490414,1
F,18-25,Germany,No,E,C,A,-30.962829308871548,-5.050523563844709,-33.871598056600206,C,A,A,160.4954115040709,-59.26129780475085,1
Other,18-25,Brazil,Non-Veteran,B,D,B,100.58181122980822,-88.37888780189444,17.651318537071983,E,B,E,-18.412701267401808,40.8738526824126,0
Male,51-65,China,No,D,C,D,-37.866498114490646,-107.32871587399278,58.35868671221726,E,E,E,27.235418689643836,50.07512898596126,1
Non-binary,18-25,China,Non-Veteran,C,B,D,201.23496402839888,158.5593840318796,20.361070158063583,E,A,E,-132.76697413058812,-142.84980540480075,1
Male,36-50,Germany,Veteran,D,A,E,66.2651531257661,-13.84893856674799,10.763175552001107,D,B,B,-205.59077228747458,-16.671987916271362,1
Female,65+,China,Non-Veteran,B,A,D,52.205052267157114,187.09714517857114,-21.56139415533829,E,D,A,-69.54597710504888,-58.20309383007282,1
Other,18-25,US,Yes,C,E,C,-203.7480982111112,-19.089603259238327,-79.25350811014383,E,C,A,-177.98028733746847,75.86949728594585,1
F,26-35,Mexico,Yes,D,D,D,101.76672304016145,-60.68063122569903,19.74309954902472,D,A,B,14.220328259303908,-59.90396132583775,0
Male,18-25,US,No,B,E,D,-124.35295508786406,-34.39214879416434,-48.63199724506223,A,E,E,2.6244969219276504,109.16185531376206,1
Male,26-35,Germany,Yes,B,B,C,-107.08247073007678,31.29023808078814,-64.47965136223665,C,D,D,168.21141014714868,-44.194326657279355,1
Female,18-25,Mexico,Veteran,C,D,B,-93.00023001991002,-96.79859245056383,86.9308372207349,C,A,C,34.784968006237996,87.85019062397353,0
M,18-25,China,No,C,A,D,113.13321713190696,-179.68142463573983,55.29255612107552,E,C,C,42.8958101139003,95.66699034075472,0
F,65+,Other,Yes,E,D,A,-81.94214060792132,52.20564501617106,16.48367570008106,B,C,B,-29.468165583364485,78.1422488986757,0
F,18-25,US,Yes,C,A,A,163.81141232040096,-70.03683176149002,-21.23852366588426,B,E,A,74.21601177246538,59.69093576529284,0
Female,65+,Brazil,Non-Veteran,B,A,D,-17.36655638449572,24.56468087403081,-3.055731221527116,C,D,A,174.94133609893487,-109.49871801738674,0
Male,65+,Other,Non-Veteran,D,A,B,9.15630752837141,99.6827622352835,44.325277511954035,B,B,D,-12.83207764910252,-165.26542537550583,1
Non-binary,65+,Germany,No,B,B,E,-74.92364606418138,-128.95269357679206,181.3157556756026,C,B,A,26.165792484966904,121.85794698029868,0
F,51-65,Brazil,Yes,B,C,E,-38.87810159484088,-48.693676783027655,8.851411093298815,C,E,C,5.145815826001578,-86.16657433134978,1
M,18-25,India,Yes,C,C,B,40.65688145353384,-95.51637660643337,-14.159968640272172,B,C,B,-254.77559603960452,7.920010998944606,0
Male,65+,US,No,C,D,D,12.94044723099692,115.4032991898968,-39.296356753934845,D,A,E,172.97722990222658,2.0670107060463567,0
Male,18-25,US,Non-Veteran,E,D,B,-88.80419440982872,162.69293332356006,101.53123551307807,B,E,E,-40.55434205926764,132.74410002018348,1
Non-binary,51-65,Brazil,No,D,C,D,-120.43702899411247,165.54186662131073,-29.532849484164224,C,D,C,27.598108652964854,153.3028182635568,1
F,51-65,Other,Yes,D,D,E,-3.889601507850643,-49.593401748897655,130.6930209440736,E,D,E,80.03622714328333,-52.665831573935264,0
M,65+,Brazil,No,E,E,B,-23.71051191527834,-117.71902706310608,-31.54919698338678,B,A,C,-136.00543230247078,-29.043365637769075,0
F,51-65,Mexico,Veteran,E,C,B,14.745013743749954,76.41786034368324,25.391054900907534,E,D,D,82.57752538646042,-18.852783791527862,0
Male,26-35,China,Yes,E,B,A,102.5908679942747,-54.347052247814055,135.06708025702622,D,E,B,34.08645893343273,-82.23383441751437,0
Female,36-50,India,Non-Veteran,D,E,A,-36.651775830541276,15.824234453740187,-93.26159050857868,A,B,C,-143.79496699701397,-82.88893202713105,0
Female,51-65,Other,No,C,B,C,-180.91833835216445,-85.67077568693337,-103.56262254728415,D,D,D,-49.4785988014679,148.46221942137305,1
F,18-25,US,Veteran,D,C,C,-61.612403385023825,241.60304304625453,81.41677468760862,E,E,D,51.49916888002388,32.53972354498883,0
Other,18-25,US,No,B,E,B,6.506865165252421,28.784609861179554,12.199399633024623,E,E,E,-55.567414508411716,146.90936531950328,0
M,18-25,China,No,B,E,E,129.04299819239696,-53.62492705065749,-15.659477249081771,C,C,B,-47.55970082278257,132.06167273375615,1
Non-binary,26-35,China,Veteran,C,C,E,115.69957833186209,-0.7169794505246457,-38.12589219511969,E,D,B,30.82489934650365,49.53325574068174,1
Non-binary,36-50,US,No,E,A,E,-113.45986830022348,-72.56702438910231,-110.05031165070554,D,E,C,31.382098842683476,10.606562208340861,0
Male,65+,China,Veteran,E,A,A,-50.63826407583001,-201.35345440795143,92.03545358436385,C,D,E,-71.69751258977547,-107.30628271341362,1
F,36-50,Germany,Veteran,B,E,C,20.71966289390399,91.23521758947855,-56.62449465717971,A,E,B,-48.79330160631496,149.00457021503075,1
Male,51-65,Germany,Yes,A,B,B,-41.03230956407739,-66.41687397721273,-29.71915182286496,E,A,A,-0.8970558278125121,6.13811699919566,1
Female,65+,Germany,Yes,A,C,C,-166.79762660160577,51.933640079918675,-46.203378695685224,E,B,A,218.40898759389833,21.549696080002377,0
M,65+,Mexico,Yes,B,B,B,-25.919614546721103,17.71662479922963,-45.74702741417308,A,B,A,-21.177149074641967,-278.0262086682673,1
Male,26-35,US,Non-Veteran,C,D,D,128.30395383474234,-23.21649680591759,34.17569079540982,E,A,D,61.68337560826791,102.82625474952644,1
Other,36-50,India,Non-Veteran,D,A,A,194.6464248800338,17.650588231727,51.01643976339141,C,C,D,77.40372526467625,-11.889195274885472,0
Male,36-50,Germany,No,A,E,D,-40.86263864494777,39.21046467802928,41.84990842176059,A,C,B,-164.16086700228388,48.8079925882671,0
Other,18-25,China,Veteran,C,C,E,-109.06571975342683,59.51707390810381,-129.37733462187927,B,B,C,65.05155118588581,60.202619060038174,0
Other,36-50,Mexico,Veteran,E,A,A,-82.63631552448923,117.36425748628503,138.6165637130852,B,B,E,-34.783876681911856,9.88526277279807,1
M,65+,Brazil,Non-Veteran,B,A,E,8.29058108400926,34.806025839898034,19.388239925527216,A,C,D,-4.882801397675676,-39.30042750952417,0
Female,26-35,India,Yes,C,B,A,150.64522452071353,20.660592417644573,112.88605948794914,D,A,D,-177.08632725589743,194.25971414526197,0
M,18-25,Other,No,C,C,D,1.6377977528333076,57.55630337472874,168.75283175197762,D,E,C,117.45352430830754,-32.05033609018799,0
Female,65+,Germany,No,E,C,E,-41.906721245173,-44.978945024876396,-127.81885373037612,D,B,E,113.4686119865775,67.29750410197579,1
Male,51-65,Germany,No,A,D,D,-59.89085222188753,86.46351031054816,159.78417253415225,A,B,E,51.6190693774824,-19.893202711205028,1
F,65+,US,Yes,D,A,E,110.58674265368415,41.90170948719139,52.43629787028067,D,B,D,-50.218251872702744,-36.23460991082343,1
F,26-35,Brazil,Yes,C,A,E,94.46262975836326,110.9723740089035,-121.76666243452567,D,C,B,-53.94524889733512,77.21191072108654,0
Other,51-65,Germany,Veteran,D,C,C,177.84865261599884,-18.576609726601507,-0.1321408549107828,C,E,A,24.984988655001164,129.87305984508131,1
Female,26-35,Other,Non-Veteran,C,D,E,-12.374644501582594,140.4481275046895,150.60435887241005,E,B,A,-38.041299038602425,-76.81668796124733,0
Female,36-50,Other,No,B,B,B,-17.80413959956685,11.857486991554747,-29.749535858930265,D,D,B,-2.113919713220989,-130.05273015579405,1
M,65+,Mexico,No,C,C,D,-13.566244915054357,185.62025666409602,-127.77198121359731,C,C,A,190.82612849218506,34.5683526016542,0
Non-binary,36-50,India,Yes,D,A,B,23.593034876728574,-51.91806217115358,-35.8756016422688,B,B,D,-121.8053561969141,6.979770511993946,1
Male,36-50,Brazil,Veteran,B,C,A,43.36829228911203,-164.904235585182,-4.41567594541687,B,D,C,67.08030912594674,-19.195734934470003,0
