race,religion,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
African American,Muslim,Yes,D,-169.13055029736373,C,C,C,122.07576208338445,90.0902059538239,-135.69533291984217,D,-114.52558588234893,E,A,30.717420593838675,A,107.0184521006747,150.0039556364608,0
White,Christian,Mental,A,-36.3722180762117,D,B,E,4.746022538364646,-94.77603008176358,84.83735177760562,C,23.474167069222194,D,D,-194.63559948984027,B,51.199846180911976,-134.98117989464706,0
White,Muslim,Both,B,42.45009522177967,D,A,C,-172.88620433226555,139.4816398036128,49.58855217768072,A,-15.222208992545832,C,C,70.65626132740181,C,4.199352517993838,97.05180808039806,0
Hispanic,Jewish,Physical,D,76.90449301557997,E,C,C,-88.26647564909771,-12.301299269990627,85.0971224417897,E,45.63424954226748,E,D,-46.993042831713126,E,-80.01055044455467,30.598492807293294,1
White,Hindu,Mental,C,-20.459440380523674,E,D,D,-126.75589979399193,-27.30376689543198,-131.86595682055022,C,-144.8982647135942,C,C,42.2999179607061,D,53.922105196865864,47.95952829090776,1
African American,Buddhist,No,C,-153.54027954183522,B,D,E,-32.83983415478325,71.23345614984588,135.29899674473893,A,150.2895361443226,D,D,1.5013492491638158,E,-126.3452118987914,113.55695261615078,1
Black,Buddhist,Both,A,-52.51686129819871,B,B,C,-20.31069335496364,-12.69189980116299,-61.439554598976834,C,93.47803648786466,E,E,-3.403498817638442,D,120.75039880528497,44.31814796978612,1
Hispanic,Buddhist,No,C,-133.18985703412716,C,D,B,72.70649189059401,-138.66453626108841,27.736640637848925,A,64.40606470099648,D,D,103.07024548458683,A,9.162758666729442,223.76872720893607,1
White,Buddhist,No,A,11.938056226087046,B,D,D,-41.702382518448495,-53.59889510037138,-135.94549502889868,A,128.46299676161505,A,E,-81.16428493656521,A,119.54896819021153,-11.282130898752325,1
Other,Buddhist,Both,C,-96.05201344231074,B,D,B,188.30790766682452,132.1698171984672,-269.78308989466075,D,-43.61548925382749,A,E,61.725216004070745,C,-12.839009982514495,25.94560415311809,1
Hispanic,Christian,Both,D,29.747856964501313,B,B,B,118.56880566687933,-64.42367653402968,136.03731982024004,E,83.69227446323725,B,D,-14.917550591910933,A,75.53951416333146,-120.19124919636448,0
Black,Buddhist,Mental,D,107.54249628906894,C,A,A,-15.864920491651086,68.78472410519747,-60.59991760556179,C,169.23897377491346,B,E,-33.87664533998394,B,23.724315812842676,80.60621502627563,0
African American,Muslim,Yes,A,-67.40522712268984,A,C,A,-158.4888174766291,84.86971334166185,-148.76308127368563,C,45.6600774510495,A,B,-160.0433064549891,E,45.00082908864594,-32.78916266592415,0
White,Jewish,Yes,C,-149.4425088814624,E,D,D,-104.82270196145898,58.1353895959214,42.12110799153959,E,41.392988747482555,B,E,-50.76384419297272,C,201.4695327708797,252.61979000455162,1
Asian,Christian,Yes,B,78.73289340165162,C,C,D,-131.2474171940702,26.094854460201695,-83.54434601634082,C,-28.38558252605919,D,C,98.77299970391114,D,-62.85375608487814,56.24396686997355,1
Black,None,Yes,E,236.87913869681023,C,D,D,61.0396354247,-90.70958642359032,-107.78174534672442,C,36.21235528210735,E,D,-34.77295237684472,B,-12.419571049529347,100.04041510077018,0
Black,Other,Both,C,-154.30665084311116,B,D,E,-160.80682513949145,-28.225984501260378,51.138268974566095,A,-20.42498112141616,E,E,-131.37478604354257,B,21.788154413234498,31.279876261661094,1
Other,Buddhist,Mental,B,-109.68039230074413,A,C,D,13.997277879619913,-54.93148081470903,26.599396842969234,C,138.54810992088557,B,C,-156.04600904873908,A,123.72068225385729,13.917592432650142,1
African American,Christian,No,A,-27.921845246018623,B,C,B,23.940301698427106,2.578694865647791,-26.945761056566198,A,207.01849061894566,B,C,-41.32318327056658,B,48.686469070254866,-10.519527361143336,1
Hispanic,Buddhist,None,D,87.98626743214581,E,D,D,-233.12234008061822,26.36886358176982,-88.8106347629647,C,39.700718276130694,A,E,-169.403055188615,A,-117.55849213494562,162.5828646184197,1
Hispanic,None,No,C,-164.41438979499986,A,E,E,-43.19277620156258,13.88483880293499,29.634561037112544,C,-24.17113686935864,E,E,-39.98165760101278,D,60.514744991663015,26.681916387717703,1
African American,Christian,None,B,46.31532123834981,C,C,E,-9.008849969809992,88.65001898707581,103.89040073238809,A,46.59692282335458,C,A,-358.4887735248171,D,-10.39781413921124,-71.91146817189598,0
Other,Buddhist,Both,A,-19.2603281185827,E,A,B,-34.277605209859004,35.69373626974205,-115.45751428109537,C,-54.736433611253055,E,C,-46.315415360016274,B,61.945157464827986,125.22637237463445,1
Hispanic,Hindu,Yes,E,133.49270333415518,C,E,E,-15.383008446114319,32.22621158047605,54.3258394926429,C,-70.76651802893825,B,D,110.93382397189609,E,-143.30576227386734,-24.621207538173866,1
Hispanic,Buddhist,Physical,D,-140.6446000676871,A,D,A,27.489396204721743,-17.52544094212513,39.825800016196176,E,166.5242183190312,A,D,-31.35276801141311,E,-177.240983704629,274.67136814744555,1
African American,None,None,C,228.80627564131436,C,E,D,80.11003594548211,79.81616618659783,70.80863189654279,E,-51.886139755656124,E,B,104.52231347048928,A,29.126161526684363,18.550178534692506,0
Asian,Jewish,Physical,C,18.372424666973707,A,B,A,-102.39927604706294,83.5362556398892,-64.51981531663414,A,-102.23775916366658,B,D,-16.38896086399045,C,13.783255617536701,-70.18893529060122,0
Other,Muslim,None,E,-104.4095821201775,D,E,E,124.38004856486205,6.829593815609054,-139.84132923291986,B,91.89845055712934,C,A,-107.35122011322684,C,30.829308366839513,172.92705031063534,1
Other,Buddhist,Physical,C,-61.15389508439942,B,D,D,113.7495444984173,55.42691756269653,64.60999818034648,A,2.016453124076728,B,A,-57.75893970866365,E,82.53198406233034,-136.5023149684184,1
Black,Jewish,No,E,229.81940122738317,A,A,A,-20.24943564140156,162.8701526726876,83.35880934250231,B,-46.16130802157219,B,D,-130.91137638411962,A,-223.6067076770206,153.9927534435984,1
Hispanic,Jewish,No,C,-275.958848241939,E,B,A,52.93597880475579,-96.66206123255455,-35.070552593655826,C,82.73669654145593,B,D,14.692458855830646,C,-20.90027375669893,-13.534694955966998,1
Hispanic,Other,Physical,D,-71.74742546192616,B,E,C,105.45737744246102,-187.73347453698213,-57.26117298868674,C,-28.00844405042721,C,C,53.28541575495546,E,126.75205836771428,76.09252827589967,0
Other,Buddhist,Physical,D,-24.16488586777045,C,A,A,-64.2444765921596,193.11344368469713,-62.72360769833229,A,59.89510151467973,E,D,-134.11428092804172,E,-50.66064402622994,-14.464672124837005,1
White,Hindu,Yes,C,20.78092250375387,B,E,A,-76.53417115399883,45.91699719666343,-47.613408372199274,B,-13.497032551187072,E,B,-162.3114775109855,B,-110.93604124195633,-59.56480756298612,0
Hispanic,None,Mental,C,-10.591678473754754,C,E,D,-14.444688484930007,42.649745582305364,48.98691365234203,E,-29.339630100608737,D,B,13.59834212940268,E,-42.172702138349436,-6.217165845291879,1
Hispanic,Buddhist,No,D,-58.624708365735025,C,E,D,-77.56896189602028,171.49955248957264,62.2588184944985,A,37.206828107718664,E,B,-23.77695594528507,B,13.986249466382198,-83.01644777058857,0
White,Muslim,No,C,-112.83596260738219,C,D,C,143.79399381358945,-59.91127798858583,252.47503926826263,D,-67.32187912940796,E,E,98.23251765218264,B,50.42012749537944,22.402721149542515,0
Hispanic,Jewish,Physical,A,-79.77652238719888,B,B,B,-65.19437328777032,-8.486356297127076,-141.19815189163728,C,134.10533343653154,B,D,124.8424850762349,A,59.94702099313378,92.46879917242737,1
Black,Hindu,Yes,B,43.17296433409561,E,A,A,-45.2082866187562,20.209588647933085,163.00321864630132,A,78.9887166035515,D,E,197.8113944521591,C,180.86505525422228,202.8995298100025,1
White,Christian,Yes,A,-13.100519128742574,E,B,A,127.23341633629946,4.496889713291835,-38.40962387765397,B,4.93849690572878,A,D,59.01724252828089,D,-60.9222679600074,51.20564471026016,0
Other,Christian,Physical,E,6.4448908668521625,C,C,A,89.74886430803815,-84.3921805915232,-71.96082621330291,A,87.86442364254059,E,A,-12.73857082088532,B,-12.643789659661401,-153.4910252778316,1
Other,Muslim,Both,A,-40.84275697863537,B,B,C,59.17856034609272,-142.93632893234886,-51.001008039420384,D,-164.19738959571822,E,C,77.27547300028162,B,-1.3929531871914231,-53.351263228727866,1
Other,Jewish,None,E,-21.880924524961237,B,C,E,79.94329783311622,-127.66837216490114,-57.6588565107031,D,-7.2489378435328975,E,C,-143.14117603590105,E,-42.07474768937578,21.093766639793674,1
Other,Jewish,Both,A,-192.34642404188372,A,A,E,104.99039223179682,0.31939728295398984,0.1783533397640417,A,-59.45593716106649,B,C,114.85700844582594,A,-139.75424770957693,144.40005756987938,0
Asian,Other,Mental,A,51.931201209929476,E,B,E,7.8176543039831845,-68.37288690722154,182.05517611687446,D,-66.76661165945438,B,E,73.22813765267584,A,-100.02323481293543,-212.91144506924007,1
Asian,Muslim,Both,C,139.7179853790195,C,E,B,60.98240523339356,-144.80857003210508,-184.20533951552,A,64.91711109263423,D,D,157.6902119932796,B,34.505500477213445,25.61517880981146,1
Asian,Buddhist,Mental,A,10.65796974236392,B,A,E,-155.83069095910983,46.22248189606065,-154.36223517258136,C,101.05725830645491,E,C,110.44392411188781,E,73.57951604328639,84.97135828233714,1
Hispanic,Buddhist,No,B,70.27408606249146,A,C,A,121.67938512058147,-99.98683371700011,150.26856681321752,E,62.15002582433654,D,B,58.61286300787539,A,-145.42319615344712,117.00236942372581,1
White,Muslim,Yes,D,-97.5396278035727,D,D,B,-82.80854534080252,-195.8976638357031,120.94784010767685,C,169.63769491475014,E,D,31.49777715243131,D,127.46140246494433,24.464924310303086,0
Hispanic,Other,None,B,164.7379273144691,E,E,E,-178.60656236144848,25.093490165852934,-96.961394510802,D,35.88534731352343,B,D,-201.12480376986846,B,16.862214479654234,-128.3150290694803,1
Asian,Hindu,None,C,6.67692693725588,C,C,E,18.963165043031317,-63.29904615376414,63.47583044344643,B,113.71414115103482,E,C,-13.109830496891286,A,-268.5666778555723,179.9970373511335,0
Asian,Hindu,Both,D,110.7716264778858,E,B,D,-75.41624928128623,79.25713756931546,-165.88014911737318,D,72.01697589532748,B,E,-72.67466551624894,E,-33.269719512210614,75.97625281519606,0
Asian,Hindu,None,A,-94.64227106919284,E,D,D,-91.48073873134453,-25.736352010439578,-19.742441268923933,E,190.55535487092433,D,E,-21.922943794796197,D,46.557675671265855,-120.77943303392438,1
Hispanic,Muslim,Yes,B,-178.586975447162,B,B,A,-199.15572919326132,23.192020527700535,-47.58863136695874,D,-86.56938191818058,B,A,5.085527251563242,C,-23.448945436485563,-183.05351247382276,0
Hispanic,Other,None,D,65.63173512589137,C,E,D,-13.339310553959269,-111.83403933543745,17.291656660544376,D,-52.39608162350259,E,D,-267.8804195810645,A,-114.1350715341726,-119.45912229441926,1
African American,Christian,No,C,-141.05824408874753,B,B,B,-222.95968090688146,187.69996419039862,199.679163903697,B,9.41348584831304,C,C,-161.86397822951633,A,4.819971529824495,-170.48248678444165,1
Black,Buddhist,Mental,A,7.589019459759215,A,B,E,59.697126459281705,-106.56217916281486,-101.88346611427437,C,-29.459186631493772,E,A,162.7286777915426,B,154.68763645326968,-22.70738400778273,1
Asian,Muslim,Mental,B,160.978288129296,D,C,D,7.932573754876232,6.702175100812459,150.60325240339333,B,26.477544591409508,D,A,-21.76562942969275,A,33.94051767707044,76.8371210129332,0
Asian,Christian,None,E,52.40019926026675,D,B,E,143.01089995479143,14.332197034860927,-13.567288614249643,D,-175.0205488083612,B,E,-59.5943744936466,C,77.67027247313932,24.089247041590987,1
Black,Other,Yes,C,-17.344713926542866,E,C,A,-17.765063272274727,-198.16406701543136,-39.0723364549653,D,50.32952260797842,C,E,-35.078514921346546,D,-70.11163295866126,45.133770843850286,1
Black,Muslim,No,B,-60.315610256660776,B,B,B,142.62161296331564,31.506016259476116,-35.12963731567038,C,-79.61317023351681,A,B,34.15670393710072,A,-60.36553590238108,18.712728867647773,0
Other,Muslim,Mental,D,-24.94031670936043,D,B,B,16.66080698549882,71.43830049030493,-93.46321448751227,A,138.81352550361632,A,D,-21.496950551132997,C,114.85277745999252,0.20407173350680285,1
Hispanic,Buddhist,None,D,-34.025899622011785,E,D,A,-65.14528545460718,-93.97058057058346,2.440947375118976,E,102.21207414975237,C,E,-88.39775361384119,A,163.7167703596544,86.19584789605808,0
Hispanic,Muslim,Mental,A,102.40529584511826,E,B,C,-55.41882989165945,-24.222003267361018,-108.4956874895894,D,1.453358960069648,A,E,-112.42121196448704,E,-37.73457704855054,-92.29299262214447,0
Hispanic,Hindu,Both,B,23.994263691327124,C,E,D,-121.42703211523744,-56.981817719348825,91.40733513418542,E,-81.61895382812783,D,E,112.8439462418023,E,-3.8534618136563106,158.59210622070023,0
Black,None,Both,C,-21.444602740076856,D,C,C,224.88236423739286,-154.27017456688645,-138.20612811186388,B,-126.31300512783874,C,C,-74.59363885865518,C,-71.03526541838639,41.566198587492394,0
Black,Muslim,Yes,B,40.51673438127845,B,A,D,61.022690056537996,4.557415098071132,-134.7003012481109,C,55.18967094467212,B,C,-115.55644418930878,B,62.00169969177204,94.16195738418159,1
Other,Other,No,A,21.95578305726591,B,C,A,57.75193502891563,41.72474097966541,-51.123828437034945,E,95.08568751062457,A,B,12.5664783594961,B,-54.98177229250618,-133.4930869388351,1
Other,Muslim,Yes,A,87.4818674095375,C,E,A,-51.852253655538085,70.99334408343121,-12.24149767419341,E,140.12649791280074,E,E,-179.44051944322285,D,116.98843047579517,44.326918445639244,1
Other,Other,Mental,C,218.944613984409,A,C,E,-87.95756287005872,11.773197131976396,-79.8418098081395,B,-106.7627091794214,B,B,25.280727781962355,A,69.10533128634235,138.04202972517425,0
White,Muslim,Mental,C,58.03066040189216,D,C,B,-51.481424001123465,161.49875981848558,-30.698440106006657,E,-2.9916597395503888,E,E,95.7910630951263,A,39.99892750952173,-125.15327843083546,0
Black,None,Yes,E,9.193514468190337,B,A,C,-4.937586968537099,277.85671382556075,20.22306154039603,A,-160.58409389338092,A,A,-179.68960290888955,D,-152.21862451464,-127.00874365166344,0
Other,Muslim,Mental,E,42.52461587563807,C,D,C,-13.2989801168585,62.24127566513828,-39.194714138983684,B,-77.44758005020124,C,A,-74.33558741145161,E,33.944762897335345,-69.3438165812409,1
White,Buddhist,Both,A,-3.221215539836049,A,E,C,115.85815532855068,11.946614380014369,19.01134952435015,B,-117.75404643366056,E,A,91.14502774756475,D,-26.36207431758563,-16.55990850846033,0
Hispanic,Jewish,No,C,-87.64710013473433,E,C,B,36.04577459376583,92.7845498232886,-80.03453521014188,E,212.0085707525822,D,A,-99.92216060998386,C,-40.68498157674061,-161.96840973007684,1
White,Christian,None,E,-43.65586410604024,D,A,A,142.24119724238255,-92.92037527179224,40.06889950633824,B,41.02736628337342,B,A,62.096457015644624,C,20.779122535955,-75.08877105090949,1
White,Other,Physical,A,98.26212104294183,C,C,C,68.6506464377636,68.20027211708745,224.93658830655173,B,82.50375459403094,D,C,176.0872552083455,B,-62.02553646873415,-75.37546067900868,0
Black,Jewish,Both,D,190.42369469055635,E,B,E,-72.41939188511438,-120.50658521488099,110.83613062176458,E,102.23445145139507,C,C,140.47615657507285,B,73.87781292191767,-20.687283429849387,1
Other,Jewish,None,E,-63.93756455813245,D,E,E,-126.20213974974037,152.3939482631792,110.89899771778539,E,30.130010140867736,D,E,50.74018414091849,A,-29.44889753561536,59.54475429630763,0
Black,Jewish,Physical,E,-17.68390355295652,C,D,B,-86.8434685972467,141.04551196666077,-77.26444745577322,D,67.8499793015959,A,A,20.279790603037338,E,21.522583686127376,-62.86034021748704,1
Asian,Buddhist,Mental,A,-136.30607376996204,E,D,E,162.4091995780413,-105.74235250155523,126.94613691349043,A,38.26930495495202,B,E,150.86655229456332,B,-95.08956951183697,-6.524575986633005,0
Other,Christian,Both,D,3.8553719815200225,D,D,C,36.58488378129113,77.48977454813061,3.250497499186052,C,158.18555656218228,C,B,192.0720231080498,B,126.0411888724728,63.823431967869894,1
White,Jewish,Both,D,-74.15200403788424,E,B,D,-97.01465435651232,-174.58152278145184,-47.91028779743349,A,-70.42643396831093,A,E,23.00003311709898,A,-122.03854647799312,127.395358538375,0
Other,Hindu,Mental,C,15.575997823392928,B,A,C,238.70341542031474,30.633235321010115,84.62767510642465,E,-131.42866090503486,A,E,194.64004150016675,C,102.57617958163902,-165.56985906477288,0
Black,Other,Physical,C,-64.22066745010848,E,C,E,-16.052983095145272,-231.85301885970057,169.9203496773855,C,-155.7431389896655,C,B,-146.60386460481226,B,-46.16811266729683,199.29856958416653,0
African American,Hindu,None,D,2.3627633587747505,C,D,E,-123.14281530336231,-105.67383456242148,-61.53933325267823,B,17.398910279150158,E,B,-64.94044044274916,C,153.43968509762732,24.531726894990395,0
African American,Jewish,Both,A,-129.4395735695867,E,A,B,-46.63906448801649,-101.44097102701892,-87.516847643984,D,-100.35667863187983,C,B,68.58504523601256,D,21.1660738698647,81.38500836796601,0
Other,Buddhist,Mental,B,-7.808628231409999,C,D,A,35.609990912788554,-31.273558796050445,-49.970433565043855,B,-34.06436807818418,D,E,-64.78764979697016,E,76.70526875097966,17.209506595064365,0
White,Other,Both,E,-63.29202935851548,B,A,D,-2.046476317436398,58.72773087173342,48.68620286623877,C,92.07953080505862,B,D,-32.32858697238661,B,-16.914486455850703,-72.69239640728784,0
White,Jewish,Yes,A,8.027873131376369,D,B,C,16.362163611701522,61.60400691494944,-112.53282345336315,E,-47.23985109326968,A,A,-83.52480898566739,B,120.25735481873959,-16.783566298911268,1
White,Other,Both,A,169.57936620494937,D,E,B,93.93735555978878,44.34362266955943,-75.16414422442614,B,-284.5985196502447,B,B,71.30624202270656,B,12.611966390426954,114.73480528369416,1
Black,Christian,Yes,E,102.26220055596242,B,E,D,-10.445458441130436,-20.76479682997985,30.44903680566966,B,-78.9853869721592,A,A,-9.521970110973395,A,32.75231311690537,-102.8680717652831,0
African American,Christian,Both,E,-32.42935691515626,E,E,B,-72.5879089902862,99.91501832064634,68.9375155054091,C,1.2430473513934737,E,A,-104.50858951395567,C,-20.936684871983857,-60.68701828180774,1
White,Buddhist,None,B,210.90171441057373,A,B,B,-198.84668125912424,-92.63510310346422,79.66475032991058,C,58.93227177317336,D,D,0.6142224209863575,D,21.458090672581697,135.6167393198035,1
Asian,Muslim,Yes,A,8.800329097155743,B,E,C,138.48995961615654,-19.924576558555973,-48.63917475719867,A,-52.791667152447886,A,A,-21.31259493273065,D,-51.01457993343463,-268.6096817835188,1
