sex,Age,nationality,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
M,49,Germany,Heterosexual,-133.50479578307161,149.24125644948177,C,129.04082432309687,-30.767973900204215,-33.69486993071596,52.469302996575095,C,-32.059311838710045,D,D,C,E,A,0
Non-binary,19,US,Bisexual,-144.7721658439142,49.71757093076281,B,-25.325695930756424,39.800545392354266,-47.269458989030404,105.12177917123671,D,76.99678693895872,D,E,E,E,B,1
Non-binary,24,Other,Heterosexual,-43.512906353226185,-82.15568350518106,D,-34.06142416871369,23.549295638741082,32.5748788092789,-71.23036030332173,D,20.367438524229854,B,A,A,B,B,1
M,24,India,Homosexual,-27.14194480132301,4.788310656114381,C,-3.9695043398886147,39.26632706972746,63.16599504958419,52.1889360724351,D,38.83707177032546,B,A,C,B,C,0
Male,66,China,Heterosexual,139.06186040218523,-35.725601100273764,E,121.82481136310422,-68.50784510639905,52.49365115,-85.29191449112014,B,-124.09421009912838,E,E,A,C,E,1
Male,35,Germany,Bisexual,3.836096763426591,238.50383128135806,D,-89.30189385526856,-33.55317222487046,20.427849715013483,257.08942306150806,C,76.39291423457465,B,E,E,E,D,0
Non-binary,38,Mexico,Other,-73.20768890257841,-13.603066012577692,D,-50.349350399006866,-26.172098395001917,24.912110124434157,-34.15939820762669,B,53.266709219576434,E,A,B,A,C,0
Non-binary,51,China,Homosexual,-69.08035882370905,6.574670679966735,D,186.13085770510028,-158.17738256741998,97.62815141137264,-124.37345607824362,C,62.782428139569156,B,C,B,D,E,1
Non-binary,53,China,Other,-5.832370159360556,-58.850132982631365,D,-68.82144472141937,41.73813268178902,87.9820295700734,6.968562293269145,B,-17.32549636639857,E,B,E,C,D,0
F,29,UK,Other,-59.98735735078433,-3.962486649059447,C,-192.38203721815975,3.5953237479647653,-209.46375590801858,-108.90805810238078,D,67.90791279998908,E,E,E,A,D,0
Female,38,Brazil,Heterosexual,-220.10242794562433,-40.9385951744597,D,-5.042088095818747,-120.611783034524,-33.25346541413629,-69.83695270274339,D,49.05563108602968,A,A,B,C,A,1
Male,78,Mexico,Bisexual,-19.357221728408348,151.04143142175573,B,-5.460433593967053,214.25594598168956,-167.0310863734976,113.48914858931774,D,-151.49531869745974,E,B,C,E,D,1
Non-binary,42,UK,Bisexual,-95.90587176672469,-42.87017841602891,C,-63.17602810131675,-194.31504673970431,43.699394851030085,13.160919551410835,C,-35.993515540790725,D,C,C,C,E,0
Non-binary,53,Other,Bisexual,-54.641882832765035,93.97390978361285,A,101.12718488780779,-72.24028914426106,13.910145405265364,45.70082448630422,B,-73.33368683581058,D,A,B,D,E,0
Female,27,UK,Bisexual,91.90764122081096,-91.80722530840823,D,-99.35596068245333,12.227587517801616,184.03882118450946,146.2506802327022,B,-138.20428645911872,C,D,B,D,A,0
F,28,Germany,Heterosexual,-92.36691801180508,-71.93589228485757,A,-88.76050304848344,88.7843411132623,34.881196775598006,-16.993308329719152,C,-52.4431209339384,C,D,D,E,D,1
F,40,Other,Homosexual,148.2724467766879,4.640038175780499,C,49.27891660596472,91.08440660285208,-80.10533638590574,-27.988844114225873,A,-43.46780635162521,D,B,B,C,A,0
Other,58,US,Other,38.96883334356745,5.685155246748243,D,46.64054341364176,38.77181292058853,192.54864041482165,125.00486964141488,A,-13.378416320005645,E,C,D,C,B,1
M,71,UK,Bisexual,-81.66944364093784,141.69815012780745,B,7.708382472106003,34.05369311921182,-212.05324731462065,90.12044634681756,A,-19.601716485827712,D,E,D,D,A,1
Male,64,India,Bisexual,-151.28218139400397,-36.33782639402124,E,-55.10206564005761,40.37787300495829,-76.24216460975506,47.48772788052971,D,-76.78696604628186,E,A,E,E,A,1
F,68,Mexico,Homosexual,44.94936171227389,-60.9763453866794,A,-98.73979594469574,94.5671977597422,-103.68642565681058,77.95370055801808,E,226.6731565957299,E,C,A,C,D,1
F,66,Brazil,Homosexual,35.290602514412704,-21.713691691868465,A,-156.04610967124754,130.6115564576713,-160.12876323937653,5.931731562898676,D,-107.38238237324667,A,D,B,D,E,0
Female,57,Other,Other,-159.99655728937535,-254.5061524542095,B,-1.8245534155608367,32.427317150158196,-20.581598687378477,-98.67240700642725,E,-27.769053276097104,E,C,A,C,A,0
F,49,Other,Other,39.12976826029671,-27.539223651698546,C,51.17501528424222,122.9110069280235,-22.314719239529836,14.912334189637761,A,30.3673574583249,B,C,D,C,C,1
Male,31,Mexico,Other,51.99862053402153,49.1304717110979,B,41.092287664025406,-101.23748466479758,121.46522751118438,176.38641608050213,C,-44.75187224729764,D,C,A,E,B,1
Non-binary,54,India,Heterosexual,129.9747679634295,16.072072812500178,A,-6.52155984979945,49.481913802522534,65.85712102227926,-80.77471528245769,C,-157.18998085127745,B,D,A,C,C,1
Non-binary,64,US,Heterosexual,0.36392128167781673,-130.05510220852995,C,15.895225541497465,61.664412774125395,-133.0356548650233,-76.30653479603583,A,-14.414079609720416,D,C,A,B,D,0
Other,59,US,Other,121.32444957963742,31.197082327009536,A,-53.09557405398818,85.08727525620985,6.1066757938185745,-84.21468967623468,D,165.90933573715162,A,E,D,C,A,1
Female,71,Mexico,Other,-1.5926437286002029,77.38949781662502,D,71.30347173558441,24.443477750521048,-108.94485683945648,-51.10012858641685,E,-54.81600902204469,B,D,D,D,A,0
Other,37,Brazil,Heterosexual,-177.9548678335604,-130.4689850655229,C,-15.259197129851207,-20.056517087267505,97.98517149949188,84.08574151100574,E,-76.65748352916792,E,E,B,E,E,0
Male,43,Other,Other,100.2829878728615,62.00809656162848,D,39.549890040983335,125.7902886693699,-0.41748652449834284,1.192332328117341,A,6.50734718630562,A,E,B,B,E,1
Female,63,US,Heterosexual,9.975616508527645,19.292448265638033,E,-64.43133031488466,9.486351234397421,-145.58899863707217,54.61687045838608,B,45.22755276852932,E,A,D,D,B,0
Other,27,Mexico,Bisexual,-105.46250700968174,83.87125141414748,C,-88.60708525383306,-38.39773288241733,-37.432608442942396,126.88485665580049,B,163.90247839882417,A,C,A,C,D,0
M,71,Brazil,Bisexual,-104.55345581948761,97.88064454747241,A,57.971645229713666,117.80944188833993,-87.57247247057157,-79.32693033302479,C,19.49878317688515,C,E,B,C,D,0
Female,53,Germany,Homosexual,123.83740449894694,-115.07875253133027,C,231.33393367710505,266.39888363383284,-51.84469951631962,-2.6142798345088436,D,210.95515179860524,C,D,C,C,B,1
Other,36,Germany,Heterosexual,-95.10651032089615,36.28330343697407,B,35.02525587292167,23.1200465649418,10.808764529837546,-74.03662420393532,D,40.146482637585464,D,A,C,A,A,1
Female,56,Other,Homosexual,212.80742035506273,187.8419748305416,C,77.4950567098132,-86.57898936557832,-99.79124057222086,-107.54542366088945,D,38.338752990245126,E,C,E,D,A,1
Female,29,Mexico,Heterosexual,-55.29808412645482,-22.537312177890556,C,49.88543204452357,61.50032213674835,-116.58326497124042,47.790360035649904,D,75.28839496961332,D,A,E,D,C,0
F,65,China,Other,20.692998409087348,-207.94342403975185,E,-57.31114876470349,18.884911750349463,-94.21226120218851,-11.477230545899301,C,7.347050747986014,D,B,B,C,B,0
Non-binary,57,India,Homosexual,181.52358257913872,-69.99491866124383,A,-5.236090522607098,182.94423996245538,-55.92117061598552,21.764625139125084,A,-44.54470533868951,D,B,B,B,B,1
Non-binary,23,Mexico,Bisexual,142.86958656497345,24.46341474662108,B,29.319853687967363,296.5139935520878,-219.74390668721725,-86.84917020844725,E,-28.48633202428759,B,A,E,D,E,0
Male,41,US,Bisexual,-91.88789916782856,48.97158730321512,A,31.2827051217215,-6.423001300635202,-22.15390626016954,78.35506009362086,C,180.72182569301393,B,C,C,E,E,1
Non-binary,52,Mexico,Homosexual,-103.49759402506757,114.26047508594166,A,43.66389730913763,-140.74939458554613,148.05652792399007,-84.73848652634734,D,36.23733481581068,B,B,D,D,E,0
M,66,US,Homosexual,85.4394497880233,-160.08003788994097,E,230.45482307964176,-79.75076810833227,-74.29237055563993,25.048292226965586,D,-101.8341657253585,C,B,B,E,C,0
Non-binary,38,UK,Bisexual,-85.58468608421636,-92.93864459997955,B,-37.546190067393816,-136.97040819319844,61.31542245359438,20.827347541403967,A,-7.913149119452255,D,A,C,A,D,1
M,76,UK,Heterosexual,166.77614630249047,43.31637843919135,C,116.42986303526645,-123.5381289175409,59.846231534256,-94.30242256529095,A,-150.9180703457532,A,C,D,C,A,0
Male,67,Brazil,Bisexual,72.21683630911008,29.410408022915774,E,-121.48172089952433,-158.85176859165088,-125.24719184499942,-6.397558111202162,D,-65.28577153929847,B,C,B,A,D,0
F,45,China,Bisexual,-114.82649875741511,-85.41435444850563,B,-22.628818344431494,-10.073880730540537,25.62739658749869,144.5091703010407,A,120.64306421631954,D,B,D,E,B,0
Non-binary,29,US,Homosexual,-81.27582465498843,108.40681538935368,E,17.938549724051004,38.34775001055582,-58.120544608308954,1.3228202817284789,E,-22.50293587790001,D,D,D,A,E,0
Male,26,UK,Bisexual,-131.11220578184944,24.35633424324234,A,-78.94456854182766,68.26825777806646,-100.01908219580177,-42.862650807677724,B,-24.957450658827035,C,D,E,D,C,1
Male,66,US,Other,-107.90358052374576,-12.544924150019765,D,7.121182406154649,15.729998821908744,-83.16850711882755,64.91063893711602,E,-156.55647601577758,A,D,D,D,B,1
M,76,Other,Other,99.53890092444199,-64.67179132066761,B,-137.91246504573823,72.509121992258,78.27134049315889,186.9758976020009,B,103.52262214122806,D,A,D,E,E,0
M,28,Brazil,Homosexual,-1.7601065032178005,32.40705276758261,A,114.55228992914401,-42.02795645773797,104.84263369209752,-135.97686955968,C,175.61291119625017,C,E,D,A,D,1
M,46,Other,Heterosexual,-51.37487711704025,-171.16863169962167,C,99.08548131925089,-41.249353491247675,145.5207553538827,0.8196643661576077,A,-106.613974712886,E,E,D,D,A,0
Male,79,US,Bisexual,-42.529299399463504,2.036636251507996,A,-148.3142260148372,-68.7312410330911,-46.238809102605984,112.37687858010072,E,3.290667194080817,A,E,A,D,D,1
F,72,Brazil,Bisexual,96.1778441924053,79.74731505734465,B,-74.51979237923088,-12.894186683038381,192.64138753953196,-51.33581232374931,A,-67.5644929186735,C,A,E,D,D,1
Other,24,Germany,Other,-128.38066707575177,-185.0042581579688,E,-93.9788979337311,17.76372040753536,-84.41304294803989,-55.52319247799612,C,90.14205615599757,A,C,D,C,C,1
F,72,China,Bisexual,-152.7635586811043,-14.100827434609236,C,92.34829858384734,8.444772097505314,53.2415310675756,61.06487219003503,D,141.2023364359645,D,D,E,C,D,1
Other,60,Germany,Homosexual,-136.57414648352787,-132.65883963147502,C,39.222375125241975,-24.28249994609291,40.90462364254542,139.97677360056912,E,154.3283723451032,A,A,B,D,A,0
M,67,India,Other,-12.498217224756894,-77.51843852598334,A,52.513465012355695,-81.03387271799318,97.43873418062363,127.76429305914962,D,174.97924513523085,E,E,B,E,C,1
Other,47,Brazil,Heterosexual,-115.450042470577,-107.55060092760186,E,26.774235421436497,-124.8589481656227,70.49182032120966,-229.31306771781573,E,75.03135071866606,A,C,E,E,A,0
Other,22,China,Homosexual,-19.172581558888744,-89.91629937550293,B,-82.03265439900805,7.1328376892772845,172.84498479412207,-175.83950875566873,E,5.030239112832717,D,D,C,D,A,1
Non-binary,60,China,Other,-110.24004230222273,12.322741659464555,B,-66.34480096446279,-60.791504238175975,-8.532630996204846,7.38228616468305,B,-86.60618244268473,A,B,D,A,B,1
Male,19,UK,Homosexual,65.5138452173211,-259.89593698672155,E,-8.499967875828055,-95.74200783116163,-196.86389134863308,-195.51371806253675,B,-102.24680141136805,A,B,B,A,C,0
Male,26,China,Bisexual,-177.549782676568,129.63874803977828,E,2.654202646658811,-124.89191700575265,-88.89285147153217,-40.38630798628026,A,16.72730681668288,E,A,E,C,B,1
Non-binary,57,Other,Heterosexual,64.99853332682406,-41.43397004972748,A,153.7371624932096,135.71385197070123,-34.822866453112425,154.464572663632,A,27.781608089482333,A,B,E,A,D,0
Female,32,Brazil,Other,54.249289278302314,210.83941744437317,B,6.164697631284184,217.43963079798218,-119.76195523362519,-179.29286486628666,D,125.2654292404352,E,A,B,E,B,0
F,42,Germany,Heterosexual,-53.86609811110785,253.29165411933045,B,-22.318185786750988,-145.54706598658012,18.954207599394614,47.93731074691086,A,-63.155407110248404,A,D,A,B,D,0
Non-binary,23,China,Homosexual,122.01568125980124,203.92458940337738,C,45.210819527896064,-104.66918115585675,-74.54474364640849,-133.17295192449785,C,-205.0217730487157,E,D,D,B,D,0
Female,29,Germany,Other,-166.12671763250887,33.06679027685726,D,-354.755637476096,-100.8913443017381,-6.7085638063778665,56.59091461375404,D,-160.09892530330262,D,A,D,D,C,1
Non-binary,59,UK,Bisexual,330.9239797869605,-112.141003821617,B,-89.15726024050153,-11.442476334698219,32.277809401492476,147.80019833745644,C,126.24095166199592,C,D,C,E,E,1
Male,74,Brazil,Heterosexual,168.0218997579595,-122.08495865274485,C,-160.1201294303538,3.8534514191047515,56.685593987305126,89.64643837780436,E,-22.833534712243882,B,B,C,C,D,1
Non-binary,31,India,Heterosexual,60.92578763501135,-24.718098756908923,E,-38.894559704256075,179.85593609744376,-142.96875393664143,-125.71382703997354,C,-17.08902772324805,D,A,E,D,C,0
Other,64,US,Other,-143.153245926785,-31.10419984191927,D,-30.935581511681427,45.803075998489724,-80.16179950082669,79.22533420431832,A,-97.45275537956498,B,E,C,B,E,0
Other,48,Other,Other,-20.94929303804314,-180.69960048799655,E,-14.889152296124038,26.939685605446726,0.759756040436221,61.40187584940172,A,126.80373893032824,D,C,D,D,D,0
Non-binary,62,China,Other,15.039816656904653,102.98850595801746,A,54.25946209485812,-53.40478633390855,17.11925499475132,48.77634269036216,C,-229.25082048231732,D,E,C,E,B,1
Male,64,Mexico,Bisexual,-52.99693029591182,28.145733101354402,D,-38.66386103301447,101.60725975542562,-0.1443542148680668,-18.59305179975427,E,76.21376771192904,C,D,E,B,E,1
M,69,Brazil,Homosexual,43.36923601836343,41.80463092367284,B,85.27727846337075,105.07351300506204,-33.959125381473115,-1.3436522013600698,A,-39.55929397215511,A,B,D,E,E,1
M,20,Mexico,Heterosexual,83.45063311110816,97.1630918302669,C,67.18556070205884,-30.760420986753967,-67.05332169021236,-19.27228920974918,E,3.007778012234238,E,E,D,E,A,1
F,47,US,Other,70.85469581680111,202.85987518754746,A,-22.770900164256584,-5.114194121634293,-20.42378733093318,32.821361588623056,A,252.93724402300052,C,E,B,D,A,0
Female,34,Mexico,Bisexual,-2.4450097865188978,76.782465940394,A,38.63605868473692,-51.54819319922227,40.296352501788476,57.00664832611032,A,-37.142694703854026,C,C,B,A,A,0
Female,32,Mexico,Other,-71.7880360117078,-124.23432025320828,E,35.87776553057144,1.0798916138680417,-45.410001581657255,94.14528232165289,D,12.184214488256085,A,A,A,E,D,0
F,47,Mexico,Other,40.1967138234032,-257.9404389410614,A,53.738752837113864,19.35669324044371,13.489745332760785,-103.91876309935431,D,-47.902379556175035,D,C,B,E,E,1
Female,38,China,Other,56.61564559908086,10.429774648366436,E,8.077995074894268,125.3822182770828,-218.72728667179592,90.67624653002156,E,199.357713711695,C,E,B,A,C,0
Other,27,Other,Other,151.28941087579187,91.71190156939379,C,-79.09314681680301,-81.30689155738517,-0.06222314210177077,17.68229451326329,A,61.75882167163075,A,B,E,A,C,0
Other,19,UK,Homosexual,40.78324171128944,59.91679530869576,E,-91.82775095039902,51.19159672723313,58.158560885107036,122.76929815168185,E,-38.764187526562104,D,D,D,C,B,1
Other,74,Mexico,Heterosexual,19.470354643952707,-59.764647652935835,B,-105.6580460403843,-149.25108951282434,35.69453244475661,62.126409300582885,A,73.08113043154614,A,E,C,A,E,1
Non-binary,52,US,Bisexual,-163.1282540752946,30.83054765060373,A,74.07253923458543,-69.23292417311035,-103.44709503583812,-204.68770467886608,B,38.63931064112261,B,E,B,A,C,0
F,52,Mexico,Homosexual,-21.912443285356986,57.52032125862316,D,87.3302996890128,-258.50690021498184,43.85679712382983,-54.095744857825835,E,189.9908346707741,E,D,E,C,C,0
Female,68,US,Other,-131.29435066229098,-99.83991271356182,B,131.60377985641557,-44.286991487922755,-48.392045745656155,74.95442836344178,E,-106.92707070619207,D,A,A,E,E,1
Other,27,US,Bisexual,35.52531661011317,120.72606794864826,C,-62.94463927161925,102.00442704479566,61.88181806635351,-19.969995290496563,E,151.71482675923784,E,E,C,A,A,0
Non-binary,32,Brazil,Other,-179.50412758478154,52.31922622694191,B,51.44228095265241,80.83904933010933,47.12280345618894,166.9892366751041,C,-5.041080837450216,D,A,D,C,B,0
Male,49,India,Homosexual,-31.525893564906426,-47.334525177091294,B,-97.13442480100706,-31.582815341690022,131.6557707913395,-75.84284402958247,D,-30.46116072666148,E,B,A,D,E,1
M,28,Germany,Homosexual,-95.91421096728936,57.50372255058019,E,60.7885265291359,-110.5950514868377,154.4670284342981,8.768293910384438,B,-11.339044544576375,D,C,D,D,C,0
F,61,Mexico,Other,14.405255022741336,-69.63532570532372,D,54.777116851520404,56.49176536707986,-49.19784747755563,162.7762175069105,D,143.96829071872725,D,B,A,A,E,0
Non-binary,32,China,Heterosexual,-22.417253219798035,-3.1659803904027966,D,97.93645862070659,3.2315976594271887,9.963173740039569,45.94022906969494,E,24.24117741100368,D,A,E,E,A,1
F,38,Other,Bisexual,-59.915765881197494,-20.579000040969937,D,7.771040587142994,-17.61528264543229,157.83570008977068,12.889367532880378,B,58.420451047426404,E,E,E,D,D,0
Non-binary,26,Mexico,Homosexual,88.71168803513837,146.1393876125231,A,-9.945677648355977,37.49060187406734,79.56061141077679,74.59194152477953,D,25.393708529730603,C,A,A,E,B,0
M,66,India,Heterosexual,-66.96068176887898,57.178197615358016,E,-177.3299719660008,15.120482770703347,110.58844538079286,-137.13636347467798,E,12.671482739099158,C,B,B,C,E,0
F,33,China,Bisexual,-129.62144963803857,-126.57944635256003,C,32.87365727048656,-116.09029735011312,69.45689439750446,-0.2605428011819884,E,-104.99340436766916,B,D,B,A,C,1
Other,48,India,Heterosexual,-60.044846829292744,35.70614020277914,A,19.78767304542629,-82.23017399177843,-7.572741744849522,-33.45430395753136,D,139.54921384325846,A,B,B,A,D,0
Male,74,Other,Heterosexual,168.91165842241332,-84.67368959750078,D,-30.37750399160448,56.06571079334749,-27.341187286503626,-43.84566989177591,E,-36.33915598811372,E,A,D,E,D,0
Non-binary,79,US,Heterosexual,-119.10408238605588,110.80022573855987,A,-144.51899003641608,-74.23817134213078,-194.44997669143493,-116.9857403180555,B,-108.78761665205634,C,C,E,A,B,1
M,62,China,Homosexual,-48.044089361705275,180.4728953583313,D,-51.72723170996245,57.37605044858745,205.24081379412314,52.764207975907894,D,122.7657554971247,D,A,D,E,D,0
M,32,Germany,Heterosexual,-16.30466164691905,15.568598369289363,E,-70.05586904524542,-136.90277244625716,4.980826208686376,-49.153681129798265,D,265.85148305802096,B,B,D,C,C,1
Female,76,Germany,Homosexual,64.02098583763647,188.82757928417203,B,129.15556666743015,152.49831723515524,-43.191641289186634,20.48279380110663,C,-259.8529604061789,B,A,E,C,C,0
Non-binary,26,India,Heterosexual,69.66467473369627,-108.10405566472863,E,165.17779497672063,8.284434314126052,-21.516994186136646,69.19189330313968,E,-65.97196429282572,A,E,E,A,A,0
