religious_affiliation,married,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Single,Hispanic,-99.42082123802317,B,-154.69787845936952,C,-34.50308081672584,E,B,D,46.78015427775783,C,D,B,0.028715331054059542,-2.1712890771608713,0
Christian,Married,African American,5.751028961608392,C,-200.90336539545999,C,166.08916905711138,A,B,B,-144.92063175462872,D,A,A,-0.1837524647683691,54.447009881350894,0
Muslim,Widowed,African American,2.849196987724687,A,-89.43676929253364,B,-35.65423630408717,E,D,A,22.457928663925152,E,B,A,-171.00072765540096,28.93512210649314,0
Buddhist,Divorced,Hispanic,-182.85144713331763,A,33.30908270870421,C,143.63488643008822,B,D,A,73.08461664817175,C,B,D,-43.36339275713767,-32.950181987252876,0
Muslim,Widowed,Asian,-32.053480300763106,A,8.344203856255291,D,201.91382024199677,A,C,D,153.62423748604644,A,B,B,-34.77495094168553,-119.85056498770217,1
Buddhist,Single,African American,-64.73698660165978,D,-71.52022779426264,E,-6.930133653763118,B,A,E,-77.7048875640068,D,D,C,-6.016773808995937,115.72431402173531,1
Other,Widowed,Hispanic,-100.22470613377375,A,68.7491986484854,A,9.543474461901859,B,D,C,140.82720203868627,B,C,E,90.59367112632731,44.42363811556737,0
Jewish,Married,Other,-107.35387926749853,B,256.9674864759267,A,37.31883368038794,D,C,D,162.94984830873435,C,E,E,-35.412883330197296,178.6611958283132,0
Buddhist,Divorced,Black,68.9865818308055,D,73.07638613153719,B,-126.1356669766829,A,B,A,-29.80715684809353,B,C,E,104.62767594252453,101.96428744203152,1
None,Widowed,African American,21.478170097725286,D,98.2007515982966,B,49.31126761373052,A,E,D,-74.95925880220778,E,C,B,-9.419848265215405,71.4378324538513,0
Jewish,Widowed,Hispanic,56.91419060035182,E,141.03585277451464,E,33.177540548450075,B,A,C,205.0237542233758,E,D,C,102.28208216138025,179.1835226471297,0
Other,Divorced,White,90.59531455724102,A,-0.10824332671621882,E,-148.45360251162177,D,B,A,-22.150457562392642,E,C,D,-135.93560638061012,55.57055171316693,0
Other,Single,Other,0.3272105622077073,C,-22.916658808108316,A,-87.07301463142971,B,C,A,-31.559396640493638,C,A,A,70.4606632051056,9.892091287766023,1
Buddhist,Widowed,African American,-191.4258864447755,D,174.88988099340835,A,-3.625792662247066,D,D,B,72.0155477730225,C,B,A,-107.68219776973726,97.7803873234266,0
Jewish,Married,White,75.20519376844081,A,-72.77598750945066,A,-52.2866276392309,E,B,B,72.22567710202068,A,A,D,15.619319264332601,-88.86705506675658,1
Muslim,Divorced,Black,-35.672867396625634,A,2.929927434601758,E,-51.413073790815844,C,B,D,139.13127947945293,E,E,C,-60.59146685034725,19.05987516469296,1
Jewish,Widowed,Black,-16.515165414819183,D,-82.86796212261315,A,-238.34403138432387,D,C,E,-90.02184307188213,E,B,E,-59.12298495070786,43.117906465424674,1
Jewish,Widowed,Hispanic,17.68293863592297,A,-32.07783830083101,E,-36.84517949343559,E,E,D,-82.87390185117272,E,D,C,-14.764145973394987,-0.32910538052116206,1
Buddhist,Single,Other,99.03225097291882,E,-200.68805851915448,D,-50.7752418468177,E,A,A,-25.311326698285818,D,D,D,62.73713449446541,43.457527571274866,1
None,Widowed,African American,103.18711131101253,A,-94.56922599635995,D,-55.372489525174196,C,C,B,75.06511796135197,D,D,C,-97.01487952135766,21.312662431530065,1
Buddhist,Married,Hispanic,58.786730949696775,D,47.64558045861488,E,-216.80745491460627,E,C,D,55.289892647544505,B,E,B,130.08673467654964,-243.74268053831395,1
Buddhist,Widowed,Other,-64.243082349851,E,-24.399310617258813,B,88.69366719330387,E,C,D,67.86841265526344,D,C,A,110.4499234494254,-227.45469334178745,0
Hindu,Divorced,Asian,73.25386524203972,B,62.079162874284165,A,58.56122596932026,C,C,D,190.29909432614917,D,A,C,-4.532047110770897,-30.343047343463482,1
Buddhist,Widowed,Black,-72.15563503726715,C,3.1266287013818452,E,13.793577144488633,B,C,C,5.632712494204725,B,A,A,16.73435330479172,-44.121849611664146,0
Christian,Married,Other,-96.70324905030104,C,-174.4985269292571,B,36.85183510848596,A,D,D,96.29276952303195,B,C,A,-153.50563446654792,125.2952947924598,0
Hindu,Single,White,34.5729462444897,D,-21.899361117070466,B,77.79719242989862,C,B,C,-46.28218029106576,E,E,D,66.83356630188402,-140.98199799930669,1
Buddhist,Married,Asian,214.955247593575,A,-50.554188373729346,D,-50.79451187083123,C,C,C,62.94393530421425,C,B,E,-24.173289375372633,-43.79770045903882,0
Buddhist,Married,White,-115.35397385821855,C,-56.54135355262877,A,-76.13715210813432,C,D,A,-44.799966512160715,D,E,B,-114.15199397302447,189.41463645047335,1
Hindu,Married,Other,18.908873449067897,D,-104.46511144333117,B,121.10937853152366,D,C,A,-50.79901477529021,B,E,A,-39.88053490381412,-79.3193972190086,1
None,Married,Hispanic,-0.5682507414030613,A,54.97728166227742,E,59.19074724049887,C,E,B,-5.847549433627252,B,A,D,13.431844321022707,-113.47833781978704,0
Christian,Single,Asian,-54.55705698208536,A,90.36264048938864,E,-62.489053758995674,C,B,D,-75.98208495973412,E,B,E,73.88422946152421,-1.8644149442496403,0
Muslim,Single,Asian,91.03650999135365,D,118.29442169391193,E,41.24552670271623,D,E,D,-2.2069101975932996,A,E,B,77.13601534665558,-69.15860847574703,0
Jewish,Divorced,Black,-211.86546507234186,D,139.01508572347836,E,200.4750634414504,D,B,A,7.517276226048848,B,A,C,-73.06988544569131,-133.71437521559338,1
Jewish,Single,Hispanic,248.5718291040621,C,103.75125361783743,E,-113.72294051673089,E,E,E,-58.454874470201545,C,B,D,-113.80299319620978,-115.71296014763304,0
Muslim,Single,Hispanic,25.54816750180929,D,-5.694998215424084,E,-76.25705774086532,E,B,C,-9.127710125746047,A,A,A,134.73138935016016,-157.62859272402972,0
Jewish,Divorced,Black,-33.64865025344383,D,-19.600688390183564,D,2.1322929837541382,A,E,D,58.36613075260589,A,C,C,-25.213704363894774,52.6199143371427,1
Jewish,Divorced,Other,23.626874194895198,B,22.992255916812333,E,65.69987614809696,D,C,C,-52.00087672327288,E,D,C,-92.7009984582758,-175.6892370041076,1
None,Widowed,Asian,2.849306303183821,B,45.14096038683914,E,110.52279717949445,C,C,D,-93.94429589074592,A,A,A,-84.52248806517214,-39.78959955208383,0
Hindu,Single,Asian,-56.69560160634228,A,-147.80545692898147,E,-59.02141718410269,B,C,B,74.5260999102953,E,A,B,-21.708793458990886,254.15948692422842,1
Christian,Married,White,94.21601107956357,E,23.316657616750554,B,14.758009746172196,E,E,A,-135.92441414421265,D,C,B,-46.756359521293014,138.06630477319365,1
None,Divorced,Hispanic,57.717617863895775,A,-124.82803979112123,C,-39.969957766926576,D,D,C,78.40873317120918,E,B,C,-30.707280762239296,64.37809068111716,0
Other,Married,African American,-74.47786985607694,D,162.92170967604616,A,202.34401298095457,B,E,C,-60.84692702901382,E,D,B,-158.96475117376025,211.0617001478979,1
Christian,Married,African American,-39.83437172310026,A,71.34035318862232,C,25.11290421576342,A,C,E,50.50711432197329,E,C,A,117.96281034252448,-23.48308508538805,1
None,Married,Asian,-186.92807917984885,B,16.842749468228007,D,121.08383469332668,B,E,A,-114.4523859436878,C,E,D,-40.933230534533024,2.3850668601943426,1
None,Widowed,Other,227.4585448653627,E,52.83079924500797,D,-161.29019023627055,B,A,A,-0.7589874601522175,E,A,D,-138.14225322691533,170.40737992182613,0
Jewish,Widowed,Black,-61.92428742075838,A,106.26644167576475,B,-116.56821296381527,B,C,E,-78.40157834074587,C,C,E,-71.96083962076834,57.851584052362796,1
Christian,Widowed,Black,-104.08431052162146,B,-17.579803600830736,D,-20.62251354684232,B,B,C,17.522327739087974,E,E,C,-13.585880188136231,15.949491040685768,0
Muslim,Married,African American,-63.039712411247486,E,-94.08310801132235,C,-130.76414585813978,D,A,C,13.837429585237043,C,B,A,-64.51805478536426,28.029888322464657,1
None,Divorced,African American,82.24960433291638,B,79.81075946369361,B,67.23619796029287,A,C,E,-50.997882569488894,A,E,A,-26.070847508978055,-25.20530781781256,1
Jewish,Married,Other,49.44689250095075,C,-31.191225048251347,A,-78.91473875846411,D,B,A,-15.842170070338241,A,D,D,19.230757663627955,55.33285281321726,0
Buddhist,Widowed,African American,83.10268081277678,D,71.84002227293918,C,149.54682428388494,A,B,A,-31.293651107808994,A,C,C,-58.7393923152237,-14.978474454843724,1
Other,Widowed,African American,66.15860938973489,B,-78.24896243614113,A,-74.21295161425124,D,C,C,-13.08668399836984,A,E,E,-75.1506282561153,90.88270126326225,0
Christian,Single,Other,127.48821105328616,B,97.86473220745958,A,-108.37138513983588,E,D,A,-103.42893345163726,E,B,E,82.19703337494863,-146.13987834136944,1
Muslim,Single,Hispanic,17.025046659543143,C,83.50577397735566,A,-46.565801609071464,C,C,D,103.52012513772395,B,B,A,-88.9057850250414,12.535691343866413,0
Buddhist,Single,Black,176.05116792670944,B,61.20066301500985,D,-13.33455916684515,E,A,D,7.278845203857573,C,A,A,57.263036058547,-138.10526450175894,0
Christian,Married,Hispanic,37.94196750151161,B,-169.8562879514894,A,10.82769725408436,C,B,B,-44.269185262723724,D,A,B,98.7845463178473,55.48946779582013,1
Buddhist,Divorced,African American,24.926506291728806,E,-8.89562612997523,E,34.250252316474736,E,E,D,-80.67865318035126,E,A,D,-143.4160391789433,-63.8013320562129,0
Buddhist,Divorced,Black,-199.47053999965328,A,26.720881514296618,A,-33.06071067141763,E,C,A,169.97796845371667,B,E,B,41.96821949745447,67.62449465398784,1
Hindu,Widowed,White,-80.17070101551624,B,-0.5496155068066295,E,130.67343043220123,A,C,E,57.521454967908994,C,D,C,-48.678886057807624,62.7862838456942,0
None,Divorced,Hispanic,61.32235252875874,D,-134.39193688695585,E,30.686911546542373,D,D,B,-49.70084103903466,D,A,E,88.52665066265706,-218.9797218667093,0
Other,Divorced,Hispanic,86.18904718810043,E,1.6184336073441097,B,121.39627900706358,A,C,A,-204.22044394614014,B,E,A,49.581888411198904,-35.573785974423004,0
Hindu,Widowed,Asian,91.08928200364458,E,102.8886361856296,E,66.92153761903319,C,A,C,-140.74521737027172,C,E,A,45.719564665068596,-319.4922483932575,1
None,Divorced,African American,39.70362138032383,B,-41.069151818427294,D,-38.23334183094794,C,D,D,-93.45740451585817,A,E,D,-34.32851907926088,22.359177660765354,0
None,Divorced,Other,-33.591631927242936,E,-41.111645663517294,A,12.138776214695325,A,D,A,30.470700869555657,A,A,D,13.574371692736811,-0.020929780630647814,0
Other,Single,Asian,30.421699865147154,E,-114.16593439549045,A,92.66229006054255,C,C,C,-36.48609575600992,E,D,B,107.45335726874985,-132.33956301621623,0
None,Single,African American,-24.34093765659387,E,46.4553240663623,E,67.9461803174527,C,C,B,-93.06427655425192,C,D,E,-44.44999166829603,-24.910042352483686,0
Muslim,Single,Hispanic,33.51812050241254,D,3.254767790377249,D,-15.067012432915108,C,E,D,-103.59237683644432,D,D,C,-68.1412564899163,-10.290175575262586,1
Buddhist,Married,Hispanic,-61.774528450751134,D,71.07439476006647,A,-141.2238299661612,B,D,D,-3.543187134211556,D,E,C,138.87845141662717,85.64531177834036,0
None,Divorced,Black,180.49284885574806,B,-77.72924158494004,A,-189.47816239947159,C,E,C,207.6596434183546,B,D,E,-97.42457515308033,-53.54417143060955,0
Hindu,Divorced,Hispanic,-70.85763993799267,A,58.176058799226524,D,52.70540485518915,D,A,C,60.87906978327451,D,B,E,-36.247643478539224,64.57783294634953,1
None,Widowed,Hispanic,236.30408294958104,E,-109.74387354516395,D,-3.156048800227771,E,E,A,-54.38087305546722,D,D,C,218.46261796236055,-59.76069032186376,0
Hindu,Divorced,White,40.889814647459474,D,-96.2422141198023,C,4.687712128200642,C,D,A,22.74642244077899,D,D,E,104.07158787565814,-18.979188950784348,1
None,Single,White,-23.40406213858863,A,-141.1430859926901,B,-105.95483701794741,B,B,B,-23.988860577738734,C,A,D,6.970003767318706,-92.29147714701915,1
Other,Single,Other,-63.89692355784056,C,-6.864130179932684,C,167.54368931807454,E,A,A,-45.11530957762697,B,D,D,-87.53536509138492,86.78148951076108,0
None,Divorced,Black,180.09240067355293,C,39.588579734270304,E,-223.35856938374818,A,A,A,31.04738911083842,B,A,E,210.7321462186789,-65.168731990562,0
Buddhist,Married,African American,202.27589093254394,C,-20.654840402453924,A,-59.86293771338869,C,D,C,155.91619086422898,D,A,E,23.44658081651253,62.22527690102082,1
None,Widowed,Asian,159.88430660398168,D,-3.226728372993029,A,18.77719612342017,A,B,D,125.1311960351776,A,C,E,-67.87397072894521,81.14985904303622,0
Hindu,Married,Black,64.38384482432897,B,69.11435252874927,C,-13.671889281425251,C,A,B,-76.81895972059833,C,B,A,-88.05670812471631,-41.30656166461657,1
Christian,Widowed,Asian,130.67349765550352,A,147.21295942953932,C,51.46861653326279,A,A,C,41.015473267988874,C,D,B,-54.8620709660564,7.106871450247758,1
Muslim,Divorced,African American,-42.88741918621468,E,48.1054916132406,B,-117.46588646470644,E,E,A,64.53818682517945,D,C,B,61.722473460173454,18.38845678922888,1
Hindu,Single,African American,-146.4436770650282,D,24.764796584018956,D,-12.520052924626276,A,A,A,-0.11565890866425182,E,E,B,40.6971239276966,5.196532408709407,1
Buddhist,Single,Hispanic,-324.7402164778548,C,-35.608701984760195,B,20.296216598833457,D,E,E,36.79882450508072,B,C,A,3.0075065642963783,14.232019805343466,1
Jewish,Divorced,Hispanic,-0.6384157687451523,C,-2.0796392446029683,D,-30.637195189600714,B,D,B,61.50856899233757,A,E,D,61.45961549942041,-83.49964678545902,1
Hindu,Single,Black,-64.10533613777619,E,3.575970757883983,B,143.5589816431261,A,D,D,11.38232433971572,A,C,D,-29.325011686335102,34.102285816307294,0
Other,Widowed,White,61.2524517966444,A,66.90034298650409,A,-9.104159088402863,B,A,E,109.83416022029489,E,A,B,-56.802179604714745,97.56999154218532,1
Hindu,Married,African American,-7.410358526732717,B,90.39418912811688,C,-80.32858896132497,D,E,E,-31.526073444905272,C,A,D,-15.713940886121252,-28.403703352435794,1
Christian,Divorced,African American,59.805902818345494,A,65.30474183936886,B,115.45340757669472,E,C,B,-240.63774083586833,A,B,C,-138.8924496320008,-83.46502354689152,1
Other,Married,Asian,-17.41386921910352,B,-52.09158635558785,D,84.38281585276137,E,A,D,-114.0414561246476,B,E,B,75.21360578032099,-76.21384928842403,0
Muslim,Single,Asian,-137.46912701377704,B,-62.92666561315352,C,5.953807655485757,C,B,B,-154.44665818000868,D,E,D,253.42623421638893,34.110031391318294,0
Buddhist,Widowed,Hispanic,-38.40792297625739,E,-90.24539248765517,D,126.78834399077164,E,C,B,-95.84655800257512,B,C,D,116.06987272230462,164.77877759190932,0
Jewish,Married,Other,-181.60118127468115,A,255.46068763046722,A,-16.445024716338175,A,C,A,21.669237428857542,D,C,A,-13.81129361772022,-17.812662524998856,1
Jewish,Widowed,White,152.02049477971116,A,-61.69446957036414,B,-0.43520380108546963,B,E,E,-22.375395293273534,B,D,C,42.84780677273133,4.887750250203757,0
Jewish,Divorced,Other,-131.13507194050425,E,-11.71652586508384,B,-45.208993140690595,A,D,E,-77.32569322863793,E,E,E,32.17425736694409,124.81549780021564,0
Buddhist,Widowed,Black,-223.6386546512869,A,83.21423688485196,C,-64.55275668261905,A,B,B,68.81551218144921,A,C,B,112.35264391868793,228.7550013292436,1
Hindu,Divorced,Hispanic,163.895646857374,D,148.94005496156436,C,-212.66213380377113,C,A,E,-143.25596678370744,C,D,E,15.14113226398155,-56.98920968956027,0
None,Married,Hispanic,65.2099036509945,A,56.89453671434062,A,-2.3820321754371188,E,A,D,-69.71541365700989,B,B,C,124.70117669287228,-34.41635360940244,1
None,Single,White,49.00940953501603,E,71.32309401016931,C,-47.44677348857493,B,A,A,-186.5993658485674,E,C,B,189.72148045809965,4.174354836743305,1
Jewish,Divorced,Black,-27.568676816709864,E,78.69362769132945,B,-208.6056113106316,C,A,D,52.79326956796041,A,D,D,167.75334625227427,-165.52175115206484,0
Muslim,Divorced,African American,2.8335030546689586,B,-91.33348072753222,B,-87.94095878097598,C,A,C,26.206055707123006,A,E,C,36.41473687763613,229.3735643972034,1
Muslim,Widowed,Asian,-148.10968176090168,E,-22.643725559652722,D,-5.1739446435137015,E,C,A,117.30098937549833,E,C,C,-70.74941128512859,-84.10578851313639,0
Jewish,Widowed,Hispanic,60.18724570053525,E,74.18277398950865,C,-92.90924504498695,C,E,D,-143.71280061950935,C,C,A,144.24348121571336,75.96525279691537,0
Jewish,Divorced,White,-128.67399797691706,B,87.52662109849683,D,69.87450632295779,A,D,B,131.19333807849344,D,B,D,32.20412093731765,-79.26851195109853,1
Hindu,Single,White,0.09321408118589038,C,-62.85400212554097,E,58.42746893784509,A,A,B,31.766412573710046,D,E,D,-124.68753376372119,-167.67117866579395,0
Hindu,Widowed,White,76.28085565594502,A,-15.486321619452214,B,-35.5934992581639,D,D,A,-57.30131334615757,A,A,E,54.882300350100245,-5.47428882505786,1
Hindu,Married,African American,54.18626451888351,A,-58.072637370939205,A,-39.05682901090521,E,E,C,-28.86900794038607,E,B,D,0.12958594894368347,193.21691754271205,0
Jewish,Married,African American,99.84320992892752,E,87.64939392816005,B,-87.60051899364647,C,E,E,-115.03777942197637,C,D,C,-97.46871669697138,49.12631491423293,1
Buddhist,Married,Other,-253.78227702214537,A,-87.46172399092542,B,105.14841464454503,B,D,D,61.80880056012376,A,A,D,142.42541706010772,-63.49376288414012,1
Christian,Widowed,Black,48.27650250997746,D,192.641051510324,C,-41.20229215482535,A,C,D,89.57180629514002,B,E,E,-191.90574445590366,79.97236079294306,0
Buddhist,Widowed,African American,70.79775922589474,B,-3.580225771650097,E,-143.80745503579953,B,A,B,-139.52213600804768,C,A,D,-80.64046097538761,-10.844964822279138,0
None,Widowed,Black,-97.11261698964549,A,-43.20983388204097,E,33.560930118368844,D,D,A,-5.497182171722738,B,C,D,-132.38423527703384,-63.74052554011932,1
Other,Single,Black,89.51407077259931,C,81.13646543483229,E,-183.49788965497197,C,A,B,-143.5845077807185,D,B,E,46.93590846203415,-33.042803241855154,1
Hindu,Married,Black,-60.886497091748545,B,97.61892783598664,B,52.175017771234025,D,A,A,-65.00116711526262,A,B,A,14.948106374839638,-214.0599611361317,0
Hindu,Single,White,187.15120294767343,D,225.84272905174393,D,-5.381883529943787,A,B,D,175.36412796111915,B,C,B,19.854849512536273,-56.894168554813376,0
Jewish,Married,Other,-29.63266250702685,C,111.76343679537297,A,87.09394651590789,D,A,E,122.67462942712461,E,D,B,-77.10135028092587,-66.97181698608564,0
None,Single,Black,123.60700747329614,E,-0.11929574965881473,B,74.1737041521084,E,E,B,-13.443814804817682,B,A,D,-97.62986926364204,-58.35049368842823,0
Muslim,Widowed,Hispanic,-266.0127385988357,E,-96.90971544752058,E,-153.5764448292339,E,B,D,-93.30678423935707,E,C,E,202.36459813548228,-17.57936522799046,1
None,Married,Asian,-35.82350060737596,A,-85.86559289052084,E,-12.68118121106347,E,E,E,-30.5206868375336,D,C,D,50.11868091555974,-227.71904808854168,0
Jewish,Single,Black,-85.69186939105282,C,-86.9612142616482,B,73.17172648888898,B,D,C,109.6670430011581,D,C,C,39.6821058974317,-92.01450305198541,1
Hindu,Divorced,Black,-125.73956473436117,E,-51.36762197214877,A,156.8691617404341,E,D,C,102.48682647043496,A,A,D,7.157182125659234,-67.54460079535663,0
