sex,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Male,42,-89.09307925766699,-87.79155046986382,E,D,A,C,C,C,A,13.313046637228897,B,A,B,C,1
Male,36,25.981933260021368,-29.97282829683788,D,E,B,E,C,C,A,-0.44749690669874603,C,A,A,A,1
Male,28,-105.44938539530067,157.30231437448504,E,A,C,D,E,A,D,34.61085760297542,A,A,C,D,0
Non-binary,73,-16.256602882279587,-7.741715653128654,A,A,C,C,E,E,E,-23.161990557626368,C,C,D,B,0
Male,48,115.24630726413892,111.03930684653393,C,C,E,D,C,A,C,-8.364422741150214,E,E,C,C,0
Female,88,-14.693486917557152,-124.35897679708657,D,A,D,B,A,A,B,-38.80188125134183,D,B,C,A,0
F,34,2.3463009218865087,123.59538054908568,E,C,C,C,E,E,A,-176.08726526864882,E,C,C,D,1
Other,80,111.42530990105823,-109.49016111163972,E,C,A,B,B,C,A,2.4225323749855705,D,C,A,C,0
M,50,-149.99389683276655,15.780418210039802,A,E,D,D,D,E,A,-108.64559789660531,A,D,C,D,0
Female,33,47.61890829852122,-75.88044374647043,E,E,B,D,B,C,D,-103.20928896743418,C,A,E,E,1
Female,83,1.9472704854461804,-73.43274608089514,D,E,B,D,A,E,C,-76.923485656475,B,C,D,D,1
Other,58,-123.7266959165621,63.980748193544876,C,B,D,B,E,C,C,16.79964681032107,C,B,C,A,0
Non-binary,42,-29.003350307752214,-69.97431713827585,E,C,D,E,C,E,C,-99.10501184946607,B,C,E,A,0
Non-binary,87,-65.89249295493856,-88.97901874854946,D,A,E,B,C,C,C,-91.10926814325933,A,B,B,E,0
Other,78,22.87811246266214,-49.556223274166534,C,E,D,A,C,C,B,99.41504474668562,D,D,C,C,1
Non-binary,74,27.247513888750312,8.571225960450798,E,A,D,A,A,E,E,129.3921328529349,C,D,B,A,0
Male,20,73.66851872921669,-58.58876655182941,C,E,D,E,A,B,C,78.94184301766153,C,E,A,E,0
M,30,-199.63634886652966,43.89745092497234,A,C,C,B,C,C,D,-64.63567657191551,C,E,D,A,1
Other,54,-98.11074629590371,148.19210148322628,C,C,D,E,B,B,B,-79.51157519362125,B,C,C,E,1
Non-binary,53,-11.963569332186417,-6.106733239192684,A,A,B,C,D,B,C,104.93509526200491,E,E,E,E,0
Non-binary,64,-53.46347562734339,13.906703490467894,D,E,B,A,E,C,E,-91.65515599457183,D,D,C,B,0
F,45,-8.426572713582084,-174.39090952218424,D,D,A,C,C,A,B,-3.020845338360568,B,A,B,E,1
Other,38,-187.62993862531908,-135.29321500097907,E,D,C,B,E,B,C,-28.467271640399765,C,D,E,C,0
Female,79,-119.29876884068358,194.18676900605638,C,D,B,D,E,E,D,-154.93579962904101,A,D,C,C,1
Non-binary,25,-1.7597762496780356,58.02738512721838,C,B,B,D,E,E,E,67.16835268792963,C,D,A,A,0
M,65,-175.7462868338864,181.49264876904277,C,E,E,C,B,A,E,23.771165123461785,B,D,D,C,0
M,71,123.53120137835472,-13.17196317148112,C,D,A,C,A,A,E,-155.68705785783453,A,A,A,C,1
Male,83,124.58053102120341,-10.931509731290284,E,D,D,E,E,D,C,-91.9357480249059,A,B,A,D,0
M,92,-68.71953679492594,-91.11114649922573,C,D,B,E,A,B,B,20.117340647941134,E,B,D,C,0
Female,77,-68.22754323587048,-163.50983432265497,B,E,C,B,E,B,A,-11.858864311545192,B,C,D,C,1
F,36,84.73335047121464,-41.842003410773266,A,E,B,D,C,C,A,-95.49553440710166,C,B,D,E,0
Female,79,-31.557506111759636,54.5171852746865,A,D,D,B,B,B,B,-82.84934566808927,C,B,E,E,0
Female,97,196.08731604682802,-22.916759076815122,A,E,D,B,C,C,E,153.67841080789114,A,C,D,B,0
Other,80,23.07762913374855,153.090006819292,B,A,E,A,B,E,E,-116.82245669908566,A,C,A,E,1
M,24,-58.9393355051235,-115.51243320385973,C,D,B,B,D,D,E,27.486101801414765,E,C,C,D,0
F,36,127.35221853831875,-22.638228152867043,E,A,E,B,E,D,C,-48.29373284889631,E,D,C,A,1
Non-binary,77,179.28007876396975,-47.699315697522565,B,D,E,D,B,A,D,-51.31713366918478,A,A,D,E,0
Male,28,-35.64200634603599,-42.73560077862884,D,B,A,A,E,E,E,47.22371474099978,B,A,C,C,1
M,51,3.9787340134492264,-135.3178875801477,C,D,E,E,A,A,A,-111.96699084094455,A,A,E,D,0
Female,38,154.41346820552528,30.754570599996704,B,D,D,B,E,C,E,-1.460665080778829,C,D,D,C,1
Other,69,-33.619146868044155,-96.6420798393572,B,A,A,D,B,C,D,37.73139343412825,A,C,D,E,0
M,60,-95.50748846109343,13.798334939011433,D,A,E,E,A,B,B,100.45674081059713,E,E,C,A,1
F,98,41.60950989803507,-238.6234749753306,E,A,A,C,C,B,B,-6.5654528808713035,B,C,A,A,0
Non-binary,67,44.28425765813177,61.54971904368291,E,A,E,A,B,C,A,-85.13227840436345,D,E,C,E,0
Other,32,68.3579550508495,52.06110490473309,B,E,D,C,D,D,C,109.78566108423666,E,E,D,E,0
M,62,178.44991046371018,94.45499319505177,B,B,C,C,E,E,C,-57.402284237603084,A,A,C,C,1
Non-binary,53,-13.74730086573078,-25.452108823120273,B,B,A,B,C,A,C,-22.99719177574272,A,C,E,E,1
M,44,-111.57236978103514,45.09805881273393,B,C,D,C,E,E,C,-96.60699644867158,B,A,B,C,1
M,92,69.70689760012523,137.85112366561316,E,B,A,A,C,B,C,33.81118154882769,E,D,B,A,0
Non-binary,30,96.51857857638417,-25.8735384386959,B,A,C,B,A,C,B,-63.37174091487302,C,E,C,C,1
F,94,97.0084163285878,79.90409877879743,C,D,E,C,D,A,E,83.38305501864852,A,E,E,A,0
M,95,6.786072837008255,-150.48370624924002,D,E,A,B,D,E,E,-65.78461038456756,A,B,C,D,0
F,58,97.88772285197024,98.70017110407854,E,C,A,D,A,A,D,29.330069588823022,E,E,D,E,0
Male,21,-20.576879355433057,26.71893508596347,E,B,E,C,E,A,A,206.62649787524282,D,C,A,B,0
Female,28,180.2606855343239,30.88629329651646,D,C,C,D,E,D,C,117.03704725360554,A,E,A,A,0
M,78,133.51116128635908,1.0155815501708676,D,C,A,E,B,B,A,62.59861792392645,B,A,B,A,1
Non-binary,63,-177.45617927652498,233.55573518144496,E,D,E,C,E,C,E,112.60498497492426,E,E,E,C,0
Other,28,109.68120564179759,-63.821458634499585,A,E,E,D,E,E,A,159.12107073738915,C,D,B,D,0
Female,89,-6.924922557098072,-84.9615823279105,E,C,A,A,B,E,C,-133.1926405011938,E,D,B,C,0
M,71,48.32541797191127,132.02265693770534,B,E,B,E,C,A,A,71.7389601607536,B,C,A,C,0
M,74,35.37049353416843,38.41085754344703,A,C,E,D,C,A,C,13.795338112554594,B,C,A,C,0
Other,60,122.32873173872387,41.0133913442422,E,E,D,A,A,B,E,-38.09123792605037,E,B,C,D,1
F,67,-52.138169566732785,116.22405667300046,A,D,D,E,C,C,A,97.66811957578054,B,D,A,E,0
M,82,34.51212170882019,-70.79377541512166,B,D,A,E,C,C,B,36.85835762030475,C,A,D,A,1
Male,18,81.87976964790266,-39.43035358334908,D,C,E,D,A,A,C,-120.62799592208509,A,A,D,E,1
Male,67,41.04069086169968,-121.00469099957148,B,D,B,D,C,A,C,13.38292111865051,E,B,D,C,0
Male,41,-56.75387081457923,-50.51335698348641,B,D,E,B,A,A,D,23.464083221276315,B,E,B,A,0
Other,91,14.9566562241854,69.35673578302159,E,B,B,D,A,C,B,247.68843734521857,C,B,B,D,1
M,95,52.45414042495361,-42.48027075421078,A,C,A,B,A,D,B,22.727774455447324,C,D,A,B,0
Non-binary,66,47.56839727060296,-272.128795903066,A,E,D,B,A,A,E,-7.743875488919033,E,E,A,C,1
Other,89,115.88079156216165,-14.110584315529561,B,A,C,E,E,C,E,133.21713411296895,E,A,C,B,0
M,81,11.33531096609157,21.971165743344127,E,B,D,B,C,E,D,-46.83060091252781,C,D,E,D,1
Other,30,111.80832425685357,-121.76688519951402,E,B,C,B,C,D,A,-12.225444844232667,B,C,C,D,0
M,21,-63.14660761360926,131.9389945688781,D,A,D,C,C,E,A,30.771964405053097,D,B,D,A,0
M,54,-37.22378308382701,7.663145771753033,C,D,A,B,C,A,D,36.39149248646179,B,B,E,A,0
Other,97,-49.72329811349414,-2.340988727410604,A,E,D,C,B,C,B,83.46524703965225,C,D,C,E,1
Female,95,-10.641913862101179,-51.38266773828008,D,E,C,A,B,D,C,0.465363070588207,E,C,C,B,0
Female,35,3.033931027380862,52.360473856161704,D,A,A,D,A,C,E,-57.27559244571041,D,B,C,D,1
Male,19,95.52225572768242,-17.651263192342487,D,C,B,E,C,B,B,53.03997354666098,D,B,E,E,1
Male,95,-106.04696938697633,-5.98732372623747,E,A,D,B,A,C,D,71.70053631994338,D,A,E,D,1
Other,93,-95.03556927552634,-63.511729612668475,D,E,E,C,C,A,B,26.63668622696888,E,B,B,D,1
Female,50,100.17168970099257,-32.79017033208655,B,D,C,E,B,E,C,-9.57556275679349,C,B,E,D,1
Other,53,142.31291464286107,10.588988600712982,C,B,D,D,A,E,A,-144.20292622865622,C,E,B,D,0
M,43,-19.936585821871812,-140.70471161467165,B,A,B,C,C,C,D,-99.44030028585561,C,D,C,B,0
Other,62,-6.134390242308318,11.283400691179414,C,A,D,D,A,B,E,-246.83645900444014,B,E,B,B,1
Male,39,-102.51936761380244,13.90796474847455,E,E,E,E,C,B,B,52.64339372124772,A,E,D,A,0
Male,42,-25.75286396527065,52.0628886630072,B,D,A,A,E,D,A,90.42238027327673,C,A,A,E,0
Non-binary,46,-71.2942015505015,-43.72199208315098,A,B,B,C,E,B,E,-56.771879023854744,D,C,B,A,1
Non-binary,71,140.54602859558133,52.67026928197299,E,A,C,C,B,C,A,-97.85028132098101,C,C,A,C,1
Female,41,-125.80460318836622,-44.92700499824779,A,C,E,D,A,C,C,192.82883900194247,B,D,C,B,1
F,76,-19.93902904890101,45.37629266544761,C,C,C,D,D,B,B,-61.168911181477746,D,B,D,A,1
Male,42,13.595724410913105,-43.03093335033132,A,B,E,A,C,B,E,-14.995234988562725,B,E,A,C,0
F,33,-38.07262687933234,81.41304025007415,A,D,C,A,C,D,B,-18.398338940461453,B,E,A,B,0
M,35,49.11868222904331,29.931542932070748,B,D,B,E,B,C,A,-16.476503402061955,A,E,A,C,0
Other,34,-17.41760479839012,83.17378564571196,A,A,C,E,E,C,B,32.318603811285534,A,C,A,B,1
Non-binary,78,152.904854159942,-32.09537717388906,A,C,D,A,E,E,D,-111.01190513990124,C,E,D,B,0
F,77,116.80234535882472,8.769140488052736,A,D,A,C,D,A,A,18.768163995966034,B,A,C,E,1
F,19,-31.467043059764315,-114.81414669964988,C,D,E,C,B,A,B,-45.85081084165239,A,C,B,A,0
Female,74,-187.35113277560347,63.89521568342793,E,C,B,C,B,E,C,212.94352621560728,B,D,D,A,1
M,71,-42.239290809238874,-0.19004296304980384,E,D,D,C,A,E,A,43.83539279827219,C,E,D,D,1
Non-binary,79,-27.14486071405186,17.797379763288983,A,E,A,B,A,E,B,-146.368694185151,B,A,E,C,1
Male,31,-138.30362060130398,-9.063525962683457,D,B,C,A,C,B,E,-107.71890976666026,D,C,E,C,1
Non-binary,95,21.13704724412128,-76.11775887258393,E,A,A,B,E,B,B,45.22305812774443,A,A,D,A,0
Non-binary,43,5.365188389619172,-92.26575616465269,C,A,E,B,A,D,A,-14.725241934301,E,E,E,E,1
Male,74,-120.69377428984484,-1.6856909512734397,D,B,E,E,E,D,E,82.3141741650664,D,E,B,B,1
Male,69,74.7086229774855,-139.55107349554882,D,E,B,A,B,C,D,99.19187083755118,A,E,A,B,0
Other,27,-39.42228470611703,27.01778470075501,A,A,A,E,D,E,D,39.149586799409064,E,B,E,D,0
M,32,121.58993804062932,-50.92622585293262,B,C,C,E,B,D,B,-241.71151628830376,D,B,B,B,0
Non-binary,83,69.89629031507317,16.358103853584414,B,E,B,A,C,E,B,106.27840126747839,B,E,B,B,1
Female,79,-29.808911763837653,106.93457549645642,A,B,D,E,E,D,A,-54.37018723700745,E,E,D,B,1
F,41,21.97707812846044,153.5676177018775,B,A,A,C,E,C,D,-85.05345445727605,B,C,E,B,0
Non-binary,82,-29.761037346363654,-26.3564658872325,C,D,C,B,B,D,D,5.846496788823481,C,B,B,D,0
Non-binary,46,1.8741670582764256,-52.46338397506337,C,B,A,D,B,C,A,-56.26934762498017,D,B,C,C,1
Non-binary,34,93.41012020103041,222.69740866434682,C,A,C,B,A,E,B,-11.041329474263604,B,B,A,E,0
Male,45,53.83839228389179,4.257931241318413,C,B,A,E,E,D,D,-19.088722585562596,C,B,C,E,1
Male,42,63.919428024822224,-64.40573584484613,A,B,D,B,E,E,D,-148.76894523494727,D,C,C,B,0
M,92,-77.4718801026705,-0.926192056508481,D,B,B,B,B,A,C,-25.45662970379502,A,B,E,E,0
Non-binary,38,115.81795098681278,3.638709211841841,D,D,A,B,E,C,B,0.03693993831579166,C,C,D,B,1
Female,98,-32.91537961702023,9.645508584618186,A,A,C,A,C,A,A,-91.04716948484408,D,A,A,A,0
Male,76,1.0195225019381837,79.08781010248333,D,C,E,D,A,C,A,23.15964187132791,E,E,B,A,0
Other,37,97.28905331696517,-26.04238465382157,D,C,D,B,A,D,B,-89.26177697382522,E,B,E,A,0
Male,94,-0.09486599854730701,264.7367989313456,A,B,B,D,D,D,E,-83.15234414784395,D,B,D,A,0
Non-binary,42,-6.179274455168486,-62.35072385387532,A,E,A,D,D,C,D,-53.029391734104834,A,C,D,A,1
M,47,68.92823199155308,121.76815680774638,D,C,D,B,A,B,A,3.0562941995984443,C,B,B,B,0
Non-binary,57,-66.2007181331427,173.1184336722308,A,C,D,C,E,B,A,164.13278651552503,B,A,B,D,0
M,42,-47.8862740519158,-48.04427235460362,A,C,C,E,B,A,C,4.005414099397848,D,B,C,B,0
Female,36,-100.37605181625125,-138.26086965405133,E,C,E,A,C,C,D,24.566045634612152,E,D,E,D,0
Other,89,-71.83227674150959,-16.923719291588895,C,B,B,A,D,B,D,42.009216180729474,A,D,E,D,0
Female,72,115.29531311218453,40.06555112245815,E,B,A,D,E,D,E,-217.06826487433517,C,E,D,A,1
Non-binary,73,185.1916380384703,57.35820686169657,D,B,D,A,E,D,E,-237.39349046080903,B,A,D,B,1
Female,39,-137.57180177788663,4.1398543273131105,D,A,D,D,A,A,B,-6.50828381654631,D,B,D,A,1
Non-binary,75,28.278021983192343,4.055106117913663,D,E,B,D,C,A,C,5.405939741073124,E,B,C,C,0
Non-binary,63,-56.794579241974084,29.333997955212038,C,C,C,E,D,A,D,44.82660172744982,E,C,C,D,1
Non-binary,63,-67.59390885818736,-28.71034683416441,D,C,E,E,A,B,A,-51.378287493895726,A,A,D,A,1
F,70,126.25234796517677,-77.86547088055343,A,C,E,B,B,B,A,67.16819751768897,A,C,B,C,0
Other,86,220.34886009443179,85.69370503323141,B,E,D,D,E,D,B,43.01628600987405,D,E,C,B,0
F,99,52.8534165112873,-4.433492116072882,D,B,D,A,D,E,B,-77.39139198041087,E,E,B,B,1
M,84,139.01072214669003,-167.95884213001452,D,A,A,A,C,B,C,70.89098770900533,E,D,E,B,1
M,32,-61.90570695137952,112.2481391707048,A,E,E,D,C,E,B,-38.77460798157494,B,B,E,C,0
Other,91,132.91299511127522,-14.173789799098133,D,D,C,B,D,D,C,-235.35347982936275,C,C,A,D,0
Male,43,197.99642606410418,-97.3940702692355,C,C,A,A,B,A,D,-49.99158883120049,C,C,E,C,0
Male,53,83.82405061837507,19.349090801543497,A,C,E,A,C,A,C,-105.04163845043746,D,E,C,B,0
Female,95,6.457675966721296,101.29001897771512,D,D,D,C,D,B,A,-77.65802610690479,E,D,C,E,1
Female,64,28.98583892052618,54.044269175288996,C,C,C,C,C,E,B,-44.19333458342069,C,B,B,C,1
M,47,-149.1963546401984,133.6587046527152,E,A,D,A,E,A,B,-102.62344893110715,B,D,C,D,0
F,20,-13.836100487422613,94.40956593148292,D,C,D,A,E,D,E,38.07899665222284,B,A,E,B,1
Female,72,45.3024381683229,-15.85671705125809,B,B,A,E,E,D,D,-141.53644408398577,C,C,D,A,1
Male,21,-24.4830342038771,9.291001606707324,D,E,D,C,C,E,C,-8.517718063622226,B,D,A,D,0
Non-binary,76,-82.00258123500429,17.905744714637706,B,A,E,C,A,C,D,49.55453009477994,B,C,B,E,1
Female,34,85.96966681406856,-37.00299502069463,E,A,C,D,B,D,A,-118.09424850899684,B,A,A,E,1
M,99,-83.50606422679762,12.834230168628824,C,B,D,D,B,D,E,33.640306856940086,B,B,A,C,0
Female,30,28.390616877320628,-18.981558194603814,C,A,D,D,C,A,D,162.40060412412848,D,A,B,E,1
Other,34,60.61219079705599,-53.06635773733552,A,B,C,B,D,C,C,53.6321131012798,A,A,D,C,1
Non-binary,81,-101.12952635933826,-0.992188127973897,D,E,E,B,B,E,B,-128.32049884700098,B,B,A,E,1
F,30,-36.85909371306925,5.469985313015116,D,D,B,A,A,C,C,-70.84368248618736,A,A,C,B,0
Male,51,86.7040513302473,-90.68159510907222,B,E,C,B,D,C,A,-17.708798188063493,D,B,C,A,0
Female,80,-165.50635836566784,146.33219981673676,C,C,D,A,B,B,B,52.756006879788075,E,C,E,D,0
Other,77,-3.263807075665892,120.57112129136046,A,E,D,C,C,E,B,76.00328126695925,D,D,A,D,0
Non-binary,40,-50.70822351899148,-32.5469943699488,A,D,A,B,D,E,E,10.864014900038072,D,D,E,E,0
Female,84,-28.93499261874501,-48.52243766168992,D,B,E,E,A,B,B,-71.83358947248179,E,E,C,B,0
Female,52,49.74903357100911,-93.21833005493086,C,E,C,B,B,B,D,31.856850061297948,D,E,E,A,0
Male,78,87.25444947955572,106.12830334710917,E,A,B,B,A,E,C,93.49519734011471,C,C,E,C,0
Other,40,232.60415989937954,77.61553925245713,B,E,D,E,E,D,C,-9.755617806623645,E,B,B,C,1
Female,76,-211.8666637916979,19.80657847554706,E,E,A,C,B,A,D,-144.55938399038163,E,E,B,C,1
Male,41,65.42725804114453,-61.700970783818455,C,A,D,E,E,B,B,0.5039126301834201,B,D,C,E,1
Male,20,-43.240368646725436,-36.97152865386351,B,C,E,A,B,A,D,-46.53933185438242,C,C,A,D,0
M,75,86.41199381667761,-11.939948457372111,D,B,C,A,A,B,B,100.59865599079248,D,C,C,A,1
F,28,186.75047641178168,30.44955733620018,A,A,C,A,C,A,A,74.17269764947496,D,D,D,D,0
Female,66,-117.99370918108187,55.31748322129146,A,A,A,E,D,D,E,-29.5929310940291,D,D,D,B,1
Male,29,-106.34106595488184,-87.22178740517509,B,B,C,B,A,B,D,-171.38895049382768,E,D,A,A,0
F,41,173.9021232981136,2.0427322601198385,E,C,E,A,C,C,E,-9.072364337278678,C,A,C,D,0
Female,44,116.19446713569907,183.2028498727009,B,D,D,A,C,B,C,116.43288431974028,D,C,E,A,1
Female,47,-15.067965185768145,-58.45138116134052,E,E,A,E,A,E,B,13.146287160429138,E,B,E,C,0
Female,70,51.34127941457447,-93.2790236373349,E,A,A,B,C,C,A,-131.0797525858781,B,C,D,E,0
Male,52,53.89157239429364,-43.58438323006888,D,D,A,D,B,C,D,-105.0370718177027,E,E,A,C,0
Female,90,-17.263757043823063,-1.3279396789241156,B,B,E,D,A,C,B,19.42347458003638,E,C,E,C,0
Female,77,32.182124645621364,-78.56729759912015,C,B,B,A,B,D,C,44.44095531628949,B,E,C,D,1
Male,21,-9.958814145245924,149.3331217590084,C,C,A,D,D,C,B,-55.58436523192436,B,B,B,C,1
Other,42,-76.74312754714767,-110.38954890438093,A,E,A,D,D,E,D,17.604786309409114,C,B,D,D,1
F,36,-299.44202408097397,112.15920501450147,E,E,C,E,C,D,A,-117.23107101793642,D,B,A,D,1
Other,55,-83.41062615019622,177.88224905045402,D,D,B,E,D,B,D,-139.07772003154878,A,E,E,C,1
Female,90,-55.96334516482562,-134.85161716453624,D,B,A,B,A,D,C,-195.75135058345353,D,C,C,D,1
Male,66,46.626891784876044,98.31778474970362,D,C,A,E,B,B,A,-92.74691947045503,B,E,D,B,1
Male,27,126.63377746444253,162.46018553989526,D,A,A,E,C,D,A,-0.34937974442281783,E,D,B,B,0
Other,80,154.42965968097113,4.92476650555272,C,D,D,C,A,E,A,60.99648201794238,B,A,C,B,1
F,79,-101.65275806301757,-43.40597662915514,D,C,E,C,E,B,A,-114.72036923598921,A,B,B,D,0
Non-binary,47,-0.9498607375606295,15.20469866490616,D,E,D,D,B,C,E,-70.50359287379578,A,A,D,A,0
Female,27,-82.52736572851059,-43.321976661825865,B,B,C,E,C,D,B,-85.33997803724311,E,E,E,A,1
Male,98,81.3360173144615,107.27574144452261,A,E,C,B,B,D,C,14.067718201888765,B,E,B,E,1
Male,98,-201.5274004906927,120.76827162236177,B,C,C,C,E,A,B,-65.68288545548941,A,D,D,A,0
Female,38,35.33796781369099,71.45202266132259,D,D,E,C,A,A,D,-106.9805422173411,E,E,C,A,0
Other,67,81.95673191688113,134.01392483777934,B,E,E,C,D,A,A,164.86163863151452,C,A,B,C,0
F,97,-205.84626409034806,77.02489241386495,D,A,A,B,B,A,C,221.2297205619413,D,A,A,B,0
M,60,173.39834842735377,-44.96699749796081,A,C,C,B,E,D,B,-175.63955030417188,C,B,E,B,1
Male,28,-80.93628625322603,-144.68182796257474,B,A,E,E,E,A,B,-91.52717214523078,E,E,A,B,0
F,26,95.91702334036766,5.543554522890721,C,A,C,C,A,B,E,-21.923589644599158,D,C,B,D,0
Non-binary,26,-83.00893766831027,76.7620934390173,A,B,C,B,B,A,B,-71.42475312733772,A,B,D,E,1
Male,71,45.07069389573189,73.99669939451456,C,A,C,D,D,A,C,-32.753165633538615,B,C,A,A,0
F,96,48.738070929546524,185.1025322275703,B,B,E,C,C,D,D,-66.07780063439552,B,D,D,D,1
Non-binary,32,-230.09574455656025,73.01531172941094,B,B,B,B,A,C,D,-134.2759796004641,D,A,C,D,1
Male,78,19.24506556624467,99.09363532230209,D,B,E,A,B,A,A,161.37807200729335,A,E,C,E,0
F,40,-132.62696324202855,51.94717312622539,E,B,A,E,A,E,D,-9.687284736846937,D,E,B,E,1
F,55,-41.110722371173544,65.78096662670033,A,D,B,E,A,E,E,91.35836764626191,C,C,C,C,0
M,63,101.37256167331448,-290.1401545580944,C,C,B,A,B,E,A,93.77346234505637,D,E,E,E,0
Female,47,-106.0915467258009,51.676093153038764,A,D,E,B,B,A,A,153.88517089062495,C,E,C,D,1
M,22,-63.093513560792566,-34.82438700886387,A,B,B,E,B,D,D,-29.323386688241477,A,B,B,C,0
Other,88,101.30949230646576,-24.97999837301792,B,E,B,B,C,E,B,-150.05248138435806,D,B,D,E,0
Non-binary,52,-130.34432923124228,-151.115043666571,E,C,A,A,C,B,A,25.99525564933983,C,B,B,C,0
Female,21,21.01386750050176,-108.99286835382689,A,A,D,D,E,E,E,-0.7136446488448313,A,C,D,D,0
Female,26,53.03602301220515,311.1209092774542,E,C,C,C,D,D,E,61.65919063887094,E,C,B,E,0
Female,34,-31.41837582113874,104.2394991381334,A,E,D,D,A,A,E,-15.241378419107237,C,C,D,C,1
F,99,30.283276219616685,22.14574609677397,B,C,B,C,E,D,A,-130.25854410678662,E,C,B,B,1
Male,45,184.18800294451094,-4.82534402315579,E,E,E,D,D,E,A,6.720139197358358,B,C,C,A,0
M,79,-79.1041605621203,5.390088130773803,C,B,A,A,D,D,E,-23.71085848376242,E,D,A,E,0
M,52,-99.8552224519148,-105.24852406628962,B,E,D,B,A,B,C,99.09324467022314,C,D,C,D,1
M,64,-91.965684994947,-77.61145921569168,C,D,E,E,C,C,D,238.87501476753755,B,A,E,A,0
Male,91,3.5912903093458195,63.53245030210187,D,C,D,D,E,D,B,-47.82443187487595,B,E,A,E,1
F,79,-217.90382989563665,-59.14225427723958,E,A,B,D,C,B,D,-41.59532665130096,A,D,C,A,1
F,35,-10.86176058226644,131.57051532166005,A,E,C,A,D,C,B,-112.67869349508423,C,D,A,D,0
Male,98,15.68664947663922,-3.5378383374446716,A,E,B,B,C,C,D,19.481320399787638,A,B,E,C,1
Non-binary,97,75.71218664163185,-11.27200084302896,B,D,A,C,B,E,A,79.88204372511262,A,C,A,D,1
Female,80,31.918909810069458,37.202854435244255,B,C,B,A,E,C,D,61.229354549635616,D,B,D,A,0
M,68,-88.74903569812753,-69.4390561184379,C,A,D,D,C,D,B,-115.73901459218573,B,A,B,A,0
Male,55,-51.89150853074971,-40.89490026804008,D,D,E,A,A,A,B,30.47535319041284,E,B,D,D,0
Other,45,-128.33758779205652,63.639290784280135,E,E,A,C,B,C,B,-49.49396640359859,D,B,D,C,0
Male,46,-115.40715951596692,-145.89902066295693,E,A,D,E,D,D,C,105.88315011944631,C,D,C,E,0
F,58,-5.8896844237619,-153.05027368522474,A,C,B,D,C,B,D,53.02926876705746,D,A,C,B,0
M,37,115.76261240125541,16.339645573725186,E,E,E,C,C,A,E,55.794448071098635,E,E,A,E,1
F,56,-53.64004980543522,141.01720854735808,B,C,C,A,A,E,E,-8.16982003311649,B,B,A,B,0
Female,65,-61.30999963389689,27.57490913176492,A,C,A,C,C,C,D,-73.79572528779008,C,E,D,C,0
Female,86,-18.88339888052127,-68.30357780568005,E,B,E,A,E,C,D,71.36636526528237,B,A,A,C,1
Female,47,110.2411401396325,36.61427156299465,B,B,E,A,D,A,B,-205.66184174953185,B,C,B,E,1
F,63,-86.15616981557898,-41.37893113014978,D,B,D,C,B,C,A,-95.43872036035513,A,B,C,B,0
Male,35,72.258487689559,107.96688021435719,B,E,C,C,C,C,D,-51.991531714818485,B,A,B,A,0
Non-binary,81,-30.97584275809578,-39.84195250411784,A,B,D,A,B,A,B,-25.444022197448295,A,E,D,D,0
Male,43,74.95006382684326,-20.001719936830877,B,C,A,C,D,B,A,-93.45829775782386,E,A,A,B,0
Non-binary,34,-63.554023442554254,221.6984636821312,D,E,D,C,A,C,E,53.37332747516803,B,D,E,B,0
Other,89,49.09161321205996,31.44930382973997,C,C,D,E,D,A,C,-65.89300216133856,D,D,B,D,1
Other,98,-49.697239907238064,14.547379351387926,D,B,C,D,E,E,D,-13.20670854037777,A,E,A,C,1
Female,28,-91.09986321626525,36.843366506061145,C,B,B,E,A,E,A,77.45127452389005,D,A,B,D,0
M,44,122.48405683930137,11.895482550860521,B,C,C,D,D,B,B,-138.99763898834775,B,D,E,C,0
Female,22,-72.01407577558926,50.49703569515016,D,B,A,C,D,A,D,38.695817783615496,D,D,A,A,1
F,94,-107.25312947105357,120.23643397725937,D,D,C,A,A,D,C,40.628791106045945,D,B,D,E,1
Male,93,80.01504373181486,180.1863681841616,B,C,E,C,C,A,D,110.69104199950186,E,D,E,B,0
Male,28,-30.169381611323065,-20.64597972704591,B,A,B,E,A,A,B,-94.73885681626076,B,D,D,A,1
Other,54,5.680058728188738,-46.522680694502824,B,A,D,D,E,C,A,140.21315541938648,B,C,B,E,0
M,74,-75.860235869228,53.41112069136783,E,D,E,E,A,D,E,166.62121220072794,A,C,B,E,0
M,85,-121.84016289096871,-86.89835792740061,E,B,D,C,E,E,C,-121.9751768606595,E,A,D,B,0
M,36,-163.32815349187305,-15.391561003876813,B,B,C,D,B,A,D,-110.31755150780076,E,E,D,E,1
Other,64,-52.58516261612387,-9.811284692221514,E,C,C,B,C,A,C,-87.9889189893422,C,C,D,C,1
