nationality,military,orientation,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
UK,Non-Veteran,Other,Christian,-158.63602373467245,-126.93293901641202,B,B,E,63.399002067039156,85.76049482576119,C,E,-9.437262790118636,1
Other,No,Bisexual,Muslim,284.4610793919349,122.66686705646079,A,E,B,89.34188679311362,-20.788614062940237,E,A,-110.5229957906109,0
China,No,Bisexual,Other,88.81558851834718,-128.2872975265822,E,B,C,-9.99875692976631,5.991751474208457,D,D,86.5227593304453,0
Other,Veteran,Bisexual,Other,-75.38128195541803,128.79059006440036,B,D,D,-10.724188118390122,-25.50280385523351,D,D,-73.78339172580584,0
Mexico,Veteran,Heterosexual,Christian,21.63209922521278,135.55259305170938,C,B,B,23.266745915953628,-69.77391793375789,D,D,-47.92881606427561,0
China,Yes,Homosexual,Other,201.35797723323208,9.418181903874352,E,E,D,61.78119390386669,14.61513218742892,B,A,-2.700647310241391,1
US,Veteran,Other,Other,35.93354500057369,-196.63117298741014,E,D,D,104.69059542462648,-47.13477058999715,E,E,-40.83650936130108,1
India,Veteran,Bisexual,Christian,47.72654205374605,152.09389575113954,C,A,C,69.535914159504,-171.2864712058531,C,D,-292.27918042967514,0
Mexico,No,Homosexual,Hindu,-33.765000628080976,-167.1372310761512,D,A,A,46.892607714628845,-95.19072035250488,B,C,67.55217424762394,0
US,Veteran,Homosexual,Other,-177.91684608874576,47.75631780309952,A,C,E,-52.34126578521926,63.719808511689855,B,C,33.33266224445276,1
UK,Yes,Other,Hindu,-31.248042612812515,97.92701970801635,B,B,E,27.784528048862807,-53.61392650849701,D,C,41.31195601751913,0
UK,Yes,Homosexual,Hindu,-188.84727990209637,-82.58185977747344,B,D,A,87.43414637379917,231.14278662154754,D,D,139.2537218810268,0
UK,Veteran,Other,Jewish,135.25000767761654,-40.31537308515422,C,D,D,-44.928513501715365,68.97391902162465,B,C,25.502265561351418,0
US,Veteran,Heterosexual,Other,-250.3315489867476,-48.77257820884581,B,C,A,-37.609094687707646,60.26670059996411,C,B,92.99770673643401,0
UK,Non-Veteran,Other,Buddhist,47.1699954582976,98.98551817523935,B,D,C,55.13229901940734,-40.80340174437672,E,A,-73.05317381132771,0
UK,Non-Veteran,Other,Muslim,95.12180346324432,49.21613469793706,E,E,D,146.60386130070427,-95.84173905575202,B,C,-142.13942641771342,1
China,Non-Veteran,Bisexual,Muslim,23.864304324652117,-2.9232243455592815,E,A,B,102.1631391666668,-0.9578268417181599,B,B,-75.36223192539518,1
US,Yes,Other,Muslim,5.826116355523164,26.94386992912185,D,A,E,42.76841417729698,80.37180908495006,B,A,-20.82613562946381,0
China,Veteran,Bisexual,Muslim,125.11531253157206,63.52231413998357,C,E,A,43.37576490311798,-54.04751817998075,A,B,-5.967741219133888,1
Mexico,No,Other,Jewish,125.36565083681903,116.05118758018793,B,D,B,-202.91185150600546,-92.70579126465375,E,B,6.186891510889306,0
UK,No,Heterosexual,None,-16.180634356555572,-50.847128174763526,A,E,E,-19.868433569915506,34.73387611482921,B,C,-146.24048971828918,1
Other,No,Homosexual,Other,-8.501282708173962,61.49452207586735,C,D,E,-94.22341529444319,40.50125617311629,D,E,38.44052721301778,1
Mexico,No,Homosexual,Jewish,104.49904855855212,-191.19377618694756,B,C,B,-229.485191154085,-72.39941661634433,B,A,-107.76734949200038,1
Germany,Veteran,Homosexual,Buddhist,78.25306039423113,-23.58902151319252,B,E,B,57.52276650912249,-78.41432954407847,B,E,118.1493382583915,0
India,No,Heterosexual,Jewish,-20.91560554470736,-18.364623444551093,E,E,A,-129.45572124649766,73.0765953238098,D,E,-29.501449531155632,1
Mexico,Yes,Bisexual,Jewish,192.984983844548,-7.529119558114072,D,B,E,3.0641047975735685,-7.334414961005015,B,B,-122.56056177218248,0
Germany,No,Other,Christian,77.4395984224911,-14.125477405409553,A,B,B,-88.00412441437953,-58.24751482670263,D,A,107.56805833977259,1
Brazil,Non-Veteran,Homosexual,Christian,46.998234846426996,-86.99104404860071,D,E,A,37.28495136156886,202.62372554954484,A,B,-20.38105478584294,0
Germany,Non-Veteran,Homosexual,Muslim,-33.69961218810292,15.676059297058426,E,B,B,-55.347789992098505,-124.40300412243262,C,A,9.509129698442385,0
Brazil,Non-Veteran,Bisexual,Other,-17.20810752752472,-8.779385415979085,D,B,C,126.2095664531182,62.42769809265455,E,E,81.40993051972657,1
Other,No,Bisexual,Other,-125.19304919843258,-118.74032947457782,C,D,E,-59.006374864078225,45.38044131337327,A,A,-113.05075857059886,1
Germany,Yes,Homosexual,Other,76.59255963949494,-37.48978019655165,E,B,B,145.08461939323988,-217.5214816322114,E,A,43.92185829448447,0
UK,No,Other,Buddhist,-75.78958007692886,127.99072914116145,C,A,B,-36.93632327785974,93.53679894709761,B,D,-23.653395011778187,0
Germany,Veteran,Bisexual,Other,-136.03607826437022,70.55412857135818,A,B,E,-111.5837565496956,74.64574633244148,B,E,127.20701871532478,0
Other,Yes,Heterosexual,None,79.43507019749357,-268.6385283279629,A,E,B,24.822744495171538,-17.629380504629484,E,D,100.83756447767867,0
Brazil,Yes,Other,Muslim,-14.70473700514455,-91.19724549579178,A,E,D,-3.4486490802650116,-180.19043815288964,E,B,123.77072729820202,0
China,Veteran,Other,None,94.04706969174835,65.91128165384052,C,C,B,92.50484048559629,-80.8656946021976,B,C,81.49518696449766,1
US,Yes,Bisexual,Hindu,-21.959672137706157,-126.8893419389494,E,C,B,96.86300671542344,26.822803299432714,B,E,104.86626332647823,1
UK,Veteran,Homosexual,None,149.33318609720854,248.87404112603394,E,D,E,-55.27696754007945,-91.30896743537596,D,A,51.595895142407414,0
China,No,Bisexual,Other,-24.224102162442797,20.300478183541614,D,E,A,101.4978205380121,-25.79349443402066,B,B,-1.0808219263085934,1
Germany,Non-Veteran,Other,Buddhist,-75.75446690374244,186.701725471109,C,D,A,-52.44886013607157,-90.35352555674946,A,D,36.29959985059355,1
Mexico,Veteran,Other,Hindu,61.5574345829607,56.87842186152814,E,E,C,93.53505886419839,-149.61423447069726,E,E,-7.717089343242815,0
China,Yes,Homosexual,Other,-0.6241853967387267,-33.591153251734184,B,B,A,-156.93973371886776,16.822635934904167,C,E,135.10659392745126,0
US,No,Bisexual,None,100.80613750347472,23.604892361656564,A,A,A,-201.30580848133306,-138.63099223249174,A,D,167.25214100335612,0
US,Veteran,Bisexual,Buddhist,65.86994553520434,-233.0147793868612,D,A,C,-46.05590421792407,124.21531564574322,A,C,85.30231975739903,1
US,Yes,Bisexual,None,-48.7894856147285,-52.88216859291433,D,C,D,198.5946767452059,56.75437305386638,C,C,-116.76177152586756,1
Other,Non-Veteran,Bisexual,Christian,21.22890755364273,-27.226053881480734,C,B,C,-5.159062423377717,-14.237293316394533,A,D,-115.86994894593185,1
UK,No,Heterosexual,Jewish,136.05650521340826,89.44224931390605,B,C,E,27.86640100339111,-163.49049034148078,A,C,41.32105461065587,1
Other,No,Heterosexual,None,-11.181369848802284,5.884517635088595,A,D,B,-50.37011057169901,-142.1791831205113,C,E,48.842216723518824,0
US,No,Heterosexual,Jewish,-8.567248887460826,84.33813301257591,E,A,C,8.673217865452745,-62.882570749264524,E,D,228.8266962774655,1
US,Yes,Homosexual,Muslim,127.8109744335098,67.5981076817245,E,A,B,165.02685226113618,42.82644512003632,B,C,-53.05786889802715,1
India,No,Heterosexual,Buddhist,79.6543901730012,85.16946608647353,E,B,E,-160.20374737607335,-46.009656546107216,B,C,96.97069860736764,0
Brazil,Yes,Bisexual,Hindu,47.68415864673648,-54.969524464645744,A,B,E,86.34244577541028,-32.958950138114474,E,E,43.244015650851495,1
UK,Veteran,Heterosexual,Jewish,-91.61192502688046,-74.98470067066673,D,D,C,-61.22015442053754,-58.91639986880287,B,D,204.33971241306318,0
Germany,Yes,Other,Christian,133.0887796139663,-220.4306533219653,E,E,D,66.28280986220656,29.253196206824878,A,B,-63.484306543442855,1
UK,Yes,Heterosexual,Jewish,20.38391535853636,-113.10437475778252,E,E,D,195.28648941245888,-10.687071558161282,D,B,-190.9163920663858,1
India,Non-Veteran,Homosexual,Hindu,-25.053589630727753,-150.17905049063552,B,D,C,-26.979236323877082,-133.45465269112162,A,C,15.518988361906445,0
UK,No,Other,Other,-99.08446133023845,-102.45371799343404,E,B,D,104.72512681178658,-104.07594347606322,C,A,-52.51058360058697,1
India,Veteran,Bisexual,Jewish,114.0754513931612,15.022143341472024,D,D,D,-43.858237933775186,97.90922921430375,B,D,-212.10768129535924,0
Germany,Veteran,Heterosexual,Buddhist,-47.779950956242885,-81.17758521036558,A,E,A,30.898033101106513,-82.45229167648795,A,E,132.8322208128896,0
Other,Veteran,Other,None,131.14198758274318,14.446465974843491,B,D,B,-73.93529786625491,-48.10907166401356,C,B,43.99030800007833,0
US,Yes,Homosexual,Buddhist,-124.0390950372864,144.43885504509802,C,C,D,159.46410099908243,-80.62028359020046,D,B,-31.04647585342697,1
UK,Yes,Bisexual,Hindu,-79.94047443166473,59.358981485493544,B,A,B,-1.1993419202230893,121.00517129837714,E,D,46.0258543189844,0
Germany,No,Other,None,30.588634323162502,134.83120312832955,D,A,D,40.27709585221256,-90.08004925136046,B,E,-107.80004774202898,0
India,Non-Veteran,Homosexual,Christian,-137.18191260381738,-32.27200345413987,B,B,B,-22.3655260893712,-48.0063007975386,E,E,-129.12075385814472,1
Brazil,Veteran,Homosexual,Muslim,15.833712972395075,84.41181885111394,E,D,B,6.654852115675344,21.906538027189658,E,A,-217.24360823536645,1
Mexico,Veteran,Homosexual,Jewish,54.64052584797857,28.195326975707452,D,C,A,2.8804158007922056,55.109350295303564,B,A,-30.628656785454016,1
Germany,Yes,Heterosexual,None,23.522335435198567,240.90319888597068,E,E,C,62.412150736995834,72.2242147212841,B,B,76.50492694249075,0
US,Non-Veteran,Other,Buddhist,160.9310425213281,-47.31494761442393,C,C,A,129.76434732079596,-29.71674840274336,C,C,110.4550663758264,0
US,Non-Veteran,Homosexual,Christian,186.3329594846165,25.966765430912492,A,D,E,-57.675031672971144,98.50435086513704,C,E,238.84755082150252,0
Germany,Non-Veteran,Homosexual,Other,13.093424470096954,-87.01792406234463,B,D,C,-1.317523658882322,8.617133362316393,C,E,-227.57652748555142,0
Mexico,Yes,Heterosexual,Hindu,38.310725571369595,49.14741164654668,A,A,A,-61.07153833908997,53.36277013850116,D,B,43.275798797297625,0
Germany,Veteran,Bisexual,Other,-124.1123353570261,112.52648290005945,B,C,E,23.06626945241762,41.93100434427249,B,C,48.92194363851771,0
Germany,Yes,Homosexual,Christian,-78.47085467349928,-84.63384111453013,D,D,D,125.23613859731881,-168.4576622876298,B,B,-77.36044301702181,1
China,No,Bisexual,Christian,0.10659622420404037,-8.15673186736908,C,A,C,64.38137861178939,-167.87194016358745,C,A,-156.89581415890896,1
Mexico,Non-Veteran,Bisexual,Other,13.932689453697972,-80.67239767124784,D,D,E,-133.19061130908122,-39.000453934077264,D,A,-90.04840057768983,1
Mexico,Yes,Other,None,41.225472799013716,112.35436249282131,B,A,C,-68.46367644503422,44.79564390461841,E,C,21.188219268210453,1
China,Yes,Heterosexual,Buddhist,-115.20804664465464,-41.568963983098165,B,C,A,69.9531454615442,-143.9359887463469,B,B,98.3443468485449,1
UK,Non-Veteran,Heterosexual,Hindu,-75.41593066138326,-81.04510373301788,C,E,C,-26.939733217543566,58.87949037283452,E,E,-80.87418826790888,1
Brazil,Yes,Heterosexual,Hindu,-65.41906383901937,-145.80074533260853,C,C,B,-250.29795213799,-41.78313336356389,C,B,3.4935053035058754,1
Brazil,Non-Veteran,Homosexual,Jewish,-36.53056689858582,-27.81794465286666,D,B,E,40.649317386847336,-51.01026130264995,D,C,-48.150373564759484,1
China,No,Homosexual,Jewish,-168.3127921091682,-54.108055974329915,B,E,A,-37.64879467446541,-288.31559718173156,A,E,-37.540320638063676,1
Other,Yes,Other,Muslim,3.319189134872343,-69.88248132168259,B,A,E,118.37549648719306,-122.57097742078177,D,B,-35.391350381295574,0
Brazil,No,Heterosexual,None,71.93927935393009,-96.0661869706067,E,D,C,96.95582854916974,-77.25594256277464,C,C,4.524236116716404,0
Other,No,Other,Other,-42.08342057968646,-191.21105342316756,B,E,A,186.2093726393817,-17.89658411997372,D,D,41.07831332987001,0
Brazil,No,Other,Christian,-0.9556368963734635,265.79162715610846,B,A,E,-71.30134488734068,-68.29208817722599,D,D,-27.696821433809976,0
Brazil,Yes,Homosexual,Jewish,-199.05939026493763,-40.82204609188965,B,E,B,-63.88516012023986,3.687906350355107,B,E,185.06540498525052,0
Other,No,Homosexual,Other,39.21033039496009,66.69147581026013,D,C,D,31.91624137152409,179.0804280414439,D,D,-279.025312152024,1
Germany,Veteran,Bisexual,Other,32.93761853297355,152.4875570243994,B,C,E,-124.97008685206228,10.857836569717225,B,D,68.76206037481609,1
Germany,Veteran,Heterosexual,Hindu,-82.3218504194831,-90.47743229900236,C,C,C,194.06771734588187,-144.56838348178238,E,E,32.46817836917425,0
Mexico,Non-Veteran,Heterosexual,Christian,-2.851200336654763,148.84172493264288,E,D,E,-75.78453549695934,0.13466167771183699,C,D,169.65361842143537,1
UK,Yes,Other,Jewish,-154.86826061139396,-143.16436495523197,D,E,B,8.91202131945484,-74.67563282187652,A,C,268.95542586663254,0
Other,No,Homosexual,Buddhist,73.19453034069868,-130.32003607436744,C,E,B,116.71720637387244,103.55242980401876,E,B,21.66564624544006,0
China,Veteran,Bisexual,Hindu,-106.11909894444939,56.50435140607305,A,E,B,150.70997363105235,-36.155773575829215,D,B,-28.762847431482925,1
Brazil,Yes,Homosexual,Buddhist,-12.620528255004773,-126.49156821176769,C,B,E,-63.176673836403396,63.25234229727449,B,C,116.21622078852741,0
Germany,No,Homosexual,None,-28.0753735071761,10.358836683238362,D,D,B,78.04331974075001,39.46824204497726,E,E,-121.3093797902923,0
India,Non-Veteran,Bisexual,None,-43.66530906561337,-148.82092929257396,A,A,E,-37.14295802377343,37.888699348263685,E,A,127.31428862187933,1
US,Veteran,Bisexual,Jewish,4.069022894942517,115.47611824600436,B,C,D,-45.581611107070366,-10.801195258550468,B,C,16.64617686873948,0
Mexico,Non-Veteran,Bisexual,Christian,65.36540525890123,-45.11400668141127,E,D,E,-91.83481503080125,71.59172660645706,B,C,108.9690338809823,0
China,Yes,Other,Jewish,121.94237946150352,-59.06681084901445,B,E,C,97.3490400319656,-16.788123645466513,A,B,-138.12282737092676,1
China,No,Heterosexual,Jewish,141.00183630900148,106.85016527595744,A,C,A,46.64059246250576,-14.780639336504041,C,B,-73.82635887060289,1
Other,No,Homosexual,Other,63.96923093759565,21.995115001847736,B,E,B,269.6119425270917,16.558850013646364,E,B,47.81667930440577,1
India,Non-Veteran,Bisexual,Christian,-51.802171294734165,-137.99548439876546,E,E,D,-19.383379160138613,-57.52716929791861,E,C,-36.75888151854417,0
India,Yes,Heterosexual,Jewish,25.681828747018574,-51.83655500695612,D,E,C,10.288890615755797,-45.57970751944116,A,C,-65.10770030964483,1
US,Yes,Other,Hindu,26.562686432820655,-118.64460861492023,C,C,B,-187.478315256187,-51.863464500557676,B,E,-56.54261547108712,1
China,No,Other,Jewish,69.86957454286797,-67.2334347537157,A,D,B,148.56494603225448,70.72394482677902,D,A,-124.29146543575375,1
India,Non-Veteran,Homosexual,Christian,-115.41311658243445,217.15061149377854,E,C,C,52.402782776643974,40.447126502627135,A,B,9.99522109226474,1
China,Yes,Heterosexual,Other,58.19102022350516,52.7050175381552,C,D,B,130.64000320666705,-12.714624686719759,A,E,67.85605089715314,1
UK,Yes,Homosexual,Jewish,-182.0013090855334,81.17499705261108,D,D,C,-47.47161483940117,-88.04330827067889,D,A,-116.24806475824336,0
India,No,Homosexual,Christian,-20.812942131569383,8.575530004247458,A,C,A,-18.22927810440041,44.6161680980657,D,D,97.26241223283016,0
India,Veteran,Heterosexual,None,140.42023050551848,-0.4343280890767489,C,E,E,-82.89214282605805,52.56623343550574,B,A,103.80247894286991,0
India,Non-Veteran,Homosexual,None,-56.903917044334165,-95.05871207593776,E,A,B,81.32846551384645,45.961995206475,C,B,-62.34258866044481,1
Other,Yes,Heterosexual,Buddhist,-18.322343355008528,74.72849467534614,E,B,B,-177.96426785232046,-147.2611182064555,A,A,14.53410405662221,1
China,No,Other,Buddhist,73.09401079203913,-33.15321114669169,C,D,C,102.05613824131252,54.444597586789314,B,B,138.19548869470051,0
Brazil,Non-Veteran,Homosexual,Hindu,-89.57968154773535,-64.93051001915131,A,E,C,-209.78561193242317,-32.925657685569895,B,A,-14.840155158557247,0
India,Veteran,Bisexual,Jewish,62.02815170590901,-134.57684942213172,A,B,D,-90.77194003076036,-10.709440813842766,A,C,-108.91204671744474,1
Mexico,No,Heterosexual,None,-20.520209468085937,-53.606098116412625,E,C,B,-37.921308744567774,-123.20663783982042,C,B,241.64152503738302,1
China,Yes,Other,Other,160.45201553058496,-65.37537296091165,B,C,C,-122.1406362997678,105.2138730359341,D,D,208.46608821822863,1
Germany,No,Homosexual,Other,-134.91368076264664,55.011075499461334,C,C,A,-53.24704022729277,32.468399695318695,E,C,-15.75772748613195,0
Mexico,Non-Veteran,Heterosexual,Christian,109.87991162546618,-42.97561916658092,D,E,D,-42.34927667504894,113.63781466045894,B,E,84.2143738988591,1
India,Non-Veteran,Homosexual,None,-6.660746170371152,130.0179973404739,D,C,D,-90.1467877917748,-41.843582904633855,C,A,-124.06648313754192,1
China,Veteran,Heterosexual,Christian,43.69424491455281,-31.703011764796933,A,E,B,3.9445200598639105,-82.10443474655533,C,A,173.7210991962333,1
Brazil,No,Bisexual,None,-79.47439770487645,-11.349009567413518,C,E,A,-72.51936033938337,81.09914107576344,B,D,-89.73661585434748,1
Mexico,Non-Veteran,Other,Christian,-135.46543745124723,165.2678014107548,B,B,D,-85.86626754812531,-40.10725232159436,C,B,105.9972675997291,1
Brazil,Non-Veteran,Bisexual,Other,22.4404528562785,-54.579414295646764,E,D,B,93.00817180320419,152.8363652871409,E,B,-17.31864369432749,0
China,No,Bisexual,Muslim,-4.589775550020937,-9.399155846431912,C,B,C,-31.541968595152518,123.21563932246771,C,B,32.23376556279141,0
China,No,Bisexual,None,6.302736934747644,4.630071291084139,D,E,A,-219.58285360523004,-101.84023900910917,C,C,202.0278862605812,1
US,Veteran,Bisexual,Muslim,-156.232434057226,54.464591338788345,E,A,C,86.93265801704311,38.57476405624318,E,E,-112.83024687020797,0
UK,Veteran,Other,Jewish,-62.28888865826937,-8.341148870717207,A,C,C,57.57022094756342,-257.27867051314973,D,A,-48.28236113740508,1
UK,Non-Veteran,Bisexual,None,-1.3325444761392122,-57.54557682697964,A,E,E,-78.6798509515629,297.9353017616865,A,C,-105.00213660161337,0
Brazil,Non-Veteran,Bisexual,None,26.209592512200068,93.28615560494673,B,E,D,31.873103180952313,-10.95520640908158,D,D,21.664168864218645,0
Mexico,Yes,Bisexual,Jewish,-102.38469182611163,207.85576846974502,B,C,B,-56.37399057167497,31.778369674010488,B,D,129.3656731891034,0
Mexico,No,Heterosexual,Hindu,-102.80122113382828,131.62974586010964,E,A,B,-36.5136009799067,58.52198904278865,D,C,82.51090842841435,0
Germany,Veteran,Other,Christian,-76.26135141438961,-117.18352244598293,E,C,D,-13.641330500567076,-82.34927648644262,E,E,-38.11110665830479,1
Brazil,Veteran,Other,Jewish,95.35307399654023,-163.00641278538814,D,E,C,4.057163314188017,-134.4246844082736,C,D,79.12942499469186,0
Mexico,No,Heterosexual,Buddhist,-150.61163547603647,-138.3089983009674,C,D,B,92.0469089433107,-144.27526947851305,A,D,70.57134426693108,1
China,No,Other,Other,246.64417952194012,-54.25098886379739,C,D,A,-40.600518823036666,-10.66294181345555,A,C,139.82998786927254,0
Mexico,Non-Veteran,Other,Hindu,5.776880198363395,174.2057247797587,B,C,E,-68.46041016005408,-63.59756717886602,A,A,49.78410647646123,0
Germany,Yes,Homosexual,None,-63.74130535195582,-269.15368397048206,E,E,D,-46.53249333833914,50.72908218351403,D,D,73.08529950669396,0
Brazil,Veteran,Bisexual,Jewish,50.9467860812846,200.9822815249016,D,C,D,106.13476833833974,75.79919027750168,C,B,64.87042753185511,1
Mexico,Yes,Bisexual,Other,124.8365791462279,-106.31693837117501,E,D,A,-46.73952212050892,224.25149642736,A,E,-92.20134585300663,0
