age_range,marital_status,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
26-35,Married,Both,-70.83849235696066,C,D,C,A,-45.3568166497628,D,D,D,E,E,C,A,-246.86010805334146,131.56618387512796,1
36-50,Divorced,No,13.787640021504282,D,E,E,C,-5.539767899268911,E,B,C,D,C,D,E,138.23666075908432,-11.98485491097767,1
65+,Widowed,Yes,-74.23200890783208,B,D,A,A,39.27992131945011,A,B,B,C,C,A,E,73.01874564194544,-20.132593940389228,0
18-25,Widowed,Both,35.784956245655216,C,D,C,A,-10.662386219015689,D,D,A,E,D,A,D,142.65940118348374,96.49002622936071,1
51-65,Widowed,Physical,42.54895005618272,B,B,D,D,76.37020496176079,C,A,B,E,A,A,E,-22.8499293594305,-140.51153726384874,1
26-35,Widowed,None,-0.9678193440765613,A,C,C,A,-84.67002968754589,E,C,E,D,A,A,D,-112.16347377899747,-138.0407949063982,0
26-35,Widowed,Mental,-73.87520246896986,C,E,C,C,-94.8154504250665,B,C,C,E,C,B,A,-94.8661150260562,94.38591453156647,1
18-25,Divorced,Both,103.67760975999998,C,A,C,D,-118.93865701761368,D,D,E,C,C,A,E,44.417180631926186,100.70944912051623,1
36-50,Single,Mental,193.1635375875405,A,B,B,B,-115.16037509761463,E,B,B,B,A,E,C,-60.81917536935395,-147.03069784703055,1
26-35,Single,Yes,35.60928417871508,A,C,E,B,-184.0664060706913,E,A,E,E,B,E,A,177.56039871797614,142.40784601905412,0
65+,Single,No,10.198954721639055,D,A,B,B,-1.702495617830445,A,C,D,B,B,B,D,-47.74628717561102,-87.54961704243178,0
36-50,Widowed,None,-12.609082219913558,D,D,A,D,48.19730945143696,B,E,D,C,B,D,E,-127.56555033966772,95.5424500264256,1
36-50,Divorced,Mental,32.440325975398814,E,A,B,C,27.797223419532806,A,D,B,A,E,E,A,188.75226460167022,199.9658427668875,0
26-35,Single,Physical,11.950422676908403,D,C,B,B,39.742550532537315,D,A,B,A,A,D,A,16.465519118347792,-25.670024778245082,0
36-50,Divorced,Yes,-232.44259418124713,A,D,E,A,-91.00652691225754,E,C,D,E,B,B,A,-63.83186733837554,-142.74630012082167,0
65+,Single,Physical,132.474768696922,D,A,D,B,-1.7601865047901801,B,E,E,B,D,E,A,-125.97387802745943,47.25130423569703,0
26-35,Single,None,-164.55009128884026,A,D,B,C,54.03629146380366,B,D,C,A,B,A,B,47.30359533218757,136.2269420675973,1
26-35,Single,Yes,-74.76923354944334,A,B,D,D,-147.69060922232873,D,B,A,E,B,B,E,-113.46447211718494,-15.968050321150457,0
51-65,Married,Both,-23.73998168546111,B,D,E,E,54.12370818984207,E,D,A,A,C,A,A,-125.43765289960736,116.2840120874527,0
51-65,Married,Mental,-131.76834877615914,A,E,E,B,89.17105471757921,B,E,B,D,D,D,B,-148.66160837047565,-27.911346461586163,1
26-35,Widowed,Both,-228.74710544229774,C,C,C,C,153.90227926145627,D,B,C,D,A,B,B,-73.28101465142079,-42.314872231871355,0
18-25,Widowed,Yes,160.07020430036326,E,E,B,E,-8.954098291841857,C,B,E,B,A,E,C,17.89593988245179,43.343160400327655,0
51-65,Married,No,129.84612973336678,A,E,C,A,61.64814186270194,C,D,E,A,B,D,B,149.64104591758544,-160.51628013083564,0
51-65,Single,Physical,-15.04529306502182,E,E,C,C,118.24162559093294,A,D,D,E,B,E,D,219.5095890198287,-2.715558452219505,1
18-25,Married,Physical,-97.18233004737336,B,C,C,E,-79.68067650807859,A,B,A,E,B,E,B,-97.75879200663259,-70.37025105625564,1
51-65,Married,None,-123.73134500985279,E,E,A,E,161.94781765178158,B,C,E,D,B,C,B,1.0124255640894784,65.10318323523077,1
65+,Divorced,Mental,19.654446283590946,B,E,B,C,-19.687722910345467,E,A,A,E,B,D,C,199.94510950149285,168.21334912257743,1
51-65,Married,No,126.8974146289923,D,B,B,B,95.75008026262554,B,A,D,B,D,C,B,13.292075056882451,71.89840785003241,1
65+,Widowed,Physical,-14.186702683141098,D,C,C,E,-9.222897531403957,C,E,A,D,C,A,A,44.02786635048821,-15.215181787635062,0
51-65,Single,Physical,208.08511583063884,E,B,B,B,-27.530631227381818,A,C,A,E,E,C,A,-90.65902826434986,43.79594853032388,0
65+,Divorced,Yes,71.3270801213499,C,B,C,C,-49.0282442242664,A,A,B,B,A,A,D,-53.93736888283992,4.739960852439945,0
51-65,Single,Both,2.5973704533681294,C,A,A,A,1.0630751685849407,B,B,B,D,C,C,B,139.7112056522158,171.81247170376423,0
51-65,Married,Physical,28.112903067839067,A,E,E,A,-98.69432225288402,B,C,E,C,C,A,E,-156.15024355400402,30.961237260729447,0
36-50,Single,Both,22.011110736509192,A,B,B,B,69.30974056649714,E,C,E,C,E,D,B,47.53550789471632,12.916511787668261,1
26-35,Single,Mental,-35.59673006802929,C,A,B,B,126.82566648725233,A,B,E,D,E,C,E,85.36860473203176,23.727929423419287,1
65+,Single,None,-15.884233419786423,E,A,C,D,123.86095843752653,D,D,E,E,C,D,B,27.977985016068057,-95.29958350222105,1
65+,Widowed,None,-107.24259087124817,A,B,A,B,-233.09301887616135,E,B,C,D,A,C,C,178.66723434944868,27.323585476589873,1
51-65,Married,Physical,-39.569235642661674,D,A,E,A,91.47274395168355,A,B,C,D,E,A,B,34.98770694348235,98.73103733868653,1
18-25,Widowed,None,-108.5711396742399,E,A,C,C,28.150275321599533,E,B,B,C,D,A,D,-16.143420714916886,111.69899489645516,0
18-25,Widowed,Both,79.92641324002517,E,B,C,B,-117.5939838247001,C,B,E,D,E,B,A,58.0741361679724,61.580104486855014,1
36-50,Single,Both,22.268679835334503,C,B,D,D,4.8199009709767315,C,A,D,D,C,E,E,112.55955410345753,-33.883636375510804,0
26-35,Married,Physical,2.6238559142140883,E,B,C,A,-192.4380067472126,E,C,E,D,B,C,A,-98.62167188762531,12.033070238983193,1
51-65,Married,Physical,-149.5315810307571,A,B,A,C,-34.15458589613118,B,E,B,C,B,D,E,80.3179273785749,117.68418535635024,0
26-35,Divorced,None,-72.31911405679642,E,C,C,E,79.2689792206128,E,B,A,D,C,A,C,23.225027088109854,25.94772492591955,1
51-65,Married,None,-105.20875066061718,A,D,E,C,22.340636555867302,D,C,E,E,E,A,C,-105.48500474421331,117.47328357497295,1
36-50,Divorced,Physical,100.54466525333297,E,E,D,C,-107.39735859455428,A,B,A,D,D,B,C,96.90268335500089,-56.69268034189267,1
65+,Widowed,Mental,-84.2444130272332,C,C,B,B,220.88371649908086,E,E,C,C,B,B,B,-279.41684863368545,-154.95050176598693,0
36-50,Widowed,None,47.42439586538169,D,C,E,C,31.684479833011576,E,A,C,A,E,A,B,-72.37608961138244,7.748843255079494,1
18-25,Married,Both,-106.49022065994149,A,A,B,B,2.613372753254105,C,D,C,C,A,A,A,26.740204904905244,-188.42466798796366,1
18-25,Married,Physical,218.4334227214928,B,A,A,A,102.57898412414914,E,C,D,A,D,E,D,-33.401853852741475,-56.95297234675488,0
65+,Widowed,No,-90.14234988698388,C,E,D,A,166.69107770654668,D,E,C,C,A,A,B,11.786233622568917,131.04401044777197,0
65+,Married,None,26.174767565239797,C,B,D,E,-166.95338305927984,D,B,D,D,B,D,B,25.829919976304964,-3.25288642124106,0
18-25,Single,None,117.41658211446178,A,D,D,E,148.66361600068788,D,A,C,C,C,B,A,31.82473333359851,-47.19572671778729,1
36-50,Widowed,Yes,-71.68451076322806,D,A,D,D,-75.37659581452664,D,C,E,A,C,C,A,-80.36318369996299,13.589790060624699,0
18-25,Single,Both,63.78405480726307,C,A,A,B,159.41611413260227,A,C,B,D,E,D,C,17.305537302513834,-100.92071076717428,0
36-50,Single,No,146.7715273501388,A,C,E,B,-155.45179226896343,B,D,D,D,E,A,D,-72.34898467858642,62.41430903868398,0
26-35,Widowed,None,20.859882556689957,A,B,E,A,39.816119540074965,A,A,B,A,B,B,E,-145.80182058673554,107.83232598312435,0
18-25,Single,Both,27.07696038207083,C,D,C,C,-10.647212834228615,E,D,B,E,C,E,D,-88.88999540960316,120.85701445730253,0
26-35,Divorced,Mental,84.79731344512362,E,E,C,D,-55.58466668069545,D,B,B,E,C,E,E,24.977639383964817,35.710363410394955,1
51-65,Widowed,None,-105.89049770531867,D,E,A,A,-77.62118241241676,E,A,A,D,C,C,A,-170.70933488528516,-39.36616962856939,0
26-35,Divorced,Physical,85.57030451007384,A,D,B,E,170.79690142019336,D,B,A,E,E,C,B,174.7649971264761,149.21809954629563,1
65+,Divorced,Both,-109.30511216060923,C,A,B,E,-66.15431884377617,C,A,B,C,B,B,B,-99.93241003298422,-30.770523328410746,0
26-35,Single,Physical,35.45232700950361,D,B,A,A,54.174411909646714,D,B,E,D,E,A,E,-95.34733219374395,12.189238504405255,1
26-35,Single,No,230.20763140247146,B,A,B,C,-90.73937678139912,A,C,C,C,C,A,E,4.950866187631876,-83.70163342543451,0
65+,Widowed,None,170.11981519069505,D,C,A,B,106.59476227333262,D,B,C,B,A,D,A,9.541813501235008,36.390928757244694,0
18-25,Divorced,Mental,-160.01763490113058,B,B,E,E,-159.97792984793728,C,B,B,E,A,A,C,5.869947603033591,-117.35708041347368,1
65+,Divorced,Physical,-65.79423897313951,B,B,A,C,18.60671823265152,D,E,D,D,C,B,E,59.98629115889496,-85.38213708145832,0
26-35,Widowed,None,-46.45247369719457,B,E,E,A,-226.03561950670516,A,C,A,B,B,D,C,115.77484231388406,-40.544235428322,0
18-25,Single,Both,-30.840134408536358,C,D,E,C,43.64132858001238,D,B,C,D,B,A,E,-115.32274511535422,-33.84123959384344,1
18-25,Single,Yes,112.59972261294591,E,B,A,D,-163.59898637586764,A,D,A,C,D,E,A,57.05692464300465,66.37936254501477,0
65+,Divorced,No,122.93346444207474,E,D,E,B,15.539410764596301,E,D,A,E,A,D,B,-74.86405386891718,147.63649802131582,1
18-25,Widowed,Mental,-23.480364874742847,E,E,D,D,-131.2054079693942,E,E,B,D,C,B,C,5.1193741559920225,168.029447249858,0
51-65,Divorced,Both,133.0118248894637,D,D,B,B,-9.48860578223945,A,E,C,D,E,A,C,84.88751564511038,-172.31151716081519,0
65+,Widowed,Yes,66.59630654324748,C,A,C,E,-54.11592938442984,A,C,B,D,B,A,E,-124.05668497124738,-26.100914428592638,1
18-25,Married,Mental,59.126825371771055,E,D,C,B,139.14603509306775,D,C,E,C,A,B,A,-312.7203372583491,1.755190291323058,0
65+,Widowed,Mental,214.58886707784038,E,D,A,A,208.52563335637308,E,E,B,A,A,D,C,118.56261410228734,2.4797885519210734,0
18-25,Single,Mental,79.0465504144369,D,E,C,C,54.431824293378305,D,D,B,C,D,B,D,-92.7152479331362,28.53122080066192,1
18-25,Divorced,Both,-142.48793733688137,B,B,B,D,101.44504778899197,D,E,D,A,D,C,D,72.971301820354,-121.77546749007948,0
51-65,Widowed,Physical,-69.4788193173567,E,D,E,E,64.12916599710138,D,A,A,A,B,B,A,-49.13493084771175,87.51203251698061,1
18-25,Divorced,No,-34.498299050990504,A,E,C,A,7.7304528089919335,E,E,E,E,A,B,C,-162.04892144119535,65.21256784863097,0
26-35,Widowed,Physical,126.58170338991187,A,C,C,D,12.380869461098705,E,B,B,B,A,A,E,-121.96367075842196,35.5116851705091,0
36-50,Widowed,None,-162.09585328168436,D,D,C,E,-101.22358035914377,B,B,E,E,D,B,D,29.380945733371,19.775922323126323,0
51-65,Single,Mental,131.7150444434492,A,E,A,A,-22.690099835978593,E,E,A,C,E,B,D,-83.76093438970558,31.575503771756313,1
26-35,Divorced,Mental,41.04608844437988,B,E,B,C,-11.216137152946787,C,A,D,B,E,B,A,-31.66104066009871,129.6313090934595,1
18-25,Widowed,Yes,176.0204858492872,E,D,E,B,-9.675322694601588,C,A,D,B,A,D,A,-175.84848310237612,-97.80507687087001,0
51-65,Widowed,Physical,-165.21652813813157,A,A,D,E,-3.132315454165936,C,B,D,A,E,B,A,-286.3487048308358,40.564149320276925,0
36-50,Married,Yes,-206.08705820714408,A,E,E,D,22.74653475286657,E,A,A,B,E,B,C,-197.72215410457022,-1.585175335155405,1
65+,Married,Mental,113.69636783100346,D,A,C,C,12.735019457542274,D,C,D,B,E,C,A,57.79077528132889,132.93680977413328,1
36-50,Divorced,None,17.688751550002824,B,B,A,E,206.09800196049724,C,B,D,A,B,C,B,45.13383010978773,-116.16507321276887,1
65+,Divorced,None,-100.19922202894298,B,C,A,A,-101.73103756406934,A,C,B,C,A,E,B,-136.48123395518664,-94.22876029040494,1
36-50,Divorced,Both,-172.023825346071,C,B,B,C,135.93575016128943,B,C,D,E,E,D,C,167.1292874443318,64.64920102505955,1
36-50,Widowed,Mental,41.267556040860235,D,D,E,D,146.2463850520067,E,E,E,C,C,A,C,-177.32466846204605,38.325913277343176,1
51-65,Widowed,None,13.47218257875159,C,C,C,B,111.80004865057049,B,E,D,E,B,A,D,-19.395626502929492,147.6739837553224,1
26-35,Widowed,Mental,19.95426490360321,A,D,D,C,43.2555945173777,C,B,C,E,E,A,E,63.35638507401883,-76.73649446026505,0
26-35,Divorced,Physical,-198.252216162574,C,E,A,E,82.65397545343922,B,D,D,E,C,D,E,-11.53871128121678,-179.62477977115518,0
18-25,Widowed,Both,148.46953857341745,A,A,C,A,-163.46211830853483,A,D,D,A,B,C,A,41.884196444590664,76.33220834476029,0
51-65,Married,None,136.8934263069642,C,C,E,C,-8.240491454414444,A,C,C,C,A,C,A,27.89874060697577,-125.9719351246928,0
18-25,Divorced,Mental,-40.673566489287644,D,B,B,E,28.171041410885973,B,B,D,D,D,D,D,-120.57152038265559,-140.1035237887216,1
65+,Divorced,Physical,-197.41727747955505,B,E,C,D,102.1158768057583,B,C,D,D,E,C,D,150.37824676644635,-20.26970691485764,0
36-50,Widowed,Mental,-120.81572434553065,A,B,D,C,193.57492827934323,D,D,C,E,E,B,A,-21.347190474138877,30.662290029467336,0
26-35,Divorced,Mental,26.423529580315847,E,C,E,D,83.68115200561877,E,E,E,E,C,B,E,229.66052311171623,-165.89345269825208,0
65+,Widowed,No,87.4126091671161,A,C,C,E,47.51770801766627,D,A,B,C,C,C,A,45.98657993099346,-127.05397840415355,0
51-65,Single,Mental,160.3565566795386,E,D,D,C,39.99757687979745,C,A,A,D,B,D,A,123.22910893313926,55.514643561063046,0
26-35,Divorced,None,-78.20110605955122,A,B,D,B,-77.21740365951167,B,D,B,E,D,E,D,-130.69565510979967,20.280260063484782,0
26-35,Married,Both,-30.975316174727524,B,A,E,C,-97.2728136947323,C,D,D,A,D,E,D,-44.75587206990667,-108.48937336875588,1
18-25,Married,Mental,53.15113346115486,E,E,D,E,-28.38112481461857,D,C,B,E,E,C,C,-66.17126703280599,86.05266298112332,1
65+,Single,No,-48.35140078991478,E,E,A,B,-110.906233909764,E,C,A,D,B,E,B,-44.82709159431431,-50.675247884708256,0
51-65,Married,No,125.95340609853447,A,C,D,A,27.795794227175964,E,D,D,E,C,D,E,46.6005003930864,142.63295221313444,1
36-50,Widowed,No,58.79008138724853,B,C,D,A,110.0226498865631,C,C,E,E,A,B,C,94.4891917343805,-44.85898386563596,0
26-35,Widowed,No,-148.41133749969666,C,A,B,E,-101.59599151676942,A,A,C,C,E,C,A,188.52392283800143,59.07002260330798,1
36-50,Widowed,Mental,-39.515403764695286,C,A,A,A,88.60938458035854,C,A,D,C,B,C,B,-136.72770552822828,-152.61303277880052,0
51-65,Divorced,None,-353.83465457219006,D,C,A,E,-21.374698089967996,C,B,A,C,A,A,B,-192.48424403906074,93.97506368578352,0
65+,Married,Yes,89.60198764047637,B,A,D,E,-97.05274500729782,E,E,A,D,B,C,B,-98.11658343357253,-62.808909524076796,1
65+,Single,Physical,85.30367965241477,B,E,B,A,157.5762749087047,D,A,A,D,C,B,B,142.50080767146437,-46.1185226272161,0
36-50,Single,No,-62.271046773586555,A,B,C,C,-68.14809967190769,E,B,D,C,E,B,C,-39.95725171170892,183.93117362224066,1
18-25,Married,Physical,22.941675075667657,D,A,D,B,-92.56724329922928,E,B,C,E,A,D,C,59.24335763635034,-113.98668661616986,0
26-35,Married,Yes,-227.51699710580326,A,A,E,C,-25.764652518208226,A,A,B,A,E,E,C,-14.225951580271607,-18.1531239741021,0
36-50,Single,Both,176.41700755052048,E,D,E,C,-12.322351221576069,B,C,D,A,D,E,A,64.98536090246355,0.24712816594731996,1
18-25,Divorced,No,29.94216060801726,D,C,B,E,-66.4715025286438,D,D,A,C,C,D,B,-120.29460418325142,-83.48977039509407,0
18-25,Divorced,Yes,-45.7471278960956,D,E,E,C,-0.7587664336879336,B,E,E,C,C,D,D,184.2794310280836,-65.39086599656181,1
51-65,Widowed,Mental,-91.92690052051103,D,D,A,A,-97.56061495046892,C,D,E,B,C,D,B,107.00451249178103,37.413525626926955,0
51-65,Married,Mental,31.986732324797774,A,A,A,D,-88.35248465853932,E,B,D,E,D,E,B,59.715823211930854,-185.77802635375525,1
26-35,Widowed,Yes,157.11556005556682,B,B,E,B,-114.70118029457628,C,E,A,B,A,D,D,-6.084652297967071,-133.27951659719272,0
65+,Divorced,Yes,-76.5314894601189,C,D,C,E,-82.25117058244628,C,B,A,E,B,E,C,60.34153612554961,9.967101440501974,0
18-25,Single,No,-4.929350072568429,D,C,E,C,90.39656589015826,C,A,D,C,A,A,E,-47.27979870092708,-129.528768901539,0
36-50,Married,None,54.324869440456546,C,D,B,E,109.43776593614048,D,C,E,A,B,B,E,-134.89629947077506,40.460940216102905,1
51-65,Single,Yes,36.07875679256022,A,C,A,A,-86.11383574031117,D,B,C,E,D,C,D,19.363313780598197,11.239970247321686,1
51-65,Widowed,Physical,58.44548319652989,B,C,A,E,212.4951112161106,B,B,A,B,A,B,E,-161.55736411679422,60.9617853489243,0
51-65,Divorced,None,116.64145284469892,A,D,A,E,20.15978818544895,A,C,D,A,B,B,E,-133.45894588312692,-35.766642209232934,0
36-50,Single,No,187.24267711724323,C,D,A,C,52.742405029345484,B,C,B,B,B,E,B,-159.88785278029783,13.462477529207892,1
51-65,Single,Both,-28.040344304901282,D,C,D,A,-105.23924285615533,B,C,C,D,B,E,B,72.65377532754847,-22.071725541243232,0
51-65,Single,Yes,50.09497517268123,B,D,D,A,34.086013254917106,B,E,B,A,B,E,D,167.16863177954386,-34.31158460881088,1
51-65,Married,None,146.54676606799143,B,C,C,E,64.81642975870687,E,A,C,D,D,E,A,98.2279345542018,-53.209179279917606,1
18-25,Married,Both,-78.60002501349543,B,A,A,B,118.44278115053761,E,B,E,B,B,C,C,1.0226616735978111,-6.901646458548423,1
51-65,Widowed,None,-3.376801722860571,D,E,C,E,-178.6488407310255,D,C,D,D,D,E,C,50.549917567141755,15.704855854158511,1
36-50,Married,No,16.2719910319843,E,B,C,D,31.846345221277122,C,E,D,E,D,B,B,81.8916751400462,-140.846579359037,0
18-25,Single,None,60.03547192009856,A,C,A,B,-131.20512413629578,B,C,A,E,C,C,C,-69.90985737566511,-160.05508491656704,1
36-50,Widowed,Physical,131.59592790939826,A,D,B,B,-13.582277292211142,A,A,B,E,A,B,E,-141.7587528893551,3.705466334189401,0
36-50,Single,Yes,-83.11724657546826,C,A,E,E,-45.965476951781525,E,A,A,E,E,E,A,16.11952941902305,-56.18477171832643,0
26-35,Single,None,-99.68093677124,E,D,E,E,25.00580210612831,A,D,D,D,C,A,B,71.78104251319246,98.19289273000258,0
26-35,Single,Mental,-77.97904530985684,A,C,D,B,19.969289387406995,C,E,B,C,C,D,E,-109.16672714455574,78.69347937157184,0
65+,Widowed,Both,195.34283094946656,E,C,E,B,154.9833582279631,D,E,B,C,D,A,A,-93.45750916713652,204.15693178574134,1
36-50,Married,Physical,-160.62876288312825,E,A,A,E,-22.97766171719796,B,B,E,D,B,B,E,41.561599589649184,-196.66973953431452,1
51-65,Married,Mental,29.577534441781637,E,E,B,C,-92.27151359748859,B,A,C,B,A,D,C,76.7227591858528,-70.89164114198618,1
65+,Divorced,Mental,78.35399128251186,D,E,E,E,112.3018448360791,E,E,A,C,D,C,A,-5.457141879457385,14.154774311619276,1
18-25,Married,Yes,126.78560459238082,A,E,A,C,89.40502919574493,D,D,B,B,B,A,B,-88.20165239772216,-88.11974188734962,1
51-65,Divorced,Yes,-161.22409067189022,B,B,A,B,18.554887755105163,B,D,D,A,B,B,C,43.32105443687729,-37.998643245274096,0
36-50,Single,Physical,115.74382091584452,C,B,D,E,27.89769581265093,B,C,D,D,D,E,D,62.46387045069637,255.17217031507445,0
36-50,Single,Both,-36.785157367259416,B,E,B,A,133.44268195115916,B,A,E,C,B,D,A,-119.6154904732004,33.83175367126244,1
26-35,Widowed,Both,-110.34115362744647,D,C,B,D,279.8776915959491,C,A,A,D,A,B,B,24.847761664286814,-62.546912917364686,1
36-50,Widowed,Both,102.71118929872397,D,D,C,A,-19.43772439694178,E,E,D,E,A,A,C,124.34519899160739,7.850129944495462,0
18-25,Single,None,67.41119776073012,A,D,C,A,-32.670112065148494,B,E,D,A,E,A,B,-153.87465644409573,115.60975727638987,1
36-50,Single,Mental,61.63102282336076,B,C,D,D,-84.67330551684894,C,B,D,B,A,A,D,64.28183807882891,13.190604409639786,0
51-65,Widowed,No,-38.194179008155736,E,C,D,A,7.752496793116784,C,D,D,A,D,B,A,171.88416790084688,-75.26853007534422,0
26-35,Married,Both,-92.7923353369459,A,C,A,A,15.239040840887071,B,C,D,D,E,E,A,-49.0911113977696,-0.7503209663722226,0
18-25,Single,Yes,69.49310216644975,C,D,C,B,-26.44131207463411,A,E,A,E,B,B,A,202.14078725751102,-97.2049079209597,0
65+,Widowed,Physical,116.36559137330539,B,E,C,E,80.83844280350472,B,E,B,C,C,E,B,37.22571871557354,-32.70920542359166,0
51-65,Married,Physical,13.910841084475475,B,D,E,D,-25.592825645958296,C,D,D,A,C,A,A,49.43362593901898,-15.929003405403874,0
65+,Widowed,Yes,-75.57803880498383,D,E,B,D,184.39947756948993,D,B,B,A,C,C,E,30.70944512459224,86.89405034520477,0
51-65,Single,Physical,-49.22396079246265,A,B,A,A,-29.720796225967945,A,E,C,A,A,E,B,74.98750537718625,36.35563316726508,1
65+,Single,No,103.79547944355024,C,B,C,D,-19.25962048666653,E,C,B,E,E,D,E,-83.72704266014023,35.38713619641307,0
51-65,Single,Yes,127.9600609027653,D,A,E,D,44.28043192698991,D,C,C,D,D,C,B,6.918682455258667,50.37272477490241,1
36-50,Widowed,Physical,53.74604774767185,C,D,D,C,40.5281438680113,C,C,E,E,C,C,D,182.2945762564739,-76.88127389748678,0
65+,Widowed,Yes,47.381984148716185,A,B,D,D,-118.47607771964302,B,C,A,D,A,C,B,49.31704488910374,-39.585461650037495,0
26-35,Married,None,82.63343915770214,A,C,C,B,-53.66067165610272,B,B,A,E,C,C,E,86.22738512433274,66.51099513605078,1
51-65,Single,None,-21.344896649225124,C,D,A,D,-42.18033716421097,C,B,A,C,B,B,C,-128.36645629916427,11.993356070613512,0
65+,Married,None,-25.131581570294248,A,E,C,E,-9.618167099470902,D,B,E,C,A,A,A,159.43567443600077,27.84493204591309,0
18-25,Widowed,Yes,-64.40751270030573,E,B,E,C,26.05303205052601,D,B,E,A,B,E,E,129.4569166699666,-398.3365126452744,0
51-65,Single,None,146.11652378245503,E,E,B,A,83.41522873041667,B,E,E,D,B,C,D,-22.990680129692045,119.99743184152322,0
65+,Widowed,No,-48.37926269756919,E,C,E,E,114.2749154965282,C,B,C,E,B,B,D,167.403778371255,80.57854930673625,0
65+,Married,Both,138.91302419129818,E,D,D,B,-116.43358875218146,A,C,E,D,A,D,A,-95.47527568297264,-159.7000064729788,1
18-25,Divorced,Mental,-125.46993266876183,E,E,A,A,126.22230114101941,E,E,E,B,E,B,B,37.509808944769105,70.04117641350783,1
26-35,Divorced,None,-74.04089473149004,D,D,C,C,44.92714499447334,D,E,B,D,A,D,A,-24.357446202096313,-30.890830055541485,1
18-25,Widowed,Physical,65.06344486475882,C,C,C,C,26.8265940423892,C,D,C,E,C,D,B,26.39153701877558,42.65359703013233,1
36-50,Widowed,Both,-34.384141315149996,E,A,B,A,14.274601457409434,E,B,B,D,C,D,E,-133.56786420077466,-57.86395709589704,1
65+,Married,No,280.5284690019931,C,A,A,B,-53.45295959652551,D,B,C,B,C,E,E,-20.699450938253474,-21.68614885929235,1
65+,Single,Mental,1.1675536907563133,C,A,E,D,238.4190408075303,E,D,B,D,A,A,E,-19.24623854712113,150.10597765277672,1
36-50,Single,No,-56.537620787334134,C,E,A,D,-6.43716806645938,C,D,D,C,A,B,B,-35.2276853205913,4.395847833826884,0
18-25,Divorced,Physical,-98.88202913885455,A,A,D,A,-40.242150757110736,C,B,D,E,E,E,D,-45.66878197043298,-36.277774361654444,0
