military,anos,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
No,79,51-65,A,-119.7745029824875,-142.10178077891197,B,D,A,-94.04728990409097,E,A,B,36.721195557989674,C,A,1
Veteran,55,36-50,E,-84.20119730339152,-75.92943003857538,A,A,C,-38.48917868869847,B,A,A,-56.28632523750422,A,D,0
Yes,30,36-50,A,-3.277217305329188,41.91084967935211,D,E,B,-21.998831680103876,A,E,E,193.6448325684601,C,E,1
Veteran,28,65+,A,85.74693986377231,-125.27140977413738,A,B,C,-30.58653052327153,E,D,C,134.12313870275236,E,C,1
Yes,72,26-35,C,-104.07720057371431,159.4876822162712,E,B,E,-10.386052631246233,C,E,B,-158.95770662594146,A,D,1
Non-Veteran,27,26-35,E,-41.87021209323252,-132.49002488667787,C,C,A,134.5904944986964,C,C,B,119.47806831907084,D,E,0
No,70,18-25,E,-46.545179531148904,105.84187190774901,D,E,E,46.93819083896272,A,E,C,-96.73845119531664,E,D,1
Veteran,70,65+,C,-21.91140081105369,104.0516806011138,E,B,D,-289.9485913980319,E,B,D,200.2690182496054,B,D,1
No,52,26-35,A,78.73413752074838,-117.1078219189292,B,E,D,-62.512379678800535,E,E,C,-61.63211163920522,B,B,1
Veteran,41,36-50,A,-137.44029730381428,2.627732702885781,A,D,B,210.6686421048647,E,A,B,-63.80436414291516,E,A,1
Yes,40,51-65,D,27.995407483672953,272.27493080909505,B,C,A,-157.46163919636388,D,B,E,-13.581046640903258,E,A,0
Non-Veteran,69,51-65,A,-57.68728305868957,-124.44566424108399,A,B,B,-91.10610164858947,C,D,E,32.91849300319416,B,A,1
Veteran,67,26-35,D,107.97435838715246,105.68420031265366,E,B,C,-45.339698764280925,C,E,E,-73.6277076995068,C,B,1
Veteran,54,18-25,C,-94.3545606815219,-103.53803562140146,A,D,B,30.660009300003622,C,C,A,13.131140109281873,D,D,0
No,63,51-65,D,-7.82339496104983,17.27301395223581,E,E,B,-24.313634062728003,C,E,A,-53.441259680193085,C,A,1
Non-Veteran,20,65+,E,132.45164515298328,-0.26674744201055206,E,D,D,-113.77847349031293,E,B,C,-91.12710278156764,A,B,1
Veteran,69,26-35,B,-184.08771375293355,-166.54554904509587,B,B,D,-85.82161818256671,C,C,C,13.8034363290852,D,E,0
No,55,36-50,A,59.94844131150469,229.2746768414862,B,D,E,117.44291338113564,D,D,B,46.63926507759923,B,D,1
Veteran,76,51-65,E,204.3694647334823,4.989494969766108,A,C,C,157.76980905309696,B,D,C,-25.562172950630636,C,B,1
Yes,70,51-65,C,33.47771686955458,-46.62038281942564,B,A,E,-146.80402320797455,C,E,C,-44.090863169239945,A,E,0
No,73,65+,B,-63.466584448095574,-7.135099868388643,C,D,A,-73.76758324655397,A,E,C,-36.95054635989403,B,A,1
Non-Veteran,79,18-25,C,192.56526677427507,-83.64085991241987,D,E,D,153.4621261930655,C,A,C,-121.12282306529576,E,B,1
No,23,36-50,B,224.56834940432776,54.5611068822491,C,A,E,-68.61418580182195,D,D,D,124.31620378512854,B,D,0
Veteran,23,18-25,B,-41.98347816213456,65.76034301671748,D,B,E,-100.76476902978335,E,E,A,-132.14011619872315,C,D,0
No,37,26-35,A,-145.97865671178582,-74.95043870010771,E,A,B,26.577835531857225,A,E,B,-41.7803530703229,B,C,1
No,50,51-65,C,-14.502376624306216,-42.396747148134125,E,D,B,-48.32627640165571,C,C,E,154.20763144085646,B,C,0
Yes,50,51-65,C,-176.00670913497214,-174.2044832941641,D,C,D,155.39572916951067,E,C,D,-4.073755901297126,D,C,0
Non-Veteran,56,51-65,B,66.9606850238704,-24.94531128133247,C,E,C,23.473591414233688,D,A,A,150.34702664288372,C,B,0
Non-Veteran,74,18-25,B,10.487884801244268,-211.63395838032594,D,A,E,84.6064277372876,D,A,D,134.6970762066411,E,B,1
Yes,64,36-50,A,-25.744091804423817,19.4853827352246,D,E,B,-56.7023661098452,E,E,C,-167.02201052791608,B,C,0
Yes,57,51-65,C,-125.63044029657202,9.993859849552654,A,A,E,48.84196787900013,B,B,B,-16.797142655863595,B,A,1
Non-Veteran,74,36-50,E,81.10384572473063,-34.68317287444103,E,A,D,37.51972526720204,E,D,A,42.46670426726788,E,E,0
No,30,65+,C,33.9711697813055,-125.8816507384573,D,D,E,-11.638356137465918,D,D,C,-78.51228661805413,A,E,1
No,65,26-35,D,-1.7979361822807873,-52.13862821095546,D,B,B,-51.708273207390086,D,D,C,65.45464536014094,E,B,0
Yes,64,36-50,A,36.09465380529237,-102.45346963750781,D,C,B,-100.22607784886634,B,D,A,-15.599258618569104,C,D,0
Non-Veteran,20,26-35,D,18.688511369221057,60.39554559274228,D,B,C,189.84881764961824,B,C,C,12.073252698570945,E,D,0
Veteran,48,36-50,D,11.551928808375752,23.425376993610385,B,C,D,-77.43341005508556,A,B,A,-131.4994198324108,B,E,0
Non-Veteran,76,51-65,A,-9.765329146366259,23.551890504095518,D,B,A,8.272403802466693,C,A,C,181.72383133872526,A,D,1
Non-Veteran,46,18-25,D,55.16271066774965,-9.965169337773515,E,D,A,-55.54066841802358,E,C,E,55.478730813343724,D,B,1
Yes,53,51-65,C,96.67130396646255,-13.155820612031125,D,C,A,-99.40807400791522,D,B,C,64.62369934567172,B,D,1
Non-Veteran,78,65+,C,25.31188105145939,149.94400963107913,E,A,A,-126.87329057456762,C,E,D,-162.5920152076719,E,C,0
No,31,18-25,A,-106.75790394362078,-111.72765863546334,B,B,C,-3.6543994512094424,E,C,E,-126.06910237543039,A,C,1
Non-Veteran,74,26-35,D,59.8127979492392,-241.27000421403642,B,E,D,19.57922602143177,A,C,C,146.06305327722745,B,D,1
No,70,18-25,E,36.992741431955416,-18.52049966412121,A,E,B,-0.9394329086457089,C,D,C,-40.330970168931344,E,D,0
Non-Veteran,29,36-50,A,67.26519987718616,-51.533285251125925,E,A,B,-17.573354449475143,A,E,E,91.99433302343948,C,A,0
Non-Veteran,73,65+,B,128.6748900948568,-56.65992725723964,A,B,D,-26.90494342812377,C,E,E,20.932766195001275,E,C,1
Non-Veteran,32,51-65,E,-44.67315102878956,80.0285532436793,A,B,A,63.4378455439462,E,E,E,181.80826601048616,B,C,0
Veteran,58,36-50,D,-351.78349373079095,-122.70678474529397,A,C,B,-15.202800826425394,D,B,E,160.38796364812498,E,E,1
No,22,18-25,D,104.28758423577015,-14.52230033538909,D,E,A,36.59340765653189,A,B,C,-114.28723046953813,D,C,1
Non-Veteran,67,36-50,E,125.09646435829622,-68.77452185421345,B,B,B,-34.30042071289893,E,B,E,-229.2649969174684,E,E,0
Yes,52,18-25,B,1.925163752475635,-109.38047465813744,C,A,E,-170.1645460514569,C,A,B,-131.51365998762074,E,E,0
Yes,18,51-65,D,247.36444510733372,54.52461635444653,A,B,B,-51.99387157786438,C,D,C,14.387837781405214,A,A,1
Veteran,77,51-65,E,-142.12205960894954,143.17207162689795,B,E,E,19.234573322597992,B,E,E,274.14570993153035,D,A,1
Non-Veteran,41,26-35,A,171.85741378340234,-90.74389727837435,A,D,D,-125.23932193237819,E,D,B,6.433584054137925,C,C,1
No,47,18-25,C,-128.3944132966315,-10.158541397859317,B,A,C,-21.982726331798013,A,D,B,58.106405252529726,C,E,0
Non-Veteran,58,26-35,E,-49.901635727899304,-7.788010422143807,E,C,B,15.465382539901029,A,B,D,147.79149499846127,A,E,1
Yes,74,51-65,E,34.569377465158034,0.6650711812501165,E,C,E,191.5829091947767,C,E,B,46.94519019422006,D,E,1
Yes,36,36-50,C,-20.917670059405346,31.024005610410438,B,B,B,12.770391783833118,B,B,B,-53.54805783429691,B,A,1
Yes,36,51-65,E,6.808055727103778,-100.51339001219404,E,B,E,126.61257215306576,E,B,B,79.95719226484266,B,B,0
No,58,18-25,D,-4.0156518822805065,-2.2560413764176173,E,E,B,-70.04753442370449,C,A,A,-93.07654915811963,A,E,0
Veteran,56,51-65,C,145.78437439422163,-261.90146441738483,C,C,E,-30.84604343374158,E,D,D,45.27693609241802,B,C,0
Yes,64,18-25,B,-67.76854407838812,-100.61318608276639,E,A,E,70.02420294085466,D,B,B,-96.08006089141364,C,C,0
Yes,41,65+,D,20.17256601130907,44.96346050402664,A,E,E,8.397581772421683,B,E,A,-46.6207280128201,E,C,1
Non-Veteran,54,51-65,B,-122.63610238526634,22.000462425850582,B,B,C,50.10224230660283,E,C,A,-201.37362509048532,B,A,0
Non-Veteran,56,36-50,E,-128.79605745400366,-110.01260668080712,A,D,A,-28.68748032262917,A,A,D,131.3341409975243,D,C,0
Non-Veteran,59,26-35,B,148.04794878688804,-8.967659036033151,E,B,A,-83.9056402076046,B,D,D,62.6873519321411,E,E,0
Yes,67,65+,E,27.02987237762336,21.03713033744931,C,D,A,-48.486615949424866,A,E,C,33.225766387706486,B,D,0
Veteran,65,51-65,A,81.97866473142858,-25.408253646678506,B,A,B,-75.30325168928245,B,D,D,27.888014414060123,A,E,1
Yes,24,26-35,B,-82.54672706089953,-37.53014977444872,B,D,B,-173.26997018605118,E,C,D,-39.39737964179359,A,C,1
No,68,65+,B,-9.356292335620807,-28.1631684245772,B,A,B,59.341190799368306,D,B,B,198.95748300068576,E,E,0
Yes,39,18-25,D,-83.68611675544521,-145.5325826530036,A,C,B,-198.8072942115176,C,A,E,76.66549982605045,E,D,0
No,55,65+,A,-83.36039277635892,-62.168741211489554,A,B,B,-20.572109510383648,A,C,C,131.27787283285446,B,C,0
Veteran,40,36-50,B,-5.163692576973736,-2.633075223476495,E,A,C,-67.35622349684543,D,D,B,-19.016479691747396,E,A,1
Veteran,40,51-65,B,20.27454787539051,-56.24270324014079,C,C,E,42.22239152073218,D,E,B,4.722439621097045,E,A,0
Non-Veteran,24,65+,E,111.74236479176203,-112.93642436007592,C,E,B,-82.8602742685383,C,A,E,79.0974939530877,D,A,0
Veteran,38,36-50,D,-113.69063103990504,197.65724093283455,A,A,E,-19.502099245959897,B,E,B,25.6094939057384,A,A,1
Yes,46,18-25,D,-112.20901172030067,-35.31561034001842,B,A,D,96.16457913552426,C,E,D,-37.62539661497976,C,B,0
No,69,36-50,C,108.9494745716978,-113.67588288557448,B,C,E,40.83574505353494,A,D,C,-19.224687350749658,E,E,1
Veteran,75,26-35,C,78.58665756468156,59.371734777478515,B,E,B,23.071131676254097,E,A,C,90.49729620195593,D,C,0
Non-Veteran,51,65+,D,1.2348592171487913,142.66306138222532,C,B,A,-57.131687353974506,D,D,E,-86.74713318123788,D,D,1
Veteran,24,18-25,D,76.31754140112264,-132.4224307473584,D,D,C,-33.404371153143856,E,E,E,107.64491303140066,B,C,1
Non-Veteran,70,65+,D,0.9020765987656507,147.96773646097742,A,D,C,-58.044706447418484,E,C,B,64.59169914042057,B,E,0
No,35,26-35,D,-173.01030697916048,42.086190697358255,E,A,B,-97.69048950475354,E,D,B,-78.65963813175914,A,B,1
Non-Veteran,67,36-50,D,-9.325241211737573,81.52709898487821,A,D,A,0.19719509720719863,D,D,A,-37.233504869377114,C,E,1
No,23,26-35,E,13.731669435644978,-35.293988358266674,A,D,B,-163.6722828535059,C,D,D,-56.744888317528485,E,E,0
No,22,26-35,A,125.87996229855074,-74.36421024425485,A,A,A,1.6991596161657387,C,A,A,-3.712412036371413,E,B,1
No,76,18-25,B,-55.765874377902904,-102.43243722036539,C,E,C,32.01830826450827,A,A,B,33.27404015430869,C,A,1
Yes,27,26-35,E,-53.17124142820479,-153.86244835692227,A,C,A,-87.7612669252892,C,A,E,-95.32544287494683,E,A,1
Non-Veteran,47,36-50,E,-160.65907762496715,-27.322347327853663,D,C,C,-82.42440203447396,E,D,E,48.78060472291798,C,B,1
Veteran,56,18-25,C,18.2091506234987,-52.9309372162464,A,B,B,58.35791265021609,D,C,A,-71.19502762964058,E,A,0
Veteran,78,26-35,E,4.765288220007772,7.638006100312529,E,A,C,-151.27030823367244,B,D,D,-170.58183994625665,E,D,1
Yes,43,18-25,E,-0.3330802526468245,54.18741962995367,A,B,B,142.42653186386153,D,A,A,24.849131475472362,D,E,0
Yes,74,36-50,B,-77.08322286911988,-50.345230460393886,A,A,B,46.085217514626734,B,B,C,76.86606722551325,A,B,0
Veteran,29,26-35,D,44.09356946136471,-57.762880111822724,B,C,B,-235.30140291788862,B,A,E,-141.1373156070787,E,C,0
Veteran,77,18-25,C,-60.70785991905839,187.60354993095507,E,D,A,-12.26437880412855,C,A,D,-102.92502953940874,B,B,1
Non-Veteran,18,65+,A,-31.68881592043488,-105.11120888906692,E,B,A,16.456295689812777,D,E,C,-97.41989303287578,E,C,1
Yes,30,18-25,C,44.398123079774564,-40.41493830013461,A,C,A,10.313444574073467,C,C,D,68.27753501954122,D,D,1
Veteran,79,36-50,E,-67.84494962483004,173.48239856632784,E,B,C,-59.58747118281037,E,C,A,-32.73230849449369,E,C,1
No,45,65+,D,-313.1011106000279,-50.353898208820546,E,B,B,-39.88097297789765,D,B,B,-240.98805117599395,B,C,1
Non-Veteran,52,51-65,A,-16.822939504603244,82.51136781617032,E,A,D,-74.17738763666641,C,A,C,222.5162735785491,D,D,0
Non-Veteran,23,51-65,B,16.24227682579854,-48.83392726836876,C,C,B,56.39759785361472,B,B,B,81.75221180717385,C,E,1
Non-Veteran,21,51-65,C,63.13725997322821,231.80434405623527,D,E,D,52.961695310603886,B,B,A,6.946218868796807,D,D,1
No,33,18-25,D,-10.655947051810148,-23.147064343465242,D,A,B,128.242609570492,B,B,C,101.4947749213324,A,D,1
No,74,65+,E,0.6323064905703007,-1.4769811650187152,B,E,D,77.49012757643665,B,A,E,-32.81420101314004,D,C,0
No,46,18-25,C,25.403089677448744,-58.50248710483385,B,A,B,26.13796559085051,B,C,B,-119.95510993442183,A,B,0
No,57,36-50,D,20.319759541093017,56.75784588963357,B,C,C,83.5086648068763,D,E,C,-52.06685859903556,A,D,0
No,43,26-35,E,-9.027986441262591,39.45109036059202,C,B,B,81.94808653922543,D,C,D,-91.04762800778576,E,A,0
No,62,26-35,D,-77.49610271781242,-44.979864234510345,A,D,C,4.983375402957854,A,E,B,-173.54884617867577,D,E,0
Yes,19,51-65,E,-21.762890574639748,106.65466132520464,C,A,E,-118.30085888612965,E,B,A,-73.12564691439366,C,C,1
Veteran,22,18-25,C,127.34235451474254,9.880652021861955,E,D,E,-8.126760017570382,C,D,D,6.398608947591174,E,D,1
Veteran,78,18-25,B,139.65865008383693,21.65722329923235,E,C,C,94.94487349571409,C,E,B,87.45336134035728,C,C,1
Veteran,68,51-65,B,13.501997252748371,135.6204075990843,A,B,D,-106.08647355738732,B,D,A,6.806628869029541,A,D,0
Veteran,78,51-65,E,-11.963754847097238,-86.75995955823775,C,B,D,11.832776712284637,C,D,D,-46.19416690560506,B,C,1
Non-Veteran,68,51-65,D,-49.97029535860638,154.83431442599266,C,D,E,131.54027217652114,E,D,E,-81.24864743627856,A,E,1
Yes,33,36-50,A,162.55790198458337,-97.49416630795561,B,C,A,219.5453341676642,A,A,D,58.62768262624262,E,E,1
Veteran,46,51-65,D,228.06796408439328,-37.931021985377846,D,C,C,78.23164479486144,A,C,E,17.09222172668012,B,E,1
Yes,21,26-35,D,-90.36103838452215,48.64862301122882,D,B,E,5.8568471869670145,D,B,C,-113.89999675116253,B,C,1
Non-Veteran,39,18-25,D,165.2480880236328,-32.54134145443239,A,C,A,139.0794939376618,C,D,A,129.43355878116947,E,A,0
Non-Veteran,35,36-50,A,-76.67499303747606,-81.2659923376738,A,D,A,-120.73398066758413,C,A,B,-87.24657182046937,E,B,0
Non-Veteran,29,65+,D,-73.57126973045857,-202.73646430181196,A,B,B,226.8447218964794,E,B,E,33.09846716726069,C,E,1
No,35,18-25,D,-39.39592779302858,176.71416001358187,A,E,B,164.9088824448067,D,A,D,-290.19113251377917,D,E,1
Veteran,20,36-50,E,49.804669196397384,-55.37124859817263,C,A,C,18.187324896399662,E,A,B,-107.9188820404821,D,E,1
No,46,51-65,A,127.56346406885936,-164.46918332340195,E,D,C,33.6308756769648,C,D,C,-18.28563081896737,D,D,0
Yes,45,18-25,A,-17.843630150622822,54.257101431116325,A,C,C,5.187661962839643,C,B,B,-21.39897160944638,E,A,1
Yes,43,18-25,D,27.278141908007274,-113.70718088511683,E,D,E,-146.56189174581232,B,D,B,15.31196132768481,D,A,0
Non-Veteran,19,36-50,A,129.0526029314182,79.97762931583867,C,E,B,17.164596311724306,C,C,A,-147.2817098825163,D,B,1
Veteran,73,36-50,E,-76.1298060892599,52.75788167325304,C,C,C,27.53806686969163,D,B,C,109.4776850592454,C,C,1
Yes,33,26-35,E,-81.79636063185143,-129.54370587461722,C,C,C,134.641694890892,E,E,E,36.06106406164121,D,B,0
No,64,65+,C,111.92171875701189,12.947436984098172,C,C,D,35.566936621745626,E,B,A,104.08050183906916,D,B,1
No,22,65+,A,89.51757079554116,-326.979258706215,C,A,D,74.62728749172746,D,C,A,109.31545589554237,D,A,1
No,65,18-25,D,77.77106555752094,-108.62366148307902,D,D,E,-119.66925349404384,A,C,B,124.92276211361543,A,C,0
No,40,26-35,D,110.70278512923221,-125.73896133267257,B,E,B,-141.57606856759264,B,C,C,-117.15846549668598,D,C,0
Yes,47,65+,E,-67.09239277902677,39.67474913795401,D,A,C,-94.29703628352233,D,E,B,57.16800708024298,A,E,0
No,31,36-50,E,-236.06088921169714,-86.1046751140088,E,B,C,110.97965357857662,E,D,E,147.99721226775046,C,B,1
Veteran,58,51-65,E,-129.78928695894112,-31.97166764976217,D,D,E,-81.60906465187067,E,C,B,-56.45471123614182,D,A,0
Yes,55,26-35,E,-23.596642828612165,-163.6110141805894,A,B,A,69.39359613719841,E,C,D,-28.495564190116845,A,C,1
Yes,42,51-65,E,70.35025092591643,18.82804948747613,E,B,A,14.266147264077592,D,D,B,149.5040277987163,C,E,0
Veteran,49,51-65,B,-2.821843048318689,104.9187968300722,B,A,C,-28.030975451477325,C,A,C,29.11344794332862,E,D,0
No,28,36-50,E,76.3609082083763,19.17109292967127,E,C,D,20.22679028186438,E,C,A,165.32433647705992,A,A,0
Veteran,43,36-50,C,-7.507618440286813,-285.62652685900383,C,D,D,88.40250993229724,D,B,E,-75.34309575532563,B,E,1
Non-Veteran,49,18-25,A,-45.55145817622162,-79.01612967322261,B,D,C,-53.04736015905566,A,E,C,-10.797141089972904,B,C,1
Non-Veteran,24,51-65,C,-152.06054091209126,-17.543180488963504,B,C,C,66.73912421555707,D,C,B,-8.725986747527434,C,B,0
Non-Veteran,75,51-65,A,-78.09081867263103,-81.24159865974771,B,B,D,-19.679079075894762,B,B,B,33.981364973107894,C,B,1
Veteran,76,51-65,C,0.44837796737732233,-131.47371044102744,B,A,D,-87.94652733748899,E,B,B,45.55146661463128,D,D,0
Veteran,34,51-65,E,-38.4128518099001,-75.93475469459952,C,E,B,-64.09884456473425,B,C,C,221.75569803714956,D,E,0
Yes,72,36-50,D,-94.62309872969348,139.91038186995797,A,D,E,25.65209004301322,B,C,E,161.37503982710493,B,B,1
No,43,26-35,C,-94.73399730158151,-115.47769403293482,E,C,C,91.28096838829644,A,D,C,27.61923081638159,B,C,0
Veteran,71,18-25,E,35.544573396759645,117.22090805920924,B,A,A,105.02477813898462,E,C,B,41.82805846014188,B,D,0
Yes,60,26-35,A,68.83894104422723,39.346958783274744,C,E,D,30.560121713285994,D,C,A,-75.85550999939016,A,D,1
No,29,51-65,E,72.52719723542619,34.144413750108214,E,A,D,52.33914842587609,D,A,D,-77.31839766870627,C,C,0
No,76,36-50,B,-37.60250271367692,83.91373699345877,E,A,E,-21.605355589566322,B,D,C,-28.801210805837762,A,D,1
No,76,26-35,E,273.57874388468497,17.180985159779883,C,E,E,66.16231240902663,A,B,B,-71.84524725795546,C,C,0
Veteran,32,51-65,A,24.446570493328434,33.37614589318526,D,B,A,-74.99658644528397,D,B,B,130.14840165351188,E,C,0
No,31,65+,C,-98.84905935780422,-0.08285480233277329,A,C,A,62.78486007082849,B,A,E,79.96680832221881,D,A,0
Non-Veteran,37,26-35,E,88.44557086931202,-51.90587163668956,D,B,D,17.72535890988412,D,B,D,-84.27936050486565,E,D,1
Non-Veteran,65,26-35,E,28.105715137501626,61.39075922319035,A,D,E,95.45316271219006,C,D,C,111.39209581989805,E,A,1
Yes,59,65+,B,-5.479948993197431,156.50559167600272,B,A,D,191.9091419646389,B,B,E,71.11979188156641,B,E,1
Yes,49,26-35,E,76.34750747734107,135.00203170421406,B,E,C,-87.18376022968654,C,B,D,-35.149166717870564,E,C,0
No,54,51-65,D,-29.771768232219483,-117.17718907511205,C,B,B,-0.7600883893577036,D,D,D,17.226102176297115,A,D,1
No,30,26-35,E,-78.2074404712232,75.77335366343924,E,D,A,-18.128282127099464,B,B,E,-135.09650632011895,C,D,0
No,58,18-25,E,234.82656367144105,85.018883957054,B,A,D,158.33510068540775,A,D,D,72.74837206665796,B,C,1
No,54,36-50,E,-336.09185313649925,42.2169373051865,A,D,C,210.38173123891372,D,D,D,99.34609689352096,E,D,1
Yes,46,36-50,C,-147.42648230995707,-58.735509613836236,B,C,E,22.38270183071533,A,D,A,22.01552724948721,D,D,1
Yes,63,18-25,A,-55.90709187985807,-99.16861154264907,A,A,B,17.350118905066193,A,A,E,-23.480193049668532,A,E,0
No,27,18-25,A,-1.5372735416239258,47.13180979671186,D,C,A,95.03656875288868,D,D,D,122.41692970368052,E,B,0
Veteran,68,36-50,D,-163.21860592806652,-194.02184226749984,A,D,E,15.573775241250917,E,E,A,40.56771384176972,A,D,1
Yes,37,36-50,E,-65.56591657903073,54.88537019843518,C,D,E,-96.13475674472136,B,A,E,-107.93678279685824,A,D,0
No,41,36-50,C,22.74556719658105,-178.84368838280986,A,E,D,73.66089474989468,A,B,B,-53.04081832666484,E,A,0
Yes,29,65+,C,-38.015751830807474,19.621508275345192,E,B,D,9.532067751713132,A,B,A,-1.4428524604343398,A,D,0
No,70,26-35,B,-135.25242567651068,50.47941668391709,D,E,D,168.4826836830311,B,E,A,161.4394998514578,A,D,1
No,34,36-50,C,30.176052690195576,57.67175946289915,B,B,E,11.067708825259643,B,A,D,-58.35237012724516,E,E,0
Veteran,56,36-50,C,-17.388690826109617,-53.37968799980578,B,A,E,-87.18203331818489,E,B,D,145.3100412780541,B,A,0
No,76,65+,C,5.085920972350498,45.14785318360307,C,E,E,-147.13604342923824,E,D,D,-140.78113587422774,E,C,0
Yes,27,51-65,C,-138.18237881851718,-152.68774353546942,D,E,C,-63.81660553654292,E,C,C,-65.05330644504706,C,B,0
Non-Veteran,33,18-25,E,41.95613512315571,-36.41421623368659,B,E,C,129.52893057871634,A,D,A,129.29435233126964,A,A,1
Yes,47,18-25,C,-35.71464175074158,-52.947593618598,D,A,C,-84.4012989880526,E,C,C,-5.907891532308261,B,A,1
No,51,51-65,D,-50.615213902397535,80.08300562114619,D,E,E,49.94797793149753,B,E,D,-103.24880860768491,E,A,0
Yes,75,36-50,E,87.56420060246796,74.1643835384131,E,C,B,-230.28907549571235,C,A,A,-101.89851195865623,B,A,0
No,38,51-65,A,-23.412326136905527,3.530901841510909,A,B,A,-8.35598677415536,B,A,A,-245.04801429462364,A,E,1
Veteran,69,18-25,A,-37.826999135699445,-50.06184806505923,E,C,C,76.26679829841912,C,A,B,123.48754827938701,A,E,1
Veteran,28,26-35,E,83.2611085310864,12.182478127997607,D,A,B,64.01031728360277,D,C,E,18.346097369266964,C,E,1
Yes,62,26-35,A,-132.70742918336924,56.980386848668005,D,C,B,84.89558457886375,D,C,D,-173.40151869496947,D,C,1
Non-Veteran,56,65+,B,-85.70899724149629,-64.86656373656902,A,A,B,-42.35517766667274,C,D,E,38.07555791101722,B,A,1
No,27,36-50,E,22.510602934986913,102.5835662489644,E,B,B,40.73657544033923,B,D,E,-143.38797149306987,E,B,0
Veteran,60,18-25,E,94.77922708923249,114.30555189650103,A,B,E,159.53813688187788,E,C,E,-129.81098144206265,B,B,0
Yes,66,18-25,D,50.74736107074194,74.29446688804639,A,D,A,84.50685900096035,E,C,C,132.06625645491803,C,B,1
No,35,36-50,C,9.728644465236853,-13.636036435856258,A,C,A,3.6307784686000204,D,A,D,-102.70484939635121,E,D,1
Non-Veteran,24,65+,D,-44.743680501015795,11.805837790511161,E,D,C,51.41527122323085,D,B,B,-63.73439392796412,C,E,0
Yes,30,26-35,E,40.56407752276715,-14.37416754926584,C,D,B,26.47317295878866,C,C,B,123.33666510812016,E,B,1
Non-Veteran,61,51-65,B,30.99310596649989,-49.47138675270745,B,C,C,-6.620469226300554,D,A,C,-86.08642209111832,E,C,1
Veteran,68,65+,E,5.6032070614694485,-42.89549903235219,D,C,D,46.28735272541266,E,B,C,132.39758742438704,E,E,1
Yes,22,36-50,B,8.419465014738341,-63.12922434477354,D,C,E,-226.9586723051723,C,C,D,-227.91574530560678,E,D,0
