military,SEX,Race,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Veteran,F,African American,Homosexual,-37.12171868187142,A,-121.11280643077687,B,C,0
Yes,Non-binary,Asian,Heterosexual,55.97296738750502,B,111.55996466103902,A,C,1
No,M,Asian,Other,146.44912891988946,E,-46.81112575391615,A,D,0
Yes,Male,Asian,Homosexual,-16.57549981737091,C,32.9509816213215,C,D,1
Non-Veteran,M,Hispanic,Bisexual,-12.049288956884281,E,127.15568924748801,E,D,0
Non-Veteran,F,Black,Other,50.2889468923144,A,-108.79705894581937,E,E,0
Veteran,Non-binary,White,Other,-27.13084352504361,E,-50.73837043473031,B,B,0
Veteran,Male,Other,Heterosexual,-23.522522787372125,D,-10.654123395985081,B,D,1
No,Male,White,Bisexual,-45.45797694142871,A,46.87720467837709,B,E,0
No,F,White,Heterosexual,37.698330841731774,A,145.89386913731948,E,E,1
Veteran,Other,Black,Heterosexual,-67.65847248254954,B,-86.20748475182734,A,E,1
Yes,Non-binary,Other,Heterosexual,275.0573750397777,A,88.31508808580057,E,A,1
Non-Veteran,F,Hispanic,Bisexual,32.0391397756355,E,-122.2244783853005,B,A,1
Yes,F,African American,Homosexual,86.87357702583364,A,68.19868876918231,D,A,0
Veteran,Male,White,Other,-118.00059820465809,C,-87.16135253936027,D,E,0
Non-Veteran,M,African American,Other,130.02337015943687,D,-56.58765671582101,B,D,0
No,Male,African American,Bisexual,52.01164296452091,A,56.12705666845096,E,C,1
Yes,Male,Other,Bisexual,-124.16232845038738,B,55.55069584068087,D,D,1
Non-Veteran,M,Asian,Bisexual,-6.119233544617346,E,-74.25528292934695,B,E,0
Veteran,M,White,Homosexual,51.55625799293264,C,-16.474821353360515,B,E,0
Yes,Male,Black,Bisexual,139.99438671783105,E,26.298897683827256,B,E,0
Non-Veteran,Female,African American,Other,2.8608402368917094,C,-62.947358263335694,C,E,0
No,Female,Asian,Other,-76.74725571930252,A,70.34724050854514,B,B,0
Veteran,Female,White,Heterosexual,209.02367351502153,D,-216.09862901951388,C,A,1
No,M,White,Bisexual,139.51002165857258,C,183.59794532143806,E,C,1
No,Male,Hispanic,Bisexual,-37.351873633615476,C,-116.01263717432656,A,D,1
No,M,Other,Homosexual,-37.20019824583471,A,-61.2385810949024,E,D,1
No,F,White,Other,74.17307659970011,C,-8.494193051214047,D,B,1
Non-Veteran,F,Black,Other,-74.94661626988625,B,42.00808440530716,E,A,0
Yes,Non-binary,Asian,Heterosexual,51.30862735596223,B,39.98424995520908,E,C,0
No,Non-binary,Hispanic,Homosexual,-62.56904855147578,B,80.349674249413,E,C,1
Non-Veteran,Female,Hispanic,Other,-0.8947905405877964,D,159.4625338359261,E,D,1
Yes,M,White,Bisexual,-103.37965896672094,B,104.56865295507578,C,C,0
No,F,Black,Homosexual,-96.12121978920052,D,-170.85222143633007,E,D,0
Non-Veteran,Female,Hispanic,Heterosexual,-113.68794324420573,A,208.8959666752577,D,C,1
Non-Veteran,Other,White,Bisexual,-21.81588595819542,B,-21.94619799382052,D,A,1
Yes,M,White,Bisexual,3.1754201505545123,C,-109.26444237743584,C,A,0
Non-Veteran,Other,Hispanic,Heterosexual,-26.85699750617312,D,140.66552625311567,A,D,0
No,Female,Asian,Other,101.28230194550542,D,236.66992014065937,C,C,0
Veteran,F,Black,Heterosexual,-27.999788237736183,C,-104.11003770694991,C,C,0
Non-Veteran,Non-binary,Hispanic,Other,166.45244622939381,D,9.422487480697232,C,D,0
No,Non-binary,Other,Other,-96.97973054000674,C,-0.8010994326787899,B,C,0
No,Other,Other,Bisexual,271.3427904829725,C,127.1947386209999,E,D,0
Non-Veteran,Female,Asian,Bisexual,-95.47282152158559,A,-64.15990197221029,B,D,1
Veteran,M,Hispanic,Heterosexual,-108.07524490287679,D,-54.3026548067054,A,E,1
Yes,Female,White,Heterosexual,-18.5239122905977,A,108.39510844815715,E,A,0
Non-Veteran,Other,Black,Bisexual,-2.850057072124253,D,47.926939518425414,A,E,0
No,Female,Asian,Homosexual,-107.27324323522231,D,-62.86631590637845,B,D,0
Non-Veteran,Male,Asian,Other,-96.72274427745295,E,-102.82350426961102,D,B,0
Yes,Non-binary,White,Other,1.6249086915434696,A,-80.31191174351648,B,B,1
Veteran,F,Asian,Heterosexual,-11.17291135156416,E,62.88100138976055,A,E,0
No,F,Asian,Heterosexual,25.44811240629503,A,-100.44637920225492,A,A,1
Non-Veteran,M,White,Bisexual,-74.60341399410024,D,-40.37521844779011,D,B,0
Veteran,Non-binary,Asian,Bisexual,-146.92512577810578,E,87.44135944640865,B,D,0
No,F,Hispanic,Bisexual,-78.04164244794701,C,-124.69347689844736,E,B,0
Veteran,M,African American,Other,-142.95267688410073,B,-199.6176558768346,A,C,0
Veteran,M,Asian,Bisexual,40.43547422924164,E,47.33213153220539,C,D,0
Yes,F,Asian,Other,-51.61897810220124,B,-264.29570752873747,A,C,0
Yes,Other,Other,Other,-12.051213016080368,D,9.77287673658348,E,E,0
Yes,Male,Asian,Other,-79.37404570619387,B,56.844232871815194,B,D,0
Yes,F,White,Other,-77.0330371055558,A,-85.56418914364431,A,A,0
Non-Veteran,Male,Asian,Homosexual,42.292686317075436,A,41.324848526092836,A,D,1
No,M,Black,Homosexual,-58.19401593613534,E,-25.393394898613963,D,D,1
Yes,Non-binary,African American,Homosexual,-68.14913254876889,A,117.43432741247288,A,C,1
Veteran,M,Asian,Homosexual,70.41263861368853,E,187.0215920097033,B,A,0
Veteran,Non-binary,Black,Homosexual,84.741686901318,E,-55.40845433790397,B,B,1
No,Male,Other,Other,-32.62649415203133,D,-113.21039058657527,D,E,0
Non-Veteran,Non-binary,White,Bisexual,-61.433998032777545,A,66.21893135176963,B,B,1
Veteran,Other,White,Other,102.41752309492543,B,-193.7293520677309,B,E,0
Yes,Non-binary,African American,Other,-44.37491972625186,A,82.01248915527505,B,E,0
Non-Veteran,Other,African American,Heterosexual,16.823537243688747,E,174.61267608915628,A,B,1
Yes,Non-binary,Black,Bisexual,0.9900977501788361,E,-17.47133585658052,D,B,0
Veteran,Female,White,Other,-44.95064265246778,D,-60.099365377786064,B,E,0
Yes,M,Hispanic,Other,120.92106151970523,A,1.445635568674873,D,D,0
No,Male,White,Other,64.95286059465654,D,34.76015027843533,D,D,0
Yes,Other,Hispanic,Other,-138.3101596653566,B,82.42660645170842,A,C,1
Non-Veteran,Female,Asian,Heterosexual,-49.60167390711717,D,29.211041538592347,C,A,1
Veteran,Male,Hispanic,Heterosexual,-82.06221769020775,A,-234.073636382424,C,A,1
Non-Veteran,Male,Other,Other,-94.69211446080382,A,-28.299179806846052,E,B,1
Non-Veteran,M,African American,Bisexual,30.587958994812293,B,36.28329841403364,E,A,0
Yes,Male,Black,Bisexual,12.116306486132682,B,-150.5734924523144,E,B,0
Yes,Non-binary,White,Heterosexual,86.83530491896533,D,69.3517773836513,B,C,0
Veteran,Female,Other,Other,-139.3025660757227,A,14.220065965981604,C,A,0
Non-Veteran,F,African American,Homosexual,-142.50341963825025,D,25.162799598572743,B,B,0
Yes,F,Other,Other,133.48541488786356,B,-24.487989309005048,B,A,1
Veteran,Female,Hispanic,Bisexual,-158.156384106348,C,44.344765189209014,D,E,0
No,F,Black,Other,27.350732920639082,C,3.8687992611230735,B,A,1
Veteran,Non-binary,White,Homosexual,-31.901004145832246,B,124.87727179586008,A,C,1
Non-Veteran,Female,Black,Bisexual,-122.17971640041938,D,-95.92127540792845,D,A,0
Yes,M,White,Other,-49.4851441711679,C,12.685625846211735,C,C,0
Non-Veteran,F,Black,Heterosexual,-39.03337364815054,E,200.75116806728124,E,B,0
Veteran,F,Asian,Other,60.78118956061269,A,67.68318839203567,D,D,0
Non-Veteran,Other,African American,Other,-87.10917366989236,B,87.42149203411142,E,A,0
Veteran,Female,Asian,Bisexual,-22.390646646562498,B,-12.806235595641931,B,B,1
No,Other,White,Bisexual,-34.27338656812919,D,-79.18687690373793,E,A,1
Non-Veteran,Male,Hispanic,Bisexual,70.42106709963245,A,-53.04243241721056,C,D,1
Non-Veteran,M,Other,Heterosexual,11.933215018680981,C,-44.05886460888967,A,E,1
Yes,Non-binary,Hispanic,Other,96.45535680721113,A,135.7490764260998,B,E,1
Yes,Other,Hispanic,Bisexual,-39.86620910808421,D,22.645621307933762,A,E,1
Veteran,M,Black,Heterosexual,-87.84084729446026,A,-59.00005118887919,C,B,0
Yes,Other,Asian,Heterosexual,168.94106328963383,D,125.42382794309734,E,D,0
Yes,M,Other,Bisexual,-153.5698651155137,E,29.23943221069294,D,B,1
Non-Veteran,Non-binary,Hispanic,Other,19.998154340333638,B,267.91025501784895,C,B,0
Yes,M,White,Heterosexual,-73.1387025996276,D,-191.48555296357895,E,A,1
Non-Veteran,M,Other,Homosexual,228.85033872294005,E,85.96225752162022,A,E,1
Non-Veteran,F,African American,Heterosexual,-179.22826203337283,D,-39.64399588639431,D,C,1
Non-Veteran,Male,Black,Homosexual,219.8736306847075,E,-40.62088162095866,E,E,0
No,M,Asian,Bisexual,-24.0516233114361,D,194.49698319639822,A,B,1
No,M,African American,Bisexual,-32.26728269565463,E,-213.39748331068728,A,B,1
Yes,F,Black,Bisexual,-131.40375790112407,A,82.11915212155141,B,E,1
Veteran,Female,White,Bisexual,-203.00245411943325,B,-9.368334825146423,A,C,0
No,F,Asian,Other,0.5591542757091286,A,-39.923641733937906,A,B,1
Veteran,Male,Other,Homosexual,17.52138394389019,C,-184.81121365463568,C,D,1
Veteran,Non-binary,Black,Bisexual,62.847116559889535,D,43.507572162626744,C,E,0
Yes,Other,African American,Bisexual,108.39306936779715,E,88.99799136475741,B,A,0
No,F,White,Bisexual,22.48385406275447,E,-262.02446028128514,B,D,0
Yes,F,Other,Bisexual,14.192786587014835,B,-66.77776314944158,E,C,0
Yes,F,African American,Other,-18.30524851964886,E,159.26070567403022,A,C,0
Non-Veteran,M,White,Other,68.07932427967044,D,50.316169046401846,D,D,1
Veteran,Male,Hispanic,Heterosexual,55.82287799254648,B,108.20168489678946,E,C,0
No,F,Other,Bisexual,29.13521656429299,C,-3.6819168331929406,B,D,0
Veteran,Non-binary,Hispanic,Other,-98.25058520114437,E,-19.412917563193318,A,A,0
Veteran,F,African American,Heterosexual,-131.83474608810158,A,172.98038486233517,E,D,1
Non-Veteran,Female,Black,Other,56.74576321332035,E,129.70755762285694,A,D,1
Non-Veteran,M,White,Heterosexual,58.873792727364524,A,234.94940768383964,D,B,0
Yes,Male,Asian,Bisexual,-44.95916271067418,C,74.96864959286772,D,C,0
Non-Veteran,Male,White,Bisexual,-143.2140837893372,E,-70.09826312654002,D,B,1
Non-Veteran,M,Hispanic,Bisexual,-58.70278790040473,C,152.9493242871714,B,D,1
Yes,Non-binary,Hispanic,Heterosexual,174.48260780332433,D,-45.338349298997635,B,B,0
Non-Veteran,Other,African American,Homosexual,-98.5019628035715,D,20.97872096027912,D,A,1
Yes,Male,White,Other,207.1658628577238,C,-7.329717779743233,A,B,0
Veteran,Non-binary,African American,Other,-72.38423598162123,E,-177.97135593073378,A,C,1
Non-Veteran,Other,Other,Bisexual,-142.53527959192354,D,36.86344519625766,E,D,0
Yes,Non-binary,Hispanic,Heterosexual,132.35991275688127,A,257.94096459083863,C,A,1
Veteran,Male,Hispanic,Heterosexual,-150.44023750603407,B,145.0211309193746,A,E,0
Yes,M,Black,Other,-143.24339258057017,B,82.6839644045123,B,C,1
No,M,White,Homosexual,34.19180940450343,A,61.98479470962247,E,E,1
No,Female,Hispanic,Heterosexual,17.524531663089306,B,-207.28385798748184,C,A,0
Veteran,Non-binary,African American,Homosexual,-24.983440418772624,C,95.27605188595537,A,E,1
No,Other,Other,Bisexual,151.57324629942542,B,-137.38453337891295,E,D,0
Non-Veteran,Other,Hispanic,Heterosexual,-62.512414077793444,A,33.03020341348697,E,A,0
Yes,Other,Asian,Homosexual,3.9412957462345495,B,13.200803718227109,B,D,0
Non-Veteran,Male,Black,Other,143.6536931529417,A,49.30248818977168,E,C,1
Veteran,F,Hispanic,Bisexual,-40.205185386403755,D,-16.919843120114404,E,E,1
Yes,Male,White,Homosexual,79.45994789243535,B,32.270964172566956,D,E,1
Yes,Non-binary,Hispanic,Other,-18.464957065121503,A,138.64951157784427,E,C,0
No,Female,Other,Other,3.384240759529024,D,13.436400322178224,E,C,0
No,Non-binary,Other,Heterosexual,-83.16201427548026,D,76.89696595406649,C,D,0
No,Male,Asian,Other,-130.62760582320138,A,-65.86666126336465,A,E,0
Non-Veteran,Other,Asian,Heterosexual,0.7547123251391866,D,-154.14761724088504,B,A,1
Yes,Non-binary,African American,Homosexual,63.91535553227513,B,56.9030801351651,A,A,1
Veteran,Non-binary,Black,Homosexual,218.4823755972284,C,54.84783250936074,A,D,1
Non-Veteran,Female,Black,Heterosexual,-7.818862725306489,C,21.744923320089953,E,D,0
Yes,M,Asian,Other,54.28659618150804,D,-45.98063587723015,D,A,0
Veteran,Non-binary,Hispanic,Heterosexual,70.91360645497605,D,45.46889483143914,E,E,0
Veteran,Male,Other,Homosexual,71.07669519833608,C,155.42997814734994,A,E,1
No,Male,Asian,Other,84.01634552779413,B,43.363688604119446,E,B,0
Veteran,M,Hispanic,Heterosexual,-86.04080623952822,E,-135.67109085664327,E,B,1
Non-Veteran,Other,Black,Homosexual,38.69837321773696,D,25.3957884819841,B,C,0
No,Female,Hispanic,Heterosexual,92.72253920113253,A,-112.78950611420339,C,E,1
No,M,White,Homosexual,85.07805129578693,D,16.74493058144093,C,D,1
Yes,Other,Hispanic,Other,-37.602763173016506,B,-75.21075643981709,E,A,1
No,Non-binary,Hispanic,Bisexual,-32.457880735522224,B,-46.495700103114046,D,C,1
Non-Veteran,Male,White,Homosexual,23.057455020589444,B,-92.9078736197303,E,B,0
No,Non-binary,Hispanic,Heterosexual,154.43066071831353,A,91.12398553723054,A,A,0
Non-Veteran,M,White,Other,0.8994151156061269,A,-82.57830977330426,A,B,0
No,Male,White,Heterosexual,-125.65652988235266,A,-148.25535322297307,B,B,1
Veteran,F,Hispanic,Other,-12.783413226862347,D,-13.657698536398883,E,D,0
Veteran,M,Asian,Bisexual,-22.7225158997914,E,80.6447632611806,C,A,0
No,M,African American,Bisexual,-47.30578110712632,B,4.339220522698253,D,A,0
Veteran,Other,African American,Bisexual,7.451278617579114,A,-32.21323181924255,A,B,0
No,Male,Hispanic,Heterosexual,63.076277408229586,A,176.53563306994334,E,D,1
Veteran,Non-binary,Other,Homosexual,111.17317778500433,B,1.8694092668670332,B,A,1
No,Male,Black,Bisexual,256.3963821615568,E,154.72828798522625,C,C,0
Veteran,Other,White,Heterosexual,-76.10264824133763,D,-139.84204947138463,E,C,1
No,Male,Black,Homosexual,136.7413376394738,C,55.64819066509021,C,B,0
No,Non-binary,White,Heterosexual,109.81428363304624,B,-83.64839367900716,B,B,0
No,Other,African American,Heterosexual,-96.65853577691813,E,294.9907877658126,A,D,0
Yes,Other,African American,Other,-161.13916413868776,E,85.56684184087837,C,B,1
Veteran,Male,White,Other,-96.33496699465539,E,184.5487235547442,D,B,0
Non-Veteran,Male,Hispanic,Bisexual,11.084415911706127,E,63.81285249578621,A,D,0
Yes,M,Hispanic,Other,98.05429649953632,A,100.12915865825862,D,C,0
Veteran,Other,Other,Heterosexual,-6.352785986007728,A,-139.2252361163656,D,C,0
Veteran,Female,Other,Homosexual,40.91033846349067,A,-18.88445827504771,C,A,0
Yes,Female,White,Bisexual,138.00190768867668,C,101.71113729389315,D,A,1
Yes,Male,White,Heterosexual,32.60839077490749,B,14.38213212596956,C,E,1
Veteran,Male,African American,Bisexual,29.922539110630826,E,-85.94257419269839,C,A,0
Veteran,M,White,Bisexual,-63.51047030447777,E,20.57559454566418,C,B,0
Veteran,Female,Asian,Heterosexual,53.55910985630386,E,164.04443708473727,B,C,1
No,Female,Black,Homosexual,-68.80164676253688,C,-64.32162085537946,A,D,0
Non-Veteran,Other,White,Bisexual,-52.48630169205797,B,28.611645229022177,A,B,0
No,Non-binary,African American,Bisexual,165.3641193183429,D,197.933479668106,C,E,1
Veteran,Non-binary,White,Homosexual,26.594982372960587,A,129.97032366248564,A,E,1
No,Male,Hispanic,Other,-204.31749530957663,A,-37.7268770186942,B,A,1
Non-Veteran,Non-binary,Black,Homosexual,54.3910614156492,A,-73.11747258606272,A,C,0
Yes,Male,White,Heterosexual,116.86979522456265,A,133.56359584190182,C,D,1
Veteran,F,Asian,Bisexual,-0.41287244102123904,D,75.08158314817844,C,C,0
No,M,Black,Bisexual,149.6135932114219,D,45.45557146597154,B,A,0
Veteran,F,Asian,Bisexual,-55.04647014044834,D,-62.83725194222386,D,C,0
Non-Veteran,Other,White,Homosexual,-119.4561952698949,E,-20.491553357348767,C,B,1
No,M,Black,Other,-4.587250763857669,B,-144.141723418092,B,C,0
No,M,Black,Heterosexual,4.375076691424569,B,102.53338249930354,B,A,1
Yes,Non-binary,Hispanic,Heterosexual,-41.67333763177022,E,-59.46005414915451,D,E,0
No,Other,Black,Bisexual,77.91879427302281,E,-102.18672338966822,D,C,1
Veteran,Male,Black,Homosexual,147.05708993225554,E,-49.40527568897864,A,A,0
No,Non-binary,African American,Bisexual,184.2070801246032,C,-40.06198434080767,A,E,1
Veteran,M,African American,Homosexual,-99.49020411466762,E,54.2292529633416,E,D,0
Veteran,M,White,Homosexual,-119.66536539731172,E,190.05738901447097,D,B,1
No,F,Asian,Homosexual,79.29755728143964,E,-63.68618294135354,A,E,0
Yes,M,Hispanic,Homosexual,75.49965724489968,D,117.11307530155331,C,D,1
No,Female,African American,Other,170.08572599399685,E,-135.39684475769576,B,E,0
No,F,White,Other,-123.40965957937469,A,-113.5749849846712,A,B,0
Non-Veteran,F,Black,Bisexual,-57.871880115052065,D,-3.4231566429456586,B,C,0
Non-Veteran,Non-binary,Other,Other,-88.2592145063006,A,65.00571521388149,E,D,0
Yes,M,Hispanic,Homosexual,21.002612080831245,A,-121.83643848386869,A,C,0
Non-Veteran,Non-binary,Hispanic,Other,-22.450004624355156,E,-51.39814875923917,C,C,1
No,Female,Black,Homosexual,114.03169905084103,C,-3.4766195566868383,B,C,0
Veteran,M,Asian,Homosexual,8.793317320776346,C,-117.88207015496334,A,A,1
Non-Veteran,Female,Asian,Bisexual,-9.7204788310376,A,17.371718132561906,D,A,1
Non-Veteran,Male,African American,Homosexual,30.99893951878941,B,-41.237784181230616,B,B,1
Veteran,Other,Other,Bisexual,-93.49654848614858,A,22.652060999331628,E,A,1
Yes,Non-binary,Asian,Bisexual,222.7013629047681,C,42.2514645092033,D,C,0
Yes,M,African American,Homosexual,74.53897917223762,C,-114.06802438128405,B,D,1
No,Non-binary,Other,Other,-37.59722343091847,D,68.01769113856196,A,B,0
Yes,Male,Hispanic,Other,-173.08552599197188,D,107.474619835632,B,A,0
Veteran,Male,White,Homosexual,30.02129477159218,A,74.86766408101747,E,A,0
Veteran,F,White,Bisexual,101.20255264531394,B,33.678985406330256,C,D,1
Non-Veteran,Non-binary,African American,Other,-207.61308837448956,D,-63.24017724096523,C,A,1
Veteran,M,Other,Bisexual,142.7275353348863,C,-18.08524684684589,C,D,1
Veteran,Other,Hispanic,Other,16.28543518447646,E,112.82477801856001,B,B,0
Non-Veteran,Non-binary,Other,Homosexual,122.81713088552684,E,27.68964406769579,A,D,0
Non-Veteran,Other,African American,Heterosexual,-16.501162267557927,B,161.88657350198758,E,C,0
No,Male,Black,Heterosexual,67.5497057670001,A,65.07023256692987,D,A,0
Non-Veteran,Non-binary,African American,Bisexual,77.80495369210838,B,-59.63647483513712,D,B,0
No,Non-binary,Asian,Heterosexual,194.7832975109158,D,-122.79191828018263,C,C,0
Non-Veteran,Other,White,Bisexual,-139.5188242697935,E,-147.93534618177293,C,C,1
Veteran,Female,African American,Heterosexual,-99.62485698352933,E,-61.77025546935829,C,A,1
Veteran,F,African American,Other,151.1236252562965,C,52.7875755957135,D,E,1
Yes,M,Hispanic,Homosexual,28.028101006422528,C,0.2113176990603629,D,A,1
Non-Veteran,Other,African American,Bisexual,108.45225996112045,D,-136.1752152728612,E,D,1
No,Male,Other,Other,-64.52784061301966,B,-63.680496776940466,A,D,1
Non-Veteran,Non-binary,African American,Bisexual,-74.3167051979436,E,26.70734384468939,E,D,1
Non-Veteran,Non-binary,Asian,Bisexual,192.61167832187581,D,193.3090535825555,E,E,1
Non-Veteran,Other,Hispanic,Heterosexual,-85.91554077622943,D,-136.95839097002965,E,B,1
Non-Veteran,M,Black,Other,11.810270844571711,B,-80.96133099402888,E,B,1
No,M,Other,Other,-55.86045508794628,A,-21.249589973700182,B,B,0
No,F,White,Heterosexual,26.10691645415154,A,-184.82081073493202,D,E,1
Yes,Female,African American,Homosexual,-61.232242139320526,B,78.63340693545206,B,C,0
No,Other,Black,Heterosexual,71.69931368614027,C,150.47283007620706,E,C,1
Non-Veteran,F,Black,Homosexual,110.70049583168486,C,1.3162606567912782,A,B,0
Veteran,Other,African American,Bisexual,98.8165390208549,B,59.21093774815807,C,D,0
Veteran,Non-binary,Black,Heterosexual,16.89860034281819,D,-120.24524186727706,B,A,0
No,Female,Hispanic,Other,53.24290595787245,A,56.346022471081135,A,D,1
No,Male,Black,Heterosexual,-194.64899255485994,D,-106.52054920986764,A,B,1
Non-Veteran,Other,African American,Heterosexual,71.57901864320966,A,36.018165740519024,B,D,1
No,Male,Other,Bisexual,-113.65027437116022,B,-93.79502645298015,C,D,0
Veteran,M,White,Homosexual,58.24971423960498,C,-42.94885709167993,E,E,1
Non-Veteran,Female,Hispanic,Other,-80.58490286743842,B,90.80873253253344,A,C,1
No,Male,African American,Homosexual,141.62519783771995,D,61.3534569439952,E,E,1
Yes,F,Asian,Other,212.2177317421942,A,68.318178305188,C,A,0
Veteran,Non-binary,African American,Bisexual,-102.25522078730644,A,122.87357524039808,A,B,0
Yes,Non-binary,Asian,Homosexual,88.52195274394504,D,42.861005181273484,D,B,0
