handicap,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Physical,Germany,-105.05817122468521,C,C,101.74679366359962,D,88.39749153728603,C,E,-68.71501175110294,-57.7256997724785,-164.00812705672817,C,-98.47046947825932,D,E,1
Both,Germany,6.299207805976131,C,A,7.44229293007212,D,32.10213246808742,C,C,-124.558806740306,30.81378762455112,33.984139460411555,B,47.67378129840864,B,C,0
No,UK,-49.35823844898343,B,A,74.1423924848958,C,20.29500909351725,C,C,-45.22030800869736,152.88444140384522,-64.0225018078956,D,-130.37837185617977,D,C,1
Physical,Brazil,-110.19485739660757,B,C,-68.12666513130989,D,25.931512635891107,A,E,173.92768619366535,-25.894109662169928,42.46443058137866,D,-66.28014650735616,B,A,0
Both,Brazil,-60.026191763034234,C,A,58.02561056443506,E,59.70923883011411,A,E,95.16004045591762,82.3169949682211,112.54205394199673,E,73.0546256742724,E,C,0
None,Brazil,102.60325783695465,A,A,-179.28456497409556,B,-120.16382890433644,D,E,108.58666133170757,124.21685169288298,29.400721320084212,E,0.35593465164796434,D,B,0
Both,China,56.32471983849084,B,A,-12.0054799326547,B,-74.35848365012053,C,B,-73.95384856310234,-70.85569946056751,11.587817071115479,D,-134.77575330036044,C,E,0
No,India,-105.89796231271077,B,E,31.64445671717429,B,76.22197391916212,B,C,-29.50480620005134,119.03409940223901,-200.09309518912127,E,-94.30909516891724,E,D,1
Yes,US,113.88748114610287,D,C,-41.61652875001838,D,10.821919105247913,A,C,-35.1982089470445,43.0809460942448,-140.60042204338362,D,27.128209140262904,B,E,1
Physical,Brazil,-2.8540070051890747,C,E,-19.710615514091575,A,-10.18373815501947,C,A,-173.27856464955548,-180.25854440760222,12.738873960997024,B,66.32652318619957,A,D,1
No,Brazil,-103.64564495269943,E,B,101.216393644414,E,55.79221442796173,A,A,84.90529303365639,-35.087628305370686,-42.26955514645681,D,22.220562696030253,A,E,1
Physical,UK,11.996208019561163,E,D,103.03821633867682,D,-98.34943829029741,D,C,-123.57099645987095,-102.3589587988955,69.09195846820644,B,-19.552207792496347,B,A,0
Mental,Germany,168.59132796812725,D,B,-34.717305816314024,A,24.184392214264573,C,D,55.32307390148884,71.34069062704285,-47.67875608617504,C,14.194759749136981,C,B,1
None,US,52.89031200874105,D,B,150.44841700536443,C,-4.239530516025126,A,D,11.514354066586394,-52.18957492522074,-150.42932750386612,D,-165.57453250005773,D,B,1
Mental,Other,28.296901525661657,C,A,-126.13567726791001,A,-71.17923546820555,C,E,87.56474079932109,-64.71719628024742,149.56305104612,D,84.68377052603864,E,C,0
No,India,-44.443326538139054,E,C,98.3540448659071,E,-31.23035827616399,E,D,56.69633830616924,-96.93178224725541,-57.047793141453425,C,52.52912907389702,B,E,0
Physical,Brazil,227.41516580815778,E,D,-13.521312599492033,B,-40.292319512956105,B,A,32.25221408243236,46.137240232885894,-53.22157353124653,E,145.85598161901623,B,B,0
Physical,UK,166.3238603770518,A,A,1.1606110093927184,C,-6.959220467724056,B,D,-64.89711347411917,-46.63824088000702,27.08344903125296,A,-30.684525745261247,E,C,0
Yes,UK,-70.36729587094474,B,B,85.40859391137671,B,104.70303176119953,B,E,61.61396478111042,137.24417936431527,44.69497211533378,B,-190.98797466076002,D,A,0
No,Mexico,-52.02560438449213,C,E,-5.961138089890823,E,115.33331441449242,D,D,38.487112704233056,3.0647044528151994,146.92086135528896,D,100.33127285916154,B,D,0
No,Brazil,-48.073356972446646,B,B,171.29508970154333,A,3.9697458623269335,B,D,26.096399336414645,20.506513783632748,253.71340299000516,B,72.51550893853353,D,C,0
Physical,US,-51.02513578847883,E,D,289.6953211871983,E,155.04207971500603,B,A,85.91066520371388,17.09376136909737,104.00727665516827,E,44.428967629530554,C,D,1
None,India,-86.0007836773652,C,D,74.00009309727878,E,-92.89521142351153,A,A,252.4476810543248,87.06283345549971,-184.80220988995032,B,9.203640969623342,A,A,1
None,Other,-66.90291423125687,A,D,135.69808369401454,C,-120.87285695387162,E,A,-105.88217204809209,19.3267064215867,-147.92314852505874,C,104.67191359791586,A,A,1
Mental,India,-13.432000903946065,D,B,37.49144903780399,D,-69.47603856645436,D,B,48.09617161441304,105.85984321784369,-14.163847890034473,A,238.80323990210064,D,B,0
Mental,Other,-32.19605226933746,B,D,135.05667699567323,C,252.12799547463695,B,D,27.135369584470652,56.586362168460965,-33.271480791493815,C,58.32199125675442,D,D,0
Mental,US,-23.266165920963424,E,A,-37.32328050128443,A,-63.56098706537567,B,B,-22.16320917086454,-19.856538020285377,-10.207117070274567,B,-141.50033722054337,D,D,0
None,Germany,-21.55179787858574,B,B,-126.60360259191481,C,112.88866420782122,A,C,38.99348390883735,58.27206528759433,149.93820824944194,A,-29.979032041580428,C,D,0
Mental,Mexico,-209.59842010317087,E,B,-29.487215137144414,D,77.00658390011344,E,E,-38.066247810273,60.43621678242316,-58.5331765830452,D,-102.14393974335788,C,A,0
Both,Other,-141.17085651780351,B,E,107.93104150291785,B,-43.437032626071534,A,D,-94.24524757570538,57.81719500992358,19.889394751377512,C,-150.67284225862986,E,C,1
Both,US,-23.807834555576125,D,D,24.18031503130888,E,122.50732584001558,C,C,51.905738657695764,-146.60852898525513,-87.74707986934237,B,16.446548445257452,E,C,0
Both,UK,-41.61566763020527,C,A,-6.754513887403409,D,118.82887637110933,C,C,-32.7543285378896,185.78888247198785,135.85805879259712,E,78.05307375208517,A,B,0
No,Germany,56.78336138571115,C,C,30.120800887694323,A,-66.11415372143358,C,A,73.04085397503215,58.35589755982781,26.75855373186854,A,-229.36170360568036,E,B,0
Mental,Germany,-10.406075962930272,E,A,175.74214792176608,B,158.43199506674327,E,B,159.4947458787088,-86.24616450127654,27.975882096913026,B,-38.638739167248346,C,A,1
Both,UK,257.1193659182307,D,A,-4.266999386802073,E,127.80637544764511,B,C,-0.9154567057785106,-66.44087436964641,26.12955896515502,D,-90.25446106274231,A,B,1
Both,US,89.79495462863078,E,C,181.81059007671848,A,64.04742278385811,D,C,182.2288056348922,52.149543159461686,-62.573750023991906,A,31.466230105378408,A,B,0
Physical,China,39.46622515016446,D,A,23.888131980402967,E,42.927774108328244,C,E,160.26391818937316,123.9904622833474,-74.48260271081936,D,87.15886075387746,B,C,0
Physical,India,-65.51124776206106,B,C,61.9255528374281,C,-33.70676920545183,A,B,-55.15242727546711,-120.19863998574228,41.45564578977894,C,69.86366170030338,B,A,1
None,US,97.09874469883026,B,C,-165.43863508031882,D,142.8840298330198,B,C,-46.16610343969774,27.404423814235717,-10.421536651237773,B,148.23098038704322,C,E,0
Yes,India,67.39380094051009,C,A,-161.6987304934019,A,12.994468739593664,D,E,-33.89341755547882,-25.723584575632984,-227.6792173977834,E,114.24062159362609,A,A,1
No,US,16.398883625823245,E,D,-43.716689061521194,C,-94.36511830161487,A,B,-51.36133608617249,187.75025429936494,-15.170378545913362,B,-152.29726981103568,C,C,1
Mental,Mexico,-83.84937429158501,D,A,35.36953884501399,E,-77.70661552674967,A,E,39.99816887878426,1.686999965072379,38.394128659270244,D,-139.37407230508697,D,C,0
Mental,UK,114.56833874343451,D,E,92.978943690796,E,-102.84380936974964,D,C,-17.360904994336217,-220.4165961014143,235.73838022596777,D,-71.40005891681722,E,C,0
None,Mexico,-5.721871416333771,E,C,178.45006414107007,D,147.85611526291405,A,A,-93.71581243694511,160.76421330633096,-141.19139318441114,A,9.231161574058403,A,E,0
None,Germany,-30.20515683358262,D,D,-4.305748877692534,E,127.26304175765999,C,C,-156.78446320258132,89.38348695046665,109.7909295087775,E,196.02081884934574,E,D,1
None,India,-48.17976518126975,A,E,-29.214786453898807,E,6.850663246011954,A,D,-88.5324806469121,-47.91404933422356,-35.50689428592613,D,24.230817664071573,D,B,1
None,Brazil,6.014715968595017,D,C,-19.622821476067838,B,-148.8557221795541,C,A,88.49770333309566,-122.97844123491379,101.70113867153461,E,-91.18135625180851,C,D,0
No,India,-116.59068644597372,C,C,-148.37616444076164,E,-27.91367745643581,A,C,-22.121802070374198,1.6121222058459288,-71.9942399439658,E,49.46376540424057,D,C,1
Yes,UK,132.4347036966006,D,A,75.75517257837812,D,-18.55660739182408,A,A,59.46131169955762,-44.19546101207082,-104.56812907065239,E,138.5400800088772,A,D,1
No,China,131.43067894902418,C,A,55.392446529838914,E,-108.88221671912565,C,B,71.15855388687392,-124.82106129335232,9.262011837760188,E,-114.16586711430847,B,A,1
Yes,China,-95.29806609539851,D,B,-69.58811960952052,B,-147.45534684746312,C,A,121.86483939491004,-187.20667738715022,-108.2840314343675,C,-235.3473021692603,D,B,0
Both,Germany,-69.97287641222105,A,A,-75.25931207981348,D,-233.54084429838372,C,D,79.64122106501792,181.78472355687262,29.748018578599833,E,-2.9736222147944003,C,C,1
Yes,China,-31.955194444188145,D,B,10.027071526235781,B,39.86224353348497,B,C,97.06180569102261,32.32522639953648,-9.779104529980565,E,51.27129416451483,A,D,1
Mental,UK,74.41558125231957,C,B,82.5580519495413,A,-96.40520489207475,C,E,98.38511967007088,-27.402457219692998,33.487511497674014,A,-218.9266684496809,B,E,1
Yes,Other,-161.87451753994546,A,E,-37.2376560903286,E,-89.98226272157906,A,E,95.2326292700824,-81.63021336886233,91.4455997495501,B,15.179904633269459,A,D,1
Both,Other,-77.96357447378035,E,E,108.14901313680889,C,5.0051507661194625,D,D,-51.05509041396664,67.97683296974027,1.305961462466382,D,13.073638151881168,E,A,1
Both,UK,-102.55235439406188,C,D,-190.96828480071923,D,-109.2902556180736,B,A,68.82255751528274,150.23580123119785,-0.5480153576901379,E,-69.39833695016807,B,A,1
Yes,Other,37.07853425701731,D,D,-132.12361180708453,A,-113.85745033767944,B,D,-58.87466869935148,181.97572103988574,60.69056558541652,C,-50.70267752798679,C,E,0
Yes,US,-14.056591486364557,A,A,66.97679533702305,A,-126.9168094486213,B,A,-111.0516387334995,-37.744984329077916,35.111356436937065,E,-109.34286873859402,E,D,0
Yes,Mexico,32.76276123427529,A,E,114.8977482146126,B,84.3395733470955,E,C,92.08599274438744,128.7920009717412,36.68057308892408,A,63.60281112324137,E,C,0
No,Other,-10.59027794864943,A,A,-51.650382564087785,A,8.643533017293079,E,D,-245.59499696454975,-179.63428655307786,-42.9937838326427,C,-21.57796944077305,C,E,1
Physical,UK,-26.466260975999393,D,C,-59.49767361365661,A,35.35834063016467,A,E,1.5446353006877733,30.33500037354355,120.36372501695428,C,67.78802278767571,B,B,0
Mental,Germany,77.01947148557328,D,A,-18.03701739912961,D,1.3770022096966257,E,E,119.41302686913504,100.69651047131931,-244.37561098513947,D,-84.22416358463953,B,E,0
Mental,India,131.07880464043072,A,D,-101.95237131276012,B,-72.90568864098856,A,C,-46.42232367289142,-91.68894299107407,-6.096619712807731,B,44.5300105829092,C,C,1
Mental,Germany,-85.22526531143497,D,B,65.36564815285392,C,32.61559497314846,C,C,8.914396191315364,41.842457181271335,-52.377627639175095,E,51.68630885813834,C,A,0
None,US,57.202512854051065,D,D,74.79245811466008,D,-72.81982910589551,A,C,0.3072365436182936,-176.17080060251004,-57.84389725761723,E,74.42029468617338,A,E,1
None,Germany,32.00839061546321,B,D,52.49251192740735,E,14.849573937809154,A,B,174.50528137128904,100.65934107870014,-63.726525534650634,E,-38.04476215122896,A,B,1
Both,UK,2.2295809020228265,D,A,-23.323537976367938,C,16.860867605927048,C,D,0.5759693188866405,-2.602161960114026,-29.884449639926537,E,144.59349238073634,A,E,0
Both,India,-127.42151370541079,E,A,-58.82738552780881,A,94.79508622751925,D,D,-149.08377800524005,-53.83571949618958,78.54149942093103,C,40.336414679304696,E,A,0
Both,Brazil,208.9226879810314,D,E,-50.005354255643276,B,40.52495561483466,C,C,-69.40947538545305,-87.53718269078632,-28.945393241648333,B,100.6970337180652,B,E,0
Mental,Germany,-42.863248067723234,C,D,-4.470799597450781,B,-90.005234157103,E,D,68.25109636033737,174.6811975269975,-25.33792216086009,B,172.3485585573631,D,C,0
No,Germany,-78.86378996568169,B,A,11.74201384285834,D,-50.98862968535769,A,A,11.078364162274214,18.979802465125523,27.32090642739491,E,44.80714121069976,B,A,1
Yes,Mexico,73.69190765918705,B,C,142.18246732434844,E,-129.49293313454834,E,A,35.10801600733199,18.42355735414448,-108.06659714091467,B,-53.97202614154063,A,B,0
None,Other,31.065413426091954,E,B,-35.504686094055245,B,190.0589319875118,A,C,-32.02211800861961,-95.82765678177766,-89.7736429249885,A,15.11881447633626,D,B,0
Both,China,-69.97283666924434,C,A,86.13444910900611,E,-26.998585698832134,A,A,-125.6721027810183,-41.69373914347829,-40.00885484080363,A,-15.129346090917261,A,C,1
No,Mexico,98.3747958736282,C,C,192.19737467494124,E,-22.51648179533084,A,C,-67.32552803019944,-105.51135068137305,22.934867827834577,D,-48.16631292082689,A,D,0
None,India,256.60615834272005,A,A,106.63749047193956,A,-79.53598575392455,E,B,-66.98104243881774,-90.27818665594562,107.76334244679202,B,-139.5984988859926,D,E,0
None,Germany,15.769842517679875,C,C,-28.110270233173253,E,80.05800412909629,E,A,-90.2162775621165,77.96681841796715,5.291226188262529,E,53.60055126955646,D,B,1
None,China,-42.69231842903604,A,C,-191.76894497345074,A,-124.01265779364125,C,A,-47.371216999330876,-68.3342907082642,-42.05164646721976,B,-80.10531534892486,C,E,1
Both,Brazil,96.25490998912821,E,D,-144.39132734988544,B,-42.12681879450475,E,A,53.84264363536012,159.29481447883737,59.02260616287223,A,-108.25691644353583,C,D,0
Yes,Mexico,1.0981888714928743,D,E,-111.4441422463408,C,-40.12282178382335,E,D,184.06372219423966,36.20772963934408,68.78116444132539,D,18.500151574350667,E,B,0
No,Brazil,39.88347766174293,A,D,-135.87844940438242,D,102.24368666201407,E,A,-30.21187194630533,-73.85437873497355,19.287971383358414,D,45.63846398138403,E,A,1
Physical,UK,52.566059632080275,B,C,86.45802750457014,C,-36.46031566858287,B,C,91.73813033713931,-21.798336995305394,-22.293476736672556,D,57.166899357281864,B,B,0
None,China,-52.152076041773896,B,D,-82.63100914709656,C,-133.28290140639604,D,D,34.66186070455731,-167.5196703164667,-64.77824612490188,E,-81.71354649926427,C,D,1
Yes,Germany,64.26386454275725,A,A,47.16259897829832,B,117.30830323821182,A,B,-33.92141433855209,100.52888106243651,184.26325200221274,D,87.27719378214633,E,E,1
None,Germany,-120.18788671151856,B,A,-9.886091121115664,A,-6.6353164995185745,D,D,16.77503949021118,-114.19630449224624,89.36546938133208,E,-134.85406982912878,E,A,0
Yes,UK,-65.37637932277933,E,B,-188.92518564112754,C,-94.24481465228187,C,A,-7.966673331880549,89.32147582377362,-51.173228869240276,D,-62.058385746936075,E,A,1
Yes,UK,8.483264256482125,E,E,91.01699418854476,E,-77.15448802549257,D,C,20.278590894323774,-12.876580920358057,-42.639274661533776,A,16.70717948241412,E,C,0
None,Other,-95.25371833539805,C,C,-82.94134725914972,E,83.24745206441096,C,A,184.8755314993269,61.199787390481355,72.9647880616353,E,-82.57882212222957,E,E,1
Both,Mexico,46.87323043322014,A,B,39.045794382320864,C,-63.73990357285071,C,C,-244.24973435509315,146.08887537720753,83.04112595008493,C,22.766545591239826,D,B,1
No,Mexico,135.60633468194789,E,D,-21.495779478565478,B,50.87071556840388,C,B,-115.8842630871101,-111.98751930128985,180.8989913750846,B,-151.92060841290822,E,C,1
No,US,-30.00048872613368,D,A,91.0145876083452,B,-47.4378608447753,B,E,37.09922063873245,-62.06768537828184,88.25910718889294,E,-84.39168677960284,C,D,1
None,Mexico,-130.71958456620678,C,C,70.9465295649236,B,200.96967827019537,D,D,-162.8993419255166,57.71227504876772,97.05550615373807,C,-84.62135962754805,E,D,1
Mental,UK,-1.4286798012242359,B,B,-12.814367300677166,B,-178.63139050607083,E,C,88.08871587766961,29.733982725806435,-13.659388523143987,A,62.6416255975,C,D,0
Mental,Germany,-53.765159561277976,C,E,-40.195339180251565,B,-277.4770481877051,A,B,179.7011231715768,-74.60972403499841,-57.90940073857994,E,-73.31574463484468,C,D,0
Physical,India,17.824914220146383,A,B,53.10474235478983,B,-218.26000575596774,C,A,93.14162898250241,25.206170849261845,145.6920178182917,E,27.3510923504504,D,C,1
No,India,145.3335084902104,C,B,162.9095284631041,B,91.04092628203801,E,C,217.96172811420033,56.181047363682836,-0.9350283251222924,D,44.467407905694685,E,B,0
Physical,India,-140.14223364981342,C,E,43.27744451006772,E,-196.984310008558,A,A,-79.99053628418363,-10.517689741623446,-119.38517663636037,D,-100.02324839592664,D,A,1
Physical,Germany,119.61281738267418,C,C,60.34226753412687,B,-77.43207408993337,B,A,19.31623690198551,-182.98708581627338,-2.5227680456898978,C,-77.49143963881485,B,D,0
Both,Brazil,55.04335334806642,D,E,-120.12537797096927,D,-33.3145055835427,C,C,38.28989754214484,88.63214454120066,-107.48554298868416,A,-43.724733913200765,D,D,0
Both,UK,108.41103452366904,A,A,43.43874070893738,A,118.88897216477758,C,E,76.86276394828568,-19.80866644921104,-75.38817831838658,A,93.99125442696969,C,C,0
Both,Mexico,89.82133639904302,D,B,-165.21407431765175,A,-69.57877672989592,E,B,-26.503024494120687,-10.751810564611622,20.557651619971654,D,-76.0793855900106,E,B,0
Yes,Germany,3.903012522401865,E,E,-45.39148977050066,E,-69.94145142115262,C,A,79.4407320821223,-97.81567575394898,-108.36537610384491,D,13.148439134512163,E,D,0
Mental,Germany,-94.88950970656646,E,C,-33.013016653756424,A,54.20804848447165,D,A,115.428811082279,16.20735109921952,85.42693591062968,E,-21.20476370148658,E,C,1
Both,Mexico,11.037460945984819,C,A,-12.291108873686344,C,-17.456173765186048,D,A,-37.85079070056735,-30.010410670353764,-82.24999170853016,D,154.79699386201617,C,E,0
None,China,194.26167809201004,A,E,39.10075263639458,A,-197.76997015571786,E,C,47.751531937619845,-103.08708074598213,29.180300788527152,B,1.1039286047641588,D,B,0
Mental,Other,6.3440321675358,A,C,40.07119395550074,E,-160.2085943564554,B,A,108.00388598244983,159.87697225720515,-5.09172960036,E,155.50039812199483,D,B,0
Mental,Other,232.03087641653477,C,D,22.14267122196466,E,10.820966224217925,B,C,-177.3471086564248,-25.908567624742894,-37.202251813879634,B,-131.46364726291313,E,D,1
Yes,US,-181.92619493371097,C,D,-62.829944194500264,D,30.369108374137234,A,C,-62.989223973184295,-60.4533298084701,9.863320254309201,B,39.27672498966311,E,C,0
None,India,-69.01060537661888,A,E,25.55879176738078,A,154.10299389502023,C,B,24.50752303151801,-18.457884777084573,90.48422490789994,B,146.62798534241784,C,B,0
No,Other,88.14030914067258,D,D,94.69978601994366,D,-80.54107691259559,B,A,195.37641614651798,-97.64305196335421,83.44837846895076,C,-28.68906948628443,A,D,1
Yes,Brazil,-6.176020132837785,D,E,-278.6722825421895,D,-38.21712789619323,D,A,-190.92885708423134,13.24601337576862,18.00358900499501,D,-51.37582373818614,E,E,0
Yes,Germany,-104.36318723726016,A,E,124.08763117222014,B,-91.15912307939045,A,C,-139.42334187455438,23.76117897737324,14.943347074264743,C,-99.96327355034921,A,D,0
Mental,Mexico,108.65123152392245,C,C,123.21278863427719,C,-168.90127668497755,C,A,138.19403787980963,-111.26734690010814,-74.17249645738748,E,12.583733973689093,E,A,0
