age_range,country,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
36-50,Mexico,Single,19.085831846934745,B,109.35480033640326,59.88893013217492,-1.8775971174398522,100.11711175963707,59.781735431438555,A,C,9.960474730410517,1
65+,China,Married,1.4316956713444742,A,-84.4731888218962,112.69568811516302,104.72162652004945,173.1443847934589,-4.324614963858961,D,B,-179.86201934791765,0
18-25,Brazil,Widowed,-119.65688834723498,C,-58.63645054973119,-95.91307980778807,-51.98475486148564,70.45202394534188,-41.99951759796189,C,B,48.63808819674774,1
36-50,Other,Single,111.06349723492796,A,29.800036006586556,-120.98588377357753,-5.91150380551946,78.2599406231702,-16.57953486776934,E,D,196.86217526763906,1
65+,Brazil,Widowed,34.926069572507565,C,-4.2220888018919265,-94.22713523655743,-88.2327956744102,68.11859750178819,160.35376187269136,A,A,-94.24808374865466,1
36-50,India,Widowed,18.840853823342187,E,204.06435108807943,-8.13410515918698,18.48543738902797,140.13173668331768,-132.95149945089568,D,C,24.7299532811875,1
65+,India,Married,-0.8373816907418427,E,-59.133518632231045,113.97137810873765,104.71461169178559,-131.59234995787665,-127.69046044796394,A,D,89.64759045913114,1
51-65,China,Widowed,33.72908725782268,D,72.32211454832132,-32.97369649822032,120.76773785309285,-80.0249759209967,-20.045715918602,D,C,14.599320194555743,1
36-50,Mexico,Divorced,58.4028550789335,E,-115.1698322808038,-29.092255746841154,-81.25185086792642,181.43629731519505,63.30278956219901,A,C,51.969769557884206,1
36-50,US,Divorced,-61.62239502913134,B,-67.07206217809517,109.73429019973764,-112.51155869750053,67.95850060498904,-15.915395023523205,D,D,73.94379341549664,1
51-65,India,Single,-70.79301211144802,A,135.66517811049553,-116.81689973536638,21.673991154011574,-115.5005039075269,-43.183048097126246,C,B,149.0477179440206,0
18-25,China,Married,188.53090250480648,D,55.14897536097614,25.060028661688495,2.3848420342940013,-104.97291754012726,160.22015245914505,B,C,-14.636960076834862,0
18-25,Mexico,Single,152.80041484973742,B,12.666653482015,-20.804064147521604,-8.470292257551007,-93.89023524071607,225.928668697005,A,D,-31.507094752743015,0
26-35,Other,Married,46.15243591209905,C,14.360556743518746,37.3728345255089,-66.29975174076552,-29.10239735263499,-45.66716763604654,A,E,-53.43887369681496,0
51-65,Brazil,Divorced,-121.29563948518229,C,61.617536841591836,-4.960719777253015,-30.190699395687947,-87.19868008030855,-75.10067301684339,D,D,-5.603606837091054,0
36-50,India,Single,-31.119455914766526,E,-70.99675847973296,-1.7564449801818482,244.75515887373592,12.64799524788389,85.29629904927668,D,D,47.62133617564393,1
36-50,Other,Single,186.2336462160586,E,25.302292860567587,-134.30329605149515,174.87519222236244,125.7659909438701,-140.55281763110625,B,C,18.86950386949183,1
18-25,Other,Single,101.13030026089645,D,9.778731878035918,92.65107989754556,-94.59992421764413,-117.80232949654888,93.96963723475118,C,B,-18.03642593361503,0
26-35,Other,Widowed,74.38527402624189,A,-10.27839765311701,-166.1643266605251,-113.78494196753269,-4.029905361992838,-185.9650987572724,A,B,-10.143099842601671,0
36-50,India,Widowed,-139.5856011162184,E,-142.8291130210481,19.861917107531195,-110.32780389739614,-205.05055097358525,-59.3628682222746,A,E,-40.878662398973006,1
51-65,Other,Married,-94.72727692609332,B,10.384083160243723,-88.56177209803849,-106.81240647082436,6.109276051156464,41.85703230173836,B,C,71.85770688364452,0
36-50,India,Single,99.99866126049488,C,-184.9519885025761,-79.6669738102889,205.29095589459897,-16.608416721625918,-144.62177202864456,E,E,-146.35607422628524,0
18-25,Germany,Single,-66.36368664202638,E,-190.0992267527392,-159.69181811399352,17.35917119972545,79.69459540953135,71.67602326272898,E,E,-100.41165170818984,0
18-25,India,Married,-51.53386931799415,A,47.36673244265638,-133.24919492053493,52.346206041775886,98.9703312721652,43.60351978334884,B,A,-168.4446102827453,0
51-65,India,Divorced,-53.05945086102434,C,-162.7224622713841,41.62607869846501,81.12161931703758,-261.064672897736,39.818191603193306,D,E,-48.55183295902531,0
26-35,US,Single,-147.602016637487,B,-5.727963100866705,-19.191201630414994,20.453894236023626,-43.561551145154425,123.78227189822026,E,B,-43.19281807650944,1
26-35,UK,Single,12.701050759530169,A,-61.198559513571084,141.79429343595928,-63.898353180690236,-153.05882226964357,152.10358835715056,D,E,-80.83292850775526,0
65+,UK,Married,-3.9531939668613245,E,-186.76706706758284,77.67852832411093,-43.50315351418691,2.412481655375894,16.20875961960053,C,E,92.56697881502022,0
26-35,Other,Divorced,8.306518227307564,E,128.24117232393996,39.44220451201205,148.40198291453333,-68.76301862421273,-134.32246603258372,E,E,37.326391563962424,1
26-35,Germany,Widowed,-47.09135672280026,B,21.218300151479603,-111.27497756614898,-15.559598979549216,106.19018641855497,-71.44683317504129,C,B,5.994798303866368,0
18-25,Mexico,Single,77.46719340211436,B,86.82521398008566,45.61089681780616,-3.3478157883107,175.7320077468455,-140.00701720413258,A,B,-39.0723511205075,0
65+,Brazil,Widowed,238.1814801299695,A,-3.6527891732053397,-74.04848606184818,-86.45647579581069,122.0586904394344,58.00252416967593,E,E,36.06188672388954,0
26-35,China,Widowed,-79.42090011864057,D,1.1712448931900636,-71.5183533630182,-56.75787496901948,-55.989576368333374,22.596459207434428,A,E,-82.61016086130225,0
51-65,US,Married,96.69721857790034,E,77.82728225166936,154.5486596537842,15.644772135372087,-109.62962183743431,-80.10252477259229,D,E,14.364842261866745,1
26-35,US,Divorced,-107.135110712491,B,-115.16327581680841,27.60911654369852,-91.43079920032703,83.18613416926924,-153.7763471806492,C,D,-53.45340931518867,1
65+,Brazil,Divorced,-318.29766562674615,B,192.13703549766777,181.0601608385785,-50.19709300670022,8.462513189651402,-134.70492888547784,A,D,29.360016977204488,0
18-25,Germany,Divorced,93.68369749365579,D,-208.98551987479627,22.52745104251672,221.33941913917764,-13.07727718487928,-118.16739151568515,E,B,60.40954740123558,0
36-50,US,Married,96.33566255640343,E,-54.746739026729266,54.23078812181588,13.345318988709485,-94.81813802498368,175.36108174750896,E,E,156.58174135211442,1
36-50,UK,Married,-125.44211507850515,A,-150.3109917706829,45.57105035299775,-24.172406334897783,41.95827516538737,154.5429850526554,B,E,62.043937134296854,1
18-25,Other,Single,10.963679926933741,B,66.84256275869178,152.70764931739635,124.55424693140118,14.570569274527134,196.60093922134584,B,A,-11.523260472170927,1
18-25,Other,Single,148.7036428110303,A,-103.12682125326538,317.0224331167064,70.96651160243285,-30.756477167697383,1.8968015476556397,A,B,60.09559710552082,0
18-25,Germany,Widowed,-104.06355860131771,B,93.54139515392124,200.20499312743664,-112.79248079956909,-65.10577333661749,157.84449202122332,D,D,51.757755150448524,1
26-35,Mexico,Divorced,-27.93448857028848,A,-137.42703487737936,21.01436326047966,84.32578984277414,-88.32890284480922,-52.666206116173285,B,B,14.701223270236463,1
65+,Germany,Divorced,-143.35716598648426,E,-48.70453636908384,-47.154973506699086,-12.190414033672923,-227.40067126637317,128.29673392208477,D,E,315.3910942710494,0
65+,UK,Married,37.842270181538126,C,21.25072268892965,-78.60198564001034,-106.42672717015067,80.7279792726032,100.16195550634454,C,B,-102.11424535926025,1
36-50,Mexico,Widowed,19.528528609206425,D,-12.257997277489238,-173.6067245727771,-0.5367498647701964,-355.56807739540324,-14.12418571087371,B,A,20.859274071272694,1
26-35,China,Divorced,-72.39026877303309,C,38.51898396438473,110.85774464410494,-26.262795746232097,-101.89814496278866,-99.65268740843196,E,C,-103.17432688277519,0
18-25,US,Divorced,-40.091115229579714,C,134.34238170995954,-154.21285744184684,139.26194605728512,11.189727269560652,14.641007588537205,D,A,-84.14886719623492,1
18-25,US,Widowed,63.294706328723535,D,95.47749625694576,-66.14677399312295,-60.81159949303904,-9.339284183972541,-8.16097194313338,E,D,-138.14966805267767,1
18-25,Germany,Single,18.643497822046218,E,-3.535917072798068,-154.7847937088987,-36.70136210673022,-15.634357244283564,81.45423928252298,B,B,42.649570909180106,1
36-50,Mexico,Widowed,-115.31119103010414,D,-30.88228461801439,183.02602981761248,-67.49352469649443,-113.45713186629422,-118.95953579561358,B,D,-130.8506893297363,0
26-35,US,Divorced,97.87221547531911,B,71.5990576815142,58.69214065349442,-60.93954599039243,-154.62543930390297,-24.0183259244034,B,A,153.29024372732366,1
51-65,US,Single,-18.240702435350254,A,139.45404444423647,-16.706844607413316,20.918760862414462,13.586753177166152,209.11449226181475,E,C,-19.42829739447054,1
26-35,Mexico,Widowed,34.973300361836905,A,-87.62080814246828,77.51979172265395,0.12790729843876206,-74.95962943691472,70.5114208322223,D,D,90.72315469733797,0
36-50,US,Single,119.54732319139268,B,125.32801154990125,-45.55171892740916,-45.45097668237256,25.992965727615037,85.53631036282485,E,A,100.40751819893205,0
18-25,India,Married,63.89417628347719,A,62.93756619112555,43.21632803657163,-226.24007152244553,-29.854282492901863,-16.042978996018757,C,D,-34.523540304610506,1
51-65,UK,Single,-306.7177050978032,C,60.7112790987034,115.41152986354408,-110.97417509501719,-67.58338143893887,-186.69606354312873,D,D,61.89429638651775,0
51-65,Germany,Married,133.47970508744206,C,-119.03644909831516,-61.51621723020268,48.7201650268199,15.507706709382477,-79.99325260625007,D,E,55.50831954387654,0
65+,US,Widowed,119.59163218321211,D,191.3459567621729,-88.55447568471682,151.9112646546634,42.277538577252294,-61.04334051647218,D,A,2.2964526317440317,0
36-50,US,Married,-15.067704105298246,E,124.09158911799085,134.4325757743695,-244.05962314830165,111.94535506466923,27.894700059020614,C,B,-164.87752103451945,0
65+,India,Widowed,-185.83474836271643,E,-20.705696761585397,138.9895465935161,-74.68731901110829,138.23089402986778,-19.601003108227797,E,C,89.54085364195912,0
26-35,US,Widowed,-161.42678071130345,C,-8.91774014750157,25.644268002434938,111.71307954046684,-76.68869310122601,13.826533724538375,D,A,-36.78844946829649,1
51-65,US,Single,-10.389028611371824,C,-192.95127730567475,157.6165168781493,11.139994466080976,-62.61650438607074,14.270414842620033,B,A,231.49949632992647,0
65+,UK,Widowed,-192.51428069123506,A,161.83608402220847,-108.86913441973991,101.4773686952114,106.57695094797354,-24.23144328881129,A,D,221.70235254499815,1
65+,UK,Married,23.843247628462677,A,-109.83585988919799,172.54700161991335,-137.46091467629006,-104.25027576929445,-108.42297438595993,D,C,72.18494180717559,0
18-25,UK,Divorced,-152.2017110377447,A,45.47834753721782,125.62617849311657,-150.16658850549302,29.510851547981932,-87.72489083287014,A,E,129.65484083849466,0
65+,UK,Single,16.9336946883383,C,82.33931928432256,59.9354352108209,22.074992718303353,-189.7923253895459,186.44454488488768,C,B,28.176835824212276,1
36-50,India,Married,84.08715731552212,B,84.09414988517344,49.24659891192999,-42.38416808426319,-10.964603715104854,-25.39292593523712,E,C,-61.61316852246903,0
26-35,UK,Single,-20.149702994719302,E,44.6909226627232,50.180067481075085,-46.639180550062086,-44.96249405502711,2.975451177351419,C,D,44.32518398866437,1
51-65,Other,Single,56.80193783365207,C,-131.73506084839676,-132.77331249255803,-36.00123729476025,-94.62745234007296,-67.46567017551837,A,C,-13.145377411554172,0
36-50,China,Married,36.60245658386212,D,96.74463208277653,-77.03327019066138,36.74428772689284,54.55746275194011,21.3611592955545,B,A,32.34896275797048,0
65+,Mexico,Widowed,7.375352642565952,B,219.15262782900135,-4.083632466462253,95.07889880856236,-152.03929932583443,160.32988414269346,C,D,97.5829043160621,1
51-65,US,Married,-71.1758746977069,C,58.23716597269411,-75.10367909972334,118.24070725425102,49.067295160982276,-46.45339978118035,A,D,-37.512207085171376,1
51-65,Other,Divorced,11.57900442350382,D,181.38933921702275,78.22213992657602,-15.070199240802637,-47.84747582248849,145.14631514110457,D,E,-56.86517006945093,1
51-65,Other,Divorced,43.06101929134414,C,-188.7757364033181,-97.95523333359799,21.328902949942172,7.965775178458795,0.03362966799181593,B,E,59.54710077330193,1
26-35,UK,Widowed,-79.51750579826997,C,173.371928528036,-30.438555702370884,-7.976531158391742,42.62548213335832,-34.684004869356606,D,A,-134.8879191681282,1
36-50,Brazil,Divorced,-26.70481048364039,B,106.04086085056946,19.429342712347584,166.58120523621946,-34.277156067428905,169.75176502826153,A,A,102.11335750665529,0
26-35,UK,Married,9.406652741544887,C,-69.64875910397225,38.94497294531212,15.193117585654978,-59.293949693619695,-31.05153697910266,B,A,-150.17822522871057,1
26-35,Brazil,Single,-87.25721647585827,C,-202.4617612910285,-103.8544139131277,-49.18043954871122,-225.34025153212548,54.43293967361215,C,E,84.60806276616152,1
51-65,Mexico,Married,153.2904059425633,A,-20.0509686214556,83.8697514573877,-315.3887321532713,-136.46410639545496,142.52241538344234,C,A,-258.8343152313708,0
18-25,Mexico,Divorced,-76.43925805724821,A,57.92755760372286,-103.80738176177753,-217.74388054855126,30.743712148073826,-56.676579915760726,D,D,223.1641162511879,1
26-35,Other,Widowed,10.482346355400843,A,74.06733365240814,85.62577286636137,42.066533859955136,74.86674966408586,-121.13881540240052,D,C,-19.036669994619032,1
65+,Germany,Widowed,112.08846056265813,E,-217.5281067187202,66.59453534559442,75.68062488077707,-42.56513448697801,246.66190004677327,D,B,14.572589983892161,1
26-35,UK,Married,258.976655257693,D,-21.887987961046708,28.168847218443222,-91.67844579136501,-115.04885249326904,104.77439173919069,A,E,6.854357493984815,1
65+,UK,Married,78.12191364788774,E,5.88168956673417,-89.53632337562398,-65.52273066059982,-5.995294027407078,26.95786904098095,D,A,0.0323441695015607,1
18-25,Mexico,Single,-7.687988856153974,B,9.392251878521076,73.95204793174086,61.10079201234774,11.757875621506733,-5.92127014729865,B,E,-53.832711001957335,1
26-35,India,Single,-85.8324152124782,B,-131.61415097458385,77.5539241221718,-28.11844307433159,233.52121082006866,-16.263961241701818,B,A,52.43589751155735,0
26-35,Mexico,Married,71.43021755348441,E,38.31039723003421,105.67901377921089,166.81031504936493,82.57066507125779,77.09585657674928,E,D,100.370235135709,0
18-25,Other,Widowed,40.355460599836285,A,122.598658779033,24.04875240228815,-75.46405807017263,149.1999900292282,-44.744592443416934,B,D,-134.0799310585522,1
51-65,China,Single,-71.81459459880219,A,74.09882527361836,19.43398281208787,-23.918521846279944,-184.59124898753188,117.02082909857312,B,B,212.27811921968214,0
18-25,China,Married,72.05084743635362,B,-11.790813100065241,-57.83899819474936,117.35113810453099,61.6740231253304,-52.96898948683013,C,C,126.91337489542427,1
51-65,US,Married,120.46701093805146,A,9.049601670065663,9.654726069529113,136.59089229574306,16.77574881325778,-100.17460153066541,D,B,38.648572129498035,1
18-25,UK,Divorced,45.54570834955314,A,-10.363730531844228,127.52021286417154,-86.00220522546476,-8.940820462931098,171.2022395102661,B,D,57.25745363298266,0
51-65,Germany,Single,-168.32651632472164,E,-107.57443479281112,43.86405607192115,-58.058001834171,-32.10994835802229,-140.38195630094935,E,B,60.46211927519208,1
36-50,Mexico,Married,2.894681961056491,D,123.82198305936387,-70.15195751584969,-138.19587673001433,46.18599474318235,-23.528865334577866,C,D,-192.81939517593415,1
65+,India,Single,156.12551342464462,E,94.27091083185017,60.98030456565604,72.9307327606129,92.41083360355101,-178.4237845226986,C,C,-15.000292133503383,1
18-25,Mexico,Widowed,40.35452380985513,D,-122.0230111850938,125.46275317755256,-36.79619825157614,-67.90885684573689,-21.15614636147725,E,E,62.19203087863092,1
18-25,India,Widowed,-20.976268000321905,C,-56.930705241958556,-111.1405895613069,-102.044771996979,3.9204299740978397,-194.43211228284105,A,B,-121.88468579190932,0
65+,US,Married,13.234010973205113,D,90.70009925955651,-112.79123419559434,-264.2829189660782,176.729922133729,-1.0501311976383496,D,C,5.5345213457290665,0
26-35,Other,Widowed,-107.8370026271673,A,-16.560709643729023,127.63896241435071,52.156281758761814,70.78321768070214,84.31686542116745,B,D,-7.512718749108766,1
51-65,Mexico,Married,124.1874613038863,E,-59.83491547605582,104.61684499744513,-87.02147764355433,44.916320492776265,38.48093273260233,D,E,190.61771041264163,1
26-35,UK,Single,-102.04074639794118,A,-109.83927070236905,-5.026906086102288,86.31771062738463,193.0322390953392,-53.16465483395474,D,E,-63.04470465877141,0
36-50,Other,Divorced,10.236640672734934,D,-52.45280715030858,-207.13506223713583,214.8248538532879,-9.00570171196167,65.01637372270504,D,C,-33.42525249306823,0
36-50,Other,Widowed,78.26094591071586,C,8.231339147912207,114.55361040896983,-10.272298252872321,-35.12340261239177,-74.35824856000984,E,C,70.89507434227586,1
26-35,Other,Married,109.95530413214803,C,-166.8369439654487,40.984923335625,68.5528963801326,-59.82177755733286,57.891315743356984,C,D,-110.814005641691,0
26-35,UK,Widowed,-61.15392725585911,C,-91.212832395062,-60.445863709688005,220.07029026458764,196.08314387479854,-111.5850680517174,A,C,78.46701312465815,1
