sex,Veteran,nation,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Male,Non-Veteran,US,Black,-21.433085424060064,127.07149876753492,-61.471077836397704,-7.005047918373501,C,E,C,0
Female,Non-Veteran,China,Asian,-146.60598265331106,-36.12484055520756,-107.22314707830614,-98.45241392375056,B,B,A,0
F,Yes,China,White,-113.8988681410957,77.8204833980844,160.82572064805518,189.20434665583906,E,A,C,0
M,Veteran,Germany,Hispanic,99.59516848062168,-19.863059723557846,-110.56525094280485,197.17275450023286,D,E,B,0
Non-binary,Veteran,US,Other,60.371228315618666,-83.9769752619777,-98.75597234110052,-133.81701465846652,E,C,D,1
Other,Yes,US,African American,-63.020314358666276,-34.88993085078966,150.1524455647359,-22.450683650335534,A,C,C,0
M,Veteran,UK,Hispanic,-93.74458124736816,54.63033100033506,-65.78824905168392,10.328516983494604,E,A,E,0
Male,No,US,African American,216.87539869793042,6.2929443065265485,28.855674127351445,50.673204387755966,A,E,E,1
Other,Yes,India,African American,-128.083446583014,55.120310928848596,56.873265474335135,128.6642326962685,C,A,A,0
Male,Yes,US,African American,8.134563660563023,-48.47618862728336,157.19242805100842,-7.19607769507828,A,C,C,0
Female,Non-Veteran,UK,Hispanic,-13.301870322827073,-121.87352665405895,-43.34705797824625,152.59854751782512,D,B,C,0
F,Veteran,India,African American,-121.67059609562831,-137.7173119410859,-59.398362882053256,-67.93117445033216,C,D,E,0
Other,Non-Veteran,Brazil,Black,28.919928596985585,-20.9065413183002,-38.982253936953946,-220.26134935482827,A,D,B,0
M,Yes,Germany,Black,-66.9130287194235,-4.179713608772103,-151.36088935931912,-45.315158212899156,A,C,E,0
Non-binary,Yes,Mexico,White,144.53548911519295,11.26970448455654,86.22776800316608,22.859670744322955,B,D,D,1
Male,No,India,Hispanic,25.694796161610267,125.40766239940457,-1.5596664648814909,-45.069880258866284,C,C,E,1
Male,No,UK,Other,107.76644663414228,-46.005228963408,-64.88221702730418,-142.3924312710339,C,A,C,1
Female,No,Brazil,Black,29.293602506487243,-160.89404969686075,92.93835432572457,-134.79637010863212,B,B,B,1
Male,Veteran,Mexico,Hispanic,53.164618439380526,42.29953293847794,30.58205873166167,28.433138692181124,D,D,D,1
Male,No,Mexico,Other,107.53053328193477,-13.938681113331691,-170.6721446498227,-63.53109779498152,D,D,D,0
F,Non-Veteran,Other,African American,-41.00542422282405,31.7103546143191,163.80409559722816,117.56808135606953,D,C,D,1
Other,Veteran,UK,Hispanic,132.04177201760572,206.58235246162982,-17.959637217526183,-29.452624054833148,C,B,D,1
Non-binary,No,China,African American,-6.685525979431331,71.43227845193894,-74.91075744900712,-30.236373570543595,D,E,E,1
M,Yes,US,White,150.96483573487487,-29.998748651530605,-42.75683729897948,-19.957475992334096,E,A,C,0
Male,Veteran,Other,Black,-91.52245513023212,164.70264234511086,-96.62763149930237,132.7922081653001,E,A,E,0
Other,Veteran,India,Black,-270.28806880319866,129.44558091442033,44.47521287145572,42.02129058227459,E,D,B,0
Other,Yes,US,Other,-142.72171758467485,96.95502283794309,194.52287892615823,56.79257290653985,E,E,B,0
Non-binary,No,Germany,Black,38.0790944580478,-84.00493730331362,13.569265430643117,2.6194683957857072,D,B,D,0
Male,Non-Veteran,India,African American,67.54435166545417,125.16406492832424,-9.723118291311266,-175.49338424182602,E,E,D,0
M,Yes,US,Asian,80.3092899004835,7.249625687850275,-21.792545226160012,-36.15752552030329,A,D,A,1
M,Veteran,India,African American,-235.0772080549219,-33.4688284293816,-21.07050200738453,23.799772453414782,A,A,E,1
Female,Non-Veteran,Brazil,Black,-39.66661392820598,-71.53447011725927,12.230936288002372,-94.60339341438416,A,D,E,1
Non-binary,Non-Veteran,US,Other,108.0747431398637,-88.25132625459172,116.06518466697422,19.639253274325387,D,B,A,0
F,Non-Veteran,UK,White,26.76784645995076,5.772766725288899,89.53183803332678,-87.60056948730237,E,C,D,0
Non-binary,Yes,Brazil,Other,14.631854088820761,-72.40301398955789,170.40350164722162,-269.1333380248292,E,C,B,1
M,Yes,US,Black,-62.603207859848744,64.53025015301091,-17.004070583797702,-81.10608749614478,A,C,E,1
F,Yes,UK,Black,110.62684740546518,-155.5731366625958,19.24695433160269,112.42212594877866,E,A,D,0
Other,Veteran,India,Other,-132.59006679902518,-220.04159808681382,-102.60337633030147,6.636945651455601,B,D,D,1
M,Yes,Other,Asian,-71.26296075571801,131.91509528603956,-51.22913667160846,-17.439965944954533,C,D,D,0
Non-binary,Veteran,Germany,Other,-91.52694883412373,179.109247040663,-67.10735414120668,-184.32987704739637,D,A,B,0
Female,No,Brazil,Black,-0.6859179111565918,-116.9175148541062,-54.912954287271766,-60.22349598150125,B,C,D,1
Other,Yes,China,African American,21.913911452421843,-27.387557572648465,-107.83582718323083,123.93816573872662,E,B,D,1
Male,Yes,Mexico,Other,-143.44449348463843,153.56045451287915,199.77819180436438,-99.57609761588701,C,A,A,1
Male,No,China,Other,-44.61784549647682,133.84510941769227,-99.27712612170666,173.70768002139636,E,E,D,1
Other,Non-Veteran,Brazil,Asian,-169.19338361751755,-218.51850049055034,100.49714823029088,-69.3669257154507,C,A,E,0
F,Yes,Mexico,White,-1.8873242198138316,148.73217608852286,-70.50922681933824,5.034909511571941,D,B,A,1
M,Non-Veteran,Brazil,Other,141.23025360785388,23.198276176864336,1.6735537395536668,26.92620852194722,B,E,E,1
M,Non-Veteran,US,Hispanic,-127.01923734431986,138.16356655395293,-189.43373528012805,-161.99579398510016,A,E,D,1
M,Veteran,US,African American,125.71057002782418,-33.53748930534675,93.65007753949455,-80.67592028004128,E,C,D,1
Female,Yes,US,African American,-156.41607536446807,90.94732453908854,43.81278770897675,-91.56862303797965,A,C,E,0
Other,Non-Veteran,UK,Asian,88.3158604471834,-163.53837524381646,-76.02257024203895,-13.522071151448761,B,D,E,0
Female,Yes,US,Asian,-66.41138495403538,-102.64731099923993,31.525469563524766,90.44840742187449,D,E,D,0
Female,Veteran,China,Other,-68.71144074964654,-17.22276690733125,36.83674676405008,-119.08936776895757,E,C,C,1
F,Non-Veteran,Other,White,22.96330097782792,-68.0727132707537,142.13554782204764,272.32252859938086,B,C,A,1
Non-binary,Veteran,China,Other,93.15842421520396,49.74455709755629,92.3343011710768,-79.98178657174225,E,E,B,1
Non-binary,Non-Veteran,UK,African American,-1.0628230307324718,43.71030539045714,17.436832926857207,-68.11204644507957,E,A,A,0
Other,Veteran,UK,African American,74.281244412706,40.0111408831963,-66.70436941766576,-30.30373035490952,C,B,C,0
M,Non-Veteran,Brazil,Black,27.643491537702168,-43.069696703171225,127.83493230650005,-57.183003220584474,A,C,E,0
F,Yes,Other,African American,-11.403162142918264,-34.89096798508932,-125.28048709286648,77.08457245014492,D,C,C,1
Non-binary,Yes,Brazil,Other,65.59106341899934,64.61302568935338,-129.17188438081203,-151.8974502736642,B,C,D,1
M,Non-Veteran,UK,Black,71.79902996638197,139.54575894069086,-95.7564666474348,6.069690933674222,E,D,B,1
Other,Non-Veteran,China,Other,48.977881854465934,-221.43441225005938,-28.213903820048163,170.3161076339696,B,A,C,1
Non-binary,Veteran,UK,African American,141.70077157328166,-14.825682586075228,-49.902266576841704,-32.426884396853275,A,C,D,0
Non-binary,No,India,Black,-181.37305624259548,-68.18078680780235,135.0036931652332,-74.43235409751985,C,C,C,0
Non-binary,Yes,India,African American,68.26174152280421,98.01576467592852,9.907724414372169,-83.59551624199236,C,A,A,0
Male,No,India,African American,95.86109878220022,-128.14098794034354,-116.74364034106961,8.007458797861599,D,C,A,1
Male,No,US,Asian,15.731429471320979,26.860395734837056,55.81547483091308,-125.22516961513443,A,E,E,1
Other,Veteran,India,Black,-20.560534187550196,23.343395830489026,-112.40010972943895,56.61846891689506,D,B,B,1
M,No,India,Asian,194.23097628589835,-115.75787384032922,46.63195025698567,-104.00630929508503,C,B,A,0
M,No,Brazil,Asian,78.14221838194503,27.759722882505898,18.846317304840955,-42.53160272214355,C,C,C,0
M,Veteran,Mexico,African American,-217.83881968254323,-168.71512470839335,-145.67049113834724,-2.053178477518254,B,B,E,1
Male,No,China,White,-32.33924832909258,2.8970241806430104,-62.37797346779338,80.03828085486167,E,B,E,0
Female,Yes,India,Black,-17.891372122941092,-128.3391114312494,42.32819426372626,-22.66480534526468,A,E,C,1
Other,Yes,India,Asian,-97.84230927726705,27.89536345258929,-91.59668587919369,-44.948334803940895,D,B,C,0
Female,No,China,Asian,33.32219765972386,-126.42761445588206,-224.89969763897005,-23.267238759438698,B,B,C,0
Non-binary,Non-Veteran,Brazil,African American,-100.2704351090147,-78.04788071898695,23.65184663476418,-103.0372116127682,C,B,B,0
Non-binary,No,India,Other,-54.53813548012897,-20.71677986832031,58.613577944010245,183.559648070094,B,E,A,0
Non-binary,Non-Veteran,US,African American,90.21358047481081,49.88478529313509,-102.58907853577932,88.43277030744497,B,E,C,1
Male,Veteran,China,Asian,-94.34749448987506,-26.957082461861198,108.29452944711309,-138.83359935012766,D,C,E,1
Other,No,China,Asian,-107.95643173133504,-44.741412771485656,-57.24025317323238,-17.714384678813097,A,E,A,0
Non-binary,Veteran,Other,Other,120.19691416423424,73.53854461529218,106.36050344104927,-91.39948370544668,E,B,A,0
F,No,Mexico,African American,190.47254002706006,137.55271441327238,47.72724172173107,-54.84389479340247,C,E,C,1
Other,Non-Veteran,Other,Other,-73.9303862219472,-115.0454086906669,-63.56131805670299,88.10362905475473,C,C,D,0
M,Yes,Other,White,13.860988405287888,-120.68954499124868,-31.114242525106402,153.91404577533729,D,C,C,0
F,Veteran,Other,African American,-52.991728420642744,-60.101838266361526,26.321407417900065,141.40558324182294,A,E,E,0
Other,Yes,Other,African American,15.564199544322783,-162.56449075679137,-17.43649696439096,-49.768999101677664,B,C,D,1
F,Veteran,UK,Other,10.642872150063466,17.14080900797947,-3.9719546229522513,31.101877855448233,A,D,D,1
Non-binary,Yes,Mexico,Other,96.55084224398682,-146.79408396080794,99.55313086949448,23.506449323340455,C,C,A,1
F,Veteran,Mexico,Asian,85.99309912905682,-32.201648323851636,-138.8173448470472,7.281490317585996,A,A,C,1
M,Veteran,Germany,Other,-59.4874586023358,-37.87309353065259,112.60637473639599,-91.17849302909936,A,D,B,1
Female,Yes,US,African American,94.87013805339319,85.63794077280383,-50.06756462299703,-133.09204585153097,E,B,C,1
M,Yes,UK,African American,166.40634724544523,-235.1027090420347,-63.669601319254134,32.13971347987987,E,A,D,0
M,Yes,US,Asian,19.61787281036205,-249.54288110092673,78.0013547371041,-198.56150385053206,B,B,D,1
F,Yes,Mexico,Other,-48.4059215889592,-7.2574749337803475,-100.65148746255122,65.85923292219469,C,B,C,1
Female,Yes,India,White,27.153287353954696,-14.365716657360336,-86.99690679600586,-34.800146235025906,E,B,A,0
F,No,Germany,White,-20.072649701194003,61.45661366040231,-33.14328900502421,-16.593032354952662,D,B,A,1
Non-binary,Non-Veteran,US,Other,58.06457271581198,299.4901933634217,-62.83428185027164,-144.1253207962556,C,B,D,0
Non-binary,Yes,Germany,White,-26.172688874021222,-207.3731989985788,27.796777964043894,-3.762038029121074,E,C,A,1
Male,No,Brazil,Hispanic,202.89052117582605,116.82097074079888,-211.94346832588784,5.531333853250098,E,C,E,1
Other,Veteran,UK,White,-20.73680506802851,-3.5233428949047316,-83.0765792249366,53.04954404523904,B,A,B,0
Non-binary,Yes,Mexico,Hispanic,238.35057819559057,136.9424706799526,-2.935073230335049,9.745666268893526,A,A,B,1
Other,Non-Veteran,China,Black,43.757050483280494,204.90604208996257,116.79210749098183,-5.646605134037827,A,B,C,0
Female,Veteran,India,Asian,168.45928624834772,-8.277569600307135,38.886560340821994,125.20206681771549,C,C,C,0
Other,No,India,Asian,241.5639590036458,-62.6257929974329,18.445940445251434,-59.930546168813535,C,B,D,0
F,Non-Veteran,US,Asian,162.3890691509749,167.72822833537276,96.6512430077162,-45.3395306344631,C,D,C,1
Non-binary,Yes,US,Other,-28.101913941491713,56.61467016158298,-16.241124794399084,115.6092848574245,D,D,C,1
Female,Yes,US,Hispanic,-153.3082256524239,-75.46681457130009,-19.58390903588026,-38.46158490809026,B,B,D,0
F,Yes,Germany,Other,-29.515876685081444,55.51720912783264,49.57271777798064,67.85143562752947,D,A,B,1
F,Veteran,Mexico,Hispanic,-169.6222656168331,-125.08448207945581,10.354911220882393,61.74509308351765,C,A,C,1
M,No,Other,African American,-52.562441282282265,-96.42644077806395,183.41318549759208,-175.67303949068872,B,A,B,1
M,Non-Veteran,Mexico,Asian,-50.82964623574223,14.46692907532629,-219.68787506163596,-1.7402352658483171,D,C,A,0
Non-binary,Yes,Other,Hispanic,-71.19576891809562,-19.064857975666566,-93.85089537377449,-53.252230862558946,E,D,D,1
Male,No,US,Hispanic,68.53955049022815,-158.74815281345337,-1.5207293834275013,-138.81327079345115,C,A,C,0
Male,Yes,Germany,White,31.587998338389568,-111.91957527907496,135.15198700967787,59.834817614540306,E,C,E,0
Non-binary,Veteran,Other,Asian,37.31159848875092,75.70218920995295,-48.35386658274061,10.151843767577287,B,C,B,1
Other,Non-Veteran,Brazil,Other,-213.02135645867713,19.07494273723295,88.47451517239567,-49.620821539248986,D,D,B,0
M,Non-Veteran,US,Black,90.13883493612566,22.225392091291894,95.31040799255366,-16.29808247910903,B,B,B,0
Female,No,Germany,White,103.3422630808041,84.2803495231021,-89.25741303223583,77.84787487362429,C,B,C,1
Non-binary,Non-Veteran,India,African American,170.6487648182437,17.835152198354308,168.63179079677238,41.571092319014014,B,A,D,1
Non-binary,Yes,US,Black,55.47969805527825,20.30612645432078,21.248412219600162,10.59190707218164,C,C,C,1
Female,Veteran,Mexico,Asian,129.106756944209,-265.24987368661397,-48.83243461339071,43.46828930228305,E,E,C,1
M,Yes,Germany,Hispanic,55.020882499111764,154.43232605701465,-104.48891209034808,173.86219647002181,B,E,D,1
M,Veteran,Other,White,68.70245840457909,19.958589464245176,-17.109743900957874,96.91539736542263,C,A,C,1
F,Yes,Germany,Other,-91.33634895898473,-59.56198053618288,30.332781646632107,127.4488431808704,B,E,C,0
Male,No,UK,African American,-114.74953083642134,107.5915220305559,-14.787005896449928,-112.41330060240966,D,A,B,0
Female,Veteran,UK,Asian,88.98488403090515,92.46348915653685,-88.43799489413944,-44.00387390663927,A,A,B,0
Other,Veteran,Other,Other,37.28234498536304,-93.35558502768592,-76.75736713551468,84.84962055213508,B,B,E,1
Other,Yes,Mexico,White,34.970567942404166,47.75414194052257,-57.63185167815218,210.29060653528023,C,C,B,1
Non-binary,No,Germany,White,-78.32501593147774,42.289711606445415,-25.262352700814244,-97.89405231749058,A,B,D,1
F,Veteran,Other,African American,230.31300893916747,-210.04903166100038,118.60414200318252,26.999579175573285,A,A,E,0
Non-binary,Non-Veteran,UK,Asian,-67.68943256538896,-175.8856444662249,-62.739328920385915,57.017857100292346,D,B,E,0
F,Non-Veteran,US,Asian,153.74545652861627,-101.94545784027392,68.80640305182179,-47.32122041375608,B,E,B,0
Female,Non-Veteran,US,Black,-63.591240614411916,67.89397018943198,21.241795883286596,76.43387897690086,A,B,A,0
Other,Yes,US,African American,-96.39901865319842,-60.7279308972679,-77.2660894758612,-44.70045085125934,D,D,A,1
Non-binary,Non-Veteran,Brazil,Other,-29.657256826366744,-43.307204928738095,-11.335025173411596,65.1272911929314,C,C,C,0
Non-binary,Veteran,Germany,African American,-85.35732785794305,-87.91103583330407,104.38213485463214,-54.53761533591549,D,C,B,1
Other,Non-Veteran,Other,Other,86.42823174184666,-41.463809021620584,216.30779287948297,32.82270790741936,A,B,E,1
Other,Veteran,Germany,Other,50.916718227038004,-136.82690396427938,63.45726580067097,24.474283817888566,C,D,D,0
F,Non-Veteran,UK,Asian,-173.20221896794325,-113.50955815571847,-56.541203513257074,110.98724890471618,E,E,B,0
Male,No,China,African American,24.98025823045453,2.3452866074233816,7.095933991668181,35.4454663354835,D,D,B,1
Male,Veteran,India,Other,-107.8282652269656,-187.67966787272567,206.67463268503093,-20.052171765749666,B,A,B,1
Male,Veteran,Germany,African American,73.59889058017454,-46.046303300610155,-15.081293020981274,174.23951393061202,C,A,C,1
Female,Yes,Germany,Hispanic,-147.3547374156844,-33.85890665617938,27.180531417512977,-87.7400850950942,C,B,D,0
Non-binary,Yes,Brazil,White,-82.49879027361816,-16.96307628449604,-14.988003581877333,14.782487307580258,E,D,E,1
Non-binary,Veteran,China,Asian,45.50504669816637,-49.836781972382596,75.89903090970851,-13.91263710050622,A,B,A,0
Non-binary,Yes,UK,African American,115.96519973237692,-195.99988909913029,-30.483357849264227,-104.55331295803565,B,B,D,1
Male,Non-Veteran,Germany,Hispanic,-58.56218618522387,-37.655510598292246,-100.49750672988415,77.12609584588483,D,C,E,1
Male,Yes,US,Other,-58.57749273124719,218.0442310750482,-162.00045570201104,-114.26521116917985,A,A,C,1
Non-binary,Non-Veteran,India,Black,-128.3916031533102,-56.09676475762567,27.172581291633897,93.99616796191658,B,E,E,1
F,Yes,US,Black,-169.05960476276806,-224.7562348482352,154.56702771223394,66.62843312023064,A,D,A,0
Non-binary,Veteran,India,Black,-157.55466863392647,239.61179542634306,-137.01502383004086,-10.170042614631214,A,C,E,0
Male,Yes,India,Black,41.97731074199941,102.89236271227176,29.438843315706563,76.17826388225866,E,C,B,1
Non-binary,Non-Veteran,US,Other,-64.16285276868571,2.390308666769699,-32.48488372863077,-70.98783848700478,B,B,A,1
Other,No,Mexico,African American,-35.06076804487623,63.403560786248015,-96.9148039077991,156.90112665497722,B,D,E,0
Other,Yes,Other,White,-284.289440303331,-87.3224607642945,28.429707121614467,-24.345571948683393,C,B,A,1
Other,Non-Veteran,China,White,21.916626465627438,60.144617207170135,44.111216996808736,-15.580036214366725,C,A,B,0
Other,Yes,Other,White,-44.88270913763726,116.70278630589894,-52.76712886432426,-3.5541960396710772,C,C,B,0
F,Veteran,Mexico,Other,-43.266775220020975,-31.95590806621797,-42.708978901266256,-59.83005914209194,A,B,A,1
Other,No,India,Black,-42.632247357617416,-133.84083551702656,42.02973432361866,-33.38844548237228,D,B,A,1
Female,Yes,US,African American,-42.75105489253267,152.20737284838853,-18.547913123830444,54.133155231936456,C,A,E,1
Non-binary,Veteran,China,Other,-20.882092367287697,173.9358590206355,32.9150715128642,81.3951509826025,E,A,D,0
M,Yes,Brazil,Black,92.59295581006523,-87.50650222345374,-28.98898115519424,82.98039424441454,C,D,C,1
F,Veteran,Other,Black,226.11930877307609,-50.888445363606095,-49.394691216292216,-79.65019868525948,A,D,A,0
