disability,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Yes,Female,E,A,-28.096042396507315,99.98606126615398,-25.985842952534853,C,E,C,E,-122.64318962112897,B,1
Physical,Other,B,E,170.7864315962481,-15.574593766936909,9.05911278047418,E,D,B,A,75.2350069056268,A,0
Yes,M,B,A,155.0605845602891,113.05109600362569,36.1498510546307,C,D,D,E,-96.80916504369681,E,0
Yes,Non-binary,D,C,-30.129505811928308,-51.99697294517151,86.94011106844557,D,B,D,A,-67.30238668412467,B,1
No,M,E,C,-80.29477481271104,3.383593172630041,73.6223369895808,A,A,C,D,-96.15334797515783,B,0
No,Non-binary,C,A,149.59884109210435,99.87827490047037,-8.499665308579281,D,A,B,B,23.991136903674462,A,0
No,Male,D,E,35.03639303766148,-43.97267764632883,-75.48590551627075,A,A,D,D,80.3976771923944,D,0
Physical,F,A,B,106.55390765633854,-35.58403745264851,86.26884553163278,B,A,D,E,98.28309423073665,A,0
Mental,M,C,E,175.85937316054518,-50.25905737029558,-117.04101233920959,E,B,E,C,145.2225043140145,C,0
None,Non-binary,B,A,72.39454507144096,200.98504549830437,7.995981978123297,E,C,B,D,-6.207755024006527,D,0
No,Female,A,B,-34.1552326885456,250.4052485099407,165.04767079227506,A,C,D,A,-122.35665424648158,A,0
Mental,M,C,A,-59.872781811489,-126.93141302550663,124.03956930092642,E,B,C,B,140.75186290371641,C,1
No,Other,E,E,86.82401274265601,-21.34214135090892,-55.676781771042684,C,D,B,D,22.629146897646283,A,1
Mental,F,B,B,-3.1786824977160824,-151.6066406749845,-111.54449596136178,C,C,C,D,-4.915267561480208,C,1
No,Male,A,C,88.40251228996327,-15.146587775927326,33.48980800661517,A,D,A,C,52.62323260109352,D,1
None,Female,E,D,-63.952430572033194,161.70207810246123,-20.19412140089976,C,B,D,D,15.54825503758796,C,0
None,Female,B,A,117.84375661996489,-84.95262437711122,-73.84997477218577,D,E,D,B,-35.57298772226869,D,1
Physical,Other,E,A,45.792948061634156,-80.75722124402368,263.5101077825517,D,B,E,C,150.06242036459201,E,1
None,Male,D,D,37.00026239148766,0.7094686822592227,-174.45679010368903,C,B,A,C,-45.97666792840264,B,0
Yes,F,D,D,-3.2896136423509006,53.06383630911117,175.6794170090153,D,A,D,C,-27.177474877079344,D,0
Yes,Male,D,D,-4.035251626097244,83.38981243578107,54.96700067728079,E,E,A,E,25.93227192610731,B,0
Physical,Female,B,E,-21.266289831127295,-25.620446815532766,-7.994646291690079,C,A,B,B,-88.92629776852536,C,1
No,M,C,E,46.627968987181404,-69.8826168845471,202.93744196183593,D,B,E,A,58.91018589216594,D,0
Mental,Non-binary,A,E,135.71237031514636,54.258862753846095,7.88869388964641,B,D,C,C,-44.6409587804061,B,1
No,Non-binary,C,E,78.15441396278499,105.74693187693515,-131.9179117386263,C,C,C,B,-94.92949882483197,D,1
Mental,Non-binary,E,A,147.6960349862128,160.9722818798874,79.64895855591007,A,B,C,E,155.9448053962774,A,1
Physical,M,E,E,-8.770240164500127,153.4042700106009,6.154375127662075,C,A,A,D,26.233691314619755,D,0
Mental,Male,E,A,127.94526564117557,-106.55199920519556,170.4297210180484,B,D,E,C,13.342128928565048,D,1
Mental,M,B,A,98.44673661092071,79.19436598303851,-76.7081664786162,B,A,E,A,23.31566576903264,C,0
No,Female,C,D,-5.556119417502135,147.8271324898474,-10.285095563571502,D,B,B,C,99.60795711601193,B,1
No,Female,A,C,7.040262084185938,-68.43948333583168,130.2469910794887,D,E,B,E,-8.136869984362866,A,1
Both,Male,A,B,50.69321773301709,-52.18453534795107,-107.80574217038799,D,D,A,A,-84.20256015304012,E,1
Physical,Female,A,A,-49.59196259864891,27.33967631456195,138.89598203478545,D,E,C,A,-7.722714352075857,C,0
Yes,Non-binary,C,C,68.08113314372804,-99.64562398216843,165.56176621347618,B,E,C,D,-13.552310944048553,D,1
Mental,Other,C,A,-48.78113255160084,-214.09130149528232,-188.16111062208242,B,B,D,B,104.03788743338906,D,0
Physical,Non-binary,B,B,-29.64968140989224,62.36927669030348,-70.56610394277658,C,C,B,E,-223.6195873512934,E,0
Both,M,E,B,26.14126942666689,42.65067034801787,-60.6513795348758,E,C,D,C,0.7084853493489305,A,1
None,M,A,B,29.559725585742335,109.31844365952372,53.408291160584874,D,D,D,E,51.87645068373384,B,0
No,Other,B,E,28.581359499494795,-17.288503423941012,15.990962575373777,D,D,C,B,48.275682339786975,C,0
Both,M,D,E,149.15920874671966,76.62220447051789,-70.63496892545047,D,E,E,A,-90.04201344039036,D,1
No,M,A,E,51.43895813253374,192.71478914038184,66.8795935283509,B,A,B,E,-194.7113656317856,C,1
Physical,Female,B,E,-15.61076180578512,-254.06249121597696,-82.49757157249785,D,B,B,D,101.23883670850387,B,0
No,M,B,B,-93.45255295512935,-130.70771280509254,126.38497669626145,C,E,C,E,-74.87601127293021,D,0
Yes,F,E,E,10.445217620787698,26.583003106875086,77.98613417910371,D,E,C,B,-33.47211182666322,D,0
Mental,Other,D,B,74.13935464286057,116.84566202307336,-65.3624176636409,B,A,C,A,-58.43713405069779,D,0
Yes,F,E,E,-9.79388618663765,-39.92813424244492,-14.913782671340906,A,D,D,D,-13.341843797829837,D,0
Yes,Male,D,C,-195.90737852147032,-70.55499048204832,179.83959550459969,B,A,A,E,145.6912382477694,E,0
Physical,Non-binary,C,E,73.20181663666068,195.77643100666702,-50.80413446775188,E,C,B,C,-36.36172627905445,C,0
No,Female,A,C,43.14038886880616,116.30379289224923,159.7735005607242,D,C,E,B,89.7752875443427,E,1
No,F,A,D,68.87132434900212,67.05637713324093,165.14844020123522,C,A,B,A,3.7891090425662943,C,1
Mental,F,B,D,29.609693669236485,136.41112041818667,158.47397386655788,B,D,E,C,-39.05178046054731,C,1
None,F,A,B,-31.21072760330992,-136.92057982311195,211.45756245123818,A,B,B,B,-141.87863262933783,B,0
Yes,F,A,B,-72.44000819946454,66.1040941207724,-43.21817015188998,D,E,C,D,-52.6572895044031,C,1
Mental,Non-binary,B,A,-58.550355931565534,279.2592195838319,107.47984796313123,D,D,C,B,-77.41399029297972,B,0
No,Other,A,E,-111.91871019685532,16.652329945466406,-61.0261688781638,E,B,D,C,-268.7699360149002,B,0
Mental,Female,E,C,3.611137786748373,-8.040838914247528,-82.19938257934693,B,A,D,B,-87.05942855105127,A,1
Physical,M,D,B,-90.91235748490408,-47.080927465559796,-23.20402446615465,E,B,C,A,-126.09493565226065,C,1
Physical,Male,B,C,15.539078668500949,-48.32389705316674,28.33594576083333,E,C,B,B,78.8424875447218,E,0
Yes,Other,A,C,10.317986253109638,87.80545571838589,-148.25481823336236,B,B,B,C,-112.82120100012591,E,1
No,F,C,C,69.41147019590804,-39.52714898748489,160.49815891423827,A,B,C,B,-87.35573978666999,B,0
No,Other,B,B,-75.31397108512513,-2.728629848614789,-8.741451905072335,D,A,E,D,224.10024293496681,D,0
Both,Male,A,B,-147.24059609550716,107.6915072778168,37.33742521856096,E,C,E,A,-166.02315724780848,B,1
Yes,Male,E,D,128.7765022633944,74.05708171065005,2.213416170961744,B,B,D,D,-32.75026315982381,C,0
Yes,F,D,E,38.651261757356735,-80.79197875516829,63.2272492435474,A,D,B,D,118.81629684793147,B,1
Physical,M,E,E,110.95628061253538,156.72776302965985,82.36840518813877,A,E,A,C,15.299677710859036,B,1
Mental,Male,A,A,-75.27900087819057,44.915270357677414,-55.229637938707974,A,B,B,A,-6.045601575002023,C,1
None,F,C,E,42.34687712509037,113.8069808768417,157.80220879994025,A,D,C,B,-74.20130590533816,E,0
No,F,C,C,-193.6985021065866,64.66256885954887,45.78966639756737,C,E,C,C,205.10618261490546,C,0
Both,Non-binary,B,D,73.95171625339155,-87.47362169562773,45.61667747285481,B,C,E,B,-114.90361117244454,A,0
Yes,Other,C,E,-33.00782843994251,-13.427922884193036,-204.65280560490106,D,D,D,C,34.23856297968789,D,1
Both,Non-binary,B,C,-66.78798641876799,2.6025572497190095,-200.44611870492903,C,D,E,D,-20.15349028801203,A,1
Mental,Non-binary,B,A,-126.681852622277,-21.313060145944167,-55.20570125084182,D,E,C,E,56.300109303091276,B,0
Mental,F,B,E,-25.954785620828822,-193.87351491890414,132.04264734451152,A,C,C,B,-122.03870047475893,D,1
Yes,Other,D,E,131.13870647386864,41.993517949854706,-68.85028186661597,A,B,C,B,-39.31737984060299,D,0
No,Other,D,A,12.378578794231741,5.098477431276425,-42.984238544839094,C,C,C,D,-51.925025249515976,D,0
Both,Other,C,D,1.5581966777715446,55.70391220205101,98.59782719147834,C,C,A,A,-54.86420470156034,B,0
Yes,Other,B,B,-153.49092071352263,21.568105515260985,-112.3606314867637,B,D,C,E,-67.3146511241771,A,1
Yes,M,A,E,184.9460332872799,-0.5955657684515318,-160.66924115620412,E,B,B,B,14.831057309109715,A,1
Yes,Other,B,C,235.03780612113619,-55.71993085345582,66.9512127555476,E,C,B,D,92.27980202200217,C,1
Physical,Male,D,D,-48.54329566474114,-44.0744247237607,14.996963979541134,A,E,E,D,133.88332653439144,E,1
None,Other,D,B,-93.91218327670303,-80.98854742050885,-0.13930562779562897,D,E,D,B,154.5856905189875,D,1
Both,Female,D,E,146.7063249437716,-55.34179958827714,51.588523399145856,C,D,C,E,-0.6017873130193413,E,1
Mental,Male,C,B,-53.97960697341717,-64.26735579628343,194.82550086781646,B,B,A,E,9.480142926823213,B,1
Physical,Non-binary,E,B,-23.4246155087906,217.2678459425461,-128.00085041182646,A,E,A,B,138.27967725561732,A,0
No,Female,C,B,-61.360344472710636,-99.5467993172856,-14.345809120903244,B,E,D,A,34.57272996193885,E,0
No,Other,C,C,89.0614752272009,7.803639893332483,-15.130408636593968,B,C,E,D,62.211896462177954,C,1
None,Male,C,C,81.01168836042693,-204.55525623181302,94.37497204332304,C,D,C,D,84.51465680682635,A,0
Mental,M,D,E,49.3687473299855,25.844028680246815,19.89390526705082,C,E,D,C,110.68019135326136,C,1
No,Female,E,B,95.93013387101844,35.060500150856186,20.481253527227636,A,E,C,E,-20.056950795594588,A,0
No,Other,D,B,-36.62978360664006,-119.55914006793498,-9.841561023683466,C,D,A,E,67.65793204839629,A,0
Both,Female,E,E,52.86071497173238,105.28029169421251,197.84478787516602,C,B,C,B,179.87649634746904,B,1
None,M,A,A,-279.63971894634625,85.50835429923642,-97.44774753903233,E,B,B,E,-58.719352602049845,B,0
No,Non-binary,C,B,0.874702699890556,-204.59020103316718,170.66871245235038,D,B,A,D,-90.70308906519044,E,1
Physical,Non-binary,D,B,-37.656181973252465,17.599780776817937,0.06448088134948424,C,E,A,C,102.09890030279767,D,0
Yes,F,B,D,-56.10912789371617,100.48085783708574,-98.1648694525473,C,C,D,C,75.42532108458724,C,1
Both,Female,C,D,67.79803731210765,57.52092125085123,110.67714633756647,A,C,C,A,-43.30416565759114,B,1
None,M,E,B,9.924701161044561,193.75449136696722,152.55656485713152,A,A,D,C,81.95241143204855,D,1
None,M,A,A,-22.61181198732333,-145.708374381271,52.6788331417192,E,A,E,B,8.016169634825355,B,0
None,Non-binary,A,C,93.08692666810524,148.83916881923247,-83.026022715933,C,A,B,B,-6.701404915155801,E,1
Yes,Other,D,E,205.11239554156586,-28.514286463383325,-85.66748332866149,C,E,D,A,46.0891816632011,B,1
Both,F,C,D,41.68412781070121,-189.99295744778482,-7.993902301186541,C,C,A,D,45.57724657487459,B,0
Physical,Non-binary,B,C,-172.45890199564192,43.80283502108494,-34.830279410596695,B,C,D,C,-150.21616167535555,C,1
Physical,Other,B,E,-159.2629670248623,52.270299123932496,67.88575523063012,A,C,B,D,195.77812197310305,B,0
Physical,Female,C,C,12.011179040570914,166.1820705073605,124.62894988200111,E,A,C,E,147.41434809891223,A,1
Mental,Female,C,C,15.255263319336814,51.04035421222831,-70.15376122933482,E,B,E,A,44.514030191668056,D,0
Mental,Non-binary,B,C,63.4029062050771,-63.53624886701456,90.93826414077195,E,C,D,D,72.03063600853761,A,1
Yes,Male,D,E,-24.012392031101825,74.76744305670098,72.57139233412248,B,E,D,B,102.96414184240274,C,0
Both,M,E,D,-289.07385804955675,30.7280808247417,-66.17175613937889,E,E,B,C,-86.24257422992805,C,0
Yes,Male,A,B,-24.267312979878632,106.3527723673574,118.0098797123055,D,C,E,A,-68.0771147866399,E,1
Yes,Non-binary,B,B,111.60960745887019,23.590199388716623,61.95762324122162,B,C,E,A,-74.47893619157797,A,0
Physical,Female,E,E,31.418185396330195,174.51935164095192,115.90381522315153,C,D,E,E,166.8329321203428,A,0
Both,Male,A,A,90.39545101267703,-130.3501209356203,41.59418400075408,E,A,B,B,-186.37214440583455,D,1
Mental,Female,A,D,22.890710573378968,44.67581877145863,-35.05874367087681,C,A,A,D,44.84300886804198,D,1
Mental,F,D,D,-26.159586626995928,-203.29403912812018,-52.931158754269504,B,A,D,B,41.96270047611812,C,0
None,F,A,E,17.74608014988593,129.14813191789526,-0.21543487838120373,A,E,B,A,-94.74618802939175,B,1
No,Non-binary,C,B,-20.177428031710896,-76.5423310895603,-132.2395375471337,D,E,A,A,26.666609583373578,C,1
Mental,Female,D,B,96.24536795318633,69.4573324496129,214.0430747019133,A,E,C,D,-113.99565658977944,B,1
None,Male,B,E,-36.079125731079195,-57.786905026906524,-46.92777735766727,C,B,D,E,159.0064277385676,B,1
Yes,Non-binary,A,E,-136.93017463355977,57.166998452322204,30.098939583876312,A,D,D,E,71.31053876733311,A,0
Mental,Male,B,A,-6.357772600539096,44.98351368195988,65.99812935520436,C,C,C,E,-108.12225799342387,A,1
Yes,Female,D,B,-119.12842663070806,-4.555339148226413,18.363672854381658,A,D,D,C,-80.7412248763531,B,0
Mental,Female,D,D,-96.69137824745353,117.10285343970372,-6.154953785693936,D,B,A,E,-89.96027340010592,B,0
Physical,F,E,C,34.93390003920857,33.95590823830006,-41.03024563503821,D,E,D,C,9.783196221642791,E,1
Both,Other,B,D,132.90911005057654,167.16441373905147,-97.4191315486955,E,C,D,E,-128.2025314313832,C,0
Yes,Other,B,D,-95.26699258280806,-50.259285697001886,1.7968024724893135,D,E,E,D,30.42065564655687,C,1
Physical,M,C,E,-141.03666567935477,6.587988408987062,39.077368673404905,E,B,E,B,168.81817487475777,E,0
Yes,Other,D,C,110.31543562668517,6.793115076247612,-103.57512746729202,B,C,B,A,-152.84978976989322,E,0
Physical,Other,A,C,-12.43361835528873,116.25319961242482,-93.28586554506522,E,B,B,C,19.920716823718035,B,1
Physical,M,C,A,-44.14751324364525,54.71487529759865,110.37457733179275,A,A,B,A,-117.31772892063672,C,0
Both,Male,B,C,-208.1698875502454,186.4139026828479,-41.002473679585286,E,E,E,A,15.65761241640255,B,1
Both,Non-binary,A,D,21.286465268731426,47.343848426424664,-9.339797688368204,D,A,A,B,43.15483194186038,A,0
Physical,M,C,B,-156.89290836631932,4.122479746750239,37.26977885495483,A,B,A,B,50.62877025004524,C,1
No,Non-binary,B,B,34.4626578482787,114.82006361357786,72.6186275307727,A,B,B,E,-116.60425225639972,A,0
Both,F,C,E,-12.2770631866822,73.64275729725246,-2.367402193721814,E,A,B,B,31.998513425761416,E,1
Yes,Male,D,C,47.40558956128797,-165.03629673075514,68.35797702055477,C,B,A,A,165.56508783580918,D,0
None,M,A,D,88.13760112609835,-43.47716825578166,93.43339470509743,C,A,E,C,15.309423577406491,E,0
Mental,F,B,A,77.45253402342689,14.795212773163998,314.3490815855909,B,C,B,D,-91.53126766570138,D,0
None,Female,C,C,-37.54512509823116,-30.383665092427027,-22.276388168373412,C,B,E,A,125.99190646595258,C,1
Both,F,A,E,-116.54075367171556,-40.73239109313032,-84.30366606471328,A,A,C,C,54.6780883599442,B,0
No,Other,B,E,-83.75789479010984,-33.37393054075004,-1.1644840710120243,E,B,A,E,250.74591670745875,A,0
None,Non-binary,B,E,-180.46667752647784,0.06051464949296053,51.88226096892632,E,E,D,B,-79.06781517141808,D,0
Mental,Other,A,A,-94.1788248799765,122.86976826971816,-72.78250947754543,B,C,B,C,77.48509483032313,D,1
None,M,A,B,-47.20098421013182,9.161803148134728,117.49658316886999,A,B,E,D,114.57925944210581,C,0
Yes,Other,B,C,-57.022859429958984,-14.272747630700986,24.565854102718692,E,D,D,C,-19.683036405625295,B,1
Both,Male,B,B,37.28571436460758,138.96698461984357,70.89499447243549,C,E,E,E,54.16926264148157,B,0
None,Female,D,E,-8.53636050395142,-22.49801185481084,-82.67016063133067,A,B,A,A,-238.0813463598208,A,0
None,Other,D,A,-86.79047669790366,-140.65596624350135,-80.29774064535971,D,D,B,E,-214.3497015336242,A,0
None,M,B,C,87.66390838831907,-61.56615768241822,3.9932771020159055,D,E,A,D,-47.60218365562928,A,1
None,F,A,C,-258.569071529634,-40.26263990875306,15.768986815490852,E,B,B,C,12.453482105081946,D,1
Physical,M,A,D,-79.13234149779927,-21.221405469005685,-198.80447368352173,E,E,A,A,-74.57908576247509,B,0
No,Other,D,B,11.260165390208304,-38.62881698698099,-89.88805103095589,D,D,C,E,-137.8542991027854,E,0
None,M,A,E,75.65188913350912,53.91760155909757,-17.94690461902598,A,B,A,D,-131.0275325196561,D,0
Both,Male,E,A,-34.85580033936525,-2.6246553151136642,-89.65990988801578,D,D,C,C,163.91858851236321,C,1
Yes,Non-binary,D,C,-26.828215726148613,179.41518256731658,-129.6664583487976,A,C,E,A,11.2710363018516,A,1
Mental,Female,B,C,-103.55957400853069,-69.1122885453343,57.690005143031634,C,C,A,C,40.26301576169628,C,1
No,M,E,D,34.97394058852227,-29.967255410218037,123.23090148595992,A,C,C,C,128.47598276420197,D,1
Mental,Non-binary,A,C,26.45673291000029,-44.06512781364273,113.04416046010377,D,A,C,A,-52.00748998999677,B,0
Both,Non-binary,C,D,37.95887240018293,-87.62235293236832,54.84481122890096,D,A,A,E,-147.2292723426428,B,0
None,F,D,B,127.87510356599454,-40.37626424079734,47.76533486460602,C,E,B,A,181.54066593091753,E,0
Yes,F,D,D,50.369512061906875,-12.126663241663323,-46.19125504133138,B,E,B,E,69.73105960901955,D,1
Mental,Female,E,A,-36.70346857386712,76.00842944210616,-145.97299566270888,B,D,C,D,-118.57931845997669,D,0
Both,Non-binary,E,D,123.62149121177906,134.30499065706715,102.62248254261961,A,D,B,D,0.9270356796505163,A,0
Physical,F,B,C,114.0057889452351,35.424288135985435,-152.50334348644367,E,D,A,C,115.68914063947476,C,0
None,Other,A,D,51.06901837268786,-99.56984729080568,-95.74048898895643,C,D,A,B,-58.63522160376555,E,1
Physical,Female,D,B,37.33027811538117,19.319276483476752,-42.11202898441388,C,A,D,E,-73.47855786479481,B,1
Yes,F,E,D,46.9372892107686,-79.20257142758568,-19.795066718715795,B,E,E,D,-27.548040000856865,B,1
Yes,Non-binary,C,B,-36.295991293243716,-33.70892721496935,-38.99126854793326,A,D,D,A,-13.543597007149137,C,1
Both,M,B,A,-164.21640641437,-49.87467582536818,57.92264026140007,E,A,C,A,-30.45593257051508,C,1
Yes,M,E,A,-13.979920939962803,44.64124635057138,-98.66077087676594,D,A,B,E,-101.99270857083387,C,1
None,Male,D,C,-48.9545305735191,94.46621390893003,142.21626105083863,D,C,A,B,142.8351522863393,B,1
Both,M,C,A,122.50812278318224,-173.27330683076772,97.25250404353389,B,E,B,C,78.55284803027538,E,0
No,Male,B,C,-83.69203923861376,-163.71000993519203,19.6900612088137,C,A,B,A,124.02750338694668,B,1
None,M,E,A,-48.108581611275994,-82.00201141484102,-114.47549745434613,D,E,C,A,-123.36426616488492,D,1
Both,Male,D,A,-122.99850891447839,3.523133402842031,57.2516306370736,B,A,C,B,11.693996707780526,A,1
No,M,A,B,-143.7017696742542,141.750238514337,-21.363127498267573,B,E,A,A,179.37009384304397,E,1
None,Non-binary,E,C,-220.86403838030807,159.44139638482423,182.19068388311968,E,B,E,E,-68.98443261915551,B,0
No,F,B,E,-21.951606963808157,-72.93844031327122,39.06765988702781,E,B,A,A,96.22902746554705,C,1
Both,Female,B,A,-289.9476870247744,61.20471125236882,-148.69683206154403,C,D,D,A,84.3535551698537,B,1
None,Male,C,E,-5.712565804475497,130.19939866650307,68.2429197910517,D,E,A,B,151.58065330314264,A,1
Physical,Female,E,B,23.71681787109237,48.9306149199113,-54.2697326124961,B,E,A,D,59.97847988960883,A,0
None,F,B,A,72.86827472947068,20.574614293466357,17.855613182839804,E,B,B,A,-118.90496397628168,E,1
Yes,M,B,C,69.8586786508123,23.187521967835632,76.5625153621621,C,D,B,B,15.531417330103276,C,0
Both,Female,A,D,-32.716707869375846,-1.6948859952417301,76.25771633582951,D,C,C,A,-26.394384545882403,C,0
Physical,Other,C,D,-28.452987356432676,198.52459435996371,-14.319233708644777,D,E,C,E,56.49129748372958,B,0
No,Non-binary,E,A,-63.30429719350822,-84.17365624159798,-21.537954420451907,C,E,B,C,-10.123365892736157,A,0
None,M,A,D,-31.847813972385097,-115.76744531964536,-77.04869451321954,C,A,A,A,-10.994405957034244,E,0
Physical,Other,C,C,47.34475670633579,-125.23953253460365,97.7950169169264,A,C,D,D,-55.69779705182663,E,0
Both,Male,D,C,62.981254619913585,-94.52363748517067,-85.41982112835154,B,E,D,C,-56.50254095897211,C,1
Yes,Female,C,A,-30.953195305325437,-8.383779994170352,-70.02272230176355,D,B,B,B,100.95417185576474,D,0
Yes,Male,D,D,-28.66698690556337,-93.43536265976847,71.57759421229399,E,E,C,A,22.48751010241276,C,0
None,F,E,E,-74.77861653600867,184.95506699642914,-167.94855723016533,A,C,D,B,36.168300933190956,C,1
Physical,Other,B,D,-71.81523867097698,-93.52629314735063,-39.35568738288435,D,E,A,D,-200.06460079328954,D,1
Both,Female,C,B,35.2198605011962,-64.06347563135296,-95.20265596614256,A,D,E,E,5.18700508056847,C,0
