disabled,nationality,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Both,China,79,-23.391360147988653,B,-72.67716182508768,D,61.95492033417752,A,-28.466443902735517,E,-59.43734043409512,-19.72324834115628,0
Yes,US,70,31.065125701603186,E,-165.41538238960294,C,-40.43510593861959,A,-245.18011658117877,E,-27.34031492040787,-58.55678584311469,0
Yes,UK,60,33.18729476059036,E,-74.21864013260917,E,-59.45122147910035,E,174.23648825346666,D,-3.98835680540478,-65.75912713144267,0
Physical,China,24,-15.969715055569592,D,-186.28282829242835,E,11.805188576079184,D,-215.99388475599986,A,101.35412364280984,104.59816108596289,1
No,Other,49,70.77453805102746,E,-127.92732725640374,C,36.58242960625461,A,3.8754649449779923,E,-86.46755154535018,65.3138082781053,0
Both,Brazil,32,-96.43854044292937,E,-93.06122845535427,E,90.98062354668718,A,102.0762089375349,B,30.170985602581652,-39.217395744447295,0
Physical,China,81,100.82044648524338,C,-218.26403226756105,E,1.988468832540179,D,-60.30233701125355,C,93.92008153310837,-49.853425204844406,0
No,Germany,75,12.815077019754664,D,123.04834594801468,C,45.90430933129396,C,-45.269101921950956,C,-8.557806809918036,50.280651158631194,1
Physical,Other,34,169.4228457957745,A,313.94177354543535,C,-118.54199483877625,A,77.1281593157445,E,-12.292490767228582,100.13827611292292,0
None,Mexico,22,29.855653354628537,A,165.10825869112963,B,-80.74917542035949,D,105.95828096099926,B,48.46963784324125,-92.37430239188943,0
None,Germany,25,49.33302098195657,A,-128.62186819114228,D,-100.22633642666905,A,48.74699841843233,D,9.45596104629136,75.72219630263429,1
No,China,19,-8.172858660200157,E,-17.446965492851337,D,-25.36909884334934,D,47.00322010371847,E,-18.559845245673845,-26.828409307135875,1
Mental,China,75,-96.1248870112965,E,19.54691887395155,B,80.10725205989642,C,-83.38410627306386,E,-64.92327968725213,-79.51537710314732,1
Mental,US,61,133.453249631111,B,87.19514929404161,B,141.01420743762384,A,50.18554161262797,A,-27.64629289996276,-184.91195609791177,1
No,Brazil,65,21.567533280821156,D,-125.95057112370026,A,-49.637190870989016,B,-119.26224003844428,C,173.91209423885027,-9.756337745410907,1
Yes,US,20,-209.97264319361716,B,-56.12519500599545,B,40.401814673195666,A,80.78330913070259,E,151.65180823320674,8.026612359439678,0
Yes,Other,92,13.334980928237567,E,109.80693723625994,B,158.22358353405258,E,-187.06986936777014,E,31.413603714315286,-98.1568254811724,1
Yes,Brazil,54,-6.170737983198641,E,128.18880536368872,C,-47.881364583026006,C,-3.000393443167127,A,142.88002310556774,-51.03103492458183,1
Physical,UK,92,-31.333369719647813,C,175.97674351989278,E,-90.2906446869816,E,-70.91844723436142,E,-101.21686473764538,-1.6688593918394141,0
No,US,43,-2.8435237048069486,C,222.38154338024904,E,-223.8218087302906,D,98.81155622983002,E,81.39204412461399,25.100465524177622,0
Both,Mexico,31,-97.98552800203258,B,-114.03690920615261,B,185.47171554159766,C,135.94362227526898,C,50.17188717525013,-136.25785716452066,1
Both,US,89,-105.59664943750971,D,4.202291811778015,C,-73.55493475651902,B,147.43469988326405,B,-58.163807093321765,161.56927077189897,1
No,China,39,106.50744377513416,E,-185.25529110267402,A,-61.8422822812014,D,-78.97865344530143,A,127.92727530427437,73.05104610770631,1
Yes,Germany,41,136.63063313370992,B,64.30054123921684,E,-39.23405987137384,C,-8.508609689748775,D,-84.55067612874687,-209.87431339467582,0
No,Other,47,-12.356253809412745,A,55.03728870943111,C,-10.794933310439216,C,58.23923916072229,D,-74.0820154781178,-161.37848373634154,1
Physical,Mexico,56,52.18695557823525,E,-182.33379634663993,B,19.904433266068658,C,-71.29341352519393,B,52.5331831714884,-43.68915269077732,1
Both,Other,90,64.08332115723317,A,121.53430175580753,C,22.30401964842144,E,96.97039601065946,C,221.9888603061925,63.01132154164245,0
None,Brazil,68,99.16853181916308,E,-190.02314947267573,D,97.6200576840908,A,-22.448431665788103,B,76.09561821274137,-4.651374721707054,0
Both,Other,37,15.745180781985043,E,-20.450688579062497,D,-59.38631140406188,A,248.7801589759857,B,-91.83220334346002,173.4680361324728,0
Mental,UK,31,11.415226195214982,C,-157.80992460096908,C,131.98252156515295,C,-90.86321647817365,A,-6.150006179029935,-41.28655347108649,1
Yes,US,89,-112.20406846275858,E,-69.68932202792433,D,-53.76137277243755,B,-287.59225814552184,B,-22.424555303063652,-118.3961730021897,0
Both,Other,81,-92.04324252818529,A,-191.8029554648856,B,131.5653519756308,E,164.23480730174524,E,77.14134874925904,-42.723038327138916,1
None,India,83,-52.869102664161616,C,30.180461331259238,C,217.12202487432518,D,78.79933701638109,A,65.48871892299155,-61.18077045614666,1
No,Other,61,65.9525648407971,C,-154.9630450924425,E,148.32498324819164,B,22.55168868533806,B,-21.164794953111656,-45.04928567811668,1
Yes,UK,61,6.503145700346772,A,-39.9069147083465,B,49.75294390746317,B,-145.56739849014812,E,51.19248320819426,-7.444149163370531,1
None,India,77,-104.9141734930929,D,-20.740515709440544,C,-71.79857074478055,E,23.712636180746387,B,-321.2698655375045,31.828209841341742,0
Both,China,73,-44.52880554990421,C,47.84498952185339,D,-89.32043881722458,A,-77.88028531754334,D,231.16356432635493,80.43509378351726,0
Yes,Other,48,46.69065054443834,D,3.9921091587275024,D,104.14623224070642,E,61.37653366335408,B,-64.58968254601693,-33.973642477876645,1
No,Germany,96,20.8955226329676,A,12.06440499772927,B,-88.11745902917355,D,-69.49518393398233,D,15.70957851880179,-118.73228409190169,0
Both,Other,77,7.422135741420376,C,-48.389720690977356,A,4.6209126362688275,C,95.00459908146011,C,-5.902620425258656,51.85323947821754,0
Both,UK,84,-11.282463963125009,D,59.02499090231782,B,-72.89608216456999,D,-110.86979676618205,B,-76.37038547664999,-118.82639957927827,0
None,UK,50,28.379352287483528,E,-100.92992111869745,A,-32.76277606723121,B,-77.75636866236219,E,68.7203174773549,-194.69554698290477,0
Physical,Other,79,49.26887071782763,B,-85.2093879471952,E,74.33139600538581,C,100.33417283487896,B,151.36641730564392,-60.19247855998087,0
Physical,Mexico,71,32.00818323298969,C,-71.82655988925492,B,-46.847969962470266,E,-87.53369071546308,B,-116.97562586571499,-96.94377731491747,0
None,Other,21,25.874120966214814,D,44.436462624324605,C,94.85588413287415,B,143.26534227508833,C,-27.60697216815182,-23.23123921347371,1
None,China,81,-84.35134413152674,E,34.75511395571656,E,-114.3119601048888,C,-2.564066429239324,E,34.13357636529487,80.40882171506941,1
Yes,Brazil,92,-44.02268387860442,D,-77.60338328474073,C,161.20144493030733,D,-37.0073105187032,A,285.1626119090311,-100.92677986310883,1
Mental,UK,72,27.555509196288252,B,-12.90405764488322,C,120.58810605168317,D,-66.5205159565329,D,110.3239164041241,25.252422767498405,1
None,Germany,91,-13.58220129572539,A,212.01579595569754,A,-78.98087568182387,C,87.5698624478662,C,77.49559341790135,78.2548292353302,1
Yes,Germany,76,-46.1091774005761,D,41.23442189341445,A,243.01147359340004,B,-243.7722358486495,B,163.80793251452715,56.586710102878,1
Both,Other,53,9.177505228538168,A,140.7064922324435,C,25.462111740809785,E,84.26542877353185,B,152.7330192496688,-62.1012037766976,1
Both,Other,20,-51.17784415690404,E,-48.63207165667723,B,-212.6633508717961,B,-179.35819217270603,E,48.657931867119196,-60.49484668436757,1
Physical,UK,28,11.137490773431072,D,-17.88981738089772,A,92.48714019882692,C,29.067999430003553,C,-228.2914766077675,-122.30684119414681,0
Physical,Other,50,-131.3181655765435,B,91.9635991971095,C,45.23885132338684,A,127.05116030697793,A,59.98688271255654,38.5215734767428,0
None,Germany,58,169.62061185412637,B,63.07221117791024,E,5.075989097026758,E,8.025346056483446,C,120.61646432081392,-106.92547527840046,0
Yes,China,49,9.072394694154324,D,-7.823281110175931,C,-54.965291523710334,B,-85.30670872158434,D,-89.75461444081515,15.592852293665688,0
Physical,Germany,46,-196.61710632254267,C,-181.9778817872189,E,-9.645553137929024,B,-138.67289282773848,D,-132.74442828366924,95.57288203571949,0
Yes,Brazil,98,100.87395629244189,D,128.44496914728077,A,57.191358841577255,C,-11.856169187070016,D,-92.9210624114137,-46.38271348857031,0
Mental,Other,83,52.279230985438865,C,61.9280511358629,B,-49.81290990598174,A,-10.666546339456612,A,-30.623183236358003,9.606288593941375,1
Yes,Brazil,30,-6.58303565247368,D,-17.479858494396627,E,-56.31280805946825,C,-32.787082696550954,B,125.81319081246414,129.04612168383963,0
Physical,Mexico,23,-2.0941646907816343,A,-82.8623506954192,B,-30.10502675281031,D,60.21941521233164,D,45.66948000253386,81.94367026635786,0
No,Germany,98,-127.07081750065905,C,-70.27333581905349,D,-73.24353545663124,E,14.77194114047104,E,68.28985656166056,7.606863920621423,0
No,Brazil,40,99.35969826614532,B,179.70962646271076,D,59.016635697934404,E,34.465745860765516,B,-61.74676298333033,101.36013165797885,0
Both,UK,91,-62.98678412799853,E,84.03758992070117,D,95.31191996544133,E,168.45847022857566,E,39.065121925469235,163.70484100819064,0
No,UK,34,-50.74657534200998,D,58.62907686889082,C,-141.74472023519357,B,-62.19963518492929,C,-27.804471940869774,-243.90640764694623,0
None,China,91,83.03697004618401,A,-51.17886343323741,A,23.390084329694282,E,31.725251106916208,B,95.75608120101485,-76.47066363966893,0
Mental,India,97,-37.23334199132623,C,137.81046516539968,A,-65.8902188153192,E,-38.03089646973078,A,97.69929346070082,-11.77804704152786,0
Physical,Other,63,-103.39509801964981,B,235.77126434981065,A,23.059620068336024,D,1.9256020549548023,C,85.98532565254376,-88.24522104960492,1
Physical,India,53,-146.21405756664038,C,92.03344551981053,D,-62.88331983132907,D,-115.84058529024419,C,57.12222320954652,-64.74239829566812,0
Both,Brazil,21,64.1365246848888,B,19.52814562364862,A,109.58887792530815,D,58.69292977260264,E,16.134130334977744,44.586457855878436,0
No,Brazil,49,-119.88730226335906,E,-48.507366354882386,C,-41.28652226923745,C,-18.099279429432794,E,135.78527839839242,42.64432506794701,0
No,Brazil,77,-66.14188215124273,B,103.34283773531916,A,25.739756458782807,B,60.98742257258722,D,43.16388123351412,-134.27205357906305,1
No,Germany,42,57.52591980639911,C,5.407277110766393,B,-64.02538530714934,C,-22.83601334964767,D,-116.72976812453399,-3.774249252823765,0
None,China,46,76.26062837938619,B,51.115628697091374,D,-53.12560136193285,D,-93.64838470208025,C,33.03808436246239,-105.70570436530475,0
Both,India,92,-23.220794460773085,E,-274.6493699197531,C,-36.85855458283447,E,94.4084125271105,D,18.014696878111895,7.237080140522205,0
Both,China,23,34.91834885174494,A,-12.830650110997974,D,-108.15831515111958,E,-11.579371482091103,C,59.801911307018266,41.05810406074785,1
Yes,Brazil,24,-19.89086635088373,A,-6.19070576884185,E,-13.906609631374678,D,112.9388819366574,A,112.21217867005247,-77.58297984565387,1
None,UK,92,-132.66831920382833,A,55.37018524777627,B,35.06212812065705,D,-34.69556292164263,D,227.47616183218975,-85.59727056812832,1
Both,Germany,62,172.86205275656607,E,69.21164401232868,E,-17.796714054372156,C,-194.3631980642712,C,49.45223817899028,53.1094049911493,1
Both,India,28,-32.926662187291335,C,-78.87675032626208,B,-10.909037968352248,D,34.06490216117006,B,-199.16618296680062,-95.99703593985565,1
None,US,98,-64.2620420261147,C,-37.23976270696356,C,-61.41603356584903,D,111.15147147175747,D,-22.325520475860205,86.93481103453755,1
Yes,US,47,-133.32259334445288,D,117.4609830095798,C,52.26289172945848,B,96.58262295094849,D,-164.08319123476304,114.0903178464997,0
Yes,UK,64,10.774500321240156,A,58.453652967058304,D,-58.739023223928875,B,13.557417672711894,A,-83.26842282397291,-55.39491080623647,1
Yes,China,48,171.09879029837953,C,-89.12278833153235,A,235.8647048169557,D,91.42978389484566,E,295.0539513114727,71.83047407559428,0
Yes,US,45,157.5005094542752,D,98.89417720429712,A,-169.36029541269747,D,-166.98330773526527,A,105.47188713767572,115.23184590191833,1
Both,Other,20,-192.15647055420746,A,77.29899932837267,B,117.43400245873528,A,-76.6846782157733,B,-139.06436269576895,-180.7270975206556,0
Physical,Other,67,-138.7311681017765,D,-34.5569910988201,D,100.3548028672646,E,-128.63436444769616,A,-8.730205865432312,-133.5070252409203,1
No,US,53,91.90719952686467,D,109.37184116802217,C,1.6042593785028214,A,142.5795041176643,A,117.42344738682257,-96.03992552784278,0
Yes,Brazil,72,83.57056516168925,E,-140.81197684434431,A,-6.74007020663593,C,216.6694611149421,C,-62.19219314115245,57.57353200553537,1
Yes,Other,53,125.46604014284073,C,159.44088431553965,E,129.4325153672523,D,43.712932695915605,C,-102.86270827381881,-87.78162617689321,0
Mental,India,77,-99.38749463585309,D,-25.42741030397091,B,116.84798499850841,B,248.670397100068,A,-38.32483855818994,118.9571060167759,1
Mental,Brazil,53,-62.04181376554006,D,18.112465844942935,A,103.67600726092692,C,-151.57964264036553,E,-51.47488169150133,150.56273806849097,1
No,India,29,11.99036397323287,C,-53.852061669570084,E,201.76438993988134,A,60.19713592983669,B,-83.47175787916893,68.47101758587677,1
None,Germany,35,109.85263660386066,B,-177.48417662398143,A,5.453927983297614,C,-178.73765489216808,D,79.82575501616981,43.36898173448916,0
No,Mexico,21,-11.059035461979933,D,81.51830627434093,A,68.00803861701998,A,-28.012666254444547,E,85.89484009199349,-42.26349148023829,1
Physical,India,32,-30.43246828831942,E,13.731418408292525,B,110.24403100016687,A,-39.30713440697388,A,-30.30740158614078,46.702457579305204,0
None,UK,63,122.2083486852926,A,-24.525544595471295,E,52.26338533545268,D,-93.80558684511848,B,-75.84404758859213,84.34748487599609,1
Yes,India,31,63.58641596787411,C,122.2079620352704,C,76.42633614243583,A,-4.6602699248394535,E,78.10657668945689,8.686965340368657,0
Physical,US,87,-22.83756680801007,B,-43.11130406112675,A,-51.019792762735364,B,-71.85379356063683,D,53.63062150341528,74.13987057459002,0
No,China,27,-71.63927650519693,A,51.7441719878432,A,-66.47939046815043,C,-158.35354568706015,E,89.71954738589591,-4.239475096603547,0
Physical,India,36,-20.657094039242097,B,-193.67127628351722,A,189.94262569812787,A,18.114429270842177,B,-19.383480882432107,-126.3396015329459,0
Yes,India,35,175.41513638420975,C,-55.835987725264516,C,118.23699221244932,C,52.51011944625531,B,-164.96470969782,64.69064197081981,1
Both,Mexico,20,20.474702537436897,B,-75.2018909653045,E,112.9769289876094,A,6.258032246624545,A,77.44164689875377,217.86203780564907,1
Mental,Mexico,46,50.67657973653951,E,-169.0642293803691,E,74.36230062767844,D,-9.134289629890468,C,-5.911936630450962,-2.316036412492356,0
Yes,China,31,122.21521211864497,A,126.99564441967823,E,-73.56291361643946,B,128.0723983818288,C,80.8037795216659,53.593766474148296,1
No,Mexico,36,117.56136256859804,A,52.57914331153469,E,-96.34972951656002,D,-75.81647971824009,D,98.01729180658435,69.8128198498666,1
No,India,61,-85.52709991282259,E,215.795206321287,B,-39.8957130769363,A,112.9564697162208,A,-1.6335861723956093,-29.925369489556058,0
None,India,35,-121.65579002714553,E,68.90011658972625,A,110.69005500680574,E,-153.32156068764388,C,-162.0637541040023,-165.58737944422077,0
No,UK,44,81.87741936699358,B,-5.274830717267616,A,-66.38592855365194,D,7.082391150522885,E,207.4510336692131,-117.4526496558763,1
Mental,Brazil,31,-59.6029636869587,E,-84.82973385084256,C,-105.17019704096381,E,221.72614834251675,D,72.3482836496008,-253.84662613608197,1
Yes,Mexico,62,46.97096696645557,C,-47.69183477408122,C,45.23297154919625,D,32.1857230614615,C,-69.2623888199813,-65.07796978592583,1
None,Other,94,-92.22613660282941,A,69.84044178625813,B,-93.12496932981459,A,-220.1517854073126,E,-27.440018396887417,127.86240464789304,1
Yes,UK,41,17.527333706797787,E,28.734934528711324,D,94.2194705502472,B,46.91857092341752,A,-32.35282090018238,1.7106229945919185,1
Mental,US,22,11.5255553692646,E,127.8121481458714,B,-137.81421868313342,A,169.224685659383,E,-80.69669653669621,103.69064166036578,1
Both,Brazil,39,-89.1124790827124,B,15.497988055918702,E,46.33608784484631,C,-146.57223779148734,E,-5.358235215366269,-40.39438295111996,0
Both,India,41,66.30272363454046,C,-226.6367459183626,A,92.3080627311005,E,24.45981175678928,C,-75.06667240550215,46.464792472211094,1
Physical,Germany,79,-112.99904208460777,B,-15.910061096593333,D,-69.85766612416975,E,-28.78131816763413,C,-23.770181500435026,-29.26451392546897,0
Both,Germany,87,-30.223241274179642,A,61.68586010387473,E,88.70566708590235,D,-35.303055954235155,B,39.30958295929674,1.7625648684219182,0
Physical,India,40,76.33883346909307,E,-140.5499296706149,A,-45.2918492707927,B,-7.257584248301428,C,14.213264404630136,22.11645175252495,1
Physical,UK,60,-79.54397927840782,B,11.100403271343604,E,-26.681151030188992,D,-138.23940726163053,B,-9.061402965493203,70.26317582978196,1
Mental,Other,59,-83.75771894581584,C,66.9646405132847,A,-50.18750842954132,B,-101.71454337572925,A,-298.5211342082596,100.75207951859598,1
Physical,Germany,64,137.80670842316388,C,80.2541399931101,D,-100.66468412586218,C,-104.08673930483275,C,-95.02290603742257,-77.06493084033653,0
None,China,88,-41.223492140643515,C,-48.17245789628576,B,-57.45798694650177,B,-120.7021166748392,D,25.787577559584875,-55.20307608334979,0
Yes,Brazil,20,54.436879169229776,C,-198.32447831566847,B,-64.68764077371026,B,118.54965707494655,E,6.569869245835952,93.21652354053522,0
Yes,Other,80,-79.11374819757141,E,-10.739268197969565,D,-67.97573581921515,D,172.36829147527416,C,89.71195110118799,-27.074074804805964,1
Mental,Other,42,-220.33325646035823,A,63.09565073236706,B,5.194221604428138,B,-83.53549598209158,E,-12.43133619925042,14.788126013587316,0
Yes,UK,69,-7.929555646708016,E,175.1845558466452,E,-169.119346644872,A,-96.53196750383913,D,-80.73918579631827,-22.35479733937147,1
Physical,China,24,-124.10032220732461,E,150.71918539818142,D,-0.7910649199154796,D,-14.052068081835564,E,-28.414293582886984,125.48436981690216,0
