ethnicity,orientation,SEX,anos,feature_0,feature_1,feature_2,feature_3,feature_4,target
Black,Heterosexual,Female,42,102.85138972694166,D,B,35.12058983066177,58.318905279935464,0
Asian,Heterosexual,Female,29,1.1202820175086687,C,A,4.93276440351383,15.5767493309144,0
Black,Other,Other,68,28.56450058903805,A,E,89.19203739782495,-87.11809740260902,0
White,Homosexual,Other,85,46.31897366726879,D,C,-54.13417162881709,-65.18387630859102,0
Asian,Heterosexual,M,41,20.360844896729414,B,B,-4.371480479909173,44.476933855734906,1
Other,Heterosexual,F,20,87.56548791979549,A,C,-91.52102252657268,105.68818541485814,0
African American,Bisexual,F,42,87.6753092419111,E,D,30.947129203723684,-30.787890904323934,1
African American,Other,M,32,-31.825739504557944,E,E,7.33597236649076,21.917887521593073,1
African American,Other,Male,75,34.22772806135982,E,C,15.578697012435041,-122.22491451108259,0
Asian,Other,Non-binary,32,-107.75837291936254,B,C,44.80446448073581,114.87784050809546,0
White,Homosexual,F,83,-91.11425275160028,C,A,29.91634254202151,199.30528393159003,1
Hispanic,Heterosexual,Male,97,-108.98441129307383,B,E,54.40393829129805,-200.09529069252193,0
Black,Other,Other,26,-47.281751257365,E,D,51.30215290710607,20.8261084896777,1
Other,Heterosexual,Male,81,-85.7825255803937,D,D,-131.17417600513446,-43.1246271675306,1
Hispanic,Bisexual,M,69,-70.8823369612353,C,B,-79.82665663243196,5.321447983059227,1
Other,Other,F,84,135.29945694135205,E,B,83.44683338055128,-211.5230495445922,1
Other,Other,Male,18,-50.699603410119884,A,B,-201.39272582021502,-81.28532668169788,1
White,Other,M,60,116.59081934637754,D,E,-86.65093198192857,164.8561142698263,1
Other,Homosexual,F,87,-51.352244638645125,A,A,-51.15382656244436,61.9602992811639,0
Black,Other,F,26,-54.1078175058078,C,E,-65.67475667309343,64.9412516276472,1
Other,Homosexual,Other,65,94.63033550546027,B,C,61.03790395667652,-92.78067493393401,0
Asian,Homosexual,Female,39,-45.97526863293457,C,A,-45.22078375260671,107.19285859333279,1
Asian,Heterosexual,F,89,-12.873802566453646,B,B,45.63487518807921,3.074046300834309,0
African American,Other,Female,18,-32.60077458317605,D,E,161.29176628279635,-112.53824132721684,0
Asian,Other,Non-binary,39,57.18901403758544,B,D,-244.83164859976796,48.759877074638524,1
Hispanic,Heterosexual,Other,34,-59.09767655321362,B,A,-20.70255326416623,63.194041514711245,1
Other,Heterosexual,Female,71,121.33220820155437,A,E,-10.131333022646892,95.2729866970214,1
Black,Bisexual,Non-binary,94,-20.294004891164917,A,B,-232.98003486433365,17.549026984542696,1
Other,Homosexual,Other,99,138.82938875850692,B,A,-22.174791882180568,-16.272190239063693,1
Black,Heterosexual,Non-binary,49,191.0032286561274,C,D,-2.142951575633782,-38.9838963205405,0
White,Heterosexual,Other,77,94.60111149625926,E,A,-10.462350422081956,-113.25272973739469,1
Other,Bisexual,Male,29,-118.87407182484517,A,E,27.660915697017852,-224.55602706204897,0
Other,Other,F,75,-39.90424886906124,C,E,-30.578279252045014,-6.762760333022655,0
Hispanic,Homosexual,F,74,-19.84949150421946,D,C,215.33918537195754,148.52178938242432,1
Asian,Heterosexual,M,66,-34.62757277842638,D,E,-35.22924377929863,109.74035530154944,0
Asian,Bisexual,Other,89,-14.296149134475936,A,D,51.007173864959235,-150.1981383104276,0
Black,Heterosexual,Other,89,-90.01642675766729,B,E,-125.12067258526739,-172.9542043284263,0
White,Bisexual,Non-binary,74,207.2185619641722,A,B,-145.62436302736626,75.08554974792868,0
Other,Heterosexual,M,93,-115.89699150264099,D,E,124.60525913572398,-79.30649694757086,1
Black,Homosexual,Other,89,175.8704212804457,C,D,-26.696553886435904,-74.56288523434246,1
White,Other,Non-binary,27,23.241642729933208,D,E,66.91826480311511,69.84070560650763,1
White,Homosexual,Female,47,46.3371228209175,E,A,9.844659351522836,20.337637577715604,1
Hispanic,Homosexual,M,38,-77.4088661251177,D,C,37.90530953379081,-90.39706038753884,1
African American,Other,Other,26,28.239927952431827,B,B,122.74378597085247,56.91489535991675,0
Hispanic,Heterosexual,Other,66,139.50055302479666,D,C,-106.32577229294866,-117.76615246915878,1
Asian,Heterosexual,F,65,-15.40860883123999,A,E,-37.83467389716178,-38.10754196480488,0
Asian,Heterosexual,F,43,-87.88869065084981,B,A,-48.931275313951296,133.998874972529,0
Asian,Homosexual,Male,53,27.613460598051297,A,B,66.38294765446878,-105.75511868660644,1
Hispanic,Homosexual,M,46,51.537980299368556,B,E,-8.746429148176343,107.91335041873202,1
Black,Heterosexual,Non-binary,31,-142.59448470250882,A,A,-22.63419675128237,-189.26032514948412,0
African American,Heterosexual,Male,61,32.29873157763839,E,C,209.0462101837573,112.6459791719864,0
Other,Heterosexual,F,90,9.246269425838541,C,D,174.07798220256265,232.12573524429078,1
Other,Heterosexual,Male,98,-151.50760111487958,B,B,82.7330579137518,-101.79552528811517,0
White,Bisexual,Female,74,-121.42145530528585,A,C,-23.996435444395665,153.1046477257298,0
Hispanic,Heterosexual,Other,48,-42.53221437944544,D,E,-2.0106153214348743,-76.33941524118227,1
Other,Heterosexual,Other,95,-2.5660690092481877,D,D,-192.4268449420334,48.92309432958115,1
White,Homosexual,Non-binary,49,-29.967313355104093,C,A,-9.86768363935305,84.6950943286443,0
Other,Other,M,61,120.33112621490423,B,A,173.00270152850135,24.685404173385063,1
White,Homosexual,F,83,88.92602951732903,E,D,168.93317385820527,-124.2916169510613,0
African American,Other,Other,58,29.70021485437882,A,A,-164.68869740216064,-110.47783294508189,1
African American,Heterosexual,Non-binary,29,-155.80954313764693,E,C,121.79849407334997,-166.9734757914591,1
African American,Heterosexual,Non-binary,59,159.73491856286327,B,B,2.552059081778582,107.81702964271844,1
Hispanic,Bisexual,M,91,40.03246775705983,A,E,-152.85568479415824,-44.48296389448665,0
Hispanic,Bisexual,M,81,93.81365223196278,C,C,-5.609903591344924,7.985941728438324,0
Other,Heterosexual,M,23,-113.73976756032953,E,D,-134.68822391792617,-39.4764302180836,0
Hispanic,Other,Non-binary,46,-20.032947343375955,D,A,56.79675229140266,51.83636442040152,1
Black,Bisexual,F,75,23.40399414473966,E,C,-121.32956042718548,175.16682219899477,1
Asian,Bisexual,Non-binary,59,-18.646871936665296,E,C,-95.99546934940754,-45.834143647661236,1
Black,Bisexual,Female,71,13.332344488214437,D,C,47.400400973295426,-163.85764800243084,1
African American,Homosexual,M,42,117.4571122154613,C,C,120.0560364728041,84.629285124128,1
Hispanic,Other,Non-binary,23,-97.56855979267625,C,C,-30.07340206407466,-18.751550679193734,0
Asian,Heterosexual,Female,49,-229.41604136156798,B,B,-177.5953367197204,112.66117289083373,0
White,Other,Non-binary,41,143.3410545195817,E,E,38.603265146136046,-66.49988121989232,1
African American,Bisexual,F,95,69.82864869867493,A,D,26.473610060211318,26.52194453280775,1
Black,Other,Male,90,34.957996584955794,A,D,-10.685523737611133,173.197425206883,0
Black,Heterosexual,M,84,34.7598605184708,E,D,-16.865639421714913,17.15617909824923,1
Hispanic,Bisexual,Non-binary,37,91.69869592751203,A,D,72.34646256071879,-218.33065858918502,1
White,Other,M,81,29.782299627129326,E,C,69.79131847261213,-74.29829997315541,0
Black,Bisexual,Female,37,260.52793310344066,C,E,-52.06603906323033,-89.59220098788128,0
Hispanic,Other,Female,74,-11.45531571992647,E,A,-68.33388807837225,133.27439174653725,1
Black,Homosexual,Other,50,-121.8486378512283,A,B,34.17856563085526,111.31203187914925,0
Hispanic,Other,Other,48,-11.586610241253064,E,B,106.40024259548537,23.26730985526084,0
Asian,Heterosexual,Other,22,-123.44602742924391,A,D,8.120009338606613,-47.919300572612244,0
Black,Other,F,44,48.9018745782059,A,A,36.37298756316137,-84.10541581544344,0
White,Bisexual,Non-binary,69,-65.81769688743552,E,E,225.4517207875373,-49.167880549119566,1
Black,Other,Male,73,-23.61727679704738,E,A,0.056041954209397185,-111.09145144857439,1
White,Bisexual,Male,23,-121.07517277836726,C,B,115.89066474583787,-64.39007001712207,0
Asian,Heterosexual,Female,57,-130.26393926846987,E,D,149.1659963721618,60.59433667741392,1
African American,Heterosexual,F,38,-72.34889089744786,E,D,166.28726352443442,110.35186726602136,0
African American,Homosexual,Non-binary,46,-58.28995401477556,E,D,-89.88838904072325,-1.6522056695999043,0
Other,Heterosexual,F,67,-196.5976490027362,C,A,72.95284730378555,91.29855797626925,0
Other,Other,Male,31,53.210400512307,A,A,30.03784715710275,-132.21365465907078,1
Other,Heterosexual,Non-binary,68,61.79485035572897,E,D,-112.2042710687465,101.5391019370487,1
Black,Heterosexual,Male,34,30.992153915153693,C,D,22.81870553665939,-23.22524001914468,1
Asian,Homosexual,Other,23,151.72256013881093,A,C,-32.064759944371126,-102.00677305214754,1
Asian,Bisexual,Female,39,-151.75170471075788,D,A,-23.111937097023485,-38.81041832473678,1
Hispanic,Heterosexual,M,28,-51.814231174456616,A,B,-97.91791240899522,85.95193770552974,0
African American,Heterosexual,Male,79,-98.44735932442829,E,D,-127.99309040021171,22.211302395857636,1
Hispanic,Homosexual,Male,45,108.25869602614009,B,E,-19.38806999906283,35.51105229854941,1
Other,Homosexual,Female,95,47.52505572046582,C,D,-109.35372541812036,116.5453831947198,1
Black,Heterosexual,Female,76,-62.9064964432628,A,A,-92.0971028245551,65.89396499272775,1
Other,Bisexual,Other,95,65.06520612194446,B,E,3.680474667759411,86.88695586881265,1
African American,Heterosexual,Male,29,59.11538844704947,C,E,-175.1022186277139,68.14802298959347,1
Other,Homosexual,Male,84,-140.1270125302264,E,E,-80.87225159492034,-8.469817629409578,0
Asian,Other,Non-binary,46,59.55179321075747,B,B,-6.0680385146699,-17.121900518958924,1
Hispanic,Other,Other,83,-19.259346797482362,D,A,-144.5043859852604,-20.12169325322002,0
Black,Homosexual,Non-binary,36,-11.69828255659943,D,B,-50.509568229089595,164.40928365655478,1
Asian,Other,Other,70,-99.35294546103712,A,C,85.69943920504375,5.108255032646975,1
White,Heterosexual,Female,71,-137.18871412372275,D,D,39.05406676765023,-143.26835250062683,1
African American,Other,Female,71,159.09662546960254,C,C,-50.24502263673458,-117.49991108707401,0
Hispanic,Heterosexual,Male,78,-29.827267168002393,C,D,-166.93562669146985,-56.24149971831448,0
Other,Homosexual,M,55,72.79659118342082,E,B,0.6868348671852592,-62.91638757386085,0
Black,Bisexual,F,95,157.41832127602783,C,E,-36.07510775676337,80.2349130094298,0
Asian,Bisexual,Non-binary,98,5.246730999194256,A,A,-85.67792692849054,-36.083846154996266,0
White,Other,Non-binary,94,-64.32242690698324,B,D,-85.54717137770214,10.933383913019739,0
Hispanic,Heterosexual,Female,24,113.41894520778919,A,A,-162.2022350584102,-155.93258846529443,0
African American,Heterosexual,M,97,159.405599152502,D,A,-14.301434075343844,-41.03809406269745,1
Black,Other,Other,43,-89.44929244620123,E,E,-166.36575474960807,12.11694186204865,1
White,Other,F,87,49.98222012107739,B,D,-50.78363217699461,105.32635617382988,0
Other,Homosexual,M,31,-4.080748764400164,C,E,215.05023829397177,88.75885730660318,0
Other,Other,Female,68,-34.308667493110775,A,A,43.87549949385496,-5.388366443744998,1
Asian,Bisexual,Male,42,-138.98684617918303,D,C,-2.5409088008699174,122.06623886462242,1
White,Homosexual,F,48,-140.7788855660416,C,E,89.0901846560288,-62.1193627424393,0
Asian,Bisexual,Female,33,126.44077959597513,B,A,77.82440148771938,57.479951501256345,0
Hispanic,Heterosexual,Female,54,-47.12109247705353,D,E,-163.58794074820182,-20.07359807957006,0
Hispanic,Bisexual,F,21,-267.3422127178902,E,E,-88.39603050115612,19.695182169945628,1
African American,Homosexual,Other,97,43.58774352656478,E,A,101.37153952633899,27.307139169692384,0
Asian,Homosexual,M,33,-36.30429300658985,A,A,1.0057492875605303,18.327365007290492,0
Asian,Heterosexual,Other,99,-95.36738850265051,B,C,-85.6994175299254,-19.16722041000691,0
Hispanic,Bisexual,M,67,29.948302350720397,E,A,-47.197222866743246,-100.78317890201869,1
Asian,Heterosexual,Non-binary,51,0.4883463233613621,D,B,85.92219594910374,1.0088804970919956,1
Black,Bisexual,Other,53,-25.291603660027658,E,B,60.18962225643968,-138.81361333474783,0
Other,Other,M,20,152.82877029127806,A,A,184.5086756065965,220.2541560779923,1
African American,Homosexual,M,51,-136.24871277333784,B,E,-217.34392290459058,63.01410986986755,0
Asian,Heterosexual,M,80,108.29902317216873,B,A,34.08272163839119,189.0552984384178,0
Hispanic,Heterosexual,Non-binary,32,67.01991501559536,B,A,10.70413994426088,55.30184800858391,0
Asian,Homosexual,F,18,63.455039900123865,C,A,-25.85262517223511,84.1417923462213,1
Hispanic,Other,Non-binary,31,-109.4335557111506,B,E,49.220000059856474,-182.77686501457114,1
Other,Other,Non-binary,22,-1.1837122920910441,D,C,-86.04449083278205,18.882022621125657,1
Asian,Bisexual,Other,84,-122.23399793519272,B,C,117.59153009913695,107.92931930576661,0
White,Heterosexual,Other,51,58.28580972225891,B,D,59.974920632607954,6.269786932500315,1
Other,Homosexual,M,78,-8.165395976823763,C,A,-59.9468559252095,-78.79332602736343,1
Asian,Heterosexual,Male,91,-76.92321090619602,D,D,-64.97858577794814,34.759985335865515,1
Black,Other,M,59,333.3002757754911,D,D,-4.899712430717199,96.41700104056737,0
Hispanic,Heterosexual,F,84,106.09206094893966,E,C,-103.50760627973933,-90.86470491037718,1
Hispanic,Bisexual,Other,91,-38.62531081937273,D,E,131.25684781344034,84.335094346789,1
African American,Other,Non-binary,40,-16.437186597585036,D,E,121.5478028335389,-149.73134535423517,1
Asian,Heterosexual,F,91,-23.84802145072329,D,D,34.66745295882099,6.657573641776812,1
Asian,Heterosexual,Other,24,47.40943461501068,D,B,158.10825997711297,-3.936034702324008,1
White,Heterosexual,Female,55,111.48166271517444,A,C,-24.679217136557718,-206.68866912778103,1
African American,Other,Male,88,116.22253404981132,D,B,-7.786289061423782,2.8750483261414583,1
Hispanic,Heterosexual,Non-binary,58,54.99321983821559,A,E,33.1865906196531,26.981207052473167,0
Hispanic,Homosexual,Other,84,236.1931846823953,E,D,74.06722526546552,60.88889074237732,1
Hispanic,Other,Other,47,97.06199679890744,D,B,54.6150082942503,-176.25973644744474,0
White,Other,Non-binary,97,95.02094334538027,A,D,102.07090978154818,-100.69348339808286,0
Asian,Bisexual,Male,46,23.4361622630785,A,D,-24.95713758209042,-114.91735473908507,1
Black,Other,Other,91,27.366859884312746,C,A,19.715546311161543,74.8454488090056,0
Asian,Other,Female,80,55.052514015639055,E,E,78.38940707746637,-74.28720065053614,1
Other,Homosexual,M,64,189.08817426736576,E,B,67.63723859704666,45.85890377525115,0
African American,Heterosexual,M,35,98.65329952568761,C,A,-40.565492272387694,-103.41750772221117,0
African American,Heterosexual,F,37,20.03974030402049,D,B,-172.62772609070439,210.10135148137562,1
Black,Homosexual,Male,97,-46.82432014680964,B,B,124.95787675665377,-21.8965063630974,1
White,Other,F,27,-0.09324155338613072,E,D,-26.407702160918177,-14.627465491195881,1
African American,Heterosexual,Male,33,-64.55903568373604,E,C,-28.59465005398803,-98.84462609458389,0
Other,Other,F,43,159.0495237010216,E,B,34.25138554664786,-2.981293647285099,1
Black,Other,M,18,-62.00880714607984,E,B,19.66106579492862,-122.09848345733609,1
African American,Homosexual,Other,31,135.37825090749365,C,A,102.30273216036585,62.79264031946886,1
Asian,Bisexual,F,97,-41.82177248153943,C,B,56.63176365067577,-0.706166004562724,0
Black,Bisexual,Female,75,-43.881941516923526,A,E,5.755065099227127,175.62893795426845,0
White,Other,Other,75,-5.416651137833703,E,C,204.0615470676823,120.24937579370494,0
Black,Homosexual,Other,79,-10.476019963980816,B,A,112.56613112202005,-61.333305531409756,0
Other,Bisexual,Female,47,-14.526191646923584,E,A,51.07407273093683,-78.02521729710396,0
Hispanic,Bisexual,F,85,10.510397388777594,E,C,47.363464509191516,-29.56650041034922,1
Hispanic,Bisexual,Female,95,10.862407659354224,B,B,-89.57283160434758,-111.31661064801888,0
Other,Homosexual,Male,92,90.44418288261133,E,C,-72.61521737974125,84.38023420842097,0
Asian,Other,M,57,-87.53148214762722,D,B,-71.56971918582137,-124.20355511268238,0
African American,Homosexual,Male,63,-9.70742454723284,D,A,-42.39291364188278,91.8103766827976,1
White,Bisexual,Other,23,-21.70837024279394,A,D,-68.3819678985894,-138.4837321589329,0
Hispanic,Heterosexual,Female,84,74.34500129266083,C,B,-17.864864232073423,17.407264867224956,1
Black,Other,M,82,288.0679959601539,B,C,-176.44082947089342,-48.545637188047934,0
Other,Bisexual,Female,70,-116.00551814741094,C,E,157.93240249110434,48.69362264862646,0
Other,Heterosexual,F,97,-57.27861057267848,E,E,48.40200718919117,104.97797368633547,1
White,Heterosexual,Other,68,98.20698769708244,A,D,-44.29496069779008,-100.86709863393943,1
Hispanic,Other,M,84,116.22249179168189,C,C,29.593596664692683,-72.50928751668549,1
Hispanic,Heterosexual,Female,99,-160.87715283646696,E,A,-137.79056743263237,121.18035453025333,0
Black,Homosexual,F,57,-114.19928855220223,B,A,96.93489886115825,27.698776631034516,0
African American,Homosexual,Female,74,86.2037791658862,B,D,100.58026270217528,52.48319561657483,1
Hispanic,Homosexual,Other,94,-138.7211810940785,B,D,-108.00933473642591,58.37399268342644,0
African American,Other,Non-binary,29,-53.60052234345493,C,A,-116.3767467099091,-394.67917193784336,1
African American,Other,Non-binary,94,-25.744109561904367,B,B,53.757228446413485,70.28405100289574,0
White,Heterosexual,Female,93,-70.2311148037441,E,A,-2.2117513791900834,-10.28412875964097,1
Hispanic,Other,Other,35,93.18114481335556,C,A,-183.80330982588907,14.270948807768766,0
Black,Bisexual,Male,95,6.196383518248535,C,A,-55.2097094335291,-27.819379995052245,0
African American,Homosexual,F,69,168.02417063476435,B,B,-7.169036578197425,-133.27145468452306,0
Black,Homosexual,Other,72,26.742218898584756,A,A,106.81605706896748,93.47702762854823,1
Other,Homosexual,Non-binary,38,-87.18123360900195,B,A,51.391335377245476,105.40521562083556,1
Asian,Other,Non-binary,43,-87.33138853716197,E,E,-189.06005814814247,0.49690799356383214,1
Hispanic,Homosexual,Non-binary,70,-95.89775167759788,C,A,-115.83563080335368,-47.741059332339766,0
Hispanic,Bisexual,Non-binary,56,167.02326230849854,B,E,-7.63034602607387,-128.11856705894397,0
Other,Other,Other,52,129.70934280263094,D,E,-65.6485101642657,62.320660744163746,1
Other,Bisexual,Male,76,61.80396682693874,D,E,-208.12467375113494,72.66556552257396,1
