nationality,Religion,age_range,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
China,Jewish,18-25,40,80.53929918840848,-1.6079449488650632,C,-37.77177131909594,-2.9934075601941936,D,A,0.3907015857133744,A,1
India,Other,18-25,45,172.615603090255,-116.67675888188005,C,-79.28019319500189,-95.8314492255236,C,B,-102.09413370235585,D,1
Brazil,None,36-50,37,97.57910395542295,69.52138701530355,E,-29.809617909561354,-77.54156087370744,E,A,134.4060792473559,A,0
Brazil,Christian,26-35,43,109.69095637392716,-23.863029529100437,E,-4.9680575891719885,-80.31205706287544,A,A,51.15207734682895,C,1
China,Jewish,65+,79,14.12080893843522,-8.378827994059943,D,73.00008971533518,75.47119459269068,B,D,-130.65415085046507,E,0
US,Other,18-25,24,17.577570301999547,93.46185310922478,C,-110.52020456616059,-40.363412946845315,D,E,-94.87390206597493,C,1
Brazil,None,26-35,61,-31.766450628063303,-12.59116866256107,E,-72.9993565149613,-66.49460514571216,C,E,2.3486097518770217,B,1
US,Other,51-65,37,197.81771216933072,222.6958024906152,A,-133.85836153946812,-47.25984799759777,A,A,-93.86968531739942,A,0
Mexico,Muslim,18-25,70,106.34830989301027,-37.82470210728007,A,-35.32871237407855,276.91920400629,C,B,75.52453825724773,B,1
Mexico,None,36-50,43,-7.483502910709089,-45.3827002060682,C,-15.535558410241684,-51.08007828299649,E,A,48.97665725653179,B,1
China,Christian,18-25,50,-30.12425321214688,144.0774515253463,B,42.340759696737976,-41.32536922208877,E,D,45.51376696714405,E,0
UK,Muslim,51-65,54,-86.78287053183863,-135.16807516446605,D,75.95491204444187,154.09655680761273,A,B,20.32828575601602,C,1
Mexico,Hindu,36-50,23,116.56214530209854,-88.53927262882023,C,2.009873778076163,24.14674269471862,D,E,-13.612797167408383,C,0
Brazil,Jewish,51-65,77,72.74340467948191,229.5897981953039,D,-45.69988337357862,-92.38607113292767,D,B,-114.09109707364324,C,1
Mexico,Muslim,18-25,56,126.69461507935145,6.954251114625941,E,133.2585830450498,23.990077734693806,A,D,-29.21495734898583,E,1
Germany,Jewish,36-50,76,30.600961024983896,5.501913506590195,A,78.96581969722347,-94.43053336837445,E,A,-17.40413634825259,C,1
Mexico,Muslim,65+,39,-0.834475232613602,-226.66151195245197,D,-19.09425317414226,-57.75957771867055,D,C,114.60261785205851,E,1
US,Christian,26-35,43,-160.78950424503861,-50.80528683448041,E,-62.81665714780422,19.04034646042874,A,C,-71.62103545500223,E,1
Germany,Hindu,26-35,49,-13.428233357253985,-124.97163555005115,C,-51.71080545758857,-219.48129124893626,E,E,13.76918871349814,C,1
China,None,26-35,56,110.81972150613475,-47.31258769528707,E,49.36977396034162,-30.15390089444419,C,B,-73.64965796018207,C,0
Germany,Muslim,65+,51,17.88878083817092,37.4311263063484,D,-149.5019752394802,-179.91716824673057,D,B,-112.40438049938271,B,0
China,Other,18-25,71,-121.07980880512837,-90.39967817143531,A,-127.55274763858449,-32.41948002957596,B,C,-87.8270370706147,A,0
India,Christian,36-50,29,25.530939843654476,-8.912484182744814,E,49.82960808023655,-145.23048333803033,C,D,-15.946277850294244,A,0
China,Muslim,26-35,59,24.37450802530737,169.36149416795027,D,-42.91615921803883,-47.59948343727844,E,C,-37.36423388116273,D,1
Germany,Jewish,36-50,34,12.037514975476489,-13.085041530021654,D,174.2183164205152,-79.48864297071255,E,B,-91.75503811043849,E,0
Mexico,Other,18-25,43,109.54193898172937,107.76944796518609,B,-74.58506878916681,85.745019931672,A,B,-84.48089680981057,A,0
US,Buddhist,36-50,79,-33.57838032515732,104.6866744416763,E,17.188119085801308,193.41920475851336,C,C,110.07092537234986,D,0
Brazil,Hindu,18-25,68,-124.71502141255557,124.75307521003623,B,-51.58907596646339,-26.919812909904916,D,E,18.41590734994707,A,0
Brazil,Hindu,36-50,70,-153.25016047526546,2.827307040426069,E,-63.27270665015048,71.2432040480198,E,B,110.19129072454766,B,0
China,Jewish,36-50,27,39.48042980295911,-28.092910241177282,E,170.12633957057415,194.44358138275294,B,C,57.1937755883815,A,0
Mexico,Christian,18-25,19,43.74066380074834,-31.55219135776708,D,144.29718594226878,115.40641134882574,B,D,147.03347571969968,E,0
India,Muslim,26-35,41,-121.51227390009667,75.81271954452325,E,34.29900305205651,3.973280306548357,E,C,141.58962632013973,C,0
UK,Muslim,36-50,30,169.9117870531355,-27.67682629132239,A,-5.047440454739671,-8.990711148615471,A,C,47.47022016216198,C,0
Other,None,51-65,20,-82.07423290081974,-182.21401285806974,C,47.69619401549874,113.75089473972564,A,B,152.9199068025009,C,0
UK,Christian,65+,53,83.45841455428042,-62.9385039705612,A,-3.7067224102747027,52.96524087638286,A,E,2.1778332109634744,C,0
Other,None,18-25,28,110.25946815949708,-73.10532382617804,C,55.2478112102459,89.02955766510658,B,A,-69.28065885928046,E,0
India,Other,36-50,70,57.54945938406253,-55.67262091108234,E,2.2717730915598384,165.7898176128338,B,C,-18.61193496534035,D,1
Germany,Muslim,65+,66,110.16406199054627,-13.418534364763456,B,-147.59736888523133,-48.81196094869417,E,E,32.68339654397509,E,0
India,Other,26-35,64,155.44433141050408,-21.39024345166667,A,0.3428417154271997,-92.10666292023217,A,A,-2.8734294444425506,B,1
UK,Jewish,18-25,30,54.9427787175783,69.50009058942196,C,-165.7647492948673,188.6745785954795,E,E,164.86362522911716,D,0
India,Jewish,51-65,31,15.503958840830517,-9.585821842629546,B,5.5963404632368805,-30.200166306612196,B,B,-51.52906084740564,A,0
India,Other,18-25,39,-104.47475066546139,8.404983653868959,A,-132.95328431042375,-59.59241373041747,D,D,-22.569819788069037,E,1
Brazil,Muslim,36-50,68,5.244643957522,-3.703527605735732,E,106.38196024843438,-4.356804193232162,B,A,-26.410008426927185,D,1
Brazil,Buddhist,18-25,34,110.36977271728206,132.11355701967065,A,-30.30650760655429,215.77542345506413,B,B,60.36835768313977,E,1
Other,None,26-35,47,-18.07983886505116,42.26385463898077,C,83.1322259852831,-43.672763606382844,A,D,-47.7349399165285,B,1
India,Hindu,36-50,60,192.43683301171222,-15.594036938926974,B,-52.008168808376674,-128.41331755764367,B,E,43.8038937765435,B,1
Germany,Muslim,36-50,75,200.54675106433956,46.52977104868764,E,97.66965568157396,25.355152771478767,C,B,40.58261181138756,E,1
Mexico,Hindu,26-35,28,200.84841940825407,75.89681202391522,C,-78.46159576115083,112.7208921967604,D,A,26.420540448580965,D,0
India,Buddhist,36-50,34,-227.44119212451892,54.98756911937046,B,-37.76233392319407,-24.102821917323773,B,E,102.40868902094111,A,0
China,Christian,51-65,41,0.9554489002512718,-100.95757880325903,C,-0.21739369490331503,-20.457362664946146,C,C,171.81234690012926,A,0
Mexico,Hindu,36-50,39,28.433308437858106,-23.017205127006324,A,23.53911867255592,-10.652912702162434,A,E,-6.653064296670032,B,0
Mexico,Jewish,51-65,63,13.128515647181702,-137.12655530030904,D,-35.86513109920127,-22.904097386997304,B,E,35.245087015752944,E,1
China,None,65+,30,48.40997968540706,-33.13164190605286,E,23.664852148337452,271.49901304896014,D,E,284.37358296069004,D,0
Brazil,Muslim,65+,79,-130.80123290494356,-113.85065878706632,A,79.62829524148522,-104.89455919189905,C,A,170.7449434594321,D,0
Germany,Other,51-65,60,64.5784266190726,-16.42161766517993,D,54.209497692470464,86.55059914159389,B,C,12.792508188733065,B,0
Mexico,Christian,18-25,45,30.225296345976354,58.156363064266614,E,68.22394217073212,38.20426675630944,A,D,-128.57949514013157,B,1
UK,Jewish,36-50,26,-38.576052736528204,51.03818935949156,D,-33.9315030623284,-62.312572996130136,C,E,43.533184364588756,C,0
Mexico,Buddhist,18-25,26,76.71472252953949,-19.87523546320938,A,-116.6316777029795,143.75523001845522,A,D,-48.41998097412167,B,0
Other,Other,26-35,72,67.82793803454295,9.100011519602367,E,-88.62843396350704,-97.4577812813674,A,A,132.54320504961927,E,1
Germany,Other,18-25,77,71.78347312416645,-131.50268788096545,E,-14.89557362773756,-112.69242633008972,A,E,-25.52799768945173,D,0
Germany,None,36-50,32,3.7511937214444497,-38.381905762807094,A,-36.60770668307416,-114.29691240808566,D,C,6.903561281422661,D,0
China,None,51-65,58,348.5753072381172,60.677907080837365,D,66.39890168741697,58.312010810591055,C,C,105.30886489818985,C,1
India,Buddhist,65+,58,56.21397831439956,-35.26210014853873,E,-24.151237431851456,-72.81327764706802,A,A,-73.33025762954858,A,1
UK,Christian,36-50,37,41.76160374961733,83.05681165301603,E,8.753594610883384,73.84938763822916,D,B,67.17466898626495,B,0
UK,None,36-50,59,-33.16543821338017,52.21333167660141,A,-41.114751202405515,-59.50920019310737,B,D,-210.59032034215815,A,1
US,Other,18-25,62,-15.847605059223843,96.224586458192,D,180.40185350430477,148.85743824200938,A,B,100.05789212945389,D,0
UK,Christian,65+,79,-61.39707371583592,157.60407030390655,E,-74.93039429902456,-20.676031499940997,D,D,105.20053326765301,C,1
India,Other,65+,70,105.17432869550194,133.51814900274474,B,-196.94320483957685,-39.973842124051046,D,C,39.53121582368272,E,1
India,Christian,51-65,19,31.390849510985518,-219.59629457324047,A,86.31564977958527,-118.45488950691528,C,E,53.3436190934911,D,1
Mexico,Christian,51-65,29,55.72440170591379,8.50294964918451,B,-38.43703054208861,-109.45582033172951,A,E,-116.57051600287123,B,0
Mexico,Christian,26-35,44,65.11847002894471,-54.445434341270484,E,-23.99332726317489,43.9141064906618,B,C,36.31143853009542,D,1
Brazil,Other,26-35,50,-94.7006720893654,-91.63762656744912,B,-76.6375544110866,-144.77122298645838,C,E,107.8782518850191,D,1
UK,Jewish,51-65,75,93.69683929100317,-89.87564605195942,E,-27.609385883748892,-163.90520749894299,B,A,-48.803945702459565,C,1
US,Christian,26-35,77,46.6896579209265,-218.21687962955883,B,-28.121402265863725,111.90101230415739,A,A,-145.39581433782362,B,1
Brazil,Other,65+,30,25.96195628229076,33.07197632869768,D,63.21372405031933,-91.20467781780864,D,C,63.9392920002059,D,0
India,Hindu,18-25,33,87.1916333097067,13.939990660428519,D,93.91030776910854,-48.04581664381003,C,D,-55.00321777021008,E,1
China,None,18-25,75,12.770890076469726,88.13537760521469,A,-99.08121354479447,17.395312172550796,D,E,-69.47560357661372,A,0
India,Hindu,65+,42,-19.351535882756597,-21.07358892279276,A,-71.25190544297062,-89.37826698897666,E,B,-74.17243085010958,E,1
Brazil,None,18-25,47,18.65203602824695,-14.52700903236281,E,-36.3969930189447,-4.170653777810272,B,D,-10.116776436361814,A,0
UK,Muslim,26-35,30,-216.07608788524578,-69.99860297081322,E,-33.86265801091676,-50.73008796245053,D,D,-39.60698818670739,B,0
US,Other,65+,37,-37.15105908635141,-34.40489325864684,B,-1.6339322862350711,82.62644170770955,A,B,22.29787996046791,C,1
Other,Hindu,51-65,28,44.307275075403524,96.74854466056114,D,-82.07082176231827,79.57768333679276,E,D,32.05178998368092,C,1
Mexico,Muslim,51-65,75,-16.111498425150064,-33.78100779345711,C,104.49432306400128,-68.22865463389512,B,C,-190.07011424874187,E,1
Brazil,Christian,18-25,26,-64.36569346806047,65.29781159249286,A,185.3218574651539,50.86185459604391,B,B,-17.91621561946642,D,0
US,Hindu,18-25,36,-173.55015669853822,-8.850518523334443,E,1.9945920205965522,-43.72682730488058,B,C,-158.76066554056305,E,1
US,Jewish,51-65,46,-69.74479159553137,-50.55056739052394,E,-2.283900012507998,78.71405314777667,B,A,-1.6312054003528622,C,1
India,None,36-50,71,4.120602382536573,14.299940590037913,D,34.18364350260966,187.94694693698898,C,E,-148.17702228671243,D,0
US,Jewish,65+,56,164.56901567231264,-38.31105540786535,A,-21.61629333982036,-194.28735578863487,D,E,-36.01113316718437,A,0
Brazil,Muslim,51-65,33,-142.1919192490777,149.97134878049084,A,-86.5143067663961,78.0942073817407,C,A,58.086032649147114,C,1
Mexico,Jewish,51-65,32,77.14225255400478,69.6288441634394,D,70.02730959377188,111.43325359071044,A,C,45.30760832313138,A,1
Other,Buddhist,36-50,24,32.98066472305711,-224.3476808013018,D,98.90884545639557,50.223086323986834,A,B,59.611412260073195,E,0
China,Muslim,51-65,75,-36.727186746001635,55.06014312606029,A,-71.81460742886937,160.8789878010444,C,E,111.98637596928769,D,1
Brazil,Hindu,26-35,68,-60.04752587972562,204.4485680441099,D,-1.5326467142959832,-51.291968862855995,C,D,-106.34905017128662,A,0
US,Jewish,36-50,46,107.10843232001469,-31.251716457315915,E,53.63094709767997,-41.495699996337876,D,A,-80.34497015648753,B,1
China,Hindu,65+,58,86.81823765035091,-60.27613377394413,A,76.13486654787847,9.04269255838927,A,B,198.78634695697053,B,1
US,Other,36-50,51,-38.83531325072923,116.99979943418806,C,70.47500944727587,-96.01855810335623,D,D,-72.45608217019813,A,0
Germany,None,65+,40,149.73923622448183,-17.772014784697475,B,-27.922089963564527,25.9347234244203,A,C,-5.669576121193086,C,1
Brazil,Jewish,26-35,63,-11.120515387528418,-104.02506211631786,A,1.0474571994648119,-20.313525649316833,E,E,-14.453695121843028,E,0
UK,Other,36-50,22,-101.99065349085417,-75.07159694549831,B,-62.04323846919843,-66.60629987520814,B,C,-69.46954881240407,E,0
Mexico,Muslim,65+,51,20.73550452360415,91.78878078383825,A,-104.28685448133514,189.328822112713,C,B,-40.39683069628306,D,0
Germany,Jewish,36-50,76,-214.60979581477662,8.422620883793442,E,5.05624131786029,-186.46280359689456,B,D,131.7037116928265,D,0
US,None,26-35,32,144.84564568327428,-90.95193971319587,C,133.88837741258982,48.322500475444244,C,E,31.569660154812627,E,0
Mexico,Muslim,51-65,50,170.52402894050002,67.38470071767554,B,-31.282118515068884,83.48305283095641,A,E,9.18898258728144,D,1
UK,Buddhist,36-50,77,104.76685604682461,-133.11997996936677,E,73.62487714588099,253.5184726396623,E,E,54.49822966936768,C,0
US,Christian,65+,53,105.89288695029622,-71.63310043798793,B,-44.22928789010503,49.82792287545132,B,E,-65.45843785171168,B,0
China,Christian,36-50,43,-65.527689668056,34.69523685490157,A,36.91326972018684,12.481171373295345,C,D,-1.0747052526039467,E,1
Brazil,Christian,65+,74,-113.47726963969247,129.68444963236524,D,126.18822805276405,31.639180196234797,C,D,80.8584485707862,B,1
China,Buddhist,18-25,27,43.45467400981014,87.46316879318128,D,142.70470741434133,-113.84556135422237,A,C,200.51848236974027,A,1
US,None,26-35,73,-17.687150407232316,58.911011318419305,B,41.9534472642975,-234.9575035055079,E,B,131.38982897056292,B,1
UK,Muslim,26-35,31,181.377140956208,62.47054740490125,E,53.25268722357013,25.683428759586636,E,C,-133.03673083991083,A,1
UK,Hindu,65+,38,150.85620478932663,-99.03477635941103,A,125.90202099138426,-46.97804385358993,E,E,-136.33707962832926,C,0
Germany,Hindu,18-25,64,58.08558043521222,-22.968689153347572,B,90.82615500610983,251.61090680632734,A,E,-39.69574572427915,E,1
China,Other,51-65,44,182.86451216044748,157.73027058349473,D,55.99971317901703,-49.70349679620128,B,C,35.37265984833895,D,1
US,Jewish,65+,40,-17.66681126151191,-61.169075763659244,B,168.99470092586228,-132.69928069685375,C,D,-130.56490526446984,D,1
China,Other,26-35,39,32.8512500677086,44.99437122003247,E,179.5016553567882,-19.88473921645664,D,B,157.7336637385434,B,0
US,Buddhist,26-35,72,109.34309691656698,43.2564291469587,E,68.83831175464145,-76.6694162711363,E,D,-160.03519473717492,B,1
India,Other,26-35,76,174.2225614376729,-42.17887373770498,B,-199.28861101003744,93.15622803804861,B,C,-118.30760772436237,B,0
China,Christian,65+,41,-35.46599463670448,-57.88367857645397,B,158.5769826769469,52.2746228417994,E,A,-19.459365727809555,B,0
India,Other,51-65,41,70.03716049441606,59.536902229009684,D,-61.85228958198196,-23.06016091101816,D,A,19.1922116376085,B,1
US,Muslim,65+,21,15.31712327979009,69.69506411192339,A,-70.62451277928375,154.72611310570235,A,D,-74.48606675120706,C,1
China,Jewish,26-35,73,63.5394544992255,-73.08035499121017,E,-167.21042607443627,27.868840725445143,C,A,-141.01802733732677,A,0
Brazil,Jewish,26-35,43,36.15397781275102,9.506195528178678,B,-209.00262342632473,-200.1900509534051,B,C,-71.38686495718862,D,0
Mexico,Muslim,18-25,49,-19.4990687920629,9.696292521479387,E,182.01012188267293,-182.504173427719,E,B,93.44370334309534,C,0
Germany,Buddhist,51-65,66,40.94684514395796,-6.585671167662227,C,103.33710704370583,130.67062053429203,C,C,-63.552842359149395,C,0
Brazil,Other,51-65,70,50.51827493597602,-189.1601130155172,B,3.9766596726907237,93.09479465727433,E,C,-146.31075133947132,E,1
Other,Buddhist,36-50,48,-126.12816201549018,48.72075416503652,A,-95.99096673163712,11.946736752461955,E,D,190.20747152394563,D,0
Brazil,Jewish,18-25,71,-28.299016897482414,39.93765583536879,A,-97.07172593475686,-13.29747783236337,B,A,-72.04438604228702,E,0
Mexico,Muslim,51-65,60,16.33336377160924,-21.20673064697302,E,84.58580761809226,-92.50797562341504,D,B,-29.410798567893075,A,1
US,Buddhist,26-35,52,-113.79985381419151,-114.69365104084028,B,-71.91978134781067,30.2643081719777,D,D,-75.41368241105569,B,0
Mexico,None,65+,38,-57.997503028532506,128.44379045755807,D,-95.84054911356407,12.767245902497828,A,B,-11.082885987295969,B,0
Germany,Buddhist,51-65,22,-48.61017700129008,21.86989669467608,C,56.56627981566429,-37.62745833722695,E,B,-51.422988083999854,C,0
India,Hindu,18-25,27,231.30369589777933,-109.97434920423139,B,-142.51972013185383,-1.8420875688569025,E,A,-20.71950903647136,C,0
UK,Jewish,26-35,32,59.84461237337766,-36.926763465750284,E,-248.94227193751482,-26.426310002416574,C,D,125.95259415226995,B,0
India,Buddhist,51-65,55,47.887667723869605,-292.3635225193275,C,126.17138902601272,151.22935003864518,A,B,96.42300933701594,A,0
Other,Buddhist,36-50,54,-14.107386435348875,-185.81601270448132,B,-215.7790094749202,-24.701458576565877,C,A,-33.966035821191184,A,0
Mexico,Hindu,36-50,64,-11.408922054344874,-82.76858995524478,A,72.8045855499816,-151.3290878619989,E,D,-49.23481336756079,B,0
Brazil,Buddhist,65+,40,-46.278759468671886,65.33052222967248,C,106.76888778172118,74.04743940586832,B,C,20.400847235146617,B,1
China,Christian,65+,76,38.43392584649029,-5.467351949609596,E,15.289433697695184,-76.74183494914665,D,E,23.673601624912603,E,0
India,Muslim,65+,35,-74.08564193377568,173.223094093768,C,-33.80020912658595,96.10034855460053,D,A,165.79863899600272,D,1
Brazil,Other,65+,36,34.03532037951577,-130.87439664258892,C,52.81434040665097,-48.046858158549774,C,D,136.8793880812712,D,0
Germany,Buddhist,26-35,35,194.88392915766056,-60.95489425160697,E,31.268033191870586,-21.59586789916973,A,C,113.14614398682505,D,1
Brazil,Buddhist,51-65,56,35.01913390288852,102.99806257088638,B,-18.907742631838893,-113.59387979857158,B,A,109.43078842629536,B,0
India,Buddhist,18-25,74,76.48734785668452,175.45880797471364,C,-47.78007773336149,11.508882460272249,E,B,-164.7019663026525,A,0
Brazil,Jewish,26-35,58,59.477125457058236,58.883666743932,A,-132.03535081535034,-5.848310835911427,C,C,-101.01804710276096,D,1
India,Hindu,36-50,53,46.767404714214216,-2.8637433544519344,D,156.5680933526861,46.30441339523528,E,E,-21.5952009845389,B,0
China,Buddhist,26-35,59,68.41720168937334,81.49068424905055,B,54.020878110482386,238.76191536902627,A,D,-21.535369902053006,B,1
Germany,Hindu,26-35,78,-31.32449274246393,114.54280654701337,A,-150.0833901236962,65.36062122476537,E,B,-3.025486879909068,B,0
