ethnic_group,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Hispanic,43,D,B,E,D,B,D,-114.2935524705192,A,-172.84827728392136,D,A,B,-231.04375986047518,B,-40.11282558437328,-100.80662287573733,-53.76469111497767,-38.04903636165362,0
White,65,D,C,C,E,C,B,117.49916802941843,B,186.40633128378124,D,A,B,-86.52687348119605,E,-166.827745420533,0.17636635044837415,-35.56169805091282,191.01375094406302,0
Other,22,D,D,D,D,C,A,-105.4193227808398,C,-37.302482374771,E,B,B,11.93602979391417,B,-89.55348581115125,176.18725575848578,-91.65586773039851,-52.759776588046506,1
White,79,A,A,B,A,A,E,-80.02575666662531,D,-170.74104354343936,A,C,A,-29.040985581386856,A,191.44030335462355,-85.680285378537,-151.14234828488043,-10.948008484921452,0
Black,43,C,C,B,C,A,B,-4.506617381050353,A,254.07726320372453,C,A,E,-54.89264268575812,B,-73.44094349950082,-53.06461367518794,-86.28754038726208,-20.366080934486185,1
White,25,C,A,C,B,B,D,-100.67396010420066,A,-81.5049279640354,A,A,D,168.72760581756881,D,-88.69230776711359,-194.949121359235,-62.894381754598314,4.211974580707971,0
White,44,D,A,A,B,E,A,81.82558058095667,D,-83.62713178259114,D,B,A,34.280401187127936,E,91.2475602423595,-6.005344714954379,-107.68486744853666,-67.04418733577052,0
Other,34,E,E,A,E,E,D,39.15374101658687,C,-127.08669739476744,B,C,C,-36.55916383381173,A,-93.05900866147752,-10.969418348784718,-150.37979866872968,171.23678091181017,0
White,21,A,C,E,C,B,B,-0.5077370076331928,C,-141.40200495818254,E,A,A,-120.79264938089402,B,49.29094757036833,-82.94996139489277,39.48942171833822,112.88794885522442,1
Hispanic,75,C,D,D,C,E,E,-67.5948625843012,C,108.89137758299896,C,D,A,18.425335260623495,B,157.9375335874323,-0.5028506560997584,45.739932843293225,-45.743118839402605,1
White,52,E,E,A,C,C,C,77.07380705090426,A,31.263053783045887,E,A,E,42.361883552257645,C,170.60466597605512,-12.614407611602324,90.33787975575515,58.64481904992744,1
Other,36,E,B,B,A,A,D,53.557421897959436,A,-203.50584119184867,C,B,A,120.43875108360047,D,87.30047226580585,113.59742462989335,-64.11252445625884,21.639682254219256,0
White,29,B,C,E,A,E,A,105.47426685653232,B,-260.9800469473712,B,B,C,170.5149212082629,E,-12.888325653600946,60.85953893541093,-52.59400768734852,24.49802007218882,0
White,42,E,D,C,C,B,E,-58.10244105283059,E,-100.92649970371512,A,E,C,67.08665958948342,C,-192.2339316235784,-77.99230277917822,7.627224176502688,-96.2211090565301,0
Hispanic,50,D,B,D,A,E,A,151.08264764065245,B,-27.078282228290067,C,E,A,-61.945834754980375,C,-31.07889700344569,-115.16825109206543,32.664786462399384,-110.16633853925917,1
Black,27,C,D,A,D,A,A,15.383803679855609,E,72.32255087020957,B,E,E,125.69922771457594,D,77.65137972028813,-34.57660254371672,15.097073839900588,-37.377883401637604,1
African American,41,C,D,A,D,C,B,63.748103777000544,A,-77.3448265032208,C,E,C,-198.1915643426342,E,-129.17455139360308,-100.37259277670636,-139.12644425501728,-62.961150778917926,1
Other,23,A,B,C,D,B,A,-142.23033368413454,D,-83.17441407209004,E,E,E,-166.6560073545943,E,18.543889090481088,-25.317997204556587,-150.96576074095378,124.42437909954465,0
African American,50,A,E,B,E,D,D,-119.67680997265464,E,-81.34994086346201,A,A,B,-36.478397551572456,E,90.0289492926711,-115.01380227447345,-25.377674901894267,0.541041459287242,0
Black,72,D,B,B,A,C,B,107.40670046926371,B,-128.85661558029483,C,C,E,-129.40483857567293,E,-12.566302945421157,35.34604280838713,146.75434837830193,125.84664154598475,0
African American,28,C,A,E,D,C,E,26.830067851249055,C,-15.751161519798512,C,A,D,-237.4111886343129,C,86.77471707783666,110.09389471485144,171.33151127038732,78.8605865189545,0
Asian,30,A,B,E,A,C,C,26.627582055203163,B,-1.9859956622890251,A,C,E,64.25429300885548,E,-24.622771665943944,0.31282180111916086,2.9026313870102483,134.2365641758386,0
Asian,23,D,D,B,D,C,B,69.34723366254372,B,-156.770324665202,C,C,D,256.8565731246245,A,-98.24831551151215,56.78103954647479,9.413226192265826,63.30911357808628,1
Asian,42,A,C,A,D,B,C,-313.1952404102998,B,-178.3981530298762,B,E,D,53.18904175551404,A,113.88962711312844,32.437254646728846,-29.87509744092555,-64.1636405543111,1
Other,62,D,E,B,C,C,B,-62.49546671494218,C,-50.28999549440436,C,A,C,-139.27181633128637,C,-43.10063735062311,1.5256179629568933,-121.7749635591154,56.70441018688145,1
White,72,D,E,B,C,D,B,51.22497729156162,C,-76.07188582811392,D,C,D,30.258968558870443,E,97.67808726154992,-81.66233429911426,17.08591671429308,35.15194356529171,0
Asian,64,E,D,C,A,B,B,86.49184637003702,B,141.73741721225014,A,E,D,-11.707457891177029,C,-140.87497274627293,-171.82640744422847,-91.89388235076999,47.37852307226221,0
Other,57,C,E,E,D,E,A,77.74946787369437,B,129.88991525551688,A,C,E,-58.15211414049875,A,-52.192190480139104,3.9825564751101217,109.22202657921083,81.7099459107695,0
Asian,43,E,B,E,A,D,C,6.876907164905672,A,-57.31176114608606,A,E,B,-110.2799351458096,B,83.7705606274111,-7.533569431479246,33.225985316734565,43.84021198099997,0
White,34,A,B,C,A,E,B,32.10802001093235,A,229.53059298930728,B,B,B,-21.035038443143,A,-85.82233617133933,-116.76734860435975,-163.57060107061284,-34.50088949707526,1
Hispanic,66,B,C,A,B,E,A,-14.02782500153737,E,-202.60875252195268,B,C,C,-35.80578501722855,A,-96.80455668493376,113.44926989485596,-97.16723630325096,71.07036277221962,1
African American,51,B,C,C,B,E,E,31.442815412109066,A,10.260193841243577,E,D,A,-137.04317520093468,B,-56.448126078242545,25.022951901627493,87.844093009876,39.311417243495434,1
Asian,23,C,B,C,A,E,B,112.27324592900057,D,28.652416752347982,A,E,A,132.8807439361531,E,-205.05569471242433,21.02092050959205,64.86815040732199,67.24412243597118,0
Asian,66,E,E,B,B,E,C,-123.79925257054876,A,-26.949612467150402,C,E,A,119.98763891059876,B,163.33002217114336,31.59396626543758,-130.70583414877058,-80.78002014897791,0
Asian,48,B,C,A,A,C,E,-96.92429029916664,B,72.76420367004194,B,E,E,267.9003798496716,A,-55.105072898458985,-224.84203293251562,-67.01712319258523,124.25630247998087,1
Other,40,E,E,C,B,C,D,34.59742515442444,E,-157.92933292046257,D,E,E,9.027629534469769,A,145.25649157269953,-63.33491029259355,18.075199516528407,91.63959140604211,0
African American,77,C,E,E,A,B,C,25.383480019881343,C,-87.15828747920513,C,A,C,191.99789142528468,B,105.6345545347181,287.6948467928854,-181.37750429508654,-83.39446109487318,0
Other,43,B,B,E,C,D,D,-148.77070746233193,A,161.40699280568106,A,A,A,96.9268653512481,A,-69.60565135690564,8.670925960694055,7.13952814853206,123.83990148662527,0
Other,37,A,B,B,A,B,E,30.116597145079773,E,-38.29305023008474,D,D,C,52.408020904366396,A,46.03042592383807,-89.49717500878187,57.5980901879677,-7.116376538895006,1
White,52,D,B,C,D,B,A,-103.89274764809264,B,-61.64706652067573,B,C,B,59.19885951166511,C,62.46627015786718,-127.52166193083774,72.30867541244798,44.8121480063127,0
Other,40,A,A,C,B,D,A,-27.84572992238789,D,-72.5480098009341,A,E,D,-115.10672947560545,C,96.97784653739556,122.07724933724855,64.62237408404457,61.22148708777282,0
African American,27,B,C,A,E,A,D,-53.416963416458415,A,85.72019196960058,D,A,C,-194.0174536611426,D,107.91215337571884,157.4761569575556,81.2809870295683,-15.246108263081098,1
White,35,A,E,D,C,D,C,102.35297088154924,E,52.87569552711852,B,A,B,-49.764216064764746,D,-101.92361188296763,-66.83757564697356,48.26714388823977,-1.6969003854914622,0
African American,51,D,D,C,C,D,C,80.0111608503974,A,-68.45839714072862,D,E,C,-56.63120857886711,D,7.96603361355313,-18.862309226129227,108.39454300412272,-148.7718297493961,0
Black,67,B,C,C,E,A,D,45.50856188964645,A,-116.47099524276965,A,D,D,-26.490132607240906,B,-109.70213905944573,64.4076756350264,-68.57732246207271,98.42277508021024,1
Black,56,E,C,A,E,C,D,8.25610901244153,D,94.1828068074061,B,C,C,-40.97076876535615,B,78.1845885559219,35.90231780846616,52.48911656207955,259.29464552822583,1
White,73,C,B,E,E,A,E,-151.82957696801512,E,-31.80466312708993,E,E,B,115.65868572018343,C,-75.70321208317844,-122.48748739798697,1.2214696431744922,83.42768720857549,1
Asian,23,B,B,E,D,C,B,78.01883319232044,D,-1.8527132793931855,E,C,D,-114.48466670919186,E,-70.34376107123312,46.83879611653479,188.83161961429744,93.5604231493319,0
Other,45,E,E,D,C,D,C,-16.772450163229323,C,3.8837064399933916,C,B,E,-29.225396434499974,D,11.832050789437707,103.00172750885719,182.41706637735038,47.339737484435204,1
African American,70,D,C,D,B,D,C,-76.06339295742835,B,19.389700852673716,B,C,B,-56.9010741641923,D,-63.877282742792815,-61.28914429902616,81.45184717706158,55.26703904964258,1
Other,36,B,B,B,E,C,E,85.78910296655687,C,47.98657890629237,E,A,A,87.8156914313256,B,-127.03972994980523,92.22136190028111,-9.568958454096933,128.5124856266047,0
White,61,D,C,E,A,B,C,-34.2842175667442,D,60.00891354367673,A,E,B,14.431174696486087,A,-17.783215397035583,-102.01443888424274,-14.190355864051252,37.26799779393806,0
Hispanic,58,C,B,E,E,E,C,-228.23256450402667,E,46.39572413603762,D,E,D,-24.76100005100225,A,-140.16135681728593,1.4568329785073781,53.99150335402497,54.84157124785024,1
African American,78,E,E,A,B,B,A,-196.87258749117055,C,36.267344241888715,D,B,D,36.27310368296988,E,-7.423201416388565,-88.75157754885045,-99.71669734344538,33.66960302218111,1
White,52,D,B,E,C,C,A,97.71333897673628,E,122.80429371768604,D,A,D,-46.852559755314346,D,32.63122218641041,-205.89327326225995,-52.10245561568744,-115.64080237319214,1
White,62,A,B,D,C,B,C,16.427545305674975,A,-247.01578300142916,A,B,D,-33.80060685513055,C,-130.74066305150237,-3.7723566829367186,-100.58083588850289,47.470190430715206,1
Black,67,A,E,E,E,E,D,124.6792776870333,C,38.49434390408152,A,D,A,-35.45696027501666,D,-20.14254814480525,-103.80738184845761,-128.58288586481038,-4.541288566863103,0
Other,78,E,B,B,C,A,B,-96.88447617617825,E,23.429967569073753,A,C,D,5.061734214330051,B,37.19467829401056,-198.40860330546667,46.968509377221714,129.3432224071325,0
Hispanic,44,B,A,B,D,E,A,116.06378831792674,D,-25.99552810064806,D,B,E,-96.30524451755522,C,-37.871750638734035,-154.26609518652603,75.79992922170425,-110.80291836672498,0
Asian,66,C,D,B,C,E,C,47.20352619691145,E,79.0627827505011,D,D,A,-72.33457801842654,B,23.37730423054086,38.33935400698056,-46.092975313494435,83.74034339619749,1
White,33,B,B,B,C,B,B,24.11360780607099,E,47.47199779314059,C,E,A,15.09536857777859,B,-41.70738361196939,-68.31249064799904,221.85919838984782,129.7756839256693,1
African American,19,C,A,E,D,D,A,-6.1389710511302935,A,2.044927045558428,B,B,C,157.10164666378995,D,-44.513770522229926,39.11222921160567,-66.9902317891619,5.006527185469489,1
African American,68,D,C,D,B,A,B,-61.45265447741911,A,-132.59428009601854,E,D,C,107.45592170204581,D,-37.04041976237799,82.41646083101773,74.89871000419993,33.461997245788396,1
African American,61,D,A,D,B,D,D,-204.59918243199988,A,-86.79600092783889,D,A,C,193.15004522970085,B,88.23600469218485,129.84587478714138,33.26920955382155,-136.15635795983826,0
Black,72,A,C,E,C,B,A,-113.54655556139002,E,133.3486291781242,C,E,A,-149.22378328645286,E,107.19972610085853,43.15431637289163,-65.70948888298189,31.833802334244645,0
Black,57,D,B,B,E,C,A,107.29267883961391,D,40.45884029344738,C,D,A,-41.80105948222522,E,-29.650111244409132,-17.543025987511406,243.5116481170358,-37.56512024897377,1
Other,46,A,D,C,C,B,B,-98.50832945097044,A,-92.2263294167873,C,B,A,42.53763234310777,D,127.41864302653923,31.675718315868174,111.54536006265516,-79.66644800040264,0
Hispanic,77,C,C,A,B,B,D,63.962646257306396,A,-88.24500323332667,A,B,A,-9.221855655236965,A,189.85373483855255,-4.080701945901499,-50.487883816066926,-30.79692596455767,0
Other,29,D,C,A,E,D,E,256.41193598689836,C,-221.86226024275518,E,B,A,27.563373713727618,A,-113.04533010828723,-39.87306800880879,-109.53092733290816,-37.063511523816,0
White,52,E,D,D,A,D,C,-8.590163730740388,B,129.94609913391187,E,C,D,154.84583463344043,D,-61.21939820029419,105.6061042980371,103.03372746598033,13.452833266895322,1
Black,43,C,A,B,B,E,C,-134.21102338504036,B,-34.69445707158931,C,E,D,-118.91444096936998,B,21.432915539921055,50.81147189642808,-47.21580800046933,97.29487864423359,0
African American,76,D,E,E,D,D,E,18.50870504559696,B,-103.86320688776738,B,A,E,-77.73853770173966,C,-142.52511212532863,77.19162512072873,22.737515882237968,-104.03621878934311,1
Other,52,D,D,D,B,A,D,99.66018689403427,E,106.95496014690626,A,E,A,115.71170915213256,A,38.941844131025064,-34.37547719884553,-185.25358715494352,23.731933278985217,1
Other,69,C,A,C,B,A,A,17.215018050523106,B,-48.8982244482361,A,C,E,8.174990148408124,C,-58.050739384307604,-235.4467192930438,-221.55790847508695,37.5594790326258,1
Asian,28,B,B,A,E,A,B,60.16182501001124,E,-43.53637894213387,A,C,D,30.830655085202107,E,116.81574419040311,-112.95557677409633,116.80173712912708,190.82652747391828,0
Asian,31,A,C,B,B,C,D,34.9969344214237,E,-90.16649839740676,B,E,D,144.657732488364,E,-11.535703085312479,13.65799824816786,-9.370526045783144,99.78715117685122,1
Asian,28,D,B,D,E,D,E,-68.1891382982653,A,-37.142016017925854,A,C,E,273.5965622559337,B,275.8019422044267,11.86815191163095,-13.305504335372198,26.88589866000487,0
African American,42,C,C,B,B,A,E,108.15534098085129,A,192.75554560980447,C,E,B,-23.4999887370406,C,187.10937054967036,-143.03029677349818,-135.34963462454564,64.0117140965706,1
White,76,D,C,A,A,E,A,28.343722683888096,B,162.3560453552066,E,E,E,-93.03787454041063,E,-97.83998814771977,-153.25139603311365,186.96651706189104,66.58661892155524,0
Hispanic,75,D,B,C,D,E,B,-18.338675436699518,B,194.5059111721664,C,C,E,24.127517632952472,C,75.33871079755721,-94.54502310094182,-7.393468658677671,-152.00482338521724,1
Asian,26,D,C,E,B,E,C,-57.81573939017021,E,129.8677041614977,C,C,D,71.86898453544629,D,34.320705362017726,-67.30822111624698,22.198913418757552,148.75762615642768,1
Black,41,C,A,B,E,D,B,64.45845952242595,E,-4.456643948092913,A,A,C,-288.73822212420833,E,-167.5520146885661,-14.826303500237985,-8.849050744203494,-178.78937730130272,0
African American,51,D,B,A,A,D,E,-285.14524170651345,D,56.18443268657778,A,E,E,1.6151618976663666,C,-5.042666163895255,88.27220223046524,21.95221741170618,-61.02869389918711,1
Asian,51,E,A,B,A,D,A,-75.03623968744049,D,-121.28044461434347,B,E,A,172.1576700816021,C,-37.83271911437326,-192.78263952516934,114.06013454611809,-116.7006883700487,1
Other,71,C,C,D,D,A,D,-31.342211828331894,D,38.73508220247936,A,A,E,-106.07490990835085,B,112.740656078349,-37.06117542082831,41.741042082442306,-48.29980442981079,0
White,65,A,C,B,D,C,D,44.148174023481566,C,-109.38226966674944,C,C,E,74.63162006720007,B,44.05312638721813,51.354642141484206,135.130035511203,295.45065760127113,0
African American,21,C,B,A,C,A,A,279.88261217246236,A,205.75791931943095,C,B,D,-91.35280209212621,E,54.6252783892461,-107.82335910893974,-60.01275526996307,-175.1975722198003,1
Other,62,B,E,C,E,C,B,-193.64052562214516,B,72.63452128220432,B,E,D,136.579622206028,D,-117.20066251833161,173.59623760530815,2.5493706282749424,-190.83560811376924,1
African American,73,D,C,E,A,A,B,-36.64384725705151,A,-13.91807469217882,C,E,D,33.65758678293804,A,-62.65698256206799,49.39814779029389,41.563791061733426,-135.27963789092513,0
White,34,A,E,E,D,D,C,-127.35150017446757,E,-62.77115605080247,C,C,D,147.96144701214155,E,19.87260944861666,-27.19458832827893,-84.24980738414777,25.859667906004745,0
Black,42,E,E,D,B,D,D,-37.32234490421244,D,-44.04386595490089,D,D,B,-61.0499411906228,E,222.90067583260625,-52.193403070206635,-79.24709180961625,-95.06691134091689,1
African American,60,D,B,C,E,D,E,131.5527989460958,B,120.89176253596831,B,E,A,175.44874741208463,C,-8.888515650053757,-131.76863379372824,-142.94346515192632,92.05115149585694,1
African American,21,D,D,B,C,B,E,61.102525965683,C,-138.1775274996892,A,A,C,-54.026809692347086,E,32.642216858350565,-199.57780928979022,-4.273205631991733,102.45219295699053,0
White,74,C,B,E,C,A,A,-28.595535713316384,A,112.66521587082785,E,E,C,-91.14858026941445,D,-96.84174541468417,13.159620725032584,148.3506509693449,21.46934507056892,0
Asian,30,B,D,C,E,A,A,-22.804658333241466,D,-58.19714153656781,D,C,D,-103.3275367006335,C,80.32098157216781,-36.70356436048078,-17.96980395758812,-241.8116975567024,0
Asian,79,E,E,E,E,B,C,31.129612343079128,E,-0.033462513611427214,B,A,B,-103.78404705765276,D,43.529058206798,93.56577067130381,170.54042118443513,-226.89042992757004,1
Other,75,A,A,A,A,A,C,-52.182261907517315,B,-109.58624736266785,E,D,E,-178.8077748364562,C,69.49303417426503,-125.8684118264771,-78.98496975339543,-55.76758126933338,0
Black,55,B,E,E,E,B,C,112.71104586310135,E,181.49404367968089,D,A,E,171.32623924067764,C,20.74443901375859,-40.404966280548834,-64.1493493815694,166.15718902744217,0
White,68,E,C,A,B,D,C,-133.25139522223836,E,-75.39713623621309,D,D,E,-82.93549857334303,E,14.561556606511214,18.407877382636954,-52.255424757469335,24.25256839020191,1
White,62,C,B,B,D,E,C,165.65425335699337,D,87.61477301618893,A,C,B,85.87136712476108,C,50.24183058097298,-65.845530463518,30.965931154549448,9.806857364160356,0
African American,25,B,E,A,D,E,C,-82.23447351950306,E,38.733778097192236,D,A,E,-45.668590248530634,C,158.44324623360004,-52.018588959840415,-35.278056262977266,-8.39207652789091,1
White,59,D,A,B,D,B,A,-210.658043756886,C,-150.75048332811548,C,C,E,-64.58360359132989,B,17.865380729227066,-81.35497162458437,-4.058402867260318,139.31932070492482,0
White,55,E,C,D,C,D,C,-22.79359875639644,B,133.3842370900964,D,B,A,-85.93409660182041,B,15.867396045521321,-15.947712066708961,70.54053581766904,-90.08099442410202,0
Other,22,E,D,E,A,A,E,-41.066221146742535,C,-22.935434465719833,B,E,E,-53.66873204162913,D,4.265943461332975,89.08976573248913,-81.29742033066472,-23.82631546884988,1
Black,50,B,D,B,A,C,A,-115.43116818192702,E,54.33087436308587,C,E,B,22.843955757148787,A,159.02543178314963,79.65543877894744,131.05628603852998,42.82562882541428,0
White,79,A,D,D,E,E,E,117.3112920591654,B,1.2974058707965685,B,B,D,119.42677421694626,A,87.74060684632657,-0.8416749304940894,-81.62145537948416,-2.196617703564933,0
Other,60,B,C,B,D,B,E,-133.51086092729554,A,52.08303141156912,E,E,A,96.14357089203239,E,17.348159254884003,112.37600807135455,-51.35572922286017,-58.667868666433534,1
White,28,D,C,D,A,C,A,-0.5014337647882737,D,13.080042914657113,C,C,D,22.031238251258504,D,-12.4310013176108,50.013453396917015,45.57623995598399,-139.7118542914875,0
White,58,D,E,E,B,A,B,-128.15508701689018,B,119.7193947303526,E,C,E,51.11059504000478,A,-155.03609474032382,186.92574773353064,167.0679246188157,54.72556538857772,1
African American,21,B,D,A,E,C,A,154.226810334575,A,34.57768353901388,D,A,C,9.788151743000046,A,82.15022238374476,120.77233469489164,83.30424379696191,-128.80718377469245,1
Other,70,B,E,B,E,E,E,-74.81193402490433,B,-52.80344438236909,D,A,A,-51.654187009642094,D,128.57722990303856,99.1092795648292,-132.37167198000736,-65.2585550520433,1
Black,77,C,E,B,A,C,E,-54.87749366429554,C,-123.59709637161389,D,C,E,-206.1888385011116,E,-50.830037777937974,32.84150319773717,-78.97311652082375,-39.95175902960176,1
Asian,55,B,C,C,B,A,D,-135.34509663994092,B,60.39543264491717,C,B,A,-41.61868014352928,E,-10.552745200807385,23.59369960068992,82.5535514638971,-137.63238644012742,0
Hispanic,24,D,C,E,A,D,A,-165.56302357275754,B,22.666229294171742,B,B,C,137.58523794915462,D,-29.936854605038455,27.41120956613752,-13.427251448716579,83.884234599543,0
