sex,Religion,married,nation,feature_0,feature_1,feature_2,feature_3,feature_4,target
M,Other,Married,Brazil,-57.89051305839931,E,-41.90244544907785,-96.06553586260536,C,1
M,Hindu,Single,Mexico,-67.81487898924516,D,-202.6785525303068,20.16192922862531,E,1
F,Muslim,Divorced,US,-71.80433208434451,E,-43.63200643245017,40.35414584061511,A,0
Non-binary,Jewish,Widowed,Other,-128.02642297893937,E,-102.84587148777923,-11.114269878816584,B,0
Female,Muslim,Married,Other,123.30160279868252,B,150.98856985904098,93.0748235372231,E,0
Non-binary,Jewish,Widowed,Other,-53.38919293927461,A,5.522200356324382,-13.582422162475586,E,1
Male,Jewish,Married,US,-11.340244554723022,E,-162.13413379567453,-41.606927498652354,E,1
Male,Christian,Single,China,46.30415684896336,E,-29.734942626802898,-47.80056630466687,D,0
Female,None,Widowed,UK,-53.794868469715205,C,5.5906062773516485,48.90255605746114,A,0
Male,Christian,Widowed,China,41.293294717384974,B,142.9266925954129,-95.28138780595918,D,0
Non-binary,Christian,Divorced,Brazil,-52.94249649234183,D,-169.5994267038786,-98.7420411903525,C,0
F,Jewish,Divorced,Other,22.27327830887688,D,53.23620812020141,-138.11673656667148,B,0
M,Other,Divorced,US,-184.19206763099697,B,-52.8303174167281,-90.1137201637901,D,0
Other,None,Widowed,US,-114.46652297659531,D,98.63731643306359,-89.57126844913019,A,1
F,Buddhist,Divorced,UK,-35.15505457644007,E,102.45248001853314,-174.21709121608143,D,1
Male,Muslim,Married,US,33.14853534939208,C,-192.98274954416542,24.914247007096073,A,0
Non-binary,Hindu,Widowed,China,21.959701965406854,D,0.2953838367821583,-57.22638354801062,B,1
Female,Muslim,Married,Brazil,-101.47844872301994,D,-7.244632451661307,3.2717495070245866,D,0
Male,Hindu,Married,India,-10.79934266074561,A,-56.82456479191885,48.652513628911024,E,1
Female,Jewish,Divorced,Other,235.55894232933986,B,72.30038000885057,-17.77604149243503,B,0
F,Christian,Married,China,-257.86543536688384,D,44.582151897035324,-51.69325512493739,C,0
M,Jewish,Single,US,-173.8667176989602,B,102.99507982431928,-133.54062714549733,B,0
Other,Christian,Single,Brazil,-42.19977039067228,B,-36.010189089341736,-138.38553155284197,C,1
Female,Other,Single,US,87.68610262047328,A,-23.358962617499266,12.711462384269812,C,1
M,Christian,Widowed,US,-181.2259981461071,A,5.457393218079528,93.85995375543807,D,1
M,Muslim,Married,UK,-19.81104505071068,B,-57.2106869609852,244.128326984403,C,1
Non-binary,Muslim,Divorced,Other,-6.047131314197351,B,123.95753711977153,118.67332075224293,C,0
Non-binary,Other,Widowed,Mexico,-105.42937316098518,A,-42.969089322915096,-28.56492926969368,D,0
Non-binary,None,Single,Germany,-75.37440717850771,D,85.54597084054217,173.81143646189145,C,1
M,None,Widowed,US,0.8441661996068066,B,52.543217713935285,78.26280624652492,C,0
Non-binary,Muslim,Married,Mexico,111.39806958725129,E,-35.572088693042545,54.0554186518378,A,0
F,Hindu,Married,Brazil,99.98390656606685,A,27.837761674928235,-87.78758290574463,C,0
F,Buddhist,Married,Mexico,84.74394597498443,C,151.37747267022604,119.28588761274493,C,0
Female,Christian,Married,US,-101.05018311963899,B,188.65512891028655,27.74831357751787,B,1
Male,Other,Single,US,49.96450643439873,A,-106.10388758684822,171.01231521496513,E,1
F,None,Widowed,India,19.22708884953435,C,-23.93130474874416,85.1849886793241,A,1
F,None,Single,UK,81.21465194686363,E,120.2261734987178,-126.81528887631839,A,0
Non-binary,Hindu,Widowed,Mexico,72.74562943516922,D,-100.36320855993684,218.41328580230828,A,0
Male,Other,Divorced,Brazil,-61.17534327089428,D,89.31116691807856,-3.094093080438321,B,0
Female,Jewish,Widowed,Germany,50.01010563065945,C,-218.04662803565216,7.934331645310183,C,1
M,Christian,Divorced,US,141.28038924450902,A,78.66919438951247,72.6913636135484,E,0
Non-binary,None,Widowed,China,25.35614238425375,E,164.02953316480585,113.3688426661514,D,0
Non-binary,Buddhist,Widowed,Brazil,51.648577876735935,B,67.98343086296231,54.488352090695145,D,0
Female,None,Widowed,Other,-23.536269328458705,C,61.81456375889225,-105.25626778106691,C,0
Male,Jewish,Divorced,China,-183.77905835538252,C,132.9309911922162,-57.80135482373452,C,0
F,None,Divorced,India,-57.48069252798365,B,-58.64715271915804,277.32665441221195,E,0
Other,Buddhist,Single,Other,-27.327104003101198,E,74.89844868542033,-24.649352725588138,B,0
M,Christian,Single,Other,-179.3125743659637,C,46.028318924788856,7.654719298429857,D,0
Male,None,Widowed,China,-191.53293337420178,A,-36.3515675242242,-118.28223021848979,D,0
F,Christian,Married,US,-27.720546941903667,A,49.11666717031359,-3.060692559284838,D,0
Non-binary,Muslim,Divorced,Brazil,-8.880854875319615,A,6.450546160750732,-117.21672915530561,E,1
F,Other,Divorced,Other,57.784683134460735,D,-107.0472179598718,115.7257244569911,B,0
Male,Hindu,Divorced,China,-28.358521449492358,A,-57.39149532772614,-61.66775258064138,A,1
Other,None,Married,India,97.28470366381362,C,-135.61651489578674,6.998160295217279,D,1
Non-binary,Muslim,Married,Germany,100.08413564310229,A,24.09246735914377,167.07621524098022,A,1
F,Christian,Married,China,85.67244287327533,C,-80.95147051033396,31.874184529042665,A,0
Female,Jewish,Widowed,India,111.49599735216438,B,-75.62932841824218,54.08926712105332,E,1
M,Christian,Single,US,-91.06356565993035,C,-122.00433060814196,-50.75443455544847,D,1
Non-binary,Muslim,Married,US,-45.64036958801412,A,3.613462331316258,28.185890630964515,B,0
Female,None,Married,UK,-177.10904652806224,D,40.425263500215635,-135.55588242127632,A,1
F,Buddhist,Divorced,Mexico,-10.233287000583474,B,150.19246170859338,16.65917802544345,E,0
Non-binary,Buddhist,Widowed,Brazil,-0.7093033421207295,A,32.98536149505404,-59.66331911079703,D,0
M,Muslim,Widowed,Brazil,37.42951092377601,B,18.506024092098766,-62.40708744558064,B,0
Other,Muslim,Married,Other,41.73777855389304,D,-61.50325785992504,103.3409526388656,B,1
Non-binary,Buddhist,Single,Other,29.8764092167683,C,-23.42296312681697,22.682939618522173,C,1
Other,Buddhist,Married,Other,-192.02310480408974,C,201.98832254425506,205.9665721674666,D,1
Non-binary,Other,Married,Brazil,-47.20908022058323,A,-48.42643379438879,12.198721754728385,E,0
Non-binary,Hindu,Married,US,137.20289732054562,A,-58.542331029382325,-70.40093567248394,C,0
F,Other,Married,India,-265.8278092238869,C,-87.89932296983267,7.572208708202958,A,1
Male,None,Married,Brazil,111.54094156187868,B,129.73741770830702,-183.0139153265266,D,1
Other,Other,Single,Germany,1.6088533231118414,E,120.57409096071471,41.02527207826664,B,1
M,Muslim,Married,Other,-102.51504290918136,E,39.599531376402055,251.25095708171733,C,0
Other,Jewish,Divorced,China,84.70021521637094,B,-49.70654243456476,12.386972863130222,C,1
F,Muslim,Single,UK,8.975032083874975,D,45.27063144219887,109.6274692724639,A,1
Non-binary,Christian,Divorced,Mexico,-8.26754483239491,B,56.34126822837617,-126.92688060702741,C,0
Male,Buddhist,Single,India,-159.2894966965168,B,53.2767524262745,10.472551988870327,B,0
Non-binary,Buddhist,Divorced,US,-2.194626338011681,B,-26.93679460854475,41.55505039997627,D,0
Male,Muslim,Married,Brazil,-28.540512959825996,B,-35.04069719727706,-137.05369535398745,D,1
Non-binary,Other,Widowed,China,3.818958239618828,D,-25.908326846730546,47.89678516280664,B,0
M,Jewish,Widowed,UK,17.398951182227606,D,-130.11066297888576,-61.303741936571356,E,0
Female,Buddhist,Widowed,Brazil,-142.9897876739096,C,180.43163165768485,-28.7801740353738,B,0
Female,Christian,Divorced,US,31.66764203869822,E,269.1671931781755,-87.39833973242888,C,0
Female,Jewish,Single,India,-11.836455105324148,A,-51.53469442016812,143.2398204127207,E,0
Other,Hindu,Divorced,Germany,21.01388698842809,B,-44.674840089844935,155.20885005882823,B,1
Other,None,Divorced,US,-136.2918228182045,E,-14.203837390827031,125.18941195953295,A,1
Non-binary,Buddhist,Divorced,India,14.758774243326503,A,-11.902306574836707,-81.87339794392948,C,1
M,Other,Married,China,-199.32038410047815,C,-61.081195810247394,1.3793861866752537,E,1
Other,Hindu,Single,China,-213.1859959509164,D,-89.3707733249295,-12.783174921911773,E,1
Female,Christian,Single,UK,2.249219338261663,C,88.42452905483528,156.2968570795731,D,1
Non-binary,Muslim,Single,Mexico,-37.098752427728705,A,24.529955754020417,-110.3440568842271,E,1
Male,Buddhist,Single,Germany,-19.74958320656856,C,-69.66641603775211,-16.41348886198152,B,0
Non-binary,Muslim,Single,India,-204.84315605946483,B,40.44362221258495,122.26201336647581,C,0
Other,Hindu,Single,US,6.4121108206755455,D,47.32255697588973,93.1313637606026,B,1
Female,Jewish,Married,Other,-35.400528234757395,A,69.29619389938195,75.43139305828423,E,0
Male,Hindu,Divorced,Germany,-33.45602475115578,C,7.686506328227138,-186.9376295000225,D,1
Non-binary,Buddhist,Single,US,-77.61163230980044,A,-144.23915699435267,-91.79347774241693,B,0
M,Jewish,Widowed,Mexico,25.222893101065203,C,-49.06567577152459,-101.26993352644236,C,0
Non-binary,Buddhist,Single,Mexico,69.11001729560378,C,-122.78985637422213,-83.88751389655134,B,1
F,Christian,Widowed,Mexico,-291.2809396172267,A,-13.581178742753094,-68.06128992590853,C,1
F,Buddhist,Divorced,Brazil,275.28592536116065,E,-76.19339350662818,-75.9778315227605,A,0
Female,Jewish,Single,Germany,139.6128119248279,A,14.54394417760617,-20.221339602353375,D,0
Other,Muslim,Divorced,Brazil,-77.68161719812313,A,2.215115598346138,32.41118334663946,E,0
Male,Other,Single,Mexico,137.45368804392487,A,-174.86027984793998,5.079597377537232,B,1
F,Other,Single,China,-79.02767645008012,A,72.95368286609617,68.82764206505712,C,0
F,Other,Single,China,-99.77740315911677,C,55.49332339301404,-51.18817828427466,C,1
F,Other,Widowed,UK,-221.16062009456869,E,-1.2867320958068125,83.76409341821717,D,0
Male,Buddhist,Married,India,0.48000438760228537,C,103.5671094995082,120.03714902323995,B,1
Female,Other,Single,UK,-75.1075816064575,E,105.11174559653776,-71.92050800335808,C,0
F,Other,Divorced,Other,61.62882955196982,B,-132.34896154852518,23.185141880252928,C,1
M,Hindu,Divorced,India,-165.9540236370789,B,-53.64326508763042,183.03237963336971,C,1
M,None,Widowed,US,-99.53513559172643,E,43.45257666838038,-4.633064586928878,B,1
M,None,Married,Germany,42.67962254371477,E,137.00800851482342,-168.81665918458378,B,0
Female,Hindu,Divorced,Mexico,-67.92969473962081,E,47.07297468063368,45.311417678987674,E,0
F,Jewish,Married,India,40.70870303672503,D,-27.420015535370133,99.73070173721193,D,1
Other,Muslim,Widowed,India,-149.7843343591113,C,48.653709900214245,86.32595707269525,A,1
Female,Other,Widowed,US,-226.9023001711214,E,22.734738712398368,199.64955222674305,E,1
Male,Other,Single,Brazil,4.903298595630705,A,3.8570560166164816,153.6440915221998,C,1
Other,Hindu,Married,Mexico,-129.11615857174553,D,-158.27372887905005,17.518575887340447,E,1
Other,Muslim,Single,Mexico,-96.78618572648888,B,24.70412264545266,107.54716565211572,A,0
Male,Christian,Widowed,Germany,35.66134784699914,B,29.418945880746477,-33.513572207424524,B,0
Non-binary,Other,Widowed,US,-101.40020084777528,B,3.388049660969327,-142.39559462024147,E,1
F,Buddhist,Married,Germany,81.42506290823262,D,-16.674016342535356,-31.517070552011,A,1
Other,Other,Widowed,China,-77.71760867979808,B,29.208878929991528,30.129282955542102,D,0
Male,Christian,Widowed,Mexico,79.5095104126834,E,100.23245839873695,-44.725878237231356,E,0
M,Buddhist,Divorced,Germany,158.40748494765015,B,-65.9557741032514,-99.70286125904393,A,1
Other,Jewish,Divorced,Brazil,-17.20446344151202,A,-9.845655811116634,-20.778085559822532,D,0
Non-binary,Christian,Married,China,98.24718019105374,E,-193.18234748126605,-173.84066672478977,A,0
Female,Buddhist,Widowed,UK,-92.57623823705956,C,181.82097685284836,-19.110630036533717,D,1
M,None,Single,Other,-104.22748364546426,E,-56.50216853143284,47.356009405485274,B,0
Non-binary,None,Single,US,-149.41844118388414,C,94.97142608915246,30.215260823538443,E,0
Non-binary,Muslim,Married,Germany,14.219302485576529,B,-6.836208655805483,-151.54731774066988,B,1
Other,Other,Single,Other,-28.24505022908844,D,-25.14565233533527,137.43267492957315,B,0
Male,Muslim,Divorced,India,-15.416938700496258,E,114.74977366856203,56.664209905662865,B,1
Other,Jewish,Divorced,Mexico,-67.09478614600908,C,-20.193314718927986,66.48681756468171,C,1
Male,Buddhist,Single,US,89.77207423388292,B,50.65082770495787,-61.286065101763654,D,1
Other,None,Widowed,UK,142.21037476281097,B,-100.8261322310515,45.52122564999733,C,1
M,Other,Single,Germany,77.23564631300849,D,68.32560823194235,-30.15970020042443,C,1
F,None,Divorced,Brazil,-94.5638995366323,A,13.832358647658225,90.02836106093493,B,0
Non-binary,None,Married,India,0.7897779844494082,B,-17.9162183828503,156.0158382809829,C,0
Other,Christian,Divorced,Mexico,99.31830776944457,A,-116.15411677957827,70.84538385181733,D,1
F,Jewish,Married,Germany,-110.5925854456723,E,-128.87416883957144,114.46408337327453,D,0
Female,Buddhist,Widowed,Germany,73.15160744159766,C,-135.63870322360515,82.22845447925,D,0
M,Buddhist,Married,Brazil,24.630365156188443,A,-6.260858422521329,74.45719587367353,C,0
F,Christian,Divorced,Brazil,33.33394583584251,B,1.2238256293182914,-68.23182696056811,D,1
Other,Jewish,Single,UK,-28.724881028118922,C,-109.20139828608019,3.0372693669496753,E,0
Other,Hindu,Married,India,-33.80245319340927,E,134.594564471336,65.98513026010487,B,0
Non-binary,Buddhist,Married,Brazil,74.8051356160821,A,23.516599710834278,-85.8710897539012,E,0
F,Muslim,Married,Brazil,-77.56241174820325,A,68.04972506569895,-25.61475392594484,B,1
Other,Other,Married,India,-240.77110461199774,E,97.72407567082475,-13.13076477499295,E,1
Female,None,Divorced,India,-239.6515145572065,C,63.85856156769145,-49.04246233048704,E,0
Non-binary,Hindu,Divorced,Mexico,-95.0059236865259,A,178.71432920940373,48.917133089434245,A,1
F,Christian,Single,US,-74.49694878059545,C,-56.69840966591172,96.82374451202463,D,1
F,None,Single,Other,-118.42631681928395,A,28.021174381496692,49.366438811798666,C,0
Male,Christian,Married,Brazil,14.43908864964413,D,102.88665146890806,-190.39865423138417,B,1
M,Muslim,Divorced,Mexico,193.92413619928666,A,40.653483791240106,-97.3066290059329,C,1
Male,Hindu,Single,Other,143.6778699810012,D,-83.69543724722784,73.33080630308667,A,1
Other,Hindu,Single,Other,48.169395072784646,C,-95.79077300617558,16.08905754659407,D,1
F,None,Widowed,UK,-44.654816245711615,A,21.071610703186806,-76.76405165450241,C,1
Non-binary,Buddhist,Single,Other,162.01500462759884,D,-80.19508040029235,5.57001482818463,E,0
Female,Other,Single,UK,-99.87967082234238,C,-112.78383980073214,-137.40978211564595,D,1
F,Hindu,Married,Mexico,91.9441848107752,B,-60.91922584328292,-186.8379094698048,B,0
Male,Hindu,Married,India,39.15436937947964,D,-89.14009627145838,-157.6475361337366,C,0
Male,Buddhist,Married,India,-24.708037853919414,E,-69.01926575118824,-105.96794634973683,B,0
M,None,Widowed,Germany,39.08418014088312,C,93.0645787139619,64.16970076138686,D,1
Female,Hindu,Married,Brazil,124.64239451347827,D,-206.22275204401186,-82.38685832121794,D,1
Non-binary,Christian,Divorced,China,140.98849636890031,B,167.25230625422117,-8.748761638008357,C,1
F,None,Widowed,China,51.532355870090484,D,-50.58517521148696,-19.269571678745688,A,0
Non-binary,Other,Single,US,-5.648801472465316,E,13.104190011030925,77.34337522009305,D,0
Non-binary,Christian,Single,Brazil,-8.87059604686221,A,80.1663576090072,-16.15305077530414,B,1
Non-binary,Christian,Single,India,-54.3480121676998,C,47.50144699725902,99.21981788721982,C,0
Other,Buddhist,Married,UK,-31.473997207220577,C,-39.84594151990122,32.19013871647087,B,1
Other,None,Single,Germany,-14.868663636890897,C,-49.927950482304404,75.13369961092543,C,1
M,Christian,Divorced,Germany,-24.457331824707428,C,24.215545093621063,-23.468259768610604,A,1
Female,None,Married,UK,-82.76580903690736,D,45.49230411506612,73.39487288730913,D,1
F,Christian,Married,Brazil,73.69420291127025,E,37.74113522243063,26.821724490081028,E,0
Female,Jewish,Married,UK,-92.60580320455298,C,83.32031283578412,241.17164497635167,C,0
Male,Jewish,Widowed,Brazil,38.229229711025134,A,-28.50905449385769,83.11802011013634,B,1
Other,Hindu,Single,UK,-146.06231100065662,A,-58.53864581584071,35.408879340279434,C,0
Female,Muslim,Divorced,US,7.478806207543755,E,93.03527699236463,-20.229139324442862,E,0
F,Buddhist,Married,China,-38.0581064685843,B,104.26521472152332,38.26471473153692,E,1
Other,Muslim,Widowed,Mexico,83.2655529166208,A,147.86876489332218,129.87202201049448,A,0
Female,Hindu,Married,India,-91.35240061895118,D,80.81685575488804,-5.951984342725854,B,1
Non-binary,Other,Married,Germany,126.45180105369576,C,-67.12984573141276,28.859005289764305,A,0
Female,Christian,Married,Other,-85.8053806091817,C,49.64949278303841,109.02427692851934,A,1
Male,Hindu,Single,Brazil,81.76794635859429,D,132.98815564420778,-76.51465244685402,C,1
Female,Muslim,Divorced,India,61.28915487728551,C,22.298402099459633,-72.26595036448482,D,0
Female,Hindu,Single,US,142.92512468523108,A,-37.42294337260958,-102.66361531794618,D,1
M,Hindu,Single,China,78.58529987681432,A,82.63479705334831,-73.63992424801471,A,0
Other,Muslim,Single,Brazil,19.657822255422204,B,202.37412621402444,126.46812808047703,B,0
F,Christian,Married,Mexico,64.8777396955726,E,141.37847219571944,24.66165122236084,A,0
M,None,Widowed,India,82.98427921413676,D,-28.936063726275496,-180.1333202423118,A,1
Male,None,Single,US,8.361487328271817,E,-18.91701240240072,-115.3235284557532,D,1
M,Buddhist,Single,Germany,-115.52088762169271,C,0.6108766994964618,-47.47538064794096,D,0
Other,Muslim,Married,UK,-32.061255028293,B,-96.74627572933319,-102.56642143641757,E,1
Male,Christian,Widowed,US,-206.14777179623096,E,105.7947214862059,-140.87728281452993,E,1
F,Christian,Widowed,Brazil,55.597226151138926,C,71.06258129022665,25.721885937381423,B,0
Non-binary,Other,Married,China,98.98950218138182,B,82.35513304349134,106.49759281602829,B,1
Male,Muslim,Divorced,India,152.48070288718912,E,-65.60159244903619,58.65550858297085,C,1
F,None,Single,India,100.11601179229555,B,6.887932332297445,-82.80537421459407,E,0
Female,Jewish,Divorced,India,88.53583164610262,A,-140.93473794323197,93.63911034915282,C,1
Non-binary,Hindu,Widowed,Mexico,-191.03638708904813,D,58.35543695501172,43.78477641579692,C,1
Female,Jewish,Widowed,UK,55.760140719622285,B,110.06544666458915,-257.8218824739752,B,0
Non-binary,Buddhist,Widowed,US,-107.14912554223235,B,54.84784336509016,175.24322313897193,B,1
