age_range,SEX,military,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
65+,M,Veteran,Mexico,-121.24459376297656,-12.07190726676804,C,B,B,90.47882643513519,0
26-35,F,No,Brazil,-54.50111708006064,104.6782679322189,A,B,C,157.05436725740722,1
65+,Non-binary,No,China,-89.44190243137524,-39.871706925467976,B,B,A,-94.6192423655722,1
26-35,Female,No,Other,132.00371421769606,-71.72933257563449,A,D,B,11.686242115497327,0
51-65,Other,Veteran,China,173.25864741278738,-51.885757449056335,B,A,D,-45.45755780479977,1
26-35,Male,Veteran,US,-7.68990732851951,42.048343291733666,E,E,A,226.76594990344282,1
51-65,F,Yes,US,25.861179845486948,-41.35067025932215,D,A,D,-90.0897109869305,0
36-50,Non-binary,Yes,Other,-185.88344456288607,112.7393048057107,C,C,A,-77.82748869844885,1
36-50,Female,Veteran,Mexico,49.956686371793204,-30.458113097665258,B,A,A,-43.86633921469586,1
18-25,F,Veteran,China,-6.55444264488885,69.3355282535301,E,E,E,-79.11769775476236,1
51-65,Female,Non-Veteran,US,141.6022296680615,36.58578364174055,D,B,C,-16.471044083437356,0
51-65,Non-binary,No,Other,-25.49841685117702,40.54400274854517,D,B,E,-143.67213594631502,1
51-65,Female,Non-Veteran,UK,-24.351937412534244,-196.163732997071,E,B,B,-113.01381790962617,0
18-25,Male,Non-Veteran,US,-122.42710231722083,-117.44128064382329,E,D,D,-72.83569207050789,0
51-65,M,No,Mexico,50.541045863573196,-38.277926683399365,E,C,B,-57.624445521426345,1
51-65,F,No,Germany,36.9701433483394,128.94233310618662,E,C,D,242.1179157630462,1
18-25,M,No,Brazil,-57.579124474494506,-64.75650721216607,E,B,C,-98.20657990788035,0
18-25,Male,No,India,53.17561010224801,102.83392929635653,E,D,B,-45.156689676976455,0
51-65,M,Veteran,Mexico,-170.8692437390638,-53.374110446673825,A,A,D,302.9376048609116,1
18-25,Non-binary,No,Germany,-183.68153346839998,-74.55537375957991,E,C,B,30.21696799467187,0
26-35,Male,Non-Veteran,India,94.6993018600946,-151.28465030753026,C,C,C,-2.6995171229396675,0
26-35,Male,No,Mexico,69.3649997256645,79.5880945249767,A,D,E,-27.636313094110765,0
51-65,Other,No,UK,-134.2431774249529,-17.398098700477465,A,C,A,183.5746835460043,0
26-35,Other,No,Brazil,-246.80229009789403,-273.8314785488981,D,D,B,77.37006129135045,1
36-50,Other,No,US,106.15891302398192,-134.32959768159267,B,A,A,-44.44514145034469,0
51-65,Male,No,India,136.0338185769581,72.81875385992484,A,E,A,0.9712818237721795,0
26-35,Other,Non-Veteran,Mexico,158.31577810029947,-85.23645062295891,D,D,B,223.6107584576913,0
36-50,F,Yes,UK,-17.61090445204247,10.989079313496632,E,D,A,137.0177129661843,1
51-65,M,Non-Veteran,China,21.072577619641415,-24.903805202965422,E,B,E,-30.96712109420194,0
65+,Female,No,US,-84.90742827767865,-76.87235550250398,D,C,D,-170.12604736651957,0
51-65,Other,Non-Veteran,India,-111.84691469830834,222.92236745482649,C,D,E,84.32619637878175,1
26-35,Non-binary,No,Brazil,-36.186419975658005,-39.17175753768067,E,D,A,-23.374363011317186,0
65+,Female,No,Other,130.6328464358504,-4.553728863318043,E,D,C,73.42754119793072,1
51-65,Other,No,UK,-209.5259178200197,41.13277535970143,D,A,C,-3.352593733574937,1
51-65,Male,Non-Veteran,Mexico,-28.755737918286822,30.147496337709583,D,B,C,-66.15536819334004,1
65+,F,Veteran,India,14.413463866126797,-90.49942214156832,A,C,D,-95.14071939984606,1
36-50,Non-binary,Yes,UK,128.1265398936856,-203.97425890509572,A,A,A,-72.98848671283369,0
51-65,Non-binary,No,India,-87.60249357356713,139.8977995111998,C,D,C,-199.16423402456738,1
65+,Other,No,Germany,173.37444014677283,32.00260699415376,D,B,C,-91.06361728426882,1
18-25,Male,Non-Veteran,UK,14.94947907660038,81.58776683091648,B,B,D,-120.33958649483,1
51-65,M,Non-Veteran,Brazil,5.546640811936242,99.25021526530594,E,C,D,112.06208818784005,1
51-65,Other,Non-Veteran,India,-277.43268857772324,131.29008475196943,E,D,E,161.39851795147467,1
65+,Male,Non-Veteran,India,-140.60466893955305,-74.09365334345362,C,B,C,58.16505712688702,0
65+,Male,Yes,Brazil,39.4186250457174,213.05403097681096,C,A,C,81.9998891146695,0
18-25,Other,No,Mexico,9.115728600210492,61.08767276425549,D,E,B,57.597298193356885,1
36-50,Female,Veteran,Mexico,139.28998781880102,-30.418916111122833,B,D,C,-128.6910877507345,0
51-65,Female,No,Other,57.09067068072304,-63.473489807007034,A,E,A,24.96771227541049,1
65+,Female,Yes,UK,26.34363122738615,177.10092196408243,C,E,E,-82.30003648818041,1
18-25,Female,No,Germany,-70.80776844644107,-53.838170868425465,C,C,E,46.3959338102907,1
51-65,F,No,Germany,-260.9900007538986,-163.88515353805724,E,E,D,-174.63997010258262,1
36-50,Non-binary,Non-Veteran,UK,18.260786270808467,-116.35778968944904,D,C,D,-121.44794029844826,1
65+,Female,Non-Veteran,Mexico,-61.383307025422255,20.933966258300362,C,A,D,19.974677090519464,0
36-50,M,Yes,US,82.168229661951,84.89362337233331,B,B,C,156.27175551424392,1
51-65,F,Yes,US,-31.038858147024996,-83.55846763761647,B,B,E,3.058677446846661,0
65+,Male,Veteran,Brazil,48.85518984679429,38.467507781926855,D,E,C,168.52124810482943,1
36-50,Male,No,India,-18.770311422344328,-97.62376050341794,A,E,E,20.029970950873903,0
26-35,Other,Veteran,Brazil,-101.13216380642831,72.2469668430004,B,B,E,-90.24547839564617,0
18-25,Male,Yes,Brazil,-86.09808597772314,-118.73872624439046,A,C,E,-157.08513818341393,1
26-35,Non-binary,Veteran,UK,-188.20923602493698,-51.170760014248984,C,D,C,120.15082208171448,1
51-65,Male,Veteran,Brazil,-45.98147322440954,154.11495535965852,C,E,C,-53.77189693929755,0
36-50,F,No,Other,-16.176524398886542,-103.72576111909294,E,A,A,-91.74439825669528,1
51-65,Male,Non-Veteran,US,-96.33835290644897,20.02295388864212,D,B,B,-106.8875497870983,0
51-65,Male,Non-Veteran,Brazil,125.51125254443734,62.83553534117355,D,E,B,116.32832981907326,0
65+,F,Non-Veteran,India,74.8944667968155,-13.408914617669318,A,C,C,-45.002312723272766,0
65+,Female,Non-Veteran,Brazil,70.51741561483232,66.25772745876381,E,A,C,-0.05703665691087689,1
65+,Non-binary,No,Brazil,-119.9111391514401,-123.90971022734591,D,E,A,-57.618167225547786,1
26-35,Other,Yes,India,146.8058133471776,79.44968504184779,B,B,C,12.267313544665297,1
18-25,M,Non-Veteran,China,77.34056291895983,-123.87061731718316,B,D,E,-52.21796606827084,1
36-50,F,Yes,UK,131.91514015680644,110.90818231785369,B,E,C,-141.72222273449856,1
51-65,Female,No,India,132.1007483977744,-97.65848588828592,C,B,E,-27.712514493050943,1
18-25,Male,No,US,-116.25318661455427,52.69192257836806,B,C,C,-3.7392554172187134,0
36-50,Male,Non-Veteran,Germany,-53.12298750385831,-145.18887509360374,E,A,E,17.274205020565795,0
36-50,Male,Non-Veteran,US,-49.18649789820505,-14.139948944699787,C,E,A,-1.8407051591280728,1
26-35,Male,Veteran,US,-60.37592188836347,-13.974779187451109,D,B,C,-94.71828072048355,1
51-65,Male,No,Mexico,165.3077848781945,85.88957984632466,C,B,E,54.960844209470125,0
65+,F,Non-Veteran,Brazil,-55.974144855941134,125.54124439567443,C,C,A,-73.93215886749286,1
51-65,Female,Yes,India,-80.24240043622895,-94.32969468107119,C,A,D,54.47229779659579,1
26-35,Other,Non-Veteran,Other,-42.750575009969296,-152.19185613207264,E,A,D,48.68684866295029,0
51-65,F,Non-Veteran,China,-132.28563609964013,-53.983868814380806,E,B,C,21.05985121147154,0
51-65,Female,Veteran,Germany,-165.60900535847446,-86.61341317823266,D,A,B,-32.31510271032169,1
51-65,Male,Non-Veteran,UK,65.43935942467658,-40.43505137799432,E,D,D,37.243808993646724,1
36-50,F,Veteran,Brazil,-213.06982610736983,79.18044660534404,B,B,A,-17.464543178876152,0
26-35,Female,Non-Veteran,Other,-10.026855038989012,-123.04142612382026,E,D,A,19.195216070826913,1
65+,Non-binary,Non-Veteran,China,23.713421488585134,93.36025566672755,E,E,B,-31.841448385649805,1
65+,M,Yes,US,-120.20889310294807,79.8382926811003,B,A,B,196.16674937605777,1
26-35,M,No,Germany,104.52730372946964,199.36186727419965,D,C,A,-252.42554868613695,0
65+,F,No,US,-67.78709817053128,143.6943689222762,A,B,E,143.77871056713684,0
18-25,M,Non-Veteran,India,-90.80220998644076,13.168777149569555,E,C,B,-168.33144631885835,1
26-35,Other,Non-Veteran,US,137.76305017475468,-8.445890208344908,B,E,C,-137.8896946617607,1
65+,Other,Veteran,China,-20.59135855997662,-142.31761087059877,A,C,B,-148.62583791955825,0
36-50,Other,Yes,UK,-105.02341570221849,-34.971845560828534,D,A,B,-52.77495962339699,1
65+,Female,Veteran,Mexico,1.869193534628405,98.32504494120772,B,B,D,-5.835293691994538,0
65+,Female,Veteran,US,-17.59051808496109,0.3150269840357989,E,D,A,29.539855361344543,0
51-65,Non-binary,Non-Veteran,Germany,76.15353623167603,228.4389622328963,C,D,B,75.75077431563159,0
18-25,Male,Non-Veteran,China,-11.188858521847331,95.87316119948716,B,C,B,2.282858516146988,1
65+,Non-binary,No,Germany,54.13262899997747,-47.540606101714225,C,B,C,-18.431001297544782,0
36-50,Non-binary,Yes,Other,138.1495195266061,-51.19898592504495,A,C,E,91.18419449627132,0
51-65,F,No,US,-29.633014283217225,-136.74121616194176,D,C,C,5.181195749576369,0
65+,Female,Non-Veteran,Germany,-167.65930812672113,24.397887953264743,D,C,A,75.93176515533011,0
51-65,F,No,Brazil,129.49426210321406,-152.38324840251528,C,D,D,-124.68451697821425,1
36-50,M,Non-Veteran,Brazil,-113.73861122833814,-45.82785294885885,B,E,D,-120.06628213494805,0
65+,Female,No,China,-11.637800979704362,-63.21799382774736,B,E,D,-127.86423735702172,1
65+,F,Yes,Mexico,16.155353809961824,167.8475610005305,A,E,D,15.342971889498527,1
26-35,Other,Veteran,Brazil,5.04548712876191,-5.632860050368771,B,C,A,-187.48448243801082,1
65+,Other,Non-Veteran,US,-269.90861539026304,-94.24593982152139,A,C,A,-36.25852099328662,1
26-35,F,Yes,India,243.30409382075305,11.891921847162095,D,B,A,84.8304856220415,0
65+,Non-binary,Yes,Germany,216.6364624055665,-210.5576655243413,C,B,E,48.871431584271676,1
65+,M,Veteran,US,-47.14822340799679,148.7045330413202,A,D,D,-36.07929274611017,0
36-50,M,Yes,Mexico,31.370017247954802,21.614020330345287,D,B,C,-4.695006748107371,1
51-65,Other,Veteran,Other,40.121385316833745,106.21275316170507,B,D,C,42.597721126459184,1
26-35,M,No,Brazil,-64.54435705478636,-3.532489182763955,D,E,E,-216.42491632786337,1
65+,Female,Non-Veteran,UK,-86.06036766961694,26.03186246289852,D,D,E,60.2079292326874,0
18-25,Non-binary,Non-Veteran,China,-229.16207426475256,166.2351577228347,E,C,C,57.94079556045473,1
26-35,M,No,India,181.29552220828282,37.82164154637732,D,C,A,-89.04878133953233,0
18-25,Female,Non-Veteran,Brazil,-22.804463930941925,70.42457744462068,E,B,B,-4.1212217861980145,0
36-50,Female,Non-Veteran,China,76.27384404921146,-25.35053199957368,A,A,C,-11.250019537966867,0
36-50,Non-binary,Yes,Brazil,-79.99503071190207,73.05139086389086,E,C,B,87.81171134103982,1
36-50,Male,Non-Veteran,US,79.19125536206518,161.64980185764145,C,B,E,-101.92922427880424,1
26-35,M,Non-Veteran,China,131.45637036579922,-11.589425225405384,B,B,A,12.932439051947883,0
65+,Male,Non-Veteran,China,-199.92291563832026,69.0477859101224,C,E,C,91.24085772202218,1
26-35,Other,Veteran,Other,2.5847122114383754,-67.70141249065506,B,E,B,-63.40206502562822,0
65+,M,Veteran,UK,149.56365749852498,66.75606297934883,A,A,E,-9.817037772748979,0
26-35,Other,Veteran,US,-131.25232789273204,43.868013204214094,D,D,B,11.957536582457903,1
36-50,Male,Non-Veteran,US,-8.862532383223318,41.005118483873524,B,E,E,-29.044790263666382,1
36-50,Female,Yes,China,-135.38784453228828,10.016348211763056,C,E,A,-129.5935875002873,1
51-65,F,Non-Veteran,Mexico,-74.20316683582226,91.3161096387695,C,B,E,27.824628263980017,0
18-25,M,No,US,132.24085141196127,32.01608567967961,E,E,E,50.43407580074619,0
65+,F,No,Mexico,248.09370691237382,43.156870273376455,C,B,E,96.06561884526947,1
51-65,Non-binary,Non-Veteran,US,0.5958196534612784,83.62224345595642,C,E,D,112.75160028852495,0
51-65,Female,Yes,China,-21.714579204198127,52.170115505745606,A,D,B,21.44610389840518,1
18-25,Non-binary,Yes,Other,-23.772604564280357,221.3241386294211,D,B,E,-20.33679040724266,0
18-25,Male,Non-Veteran,India,174.65325583227525,-47.31208192467041,E,A,A,7.436776303283681,0
65+,M,Non-Veteran,India,253.53840909299333,-52.48991827122872,E,C,B,-132.7953184255687,1
36-50,Female,Non-Veteran,China,91.42414561940299,174.80661694020216,C,C,D,-45.88160628634254,1
51-65,M,Veteran,US,-18.939839803443633,18.3302777832004,D,B,C,-125.4314457467608,0
36-50,M,No,China,67.0803338629539,-25.01135186219826,C,B,D,97.131610962991,0
36-50,Non-binary,Yes,US,-95.55620081400356,-40.56071198413109,C,B,A,-17.692383768190723,1
36-50,Other,Non-Veteran,UK,36.61579537955081,29.255328831532896,A,C,E,-10.775409249912535,0
51-65,Male,Veteran,UK,-152.50151251166642,-101.01683201207436,C,E,D,30.68522396885061,0
65+,Female,Veteran,Other,-40.510125369429275,142.26536363375274,B,D,C,-96.46618777831429,0
18-25,M,Yes,Other,1.2440899952408946,-16.829433510078655,A,E,B,5.2149731390514455,0
36-50,Non-binary,Yes,India,-236.44360073816472,-96.63369341570731,A,D,C,-93.55652225822752,0
18-25,Other,No,Germany,247.24991366087252,-113.29842816585082,A,A,A,72.40284330763726,1
36-50,Other,Veteran,Other,54.48147975959318,-87.46911317780626,B,E,D,224.97376278887748,0
26-35,Female,Non-Veteran,Other,-14.297945105561574,97.20645849341813,E,B,A,-7.29668164715927,0
51-65,Male,Non-Veteran,Mexico,-40.50777765559337,45.601401295891634,C,E,C,-25.703452158643874,1
26-35,M,No,Other,48.79174453225938,37.19970405414256,E,A,B,-4.935337521380072,0
36-50,F,Yes,US,-6.014871818187835,-170.66047260804018,D,D,E,52.964691001590325,0
36-50,Male,Veteran,UK,122.01897782078733,115.9140856807523,D,B,E,14.542887338648628,1
36-50,Other,No,Mexico,-84.7735092557241,-5.458036348882233,E,C,B,-128.86852406326437,1
65+,Male,Yes,China,167.59879514940923,-153.94289425828765,D,E,D,71.39606080026755,0
26-35,Non-binary,Non-Veteran,US,32.64368817131571,33.00773649804741,C,C,B,-36.01958388690694,0
65+,F,Non-Veteran,Other,-20.770114150602957,75.41912025505361,E,D,C,-83.75235742650447,1
51-65,Female,Yes,US,-130.51688958768,48.8188062312571,A,E,C,53.365421266158364,1
51-65,Non-binary,Non-Veteran,India,87.74904917652941,52.678232569012906,A,C,B,-68.97738644204684,0
36-50,Male,Non-Veteran,Other,-184.14727248866453,-11.115672368175005,C,A,E,-215.59113470636692,0
65+,Other,Veteran,Brazil,67.13001441193656,-105.36362720599965,B,C,D,-169.16273909883222,0
65+,Male,Yes,UK,-7.4630026262461,-92.47470478121006,C,C,B,-149.07400158029793,1
26-35,Male,No,Brazil,-3.998422242889966,-85.08410154254382,B,E,A,-204.41698632438911,1
36-50,Female,Non-Veteran,Germany,211.61390827606485,-25.128322518608016,C,A,A,-161.16565453528534,1
36-50,F,Non-Veteran,Mexico,-20.46356645457799,-0.6756657114981506,C,A,D,-223.03094251595533,1
18-25,M,Yes,Brazil,2.239308998545528,-49.66589583244348,B,A,C,-51.04091428428108,1
65+,M,Yes,UK,113.59099885657511,-155.74281819113912,A,B,C,98.95550992548357,1
65+,F,Veteran,UK,-24.825500620407137,41.96454401854703,D,D,B,88.96980485074755,1
51-65,Female,Veteran,Germany,280.0261226725417,157.33046805098647,B,E,A,28.71946967724588,1
18-25,F,No,India,29.61685447168533,129.4429649081291,C,D,E,285.3087412556413,1
36-50,Male,Veteran,US,-163.612842688353,57.40143744441721,D,B,B,190.55417271663592,0
26-35,Other,Non-Veteran,Brazil,48.77939139749231,201.98222987005812,B,C,E,57.067598532235934,1
36-50,Female,Veteran,US,82.04348096332096,-104.99902679626723,E,B,E,159.0617112641075,0
65+,F,No,UK,2.498408797995443,-162.84781389320452,E,A,A,-134.24911120613444,0
26-35,F,Non-Veteran,Brazil,38.65510524062285,-16.637176464083467,E,A,E,-229.9481048767368,1
36-50,F,No,UK,-128.14789498108084,210.57968587206997,B,B,B,-214.71433246611133,0
26-35,Non-binary,Yes,US,-74.37860554388949,75.28795158938843,C,B,E,215.17297752164683,0
36-50,Non-binary,Non-Veteran,Germany,126.18943352246129,57.15388822326742,A,C,E,-73.43525363876545,1
51-65,Non-binary,Veteran,Brazil,-208.35818077686184,137.9709454799661,C,D,D,81.73064840139772,1
51-65,F,Non-Veteran,Brazil,90.70013917717054,21.587523854572964,C,C,D,-9.576711161276027,0
51-65,Other,Yes,US,-88.89050019093153,47.82884462175087,B,E,E,-109.1860929977592,1
18-25,Male,No,UK,-58.83789284825408,-46.1295244289208,E,A,D,-55.75428113111421,0
36-50,Male,Veteran,US,-174.39592951803468,-65.13029149781532,A,A,E,-190.5786289796527,0
65+,Other,Veteran,Germany,68.04985396725485,163.57772158114457,B,D,A,3.62717963998058,0
36-50,Other,No,US,109.33450814008387,141.53029166338638,A,D,A,-42.13450666112492,0
26-35,Other,No,Brazil,184.68154829720845,134.07819231847728,B,A,B,-34.21311899831072,0
65+,Male,Non-Veteran,Germany,-19.649683874770645,82.08583102645292,B,C,A,-27.093997571474347,0
26-35,Female,Veteran,Brazil,-160.74632593174655,-87.55588160996783,E,D,B,44.956756961531575,1
36-50,F,Veteran,India,-55.51368371564609,60.62641003650546,E,C,D,-118.00204406253016,1
65+,M,Yes,UK,129.48756197403105,-87.76016686255855,D,C,B,-205.17063198396337,1
18-25,Female,Yes,US,42.928086650229794,-176.53066236091368,D,A,B,92.00790402464187,0
26-35,Female,Veteran,India,7.554055548093673,-224.52499517323838,A,D,C,-20.875060773604506,1
26-35,Other,Yes,China,129.9802517034314,84.62481756219027,C,E,B,-30.579054205300015,0
36-50,M,Yes,Brazil,117.81901262703431,76.35858690353649,D,D,D,160.81102763119966,0
51-65,M,Non-Veteran,UK,-69.05559687660696,157.11620181317028,A,A,C,242.46640270114108,0
36-50,M,No,Brazil,44.357153213374154,-126.82043863191154,C,E,D,-248.51753714057222,1
18-25,Other,Veteran,Germany,-144.64555568682334,2.283021349901622,A,C,D,70.80612690021569,1
65+,Other,Non-Veteran,Brazil,111.6285518470645,47.26291714433167,A,E,D,43.67759377347785,0
65+,Male,Veteran,Germany,-23.505877143091762,-76.18220235295162,C,C,E,9.249302582141144,0
36-50,Male,Veteran,Germany,45.486530134744676,140.73236334170957,D,E,E,-7.014054068722306,1
36-50,Other,No,Other,-50.54876454482601,135.77716051802614,C,B,E,-105.74038892108099,0
51-65,M,No,UK,69.9260212876114,-67.16758743706468,D,C,E,74.66182989259768,0
65+,F,Yes,US,62.427077052121746,5.719552867135869,E,E,B,-100.29853607022116,0
36-50,Other,Non-Veteran,Brazil,-23.416295323329965,-104.17427518203417,E,B,B,-53.18706005983243,1
51-65,M,No,Mexico,-217.63563593572965,-28.39276223101555,D,C,A,-126.06994716236386,0
51-65,Other,Yes,Brazil,103.02547316636579,23.960919303298148,C,A,C,-76.47416904487781,1
18-25,Non-binary,Non-Veteran,UK,-73.21487212146954,30.4312060027477,D,E,D,-79.7005107271229,1
65+,Female,Veteran,China,132.48366818283378,-1.9996823182907975,D,C,C,-75.90788178812824,0
18-25,M,Yes,India,-92.03301251325848,-8.624539496736798,A,E,B,-24.329406728684752,1
65+,Female,Veteran,Brazil,-33.16498138507302,-29.123952206933897,E,B,D,-48.696916329495075,0
26-35,M,Yes,US,-4.855310122334981,-74.84976761090701,A,D,C,134.50877250031905,1
65+,Female,Veteran,Mexico,-84.34544394568584,196.1678106410903,C,B,E,10.443165582155943,1
65+,Male,Veteran,Mexico,68.52545715585912,217.07937037762787,B,C,B,-49.82432054082756,0
36-50,Female,Yes,Brazil,179.26484439513467,-111.76701083713836,E,E,D,-127.317176752635,0
51-65,Other,Yes,Germany,-142.2360937478349,236.6363529559636,C,D,B,57.55446798715893,0
65+,Non-binary,Yes,UK,9.029758885226997,-139.10379878863236,B,A,E,158.75770789405743,0
36-50,M,Veteran,UK,-126.86742204185082,-65.71282170555318,E,A,D,-76.17678663550794,1
26-35,M,No,China,-248.7229934341661,2.970825743189538,E,C,A,28.367495121759433,0
18-25,Female,Veteran,Brazil,3.3168491672132845,97.16932645892024,E,A,E,18.5311141219904,0
65+,Female,No,Germany,48.26838418190273,41.305468901301865,C,A,C,33.97262212968365,0
18-25,F,Veteran,US,-196.51368811532822,104.73773499488463,C,A,E,27.179947117613974,0
51-65,Male,Yes,Germany,163.68651895701603,-10.512176857547093,C,C,E,-156.82713332188746,1
18-25,Female,Non-Veteran,Mexico,-13.4493000098102,35.689135963428875,E,D,C,-24.388629994311366,1
51-65,Male,Veteran,Other,-12.514220558141032,-68.48936327979379,E,D,C,-47.54719689234223,0
36-50,M,Yes,Mexico,112.02284288452637,46.403110986307915,E,D,B,-135.49633188874606,1
51-65,Female,Yes,China,-215.33792834674603,92.41801479335902,B,B,B,81.54383520157951,0
26-35,Other,Yes,Mexico,162.66089552692318,-57.12780659974362,E,A,E,-58.498129151778855,1
18-25,Male,Veteran,Mexico,131.7661350140587,28.45735054758927,E,D,C,-152.92001157596292,0
