Nationality,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
India,Veteran,A,A,E,61.29984252174733,32.60565529625604,A,A,E,-36.29408729218921,1
Germany,Non-Veteran,B,B,A,1.1071287851996612,39.57732171565562,D,E,B,54.82842406955145,1
US,Non-Veteran,B,D,B,165.64969364612273,112.60454093729216,E,C,A,194.97970456622943,0
China,Veteran,B,B,E,62.92810117546033,-22.346551384986387,C,E,C,73.81126581475823,1
US,Veteran,C,D,B,-76.32398373194327,35.69348284190257,D,D,A,-14.58222116909699,1
China,No,E,A,A,71.69972610097248,9.690860956132745,B,C,E,169.14329358763788,0
China,No,C,C,B,-81.72814668060991,3.8581872401306505,B,C,A,-51.16635149916118,1
China,Yes,E,D,D,-78.42423390821061,-5.558985300884446,C,C,D,-191.0756810860332,1
India,Veteran,C,C,A,-3.1383266188027705,13.064009659842075,C,E,C,-164.1166564917126,1
UK,Yes,B,D,D,14.867404573825466,-78.06922233299336,B,A,D,25.80126004986226,0
Mexico,No,A,B,E,-44.22437394496401,-162.11557325618054,D,A,B,-133.35792796610875,1
Germany,Yes,B,D,E,-128.4533359019617,-66.38371274226809,A,B,D,-173.49701593280076,0
UK,No,A,D,D,35.94492998586368,-46.699286043737914,D,C,A,82.71939028379917,1
Other,Veteran,D,C,E,186.76331755890365,168.6201865111695,C,E,A,61.605200767482216,0
Brazil,No,E,E,C,-194.24455926787962,-122.59286785966297,B,E,B,30.22157847385108,1
Mexico,Veteran,B,A,C,-62.24128417336836,36.74571332733162,B,B,E,85.74943797224948,1
Other,Non-Veteran,A,D,E,71.47546411353771,-164.46937190753005,A,E,B,55.579927965410604,0
Germany,Yes,E,B,C,-21.268679378718293,-107.65417565064568,E,C,D,66.12179031332828,1
US,Veteran,C,C,D,110.59319102522036,99.45483787309914,B,A,A,-124.5783877440056,0
Mexico,Veteran,D,A,B,43.339217447915026,-142.77631006676356,D,B,A,-15.550506239176862,0
Mexico,Yes,B,C,A,56.8140594687486,-129.82396222258075,A,A,A,267.73938951039634,1
Brazil,No,D,C,C,-112.05601500284143,-84.82027115696059,C,A,E,-13.609269961738965,0
US,Yes,C,B,A,14.734079735734703,67.21231742790746,E,B,B,40.619417871872926,1
China,No,A,D,D,68.65714075326242,-14.41531109691028,C,A,D,-116.91263564928408,0
UK,No,E,A,E,-6.883656652481649,42.82107257578306,D,A,B,-9.7583883838809,1
India,No,A,C,B,151.17760195198636,33.890846578717415,C,E,C,3.6867567823992435,0
US,No,E,D,C,197.52749857000003,152.83879737907327,D,A,D,-136.14221302784335,0
Other,Yes,D,B,C,-24.982911720699768,-18.878882720285507,E,E,C,40.50946211544713,1
Other,Veteran,B,D,E,-43.779147323175685,-79.52469121781768,D,C,E,77.51062150410566,1
Other,Non-Veteran,C,A,D,-72.18934437458654,-81.73783106308018,B,D,E,112.37423275337657,1
Mexico,Yes,B,D,D,107.13336568777136,-6.192196584341877,D,A,D,-28.265717140553733,0
Germany,No,B,C,A,166.9633031674312,-146.98313192169874,A,D,A,-91.33008204116585,1
Other,Yes,A,E,D,169.88714434555374,228.5813052875339,D,E,C,-223.5666371708943,1
Other,Yes,C,E,D,-38.480370089837905,-10.47022272945877,B,A,D,120.19317305193692,0
China,Veteran,C,D,B,76.47127367310884,95.77531847544,B,A,E,5.745648700308567,0
Brazil,Non-Veteran,E,A,C,211.80367130445651,117.84413495735444,E,B,A,-3.63299063967602,0
Germany,Yes,A,A,B,53.00658657314427,-38.767335748707154,A,E,B,10.835504856581101,1
US,Yes,B,B,D,-44.11772256622557,-30.50547353316988,D,B,C,81.92808130094481,1
Other,No,C,E,E,-212.3776330196942,-54.948333304569296,C,B,B,71.92573738974546,1
India,Veteran,A,B,A,-230.97978330644983,54.58883610732743,A,E,E,-107.23509294711764,0
Brazil,No,E,C,E,-28.05363354086628,-43.46150559761874,B,C,B,-91.80568136384224,1
Other,Yes,D,A,B,66.5089896436061,-120.63122903909023,E,C,C,-103.90279647612697,1
India,No,E,E,D,39.730109118451026,-90.750374804851,E,D,C,41.01454515149922,1
Germany,No,A,A,A,164.43981664845506,29.687787182984916,C,E,E,26.625513529320884,1
UK,No,C,D,D,-84.50568232775521,89.56468235474921,D,B,C,-51.87496550016728,0
UK,Non-Veteran,E,A,C,-125.26161437839427,-204.44316432648228,B,D,E,-53.768248986746,0
India,Veteran,E,E,C,-9.829363464357009,77.29738369892448,B,D,A,92.40081378814816,1
UK,Yes,B,A,C,186.06145103114326,-110.63315745696201,D,E,D,-65.65673046045261,0
Germany,Non-Veteran,E,C,A,-68.45921010339589,-180.76089392736296,C,C,C,104.18369433002799,0
China,Veteran,E,D,A,8.567087527866098,-46.158657934945644,E,B,C,-136.84318287244207,1
India,Non-Veteran,C,E,E,38.54310792831685,-8.504027982809587,B,C,C,-59.37507622011427,1
India,No,A,D,A,-90.74245283867623,-152.11662369617892,E,D,A,100.97174209677458,0
Germany,Yes,E,E,E,-168.4521584125114,156.44157245430497,D,C,B,31.440128896936404,1
China,Non-Veteran,B,A,C,-28.67383175458728,32.805428816989654,A,B,C,192.75349317600705,1
China,Yes,B,C,D,-55.46428081593051,41.66747682134455,E,D,C,-57.81339076926801,0
UK,Non-Veteran,A,E,C,-74.7644044725906,205.1833588508615,B,C,A,-164.1964464398288,0
China,Non-Veteran,C,D,A,-6.353044236520322,-77.21345565736817,E,E,B,235.58365910755862,0
Mexico,Veteran,A,A,C,-50.48959798369377,-91.99425199731446,D,A,D,-99.84432678135487,1
Brazil,Yes,A,B,E,32.966777132858,59.89950537115036,A,B,C,-131.57418220961438,1
US,Non-Veteran,A,A,D,-88.17456666441691,50.39317065720314,B,A,C,4.21564609229876,0
Mexico,Yes,A,E,D,118.24869642346114,25.58580834651639,E,D,A,-135.4728330500681,1
UK,Veteran,B,C,D,-117.89291579086891,-157.2378682323133,E,E,B,163.45111648606036,0
China,No,C,D,E,-170.82848513916602,30.530310927105546,E,C,A,5.006144735330712,1
China,Veteran,C,D,D,133.82099617490164,-52.42353760773523,B,A,E,32.67946372205815,0
Other,Veteran,E,A,D,-77.09424791783559,41.90400036662755,B,E,D,77.90891042843683,1
India,No,C,D,E,-249.66112425434565,-99.39202164569089,C,B,D,-16.73021449197695,1
Mexico,Veteran,E,E,A,55.26847558446845,35.898768758167144,C,A,D,-104.43725031796349,1
China,Yes,B,E,B,-111.55314474236818,-38.237222852809666,A,A,B,-88.61124191819857,1
Brazil,No,A,C,C,-151.96937540264997,-312.3184498109677,B,E,E,40.98235508710771,1
India,No,D,A,D,-45.67545052531049,26.124303204178762,C,B,B,-146.5515040622697,1
Other,Veteran,D,D,B,65.37811108261032,-49.672006682087826,B,D,C,45.716632890719396,0
Other,Veteran,B,E,D,12.1896582764949,31.872846373521142,D,B,A,-8.94955629686057,1
Other,Non-Veteran,D,A,A,-154.49259878028343,36.971447747487694,E,A,E,-89.74655413658851,1
Germany,Veteran,A,D,B,1.4193307522887546,-125.13459870972443,D,C,C,-24.71776452282708,1
Mexico,Veteran,A,A,E,47.68751680717245,19.969863393468522,C,A,D,115.8127282646738,0
Other,Veteran,A,A,C,129.28478646081268,92.69395722035301,B,C,C,-38.828708181777024,1
Mexico,Veteran,D,B,C,5.294948173976836,-32.86535477532534,E,B,E,56.118213250058105,1
Mexico,Yes,B,B,C,-56.246435004427894,-54.82204438557792,A,B,E,16.87494156650387,1
China,Yes,D,A,E,101.89285738063994,-201.13847702924392,B,A,C,87.21979275349682,0
China,Yes,A,E,D,-166.55667849805766,-44.67448997661897,C,B,E,-30.177968880056522,1
US,Veteran,D,B,C,44.98137178931157,32.4050739537636,D,C,E,-142.1026596577819,0
US,No,D,D,B,-47.24766772092976,19.319532841403134,C,E,E,-137.5017115652448,0
China,Non-Veteran,B,B,B,27.467321005379908,-60.39885421608378,E,E,C,90.31421907553535,1
UK,No,C,C,C,75.41666419089063,-33.7222881982754,E,C,D,130.83228223952256,1
India,Veteran,A,D,B,115.68981532958264,-5.4873427652078,D,B,A,-126.60236783157954,1
US,Yes,B,D,B,227.64407424457465,-31.557564382403097,E,A,D,-9.417279102084734,1
US,Veteran,E,E,A,32.478725105032666,39.296035649385864,D,E,A,83.91796331773045,0
Germany,No,E,C,C,-106.18303840904484,33.54753033391855,A,C,E,-34.08370964483168,0
US,Yes,E,A,E,-17.22156713766364,-138.48489545072562,B,A,E,-106.3350118816315,0
Mexico,Yes,B,D,D,-23.319991343866704,159.16696897723716,D,D,B,27.269795010135162,1
China,Non-Veteran,C,E,A,-31.75457594372026,12.33305079475607,D,D,D,119.97939862853396,1
US,No,A,B,B,-56.886819758980636,78.70488756508163,B,E,C,-135.0886784127978,0
China,Yes,E,A,D,-137.8617821595328,-17.824952133502872,D,E,C,-1.0000426313679536,1
China,Non-Veteran,C,D,E,-247.68989554385777,91.59667787727683,A,C,E,-136.24964980789838,1
US,Non-Veteran,B,B,E,-3.896312745286413,-55.23587297417992,C,B,B,-56.09754493571549,0
India,Non-Veteran,E,E,B,79.22827563257258,-61.72267126740486,B,D,A,88.23125061010047,0
India,Non-Veteran,B,C,C,-2.471471691393312,32.42069158984765,D,E,C,-90.7331221117831,1
Germany,Yes,C,C,C,-124.88701051584485,30.63711367792899,C,B,A,-15.854497352152025,0
Brazil,Yes,C,E,E,61.646187024914646,-78.31009296802485,E,B,A,-80.04347891507828,0
US,Veteran,C,A,D,-128.31407671788276,-1.3611723895373942,C,E,E,65.97688907133156,0
UK,No,B,D,C,-76.9437562247646,8.020986204721602,C,B,C,-45.204330719207334,0
Brazil,No,C,D,A,-132.08108925801116,3.3811621199463002,C,C,B,106.11568230957229,1
China,Veteran,C,B,E,-149.96671125676997,-50.74655133598686,B,C,C,103.07110488568998,1
Mexico,No,A,E,D,17.126657122710547,56.93227349403402,A,C,D,26.168073321479362,1
Germany,Veteran,A,A,C,-20.818599196604257,76.23076436144984,E,A,B,72.23032756776101,0
US,No,E,C,B,151.0055867171757,-46.77177655044684,A,A,C,263.58437428324487,1
US,No,D,C,E,0.6749415710113058,18.59418367993257,B,C,C,98.23072428953344,0
Other,Veteran,B,A,E,-82.20641260624916,-103.52318589692342,B,E,A,-84.17365691001842,1
Other,Veteran,E,C,B,-101.99500989514631,21.50678977774364,D,D,D,-75.5968234804867,1
Mexico,Yes,A,B,B,299.6604683817089,60.769027884995744,D,B,A,-14.381308278788914,1
Germany,Veteran,C,A,B,41.71455057876983,199.6748470206808,D,A,B,-88.19840764435715,1
Mexico,Veteran,A,C,E,-64.64876327775991,-72.28847321713184,E,E,C,-70.53970249396221,0
India,Yes,A,B,D,-26.971730966757306,113.53191462329843,B,E,E,-126.48535929391431,0
China,Yes,B,D,C,-106.23555292570313,224.06412428683936,D,E,A,94.30186668887876,1
India,Yes,A,B,E,126.66763417859981,-111.02380217962617,C,C,D,-44.12997341349601,1
India,Yes,E,E,E,2.444307763459441,105.21113418618278,B,B,E,53.0943845500909,1
Germany,Non-Veteran,B,B,C,-0.7416513288274282,-116.68224308851,E,A,D,-13.216164377063617,0
Germany,Non-Veteran,A,E,B,44.80724743650457,-22.117126975971544,A,C,A,22.507345086647852,0
Other,No,B,C,A,-21.859904425879755,-26.986181507304245,A,D,B,-5.217051356361628,0
India,Non-Veteran,D,C,E,-164.13731520424096,83.84840093314271,A,B,B,20.997200511056132,0
US,Non-Veteran,D,B,D,215.5372829435581,20.451367407332604,D,A,B,-195.06463529663705,0
US,No,C,D,C,-30.20485488321621,-11.963766951369735,B,B,B,67.25994736243821,1
