age_range,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
26-35,Veteran,-40.49267826514986,30.05914951818427,-88.55681161787251,-40.204849993242846,-22.390093556204953,E,A,-151.2611961733598,87.23238498383725,C,-162.98833382989244,128.09747748067178,3.660878822037266,-83.6373761652246,-109.58835436174527,19.307555958519625,C,C,128.08845523839676,1
51-65,Non-Veteran,-37.45753359429298,-70.55967579022067,-36.0431220416152,167.61955768539127,52.56940895212773,D,D,-18.46580070843128,85.97958913471749,A,10.16316941237561,27.75910455442474,9.63479371898497,15.384463475943535,4.580903767858248,7.97169935248249,D,D,23.941663714951297,1
65+,Veteran,-62.32592649334282,-6.965251537548481,117.23160941236527,-220.2441138480098,139.77564803950335,C,E,217.98572907908834,130.1799774435876,A,-48.20178534658285,43.7168202494374,-81.44151603178322,-71.72756796208277,-118.97105019540797,74.47579779771894,D,A,154.065202347918,1
65+,Veteran,142.31811707029024,-6.2181691055451,15.869784882102916,95.66265178679133,-43.96378488818686,D,C,26.43439085379357,3.391775487089957,C,47.28506099128186,13.159874246737315,-45.586136933232694,-79.72813552752685,61.26993741338927,-128.9193792514228,C,A,-60.32045521288543,0
51-65,Non-Veteran,65.58208516299713,65.21013940765464,-60.48371581094635,108.74132488406299,-123.48306751399834,D,B,-173.17143528867481,-88.76329703068969,E,8.775681164837838,90.72365047914423,65.76101095268807,-84.75023429256406,-3.4175448620996267,-9.50343820764094,A,C,122.14347742269275,1
65+,Yes,-153.2734154021003,-134.44693941027788,-159.06957988024436,-133.44055142773618,13.632414166304144,B,B,174.81370599870388,-79.82997943935227,C,5.938768820835352,-8.43322834666525,155.89538336154664,-65.82414893173274,-104.55015944354183,141.78654456749905,A,E,124.79637510197985,1
51-65,Non-Veteran,179.23449160196662,-184.77131406129,61.52022352591121,113.6155618173551,30.815693995780446,B,E,152.69766837095656,-117.61518693640241,A,-162.72192240141698,205.941283443229,-21.343392456687187,-148.331844449413,166.49714526738921,-72.73578368340483,C,B,144.04239582001642,0
65+,Veteran,151.07051953402123,-31.936158975736294,21.922611673571463,-58.235836925702436,32.24190984020146,D,D,130.40711681883175,10.776007451032205,E,31.769271293586147,-89.66851992709593,149.9138527124776,-84.62013208994836,-52.74068416944119,166.97616391962094,A,D,-56.61900027493112,0
36-50,Yes,-23.002538541184027,32.42399899006493,-99.29678954473194,-140.73564495507244,7.982618383079755,C,C,85.97902631155753,-10.398363262100494,B,-123.98216815347392,-75.92178653934984,108.51919566586092,48.70964852058424,-15.219582381740866,-43.58425302857423,E,C,-63.000234768914645,0
18-25,Yes,84.96498542299861,6.982599633299413,2.0067059094148028,48.82523001421016,-53.97618208567293,D,A,149.97909616936448,-155.22281039661172,D,110.65685441758862,-107.33157177528653,-166.36067658387537,46.68541378213134,-70.57680226317132,-178.47808968421634,E,E,-36.782280824555514,0
65+,No,10.415313162390785,84.14776914539455,-37.01894954338367,-90.39073030990639,-17.474442897743195,A,C,11.582621839322607,99.4369887926719,A,-25.48424304308966,-184.3488232219179,77.83840395157549,68.93390498529861,-7.814327212697587,-107.31428069519512,A,C,-17.216212013925862,0
51-65,No,-67.34436730251922,18.534094366849228,-78.00350891842275,-2.3114223713811657,22.613988463515987,A,C,-173.94288654449605,-52.544472258622875,E,99.82065495630414,-14.358455253881102,-135.0746313943585,41.54190835553851,-11.155580632196017,105.05725384232187,E,D,30.44056982535902,1
51-65,Non-Veteran,-156.15987618540944,35.256193184468366,-42.277267620838046,119.81578057411184,-98.80148974896449,A,A,-51.11306208445809,-49.06061990881834,A,-117.74961585032942,-36.134628178212274,-57.94886185295728,-146.3772745214988,21.04512864833208,27.193220402571576,E,E,9.090130354181563,1
65+,Non-Veteran,78.76619932954874,18.13878930884292,43.306623493790134,7.746675350101668,171.4651308913697,E,C,-140.8074007037033,82.33557559935564,B,7.972870853507816,-24.442587488648922,194.71767512784805,7.893604960385694,37.065336403783036,53.28130521945046,C,C,1.5314020879096033,1
18-25,Non-Veteran,-82.23976447031004,-158.4631011265709,-177.33120293042555,157.89369806466254,-161.53384146479496,A,C,-36.37762305576313,17.808079995728853,B,11.24409012082278,154.3526913140974,34.08753471392854,-81.23597189052919,240.36612134024168,31.40081461328792,E,D,56.33600562487988,0
36-50,Non-Veteran,137.39348542913288,10.191289532872936,89.06558305655169,-4.516521120121135,86.43705368033545,A,D,167.68814416546596,6.143627868093106,A,-222.38556456264314,42.78989358051716,-5.989867207518047,-78.89816019192979,-139.75086796811462,-80.21825072539085,A,A,1.9190318439877163,0
26-35,Yes,16.265623734862935,53.12660635781782,174.90699146642012,78.0590264926207,-111.5372625743386,D,E,52.442771269607746,52.651748427393485,E,107.19030633009099,7.470960539492749,-46.753901433428574,-168.81182160717728,107.70315635634408,17.861992781026572,D,E,84.06667196566396,0
26-35,Non-Veteran,128.5798102646628,64.85323307936444,15.946472578118618,-138.98702562819898,66.91268545813813,D,A,44.795924348581,229.15186661543268,E,-94.44044401770611,161.52383290068278,63.54567727659284,65.02699562776694,-44.245811014676896,77.59272500818396,A,E,91.47129046053303,1
65+,Veteran,-8.574946096667093,57.023628347095,182.0501128775032,247.22210577184995,58.264219661331985,A,D,-87.00509035474924,-285.9329115509698,D,-118.89119981256562,0.4521509232558541,-124.57168672126144,115.96265410534737,-78.00191472622225,50.35044279033447,C,D,31.171960637914502,1
65+,No,-169.95008629509124,-44.57328741117375,-56.85817674035912,18.90151537285417,-96.98586267920982,C,B,37.454472593151,-71.24241178976798,B,172.19771387114483,78.26593268061364,-89.90556524040659,-28.897459310676332,-61.35434980279765,-95.18108181326895,C,E,-149.46419368164769,0
36-50,Non-Veteran,-22.973987563430253,-123.9971320841446,150.43875209135098,21.06297557898749,-66.99973383363378,D,E,-34.63582265809892,-69.85891385668226,B,-70.34574978128222,-1.8905592180513815,55.84911794767788,-7.720808688634667,134.24391719134275,-52.40003535303682,D,E,125.04351014431214,0
65+,No,-14.635141087539177,-49.778395127897184,-133.45415051969036,116.13353916809841,188.4568765870504,D,C,-115.58784250316893,-49.54808232439679,A,119.34403818877499,-0.11639960296420794,-10.670695293338179,-71.05903235592803,-4.995196465426262,-89.85471033921195,C,C,106.28583310977899,0
51-65,Yes,13.743558268015363,-12.132790496280531,-102.62708310228193,77.03132063307015,-127.53030936711191,D,E,-49.060084276139264,-75.26637877545409,A,-1.2625501087568551,20.360331107929547,20.123833590259135,23.569272838696357,46.52634420899379,-38.45016759914492,A,A,98.74257239197551,1
26-35,Non-Veteran,-110.64287651171354,147.61269482779988,88.73309309891243,-98.67758537990797,-103.12182278045347,C,D,-97.18429911852489,166.80541419400396,E,-85.07617156325556,-29.37285513469643,-62.433048724828765,37.54665720940313,-12.487160625539167,-12.630692633525811,D,D,34.608768151697355,0
18-25,No,116.13575004924724,-57.51692010697684,-131.56635166211592,-93.78085222537719,-71.0719962205422,C,D,131.36161492614255,86.8878475060234,A,-56.181692314713274,-97.17606284108167,34.02650001520959,-25.793293923522814,-31.60028620208688,-32.56770209995479,A,E,6.3959227942625985,1
36-50,Veteran,38.59766298469875,20.87643646979568,109.24877912682933,-17.308846815261095,108.63783087635159,A,B,4.86477676179899,110.79565084618102,D,-73.75303823467462,215.9171400906646,17.38936286056901,-19.83074929150455,-8.882918571741675,-83.95067464413304,C,E,62.16390100735185,1
65+,Non-Veteran,-56.844432792668,25.14543089302053,-15.968002972316992,-119.51649195455414,38.635868965393854,C,B,-19.82353663477356,144.90953205294963,E,-165.68908774422476,-104.53729317707104,20.452462196164255,167.62492010510323,136.39102203767393,-57.455919013313704,A,A,-13.108407186813217,0
51-65,Veteran,69.45652326512159,74.11358726297365,-21.38877555281672,38.71402759144844,-4.90800046434894,C,D,100.55998112058992,-46.50901497056932,E,-95.5116249957716,-140.24050745989908,-184.0907311161189,30.94549664999994,-128.8482967925103,46.11116183668715,D,E,70.72410973824536,1
36-50,Yes,60.49736502812203,14.326170968826284,35.111719786232605,52.304491160709766,94.44273482039657,B,A,114.24557155796249,-79.65243628323067,B,-128.2920081823449,-6.539571301132097,-48.958285331377155,-72.23037048966583,-31.436278097501734,108.55412503686964,A,E,13.684838319235947,1
26-35,No,-113.21141559212431,65.94469278448017,-40.97320452584229,-52.90949365619198,290.68512486950675,C,B,116.5382034810165,-186.8604192259782,B,231.74705674564348,-31.034466157526314,146.71297245875826,92.41971890085445,193.58989905814875,-54.526196233651916,E,D,8.846951823643325,0
65+,Yes,136.80635922224286,11.820656109248343,-13.911568129657054,-75.8337671912121,-14.405672985932464,C,A,35.6804834639101,121.53106108909061,E,-4.0085462957805795,-111.52364093424943,-35.68737881640517,142.77184188531237,89.54694542963263,93.08493274977982,A,C,-196.34498994344312,0
36-50,Veteran,-59.027294646193496,59.40935284474038,-107.73883606522467,-115.91432294771147,-39.42814932638182,E,D,-72.87627183074366,3.3444358719967022,A,-95.16449437392782,93.83330601776636,-137.97576063583492,-116.39657660717751,-53.35175262036008,-12.838466553762276,C,D,118.64895700779563,0
36-50,No,-76.73192578538053,183.79461387022226,61.17526760413964,24.266050987887837,87.96145163895997,E,C,193.19191731678328,-58.57491523759105,B,-267.21565298268905,-173.12912639879664,109.51817631316368,-33.68282056584129,-63.024173853680324,167.93204844518016,A,A,108.509824582226,0
26-35,Veteran,-142.41253327627413,-154.52743452691038,98.88884285085857,32.49080668092604,-177.98608259714698,B,B,-19.242459803230222,120.43995937020269,E,-13.224997869149261,140.5332131156969,144.53851626922975,-62.444514008004234,25.617460254556534,14.912626108195004,D,C,-41.75545881033759,1
65+,Yes,83.96472120970449,126.43622871200135,-125.94198253050013,88.80588188303614,-95.08247419963297,D,B,71.30607221882178,-32.07652790484419,D,-9.148129161086791,86.20573132872062,204.22363393626833,80.24772255328728,-88.77453815348183,-165.49067662936682,B,C,-15.138003833523209,1
18-25,Non-Veteran,82.72264307397201,33.26950970755757,-28.51632384536733,35.6179421971785,-39.474523345362506,E,E,-128.9208109208025,32.75149158889637,D,-57.80847466996861,-7.684027979683246,31.64305035417414,159.42766113314846,12.751624585494742,103.81446878885335,B,D,-65.6803608978421,0
65+,No,-15.33841284221474,-0.8449048282958035,-0.3730479996615992,61.185483189626844,22.482221849960766,B,D,-22.336859084706887,153.7722997337547,C,-101.20922729178064,-120.76835647930773,94.88068011997116,-67.86260156943496,55.477253957573794,-56.33505778585953,B,A,33.060169878522125,1
51-65,Yes,22.762891349705626,81.9347016398683,131.55592427187017,-107.21508266779772,-148.73660122698035,D,C,-55.57347360316962,85.71160208735013,C,-79.99411233227124,66.58023186103024,172.5975979557649,-16.013892363594202,-126.91591986645115,-1.5021001395344338,C,A,44.88715360237491,1
65+,Veteran,59.221140233255284,-39.07601013494117,58.0919484398733,-247.62598458449352,-154.64688754370073,D,A,145.27629125065016,170.61558038506217,E,-109.72793509867174,69.48702097961346,226.4778095954794,32.1932923596987,-83.80550211363486,-148.96265259292585,D,E,21.680647101177872,0
65+,Veteran,-119.77638067151175,-128.8415457652843,0.2893422948401235,56.768507756714925,98.91641516194541,B,C,0.347491010705689,-145.87239350697317,C,-131.30910827991485,-95.17017079596744,92.62113196006145,22.788535034414263,-28.329729671331,54.207065922047505,C,D,-109.22738266589478,0
51-65,No,67.06383281017426,-87.25504834689626,-38.091182278932656,-105.94719891474413,-19.082323932039824,B,A,20.694968360155176,94.88819303798451,B,-61.21989920019018,105.99369176708792,-6.424049493122075,26.895311478629413,-96.830522848986,-97.94782455297333,A,C,-122.99292608986822,0
18-25,Veteran,60.40199005088437,5.032740244601132,65.91386434851385,-39.09692154665774,81.91388998843324,D,B,82.16065884703194,25.53281621472876,B,-84.36585172511239,-142.77836277161128,-49.84190365080429,79.34895364066722,12.047346080100258,7.578694200538229,E,A,71.02073736475265,1
51-65,Yes,-184.59255523793288,-148.97454958825097,-4.9687670158228245,93.77913013795067,82.6719494092172,B,D,80.41297184586249,149.44309059603188,B,-8.329983182941945,23.124981432786086,-99.0695416060899,158.10972697686762,180.19912618602524,-0.6478750514129269,A,A,-86.07850450076697,0
18-25,Non-Veteran,-90.43316940986533,19.883962121273406,-183.27631451234618,-12.340820484294056,25.400982315945654,D,B,-81.12221247110047,-180.98446774906665,B,188.528808876419,89.04771247209267,7.655161180700218,-103.42236415298436,229.62401650629752,102.58416182192633,A,D,-137.4036430490684,1
26-35,Yes,56.187493791566986,-3.208931355611712,-61.4126868232719,-71.47524867355403,-87.15814757244993,A,D,126.31608413209771,105.19797690707622,C,-1.405036882229275,-7.300566859757603,-25.757843636167078,-49.21297383371519,-252.95246946211512,26.525873161868752,D,B,-28.75478622661446,1
65+,Non-Veteran,73.37655054234861,-2.0961339501925687,0.9215238296107647,9.521897254878974,-25.99025461079798,C,A,-54.38623584356075,-65.39095523787746,B,24.914794218680456,-14.94446387970006,40.55534007038171,-36.846301092665534,-91.00365184790262,105.89656802212615,B,D,-38.77680237291435,1
65+,No,-121.27149069621761,-118.86084030358164,37.515308232903266,81.34617229139435,47.259610760199095,E,B,98.76774616148248,-91.1121725662062,E,-94.88376382669229,20.127260380957875,34.20030583885434,-18.67791863805433,79.79025289526862,-44.17248585592921,B,D,171.247323406402,0
51-65,Yes,-21.672814424698288,-8.39623413555272,144.31417850989934,20.953559432618896,102.50228970269539,A,D,66.85599108617488,-90.65017556290805,B,38.361618773558135,49.27768641132019,102.49412240647737,94.03128443116428,21.872365314467892,129.14434483803228,B,A,-118.85593495350952,1
18-25,Yes,-30.28507695592884,20.71569355785706,-124.19995081393004,-236.1703214529439,-2.205909510384947,D,A,-42.86325132906762,22.730261924365863,C,-87.04499554571717,3.5528945089576873,-136.31338998954706,23.728268692618858,-0.9436865075090095,116.5616367062268,C,E,-72.35684405077671,1
36-50,Yes,25.680106801857693,-145.6386853689709,34.42332481560745,-131.97793066033435,-216.81316119339962,C,A,65.91722812284006,-85.26075350048403,D,-127.70946851545757,78.4232387304214,44.380842828805086,109.21471220867254,-110.89784827015556,66.93443025002892,D,C,70.81298554651177,1
18-25,Non-Veteran,84.08207501528494,-173.8273017690504,-13.210235745764695,45.00273031536468,61.58871549812011,D,E,11.539307794276494,-36.92391314363732,D,-18.104382574374753,0.7801415908716628,-10.863825764489635,60.30784240240317,-76.63762729714311,-81.23558594649086,D,C,-119.32728393203553,0
36-50,Non-Veteran,-47.43470745416091,39.833099641933174,89.71988242120588,-242.4520445397152,-0.6758352299557079,B,B,-223.14620509547007,-58.134144177516156,D,-141.93665370386233,-10.255567261621104,28.339941449305638,134.45910153362877,60.26330801611145,187.51902357706618,B,E,-15.61426227375143,0
26-35,No,349.28855373709763,-9.897461821674444,70.32090213977031,-16.264949412158344,143.15402612670115,B,C,128.73591794475274,176.63517512507804,E,-196.9307429480875,74.57824075275006,-109.05971978774586,-10.814066386884537,-104.22952450857153,-26.658420315178905,B,E,100.57653707520015,1
26-35,Non-Veteran,49.88983152921813,-73.14534773602028,29.38329558650974,31.43115027909223,-110.54482741401877,A,C,-7.562122296814078,-32.08811754952067,E,111.36162948691322,-15.456937069203875,-13.910154990764537,-39.846681962022245,-102.31511638810338,171.26601136522405,C,A,50.73961817464612,1
51-65,Yes,81.94755249573863,1.26687309640034,-94.99805802438085,-48.31584902658823,10.48650431625819,D,D,-93.16344920303837,-68.11990686374179,E,-59.333309493046315,-73.12220531639852,52.409139457356055,-116.44680769575632,-31.174697516406237,-55.64618348367103,C,A,-24.094605904288606,1
26-35,No,25.37756590724013,49.95820756230207,129.42183295561424,-157.35332297332013,-7.922350470839039,E,B,-121.95077086814617,-15.676092077621862,C,27.46974806064797,1.2250244892967703,75.81979723025168,-26.598635492020396,-1.7129585539113277,35.596183485037045,B,D,152.33776129035886,1
51-65,Veteran,25.210784268265378,136.7283696104193,35.363416462971976,-93.24832742893753,245.03792605583118,C,A,123.23080163748979,-14.438019116512587,C,51.59116152235844,150.76407503339064,156.0373983527361,-35.20050110722639,34.365699238498564,-13.688277565128883,E,A,56.002665536622956,0
