religious_affiliation,genero,nationality,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Muslim,F,UK,Married,-36.90330746752753,-21.93215454523771,-188.5988883477077,76.34773309319864,14.463814575318192,21.739046427398026,58.88291323391701,C,A,B,B,1
Christian,Non-binary,Mexico,Married,233.97000432022796,-9.528314322297124,-48.82108053986998,-73.15443766086179,23.526546013835418,13.107325025900613,-88.28278670392076,E,B,D,B,1
None,Female,China,Divorced,-61.29296032867316,177.37544758204348,85.39479053852943,-24.882260850222902,-58.679473890457665,-132.59688805695015,145.9799013468205,C,B,A,B,0
Jewish,M,China,Divorced,-286.5268419755187,-85.5965695635698,-144.22663356562256,46.60687464143963,47.66557751163229,-95.86018169374523,-157.02858749350185,B,A,A,D,1
None,Male,China,Single,-29.556142748775265,82.65668639576543,-34.637865222542615,65.8783378669232,22.202269073238096,115.83887529757352,-124.630128060788,B,A,E,C,1
None,Male,Other,Married,-111.45543191390902,86.10150844517099,-163.2388800093666,7.997504816931644,180.45971047822954,62.150204786552464,59.838393746410446,A,B,A,B,0
Muslim,Female,Germany,Divorced,-31.322904192336047,195.58844376109295,-44.61780102133467,-109.75975224054073,-39.031808141122376,-51.54152853108557,26.956399798222403,D,C,A,B,1
Other,Non-binary,UK,Married,130.1184242944033,-8.246824730556215,134.1747739762063,103.57006706325811,-200.19953884482993,31.44498010327738,49.85145141349625,B,D,B,B,1
Other,Non-binary,Other,Single,93.37878869639088,-103.65353763112786,-14.018577986516265,118.53315226800096,62.61811262845296,-124.25105240193002,120.93316524949107,B,A,A,B,1
Buddhist,Male,India,Divorced,-3.6694464761649828,23.395159115383475,106.36447269358855,7.462350851789182,-255.50054645925954,147.20158213373728,-213.7001674821469,B,B,E,A,1
Muslim,Non-binary,Brazil,Widowed,-134.61743625601795,-88.5959792652653,44.649732337812345,6.997968985609587,-5.79279441703897,40.9102918462874,-96.32915337843878,B,D,D,D,0
Other,M,China,Divorced,-114.46833860078205,-113.43864944052828,-203.42680537892937,119.85269259967197,-4.7021227910254,56.81888149407129,140.6653414481776,C,A,B,C,0
Other,Other,US,Married,-101.38484914818252,91.30718184876609,96.84977532484324,-142.01972569524452,-0.21415527852716854,39.66859769639641,85.58843223389046,B,D,E,D,1
None,M,India,Divorced,176.97766844229488,-144.30651204025764,-114.87240017555864,38.62193019818866,-57.19463895223122,-34.340350956456575,151.37479564645884,E,A,A,B,1
Buddhist,Other,Brazil,Widowed,-27.908919783592662,7.281195892759722,-25.76781733954886,-28.537001449361288,-183.95122167823635,10.842086292329139,-12.295471499478708,B,B,D,C,1
Christian,F,UK,Widowed,-59.57899571319619,-136.66929614254425,-25.166229865473433,-85.10203726625627,-34.72853374634339,-72.10154627892035,174.26889944745068,E,D,D,B,0
Hindu,Non-binary,Brazil,Divorced,-119.54963143014383,77.378439753181,77.96852436673444,27.80542071618784,-25.157193459842308,37.369024033293805,45.964363427358705,E,B,C,E,1
None,M,China,Divorced,139.7280372076841,10.746235481363712,8.842589551884236,-133.27509308407664,28.33322099073195,-107.70075829124637,-10.527473710133432,D,E,B,C,0
Jewish,Female,India,Widowed,-3.173191141928876,-82.48600023750826,207.1067010380327,-94.05144294107231,72.95978807989908,-93.58144729700224,57.87257131569762,D,C,A,D,0
Jewish,Non-binary,UK,Single,-11.349545998293848,-46.47929809788465,-43.848256163716755,54.66892011904434,-46.35794711572128,-121.05407320761437,-152.9925302776163,A,B,E,C,1
Christian,M,Other,Single,0.44205991675357725,160.94748845556146,111.37006292968536,186.67370715803696,-154.41990228222636,9.36473313928317,215.42393399479138,C,C,E,D,1
Christian,F,India,Widowed,163.4747559498333,-57.0370573358508,24.33592651684077,31.208034211475095,-34.499835984982525,-6.562079093829867,253.06180457713108,E,E,E,A,1
Hindu,Non-binary,China,Widowed,57.7968054828225,204.7985524036083,47.38267813804039,62.25981525864533,-64.22684916857555,25.275051964270602,-88.71409043825683,A,B,C,A,1
Jewish,Non-binary,UK,Single,-55.27149295812759,-28.29028330286795,-28.69250440077964,17.860533041722064,-25.538536576197934,-47.98499583383443,60.46822987347751,D,B,D,A,0
Christian,Female,India,Widowed,39.84533394147769,-4.9762384909911095,94.64497417584626,27.32434117756486,-30.162995465428267,-100.06665819177904,65.82894393696883,A,D,C,A,1
Buddhist,Female,China,Single,-74.95253637885139,92.4317579571732,106.47217840645983,11.53691779028476,-81.20148793063926,-17.822502536876456,207.125947932789,A,D,E,A,1
Hindu,Other,US,Single,-79.60142649992437,68.90957690497832,22.98889430991799,2.2550266671393584,-41.60667999552882,-39.15475340857296,-86.70070792284888,D,D,B,D,1
Christian,Other,US,Single,117.62481478568006,-53.532904413536485,86.94098227652873,212.22077319265279,69.88072025841689,83.90392649281695,-36.336876481022706,E,E,D,C,0
Other,M,US,Widowed,-47.44833630403299,84.44389806848918,-5.597149724704432,24.3638935345519,-83.77962059687547,205.99335632264393,164.39764902019357,E,B,A,C,1
Jewish,F,US,Single,48.38338104273818,144.57255230430354,-61.93635541551673,-62.144269144028065,124.8672638295713,118.6469257460335,54.14617304297743,A,E,A,D,0
Jewish,Male,Mexico,Married,-19.571879554842965,240.44402653187578,-89.346736565327,-15.307754756150551,-134.86120886241395,169.38543736581812,27.084435021565493,E,D,B,D,0
Christian,Female,India,Widowed,91.3144686754044,13.70001887995644,30.616359140064215,-1.0515404545962224,21.81563663750347,-28.2281999910653,112.08305434764792,E,C,A,A,0
Muslim,Female,US,Single,72.82733267882976,148.24897713332976,73.62955663743783,-95.8215076405014,-50.135843529369126,-7.277497776171961,-82.47320939654554,D,C,A,A,1
Muslim,F,Other,Married,-95.5786152905305,87.83828450040669,34.03244835377928,-29.90183992423275,-79.06195581006908,95.52925658278929,104.83779354989974,B,D,B,A,1
Hindu,Female,US,Divorced,57.84006796820389,-180.7044983798171,-199.93229373800366,28.413093956813306,24.086895996731453,209.15956993687365,124.24153738745385,D,D,B,E,1
Hindu,F,Germany,Divorced,-76.7069600385227,-45.57830074485848,-9.239147164486985,145.30014373643166,250.55030673246938,18.6289749350702,-175.47127191232678,D,D,B,E,1
None,M,Germany,Single,-42.43644334281514,105.49783044176723,-28.305328113954864,-33.710293965627294,-45.821245515881245,-15.281407724735411,-62.75872385168773,B,A,C,C,1
Hindu,F,Brazil,Single,-150.27282507320115,-0.7151454112266445,-18.870282957899956,-176.18708593967753,-39.845553808417705,53.77519711473483,-134.8820843722747,B,B,D,D,1
Muslim,Non-binary,Germany,Widowed,-197.12202996619553,-79.10757272952831,-1.7141987814474748,96.09390930913125,-77.28193669566232,97.94104265536166,-71.61617061953022,B,B,A,A,1
Hindu,F,Mexico,Single,-72.09563849498983,-156.8511527679971,-4.908759189692845,-74.417906347715,66.52111560170485,4.444843586576347,-33.539723110378596,A,D,B,B,0
Jewish,Non-binary,Mexico,Widowed,36.22391815529965,-44.999383577844135,-17.05845593292529,108.0918428411776,-20.217033508075,141.66503605801978,0.3944849751115408,E,A,D,C,1
Muslim,M,China,Married,-184.0037690155937,12.885050360462749,-128.48922038014936,176.4848028040214,27.266858487505797,172.76867823835013,42.97892803866401,C,C,B,B,1
Christian,F,Mexico,Divorced,77.31313495479034,32.34411190588891,58.38879072614165,-73.25079950806118,158.09222836811304,143.62840752565575,3.099482280132208,B,E,E,E,1
Christian,Male,UK,Married,74.03989366474254,128.06769668159586,24.394747298363445,49.24658962869404,55.42177810658496,59.87739484929385,14.701334766548985,B,A,D,C,1
Muslim,M,Brazil,Married,-156.76606850903522,-111.95932725599155,-96.55145101049114,-1.5572508608863695,-24.679037986685522,44.17204211808101,60.81282786217914,B,A,B,A,1
Other,M,Mexico,Divorced,-24.235614190170242,5.848558382690634,11.689646227838194,5.618495946596874,-232.38766248962767,130.25562167803534,115.1032264572982,E,E,D,C,0
Muslim,Other,UK,Single,-3.291974148268173,-175.77742305334692,47.42520532793661,-19.31290838061098,-194.7327577975273,8.804573839511056,42.37517802453322,C,E,C,D,1
Jewish,Female,UK,Widowed,-56.40078009100616,41.561621483345114,132.07697867946072,44.07958175252662,-50.88355675344252,-65.25441925697622,-46.53644185005707,C,C,D,C,0
Other,Other,US,Single,-164.5181116595196,57.03271647249634,-196.48574149164952,52.05953518439913,4.905371255329728,-31.16706288217609,140.74529208789815,D,A,E,C,1
Buddhist,Other,US,Widowed,23.876253081047626,-20.259066599774524,-128.02687864940881,-144.61556223998807,-124.6361367944565,-13.424317522240441,76.58858929274814,D,A,C,B,0
Christian,Non-binary,China,Divorced,-26.701092251928138,55.57140721522907,209.38594856967433,44.802977787394646,-141.62601350724208,-53.06236611874596,-36.81709086883206,B,C,B,A,0
Muslim,M,Mexico,Single,-88.18305776616246,-65.6327172134478,-4.972739792773517,-44.941472022886906,219.83932550476402,186.77110418423754,-118.99922755139076,A,B,E,E,0
None,Other,Brazil,Single,121.92882858042789,0.5930556345138394,-158.37035548496831,-68.64586991904903,45.7050686215119,59.13818773218208,30.51635217403752,E,C,A,B,0
None,M,India,Divorced,19.01045097302768,168.65233790754408,5.700912818421123,45.1412511562924,72.12993443275063,-71.18823290106826,61.17051426840393,E,A,A,A,1
None,F,Germany,Married,-116.92767756217937,80.71802806527981,33.99815338701764,30.655375333435625,89.43572668210294,64.8380387735777,125.68243034381422,D,B,B,C,0
Muslim,Female,US,Widowed,90.79013312789466,-52.327508525789604,-4.619065686442312,34.71958061599925,47.91037337437591,58.99327006540194,-51.798317053483736,B,A,B,E,1
Jewish,Non-binary,US,Single,-103.23212919071287,-176.01216215661296,-16.458728523221303,-72.5327936283088,-3.5594593709936624,-14.960134070462086,2.799129799451475,A,A,E,C,0
Christian,M,India,Widowed,55.438097911557136,-63.95786813049028,38.69894038786435,-106.05187108256608,239.6573042269815,-66.13986099364084,-173.97860864165585,D,D,C,B,1
Christian,F,Mexico,Divorced,121.24133421877401,126.12802254455555,-67.45274709810595,94.55905750399134,13.882051477170732,-68.25273945595104,163.91717830721896,C,C,B,C,1
Buddhist,Other,Germany,Divorced,-172.12310028303517,75.39727224787688,-111.10144965542207,-241.81769224116763,-159.96539786143435,22.816573886654897,78.7457885347855,E,E,E,A,1
Buddhist,F,Other,Married,-179.86852916034434,56.30067396466135,69.8116296919627,118.29186494380252,99.62099297674268,-105.20219524596234,110.82202916945772,D,B,E,A,0
Christian,F,UK,Widowed,-3.274629574745073,143.8377294789693,-33.44923172537156,-90.04046767446611,8.211222722992996,-32.0437114300769,93.59204731566642,A,E,A,A,0
Jewish,Female,Germany,Widowed,48.89531210017388,-142.20716944962518,187.56302653168478,-88.16492734071647,10.519911545751556,98.62737439596961,-15.782657296889793,C,C,B,C,0
Christian,F,India,Widowed,91.57083460916927,0.6664456960597585,-64.64773304329928,-125.0407456809314,9.211342205715928,-10.42800697505638,-158.06890279750277,A,E,D,E,0
Hindu,Male,Mexico,Single,-20.872867718142132,-67.71905990742228,41.66876396125309,-60.5237178815905,-66.45074940787808,0.08185952647470626,57.881847569457676,C,A,C,D,0
Christian,Female,Germany,Married,177.52982671548156,126.7336807774281,95.85785370090181,-18.809087009671856,155.7201962056184,58.492227724503856,7.337665775188484,C,B,B,E,1
Other,Non-binary,Germany,Widowed,3.047402187272759,56.81806425630831,-65.562184980958,76.27693672997844,87.56840531352202,137.24675287622276,-44.57059519619509,E,C,B,C,1
Christian,Male,US,Single,85.13051277636175,-13.800974490523252,-62.72687037361469,-109.57125149455827,-12.159696605263186,38.57421098169954,143.57446977214852,E,A,E,A,1
Hindu,Non-binary,US,Single,-187.5525155361719,-53.31078796687845,63.02203152699113,253.7955229420204,-75.03893600862695,-43.26357605725774,-7.142087370009855,C,A,A,D,1
Jewish,M,Mexico,Single,-1.0256092264862045,2.4479903856520404,-52.253803869105994,167.01231571767588,55.317168012658115,197.51501500008135,192.90376119911608,B,A,E,E,1
Other,Female,China,Single,-44.6158700143072,46.200092066327095,-19.412308957078412,-43.738102533496566,37.19898194012695,-79.57348817010728,148.05496395062363,A,B,A,E,1
Christian,Female,Brazil,Divorced,147.81646184833423,-63.828573559005044,20.678318907421737,-83.02138825101427,13.394895290066772,-68.04110025062162,-30.475527173873935,D,C,A,E,0
Other,Female,Other,Single,18.77171149275313,49.831618521543334,153.27733649768595,-10.09492290974745,32.520408781921695,-11.575778236509034,-24.446614031651503,B,E,E,D,1
Hindu,M,UK,Married,-46.30884956971901,-14.31078709438427,-150.50430673747687,56.192328671688664,-56.76135691061583,76.41812645664207,16.803766479448303,D,E,D,A,0
None,M,India,Widowed,-23.733751266119633,-105.3991487637703,106.88625682223226,58.12971648853068,-30.027549673869107,127.67306856043841,175.66070671582455,E,D,E,D,1
Buddhist,Female,UK,Married,73.30297143921614,14.218238906568295,-54.52082878529193,-81.96672296882231,-11.98069462775719,85.93793053806931,-39.27740970209238,B,D,D,D,1
None,M,China,Widowed,-250.67703939910376,10.971911001897244,73.860621389834,19.284943200698617,3.0767042616169586,46.25052718991983,-156.40452992439623,A,A,D,A,1
None,Female,India,Single,-139.05913421137993,-97.51318762299587,6.810934781829057,53.08535731600087,-71.14157152092542,192.0971894104749,92.86897571310617,A,A,C,E,1
Muslim,Non-binary,UK,Married,118.31622942720745,13.94640054172283,87.60357584955464,-7.734313408654107,-127.13340936166149,-50.46708302238111,179.10717956878105,B,A,A,E,0
Other,Male,Mexico,Widowed,45.5247470456821,-176.99996570595306,84.45013622825651,157.00896344857404,102.56613042805898,75.89909028633399,-15.075895492732696,B,B,B,B,1
Buddhist,M,Brazil,Married,123.45833875384893,-75.98337798135839,291.5847980484923,30.677280929827916,-10.67729352629145,108.1583032488804,-138.16245487671702,A,B,D,A,1
Hindu,Male,China,Single,-51.55160724213298,50.30642968347383,-56.50676131339917,-30.405922836197202,107.21168650354664,-42.490106758426904,20.94740684402177,B,B,D,B,0
Other,M,Brazil,Single,-132.95314148124274,97.87078450299347,22.252664366031475,-18.93038291761946,-60.169128508070166,54.00668499961326,-48.246308388053144,B,C,A,D,0
None,M,Brazil,Widowed,55.54416764831044,-97.27358085774615,-104.2382585044351,-152.38204962565095,60.70834871562247,-161.68209458398266,-93.51540543712422,D,E,A,E,0
Buddhist,Female,Brazil,Divorced,23.18434046041729,-34.03263623061486,34.5107444913546,152.15788497633528,-117.35612578921506,-44.257523016030504,42.164233624906224,C,C,A,C,0
Jewish,Male,India,Single,198.7947485650056,-56.65036503176694,-28.886604625602192,55.131388718071065,-13.68612529692233,37.49665005650609,131.834667578924,B,E,C,D,1
Other,Female,Brazil,Widowed,-31.56509780027081,34.31012779401188,73.28823479924567,87.2478367677151,158.55606439646,88.0275694637164,139.72860041065488,B,A,B,E,0
Christian,Non-binary,Other,Divorced,82.4773213362181,109.45810325906784,-103.75762227153542,148.94675191679755,140.16359661506297,-95.3650073847778,93.74064882070337,D,D,B,D,0
None,M,China,Widowed,-86.55249717125888,-126.16563200233051,139.39080125966981,58.03956618013398,-45.75697799415936,119.09624369704161,193.45755034360656,B,C,E,A,0
None,Female,US,Widowed,50.48256743963877,-112.05215027843221,168.8047652797857,-117.28498888531593,20.27553009901108,-21.717319810712134,180.29630864031068,D,E,D,D,0
None,F,China,Widowed,60.80664000467642,23.45036419216998,64.52995412189014,-61.86355238832091,104.58703974969413,-67.52175532459547,-3.9671684626491945,C,D,D,E,0
Other,M,India,Widowed,-64.77607294066009,6.9224585179018385,-2.2554876619316966,62.91797638872434,14.306442711508105,14.937087868566607,-86.83671973889854,A,B,A,E,0
Muslim,Other,Other,Single,-46.29333590462837,127.87169582323203,65.4827962043474,0.9374665411890437,-44.31319719402911,23.661258142444364,39.407066375989565,D,E,A,B,1
Muslim,Non-binary,UK,Widowed,-6.751252845302318,-115.50086669272413,98.92015836596337,-42.80445837431327,-0.1811997381626392,-87.12385525048964,-119.9628463879257,D,C,B,B,1
Hindu,Other,Other,Divorced,-45.12554876141434,74.77752949279457,84.79122904921414,105.31231231812188,-61.45875723385799,-60.687304277056555,-127.7643729298356,B,E,B,A,1
Buddhist,Female,Mexico,Divorced,40.00911709966677,-3.2503678446742255,226.2401905190274,113.44921930172522,-57.57843647100712,-73.5650090128033,-4.600011840868623,A,D,D,E,1
Buddhist,F,China,Divorced,69.57594544228468,-24.64475924087158,49.408825382448526,67.32145389162056,-58.18886975800115,17.333890279525534,-49.05331156041262,E,E,D,E,1
Other,F,Germany,Single,47.524054862735845,-110.07301002625066,43.01484855579966,-65.63683830649171,-132.07364593913613,129.55806064898638,-33.81514586102912,A,D,B,A,0
Jewish,M,Other,Widowed,34.54484860577271,-67.61540115420198,140.0086427467676,-68.06565195718977,92.08086295452291,-11.069818958735597,-26.68675209945609,A,D,D,C,1
Muslim,Non-binary,China,Divorced,33.14851138002801,-63.76849459616197,-123.28700394794885,107.77926788724099,8.4176329802001,38.00022655481541,55.24729164920758,A,C,E,A,0
Buddhist,Female,Brazil,Single,-40.95414902693841,-26.11442781358932,137.26539591169694,-183.01074272980352,-96.50476924862926,96.17390782027901,30.82529844000178,A,E,C,D,0
Buddhist,Non-binary,Other,Widowed,40.77864631414763,-31.899598986215018,-12.888446538151053,-164.67012833548526,-54.526410995353025,108.24636419368692,234.74285494462373,A,E,B,A,1
Buddhist,Male,UK,Married,-95.93816274143398,-136.09662146036985,-40.984149939705375,38.152986018361915,186.12011911920027,54.55804282236556,105.07669675847968,E,B,C,C,1
Buddhist,Male,UK,Divorced,166.74096993521988,-12.343330739429836,-81.77442432809178,99.58105590202851,-194.34836831691834,163.25856378629922,-66.42546065699747,A,B,D,E,1
