sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Non-binary,C,E,E,11.133308490182372,C,B,E,B,16.102437560261784,-46.96673368572946,-61.68907208840292,A,-101.96130805364017,24.1901247890514,B,-151.2709920190698,D,-12.16235200360997,9.9339482766704,1
Non-binary,A,B,E,-9.121299098167494,D,B,D,A,-74.15341988942126,66.24068900908952,-197.74375384386877,E,210.14066766782426,-89.90348872088511,A,-108.88371792661799,B,-72.69820981877889,55.58631530755282,1
M,E,E,C,-3.275222631583557,A,B,E,B,-180.0415722339062,-62.67018778440748,-136.8948495283863,C,-33.04516416354097,121.00528714576559,E,-195.66130243454177,E,-32.54675009156718,75.70450340992849,1
Other,A,C,E,12.349651015613489,C,D,E,D,-82.39140251270224,-82.26906765543552,-54.517392226551124,B,35.665646194688655,14.201391594284429,C,126.61501347110217,C,20.90026691357492,-160.47010370619205,0
Female,C,C,C,17.41870269005733,C,B,D,D,16.545782131700673,36.69734120794845,-136.55596900446253,C,-101.20289219586589,-13.453603687264238,A,98.81886477931087,D,237.01181701448317,-118.7088800308072,1
Non-binary,D,D,A,183.9299503684869,C,D,A,C,19.65773038750158,112.22807719803001,72.00245689992792,D,-108.12852307058145,75.14399003329541,A,23.671029994795138,C,84.20142820413102,93.60560637988263,0
Female,A,E,D,-105.09502950621592,D,D,C,C,174.27156732526748,-179.814888651513,148.79430140581223,D,-0.7752674426042651,39.860011710672886,B,-45.40273876987294,C,-19.550421740253086,158.57451079632415,1
Male,A,D,D,52.62773251197261,D,E,B,C,180.49514257031566,33.24452366374971,9.307786782230423,D,-138.01939407064268,22.6238430595833,B,84.37246715131037,B,-76.44943212090357,172.38999305835046,1
Non-binary,D,E,B,32.66426810746262,E,B,A,E,120.97590183306988,6.140861235958827,-147.47881359684334,E,-52.526571130935295,-109.7032982081171,A,41.173024782013435,B,-46.81181331846416,6.175546591087685,1
F,C,D,C,-31.309457522910783,E,E,E,C,206.34814465870122,83.04189808737907,-60.519116810007866,C,-37.51456263824966,-56.12053858032846,E,-107.98796462329304,A,35.03747781876789,90.35902144340848,1
Non-binary,A,B,B,-65.84614807340289,D,C,A,A,-92.80519101951606,62.460120178215185,35.266131596750874,C,62.82624544447379,108.69619999785422,D,-99.85916725430587,E,3.9187873949831524,95.8626402264406,0
M,A,E,D,-15.451013679176503,D,D,A,A,-10.042470931035643,-45.01934032954728,110.9189915889049,A,10.677477172624899,22.461659401298682,A,-59.25419502300661,C,85.64203097105614,-98.03069285915969,0
M,C,E,A,143.14499156641432,C,E,A,E,68.30250204501573,-64.9130391549674,18.358312633754174,E,-77.69613165850606,-94.74054683116987,B,-53.5350846098036,C,-89.14618308988858,-38.02504258229262,1
M,B,A,E,-33.02137769922997,C,E,C,C,125.09723397177285,14.084382333721837,-92.62192629643069,C,59.00826872645987,11.384731909011961,B,252.81440613371817,E,139.13517632320674,-62.80954519729861,1
Other,B,E,E,-52.034018371042436,D,A,D,B,75.94818451680308,-5.535964654966722,46.248021139501994,A,65.09390961049553,19.607604703882558,B,-2.121139747064719,C,-81.4085381145705,-92.68710768601606,1
Non-binary,B,D,A,-26.4526563822336,B,A,C,D,-2.947143915898274,-167.83257253680512,-99.73179830946984,C,16.924078022093582,9.471819729968942,E,-127.33022976907806,B,142.9622775840369,71.69421122501112,0
Female,C,C,C,136.2459896057646,A,E,C,A,41.876413055418794,62.381122947988096,83.82850213886717,E,9.684447549124304,44.37746094270928,E,93.7439612434879,D,-6.178780992607458,127.49548771572275,1
Other,B,D,E,-198.43226345184618,A,D,C,C,19.23835384544012,-91.88385040012857,41.10721389524473,E,24.97889975048773,-140.48696580489187,E,114.91208914038495,C,101.66172819471835,-69.09628037723358,1
Male,B,E,E,-2.967863996490903,D,D,E,B,16.242881980986525,-86.68650726184171,-74.84627234808502,E,50.74301859480308,116.36067611139254,E,-142.96584562495065,B,-50.28056817878242,-140.32295248504548,0
F,C,C,E,-44.30442370536255,A,C,E,B,1.3355542050097087,55.02271599304285,-51.718259260377955,B,49.81324851651458,-99.84519989956691,D,128.66698645836595,A,173.269012610651,46.878097718582694,1
Non-binary,C,C,C,-90.36440928534533,D,C,C,E,-1.9937483784625856,-109.25546392922327,-189.2212271022598,E,-49.4596087531706,56.43773175699085,B,-185.53269320656648,C,-75.03801376095697,97.70475058323068,1
Non-binary,D,E,E,-53.03905646277865,A,B,A,B,-93.97372873252446,83.06383231260034,52.725126331223706,A,-146.52511643548297,-93.45617227017293,E,-63.265448347371546,A,12.700621628918077,-157.1037444804996,0
Male,E,B,E,-118.71557805533742,D,C,C,E,286.24364751223817,-151.30245466182936,-166.19161467223242,B,-206.99590647001443,88.06014522811975,E,134.37043586289096,B,-72.2283675397358,121.55243086638494,1
Non-binary,C,C,D,156.17299234331125,D,C,C,A,-89.92360654693091,-265.5018553929267,-129.37034927235104,D,-157.80767026466137,-101.1072384976619,B,11.160389137171432,C,98.96874288484369,47.30451231365274,0
Non-binary,C,B,E,71.90370333595538,C,C,B,A,-97.688160902117,-113.29573339152729,80.04106246064366,D,139.7393384313745,112.3260303672727,B,93.0889076273494,B,-146.08350194251344,56.56554132142998,1
M,A,E,A,88.16020468557736,B,A,E,A,-167.02804358528476,87.96714747939258,-55.47681392652849,D,-100.74258521732746,-2.5577102667036837,E,-129.47103312505484,B,-150.9088239808351,200.32009533499752,1
Male,D,E,A,-89.69431270055503,A,E,C,A,112.42024249970157,-98.96018237007762,72.73001170861437,E,-33.12322312142279,-128.34163186694948,A,15.782308820548735,A,-142.3272650358013,-39.16238793733532,1
Male,B,C,C,54.590033287620265,B,C,A,E,24.04472734200817,-186.8829818206085,118.8842407550994,D,-12.024930632584336,-109.3979338773424,D,-103.62657699333901,D,43.79454154400954,-130.5984966216801,1
Male,B,B,B,-112.60535469621414,E,B,D,B,-56.94682927729602,-77.80413479084618,60.074402162083615,E,-40.04773859584807,28.99263113638435,E,-44.864630526205985,D,-69.50599482178423,-175.19599317282646,1
Male,C,B,B,-144.74155084404447,D,A,D,D,63.11554119570732,47.93350000913467,-45.816195744643686,B,-18.00497901110974,118.29342827215463,D,105.16088108176278,E,79.88634639556757,-69.44063796731503,0
F,C,E,A,-19.13715075498877,A,B,A,B,-135.92555417289475,-96.44024987631038,-107.80096296041562,C,158.19507850042936,-106.77490991655671,D,-94.19966692961756,A,-213.56091267091233,125.75221781870307,0
Male,C,D,C,34.461167929613154,A,A,A,A,97.84485045236205,-121.36142862529724,19.35346266601362,D,-12.942737566516598,25.65936894395453,B,150.4528657575425,E,-81.81790766427052,-60.45046269620692,1
Male,A,A,C,101.43184394726488,C,B,E,A,-71.49477860977656,-42.90985599723106,88.34011993831008,E,53.238100245038,84.93847644859028,C,66.91507013231113,B,-1.5478664805366715,-60.45826848741862,1
Female,D,A,A,-92.76671236658386,D,E,C,D,20.13033701825813,-10.462501521340837,-4.68744749275891,D,-212.47487476716782,130.30081684361767,E,76.87186850076391,B,146.28975068612255,78.53005199805793,1
F,A,B,B,77.68536860424467,D,A,A,C,38.92906994357773,136.8845346110087,23.868993185320583,D,-15.490075645666861,29.7489826707422,A,48.54194447603159,E,-73.30517698977238,-15.18016893258598,0
M,A,C,A,151.5602844329198,A,E,C,E,-113.01442843060272,2.927372711962959,-43.15231495452466,C,-119.36086253675168,-52.276258460977886,A,-94.19868179482465,C,44.58160769625357,-55.105444105127134,1
Other,A,A,B,41.582777942689404,E,C,B,E,47.964099061564475,-47.63316316500704,60.00721944266964,E,5.613495239546761,-98.44216306992602,E,1.1251200338215404,D,-41.288967210769975,-132.78782476509772,0
Other,A,C,A,142.04568213739512,A,D,C,A,15.724772549377153,167.9485059474654,35.31861034068872,A,-156.28888244729822,137.70041881196647,D,15.24979388149591,D,22.0012355122977,114.38597992653241,0
Non-binary,B,D,A,22.166552172559093,B,E,C,E,-89.2312454856117,-65.18701962535908,18.201741303310637,C,76.14741853767678,2.291473289168004,B,-80.92879888827913,B,28.81851372918255,-23.619037958761748,0
Male,C,C,A,-6.845839545233743,C,B,E,A,-85.03806536185449,121.48022660002384,-42.25430673970911,B,-255.87138878002514,-64.9181183681655,E,197.56927146474035,E,26.62870985241166,-88.35795665921012,1
Male,B,A,E,83.44743058809053,B,B,A,B,-35.872709250255106,93.06042813747891,-10.664235049480261,A,58.1205055544351,46.866476134515274,E,171.6166376060007,C,34.00850245624098,37.034005374210636,0
M,A,E,D,-17.647227533334984,B,E,C,C,-94.52469994697758,-36.352172597479104,-15.556246289570586,B,20.40627231119855,184.31556368994418,D,31.028582586971243,E,65.29630381091661,-101.94367223159877,1
Female,A,D,A,135.99572716353345,A,B,D,E,145.678715310594,77.11301447830022,63.46934748790268,B,-182.16460179887736,27.239454014517978,E,55.31876645048017,E,14.229272621079012,67.53902185095455,1
F,D,E,C,-203.04239902915117,A,A,C,C,18.487088141202708,-29.07658154499253,161.22975231267324,E,55.78544234976136,4.219141022407005,B,94.18447167965456,A,-127.55554641096471,-111.84332067262032,1
Male,C,E,D,-55.86106641768173,B,D,D,D,119.63149713836474,-169.26238963936626,-98.37020903629043,B,-50.73204419938462,-77.89063535929441,E,41.46023454208766,B,81.3329409358616,66.59041579773512,0
Male,C,B,C,-26.78544020160098,A,D,C,B,5.853770070271986,47.77142344794749,32.836287814181055,D,116.74181462091664,-57.94453235931761,E,-10.050794985209132,E,60.15686007322135,-169.56372553306747,1
Female,C,B,C,99.97013673420348,D,D,B,A,-0.8526727215325148,94.13780363982866,35.03350375988479,E,133.79904757681882,83.6136208423659,B,200.61619996089252,E,13.636929041941992,63.31566442028049,0
F,D,C,B,46.771091972541434,D,E,A,C,-32.174661570434175,27.531617054945972,-77.38542416800924,C,25.944188344568982,-32.50512562701101,C,-90.85255587853077,E,143.40029498969955,-22.67768745821406,0
Male,A,A,C,29.734676813978954,A,C,E,B,-168.56066983729366,-66.1206003200946,-17.794080245526988,D,66.92744799332954,-57.38203221268161,A,-80.33441026775073,A,-92.36911777452129,44.005284778440746,1
Other,B,E,A,-136.26526891390222,C,A,B,E,47.30479672941765,73.27333353767196,-303.698792195765,D,29.45854741662203,12.256252133932675,D,-138.64192184540687,D,-100.01702993144299,-94.9329636056047,0
Male,C,A,A,97.27188504831862,A,B,E,A,21.91497947871561,-39.28324039194403,-89.66008082629463,E,23.66216659897327,-91.90484275958799,A,221.9099771498139,A,127.46909031499965,-57.833041333327,1
Female,E,A,E,-59.169610756933224,A,E,E,B,-231.91252730087606,31.251829608454706,218.98094663572132,D,114.26580428219464,-62.9260757406252,C,10.028318271449569,D,35.476449956765734,59.09885643583157,1
Other,A,E,B,-49.1673384414722,E,A,E,D,-142.27047031247935,-24.777380558522363,14.029729535846997,D,45.69903032387661,145.36883405551768,D,20.803948286712973,A,16.800612500917754,115.74922922507551,0
Non-binary,C,A,B,32.57420422506516,A,B,A,C,159.4228023526396,165.58693771826395,11.364069886737576,E,102.36257641752171,16.210231151987813,C,-89.2434237385974,A,-88.38112601257497,93.89577178871846,1
Other,B,B,E,-86.76346785208125,A,B,D,A,32.22605761953752,-43.50826676478539,-101.96896324295648,E,-51.72620288017493,-43.65155175336705,A,-131.57136055823685,E,56.76504175438398,-215.6951655226726,1
Male,C,C,C,-229.60272700434322,B,B,E,E,-143.73985468770377,-107.23336616407278,99.9137803980205,A,15.816545288596142,185.10422164879742,E,108.17582533032525,C,69.53977537705592,72.87682843498314,0
Other,A,E,B,108.49032505659775,B,A,B,E,217.26633492371928,-18.7685224325401,52.36180774389373,B,141.01465415399443,247.09725930074725,E,-26.54926596293285,D,93.42087351690864,-44.73718102505961,1
M,C,E,D,62.67251040620307,B,A,A,B,-156.99929819517757,-200.05697932274006,36.69932804265979,C,-134.6915082917823,73.31973124125312,D,-13.347209560024101,B,65.85847197676874,66.03061161707463,0
Non-binary,B,E,E,-0.9000484519717853,C,D,B,C,-11.038516614846301,21.771919336682554,-7.138495724834927,B,49.99214025108166,-32.60467020794872,C,56.403065854578216,B,-27.554801285369408,-116.09469300738668,0
Non-binary,D,E,E,82.62464358180496,B,A,A,D,141.04706594368014,-11.073414449383023,-307.880608274464,A,59.40118847062508,6.858874736256706,E,-62.230004123235815,A,-18.796308058904174,-25.785341428702736,1
F,C,E,E,167.7824548577584,C,C,C,A,3.4461157996126492,-128.81284371382677,42.655819136124116,C,20.34940193900734,13.756059634939142,C,-193.0915444419774,D,58.31269904759719,196.3839218862452,1
Non-binary,D,B,E,92.91067041790429,D,D,E,A,20.830355012301595,-78.44103508184251,-90.73921535370776,C,-87.39811606625675,86.47540842031857,C,56.61298880937176,A,-37.41371945592481,60.46942475721927,0
M,B,C,E,57.81659611513555,D,D,C,A,35.05896982084002,198.94311373564767,238.37894372753436,E,-13.104807920014883,-168.64975116849018,D,-97.73633664150775,A,27.22957036858935,-44.47676874230787,0
F,C,C,E,-27.16777128446769,C,A,B,B,211.8658423887799,-2.7929294511104126,19.928269510454065,A,-22.65748109165583,54.964585430135,B,209.2243651584453,A,-140.10118159887278,-110.28956880011813,1
Male,E,E,B,10.712556365848167,E,B,A,A,42.73464702313344,-112.31019639416313,80.02190557911264,B,-34.37921603654193,-57.83414190967618,B,136.98244456446898,D,-47.02171787125158,-33.65407326220854,1
Non-binary,D,E,A,-213.95998801591648,B,E,B,C,-164.30226828103787,69.8553558529663,74.87100805719734,A,-36.5088296699459,106.82561161074678,E,-52.142371144626566,B,-29.68299725486321,37.767289436224765,0
Male,A,A,C,-150.15912042294198,D,A,D,B,47.44638659736551,-49.78881513608223,25.734104994240468,E,-110.52035443741737,-100.48792590086693,E,38.45579547097392,B,-263.32432790445625,27.086475527331782,1
F,A,B,D,-173.39652680202624,B,C,C,B,17.77660201789983,-95.78008652667069,45.839895602715686,D,-120.63109090565396,-57.3279891600455,B,-34.89868564109676,D,-7.649735169917461,98.13128114452311,1
Male,D,E,A,-89.72795789915727,B,E,B,E,33.845497891864504,113.64145290362302,-3.128040977342741,E,-19.27466129937652,-25.466553784751678,B,-152.3291830904617,E,-25.073102545217335,-7.139751734221184,1
M,D,A,C,51.21802230319249,D,D,C,D,50.62603527866065,-13.467766487953488,-59.13083578306168,D,48.26907183062906,-57.445499521796876,E,74.01770544249642,C,-49.21512416582807,-137.3825007329482,1
Non-binary,C,D,D,-86.23241566901653,A,B,E,D,-263.1696572537396,4.881536936121919,16.929508175640404,D,5.357731979381404,-22.877210600421673,C,-161.8241639111688,C,-226.83226295126553,-23.220092090644943,1
Non-binary,C,D,C,28.378034371066523,E,B,A,E,24.63082558701571,142.34556448886914,7.201980386766,B,-117.55547050416962,119.92755633813141,C,128.65137779902278,E,238.80641100042115,76.30125362425719,0
M,B,E,D,-79.40887224628374,B,D,A,A,146.86770594134663,36.325841842731705,-81.17118950180688,D,53.84110401073342,-92.98084166689826,C,113.87670763413806,E,-31.17892798294657,-240.65277389685,1
F,E,C,D,-44.10628045656195,D,B,B,B,-73.90113663243032,-30.918828117619384,21.898438203147606,D,163.21701827567173,9.68172174954306,E,86.17852151001935,D,-42.350426462755884,-5.280391696853094,1
Male,E,B,C,-193.6030050932146,B,B,C,D,14.227023165326091,2.7180445735131284,-104.44667934611967,D,-113.53230750428848,85.56715992993846,B,34.299749044768944,A,63.97564617058726,-165.57320740588307,0
F,E,D,E,-84.17648881615474,C,A,E,E,38.20141137964837,176.82975211490702,125.23876693550487,B,70.41971456332094,-10.993175745080485,E,-158.84101513255814,B,-158.69018294987526,-155.3943770446521,1
Female,B,C,A,114.16051525222781,D,E,C,D,-147.46079090602333,55.625654446477604,-160.84945061433868,C,39.99058001972472,-32.54577050108916,A,-141.56446455968648,D,9.843295895401539,-34.02313914254237,1
F,B,C,C,-85.7515467319438,A,B,D,A,-9.029855545285034,8.813595719178641,83.52970055175551,A,142.5124735472552,202.63614542612646,C,-58.20206352764914,B,31.485226566444474,69.73331675821304,0
F,D,C,C,-51.98438796208078,C,D,E,B,-82.12724676038067,-81.43719947620697,6.770347816453209,D,-47.88619827071365,30.90195215877049,B,60.88365716849044,C,-162.53295748380953,8.972162292681194,0
Male,C,E,E,-56.16277200701152,C,D,D,D,10.570582654479697,-68.76044417353668,165.9627331841854,B,5.922943446580025,-22.29490182784549,C,-33.74671263751891,D,11.056055578231511,14.58101036147961,0
Other,A,E,E,58.24952605002876,C,E,B,C,-43.509718548208994,117.91537718771868,61.000039910102124,C,-93.53579348714419,-135.3951744869943,B,-10.912015354567558,E,28.82575062226064,-8.501494566605745,1
Non-binary,A,D,B,56.2144539379683,E,E,E,D,60.107014789869716,-149.44905482196046,-43.66203853695498,E,-64.63616878070692,140.91266277718722,C,-126.98858497671992,A,10.815648185477176,92.99238762341972,0
F,E,E,C,50.456819630443974,D,C,E,B,-88.63995666621982,252.3221333170545,-1.912630858136059,E,218.28921471083666,9.597797318503206,D,-117.07132467855222,A,-12.465520727535475,-113.49107511939391,0
Female,E,C,D,-124.316505184986,E,E,A,B,136.33109371372564,26.826199150808833,68.44791883421594,B,-41.96150621256199,16.90245558807041,B,0.6960828993195914,C,68.59580984115975,-151.1779303124012,0
Female,C,B,E,-137.83328391645085,D,E,C,A,-99.19748569980385,-96.4968746552428,-245.5816909502984,B,-58.03248792211511,99.94758132399294,A,-36.85798249822882,A,-100.5598621375859,6.590185968311063,0
F,E,B,D,-118.4772940489053,D,E,B,B,39.83245708423117,6.768366259279089,-18.29969736055922,A,68.48031284911596,-130.58178862842556,B,47.05410101859479,B,-199.5116092035106,-58.84655655851528,1
Other,A,B,C,-72.15718451772202,C,C,E,D,83.44156264079623,-24.68673262964662,30.52619682756853,B,-13.769637494184325,34.339088379110954,C,65.0957961327325,D,-125.22027481438735,154.55348902497258,0
M,E,E,B,-25.69134034896749,B,E,C,C,-7.15449484777552,-296.66118665408317,-69.30471998042135,A,66.4758778396694,162.5217105504915,D,-60.42760851683374,E,109.34587646595288,-118.22513227267011,0
F,A,A,C,-41.26721122513045,E,C,E,B,-94.41008435442122,-3.9878043544925217,-85.58846798310707,A,71.3024723269137,30.974420030692702,E,142.11722966984075,B,-186.53397048365017,-131.397628917858,1
Non-binary,A,B,B,-222.54222584113398,E,D,A,B,-18.45601618753603,13.552311781361395,-104.83139868894267,E,108.74584119172029,-56.83288647822348,D,-107.35351235896748,B,-73.86272461717823,-91.1489210161107,1
Male,D,E,A,121.00746141025844,D,E,E,E,218.1821332630895,-29.36687777236259,-58.52446544234119,C,16.951588079094776,-16.77003683504933,E,56.03593260800695,D,2.1441699422360885,-109.92272720711654,1
M,B,E,C,-110.94011181702001,D,C,A,E,-130.21582230060298,13.459007209063131,-26.393071138872553,B,12.062180817490468,10.122091156374772,A,-33.70534317124132,D,32.34545546620116,165.86197821414004,0
Female,B,C,E,75.97296494745044,C,E,E,A,206.25677132879562,29.33131154675038,141.74569042674747,A,-82.16333521473942,-0.6877611188571433,B,-197.1004982060376,E,-218.55507012536023,59.67318407062391,0
