gender,age,sexual_orientation,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
F,49,Homosexual,Widowed,-29.280201900538543,D,C,-30.038845188125187,D,E,40.96461962467187,1.9135876138617658,0
Other,29,Bisexual,Divorced,160.03111241165269,B,D,-89.0075457759466,C,C,29.611478689863702,-53.8733415645961,0
Non-binary,74,Other,Married,-22.425194421704624,D,C,-9.58226184097026,E,B,54.20926718004344,43.781086195685084,0
F,68,Heterosexual,Married,-45.24396479509613,B,A,170.58029921598717,A,D,79.40352468548255,-59.663580759683654,1
Female,22,Bisexual,Widowed,-105.08991973469371,C,D,61.89874661020149,C,A,-22.021820279555048,-111.78809123490238,1
Female,47,Heterosexual,Married,53.456086561271654,C,E,-86.27213417138748,E,C,72.69373686584557,-17.149484094578042,1
Other,72,Other,Divorced,104.26985924414842,D,A,125.08155913444507,D,D,-42.28235988192745,30.272816194764946,0
Non-binary,47,Heterosexual,Widowed,-48.07740987817351,B,B,-55.82875729585478,B,B,24.917989031774784,23.433995365383115,1
Other,67,Homosexual,Widowed,19.73188887999724,C,A,43.04538449133861,C,B,28.141000043773712,73.76336800340117,1
Female,55,Other,Single,140.8671819769232,E,C,-29.852696974440324,E,B,-131.65965955960687,27.65210955125401,1
Female,85,Heterosexual,Widowed,258.72698009130636,E,A,-101.17783363122595,C,C,-70.28531367695771,23.724093711006564,0
Female,38,Bisexual,Married,77.08978684745887,E,D,-21.503462782715065,B,C,-85.84176510382773,-18.729538354662782,1
F,33,Other,Married,45.810570206265524,E,B,-156.5761392408977,A,A,-18.701864289403968,38.30372499156834,1
F,29,Bisexual,Widowed,10.536306652576144,E,D,161.47603186528013,A,A,-144.57734923584638,-194.37161967058597,1
M,88,Bisexual,Married,101.35980543340544,D,A,129.14905659713068,C,E,-28.500189003551263,-10.379197795557332,1
Non-binary,70,Bisexual,Divorced,-61.74234539846986,C,D,36.66070437097505,C,C,-103.43429138660363,-225.55062401436507,1
Other,32,Other,Widowed,-25.42363839190069,B,D,37.08063824883302,D,C,97.72462531778353,-6.35892858918756,1
Non-binary,46,Bisexual,Widowed,-52.11938852049529,C,E,-11.553158698236606,A,E,65.0988509311514,94.02637809052857,1
Other,64,Other,Divorced,43.09080618278835,E,C,-66.02356243747988,E,B,-57.998912753539344,-40.16571495439121,1
Male,31,Homosexual,Married,216.55211027196808,E,E,66.26084211402214,D,C,-58.69826268039019,-112.85968281758497,0
F,60,Other,Divorced,-235.75949451646156,E,C,4.210261688451639,D,B,-38.09805296979453,140.94903784577204,1
Non-binary,52,Heterosexual,Married,200.58591241157063,E,A,25.687131514132698,C,D,56.24847944189231,126.42859764064256,1
Male,91,Other,Widowed,44.0423021091222,A,D,-153.34837343736865,E,A,-57.044282238610656,108.53591122360045,1
Male,71,Homosexual,Married,171.5689726255272,E,B,70.74231832481111,E,B,-28.616752094393107,-20.172704711379716,1
Male,35,Homosexual,Single,-71.16218480826589,E,D,143.8867741473308,C,C,97.91039605066719,-36.331447039682786,0
Non-binary,70,Bisexual,Widowed,-81.081080506105,E,A,126.89430777991105,D,D,57.415624370320174,-102.42265709326281,0
F,39,Bisexual,Single,68.90116984014543,A,E,68.74661718544566,A,E,108.83259776086133,69.56890174012642,0
Non-binary,72,Bisexual,Single,-90.37382363530054,B,A,88.79362154280321,D,C,-81.87976832146188,-21.607775819029094,1
Other,41,Other,Married,180.7415600362749,A,E,160.68013992888422,A,E,-60.01563029009836,-80.99909055391893,1
F,78,Heterosexual,Single,4.928215209079777,E,D,-15.880887436913277,D,E,22.571574622563936,84.03803668911458,1
Other,72,Other,Single,122.54174579202703,E,A,21.143517590236176,A,B,-1.1261221098005176,-153.56398489414389,1
Female,86,Homosexual,Married,-111.44691364386559,B,D,59.66074975225951,A,B,-131.53588983923078,181.6591287274981,0
Non-binary,24,Bisexual,Single,3.0068302878863373,E,E,-139.60171153212647,C,D,-81.18130965487151,-352.3222503743837,1
F,29,Other,Widowed,-75.77173874152825,E,C,25.325269489173895,B,D,-22.25415896675217,58.74312479814877,1
Female,48,Other,Divorced,76.00807900230083,C,C,-155.348428277226,D,E,82.93010782278871,-11.898639607014028,1
Female,70,Bisexual,Widowed,217.76753734444947,E,B,-15.254763811693156,D,E,34.62895349461533,5.611651429615476,0
F,93,Other,Widowed,225.68224689352894,C,B,160.64598156639488,B,D,-12.996614670229697,-46.774464984716886,0
M,98,Heterosexual,Married,-196.45298614766162,E,D,67.37984318626768,D,B,-39.637746248142975,-104.78357293780292,1
Female,66,Heterosexual,Single,63.70966121873298,C,E,17.28855133184132,E,C,-137.4213689793332,181.5088207301138,1
F,83,Other,Widowed,73.8409937307099,A,B,65.66374813665695,E,E,-77.31937491182016,-156.7202311985432,1
Non-binary,97,Bisexual,Divorced,-82.36209358548052,B,E,-34.31872142483206,C,A,-185.9114740521411,-119.73796964153544,1
Other,87,Other,Divorced,-70.1108322468565,D,E,-153.65439058132694,E,E,-27.971314242334937,-31.345285773140752,0
M,22,Other,Widowed,27.978274948558678,D,E,-257.9070491583722,E,A,-7.464853748861347,14.15971796000068,0
Male,35,Bisexual,Divorced,115.45346404950605,C,A,-111.75936465547285,D,A,-87.08324301841628,-90.38638211343432,1
F,31,Other,Single,-40.830165355249875,D,A,34.77487077455764,A,B,157.2606630693547,-218.4805700020998,1
M,66,Other,Divorced,-48.88055262580681,C,B,40.39681791632546,E,A,31.433067967154244,146.4795876393061,0
Non-binary,21,Heterosexual,Married,3.5075255142150397,E,C,-74.89007664189862,E,A,-12.062902413378266,178.51200055307797,0
Male,62,Heterosexual,Divorced,17.41448634865605,E,A,48.17206342347705,D,A,65.68264622149402,-14.241429279271326,0
Male,68,Heterosexual,Single,0.03300993591114019,B,E,-37.650214904353824,A,E,-73.9616291406639,85.32984048257319,0
M,89,Other,Single,26.767554338008566,D,A,187.70183541433224,C,E,-39.80889809980076,5.550284697552434,1
M,30,Homosexual,Widowed,-73.79039644750478,D,B,53.512553419410644,C,C,24.549252264940716,-3.8555377371147648,1
Female,33,Heterosexual,Divorced,-26.562635791738927,D,B,153.37920188246338,D,E,-33.74065910553595,213.88070438531633,1
Other,33,Other,Divorced,145.93727217124587,A,D,156.8824868795154,E,E,-51.45304296223372,-33.60730057364251,0
Other,22,Bisexual,Widowed,15.553624374307995,C,D,71.91441518711714,A,A,-66.25464461280951,207.43463700881625,1
Female,52,Homosexual,Married,-63.94382092166594,E,B,28.580484949531154,A,A,-84.4604267199095,-95.86546238184953,1
M,22,Homosexual,Single,-22.32615345223599,C,C,25.90535382237762,B,D,50.921511983475106,-116.93761551893691,1
Non-binary,74,Homosexual,Divorced,45.05808078422281,E,E,-97.74959986351823,C,E,-76.53976828984375,95.12321866914529,0
Female,40,Heterosexual,Widowed,220.19491709552867,C,D,-187.32052529655562,B,C,58.454503228908926,-60.67537413568073,1
Other,26,Bisexual,Divorced,131.2480395151609,E,B,-90.10410510642468,A,C,193.15328382691126,135.67074748347488,0
Male,81,Heterosexual,Divorced,-266.3758561130423,A,C,-137.33982246791322,C,B,-90.07428495968685,-207.0050246116291,0
Female,87,Other,Widowed,102.90398125854836,C,E,-2.5557628720657037,A,D,-33.42451848206054,-36.90149531178914,0
Male,96,Bisexual,Married,98.02854547570455,C,C,-17.93037353437461,E,E,78.24551100472559,-76.82264985481625,0
Male,57,Bisexual,Divorced,-209.18508000354504,C,E,58.18977121825698,E,E,126.45962415666388,-45.77369586587912,0
Female,87,Bisexual,Married,90.36726962502499,E,E,-12.540836409779017,B,D,-93.0040436711769,-54.247171355409186,1
Non-binary,77,Bisexual,Single,-134.9481160703371,A,A,17.07329259081593,B,E,153.16360483718344,-14.586281999793101,1
Male,26,Homosexual,Married,-164.107945420174,D,B,96.73867650178032,B,D,-100.18676438444028,-27.63948910928781,0
Non-binary,96,Heterosexual,Single,-114.40410806839456,C,C,-150.83564533739926,E,D,-118.11727811632764,120.87769278399271,0
Other,21,Heterosexual,Widowed,11.99490534368522,A,A,-158.39454749955877,B,C,71.56041366314821,-1.1025009743543062,1
Male,83,Heterosexual,Married,-41.17687239789283,B,D,-44.054910725960525,C,B,-156.45366227982313,-5.847960444809756,0
F,43,Homosexual,Married,17.437739107030744,D,A,-66.97280004648589,A,E,99.64105260521923,-84.30013805648387,0
F,96,Bisexual,Single,66.25753161985598,E,D,120.85388492200391,A,B,-78.57192781928892,-47.59998934655884,0
Non-binary,65,Other,Widowed,122.7763644367324,D,E,-143.21586249157272,E,E,-169.3607390109716,224.09627530216318,1
M,92,Homosexual,Single,72.2160580644217,A,C,-250.43563169203807,B,C,86.7951478339047,-10.01753308195164,1
Non-binary,56,Homosexual,Divorced,-56.53642448181926,E,C,-89.14589344612047,E,B,-135.6470776015929,-36.318611533236435,1
Non-binary,92,Heterosexual,Divorced,21.740319686286107,E,B,59.4166692243059,A,E,38.333539312389384,58.81807326351042,1
Other,44,Bisexual,Divorced,106.26386723677206,D,E,1.7546230284821835,B,B,14.654198387861364,-65.92261150239473,0
Female,32,Bisexual,Widowed,-159.76917259076328,B,C,-22.320217433971052,B,B,147.4317489282898,-1.1204566218254641,0
Female,85,Other,Divorced,136.45728607352913,E,A,-35.71374951076252,C,A,32.801541996339644,205.98889607965475,1
Other,80,Bisexual,Divorced,-94.01375569097733,A,E,187.98115904728166,D,A,-119.03752531766425,-86.78921072461499,1
Female,83,Other,Widowed,-77.89074944107077,D,B,114.4059733426495,B,D,117.96953780877793,141.53683367535413,0
F,18,Homosexual,Divorced,36.6073719522973,A,D,-51.14774445352126,C,D,59.04460990059497,-104.94328659211432,1
Male,51,Heterosexual,Married,85.57782170448623,D,B,-41.851243316544554,A,D,-140.50856470819838,109.60216277662036,0
Male,30,Bisexual,Widowed,61.25350878945277,A,E,-49.743241155010494,B,A,-154.34719743352997,-51.272029795711816,1
F,97,Other,Widowed,299.75277284893804,C,B,173.8588933819369,A,D,11.293333527080543,70.89141017320367,0
Non-binary,54,Bisexual,Widowed,124.47261639197839,C,C,77.00757641319714,A,B,176.14065400834662,-138.35204318405422,1
M,64,Homosexual,Widowed,74.31958928774831,A,C,149.6536320040686,D,A,20.16569625258428,-125.7744763122099,0
M,49,Other,Widowed,130.2507116082259,B,D,-16.674045931687395,A,E,14.82376810555108,-282.8776654375062,1
Non-binary,82,Other,Divorced,-58.524026647960945,E,C,-5.783892167661387,D,C,100.70240759383708,65.65716083208038,1
Other,93,Other,Single,201.03254227527808,B,D,89.26894033985884,D,B,-70.40242919364385,-106.58665055879875,1
Non-binary,39,Homosexual,Single,65.88587026050925,D,B,37.383741945984475,D,D,-19.92634843708163,-147.46588931643612,0
Female,87,Heterosexual,Widowed,6.39943539892554,B,D,72.72437411117666,D,D,-70.06907620381469,121.71808069090726,1
F,74,Heterosexual,Married,30.615898681032878,D,D,172.90627771549788,D,D,-133.32860941647672,193.8845888512442,0
Non-binary,69,Heterosexual,Married,90.31368190708525,E,A,77.75690832018421,D,B,-82.41449029557754,-94.6317628222885,0
Non-binary,72,Homosexual,Married,-71.53245311191887,C,C,-281.51056412450265,C,C,-72.64356532147441,-31.2972497490395,0
Other,54,Bisexual,Single,169.77417772992095,D,C,165.70549977516288,E,C,-137.0872810602583,15.077810947348706,1
Non-binary,76,Bisexual,Widowed,90.09305133587809,D,A,35.45643349925386,C,B,-23.553538090637087,145.1528188030881,0
M,84,Homosexual,Single,115.36733043402627,E,E,58.3581157571916,E,E,54.868029430008825,51.755922113541786,0
Non-binary,92,Bisexual,Single,-61.1559811756032,C,C,11.604457796416575,B,B,-193.61279758743456,-1.6842626970722474,1
Non-binary,37,Heterosexual,Married,149.60127855400745,B,A,104.13183654208531,A,A,-81.82979310105544,159.88373568398228,0
F,55,Homosexual,Widowed,-63.79741088299411,B,C,134.5928505375943,C,A,-225.0147963273942,67.14873580442976,0
Other,83,Heterosexual,Widowed,-95.3302774737091,B,E,49.30192898552496,D,C,-24.692133605202837,6.343303046738286,1
Non-binary,90,Heterosexual,Widowed,-32.14131602062068,B,A,21.762405558311617,C,A,87.74800202735295,-200.7534295509465,0
Non-binary,56,Homosexual,Widowed,120.65919946231183,E,A,123.17393489937119,D,C,-24.911852934874513,81.14360526317952,1
Male,63,Homosexual,Divorced,-116.98681496084242,D,B,148.07882533645193,E,B,-32.052129908757195,196.54320375662476,0
Non-binary,97,Homosexual,Divorced,215.56789706311693,B,A,-88.76291418987499,D,D,36.46142306005375,-47.90834162164235,1
Non-binary,66,Bisexual,Single,10.864482924255798,E,A,49.115133825503335,E,E,-62.024670142346736,-29.159641538697862,1
F,59,Other,Widowed,23.48585297376284,C,B,-66.18989234776068,D,B,-24.27909735020811,-57.41910352503415,1
M,40,Other,Married,45.040896059944465,C,E,-46.85859191411638,C,E,11.521471733365725,2.8311278200853898,1
Male,53,Heterosexual,Married,-101.56876606978706,C,C,-56.82880652985484,E,E,-8.789111207442971,-293.55383460329267,0
Male,95,Bisexual,Divorced,-113.60934300553754,C,E,49.11656132647297,B,D,-38.92414675474905,120.09089859474736,0
Other,60,Other,Widowed,79.63576930611369,B,B,-8.59891790117179,D,B,-47.793885068355294,125.48282805265707,1
Male,23,Heterosexual,Single,-155.21163422295209,E,D,-89.08906195135441,E,A,49.70689241637752,61.46291120402948,0
Non-binary,21,Bisexual,Married,35.66041363892186,C,D,66.68496554656936,A,C,153.84879192466693,57.252932786990684,1
Female,66,Other,Single,42.32055667573971,B,D,152.48741584322383,D,C,109.90175493052146,-2.725627272049839,1
Other,46,Homosexual,Married,17.00662090700154,D,A,117.45667074197436,D,E,-65.44818884822807,119.66362507955395,1
Non-binary,19,Homosexual,Married,-77.6886450906849,E,E,-12.736829998270583,E,D,-175.48442341506302,-62.86442743277395,1
Female,31,Other,Single,113.92188202721098,E,D,-59.30433255175155,A,A,59.30762935119027,37.12644716201598,0
M,48,Other,Single,156.77998027399045,C,A,-21.17511849964763,D,E,-67.48755949433058,-1.5397602053134585,1
Female,25,Homosexual,Widowed,186.83971806357053,A,D,-66.716663733705,B,E,84.60609052492202,-8.049549522732963,1
Female,25,Homosexual,Single,48.14262236704885,A,C,-53.103415961237374,D,A,-138.15916617820193,8.058196460668485,1
M,28,Other,Married,-270.03620233043284,B,D,57.289595811748484,D,C,-37.83205711233044,92.79119793003957,1
Other,98,Other,Married,-124.75154120694734,B,A,15.837874093823542,B,B,-76.45276646967808,89.43050580083127,0
Non-binary,60,Heterosexual,Widowed,-108.57134496295602,A,E,-33.40745425456387,A,E,75.84895237016364,31.467606035214395,1
F,56,Other,Divorced,10.330717115199944,D,D,-54.617768964966814,D,B,-77.63914749351353,-12.668969949766462,0
Non-binary,43,Homosexual,Widowed,-36.12534611824752,B,B,225.66798452982084,D,A,0.5716721661242223,10.822867236706383,1
Female,43,Homosexual,Single,124.05165211226515,C,D,111.64229171271604,D,E,95.7428144941457,88.2611424450477,0
F,27,Homosexual,Married,-69.25701052970948,E,B,-57.905573713763445,E,D,173.32915229700507,150.5357689212107,1
M,33,Heterosexual,Single,-6.851497426576175,A,D,1.5421345301882377,B,A,-35.335165520182265,-205.99603296328883,0
M,99,Bisexual,Single,-24.969735304258826,C,A,20.467462779779677,A,A,102.82361361601882,-62.917290859096276,0
M,99,Homosexual,Divorced,-112.45476175957893,E,D,60.051503598314014,B,E,101.94506136730617,9.294808962019381,1
F,31,Homosexual,Widowed,-125.93519600486447,A,B,-18.203999198651353,D,E,-34.207158251493794,110.8382778372615,0
Other,19,Other,Divorced,31.211187849623034,E,D,-46.35337370147496,D,C,-57.02632092810701,-91.78965628670001,0
Other,51,Homosexual,Single,-30.926715091782835,A,D,61.87392014476617,D,B,-42.7501622611822,-34.37205697074969,0
Female,33,Bisexual,Single,-23.277099890425898,D,C,-98.94647719217406,D,D,43.25092711587627,-120.12475361086696,0
Female,44,Heterosexual,Widowed,59.53121391423417,C,C,71.2501712437134,D,A,58.30291220491345,-110.05339709781272,1
F,39,Other,Divorced,195.53467832672825,B,E,20.11267680188059,C,A,23.76013829763299,143.58473608252103,0
M,81,Heterosexual,Divorced,269.4656725464456,D,D,-21.41093477745596,D,A,161.3220377891784,28.24833916935957,0
Other,33,Bisexual,Single,47.05193393745448,A,B,-24.022467547154736,B,D,39.082685638516615,-29.739151874811505,0
Male,52,Homosexual,Married,162.72939200447502,D,C,-9.455103685411409,A,C,125.01866578026251,164.56141968688195,1
Male,78,Other,Single,98.92191652242809,A,C,36.38722534637683,A,E,32.90434893718856,-247.11165702575136,0
F,49,Homosexual,Married,48.90557327067573,E,B,-298.44875717020966,B,B,-99.81507731387238,19.383180065212084,0
Non-binary,85,Bisexual,Married,47.39926890707004,A,A,10.716783389346306,C,E,-76.761539422934,-13.761684731621415,1
F,26,Other,Married,27.643771113799847,C,E,40.47387568691286,B,E,-32.84739675535798,59.10212723225483,0
Non-binary,66,Heterosexual,Divorced,-83.7146816014028,E,E,10.130127933443147,E,A,83.25945284996861,27.87120723146192,1
F,30,Heterosexual,Divorced,-155.0425000910894,A,C,136.84397790663888,C,E,-23.239277354482795,-58.87642488192476,1
F,57,Bisexual,Widowed,72.22714325056099,B,C,-56.32093819191868,A,B,-13.268770019702172,117.99094354189643,0
M,73,Bisexual,Divorced,20.414485753353567,B,C,149.55080341169526,E,C,-199.77343800918672,-18.767095325057763,0
Male,84,Bisexual,Single,-58.937419740085886,B,E,102.1170082162046,C,C,-78.16809981894302,-67.71655306079171,0
Female,76,Heterosexual,Single,152.7468236920996,B,B,-10.050686683486939,A,B,-45.60949351702783,-2.4771869926692283,0
Female,69,Heterosexual,Divorced,58.83044653124687,A,E,-71.0899893239431,E,C,-121.40740350805326,88.72213098013717,0
F,52,Bisexual,Single,157.17223365475323,D,D,-54.56908868803135,D,C,5.370367517756446,14.795979582459415,1
M,73,Heterosexual,Married,-56.807389531501016,D,D,227.8661698277282,B,D,78.90033267055107,108.63005007580526,1
Non-binary,46,Heterosexual,Married,122.06451702168133,A,B,-8.270897152087546,E,C,-114.38883563423208,43.92965833024354,0
M,67,Bisexual,Married,86.79172078483167,A,E,106.8534629067734,A,A,-13.54353868719366,196.29553631247842,1
Female,51,Other,Single,10.336467677972633,D,B,-66.17987406727421,E,B,-52.71492893751428,27.33375239057346,1
M,37,Other,Widowed,11.201149115095273,B,C,120.79364183775037,D,A,188.62050013589294,232.68023512730343,0
Non-binary,61,Other,Single,-43.30480925590231,C,A,92.66767798567469,C,C,147.24332307614705,86.77471723110024,1
Non-binary,98,Other,Divorced,-37.92458440031814,A,C,-199.5198809910418,C,A,202.47814846799693,-90.75470691937667,1
Female,68,Other,Widowed,-37.41185415124195,E,C,19.01649583535228,D,C,-111.35383621312285,-62.330773742660625,1
M,87,Homosexual,Single,-8.898764234841137,B,E,-186.97490329311657,B,C,-27.401936806362375,-135.10045370982965,0
Female,88,Homosexual,Married,-61.72318379035872,B,E,-141.88581263664207,C,E,-125.5539771890917,-19.100607696807767,1
Other,35,Heterosexual,Married,-245.13153979238947,B,D,81.59192714720945,B,E,71.2183998688842,83.68273898391718,1
Non-binary,24,Heterosexual,Divorced,-134.79548659508896,E,B,-142.07590120684335,B,A,-6.866701185723743,69.44864065023788,1
M,96,Heterosexual,Divorced,-55.88393918411568,D,C,-98.69237850549412,D,D,134.12279768014255,-36.441068930941704,1
Male,95,Heterosexual,Single,171.96012673812587,B,C,85.77270442638448,B,A,-139.2862748116756,45.5070283488767,0
Non-binary,96,Other,Divorced,-66.2979052368959,D,B,198.55390679347536,E,E,164.11813328048441,33.434761084620376,0
