ethnicity,Gender,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Other,F,Jewish,122.82806603980667,C,69.2866405242178,A,D,D,31.34228273778565,C,1
Other,Female,Muslim,-132.9892536403536,B,125.62355847766351,B,E,D,59.823140550818884,B,1
Hispanic,Non-binary,None,-78.09867102134264,E,-121.06319499452893,A,C,E,126.69784283418875,E,1
Asian,F,Christian,-11.075022454635096,C,-9.08842737778423,B,C,A,-64.63100016534193,B,1
African American,Male,Other,-69.11945220936767,E,-141.70495488807782,D,E,A,130.43970782204119,B,0
Hispanic,Female,None,-86.40322559751665,D,-40.7669127405393,B,D,D,38.25519657914525,C,0
White,Male,Jewish,-190.3048450437224,C,-47.06623908841448,B,E,E,78.687276778907,B,0
African American,Male,Buddhist,-73.91519088463295,D,113.12110578730162,C,B,C,-13.33589973814063,B,1
Black,Non-binary,Jewish,-126.46008314578651,B,226.53498735123966,E,E,A,5.321405560777617,E,1
Black,F,Muslim,-35.89240702724352,D,55.141093868326294,D,C,D,137.48585726674082,D,0
African American,F,Hindu,22.133957847246513,D,-32.246026074503675,B,C,C,-52.11180165927711,A,1
Black,F,None,93.6562602813057,D,-138.66503668442428,C,B,E,57.47430876492927,B,1
White,Other,Christian,-63.327268733580475,C,-1.1604654691648513,E,B,B,-58.78795720394725,A,1
White,Male,Jewish,-74.05699666673972,E,37.09270799182233,B,C,B,32.167904881292635,B,0
African American,M,Muslim,99.92963376141603,C,22.395083428344027,C,D,C,98.1489873079441,D,1
Asian,Male,None,58.91654261375516,B,220.02460967184274,A,C,E,-137.73048148766674,C,1
Black,Female,Hindu,57.9923085074259,D,-161.45699639089176,B,B,D,23.74568476384844,E,0
Other,F,None,-154.45125491371653,A,4.821811090955878,E,D,E,19.019358423841073,C,0
Asian,Other,Other,7.782755638845416,A,17.62828580382011,C,A,E,57.34709170252154,A,1
Other,Female,None,-63.40236789551903,A,-72.66063438339086,A,B,C,202.21305677506032,B,1
White,Other,Other,-55.31965238766231,B,-176.00658351702054,A,C,D,78.03915617989293,B,1
Black,Other,Hindu,-5.081105474585934,B,63.08376612280128,C,A,C,61.971459276918054,B,0
Asian,F,Buddhist,33.224529828634246,A,288.24943772526683,D,C,C,146.50845119376947,A,1
Black,M,Christian,76.05433572414344,A,43.9337320364157,E,B,E,-197.25209619280503,D,1
African American,M,Other,-81.04161185925173,B,-65.98139037047034,A,B,E,-167.52653680642248,C,0
Black,Other,Other,3.4766148461967794,A,-161.99344836864324,B,D,D,4.989490101993659,E,0
Black,Male,Muslim,0.023242627229761417,E,-62.59784373182347,D,E,B,9.014948516223837,D,1
Asian,F,Christian,-87.31249448777018,C,154.85843423242335,B,B,E,-132.52852815162555,C,0
White,M,Buddhist,45.37706591819665,D,-65.42802134510201,D,A,C,8.006520118331629,A,0
Hispanic,Female,None,-76.74061383517297,A,-117.93423352016303,B,A,B,186.36782424059763,D,1
White,Non-binary,Other,104.05649063619926,E,145.93708549168593,C,C,C,51.490407279878134,E,1
Asian,Other,Christian,-269.59069866882544,E,24.94090923645896,B,B,D,65.04533792791725,C,0
Black,M,Buddhist,354.8593324799498,C,22.682381594966948,E,E,B,84.55559679037617,D,0
Hispanic,M,Muslim,126.9180191007429,B,65.88625187851295,C,A,D,10.045291381810728,D,0
Asian,M,Buddhist,99.9539722960905,E,-104.7932523532572,D,A,E,39.264282700385124,C,0
Asian,F,Muslim,-103.93925498461749,E,-8.98958717237512,E,E,E,124.68100028905798,B,0
Hispanic,M,Jewish,-11.13672766495151,E,-104.25732604951847,A,A,A,-82.23777349918012,C,0
Other,Other,Muslim,-33.616770415425634,D,-47.6891474629621,E,E,C,12.452117444919997,D,0
Black,F,Jewish,198.36871911143575,D,107.15111704981402,D,E,D,-28.166166198080777,A,0
Other,Female,None,-7.031848555388877,A,-23.42018634201766,D,E,C,74.95041493069445,A,1
Asian,F,Other,-47.39373497650984,C,-4.352611699603049,D,A,B,109.09700551895871,B,1
Asian,Female,Jewish,-35.720571982447936,A,-17.65259960596168,C,D,A,25.562105042225614,C,0
Black,Non-binary,Buddhist,-14.925509225838216,D,-125.30632626919929,B,B,A,75.79789180546027,A,1
Other,M,Hindu,12.198917749616237,C,-37.52314525115894,A,B,A,29.432576112457102,D,0
Asian,M,None,-13.166844920196578,A,-167.3557370264572,D,E,A,34.487160729039616,E,1
Asian,Non-binary,Christian,79.48241832109801,A,92.76897360080963,D,B,C,-44.445881115383344,E,1
Hispanic,M,Muslim,145.34864599227896,D,82.46686498615671,D,D,E,-57.15762150140888,B,1
African American,Other,Buddhist,62.89328378915052,C,18.271836796102903,A,A,E,-15.070526441638307,E,1
Black,F,Jewish,15.788725219165645,C,32.787551787161036,E,A,A,-92.89719786627496,E,0
African American,Male,Hindu,136.5576863453508,A,-4.0689296803379,A,A,B,-79.42715252454985,D,0
Black,Non-binary,Jewish,-54.353949315575775,A,-10.210729739099325,E,B,B,-96.21849445518497,A,0
Asian,Male,Hindu,-86.82056458832307,A,141.74195648814018,C,E,E,36.215039374774136,B,0
Black,Other,Buddhist,-116.2071240405494,E,-167.39943016511464,B,B,A,50.74722246379796,B,0
Black,Non-binary,Other,135.9585372874024,D,-60.9018161911824,B,E,D,87.49532207328102,D,0
White,Non-binary,Christian,50.660802249432415,C,64.44682644657975,E,A,D,85.9335692693028,A,1
Black,Female,Other,-219.86478655567367,E,-136.9238456329401,A,A,C,21.99555470752399,E,1
White,Female,None,84.27898908754675,A,-62.49806997467967,B,B,C,152.51157357795287,E,0
Black,Non-binary,Buddhist,94.13405368944628,A,-73.35363270855558,B,E,D,13.941377755833232,B,0
Other,Other,Buddhist,-39.75641051065847,A,143.66188192840696,B,D,A,50.88765347990517,B,0
Asian,Female,Buddhist,-19.187489262395516,E,-109.65026521665354,A,E,B,1.4614415109942869,E,1
African American,F,Jewish,-120.43241146046692,E,183.79579488213136,A,B,A,-58.69551935372868,E,0
African American,Female,Christian,-11.36516773612446,E,-116.00866670253129,E,B,D,-29.99211709185458,C,1
White,Other,Other,-250.38588332914026,C,16.426438910081092,A,D,B,43.36694113056201,D,1
Black,Other,Christian,-52.79034876698216,E,-120.17192986095118,C,C,E,99.3717170688206,B,1
Black,M,Other,-43.82203912381576,B,-24.290109699784516,D,C,C,69.9699326381962,C,1
African American,Female,Buddhist,-50.85770246937393,E,70.3321587787592,E,B,E,-317.5154940657022,B,0
White,Female,Buddhist,-91.86198525113221,C,144.99565606505047,E,B,E,-34.177544428172965,A,1
Other,Non-binary,Jewish,-13.961576522276435,E,-123.70368278557238,A,A,E,23.087171486320273,C,1
Asian,Male,Buddhist,-27.763889827884952,D,-14.944853431062704,B,C,B,172.72607095853104,B,1
Other,Male,Jewish,-124.51659732389315,E,83.25157749187045,C,C,C,-22.808078292324634,B,1
Black,Male,None,-33.41805994229905,B,35.56150746920491,B,A,E,-183.0107664794722,E,1
African American,Male,Jewish,-133.82925878909415,B,42.3045978576373,C,C,C,-26.90585241643709,C,1
African American,F,Buddhist,308.2066795098611,C,89.97549971011358,D,C,E,-2.4731505662457094,A,1
Other,F,Buddhist,25.862592433019397,E,88.0837612463959,A,B,D,-31.166946493749027,B,1
African American,Male,Muslim,101.76874838241177,C,-119.34841077163306,B,E,C,69.37517424740975,C,1
African American,Male,Buddhist,59.85697701247206,C,61.53444043002805,B,B,B,94.35824172134575,C,1
White,Other,None,-27.902471058588162,E,73.72139105905539,B,A,A,-171.1883812192842,C,1
African American,Non-binary,Christian,-36.96622295839881,A,184.97508181808823,E,B,A,-78.52662909660154,D,0
Black,Male,None,-102.25500462612094,B,-111.9831653024242,A,D,D,-27.37558946570583,B,0
Black,F,Hindu,93.30618501979832,C,-41.786521995294976,E,A,D,106.62993954682614,A,1
African American,M,Other,-39.84821228701062,A,27.538802628029423,D,B,E,-60.43595107607509,A,1
Asian,Female,Other,-10.612052951158105,D,59.31160378131861,E,E,E,80.7128362320432,E,1
African American,Non-binary,Jewish,-128.42324725998418,E,82.99782124198354,D,D,D,186.61754698706144,B,1
African American,F,Jewish,57.59292946154386,A,8.001315378768084,C,E,B,164.5806013972097,B,1
Asian,F,Buddhist,-200.88860523572012,C,20.207293344273463,B,D,E,-0.6368284024933734,E,1
African American,Non-binary,Muslim,-3.9237371750151255,C,10.445897371053922,B,B,D,8.080899053824965,A,1
Asian,Other,None,80.86494618498712,A,140.84515866050918,E,B,A,53.616101078243375,B,1
Hispanic,Male,Buddhist,-9.523292631377675,B,-174.86894385871935,E,B,B,11.953669289141427,C,1
Hispanic,F,Christian,-35.0068689719216,C,-63.83257538056826,C,A,E,143.02666721057125,C,1
White,Male,Other,-9.276482981469043,C,91.67880285248233,C,D,E,194.15943975452947,E,1
Black,Male,None,-52.21980436398235,B,-19.769415187546574,B,C,B,-80.24842963060111,C,1
Black,Other,Christian,127.67563852732538,E,-36.42173553283771,C,A,B,11.312887600109951,C,0
Black,M,Hindu,125.5614043771988,E,-83.70470112997613,B,E,D,-80.91175596317365,B,1
African American,M,Buddhist,-16.314572720390267,C,33.5577073454202,B,A,C,39.19433924743053,A,0
White,M,Christian,42.76846713112982,A,128.21282294618058,E,B,E,-175.63192101912827,B,1
Other,F,Hindu,-33.52575712606402,B,-28.10962451770977,E,A,E,41.59798410530969,C,1
African American,F,Hindu,-204.9629634510619,B,19.54491098148219,C,C,A,-224.24333992346453,A,1
Other,Male,Hindu,264.9257626835538,D,-6.749069916025026,C,D,E,12.25091903550497,B,1
Asian,M,Other,-72.63427731307452,D,-9.710724978833825,E,B,A,-79.113143108223,B,1
Hispanic,F,Other,-116.97774067650617,C,-36.225090614231206,D,C,A,-184.20164953634733,B,0
Asian,F,Muslim,-52.40549888256897,D,19.280081193606975,E,B,B,-69.74712488680332,E,1
Asian,Female,None,184.5837075131715,A,64.92920200607716,A,D,A,101.2671523759667,E,0
Hispanic,F,Other,31.566100002432364,A,-206.18168445818466,C,E,B,-133.04935259312924,E,1
African American,F,Jewish,7.5118524112670695,A,-66.64444015420042,C,E,D,46.56989452851691,D,1
Asian,Male,Jewish,66.96128339107372,E,74.43030805068588,A,A,A,31.34013318905835,B,0
White,Female,Hindu,-97.44934156698568,C,-109.45201796024723,C,B,D,-62.04470322671883,A,0
White,Female,Other,57.90066798046218,C,42.92837626303559,C,B,B,57.64041266943211,A,1
African American,F,Other,-112.36046029932692,E,-104.23046636306341,D,C,D,81.97320968198247,B,1
White,Non-binary,None,126.30035542862599,B,-49.16417298946193,B,C,A,35.721927829249296,A,1
Asian,M,Jewish,-129.91144959521205,D,-49.49521104952015,B,A,E,76.80778769566136,C,1
Asian,Female,Hindu,-1.308624241647059,E,-11.676730420727193,D,C,C,-79.60751928662285,B,0
White,Other,Jewish,43.276980033859566,B,116.58922668179308,C,D,B,202.52415812627436,B,1
White,Other,Hindu,134.15106293226034,A,-145.77180682000534,E,A,D,-110.45719678144627,C,1
Other,Other,Christian,2.7401926008697863,E,-140.1556380455881,A,D,B,-3.313950883241659,D,1
Black,Non-binary,Muslim,-18.23609105649946,C,-18.775985829598778,D,B,A,-156.00371295906336,E,1
Asian,Other,None,163.3073088421251,C,-15.104089939375797,A,B,A,120.55632753022121,D,0
Hispanic,Female,Buddhist,116.07314804369739,C,-37.13865800540847,A,E,C,-136.57225103695967,C,1
White,Male,Christian,-37.73496780160556,E,-4.550360025359179,D,C,E,-194.09572595396355,B,0
Black,Female,Jewish,2.331744966257554,C,209.77967426468194,C,D,E,-4.331877553896248,D,0
White,Other,Buddhist,281.52529738681005,B,-57.19293274476147,A,D,D,-6.6794894777864435,D,1
African American,Other,None,-85.88719419781805,A,-67.73670220439362,C,B,C,109.35852575791407,C,1
African American,M,Hindu,-213.02398614891777,D,86.2565994688142,E,B,B,-157.79065924323587,B,1
White,M,Christian,-0.4406234197851602,E,-98.28211098294727,A,D,C,43.12201715687149,A,1
African American,F,Christian,-21.81898811962595,A,142.899686862082,C,A,C,-88.82348403308565,E,1
Hispanic,Other,Other,12.23334846166339,B,186.1596777221055,B,B,E,142.02611113940551,C,0
Asian,Other,Muslim,-52.65123602929307,B,98.71613770756551,E,E,D,70.27754081080936,D,1
Hispanic,Male,Christian,71.19230441927492,B,8.542800594098738,C,C,A,50.900671037104594,A,1
White,Non-binary,None,-27.944029659227038,B,-32.018876886338035,D,A,E,157.87530220806988,C,0
Other,Non-binary,Other,-17.31245236128722,A,-106.52178273187647,C,B,D,-123.9594637945753,B,0
Other,Other,Muslim,-120.68822180686787,D,-189.76298677234715,C,B,D,-194.12642892193173,C,1
Other,Male,Hindu,-88.5077022023034,B,50.19918129352021,E,E,A,-118.72246055302816,D,1
Asian,Other,Jewish,-73.16928206062508,B,-181.50118865227145,E,A,E,-11.305315580563702,A,1
White,Female,Muslim,77.65538084096812,E,215.42864210629048,C,A,E,-77.18285447493764,C,0
African American,Female,Buddhist,145.84034065236915,C,-5.519657556015846,D,E,D,-168.32121217140917,E,0
Asian,F,Hindu,-95.33542925714536,D,-78.68356058806171,E,D,B,-36.396611028857116,A,0
Hispanic,Non-binary,Buddhist,93.67975198030662,D,-118.46695233293225,E,B,C,-93.95288410860886,C,1
African American,Female,Hindu,-87.08706653414637,D,-4.844186346751651,C,C,D,-14.0941275152065,B,0
African American,Female,Muslim,-172.94186731353344,B,171.61043050210213,D,E,C,60.46485113746907,B,0
Other,Female,None,-255.9021674054648,A,-88.31523283328222,D,D,C,71.43835738842583,B,0
Hispanic,F,Other,25.902222262696224,A,71.12503417402243,D,D,E,9.905217710009715,D,0
Other,Male,Buddhist,-90.24018546137155,D,-83.70994504356985,D,C,C,-19.10142260294198,D,0
Other,Male,Buddhist,-72.32335658487933,A,-15.317224466071721,B,D,D,-19.524016694305185,B,1
African American,Female,None,-39.56911665859862,A,-46.72623616761527,E,B,D,-154.70981347251882,E,0
Hispanic,Female,Other,-44.33586213910839,D,-46.97897947759392,D,E,A,25.590066847654008,B,0
Black,Female,Christian,38.57200981641518,C,-104.22036360164302,A,A,A,-30.92799634104742,B,1
Black,Non-binary,Other,82.53102922741645,E,207.04365007954064,B,D,B,127.06395284940537,E,1
Hispanic,Non-binary,Christian,-32.05848822075956,E,141.16664717977605,A,E,E,163.48841974159174,D,1
Hispanic,Female,Jewish,-86.59766810483171,D,182.38622816758217,B,D,E,141.75435310343806,C,1
Asian,Male,None,-23.357673979955333,D,115.03332770045482,A,A,D,-28.042256948475046,B,0
Other,F,Christian,62.81972246167313,B,-95.92182489667775,A,E,A,27.766202127915562,E,1
African American,Male,None,-253.68595862373192,E,90.82426916083001,B,E,A,-137.17403093134484,E,0
Asian,F,Muslim,21.776778161117058,D,36.01639385855033,D,D,E,198.8074154867327,A,0
Other,Female,None,179.35543848464948,D,10.329534717978477,C,D,C,-20.280488081292486,D,1
Hispanic,Female,None,-124.99948042153659,C,66.53524224586208,A,C,B,-37.916699752106624,D,0
Black,Male,Hindu,168.87431747296006,B,9.369468792654882,A,B,E,-48.22642448595303,A,0
Asian,Male,Other,19.164335365787196,B,-41.38431564451502,B,D,D,94.24332121386303,C,1
White,Other,None,-1.4791557527072585,D,65.76846540939124,A,C,C,-59.386368052551575,D,1
White,Other,Buddhist,9.662700578203673,B,-45.16899253985323,B,E,A,-129.27937552520035,B,0
African American,M,Christian,-24.843199914687755,B,-13.92599611856738,B,E,A,-157.01137686081458,A,1
Asian,Non-binary,Muslim,175.45706856978117,E,9.240000533213669,B,B,E,-23.780396492581236,A,0
Hispanic,Female,Muslim,119.93384984192073,C,-27.734171144459157,A,B,B,45.290000570827594,A,0
African American,Other,Hindu,-137.34174419832576,A,59.86238254507806,C,C,E,-47.01299852747653,A,1
Hispanic,Other,Buddhist,-60.73877461619557,E,156.2329434456341,C,E,A,-30.870629908862117,C,1
Other,M,Other,-18.1304853177714,C,82.8918936008322,C,D,E,-144.45896824733057,A,0
Hispanic,M,Hindu,-122.19823134959205,A,142.1066896042745,E,D,D,114.43174754219324,C,0
Black,Non-binary,Buddhist,85.32389304728306,C,-80.76046433027666,B,A,A,-139.69957014589042,E,1
African American,M,Other,87.30173722268265,C,-81.30371296868317,B,A,E,35.529753683973716,C,0
Other,Female,Muslim,214.925173379249,C,-119.40589515613529,C,D,E,109.81221834595432,C,0
Black,F,None,46.10298615547754,B,172.5966344883265,E,E,D,-132.4168510222931,D,0
Other,Non-binary,Christian,-117.28338206246723,D,13.998768174938677,E,A,C,-1.7161648769099171,C,1
African American,Non-binary,Hindu,-15.572998071711188,E,-11.353933025160568,B,C,D,-42.458508148921986,B,0
Hispanic,Female,Hindu,78.86782230102888,A,111.41402656294963,E,A,C,5.9852569778071585,D,1
Black,Male,Jewish,-112.63489372482624,A,-121.20290940859049,D,A,E,-49.63829693647367,E,0
African American,F,Buddhist,-18.88974278553506,C,95.97802824063507,A,A,A,47.644969296004135,A,1
African American,Female,Hindu,150.74309056131855,A,70.22050382396185,C,A,D,-65.41967184790605,D,0
African American,M,Buddhist,3.537697131273778,D,-134.66707408921948,A,D,E,-42.651436754173005,E,1
White,M,None,24.888372992506472,C,-18.84918665570129,A,A,B,37.12767120470535,D,1
Asian,F,Muslim,15.538694361197267,A,54.72490912908617,A,B,C,-38.58698843274988,E,1
Hispanic,Female,Christian,-3.200015775742803,A,22.610013765021836,D,A,B,-6.473152003375571,B,1
African American,Other,Muslim,151.60980626665358,B,-33.23735574012181,C,A,E,-58.63521437004766,B,0
Black,Female,Hindu,-99.82758060906976,E,32.5130044471472,B,A,E,27.85072603813922,C,1
Hispanic,M,Other,-120.46669228199809,B,30.90420073872735,B,E,B,-37.785424288880904,D,1
African American,Non-binary,Hindu,-34.07085891078386,E,144.70650865185578,B,B,A,135.96615570981766,A,1
Other,F,None,141.97352056208575,D,46.21770132657873,D,C,E,-105.5806546653647,A,0
Asian,Other,Hindu,-48.43419839963485,D,213.87599232642165,B,A,D,-106.93248387080007,B,0
Other,Male,Buddhist,24.17456994135598,C,163.81450942900614,D,E,B,-203.23955368206134,D,1
Asian,Male,Muslim,-252.2437910044871,E,60.37166751312283,E,C,C,8.122573323929176,D,1
Hispanic,Female,None,11.057024389588467,E,-154.75610180588706,E,B,D,36.58998121213007,B,0
Asian,Female,None,-62.9770470860865,B,271.19545747006117,E,A,C,-0.7231739759043964,E,0
African American,Male,Hindu,45.90463781051152,C,187.8459214163682,C,A,B,-53.439059082086274,E,0
Asian,Non-binary,Buddhist,-69.3446144017305,A,-52.39242219092546,E,E,A,-52.96209047553781,C,1
Asian,M,Buddhist,-145.0264488539794,C,146.1887423224615,E,A,B,96.74399866887104,A,1
Other,Other,Muslim,30.587676933010044,C,-19.526005055192634,C,A,A,42.964322656126654,E,0
Black,Other,None,91.4284243620004,E,-149.69726046367703,B,D,B,6.638012607237032,B,0
African American,Other,Jewish,-60.72685909935974,A,-160.2771358685692,E,E,D,-91.17519217022083,B,0
Black,Non-binary,Jewish,185.1865538133817,B,3.6882348551650894,C,E,E,43.21173476676915,B,1
Other,F,Other,42.984372601162306,A,-121.81474486345832,C,A,E,180.44542517397238,D,1
Asian,M,None,12.29654203155967,C,73.44890725551335,E,E,B,140.9536254878287,B,0
Asian,Other,None,-135.84324426214818,A,-156.56163133545257,D,C,C,-183.95567830913157,B,1
African American,Other,Jewish,117.95018205235337,A,142.5338350952944,D,A,D,-105.07333212858615,E,0
White,Other,Other,111.59780597485485,C,69.4714579661418,C,E,D,-135.3323373916672,A,0
Black,Female,Jewish,32.93316800239809,C,52.37638133891941,E,A,B,-85.67073199517553,C,1
White,Non-binary,None,-27.21274240226447,B,100.73076893073826,B,D,A,-133.5626555721383,D,1
White,Other,None,-43.9074850741898,B,2.25922496598527,A,A,E,-196.26276687742845,A,0
Black,Male,Buddhist,-29.457165753060977,B,33.05664037055558,E,C,A,81.15991762369504,A,0
African American,M,Buddhist,33.98121035101146,C,36.31726018878543,E,E,D,-74.3715802592366,B,1
Asian,Non-binary,Muslim,128.24304904450946,D,-64.67816619252781,B,C,A,-50.81119211199883,A,0
White,F,Christian,-69.26403180327706,C,9.714551300481876,C,C,A,-135.4359438558075,D,0
White,Other,Muslim,-65.49879042516147,B,-101.43986701171228,B,E,B,63.950629320882825,B,0
Asian,Female,Hindu,221.55081907992852,E,48.316124835631626,E,D,A,11.526131407210737,C,0
Black,Male,Buddhist,-87.81626782801246,B,-79.636899003402,D,A,B,159.7655313153807,E,0
Other,Other,Jewish,74.76813782120139,D,-48.82747140287659,C,B,B,-2.9466708078306256,D,1
Other,Male,Other,127.3984842847442,E,-26.145087690033268,D,C,C,-273.5544348732726,B,1
Black,Non-binary,Muslim,-120.07525093112439,B,-28.223374423806046,A,A,D,62.10678607358805,E,1
Asian,Non-binary,None,-1.3461023002134072,E,62.38111300797316,E,A,A,-22.196098004202387,E,1
