sexual_orientation,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Married,B,C,C,101.21082995245965,-125.57315541218085,-84.448470049153,-0.32786605776747846,D,-91.80178717012082,170.4454686064095,A,E,B,C,1
Bisexual,Married,B,E,C,-236.23444798351863,147.12696008187808,-45.442967456713006,-41.275533402245976,B,77.64750705503786,83.24818448237272,A,A,D,E,0
Heterosexual,Divorced,B,D,D,-64.67764599003681,-68.62301691764486,-26.795368941130764,156.09021936920954,B,-48.51935764723566,-171.13615958586524,D,A,E,B,0
Heterosexual,Single,B,E,E,-45.61964031990996,-28.9665384243846,39.19358713223502,107.16141410116988,D,32.63956038201558,66.17471712243614,B,E,A,E,1
Other,Married,C,A,E,17.153700740392743,74.19243765788273,-54.2874780771126,64.78444785098137,B,92.95570080205195,-166.56201812713837,E,B,A,C,1
Other,Single,E,D,B,111.42380153144389,139.66386932860544,-97.82437238812525,-50.43744703749384,B,-20.086347430754895,-59.538164457815625,B,D,C,B,1
Homosexual,Widowed,C,B,A,156.42691089276474,101.25836888634356,85.2739887498353,-40.286716807733434,E,-21.509124550037924,-216.95095765839466,E,D,A,D,0
Heterosexual,Widowed,C,A,B,37.930642330894756,40.83874236001822,22.926796216628574,-30.26622720577643,A,-7.691370291270918,-151.30827373561246,C,C,C,E,1
Other,Divorced,B,D,B,-104.2101661340614,148.51981664687062,73.87758715574653,-12.319791771083107,A,1.4194974928060833,-82.41738309209822,C,B,D,D,0
Homosexual,Single,E,E,D,-37.651073468485855,-67.74486629330585,-42.65054600357318,-143.99797612864614,D,-103.3901151825663,83.08321590612434,A,A,B,A,0
Other,Married,D,D,B,-80.94653175499728,-75.4896496173794,-125.04542474844442,-33.42385051328679,B,68.069669900817,-66.79142395197582,E,E,D,A,0
Heterosexual,Married,D,B,D,177.36091024572565,-23.607851452928028,80.52996201134927,-67.95584414154544,D,-217.58655204911855,129.6952056940895,C,D,B,B,1
Heterosexual,Single,D,A,A,-15.500241494537907,-226.53835424213577,72.97478132128577,28.999832020798088,E,-53.03355706537174,36.9433651842691,E,E,E,B,0
Heterosexual,Divorced,C,D,D,6.1376170752573715,-22.119567484938177,-5.860654649787827,-5.608493722727731,E,61.26678118438092,-69.13130204802313,C,C,A,B,1
Heterosexual,Widowed,D,C,A,-29.64190210090739,-101.74907442062964,48.37249193338622,66.82659862125071,B,133.39092579499086,109.49190223649572,E,C,B,C,1
Bisexual,Widowed,C,D,A,92.58463993067144,227.9567769139189,15.571768253255863,-7.558090951309161,C,-199.9422363166482,62.04166878366058,C,B,E,E,1
Other,Single,B,B,B,19.02192963111587,236.0906629235337,117.68025113869128,-49.94207838785572,A,157.14225588401482,120.17128744690912,A,A,C,B,0
Bisexual,Divorced,E,C,C,60.08481771076539,64.00041655384398,33.54583431306576,-34.17420288916579,C,169.12786238121228,57.733711678413044,C,B,A,B,1
Homosexual,Widowed,A,B,A,-60.029083628421674,70.97942315630594,145.84373405769614,52.093734377777736,B,-136.5245536978343,49.05168564782371,D,B,C,E,1
Homosexual,Widowed,B,B,A,51.6434357683221,11.762397742975132,21.32422105171083,95.42625874711284,C,28.031599233291455,-48.96884677534353,B,C,D,A,1
Other,Single,A,B,E,142.4329579604841,59.89479144604284,-3.5553283683795005,0.7025541066002147,A,-21.784730141929167,-2.8871580642277506,C,D,D,C,0
Other,Widowed,C,C,E,-47.98516751462167,-80.33451797675161,-16.357201420970426,17.145201876225794,E,-0.2219403867364473,-83.6572305182982,A,E,B,A,0
Bisexual,Widowed,E,E,B,110.08047738732141,58.058161532727404,21.354084751426967,-28.314009443556383,D,-138.75216552898263,126.13318613983913,A,D,A,E,1
Heterosexual,Widowed,A,D,C,-94.97977317781418,-35.90519323114306,-25.930000195813296,119.1615617805711,B,281.29510989024374,28.543635754547676,A,C,C,E,0
Bisexual,Divorced,A,A,B,-223.703803408545,41.774803357311136,-67.88843275125973,202.5116085452023,D,120.65027434589209,-116.85383830158231,A,B,A,B,0
Homosexual,Divorced,A,B,B,147.78667129676515,52.33264556622519,-45.46339547282466,267.45638277352384,A,105.05176183728469,108.95581949735409,E,E,B,B,0
Heterosexual,Widowed,A,B,C,-15.138319207781462,-142.05765017459316,-84.49081686545354,53.86578547191825,B,-102.52181142149273,-137.32932676979866,E,B,C,E,1
Homosexual,Single,D,A,D,182.22919441684263,-55.245118644176905,-92.50463346644271,45.30556287152441,E,-64.94111326587438,75.6240468289348,C,A,E,E,1
Other,Married,B,E,E,31.10467213990314,-73.19924877923579,227.51710583505078,-134.27531395234445,D,74.71395941693164,86.69459495990006,A,A,B,D,0
Heterosexual,Married,E,E,C,120.4493053984908,130.63993659841898,-45.535487367832026,-85.65390594959372,E,12.167457288418678,190.6258620116655,A,E,A,B,0
Bisexual,Divorced,D,B,E,223.10543264804204,-188.43918488539856,29.196033036678205,88.59291434107507,B,-32.7879706829915,-34.358434670080904,C,B,C,A,1
Bisexual,Single,D,D,E,174.75115485813572,-62.18685116778274,8.012933873186425,20.689015161598533,A,15.00231855394233,8.102759627466515,E,A,C,B,1
Heterosexual,Single,C,D,C,23.14508848219389,-68.90734971379547,61.50400521576247,80.41993452399882,A,-25.03899036133934,51.174498657926925,C,D,E,B,0
Heterosexual,Single,E,B,E,63.21674979335068,111.34676452979771,95.77740596228598,-74.23622774106661,D,-47.36582617118865,-33.74640249820352,E,B,E,D,1
Homosexual,Divorced,C,E,A,43.3643636825739,64.69567249102892,150.75142465548487,29.815478451283095,A,70.98780874821915,53.610546574781324,A,D,D,C,1
Other,Married,C,A,E,-66.03204720682115,-17.625319295924676,-47.66708437290686,35.64674618785438,D,-60.87107277985633,-102.06960850514761,D,C,E,D,1
Other,Married,D,A,B,-116.6084710780136,179.33307397057678,1.8910621497023532,-80.57346616198676,B,-66.70817691134695,45.829827011278915,E,E,B,A,0
Heterosexual,Divorced,A,B,C,-134.62950340431013,122.7000369546351,130.4316426286486,-27.965195115088846,B,-4.700621548990842,-149.33041749023042,B,C,D,C,1
Other,Single,A,B,C,-8.437926882790023,1.6207328901453242,25.41434162409771,91.08872435956816,B,138.29477312485434,-14.056060196758718,E,A,B,B,0
Homosexual,Married,D,E,B,-6.68585388813079,95.43168509858239,88.00220516003104,5.7261598775436555,C,43.413681002983935,-53.52220992617129,E,B,A,D,0
Other,Married,A,C,E,137.1353651473983,8.890040872209543,-40.34183148672833,54.6986130059249,A,-96.7143917229217,59.429607937323624,E,C,B,D,0
Other,Divorced,E,C,C,24.161888088466117,37.61498969751411,121.37348620777695,-46.57465993544485,B,-101.22993078582323,-93.9448241159515,A,D,C,A,0
Bisexual,Single,D,B,A,56.54195342223052,10.431130217760815,128.00777408879054,19.724137590404098,C,95.46289591661223,36.32446761920046,A,C,C,B,0
Homosexual,Divorced,A,D,A,84.56901868172467,61.1695706772537,-97.62724731797957,-195.88609195533508,C,143.59908830998742,4.689054405054459,A,D,A,E,0
Homosexual,Divorced,D,D,E,-201.51541567647092,158.0999806876911,-108.85337643107371,-90.37550544537893,A,-45.34236910246472,144.12296044809463,B,E,A,A,1
Bisexual,Widowed,D,C,C,-14.910815455983379,-56.23664003805035,-122.45968869437056,-13.36263198059374,E,-99.55282110624775,-122.40858481667361,D,C,C,A,0
Bisexual,Married,B,E,C,-189.26369172664036,-9.531590320195805,-179.9614626970847,-67.87453258140947,C,-101.68356209425862,-116.12851900823868,A,B,D,C,0
Other,Divorced,D,A,A,35.632175490807896,-64.11444474327924,64.80040816949973,23.587061573337913,B,68.21695622999255,12.30251614464023,D,B,E,A,1
Heterosexual,Widowed,C,A,A,-289.5295466803511,-82.14417538937224,3.9909309426665684,57.42444257896955,B,-28.937883271963837,-177.65066889963163,E,B,E,D,1
Heterosexual,Single,A,B,B,111.15350668838116,-1.887910425132364,42.000739254448916,66.06807498649685,E,55.913790632384334,-24.041115360756415,D,E,D,B,1
Bisexual,Widowed,B,B,B,-11.833484939839876,-199.9308487642156,91.25659129956996,3.8345963005526578,B,79.7759224130046,60.16266576320481,B,C,A,A,0
Bisexual,Married,B,A,D,-26.89380760508375,22.786263170901268,26.36233069114759,49.66607340492413,B,-17.46090639415855,2.581839196074751,B,C,E,D,1
Other,Divorced,D,D,B,61.235451017690714,94.90810784944676,-94.30667767705577,-60.540449537506035,C,-1.0067898488088523,106.80595045105044,A,E,A,B,0
Heterosexual,Widowed,D,C,C,-13.761072230400506,225.1012255825164,-103.1513150155267,27.287223758189853,A,99.65984503880345,-79.61823662947157,B,B,C,D,0
Homosexual,Divorced,D,B,C,142.08296856053957,-270.6552941007764,-90.36869435995423,-76.60867221040249,B,-135.7574691432299,26.064508729036888,B,A,C,E,0
Homosexual,Married,D,C,B,87.52637355676109,84.53914632188082,-16.126794827327874,5.813971654093028,E,52.086292748727615,2.816281843262684,D,D,A,E,0
Bisexual,Married,D,D,E,20.460399182126654,34.44996975615898,-138.0595310373226,-25.009910374762562,A,-63.61735950880715,-81.63328806012721,B,E,B,D,1
Other,Married,D,A,A,-37.8876628359169,-223.5567832133416,-36.732770589414784,39.80973723173235,D,-28.198342523014226,-69.12432875485796,B,A,A,A,1
Bisexual,Married,A,E,A,-146.0527432422164,43.2317139105256,45.54512640051993,5.944819382224574,E,137.27371109171065,19.606442551832124,A,E,B,C,1
Other,Divorced,A,C,E,36.99280352084454,-6.853323827686378,-98.87024428457212,296.3148648884932,A,-25.38593786591441,-5.5803310706880485,B,E,B,A,0
Homosexual,Single,D,A,E,-13.34626239483805,-76.17560025924563,-1.1008697825358855,82.00723589014385,E,-44.232304879251735,23.44531400456758,D,A,E,E,1
Homosexual,Married,C,C,B,47.85668061048096,-103.03114233648827,-54.69366641305273,36.40680347653223,C,104.84773135249468,127.02600421232407,E,B,C,D,1
Bisexual,Married,A,B,B,112.68524292724693,32.51053922257072,101.25250660013747,59.052097753301204,C,-71.15598824506955,34.606296840949526,E,A,B,D,1
Bisexual,Married,C,A,A,7.0757746667095365,7.656690585436306,-107.64054466597179,-152.88595981234155,B,38.617890647074496,21.21635460077416,C,E,A,B,1
Other,Widowed,D,D,B,-20.477807804825026,-181.95599131500344,-207.16950728989934,8.520631653748158,B,45.52996252941999,-4.183803637346363,E,D,E,A,1
Other,Widowed,D,B,D,-53.614270556419605,-10.196892973192414,18.727307883364173,-85.08028698788091,C,-14.815968457943493,115.53640265464801,D,D,B,A,0
Heterosexual,Single,D,E,B,-73.13158580862935,-18.560298494599053,-19.446198119639142,-102.28492903890107,E,-15.45804901774212,-109.55426590880968,E,D,A,A,1
Heterosexual,Married,E,B,A,40.87123995617596,-77.75850302308419,-45.70265908848465,-7.0556584516231755,A,-46.716061960959,-139.06481976519123,B,C,B,D,0
Other,Widowed,A,B,B,106.03477246593955,6.488400527328666,-44.52134108850991,-91.16938964850216,E,-191.66565870003947,122.60883957427546,C,A,B,C,1
Other,Single,E,E,B,-92.81301418840681,-0.696833246260755,-60.51157201301126,47.491884232199716,E,-55.553095354631054,-7.497386594515467,B,C,B,E,0
Bisexual,Married,C,C,C,4.520710256510477,62.79004432256933,146.8850840437122,159.94061456680015,B,87.9111968938637,36.876725629638685,E,B,A,C,1
Homosexual,Single,C,B,B,68.74383310699528,-63.740897941593154,-92.71028379268223,-30.39382309084162,D,30.03731023222043,-28.12357558626084,B,B,A,B,0
Heterosexual,Married,E,C,D,40.458136574877535,-134.371093211235,1.3454339329888916,87.61248981010907,C,-42.71168131042678,60.9175703355611,D,A,D,D,1
Homosexual,Single,E,D,E,-117.63227312122721,231.99581023582172,-47.3769347102969,-48.09720380652988,C,89.24972182661134,130.57901711813048,A,D,D,B,0
Other,Widowed,A,A,D,123.25833153506274,54.772392331682084,0.20704833521397534,-155.34356737138572,D,185.86824886144115,136.42483994712083,C,D,B,B,1
Homosexual,Married,A,B,D,-56.10185169091962,2.780061786857396,45.06072062280029,-176.7878444294916,C,-24.182945346277197,69.88360322788503,A,B,A,E,1
Homosexual,Married,C,B,B,-29.50388562268343,113.42215618150217,126.51526749587518,47.56763553328325,E,51.4208285165011,23.653202549697777,B,A,E,C,1
Homosexual,Widowed,B,E,B,109.28508395550296,64.27880063127859,31.76750369336106,-104.6769908740289,C,-13.473900945766928,52.10098884595349,B,C,B,D,1
Other,Married,A,A,D,-70.27734510109029,-68.11343861978274,41.57690348536673,-9.236703352283161,E,103.6684783312606,129.94036375318979,D,A,B,D,0
Heterosexual,Widowed,D,C,E,-4.7813346457509756,119.91214173871076,-61.66121248083063,-103.17950039572108,A,-2.7308727691879553,-13.732826629629091,C,D,E,D,1
Homosexual,Widowed,E,B,D,90.67960700939693,-117.33280958091228,2.9908424376362532,-161.82644025616057,D,-139.6891923934117,-24.498964341271474,D,B,D,C,0
Heterosexual,Widowed,C,B,B,74.17790887685378,-114.40974201233686,-43.03836833263502,-143.21979635151928,A,178.32047708286433,-198.50672058599864,A,A,B,E,0
Heterosexual,Divorced,A,E,B,113.90826400246338,-107.24855754796894,162.4382352281326,124.1727577661508,D,-53.05581937155293,-13.991039372933251,C,A,A,C,0
Homosexual,Married,A,B,A,56.36545569127255,81.36828838645283,20.287164688314224,173.1279273275395,D,74.17022522009532,-131.68684015403778,A,C,B,E,1
Bisexual,Divorced,E,A,C,45.08833109483577,160.67081431176962,-188.87841187388494,70.50287916225766,A,-44.62101267474564,-20.080800571856837,D,B,A,D,1
Bisexual,Widowed,B,C,D,-39.92115841806001,-102.44007944218825,-95.2829197175798,-33.72016126331054,D,-34.15561282893967,-119.52587611786302,B,B,B,E,1
Other,Widowed,E,A,D,-23.164969727560017,-145.20457397155502,30.488335067277834,-54.59046671865519,C,148.05162292277188,-51.594751022957496,E,D,C,D,0
Heterosexual,Married,E,A,B,-134.44343087936704,28.927953182508247,-125.9876884839529,104.87461197442849,E,-89.20744372403787,17.56655038519792,B,E,B,A,1
Homosexual,Single,A,D,E,89.85123853283248,-87.27274797181191,-34.49421466367746,-166.3282901757762,C,110.51043228033069,-15.563389872971515,D,D,A,E,1
Homosexual,Divorced,C,D,A,-78.91192748558974,82.30359381978184,18.515951608887843,40.26755161606722,D,-98.16692123666066,83.22861989672583,E,D,D,B,0
Homosexual,Widowed,A,A,D,12.411059591638383,25.944451964471256,-15.715655899216038,-77.65157856979354,B,142.62494168157733,-130.7112948278403,D,A,E,C,0
Other,Widowed,C,C,C,-64.43957049873114,-69.95725812683024,100.31316022403414,-78.32188846851089,B,-79.95543952331839,156.7691021392629,C,A,B,C,1
Other,Married,E,C,C,197.81277435510728,83.36915290797442,28.266085896389193,12.846602367953924,E,66.15946883994864,-50.08745086557719,A,E,A,A,1
Homosexual,Single,A,E,A,-81.5854773291006,-30.131976504971757,165.80441350450837,-37.64166197160493,D,189.32531649902998,15.409845696584329,A,E,D,A,1
Other,Divorced,D,C,E,103.28547632613987,-49.14425578724608,-67.195561968977,4.618437670086087,C,-56.51734974416779,29.995653821584977,C,B,A,E,1
Other,Single,E,D,A,81.3470521136053,82.97603440582456,64.25623460413864,-150.59497340786928,B,150.41065531739778,59.91773248515282,A,C,C,D,0
Other,Widowed,B,E,C,121.83483439775739,51.43381453923115,-197.24468203331747,39.241385550537224,E,-203.92023709238103,55.56689787420237,A,E,B,B,1
Heterosexual,Married,E,A,A,80.05006078710493,-13.425137615096913,32.716053458119106,15.1735207038497,D,-52.14214100844018,-14.118499840478988,E,D,B,A,1
Other,Single,A,C,C,75.96113076800383,-72.30260651071377,-92.03441531154493,-9.422778695445356,A,-13.672671649234058,-107.48380898709333,C,D,B,D,1
Heterosexual,Single,B,B,B,142.76462788454688,-33.300588070561304,49.24869313285028,-80.37423269769785,B,51.52075076621341,18.60492112124267,D,A,B,D,1
Homosexual,Single,E,C,D,-69.21864634971324,38.02644437382302,-32.665111649419316,40.436889784667315,B,-126.29327569846342,-35.201796046062576,D,C,D,C,1
Heterosexual,Single,B,A,B,-13.968122739860615,51.34219532885598,1.991693793130763,-77.27027776800519,C,-114.14761608259634,4.923611951750736,A,E,C,C,0
Other,Divorced,D,E,A,24.97408906478135,101.03752180154295,-4.219659094130783,55.32125081288499,B,-101.92979354429417,-15.52709331321469,E,E,E,C,0
Homosexual,Single,E,D,C,-51.71100010681893,158.78288833449471,55.290649729008265,23.087200688065938,C,80.77999762651507,-16.35921593810234,C,A,E,E,1
Bisexual,Widowed,B,D,D,-72.33674897918067,-170.60630292489785,69.7661766712666,-11.752997903963449,A,12.362855283426114,50.37185853976922,E,B,D,E,1
Heterosexual,Single,E,D,E,85.23050393228198,-0.2022850920726904,57.3274419828344,-72.74070270192753,B,70.15852236006083,-65.75139472935012,B,A,A,E,0
Homosexual,Divorced,B,A,E,83.86727128684458,1.080865029334898,32.491371623611585,185.4768594428217,C,14.425214961768354,-119.07674415257021,C,D,A,B,1
Homosexual,Single,C,E,C,-98.10487195750629,25.043782007550842,-54.4452291676929,0.1987987646861039,B,-16.730421051806964,60.9957792193321,A,B,E,A,0
Other,Widowed,C,E,B,-19.53699587602352,9.414882604081185,-164.35760453287108,-132.73676328130713,D,132.6730738961588,-11.762202761437942,A,C,D,E,0
Bisexual,Married,C,C,A,26.421133633153115,14.462036620954235,58.30438301708006,-77.1253811783882,C,-49.51950444446309,-34.55933632786315,E,D,A,B,0
Other,Divorced,A,A,D,-95.04000208089516,59.05293411573347,-132.78641389145852,111.70636978826028,E,110.51067369038094,-97.13080894050515,D,D,C,E,1
Bisexual,Divorced,D,B,B,-146.26990130887708,-27.592684473314655,93.39957939084891,232.70068434128257,E,184.4764949592372,-33.67348943468605,C,D,A,D,0
Bisexual,Divorced,E,C,D,-112.17013726057937,-80.03320001274693,35.37100200780879,-162.7701850985357,D,5.3576564027574225,-128.82633778864368,D,B,D,D,0
Homosexual,Divorced,A,D,B,159.62867524619747,-108.34265952240996,23.93855504246903,240.32367514370807,C,-54.56562938963812,-11.307501292962925,B,B,B,B,1
Heterosexual,Widowed,B,C,E,105.78241235262655,204.20503986363155,-108.51260670397474,1.2819725962150725,B,-38.41289591868801,-132.57868270306804,A,D,D,C,0
Heterosexual,Widowed,E,E,D,7.8313627010166185,50.892465727839145,32.84565200342635,11.966658045853832,D,31.883776556057864,-142.07226462070648,E,C,B,C,1
Heterosexual,Single,C,C,E,139.29880664417416,133.115752026304,140.76019161618478,97.43692210110957,C,33.750710134858366,8.122125887392448,C,C,E,C,1
Other,Married,E,E,D,-128.76211358811096,-43.2049922631471,-156.47384111113666,-164.22149875373842,E,-46.514825621302634,97.17979483265292,A,C,B,A,1
Heterosexual,Single,C,D,E,-87.19280378255789,-138.51990790463503,5.702511672091578,48.32454685059582,C,-165.35487015763965,125.59368560605807,A,E,B,B,0
Homosexual,Married,E,C,A,137.49951433625606,-66.06265671907346,-77.70118063487857,40.98356049974478,E,39.05360864678092,46.083078081555065,E,C,B,B,1
Homosexual,Divorced,D,B,C,-116.52884875218537,118.60335723340066,104.5779282970363,-39.57535964908408,A,-38.31622681162621,126.69182146963868,E,A,C,B,1
Homosexual,Single,D,A,B,-23.295143881469876,-130.73523512007506,-18.566665551189335,37.323882656993746,C,4.8691137313915736,320.15702922656453,C,D,C,D,0
Other,Widowed,E,E,A,-10.887594464806307,61.073764187294714,-84.85972526433162,42.78437171576858,A,161.0920163337088,16.295668011208107,E,B,C,B,0
Other,Widowed,D,D,C,19.766089049583147,-164.33354508201398,76.75437085144068,-20.445415678408285,A,-147.91265562400991,-94.03368242023042,A,E,B,E,0
Homosexual,Single,B,D,A,-178.42522139830953,-100.3824823458729,193.58999399361966,95.93989242111657,C,-27.10449611300532,-203.62292306771502,C,B,B,C,1
