Veteran,AgeGroup,Race,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,target
Non-Veteran,18-25,Hispanic,None,C,38.804522411345225,C,A,1.8180121181783058,0
Non-Veteran,51-65,Asian,Jewish,D,102.34350075471406,D,A,-172.73954468220933,1
Veteran,36-50,Other,Other,C,-84.34807184598732,B,C,-46.78281432915465,1
Veteran,65+,Black,None,A,180.7613501541916,A,C,-109.92399917416536,0
Veteran,51-65,Asian,Christian,B,-27.62218638717158,D,E,-41.204757508047486,1
No,51-65,Other,Hindu,C,36.04284771596125,D,A,92.68449543997066,1
No,51-65,Other,Buddhist,E,46.151064377547,D,D,-153.69766628643288,1
Veteran,18-25,Black,Christian,A,-3.0433600425554963,C,C,39.02950483494557,0
Non-Veteran,26-35,Other,Other,A,-76.42708611176245,C,E,75.77298356662573,0
Yes,65+,Hispanic,Other,B,75.50660021173998,B,D,154.47051265799715,1
Non-Veteran,65+,Asian,Muslim,E,155.0937567249503,D,C,57.09524973822607,1
Yes,18-25,Black,Jewish,D,46.92134493601669,E,A,-34.07659586722172,1
Veteran,18-25,Hispanic,Hindu,B,29.4827261885388,C,D,19.71419684969358,0
Yes,36-50,Asian,Muslim,D,64.6444415498778,E,D,-10.361196562680144,1
Non-Veteran,26-35,Black,Hindu,A,96.67832539111987,A,A,-92.15216211160893,1
Veteran,65+,Hispanic,Christian,C,121.30537985062146,B,C,-10.393485526000145,0
No,36-50,Black,Hindu,B,33.876807351785416,D,D,86.85314587944592,0
Veteran,36-50,Other,Christian,E,44.39882695296601,E,A,130.7630170642927,0
Yes,18-25,Other,Other,B,-97.63956490226738,E,E,4.8363112868011875,0
Veteran,18-25,African American,Other,C,14.11689955539342,D,D,50.03578573507572,0
Yes,51-65,White,Christian,D,96.6763699996053,E,D,-144.4712291347826,0
Veteran,65+,Hispanic,Muslim,D,-49.95462357486949,B,C,3.212948353213274,0
Yes,26-35,Hispanic,Jewish,A,-66.38003798061429,D,A,-54.1945262267761,0
Yes,26-35,Hispanic,Christian,D,25.044882836795495,D,D,-37.621214105084675,0
No,26-35,Asian,Buddhist,E,-156.0615477058143,B,E,19.588361542839326,0
Veteran,51-65,Hispanic,Muslim,B,-11.245592024429945,C,C,-30.513277022354472,1
Non-Veteran,51-65,Black,Christian,C,-56.550988352181704,B,C,12.180750300210551,0
Veteran,65+,Asian,Buddhist,D,14.483729683274857,C,C,-27.875951842836745,0
No,51-65,Black,Other,A,15.23449949999015,A,A,166.21908225388148,1
Yes,18-25,White,Muslim,A,-81.4337069534796,B,E,-95.12717327749375,0
Yes,51-65,Hispanic,Muslim,B,137.7987079967409,E,C,31.335616279858307,0
No,51-65,Other,None,E,77.3731892301697,D,E,-3.6138285492723154,0
Non-Veteran,36-50,White,Christian,E,148.56345630177591,D,A,129.55978854005778,1
Veteran,26-35,African American,Christian,B,-186.10203471812338,B,A,107.62440476465316,1
Veteran,51-65,African American,Buddhist,A,141.88184583365395,A,B,76.3764444358599,0
Yes,65+,Black,Christian,C,-1.3050139035657558,A,D,23.07787852829799,1
Non-Veteran,36-50,Asian,Jewish,D,-151.51922736272087,B,B,-7.9248975576459015,1
Yes,36-50,Other,Muslim,A,4.585263108161273,B,D,-117.27524130711001,0
Non-Veteran,65+,White,Buddhist,B,125.87735533073274,B,D,-87.47552189449705,0
Non-Veteran,26-35,Asian,Muslim,A,-41.385278700175185,E,C,-27.289875053223696,1
Non-Veteran,18-25,Hispanic,Jewish,C,-4.156902670903256,C,D,-29.457223276666163,1
Yes,51-65,Other,Christian,C,-46.7821272843769,B,A,14.618520343058991,0
Yes,51-65,White,None,E,49.08078134886289,D,A,-27.678632701989116,0
No,36-50,Hispanic,Jewish,C,39.575237491694004,A,A,78.28619459223245,1
Veteran,36-50,Hispanic,Buddhist,B,-68.01869632202457,E,E,61.72014733719846,1
Yes,18-25,Other,Other,B,52.65361144408366,E,A,40.140283147639806,0
Yes,36-50,Black,Christian,D,66.83868765155167,E,C,-22.37613488243886,0
Veteran,18-25,Asian,Other,B,141.8000430507319,E,C,-66.40459951325289,1
Veteran,26-35,Other,Christian,A,-14.485793916664901,E,D,29.81078314042527,1
No,51-65,Hispanic,Jewish,B,18.805286196260692,E,C,-66.79225388542729,1
Veteran,26-35,African American,None,C,67.37474458581475,C,E,115.41069827526577,0
Veteran,36-50,Black,None,D,-256.363202160208,C,C,88.90724984185552,0
Non-Veteran,26-35,African American,Jewish,B,-45.05014753930646,D,E,30.963442237568945,1
No,26-35,Other,None,B,33.36047176078949,E,A,-24.3817256038571,1
Non-Veteran,36-50,African American,Muslim,E,-52.30347778570732,D,D,-10.672067944781666,1
Yes,65+,African American,Christian,B,-42.781494509548104,C,A,71.87344109219885,1
Veteran,36-50,Asian,Buddhist,E,-289.37909519788616,D,A,-27.458151837964596,1
Non-Veteran,51-65,African American,Christian,B,-218.50993666718605,A,C,-150.4131609901864,0
Veteran,65+,Black,Jewish,E,77.07550928381619,B,C,38.20631365368035,0
Non-Veteran,18-25,African American,Jewish,E,10.303197981137528,D,E,-68.07359918539484,0
Non-Veteran,18-25,Hispanic,Hindu,D,-18.463882236892623,E,C,24.914489432953594,0
Veteran,36-50,Asian,Other,D,-86.08557001112176,A,C,61.73069501669168,1
No,18-25,Asian,Buddhist,B,114.33455602514893,E,A,-73.56970195039337,1
No,18-25,Black,Hindu,C,124.75225298434603,B,C,-9.29926679389803,1
Yes,18-25,Asian,None,C,-20.923982464894014,A,E,142.59827843375678,1
No,65+,African American,None,D,17.485983504191875,A,B,-21.52609845292258,1
Yes,26-35,Other,Other,D,-160.595888533556,D,D,68.22114168760743,0
No,18-25,Black,Muslim,B,57.57098749985371,E,C,-77.89426767522,1
Veteran,51-65,Black,Other,C,-129.24590546823322,B,C,-20.023583429907614,1
Veteran,18-25,African American,None,D,27.62153991963633,B,B,-33.419620742219315,0
Non-Veteran,65+,Asian,Muslim,C,-104.4349912585076,B,D,195.85091530241553,0
Non-Veteran,18-25,Other,Christian,A,123.48764880727312,E,A,8.46612365267777,0
Non-Veteran,36-50,Other,Muslim,D,25.070664802446196,B,B,40.694466922458055,0
Veteran,26-35,White,Jewish,A,67.98839931630071,A,C,-65.9064124200196,1
No,18-25,Hispanic,Hindu,D,74.54744700859796,E,B,148.29955575659497,1
Veteran,26-35,African American,Muslim,C,-47.50389538285544,E,E,-9.43753392426869,0
No,65+,Hispanic,Hindu,B,-87.27019830227894,A,E,-50.318246565806376,1
Veteran,36-50,Hispanic,Christian,B,36.43772637086926,E,D,-131.03614570687057,1
Veteran,65+,Hispanic,Jewish,B,-75.94045021449624,B,B,20.77331419244524,1
Non-Veteran,65+,Hispanic,Buddhist,C,20.940724429725183,C,D,-46.846972059540256,1
Non-Veteran,36-50,Hispanic,Jewish,D,-33.819491214598116,E,B,71.02671144794365,0
Yes,18-25,Hispanic,None,B,72.67042079945473,C,D,139.19865655248134,0
Yes,51-65,White,Muslim,E,-175.32600936503263,B,E,28.513554500279852,1
Veteran,51-65,African American,Muslim,C,-21.116037441382957,A,E,90.26297287143981,1
Yes,36-50,Other,Buddhist,D,14.410436495399734,A,B,-10.316722166604782,1
Non-Veteran,51-65,Other,Jewish,E,10.804510458644632,D,C,0.11255103015153563,1
Non-Veteran,51-65,Black,Hindu,C,86.61760535434706,D,D,-95.58768250345065,0
Veteran,51-65,Hispanic,Buddhist,A,-29.586219735503445,C,E,-22.131832853291,1
Yes,26-35,African American,Christian,C,-56.668672663775276,D,E,-109.08653473792407,1
No,65+,Black,None,B,-44.210353472562716,A,C,-90.75035362888374,1
Yes,18-25,Asian,Jewish,A,14.2026320119856,C,D,76.93118285049344,0
Veteran,51-65,Black,Jewish,C,106.85005352610403,A,D,45.084334463493164,0
Veteran,51-65,Asian,None,E,-169.12106657718692,B,C,-100.38683663023254,0
Non-Veteran,36-50,African American,Jewish,D,-105.1248027785941,A,D,141.09648859688465,0
Veteran,26-35,Other,Other,B,-12.088367264380185,E,E,65.25909240170954,1
Non-Veteran,26-35,Black,Muslim,D,-170.74988926982033,E,B,65.88361151974325,1
No,51-65,Hispanic,Other,E,-20.099871853623384,E,C,168.35566286024635,0
No,36-50,Hispanic,Christian,C,166.89238059564522,C,C,-62.20091557449846,1
Non-Veteran,26-35,Asian,Hindu,E,53.07940972628504,D,D,-18.704540899069787,0
Veteran,36-50,Hispanic,Other,D,-42.21113903393305,B,D,24.232542174415634,0
Yes,18-25,Other,Hindu,A,-88.766011507154,E,D,-51.34212627493883,1
Veteran,18-25,Hispanic,Buddhist,E,38.44250232424947,C,E,49.01062774017318,1
Veteran,26-35,Black,Muslim,C,-207.51876651085564,C,D,105.50000361979413,0
Veteran,36-50,Other,Christian,A,-39.24521087076135,D,A,80.28134967712379,0
Veteran,18-25,African American,Hindu,C,-79.32465522254424,E,A,37.990808306731246,1
No,36-50,Hispanic,Muslim,B,67.73683215074756,C,D,-86.07085630779179,0
Non-Veteran,26-35,Hispanic,None,E,-75.93371839306994,C,E,-6.5700557575645595,0
Veteran,26-35,Asian,Other,E,-153.66589749026804,A,D,17.475010440002357,0
Veteran,26-35,Asian,Christian,E,80.79158329145719,A,A,-95.44507869532703,1
Veteran,51-65,Other,None,B,-21.175898584329126,C,B,37.18993569901134,0
Non-Veteran,26-35,White,Buddhist,D,158.24183611306398,B,E,-117.41393050575644,1
Non-Veteran,65+,African American,Other,D,-173.14717671884827,E,A,32.25631105447175,1
No,65+,Asian,Muslim,C,-129.21565293548056,D,C,28.060243854865398,0
No,18-25,Asian,Other,D,-65.07901658941442,D,D,-81.2776326845228,1
Veteran,26-35,Other,Hindu,A,-90.83686020449194,D,E,93.37850029211475,1
Non-Veteran,65+,White,Jewish,A,-138.52105777216536,A,E,125.80009374942891,0
No,18-25,Black,Hindu,C,-139.16570423464339,C,A,156.5589090839402,0
No,65+,Black,Hindu,A,-45.10835535130676,D,D,-55.635903180871196,1
Non-Veteran,26-35,African American,Buddhist,C,-205.61308640169682,B,C,-6.992473969959148,0
Veteran,51-65,White,Jewish,A,25.655614899517648,D,D,113.61482397825982,0
No,26-35,White,Muslim,B,-48.305137380662906,D,D,58.078321036226065,0
Veteran,65+,African American,None,A,12.350975557251518,D,E,-245.51662232809866,0
No,26-35,Asian,None,A,100.2873756016485,E,E,-140.7789454041869,1
Non-Veteran,51-65,Hispanic,Hindu,B,-16.840910392117117,D,B,35.78317135342121,1
Non-Veteran,65+,Hispanic,Jewish,C,88.7434444259488,C,D,39.50180391789422,1
Non-Veteran,26-35,Black,Hindu,C,172.73092436603713,E,C,-111.28497500271072,0
Yes,18-25,White,Hindu,C,-2.09339534080237,B,E,-242.50330309581116,1
No,18-25,White,Other,A,4.625533527751646,D,B,-21.55737858296253,0
Non-Veteran,26-35,Other,None,A,14.540085955008761,B,E,0.7411188477853663,1
Veteran,18-25,African American,Christian,A,-9.496359362864878,B,E,78.2302262103596,0
Yes,36-50,Asian,Hindu,A,-59.168431557851,B,D,164.01777781512635,1
Yes,36-50,Asian,Buddhist,B,-22.73238526267079,E,B,120.93797612401873,1
Veteran,18-25,African American,Other,E,73.66756708970665,A,D,65.06324928786667,0
Veteran,36-50,White,None,E,-192.52832240305506,B,E,51.77344850463514,1
Non-Veteran,18-25,Other,None,A,192.36179975031308,A,D,-0.9653763951719032,0
Yes,36-50,Asian,Buddhist,D,102.71168475871492,E,C,-279.27092477522353,1
Non-Veteran,36-50,Hispanic,Hindu,C,-41.3568075435297,E,A,11.573132666786483,1
No,26-35,White,Hindu,B,115.58136807277222,E,C,80.15560423788048,0
Veteran,26-35,Asian,Buddhist,B,91.90765807401097,D,A,-94.71098794635635,0
No,36-50,Black,Jewish,B,113.17420192174762,D,D,-96.33422808441583,0
Non-Veteran,51-65,Asian,Hindu,D,14.287108594417136,D,E,105.18133498469784,0
Yes,36-50,Asian,Jewish,C,-65.66928545500974,E,B,7.139345929672497,1
Non-Veteran,36-50,Hispanic,Muslim,C,-4.0239216917733795,A,D,60.0027811201108,1
Non-Veteran,18-25,Other,Buddhist,B,68.99066614111823,D,D,81.59373819437108,0
No,65+,Other,Muslim,D,241.96861812078944,D,B,-12.957359343310118,1
Non-Veteran,51-65,Hispanic,Buddhist,D,48.04633975344112,C,C,-21.481233721619652,1
Yes,65+,White,Jewish,E,134.11622871519293,C,E,-83.79145350503356,0
Veteran,26-35,African American,None,A,-155.08638253515957,C,E,133.35801922799166,1
Yes,65+,Asian,Muslim,B,86.81339222838139,B,C,115.09276218999788,0
No,26-35,White,None,A,15.783913256645848,A,E,-19.251895770060152,1
Veteran,18-25,White,Buddhist,E,-28.600787274206706,D,E,150.0944981869027,0
Non-Veteran,51-65,Hispanic,Christian,D,58.6969426200584,B,C,-73.39456775088962,1
Non-Veteran,65+,Hispanic,Muslim,A,112.3389741489703,A,E,-23.676183749625583,1
No,26-35,Asian,Jewish,E,165.605320900901,C,C,-30.53458769563349,1
Non-Veteran,26-35,White,Other,E,108.47625431461682,C,A,-49.70840190492167,0
Non-Veteran,18-25,Hispanic,Buddhist,E,-108.30849940893039,E,B,-77.41284569092858,1
Veteran,26-35,Hispanic,Buddhist,A,-228.74943452828106,D,E,-84.38467221654687,1
Yes,26-35,African American,Hindu,C,-135.6989770642749,B,D,62.92807237863789,1
Yes,51-65,Hispanic,Christian,D,-50.33807725714654,E,D,-115.54563197464851,1
Non-Veteran,18-25,White,Muslim,A,191.7127738610139,E,D,-85.17778663641842,1
No,26-35,Hispanic,None,A,56.08993182399312,E,A,-2.9617942167231623,1
Veteran,65+,African American,Christian,A,85.39602831086718,E,D,-2.0079303119693614,1
Veteran,26-35,Other,Buddhist,E,-14.318826538412448,E,B,-171.0443155868846,0
No,65+,Black,Jewish,D,19.112782633426797,D,D,251.91152976295223,0
Yes,18-25,Hispanic,Hindu,A,57.053391418658336,D,B,77.28375618857694,0
No,65+,White,Jewish,A,-74.60463765880795,E,A,172.9535094762348,1
Non-Veteran,18-25,Hispanic,Christian,E,94.99450548279567,E,C,-16.86255029343688,1
No,65+,Hispanic,Jewish,E,-41.047235927855915,D,A,-33.280481231185995,0
Yes,18-25,Asian,Muslim,B,-73.29284698063812,C,B,-10.767400139046345,0
Yes,51-65,Asian,Muslim,B,-31.2002805950507,C,E,94.21126720635587,0
Yes,18-25,African American,None,A,129.67465127519955,A,A,-120.5557353792008,0
Veteran,65+,Black,Buddhist,E,-132.88211888237126,D,D,-44.09979053354448,1
Veteran,51-65,Black,Buddhist,D,83.09279520118035,C,E,-135.00015318161857,0
Veteran,51-65,Other,Hindu,D,-44.34203293334472,A,A,55.374783187739084,1
Non-Veteran,36-50,African American,Other,A,128.50472643810284,B,C,67.95171293742361,0
No,65+,White,Jewish,A,72.75598774778615,B,D,-144.28380911856394,1
Veteran,51-65,Hispanic,None,B,-102.06062636934905,C,D,-123.82012976780197,1
Non-Veteran,65+,Hispanic,Muslim,D,62.89645042392047,E,E,-72.96708939079144,1
Non-Veteran,36-50,Black,None,C,58.640294228721366,A,E,131.6280860418921,0
Non-Veteran,51-65,Other,Muslim,B,-109.1666708069955,C,E,115.10018066168894,0
Non-Veteran,18-25,White,Other,C,146.54436323408603,A,C,-61.51922755428293,0
No,26-35,Black,Christian,C,-117.20528806391486,B,D,119.45727053473996,0
Non-Veteran,26-35,Hispanic,Christian,A,-103.17462478036677,B,A,173.2025361705018,0
Yes,36-50,Other,Other,B,-39.2196905807727,A,B,-24.102759553730394,0
Non-Veteran,51-65,Other,None,B,-97.37025221562241,C,A,81.47618054878171,1
No,36-50,Asian,Jewish,E,89.81245689730248,E,A,-106.56895576125306,0
Non-Veteran,36-50,White,Buddhist,C,-96.45958086746656,E,E,-39.78362066784642,0
Non-Veteran,36-50,Hispanic,Other,A,-72.22380808303703,C,B,-7.293388429010146,0
No,26-35,African American,Muslim,D,77.29480873246189,B,A,-5.12963867315353,1
Yes,26-35,White,None,A,15.924065113101301,C,B,21.397723599716763,1
Yes,26-35,Asian,None,C,15.420546137239477,A,C,85.52461894275682,1
Non-Veteran,26-35,Other,Other,B,-48.27264032478397,E,B,29.811586464490436,1
Yes,36-50,African American,Christian,E,122.01108776470342,A,E,-9.432308357176353,1
Non-Veteran,51-65,Other,None,C,-96.91388379337378,A,D,-117.82626159860246,1
Yes,65+,Black,Jewish,D,-176.81782253738513,C,D,-22.211563351340587,1
No,65+,Hispanic,Muslim,D,115.46184117464513,D,D,100.88997734290295,1
Veteran,51-65,Other,Hindu,D,108.57468543319546,A,C,17.291546987896993,0
Yes,26-35,Other,Jewish,E,8.292406137890307,C,B,-43.063955205658544,1
Veteran,26-35,African American,Hindu,E,101.78297101380574,D,C,-137.0035958104462,0
No,51-65,Other,None,A,-23.930601278769544,B,D,-114.72743211688004,0
No,26-35,African American,Christian,A,-53.33498888151933,D,D,21.270701497246538,0
Non-Veteran,65+,African American,Christian,B,-67.42063557761125,E,C,-113.73731656685462,0
Non-Veteran,51-65,African American,Muslim,C,-90.57677684804108,B,D,-147.66985113862933,1
Non-Veteran,36-50,African American,Jewish,C,36.18273131193547,D,E,-29.242137839646926,0
No,18-25,Hispanic,Hindu,B,-19.352217796441575,C,C,56.90201443175721,0
Yes,51-65,Black,None,A,-6.622853134826596,C,C,-263.6473334931056,1
Non-Veteran,36-50,Other,Hindu,D,19.878878276469674,A,E,11.465316197157648,0
Veteran,18-25,Other,Christian,B,118.28025470923818,A,A,79.66510106408077,0
No,36-50,Hispanic,Muslim,C,78.0771045624437,B,A,-166.87284245613006,0
Veteran,51-65,White,Muslim,C,-66.36760733655102,A,C,-0.7937155237907624,0
Non-Veteran,26-35,Hispanic,Hindu,E,154.72105260464852,C,B,-21.940646513224447,1
Veteran,18-25,Black,Other,D,108.03866547788172,C,B,-25.952929099789753,1
Veteran,18-25,Asian,None,B,-9.873510754671369,E,B,6.052754159139208,0
Non-Veteran,26-35,Hispanic,Hindu,C,16.009861524808183,B,A,-55.31021164213329,1
Veteran,65+,Black,Buddhist,E,-206.85660828307863,C,A,124.80802624313645,1
Veteran,36-50,African American,None,C,-29.296097876619857,D,A,73.82193269270907,0
No,36-50,Black,Jewish,A,-205.42953760868596,E,A,66.99930663684512,1
Non-Veteran,18-25,Hispanic,Christian,C,9.461561391609811,B,C,112.41003880687066,1
Non-Veteran,18-25,Black,Hindu,C,20.927852427297626,B,D,-113.35262277201483,0
Veteran,36-50,African American,Other,A,31.473586047230807,B,D,40.21784500321899,0
Veteran,26-35,Black,Hindu,C,-35.94691037994725,C,B,51.2431808878539,1
Veteran,65+,Asian,Other,E,26.071981137498984,C,A,-279.1867934262485,1
Yes,26-35,African American,Buddhist,C,90.37252828198227,E,D,56.358975921860846,0
Veteran,18-25,Hispanic,Christian,C,-27.78312967017811,E,C,-146.89502589778698,0
Veteran,18-25,Other,None,C,171.7303032107572,E,E,-66.80620252797802,0
Yes,26-35,Black,None,D,129.0743984887203,C,C,7.703482035439347,0
Non-Veteran,26-35,Black,Hindu,A,80.29017617448407,D,E,60.70584803839032,1
Non-Veteran,51-65,White,Christian,D,79.19086198080325,C,A,-20.725245332787924,0
Veteran,51-65,Hispanic,Jewish,D,-25.65518233878793,E,B,99.40137339074606,1
Veteran,26-35,African American,None,C,71.46094045339848,A,E,-107.85510854167258,0
Non-Veteran,51-65,White,None,D,-38.912485749561334,A,D,-24.565160728090678,1
Non-Veteran,26-35,Asian,Muslim,A,159.68790113048698,D,B,103.81257622607339,0
Yes,65+,African American,Muslim,D,-45.80652238124602,C,A,-14.49030720851442,0
Veteran,18-25,Other,Christian,C,-33.80682979938292,C,B,215.34127785766893,0
Non-Veteran,18-25,Other,Other,C,-59.64428438487388,A,C,-43.968594868206864,1
No,18-25,Black,None,E,114.20927823035703,D,B,20.685517623458463,1
Yes,65+,Hispanic,Muslim,A,-174.1059510541983,D,D,135.21396437913745,1
No,65+,Hispanic,Muslim,C,-182.2994205652761,E,D,80.86641299022928,0
Non-Veteran,36-50,Black,Muslim,B,206.49252671955463,B,B,-125.32750942102942,1
No,26-35,White,Hindu,C,37.80190247498123,B,D,-159.76499926126056,1
Yes,26-35,African American,Jewish,C,-28.505056204332917,E,D,-73.80322255769808,1
No,65+,Other,Hindu,E,-80.71971136425564,A,D,-31.356220998067037,1
Non-Veteran,18-25,African American,Buddhist,A,-53.46306278317873,B,E,8.621906235053467,0
Non-Veteran,51-65,Asian,None,B,64.71550314096655,C,B,-56.30115176501289,0
No,18-25,Hispanic,Christian,E,153.16018089894453,B,B,-24.762402321945675,0
Yes,36-50,Other,Jewish,B,102.55681493306199,A,A,-157.9246226567344,1
Yes,26-35,Hispanic,Buddhist,B,123.22808557533271,C,C,-87.95577299200203,1
Veteran,65+,African American,Other,D,142.07135316921443,E,A,124.50375727978876,0
No,51-65,Other,Hindu,D,-14.725925661047103,E,C,-74.23430581727642,0
Non-Veteran,36-50,Other,Hindu,B,65.3473483814225,D,D,-9.978967073936955,0
Yes,26-35,White,Muslim,A,-99.11914378278598,C,D,8.119232152114012,1
Veteran,18-25,Hispanic,None,A,-12.113661683915677,B,C,-37.25263910420473,1
Non-Veteran,51-65,Black,Muslim,E,-240.7615732293322,E,D,-328.8495208135102,0
Non-Veteran,51-65,African American,Buddhist,B,5.496536309375081,B,E,-31.87124313084904,0
No,26-35,Asian,Jewish,C,53.10546261163154,C,D,-184.87934677466708,0
Non-Veteran,36-50,Hispanic,Buddhist,B,44.80204384996865,D,D,-54.89629019301251,1
Yes,51-65,African American,Jewish,E,67.7454372991807,B,B,-55.06925750972545,1
Non-Veteran,26-35,African American,Hindu,C,49.99194744858836,C,E,-97.24841044153199,0
Yes,18-25,Other,None,D,-107.35677113484037,B,D,0.8427869362922074,1
Yes,36-50,Black,None,E,-91.44182332929206,C,C,-81.09657789811978,0
Yes,36-50,Asian,Other,A,70.436912512657,D,D,9.573146567044358,1
Yes,36-50,Black,Jewish,B,51.44349434478649,A,A,-181.260007533762,1
Veteran,51-65,Other,Other,B,51.684472134073445,D,B,-99.92962294670527,1
Veteran,36-50,Asian,Hindu,C,62.939200899804426,D,E,100.1790182573014,0
Non-Veteran,18-25,Black,None,D,-94.09447313960122,A,E,-114.67705295269015,0
Non-Veteran,36-50,Asian,None,D,-25.862405302301166,E,A,-2.153089199369731,1
No,51-65,African American,Hindu,B,116.60078914117061,E,B,-72.54933988413617,0
Veteran,26-35,Black,Christian,A,11.231552191804683,A,C,216.84994005479626,1
Non-Veteran,51-65,White,Jewish,E,-49.1361106088682,D,A,24.817492616944175,0
No,65+,Hispanic,Buddhist,C,-15.771613506621412,C,A,34.56674475796962,1
Yes,36-50,White,Other,B,271.58355274365715,B,B,-69.04799752017983,1
