genero,AGE,sexuality,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Female,60,Heterosexual,None,138.1705282088512,E,E,-158.35208278916787,-112.37401908609206,C,-6.060794054214626,C,A,-16.133734197821656,A,0
Other,34,Bisexual,Mental,133.38406614119563,B,A,-196.49241525603009,16.90707573783037,B,-93.7299984940314,B,C,-89.09518170471159,C,0
Other,51,Heterosexual,None,-102.5704800275483,D,C,1.0292885654772943,193.90746485331687,D,68.24508632097752,C,A,-125.80615330809381,B,1
Non-binary,45,Homosexual,Physical,-42.13711818578723,B,A,-67.63158490845638,-43.98986726345191,C,82.06515552493464,E,B,-225.20828025968265,A,0
Female,71,Homosexual,Physical,-133.5564990223116,C,B,-74.32863963953226,81.67181195595647,A,-98.0692875800574,C,C,-189.14935021822654,B,1
Female,91,Bisexual,Yes,36.65817801788226,A,B,-209.27905415953504,-33.357367751057964,E,-25.9195770756241,A,C,-153.17877036644464,A,0
F,43,Bisexual,Yes,70.98952360001803,E,A,-30.99380018854291,-36.77199994771247,E,-82.48541458256872,A,E,-102.52639700055607,C,0
M,38,Bisexual,Mental,-38.684846031660136,E,C,-60.3212994752558,-167.6294224840417,D,91.55154241216576,A,B,-19.88023647555649,B,0
M,54,Bisexual,No,4.55320265163064,A,E,-97.29636477312528,-46.2663084511513,D,-257.59295690997084,D,D,-136.66025296998166,B,1
Female,30,Homosexual,Mental,14.036282820896814,B,D,-14.082922865676945,-91.10801319707255,B,-101.55181441904521,E,C,270.16565672065803,B,0
Other,91,Homosexual,Physical,42.908095636748214,B,C,-75.25639481028968,-90.32277754881102,D,-158.04409493447108,B,B,134.50446935705162,B,0
Non-binary,29,Homosexual,Mental,4.30430364249642,D,E,58.84397059447923,-44.46257813069395,A,10.042421536124134,C,D,-67.51775500515632,B,0
Other,18,Heterosexual,None,-80.03574993411539,B,D,-99.91505589046152,3.5854254328585355,C,23.67853425977218,D,B,41.85752523569648,E,1
Other,90,Bisexual,Physical,-4.120326243706296,B,D,-3.706934910250846,116.77639261462143,C,-42.89521697501584,E,A,-0.23185436462933529,A,1
M,77,Bisexual,Physical,280.508033503741,D,E,9.795240335547916,-0.20279794767840867,D,77.8713909475637,E,E,-120.59216502753793,D,1
F,33,Heterosexual,Mental,-170.06429879861005,E,D,-71.72238985342894,-2.009904374680096,C,-17.782674171773095,A,D,-115.23992421165818,B,0
M,56,Heterosexual,Mental,-14.086739267003926,E,E,-79.04888800682292,-13.530304068044389,E,81.77055454504955,E,D,2.654512716523999,D,1
Male,98,Bisexual,Yes,22.393603199415747,A,A,-136.376442521965,10.747274692387393,C,29.3714591078427,A,A,12.986279310993643,B,0
Female,18,Other,Yes,46.58319663352846,E,D,-182.4251003371953,-33.500248393897515,E,-197.58646209671238,E,B,-184.2970396042302,D,0
Other,64,Homosexual,None,-6.328184200159987,A,D,139.4825008232943,-22.97110875464945,E,110.11594830650726,A,C,-94.60460476493104,B,1
Other,80,Other,Both,40.11635473142015,D,C,-92.5236346975425,98.15671562173245,C,80.01611217832352,E,A,-264.04945429974975,A,1
Other,93,Heterosexual,None,-43.78906314385379,D,A,-126.43732234808402,-26.12086148579211,C,-209.3410721369106,E,D,-65.40466702052696,D,1
F,93,Other,Yes,-238.49875851145592,D,B,-37.47009902034328,69.12665606088106,D,-19.52063663369405,C,D,125.92400686428556,A,1
Female,56,Heterosexual,None,-103.43453169079801,D,B,30.934786871759844,13.270645474933893,A,-140.1820514407657,C,C,-132.04599007218428,C,0
F,49,Bisexual,Yes,-23.446337706843675,B,E,100.03709687348521,169.31889075910513,A,208.18266900256677,C,E,-46.6696045031607,E,0
F,39,Heterosexual,Both,21.58361196678379,D,A,27.086540013901754,186.79364510759194,A,111.29995197513183,E,A,85.25613881773049,A,1
Male,26,Heterosexual,Yes,-135.95774222776836,D,E,79.69183482532817,29.351674206545646,C,94.76729997740613,E,C,172.60635353635524,B,0
Non-binary,44,Other,No,-62.360817011415406,E,C,-53.621039041263394,115.68719814286037,B,71.27964550429506,D,C,-170.80859826263296,C,1
Other,37,Other,Yes,-43.35129020427461,E,C,7.3909544216619105,6.418662590582308,C,-16.039453327865985,E,A,159.3084313930586,C,1
M,85,Heterosexual,Mental,93.58895343138856,E,B,-26.868573172417136,-32.15323757245729,E,14.589685025328947,D,A,61.51405098165451,C,1
Female,39,Bisexual,Both,143.90918338214314,D,E,68.46252331260025,-42.614441492526325,B,-16.24807151286628,A,B,-85.19210963987895,E,1
Other,93,Bisexual,No,3.4146043931749666,D,D,-74.07369265041679,-127.22668391932437,C,-21.08421297220797,B,D,142.96436270298994,D,0
Other,26,Heterosexual,Both,-99.68585640675585,B,B,-7.898952240572561,-62.19866698094921,E,65.86297600617789,B,C,-207.21640885229263,B,1
Other,70,Bisexual,No,40.65248073868726,A,C,-181.38497797223425,-19.74719596757065,E,-163.54016773297073,C,B,94.76685277287518,A,0
Other,81,Other,Physical,-9.07952478216541,A,D,-109.51134946905331,137.4211692025388,B,-123.89858746193383,B,E,19.328941041721666,C,0
Female,23,Heterosexual,Mental,147.2044461661999,B,C,70.6322543246125,-151.46819904125672,E,29.357449565552347,C,B,-24.076565516610366,E,1
Non-binary,66,Homosexual,Yes,-26.291299315787555,E,D,307.7075465134567,-23.269704690323636,B,-134.34112854546106,B,D,-8.2428674283793,D,0
F,82,Other,Physical,-101.33337409573038,B,C,89.19732505985179,44.63062141026739,A,12.720265098967134,A,D,-35.44305747962923,D,1
Male,46,Other,Mental,108.39190956485172,A,B,86.74833335666698,-41.373848825853216,D,7.747258632366563,C,D,52.059220643266876,E,0
Non-binary,96,Bisexual,Mental,-0.601593578727512,C,D,5.976457484004165,-150.00950230112812,D,36.98325561236378,D,D,-94.56887815556732,B,0
F,72,Other,Physical,-120.055183526913,C,A,-178.26760325979487,-172.31414417651683,A,76.80588863003926,C,A,-133.39189016092888,A,1
F,40,Bisexual,None,-128.95175181636395,C,B,-40.35522778374765,38.261883938017384,C,79.55800640913738,E,A,72.47825976886885,B,0
Female,43,Heterosexual,None,-35.94770541787756,A,E,-1.8395551916769126,-90.28309345283795,A,255.08019712655164,B,C,-124.52922924177807,C,1
Non-binary,91,Other,None,132.4901795474489,C,E,-106.93856658140287,54.7969278898631,E,22.164043118258018,A,A,53.449029163203576,C,0
Non-binary,69,Bisexual,Mental,-96.6484075394131,C,A,-1.2237509545547098,112.64684225748863,E,-152.43797372679816,D,C,-94.6968804551831,D,0
Non-binary,22,Bisexual,Yes,-93.94767050642915,C,A,83.15946787049711,132.5173552675927,E,79.35735594180956,E,A,-78.57077720289301,D,1
M,24,Homosexual,No,4.277476313934344,B,B,13.448869352152219,3.73345655775701,D,-46.0816213030015,D,D,93.68763501602923,E,1
M,89,Homosexual,None,17.224354876261057,E,A,14.112377798199969,-153.2488456030836,B,45.22628476528055,C,C,22.30131547877266,D,1
Female,77,Other,Yes,-79.77363027721984,C,B,-106.45359810919486,23.79115520872581,A,-52.898989283075906,A,E,20.323346689602975,D,0
M,59,Heterosexual,None,28.698814364291508,E,E,23.80585616111354,178.98839023281758,A,60.208128101709924,C,A,-0.5004232333653689,C,0
F,21,Bisexual,Physical,-123.64232214259859,D,C,128.5229000071335,-131.7511944318112,A,163.193199425913,E,B,31.836481135951455,E,1
F,64,Other,Yes,-121.52021780250995,D,E,30.266983517652445,127.5020404939186,D,-1.9477046424359552,E,A,41.15276696897393,B,1
Male,45,Heterosexual,Both,-131.43064818029396,D,D,-118.26775175004553,-36.20189208785557,D,-68.97271035104032,C,B,101.54758701678563,B,1
Male,93,Heterosexual,Mental,-17.87386235537963,E,A,207.87425824712534,12.36657272059532,C,-41.49577101552827,D,E,-73.8511739859319,A,0
Non-binary,89,Homosexual,None,23.180714091646255,B,E,-47.45569830436023,83.68050471172826,C,88.27549570561033,A,B,-173.88822686921796,E,0
F,41,Heterosexual,None,-71.31645606625402,D,D,-83.14774374752511,8.44164763786011,E,-184.32776310867035,A,B,-53.67302264922033,A,1
Other,36,Homosexual,Mental,78.42842144241611,E,E,-75.21396563062773,-65.794397707824,D,8.632158823039607,E,A,-142.86620962733997,D,0
Female,38,Heterosexual,Both,-119.87467908803772,C,D,-33.15423877078723,-78.45059390559733,B,-58.288214467249574,E,E,39.380779842391206,E,0
F,85,Other,None,-110.74481035459978,E,B,-97.88897741285533,-15.790391358952437,B,101.93256687119676,C,D,20.16580886956206,B,0
Non-binary,65,Other,None,-113.91801520975129,C,B,-15.412767335953859,-74.63355550824835,B,72.56396228980645,D,C,-107.54875215153403,B,0
Other,36,Heterosexual,No,86.60924088850265,B,B,42.292543739029966,51.46328847717623,C,-33.52861681315777,E,B,-16.2002762844791,C,0
Male,45,Other,Physical,-93.57187453283248,E,A,162.9847676304076,-115.14448251987655,C,-27.96156316393126,A,A,-125.05553589015513,E,1
Female,43,Bisexual,Mental,-55.6202552705944,E,C,24.035293061017935,-105.65576748250906,B,7.726457105042813,D,A,-43.57138811566872,B,0
F,42,Bisexual,Yes,54.38211836877902,C,B,34.372698037687414,137.1146701500638,C,29.623385688608206,C,B,-126.12888866556615,D,1
F,38,Bisexual,Physical,48.38224570626139,E,E,-80.81525888841158,49.33900179664544,E,18.33396025974957,D,E,-35.56770195277673,B,1
Non-binary,78,Bisexual,Mental,128.76484739510565,E,C,-133.97040753621187,46.450097741146905,D,111.932961682967,C,D,-119.76781227570265,A,1
Male,19,Bisexual,Yes,-88.5738693935836,B,B,-56.70475184707845,-25.019369968622907,B,0.2093185839579775,A,B,-93.14815385899709,D,0
Non-binary,90,Other,No,-15.287943873809478,D,C,206.05358918453743,-0.595213284850381,E,-3.1421812450184494,B,D,40.653252483902946,D,1
Female,27,Homosexual,Mental,-115.32850406027258,C,D,228.59904547182904,60.05236458018511,E,39.76791095983887,C,B,-43.94990899900826,A,1
Female,90,Heterosexual,Both,117.73713126429548,B,C,23.171892989141476,-126.53773632726077,B,-16.23974156112747,D,A,97.571856177604,E,0
Non-binary,81,Homosexual,No,-77.32633900525117,C,B,152.58722227386474,-73.84976956365314,B,-3.8379136158017193,D,D,222.30427204335336,A,0
Female,21,Other,None,3.6236063292945526,B,A,-69.00748579453003,124.8778136544215,A,-203.82258243276445,D,D,40.33156428143249,B,1
Male,36,Other,Yes,-105.98017055093321,E,D,-100.86264188440796,-176.22523421890747,C,-31.187090361237818,D,E,-11.142998237436991,C,1
M,88,Bisexual,Both,-86.86544358002982,C,D,6.190130017284579,128.83780873579337,B,1.5058846370748618,C,C,146.46618234458714,A,0
F,96,Heterosexual,Both,87.94703401073433,E,E,-125.50244610298462,32.75476883479163,C,-13.697434710929555,C,C,-138.47751752832278,E,1
Other,69,Heterosexual,Yes,25.888487335416315,C,A,-32.167144670385106,-131.6383426683463,D,131.95987980662744,B,C,13.899646529859833,E,0
Other,96,Bisexual,None,-178.44525361317125,D,A,-106.61800049418035,-9.702958653176463,B,-2.0649060669949435,E,E,91.33228539419733,D,1
M,28,Other,Both,245.06229732226888,D,D,54.286599249884674,21.97919060411787,E,56.94024411432081,E,C,35.14232600408826,E,1
Other,34,Other,None,-137.48597378875036,E,E,-63.97774506650185,49.626091631983684,C,-130.90342007737308,D,A,204.21548295372241,B,0
Non-binary,39,Heterosexual,Yes,54.04466730957541,D,A,-103.2208139465969,-10.905980797201204,A,53.092962231019925,D,B,-105.51790904089798,B,0
F,81,Heterosexual,Yes,118.31920079874531,E,E,104.60203064366296,84.17704488053472,B,-245.6457985620486,C,A,45.690867977651784,C,1
Other,95,Homosexual,Physical,242.9832289867638,E,C,78.58839083284214,-90.3393910548729,D,53.31425150065127,C,E,52.58856821241865,C,0
Non-binary,45,Other,Yes,-92.36845989764333,B,C,79.90225996245739,-132.8694915964499,C,95.79660373786479,C,C,24.134007998780007,C,1
F,75,Bisexual,No,-5.087001851750055,D,D,110.6530726062764,51.71891239425346,E,272.26848368346543,C,A,83.71858458706839,E,0
Male,70,Homosexual,No,55.55227236663413,E,E,136.3720754894531,19.13226470214469,B,14.274870277449272,E,C,3.560102356845128,C,0
M,19,Heterosexual,Yes,47.976896228539715,B,B,-40.20517895645081,26.28846615832025,B,47.494679010738686,C,A,98.9061735389446,D,0
F,69,Other,None,-56.83989708923979,C,C,-32.521262059493,101.25384490135094,C,-81.66427387864364,E,C,17.166724483010167,E,1
F,71,Homosexual,Physical,-215.10232223404313,E,A,-235.4466462412853,-141.9637350931406,D,103.22758450983605,D,B,-2.5782743020901657,E,0
Non-binary,67,Bisexual,No,-6.179408225029313,D,A,16.96432338137786,-63.126807176637875,B,46.41508971572647,D,D,-133.45006443543372,A,0
Male,78,Other,Mental,-125.73371770785988,B,B,-4.122633714445967,88.69724508890114,C,57.18158662119094,E,C,155.29291934998622,E,0
Other,38,Other,None,-146.18564817147382,B,A,-27.457144315961195,46.7003353843502,D,34.23995404458607,C,A,-1.1612052594714655,B,1
Non-binary,78,Other,No,-149.70636794478304,C,A,81.79000900838105,-132.64959563535774,E,-5.57798874717912,C,C,-182.0291768197525,D,1
Other,59,Other,Both,19.447929340157415,A,B,-60.36874283780228,-103.72424847516388,C,57.315410750374255,B,B,130.89217313909833,B,1
Other,89,Other,Yes,203.09820326383087,D,A,86.64686662342343,-58.88151709429579,A,24.587193495910572,A,B,-193.10482943251856,D,1
Other,32,Bisexual,No,-22.919190311625176,E,A,-97.37114686845752,114.45658623586239,A,-75.34276075196139,D,E,-141.27453445684935,A,1
Other,50,Homosexual,No,-56.053892890585246,B,B,-154.84315774752804,-67.20151813956424,B,88.76543118349099,E,E,-123.89688660945252,D,1
Other,94,Bisexual,Yes,150.50359134772634,C,C,-124.85205020853918,-110.35122368317715,C,-99.82767284555865,E,A,119.07325847184656,B,0
M,89,Homosexual,Yes,208.9867048918629,C,C,121.53177486011286,102.57204423399166,D,-59.127480409728726,D,A,-110.85256838082731,B,1
Other,58,Heterosexual,No,-15.57865222184078,D,E,-145.83360859384558,-38.721789556730535,B,-129.23328673923243,D,D,95.03032837899784,A,0
Female,80,Heterosexual,Yes,95.4579300222266,E,A,113.40809389058666,-109.64569453200497,E,123.94467444440266,A,C,-135.34201892771637,C,0
M,95,Heterosexual,Physical,32.482346720285335,A,E,-41.32603993828554,33.74867455153623,B,123.80370895055233,A,C,60.67077531767077,D,1
Other,82,Bisexual,Yes,-40.20330236434822,D,C,118.92590275973858,101.14100458509473,E,52.38218345251886,E,E,39.671543545548644,E,1
Other,38,Bisexual,Mental,69.93107760880338,C,B,33.500037883082726,-2.555163573483459,D,12.22470669410973,B,A,-143.62024458740618,E,0
Other,85,Bisexual,Yes,-15.60295672168937,C,E,-127.40838268773607,-148.01185856806916,E,3.1238515228542902,E,C,157.38075893266392,B,1
Non-binary,74,Homosexual,Mental,6.121258523735255,C,A,-46.080837178427366,57.602510664666504,C,-62.30446710081665,B,A,-99.2857377136534,A,0
Non-binary,42,Bisexual,Mental,-10.353519837297,B,A,162.17031404686225,-191.3148622886158,D,-293.6555077360903,C,E,-116.63959445113971,D,0
Other,84,Homosexual,Both,100.78594793893512,B,B,-73.73234332664703,79.99946849924558,B,-39.76466667815796,B,C,-17.690196880255087,C,1
Non-binary,62,Other,Mental,-40.813521188454715,A,D,21.047543976997225,-16.18173497052373,D,23.391265070178765,C,C,-142.1974793289056,B,0
F,45,Homosexual,No,173.77479722949383,A,B,-88.39480038964044,-152.86190704225243,D,6.318559781839967,D,E,57.02776958417497,C,0
Male,24,Bisexual,Mental,49.12974967358661,C,B,-143.9764628657438,-2.1989757503871687,D,-43.9909904755116,B,C,132.57562016456907,B,1
Non-binary,83,Homosexual,No,-87.67852323301908,A,C,7.767240441087147,-142.52357091398335,A,11.668478053788377,D,B,23.195843542090167,E,0
Male,38,Heterosexual,Yes,99.10577578098835,D,C,64.42224546320303,-267.2497829873989,A,21.79150099921341,D,C,-83.22640024515576,C,1
F,20,Heterosexual,None,37.56517724813716,A,C,-7.816114096174696,-78.63039478796,C,-78.03399573026843,C,B,-133.29755768796915,B,1
Non-binary,25,Other,Physical,97.46972717234127,C,B,103.69519415767405,-124.19026592150783,E,-84.90122162605265,E,E,-115.15655394383992,C,1
Female,81,Heterosexual,None,-58.33874066005814,C,D,-60.27986842083107,-29.923097168713404,C,-186.76566102263186,D,E,221.07226566161896,D,0
Female,76,Heterosexual,No,43.21479062075719,E,B,45.3025374368164,122.21498534300565,B,140.84149518085482,A,D,-132.6290702252862,C,1
Female,27,Heterosexual,Physical,-77.43941386814171,E,E,32.63389507510021,87.92400122872111,C,7.850797172266629,A,E,-3.1507084536497776,E,1
Non-binary,87,Heterosexual,Both,25.911347488524267,A,E,13.852577318752424,-53.52582924462352,B,-20.97869169040964,C,B,99.42075819688836,C,0
Male,68,Bisexual,Mental,47.6550962016128,A,A,-147.14133644592812,-9.51075428935483,E,-66.53304898139383,D,E,-174.929268745736,E,0
Female,73,Other,No,29.646677563530844,C,D,-60.85561191627855,-65.12653413116668,B,290.0515425237364,E,A,82.14360160728917,A,0
M,41,Heterosexual,Physical,-52.02513358419976,A,E,-1.3689557434018955,200.47316840588317,A,12.748972673344985,E,E,-28.309345657389713,A,0
Non-binary,41,Heterosexual,None,-35.829228910886066,A,B,83.72144658094925,-115.07182201012706,A,-88.81965483185247,A,A,15.771853739646485,E,1
F,78,Homosexual,None,26.301873975230215,D,B,-76.68693803921597,-51.14943733530984,A,-115.77203630997481,E,C,149.9978874426351,D,0
Other,40,Other,Yes,215.29025298286913,A,E,-90.71201957876406,9.91532304510441,C,15.440931626709975,A,D,-23.0083944129639,B,1
Male,99,Other,None,127.63239116484169,D,D,166.99601854668805,63.405455709012045,B,-54.43176998423459,B,A,51.337960218012455,D,1
F,24,Other,None,223.2438112811264,C,D,-163.56368103136526,101.50156116513678,E,113.62566923159174,C,C,-25.601648601971515,E,0
Non-binary,20,Other,No,168.08297596244398,E,E,12.40181834911716,-99.98898811888282,A,103.06641623800277,E,C,-162.21802929225268,D,1
F,69,Other,None,-8.146800817150694,E,D,23.32168103346831,-86.06686107403006,C,-128.1053918231428,E,E,26.93815777850604,E,0
F,62,Other,Yes,48.0671083664423,A,D,-79.23694083366748,-17.385250259615788,E,-55.09482525853567,C,D,-100.65944551726605,C,0
Non-binary,88,Bisexual,Physical,-103.48244043563734,E,C,75.31546130012062,-72.45803638594917,E,177.22183135727192,A,A,37.51913042736221,B,1
F,56,Homosexual,Physical,30.658703637023788,C,B,-10.94641308801953,100.77076228039925,D,-5.064884172883053,A,A,-11.375371615636924,E,1
Male,48,Homosexual,No,-79.22505609186241,C,C,-86.41590868986026,-59.20019906673044,A,179.85336296435202,A,E,33.4510648179789,E,0
F,38,Bisexual,Yes,-85.94257827301213,C,D,93.24630352750222,-19.962039219242985,E,8.261699236016549,B,D,89.14331316671208,A,1
F,83,Other,No,105.99102038501628,E,C,13.2973866908104,-80.52817161418118,B,-107.68321520958094,B,B,236.36656773897636,D,0
M,26,Other,Both,-254.50353712056756,D,D,26.90927663295709,103.10435365111384,C,-152.21685510509474,B,C,-62.994599243061266,A,0
F,21,Homosexual,Physical,271.79052349510664,B,B,-116.95491544231729,3.026888467792312,E,8.980990524667849,E,C,-27.843960517843136,E,1
M,22,Heterosexual,None,-23.731778701918994,E,A,-144.42511152368937,8.167937573435958,B,10.002300935071666,C,C,99.7679400596938,B,0
F,49,Homosexual,Physical,292.5872059516267,B,E,-20.019203670665963,20.48429181997301,A,27.462674732944713,C,A,2.933891759631699,A,0
Non-binary,50,Heterosexual,No,152.33303603645828,C,C,-101.7417346670214,-174.575612296543,B,-51.50513859037348,E,B,-41.29574774779742,A,1
Other,34,Heterosexual,Both,-52.044925951085254,C,E,104.64021881991559,-56.14127386437646,C,202.86239444806603,A,B,41.46387078598487,C,0
F,92,Heterosexual,Mental,112.47195723273111,C,D,161.1754543835282,152.1092895786833,A,-201.3947494124117,B,C,-24.153591064780386,B,0
Male,65,Heterosexual,Physical,108.49019106099944,C,C,11.902355197853524,49.527195124801096,B,98.58349580570496,D,B,-186.26881902674253,A,1
M,61,Other,None,10.886568682350482,C,D,-29.583669810274337,-62.21540156573352,B,-36.32269146331127,E,D,-39.33970848968394,D,1
