disabled,country,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Yes,Germany,Bisexual,B,D,A,108.03548338393081,135.35370749921125,B,C,A,E,C,107.0860190872142,-161.30178626542892,-15.163782970919886,C,1
Physical,China,Heterosexual,E,C,A,127.31053587250776,8.414606652391843,E,D,D,B,D,-14.925140292195401,100.89654186305204,-41.24821423220415,C,1
Yes,China,Other,E,E,E,93.53028268463926,-142.63242551854987,B,C,A,A,C,-50.30770939779951,-9.106583803750347,-28.32268731695773,D,1
None,UK,Heterosexual,D,A,E,133.49250790672815,6.803635974329763,D,D,B,D,A,244.7662965531355,-65.30065177726993,17.86726596643208,E,0
Yes,Other,Homosexual,A,B,D,-247.68929589540915,-2.926356343955514,C,E,A,C,B,151.97323796162763,-122.10608579255944,-57.35443657506837,D,1
Mental,India,Other,B,B,B,34.12438514471174,103.74585855695189,E,D,B,C,A,-1.9748990191890956,-6.25595517522735,-58.11708212647058,A,0
Both,Germany,Homosexual,C,C,C,123.59579969042017,6.070335961923608,A,B,C,B,E,150.68132607580048,-187.19662593236507,-36.29149422723757,D,0
Yes,US,Homosexual,D,D,D,73.65116123059985,111.9684421347502,D,A,A,A,D,-75.29955392447914,-158.64535620945455,180.6463050856395,C,0
None,Germany,Bisexual,B,D,A,-74.24270778957231,28.249932243799737,E,D,A,D,B,118.70147592196014,-148.4447500093194,80.5284928656072,B,0
Physical,Other,Other,C,C,B,116.48528865645595,87.3304892473564,C,A,A,C,D,-99.50969261103539,151.16322689595748,35.45331185859103,E,0
Yes,Germany,Bisexual,D,E,B,50.221410803618646,-39.696223631612675,D,B,B,C,D,-78.4078781023345,-9.335371011095779,78.26885318939433,C,0
Mental,US,Other,A,A,C,-11.722029250323974,54.11355651122387,A,D,A,D,D,61.4868119543988,-32.39218092011682,56.877492119535674,A,1
None,Germany,Other,D,B,D,-51.225605938603415,6.151101999625253,B,A,C,E,C,18.50042572271689,-9.07660031741073,-103.21806763317416,D,1
None,Other,Other,E,B,C,159.31721194495432,129.87596737150358,B,D,D,B,D,-90.60329013820282,-12.089696610371337,6.838431321429946,D,1
Mental,India,Homosexual,A,C,D,263.37450229143417,52.511106554203245,C,E,D,D,B,-66.3650471457546,86.40937349729352,-7.340645761548991,B,0
Both,Brazil,Bisexual,D,D,B,-30.389457821455117,-79.55665941741749,D,A,A,D,E,-56.36833155474109,-107.82469092329822,32.88586255232085,E,1
Yes,UK,Bisexual,C,D,A,-16.84879653726903,4.692368873993537,C,B,D,B,A,-50.74148890787645,-168.98817166733798,-15.141703533503323,A,0
None,UK,Bisexual,A,D,C,157.6743830131465,186.27573285635668,A,A,B,A,D,140.57453492094908,-115.98064402336125,245.11754612786393,A,1
No,Mexico,Heterosexual,D,C,A,97.86503037307159,20.556237213934452,A,A,D,A,E,272.4736709102466,-111.18133733391899,92.82034550253955,E,1
Physical,UK,Homosexual,C,C,C,59.72863832553564,-168.3944221396923,A,B,C,B,B,46.07871421585934,-98.23095049343618,43.23053418200576,E,0
Mental,China,Bisexual,C,D,A,18.46565022499076,-133.4316451758166,E,E,C,C,E,252.8520985529545,221.8408013106338,-187.0195696169705,A,1
None,US,Homosexual,C,D,E,-250.17232217712865,111.68769932228541,C,A,E,A,C,38.409273745756764,-129.90887879999744,-86.87274918590495,D,1
Both,US,Bisexual,C,C,A,-150.18262004807528,0.04049660027109149,C,D,B,D,D,11.245173614014945,71.32585721047185,-80.442453692804,D,0
None,US,Homosexual,E,B,D,144.91325824300498,-37.04966801614329,C,E,C,E,B,24.739550714896584,132.93946936848607,-26.11540012722574,D,0
Physical,Other,Bisexual,E,D,E,-65.13370523166452,61.251658193397674,C,C,C,B,C,-5.522123036251182,-19.5634936122916,175.1022228575629,C,0
No,Germany,Homosexual,A,E,A,-91.91431508622892,61.275700529814294,C,D,E,B,C,-120.79411275193286,-249.5423258928208,-86.526138802007,C,0
Both,China,Heterosexual,D,E,A,-11.752445572352533,-45.71954703682521,D,E,B,B,D,-61.05628307512438,-14.488608416508516,-16.95515459585828,B,1
Yes,India,Other,B,C,E,88.16435905567481,44.70888137155809,D,C,B,C,C,-50.037517496105885,-5.765050866761518,-117.62998311056148,E,1
None,China,Bisexual,A,D,A,-43.66951274351585,-79.00335418401173,C,C,D,C,A,-122.64211342274045,69.52331615218397,29.060440377858,D,0
None,UK,Bisexual,C,B,A,-108.05221264679155,-111.03521917249654,E,C,E,B,D,-165.75179669087302,-91.52826306580789,-97.41909546761607,B,0
No,Brazil,Other,E,B,E,208.6565486284334,22.055315846359235,A,E,B,A,A,-99.50526657596428,-71.53821100569165,251.1663842615163,E,1
Yes,US,Heterosexual,E,D,E,-136.08451255749597,32.23230023108486,A,A,D,B,D,58.76257423247172,28.112467904878137,5.124170202187271,C,1
Yes,Mexico,Other,E,E,A,-132.37702376797364,-94.35353355071172,B,D,D,B,B,-91.99912746142958,-222.09765452113518,-11.378063035290536,B,0
Physical,Germany,Other,E,D,D,149.23471215487453,-153.78219390852223,A,D,C,D,E,-80.38135350849035,-24.104297118977836,-73.33775092855075,E,1
Mental,China,Homosexual,C,D,C,46.90152982824607,27.79393481576438,D,E,D,E,D,-41.59202910625076,84.15818967522732,-10.009137298913046,B,1
Yes,UK,Homosexual,E,B,C,67.69523897103664,-0.5189391879052718,E,D,A,D,A,-55.88629043662813,121.09302426988413,-66.6734992030545,D,0
Yes,Germany,Heterosexual,E,C,B,-124.8856922559935,63.93401282156713,C,E,B,C,C,-90.08401435888932,131.60576979814994,-68.34888531676776,E,0
Physical,India,Heterosexual,B,C,B,22.058508419152965,25.327513617320875,E,E,D,A,A,-184.74855428028727,23.644755236749564,57.38490964226348,E,0
No,Other,Other,B,C,A,-57.24899085963955,116.42176398689215,C,D,C,B,C,-32.001025670801546,-46.59595887574851,3.421788408375593,C,0
Physical,Mexico,Bisexual,E,D,A,118.40031494726573,-33.48260474784268,C,D,E,B,B,23.550644983278005,57.17353205727855,7.251877509873552,A,0
Mental,China,Bisexual,A,C,B,-3.027506188018968,148.87047659759068,A,C,D,E,E,-246.1793646352673,120.19744581334848,-225.91703716261665,A,0
None,China,Heterosexual,B,C,D,-34.38317325644723,-100.53928470742153,A,D,B,E,A,-26.772277696398415,27.166921477938306,178.90398142899576,D,0
Mental,Brazil,Bisexual,C,B,B,46.47078184471718,-100.47249310095772,B,B,B,A,B,61.745860352367956,10.94394549034381,86.54979371847372,B,1
None,Germany,Bisexual,A,D,C,-8.701953796704217,41.28249247623855,C,A,D,B,C,84.69673861031059,-72.65986031807749,-98.69808925059718,E,1
Mental,Mexico,Heterosexual,A,C,B,82.17497354704814,128.9445590130765,A,A,C,B,B,47.06436054824213,-78.14401368731558,7.288569527847779,A,1
Yes,China,Heterosexual,D,B,E,178.5304586819081,-28.59149109538332,A,B,A,B,E,-115.34445835936873,25.303523444754394,-131.93088990977387,B,0
No,US,Heterosexual,C,B,A,-97.5721026885482,45.278282647852336,C,D,A,B,E,193.5670265210647,99.825445068018,-2.341336349377804,D,1
No,US,Homosexual,A,E,A,-59.093997721115855,21.98715951041065,D,D,D,A,C,-40.33451872372328,62.549455439458924,-4.032260428536195,A,1
Both,China,Other,E,D,C,13.9224493487491,16.79151445454398,A,D,C,C,D,62.654387067334525,-9.016514162904961,-88.0698548657856,D,1
Yes,China,Homosexual,D,B,D,92.8242730691611,-12.684443530135509,D,D,D,C,D,-183.05243982913154,45.88730808116706,-102.20720642297825,C,0
None,US,Other,D,B,C,41.22361723361042,134.7806862576064,C,D,E,E,E,-13.275746183153908,-64.65427928575474,58.23170763228441,A,0
Yes,Brazil,Heterosexual,C,D,E,-205.1492448094308,-29.796253916775235,E,D,E,B,C,56.63371130468159,106.96761326984807,-134.0720498172277,C,0
Physical,Other,Heterosexual,E,E,C,3.3777406175114164,-68.09941339556467,D,D,B,B,A,-30.03061646537218,27.69184635399235,-143.96428577595054,C,1
None,Germany,Homosexual,D,A,D,-6.261671228264336,-47.713320176759446,A,C,C,B,C,-183.89963211329126,-121.01122037924381,163.32891147250973,B,1
None,Germany,Bisexual,A,E,B,-160.3997772451413,127.86031658977129,B,A,A,E,B,66.62442550478177,-36.36242901743264,-149.41627250047569,E,1
Mental,Mexico,Homosexual,B,D,E,35.19610987914342,-7.807333290427626,E,B,D,A,E,125.02236310759811,-20.78023980627605,-44.80625439620321,D,1
Both,UK,Heterosexual,D,D,D,164.7459024022546,-93.76824105987808,C,D,B,C,E,-36.43334301205629,-164.6609044042703,82.92052982105884,B,1
Mental,Mexico,Heterosexual,D,B,D,12.190302103722862,39.600725177146494,B,C,C,D,A,145.99886884089938,-76.22059017584543,-159.8997998748076,A,1
None,China,Heterosexual,D,E,B,-159.42738772531197,-98.71022375317234,B,E,C,A,D,95.8738475075022,189.46730125536024,-10.228892185421866,C,0
Yes,China,Bisexual,E,A,A,-20.282237699232088,6.6454720991411405,B,E,E,D,B,-174.24152198669685,-175.1543734690409,38.80463288095371,D,0
Both,Other,Heterosexual,B,D,B,27.42522438944154,-27.430489233962863,B,B,C,B,C,-87.61473434343625,9.35131942246529,22.06625090292395,A,1
Both,Germany,Other,A,B,E,-318.94871655644283,89.15854021257213,E,A,D,D,C,162.8432571563491,-262.3733139655994,60.82407765523562,A,0
No,UK,Other,A,B,B,215.4727794906005,67.66829643118912,D,C,E,A,C,-47.98785210129697,-105.0673925337022,25.49618220678953,E,1
Yes,UK,Bisexual,A,E,D,66.69448662054303,182.5727867344945,C,C,E,A,D,-130.3165404880158,-55.7236705189234,8.531873145199967,C,0
No,Mexico,Bisexual,E,B,C,-118.42760747742282,-30.24228289283508,D,E,C,E,C,127.92786461086372,-33.66388292827305,77.18216648270092,A,0
None,Mexico,Other,B,D,E,-56.45126758332915,181.7599311024543,E,B,C,D,E,101.18045838960705,-3.6451849379931014,-26.92775570532038,A,1
Yes,Mexico,Heterosexual,C,A,E,152.77243992143036,3.877211612831412,C,A,D,E,B,71.86943459920523,363.0229036528343,-13.009234808483114,E,1
None,Mexico,Homosexual,E,B,A,105.72295928684726,-121.94266170549272,A,A,D,E,D,22.02400848409429,107.12601992212352,41.86826528837364,C,0
None,India,Heterosexual,E,C,C,35.549168121454144,-13.884492894723191,A,A,C,B,D,-104.84127470835357,27.94089225585907,169.98468487455037,E,1
None,Other,Homosexual,E,B,A,5.271921612296452,112.09332627886342,C,C,A,B,E,133.48418141696575,79.3327108488753,59.032483662258365,E,0
Mental,UK,Homosexual,E,B,A,10.276706197191936,25.53729674488734,D,E,D,A,D,-12.384726432046413,-2.481889349254008,-26.41881839118413,C,0
Mental,Other,Bisexual,D,B,B,-3.7453089930091594,14.99845029302564,C,C,B,A,B,50.80998515816002,-79.22914321132403,43.753286041835636,B,0
Mental,Germany,Bisexual,E,E,E,-10.357354813891474,-41.09276033330671,C,B,A,C,B,13.150352958408773,-45.11018271376004,19.486915953824717,C,1
Physical,Other,Other,E,B,E,1.924657122296368,-64.63643179314509,E,B,E,C,C,101.96462085451195,-122.43071700093225,146.18644852097276,D,1
Yes,Brazil,Heterosexual,C,B,A,49.43263573236258,89.90522719605838,E,C,D,E,C,18.306152842678962,103.46672467646326,103.29822415838001,C,0
No,Brazil,Bisexual,C,D,E,-28.383809845140778,-56.682747771519274,E,B,B,E,A,93.21757735547772,224.17996916706136,13.012447311586243,C,0
No,China,Other,D,A,D,61.68468824043899,-29.275828587445734,D,D,B,E,A,-123.20274997605382,260.3508459184796,-67.74484085110738,B,0
Mental,China,Other,A,B,C,94.97354589125224,163.70680510199412,C,B,E,D,D,17.217542211743304,160.9022700143348,-32.38654860841268,D,0
None,Brazil,Homosexual,E,A,A,-58.112099044240296,-42.0092443850846,C,A,D,C,C,113.12360308065487,20.961305246908523,-10.277766493333123,D,0
None,China,Bisexual,E,D,D,102.38776180814048,-32.65383173424342,E,A,D,B,E,6.429531041759995,209.82018737829117,-91.7556842646024,A,0
None,Germany,Other,C,B,A,-118.3724134628503,93.40719585972704,D,E,C,C,A,5.67330705326803,-43.473850345113036,148.86795013651104,D,1
None,China,Bisexual,B,A,A,-44.41187342125286,-175.48444512533268,E,C,E,E,B,-53.684580796215265,125.00426288141198,98.60393616317342,C,0
Yes,Germany,Bisexual,A,D,B,62.322504126508925,132.12133210816955,B,A,A,C,B,-34.04807804634068,-36.83097418176985,221.66158889483393,A,1
No,Germany,Other,C,D,C,-10.495296593504598,-96.76230906942672,E,A,D,B,D,4.121440753290447,-0.2599993134725241,12.671687760780681,D,1
Both,Germany,Other,B,D,B,-44.53955562753784,75.04143601937552,B,C,C,A,D,19.995941920151974,-8.692201202386368,98.86180683970959,C,1
No,China,Bisexual,E,A,B,-77.28069244412355,-46.617152301649604,A,D,D,D,E,16.194628288000043,-162.68822379793679,51.304007518511185,E,0
Physical,Other,Heterosexual,B,E,C,-33.01939467554122,153.34155910804876,E,E,D,A,B,-130.8406498094816,-40.02717365500424,19.347776626426686,C,1
Physical,Brazil,Bisexual,B,D,C,189.75204181895057,38.34207683182835,C,E,E,A,E,-72.48392572608869,-22.90668809202718,89.34254314547265,E,1
Mental,UK,Heterosexual,D,D,E,-74.46914078645001,-161.2316435077862,B,C,E,E,D,105.46596329753235,107.33051658720044,-41.56162815262714,E,1
Physical,US,Bisexual,B,A,B,-57.827263054656,80.58406638974986,B,C,E,D,E,-145.08529858699248,53.37412186055596,-85.56072181780101,A,1
Physical,China,Heterosexual,B,D,E,57.78467714334643,-13.00563942079736,C,B,A,D,D,-58.83238431779149,13.523999628592435,-94.47971939802117,C,0
Mental,Mexico,Bisexual,E,E,B,171.94587722465369,151.48895693509834,C,E,A,B,C,88.2055811827613,-51.371787249513915,144.61590448751176,C,0
No,Germany,Homosexual,D,C,D,-161.33986344975767,206.50814400605196,E,A,B,A,D,-34.31118611593047,317.3160964368931,-13.6679593249999,E,1
Mental,China,Other,B,A,B,85.53484436489155,-7.148951526605749,D,A,A,E,C,42.332960052909996,112.93378863718311,-0.5596743318634656,A,0
Physical,UK,Homosexual,E,C,E,90.65776832368178,76.60223605530724,A,D,B,A,D,-66.22248593526338,2.8390818132502496,-75.05229691542975,A,0
Mental,Germany,Homosexual,A,D,B,-135.0607031615685,95.86650214842317,A,C,B,C,A,-97.65260046883253,-92.6491814421069,-132.0883451903669,B,0
None,Germany,Heterosexual,A,E,D,-164.98168133839545,-125.20428346331327,D,D,A,A,E,68.80524010113564,7.881614664389866,6.3213140429234205,C,0
Both,UK,Heterosexual,B,A,C,-28.253602193799583,-63.26231737841111,C,C,E,C,A,-76.76334304468286,-50.98570219222764,132.9878822765741,D,1
Both,China,Other,E,B,E,3.2235590310101454,107.35516340917455,C,C,A,D,C,-268.957740679102,-144.19808033702358,-12.046517548312279,D,0
No,US,Heterosexual,B,C,E,-66.47125976465766,-130.09994152332624,B,B,D,C,A,23.63426945315682,-66.44448930760892,-162.8559448877109,D,1
Both,India,Bisexual,B,D,A,93.4135564879966,-31.58452087278506,E,E,B,D,C,244.0624780961764,102.75279366735921,54.576569621205394,B,0
No,Brazil,Other,E,A,A,79.56686398235905,26.372275308720656,C,E,A,A,B,65.41401034082175,-79.31130136910318,-134.18187485179436,D,1
None,US,Homosexual,A,C,C,-23.250557833488443,-0.28020492901629174,E,B,D,B,B,-94.51621222458243,68.25143824834588,51.22745688761415,D,1
None,China,Heterosexual,C,C,A,119.35799278268702,-94.79215987760806,E,D,C,C,A,-8.511150447979643,157.6119456481415,198.5062818899346,B,0
Physical,US,Bisexual,C,D,C,-96.16958426197081,137.33997559579583,E,A,A,B,D,4.283374297762905,-72.5790080862391,129.53855741292247,B,1
None,Mexico,Other,D,A,A,-41.63950359743702,27.71714195213383,C,C,D,A,D,102.24914209628383,79.38142400636951,-95.51395703722702,C,1
Physical,Germany,Heterosexual,D,D,A,82.86500869223869,77.12109941601032,E,C,E,D,A,57.03670601847497,150.3603322182283,-16.650004696487663,A,1
Physical,India,Homosexual,C,C,B,-59.42358268910325,-97.65332242693788,D,A,D,C,C,60.57827004446652,136.3468819715143,-21.270380195024202,E,0
No,China,Bisexual,A,C,E,112.47611059950813,-214.78252362238578,C,A,D,B,C,20.173294671314334,58.91640664690735,-2.2327785576428854,D,0
No,India,Other,B,E,E,120.33794173468995,-153.3817602616305,E,E,C,C,D,-51.68595383849577,-130.28427542284038,139.4869237512165,A,0
No,India,Other,C,B,D,-266.0520208495201,-126.58912618555014,D,A,D,D,E,-9.573880325373885,57.89010175175693,-71.4629069845954,A,1
Mental,India,Homosexual,A,D,A,-90.00433115480786,-88.32009566775169,D,E,E,E,C,179.78501118189857,-47.57649667926277,-11.010766360136218,E,1
No,US,Bisexual,D,B,E,-8.310986735950902,144.2875735503436,A,C,A,B,B,63.18036450176625,-76.65927957177111,178.20514248455152,A,0
Physical,China,Homosexual,A,A,A,-47.7174716134846,33.03399386960816,C,A,D,B,A,137.19088467950792,-127.5142203863537,-50.15726845873019,C,0
No,US,Bisexual,C,B,C,-9.466972272911923,-26.263343856978427,D,C,B,C,B,47.23059040807096,7.119674214800729,-51.00987181760998,E,0
None,UK,Bisexual,E,B,B,107.4088898040417,-29.780887827741786,D,D,B,C,D,-148.29333133228718,101.75863302384494,79.34329220846391,A,1
Physical,UK,Heterosexual,E,E,D,-176.15469965803558,22.839904693099307,B,A,B,E,E,-114.24029365703869,30.22140642776423,-56.3093553429734,B,0
Yes,India,Bisexual,E,D,D,70.6013764502006,89.09418804011842,E,D,C,A,D,-29.698945331697608,49.33136150057158,-9.353723827518861,D,0
Yes,UK,Other,E,E,C,-66.52792781766655,33.84954650456354,E,C,C,B,A,-6.7043979207016875,-43.381161956873285,68.46493272172366,D,1
Yes,China,Bisexual,C,E,A,40.648833542468154,18.275867685937346,B,B,E,E,B,-43.181358527810026,19.215554784097893,-31.786360963359712,E,1
None,Other,Bisexual,B,E,D,79.00468090447986,110.31217555492883,D,A,A,B,D,-69.90658928565905,-45.469418425048424,-144.07095048998474,B,0
None,UK,Homosexual,D,E,C,-3.402354910855152,-62.56408295068729,C,C,B,C,A,-5.074669660222348,51.1899624377162,-189.4313838195277,C,1
Physical,Germany,Bisexual,B,A,B,30.86459899456937,91.25759656253713,A,C,A,C,C,31.554226632203036,-91.88031900556034,44.277052066221536,B,0
No,Other,Homosexual,E,D,C,-3.7071385520628883,-144.05792750949828,C,E,B,A,E,89.95033925321285,97.30815637288237,146.09763786398554,D,0
Both,UK,Bisexual,B,A,C,93.613317086129,112.23404641307337,D,D,C,A,A,15.113155323343918,-260.45439080021316,79.40808907661636,B,1
No,Mexico,Heterosexual,E,E,D,-78.80462647593231,-80.72582772109284,D,A,C,B,E,35.39405261698367,101.40579909088375,86.93763405744726,C,0
No,Germany,Bisexual,A,A,E,-44.33795812097297,105.40213059847545,C,E,D,A,D,-66.44533600040268,-29.50023808090545,-194.89136395351497,D,0
Physical,China,Homosexual,C,C,E,62.702667993144914,105.86576183863596,D,A,B,B,C,190.23707269316859,43.82812160342965,265.6720729011938,B,1
Physical,India,Heterosexual,E,E,B,30.366805927555674,98.61655822433525,B,D,E,D,E,-111.71696228027135,-7.68553418412868,116.58753532315163,C,1
Mental,US,Heterosexual,D,B,D,-57.663972041709386,247.19775352578984,E,A,C,B,B,106.60651491584862,-109.71893858335477,-0.38746995038973964,A,1
No,UK,Other,D,E,E,-1.6897641440014124,-81.50204605472118,B,D,D,E,C,-108.1009112610269,238.5792947476424,-115.46229706059974,B,0
Physical,UK,Bisexual,C,B,D,48.82385886645615,22.220450101938823,E,C,B,E,D,-47.99327849171813,48.740230810977735,81.26889998108719,C,0
No,Germany,Homosexual,C,C,E,-101.14298358408409,-75.8399593983228,D,E,D,D,C,-58.012889999093595,-12.38136073620609,-81.12737646656178,A,1
None,US,Other,C,D,C,41.08207002363583,-14.551838614139564,C,B,B,B,A,9.517310924479386,88.5031945247805,90.71115578458456,E,0
No,Germany,Heterosexual,B,C,D,117.73304123188433,95.95291037686445,A,C,C,A,A,172.84021271855408,-110.96511858989355,-43.409428253764645,E,1
Both,UK,Bisexual,A,D,E,-193.1156070407771,5.951046565379467,C,A,A,B,E,-73.78828992622228,-48.54168068204319,50.67503522793323,E,0
Mental,Other,Homosexual,C,B,D,127.96524062113556,57.123187647197746,C,D,D,B,E,-78.24877252257639,-63.071693301379696,-30.575054437858274,A,0
Both,Other,Heterosexual,D,E,A,44.85961340982585,16.941471408539194,A,C,C,D,B,-142.76587816688607,-0.06798639463274965,-22.982552981802904,A,1
No,Germany,Heterosexual,E,B,C,49.21088259739703,-211.4287248093241,D,D,A,B,A,-64.02089855727493,-105.67344988279417,251.86785117554305,E,0
No,Mexico,Bisexual,B,A,B,2.8920468974249496,-14.330873431437332,A,C,D,E,B,220.31518323976184,-122.16340887211989,119.58404899984542,B,0
Mental,Brazil,Heterosexual,C,B,D,-43.85351922397345,76.22342604180992,C,D,C,A,E,101.85868073447027,-166.84057505971776,-105.37942066692119,B,0
Physical,India,Homosexual,E,C,B,-54.52101809780613,-92.58853396607157,A,B,B,C,A,-215.74077246739756,54.73410404781697,-201.02442076995564,A,0
Yes,Brazil,Other,D,B,E,-124.07530794623295,-84.5648433484002,A,D,C,B,E,48.95402869776284,95.94676209748077,7.988969734390933,E,1
No,US,Other,B,A,C,52.52513181864257,79.933127967732,A,B,C,B,B,-51.74621136622156,-16.135151123599435,-84.1806010861118,E,1
Both,Brazil,Heterosexual,E,C,A,-20.64247017905429,-110.8603174377937,A,D,D,E,A,-25.44478993185986,143.55710891443798,-48.78715000201979,B,1
No,US,Homosexual,D,C,C,-12.076322006447535,-148.8556470299264,D,B,B,A,E,65.2626693472165,39.743922519483334,39.8790928252315,B,0
Yes,China,Other,A,A,E,38.88145513280416,126.36715459412062,C,E,B,C,E,-16.388514195980015,61.22642875679046,-128.0652315766422,D,0
