Veteran,Nationality,orientation,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Non-Veteran,Mexico,Other,51-65,C,C,-19.538461780886106,C,B,-147.8576816262048,0
Non-Veteran,Other,Heterosexual,36-50,B,A,-108.8028049763107,D,D,-147.30742397580886,1
Non-Veteran,Germany,Other,51-65,C,A,12.84483061526027,A,A,-104.87450580979625,1
Non-Veteran,Mexico,Heterosexual,65+,A,E,32.25093866875986,B,D,75.87804488177625,1
Yes,China,Bisexual,65+,C,D,6.370111160628475,E,D,-101.82768127066709,1
Veteran,Germany,Other,36-50,D,A,-77.33384987002441,A,B,-5.105058049652015,0
Yes,Brazil,Homosexual,65+,E,C,68.2896980283304,E,A,-151.97542457221132,0
No,Other,Bisexual,65+,B,A,58.82294827796854,D,E,36.44712022509833,1
Non-Veteran,Germany,Bisexual,26-35,B,D,-113.35664676436056,B,D,-43.60416734173411,0
Veteran,India,Homosexual,36-50,B,A,182.75069864086024,C,B,92.8087155440247,1
Veteran,China,Bisexual,18-25,B,D,-80.2604813606774,C,A,15.752887174851063,0
Yes,Brazil,Heterosexual,51-65,E,D,66.05491657660878,A,C,60.98011846737143,0
Veteran,Mexico,Homosexual,65+,B,A,63.01429788138437,A,C,-127.5501085119346,1
No,Other,Other,51-65,C,C,-111.2839142492563,E,E,-97.31326022776379,1
Veteran,UK,Bisexual,26-35,C,E,-34.310591533199975,D,E,75.84886300766392,1
No,Other,Heterosexual,51-65,A,D,58.57616885578258,E,B,-106.27352603966096,1
Veteran,UK,Bisexual,36-50,E,B,214.8106066093424,C,A,169.4522111237199,0
No,Brazil,Other,26-35,B,C,-106.47464269907765,E,E,-50.65665660089353,1
Veteran,Brazil,Other,65+,D,C,125.50429439953055,D,C,68.13099724447109,0
No,Other,Homosexual,36-50,C,B,-109.48172244203514,B,C,40.94155356218667,0
Non-Veteran,Other,Homosexual,18-25,A,C,30.612730448113794,A,C,-13.784883202743723,1
Veteran,Brazil,Homosexual,65+,E,D,-61.81398748623499,A,D,-73.80312970570458,0
Non-Veteran,India,Homosexual,65+,D,E,-56.88134312192562,C,C,-102.33232226674131,0
Yes,Brazil,Bisexual,26-35,A,C,-102.2091471733104,A,C,-64.04862629861658,0
Yes,China,Homosexual,18-25,A,D,-23.4868112829872,E,D,-11.667363619241664,0
Yes,Other,Other,36-50,B,E,51.64186663156516,A,D,-21.366504249614707,1
No,Germany,Bisexual,36-50,B,A,74.63610000336124,E,E,117.4935894226309,1
Non-Veteran,China,Homosexual,51-65,C,C,-50.75221528155186,E,A,-149.45682561559545,0
No,Brazil,Homosexual,26-35,D,D,-6.484119323672687,B,C,-56.58599281616603,1
Yes,Brazil,Heterosexual,51-65,D,C,94.60688469162535,E,D,-111.70367501158445,0
Yes,Brazil,Heterosexual,18-25,E,D,43.790647345577035,B,B,-26.374022029926586,0
Veteran,US,Homosexual,26-35,D,A,47.44258053438282,E,A,22.629387476919536,1
Veteran,China,Heterosexual,36-50,D,E,-17.442370221136294,D,A,-233.85952873714535,0
Veteran,China,Heterosexual,26-35,B,B,-64.83205908638561,A,A,-56.795490916319395,0
Veteran,India,Other,36-50,C,D,-11.147118645048332,C,A,214.15452762411903,0
Yes,Brazil,Other,65+,C,C,70.48083715458975,D,B,-138.6356448838097,0
Yes,Germany,Homosexual,65+,D,D,-42.76620280738378,B,D,-140.15886373789422,0
No,China,Homosexual,18-25,E,E,-6.663692568663499,D,D,-68.26840983230376,1
Veteran,UK,Other,36-50,A,E,132.18935874436033,C,C,-18.47490280525721,0
No,US,Heterosexual,65+,E,C,-73.86936301754685,C,C,14.11205703408662,0
Yes,Germany,Homosexual,65+,D,C,-13.112464953023476,C,D,2.3094268202183508,0
Veteran,India,Homosexual,18-25,A,C,-42.58923259344652,E,B,130.7865313262647,0
No,Brazil,Bisexual,26-35,C,D,34.09858456293904,B,C,41.64576760564578,0
Non-Veteran,India,Homosexual,26-35,B,C,-287.3799599122451,C,D,66.39674144055712,0
Non-Veteran,China,Other,26-35,B,C,-57.22615595877549,C,D,49.08967791653103,0
Yes,UK,Homosexual,51-65,D,B,-293.43979082296397,C,D,156.41247454063705,0
Yes,India,Heterosexual,51-65,B,E,11.850396724128577,C,C,-68.44918049798711,0
Non-Veteran,Other,Homosexual,51-65,C,A,-113.99066310351473,A,B,60.21172456362004,0
No,China,Heterosexual,26-35,D,D,22.41269355501837,D,C,33.14861982425381,1
Yes,Other,Bisexual,51-65,B,D,-44.7125739952712,E,D,-73.79819548779405,0
Non-Veteran,Germany,Other,51-65,B,A,-61.62152030627192,E,C,144.0256056024732,0
Non-Veteran,Mexico,Bisexual,36-50,E,E,-105.59237039902855,D,E,-2.4175926138880137,0
Yes,US,Heterosexual,26-35,C,C,-57.25354550195698,D,D,-200.04575583169682,1
Non-Veteran,Mexico,Other,51-65,C,A,109.70629510426164,D,C,61.84796219907545,1
Yes,India,Other,51-65,E,A,77.18516483153518,A,E,76.02379059496064,1
Non-Veteran,Mexico,Homosexual,36-50,A,A,-108.64245543303493,D,A,-84.16697021752411,0
Veteran,Germany,Other,51-65,D,B,136.13875311124838,D,C,76.73745352184088,0
Non-Veteran,Germany,Other,18-25,A,C,82.90588963830233,A,D,124.4139815530001,0
Non-Veteran,Brazil,Bisexual,65+,A,E,100.72173214339988,B,C,-102.20227428330777,1
Yes,Other,Other,18-25,D,E,-87.71516120163592,A,B,-61.381472290634555,1
Non-Veteran,India,Heterosexual,51-65,B,E,-37.32567144400915,B,D,-122.92899661253578,1
Yes,China,Bisexual,51-65,B,E,-275.53690867038887,A,B,-27.248208299546917,0
Yes,US,Heterosexual,36-50,E,A,-66.03546438498623,E,B,-82.94782522721897,1
Yes,US,Bisexual,26-35,B,E,-19.756340389694284,D,E,5.828881154030017,0
Yes,India,Other,65+,A,A,-98.73792731824231,E,E,34.632936699601096,1
Veteran,Other,Bisexual,65+,D,E,-95.48975369196278,D,D,-203.76735664015504,0
Veteran,Brazil,Homosexual,51-65,D,B,76.72392491844026,C,C,16.514972707953447,0
No,China,Homosexual,26-35,B,E,188.9083201332562,D,C,-177.83900803509965,1
Non-Veteran,US,Bisexual,26-35,A,D,32.20531296168237,A,B,-80.96227533769913,0
No,China,Bisexual,65+,E,C,-139.54933144970352,C,D,158.81572731875931,1
Veteran,China,Other,26-35,E,E,-4.055801953729864,E,A,-26.24917694051609,0
Yes,UK,Bisexual,18-25,C,E,31.70233272179396,B,C,-86.32333274064989,0
Veteran,US,Bisexual,51-65,B,B,-13.659721471624616,C,D,-127.27853409718522,0
Non-Veteran,Mexico,Bisexual,51-65,E,B,190.91043288072106,C,E,55.89293778179735,0
Veteran,Mexico,Other,26-35,A,E,106.73667382719643,C,B,-98.07014907344696,1
Veteran,UK,Heterosexual,36-50,D,C,-71.50067260333404,D,C,21.25255400389319,0
Veteran,US,Other,65+,C,B,-82.91814277026093,B,E,-31.77011006388893,0
No,Mexico,Bisexual,36-50,B,D,175.99685585751698,D,B,137.53073392787897,0
No,India,Bisexual,26-35,D,A,64.63185687296722,B,A,39.19625331426568,1
Non-Veteran,India,Other,65+,E,C,90.70165735036892,C,D,-68.63447412377333,1
Veteran,China,Other,36-50,D,C,99.25317463894814,E,A,-37.212791202443725,1
Yes,India,Heterosexual,18-25,D,A,-167.47411222066432,E,E,-17.654719893361687,1
Veteran,India,Heterosexual,26-35,C,A,-92.89741533814345,E,D,-208.35291150353137,1
Non-Veteran,China,Homosexual,65+,D,A,-30.78239163930071,E,B,-69.2305531560078,0
Veteran,UK,Homosexual,65+,C,D,170.51335036767153,D,C,18.592170506496338,1
Yes,US,Heterosexual,65+,B,D,42.806174128391596,B,C,146.18152049984698,0
Non-Veteran,Mexico,Bisexual,65+,C,D,-37.103070206149916,D,E,-54.94423375025153,1
Non-Veteran,UK,Other,65+,D,D,187.52930911681815,C,A,33.96061061209892,1
No,India,Bisexual,26-35,A,D,104.01927596777578,B,C,-4.228431518360537,1
Yes,Other,Homosexual,65+,C,C,-145.28054328079784,C,D,-53.34246967140185,0
No,US,Heterosexual,65+,D,B,-9.040629960986344,B,C,44.55314756286343,1
Non-Veteran,Germany,Bisexual,51-65,C,B,-53.383581130221444,E,E,-25.852728469120645,1
Non-Veteran,China,Bisexual,65+,C,C,88.29020183939178,B,B,0.30621866712844625,1
Non-Veteran,Other,Bisexual,26-35,C,D,25.447438409319062,E,B,36.59106936749013,0
Non-Veteran,US,Other,36-50,C,C,141.31489589516136,A,B,-7.5498444490534045,1
Veteran,US,Homosexual,65+,A,D,7.629020502584617,A,E,-142.96112003123696,1
Non-Veteran,UK,Homosexual,36-50,C,E,-173.3213943087741,D,A,41.19156680809908,1
No,Mexico,Bisexual,18-25,E,B,32.42243913270489,E,B,-106.50907576236526,1
Non-Veteran,Germany,Other,36-50,B,E,14.625715080561882,A,A,-25.818083050572426,0
Yes,Brazil,Bisexual,51-65,D,B,54.46271897682632,A,A,70.94157717316787,1
Non-Veteran,US,Bisexual,51-65,E,C,-71.81665512596635,A,C,-86.21383672329536,1
No,China,Heterosexual,65+,D,C,12.341764467001495,A,D,131.39928134832692,0
Non-Veteran,Brazil,Bisexual,18-25,B,C,-34.160149942164765,B,C,96.95719915806377,1
Veteran,Other,Other,36-50,A,C,157.65574741575804,A,D,-46.590850965779836,0
Non-Veteran,Germany,Bisexual,65+,B,B,101.72762031568242,A,D,-129.9419015803693,1
No,China,Heterosexual,36-50,D,B,83.03536399811627,E,D,-177.09896045878625,1
Non-Veteran,China,Bisexual,65+,C,C,69.85691535888421,E,C,39.624553407849405,1
Yes,India,Homosexual,65+,C,D,59.64900050132501,E,A,-24.275968826032262,0
Non-Veteran,UK,Heterosexual,36-50,C,C,80.08265994634928,E,C,154.47344241948468,0
No,Mexico,Bisexual,18-25,C,B,-7.666712456007333,B,C,11.516374750005266,0
Non-Veteran,Other,Bisexual,18-25,E,B,100.67074476742215,E,A,-39.12669209985055,1
Yes,China,Homosexual,65+,C,A,-188.22532178256552,B,C,118.41943601804073,1
No,China,Heterosexual,36-50,D,D,61.48411584245418,E,A,-2.3558457574667986,0
Yes,Germany,Homosexual,36-50,B,D,76.45489247623318,A,A,33.7536913066782,1
Non-Veteran,Germany,Bisexual,51-65,A,A,-306.17570621238434,D,B,47.463120545840944,0
Veteran,Other,Other,26-35,C,A,119.68764222079076,E,E,37.3644646302495,1
Non-Veteran,Mexico,Heterosexual,26-35,A,C,66.72274883437292,B,B,-16.324330852586407,0
Veteran,India,Heterosexual,51-65,D,A,-86.57305340625355,D,D,-210.22207505155427,0
Veteran,Mexico,Bisexual,26-35,B,D,-13.871790261938632,E,B,246.16450365259328,1
Yes,Brazil,Bisexual,18-25,E,E,60.75091161494759,B,A,25.353528041565742,0
Non-Veteran,Other,Other,51-65,C,D,-3.196277069952522,B,C,20.539478955362988,1
No,Other,Heterosexual,51-65,B,D,-70.83174088882312,D,E,34.23137804447601,1
Yes,UK,Heterosexual,51-65,C,A,113.9615621191844,E,D,-41.62149072576668,1
Yes,China,Homosexual,65+,D,E,56.51966265877356,A,A,41.921996459168554,0
Yes,Mexico,Heterosexual,65+,C,A,-6.63234795309228,E,B,-132.49056591009986,1
No,Germany,Heterosexual,51-65,A,B,22.817610124902373,E,E,121.68846219671445,1
No,Brazil,Heterosexual,65+,A,A,16.17770629150293,D,A,-23.258624672552166,0
Non-Veteran,UK,Other,26-35,B,B,23.265798694222042,A,E,-111.27498619471787,0
Non-Veteran,Germany,Other,26-35,D,B,51.59710345797984,A,B,70.38914703455632,1
Yes,Other,Heterosexual,65+,B,E,236.61944607165645,C,D,43.39164062809449,0
Yes,Germany,Homosexual,51-65,D,B,-160.8730495606613,C,D,-20.763876347988102,0
Non-Veteran,Mexico,Homosexual,65+,C,E,-84.3357090431472,E,B,-191.2043017066418,1
Veteran,Other,Other,26-35,C,B,40.27575147209211,D,A,-36.62706990997554,1
Non-Veteran,Mexico,Other,65+,A,C,2.67814037100593,D,B,-108.3042788562636,1
Veteran,UK,Bisexual,26-35,C,D,127.95686698879767,B,E,-30.16648213289711,0
Yes,Germany,Bisexual,65+,B,E,69.35168791445545,A,A,-60.681857246319105,0
Non-Veteran,Brazil,Heterosexual,65+,E,D,127.6162911027137,D,D,10.512746848630465,1
Veteran,UK,Heterosexual,65+,D,A,-69.90966480198728,E,D,-115.78743803555065,1
Yes,US,Other,26-35,D,D,87.10538709271512,B,A,1.7315445154452398,0
Veteran,US,Homosexual,18-25,E,B,-65.06674208798147,B,E,-136.73725864323464,0
Veteran,India,Heterosexual,36-50,D,C,-29.49997485765237,D,C,9.163893682180085,1
Non-Veteran,Other,Homosexual,18-25,C,A,240.82408566468007,E,D,25.998750980402768,1
Veteran,Germany,Heterosexual,65+,E,D,5.781430281711538,D,C,19.07385441927339,1
No,Brazil,Heterosexual,26-35,E,B,-38.17298586637885,B,C,57.96840685117818,0
Veteran,UK,Heterosexual,18-25,B,A,10.012166968869208,D,A,33.10070724379843,0
Non-Veteran,Other,Homosexual,51-65,A,E,80.84670409411501,A,E,130.39845668428532,1
Yes,China,Heterosexual,26-35,B,D,-127.87535837460328,E,B,61.87868833627045,1
Veteran,UK,Other,65+,E,E,-81.88437106636754,D,D,7.74003853861302,1
Non-Veteran,Other,Heterosexual,36-50,E,C,-52.85675422428318,D,B,250.18501749082884,0
Veteran,Germany,Bisexual,26-35,E,E,-70.63900338275946,A,A,94.52348640254503,1
Non-Veteran,US,Homosexual,65+,A,E,86.6970022036327,D,B,-189.9183284885392,0
Veteran,Mexico,Other,36-50,D,E,25.66427102630676,E,C,144.76961711707548,0
Yes,Other,Other,26-35,A,C,-74.23976599551577,A,D,84.03851788986907,1
Veteran,Other,Homosexual,18-25,D,E,160.25223580116864,D,E,-117.38529530381558,1
No,UK,Bisexual,26-35,C,C,-107.9112848384862,D,D,25.891082055320307,1
Non-Veteran,Other,Bisexual,36-50,E,B,36.26997193536658,B,E,78.7799011543361,0
Non-Veteran,Other,Heterosexual,36-50,B,D,76.94454916862053,B,A,43.400845150749035,1
Yes,US,Heterosexual,36-50,D,D,10.846134683824083,E,D,20.9339312597389,0
No,India,Heterosexual,18-25,B,B,3.15506642640319,E,E,-161.4284369234205,0
Yes,Mexico,Bisexual,51-65,C,B,58.03950099104247,E,E,52.1835981102584,1
Veteran,China,Bisexual,18-25,B,D,-70.66469365221027,D,B,21.860562495306862,1
Non-Veteran,UK,Heterosexual,51-65,A,B,-5.085078142802137,D,D,-52.17770939693204,0
Non-Veteran,Other,Bisexual,51-65,C,D,-68.1201912386888,C,E,213.47838915489993,0
Yes,India,Heterosexual,65+,A,C,-42.118155676290826,C,D,-88.6582992780437,0
Non-Veteran,US,Other,65+,C,E,11.365963431863362,D,C,25.982239043596717,0
No,UK,Bisexual,51-65,C,E,-24.96471136720909,C,C,5.644879280317782,0
Yes,Mexico,Heterosexual,26-35,A,D,2.507914299951761,E,B,68.75561465493247,1
Veteran,Germany,Other,65+,E,E,41.21073203218821,D,B,-102.76575171212853,1
Non-Veteran,Germany,Homosexual,26-35,A,B,-11.492650516568007,D,D,45.29585113196786,0
Veteran,Other,Homosexual,18-25,E,D,-77.73786738038282,C,C,113.30840111138305,0
No,Brazil,Heterosexual,18-25,D,A,37.56850716908582,D,B,45.14173045819299,0
No,US,Other,36-50,D,B,41.02646615238946,C,D,-6.463746508354143,1
Yes,China,Homosexual,36-50,C,A,-55.57851461272123,B,C,-132.42352708764517,0
Non-Veteran,India,Heterosexual,51-65,B,C,-109.73047254701798,C,E,67.58559729465927,0
Yes,China,Other,18-25,E,B,5.027543504004109,C,B,74.40821271162538,0
No,India,Homosexual,18-25,C,A,58.540261725361965,D,B,-59.89257661503748,0
No,Germany,Homosexual,18-25,E,C,6.562017316601137,E,D,25.33167215481511,1
Yes,China,Other,65+,A,C,121.37141510909954,C,A,118.79738352689533,0
No,Germany,Bisexual,36-50,A,C,-39.46433406862825,D,C,-93.98735322986525,1
Yes,Germany,Homosexual,36-50,A,C,54.77796673121823,E,C,89.30638069402647,0
Non-Veteran,Brazil,Homosexual,18-25,D,E,-81.79502355866278,C,B,-54.608568173275884,1
Non-Veteran,India,Homosexual,18-25,B,D,-158.89148767561866,D,E,-62.27629991192124,1
No,India,Bisexual,65+,B,E,-351.81893131323363,E,C,20.73886275538739,1
Veteran,UK,Homosexual,18-25,A,C,155.81225967099152,C,A,-71.23578320864678,0
Veteran,Other,Other,26-35,C,E,2.077222991735078,A,C,-85.843765676308,0
Yes,Other,Other,51-65,A,E,107.49993967350468,A,A,19.154801398079826,0
Veteran,Other,Bisexual,26-35,A,B,79.24666629591512,B,D,-48.2331432307511,1
Veteran,Mexico,Other,26-35,A,B,83.97509946186176,E,D,139.71741449891567,0
Yes,Other,Bisexual,26-35,A,B,69.06712275389036,C,D,84.8791083151039,1
Yes,Mexico,Bisexual,26-35,D,E,-112.91926159459949,A,B,-95.60525138102403,0
No,China,Other,26-35,B,C,115.657755063837,E,A,-40.17253594049671,1
Veteran,UK,Homosexual,36-50,B,D,142.36262618590158,B,A,30.866313739065372,1
No,Mexico,Bisexual,26-35,D,B,13.992327841395607,D,D,-45.86678545289565,1
Non-Veteran,Other,Heterosexual,18-25,E,E,62.44996159568511,D,B,-112.03969252927122,0
Yes,UK,Other,65+,E,C,-93.65467467527392,D,E,-46.72984505605696,0
Yes,Brazil,Homosexual,65+,D,D,-227.33039304423573,B,B,75.41154165262654,1
Veteran,India,Other,26-35,D,B,-140.12694077408065,B,E,-111.93519592491717,0
No,UK,Heterosexual,26-35,A,E,-49.69000509759273,B,D,-13.524602922976758,0
Veteran,US,Heterosexual,26-35,B,A,-121.13087009783834,A,D,-81.68917374620261,0
No,India,Bisexual,36-50,D,C,-55.092668991342705,B,D,47.42516164919066,1
Veteran,US,Heterosexual,26-35,B,D,-89.17467736591695,E,B,48.411732301779054,1
Non-Veteran,India,Heterosexual,18-25,A,C,-7.6010119939534935,A,A,48.93454225427185,0
Veteran,UK,Other,65+,D,C,101.11580844666157,A,C,-10.150727282004082,0
Non-Veteran,India,Bisexual,36-50,B,C,51.79615111863679,E,B,57.76375423963065,1
Non-Veteran,Germany,Homosexual,26-35,B,B,-106.82501623664209,B,D,24.36808016637438,1
Veteran,Other,Bisexual,26-35,D,B,121.46642048336017,C,C,101.80474359452182,1
Non-Veteran,US,Heterosexual,51-65,E,B,3.9730590008886133,E,A,-184.9865845241584,0
No,Brazil,Homosexual,51-65,B,D,-98.73828489667181,C,A,-20.391758993267462,0
Yes,Brazil,Homosexual,51-65,E,E,35.34943801217407,D,B,-127.06809790315361,1
Non-Veteran,Mexico,Homosexual,65+,C,E,31.210406707859185,D,C,144.82364316102445,0
Non-Veteran,Germany,Other,26-35,D,C,-110.15577234070435,A,B,-85.3169446414975,0
Veteran,Other,Bisexual,18-25,D,B,-7.8824042838493105,C,B,-77.18322824516834,0
Yes,Germany,Heterosexual,36-50,B,D,105.98980716245859,C,D,10.346178011551551,0
Non-Veteran,UK,Bisexual,26-35,D,C,164.53541415423186,B,E,-3.6110195154799434,1
Yes,Brazil,Homosexual,51-65,B,C,-152.53007644457404,E,D,4.447291296065871,1
Veteran,Germany,Bisexual,26-35,D,E,-90.38818976104497,C,A,-60.39498067908722,0
Non-Veteran,UK,Other,18-25,A,E,37.75819996538686,D,C,-5.892973873109071,0
No,US,Homosexual,65+,C,D,-129.54293073179878,E,E,107.23476271344666,1
Veteran,India,Homosexual,36-50,A,C,22.446356439248678,D,C,14.00899848820312,1
No,India,Heterosexual,65+,A,E,-173.16080516529064,D,A,23.507855265986745,0
Yes,China,Other,26-35,D,A,-89.99272507321976,A,E,-104.1106703793044,1
Yes,Other,Homosexual,26-35,B,B,-73.16021955642472,D,A,-33.75114914690431,0
Yes,China,Heterosexual,36-50,D,C,39.391261588423255,B,C,-15.052160160986139,0
Non-Veteran,UK,Bisexual,18-25,D,B,214.6511967093291,A,A,9.283850033717652,1
Non-Veteran,Mexico,Bisexual,51-65,A,E,70.72818573465881,D,C,16.880242866255728,1
Non-Veteran,China,Other,26-35,A,A,-6.573488885858331,D,E,87.26272558656156,1
Non-Veteran,US,Heterosexual,51-65,A,D,-75.80784123758377,E,E,43.20238963845594,0
No,China,Other,65+,E,D,-16.410700253611417,D,D,-113.56382163640595,1
Veteran,Mexico,Homosexual,51-65,D,C,138.06164181549858,C,C,58.74468988153675,1
Veteran,UK,Heterosexual,18-25,C,A,136.01621071336962,B,A,94.83689507710301,0
Veteran,Germany,Bisexual,36-50,B,A,35.98615449881063,A,C,1.6202397427169244,0
Non-Veteran,US,Heterosexual,65+,D,D,-12.766259612575029,E,A,49.59293456288509,0
Non-Veteran,US,Homosexual,36-50,A,B,-0.5187996320329633,D,E,236.97271391568898,1
Veteran,India,Bisexual,51-65,A,E,64.94707973909938,D,A,174.1154725207133,0
Veteran,Germany,Bisexual,26-35,B,B,-53.49986472395657,E,A,-125.7840379690551,0
Yes,US,Other,65+,A,D,-50.58043203246512,A,C,56.18334196095084,0
Yes,China,Bisexual,26-35,A,C,-2.9690748418079673,C,B,65.38480374159202,1
No,US,Heterosexual,65+,C,D,-23.014578863356927,E,B,-29.39147190076905,1
Veteran,Mexico,Bisexual,51-65,D,C,52.46494117049926,C,C,77.95466530061842,0
No,Other,Other,18-25,D,A,62.43740051385043,A,D,148.37915693196408,1
Veteran,Other,Other,65+,A,A,153.49486672543802,B,E,177.9388433670565,0
Yes,Mexico,Bisexual,36-50,A,C,-114.64035799959555,D,A,-81.23203236328528,1
Non-Veteran,US,Homosexual,36-50,C,E,3.577284689342217,C,D,104.67331159739925,0
Non-Veteran,Germany,Homosexual,65+,E,C,-243.86119766171618,E,C,37.443762288258796,0
Non-Veteran,US,Heterosexual,51-65,D,C,21.01665807786238,E,D,8.615644424755939,1
Veteran,India,Other,26-35,D,A,134.28633997964369,A,D,96.47633465526225,1
No,China,Bisexual,65+,C,A,-55.70934971265208,D,D,100.72461067162435,1
No,India,Other,36-50,E,E,8.755570423556602,D,C,-285.2447163371249,1
No,China,Homosexual,36-50,A,B,-190.5882308940598,C,D,-5.67680713914764,0
Non-Veteran,China,Other,51-65,E,E,22.325073448592047,B,D,74.2406016487903,1
Yes,Germany,Other,65+,B,D,38.313455386976955,D,C,-9.703531561345478,1
Veteran,UK,Bisexual,65+,A,C,-104.54245182759787,B,C,-278.5337638710122,1
No,India,Other,18-25,B,A,-83.5526881291585,C,D,37.221558819094376,0
Yes,Brazil,Bisexual,36-50,C,C,23.178634731943575,E,A,-10.168539455655754,0
Yes,India,Bisexual,36-50,E,A,-93.91326766931594,B,A,-6.0523679761156,0
Non-Veteran,US,Homosexual,65+,E,C,-102.86331591097498,C,E,167.1503378530298,1
Veteran,UK,Other,65+,C,E,4.924407436705091,C,C,-40.212693493806164,0
Non-Veteran,Brazil,Other,36-50,A,C,199.52915893856326,A,E,-0.5105333149027445,1
Non-Veteran,Germany,Other,36-50,C,E,-77.10120178580912,B,E,230.92067372990508,1
Veteran,Brazil,Homosexual,36-50,D,E,93.98810928477621,D,C,-140.16718117808193,0
Veteran,US,Heterosexual,26-35,E,D,-144.281274192394,D,A,-30.17771011945694,1
Yes,China,Bisexual,36-50,E,E,35.89162088835634,B,A,-130.5501546047213,0
Veteran,Germany,Homosexual,18-25,D,A,31.943584313884998,D,A,172.18274448762534,1
Non-Veteran,India,Bisexual,18-25,A,B,11.082288124576253,E,E,125.34348053393009,1
Yes,India,Homosexual,26-35,A,B,22.62954475396417,A,A,99.51405110514277,1
Yes,China,Other,36-50,B,E,143.0882303740109,B,D,-82.94891881493001,1
Veteran,Germany,Homosexual,26-35,C,C,136.32545502117,D,A,63.912026769835606,0
Yes,US,Bisexual,18-25,B,B,-31.428308675515204,C,C,-174.5775223587153,1
Non-Veteran,Mexico,Heterosexual,65+,C,D,19.64932696239505,B,D,-24.17589494516758,1
No,Mexico,Bisexual,51-65,C,D,95.2774969291601,D,D,146.1176001880048,0
No,UK,Other,51-65,C,E,-30.23284219465036,C,E,59.389649952453084,1
Veteran,China,Heterosexual,65+,E,E,-71.57574596776134,E,E,-31.687995173190696,1
No,Brazil,Heterosexual,51-65,B,A,88.87186293156589,E,C,-76.39306156368481,0
No,UK,Other,65+,A,C,-239.88972782916088,C,D,-21.45762419619603,0
Yes,US,Homosexual,26-35,B,C,-4.116220208468541,D,B,-148.08723584687732,0
Yes,UK,Other,51-65,A,B,25.694989698492897,C,D,66.82952265020283,1
Non-Veteran,Mexico,Other,26-35,A,A,-15.505252730189437,D,A,-51.296304034446564,1
Non-Veteran,China,Heterosexual,18-25,D,B,55.87215749810511,D,B,35.93292791646932,0
Yes,China,Homosexual,51-65,C,D,-110.27290634098954,A,D,-44.103778050389955,1
Non-Veteran,US,Bisexual,18-25,C,B,-102.01609993481593,D,A,-109.42958688299574,0
