faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
None,D,144.57172111491644,B,102.84581802857964,-137.43577028715146,D,0
Jewish,C,-75.04331827243094,C,-117.89843801872316,-203.56947728436637,A,0
Other,E,120.24062258082017,C,-30.207055374232734,36.501708676999286,E,0
Jewish,A,170.41030510126993,B,-187.40273627746907,-46.52235957495874,C,1
Hindu,C,55.38501612529922,B,-28.87951013595312,0.1155898991300487,A,0
Hindu,D,53.348254808652605,A,237.13551500807063,130.33741627951275,A,0
Buddhist,B,-5.47434068741903,D,159.90204873993144,89.41581495849323,E,0
Hindu,D,-75.13922413184552,E,190.96825168961178,21.944334608240023,B,1
Buddhist,C,81.43138585773605,E,177.10621431134936,94.75770541971032,A,1
Muslim,B,33.25480699218851,A,-101.66874493569777,141.6795954476711,C,0
Buddhist,E,-80.29886188067448,B,-81.03720751006878,112.85547967381729,D,1
Buddhist,A,45.7632073131072,D,5.414872532010419,81.76336041691364,C,1
Other,E,66.74913395396538,C,176.3841007932151,-65.88898039328075,C,0
Jewish,C,122.31626838978961,C,-104.65133196419953,-90.09738232698294,B,0
Muslim,D,195.0717371364714,D,-79.03617106813525,-98.20193870311282,E,0
None,A,60.42171276768994,A,-201.93052394832648,179.0534416325518,A,0
Muslim,C,27.785695097594793,B,91.01972574483496,-149.13486161672571,A,0
Muslim,B,130.28206502023554,C,-100.90760833116221,-83.35926012338858,C,0
Christian,B,-3.2557348320020827,E,56.55701796919362,125.03102871313405,A,1
Buddhist,B,-6.585317112456253,A,63.668087618497935,-71.52996579155783,A,0
Jewish,B,-30.235358016486025,A,0.8043846429496238,-93.75390823644396,B,0
Buddhist,D,3.0992993421370083,A,-46.429247789313166,-22.010528901931515,A,0
Muslim,A,160.5675606209064,D,15.578976636004496,-72.94304942894317,B,1
Other,E,132.3018429992072,A,93.83879090008129,113.60795109965925,D,0
Christian,E,110.36365316379984,B,-68.05250371212496,-154.66982942014653,D,0
Other,A,-93.14433841775596,B,38.41686999469506,-206.03252614759762,A,1
Christian,D,11.741699285780449,C,42.633964150651956,-91.48356211859982,A,1
Jewish,C,25.23904442310643,E,106.65155860409838,-5.950853208780636,A,0
Jewish,D,-39.93028099825499,D,-63.76009661854924,146.41131971003915,D,0
Other,C,-49.14754709328049,C,-91.30489591801235,-69.43935367728933,B,0
Other,E,246.48248267694913,D,-111.69751750802544,160.30139272577978,B,1
Jewish,E,94.09023745818547,C,-76.96039412453763,30.650976847446948,A,0
Buddhist,D,-51.588089359091384,B,24.89828418502146,-112.50290867607895,B,1
Other,A,-28.47394025477014,C,80.79752689245396,150.72507161548378,D,0
Jewish,A,58.98248717344823,E,-236.31773135032103,130.64631046351468,C,1
None,D,-31.743776933803613,C,68.07187540942914,20.69819588647644,E,0
Christian,E,22.118455755340097,E,-15.06261917185433,57.33766177659271,B,1
Buddhist,E,-18.33956006785438,A,78.54105572734123,22.57266773411763,D,1
None,A,2.2388280730043038,A,57.39535773075436,-72.74040540020066,B,0
Buddhist,A,-44.20663260377262,D,21.717781564368142,42.838237968782856,D,1
Other,C,-19.409394197975086,B,60.150264096458486,-197.1816874175351,A,0
Other,C,-0.16451770682169453,E,197.5196239920874,88.32334220166223,B,0
Jewish,D,79.12737596305611,E,44.74631526189878,-58.74734582711506,D,0
Christian,A,260.77139939263725,C,-122.73884439268672,197.650672424892,E,0
Muslim,E,19.283715428683266,C,-59.880237250730275,106.52784933485653,E,0
Muslim,D,-53.70933451224747,B,298.8932011521479,144.41883185106656,D,1
None,E,-107.44366716956277,E,110.23594268519041,116.95663891991943,D,1
Christian,C,12.303832558575087,C,53.98767183936929,-231.98243746139826,B,1
Jewish,B,46.83220346085285,D,-184.09071996359592,165.0074462604484,B,0
Hindu,A,44.32455066909684,C,49.2932706607263,-34.16714654101438,E,0
Muslim,E,87.93652238407783,D,89.37230624508662,-118.51762762113864,E,0
None,C,-2.713977980874886,E,-94.73187738014994,-78.24876788819547,B,1
None,B,19.752142885733917,C,19.30075671233752,71.39320069848819,A,1
None,E,15.71534676744103,D,18.162971235121198,14.880618226299008,A,1
Jewish,B,150.3326551383094,B,-55.3718921816471,-18.284192025341593,B,1
Buddhist,B,-167.8727779834204,D,-151.65045766289512,82.18708793082168,D,0
Jewish,D,-69.04871617373891,A,3.455292280782855,-53.79399637845849,C,1
Hindu,D,159.8689667009187,D,-8.07300785732223,177.63931479467604,C,1
Hindu,A,-113.93385786104014,B,88.85122956543312,-153.28982116007998,E,1
None,C,60.873603594374046,D,65.6447288795564,7.255079754951013,B,0
Jewish,E,-28.95261684268946,D,-44.85791673110141,-142.61931723839666,B,0
Muslim,B,41.26895968526764,E,-5.945223296876664,31.985259182874408,E,0
Buddhist,E,5.9940454346094185,D,122.2842738608265,-40.55164480894113,B,1
None,E,91.5084077643662,E,94.27361424315276,-34.856112790498486,D,1
Buddhist,B,-117.81217762292549,E,-56.301305235082275,89.32786665315503,D,0
Hindu,C,17.56558594337101,B,3.3290881508552554,46.819893551778875,A,1
None,E,258.36546935911946,A,-25.58027064768108,85.1614591852911,B,1
Christian,E,144.35571639789308,E,36.78523841041637,-299.63236997916823,C,1
None,D,23.1523773931119,A,96.08356473357426,-238.91678807979991,C,1
Muslim,E,137.85959436586668,C,-158.77421904259026,84.04778616072068,D,0
Hindu,D,147.5928529998872,C,-118.25424408012988,-40.52391728151154,A,1
Other,A,62.52036867092148,B,-49.13806184243019,37.309049763983694,B,1
None,B,57.508291594653784,C,46.27312868547724,92.91787433712673,E,0
None,C,-102.33436321428411,A,-50.61692262883714,183.29869472652007,B,1
Hindu,D,104.40671354476866,B,-2.5524141404647502,0.5796583411749995,E,0
Muslim,E,-100.74616674068298,B,-101.73518442913156,33.76471270217409,C,1
Jewish,A,41.61882081546504,A,-193.34638796205974,191.60193629077278,B,1
Buddhist,C,19.456934730804683,B,-100.303792803893,-37.088858031643014,A,0
Hindu,D,117.22065112706287,C,-159.52139154292178,42.68542920736056,D,1
Other,C,-125.43191556766284,E,60.6962152002737,-57.425603263306236,D,1
Buddhist,A,-56.742441599710006,C,-36.91454437119424,76.32502657265506,E,1
Buddhist,B,108.89872399712284,A,18.902571632879948,46.79308818511029,D,0
Christian,E,110.02809070215937,B,7.608538859162863,18.839577424152097,C,0
Christian,A,34.54575324080526,D,45.31720530385055,-62.671007699816194,B,1
Other,E,-248.524188147845,B,-113.43752896342181,-11.970205783350506,D,0
Other,E,95.78004288831444,D,111.70783204225081,-96.19498389244173,C,1
Hindu,A,21.92819251591695,D,69.7680570443732,43.214124280102446,E,0
None,E,104.1846447461445,C,14.042106381498465,-111.45139935345145,C,0
Christian,D,143.75139777720105,C,0.5312262324615477,30.379377162988497,A,0
Other,C,-68.18962046115017,A,-43.27927348756728,207.48092356597166,D,1
Jewish,A,13.34875072288257,A,-121.13810679778483,-27.679570147515026,A,1
Hindu,B,-23.062917929277027,C,96.02019729566163,-106.67792877850408,E,0
Hindu,B,-80.52270886656635,E,25.62493329499959,180.1338265401589,E,0
None,D,-95.32026451127227,A,97.6347753987956,-57.74514094999205,B,1
Other,E,-8.317328150317485,B,-174.07552032862083,-170.39382615210488,A,0
None,D,58.71855218525006,B,113.57575880512955,2.8735691184305505,A,1
Hindu,D,-35.275410542787945,D,-83.34895324221775,-54.87641359322328,B,1
Other,E,-310.3075289613876,C,37.250140798544166,19.816716811693887,B,1
Hindu,B,-114.41462784236313,B,-112.60433611226573,23.4118187209576,A,1
Jewish,D,84.32231448030949,C,64.65690758962229,-3.4189254597555125,C,0
Hindu,A,-105.32798628006361,E,-44.191798950754155,-187.51809919177074,A,0
Buddhist,C,-48.974312700456565,D,-9.922993490452493,-120.19867436261006,A,1
Muslim,D,-179.71254925429224,B,32.49718564713278,-160.46510121982246,C,1
Buddhist,A,-134.13356677327644,C,50.974867573127334,-72.38291654950393,C,0
Jewish,E,285.12930196863806,B,86.66671874312202,-22.23929649150653,A,0
Buddhist,D,-91.92929723317306,A,39.97472882435976,56.62430688986999,C,0
Other,B,113.00462072072477,A,-83.17518394962474,-75.11785230877877,E,0
Muslim,E,89.7207719895999,D,15.466174259485003,-25.669197607072125,D,0
Jewish,C,-21.472477461963972,A,-38.12108753105502,69.3218611603595,C,0
Christian,C,60.385647334683576,C,-68.06189610149563,-24.364798642476902,C,1
Buddhist,E,27.92022477841545,E,-30.674643894084717,130.9360904365547,A,1
Other,E,52.733803552626426,C,-20.60061884760713,-23.366726166174445,A,1
Muslim,E,105.13124251618294,E,5.740447881331664,-85.78385492457045,A,1
Jewish,A,-157.6299766640994,E,15.452841183321727,47.91840730655013,B,1
Other,A,28.829111981001166,A,-92.33824386594236,-60.45002261525387,A,0
Christian,A,323.6510950004728,D,-1.3563770000165098,127.17020221209164,A,1
Jewish,B,131.69224202723976,E,-44.16086620222191,103.82576057557583,C,0
Hindu,C,-177.66946450450692,D,-55.783543399138246,-69.02744427371546,C,1
None,E,-52.82846468427209,C,7.827386839603524,-189.62026224346943,C,1
Hindu,C,-92.41362848170553,E,194.6527603883005,-77.92706874050543,D,0
Hindu,C,188.6049729989331,E,-59.967170806018224,-159.69583924820284,E,1
Buddhist,B,-113.43089404802058,E,-167.33182524311266,21.713294437715557,C,0
Other,A,-39.34922442320421,D,-130.65953668593437,114.56650174594023,C,1
Muslim,E,80.25167511758059,A,1.559176322097465,-37.406037379920186,E,0
Christian,B,73.04217136458064,E,108.31096365023392,-105.81110658228494,A,0
Christian,D,-6.365052296706926,A,35.033380502470244,134.91965756035944,A,0
Christian,B,0.7614192519744907,A,-120.07016965348181,52.99282179484022,B,0
Buddhist,A,-16.787342692586247,B,131.44473888505215,-36.97366597133543,E,0
Jewish,E,-261.29730050076415,C,-5.348263946334682,-68.1097584714221,E,1
Muslim,B,-17.003175807241362,C,131.10155838088951,139.27679508575412,E,0
Buddhist,E,-57.38994872204035,E,-64.49298748184134,-29.114404645582127,D,0
Hindu,C,85.63601032518446,E,143.4338749589689,81.34407997532097,A,0
Jewish,C,73.32767903777972,B,-13.762897984295899,-1.9744577230798963,B,0
None,A,-91.08058853613443,C,39.59302484422332,-43.33187852994355,D,0
Buddhist,D,-72.68638193740658,B,39.583437566211046,-24.17449923433526,D,1
Buddhist,C,30.441076818653535,B,-143.15822171920473,-21.35996081652727,A,1
Other,A,-123.33289316057221,E,-75.68944015542077,35.549742049981745,A,0
Other,D,55.51128613397156,B,168.0764420319513,20.39618158233831,D,0
Muslim,B,149.89594762664956,D,-2.0699864583198,49.28873535434568,A,0
Muslim,D,-179.03653523584356,B,-216.59986485936008,25.261454430236064,E,1
Jewish,C,121.92364406740634,C,151.54706999760197,50.13497392825633,C,0
Muslim,C,107.57883205643601,C,21.356313682980126,53.8066687623464,C,0
None,E,-172.04818676528822,E,67.65005782057607,12.43128099097963,E,0
None,A,82.8468874401663,A,121.3959967999964,213.90831333386714,C,0
None,E,-49.66445829383279,D,-217.55595243710798,141.89222061243905,A,0
Other,B,39.113682257390614,C,-98.17504934835695,88.17406532483277,A,0
Hindu,E,-76.98543579896992,A,178.7622690988849,-38.753229286456346,B,1
Muslim,D,22.864556616299954,A,103.14231035671708,87.25084303120363,C,0
Hindu,A,-25.399791631316727,D,51.98067058022544,41.36473497806125,A,0
Other,C,-136.66763497793767,B,16.87230452974095,87.84797158484682,D,1
Hindu,C,-211.22588140867768,D,-49.039393106925765,-9.628403439650427,B,0
Buddhist,B,48.09745170030831,D,-379.9058707262941,-1.0705189355604585,A,0
Muslim,B,-86.25832568414839,A,186.6652648898568,18.464274668016277,A,0
Jewish,D,41.61425364937311,C,-92.21919972722628,8.343067231325906,C,0
Buddhist,E,-101.81627598778067,C,-28.69699955526579,76.22448825354012,A,0
Jewish,B,100.56515420310588,E,-31.49548452657288,0.13584678960064225,C,1
Muslim,E,-117.75224455657,A,109.1583724758884,36.70169266167948,E,1
Jewish,E,27.753093689571628,D,147.79341919638532,53.94309902677126,C,1
Jewish,A,-57.34197187324837,E,184.2243661873369,17.29665266794072,C,1
Jewish,D,177.45948627198197,A,-52.104393573907274,78.5007186826803,C,0
None,D,105.60785356905038,E,125.30522411725282,-34.5370015479834,E,0
None,C,-63.69502433531971,E,-141.11724360914292,-136.20073808609385,E,1
Jewish,C,-20.128778845505476,A,-7.572708592045285,-168.9466872826913,C,1
Buddhist,A,174.1941633679166,A,187.03267183516687,82.7064041437878,D,1
Jewish,E,-73.5933582873335,C,-60.68110633405964,-71.72019637309214,D,1
Other,B,-88.23370197621428,A,92.4461421504976,-50.01007884522467,E,1
Muslim,E,20.702131177177886,B,88.48674380666293,-86.11861925520316,A,1
None,B,-25.743976198704498,D,152.49070861553443,38.02835491509293,C,0
None,E,50.849560959124375,E,57.26103080877588,-83.08185753120556,C,0
Buddhist,E,72.16369379048173,E,-143.24591664121044,20.236678094657,B,0
None,A,-11.151620243853829,B,132.86533717815755,-6.927424102015127,B,1
Christian,B,-157.3176092026319,B,-53.24215669099077,87.47786360476906,C,0
Jewish,D,-80.58441293752077,B,-60.10527009980895,-49.69754828381131,B,0
Buddhist,E,-48.80125716688379,B,-18.952515653488913,-22.618559088888833,D,1
Muslim,D,29.742707983992357,C,67.67847442290147,-1.2918327988525558,B,0
Hindu,A,76.60624207877146,D,117.8941479854517,-37.09977106651128,D,0
Muslim,C,-186.22860651398,A,108.96009791093194,-90.72795833599841,C,1
Christian,D,-45.432369328808214,E,62.54400481694693,20.946759115458583,A,1
Other,C,-18.23398853371319,E,14.447789198298224,-92.20218608177323,C,1
None,C,-33.78804474802175,C,-53.15223810175309,11.822766046033484,D,1
Hindu,B,93.86944072398377,C,149.7514094686638,78.4939534937567,C,0
Buddhist,E,-28.585966093928395,B,105.387932489687,-41.551784862251374,B,0
Muslim,A,53.497450277301375,B,151.94737285287425,-32.803080353769204,E,1
None,B,26.45215236492346,C,16.671900714940698,25.347756635950397,A,1
Muslim,B,128.4106020616853,A,15.021261001095143,-136.47229574725804,C,0
Muslim,D,-73.69561329741313,C,-62.606303699772006,-0.8820592174998634,D,0
Hindu,C,-103.42569972336804,B,171.6756061644283,-1.235501489926587,C,1
Hindu,E,-43.291878341357524,B,-70.84942933348852,-153.680439063016,C,1
Muslim,A,-177.45674110088376,D,66.63003952812531,65.6888798043298,B,1
Hindu,C,29.578820467631516,B,54.37366088736819,-25.486292309384645,D,0
Other,B,-54.68850738986637,A,-72.79106285656134,-363.9334078747466,E,1
Other,B,-89.75762454586419,E,-91.224778486899,-129.37321815296292,E,0
Hindu,A,63.79267600517365,B,-147.70084320304838,-203.01123917033746,E,0
Other,B,-141.34264961986355,E,-76.63589933652867,266.358776086041,A,1
None,C,-91.14206855916372,A,-25.268159954997778,-99.25316024619238,B,0
Buddhist,D,74.58895968073661,D,200.77008641742856,194.8838497477809,C,1
None,C,-81.08732927190326,E,50.266626616784684,-154.59815326256697,E,0
Jewish,A,-148.03101447377963,A,-4.230004378341381,-216.80930202969594,C,1
None,E,124.7904944252205,A,-93.51224719674363,-232.94537933991202,D,1
Hindu,C,-8.107540115829938,B,132.91780265761918,15.045886997665841,B,1
Other,E,34.82476957028442,B,-144.35175790666784,32.70933563656998,D,1
Muslim,B,96.41658422062805,A,63.21478099408348,37.35432853122296,B,0
Buddhist,A,142.66500702539534,D,-77.91126294600133,189.1965840733967,E,0
Other,D,-87.56396052433101,D,-8.224319386715276,-62.2088493025884,C,0
Other,B,-47.467898436038546,A,-125.75357259705619,-59.62046485438227,D,1
None,B,-117.6127933288575,C,-49.51477414399126,22.951561465056557,C,1
Other,B,-13.894082898393961,A,-36.2580617976158,16.71373566444793,C,0
Other,B,8.704222728379644,B,-7.767038892441129,6.078763777462258,D,0
Other,B,-38.4312174260189,C,-1.4339672029949564,5.774718597009883,D,1
None,B,2.1113508374839265,C,24.96537881769084,26.913237088246845,B,0
Buddhist,D,63.52471934914801,A,-49.42226349035935,-54.01984771020773,D,1
None,E,-18.279575405926234,C,-186.46763301893745,-131.84867254966244,A,1
Muslim,D,-42.16432158044994,D,17.025048688747844,1.330390263257684,C,1
Muslim,E,47.84782466786918,C,-88.6720360182543,34.40790480722836,A,1
Hindu,A,0.663620783366702,A,-70.6346961535433,81.42970705706756,D,0
Jewish,C,-46.259664771674956,A,-135.92070204260892,96.29552099637829,A,0
Other,E,-24.419764189570863,D,107.09344243641401,-146.46747429431917,C,0
Other,B,-78.8577053344417,C,-50.48231553831927,-0.8923153516787306,B,1
Christian,E,45.224946247027745,C,-30.509532717476066,164.34157248272658,D,1
None,A,173.45395351729076,A,-10.57076884273447,-145.84375790151358,A,1
Christian,D,33.440432573849826,D,125.61462748640506,82.84099920084796,E,0
Other,A,138.61827180853302,B,133.83114873720316,-101.35274540331946,A,0
Christian,B,-57.55320203835437,D,0.2619493468673213,132.45492505975582,B,0
Christian,B,-122.3093292389257,C,-105.71545068593737,-76.95840282323874,E,0
Christian,D,74.45649671905535,B,-82.2520431308829,-52.26937604283316,D,0
Hindu,D,-60.805270949042914,B,52.08154868601129,-104.08296557183037,A,1
Other,C,-128.08134069343564,D,49.1566894728528,-103.68304372451914,E,0
Muslim,C,4.413493651428605,A,24.030506634326922,-15.905409579686467,A,1
Jewish,A,252.99056645323907,D,-22.505990348932606,46.75894131049311,D,0
Buddhist,B,6.975244463600461,E,117.13905595568231,34.596791987636,D,0
Christian,C,65.17681531639987,E,-30.064063380664063,78.63369604795177,A,0
Other,E,-41.770008058140746,B,52.99396386692921,52.36249692298951,A,1
Muslim,A,40.865037876907685,E,-155.4663474753592,-17.909119797623053,C,0
Christian,A,58.412885778863824,C,-132.85540821515198,68.06714037833513,B,0
Other,B,81.90918164244243,C,14.657570926958977,214.45926665859037,B,0
Buddhist,B,20.85696324790393,D,55.056256393720425,-71.93642507337516,A,1
Muslim,B,-133.80430341186937,D,59.9118112782023,41.94767737844714,D,0
Other,D,77.37773832026895,D,-158.73956602792813,-14.610769776805862,C,1
Buddhist,B,-161.3342517805058,B,-20.19610150217524,-119.58192008749653,C,0
Jewish,E,38.061459714601824,B,150.13462856038032,-49.63111731260916,A,0
Muslim,B,97.09964772692811,A,129.9623534003513,166.28921498302424,E,1
Hindu,B,-162.32666741190417,A,-183.2157305239014,14.506601018038307,C,1
Jewish,B,-113.62059135683499,A,7.559315980011851,-80.6804025807741,A,1
Other,A,-116.70302562323663,E,1.073194776521322,-68.2828104191988,B,1
Jewish,C,30.05214258498655,E,-99.62716487537105,122.1932170024935,C,1
Jewish,E,78.52589527368374,B,45.582942443405486,-104.54606932077586,C,0
None,E,67.52648422489537,D,19.20576162728536,75.09454787622968,A,0
Christian,B,-167.57499681841966,B,-269.6099744979789,131.14485280177755,C,1
None,B,231.8139470699167,A,133.62355145328385,90.30580568419508,C,1
Buddhist,D,274.7024729879207,E,1.188780330120329,-109.40651294332267,A,1
Hindu,B,85.96038718662611,A,160.5734712853138,-17.883362094217368,D,1
Christian,B,203.56734108434287,A,-19.495869772173187,85.98266814393897,D,0
Other,E,-41.397869526635084,D,190.93104388155427,71.1447997666373,B,0
Buddhist,A,91.9275062092721,E,57.11969398712067,-99.86736581278697,B,0
Christian,C,50.28267041736962,B,62.90130193518593,34.73135836184563,D,0
Buddhist,C,-83.24166843787168,A,16.976268336258673,-54.96175053522299,D,1
Muslim,E,71.26233364098368,A,45.72531563757239,-13.578026718835135,B,0
Other,B,-11.460265979190071,B,-9.732780127258923,-49.197354601449234,D,0
