religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Muslim,E,D,C,B,E,D,E,-27.74768530221396,88.67319235697744,A,-99.26695204448887,-17.107436216424773,B,1
None,E,D,D,B,C,D,E,-19.33027756956956,-251.15584362336358,E,-47.1851471771623,-71.94049068328775,B,1
Jewish,A,C,E,D,D,D,B,155.29789514603246,-55.34605829468172,C,176.70076264984786,17.15622092382017,D,0
Christian,C,E,D,E,C,A,C,1.6714423701931194,-71.73942643442551,C,-113.12667426981922,73.48902144024757,D,0
Muslim,A,D,E,D,A,E,E,95.67867271746422,-45.079481022698324,D,158.47507039813442,-91.50836061627325,C,1
Other,E,E,D,A,D,A,B,52.40777547614259,-242.35354158079906,C,32.80198034133017,-34.927038785206136,D,1
None,B,A,D,D,C,E,E,43.38133089030105,64.73811879177379,E,7.3367959349128125,-96.55369673783748,B,0
Buddhist,A,E,D,A,E,B,B,-4.175081442204435,-42.65538966813622,A,23.452125609674702,74.33223731743546,B,0
Other,D,C,C,C,B,A,B,-57.9027569025667,11.995447911428652,C,32.35472715509595,62.39974795815709,B,0
Jewish,D,B,B,E,E,E,D,-127.27410434985988,9.896875416666113,D,16.080875790867008,173.46021343001448,B,1
Buddhist,C,B,D,E,D,B,C,-39.83584685203561,35.552253872490965,C,-56.05322016208336,9.066773365956172,A,1
Buddhist,E,D,C,C,A,E,A,-61.069818401925026,-9.283276281910068,E,-100.69098775947538,71.06541447792458,E,1
Christian,C,B,B,E,E,A,B,-56.71075989924741,154.51665637694651,B,163.35783410997112,1.4168534747913237,C,1
Jewish,B,C,E,A,E,B,E,-8.710537964748383,-138.33405949272574,C,-254.59333909507657,-43.57199105046766,E,0
None,E,A,E,B,A,A,D,68.6394901878551,120.39831788319435,C,60.78744560273335,84.63300927995486,C,0
Muslim,D,B,A,A,A,B,D,241.76672578400326,-178.52797094636168,A,-68.85773592043302,46.23448530723363,A,1
Muslim,B,C,C,E,C,A,E,-128.63002954297434,-167.1941090542344,C,193.77085987561193,85.27032369608128,B,1
None,E,E,D,B,A,C,E,189.4918424027575,-47.4614923749951,E,-22.7590680424911,53.22424401913261,C,1
Buddhist,E,B,D,A,A,E,C,229.3872168099134,19.120574048765977,B,89.94426229269001,-17.135280956123466,A,1
None,A,E,D,A,B,D,D,11.63335951300103,-168.12934063437507,A,137.6629148272129,187.3945469760806,E,0
Muslim,E,C,A,D,A,E,A,129.53601797433558,-65.44756491902076,E,25.133084289388258,9.295224608021488,A,0
Jewish,C,D,E,C,B,D,A,181.7260830387103,-124.33073794406171,D,-19.944772755977315,-11.883148070939555,C,0
Hindu,D,D,E,D,E,B,D,86.27706577504648,-74.3715491592356,D,-29.556180465539217,-160.15236545654915,E,1
None,B,E,B,C,B,C,A,-35.857839551073596,113.20644577072751,D,34.056160054372974,-4.860937306283828,B,0
Other,A,C,D,C,D,E,C,-55.27058458442775,9.441011239090972,A,-151.3851910021626,90.51474425062224,A,0
Muslim,D,D,C,B,B,B,D,-98.38524520839778,-20.36547748356723,C,70.20700019791538,58.68907132998614,A,1
None,B,E,D,B,B,B,D,-107.04624219463498,59.21340153484832,E,-98.23359882107505,86.86508239472052,E,1
Jewish,A,C,D,C,B,B,E,35.2885508249434,30.816738724675425,A,-11.211587650229543,76.45592132022587,C,0
Hindu,B,D,E,C,C,E,E,-57.99452851524812,29.84075032727705,E,-232.31036217871082,-91.23747204739749,E,0
Buddhist,A,A,A,B,E,D,A,12.77389964105065,205.2583151889866,D,-118.22718017348713,90.19032587856522,D,0
Muslim,A,A,B,B,D,E,C,28.82822659142582,1.495933838626126,D,188.37007087958247,-207.15879212515807,E,1
Muslim,E,B,E,A,D,C,B,259.3378732993925,-46.122305305795415,C,55.30159451676202,-6.843643980747731,D,1
Jewish,E,A,E,E,A,E,E,150.94008153877198,116.93446300669348,E,16.40989573681828,-176.98278729297436,A,1
None,B,C,A,D,A,E,B,-201.90053381461283,90.37001327991081,E,57.98114941890419,3.9923783196318374,B,1
Hindu,D,D,C,D,A,E,A,-52.75864993117766,-106.57018734122762,D,102.97894654220772,14.982314391817612,A,0
Christian,A,C,E,B,D,E,A,132.77961838300956,-122.66369335606113,D,-126.97465842697868,42.249450121570646,A,1
Muslim,A,E,C,E,D,C,C,-31.503895759445232,-48.35419400337276,D,-51.26109269821062,47.91461769817869,E,0
None,C,D,E,E,A,C,B,-52.61762033788296,-16.10229741612239,A,93.15561560043656,78.8132232745267,C,0
Buddhist,D,C,D,E,B,D,B,244.0350238998231,-118.31597513086156,C,-92.35881208233702,68.0107682430004,D,1
None,D,D,D,E,E,E,D,32.654935856504366,-261.346086500232,A,63.25510960226299,-86.56683283860653,C,0
Jewish,B,B,D,A,E,E,D,50.13431220808484,-125.60591012680182,A,-115.32980864431248,34.707454695958255,E,0
None,B,C,B,E,A,A,E,-52.567825338402464,-71.78500592614598,D,34.2868664621075,-116.3691190581863,D,0
Buddhist,B,A,A,C,B,C,D,17.21280290414566,56.44824237841253,D,102.63630974355189,1.0354685930270322,E,1
Jewish,A,B,A,E,A,C,E,-95.1597176415946,154.94402162408053,D,-13.044786149620696,-20.588500877290773,E,1
Christian,E,D,D,D,E,A,D,-71.50994066727283,-63.51876961502497,E,49.316829464755436,88.17618353334416,C,1
Hindu,E,C,A,C,B,D,D,2.4298860127401714,-132.78282344565474,D,117.74858109380226,12.028083964578022,E,1
Jewish,E,A,A,A,A,E,A,63.39285559947341,-52.0386859065721,B,-203.87523156359583,-154.0371090401726,E,1
Muslim,B,D,E,B,A,E,E,-67.35824182036916,-18.79940286379316,B,3.2335628556191245,-155.03139977238914,E,0
Buddhist,C,D,A,B,B,D,E,-73.68640242038518,23.323443993657918,A,41.2199631007096,-16.55351919405021,B,0
Buddhist,C,D,B,A,A,E,C,-62.85761008669113,-27.117588929175827,E,-143.55150318959718,124.82019338218532,E,1
None,C,A,A,A,C,A,E,74.5308288728714,200.86326596004014,A,-60.85220540460442,1.5857660014249824,E,0
Jewish,B,D,D,D,C,D,E,-43.62619821910518,29.491636126368086,D,-61.99570193022835,-18.060370542751127,C,0
Other,A,E,C,E,D,C,D,142.40838877592287,46.53362346742699,B,-38.09857412073336,-8.911789845541728,B,1
Christian,E,B,E,A,E,C,A,-61.73606468150593,79.3059873343261,A,2.516273002963434,30.023991000508744,C,1
Buddhist,E,B,B,E,E,A,E,43.37976098041533,144.49910969493297,C,10.261645138408142,-66.5811172850702,D,1
None,D,A,D,A,D,A,A,-80.67962846449757,-22.492185356292154,A,20.228933018659017,51.87484476232272,B,0
Christian,C,C,A,E,E,B,E,86.46980758172064,-49.01752114019117,A,-54.26986345135598,-33.416704367835685,A,1
Muslim,E,B,E,A,D,C,A,43.993429598149085,-54.438870398005214,A,-94.17597989810568,21.78535033855252,A,0
Christian,C,E,D,B,B,C,B,-22.582657777210517,-191.38173996691955,E,-98.06569420339027,51.95626865747239,A,0
Hindu,E,B,E,D,B,C,B,54.6552767474388,77.58510434936291,E,72.34118560699342,177.55633497801372,C,1
Jewish,D,C,C,D,D,C,E,11.506611810861282,-23.70616023918469,C,138.62026376897057,84.16597159043734,D,0
None,C,B,C,A,B,A,C,95.71452858812182,124.59537787756713,C,177.88075817379158,31.810104351935237,A,0
Muslim,B,D,B,B,C,C,C,-84.88627912652237,99.72400654351085,E,114.87659743289707,6.342822673838247,A,1
Muslim,B,B,C,E,B,C,E,-77.2657274737161,116.98782324855091,B,-102.24415013672028,1.5614951853615382,E,0
Buddhist,D,A,D,A,E,C,B,-61.47184325405386,-6.017942626751046,E,39.547020536552374,-148.06163283967103,E,0
Buddhist,D,A,D,E,C,B,E,83.45963120968295,100.23732188481718,D,-128.013458165178,232.384359908897,A,1
Muslim,B,E,C,A,B,B,A,110.92034621804889,111.19291941290344,A,63.55552176669911,-48.69712824602339,D,1
None,D,E,E,C,D,D,C,-13.674700418510122,-112.75125346839575,E,-127.00970157368153,58.72752089667364,E,0
Christian,E,E,E,C,D,E,C,-60.1476736049821,-40.49650398941131,E,84.78029126500304,-205.02873194653696,B,1
Muslim,B,A,D,A,B,E,B,-17.1810406064998,-72.59386865450773,D,257.5850090164787,67.55807222101883,A,0
Buddhist,C,D,E,D,E,A,B,-74.90507844986489,136.5820920010088,D,130.41055510509761,59.23996530622596,D,1
Other,D,B,B,E,C,D,C,-68.23538602848234,173.58123601699108,A,96.50992660200083,34.84415132603363,A,1
Other,D,C,D,B,C,B,A,102.40301302934627,-87.18643050230158,E,97.06954270919354,-45.02541869182629,B,1
Muslim,B,A,C,C,E,E,C,-47.53800933320295,47.335618468987754,B,129.02723620945494,-75.37612589986877,D,0
Hindu,C,E,B,C,A,C,D,12.421381107886269,30.563519397879013,C,-44.759857490872676,-144.35523517759395,E,1
None,E,E,A,B,C,C,D,10.076989573800384,25.285838045358155,D,-26.591257159120147,15.836530783123424,C,0
None,A,A,E,E,D,C,A,121.32359302111514,-66.0439300842706,A,-88.3513740240325,214.4677280773595,B,0
Muslim,C,A,E,C,C,B,D,-106.61629504517207,18.68547014397978,A,180.89720726642275,75.44682720156776,A,1
None,C,C,A,B,E,E,C,-28.4103420392661,145.85227202764443,B,19.49917429055774,65.69068246973974,B,1
None,B,E,C,E,E,B,B,59.8056927096904,-179.94144709503644,E,-104.74194569120144,127.65581424257944,D,1
Muslim,A,D,A,B,C,A,C,20.163583587705002,109.77128630882594,A,-16.753577911988543,-21.966058931101855,E,0
Jewish,D,E,C,C,C,E,A,-43.32924777636652,-84.64274967383594,B,1.4316244441967063,106.79554554652344,A,0
Hindu,E,E,A,D,C,A,D,-133.62153486955683,148.46543262071305,D,18.725485571766512,-93.2890564719435,A,0
Hindu,C,B,C,B,B,B,E,147.65221735314287,-171.73605387424104,B,70.35316607195314,-65.85995197604689,A,1
Buddhist,B,D,D,A,E,E,E,-25.83794235010722,-208.8569424340751,C,25.34708042603302,13.283153244149931,C,0
Hindu,B,B,E,B,D,A,B,105.94226088452359,52.43358321935687,B,47.08096978888528,-44.31170462005695,C,1
Jewish,A,A,E,E,C,B,B,-99.74759050711403,-67.17158222455379,D,116.83194484977608,-127.75985712443594,C,1
Christian,E,E,A,B,E,A,C,-46.91545687335524,22.545365631919882,E,-58.12085210667895,-186.38981856868915,A,0
Christian,C,B,C,A,B,C,B,150.43430576622444,-56.07075699533882,A,-121.71985903567366,-49.787012423633364,C,1
None,B,D,C,E,B,E,D,-92.09501345486997,304.9038275794596,D,-64.61863051939872,81.59758045405361,B,0
Christian,E,D,A,E,E,A,D,175.86494028469195,93.96408485870471,C,-60.4889238912384,-23.24857962973399,C,0
Buddhist,E,B,A,A,A,E,C,211.74601228518455,153.21261405702097,B,73.66707912457119,-17.678332407123204,B,0
Muslim,D,B,C,D,D,B,D,-90.70393305725327,-63.286187142582364,B,59.24607404172277,-210.232158432816,B,1
Christian,D,A,C,A,D,A,D,14.476923725505944,69.73822232662694,B,94.66797166391308,72.42018487992128,A,0
Hindu,C,E,D,C,D,B,A,-30.702200424484293,-19.05241422178908,E,-141.27490416597928,52.78197543908829,B,0
None,D,D,D,D,E,B,B,51.23400968904633,237.42092253092508,D,42.603691952004944,-46.59572431272364,D,0
Muslim,C,B,B,B,E,B,E,-59.426368951836295,-83.67645861856408,B,-160.35626384484308,-5.856015585867592,B,1
Buddhist,C,D,A,A,D,A,E,156.8133896702839,-26.363747133093966,E,-122.20817343284791,-70.18756493418249,E,0
Other,D,A,D,C,E,D,D,7.5989112138571056,93.60755271639042,B,46.93634195806723,81.04340656009471,A,0
Christian,A,A,C,A,A,E,D,77.43873585211551,194.2998236102199,C,-42.83171139599675,105.15604976911396,B,0
Other,B,C,C,B,B,C,C,59.14540452581035,29.001005386083044,E,15.863441982259245,72.50992995250772,B,1
Hindu,B,D,A,B,E,A,C,-86.63738874008087,-103.14488510121167,C,50.9012954445583,-35.382114950920084,E,1
Other,A,C,A,E,D,D,C,180.48530523056093,36.852748942799806,E,-57.165568382194195,-161.01555143300047,A,1
None,B,A,B,A,E,C,A,-16.05549309191655,-24.47962264532114,C,129.86617231790123,102.50117371731812,D,1
Jewish,D,B,A,C,B,D,E,-55.659615329979815,-23.563206530070488,B,75.78821653901768,-89.24073804714561,D,1
Jewish,B,B,B,B,D,A,A,114.65937957044491,88.77291930496575,D,-50.50563619798422,126.34864334320788,C,1
Buddhist,B,B,C,B,A,A,C,21.61863282551504,117.6434400357659,A,63.394241836504065,-179.83301749482996,C,1
Muslim,D,C,D,D,D,C,C,5.440698469336836,-156.62446181224584,D,-83.46719724024538,-32.87243686852661,B,1
Buddhist,B,D,A,D,D,D,E,158.73335116868677,-122.24667893927624,D,11.079968417805638,-100.44486242348236,C,1
None,C,B,E,A,E,B,A,20.957242907359017,60.27377843978983,B,-72.84360054167561,10.313043069664843,A,1
Hindu,E,D,A,D,A,A,A,50.720499643703384,-87.70032230355662,A,-147.92083116071873,169.60469009044095,A,1
None,E,E,B,C,A,B,A,75.17608500070813,29.55476470705902,C,-43.90269821243854,-111.22027964070713,B,0
Hindu,C,A,C,E,D,C,D,-119.9777444485837,4.2926156879648065,D,-131.09977215898851,-11.555846755745852,E,0
Hindu,A,A,A,D,B,A,E,8.777245594394241,32.36053910117603,B,111.40348672087421,-59.71863117671313,E,0
Hindu,D,E,A,B,C,D,B,-90.21500958315374,90.4594349113889,E,-8.42107695897487,80.56609671132662,D,1
Hindu,A,A,B,D,E,A,B,-59.28748181555938,157.98302579076937,C,-48.971612572494664,20.070008162406648,B,0
None,E,C,D,A,D,D,A,-20.071242348718854,-24.376712866678044,D,32.95480646922767,-22.52575967740576,E,1
Muslim,B,D,A,C,C,D,B,-226.76252998473157,65.51065772277147,E,105.44753334826524,-27.677415475959823,A,1
Buddhist,B,A,D,A,B,C,D,-172.74047290205544,-50.431061170201254,D,52.47416810529403,-15.648793143631249,A,1
Christian,C,B,E,E,A,D,C,18.44750089694017,79.47013383681691,C,26.25186590952144,-10.883537952079053,E,1
None,C,E,B,B,C,B,B,-10.936058206316716,-128.58486827922178,D,144.696132263719,-14.512940897338538,B,0
Muslim,B,A,A,B,E,B,E,-38.95815380720901,-4.479788620660994,E,-106.08239587195847,-128.38812577539298,E,1
Christian,B,E,C,A,A,D,E,150.284710330571,-119.30858851745836,D,-71.01281981186813,-97.17160952162847,C,1
Christian,B,E,D,A,E,A,C,3.4864968205025613,35.19949090952171,C,102.66898207857938,-27.867728190197948,E,0
None,D,E,D,A,A,B,E,34.50455870236112,39.402132406003936,B,110.91016605291566,-47.26412192661818,A,1
Muslim,D,E,C,D,B,D,A,12.185656949211149,-59.39289928278313,A,3.073411091043223,102.63599591961743,E,1
Hindu,A,D,B,E,C,A,B,205.32883204710274,-40.74499458113208,A,97.8397242325076,-67.00334954634619,A,1
Hindu,B,E,E,B,B,B,D,134.52510347038518,-91.12212595205006,C,-10.459767203559682,245.60794589753905,A,1
Christian,C,B,D,E,E,E,A,30.257696688046725,-87.46447074505276,D,-46.84598168606508,-20.626272161215873,D,1
Christian,C,D,D,E,C,B,B,-13.64687421885644,67.26695182962959,B,234.74686660467583,-173.24136652073432,C,0
Other,C,B,C,A,A,D,A,-75.46190709308725,-53.09181551870537,B,-69.35105122125708,-232.6185027135297,E,0
Muslim,C,B,C,A,E,E,E,-136.2117685449132,238.41444713308286,B,37.354300479946005,-7.338147375684557,C,0
Christian,C,A,B,D,E,C,B,-11.178801789027254,-84.48679122724894,C,109.74134633167026,111.45122097860944,C,1
Buddhist,C,B,D,D,E,A,C,-63.97634611086572,74.66392484041768,C,-96.03140033316804,-23.379205633838183,C,1
Buddhist,D,B,C,D,E,E,A,163.6591258864558,-0.6765756416475455,C,-164.78672528661872,62.578857063856866,D,1
Christian,A,D,C,D,E,E,A,48.82544402342685,-120.87130035805806,B,85.92144528805548,210.71710233705252,C,1
Muslim,C,D,B,C,A,B,B,110.97890190992786,1.7021232927178467,B,152.3693204922986,-217.89280578223475,A,1
Other,C,C,A,C,D,D,E,212.31646489432347,-66.34510764319484,B,-117.84830154640117,-10.720441024235432,D,0
Jewish,B,E,C,E,B,B,B,146.67304872012986,-109.66875823879889,A,-168.95657551443426,36.330214570851965,A,1
Christian,C,C,E,D,E,B,E,-117.16180003486116,51.313824639529635,C,30.394149606714638,196.95707220293772,E,0
Christian,D,C,B,B,E,B,B,-72.41016204720704,23.196440171033846,E,29.30470789978099,-86.23621971701274,D,0
Jewish,B,D,E,A,A,A,C,-26.220208055731625,-1.0622985571885648,B,-192.90768632108995,152.0067950303691,A,1
Christian,A,B,A,B,B,A,C,12.387916146864868,48.61121325415916,D,-26.027663953210173,-118.0083656216183,D,1
None,C,E,B,C,A,B,E,-103.43383589346291,-26.340828337756754,A,96.1082134203299,34.09586763625633,E,1
Christian,E,C,E,A,C,D,E,0.46795623687614224,135.8404453282367,E,-31.100531936535585,163.15410142339505,E,1
None,C,C,D,D,A,B,A,223.31742444926155,117.73667263370487,C,-54.74928947377402,-48.88490860053213,E,0
Christian,A,C,C,D,B,E,D,-93.7303534988214,-135.2303865208419,E,-54.823339646930414,44.81064970844659,B,1
Hindu,A,E,E,D,C,D,D,-34.701700261699614,-150.35493548550917,D,195.9788833262636,-177.27862719277888,D,0
Jewish,E,B,A,E,A,C,C,-253.67205291718656,87.61616604466663,C,-33.373158077723005,-163.97652933456618,C,0
Jewish,D,B,D,D,E,A,D,-82.01569316816123,199.81810506160014,E,25.226526595351572,-23.67383954859723,A,0
Buddhist,A,C,C,A,E,D,A,166.0983118275968,-27.37659391948925,D,-88.30474083408147,56.65353178438644,C,1
Hindu,A,D,A,D,D,C,E,-13.874767216504354,137.90505452454002,D,63.64781619332215,-19.67149913229687,C,0
Christian,B,C,D,D,A,C,A,-4.904924015483196,77.11296534817616,C,3.0022337394342338,-76.90670280320231,B,1
Hindu,C,A,C,E,C,D,D,-32.89376313371006,163.53248995551735,D,-104.23809710738654,146.86308356295942,E,0
Jewish,D,D,B,C,E,B,E,-21.782387085733202,-7.513272230742847,D,-17.553811512469274,124.79787190938421,E,1
Buddhist,E,A,C,E,A,C,B,170.1019727364208,47.256173200828385,E,-12.684010359400332,30.194100472646568,C,0
Buddhist,D,E,C,B,D,E,C,162.32565781833387,49.257896542823815,E,-14.679483337448326,10.607797153211687,D,1
Other,B,C,B,B,D,D,B,156.02366586024016,-71.20810267034658,D,-46.86265939683833,33.596194445947006,E,1
None,D,D,C,C,D,A,D,-25.173483435024924,64.13253015490137,E,36.15304428259993,-40.18229209745641,E,0
Hindu,B,B,B,E,D,B,B,-67.79880572892203,151.8739065875167,E,61.62329032290447,8.24923179387163,E,0
Hindu,B,A,A,A,B,C,D,51.64481894438069,-173.48338861897358,E,105.33428305593407,-8.42317837315305,A,1
Muslim,E,A,D,B,C,E,E,-37.69300914284639,85.48190315331138,D,39.62229628959542,-113.72689534690117,C,1
Buddhist,A,D,B,A,B,E,A,-24.483862772569225,28.073323390171574,B,134.5299614350967,16.131332619507,A,1
Other,A,C,E,C,E,B,A,-83.15968263717781,44.75841913243505,E,159.19971883846412,60.75907985997926,C,1
Jewish,A,A,E,C,D,A,A,-194.28667828602588,110.34563676338387,B,123.16149010471223,3.987938638303957,A,0
Other,A,D,D,E,A,C,A,-33.19660663340899,28.10242182568003,E,45.946411342623584,86.77190653848888,C,1
Jewish,A,D,B,D,A,E,E,-31.92717480132795,63.36141122052066,B,-47.970932026145206,36.265897797950906,C,0
Christian,E,A,A,E,C,D,B,-12.16716937855716,-58.55445478367021,E,64.02402244994188,-16.674413307293143,D,1
Buddhist,A,A,A,E,A,A,A,4.192412268203357,73.0635794447328,B,-50.25376263287902,98.85766392289138,B,0
Muslim,C,B,E,B,C,D,B,12.088572689115997,-125.64098935970031,A,37.73663639452961,-98.65999571823019,D,1
Jewish,C,C,D,D,E,A,C,156.17773041756575,-40.05228054043839,A,-14.310165834098562,4.931175530359085,E,1
Other,A,B,B,D,E,D,B,-141.7961308814466,8.053914460481478,A,-44.97463914317507,-13.5757570821943,C,0
Muslim,E,B,C,B,A,A,E,-12.478906614205018,117.25234781201979,A,61.53849713941878,-137.0337219615496,C,1
Jewish,D,C,D,D,A,E,B,63.33478615149089,-99.76070584584478,D,-59.65631533403869,-4.17797792206985,A,1
None,D,C,D,C,D,A,B,-26.14598091237147,63.26309105560103,C,45.55712109680238,11.706077401846523,C,1
Muslim,A,B,D,C,A,A,E,-53.523731291219455,118.30422235124769,B,-12.240231179849472,-112.26187183985378,E,0
Christian,B,B,D,A,B,E,E,81.3534045282657,4.727200149246361,C,-187.57564125700867,-18.182334309334887,C,1
Buddhist,D,D,B,C,C,C,A,157.6577808411429,119.78610690034677,E,-73.34270486922185,-85.89750531962568,E,0
Muslim,E,A,A,B,A,A,E,61.5067759040021,105.72597896750375,D,18.44014532865374,-40.41435099572276,A,1
Muslim,A,D,B,B,B,C,C,49.24866519001239,48.53006899418346,C,-20.241590683260128,-9.284610256860317,E,0
Jewish,C,C,E,C,E,B,D,0.8020337768386544,-136.94250601036194,E,-5.464812729519857,88.90206864698177,D,0
Other,A,A,A,C,B,E,C,-6.721764449316174,-102.5627279759956,C,51.63443540411406,-144.2176799628091,A,0
Jewish,A,D,B,E,C,D,D,150.02196210562772,-125.26192318173706,D,-57.2310501947618,163.12512621899842,C,1
Christian,C,B,E,D,B,B,B,-41.307116682547715,-59.77986010009032,C,-49.61126207957819,31.787388850121523,E,0
Hindu,C,B,D,D,E,A,B,6.431487754563971,-6.639079824232239,B,132.42002787015835,80.43715408351744,E,1
Hindu,C,C,B,E,D,C,B,-72.77632678946567,29.933007665313895,D,89.67502588178696,-170.41284288618172,A,0
Jewish,E,C,A,D,E,C,C,-15.425475803853736,103.32581115133017,A,7.5089033204835065,-166.9342268135209,A,0
None,B,D,A,E,A,D,A,-25.138583406798098,33.95224297871108,B,49.542172121381675,-35.20635276929375,B,1
Hindu,A,C,A,A,B,C,B,14.511422963542028,106.72764829878429,E,65.30050931452783,-34.560521708235214,A,1
Other,D,A,C,E,A,B,C,-7.9261177350110765,-98.21824030810399,C,142.93300706447437,-120.20911556511791,E,0
Hindu,E,B,E,D,D,A,E,147.23087327343742,-32.79799820399709,A,-87.13877067824194,-20.21011826843521,E,0
Jewish,E,E,E,B,E,C,B,-180.3156602416091,184.67521231614214,E,-54.64189242955264,-63.486817519830716,E,1
Jewish,A,C,E,B,A,E,B,-77.09676471456358,23.97023066079753,A,-106.11441952805905,-14.055238376742063,B,0
Hindu,C,B,B,C,D,A,C,134.97466774806765,44.621592123019546,C,-88.57456020325174,88.06005017740219,D,1
None,B,D,C,E,A,B,A,55.39099377660701,-146.12582620151926,C,-16.73086392196757,44.20168441205972,E,0
Buddhist,C,B,C,E,D,E,B,20.717206258985428,-26.156649024135536,C,-121.62936352492824,0.968748221888523,B,0
Hindu,E,D,D,E,D,E,A,177.03145108617363,69.15789849038687,C,-153.32615006459395,67.5296955831569,C,0
Hindu,A,A,A,C,E,E,E,119.245360506813,-55.14914130004783,A,15.993099907236017,-78.52899772159844,E,0
Hindu,E,D,B,D,C,C,B,-132.9328622870648,112.91664794416114,A,57.09056724118342,-63.932381917484115,B,0
Hindu,C,E,C,D,A,E,C,-36.767543081150436,55.457957951722406,C,-106.18590639279519,-196.5453617705718,D,1
