veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Non-Veteran,-66.83545690608327,26.507347515068425,-75.85325594717305,-58.211014280602335,D,D,C,E,130.4310620958673,C,75.07903748311398,E,1
Non-Veteran,70.3302296125824,112.11908469370728,-147.98225816192522,-20.182403195275313,B,D,B,E,78.61050979716607,B,-38.634090643752955,E,0
Veteran,-189.1204170182223,-191.70759747366196,189.39189312666767,-38.831659502570375,B,C,D,D,-81.14033478863263,B,-222.66734952196364,E,0
Non-Veteran,68.62326074571395,-30.850409292609488,-119.35373171300914,75.71040875771385,C,C,A,C,115.57605930012052,E,69.31626568096699,C,1
Non-Veteran,-191.14902816178915,57.63215063208486,205.709594928953,-56.069523350496056,E,A,C,C,200.58603000485357,D,-89.24919541174759,B,1
No,25.606223843901194,35.476493603659705,98.14555257018499,113.76864215684455,B,B,C,E,27.921226287140687,D,39.32843183519108,D,1
Veteran,271.91856426579983,93.60884511938478,83.91166133846681,14.720403221780595,B,D,B,A,35.705509122481274,A,175.47779437053765,D,1
Veteran,12.000282962607352,56.808065127467636,73.8279941467183,-45.485528955868915,D,D,B,A,69.75236649223872,B,-104.36567522949862,C,0
No,106.04710907249151,192.4603077452743,83.99081347795513,170.83784834560828,B,A,B,B,-87.57375809221168,E,97.32500438571797,D,0
Yes,-74.7441587881156,-10.457241634084324,-78.68656997674572,-173.77003836132167,B,C,C,A,10.24508114990754,D,-54.689946480912,E,0
Yes,63.609908907986735,-4.170103281951965,-32.951810030609344,-306.07201433034885,D,D,D,D,-61.11030403216103,A,-104.7900740749899,B,0
Yes,167.43800963057652,107.48917163965628,140.2411002149858,-68.14762816680387,E,D,D,A,-95.41653699990171,D,99.60325329895274,A,1
Non-Veteran,-59.070658770717856,60.59895882049074,-145.69392826984014,15.809409414281342,D,C,C,B,208.5811683993366,B,-25.41062273755764,D,0
Veteran,-8.626664760201951,55.3827542433622,4.544700416052452,-52.92703505648164,B,A,A,E,-38.12600253421895,E,-40.25547413836032,A,0
Yes,-18.752041695697205,-52.90330768526267,-128.0581327035064,-84.94916576949544,C,A,A,E,43.85596666783563,B,144.46188758273635,E,0
No,-45.01796718781904,-7.045944958064733,39.50669481308891,-109.6899885092033,D,B,C,A,-47.00180055315864,E,13.805951928051039,D,0
Non-Veteran,-67.5986637246075,-42.440023923512015,34.15413548948874,172.42910014395477,B,C,A,B,-292.69422132890816,C,73.820970197081,C,0
Non-Veteran,219.80746888096192,9.950712964466444,-93.96519522219494,-92.3263586921623,C,B,E,D,11.985948696845899,D,16.941606110692927,B,1
No,92.83882413103566,-79.42444387446179,-24.720381245083946,87.84506912306767,B,B,A,A,-29.86696823108435,D,67.16849465947696,B,1
Yes,82.84217568699557,116.37724853731515,-0.8042143681771724,-62.19867163924238,A,A,C,D,-63.19978593093081,D,82.28246346233605,D,1
Veteran,62.722768167097065,89.33955332439146,38.872442124815784,-150.9390490034251,A,E,D,A,47.26517029391078,C,-106.64011127485087,C,0
Non-Veteran,-131.1814808534283,87.85325523789238,25.689764529878754,35.789977216592845,D,C,C,E,-3.8525643527463647,A,120.95273458271896,E,1
Veteran,11.720208097004834,162.91574879612563,-87.02782380235523,100.2911209152697,B,E,A,C,121.47339517259286,B,0.39752184292937115,E,0
Yes,1.9276815461698047,-108.2811186712957,-1.373223345574551,-119.29671351527406,D,C,D,B,51.553124396602456,A,2.8882521852173,A,0
No,48.380698435909345,-44.84774232384071,-64.55429873799287,90.7998051447138,D,A,C,A,53.552391431630454,C,-90.58656564317236,B,1
Non-Veteran,-51.91397088719633,-105.53920145191546,-97.17478384781458,43.779495577580654,C,A,B,D,31.083087537856308,B,-99.04160251638889,E,1
No,96.46644986874094,-5.864752720694648,11.830656929624233,-48.7886076572971,A,A,D,B,126.35576143214968,A,-137.58137760563932,C,0
Yes,167.86794211729983,-0.9767643050507954,188.9814676646696,-198.59693342980802,A,D,C,D,163.81145213508435,E,-44.28385247878246,E,1
No,-173.38619236707507,-45.4705576483902,-237.61225817356006,-31.93061093798015,A,E,B,B,-239.99627117843772,E,32.88144840466053,E,1
Non-Veteran,40.944324264836595,67.57879828463217,-49.13052864793256,44.52268829102255,D,E,D,B,109.21159531942122,D,-141.2848837364586,E,1
Veteran,-48.20950341600959,67.83801805803415,-175.2345825497843,-3.6251849349179612,A,C,D,B,18.90855866356392,A,-32.26161083728447,E,0
No,-71.11036740411411,21.254678752760427,-199.3785650952444,-37.53584951311269,D,A,B,C,-20.485041816881647,C,-58.62568517615829,C,1
Yes,-65.92610521869625,14.290220509845245,137.04792804149923,-42.45450360803281,B,E,C,B,144.29420795614328,E,31.29317613121981,E,1
Yes,-3.1101471575707933,-55.94082217173695,-35.62485929616791,-8.592132424305099,C,B,A,B,-34.466931571899664,C,-48.382704187705635,D,1
Yes,91.59308761089869,-1.2079469576399111,52.54975235618113,85.72663889047996,E,B,C,B,-166.9039679070656,B,-18.870062332332267,C,0
No,-4.00495838142574,-108.69948283898184,-35.10085545748491,-18.122151014918366,E,A,A,A,-141.596090350623,B,-53.109695283926875,A,0
No,-141.0358355226002,-100.01112365592999,10.492125065527253,-58.43293872047397,B,B,C,E,8.125017403719022,E,5.404096314516297,B,1
Veteran,61.20625592713211,22.371791812286688,19.804847392123634,-130.94842746685887,A,E,A,C,-60.78141108994536,A,13.198333639301346,A,0
Yes,113.36437827839174,17.26390860942888,116.7901885326535,75.9036167178188,B,D,D,E,7.507030602995761,E,-51.784000607211624,D,0
Veteran,-71.30113631883785,-27.8065122087026,-66.61867026457155,-135.700521057512,B,E,C,A,-71.47267838617854,C,84.32375166672868,C,1
Veteran,-75.09946148013789,-36.60479690341675,-25.99380338842104,-118.66107113048727,B,D,E,E,-241.66073091766282,B,-43.89070123751363,A,0
Veteran,-41.936843085494615,74.55805966766397,-86.61319644883255,-1.9974833511476313,A,A,E,B,9.926872735058394,E,-63.631553552045425,E,0
No,-23.123526906250436,-158.41377333808248,-108.05048986508636,-42.81079805727815,C,A,C,C,2.5856058339634918,E,-23.246925581386733,D,1
Veteran,75.45715591692387,-1.9706630929395421,-37.13859266554189,-59.01259021040357,E,D,A,C,10.110475493640775,E,28.33426633453207,B,1
No,-80.07306985096267,-137.16825101246343,227.10364358382665,82.434361586828,A,B,C,C,60.94983304408223,A,-36.46845465522149,D,0
Yes,104.2213002123657,57.80725708140842,-48.78630228569517,-116.96012867273053,E,C,B,A,-106.73815184707254,B,105.74925395140515,B,0
Yes,4.719305076254892,-74.1418767814271,175.10328151965672,-29.650882747898162,C,C,C,B,-154.37528751359199,A,7.081625339171499,D,0
Veteran,116.57659809509175,70.75131555272398,107.57148491205338,-59.874420363312964,C,D,A,E,-111.80890633420499,A,187.97304819022926,D,0
No,200.27178766851677,-83.07116820655403,69.00732956034054,46.8804846288981,B,B,C,C,10.432274803371143,D,-45.874934507659695,D,0
Non-Veteran,-58.47173926413814,-174.51731135142728,-68.2881891186985,184.58764900949615,B,B,E,E,-61.28840370681048,E,-60.04019427078131,E,1
Veteran,-17.165822917945913,19.017082117365977,134.12353507273627,120.13903476036816,E,E,D,A,-34.31468370843779,D,-145.01590044821117,B,1
No,-60.51381091135352,-84.8184279589562,-55.00334505165255,15.721609845847892,D,E,B,E,-89.835889912919,C,-34.50940276141593,A,1
Non-Veteran,36.56582498581848,21.59950542328425,-250.44247947420234,91.98431591680975,A,E,E,B,175.92185448310553,C,-36.969323649072734,C,1
No,2.109316201792336,76.74783419767027,-39.76647606094647,-135.46131466966295,B,E,B,A,39.23173086999469,C,-0.847200733057471,C,0
Non-Veteran,-54.736524304104805,-124.16121669808314,-5.856731250925305,172.13401188930123,A,D,C,B,-21.07106946156388,C,-39.62653712042152,C,0
Non-Veteran,190.2276324363747,52.109796639472286,15.364254063747437,44.70266393936334,D,B,B,D,7.84153844062314,C,72.35613538626353,D,1
Non-Veteran,-202.5407814463393,124.21607160325804,108.43751096989891,-56.52725404508179,C,D,B,C,67.82383975215785,D,-86.28525881989941,C,1
No,59.03350155054339,-191.7940366211764,53.273750352067104,-111.80451311964292,A,E,D,E,-165.34936933056176,D,-12.445417673140895,C,1
No,-78.37092909602738,-3.2866738815696643,-28.39445054807081,-31.875176291767275,B,B,C,E,-112.98593315019232,C,-20.123803536367458,D,1
Non-Veteran,-47.1127370304752,154.82901451430612,-9.277406250577808,97.99897299945728,C,E,B,D,80.17326231574559,B,-143.96476941276657,C,1
Non-Veteran,-14.557667337135877,146.05825467627392,87.60206512735745,-100.03036148491933,E,D,D,D,-8.269713235214947,C,-102.02891564836294,E,1
No,64.63324628982534,7.214655682174429,70.34131317240033,-1.3034067034352237,B,C,B,C,-65.10992228460186,B,-62.00972350361336,E,0
Yes,-85.78862736717272,16.445280013847064,110.04206518007015,-231.24145097147434,A,E,E,C,112.00260407483414,C,57.72079745556288,B,1
Non-Veteran,36.89940275546664,-27.622623184777662,25.226759655980953,-152.95948262876993,C,B,D,E,71.98798534945034,C,58.028961547588686,E,0
Non-Veteran,-80.7618181129972,45.54886496320203,120.18556294270684,-68.97632391956321,C,D,D,E,160.66721192336283,B,6.698843122682477,D,0
No,90.22205478120543,117.54722935994928,144.66669129549595,20.189924125243067,B,C,D,C,-48.67563953086436,E,-69.35473565913351,D,1
Veteran,-198.1099486966277,14.973025999463454,50.85974910411481,-108.39324147430676,B,E,A,E,32.168092302154726,A,78.97740452110553,B,1
Veteran,-48.76593955942508,-69.2685496230018,58.718631589919504,-118.75937631531647,A,A,C,C,65.20054756821165,C,-204.4264050540128,E,0
Non-Veteran,49.78372604960985,131.7561564291256,-87.9859283389542,186.8534418319705,C,E,A,A,-46.36266443797849,A,63.37586404812472,A,1
Veteran,-172.0504269122268,32.21926968671699,-116.85333233262448,82.45533325933702,C,D,E,A,68.82434237861882,C,-114.34800813495632,E,0
Non-Veteran,148.907400052821,43.460118131269944,-89.45780759213628,109.96597934710908,A,B,D,B,99.46667003629352,B,132.58989565362862,C,1
Veteran,-201.29854509532638,-184.05334706634642,-32.81879732116228,-77.6332194199975,C,E,A,C,116.87080294663983,C,48.29751592466264,E,0
Non-Veteran,17.30677239099541,138.0200637633254,-31.543309762666095,10.426605771515357,A,D,E,C,155.13632388382914,B,46.11637402359389,D,0
Veteran,-112.61903790887939,-25.32248592231319,-3.7703927626580134,-101.79043565210009,C,D,A,E,88.86139469463392,A,-5.3508908926297565,B,1
Veteran,107.30847646900227,18.136486613689158,-182.44357606812494,-113.1070136955403,E,E,C,E,-21.681550143196777,E,-53.09807823620012,C,1
Non-Veteran,-37.508211232015434,21.108244861238802,-97.6007907700287,227.79871133303615,E,D,A,A,-84.43318814642801,E,72.06364981179412,C,0
No,-3.8603979866577607,106.88708546895404,205.37864355731537,-96.76763215591394,C,A,D,D,-79.48137394483732,C,-87.89106244726945,C,0
Yes,84.82084393158804,-168.39205451128473,96.26294533032379,-42.465328059968286,B,C,A,B,-155.06293641898725,D,-63.43942630191304,E,1
No,-18.622166682633875,46.14834735224443,28.338676852866477,-139.74102422361406,C,B,C,E,16.62618980234084,E,-132.37477974581242,C,1
Veteran,168.53739596352057,-68.90167531709518,47.497572934192156,-190.35866706353048,A,D,D,C,-64.87339470729307,E,23.706658776181595,C,0
Yes,109.10837147899642,-96.20358935875424,-83.895940253265,-29.957815402432942,B,E,B,A,89.1748746842823,D,23.92579620734049,A,0
Non-Veteran,159.58779427378082,74.57352604452251,160.83269324481626,9.565410515108198,A,D,A,A,-291.64721323453443,A,226.48595516189815,A,0
Yes,15.584505995071943,-24.59790445878543,-75.92507671293639,131.35221631354608,A,E,E,D,76.12195925750387,E,105.34276059305796,C,0
No,58.418981756194675,-60.32573562556931,101.57834498800669,-45.34820284692498,A,A,D,E,-17.984266074745143,A,-91.94778567383091,E,1
Non-Veteran,-109.55448905640033,180.44738291835597,25.22234345076719,-92.88440554359603,A,C,D,C,-200.27348777947586,D,-71.40868508391775,B,0
Yes,-48.267350820353,-218.7313917361108,-86.99686564621469,-174.2872210148326,B,B,B,B,-53.71867721119674,D,0.050549064521435726,B,0
No,5.155810201591189,131.46510135631513,238.566793853465,57.54057993754501,D,B,C,C,-229.74936245511594,A,-23.426051934440117,B,1
Veteran,74.60127988543665,-150.5177149931201,193.15817297813317,-29.264970814817236,B,D,D,E,-156.7131983113838,D,123.4912383757337,A,1
Yes,78.90478618047531,-1.8088280414272466,110.64108562995105,16.174096472873533,E,A,B,D,60.60934955409849,E,37.727079419892284,E,1
Veteran,-243.37401716813326,-58.09909683506277,81.83554350438521,-47.29048354572642,A,C,B,A,161.83185096304794,D,-63.746605225997484,A,0
Yes,-167.6624267387603,-189.682571539899,81.41821820448469,-216.62702041763455,D,B,D,E,-244.1718035978992,A,14.623712835934398,D,0
Yes,4.775034237954178,-25.54392357062443,125.30414446003223,89.72437729024135,D,C,C,C,-59.29558516745199,B,160.4729169157856,A,1
No,-97.78851057000368,147.23657113361395,-176.4881245270351,151.8899765080847,A,C,E,B,106.03501289603498,A,-50.42057859595448,E,1
Non-Veteran,-29.786658555410522,-182.22553832627685,13.847409259785751,73.23035830268829,C,C,A,D,102.85845830807709,E,29.28217903421542,C,0
Veteran,149.06854216955892,-38.673228706486576,-43.19775521619494,-124.70177926788588,E,A,A,D,29.818523499735207,B,38.26688620056368,A,0
Veteran,-36.949036184251895,12.60010958928948,255.05414726983088,-28.989147984144847,C,D,B,A,41.01603633235329,C,111.10661687205226,D,0
Veteran,43.418705005596934,71.21102580924553,211.65097104239226,0.552143469460106,A,C,A,E,101.79088992665368,E,-139.69673507772245,B,0
Non-Veteran,50.7272795147882,67.36770912591625,185.17029136060992,44.39627659004222,D,E,D,E,-110.69638023202519,E,-43.12776392001811,B,1
No,-40.730843016314175,277.3251043662468,118.13557558347479,128.28109569782396,E,A,C,A,-6.980779742937718,B,77.7957321776355,A,1
Yes,-108.077773914911,144.2211744298981,-22.76836421066447,-168.9842441261169,A,A,A,C,-97.46829428926488,A,14.745265745723602,E,1
Yes,-5.528782863264207,85.25587431804692,26.276135034816235,-184.8648696175666,D,B,A,D,49.20633279059026,C,55.86285391981682,E,1
Yes,101.32189507547828,72.18699651185845,-22.509222841307878,-91.12028539987398,B,A,C,E,-22.20741182730069,C,79.49601537305955,A,0
Yes,-33.55809173702374,-130.53380771481974,25.51691500220648,-94.77636840869383,D,E,A,D,66.65989143488538,A,-62.770357745220984,C,1
No,-59.23007276709089,-181.54822826962024,-43.195128076479484,10.68175979744094,B,C,C,C,-19.573028879918837,A,-29.15255782996016,B,0
Veteran,47.94465271767735,-161.4124522528034,-43.84724841505358,-12.876840847249465,C,A,C,E,-111.54697308085002,C,97.99963575905302,A,0
Yes,76.92302756654377,9.308526699340689,-1.323548179987472,245.49723668247876,B,A,E,A,-53.34818577850115,E,92.61219861611262,E,0
Yes,115.06637074963884,-1.140570396919166,32.233704439776304,39.22675588231967,D,E,D,A,-110.99315799709532,A,150.39104614807545,B,0
Veteran,77.73148379480982,54.647383534178,2.8278622958098554,4.649785892145234,E,D,D,B,11.898036777834893,A,-39.3930145372305,D,1
Veteran,-29.78649202832245,198.30861019259916,1.8724574461795989,-79.92178015447976,C,A,C,A,54.45863441910067,B,123.11582234744036,D,1
Non-Veteran,-100.30389815113871,-62.920013481390114,-117.10334342738275,-16.061094822773985,C,E,B,C,224.2176682837086,E,117.03835202320757,A,0
Non-Veteran,-151.21733219531788,-167.2307228143459,-134.23543196141173,61.397452602851224,D,A,C,A,-20.762567121744883,D,-5.711732129740028,E,0
Yes,272.1074359814221,-96.26336645009725,-136.79505454379003,55.968889083441944,E,C,E,C,-181.76470660900154,C,48.73159289593751,C,0
Yes,-35.84698774011082,85.91577611778838,-31.908116492175488,15.295075408158102,E,D,A,B,-90.21773429301814,E,46.092364433273936,B,0
No,-51.19495304783005,-115.38243262317881,-66.31735216081951,-78.66332667652652,B,E,E,B,-52.99279361781466,C,-67.6592743103344,B,0
No,65.85179244064322,-92.80077420772363,45.742828844610514,37.2020864149254,D,B,C,C,-90.80647373479329,E,-58.46921158600337,E,0
Yes,-89.8831312915017,-46.85762484653178,-137.59234968644952,192.23362904848452,D,C,B,D,70.51736430571583,B,-135.67137356501178,A,0
Veteran,121.11075988957498,9.274018527598948,171.24710602607377,-11.689501787838074,B,E,D,C,34.71726592461506,A,167.19521015196202,C,1
Veteran,-34.269477470845025,-100.78299980941783,-33.077792323371455,72.1376823988592,E,E,B,B,103.0386799503449,B,-4.091876847790524,C,1
Non-Veteran,14.363747264553133,135.1031090887746,73.38950427717329,105.70473043127915,B,A,A,C,-302.4184646374363,A,-155.37365527587318,B,0
Veteran,-30.751411480771974,-65.0326193134639,-93.26368923500613,-125.94662242193724,E,C,D,A,97.66367146795608,B,-59.216094568254704,A,1
No,52.494745870401694,-26.15901507782155,22.3365613978798,-109.52761589367242,D,A,A,C,-21.177772490718052,A,12.652371940724313,D,1
Non-Veteran,-90.13950082637967,-56.46615607674291,127.84429635335373,46.04687988633375,E,E,E,C,129.8610821933155,C,-35.147214600352285,D,0
Non-Veteran,53.11624559565297,-37.86825013229097,14.409419202268525,130.78924771867796,D,D,B,C,-130.714943353322,B,119.64108523307671,C,1
Non-Veteran,34.77501509189465,-102.94448674034808,-146.23060112955304,203.39297595930213,E,E,C,E,-149.51613169984378,D,64.27245723949804,B,0
Non-Veteran,71.79866432538277,-240.71151539384252,51.72461085116474,-256.6755478088874,D,E,E,C,-38.95187912604298,C,80.428094873576,E,1
Veteran,-45.767035453515774,-103.70149299710303,-13.18410746170484,6.208354506430307,E,B,E,C,104.69658583523965,A,-172.23074294901818,C,1
Veteran,-25.847750832790584,-75.54013557069047,6.343539606790522,-51.13035912164028,C,B,D,E,57.98640584370619,C,-41.98423541123449,C,1
Veteran,15.06155114505687,-124.06320932031718,98.89812009883775,272.0626988725136,C,D,C,D,-50.94993242572593,A,-196.54633323021477,B,0
No,97.10883270148486,15.95291060243493,85.97123931970914,0.17861493501242948,C,B,A,E,32.430008164741935,E,114.63413705964275,B,0
Non-Veteran,-34.724637657477594,140.815816213806,-126.39092091274946,57.13486676213314,C,E,D,A,25.815214013089477,D,-192.19529988686372,E,1
Veteran,-120.38791691096029,19.377287455257733,-62.03669109482737,43.0334739822891,D,C,D,B,-92.23277015299253,B,-67.08185326030433,A,0
Yes,-12.79900679562723,-207.6478647229993,5.973360236806832,-7.308561119023875,E,B,C,A,-13.092708933295713,D,96.9545083799782,B,1
Yes,72.36720360539618,12.935242517634462,53.172820126098294,-63.805735370773085,D,E,C,D,71.06566793712588,D,-106.32519449127473,D,1
Yes,37.38978893708948,183.91766382190949,31.808681819000817,53.50925318808575,A,D,D,D,125.79357674891305,E,113.66706967780395,C,1
No,-51.041573230538994,187.55665414218606,-81.3059096442282,-64.94604758143923,E,B,D,A,103.15128094290047,A,-19.476509927473682,A,0
Veteran,2.1796899166668227,102.81751837967673,-89.16503972078996,-121.46698786807593,C,E,B,E,11.742113677802044,D,-78.05164964563954,B,0
