veteran,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Veteran,Muslim,D,D,42.57048781595024,-139.55245634984604,174.51564694349318,-21.744320195957073,D,-79.62328293550786,A,-50.607417904528084,D,-285.00583349577875,A,B,14.265477611243979,A,C,1
Yes,Other,B,B,-47.980708448245956,-25.712834448485644,-10.150785054388356,13.408074646918907,B,-85.71253199575449,B,137.3653724453316,B,16.802995144200843,D,E,140.63879276325565,B,A,1
Veteran,None,C,D,-78.730424621763,71.41163107869855,23.598611057552375,58.61698180512117,C,-133.12390416975492,E,-77.55070851286209,D,18.538558097331425,D,B,143.2685891156265,B,E,1
Non-Veteran,Hindu,E,E,39.182844423176874,78.26946330758537,75.12874818522923,-86.54711524148784,D,61.660763889173644,B,103.01694235619439,E,-200.8471363616566,B,A,-135.58702476035697,D,E,1
Non-Veteran,Hindu,D,C,78.59901201711928,31.836738680645915,-179.03790093687564,47.04338624191999,D,191.82275000020582,B,-82.86627775520364,B,-62.12711783448499,D,A,39.37280653569395,C,A,0
Yes,Christian,D,B,-66.62827182920584,-87.80603861511935,-46.28533157105452,-4.029044449377649,D,30.768421856188265,C,89.35132699954413,D,-44.99032232625484,C,E,143.3249942279383,C,D,0
Veteran,Jewish,D,A,60.42565124712094,-102.95912071275876,193.73097600263046,31.965862746000372,E,-22.633123812162765,A,-159.5199495861497,A,-136.96575610587047,C,C,-62.15494530093252,C,E,1
Yes,None,B,E,35.04993939684057,-52.82450185425128,66.15390609785148,-16.457284351400624,B,-79.5967380637793,C,-50.206740033461486,E,-56.768839031647076,E,E,116.24272732687679,E,E,1
Veteran,None,C,B,-57.86665932154559,55.339060581109564,33.57580712967582,-120.30511524241408,D,45.34949734864072,A,98.62125009522772,B,-25.15656406691541,B,C,-89.5206710443863,E,E,0
Non-Veteran,Muslim,B,B,168.271038747219,249.38475707707192,-73.10422951084657,64.15837597274162,D,127.34423422739563,A,-139.49687454441843,D,142.1330446167137,E,A,-4.912271274003975,C,E,0
Veteran,None,E,D,62.621448932776204,-130.08571679451933,-197.45026891082443,65.78002433792106,A,58.97496929599586,B,51.465799072526174,A,-39.55313971342982,B,A,-10.743103657030217,B,B,0
Veteran,Hindu,B,B,-103.2465943130681,-103.6193052153322,72.30788955552457,8.14007164164805,B,44.055195974675414,D,-128.74802129508564,D,107.58108794430431,D,B,-105.66989880240838,E,B,0
No,Hindu,E,A,131.06710099055633,-93.44413390222027,97.37213861550661,-14.202733347790247,C,-88.51146993237991,B,85.95947341215833,A,1.2308270329462954,C,B,11.39872631129787,E,B,1
No,None,B,B,-53.355113345381525,-225.5854324153626,102.22734719028736,-121.5695466666021,B,102.22000462727453,B,-43.403223243676365,D,-73.013501847769,A,A,-19.455881761966094,A,B,1
Non-Veteran,Muslim,C,A,54.541637278517854,33.80286606904804,2.0875427891938596,140.1125494922232,A,12.943069345411418,D,-72.7699794732504,A,-50.272604963277686,B,A,-105.21079139089021,A,D,1
Veteran,Hindu,E,D,226.84310459358827,76.56503826074679,-111.56971799733076,-37.038924487371354,E,-330.02938325048177,D,-85.40593675025399,D,269.83677271630404,A,C,3.6998421011645672,B,D,1
No,Hindu,B,C,-88.3757616681502,293.4284199721874,-48.35345248133074,-56.42506256200138,A,74.67475827434923,D,101.22679510695124,B,-36.3499272428799,E,E,-99.09737562704487,E,D,0
Yes,Other,D,A,-110.8142754100226,-126.89581199312714,122.68060696074383,-76.86715255443501,D,-5.323719796272674,D,-45.70687171819035,C,-65.748394997871,C,D,39.51472760703374,D,C,0
No,Muslim,B,B,40.47287854502575,55.63577286004075,-97.16037310005444,20.097240924380117,D,-75.14131873717434,D,70.23479737907013,A,244.2338786533908,A,D,-24.648491590574412,C,E,0
Non-Veteran,Other,C,C,-119.64693243684891,0.8589155734084727,76.53102539847795,-177.04504167667653,A,-81.61369052139429,A,-11.958435627519405,C,-157.6540035837523,D,D,-65.65013510218232,E,E,1
Veteran,Christian,C,A,143.58469307587822,-4.584793318208878,110.07284011852174,76.15162033710307,E,20.022969698529405,B,122.81132773994167,C,199.7584714581316,B,D,70.79220007114935,D,D,1
No,Muslim,A,E,-20.405797049567898,24.030497803710624,-40.26546672500228,-90.44547257045558,D,28.585405246212193,D,95.35716190092026,B,-63.90745285484459,D,E,-155.98868014650083,A,B,1
Yes,None,D,B,2.552737512199848,75.13324107155942,-99.06313707640597,-48.590112573447755,B,-99.62390776490956,A,-76.6267038773077,A,-4.512125341189927,B,E,-48.232435998870805,B,A,1
No,Other,C,C,6.979319081094208,12.092672479917375,-41.08871768483514,-176.26867065371644,D,77.23070823721744,B,61.74435149653391,A,-109.53394257051694,C,A,-98.22197866122205,D,B,1
No,Hindu,A,C,-134.42495252632645,-39.62441937200517,-72.64031294439988,33.489451342741575,A,-13.494475682743648,A,-32.01235294644867,A,-174.23871448811016,E,B,98.05088844395925,C,B,0
Non-Veteran,Muslim,B,C,-54.65551268505937,6.415364149873884,284.3900255878614,-86.29492274170315,D,-4.82440952672513,E,24.845214562337162,C,34.77847274133548,B,E,221.27976833413214,A,D,0
Yes,Hindu,E,B,82.42846593377207,-112.46796233513511,-11.468759862673734,-41.719985466199674,E,-101.37261530245902,E,121.83591024734103,E,-102.05502379162863,E,D,-84.22118660569573,B,B,0
Yes,Hindu,A,B,-121.85269674080659,-93.2120723122844,78.70462161990478,48.72835939862284,E,-94.4873195754007,A,29.727017348360572,A,-99.39171792448259,E,E,-49.675798088748344,E,A,0
Veteran,Buddhist,D,E,-7.324896009322132,94.95674384841939,-65.42015984054777,-105.55466930271508,A,250.44061389708818,E,84.28507912235665,B,56.24586946032745,C,A,101.78840439066934,D,C,1
Yes,Muslim,E,B,-94.16980036563575,-31.806253168628125,61.974977862120525,10.946639780910452,E,66.25202061983194,B,-68.09281069817979,B,-29.51231034824288,C,A,55.48813579843331,B,E,1
Non-Veteran,None,D,A,-2.0552236886643294,-183.9876398626153,22.631214355619594,15.222964282238976,E,-57.77646672197816,D,16.833493219991674,B,-48.793296170397596,C,A,-48.030921253070716,E,A,0
No,None,E,C,-33.969129010422556,108.29626635046982,84.41867902862731,13.650336307544677,E,30.009362002769123,E,-121.16216827974688,E,-139.29520293244084,A,D,-125.17321543627465,B,C,0
Yes,Jewish,C,C,63.62866445088493,-89.14303661265004,-38.86450739748114,-78.2479255069213,C,-15.618132264917353,E,58.663790954370654,B,-42.05223641797543,A,B,29.52724470386059,D,D,1
No,Jewish,C,D,-51.74669686936358,33.44525738456605,120.43545709221183,-157.7663918302044,B,59.04683606842905,A,117.58354457007438,A,-11.596977828957481,E,B,-24.645084789399522,A,D,1
No,None,C,C,-115.93927895575426,8.332879325639205,79.37425533793143,34.35808268951335,B,-56.81488252566186,C,-7.153444398839545,D,-60.67014947858315,D,C,-161.30956102991865,E,B,1
No,Other,B,D,44.05407603877891,41.744432543701535,-20.42302426171218,126.1496565788406,D,-135.89876412681267,A,43.9066748602843,B,53.3600464048008,C,B,-5.024048378226619,B,B,0
No,Hindu,A,D,157.78276246134197,-63.513403777124736,15.694601696817854,-39.097363987813985,E,1.1724598766546341,B,53.90160008907745,B,-131.10812398170407,C,D,0.8613140284447296,A,C,0
Yes,Other,A,D,-6.657580293201873,-106.96011798933655,-169.38444533081565,34.646554342838,E,-9.886015733313705,E,-63.721761013439945,E,44.44298758603827,E,C,38.630464128963965,A,A,1
Yes,Muslim,D,A,-52.29060859516521,-24.968429841433014,3.9898244370328397,-102.0670565631716,A,-2.0880827260708554,D,47.44489694772056,D,-93.52570041685684,D,B,88.38497403100052,A,E,1
Veteran,Muslim,E,A,121.25613805402055,-71.94195249202282,35.144441173925166,78.98293758108149,A,-27.746048018148123,D,-127.72351946175063,A,-18.59817534740829,E,A,96.78340033140506,A,B,1
Yes,Muslim,A,D,-143.6918513043743,-226.8950271352554,6.272884241231315,47.46575965955343,C,84.01619582881158,D,-159.8624923046824,A,155.4321666491943,C,E,-201.84938267168033,A,E,0
Non-Veteran,Christian,E,C,36.40180427283398,35.15378441080773,96.25024785292129,114.2104593984308,D,-13.977159946027523,D,56.11911489466801,A,189.32313077186436,C,B,-41.88884779708449,D,C,0
Non-Veteran,Other,B,D,-78.55942659026671,11.615866495376299,44.04019749646798,35.74048013183119,A,-89.60946051880019,A,136.28430317553395,B,46.09082727173788,E,E,-23.417506569980688,E,C,0
Veteran,Jewish,A,E,247.95170874392437,-129.29526751408113,-141.23567447793027,-5.623953117018329,A,157.24334470899498,D,-46.04303205834354,C,10.834457096891215,E,A,174.89117199323073,E,A,0
No,Hindu,B,B,81.7088847049389,34.35010374162437,122.44788025983853,64.724131092471,A,-36.42217869029203,A,-146.23106593299624,A,-27.02653626503846,B,B,-64.73948365309509,C,C,1
No,Buddhist,D,D,-84.08351531655777,-27.860197576742618,-29.06523656761104,48.99293570117854,D,41.90559115342393,C,-1.6135690243714758,C,-79.28551150089336,E,E,-22.618664578272348,E,D,0
Veteran,Jewish,D,D,9.370022926717049,290.50306817326776,136.73246144886178,-45.33422117394616,D,12.933151283534732,D,3.689616703076763,D,5.380114773454828,D,D,115.15668460379243,D,C,1
Veteran,Jewish,A,D,192.71257122976647,15.101737411123764,-67.57607897816712,178.35170786259422,D,-80.90439388327798,D,-118.08883733216192,A,14.329679725735478,D,B,71.9515240907918,B,D,0
Non-Veteran,Christian,E,B,62.29065358591741,-35.77809269439467,-35.89995168310986,75.63939709858522,C,-0.9376069683227387,B,-21.386705715565647,A,47.764914047076026,E,C,40.20674374206906,A,A,1
Veteran,Christian,D,A,58.56066714153793,-51.7747763218256,47.5194362664112,-28.73764155129981,D,-10.34046208926419,C,0.38512154667973375,A,2.6203711144081545,C,B,78.28075414428164,C,B,0
Veteran,Jewish,D,A,-22.405066437870268,54.0759001204946,4.282272173514082,-34.78955100519522,A,28.840898825268635,D,19.46069290999707,B,-132.22110421476933,A,C,-14.365106058541022,C,D,0
Veteran,Muslim,C,D,-89.32986438969726,122.16878961505013,-162.32193891354734,-144.17427036359328,C,-67.75835552890155,D,94.12763755422876,A,-60.840286481901515,C,E,-26.97262046692963,B,E,1
Veteran,Muslim,C,B,110.43654243941725,9.609158406050817,-39.147527264988504,-57.01141504626166,D,26.88295526713053,B,4.290930096260615,E,114.99768395088155,D,A,5.410397956380791,B,A,1
No,None,E,D,-8.063311943681192,-63.20644522363944,-178.83284595769186,-149.00127233045728,C,27.085666932559892,E,-28.13691824710311,B,205.18916834540656,E,D,-123.36216526321458,E,C,1
Non-Veteran,Other,B,B,-52.73551293728265,-62.08333899302663,-9.166415327983657,-30.842276138332664,D,6.727799004685682,D,292.9533998180498,E,60.50975951027143,B,A,-124.96326913111209,C,D,1
Yes,Muslim,B,D,-76.82023495082795,44.740697894272394,178.3463833572296,-75.47385078180811,D,-68.69446390745324,B,-89.86986896730268,C,90.79199899526847,A,B,-18.875758832615382,B,E,0
No,Christian,B,A,-30.030702219078115,8.951304057258753,-208.76537316065483,-132.82039982260545,A,-92.26908034274683,E,127.28085858439458,A,111.32217053071007,C,E,-58.71534743701133,A,D,1
Veteran,None,C,B,-193.55229300495964,-9.497632584080458,177.98576376727118,210.46240326321856,C,-85.67116587952495,A,-56.68776906166655,A,-91.46297627840416,A,A,58.44935191242033,D,B,0
Yes,Other,D,A,120.82511388132097,99.59243238517774,-17.92858278251242,-176.7086659560146,A,2.3324274852127047,C,58.072185128145506,D,-146.8169317914858,E,D,-87.7866653309899,A,E,0
Veteran,Buddhist,B,D,-5.0355778620282585,-91.48930263446306,-42.299737352771544,144.1975750708977,E,26.632821979121786,C,98.72810562895341,D,47.74527531272159,C,D,-97.79716112702681,E,C,0
No,Buddhist,A,B,-9.359184534007676,-72.99974951730775,-34.01675716008729,64.26262624100723,C,28.00358375815419,C,74.57733418821556,A,0.8165525463465705,C,A,-104.12564151255515,D,A,0
Yes,Buddhist,E,B,-48.517978002209944,-45.96436530098961,-34.351438578300275,-95.36304775806937,A,-108.73179966621495,A,97.04826804225166,E,-194.3041807438699,E,C,82.16926456916008,C,E,0
Non-Veteran,Hindu,E,D,6.143307847369617,-36.336738135450155,71.40849813620133,-19.030520330163007,A,21.23003398446625,E,80.36589210548739,A,-189.67681473298202,D,D,-67.78320770537802,C,E,1
Non-Veteran,Buddhist,B,A,11.021642958884206,68.08680195645488,-49.06270182123812,94.69334101621286,D,181.38581257859644,E,58.54245186214499,E,172.74960643910876,E,B,-144.18444106127296,A,D,0
No,Hindu,B,A,30.358581835009325,-47.71625996016082,38.35246438794699,-134.3329232223273,B,-198.7458770180025,B,122.77679344431817,C,158.51583507408048,A,B,8.366454600054645,B,C,1
No,Hindu,D,B,14.658670338719427,78.11617011556467,98.0488779141814,109.60891015675838,A,-115.957752116958,B,-116.47037066179334,B,26.635899958335298,B,C,81.94422560945137,C,D,0
No,Other,D,A,-99.80992188415904,61.69540396931149,68.1199460304086,25.49920917161813,C,4.943580026284238,C,-58.506066514165354,D,17.601621108654182,C,E,-141.24463366070833,C,C,1
Yes,Buddhist,D,C,-44.52608085304871,83.61736340663623,7.2388210909769946,29.25593731789743,A,117.88547388222061,D,9.952998864410299,D,97.87879615150874,D,D,-378.563714560267,C,C,0
Veteran,None,C,C,-157.46755455986988,173.82031544643243,-108.52028763721049,-39.39231198935177,D,-15.190326396479097,D,31.913787166271202,D,75.59401585833857,B,A,-102.76589855935214,D,B,1
Yes,Jewish,E,C,-104.73567320631179,-17.922861152062115,-70.99244401491137,54.90191718368634,C,75.99280534779523,E,35.93660617473057,E,-80.82496586037666,E,C,170.20826769024865,B,C,1
No,Other,A,D,-123.54875489924635,18.090953792781228,-192.73141582246254,83.0481303237219,A,-82.58625728361025,A,-50.801409475676905,B,172.5798402911923,B,B,50.69686637137374,A,B,1
Yes,Other,B,B,1.0965503493409179,71.85639665646853,138.25210494558965,-31.958286632368367,C,-136.28872049376483,A,-0.5309849018159646,D,34.695382187174204,E,D,95.14617275365045,C,B,0
No,Hindu,D,B,51.53321076109394,23.302748537700495,-15.811873437051421,-82.62202075550657,A,-148.24661388602087,B,-94.01039224699876,C,94.60316943188532,D,D,88.8088476427125,C,D,1
Yes,Jewish,D,D,-41.78793062968407,-30.971708193244773,-63.074820398252164,-25.617474215434616,B,18.858304398842893,A,71.47068387975789,A,13.879547611416527,B,E,-1.2318019004591616,C,B,0
Yes,Jewish,C,E,116.02675442045391,9.694511888463325,-13.068445899072254,124.17443547244704,D,178.38046996954034,B,-39.89660737660455,B,-113.55980185612167,E,A,33.24051736208755,A,C,1
Veteran,Other,A,E,-203.35245252113614,148.55364250036106,-37.250310660912845,-102.65771636884291,D,-13.628395352660458,A,-35.77620527922024,B,-133.72492173863887,B,E,114.97983215904375,C,B,1
Non-Veteran,Jewish,C,B,-100.67236923577265,-123.20636100263727,39.41616697678819,80.38594037906932,C,-65.13148051159322,C,13.761861774274973,E,153.87995449553014,A,D,111.79744842877864,B,B,0
Non-Veteran,Jewish,A,A,66.00329251914025,-16.23089760160722,-104.61957094217149,-50.329330700669864,B,106.89625467330703,E,52.005907519719784,E,84.13068241808914,E,B,148.10521926566986,C,C,1
No,Christian,E,D,16.542898474398253,68.47541543491744,-91.33293905724577,-8.549609257955398,E,19.580941584209246,C,21.34523793271419,A,171.7955093354933,A,B,49.34492950299541,A,A,1
No,Christian,C,C,147.71462153037444,-97.14955221116927,72.32889242000435,-24.9402802456059,C,-7.908250336546409,E,-30.270360438818727,B,111.32305606850652,C,C,162.09483015813117,A,C,1
Non-Veteran,None,B,A,-37.029072047896314,105.71254628207947,4.028026082556497,200.08579389093325,C,-38.932620147022284,C,53.15435620634948,D,-156.79062325235378,D,B,-96.47551869240972,D,E,0
Yes,Jewish,B,E,76.38599171819952,-70.92578167226422,-23.935676501542996,95.86685853013928,C,88.17928137560924,A,-62.69420068415984,C,125.31557276191168,A,A,14.146450606672667,D,D,1
No,Jewish,A,D,-56.21680270004793,-1.7504762435127996,126.53612950891886,21.469778781901265,A,141.57650071799347,E,-35.0513355613544,A,-179.21050792965488,E,D,-75.86126950638432,E,C,0
Non-Veteran,Other,B,E,-50.702425633737256,6.733736867001035,-45.12003549729523,-68.77452362044544,A,-115.73986978685215,C,-38.119193692373685,E,-52.36451141066863,D,D,108.8188963475852,D,A,1
Non-Veteran,Christian,A,B,-46.552609877886425,141.58708034477576,104.72378132813449,-69.70566796008674,C,153.61252623209262,C,-103.69361321519388,B,19.05364868157951,C,C,-71.2648254337934,C,E,0
Veteran,None,A,D,4.1129418274834695,137.26040416037154,139.7926271655749,-3.2932300488487645,D,93.88249099991177,E,3.5988428387450178,A,8.347607236011505,C,A,41.0413183542964,B,E,0
No,Muslim,D,C,-33.79665481992814,-74.24490665939071,-250.99122976820834,-34.671994024001286,C,-83.79892612780277,C,83.55360668488535,C,114.04557535815856,A,E,-94.84474991618485,A,B,1
Veteran,Buddhist,C,B,-23.43826186870016,-8.612226836060394,71.79900690928702,-36.89822387015509,C,1.0687081354040209,C,-13.491356478331747,A,50.8248123867272,A,D,94.87635602175197,A,D,0
Veteran,None,E,D,168.18049622190213,-4.921451132038078,6.820135805556471,87.40466376250015,C,-5.686731385019089,A,2.181926062324855,E,70.70753106464682,D,A,16.240617433237038,A,D,1
No,Hindu,C,E,-197.08769356216632,181.94348597127265,139.92089463268215,-59.589533288514886,E,212.2639190488387,D,5.321896264579267,B,18.964224629688815,D,E,-114.80519160508929,C,A,0
Veteran,Christian,A,E,22.7107356924356,-237.1251938265681,-48.636467816964085,104.68569782679036,A,-21.082908931953607,B,33.552597849781705,B,-29.738538739555576,C,A,-46.20712056177255,D,C,1
No,Jewish,B,C,-94.11322210215184,99.20924063406886,-46.716969121375335,-57.918386313189295,B,8.027628803997109,B,168.80601231402497,E,69.95363489612161,B,A,140.6069279245362,C,D,0
No,None,A,E,-151.0245144820078,169.69023351961573,-22.78853973898244,-61.12817409672932,C,-87.14586795096558,C,112.53155364734188,E,72.8101445121775,E,C,-80.58815204000945,E,B,0
Yes,Hindu,A,B,-241.15264928147946,-8.810143722949553,-40.855276151895374,-11.94409129177097,B,-141.98819363004407,B,-1.4200087314483956,E,12.499365034108187,B,B,-11.938685350661551,D,B,1
No,Other,E,B,-51.381597465346196,-32.27605076814198,-49.569356168068055,188.09348699592195,A,-4.68711802347344,D,165.75277457209364,C,-53.49043601011093,D,E,64.94535464007609,C,C,0
Non-Veteran,Other,C,B,143.79909143522357,-74.90754001100183,154.25820178336767,-92.41906290214001,C,-24.63288043840586,E,-122.23597306486229,E,-48.99305273151097,A,D,28.403699752966922,A,E,0
Veteran,Other,D,D,91.72938111137925,-121.31580745297804,-347.65381193096886,40.81010354294247,A,-46.73302790663711,E,-62.517290847052784,C,178.27112424236194,C,D,2.6043718509726457,A,E,0
Veteran,None,E,B,95.02240670576093,-200.5947828413512,48.341980874694414,-10.7415236189719,B,-81.62743949730786,C,27.31977853661951,C,52.19011578816184,E,A,-11.319112554119831,B,D,1
Non-Veteran,Muslim,E,A,81.82949392480845,-106.09047655431208,-3.3527756543167593,-94.62790697996871,C,-54.15173282735988,C,-37.518497316543275,E,206.85413272751373,B,B,-124.26735985147417,B,C,1
Yes,Christian,D,E,-173.0084467278597,18.406790005494322,-42.75315530774963,-77.1446196107322,C,-55.64637341999149,C,-32.74995042622837,D,2.553237941107159,B,E,-70.28977374725021,C,D,1
Non-Veteran,Christian,B,E,-29.321570199360824,129.14764126731387,81.7504552199163,-123.42314298737314,C,-69.24435991909893,B,-12.305778059288407,E,-71.3602567472614,B,D,-8.884251509726868,B,A,1
