marital_status,birth_year,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Divorced,49,Female,-19.88971516713191,55.107122297437336,53.48999362552055,-60.777963178411774,75.50143094165995,-72.51224060615112,48.642475124590526,A,E,-115.71698318669954,C,A,A,-203.20134042022636,A,-18.674293876587,E,1
Single,41,F,26.77932195248681,1.6629035127780296,26.217442019542847,-89.30584818634017,-13.20230196668234,-50.46865298938666,-17.21416660404231,B,A,32.02245564066065,D,C,D,-68.5053504464275,A,35.71865410630399,B,0
Widowed,41,Other,-49.7698129983378,91.06308662662792,-132.99294181772507,43.3337087205384,55.3260783345363,41.97199358266545,33.32326956018347,B,A,-13.40109386940293,B,D,B,60.379168672631764,E,82.88828351251354,E,1
Single,72,Female,-67.9100811891572,20.48228892550658,53.5080754134694,-61.921276373158086,26.078516831212532,-137.5756168369307,-95.1952197227272,D,B,23.159975501671898,B,E,A,-40.89381805509672,B,-34.18008188426834,E,1
Widowed,91,F,4.320369383454584,-2.1817446857901492,-31.184328625884017,-97.84758664399828,-42.31620075369869,11.132137230455392,82.0628221565282,B,A,-98.61473486219954,B,C,E,-158.3417130289649,D,-72.53792116031022,C,0
Single,23,Female,-64.03222185348486,-7.740347715133909,-69.38726980834862,-44.89357988903547,35.40639113721958,-84.08763650254011,157.5034062788689,D,C,49.188678258741696,E,A,A,-24.093500313263416,A,166.0338398613024,E,1
Married,29,Non-binary,140.55970709610472,8.568605676252027,70.0932178273016,97.51514962244346,38.633153624921654,38.99626891799952,101.1378954641499,D,B,162.73113300932286,E,B,D,-19.938833659733994,C,-163.6259362708634,D,0
Divorced,36,Male,71.75991471434064,-30.212932853291676,4.639986097110004,-133.83966428084912,127.48236133209936,1.8471767308707052,-17.757673192775318,A,D,35.139323726762896,D,A,E,-50.50747550283581,D,145.03614604892593,C,1
Married,55,M,-25.27454663000144,-20.81448334784026,15.847002755257083,-92.29941267433283,-30.340420680681422,138.72026839515644,28.029669772572046,D,B,29.73438263959271,C,E,A,-177.6689312088386,D,9.476809513914692,D,1
Widowed,50,Female,-135.81994887272316,-120.62890354791584,74.07044722386846,72.99624814132868,39.2266536765151,-85.50839753247782,-62.64912261969906,A,A,-54.56453561462001,B,B,C,-174.99785814949803,C,57.628827900266664,D,0
Divorced,43,F,-6.904976380767715,-106.65623325728903,-249.35230731609056,-106.28638925761445,114.79109079081191,-53.76829082961825,116.59890927215095,D,C,7.002962863490823,C,D,E,-64.57003012112065,D,-42.076864912772756,E,0
Divorced,91,M,-176.65445440658206,-117.15020896619002,67.24964960925641,152.47287199913418,-104.29309020709204,63.644218867226776,148.23220696107484,E,E,153.8341267361812,C,C,B,191.0648750563966,A,16.67043191214596,C,1
Widowed,76,Other,-44.00761644887018,-11.305553601659705,47.09056505710547,-238.71631524063037,-68.38859193883005,-109.63567413887642,-112.32333702189293,B,B,43.48637187832237,C,C,A,30.28002525992909,B,-20.75030003598651,C,0
Single,25,Female,-307.96788406781184,-127.87059949915638,77.32150967593729,1.3674318717945968,-55.02509923839425,127.24278372858058,-196.0353095047354,E,D,46.43363257548991,A,E,A,41.48734959652457,E,82.63427555624232,A,1
Single,29,Male,-103.61444726200584,-57.92338348831354,38.73286168302473,-83.55835804897737,103.49633567644622,25.071030314065997,-19.862126287103354,A,D,-33.15409879690436,E,D,C,-22.89438377991168,D,-190.43278794832437,A,1
Widowed,69,F,-159.8961245317297,130.76702940689069,-0.6520187654704763,230.03378634328274,-122.99788834335341,34.20352141135689,117.44255483617383,C,E,-12.937712804749916,E,D,A,-71.78110831231999,B,-76.5458531284962,A,1
Divorced,35,F,96.86295631928479,78.5198534145751,-135.44230635236715,11.447372874151112,-95.46987007029674,136.36477801367357,-75.17804480457623,E,C,154.40915979818405,B,D,A,34.46420365701795,E,-102.47903026222009,B,1
Single,84,Female,184.32178508312933,-222.95019200362867,44.825861061053054,70.39413499365115,-93.13483186420676,-46.408230390188464,-28.701617038209072,E,E,90.55437073502391,C,E,A,-54.49574651457066,D,190.04792329097785,A,1
Single,90,Non-binary,-86.63356822530098,12.252532692282546,-149.2068568996635,88.9461477943709,-109.41062156586376,-109.2879901019299,2.2890882316605397,A,D,19.66238904112152,A,C,A,-53.84624995072799,A,82.97762993559462,A,1
Single,44,M,-70.67321651204941,-26.351950159642122,37.19830640448439,80.54453169540253,-15.383155858122704,-13.777193217925607,100.61729455863959,C,D,-162.45974299476777,E,B,C,26.2636304706813,D,-74.11812305808793,E,1
Married,42,Male,14.368976535550509,-63.237519783349285,-98.49159210206516,205.62266149292944,63.719230252997285,64.77327633398589,15.850283186057638,B,D,69.74066804189623,C,C,A,-206.46733299252168,D,152.0820262078105,C,1
Divorced,31,F,-19.072706286159384,122.18783281324701,138.43112473195063,-44.24297706560372,-234.5464361430094,-61.902557005765615,221.3309435101573,B,B,-24.73675519882704,C,E,A,128.5538941164745,E,-104.32638371726803,B,1
Single,74,M,-116.28471845241964,-172.31293044912914,-78.05177071697995,20.220315201666757,-98.32875792967056,-74.55198114883419,-43.812063080765476,C,A,138.37311927206574,D,C,A,-97.81520887542486,D,127.64196378888887,B,1
Widowed,22,Other,-208.0382600689291,14.950776326659316,-21.00769077571971,-45.170385504506264,95.44923498746314,8.279474068279393,33.43110768998993,A,C,-28.369910470001635,C,A,D,-157.5146705257792,D,-86.05555531914885,E,0
Divorced,51,Non-binary,-18.723288836968774,39.25489752664589,120.85213123908022,-105.80738865872847,-113.33702615139445,136.9601684016337,30.759447916879463,C,C,-245.6838569438751,C,E,E,157.81995553089408,B,59.747906918070605,D,0
Single,79,Non-binary,-62.20553074388182,-96.62889884462486,-156.18177036704324,162.89239727287784,-105.50647515410616,-36.92841503580212,23.622269756316566,D,C,74.31599960411185,E,E,C,-74.80705421924961,E,36.9815263062509,D,0
Divorced,78,Male,-33.49193289083294,-79.49835216791485,167.0085992139289,-188.73564944514305,-59.15609183144518,11.921152717616996,-64.05380048216387,B,E,15.28613550299944,E,B,C,75.70016329644808,E,23.53443119213574,C,1
Widowed,86,F,-51.69352628707392,-90.54709262733772,69.41782659870373,16.25646964116798,151.95596954649733,-117.13519469668563,-3.9624941152287727,D,C,-160.82947845058956,C,E,C,27.17400296413976,E,-111.1254346023766,A,1
Single,69,Female,-61.46996961686961,51.40615191513108,-248.87637064366123,-40.52335395123799,-3.177282513474258,248.82963663143184,41.67496687540244,A,C,44.69105436411496,E,E,E,-232.0202187884187,C,-143.03474054346142,E,1
Single,84,Other,-35.5445396822051,-111.4680033741591,-26.52286701234295,107.80361774959901,-66.24853748838626,242.9740917643473,-17.80545693873348,A,C,-26.54462927678881,B,B,D,-2.392992044552394,C,-143.60299289808535,C,1
Widowed,22,Male,-113.86395828057323,228.34290865759388,24.6853101907152,25.81608818649413,-79.747455682437,86.7198283489949,-60.538942369876835,E,E,128.24114107235286,C,D,B,-74.66499189002349,D,-66.72174732221964,E,0
Married,54,M,-117.78004278733604,-111.17646330422866,101.29798386634954,167.35329159211395,66.2832938346496,-9.16081700432883,12.660075780092756,B,D,-38.249512191750036,A,A,B,-49.11732392967041,B,-13.742568136486227,D,1
Married,84,Other,-55.75273109768465,103.34236305794529,-83.10047536759402,7.983608852315539,22.20713638753097,-87.62371682594585,128.8188353895384,C,B,-98.77161811184179,C,E,D,-66.46773442670238,A,123.99875424361572,B,1
Married,53,M,-137.5044940791851,10.157249709963006,-109.27061114412817,-94.45085183849012,200.30533376922932,67.01456293824873,-159.3229632974823,C,D,-131.87221774519836,B,D,C,20.59984133997848,B,34.24103810348837,D,1
Divorced,24,M,132.82542257522593,-54.81208879190077,20.49542998561945,-142.66479837910012,-81.63059502311205,-56.02562442243456,20.283801825120715,D,B,-61.32439331568127,C,D,B,216.8527804212256,C,92.24620542139014,C,0
Divorced,58,Female,-1.0309768112220552,-17.098021388131503,31.494830270251274,46.39761773523137,55.910795595086405,-91.91492353508669,108.84694269074586,E,E,-107.03730855306237,A,B,D,-0.5846634267873347,B,-20.883344518716378,B,0
Single,30,M,6.465711395684197,97.01847763346566,-40.7030937827561,19.454940694729387,131.00799939245,134.5916638511817,14.825563302724737,C,E,-128.75571469344368,B,C,D,59.24660842920668,B,-17.53626871483902,B,0
Divorced,61,F,20.26501525868963,-211.11676887219204,-187.31082445446884,-30.381176701156964,12.188290789141169,-39.003078543154324,3.375652612599209,D,D,-22.559275566482288,A,B,C,104.61739382417178,B,-52.52874653064885,E,0
Married,81,Female,65.01777048110333,-5.438725091957973,-53.95879174137972,-27.414657203053537,-11.7661435917415,31.2307804320699,52.916800796833364,B,B,17.118357524855394,B,A,C,-23.667240534096244,B,50.65750012855569,E,1
Widowed,63,Male,18.08542967096229,-56.08615999095853,3.1252554022524435,-186.6014606999789,50.98012537117892,85.36348690117438,1.3216834796304278,A,B,-84.70721306123166,E,E,C,-167.9483628351103,A,39.78231268189762,B,0
Married,46,F,198.66304216134213,168.83966194547463,26.58203500318774,13.47814227715379,-145.96458311139992,-36.876819511345936,-89.26716459678194,B,C,-115.88774315658776,E,D,C,35.65041589435246,B,-46.42956177131946,C,0
Widowed,30,Non-binary,165.76148698805034,191.50810574604924,86.01246911251621,-38.88303415293431,-60.60252042224826,-237.01176752676528,73.24863530368174,E,A,-35.56945390569531,D,D,C,21.219064821294218,B,-56.940946200381326,C,0
Divorced,64,Female,-186.90880858721107,37.87635091043127,35.58280260300483,-29.796694038621702,-308.91863491899596,36.805640874354886,45.40070029123818,B,B,-54.8056938663804,E,A,D,-39.41354323741692,A,-48.76066255615118,C,0
Divorced,44,Non-binary,6.921180054057044,-86.38890004220559,-30.959756992218264,69.02957672778477,-241.4152947578064,-30.60637506432247,-167.28707450090116,D,C,93.02644418079096,A,C,C,-129.47509665471097,D,35.20334526515249,E,1
Divorced,30,Non-binary,95.90495313214583,-37.83661954869862,-60.0797793837622,-60.71393407244962,137.35716631317536,-75.80498730427564,115.18187857630011,C,C,51.770234686343066,E,C,B,-37.49888533725117,E,115.80146725684469,C,1
Single,33,M,57.798383788162965,43.65195535643716,246.74129992906356,98.12995322910864,208.6304528719382,-137.11439451496204,-58.08837814742825,C,B,50.09958354263917,B,B,B,-15.028347857296795,C,-7.558670342842156,E,1
Widowed,22,F,162.64595912600367,-103.10460707338869,229.25381092489297,-144.18783224558584,-124.3233089720905,16.916616361263674,-87.4320190269736,B,D,48.47142356329665,E,E,B,5.015796532003513,A,-112.97732487891132,A,0
Divorced,36,Other,51.58127076979093,-54.336521173587705,-65.87863884354363,27.565306220017327,124.00407975089661,51.72156601912869,-30.48050591962623,D,E,-90.65872014829976,D,D,C,141.15150013354395,A,-59.42845419947551,C,1
Divorced,69,Male,-14.044401491061699,-218.92202290916654,37.14756104676775,143.9952493147038,93.37873616455019,181.21005656195544,-130.90540617355163,C,B,171.31870054576453,D,E,C,62.490212794085096,A,-169.40978134296182,A,0
Single,46,Non-binary,50.18088176236248,-67.78007782352343,-94.06386228400136,-90.21405947780322,271.22440200047066,23.859002682825768,67.11929986250534,D,B,29.78653387346979,D,C,E,36.74320967836942,D,87.15575078139277,B,1
Single,98,Non-binary,121.253302797281,112.62413937159596,-56.817352982627035,32.068059745091446,-95.0837072304999,-223.99597966944248,76.69630567259644,B,A,-30.485547729366967,B,E,E,-24.8984207544152,D,50.62671353038848,A,1
Widowed,96,Male,39.16460184708747,-77.33823350689183,-42.54240281694543,-183.18801570276108,-138.2420180354059,114.18413750832177,280.7207437202042,D,A,-41.67056478060472,E,D,E,18.06875120867442,C,-40.270421807694575,E,0
Single,30,Male,-48.091889413450076,57.397769724928985,87.43058237170212,78.34133299286802,-84.49942642639382,58.94557579514669,80.55372418512377,D,B,-96.14623905956617,D,B,D,-85.9667494436733,A,88.9585009774441,C,1
Married,27,Female,-102.49693788442616,-89.85128202910413,-80.39984418923713,-227.1162933395624,-244.9628138796624,-175.54456321226408,-95.75044673007855,D,B,69.3499699226216,C,E,B,9.396313153128537,D,67.59067799931012,C,0
Single,53,Male,62.48108345987195,0.9380520158668972,-10.83576427314705,-83.65265739404086,-49.234197769179936,42.19076824731847,52.0721127729895,D,E,-89.64444513331951,C,E,E,-84.73873191800789,B,36.88810879960798,C,1
Widowed,28,Male,-73.66573062285087,13.88937410254561,-37.08311084697451,14.911483141624105,-84.61763363426749,126.07914188802162,206.63223781327707,D,B,-91.42638940650735,B,E,B,-79.87182543753379,C,81.28041825990981,B,0
Widowed,84,Non-binary,-95.91185428270336,25.982307452519287,64.11777613044293,6.52899041603612,-169.69729126486226,49.108339252994085,13.41565623353153,D,C,140.36969419201773,C,E,B,-170.79809776016006,D,-131.0053410709241,C,1
Divorced,39,Other,-6.0624027305736385,-97.83209878103108,89.42408767509015,-197.8263372675973,78.5552511058187,73.59612364710509,83.46594645934223,B,C,203.0772077125699,B,B,C,27.393562907898882,C,58.049068247618216,D,0
Widowed,23,Female,-319.97313431224075,-155.7831937514176,115.35175045727517,78.3081510123736,185.5945715380313,94.37599850712773,19.45758459344032,B,C,-64.65157418065132,D,B,E,103.59739232930143,C,-13.991205637465162,C,0
Widowed,95,Other,30.54706314137512,-91.64197605730322,167.60725125523874,21.986363499036628,20.14253929732784,-115.26229884591723,-101.36458261573686,E,B,134.66891644107864,B,C,E,-81.85420626467264,D,-6.212321187063551,D,1
Widowed,52,Female,123.98562438611793,213.4670387329673,103.7718330123397,111.87225255426196,80.51090226399066,-106.20005392309808,254.352769781783,E,C,-64.60076234366731,B,E,B,-29.373541207461734,E,102.14488850324042,B,1
Single,89,F,-4.9229984202676995,195.41887256482715,0.6442491931734547,179.9274942694032,-174.46820342603831,86.35571858859431,-25.325888948899927,B,C,-82.23366768081421,B,D,B,-113.67628070108367,E,115.90323026855569,C,1
Single,24,M,34.415662686603646,-209.1573835571109,81.49571723687735,7.192475972482157,-46.26188371201184,-4.93313613552001,109.17121582660052,E,E,144.0028569428451,B,B,D,21.034299124946667,E,-72.24270339790371,C,1
Single,41,F,183.06379916779153,-63.756869842558004,63.6918973901539,-41.1432326286398,93.73113887041224,-13.052452922722122,-156.99263391972033,E,A,-57.60076116361807,D,E,E,-160.21205781434435,E,-20.864004560028388,A,1
Married,92,F,-10.585371591793526,-5.382821700721019,86.0590259680909,-36.54677446608676,-17.152232757298165,12.58196128363877,85.40933091408826,A,C,77.00289777563553,B,B,B,-135.49949228183578,D,29.196122012042068,E,1
Married,30,Male,131.19321787862555,-133.38557595933685,-102.4310800778879,-111.38983424281952,-80.10428380108557,-18.655702516536017,-71.56062713142832,E,D,98.93335852008516,B,C,B,-60.84782596972295,E,-24.61137400418241,B,1
Married,35,Female,106.64138508157164,-23.174928116938336,-25.898889663125825,-122.1175347587774,78.08089924879027,-2.7024148839367217,208.37724974545188,C,A,102.89027469565242,C,B,E,19.592144290410612,E,104.91859648002684,E,1
Divorced,41,Other,-133.60491982409192,-45.96199141145899,-104.32283312370578,66.59908271648554,-74.06430532192309,210.2428553750231,75.66331672577736,B,A,-35.687179578649946,E,D,B,62.228631284705486,D,72.97207275109339,A,1
Single,67,Other,-0.3160463006187515,13.804765866154503,-101.22728076869866,-83.61130108004525,109.37449311985792,-14.64328725097265,-191.43949387090032,E,A,-46.407733940896364,D,D,D,-160.36785808556803,A,-41.481889789434206,E,0
Widowed,33,Male,128.3407017236451,-34.17615146183642,235.56977472319684,-28.702090617555044,61.61618636120316,85.31450066601202,-164.074979580045,E,A,-35.18660742839637,C,A,B,-54.933023640173204,B,-12.564155210981312,B,0
Widowed,38,Non-binary,6.455127514742396,47.03509706064678,136.9394030282814,-19.34474454890007,26.541295906079434,-14.202582661395406,151.28281320239316,A,E,21.901563750204847,D,A,E,19.68880159837501,B,23.407700573617205,A,0
Divorced,75,Female,10.761221406714244,10.600045250820799,82.18598899353888,-36.59622439940064,104.76432666686372,-0.739530436812373,-22.420836409028567,B,A,-128.67418411351298,D,B,B,66.53822013685938,A,19.175192964960626,B,0
Married,50,M,-115.91667665467575,22.319003953242603,-98.27277465210798,163.59712337622378,-11.355489362946313,-131.1613838436869,-45.65138350799345,C,E,122.74380545049448,D,E,B,39.55619574374761,A,127.26135633276326,D,0
Widowed,36,F,51.916388386906476,-194.3771813285209,-44.93609992382405,-109.20791182857079,-7.187231143279299,216.92030389668383,-16.999887209966875,C,B,-71.27860536542644,A,E,C,61.31413061375953,D,146.21441419197353,E,0
Married,43,F,-145.0490759456897,-24.923958323637915,37.32542766216672,-62.940182997328534,118.8157189333535,121.02215946090027,12.388992483996187,E,A,46.40125874004867,E,B,E,-6.216017262564875,A,38.262994725648404,D,0
Single,51,Non-binary,-125.40214929419365,-68.67001684652021,146.5140936938405,16.826768856108156,50.324796638084216,-93.71159569756082,-95.39479361744297,E,A,-29.05433020151948,C,B,C,151.650103546753,C,-143.54258372751931,D,0
Single,36,Other,-12.70498791814527,136.8404457732701,115.5713240089594,-4.065328823168183,-66.0555670376216,-143.81200525029092,131.31025831557906,C,B,-139.76975647301074,E,B,B,118.03067646247163,D,53.111720738940136,B,1
Divorced,89,Male,-83.26566695599273,15.71751109490173,94.69286315683587,-96.6204047059162,-128.2735169996452,-52.66847061988808,29.647894948279436,E,C,85.87030631929592,E,E,D,142.19710736517303,D,152.33748104226703,C,0
Divorced,88,F,-32.50219235183069,-15.934304208354241,-62.56523584426837,21.1847218590241,55.104993273388345,-10.578890811871714,107.56875605828344,E,C,-93.28981042139343,B,C,C,-151.82460863166358,A,82.17792703607503,A,1
