religion,orientation,military,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Buddhist,Other,No,65+,C,C,E,E,-72.96223121026968,B,B,D,128.3540514425828,-145.77397198471732,A,36.93167271210442,B,B,B,1
Muslim,Bisexual,Non-Veteran,65+,E,C,E,B,-158.18970280846497,E,B,C,-21.633186245848986,-49.60080511401909,E,93.74105846274702,C,A,D,1
Christian,Homosexual,Veteran,36-50,C,D,E,C,189.4556592823409,D,C,A,-89.9141167958097,36.91895182775254,A,-114.95878704357348,A,D,D,0
Muslim,Homosexual,Veteran,18-25,B,A,C,B,152.71288235991094,C,D,A,-121.37307390547261,-78.45543137910938,D,-37.40704539233884,E,E,E,1
Buddhist,Other,Non-Veteran,36-50,C,B,E,D,51.826519465145196,A,C,A,105.36653770978171,-24.593685647875457,C,15.743259450760169,E,B,D,1
Other,Other,No,51-65,D,B,D,C,-50.145114403236605,C,C,B,179.71291436189765,32.68844234348979,E,-217.50655590567405,E,B,D,1
Buddhist,Heterosexual,Non-Veteran,36-50,C,A,B,E,135.34585669457078,B,C,C,325.0045889763526,-109.37237551474566,E,-15.413570657987005,B,D,B,0
Other,Heterosexual,Veteran,51-65,D,B,E,B,153.03615452485357,A,C,C,63.12760879757715,190.68307022570795,C,120.6349659570467,B,B,A,0
Christian,Heterosexual,Non-Veteran,26-35,C,A,E,E,77.32344324826353,E,E,D,47.05090336156226,-73.11175696849817,D,83.79685367613394,E,E,D,1
Buddhist,Homosexual,No,51-65,E,E,B,B,-55.027653519586096,D,D,D,-136.25863266590187,67.8664866332239,E,-11.68798327820858,E,B,C,1
Jewish,Other,No,36-50,D,C,B,B,-14.52591103395078,C,A,B,63.22538001570519,-3.2405002896590043,D,-37.8439693550675,B,A,B,1
Buddhist,Heterosexual,Veteran,65+,E,C,E,C,103.78455780799256,B,B,C,246.82200747949855,57.945464494999875,A,-151.26812521240697,A,C,A,1
Christian,Homosexual,Veteran,26-35,B,C,B,D,52.44216363786829,E,B,C,143.05274893120824,-196.72542245848294,A,-105.54098721016953,A,C,A,1
Other,Homosexual,No,26-35,B,A,C,D,-41.01375675724872,B,B,E,65.83496066431248,-110.7930774293167,E,8.748219798725371,E,D,E,1
Other,Homosexual,Yes,18-25,B,E,A,D,46.17568806640918,C,E,D,-54.027475045332906,-77.29465495314979,D,11.643821072401977,D,B,B,0
Christian,Other,No,18-25,B,B,D,B,-109.61022224667181,B,C,C,77.06692541912089,-119.62293183077864,E,100.64539689754844,D,B,C,0
Buddhist,Other,No,18-25,D,E,A,C,-136.88744093490854,C,A,E,15.470796432612266,-109.66574197656172,B,-16.789444546917657,B,C,E,0
Jewish,Heterosexual,Non-Veteran,26-35,C,B,C,A,-102.88252200150725,B,C,B,-160.71286299355748,97.7546925061421,D,-356.96783003108163,C,D,C,0
Hindu,Heterosexual,Non-Veteran,18-25,A,D,E,D,-97.22715783369213,A,D,C,90.7751014341897,-111.86249926056892,A,43.12208417830673,B,E,D,0
Other,Other,Yes,26-35,D,E,E,B,74.30586209692994,D,E,B,-18.942909357835376,-111.92384979943127,E,62.344004349970625,C,E,D,1
Jewish,Other,No,51-65,A,A,B,E,4.213391267080808,C,B,E,-1.8432782113775206,-95.39183713395613,A,-87.12469580381239,E,A,E,0
Christian,Other,Yes,26-35,E,B,B,D,187.7018640346797,B,E,C,10.372882863049151,182.0779037082039,B,-28.810941324545457,C,A,E,1
Christian,Other,Non-Veteran,51-65,C,A,D,D,-33.87737032045563,B,C,B,-32.71440950500867,-28.62053855135339,B,175.08171958806784,B,B,A,0
Muslim,Other,Non-Veteran,51-65,D,E,A,A,131.3678927707662,D,C,C,13.896129452994154,-57.09973596519745,C,-13.351586538425947,D,E,B,1
Other,Homosexual,Yes,51-65,D,A,E,B,33.39923556594172,B,E,A,-73.87343250288866,-166.87635567865527,C,69.71558905526418,B,A,B,0
None,Homosexual,Yes,65+,E,A,A,D,-77.7869990401141,B,D,A,125.43254838112767,-151.6084844392109,D,-83.70154160301092,D,B,E,1
Buddhist,Bisexual,Yes,18-25,B,A,C,E,12.129254716744034,B,C,E,-79.07207424049483,-28.520046421837637,E,24.757326012314937,C,B,C,1
Jewish,Heterosexual,No,65+,D,C,C,D,-143.17527792141473,B,B,E,99.58900642052542,-70.11605861173082,C,110.83472501299532,D,D,C,1
Jewish,Other,Veteran,26-35,A,A,D,B,30.938568352167312,B,E,D,-86.97761537790318,189.51448143524146,B,-174.07873104204648,E,B,E,1
None,Bisexual,Non-Veteran,18-25,C,A,E,E,-146.60234138854608,C,C,C,-124.02538127128592,64.42230053722811,A,24.101832430498117,A,A,C,1
Muslim,Heterosexual,Yes,65+,E,B,E,E,-18.318010751208156,E,D,E,-86.88757270030086,2.543942557407395,A,117.50842700902257,B,B,D,1
Buddhist,Homosexual,No,26-35,C,D,E,A,-9.100618836306577,D,A,C,64.16865026955239,-84.07650843005692,B,49.551717831249746,C,B,C,1
Other,Other,No,65+,B,D,C,A,269.5070324076731,A,D,D,-40.4628711864697,-43.3533095289722,C,-39.62836496250979,D,A,A,1
Buddhist,Homosexual,No,36-50,C,C,A,E,15.816599702830603,E,A,A,108.34732396535351,-153.45312738520698,D,-27.539632476077276,B,B,D,1
Christian,Other,Veteran,51-65,C,C,D,C,-57.082855440274116,A,A,D,29.471806476140816,26.061006875122583,A,89.68503684427459,D,D,E,1
Buddhist,Homosexual,Non-Veteran,65+,B,A,E,B,-75.01321403104234,A,D,D,-319.7343611186344,11.91754557740292,C,75.91237938461599,A,C,B,1
None,Heterosexual,No,36-50,A,A,B,A,88.33472343452148,C,B,A,92.09331250657756,-49.56162571983914,C,-12.726273231673863,E,D,E,1
Other,Homosexual,No,18-25,E,D,B,D,-20.030145659848735,E,E,D,67.04415053414644,-143.72056488339973,C,-42.57273875334852,D,C,B,1
Christian,Bisexual,Yes,51-65,D,C,D,A,49.25998931507165,B,C,C,-41.29799746748124,33.23559158457211,C,-124.27962254468392,D,B,E,1
Muslim,Other,Non-Veteran,18-25,B,B,B,A,18.565616080501094,A,C,E,-24.79849611621543,-191.66499469856265,A,-127.74690123212764,C,A,B,1
Other,Bisexual,Non-Veteran,18-25,D,C,E,D,21.10438482264707,C,A,B,196.2486610577714,-168.94796565871852,C,198.02059537973133,E,A,E,1
Jewish,Bisexual,Veteran,36-50,B,A,D,E,64.47936752004794,A,D,B,20.799428381959036,-46.49725289163657,D,-45.08866186390764,D,C,E,0
Muslim,Bisexual,Veteran,36-50,D,A,B,A,1.7648901950213205,C,A,C,23.28887793370011,91.3252403951514,A,111.30358245223688,A,D,B,1
Hindu,Other,No,18-25,B,B,D,C,-59.8964993362421,B,B,D,-14.449959900490017,30.927736540472356,A,-24.564678908587698,E,C,E,0
Muslim,Bisexual,Veteran,36-50,B,D,D,C,81.57565256209548,B,E,C,-89.2781148429046,39.74765961798161,B,-33.8854580238858,B,E,A,1
Buddhist,Bisexual,Yes,26-35,B,D,E,C,8.336788976025804,B,A,C,-56.84812214490926,-113.92876717286207,B,-1.281189843515599,C,A,B,0
None,Other,Veteran,18-25,C,D,C,D,51.472519672373295,C,E,A,-90.42518418748745,14.133354595330022,D,28.740002370967165,E,B,E,1
Buddhist,Other,Veteran,51-65,D,A,E,A,59.875736266821654,A,A,A,39.713449208342674,-8.811451789680316,A,176.610095465282,E,D,B,0
Buddhist,Homosexual,No,18-25,D,D,E,D,-55.77137510678435,E,C,A,248.66451878873562,0.8180219896197325,B,-73.11089282275618,D,E,A,0
None,Homosexual,Yes,36-50,C,E,A,A,-40.65933912915987,E,D,D,11.947575534152055,66.36677334749254,C,0.2777843979360144,C,D,E,0
Muslim,Heterosexual,Non-Veteran,18-25,B,C,C,E,-159.08277675058963,B,C,C,91.6800001884063,-90.74696365501038,E,307.87124636693886,B,D,C,1
Christian,Other,Veteran,36-50,B,A,B,B,-20.025246030467997,B,C,E,-64.76673033517109,-94.52556741487163,D,-7.12066532625437,D,D,C,0
Jewish,Other,Veteran,26-35,E,C,E,D,53.10495789414992,D,D,A,-73.11161792559776,93.56763645168533,D,-28.36226380232451,B,B,D,0
Hindu,Other,Veteran,36-50,D,E,E,B,-13.24378392448042,E,D,A,-71.85027767372264,-204.95004753282328,C,68.99141274149426,A,A,D,1
None,Other,No,36-50,D,A,D,E,25.27772428143634,C,A,A,199.32214196131272,173.38744038275493,D,132.31762121679117,C,E,A,0
Other,Other,Non-Veteran,65+,B,A,D,E,-173.24896154165546,E,A,C,-128.15278452007493,-145.99043282670044,C,-91.27831008962485,B,B,D,0
Christian,Homosexual,Yes,36-50,D,D,B,B,123.44598524005015,E,E,D,-138.46015883674838,77.70551739729963,D,66.4964272525045,B,E,D,1
Buddhist,Homosexual,Veteran,51-65,A,A,C,E,53.69132010405456,D,C,D,35.482622645960745,148.3514540741991,C,-183.25862189218924,D,B,C,1
Buddhist,Homosexual,Non-Veteran,65+,E,C,C,A,43.9152146129757,B,B,E,24.37333769890269,-135.00138415484864,B,-37.97764758863614,C,D,C,0
Jewish,Bisexual,No,26-35,C,C,A,C,-22.07426136091744,C,B,C,-61.91415446975569,-133.1926096246157,D,146.25377877652483,C,E,C,1
Other,Other,Yes,36-50,E,C,A,B,-26.577970408044678,D,A,E,46.77912804614836,46.267654451650245,B,92.6545240824171,B,E,E,0
Muslim,Bisexual,No,36-50,B,B,B,E,99.89770946493775,D,A,B,-31.231479114920834,-275.147088272255,E,61.39439897588785,B,D,C,1
Hindu,Homosexual,Veteran,36-50,D,B,E,D,-77.29217328425865,C,B,C,140.79056825786216,-153.6893630025916,D,18.73443637458013,D,D,E,0
Jewish,Bisexual,Non-Veteran,26-35,B,A,A,C,-94.33402709686897,B,E,A,-81.65446987107055,123.68722097222269,D,5.869088415264596,C,A,A,1
None,Heterosexual,Veteran,26-35,E,D,A,C,150.42162690188525,A,A,A,-157.20788965261693,20.788496710927454,B,47.89386510643175,E,D,E,1
Jewish,Bisexual,No,26-35,A,C,D,A,46.88269940107897,E,E,E,68.06430041193612,38.91040500628167,C,-10.145515149881685,B,D,B,0
None,Heterosexual,Veteran,26-35,C,C,E,B,-69.76464685835985,A,D,B,34.97115598956356,-14.578678939948498,A,230.64654475478488,C,E,A,0
Muslim,Bisexual,No,51-65,D,A,A,E,-101.49091065833981,B,A,D,254.24747966230194,160.75501243646852,C,-50.02464343318863,D,E,A,1
Hindu,Homosexual,No,36-50,E,D,E,D,-58.99510341797685,E,E,C,-49.84699547279128,-181.60650806926716,E,36.16748291216824,D,E,C,1
Christian,Homosexual,Yes,65+,A,C,E,A,-126.30751685575581,A,E,C,29.627261276209254,-132.71144154266318,B,1.7877287770225558,D,A,B,0
Christian,Bisexual,No,65+,C,E,D,A,-80.91249401323026,B,D,A,-24.177424562525864,96.24656573456421,C,3.716940229221338,C,E,C,0
Other,Homosexual,No,51-65,D,E,A,B,8.858587176253607,E,A,B,13.550995624474702,76.84119240422731,D,30.182681392346804,C,B,B,1
Buddhist,Homosexual,No,26-35,A,E,A,C,-59.18241160539236,C,C,E,-136.10330915423694,59.93058602408728,E,88.21182773101077,B,C,C,0
None,Other,Yes,51-65,B,E,A,D,-146.52544385535714,C,C,D,3.655205050819775,-81.34690754346153,C,127.92720772177341,A,A,A,1
Hindu,Homosexual,Yes,36-50,C,D,A,D,24.69634799983837,D,B,A,-105.33993528542706,-75.98679725898094,D,-80.46774719279614,B,A,B,1
Christian,Heterosexual,Veteran,65+,E,D,D,D,-86.2865551462454,A,A,E,-78.23032425495225,-45.06476300777705,E,105.94784671548159,C,B,B,1
Jewish,Other,Veteran,36-50,D,A,C,A,103.79811667951154,E,D,E,-6.739301136203609,176.93263391594127,C,5.324879409368556,A,A,A,0
Jewish,Homosexual,Yes,65+,E,C,E,A,95.78669586867898,C,A,C,-54.70319651550546,55.297979106824215,C,47.064765036173235,B,C,C,0
Christian,Heterosexual,No,26-35,D,E,C,E,18.83627620841903,E,B,B,162.54217679931617,-30.56294212952901,D,-240.91425711813594,A,D,D,0
Hindu,Other,Veteran,18-25,C,B,C,C,-84.32730262624865,B,C,B,65.33751016210383,-7.284671257397131,D,59.911939755777155,B,B,C,1
Hindu,Other,No,36-50,A,E,A,E,59.55361544283954,A,E,D,-11.354505836839786,-0.6961808071724102,B,48.27978380835734,C,A,D,1
Jewish,Other,Yes,36-50,A,D,C,B,-46.02705906275378,A,D,D,21.120921696809397,3.3800690792270167,B,82.45145702384927,B,B,D,1
Other,Bisexual,Non-Veteran,65+,C,B,C,D,-11.062208834279255,E,C,D,-79.44408022441182,63.66599179068868,D,-23.77473503206035,C,D,B,0
Hindu,Heterosexual,Non-Veteran,51-65,E,A,C,D,-145.3668589371143,D,A,A,37.89217008068042,42.25051563372658,D,61.20003419424761,C,C,B,1
None,Bisexual,Yes,36-50,B,B,D,C,-71.22718852542225,A,C,B,143.83530589621503,176.57054034479353,D,61.022920353852015,B,D,D,1
Other,Heterosexual,Veteran,18-25,E,E,E,C,-38.785181590756686,C,B,A,72.2850338386788,3.5084545960984355,C,-98.30028789053182,C,C,C,0
Hindu,Heterosexual,No,26-35,E,B,A,A,-18.552334355931247,E,B,C,188.09863216787443,281.6382373798623,C,-35.36429465847621,C,E,B,0
Other,Homosexual,No,18-25,B,A,A,B,72.9069022394477,B,B,D,47.99845709013895,-84.59250774101625,B,-53.001319959286306,D,C,A,1
Muslim,Other,No,18-25,D,D,D,E,-17.002150830323533,D,E,A,-119.22891418090956,-196.9329114681124,C,-149.76687898270512,E,B,D,0
None,Bisexual,Non-Veteran,36-50,D,A,A,C,-15.16052209145306,D,D,A,-5.896331346808311,211.8592393564651,B,10.681322895945772,B,A,A,1
Muslim,Homosexual,Yes,65+,E,E,E,B,50.83806052242077,A,D,B,-29.738728148214143,127.21614795509875,D,-30.765041996396874,B,C,C,0
Hindu,Heterosexual,No,65+,D,B,A,C,56.4437189300088,C,C,B,-40.09953870586405,-210.4056896061413,A,-177.14665363663374,B,B,D,0
Christian,Heterosexual,No,26-35,D,D,E,A,-46.25232578133298,A,D,D,-57.77261055876677,71.5758926436543,E,20.293015983115055,D,A,C,0
Christian,Bisexual,Veteran,65+,A,E,C,C,81.68893429721106,E,E,C,37.12153177560496,-54.94071015823159,A,151.36009323474659,C,C,A,1
Hindu,Heterosexual,Veteran,18-25,A,C,E,D,37.9593344645283,D,A,E,35.39207760911521,17.33055134904666,C,-70.75434072565476,D,A,A,0
Other,Homosexual,Yes,18-25,E,E,A,D,-195.56671337512051,E,C,D,19.906090607215404,-42.65076362937899,E,-46.12423693793491,D,D,B,0
None,Heterosexual,Non-Veteran,26-35,B,C,B,B,139.2594700331656,A,B,D,242.45754910418705,-91.61729546486755,E,-14.761960957362128,A,A,E,0
Buddhist,Homosexual,No,36-50,E,C,D,A,60.84012967109198,C,B,D,-182.9572734439886,-32.187646973636156,D,-100.32164431514504,D,A,C,0
Muslim,Bisexual,Non-Veteran,65+,B,B,E,C,64.7865485867948,A,C,C,-3.0383730851721866,-114.81762922382912,A,135.947572940989,D,A,C,0
Christian,Bisexual,Yes,36-50,E,D,A,B,65.21545185494217,A,E,B,-25.029538410200814,61.95824491842714,E,-98.39123032437553,E,A,E,1
None,Homosexual,Yes,51-65,E,B,C,C,216.99222065921413,A,C,D,144.54205765059862,118.62534634811767,C,-150.23868693016084,D,E,A,1
Christian,Bisexual,Veteran,65+,C,E,B,E,-44.179268781031006,A,A,D,142.70893896897465,142.3708198227484,C,-167.0870899089353,D,B,D,0
Jewish,Heterosexual,Veteran,65+,C,E,A,E,40.99797315379584,D,B,E,-47.33735457868704,-99.6940035578427,C,15.102974775655731,A,C,D,1
Muslim,Heterosexual,No,51-65,C,A,C,A,-89.7536214362072,A,D,C,104.2290796076767,22.756869177488333,E,-205.88468899053098,E,B,A,0
Christian,Heterosexual,Yes,65+,C,A,B,D,-64.69270567757476,E,A,A,-42.48112532132395,-3.910683530254539,B,-42.82183613969842,D,A,A,0
Christian,Heterosexual,No,36-50,D,D,D,E,-119.80341185419239,D,D,B,93.49255606312546,61.079280004792345,B,-234.0887789435217,E,A,D,1
Hindu,Other,No,51-65,D,A,D,D,104.30461229238783,D,B,E,-50.48378047111925,-3.8618247556020653,B,142.47203444202134,B,E,C,0
Jewish,Homosexual,No,26-35,D,D,E,B,55.25760461570013,E,B,B,-18.32119606516272,-79.99078319335811,A,-19.346553669513206,A,C,E,0
Muslim,Homosexual,Yes,65+,A,B,A,A,-47.07041586335895,E,C,B,-77.07206484899436,-140.89440412375797,D,-110.49188720476168,D,A,A,1
Jewish,Heterosexual,Yes,26-35,A,D,C,C,58.17572995092789,B,B,D,-37.78059560803301,-61.00618466004853,B,-110.0042481264095,C,B,E,0
Christian,Homosexual,Yes,51-65,B,B,C,C,37.21104035038339,B,B,B,-48.01949875871027,-157.395397750408,B,-90.6737421010545,C,A,B,0
None,Heterosexual,Non-Veteran,65+,E,C,B,D,97.83103986981821,E,A,B,124.27180222356648,-62.10983145416438,D,47.943517532722026,B,E,D,0
Other,Bisexual,Veteran,18-25,B,A,C,B,-84.02066200008242,E,E,E,-21.811678038811223,86.23153754544549,B,240.1414910068743,D,D,D,0
Jewish,Homosexual,Non-Veteran,65+,B,E,A,E,199.97532911548353,E,B,C,35.69624879572434,-68.51097117587801,B,128.93832888945084,E,C,C,0
None,Other,Yes,51-65,B,C,B,C,100.71034814147811,B,B,D,113.30108522396989,196.19831766672215,C,107.7538489047877,E,A,E,0
Muslim,Other,Veteran,18-25,C,B,A,D,126.19024707973378,B,E,C,56.0876885292067,-29.44759623212227,D,-93.85057292655692,B,B,D,0
Hindu,Other,Yes,65+,B,D,D,E,88.64748337832461,D,C,C,9.565931613669095,-60.14588540434917,B,-135.78483730149375,D,C,D,0
Other,Bisexual,Non-Veteran,18-25,E,E,D,C,114.94350490063722,D,C,A,-114.02004194692425,-53.177348743928256,B,-84.22553047726426,D,B,D,0
Muslim,Homosexual,No,51-65,D,E,A,D,171.10364405544817,C,A,B,-30.125989154818377,35.75680566108965,E,143.49973149945194,A,E,A,0
Hindu,Other,Non-Veteran,36-50,D,E,B,C,64.95806340252332,A,E,D,240.20892750801295,60.331205908326794,B,-60.98397652711684,A,A,E,0
Other,Heterosexual,Veteran,65+,D,D,A,E,21.292639543088022,C,A,C,-1.4638849430878305,61.17528309791981,C,-24.36525630709358,E,A,C,0
Muslim,Homosexual,Non-Veteran,36-50,D,E,A,B,100.50448907412107,B,D,D,-20.203686315188648,-73.49929177009314,D,-148.28647259947914,E,A,A,0
Jewish,Heterosexual,Veteran,36-50,A,C,B,B,-6.1348590212168395,D,B,A,139.1263916196107,-46.19821902187821,D,20.79919111702475,A,E,B,1
Muslim,Bisexual,Non-Veteran,65+,C,A,D,A,131.27064821702484,A,D,E,91.81487028237956,-79.67910862090982,A,7.450960485848319,A,A,C,0
Hindu,Other,Yes,65+,B,D,B,E,-38.492443004070694,B,E,A,28.04766054821638,202.98818464821142,D,211.0892105068154,C,C,A,1
Christian,Homosexual,Veteran,26-35,C,B,C,D,55.805605652044946,A,E,A,143.89820272862897,150.19230172458657,C,2.916692139847594,A,E,A,1
None,Bisexual,No,26-35,E,E,B,C,60.26518468359572,C,A,D,99.74082388635608,68.66538311430091,B,132.37697262566968,C,E,E,0
None,Homosexual,Non-Veteran,51-65,E,A,C,C,73.57615595523943,C,A,C,-95.3038877505163,-146.33887760248538,A,75.87219796861685,E,D,B,1
Buddhist,Homosexual,Non-Veteran,18-25,E,D,C,E,145.1892115920483,D,B,B,-34.08375240185725,20.976177162756386,D,180.57020892244685,E,B,B,0
None,Other,No,65+,C,E,C,D,97.3643129211992,D,B,A,-211.05959951430387,-74.3057001184759,E,29.426661283561167,E,E,C,1
Muslim,Heterosexual,Yes,36-50,B,C,C,D,154.0075165594109,E,E,D,-103.90086084310288,-54.77544894049602,D,44.160920955919245,D,E,A,0
None,Homosexual,Non-Veteran,65+,D,D,D,B,158.47956978194114,C,B,C,-3.9625315779535986,-85.26318056394037,C,144.0050438125528,A,C,E,1
Other,Bisexual,Non-Veteran,26-35,E,E,E,D,-4.126667041068066,E,C,C,103.85769908424729,-24.252383941897126,B,114.85118698738046,D,A,A,1
Buddhist,Bisexual,Yes,18-25,A,A,C,D,-157.22159222873682,D,B,E,-134.2843817074735,-53.73796699194895,A,-24.00952268065232,C,E,D,1
Christian,Other,Yes,65+,B,B,D,A,73.24680891529943,E,D,D,-1.1018917703849964,65.41067236900358,D,28.207960735919496,D,C,D,0
Hindu,Heterosexual,Non-Veteran,18-25,E,B,E,B,-121.48732244109368,A,B,B,-22.436219507563887,-7.502108156701769,C,-162.8998655177377,C,C,E,0
Jewish,Bisexual,No,26-35,D,A,C,E,179.66069426608306,E,B,E,-64.72692947586253,-2.710751039424512,D,-3.8285406936436783,E,B,A,1
Other,Homosexual,No,18-25,A,B,B,E,-28.743721854173266,C,C,A,-11.226896204422196,-32.137789012194794,C,67.10378875604512,A,C,B,0
Hindu,Bisexual,No,36-50,B,E,A,C,168.62133174017953,C,A,A,82.81252036944025,-74.88067081568217,C,-246.86729459208166,E,E,E,0
Jewish,Homosexual,Veteran,51-65,B,B,D,D,-105.13433818923382,E,C,A,200.37118775690539,-53.280495123683636,D,96.58400407317978,B,C,A,1
Hindu,Bisexual,Yes,65+,E,B,E,D,104.12923051422023,A,D,E,16.36277193925702,-63.479140738200165,E,116.87479120984621,C,E,D,0
Hindu,Other,Non-Veteran,51-65,D,D,E,A,29.12288245386987,E,A,A,-198.6253428045654,107.54106676714754,C,-24.769444220452115,C,D,D,0
Other,Bisexual,No,51-65,B,A,D,B,174.24419725205732,C,C,C,43.09699295610823,-23.701938252081646,A,49.815331405069145,A,C,A,0
Jewish,Homosexual,Veteran,26-35,B,C,A,A,-26.84540409784495,D,D,C,-14.676549471442682,127.47585927121854,E,-115.73968652772055,A,B,A,0
Muslim,Homosexual,Non-Veteran,26-35,D,D,B,C,19.572025543335517,A,E,E,60.85177980209296,107.49972203160769,C,-10.211799859772272,B,B,A,0
Other,Homosexual,Veteran,36-50,D,C,C,A,70.71542088064945,E,B,D,65.31004538603986,-175.85282329772596,B,56.154258968802054,C,C,A,1
Other,Other,Veteran,65+,D,E,C,E,29.325450505867106,A,C,A,44.89885151868209,80.16833733746226,B,77.11043518396986,B,D,D,0
None,Other,No,65+,C,D,A,B,-108.93133206896246,E,D,B,105.56693709868608,-50.24224745506174,D,-28.890475026872753,B,E,C,1
Other,Heterosexual,No,36-50,E,D,B,D,68.55586404731787,D,B,A,43.13793836486576,-81.38896457504671,B,22.733673291464136,C,A,B,0
Other,Bisexual,Veteran,26-35,D,D,B,C,-22.75624780076672,D,D,A,53.31705232585282,78.88608040389015,D,33.52691971583578,B,A,B,1
Christian,Other,No,51-65,E,A,A,B,129.7056700650491,A,B,B,156.53879704960275,-21.999119205048103,D,-109.40853138914241,B,B,D,0
Other,Other,No,36-50,A,A,E,E,68.72655026031028,A,B,B,-43.76552567207928,193.6343793726505,B,23.931298611346392,B,E,D,0
Jewish,Homosexual,Yes,65+,D,E,C,C,2.9677854174706444,B,A,B,56.128341857878475,-116.03878229234309,C,167.32895547161797,C,D,D,0
None,Heterosexual,Yes,36-50,B,C,E,B,177.52774049968778,B,E,A,-26.267966623353555,-114.37387305362495,B,-14.864093305412645,D,E,A,1
Other,Homosexual,No,51-65,C,C,C,E,-13.4946795170377,C,B,C,121.10600291743869,5.2181540198993215,A,12.595940865833077,A,B,B,0
Other,Heterosexual,Yes,18-25,A,E,D,A,52.70726208034054,E,B,D,89.39510242439532,65.21219310748923,A,79.75284585621402,E,A,B,1
Other,Homosexual,Non-Veteran,36-50,E,B,D,E,147.4432773795307,E,C,D,33.399585924374286,-6.0897839248998675,E,85.91865184252764,D,D,B,0
Jewish,Other,No,51-65,A,D,E,E,15.110826101737842,C,B,C,9.928643110539866,-120.89312068176082,B,12.199488339651197,A,E,E,1
Other,Heterosexual,Yes,51-65,A,C,E,B,45.674572387151265,D,E,C,37.54413667273962,131.4221677677801,D,-85.13090995693966,E,B,A,1
Muslim,Bisexual,Non-Veteran,26-35,E,A,A,D,-12.429425973088264,C,A,A,-136.59598683420725,190.87293510946458,D,64.75716856159227,E,A,C,1
Muslim,Homosexual,Yes,36-50,D,B,D,D,-13.092082417493737,D,E,C,-26.976470762893655,14.203662481968546,D,85.7360361049696,C,A,C,0
Buddhist,Other,Non-Veteran,18-25,C,A,D,E,170.93708345726918,E,E,E,-135.32800177805493,-50.68884461607127,A,160.8507592041916,D,E,E,1
Christian,Bisexual,Non-Veteran,51-65,B,E,E,B,13.825606125937853,A,E,A,141.8484857273276,189.77747533286004,E,-98.855015382986,C,D,D,0
Buddhist,Homosexual,Yes,65+,C,C,A,A,-22.298543733336082,D,B,E,30.050512309580906,269.35474900086814,C,132.00411674056357,A,A,B,0
Muslim,Bisexual,Veteran,18-25,C,D,E,A,-142.28146620825854,B,C,B,-113.86075870142993,-101.77960996146791,A,-30.18200052568102,D,E,E,1
Other,Heterosexual,Non-Veteran,26-35,E,D,C,A,14.735674792042541,C,D,C,-133.51555660963146,42.19855532165162,B,16.07448934331412,D,A,D,1
Hindu,Other,Veteran,36-50,D,D,E,E,91.47372012685172,E,D,A,-205.14931495300158,-106.93056790537014,B,-88.84292470130974,D,B,B,0
Muslim,Homosexual,No,65+,E,D,A,A,105.10862656146274,D,B,D,-71.87654331323282,81.54386764366105,A,-166.76875829642537,C,A,D,1
Other,Heterosexual,Non-Veteran,65+,E,B,C,C,7.24194371853714,E,A,D,-30.529012210891025,112.89223208552801,B,41.666900452011284,E,A,D,1
