married,feature_0,feature_1,feature_2,feature_3,feature_4,target
Married,C,B,A,E,-33.95610075186767,0
Single,E,E,E,B,-69.54396465546856,1
Divorced,E,E,C,C,120.5066847345063,0
Single,A,C,A,C,47.26035433045269,0
Widowed,C,C,C,E,126.85310404758488,1
Single,C,A,D,E,24.955237332389277,1
Single,E,C,A,D,-73.72782610338537,1
Married,C,E,E,A,42.987948353313705,0
Married,A,D,B,A,64.79634434318189,0
Widowed,B,E,B,B,-24.867877206819177,0
Single,E,D,C,D,29.035517155898578,0
Widowed,C,B,D,C,-114.23917766948625,0
Widowed,D,B,D,C,-59.25377801990012,1
Widowed,B,D,A,D,-60.5589742844573,0
Widowed,C,D,D,E,9.189391056210722,0
Married,D,C,B,A,-68.22245196796906,1
Divorced,A,A,B,C,107.45538157053906,1
Married,B,D,C,A,94.06911206887911,1
Married,C,A,E,D,-148.11626558940338,1
Widowed,B,A,B,E,-72.5728054002865,1
Divorced,D,B,C,D,-96.66938032154573,0
Married,E,D,C,D,206.4512347485347,0
Widowed,C,C,C,C,-24.455124893371888,0
Married,B,E,D,A,-65.12386696751157,1
Widowed,A,D,C,C,70.26875883002202,1
Married,B,A,D,C,-34.0670738192489,1
Widowed,A,E,E,B,87.02598918317209,0
Widowed,E,E,A,A,-15.26048591061993,0
Single,C,E,A,D,-128.9796857472608,0
Widowed,E,E,E,B,-174.26405793980254,1
Widowed,A,A,E,E,96.03803481793838,0
Single,B,B,D,D,-117.40455462403283,1
Single,B,D,A,A,-62.24731228310648,0
Widowed,A,D,C,A,86.02039607070867,0
Single,B,C,E,B,208.62474407145447,1
Single,A,B,D,E,-105.40532921294665,1
Widowed,B,A,A,E,0.39587682550479475,0
Widowed,C,C,D,E,-2.469850124734966,0
Widowed,D,C,B,E,51.17869401281716,1
Married,B,D,B,E,-95.29720320598476,0
Single,E,B,D,D,53.13345139062372,0
Single,B,D,C,D,-72.18106586953583,1
Single,D,A,B,B,0.6102905473328913,1
Widowed,E,A,B,B,-71.04647873415306,1
Widowed,A,D,D,A,144.66920724518357,0
Widowed,A,C,D,D,113.58935793404905,1
Married,B,D,E,E,14.40268631080909,1
Married,E,B,D,D,139.22570214316755,0
Divorced,C,A,B,E,48.045256016741774,1
Divorced,B,E,A,D,-130.75319076233063,0
Single,D,B,D,C,156.93364866445435,0
Divorced,D,B,D,D,-11.68705536518068,1
Single,E,B,A,C,-123.323853948403,0
Divorced,D,A,E,D,98.55910206713891,1
Divorced,D,A,C,E,208.53564477505478,0
Single,A,B,D,C,-68.28827098428253,1
Single,B,A,B,B,11.376310516547077,1
Single,E,B,A,E,76.55138877169902,1
Widowed,A,D,C,B,37.50202405786377,1
Widowed,D,B,A,C,-32.75177243648456,0
Single,E,C,A,A,172.38819916105365,1
Single,B,C,B,A,-31.730659305563098,0
Married,C,B,E,B,-40.74080162626005,1
Divorced,D,A,A,A,-40.4467566113501,1
Single,B,B,B,A,11.587568569352099,1
Married,C,B,E,A,77.66544606637508,1
Widowed,B,C,A,C,-56.77471296874158,1
Widowed,C,C,E,D,47.69049477406811,0
Single,B,A,B,B,51.328772617941965,0
Divorced,B,A,C,E,-149.9326558352521,0
Widowed,D,B,A,A,30.437350105531934,0
Married,D,E,C,B,1.2174530256913136,1
Single,A,C,B,B,-112.03047915722229,0
Married,C,E,C,A,-78.05628366194472,0
Widowed,A,A,C,A,-171.80577462151265,1
Divorced,E,E,D,A,-16.976249458784174,1
Married,A,A,E,A,-7.9778095324987905,1
Widowed,E,D,B,B,48.8275405700825,0
Single,B,D,C,E,-40.712530268404045,1
Divorced,E,A,A,C,-69.40390914210668,1
Single,C,C,D,E,-10.339776597138284,1
Married,A,E,C,C,-41.350961766423886,1
Single,E,C,C,A,43.80072642367862,0
Widowed,E,E,D,D,-91.77333657090773,1
Divorced,E,A,B,C,183.06572677180725,0
Single,E,E,A,C,155.7586578985859,1
Divorced,C,B,D,D,-19.315935245373815,1
Widowed,A,B,C,E,-101.59632552947973,0
Divorced,D,E,D,E,30.960085231656404,0
Widowed,D,E,D,A,23.83846742835918,0
Married,A,D,B,E,-13.435385112083159,1
Single,A,C,B,D,-13.601629066182896,0
Widowed,A,E,A,A,84.9502050246614,0
Widowed,C,C,E,C,-15.204204715969738,0
Widowed,B,B,D,E,-17.928879569524938,0
Widowed,C,B,D,B,132.19273706881816,1
Single,D,C,D,E,-106.2774289553015,1
Single,C,D,B,A,140.55772810840537,0
Divorced,D,B,C,C,-128.0181541183232,0
Widowed,A,C,C,A,8.737336352135406,1
Married,A,E,E,E,170.71366850472165,1
Married,D,E,B,E,-66.1400710041098,0
Single,C,D,B,B,-76.05597241550132,0
Single,C,D,D,C,47.35172774987426,0
Widowed,B,E,A,B,-217.70952981935937,0
Married,D,A,D,D,-52.38954644234892,0
Widowed,D,A,B,B,-7.55490017918621,0
Widowed,C,B,A,A,-173.4812919349603,0
Married,A,C,D,D,77.076338470685,0
Divorced,D,C,B,B,55.069848518007404,0
Married,E,A,A,C,-251.4102331836437,0
Married,B,C,C,A,8.513951281036727,1
Married,D,D,D,D,22.801099918547607,0
Married,A,A,C,E,-88.6509424643544,1
Single,A,D,D,E,34.43951023801689,0
Single,A,D,E,D,-8.447169713453171,0
Single,B,D,E,A,179.18492220845587,1
Married,B,E,E,C,-100.29185517812797,0
Divorced,D,D,B,D,63.156871420455964,0
Widowed,E,B,A,D,-25.64966915522958,1
Married,C,A,D,E,-100.6722002729377,0
Divorced,C,E,C,C,-15.561867577729775,1
Widowed,A,D,A,E,-231.63317649668102,1
Widowed,B,E,D,D,34.241710652641395,0
Widowed,A,A,A,A,-15.711224852776997,1
Divorced,D,C,C,D,-16.221078821929012,0
Divorced,E,D,D,B,-108.92780066210751,1
Married,E,D,B,A,82.00957880664497,1
Single,E,A,D,B,-164.7320726019015,0
Single,D,D,C,E,-50.83944018934028,1
Divorced,C,A,A,C,102.45516388847655,1
Widowed,C,C,A,D,79.42147173194715,1
Widowed,C,C,D,D,-5.483979169111428,1
Married,C,A,D,B,161.42395695145171,0
Widowed,C,C,B,C,65.15132582618325,1
Married,A,B,C,C,98.32594469397169,0
Married,C,D,C,A,-18.52367795736114,1
Divorced,C,B,D,D,32.00962923906181,0
Divorced,D,E,C,A,148.10643497553983,0
Married,C,E,B,C,7.133125754045561,1
Married,B,B,E,A,-32.601970031567475,1
Married,E,C,C,A,96.5464311039559,0
Divorced,D,C,B,A,1.2456047512000685,0
Married,D,D,A,E,-174.9801659007113,1
Married,E,E,E,B,-3.2836612994273056,0
Divorced,D,B,A,D,131.08164514481325,0
Divorced,E,C,C,B,-32.34809106085281,1
Widowed,E,D,B,A,13.900912316091981,0
Single,A,C,B,A,-100.2838583761955,1
Married,A,D,C,D,57.873870727779796,0
Married,B,E,A,C,-71.91783240143721,0
Married,D,B,E,C,-91.58894353420546,0
Single,A,E,A,B,-37.48219378869798,0
Married,D,E,E,B,-32.14863416134852,0
Divorced,B,C,E,E,119.7133488005671,0
Single,D,C,C,D,-180.6203962579719,0
Widowed,A,B,B,D,-16.713188692509743,1
Widowed,B,B,B,D,-15.53535712121932,1
Divorced,C,B,D,E,-12.261723426736744,0
Widowed,C,B,E,D,-52.47260126995095,1
Divorced,E,E,D,C,-189.95541434676352,1
Married,C,B,A,B,36.14415302211925,0
Divorced,D,D,A,A,116.9958905086896,0
Widowed,E,D,D,B,18.585975903007594,1
Single,A,C,E,D,-90.76901906718675,1
Widowed,C,D,A,C,-48.603023632044774,0
Married,A,E,E,C,-31.58328956629466,0
Married,C,A,E,C,-51.4747025507139,1
Single,B,D,E,E,60.87721571616292,0
Married,A,B,E,D,-25.29306894342575,0
Divorced,D,B,B,A,-11.787692300082565,1
Married,D,A,A,E,-63.27730424890049,1
Divorced,B,E,D,D,3.4485062560890194,1
Married,A,A,D,E,76.28950759450396,0
Single,D,E,D,B,88.69310567794616,0
Single,C,A,B,A,28.94966232933282,1
Single,D,C,E,D,-55.20669768108919,1
Divorced,C,C,B,B,-81.21701217267085,0
Widowed,D,A,E,A,84.98334635004426,0
Divorced,A,D,A,A,-298.70280623940124,0
Married,E,A,C,B,-39.92709444865806,0
Single,D,E,C,D,28.68596060424538,0
Divorced,C,A,B,E,-88.3573236555004,0
Divorced,D,A,B,D,162.7167033672827,1
Divorced,C,E,C,E,79.97529105532944,1
Widowed,D,B,D,B,-184.0691895818386,1
Divorced,A,D,C,E,-12.367794184611052,1
Divorced,C,D,C,B,113.05539403839886,1
Widowed,B,A,A,D,145.4247029111618,1
Divorced,D,E,E,A,329.09591859425444,1
Married,A,A,B,B,-79.61510436144208,1
Married,A,C,B,E,-51.80402625138375,1
Single,A,C,C,B,-209.37265855262254,0
Widowed,A,E,E,A,-126.35490455358132,0
Divorced,C,D,B,D,-60.555675808025725,0
Single,C,B,B,B,161.32278885448147,1
Married,A,A,D,B,-149.60602186677306,1
Divorced,C,C,A,E,-29.449870679700794,0
Married,B,D,B,E,174.41891519625278,1
Single,D,D,B,D,282.2221617494473,0
Single,A,C,B,A,-43.861825705332485,0
Married,E,C,D,A,125.81927853048656,1
Single,E,D,E,E,1.5066807501052415,0
Divorced,C,A,E,B,-10.747430844061185,0
Married,C,C,C,C,-71.20443058195731,1
Single,E,B,E,D,15.421593291859011,0
Married,B,B,E,D,-9.233366515065509,1
Widowed,B,A,D,A,100.02922212749479,0
Divorced,B,C,D,A,-96.18173395492403,0
Married,D,D,B,A,-48.94938785986855,0
Married,C,A,E,E,109.56280183947278,1
Single,E,E,A,A,-56.60396469650662,1
Divorced,D,B,E,B,-169.93288699228515,1
Widowed,E,B,B,A,49.39317571684504,0
Divorced,A,D,A,B,-39.5246698439782,0
Married,A,C,A,D,124.6709286306164,1
Widowed,E,D,A,D,125.10127177983843,1
Single,A,D,A,C,153.1114578296437,1
Single,E,E,D,E,-54.35504790779483,0
Single,E,E,A,B,-78.88796361501598,0
Married,C,D,A,A,-63.77116830835846,0
Single,A,A,C,E,77.91887083943352,1
Divorced,C,D,E,C,73.57786727561026,1
Widowed,C,E,B,D,148.20592281898982,1
Married,B,C,E,E,-4.27648208294097,1
Divorced,A,E,D,D,-128.21143543632593,0
Widowed,E,D,B,E,63.227114137752714,0
Married,B,D,C,A,16.34392545550489,1
Widowed,E,B,D,C,94.64755947913687,0
Married,A,A,A,A,-67.1016874514495,0
Widowed,D,C,B,E,32.31859960478377,0
Divorced,C,C,E,B,-43.19653762213171,1
Single,A,C,E,E,22.158061233701297,1
Widowed,E,E,C,E,27.99536894863107,0
Married,B,A,C,A,98.66324282234783,0
Married,B,D,A,E,-122.7072950589986,1
Divorced,E,C,E,A,-8.03742701000717,0
Married,B,B,A,E,49.137615371471135,0
Divorced,B,D,A,A,23.297661120217324,1
Single,C,A,E,D,42.93039156561325,0
Divorced,D,E,A,D,-61.54944924359508,1
Married,A,B,C,D,89.50972556697269,0
Divorced,B,A,D,B,196.45345366824498,0
Widowed,B,B,E,E,-63.17375267259682,1
Single,C,A,D,A,-7.4828709013318475,1
Widowed,E,A,A,A,-62.04033428394079,0
Married,B,D,C,D,-69.01470124389725,0
Widowed,C,E,D,D,-93.37874496339312,1
Divorced,A,B,D,A,112.89459956833348,0
Widowed,E,B,C,C,44.75335610011782,0
Widowed,B,B,D,D,146.48337979509478,0
Widowed,C,C,A,C,39.23090688695696,1
Widowed,E,B,C,E,-33.449010445603484,1
Widowed,B,B,C,A,-43.441955105993806,0
Single,C,B,A,B,-21.22259160544317,0
Divorced,E,E,D,B,-50.60070992944837,1
Single,C,A,B,D,-27.60753726224386,1
Single,B,A,C,D,2.462770676483559,0
Single,E,B,C,D,-106.36068846620745,0
Widowed,E,B,C,C,22.781727496184242,1
Married,A,A,C,D,96.05828219543142,1
Widowed,A,B,E,B,-224.53720576772503,1
Married,C,E,A,B,-88.84189155594548,0
Married,C,B,E,D,-96.13062498976834,1
Divorced,E,B,C,A,-2.503911769387005,1
Single,B,D,C,D,62.82972992106748,1
Widowed,D,A,D,E,-70.36633401342885,1
Divorced,D,D,B,E,2.606494456501434,1
Married,C,D,D,D,26.70739992118105,0
Widowed,B,A,C,C,-14.75252354774106,0
Single,A,B,A,B,59.63279990177085,1
Single,C,E,D,C,115.80942604189634,1
Divorced,B,C,B,D,-34.58406693395425,0
Widowed,D,B,A,D,93.03999440124107,0
Single,A,D,A,B,-73.51615002687099,1
Single,B,A,B,A,-153.99481127059283,0
Single,C,D,B,D,-25.626280713884054,1
Divorced,A,C,A,D,-34.817872383763785,0
Married,D,C,A,E,-59.88951950430366,1
Divorced,A,C,B,B,-120.79697350619807,1
Married,E,B,A,D,59.84740821245208,0
Widowed,A,B,D,B,-24.21565258151722,1
Divorced,A,A,A,E,-176.0500032117301,1
Divorced,A,E,D,B,179.11138011140676,1
Widowed,C,D,D,D,10.229160652389837,0
Divorced,C,E,B,B,-41.45349270026387,0
Divorced,A,D,C,B,-0.39283487481766516,1
Single,E,A,C,D,-169.88833306786475,1
Divorced,D,B,A,D,18.197084565830533,1
Widowed,B,B,D,D,65.35105155835424,1
Single,B,E,B,A,-198.99581942428765,1
Divorced,B,A,B,A,-19.202467107741793,1
Divorced,B,D,A,C,240.48504052628928,0
Single,D,C,E,B,28.440958275950095,0
Married,E,B,C,D,213.7863256969938,1
Single,E,B,A,C,-116.92302208605985,1
Divorced,A,D,C,C,48.26608331179587,1
Divorced,E,B,A,C,-107.20538477798203,1
Single,D,C,D,A,-1.4694739178689586,0
Widowed,C,D,D,B,164.37253028375383,1
Married,E,B,B,E,26.403093029193954,0
Divorced,C,B,C,B,-74.28564516513094,1
Widowed,B,D,C,E,38.88953570027033,1
Divorced,D,D,E,C,37.116733893224804,0
Single,E,B,B,A,58.66851154672995,1
Divorced,D,A,D,A,-165.29051439269165,1
Widowed,C,C,E,A,-56.97053889203648,1
Married,A,D,C,C,-24.092825998568664,1
Widowed,A,C,A,C,-56.737001709689864,0
Divorced,C,B,C,E,69.2139362053401,1
Divorced,E,A,C,D,81.92702336450174,1
Divorced,E,E,A,A,-47.0757155337589,1
Divorced,E,B,B,C,0.8935219845514378,1
Married,B,D,D,A,1.464989102632086,1
Single,C,B,B,D,-62.86895731795358,0
Single,A,C,A,B,97.20897025003183,0
Married,D,B,A,A,83.37945283098396,0
Divorced,E,C,D,B,54.280445866333295,1
Single,B,E,B,E,-71.73917215402572,0
Married,B,D,C,C,17.06589885350039,0
Divorced,C,E,C,A,-161.03571408975645,0
Divorced,E,A,C,B,-167.34146870439227,1
Married,B,B,C,A,-73.61154895794722,1
Married,D,B,D,D,-44.3584654978435,0
Single,B,E,D,D,-246.44889489458245,1
Divorced,A,E,D,C,65.73301698215757,1
Widowed,B,B,E,B,117.12902235878143,1
Divorced,D,A,A,E,41.89163382532303,1
Married,E,E,D,D,-157.31701008297333,0
Widowed,D,D,D,D,53.49018158674232,1
Single,D,C,D,B,-107.14069222424014,0
Divorced,B,E,A,C,35.16767737059145,0
Divorced,D,B,E,A,88.50161804111804,1
Widowed,C,C,D,A,-88.18853139563225,0
Divorced,E,E,A,D,124.00516695381074,0
Widowed,E,E,A,B,113.97252802517536,1
Divorced,C,B,E,E,-12.716837981980072,1
Widowed,E,B,E,A,28.68487961016753,1
Single,B,A,E,E,-66.97408156230435,0
Divorced,B,B,D,A,-51.736727415430074,1
Single,C,C,A,E,23.366490046125076,1
Single,E,A,B,D,96.52780068276262,0
Divorced,E,A,B,A,-91.1862975288217,1
Divorced,D,D,B,D,57.54692474465289,1
Divorced,C,C,D,C,-93.8797571034687,1
Divorced,D,B,E,B,16.119738209331498,1
Single,E,E,E,E,62.56279255098253,0
Married,C,C,D,A,-26.879541428821096,1
Single,A,E,C,A,36.091721890948826,1
Single,C,C,A,A,-52.09695236930776,0
Divorced,C,C,B,D,-64.07028737853805,0
Widowed,C,A,C,D,12.850678463410322,1
Widowed,C,E,A,B,82.91323982205834,1
Widowed,D,A,C,D,41.88166680078342,1
Widowed,C,D,C,A,-43.58426634635011,1
Married,E,E,A,C,-90.19043446816816,0
Widowed,A,A,B,D,60.06124081264168,0
Single,A,C,B,C,45.34002306678499,1
Married,A,C,A,B,-143.71022896521345,0
Married,D,D,A,C,55.7667510741501,1
Single,D,C,D,A,121.12811268097462,0
Divorced,C,B,A,D,20.843378843795836,0
Widowed,C,D,D,E,144.14330368120315,1
Single,A,E,C,E,119.11960011497776,0
Widowed,D,E,C,B,-8.421511579749751,1
Married,E,E,D,A,24.395941729889834,1
Widowed,D,A,B,A,12.134569123974632,0
Single,C,A,D,B,-120.33793803976549,0
Single,A,A,E,C,-61.47938260630434,0
Single,E,C,E,D,-167.7389725056868,0
Divorced,C,B,B,D,146.27780294972146,1
Married,D,D,D,A,64.32506903189606,1
Single,D,E,D,E,1.9855686442388836,0
Widowed,C,D,A,A,-13.217272109545892,0
Single,D,D,E,A,-215.4403545325028,1
Single,D,D,C,C,-100.72546687216575,1
Widowed,E,C,A,A,-20.29812837696602,1
Divorced,E,E,D,A,86.87960448068841,0
Single,E,D,C,C,-63.24732182321433,0
Widowed,E,C,C,E,-79.65356871387698,0
Divorced,D,A,A,B,140.15980506621779,0
Single,B,B,D,E,-12.435837140611907,0
Married,E,B,D,D,0.4542060181595797,0
Divorced,A,E,D,C,29.52648282635596,1
Divorced,B,C,E,D,7.899667065058509,1
Single,E,D,E,C,-25.23312783472049,0
Divorced,E,C,D,A,-28.40475931518034,1
Single,D,E,D,E,-111.05102065654688,0
Divorced,D,B,C,C,-42.10025311684796,1
Widowed,A,C,B,B,-37.73644029775184,1
Single,B,E,D,B,5.857892777191516,1
Widowed,B,B,E,D,250.79895885633152,0
Single,D,D,C,D,-95.20544352191607,0
Divorced,B,C,B,C,-50.72993471878865,1
Widowed,C,B,A,E,-34.7748152655878,0
Widowed,A,E,B,E,117.03152406308173,0
Divorced,E,E,B,C,81.4717659242974,1
Widowed,B,E,E,B,8.219376378157648,0
Married,D,A,C,A,-38.206418514203335,0
Single,E,E,B,E,114.8851542159334,1
Single,C,C,C,B,-221.92752119038315,1
Widowed,D,C,C,A,30.605246254042797,1
Married,E,B,C,A,-129.94460184374174,0
Single,A,A,C,A,-120.95853764659226,0
Single,D,A,E,C,-53.175593006397726,1
Divorced,D,A,E,A,-145.54808549703768,0
Married,B,B,D,C,-80.56299921293156,0
Widowed,C,E,D,C,-151.20471681338276,0
Married,B,B,B,A,2.3981439340003954,0
Married,C,E,C,E,38.08169269063602,0
Married,E,B,D,D,67.5196647314876,0
Widowed,B,C,B,E,19.176409892891254,1
Widowed,A,D,A,C,-111.16756787015305,0
Widowed,C,B,D,C,-101.74636668087886,0
Divorced,E,E,A,B,39.82318270524594,1
Married,D,D,B,C,67.8888789355414,1
Married,A,E,B,D,-17.88297263383697,0
Single,E,C,C,A,112.83791272538359,0
Divorced,C,B,A,B,21.568238905950466,0
Divorced,A,A,B,A,10.828054813849214,1
Single,A,D,C,D,-14.202027178393802,0
Divorced,E,B,C,B,-13.060740508092136,1
Married,D,E,D,B,15.378018264056381,1
Married,E,B,E,D,55.10019306171966,0
Married,D,C,C,B,47.73389731412052,1
Widowed,D,B,A,A,124.86232782713257,1
Widowed,A,B,C,D,20.745348570507158,1
Single,B,D,E,A,-41.23388361319979,0
Widowed,C,B,D,C,-86.23954197184243,0
Widowed,C,C,D,B,-40.58852100881802,0
Widowed,D,B,C,A,-24.130505276255196,1
Single,B,D,E,B,-139.99090455966504,1
Divorced,A,D,D,D,-32.45822532597822,0
Single,E,A,C,A,23.444659516389994,0
Single,E,B,C,D,-27.215991905636628,1
Widowed,D,A,A,C,21.04981747321411,0
Divorced,C,B,D,D,-66.0294331394626,1
Single,D,B,E,E,3.3207046412371244,0
Divorced,A,A,B,A,-37.76507329141314,1
Widowed,C,A,A,D,85.15624924529797,0
Divorced,E,E,E,C,46.4655439321395,0
Single,D,D,B,B,158.9613042007917,1
Married,B,A,A,E,-31.706908627433666,0
Married,C,E,A,E,-7.4344721171500385,0
Single,E,A,E,E,-86.53862908182461,1
Widowed,A,A,C,C,-153.32579798947427,1
Divorced,C,A,D,A,-24.720846138628477,0
Widowed,B,E,D,E,-30.819453561172782,1
Divorced,B,E,A,E,9.549070986034206,1
Single,C,A,B,B,-67.56147783606966,0
Married,B,D,C,B,-146.19628630720933,1
Married,B,A,D,B,-54.81936307166083,1
Widowed,E,D,D,E,6.494758421121774,0
Widowed,B,E,E,B,80.5975033314177,1
Single,E,B,B,E,-249.3668920987469,0
Single,A,A,C,C,35.24301325867867,1
Divorced,C,D,E,A,-73.70425428878038,0
Divorced,A,D,A,E,36.41023235449373,1
Divorced,D,B,B,A,158.47009322733027,0
Widowed,D,E,B,D,-16.38250682342975,0
Divorced,A,B,B,A,-121.89704926566132,1
Divorced,E,A,C,D,40.23256714491504,1
Divorced,D,B,B,C,113.41938206688233,1
Divorced,A,C,C,A,-101.89796393852974,0
Divorced,D,E,B,C,105.98519402922184,1
Single,D,C,E,E,81.31894697256354,1
Divorced,E,A,E,D,42.79617471256839,0
Divorced,B,C,A,B,60.99118046893312,0
Divorced,B,D,C,C,92.98219302069755,1
Divorced,D,E,A,A,12.36377032085161,0
Divorced,E,D,B,B,-69.80457496877862,0
Widowed,D,D,D,A,1.32172149679315,1
Divorced,A,B,A,B,94.00812980822566,0
Widowed,C,A,B,B,-87.39167900589221,0
Divorced,C,A,D,B,-47.26285745390136,1
Married,B,B,B,D,29.5271605167202,1
Married,E,B,B,C,-166.88187082203956,1
Single,D,E,D,A,114.42737189793573,0
Divorced,C,C,D,C,152.45701419533327,0
Divorced,C,B,C,A,-7.025606612788573,1
Single,D,D,A,D,103.88412084880743,1
Widowed,B,A,E,B,-38.981865302516354,0
Married,E,E,B,A,-129.12164431830968,1
Married,E,D,E,C,9.327774611546518,1
Single,B,E,C,D,-30.247558962722586,0
Married,D,B,B,C,9.20606152444874,0
Married,C,D,A,B,31.70196561670624,0
Widowed,D,B,B,A,108.10119917692332,0
Married,E,A,B,D,-81.5433833486486,0
Divorced,A,E,B,B,-44.69592810187543,1
Married,C,D,D,B,116.3030244814226,0
Divorced,C,A,D,A,-153.80126083917872,1
Widowed,C,A,D,B,16.698577819974954,0
Married,B,C,D,D,-97.9660276429225,0
Married,C,C,D,D,-105.24100571487355,0
Widowed,D,C,B,A,-70.26590258742166,0
Married,C,C,B,C,-67.91972019260672,1
Single,B,B,B,D,-27.701871188063436,0
Divorced,A,A,A,A,133.84848808232965,0
Divorced,A,D,C,D,-110.75480181234822,1
Widowed,D,A,E,E,-1.3675493675404617,1
Widowed,E,B,E,C,-125.1313231605687,1
Widowed,C,A,A,A,-0.001317372212250851,1
Divorced,E,B,E,D,-66.0692001089461,1
Divorced,C,E,C,A,77.60025267781623,1
Widowed,C,E,B,D,118.54786113301714,1
Widowed,D,C,C,C,-176.6548877430375,1
Single,A,E,D,C,131.9912827508405,1
Divorced,B,A,A,A,57.932782170704776,0
Widowed,E,D,B,C,96.12344566830863,0
Married,E,D,C,B,85.21150640997398,1
Married,A,B,D,C,-17.34438673694058,1
Widowed,A,E,C,A,127.68954251769509,0
Married,B,D,C,D,194.972564476335,1
Widowed,B,C,E,E,8.097507018085647,0
Single,A,B,A,D,-96.1480610300245,1
Married,B,A,B,E,-189.05249791509613,0
Widowed,B,B,E,D,26.151126275129094,1
Widowed,E,E,C,B,-23.24366808212629,1
Widowed,E,C,B,A,-44.199805843646935,1
Single,D,E,C,A,116.24838600344336,1
Widowed,A,B,B,C,33.74603808382363,0
Married,B,A,D,E,13.16936531814352,0
Divorced,A,C,B,B,82.75182301135173,1
Widowed,E,D,E,E,29.642551953044215,0
Widowed,C,B,B,B,-244.3287596398842,0
Widowed,C,C,A,C,-85.82543620131305,0
Single,D,B,D,A,10.56403231641496,0
Divorced,D,E,C,D,31.366587547591067,0
Divorced,E,C,A,C,142.3659104035544,1
Single,C,A,D,A,66.73231052575107,0
Divorced,E,D,D,E,76.68320556489611,1
Married,D,A,A,B,-69.80569022053669,1
Divorced,E,B,B,A,62.59752170842911,0
Single,D,D,D,D,-9.14565596905951,1
Widowed,C,E,B,D,-157.20557168767724,1
Married,E,C,D,C,88.86447967084638,1
Single,B,C,C,A,226.86183967530647,1
Widowed,A,C,B,B,58.50215188342609,0
Single,C,E,B,A,-45.520556076452635,0
Widowed,E,D,E,E,-58.40568261718183,1
Widowed,B,B,B,D,-153.09607528319296,0
Married,A,A,E,B,-73.92680967460686,0
Widowed,B,A,A,E,-15.942755011109208,0
Married,D,B,C,B,-107.52074631123129,1
Single,A,E,C,B,107.89723544281162,0
Widowed,C,D,E,A,61.18828319990715,0
Married,E,A,B,B,86.89098984002312,1
Single,C,A,B,C,-30.97365122599812,0
Divorced,E,E,B,E,-67.28580620659646,1
Widowed,B,C,B,D,-3.607338552974974,1
Divorced,C,C,E,D,-83.80015130499572,1
Married,A,E,A,B,-207.88874951658994,0
Single,A,E,C,B,-78.9241682412561,0
Divorced,C,A,D,A,-87.1602670460903,1
Divorced,A,B,A,D,-52.38810177841007,0
Widowed,D,A,C,E,-73.8920725717966,0
Divorced,D,B,E,C,-56.79416240168778,1
Married,B,D,B,E,48.650992633167974,1
Married,D,D,D,E,-10.080646716855684,1
Widowed,A,B,D,D,-76.17950900106683,0
Single,B,B,E,B,22.896866435076856,1
Divorced,C,A,B,D,20.03429593544053,0
Divorced,C,B,E,C,-73.61931333992567,1
Widowed,C,B,D,E,24.545489586201658,1
Single,A,B,E,E,-182.59088747375966,1
Widowed,E,A,B,A,73.34925213703404,1
Divorced,B,E,B,C,36.35125751471983,0
Divorced,A,C,B,C,-26.817503653530423,1
Single,D,B,D,D,25.53191080852926,0
Single,E,A,B,B,100.71314802607642,0
Single,D,B,E,A,31.947660180840725,0
Divorced,A,A,E,A,-140.0817547824374,1
Divorced,A,C,A,E,-130.8508025628606,1
Single,C,A,B,A,-28.397397592815842,0
Widowed,E,C,D,D,118.44348813360952,0
Divorced,C,E,E,D,66.83370951282079,0
Married,D,D,D,C,-40.41730724418724,0
Married,B,E,D,B,-76.58576392981166,1
Married,C,C,A,B,-30.419527553646557,1
Single,B,E,B,C,15.857729946420287,0
Married,D,A,C,D,196.12138527856123,1
Married,A,C,C,A,-126.16236975285165,0
Single,A,C,E,B,130.20986843600159,1
Widowed,B,B,B,D,17.00911616516333,1
Single,E,D,C,E,35.64053367512423,0
Divorced,C,A,A,B,-95.20730367822543,1
Widowed,E,A,B,C,73.04659414083814,1
Widowed,A,B,C,B,-95.99930462726235,1
Widowed,C,A,E,E,46.78858365096256,0
Divorced,A,B,A,A,12.76736295704618,1
Widowed,E,E,A,C,163.99235600202545,1
Widowed,D,D,C,C,68.72301588997985,1
Widowed,E,A,B,A,222.4426967865845,0
Widowed,C,A,C,A,-77.22867595751015,1
Widowed,B,A,C,B,-109.67909023404592,1
Married,D,A,B,D,48.55885199871864,0
Single,A,D,E,B,-20.146513527183988,1
Single,D,E,A,C,-24.250422658187595,1
Widowed,C,D,E,B,22.15410370233838,1
Divorced,D,E,C,A,8.214806287375074,0
