nation,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
India,Muslim,-69.9129564208261,D,C,50.28813461583845,-214.10555093480053,-164.57752352138527,A,B,104.12031455529898,E,-151.20628363958787,C,0
Mexico,Hindu,162.34526067929733,E,C,-110.19770401690026,-107.87097350616968,-27.82064614997955,D,A,-85.04029828385455,A,17.229215551387398,A,1
Mexico,None,29.222999987367615,B,A,-14.881238833757807,-59.50337017148167,24.136089914832237,C,C,-96.42233627642311,B,63.27049381354441,E,0
Other,Jewish,-12.600843759714477,A,A,-44.724942304513895,38.329588428687586,15.591647817021101,B,E,113.30627454257977,E,88.55686203443847,A,1
China,Muslim,54.46463677742699,D,E,-115.20409911295862,-105.26157434541558,-228.86264584601133,C,A,41.87842985507322,B,-156.14126474033137,C,1
Mexico,Other,-256.5436414341743,D,E,-7.404381066907664,-47.256736023405665,-41.37115154391414,A,A,-50.97427098417215,E,-5.433059002610253,C,0
Brazil,None,84.80271731587416,B,D,2.102613357905404,8.655232335829641,-28.803744172939965,E,B,111.06441306728152,C,15.370866598849354,C,0
Other,Jewish,125.32898354689436,A,B,131.60760869411777,54.295770129834345,30.266802201935967,E,D,-23.740787384858525,E,-134.8155476782462,D,0
India,Christian,93.17986303301504,A,E,93.95864577099879,150.1503903790191,-64.33890451419849,D,E,52.190605800843926,B,-25.99923718019925,A,1
UK,Christian,102.34788920022304,E,D,-112.48185908030501,-18.69730913837851,4.703098690142181,E,C,78.37862572171288,C,-69.01967484255437,A,1
UK,None,-97.28803867680601,A,C,20.349046997128323,-108.23216301646919,59.4056690499161,A,D,127.57958838012493,A,-36.16958088652373,E,0
Germany,Christian,-61.07874342069476,E,B,-10.983963546842924,243.69334148104227,-11.084496110774174,A,E,162.47340958543393,E,-116.20089790710064,D,0
India,Jewish,-212.07727891413833,E,B,-126.07004685724476,-30.805431094549018,-135.9082697722102,C,A,90.67691469374324,C,15.63350708880268,A,0
Other,Muslim,17.38954128596516,E,B,69.80792813562651,-39.19102896058192,3.5147078383974213,C,A,4.571987402773976,E,37.71361656113019,A,1
Germany,Christian,6.17359683168054,E,C,19.16415160340072,95.74656054547752,-90.87259671331331,B,E,172.69948809968577,C,126.26339900260248,D,0
US,Jewish,-88.56243906298647,B,D,37.52403808138955,-97.49717987609905,166.18879244017825,A,E,110.06713406413222,D,-5.267570103552683,D,0
UK,Christian,-71.28198920140582,E,B,104.42623869775802,-47.943450624341175,-13.473364058215923,E,B,-84.77383329971325,A,-14.440554582745591,C,1
India,Muslim,139.370552734745,E,C,-112.26544227860538,-9.526694584360436,38.33114422270845,D,B,-9.820969312253958,E,63.501470016314855,B,0
US,Other,54.68736594680942,E,E,30.52602304350975,-22.543269669312064,35.927342532423665,B,E,-32.02444974570386,A,23.018110878768447,B,0
Brazil,None,-45.971815939785216,B,A,-201.55060951057933,-101.30771396384641,-0.9232629510093167,C,B,-103.22314324785695,B,10.878292669545552,A,0
China,Christian,-189.74447993221972,A,A,98.65577129723648,-48.45018979036782,143.64986787257064,C,A,74.20887907531021,C,-13.563211361934302,D,1
India,None,-113.12905988694743,A,A,-52.58817809365088,-15.426424543711118,103.73218741922079,B,B,159.78154979811225,C,-0.5814920784695502,D,1
Other,Other,-189.60642741851967,B,A,20.55083654313157,-61.757686854191704,-130.14568166030668,C,B,-73.44644648603756,C,-25.290864998587402,B,0
Mexico,Other,15.753508516897147,C,B,85.89259398497333,-174.20595786719898,6.170762992401986,B,E,54.505799586293826,E,21.909261554888246,C,0
Other,Jewish,132.10175159281968,A,D,-65.12113786056074,163.54007189996082,93.74512279694255,D,A,81.87796276594297,C,193.22623184959048,D,1
Brazil,None,78.47484928079027,E,D,108.20124823589951,-112.62467373835794,-44.073148566654744,A,D,50.172513757618155,E,229.199371598855,E,1
Germany,Jewish,-159.34107525726182,D,D,96.65930357120044,16.626944242573934,-32.96673464927892,A,C,100.18554797792079,B,-37.60492343774345,B,1
Mexico,Muslim,69.65318227820387,C,A,-218.4849268503893,-40.09421763232698,35.57129070548803,E,D,30.83730141256561,D,243.83469980904144,A,1
Germany,Buddhist,33.0901596687765,E,C,-1.5278559307984507,56.0975135362727,-82.64066566350475,B,C,-80.19171308618718,D,-56.38206702718415,B,1
Mexico,Other,20.091518449403058,E,E,266.54289840036876,-76.81394250011738,-6.160848794665031,D,E,-103.1125675681059,C,-222.1055233766868,E,0
India,Muslim,-259.53419011013955,E,D,81.82195528946582,-31.66665581364078,47.867947434015015,A,D,44.07498703192834,A,-125.60039899187872,B,1
Germany,Muslim,-128.96896023402152,C,D,1.441782841781502,-29.40416512176763,72.53758380934721,D,E,-50.83950530078155,E,207.72502257177393,E,0
Mexico,Jewish,-174.36667565454732,E,E,-42.80415599692671,57.348933036646564,11.7550024106096,A,D,164.85392986769043,A,19.610063149910708,E,0
India,Jewish,-153.75877712733288,E,A,54.385372565897846,64.47750127429025,-50.982770822258836,B,D,60.464723662400765,B,130.16858969762086,C,0
Other,Jewish,140.94990118731346,C,D,-29.219374199289494,-42.57807489561802,-133.66364200305392,A,A,-43.39682724123525,B,-74.56469104971711,E,0
India,None,-122.39951417620931,E,E,-83.88584217433133,-12.572503379003313,-52.58872325425767,E,B,26.042449278147338,E,103.52871585329022,B,0
Other,Jewish,44.06224036125409,A,C,46.58546218169376,-40.97743202065844,-233.24825740864335,B,E,-47.3007723033044,C,18.539762135594454,A,0
Mexico,Jewish,-162.13775587899892,B,D,97.16731460819966,-40.44041589552606,3.420391712294539,D,D,-121.10272189524396,C,-5.988789741994302,C,0
Other,Christian,28.147223172015313,D,A,133.34060677060904,98.36180109152272,-63.20891569045155,B,D,8.040671366575536,B,6.970862926751575,C,0
UK,Muslim,-19.83784899350486,C,E,-166.41437103293765,-71.60743250199448,0.9976412362085834,A,E,-26.21670776828151,C,-14.220706269258898,E,0
India,Jewish,-22.60925164280581,A,C,29.23975740380898,69.96352502998919,-31.950168031739818,A,C,-63.350929428444594,C,206.82563383088984,A,1
US,Buddhist,98.35387059266502,C,B,-112.97378691612154,-95.71646696428452,45.3855549442399,B,C,-9.663008693249997,B,34.53217987506855,D,1
Mexico,Hindu,49.70834238952095,B,D,-170.445049851539,-5.246018116342848,45.268726349700586,E,D,-116.94537508630283,C,-61.98503546438964,C,0
China,Christian,84.29325370922739,E,E,25.24182754778197,15.985449301627655,205.2075854019109,D,E,33.64090225239065,D,-163.5902469608265,C,1
China,Hindu,-41.11019190884552,C,B,-110.26745168544063,29.24016084363587,-141.6742446463507,B,E,-47.28174357693921,B,18.81923675910249,A,1
China,Christian,64.43158402505189,B,A,-20.105877442596242,34.937465735278295,79.88091273805425,C,C,17.045472377992084,A,-180.786103596726,B,0
Germany,Jewish,-107.77654380111763,D,E,27.689903619929197,-130.269006808705,-123.67574431048168,A,C,30.917646885420965,C,63.62453076411043,A,0
India,Buddhist,55.16156787807633,D,E,-5.832730394209976,-180.5507391751638,-49.45706759327374,C,D,13.742757724421573,A,-97.30323653161678,E,0
Other,Jewish,45.27690608974165,B,B,236.4403389051025,-135.95105397226288,-70.59839263794998,A,E,107.03214475549025,D,52.200468771567486,E,0
UK,Buddhist,-86.93149400160095,A,E,72.74078335597348,-96.18588571656667,-100.11133881211937,E,A,-21.652176801823757,D,14.199744269653797,E,0
UK,Buddhist,77.55503806250901,A,E,64.22879368684087,16.610922378649594,-146.16934966931424,A,B,-2.8182885752641496,C,-74.38070406317883,A,0
India,Christian,-105.51463710669711,C,E,7.0558971925900815,137.16084043269782,144.6751575517994,A,B,-55.12794285407334,E,-8.63334823424913,E,0
UK,Other,8.089652822244666,E,B,-54.41270257661568,232.68030467259072,-47.189879009571925,D,D,-30.555456708169494,B,-105.84820699475816,E,0
US,Hindu,41.99181170968011,B,E,-74.46433310922036,-3.3228408437978216,-143.95017470889658,D,E,57.29122405018232,C,-69.69008023896971,E,0
China,None,-31.472776707688215,D,B,65.40121223037228,120.56259702030454,-6.829613907089308,B,E,130.29081925927787,D,44.3555100031108,D,1
Mexico,Buddhist,9.129794846847547,B,C,184.2356014757817,164.11466273442298,129.24233647617223,B,C,-43.03121615278925,B,-321.85445300993376,D,0
US,Buddhist,119.43278722193628,E,E,-41.47116184127743,-79.05748849570645,-128.7301499885325,A,D,111.7084508759767,A,-58.56280697484768,B,0
Other,Other,4.35398499430274,E,D,110.09731693216591,106.28550437733601,-43.32039709233562,B,A,37.92183150256898,E,14.237813454463263,C,0
India,Jewish,-173.96805635283806,D,E,-20.8841438717818,-188.40994613299756,-56.08866457396067,A,D,-88.75137432693943,E,-56.27686056976605,C,1
Brazil,Buddhist,-74.96444096238636,D,C,92.04038726734811,-15.53315994673808,-24.449321027860385,E,E,106.63920490579106,B,72.35565771415573,D,1
Other,Jewish,-74.54499476254148,D,E,203.44584477601705,6.254969500827283,45.53703494587714,C,B,167.1928235692481,D,-63.292409666526495,C,1
UK,None,53.5620591119632,B,A,61.1328483256528,25.315673887992006,4.543776829952492,E,B,93.29276291147673,A,-2.5450206122224035,A,0
Mexico,Christian,113.63166186755495,C,A,-3.4306799004829864,49.10532649741782,2.6697288752712827,B,C,104.4971838272485,A,32.33365074564278,C,1
China,None,25.413296795686502,A,B,5.82001925912725,-102.2050559518188,55.576498584777276,A,D,7.158476006285008,B,-23.046562364875026,E,0
India,Other,5.444727068356053,B,B,73.1035019208591,86.6997445321012,121.41121696790877,C,B,19.855243810168215,E,4.183400293551877,A,1
India,Other,-1.4265128678703716,E,B,146.13300064650622,-93.52863012240616,-111.2102010781967,B,C,188.60961756638804,A,-62.25902173428306,C,1
UK,Christian,72.27706278189845,C,B,66.78878849873574,-38.730600663780876,-21.631162360529846,A,E,157.53755524833474,E,19.74149602409325,B,1
UK,Muslim,-225.6604385135358,A,D,111.2569194660542,-5.8956325386797745,121.20821027447452,A,E,64.92269175040397,A,33.34725559069345,D,1
China,Buddhist,41.150949632182886,B,B,-138.55256930729757,-348.29611004594113,-27.575536983005517,E,C,106.13654742684675,D,58.38702718163671,D,0
Germany,Other,12.606372449752845,B,A,78.6947786241108,82.72000221481392,-34.99152936844369,A,D,46.93803867836101,D,273.316954088277,D,1
Germany,Hindu,-61.15495836348709,B,D,24.535378463638388,86.28495569024417,-119.86286621197763,A,B,44.347593931846085,B,118.09564027408493,D,0
China,Other,21.739302552104512,B,E,-1.6428474403101028,-87.06150380455051,-122.67864651240423,A,D,29.43155404265756,B,-16.164066468474473,A,1
Other,Muslim,141.98529662444116,A,E,159.52010982836424,-78.87715977911142,155.763203276231,E,E,79.40549987580421,C,-154.0426272512188,E,1
China,Muslim,104.22322512394588,B,E,-49.804635703507095,-30.248475388486103,20.838151335142552,D,D,-80.70559580552651,D,117.82852167038875,D,1
China,Hindu,-43.52426160476492,D,E,55.40428436505205,91.13631735450873,114.16399840090025,E,E,-42.45542257627614,A,-35.93816066221221,E,0
India,Other,-16.645808406764438,C,E,255.30909586685416,105.07851852993983,-119.48253938393853,A,B,46.32206562013605,B,67.51559395628627,A,1
US,Jewish,32.25622641068912,B,E,107.60951476327666,16.171480359102116,23.669852964188514,E,E,-16.779918868966348,A,18.82460515320897,D,0
US,Buddhist,-13.862171153891833,C,B,-107.58494610531653,24.04034493062856,83.90303453474878,B,A,-34.81711098170604,E,91.77494046478488,C,0
Germany,Jewish,55.254291783971176,C,E,11.734091178222942,19.63010219774325,-108.43259113114887,E,C,25.865281800640116,A,-87.8649859422493,D,0
China,Other,-86.19005046767512,B,B,-80.73011141912771,157.7796130767823,41.057976393409476,E,C,-93.9265885163131,A,-29.629780568650315,E,1
Other,Hindu,-94.81342683975026,E,A,-12.195840083807239,-195.40942407231904,68.72835477641624,A,E,131.71571634184565,A,81.04219940405696,C,0
China,Other,-58.33517424104803,C,B,-26.974176609708334,-235.745231326427,62.46875930426102,C,B,-119.81424576786763,B,-39.268258948708294,C,0
China,Hindu,-123.47909333952333,A,C,-38.50917271119052,1.3664198874048485,1.725070893948133,E,D,76.68689731287105,A,-41.15373526776838,B,1
Mexico,Hindu,-118.0136995822217,C,A,172.45928537548392,-26.05367994813017,83.8605610300701,A,E,-93.33497188945317,B,137.94423052261692,E,1
Germany,None,57.851840924775765,A,B,-4.758244890572335,153.8656033051595,-210.5653406646377,E,A,-3.385001246937177,A,48.12693766688072,B,1
Brazil,Jewish,99.01545081473668,B,A,11.44221350894259,46.444573533941785,-38.171364797950446,A,B,-98.00717777962382,E,-53.95831128900428,C,0
Other,Hindu,15.6845280896868,B,C,41.936148479942766,62.56419282311791,-47.31167505739652,C,C,-9.101970344747194,B,13.776628856569989,B,0
Other,Muslim,63.101291215564416,D,E,136.1540185024606,9.41037997504101,26.211345011625053,A,B,-51.55747108943817,E,-94.42681799981958,D,1
China,Muslim,-60.76095232476596,A,E,179.92874742588594,-28.046433528514893,-120.76441338553185,C,A,80.57859944971047,C,69.74160177143065,C,1
Other,Jewish,-129.41725232382234,A,E,27.806996064801105,9.300988419776843,112.78109098711961,E,C,182.32098042562168,D,-121.83309309967514,D,0
China,Muslim,-96.68402733464393,C,E,80.174608777307,-38.91850155803521,-20.380082502002516,B,B,18.523431274427757,B,123.71588298478812,D,1
Brazil,Hindu,42.42522865378124,E,A,-34.852011064616924,137.43109424239023,85.5176416090715,C,B,-166.563939508792,B,-136.28647618859526,A,0
Other,Buddhist,-4.778138720957429,C,D,-35.15214120954238,-21.061178238165912,-134.29030058093272,E,D,43.33591948748073,C,14.708963787786486,C,1
Germany,Christian,-36.626217847736626,B,D,-73.37403253272437,-231.6738523918196,79.89548275559719,B,D,65.02816472712884,D,-59.26096741414183,E,0
Germany,Other,165.007363913405,C,C,-147.29286216589927,-47.9506280931025,183.33705862517294,A,E,68.33113163995469,E,-55.00853481596949,D,1
Other,Christian,-18.308397100524683,D,B,-9.068927092836967,105.31714655814119,-67.95473221892108,D,E,169.66605138868564,E,-72.14578995978347,C,1
US,Hindu,87.73221495916748,C,A,-48.158923972124526,-146.4658046868322,52.377773614701525,E,C,-162.93103019217955,E,-106.79905274406,B,1
China,Buddhist,-245.44110212454336,C,A,11.422688566743332,-42.277305951911664,-9.195160264455309,B,A,4.72895366766197,E,-42.98249990545942,E,1
Other,Jewish,-63.2920982910798,C,D,-125.81031226388075,-79.80107981287608,34.06636677025684,E,B,195.3537497205081,E,-35.89814509019059,B,1
Germany,Hindu,-12.221609538656276,B,A,-83.51227758061405,-196.3828028344632,-102.66711100749013,B,E,12.981814858794063,C,-109.81292773571883,C,0
Brazil,None,-17.438040189737368,A,A,-125.06486252755842,85.5004121216026,43.36564580616988,A,C,-34.12404925656209,A,-77.39916242739756,D,0
Germany,Other,-112.6042169275997,B,D,-97.44229477306989,-33.883926245246705,-43.46315810402977,B,D,16.595643731865128,B,262.452179670639,E,0
Germany,Christian,-210.29281077726537,C,A,-114.13715647558496,138.37232371672516,67.61001544125314,E,C,46.45372525707819,B,92.57067144092477,B,0
UK,Buddhist,3.512994639369559,E,C,20.682728118706965,-77.95835273463526,-27.931706809190064,E,C,97.19147953504331,B,18.252314378463772,A,1
China,Christian,-0.27872506508451095,A,B,36.03371623125173,-77.35921190028506,-53.172833584777266,E,B,9.520171631302466,E,170.21215848779573,B,1
Mexico,Buddhist,171.78092257639065,E,C,28.699967519829944,11.620726026474536,-31.67432909528234,A,C,10.84588811817202,B,-94.11761899597218,C,1
UK,Hindu,69.74549306684483,D,E,-74.80809816909517,-62.750646335265515,-22.567997984523966,D,E,-100.6961224594481,E,80.86207710167518,D,1
Brazil,None,58.97216436142417,C,E,44.71950611864977,-59.86588421615981,12.978356851891611,D,D,-67.40333903640476,E,-4.6395027010726,B,1
UK,Jewish,73.10084661641784,E,D,64.69864934496465,-39.67624138899761,59.29144130512491,C,C,61.83653364660885,E,244.4858944744229,A,1
US,Muslim,18.72694918572131,C,A,7.7544637358849355,-74.49618962228641,-14.57460791626119,A,D,-63.51898589996209,C,3.19546110223775,D,1
India,Christian,-161.28301954320716,D,D,-25.1099470989709,-102.70335825628582,30.529028781260426,D,D,-0.16176638219094483,C,-169.8868004590955,D,0
Brazil,None,88.31317197512347,C,B,-61.15883773208694,-54.6402602042148,59.006600674067236,B,C,6.934091998908218,B,80.8523384823229,E,0
Mexico,Muslim,135.56654790887617,B,C,86.02081910401493,125.5321074539037,-92.75659775410597,C,E,149.94791361180552,D,42.598884978250275,A,1
India,Hindu,5.664833797665716,D,C,-97.16397238777417,30.917400952869706,14.352931787257878,E,A,-151.03534948830577,B,6.782522322611719,C,0
Other,Christian,-271.6975763289043,B,A,-41.561298751240706,86.8271282974993,170.34737572067854,D,D,16.655545890533148,A,132.78489538322518,D,1
Germany,Christian,130.94185244356981,A,C,-32.8211341972405,-197.44273966678495,-44.38041676586787,A,C,-0.9371557368866359,B,22.997897788360923,B,1
Mexico,Hindu,103.01588081699687,E,B,-47.60389790826063,57.52270364536779,-55.08701234838893,A,D,-68.9228100750968,E,-93.06710325521998,A,0
US,Christian,-165.94443665226615,E,A,-47.172071632645626,-2.093624034770132,-20.85697245903273,A,C,119.89639898229798,D,-136.73671158510655,B,1
UK,Buddhist,-180.83141519203102,C,D,-26.520843853179805,-48.58580718321869,-118.8106370209029,B,D,90.62297685641877,A,105.4699289910743,E,1
China,Other,6.044254698924671,D,E,-27.669310028839455,-201.0415353048422,-99.73565963496964,B,C,-13.69825569236254,D,-39.627997705501166,D,1
Brazil,Jewish,86.4851904450439,B,D,-67.75162620614546,-157.94527407325046,56.79582224365879,A,C,-62.32849876020522,D,107.56165890312346,E,1
US,None,-7.833091178736745,D,B,-143.77846267903527,-220.46480214552292,-5.3115330380354315,C,B,-75.44939570630041,B,62.38281979280516,E,0
Brazil,Buddhist,-76.77720505101304,E,D,-193.249842036273,95.58844295319072,72.872149960526,A,D,-4.967612949557317,D,-98.07597519943171,B,1
China,Christian,-126.00285706578293,E,A,94.55475405061269,180.36240848758757,-71.58950132699405,E,E,-90.8026823827265,B,48.40403204723868,E,1
Brazil,Christian,34.42999562459895,A,E,-118.56997907537261,-81.85211386959149,59.841936444250074,B,A,-73.11446917207358,C,118.48757071646025,B,1
Brazil,None,-49.69136881637165,C,E,99.48501642832646,-15.005288757121857,-59.83727858779717,C,D,-39.14896746783659,E,-6.466706987889191,D,0
Germany,Other,101.24337808156287,C,C,120.12384375746643,-7.816538187460377,-11.127362539335756,E,D,-76.87326121578135,B,-86.27504908515733,D,1
Germany,Muslim,-67.70633378076496,A,C,48.59198820817165,122.58375570014157,117.16261295252008,B,B,101.94887193704439,A,163.9050900197643,A,1
Other,Hindu,4.914926547218294,B,A,134.06024557200809,-3.342167647405065,-34.04470543613913,C,B,-199.54909433680106,D,-109.64812093150049,E,0
Brazil,Christian,-83.05099180458518,C,D,-92.51438526268778,-43.87299891765088,133.78262739528822,B,C,22.386698497629816,C,-132.50645480219464,E,1
