religion,sexual_orientation,Race,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Jewish,Bisexual,Hispanic,18-25,-4.3602118941541885,-104.46886679674645,B,-103.29991617734464,B,C,B,A,D,27.258020269095013,B,C,68.27297106170019,D,-115.07604711630526,D,E,1
Christian,Heterosexual,White,65+,174.24791933233698,-47.7712958146752,C,30.643727486260403,D,C,A,C,E,-105.51108124762374,A,D,-2.553196762092015,A,-38.14354428267045,D,B,1
Hindu,Other,White,36-50,-174.80981967133454,-62.19795842124151,C,-82.72691567847605,B,E,A,E,A,-55.1531417538322,E,A,22.476623853314432,A,19.97663718445663,A,B,0
None,Heterosexual,Other,65+,58.42159805985907,106.70753552185535,C,165.19694983852207,B,D,B,B,C,94.66782504418411,C,E,109.57792656268043,E,-26.063298136592504,D,D,1
Hindu,Homosexual,Asian,51-65,266.44423995572515,90.86582942284068,A,-215.8489142870248,D,B,B,C,D,53.92168882278822,A,D,-53.09863238228936,B,292.86932239272784,B,A,1
Other,Homosexual,Black,51-65,44.59362097090446,10.372520650832076,C,-85.53285202742602,A,E,D,B,A,-8.281343427830299,C,D,17.01659970038161,E,-34.24276900468721,C,B,0
Other,Other,African American,51-65,-117.96135274757124,-75.07822484445622,E,135.98931840201675,A,B,E,B,A,3.3902292366633433,A,A,-5.89505434143518,A,-101.18227041241421,C,A,0
None,Bisexual,Black,65+,22.357701815683395,90.6264640432882,D,26.78320107739443,C,A,D,D,D,43.67172034874259,D,D,119.33466115236577,E,-86.4588999529652,E,D,0
Jewish,Bisexual,Other,51-65,278.9884629228785,-45.64904593226892,E,-133.95813771594806,B,A,A,A,C,14.069428359385677,A,E,-69.29039054174463,C,-2.7838367454089674,C,B,0
Jewish,Homosexual,Asian,51-65,-62.996494126788704,-38.5875124258569,B,42.464755298143345,B,A,A,A,A,-4.8069821735020675,C,A,-32.886493791193764,B,1.5190913100250845,E,C,0
Jewish,Other,Asian,36-50,-10.917393273541498,-57.31729962977353,C,4.264681163613259,B,D,E,B,A,132.8833174099098,B,A,-65.30718214176477,C,-66.56752909675156,E,E,1
Christian,Heterosexual,Black,65+,-110.24507592120274,91.27749279441778,D,-50.61659374523146,C,B,A,B,B,14.252021152531722,B,D,84.60444468854074,C,-80.97558277288377,C,A,0
Buddhist,Homosexual,Asian,51-65,2.4155412865113712,3.622974361195303,A,89.29947871677686,E,C,D,A,E,93.1506989684108,B,C,111.6707196353856,D,-69.0827730352346,B,B,1
Muslim,Homosexual,African American,26-35,-112.76483012786707,98.80678993135437,C,-55.16753045667833,B,A,C,B,B,120.66005794599765,D,D,126.17351823304115,E,29.854411768656814,D,A,1
Buddhist,Heterosexual,White,18-25,121.48002466388421,52.61517474048005,D,68.33287896966435,D,C,C,D,A,-289.4212356508064,C,C,-4.616157429740829,A,102.6914349498816,A,B,0
Jewish,Heterosexual,Black,36-50,-12.184218396233334,28.006413148798437,E,-112.59310468483517,E,A,B,C,E,-31.11496759285647,B,C,6.901763205899532,C,-77.15731373423344,B,A,0
Jewish,Homosexual,Black,36-50,166.38058328594926,-45.50312705239627,B,32.802094401711784,D,A,B,C,C,151.6566879693232,D,C,-71.55187283660003,C,93.12924310705172,D,B,1
Muslim,Bisexual,Hispanic,65+,-41.86172883973357,-90.67912294022977,B,18.447932426730034,A,E,D,B,D,-1.1086765596444634,C,B,169.79892322063077,B,85.24694399003387,E,B,1
Other,Other,Asian,65+,-166.33408229169424,-17.157009632118825,D,-64.95068486640993,A,A,D,A,B,110.32956700065144,A,B,131.60742451832132,E,68.24450912317202,D,B,0
Jewish,Other,African American,18-25,24.437612153791786,-68.76828047375876,C,-18.294953116804642,C,A,B,B,D,11.902474486516496,D,A,-88.11829899540741,B,11.749799102423266,E,E,1
Christian,Heterosexual,Black,65+,-102.34266423211179,61.98242484290649,A,-66.43190462113115,A,D,D,D,A,81.02847578962044,A,D,0.0845388433323687,B,27.232335613264723,D,A,0
Buddhist,Other,Other,18-25,-96.09513344818453,-20.600322315645634,E,-67.9901794934616,B,E,B,A,E,227.55799350575026,E,E,-64.30267884310538,D,-76.6656598464732,B,A,0
Hindu,Heterosexual,Asian,26-35,-41.62450811772405,-149.082195781811,C,29.812626962360127,E,B,B,B,E,-114.73750026398083,B,C,4.97438488728368,D,-41.85341292463748,C,C,0
Other,Other,Hispanic,18-25,85.67495139198756,120.19844447238344,B,-12.833187859818343,D,D,C,A,C,-122.72808374727843,C,C,149.1415388209083,E,99.68723488479851,D,A,0
Other,Bisexual,Black,18-25,108.84408581253939,15.84102926711711,C,14.510534711325414,C,B,A,A,D,94.00187806250106,B,E,-76.49017981430461,D,-5.850277525951077,B,B,0
Christian,Homosexual,African American,36-50,-155.25082071893752,63.11788935773096,A,76.90243411569587,A,B,E,C,E,-376.47241986897325,D,B,95.39392060447565,C,184.6812933662643,C,D,0
Hindu,Bisexual,Black,26-35,36.956030970362036,-39.921261056364585,E,26.23376136222343,B,C,D,D,E,-16.59450108320957,E,C,-176.41089867058864,C,-174.64181015591564,D,E,1
Hindu,Heterosexual,African American,36-50,-50.49758688035504,39.26147402542739,A,-166.41830136048372,E,C,E,C,C,-42.60492444041363,D,A,35.53892366299381,B,-157.22774055054086,A,A,0
Buddhist,Homosexual,African American,36-50,90.14584439431856,-75.81994750548812,C,40.729630482460436,D,E,A,B,D,140.52517349908217,C,D,94.8058005344426,A,-82.78437174966412,C,C,0
Muslim,Heterosexual,Black,65+,10.118854623233654,-12.500340936881651,E,99.90817572310313,E,E,C,A,E,-103.33732086401575,A,D,110.42331148994822,B,23.70500179474627,A,B,1
Christian,Other,Asian,18-25,166.53439257586047,-20.66176538914012,B,-76.51132990500801,C,C,E,E,D,-56.11404011567605,E,C,93.87790233092234,B,64.71706071830313,D,B,1
Hindu,Homosexual,Asian,18-25,-56.50677122932225,173.01213796131023,E,176.50661971492462,B,E,E,C,E,184.12495017501055,D,B,127.95820544484432,C,-194.56064585139663,E,C,1
None,Bisexual,White,51-65,31.571644732035693,83.0258446999824,D,158.92534389623341,C,B,C,C,B,59.74436800563766,A,B,-67.07625474207465,D,-142.1300867761991,A,E,0
Buddhist,Bisexual,Black,51-65,4.075418862473994,-82.8975710771871,B,28.09974037417656,E,C,C,A,C,101.81151524595404,C,D,-33.09359231682576,C,-84.60594515962836,C,E,1
Jewish,Heterosexual,Hispanic,65+,-49.82863164318637,-142.24287181393981,E,45.04676560320276,D,C,C,A,B,2.1471299864599023,B,A,-117.38005164744139,B,83.08935681051602,C,B,0
Other,Bisexual,African American,26-35,-98.80649467107173,209.74717552444307,A,-85.83929888405612,E,D,D,A,C,125.12139918395073,E,B,63.779835253737296,C,50.02024089296706,A,C,1
Muslim,Heterosexual,Asian,65+,73.44684805634976,67.84841749056142,C,-139.48911469058152,E,A,E,B,A,311.2201086174174,C,A,-139.6627005338998,B,-47.12221605137887,B,A,1
Hindu,Other,Black,18-25,-2.4077537844480816,-22.231293531793263,D,-32.718036133813534,D,B,A,E,A,-20.639867579419423,D,E,135.3937714348133,D,151.07006989783557,C,C,1
Hindu,Bisexual,Black,51-65,102.84909029263207,4.074198457241073,C,-19.798260024738596,B,D,A,C,B,92.32423972781402,C,A,-18.088171538838832,D,180.7391076332248,B,D,1
Other,Other,Other,65+,-101.1567815864608,-60.994192109515076,E,-124.55763598587761,C,A,A,E,E,-13.801665478378155,A,D,-165.73388009282417,E,-13.350411082935512,A,A,1
None,Other,Asian,26-35,30.895942058300324,67.06689071558382,C,73.1519631274286,D,E,B,A,B,-84.50424930169531,E,D,64.48325961750368,C,-153.65071548612607,B,E,1
Jewish,Homosexual,Hispanic,18-25,-12.171000480279913,85.79578570558243,D,-73.18912784805042,C,E,C,E,B,-109.29954739491399,A,A,-133.5196523546645,E,48.86625474362157,E,A,0
Other,Heterosexual,African American,51-65,11.78263186020101,43.13357766812418,A,-73.8250942962427,C,A,D,C,E,21.533778814081465,B,B,62.23244975077873,E,11.434805958135515,A,A,1
None,Heterosexual,Asian,36-50,63.19523475496918,44.68774148122734,E,-116.79862224315332,E,E,B,E,D,-32.091149707480845,E,C,2.6777517436881535,E,-198.012059020823,B,A,0
Buddhist,Homosexual,White,65+,-66.62855195659716,21.28821704394146,D,-4.335711587236919,C,B,C,C,A,-1.7233108532828052,A,E,36.03853113668276,C,-92.61140482273814,A,A,1
Other,Bisexual,African American,65+,-184.92010671668658,-136.78940332868984,B,19.880000865050214,B,C,D,D,A,79.1033943924487,E,E,-50.09172189187376,C,-11.849029534874385,C,E,0
Muslim,Heterosexual,White,26-35,-213.64502229679042,219.94627108926684,D,15.88827836010574,E,A,A,A,C,-83.14357452801092,E,E,101.52532743084647,D,-39.17219710781446,B,B,1
None,Bisexual,Black,51-65,-111.75942302529518,-68.50191258851093,E,200.43374117284367,C,C,D,C,A,-83.74036486063014,D,E,223.35010638579598,C,-85.245412624864,C,E,1
Other,Heterosexual,African American,51-65,-163.52209203223845,-14.989734287904763,A,7.55069150140617,B,C,E,C,C,54.26586395342349,C,A,-28.828794031925014,E,-96.29243834469652,C,D,1
Muslim,Heterosexual,Black,36-50,-151.28526196073284,-105.83839664217652,A,-82.89143712081912,A,E,B,D,B,172.4060994994951,B,A,98.98941693486714,B,30.450191899300886,E,D,1
Christian,Homosexual,Black,18-25,-20.435560374215704,-150.91461432796197,B,85.74239547922924,D,C,B,C,E,102.8678148893566,D,B,-9.782888005644491,B,-9.850957694258462,C,E,1
Buddhist,Homosexual,Other,51-65,39.78537979197437,11.723286480441171,D,-221.73651062081402,C,B,C,C,C,-97.62213786204163,A,D,-2.0417799064808446,A,100.66941923048832,E,E,1
Other,Bisexual,White,65+,75.93607845508215,-50.04970256499879,B,-27.897688044751046,D,B,B,B,C,60.00829208050625,C,A,135.44471433839718,B,-126.51070137724216,D,B,0
Hindu,Other,Asian,51-65,26.18298502937012,-18.49326685706736,A,86.59503448298082,E,D,E,D,B,42.45421706045562,E,D,-110.08595304657769,C,26.061665755293046,A,D,1
Buddhist,Other,Black,36-50,-89.36507334739076,44.33217410513492,D,181.1758870730409,B,E,B,C,B,37.768823198536936,E,A,-58.39376714156914,B,44.74398084472491,A,E,0
Other,Other,Other,65+,18.489006137685937,-46.19185497480648,C,-187.52718951870804,B,E,C,B,C,-50.0694813451508,D,C,116.07439824639727,E,22.977018576032727,A,C,1
Other,Other,Hispanic,26-35,41.02666064500854,181.86816557051023,A,6.193652150741222,B,B,A,C,C,55.937648491904426,C,D,6.6547686084921756,E,36.96491502671073,D,E,1
Hindu,Other,White,65+,-21.855333544725006,143.8118625345285,D,3.0283667969087436,D,D,C,A,C,-98.20614036942594,C,A,31.097759063820707,B,69.96983257723635,E,C,1
Other,Bisexual,White,65+,45.50828373742668,-110.37604925213654,B,135.9555474926615,C,A,A,D,D,238.0491515842678,B,E,58.83413419233131,A,-125.62442200614596,E,C,1
Other,Homosexual,Black,65+,-70.04342968051468,44.55009171197612,C,42.856358793537716,D,A,A,D,C,-124.06481137095471,B,C,-33.74608765207912,D,121.07952189254867,E,B,0
Muslim,Other,Hispanic,26-35,-69.26531375185513,43.95298872068699,B,47.502103664098186,E,D,A,B,D,144.89434298732132,D,C,-48.039763101866725,B,0.7966207382795745,E,B,1
Muslim,Heterosexual,African American,51-65,-142.51998637842516,118.08333444151754,A,180.61185382186974,B,D,E,E,D,-132.8103473383017,E,D,-113.86666196700821,D,-70.09633832770099,D,C,1
Christian,Homosexual,African American,65+,-59.18827312960102,37.02350613842029,B,-21.732299632330758,C,A,B,D,C,-19.778775330399984,A,D,34.34203275874527,A,-63.17539522280449,E,E,0
Christian,Other,African American,36-50,75.03500431547685,-75.76304152286576,E,306.6646011307986,D,E,A,B,C,-144.1130304821873,E,C,-101.80392139609434,C,152.32552301356773,A,D,0
Other,Homosexual,White,51-65,-158.4363327072796,148.93489577050724,D,-171.94694581193428,D,B,E,D,C,-73.46504254857994,B,E,89.46034217384667,B,157.85846339176936,D,E,0
None,Other,Black,26-35,-99.6570296864448,-8.581873735114504,B,-68.54114447427186,D,B,B,C,C,70.35897629652806,A,E,-84.42510185511917,E,93.35723343426547,B,D,1
Buddhist,Homosexual,Black,65+,-14.067211931266302,125.97130036747177,C,121.66425645576433,E,B,A,E,B,66.73740349377364,E,C,103.98733019042648,A,-148.57761044245072,B,B,0
Buddhist,Bisexual,Hispanic,36-50,-59.76967501415814,16.324377831884494,A,23.491881075481636,D,C,B,D,D,-20.618652686943353,D,E,5.865807767764174,E,0.05826739026594113,B,A,0
Buddhist,Other,Asian,65+,-57.82651652421834,-160.96840826782156,A,-168.9518275747221,C,B,C,D,C,79.0444416831786,B,B,-66.96941815716241,E,120.17659310990328,E,C,1
Other,Heterosexual,African American,18-25,78.3083649811488,57.704437773830776,A,-123.46338572609396,B,E,E,B,A,100.40802040186838,A,B,13.075313206417347,D,-70.89575806995661,E,C,1
Jewish,Homosexual,African American,36-50,-138.74403534093952,48.302187448177804,B,-96.28854725876805,C,E,E,E,E,-126.31139874039457,A,E,118.34172816369156,D,-213.9562442845409,B,B,1
Muslim,Other,Black,36-50,-49.20635143631087,-146.55441751501505,A,60.12446895691254,C,E,C,E,E,-6.1466759393167845,D,D,-131.4208980624354,A,42.21915512852997,A,A,1
Jewish,Bisexual,Asian,18-25,-88.46110290584919,-30.83868328531201,E,62.13186924544686,D,D,D,B,A,0.14912277656373166,E,A,8.169417347424341,E,-75.15216296701152,B,A,0
Buddhist,Other,Asian,51-65,52.95881387688126,-17.66574790207288,D,-125.76926657156775,A,D,E,B,E,5.479827845557157,C,E,43.83061516331631,E,-25.09924872148811,B,D,1
Other,Heterosexual,Asian,65+,-143.88522445545712,111.10133066156953,A,86.46102817121832,A,D,E,E,D,-95.77251800375116,B,B,-64.63893998054256,A,-145.94792661469143,D,D,0
Christian,Homosexual,African American,51-65,-67.04286077624624,-163.44648492967312,B,0.6016565849345316,E,A,C,A,E,191.63663368294232,B,C,62.20867364403071,B,45.727791252947426,C,D,0
Buddhist,Bisexual,Hispanic,26-35,-21.975974430078875,-51.93950511575173,D,-34.79900065887033,E,B,C,E,A,-39.65318033620707,A,A,94.3120129567947,B,23.385788801679357,E,E,1
Other,Other,African American,51-65,58.17272320166468,-29.556428838650522,C,49.27452814335857,D,E,A,A,D,-159.8533237708434,C,A,-173.99317925983567,D,-19.369116008195704,C,B,0
Muslim,Bisexual,White,51-65,217.65347959441618,61.704635930420224,A,-64.15999493002164,D,D,B,D,A,45.51708913439166,C,C,-80.08054391541832,E,-140.61386394088555,C,E,0
Muslim,Homosexual,Hispanic,65+,228.74799600221323,-110.46827533913155,E,-39.72172406401497,A,D,E,E,E,-11.452503006976594,D,B,-111.70238999977636,E,27.623071700801123,C,B,1
Muslim,Heterosexual,Black,26-35,-30.821912732807345,-76.19712524948662,D,36.64819615505531,E,C,A,C,E,-17.057013431154548,C,B,6.074995330054312,A,-88.63967232771333,E,A,1
Jewish,Homosexual,Black,36-50,21.926683937098893,-60.630051860784384,C,74.31374157539207,A,B,B,C,C,123.74118537745831,E,A,-230.28187378124267,A,18.46674935019411,E,D,1
Muslim,Heterosexual,Other,65+,-115.98348940127576,-158.4949515652442,C,4.379049392776107,E,D,B,C,D,12.165265444673741,E,C,-41.11883340580821,E,30.069412122001633,B,A,0
Buddhist,Heterosexual,Hispanic,36-50,61.2228496081564,126.6760436533766,B,-71.41662839650006,E,C,C,D,E,95.49708426538174,C,A,-91.79259720720617,D,-24.59651677715971,E,A,1
Jewish,Other,White,51-65,120.35968105127839,-36.66290397991941,D,-81.12182513381507,D,A,E,C,D,6.297941724401109,A,B,217.96412940386207,B,41.77067501704564,D,E,1
Buddhist,Other,Other,18-25,-77.9417708490058,57.81760305856057,B,-59.50051115606703,E,C,D,C,E,179.7439114227198,E,A,-27.195919460098946,A,54.86245323728121,C,A,0
Hindu,Homosexual,White,51-65,176.16207286247246,-180.63889869172814,D,-27.196883295387366,D,D,C,D,E,-57.78115053073303,E,A,-20.22404809931452,B,-21.019639594272512,A,B,1
Christian,Heterosexual,African American,18-25,136.61969681840532,-198.31082872776364,C,202.01919147956767,E,E,E,A,C,89.64441164294544,D,D,201.05132423050466,E,17.59764542738222,B,E,0
Other,Bisexual,African American,36-50,-8.866362726792264,24.7380517132423,E,-48.265505337043585,A,B,B,C,D,-77.12562848032839,C,D,-28.799871312194664,E,76.52991881835379,D,A,0
Hindu,Bisexual,White,18-25,-99.05922749490232,-154.10781346356347,A,-240.21936896289856,D,D,C,C,D,54.27476212502346,C,E,-50.904366969612624,D,172.13131626327242,D,A,1
Christian,Bisexual,Hispanic,26-35,-83.75043768788127,-54.1486155037283,E,-45.45329101808097,D,A,C,E,C,-12.81908823467743,B,C,52.456759374207394,E,-79.61129913093876,A,E,0
Muslim,Homosexual,Black,18-25,157.83343831253725,-155.9512127843642,C,-100.38298022800171,E,A,B,C,D,-69.46571382166114,D,D,-36.644429830787345,C,97.65422528146544,C,C,0
Jewish,Other,African American,36-50,39.11315584481491,-5.415362864865069,C,-175.22200772340858,C,E,A,E,C,-6.667207611289995,D,B,50.01429750929899,B,-51.922311749075334,C,D,0
Christian,Heterosexual,African American,65+,103.94037278273693,-33.276089876634266,A,-147.80370572207994,B,A,E,B,E,-146.70467415074376,E,B,-32.91552805537785,C,63.9756709048071,D,E,0
None,Homosexual,Asian,51-65,160.4297760973653,-77.04651303421126,B,13.383966146452364,E,B,E,E,E,-6.383165007592423,E,B,-132.86890969816366,D,45.88091955572686,C,B,0
None,Heterosexual,Black,65+,-69.02429951655394,81.92760698146131,B,-79.22455260645471,D,C,C,B,C,-103.57358988877832,E,C,85.31106278265446,E,-125.4218852221548,B,A,0
Jewish,Homosexual,African American,51-65,38.35383888455122,-163.21715061333117,A,-138.68033898609332,E,E,A,D,A,220.07512676015105,E,E,98.15415977302912,A,11.111216918952254,E,D,1
None,Heterosexual,Asian,36-50,42.66096556375888,-49.44522431025213,D,133.07195194671098,B,E,C,D,C,-52.20099976231668,D,B,-71.01390407467191,E,-139.41866589932414,D,B,0
Christian,Homosexual,White,18-25,27.81629145032284,148.01799060721697,C,-96.64986135056705,D,A,D,A,A,196.93436680901237,D,C,-169.17175725679388,A,108.78111584088666,C,E,1
None,Heterosexual,Hispanic,65+,-36.13951835985391,-48.88977505791815,E,-110.16618034424096,C,D,A,B,D,-6.05495748882883,D,E,15.233968650751459,B,118.43576413854744,A,D,0
None,Bisexual,African American,18-25,123.81008838778973,-52.879103271888326,E,-29.201700401439368,B,C,E,E,A,41.03527244492987,E,E,137.91139201740486,C,64.28739058058552,A,B,0
Muslim,Homosexual,African American,18-25,104.8395089535382,-126.62763314486651,D,-66.98960141496461,A,B,B,B,E,84.12125294882698,B,D,-44.28295430027653,A,-76.49090742087482,E,B,0
Jewish,Heterosexual,Hispanic,18-25,148.2080128160843,17.91733324259335,E,37.95381549413033,B,D,B,E,C,-185.66609134450812,D,E,10.961595179521318,D,-23.78124076227269,C,E,1
Other,Homosexual,Asian,36-50,62.00095010835697,-10.438861107878857,D,3.853105281888131,B,E,D,C,E,66.60665652019586,C,B,-12.863932863938702,B,-122.01526905181427,A,C,1
Jewish,Heterosexual,African American,65+,22.804110688601124,67.29344149809342,B,-63.541345721468446,A,C,B,D,D,-93.09350987463067,B,B,-53.38662156303957,E,193.62070301643018,E,D,0
Jewish,Other,Black,51-65,98.49394067721184,-153.58055903648565,B,183.02392071758712,A,C,A,B,E,61.025936818871564,A,E,42.03480562760209,E,-87.01820612948023,E,C,1
Christian,Heterosexual,Other,51-65,126.15338626909794,101.38971379016645,E,208.1321101430744,D,D,C,C,C,90.47852345367272,B,C,75.8807116972315,E,18.695290604203677,D,C,0
Christian,Heterosexual,Hispanic,51-65,14.059437137941275,179.79607940944226,C,35.067742984344086,A,C,A,B,A,-56.2927074788252,C,A,10.50496005958121,E,-33.42418145523292,B,D,0
Jewish,Homosexual,Black,18-25,18.925399508698447,-71.26455603770087,C,-37.13999774606048,D,A,D,C,B,-36.82059318597776,A,E,32.68835004260987,E,217.6236525945251,B,E,1
Buddhist,Other,White,65+,5.1262156610772704,16.38934038605826,D,-47.38892963163163,C,C,B,D,D,-85.27775333127322,D,E,-108.0884468068722,E,144.92278291346844,E,D,1
None,Homosexual,White,36-50,17.691252024376745,-18.52559323960622,E,78.20520000085318,D,D,E,D,E,2.0799985327035904,D,E,-2.204787597798424,C,27.283225949784978,B,B,1
Other,Bisexual,White,65+,-128.92325777403505,-86.77770736963792,C,-49.897622148312756,A,D,E,B,D,-223.93161595934217,D,E,38.35573318439568,D,-77.3962288709567,A,E,0
Jewish,Heterosexual,Other,65+,-26.46221685572399,-72.18354973900846,B,101.53901862501826,B,B,A,C,B,-58.73942807085714,E,A,-34.99600327635893,D,-211.10293083813275,D,B,1
Jewish,Homosexual,Hispanic,18-25,-119.26813754283359,170.87585172527483,D,-53.44789542110785,C,B,D,C,D,52.820722296575084,D,B,154.1013540216777,B,39.83290537953007,C,B,1
Other,Bisexual,Other,65+,-119.95921525029918,102.04202652543822,C,-47.48464487102931,E,B,A,E,A,-117.39315962327804,B,B,120.91676965229978,A,-100.34277845618091,E,D,1
Christian,Homosexual,Asian,51-65,93.0559065685968,-156.08265483462708,C,81.14302120675615,C,A,B,C,A,52.7813975089977,A,D,9.47040006332922,D,24.696839358287544,B,A,0
Jewish,Heterosexual,African American,26-35,-60.678642361765746,-150.05541556040663,B,59.60345052496374,C,E,C,B,B,37.50425004550377,E,E,-61.91759558868407,B,86.48184969675917,D,D,0
Christian,Other,Other,65+,-35.84400267664288,-147.98220490320054,E,-151.24457969778746,D,A,E,E,D,-68.01835031904893,D,B,4.683424592596842,A,42.91796733002067,C,C,0
