age_range,feature_0,feature_1,feature_2,feature_3,feature_4,target
65+,-19.677303181699433,10.115436231748484,B,A,E,0
18-25,107.33052757763726,107.16395928186884,E,E,B,0
26-35,46.478547503362776,54.68077071783106,D,C,C,0
26-35,161.10378098588595,-52.790108660300724,C,A,E,1
36-50,-155.3529595762092,-34.45790500358018,D,B,D,1
51-65,-22.095262996270066,119.45271779537518,D,E,B,0
36-50,121.4686027256764,-104.05574251531738,C,C,E,1
65+,-41.93137162659631,-70.4470131401847,A,B,E,0
18-25,62.29955487818193,59.62098841043861,D,D,B,0
26-35,-140.20422366925698,123.73363162337694,C,B,C,1
36-50,-21.43962419389158,-91.5516201384943,C,E,B,1
26-35,-7.265818910033099,44.03726154748273,A,C,A,1
51-65,76.50749392401835,206.56349618360474,C,D,D,1
65+,-57.1684890749545,-133.07138571586998,B,A,A,1
36-50,52.77053202184385,16.333986284402837,C,C,D,0
36-50,7.405259764447483,64.28260440867915,B,E,B,0
26-35,-28.03167171571883,-26.021220743102507,D,A,B,0
18-25,-41.1590504874023,-74.4528818051153,D,A,A,0
51-65,22.507870605519884,-153.3486099810679,A,A,C,0
65+,-11.363396968837113,121.76975935476693,B,C,C,0
51-65,-58.58387070890431,94.82159428119908,E,B,A,1
65+,-51.8645954901936,-56.166451593978294,B,C,C,0
26-35,-24.6892070477494,-250.17838501130646,D,B,B,0
26-35,-65.83295789250671,-57.61020810527976,C,A,D,0
18-25,-64.33926672819132,57.36276894201945,E,B,D,1
36-50,-169.8335115163666,45.01129291094316,B,D,B,0
36-50,-58.04248838967667,24.76981900555715,B,D,A,0
65+,-41.33207286583343,78.48082644853291,D,E,E,1
65+,-37.705509927744416,-167.60474600688065,C,E,C,0
36-50,-153.8475343369951,-60.19566690720516,D,A,B,1
51-65,-97.83358934130881,172.13993437458822,E,D,A,0
36-50,-114.82927897174476,-42.25784414328167,C,A,D,0
65+,-26.815254121394418,125.45598908141007,D,A,B,0
36-50,10.851759081466346,-153.82688129314784,B,D,B,1
65+,-172.02798818403662,-62.44665201084635,D,C,B,1
18-25,77.7794060519139,-79.28283518938763,A,E,E,0
18-25,-62.44854374117648,55.26431953075595,C,D,E,1
65+,-178.82144326623703,-111.66851635492809,E,B,A,1
65+,-41.31146021409728,-151.88047769866705,D,A,E,1
26-35,60.671551748803566,-246.14476925007898,A,A,A,0
65+,225.5589139134102,64.51078784426981,D,B,E,1
65+,-143.2039275135639,37.69216365990201,A,C,E,1
18-25,100.6231347279893,-290.39834264550166,A,B,E,1
18-25,-92.42029329883144,147.17347027941688,B,E,C,0
51-65,-46.0821798350525,97.91528151925029,C,B,B,1
65+,35.51136713629299,-44.27464722932178,B,C,A,1
51-65,-70.81700167515964,-87.8589223591549,D,C,D,0
65+,117.78928281876348,-126.87876758675469,C,B,D,0
36-50,52.84636509346585,14.924824011038613,D,B,E,0
65+,139.42611274023895,32.45386670704215,B,A,E,1
65+,76.83999159917025,-177.5888717583349,E,A,E,1
18-25,-28.736461456380496,-37.81992242063206,D,D,A,1
18-25,78.10650438482617,75.12208460339221,D,A,B,1
65+,-128.41150139568092,-143.42441492868957,B,D,E,1
18-25,-109.24250408264543,-217.27273971885515,C,B,B,1
51-65,32.714295067923096,52.51706790687756,D,D,E,0
51-65,-109.20728656605351,-148.37293453123962,A,B,C,0
26-35,-24.225349684278168,-125.6668806659834,D,B,C,0
51-65,-80.62585801044536,-73.4510864997074,D,A,C,0
26-35,53.80537667690402,-172.57723611398077,C,A,B,0
51-65,69.48081632159035,111.66931283030614,C,E,A,0
65+,-9.48057105977914,59.88209166469298,D,D,A,1
65+,-143.02021171452796,101.32961282501363,E,C,C,1
51-65,31.05267790977643,25.159194768056114,D,A,D,0
51-65,-31.053736191295634,184.01925482293686,C,C,E,1
36-50,-104.85393694842224,-164.8640514836561,B,B,E,1
51-65,94.62619471014595,-21.174572196902723,E,A,E,0
65+,-59.26415735889451,50.854342900349,A,E,E,1
18-25,-141.10045402025258,9.687589055185745,C,C,C,0
51-65,-125.83483356771985,196.90064222693067,D,A,E,0
18-25,-111.55900039039767,50.37494437473761,B,C,C,0
18-25,-34.0590988027841,2.538452030299699,C,E,A,0
65+,55.454412144740985,-61.49183029646578,A,D,A,0
26-35,-62.78885645990635,79.25952413349113,A,C,C,0
36-50,-7.261864030822153,19.34545330659064,C,C,B,0
18-25,-97.85098193833531,-133.41876681226208,C,A,C,1
51-65,-52.47132875303839,66.30282237534706,B,E,C,0
65+,30.531088479391055,112.82368665687726,C,A,A,1
51-65,17.196212416453065,-205.55412776352085,B,A,C,0
18-25,-23.465555117002243,48.24462759615389,C,C,E,1
26-35,129.7175967141556,-7.1469360665211505,A,C,D,1
18-25,-54.62487283099059,107.97748249249743,B,B,C,1
26-35,33.70341085835551,-95.17648259138787,D,D,A,1
26-35,-98.61836663025045,-81.79813959612552,C,C,B,0
18-25,-19.729523847051457,-151.32902408175687,E,D,A,0
26-35,-57.762055165993466,-129.22010254766246,C,C,E,1
36-50,81.2258446721674,261.00459924927753,E,D,B,1
36-50,8.923774300810756,-52.452852380985014,B,D,B,0
18-25,-111.85423771044528,-16.425457764729508,A,B,E,1
36-50,-56.45683323705113,28.67393784372861,D,B,B,0
26-35,37.54828188950379,216.91233524248378,B,A,B,0
18-25,84.9517248559176,-34.69595650463461,A,A,D,1
51-65,-51.611229701337635,-80.13286115424462,D,E,A,0
18-25,-73.52026483806027,272.70062457172406,D,A,A,0
51-65,10.733738245352317,-87.33537539901212,B,B,B,0
36-50,5.192600101979071,-47.07955790395718,C,C,E,1
51-65,57.895473164943375,-145.0763020747152,A,B,A,0
51-65,-35.85938357219647,-93.47074563182,C,E,E,1
36-50,-68.39626087932957,35.15469048117697,E,E,C,0
26-35,-63.5754170444247,52.35828741558205,E,C,A,1
18-25,100.96405991485054,-98.61990977408257,C,D,B,1
51-65,63.190456654996105,134.73778527849825,B,D,A,1
51-65,200.07049388018788,-99.34666097296436,D,C,E,0
36-50,-144.1941809434402,-14.16326247224618,A,B,A,0
65+,-125.30196592754142,164.13006816038427,E,C,B,0
51-65,229.3159946384602,-66.14736325865958,A,B,D,1
26-35,31.904087856758,3.4133619957355013,C,E,B,0
51-65,-11.268917833517497,17.52835975886759,B,D,D,1
36-50,140.11214846557607,-128.89793829166967,D,D,A,1
51-65,103.6105549783748,-142.3358055402425,E,D,A,1
36-50,66.16872022319178,-105.27130914449614,C,C,C,0
18-25,57.32682803799541,-105.55448661044456,D,A,B,0
65+,14.021655959457044,95.0766387029182,E,C,B,0
26-35,-22.87658394267634,-113.73580114138808,A,A,C,1
18-25,-119.82824010855538,-108.08311270628516,C,C,E,0
18-25,-61.71444311371146,27.57556610802152,A,B,C,1
36-50,-18.101729355902926,10.381915647471983,C,C,D,0
65+,-59.24419672103816,-35.509809637159904,B,A,C,1
36-50,-193.01855593612675,38.1447218401849,C,B,D,1
26-35,-98.50823926321934,30.630899775162,E,D,E,0
65+,-16.17130093350636,24.86054037699274,E,C,C,0
18-25,140.1607581372859,66.78273974835157,E,C,B,0
51-65,64.8995982275667,-18.94143848827951,B,B,E,1
18-25,213.09775377456717,-39.19631109966317,E,D,D,1
18-25,-39.180894145930154,71.91721432326624,A,A,A,1
65+,-90.13403255815399,1.785969679445722,C,E,E,0
36-50,-40.74511300055435,-1.7740240959864249,C,B,C,1
36-50,30.546455238903103,-116.11825981272112,B,A,A,1
36-50,7.2727091097157555,14.659938547401108,E,C,B,1
36-50,38.499282398383606,27.555152854848448,C,E,B,0
18-25,-128.80875750717667,-207.3312304129444,D,E,A,1
51-65,-27.817414220622677,-130.26657711243143,E,C,A,0
65+,39.79850008535834,-106.36529649568473,B,D,D,1
26-35,-58.76130138245137,23.654286347453578,E,D,A,0
51-65,176.28317281837306,175.21773997187444,A,C,C,1
65+,68.52971592402348,-79.79465803021192,D,C,C,1
65+,113.48611391091916,-118.56330684060292,E,A,E,1
65+,-150.986360735956,-194.16223849377502,C,C,B,0
36-50,-106.30321026373511,41.74497590844752,D,B,C,0
51-65,-74.7938514483263,6.869938651686076,D,E,A,1
18-25,46.070045522399525,19.814075015712305,C,B,B,1
36-50,22.721465264319882,-75.28511486450633,B,E,C,1
51-65,60.559441186561955,69.91898017787635,C,E,C,0
51-65,59.92797634593278,-20.868364655662138,E,C,D,0
65+,41.262379834731924,184.68450018632026,B,C,B,1
51-65,2.146231349476181,-17.916177814944007,D,E,B,0
26-35,19.65782706420858,161.18683006520837,C,E,A,1
26-35,-19.127208517817117,-83.40542263090673,A,A,B,0
36-50,-192.57713476626034,-6.514024738639522,E,D,A,1
51-65,-93.56175453261496,-55.54717757874854,A,C,E,0
65+,69.41781650780653,-102.37355307058631,E,E,A,1
18-25,-38.6522687096536,-226.69996884745024,C,C,B,0
65+,29.679369224455325,160.3087597747795,C,C,D,0
65+,-44.320834919113075,162.37298928368003,D,A,D,1
18-25,201.92011969523804,74.36486962535886,B,A,C,0
51-65,-74.668442856475,-81.14553180728309,A,B,E,0
65+,27.656227267427912,90.23317731165622,C,C,D,1
36-50,13.137110813158396,24.118831655223662,E,C,A,0
26-35,284.6033804382552,-188.46901287934529,C,B,D,1
36-50,41.500177035361844,37.05037897779747,A,A,E,1
65+,63.718784994081055,-113.91714095004018,C,D,A,1
51-65,46.83679034231083,50.58402608337735,D,B,E,0
18-25,-26.315978361577358,-19.999380808530496,A,B,D,0
51-65,-81.16882526136652,76.78079820572881,E,D,E,0
18-25,-148.05905481154548,37.11739312999743,D,C,C,1
65+,96.76247404717023,108.73496833646385,D,E,B,1
65+,-111.05766679374555,-27.35761031126444,D,C,C,0
36-50,55.39462264077155,-0.9126088311014721,B,C,D,0
65+,-59.356222237578834,-17.376529270192755,B,A,B,1
65+,67.98648370514519,7.808834731505505,E,E,E,0
36-50,-178.88114948790883,-114.9251795272849,A,C,C,1
51-65,-29.325189358730114,115.0463231496079,C,E,D,0
65+,77.70681753930232,-48.07431554885376,E,B,E,1
65+,-142.04351120612108,16.660988706871667,D,D,E,0
65+,-45.54871333046926,-29.923778519194993,B,A,B,1
51-65,227.61019486870367,113.05996295006011,A,C,C,1
51-65,-95.73718009631199,-102.32528078609629,C,C,C,0
65+,-24.922969550487633,192.9551196225017,C,C,B,0
18-25,-13.31031019043874,-22.56177178898458,A,B,E,0
18-25,-83.05413441005837,-138.95768711801566,D,E,D,0
18-25,58.807370769435565,-81.64143128661145,D,C,E,0
36-50,-61.54111551486833,-36.78748232989953,A,A,D,0
26-35,-18.769139989012036,1.8055605124923737,D,A,D,1
26-35,-108.27579673293516,12.864645265119593,B,A,C,1
26-35,18.392253753318133,-23.049792718109654,B,D,C,0
65+,-4.843609197292841,65.39410566721602,B,A,E,1
26-35,-53.47598744081383,-195.4805201809095,A,A,D,1
36-50,-57.07028422787257,59.52562837079114,B,B,E,0
51-65,-97.06564716788886,-1.9824223927879105,D,C,C,1
51-65,71.99950323428448,68.61909746718668,C,A,C,1
26-35,8.812098127903177,-139.41761007801338,D,A,A,1
18-25,-100.59795654205432,-109.41577461926104,D,D,B,0
26-35,5.252556207375564,-38.55635922742501,E,C,D,1
26-35,136.8895511931997,27.768648577791993,B,D,D,1
36-50,87.52645911000056,-105.64484093965534,C,B,C,1
36-50,113.53612646405958,-60.73708127984293,C,E,B,0
51-65,98.74219565049648,-212.74377865307596,A,B,D,0
36-50,33.42343450395251,94.79848117264909,C,B,D,1
65+,-80.51816797733872,19.87700364304914,D,B,D,1
18-25,125.40961818619154,-185.51860723323546,D,B,B,1
26-35,14.830287746127427,8.799605281557945,C,C,D,0
36-50,-31.57106174442294,-132.46010433768726,D,B,E,1
26-35,-63.147783572421034,35.08312570049199,A,C,C,1
26-35,66.3845615410781,-5.851595704418012,C,B,C,1
26-35,-0.8838359951481871,-63.21075598592232,D,B,C,0
26-35,-86.14755993733732,69.87586430414987,C,C,C,0
26-35,-180.4959205051927,-33.44313299326125,D,E,E,1
26-35,148.64267759741907,87.58283840765915,A,A,D,0
18-25,27.653237970310162,-17.29711268367514,A,C,E,1
36-50,-37.266426037011605,146.26973842424974,D,E,D,0
18-25,75.22584869331979,120.54930253122882,D,E,B,1
36-50,-19.97938601990102,-64.40649961778662,D,C,E,1
18-25,-8.16497025591318,-27.17140408491184,A,A,B,0
36-50,-2.880609897543011,13.792755537491649,A,C,A,1
65+,146.03267153032994,-143.59142169968578,D,C,A,0
65+,189.9513798449429,116.2063429204929,D,A,B,0
26-35,30.448227406171657,51.148342590154286,E,E,D,1
65+,-132.05991333873604,107.32844392843359,A,A,A,0
36-50,30.16858228988413,-88.30695412653094,E,A,D,1
51-65,43.62193597265073,33.84898005220815,C,C,E,1
18-25,-22.65964036716407,54.431021010210365,C,C,E,1
18-25,27.261343425805517,5.3866483054871,A,E,D,1
65+,-39.012988027797114,-231.3311724131546,A,C,D,0
18-25,-163.14143356831775,-128.53798019222708,A,A,E,1
65+,93.69152392024425,90.85742392885562,A,B,A,0
18-25,-31.66935987478213,-19.34634347700949,C,B,A,0
51-65,-70.32269618226474,7.856687460715439,B,B,C,0
51-65,-52.65175704150698,-130.32160289750834,D,D,D,0
36-50,-86.80062147125793,100.54474452971776,C,D,B,0
18-25,135.89162562525843,-152.38001518479996,D,E,E,1
36-50,54.622194958999145,53.6471272489789,A,B,A,0
18-25,44.32773109654612,2.6828478651538235,B,A,A,1
26-35,219.99511709541542,40.11836817358079,B,A,D,0
18-25,-42.22197356035798,-99.76998674773887,D,D,B,1
26-35,-4.5906722484575875,-87.23118988318764,D,E,A,1
65+,59.288743517644505,-126.36677668067043,C,C,B,0
36-50,6.031900429648532,-37.21591279348717,E,D,A,0
36-50,-24.194924592012846,41.586718098998375,E,C,C,1
51-65,-83.37025995125835,-122.60709338058524,A,D,C,1
36-50,-24.780820852971818,-101.07202882242426,B,D,A,0
36-50,175.31948737663896,92.35536944172028,A,C,E,1
18-25,-79.34465700829479,77.42210352836784,B,C,B,0
26-35,194.6121107856564,150.82786024414068,C,B,A,1
65+,-17.094890384527417,29.367409770952975,A,E,A,0
18-25,-108.48738069484034,-96.95223480325345,D,A,A,1
36-50,48.82425500911118,-131.72741345616535,A,A,D,1
51-65,-17.82061970809803,169.96704416856795,C,E,B,1
65+,43.67977005314932,184.2730300284626,E,E,B,0
18-25,-296.60155139177476,18.521643455525894,C,C,A,0
18-25,-129.6968334269722,-87.61937223458747,C,C,D,0
26-35,-9.017639642725188,221.3327162344428,C,B,E,0
36-50,132.67095961478225,-24.253728396877435,B,B,D,0
51-65,6.653160528801259,132.77674881998797,D,B,A,1
65+,83.53970986175551,50.57897144657167,A,C,B,0
51-65,-21.73925565708021,119.88051755388243,A,B,D,1
26-35,63.446830661605034,-108.720086612405,D,B,A,0
36-50,62.876451015004996,-58.30361909562624,B,D,D,1
18-25,35.629079590925016,49.740447773223,D,E,E,0
26-35,155.91608714192603,186.48694105547318,D,A,A,0
36-50,52.92692541808229,-91.85526092974084,A,B,C,1
26-35,-54.98686914591674,41.77016700079157,B,D,E,1
18-25,-52.238053138119334,-139.62069711354465,B,A,D,1
65+,15.024683734292408,-6.452503499214609,A,A,C,0
51-65,-77.40563293485054,18.272557127829607,C,C,E,0
36-50,101.0963449565774,161.80042019351936,E,C,C,1
36-50,-139.3797399508419,-9.999982721173021,E,E,C,1
65+,-12.288072494885444,72.94886266080134,B,B,E,1
26-35,-171.10592470327515,12.457552592532414,D,A,C,1
36-50,-21.00761821630193,-81.3114225451362,C,D,C,0
51-65,96.27360103589142,18.32776897011089,D,D,B,1
51-65,-272.26024286458204,88.08495488019,C,C,D,0
26-35,-79.9000610531189,-11.143412896465714,E,C,C,0
36-50,35.55197442092852,249.24605465729016,E,D,E,1
36-50,66.69351093175143,11.590941688282905,A,D,B,1
26-35,-39.95369840416967,86.56777760246148,B,E,D,1
18-25,241.04984717384076,126.5117253247455,D,A,A,0
36-50,126.30866599495832,58.37577692248658,A,D,C,0
65+,12.992121410794176,-57.21872111644045,B,C,B,1
36-50,-22.397472149457812,-51.06418987982796,D,C,B,1
51-65,-97.96357103345277,82.836813528238,A,A,C,1
51-65,52.36645305601814,38.84171108968794,B,C,A,0
36-50,-67.45242191689876,-158.03231154269506,D,B,A,0
18-25,-39.585335738479436,-140.67193675738565,E,E,D,0
36-50,-98.23011043556308,160.33806509192442,E,A,C,0
65+,-110.50317520148003,-57.96482383178564,C,D,B,0
18-25,118.37981303123415,-176.7947476884761,C,E,E,1
65+,-51.204076329481715,35.97660758423645,B,E,C,0
51-65,42.72165538683434,-61.25970560094714,A,D,D,1
18-25,-119.4485620995527,-44.46175969535177,A,C,B,0
26-35,69.50983669118449,-51.53960325608848,B,B,D,1
36-50,-16.14580268919166,126.33126692102243,A,B,E,0
26-35,70.99202882435776,46.38421518653835,B,B,A,0
65+,56.17887967049413,88.18330141381166,C,C,E,1
65+,16.15703671585356,24.032519081745267,D,A,D,1
65+,51.91544665506503,-188.56687221531635,A,C,C,0
26-35,21.389276361392053,167.03021439558734,B,E,D,1
36-50,67.49829019356702,17.746764566184268,A,B,A,1
18-25,23.573312373957304,-82.55920443842851,B,B,B,0
65+,-50.748073325517595,-182.0968389368517,D,D,D,0
51-65,75.79362980332506,-194.0304605126171,E,C,B,0
26-35,-73.41426443504452,-139.62141889604098,C,D,B,1
26-35,-30.83430099510034,-103.33908600112511,E,A,D,1
18-25,-78.68587339269827,92.86334784057114,B,E,E,1
18-25,-72.03261719275422,-36.24758464373256,D,C,A,1
65+,141.6225657474152,-1.3128627582478092,B,E,D,0
51-65,-126.20362248331647,-55.670990541148456,C,E,E,0
18-25,38.75469198865989,89.77166780299036,C,E,C,1
36-50,-201.39995862814519,157.95668319973834,A,B,E,1
26-35,-8.65054451627993,-39.275384071073276,C,E,A,0
18-25,-140.27872726956713,-153.19724284417475,C,E,C,0
26-35,-56.53382359190927,2.912537556347415,C,D,C,1
36-50,79.12918989270985,111.12378058828745,B,B,A,1
18-25,104.54456931100458,21.425563175143576,C,D,B,0
51-65,-51.55847140262142,64.03355582984695,D,B,E,1
26-35,53.43209383764959,-18.228384773812458,C,B,E,1
26-35,-71.53025030450362,-39.188276909165914,E,A,D,0
65+,42.50613295641442,-24.231781309693528,C,E,A,0
36-50,17.066145703531426,-65.15515134735999,D,A,E,1
36-50,-201.09382443614584,219.9433168015569,B,A,A,1
36-50,-58.743832409608906,-8.634444636900994,E,C,E,1
26-35,-82.23677241963627,-290.39174451335714,C,D,B,0
65+,68.08838864115198,-117.49210886005339,C,E,D,0
36-50,-0.8927530960915996,-59.523378029102616,E,E,B,1
65+,64.76723845048234,12.562249711815385,E,B,E,0
51-65,67.54912613471028,41.802568796674024,D,D,E,0
65+,91.25857923603655,-73.44417552160884,A,D,B,1
36-50,1.8281812243865547,-177.92950362678707,C,E,D,1
26-35,-13.501159901130597,162.99081909991068,D,E,E,1
36-50,190.49578294798943,100.13591252651595,B,E,B,0
65+,-84.99489450024137,-74.84255372845038,D,A,C,0
51-65,-87.0033379362398,37.54643078940668,D,A,C,1
51-65,28.17299363855233,-239.72602612008944,B,C,D,0
51-65,-130.72348260002883,26.521154116452315,D,C,C,1
65+,58.6143955010928,-15.268933842938463,E,E,A,1
36-50,34.438649914451844,-53.03423676569131,E,D,A,1
18-25,-112.36269267111116,105.34704373307187,A,C,B,0
51-65,95.25630952713468,32.910592034632316,A,A,A,1
36-50,100.02271662255684,43.54038401659117,B,E,D,1
65+,-172.270073742648,10.772227965202347,A,D,A,0
65+,51.277596537204026,95.06674418537031,B,D,A,1
36-50,-12.001079784334381,67.3913622195395,B,D,A,1
26-35,16.433264239267086,152.14822386680808,D,A,D,0
18-25,-27.69262547748841,-89.44283879341792,C,B,C,0
65+,19.369182058223153,19.91522218830699,A,E,D,0
18-25,41.221233972953925,-53.09040355738552,D,D,D,0
36-50,49.414849826668586,-60.375028974190805,D,B,D,0
26-35,-121.56459222595338,-0.6539901242974928,A,B,E,0
51-65,105.5465735349083,39.261956927967404,E,C,E,1
26-35,84.87903325078977,151.09157051763358,B,D,D,0
36-50,98.83608103943293,11.407164170142318,E,C,E,0
36-50,54.21463318230667,103.09046516015714,E,A,A,1
51-65,-82.3096350325156,131.50488307018384,C,B,C,1
26-35,-18.359053195556445,123.01936512864671,A,A,E,1
26-35,73.53339516177869,10.51953736999128,B,E,D,0
51-65,9.887977011873538,67.59920112069517,E,A,A,1
18-25,-70.77808739362193,111.69074276059871,B,B,C,1
26-35,-66.03392323219427,186.42739254764265,E,A,A,1
26-35,-1.5792703636316192,145.7671828553196,D,E,B,0
51-65,45.59733938172781,58.512305552480534,B,E,E,0
26-35,-72.65725475159132,5.385027409556824,E,E,B,0
36-50,-32.12401334463566,90.69402637084563,C,A,C,1
65+,-65.12944258377662,-8.828665015043871,C,B,D,0
65+,-47.87077434868872,-75.93645084147205,E,B,C,0
65+,41.586393276084586,-69.34363167658442,D,E,C,0
36-50,74.70313867578766,-84.1567493462749,E,B,B,0
65+,-141.62921675623215,-99.66917616392654,E,C,B,1
51-65,-86.14780826451116,-73.57085780660698,E,C,A,0
18-25,59.06578958269017,87.48787923895749,E,B,B,1
26-35,259.2126499815751,-77.01566584524981,A,A,E,0
36-50,-31.84881103528965,-113.92880433244974,A,A,D,1
36-50,-44.992801114596546,73.96392970858759,B,D,A,1
36-50,-137.6789918302854,-26.335872203282157,B,B,C,1
51-65,104.16876638063502,-17.509572577805145,D,D,B,0
26-35,86.55082405977842,80.90491482654248,A,A,A,0
18-25,19.45202909796872,1.4651425032843701,B,D,C,0
18-25,-91.97722783165318,-40.514766149061806,D,A,D,0
36-50,-92.21298648107208,180.6743117746399,C,A,D,0
26-35,62.243192758182865,-45.10294879143485,B,B,D,1
36-50,-208.40003189650628,206.49916435614188,E,A,B,1
51-65,216.50038480054997,30.370706931756246,C,C,C,1
51-65,126.46076562613935,-1.835090423103545,E,E,D,0
65+,-52.46482156270247,70.53853147554159,B,E,A,1
65+,-64.2162435820461,-154.1486415781658,C,B,D,0
18-25,112.6586738088383,7.7857621043943075,B,C,A,0
51-65,96.88506878661293,86.4557752852147,C,C,B,1
65+,140.13001454582817,-170.19099960527595,E,A,E,1
65+,-135.05761617371869,56.62892019551931,C,A,A,0
18-25,151.93544611368642,-99.8504042199699,C,D,D,0
51-65,-181.7086140626406,-49.8760490892994,D,E,E,0
26-35,-77.77516367723553,166.7731853192436,A,A,B,0
18-25,-40.74041093300034,-150.1530604577034,C,D,A,1
18-25,138.0025377122532,151.16466309112033,E,D,E,0
18-25,137.86656119653793,91.09734091278563,B,D,B,0
18-25,77.38944206817351,-162.83710448753476,D,C,C,1
65+,-46.77991686492763,162.50990916225146,E,E,B,0
65+,-53.38812024154234,-69.92450702897683,E,D,E,0
36-50,-89.01975008421947,20.805832922295032,A,A,C,0
26-35,-70.12836548479355,-2.044080295104244,C,B,A,0
65+,132.04217098666663,-195.53290398023947,A,E,E,1
65+,-47.65073798033002,-27.059303311917194,C,E,B,0
65+,49.409070630009275,-135.68961079191374,A,C,E,1
51-65,29.468811602767943,-136.02281720691056,A,A,A,0
26-35,-85.91451167527582,40.30632102259961,C,B,B,1
36-50,241.8099629863881,-62.70503979144932,A,C,A,1
26-35,0.8343852096146671,9.390347331975255,E,D,B,0
51-65,-153.6065665921427,65.54384889445592,B,B,E,0
26-35,-193.20575807706294,-32.59058057773058,E,B,E,0
18-25,-81.73252690376063,-95.93956844990183,D,E,C,1
36-50,146.21299484863098,29.228860873760805,A,E,D,0
36-50,39.00070009513337,-54.272404367660506,B,D,E,1
36-50,-146.802798438453,-12.75590044881953,B,B,D,0
51-65,32.901841558755116,-202.64799011609446,B,A,A,1
65+,-196.05167933360525,33.29822980034103,C,C,E,0
65+,-20.970422775869206,81.58501609787717,B,E,B,0
51-65,-32.67645981096508,148.64549264993914,A,D,C,1
65+,49.14864317770925,110.16827840054452,A,D,A,0
36-50,-129.5776553165341,27.622527479731023,E,B,E,1
26-35,-158.60885099139998,87.34543508442052,A,A,D,1
51-65,-71.1083530014362,48.526243425057565,D,C,A,0
18-25,141.6878503228128,82.90991206767002,D,C,A,1
65+,109.7839027520251,65.56657409800054,C,D,A,0
65+,44.81101477893999,131.36994861053992,B,C,A,1
18-25,11.623317408250632,-75.22815505993509,B,C,A,1
26-35,-1.5510883305328131,106.69536400022412,E,E,E,0
65+,66.06183318182319,-114.21585209456381,E,B,C,0
36-50,-2.332979828082281,125.86884916007261,B,D,D,0
65+,78.48047619305581,-116.69019589758298,B,D,E,0
26-35,-131.4198863586562,-17.22729912222031,C,C,A,1
51-65,135.45948603666912,101.76440539087497,A,E,A,0
26-35,133.8888613062585,-76.12770660712765,B,B,D,0
65+,-14.293051348070819,-38.83241999727821,D,A,B,0
26-35,153.4425539121023,-63.1388248066148,C,A,C,1
26-35,26.139654086415696,8.369367437975873,D,D,D,0
36-50,83.80912868016038,51.68441967128605,C,D,D,1
26-35,-64.87145488740974,115.23889312625157,A,E,B,0
26-35,170.37319480588212,67.95933497587383,A,A,A,1
26-35,-10.699119267075236,19.42130606742462,D,C,C,0
18-25,-94.08739865286182,153.437498621203,C,B,B,1
36-50,-14.860172037496167,-63.19031853286921,A,C,A,1
51-65,263.01227258432505,-132.54577187166717,C,A,A,0
18-25,-3.3454687031851256,-19.10049488420537,B,C,C,0
26-35,234.107327431279,11.509265031855199,B,D,D,0
26-35,9.661321028602424,-52.52544470483983,C,C,D,0
51-65,75.15901646802908,-18.394278192432445,D,D,A,1
51-65,65.17510069313084,76.42878813659254,C,B,B,0
18-25,-40.0075356091121,-0.16504008921751845,E,E,C,0
51-65,123.17506927353801,-23.915879584918017,E,A,B,0
65+,190.6939607440246,-18.965125009297825,D,C,E,1
65+,41.82805308850992,-116.92982093084596,A,D,B,1
26-35,-85.97486348105838,85.48236819476837,E,E,B,1
51-65,-111.21092168914544,76.10217114612605,B,C,B,0
51-65,160.5056529092752,2.3286198921961048,C,B,C,0
26-35,61.27175592902163,46.1312868326406,E,B,D,1
51-65,219.9156027059705,60.3608617618251,E,E,C,1
18-25,-170.06189140951804,-107.12615361891962,A,B,B,1
65+,-149.820840581389,1.93437488791001,E,C,D,1
51-65,-35.038565391487026,-248.07028947663636,B,C,C,0
65+,-146.4184843397284,-174.11587696731604,D,D,E,1
26-35,-2.094140347502886,122.25997916531274,C,D,C,1
26-35,-24.400149089078152,-152.22331985401516,D,D,E,1
18-25,102.05958329605195,-50.88223251724121,C,A,B,0
26-35,-101.64626004811126,-126.89190890296373,D,C,C,1
18-25,-62.33334641958728,-98.29528889630129,B,C,B,1
65+,-139.96576132222046,-22.658222987836176,B,E,E,0
65+,6.257104032186117,-109.3349534588429,B,D,C,0
65+,-83.86512930266507,89.3865356006811,A,B,A,1
51-65,65.52684782106984,16.654752544068714,C,A,A,1
51-65,14.246037740187445,119.21401721181104,A,C,C,1
51-65,-276.94874720253245,101.78584306208161,D,D,C,1
36-50,-25.950488857736413,-210.40889795181425,B,D,B,1
26-35,-12.54431761564786,-86.85811620140585,A,D,B,0
26-35,82.7116993198851,-174.52696798726402,B,E,E,1
36-50,31.675474334624393,-96.99912549879302,D,A,A,1
36-50,125.3792253331613,118.82652346436532,B,C,E,0
51-65,-23.61913359919112,33.91477466878741,D,C,D,1
26-35,29.28959916987625,109.6927351583123,A,B,B,0
51-65,35.424327565489975,-153.7071101736318,C,C,C,0
65+,33.493785969622316,80.78757249511258,E,C,C,0
36-50,-129.01463679164576,110.99666609045951,D,C,C,0
51-65,8.99847784507747,143.53041955493947,B,C,B,1
18-25,-162.00101235672562,-30.930262731123776,C,A,E,0
26-35,19.47007983161717,-7.455779632180308,B,B,E,0
36-50,50.775245586882875,-80.12710157175202,D,D,C,0
18-25,-179.51593099636526,21.38403753708032,D,C,B,0
