AgeGroup,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
36-50,M,D,27.476398181457824,E,C,C,-18.007246192915673,109.32416297992272,B,-105.33539071808156,-21.397359537360465,E,E,B,0
65+,Non-binary,B,28.248300483371384,A,E,A,139.2680193555503,64.15094233056284,E,89.25378571422512,34.486693225822115,B,D,B,0
36-50,Male,C,-63.70247951610647,E,E,A,-37.512458089785035,28.049428573948237,E,-139.48143507730904,11.2151704601228,A,C,D,0
26-35,Male,A,111.23977175461334,B,A,B,-140.29718086368476,-109.51617964377955,A,-122.03361461399082,-18.059137997651977,D,E,E,0
36-50,F,C,-41.8774154967306,B,A,D,29.77028850821809,-7.343492744967167,D,125.56284538000189,-111.48697913879798,A,A,D,0
51-65,M,A,21.759463746837042,C,E,B,-94.23347434319942,-93.80940338663083,B,98.83523526447547,-33.037602279399216,E,B,D,0
18-25,Female,B,31.713552306112756,B,D,B,-80.06649080921243,-51.07951709381484,C,135.20626900781002,-28.493767794055085,E,B,A,0
65+,Male,D,20.497779437711053,A,E,B,-79.20964440117767,-121.53814690617435,A,-79.3555418661733,-95.67352622813081,B,A,D,0
36-50,Male,A,-141.50772254577413,C,C,D,145.82894798567182,124.21967151301389,B,-81.5064745633055,-50.18247235709812,B,B,C,0
36-50,Male,C,80.2986021027184,E,D,E,220.7597043385646,-69.77845639571886,E,131.32376803267599,6.20722337632672,A,C,B,1
26-35,Non-binary,A,47.83607842640035,D,B,D,23.23564650213516,107.4979657197852,A,130.32685574124432,82.55352928917759,A,B,D,1
65+,F,D,166.3314287821214,A,B,B,-61.61246588888775,16.063682803411012,C,97.1155228186001,6.025134718668218,C,A,C,1
65+,F,C,15.741874195424325,C,B,A,128.45533669275073,79.23869874319718,E,-72.72492469244399,-74.48996801228914,A,A,A,1
65+,F,B,-98.05055671700197,B,A,D,70.76431006810085,-53.34559323249739,B,-72.26651001961456,3.3398896613699582,D,B,A,0
26-35,Other,C,-39.47647812170586,E,E,B,-114.1853450301123,92.61004089505242,B,2.7752092568763933,14.487027199282334,E,E,A,1
51-65,F,B,-29.052560172975785,D,D,B,-198.69444158605518,-198.0689951877872,E,24.853142705728196,58.4369792157608,D,D,A,0
36-50,M,C,20.307914947715705,B,D,A,84.57458693380178,66.29645351998926,A,-155.18269729363647,11.481124879161417,C,C,E,1
65+,M,E,81.2565388339511,C,B,E,83.42581101385204,126.88617743909279,E,19.407320159604975,81.23574155791921,B,E,E,1
51-65,Non-binary,E,-158.10929747787688,A,C,E,-61.4422000069189,62.3211262264095,E,17.676553537080103,-38.87669155011672,B,A,B,1
65+,Male,A,-88.20243297651925,A,B,D,23.90582053320177,20.271073001200502,B,122.35777069857419,-199.57557490364786,A,B,E,0
36-50,M,D,173.64192643389472,D,C,E,-15.525778829003928,57.530919636107534,C,16.961701153901597,-38.286438212118455,D,B,A,0
36-50,Female,B,98.02361897655481,D,B,A,-17.741415088628045,117.74073753946462,A,48.1909113893343,17.100787126640498,B,B,B,0
18-25,Female,E,-87.76577408149053,C,B,C,-38.81532284633214,-47.7411746150269,B,76.83845102088478,72.29528042708355,E,A,B,0
26-35,Male,E,132.70131546048134,C,C,E,156.0835904134053,87.26950940068704,D,37.526752260740956,125.66957342618264,C,E,B,0
36-50,Other,B,-26.92144330172926,E,A,C,-49.58526157165928,-102.99162056738349,D,-15.5074992363376,5.3853228763113545,D,A,B,0
18-25,Female,B,67.32003059749721,C,B,D,205.44511421647275,-56.33512867612398,C,-175.59712338595895,193.85064784821733,B,B,E,1
51-65,Non-binary,B,62.59801777351672,C,C,D,-33.21104209114192,-85.5517415593705,E,124.45917537740239,62.38707431000366,E,A,A,0
36-50,Female,C,-75.58482409774653,C,B,D,-63.798817528764964,-64.06584999930189,D,-124.904614823831,-24.752126043597148,B,E,A,0
36-50,Other,E,98.78028628978304,C,B,E,25.646693721702167,-70.7221764784184,A,52.870861614082855,-110.91844171621523,D,E,D,0
65+,Non-binary,A,-120.85303185370249,E,E,C,-53.619983847731035,4.606668186302201,D,14.625914770210462,-70.30665837662629,A,E,A,0
26-35,Non-binary,E,-111.17483692855083,A,A,B,10.57285863784473,67.28405350034139,C,139.58097988352972,-208.86360944926133,E,B,C,1
65+,Other,D,157.4663630950756,E,D,D,15.511699883030492,82.10985427952822,D,76.11296765028482,-13.122334915901515,A,E,A,1
36-50,Female,B,89.0409675466111,C,E,B,-27.405326550891505,96.71520939478194,D,-92.05686977021962,14.277676021766627,D,C,C,1
26-35,F,C,-51.40335134376413,C,C,D,-62.80067421796739,-78.55511206531725,E,121.94957916340772,90.42024579113107,C,A,E,0
18-25,Male,C,136.81939932048127,E,A,A,-71.4107079615927,-58.518855485742826,D,-12.988522984927775,-79.41423180183106,E,B,E,0
18-25,Male,A,11.632540486729114,B,B,D,-38.078119571803306,89.71795496660789,B,62.22675462585357,117.59246277651508,D,C,D,1
18-25,F,C,-114.46483849468991,D,A,D,-154.22336570485936,34.10398361323497,A,-55.67740681352653,-59.014257897584834,C,C,A,1
36-50,Male,E,149.63430302153066,C,B,E,55.09906314559083,-50.85355507417344,D,3.212692680682584,54.82784675594087,C,C,B,0
18-25,Non-binary,D,45.03713783781221,A,E,D,19.989001376495477,-23.383362119166367,B,90.77730812168708,-90.5386297875162,E,B,C,0
36-50,Other,E,142.21984175314716,D,E,A,214.16990579943226,63.32003901920101,C,-49.74868499397717,21.621490854516257,C,B,A,0
26-35,Male,E,55.00830060535598,E,D,E,13.623192217703508,158.6366200672676,E,-151.19166453696226,-56.334836292640944,E,B,C,0
36-50,F,D,-118.87269187609786,B,A,B,28.863434641460223,134.62439251121273,B,-6.478992297306823,7.742163170316635,A,A,B,0
18-25,Non-binary,A,78.90789333641321,C,C,C,-124.78455562185854,21.638293862808773,A,130.41372167992301,204.06798266501505,D,E,D,1
36-50,Non-binary,D,188.16850659201432,E,E,C,-38.578766415982535,115.02062708869398,D,32.67486447801064,162.18599457370942,D,B,D,0
65+,Female,D,-121.00445645778579,D,C,B,-0.6734367425967183,115.9362044950869,B,-11.127656902753571,-63.89543686213105,B,D,E,1
26-35,M,B,-28.152350799931288,E,B,A,4.990704403201727,17.288477034716948,E,-152.45644208364322,100.85187769681984,D,D,B,0
18-25,Non-binary,D,1.544983425817599,E,B,D,28.410809270881725,-35.20540444037399,D,-80.1757229212505,-7.047716453701096,A,E,C,0
26-35,Non-binary,E,-218.8162439226582,A,E,A,-89.30789773748921,138.3224536874663,B,-34.992419818907294,-0.49573441328303536,B,D,A,1
18-25,Other,A,-13.323134696831268,A,A,B,-12.36712531460096,-1.3988847234977149,C,118.06174560021338,138.47772940570317,A,C,A,1
65+,F,E,-48.06744598615962,B,E,B,-127.84407952967365,77.82853608415938,C,-84.55696477678049,-125.56974035009203,A,B,C,0
65+,Female,B,-46.75083695158354,C,C,B,-69.2042374652502,-124.54748031341252,B,25.785828053568128,-2.960147594085123,A,C,B,0
26-35,F,D,-46.70364383534347,C,C,E,101.7623802032411,-15.726716671119817,A,-65.95274940372643,-222.4552024793467,A,D,A,1
26-35,Female,B,-17.079811521585757,A,E,C,-90.67434166287822,95.16601525870196,D,60.475291465029414,11.902894720443049,E,D,B,0
51-65,Female,D,-291.7594223479649,D,E,E,176.94726062674061,-98.29386429405831,C,-6.054795160674841,-92.15177262844246,D,B,B,0
36-50,Male,E,-34.06014944327887,B,C,D,-44.44886218881823,175.3832532481488,B,-29.184618352662334,-154.0001729062977,A,D,D,0
51-65,Non-binary,D,84.96411399555448,D,D,C,-110.55076133782005,261.96123243609344,B,-64.0720310076516,-88.07881047900605,B,B,D,0
26-35,Male,D,85.62234818798086,C,E,E,-50.88832407135092,-76.38843959340916,C,119.1258480543648,-114.22857014456791,E,E,A,1
51-65,F,D,92.80984802798791,D,A,A,96.54765553103545,-88.72117256128277,D,-27.227483229226294,22.550667160898623,E,E,A,1
65+,Non-binary,D,178.90951919508666,D,D,E,153.81327771917876,-168.56645747005632,C,-59.95129682175192,-100.71939782184486,B,C,D,0
18-25,Male,C,145.08175548219023,D,C,D,20.154721634143836,104.19942130259511,A,126.17945415736587,237.67855927883926,A,B,B,0
36-50,Other,D,-96.24945414353438,C,B,D,-76.78503355122879,42.31696213147299,E,-35.0270225811317,89.37493285125893,B,E,E,1
51-65,Male,E,25.830967300231723,C,D,D,-70.25861134663133,72.4623466314005,D,45.34556525299615,-42.934882443277424,D,D,D,1
18-25,Non-binary,E,138.00314892971758,D,E,A,19.987930600124297,-2.862737551402889,B,-20.08073605542785,-26.691905693623557,A,C,E,1
26-35,Non-binary,D,11.483703852270175,B,E,D,110.63328494562302,-189.9680022363929,E,-177.35851930859238,201.1773173647873,E,A,A,0
18-25,Other,A,120.64715461337863,E,A,D,25.875160442872957,45.03629355070523,C,157.59228237626212,-27.948793304465863,B,A,A,0
51-65,Male,E,-65.37829066008698,A,A,D,-56.63787665103729,103.36272513952085,A,-189.88781253690615,-52.29528881483121,E,E,C,1
51-65,Male,D,-58.36259154504714,A,B,B,-65.74028024541563,-55.505258578775205,B,37.944211130126725,63.358795708687296,A,D,C,1
65+,Female,A,70.36756968124736,D,B,E,64.10851522742465,57.74775951767672,A,-126.25617603928158,-35.96878817988983,A,D,B,0
51-65,M,D,32.47241128346541,A,A,B,-163.18924016451814,66.49079327834855,A,107.27644107412529,-30.732708078255584,B,C,B,0
18-25,Female,B,114.67006528281387,A,D,A,146.9245579949082,-22.282841193107437,D,135.29648892284965,191.4562684614743,E,A,B,1
18-25,Male,B,-22.94217417768237,E,E,B,-4.853114186870069,59.44139949589289,E,20.63606228064094,24.171663970526268,D,A,A,0
26-35,Male,C,5.266310565766211,B,E,B,101.44904999180979,-56.124489055460245,B,-16.661658121284507,210.24102180645605,D,B,E,0
18-25,F,D,40.59872319349554,D,B,E,187.39701970488147,-19.773911518871806,B,-61.37777755292522,-14.301949255455293,B,D,A,0
36-50,M,C,-45.97509261845325,D,E,B,-45.457188122319906,-151.67462748752968,D,-85.46742118581615,-36.26439796871814,C,B,D,1
36-50,M,B,-36.35315747248208,A,E,B,61.84282792151451,-188.0457301334798,A,-168.34230547434439,-98.60790128036365,C,D,B,1
51-65,Non-binary,B,92.53183201520804,B,E,E,-9.706892539082535,50.077256344214845,B,-137.88963117470374,-201.30890454273808,D,A,C,1
65+,Female,B,-16.626931870591108,C,E,E,-40.20566249729803,39.212563706068444,D,-13.512412019816574,171.32148908804365,B,D,D,0
18-25,F,C,-160.2248317749534,E,A,E,-78.36293821976372,57.594293878207026,E,4.631574889158618,-34.41019482825081,B,D,D,0
36-50,Non-binary,E,26.77758598536778,D,B,A,-3.929794114079381,97.01280095692209,A,85.31446119498793,-31.565026267730715,B,B,C,1
65+,Female,A,-14.03643409842698,E,E,C,-173.93367693888962,35.62948780742329,A,-12.521715519935912,-41.98903849103236,D,B,E,0
36-50,Other,A,9.202331398137034,A,B,E,-126.72025361435782,21.07357840926617,A,101.59191136759648,-47.547949533383246,B,C,B,1
26-35,Other,D,154.97465982527225,D,B,A,-28.1807607993279,-138.1589793814964,C,157.12715308097884,125.93669249820528,C,B,C,0
18-25,Male,A,157.18802757344298,D,E,B,-32.252741245989945,-84.7756853447292,E,53.826086208014026,-0.1583711902211142,C,B,D,0
18-25,Male,E,-28.975853966483488,E,A,B,27.44795197386808,110.4126660197372,B,-10.993339706937695,75.017111850064,D,C,E,1
36-50,Non-binary,C,-1.3990311944714209,B,C,E,-114.4829680908046,21.799679358562134,C,23.02065100125703,179.69387263846372,A,E,C,1
65+,F,C,52.19428732177811,C,A,E,-79.31260070008884,90.80682125166474,E,95.55768082831497,72.34681660888856,C,C,C,0
26-35,M,A,-68.52576004516794,B,E,D,-51.08019746700803,-2.244651423720087,D,23.545041043269748,140.7187942302266,B,B,B,0
65+,M,A,25.23005008719264,E,B,C,-78.7704224689638,-71.62877623984487,D,157.40688398781654,-42.86202857367071,D,C,E,0
51-65,Non-binary,E,8.187074362860848,C,C,C,53.1450078890407,-50.23953297536053,B,51.52055724335551,-88.54862061739112,A,E,B,0
18-25,Other,E,-79.92842283618914,C,E,E,165.38771816880904,28.779485402244546,E,24.787993359558193,-74.23045145873877,E,D,A,1
26-35,M,D,41.97600310947588,D,C,E,-63.21696895510417,41.356044878861034,D,-52.46513128990785,189.65904863412078,B,A,B,1
65+,Other,D,-15.45278496349086,D,B,E,94.84248132512325,-62.69310077035808,A,-126.73326157082789,62.26711957061543,D,E,D,0
65+,F,B,-193.24386531198388,C,A,E,-126.28347816278203,19.657093106820543,D,-110.56918476608296,8.887770463269277,B,D,A,0
26-35,M,E,16.167082601438278,C,B,C,85.34597968604967,233.27295061195562,A,-143.58439546432905,-55.43947578315177,C,C,A,1
36-50,M,C,39.679631313178874,E,B,B,251.70543894889886,33.93238977359619,C,95.15584695286626,-9.130508766091364,A,A,D,1
36-50,F,A,195.14218691119999,B,D,B,-79.6130723975299,-8.269517921105543,A,118.76718073025452,6.676766600094954,A,C,A,1
65+,M,B,-188.9489968535124,B,B,D,-144.17422747581185,-71.19593889474098,A,93.29391265709971,-15.34202741631929,E,D,E,0
26-35,F,B,-47.47524996617647,E,E,A,-134.82442331874077,-65.53011084350352,E,97.60890511993232,26.566172507146973,E,D,E,0
36-50,Male,D,202.80193439261134,D,C,D,18.19290634271881,-97.83598583390103,C,-147.87423563876047,30.113621655403815,A,A,A,0
18-25,F,E,45.533582800768734,B,E,B,106.11405643507791,-111.12832509698644,A,-72.31593512187882,219.15046529269242,E,A,D,0
36-50,M,A,-45.345554221745004,E,C,D,80.59748907911256,-159.25907953684774,B,-88.20516440082672,-46.76258859775224,E,C,E,1
26-35,Non-binary,C,18.260829524555728,C,B,E,136.70900961000976,11.380809702356556,C,-48.04950239558797,145.18177294220487,B,B,D,0
65+,Male,C,-188.91667601331247,D,C,C,-159.074509549435,-128.60005729316,E,-33.32910007626433,-16.352114724245702,E,C,C,0
36-50,M,D,-86.3508954109034,A,D,D,-287.9584876165122,6.164961977006919,A,141.35560638266026,-96.38384253736992,A,E,A,1
18-25,Female,D,41.02848328052434,A,A,E,-113.10830292410358,70.99447456046887,E,-72.28714864734684,-86.76425696704432,A,D,A,0
18-25,Male,D,-52.827647204087015,A,D,C,-174.11640248238177,37.85682421324863,C,17.7168577553614,113.81658018185317,A,C,C,0
18-25,M,C,40.748174003542516,E,A,D,-71.9127450969873,-50.68885059320789,E,-5.700823140042759,-0.6967010777433916,C,E,D,1
51-65,M,B,145.53260507107686,D,A,E,-41.15613641214522,-74.92668203580489,D,-1.6239708433492053,-39.60031119938915,E,D,B,1
26-35,M,D,-131.02305895917723,B,D,B,-136.69792471236636,217.12204668175525,C,72.64262059878219,-42.936248791128676,C,A,C,0
65+,Non-binary,B,-49.82868532445664,C,C,E,21.78075014796509,101.58642785268516,C,206.39557470236792,-22.485720127500528,B,D,C,0
65+,Other,C,-36.730341224331994,A,D,B,160.13990642881132,-41.67098234374003,D,39.72129509759045,-77.38993958809178,B,E,A,1
65+,Female,C,-130.73185273193698,C,A,D,-69.5290855738446,38.52214246775352,A,136.00655841926425,19.94342836496585,E,B,C,1
51-65,F,A,-23.812648182167027,A,E,C,-65.83968698454369,-104.5952285826325,B,144.3456683329345,-27.900971154451483,C,C,D,0
51-65,Male,E,71.57185183637455,B,B,E,-91.34997088673713,-89.6349457469243,E,300.8688837175396,-99.076303157111,B,B,A,1
51-65,Male,B,-6.869236226986305,E,A,A,-109.03851863618237,-197.95771774940147,D,-87.11496479932886,212.32450221260558,C,B,D,1
36-50,M,E,-29.868141192448856,E,B,D,32.56216906579493,-102.14430520201276,B,-69.90015604455269,-31.83038259868716,E,E,B,1
51-65,Non-binary,A,158.50665397492375,C,B,B,132.52102891739776,0.09829607082530943,D,-22.19142377417585,-30.90640926174443,B,E,E,1
65+,Male,D,-45.62389750252259,A,C,C,76.91615827143669,98.68156849647501,E,-226.72611649823185,-155.70156084698593,D,E,B,1
51-65,M,D,-89.00613660208701,B,C,E,24.63543572634844,43.95790258935332,A,-31.201889793008824,-94.9787183475598,D,C,A,0
18-25,Other,E,32.76796797829165,A,B,B,-54.32145737281642,72.27287071301866,B,-137.32628806579487,-121.79232562981304,A,D,A,1
36-50,F,D,-94.41493280510187,C,A,C,-67.32560169455586,150.3230174441673,C,109.0226427841252,-117.32726763590759,B,C,B,1
26-35,Other,A,28.768858062295504,D,D,A,-40.15091237143724,100.15547941353236,D,-71.75740322907035,-50.642198937475605,E,A,B,0
36-50,M,C,121.63610282926207,C,E,A,48.986740998555035,-20.90541809991348,C,-15.028713577515715,-43.20151255657876,C,C,E,0
65+,Other,E,-108.70984507919172,D,D,D,95.3155363796548,0.9254295679075009,A,97.77256824648943,58.1592943575329,E,D,D,0
36-50,Female,A,129.36642418109662,A,C,B,-117.61059385970312,130.007645851258,D,-32.783241773357524,-133.1305615238652,A,E,A,1
18-25,Non-binary,C,-97.61526083901043,A,B,A,62.02003519005791,-143.6791937724189,A,-126.6105752148273,-78.11618719574403,D,E,E,1
18-25,Female,C,124.9919761522542,E,A,A,138.95149817769564,-88.66377118510354,E,-56.11142105030768,58.73314398194475,A,E,D,0
26-35,F,C,-16.472132930201727,E,D,E,35.708173809804386,-87.66814325596172,C,63.868011499092646,21.58844820735796,A,E,D,0
51-65,Non-binary,C,95.57625777191909,E,B,B,225.22118819795583,-43.64935502437247,D,178.86262547457002,-151.7544562320656,B,A,B,0
65+,F,A,52.522172364259326,D,B,A,45.88880538081255,-77.43751077550309,D,-35.97740160127764,-80.76546057233881,B,E,C,1
51-65,Male,A,-140.31980545488545,E,C,B,96.31018434464977,-41.08280777437468,D,89.41850156033152,120.01148827818977,D,B,B,1
36-50,Other,A,-29.286607163583067,C,B,D,105.89174141801551,50.17227841375804,E,-11.670209119125433,-63.18449149947867,B,E,B,0
36-50,F,A,106.29521768852692,A,D,C,54.22089587613896,-65.29062451064046,B,203.06101903245786,-88.30591403807347,E,B,E,1
65+,Other,B,-62.64368971970269,C,C,E,175.51619467301617,28.882108019182606,C,128.4905379731528,42.960558137833274,E,B,B,0
18-25,F,E,107.95095970902331,B,A,B,-90.2882979604357,138.3217559994015,D,108.09725870482114,237.92124937581144,A,C,E,1
65+,Female,A,223.90338592736333,D,E,C,86.19408869900398,41.54772202801754,B,48.36839390961703,124.81389017730645,D,B,C,1
26-35,M,C,-67.08988767859078,A,D,B,62.47462696276636,-13.74876892011441,B,-0.7534867817166908,-1.6213302236491252,C,E,A,1
26-35,Non-binary,D,-126.8947925732562,E,A,D,26.34853625142443,28.34887868747917,B,4.505698346900354,-189.92098437480993,C,C,E,0
26-35,F,D,28.82762490238533,D,C,B,117.22629733892072,117.38821769379884,B,59.55606018679321,-19.621465951357276,B,D,E,1
26-35,F,A,-148.275021752386,B,E,A,-84.52346265499854,-89.05713950983485,B,-67.60440901782582,-43.83483975101552,D,C,E,0
36-50,M,D,-153.4669894714159,E,A,C,79.26511456297291,27.539569216386983,D,93.43741905106927,86.34469704227766,E,C,C,0
26-35,Male,B,3.194606375012168,C,C,B,-58.06261135802651,141.59865355291902,B,23.952766585814903,-56.35973929150499,B,D,D,0
26-35,F,A,-54.65559889599444,E,C,A,-101.84627481035902,52.66479794063774,C,-99.95185180307705,-172.80337450586828,E,C,B,0
36-50,Other,E,121.24074130971235,E,A,A,-98.97455301864822,68.00574415346232,D,48.6900172459621,124.66346300143228,C,E,E,1
18-25,Non-binary,D,-88.37415263895477,B,E,E,-59.1895152016866,215.33707227515916,A,-205.08928202530018,67.54214470905977,E,E,D,1
36-50,Other,C,-50.95921009218337,E,D,B,-11.184509963770251,-79.49925459565375,B,-129.0066919380146,62.26936385135661,C,B,B,1
26-35,Non-binary,E,63.96352876804168,B,B,B,-49.35722287974043,-50.5016177967648,D,-148.85567335349066,-182.2816049497023,A,B,C,0
65+,Non-binary,C,-13.290633945188254,C,E,D,31.500344745292807,-59.81979598106777,C,-58.65828786289029,-73.77158565584571,C,B,C,1
18-25,F,A,-29.441603842437747,A,C,C,86.8329038297821,197.16069624015273,C,69.81480043888804,88.70410305689639,E,A,D,0
36-50,M,A,72.91060005760463,C,A,C,30.535654817950785,-36.722950892421004,E,-26.050496197764645,117.49310717844519,D,D,D,0
51-65,Female,C,-50.08998437685223,B,E,C,13.639008847198191,-109.22141882387612,C,-24.672663436119187,51.34475583343722,B,A,D,0
26-35,M,C,-74.65493093647837,B,E,B,-116.56001793093327,-6.39095111682852,A,-120.65270151025551,-64.79087754874794,E,E,B,0
26-35,Female,A,53.66566993275737,A,B,D,-101.11487748519966,56.703509852433754,D,-96.5654330558995,164.07071662586236,A,E,C,0
36-50,Other,D,114.56705546620604,A,A,D,53.49790076725307,-82.26668249450488,A,71.24035901476138,132.83995584827792,E,D,C,0
18-25,Female,B,-67.11618116275854,D,A,E,-33.36460783423388,0.7104702764470848,A,-123.91745556638116,88.61244006376123,E,D,B,1
18-25,M,A,3.6322516804315224,D,D,C,155.80097312191077,108.21242577666474,D,37.41110496465158,264.50982613007704,B,E,C,1
26-35,Female,D,-25.306090934976904,D,E,D,-55.88439212917109,54.33535243282629,B,-28.337046454178676,-1.2536765654597117,E,E,A,1
18-25,Female,A,47.797564420743896,D,E,C,12.649693084890071,-88.18611963640375,C,-80.17002972677238,250.23780456058518,E,D,E,1
26-35,F,E,84.05439443094501,D,E,C,-90.4405511029762,36.63328395693012,A,-104.43380154796411,109.95522457032978,C,C,E,1
