marital_status,faith,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Single,Buddhist,Mexico,48.23787228901134,A,D,-67.99886053867952,-137.94806906015253,56.73257232305723,A,C,E,E,-98.97511806334917,B,D,-50.79965294338184,88.57820820575779,-27.861904279760413,C,138.26593981149048,0
Divorced,Buddhist,UK,-124.99447171888147,B,E,-113.66149174125115,-19.68037016551076,166.86772952019035,D,D,E,D,143.92608719711757,A,A,60.862287976100326,64.10890480951988,97.90674417907246,D,70.97139901889568,0
Single,Buddhist,China,-54.41161108639021,B,A,-23.72184832276687,193.44802401641192,-161.89403459463324,C,D,B,D,-21.34612710227877,B,B,65.40395074873885,-173.52189393899914,-19.460334393261885,E,143.75256297709757,1
Divorced,Muslim,US,-75.15764554486918,C,C,-209.65028290692248,-123.23949473841336,-19.217723711209814,E,B,C,E,-88.78377903403036,D,C,-191.23081787736572,46.742910759461495,-44.44740997730703,E,-117.84463609575508,0
Widowed,Jewish,Brazil,154.4079535708863,D,A,-26.672297981441528,14.933658322178633,-74.11664380321587,C,E,C,D,-36.15303114984311,D,B,-7.341463954071919,180.77339093493003,-66.63510760054331,D,8.84994267469036,0
Divorced,Hindu,Germany,-19.405184527729922,B,B,149.98964110615677,-66.98310667145547,-45.353872765343354,D,D,A,C,19.56869044274454,D,B,29.093486788132893,8.111039956476105,90.68796536369315,B,108.14179204727823,1
Widowed,Other,Brazil,91.84722405415214,A,A,-11.643262487710185,-35.388607847105924,-32.356353874999,C,A,A,C,-84.0028970771688,D,A,13.81678354663706,-81.88643183246691,18.31256350386545,B,-90.36116170620275,1
Divorced,None,Mexico,18.456034977838385,A,B,-28.861797650682124,-113.27698731813301,-135.96455626319835,A,B,C,B,-75.77621933272931,A,E,-124.42192202402778,32.42757639202866,112.38305991377344,C,103.8496993061037,0
Married,Hindu,US,142.16705225249953,C,B,-43.455148052422466,-11.535742994332058,-34.35555690774426,C,E,C,B,-121.3721303287082,C,D,54.41230807453151,113.51475169109003,27.045559081846466,B,16.647842277184072,0
Single,Buddhist,Mexico,19.341155655063965,D,D,-122.2086452650091,-183.60915325423028,-55.12936537722385,A,A,C,D,80.04685666667461,A,A,-112.41946363450633,-67.45965659689111,64.00562468842257,A,60.4075024050063,0
Divorced,Hindu,UK,106.32817567631751,D,C,-66.23580969925118,113.95899478315378,-39.18495931661822,A,C,A,D,-21.92343556869728,E,B,17.771135241756404,39.84966707524373,188.2356262235594,C,60.81821519807637,0
Widowed,None,US,-62.274515628188475,E,D,-76.70490020012663,43.7146932959277,-59.566947089659095,E,D,B,E,-16.278258977675957,D,A,12.506326482859413,-83.73774472068949,148.57988867651514,A,2.839558033418082,0
Married,Jewish,UK,-148.0296418348415,A,D,69.37924818790381,-25.546571037705597,123.70679826203552,C,C,B,C,54.97944364640718,E,C,83.6781106660243,-113.55134450465823,-1.6857754250540469,A,154.541818895738,0
Divorced,None,Other,-71.35560646264285,C,D,-0.8629335457882162,-252.09564978131036,-148.00620860103786,A,D,C,A,123.05542015816103,C,A,58.48559889041767,-154.11437556408012,-22.37924164592262,D,90.04943634490647,0
Widowed,Jewish,Other,131.82165991719208,B,B,84.85385162086541,-4.8020923776511255,-2.5705739169204893,B,A,C,E,168.82723098143427,A,C,-86.57535963730948,185.09895651665192,12.711405949848533,E,-67.31365369989652,0
Single,Other,China,95.68030648163277,D,D,22.478415120833123,-107.06858910646292,-31.821715806006196,B,D,D,A,74.44126750305283,B,E,-134.32198030619162,13.787128393860337,185.92940634019706,A,-130.9988590824833,1
Married,Other,Germany,9.484453843654304,C,B,84.9029216585698,-66.21265843610816,20.15910835453599,D,E,E,E,-23.590261149373013,D,C,-188.66542603173718,-18.615872439119762,-49.26062389886769,A,137.59644269486665,1
Married,Hindu,Other,71.41170476037544,D,E,233.55209997292633,77.09203254878318,-49.569829568411336,C,B,A,A,108.27734502321893,E,B,110.28415926065122,75.40580450264729,13.617364500483047,A,-24.6666286021039,1
Single,Buddhist,US,-118.06911992546847,D,E,-61.02255468094692,-26.94501418500497,12.886292434371132,A,E,C,C,-50.499121548267745,D,D,-57.01613927169667,25.45005743108508,-164.76896324213297,D,-102.71998452729956,0
Widowed,None,Brazil,14.123414816724539,A,B,-65.80282878667344,-170.62844143534224,136.2525977207821,C,A,E,B,137.5985020154237,A,E,-119.51061713273927,-51.673622493520746,102.09290872222144,C,3.3625130729620047,1
Widowed,Other,Mexico,-77.57671070763656,A,D,1.520729751916371,-39.239747587160366,-61.12581097783364,E,E,A,E,62.439119713235335,A,B,-28.62927026756627,6.125509717276368,-118.98982254344574,E,19.784855561832423,0
Married,Christian,Germany,102.03614653473694,D,A,-128.5686770317419,-38.37350167834329,93.41363759273644,B,B,A,C,-95.45160218231156,A,D,-99.30161655585755,57.93773976542123,16.717738160291894,B,53.50662819740629,0
Widowed,Christian,China,-16.298912578560458,C,C,56.73579174695421,128.87500312013148,21.760554734314745,B,D,E,C,75.14336718157976,D,D,-229.12223956529698,-48.68128152236899,-152.88208551378932,A,-67.18515857861973,1
Divorced,Christian,Germany,-2.4358893514745334,E,A,-28.036507062064402,-16.441531067643137,-153.64427195625277,E,E,B,A,55.54264208858353,D,A,-50.71139199188358,0.6974610345290139,-199.55695121184152,D,-19.72005278163243,0
Divorced,Buddhist,US,-37.249029138541296,B,A,80.57834146919839,118.2433243337438,-27.90839275188243,C,C,B,B,27.609704822157116,A,D,-36.25282701311512,10.960051672130296,25.96737988849943,B,50.99080044153044,1
Divorced,Buddhist,China,63.26864290040341,B,B,-58.89057500405087,-35.9790931219049,102.36268332622775,B,E,D,C,17.350389863137412,B,B,24.12261980607423,96.38779720542576,-88.54383405349373,E,27.46952840420346,1
Single,Muslim,Other,-162.5990405210076,B,B,-16.748153409274313,-54.8287962909838,228.302369828784,A,A,A,C,26.407481941517748,D,B,65.48817214274332,186.66761781813062,97.4251346831238,B,-57.6913929770152,1
Widowed,Other,Mexico,-181.3535677808767,D,E,68.58749485668429,-107.55793142866045,47.42280668748682,B,C,A,B,17.444089978122822,A,E,-62.58690198853356,27.508753837330563,48.192442717392275,B,126.09700756713175,1
Widowed,Jewish,Mexico,233.99707477630588,A,C,64.6566302015411,190.7707948505647,49.36935239671227,E,D,B,B,-42.869813773263424,B,B,-64.2377344973936,40.173883841930966,-234.29064854400164,A,-141.58924983200853,1
Widowed,Muslim,US,168.74612001315577,A,E,-28.477567285463547,-95.12453644659146,118.72749217798422,D,C,E,B,-84.26727873475876,C,E,-41.137915399958196,-47.163222207898805,36.311050912193885,B,-74.52412216591037,1
Divorced,Jewish,India,240.21909766114,B,B,12.093087672461532,-31.09756584837807,132.6650146011881,E,C,C,E,-62.64334337009255,B,D,107.66359101547656,-140.58726252912436,94.17771733286894,B,8.427901669551382,1
Widowed,Hindu,China,15.50169764416989,D,D,74.84281501099049,183.64960298401436,128.1992192924067,E,D,E,A,119.96543995235452,E,A,101.50028530485062,-20.39503969991346,-3.705741529278854,E,-31.90872466041827,1
Married,Buddhist,Germany,36.05194426408569,E,A,131.0209538475552,-172.90360394373357,-142.081851633371,C,E,B,A,129.19237786278237,A,E,94.92610871669557,-68.0189495749603,-79.29682452369967,C,26.765873656533763,1
Widowed,Hindu,UK,173.50910615798117,B,C,-23.175032176064565,-109.30952922017721,36.581906208478884,B,C,C,B,4.343321435034961,C,C,60.11163791629149,-85.36853601648382,-240.0973479324806,E,216.15645465948003,0
Widowed,None,US,27.808034330694596,A,D,105.29373256402866,-57.97093907427241,-203.4520029737553,C,D,B,D,87.16826781795629,E,E,25.452600195547536,-23.277202100477357,32.245425148209314,C,142.89217687125097,0
Widowed,Christian,China,-34.821187943709944,D,C,121.74756536028096,6.273884893594076,71.36674825537027,E,B,A,A,-119.47313659307197,A,C,-99.72535060515813,-47.23027388540341,-53.36684508716557,D,-119.19376361861123,0
Single,Jewish,Other,68.11247971484353,B,B,-74.27558606241526,118.16514577814165,-114.00246733166466,B,A,A,A,179.02288953419878,E,A,186.26327964271908,-40.443148013848635,-101.5943375366279,A,-140.37668617341703,1
Divorced,Jewish,US,138.01445045316402,B,A,-132.47596124933295,135.93906714645232,-33.9470534527548,D,B,D,E,-215.21755407518634,B,E,-82.2177050568076,-34.31462132042813,85.40476132462501,E,10.277925618344222,1
Divorced,Buddhist,Other,138.11089362630779,B,E,0.8483411521721345,122.54719559927277,-29.060671193161202,C,C,E,C,195.10903092951926,A,E,-155.5775269770342,-94.792908082027,31.915110657806878,D,-88.63727215001903,1
Single,Christian,Brazil,133.34785768795118,B,B,17.111912476872746,-152.10575930753575,67.80930128124547,B,D,A,D,4.341724598929943,C,A,68.66445637468834,175.27273441291322,58.45711833220293,E,24.01179787443389,0
Divorced,Buddhist,China,19.11720719766456,B,C,301.17012285566716,45.97379084096844,-127.15955619058603,A,C,E,B,-63.07311575518941,D,A,38.4464602580456,13.749944103532902,25.32389381194195,B,-11.35761994774811,0
Widowed,Other,India,161.7041637746285,D,C,-41.78384250005088,-52.63611451123621,-113.71226587529944,D,D,D,A,33.861067662267516,C,A,17.682864759504653,63.1769133971116,70.94194949375672,A,-89.30690245922703,1
Married,Hindu,UK,-151.82137311511633,D,D,-68.37639899902199,121.80122964743477,5.91691308051443,A,A,D,A,-92.89697744471637,C,B,48.344123975355245,-74.25815570223997,49.34836176560423,A,11.870624018321452,1
Single,Other,Germany,-40.79442206426236,C,B,71.54204012045521,37.14245877667282,-87.40796659805793,A,E,C,D,-145.10223905396109,D,B,11.677261757724287,-260.50839028218803,5.918503447588645,B,-147.0513564336263,1
Married,None,Brazil,-29.19327035539637,E,E,6.235065788094326,15.420586727286015,-73.2453859653346,B,E,C,B,41.4778651027837,B,B,-24.30152871932859,159.60520508627766,-96.29005956353001,B,39.29785924797308,0
Married,Hindu,China,-104.8867487803875,A,A,155.88433039362272,-112.85419145384223,-116.64511366596022,E,E,B,C,-125.16260225544494,B,A,43.0865221692608,24.06857018636854,60.50525023164891,A,8.668269262206493,0
Widowed,Buddhist,India,-12.54856407963427,D,C,-53.17838128524357,-9.352847244531091,-5.040063343110003,B,B,E,E,154.89426426159721,C,B,-123.70872370851471,-136.6447688007919,40.625563794554054,C,34.00178671106847,0
Widowed,Christian,Other,-60.77003111015381,A,C,64.23984399092504,49.63285732348297,-58.70781164493158,C,A,B,A,101.52273565276018,C,E,-71.5932238828546,114.12164689870623,118.99009334079129,D,-104.29615505695664,0
Widowed,Buddhist,UK,-43.724154449836306,C,B,-124.48158374190861,-40.69880338424003,-29.917785066213447,B,A,B,B,146.80508698182382,A,B,176.85220647698233,-14.428668430579977,-31.210236360846594,E,114.09934435476676,0
Married,Buddhist,Brazil,25.789956583530216,A,B,-179.45527605299188,-58.37844974730633,-38.3312188619418,A,C,E,A,-29.383454854812406,A,B,5.879046832393441,-227.9664568247386,120.66047289143114,E,137.73496445562128,0
Widowed,Buddhist,UK,-54.33131270766624,D,E,199.17874623924968,112.90644165296891,27.70197785603225,D,B,C,C,104.26200746599102,B,D,-30.167295215136953,98.98323196730114,43.81131156895556,A,-49.74962664943555,1
Single,Christian,India,-156.91533048298822,E,E,-43.46725442459593,8.667611940859516,13.89478170639021,D,A,D,C,167.07919181992662,A,E,-24.02098881836641,-91.78884059428054,154.94075651016627,E,107.11373191157551,0
Married,Jewish,China,-17.35937124776818,A,A,35.827646001876786,131.8292146509394,-63.66854387957416,D,C,D,B,-94.50388997542662,B,A,3.9531191124791842,-87.12093425093147,123.0323932980021,A,97.12337630987608,0
Divorced,None,Mexico,-76.45053967005923,C,D,-62.97967414421291,102.06368737370441,8.046345354112928,D,C,E,B,-107.15215500330935,B,A,-142.2069470745109,-168.21753665219862,4.714763253897229,D,32.3087832607226,1
Divorced,Other,US,-40.69064904700883,E,E,-47.61103699231343,-4.537003004610907,-54.71648331592521,A,D,D,E,-77.09205137406471,E,C,133.72138730876105,-100.80581094266958,171.2380692966024,D,-75.71778352260965,0
Widowed,Muslim,China,-84.81773134204683,B,A,-82.37732407165956,-88.37960676414684,-21.6158431812016,C,A,B,A,-97.39895454413087,E,A,-92.3218132085577,198.09775187154636,-22.954103251044312,A,136.9677213669845,1
Single,None,UK,-92.37910067399746,D,A,68.97455543647003,43.56176390421396,175.79975747171179,B,B,D,D,55.42103830519214,E,A,-67.03252939763263,113.12519894132642,55.6078582823022,E,170.67245415161082,0
Widowed,None,Other,92.87540447636518,C,E,126.12553630825892,13.485050695170694,-7.041366900613713,E,C,E,C,6.806994511744224,A,D,-45.35818031853906,-117.72601528334268,-115.43842560488784,E,-21.675534105301743,1
Single,Jewish,Germany,25.541441290376582,C,C,-91.20115862601791,-75.34988261247803,-20.749171423560572,A,D,B,B,93.72416468476804,D,C,-6.88301154679959,6.640524748217761,17.65803717278301,A,-10.80089701620494,0
Divorced,Christian,Other,-92.45591815499067,D,C,19.0038169938026,-3.7302566169757205,-60.30859504742697,C,A,D,E,42.931140147277205,C,E,-159.42411247608797,81.39102369646179,-63.39071221647039,B,56.9234327271495,0
Widowed,Muslim,China,-34.05328594722533,C,B,179.62125453653232,-33.977102855425905,8.161247683494977,E,B,D,C,-12.660958330621492,B,B,-100.60439201088715,-79.32347792551337,86.76875278246126,D,-118.81309183229047,0
Divorced,Jewish,China,-88.20000459030405,E,B,109.89054153387647,-141.36973529296623,5.732265649903315,E,E,E,A,122.22361424641821,B,B,197.78753185403198,166.98300056642213,66.28697698705936,B,5.79516399117785,0
Married,Christian,China,-105.72049834218318,D,E,-37.314461525341805,-92.27620104048627,-15.852146768838066,B,D,C,B,-37.32037124396286,C,B,87.5787184124571,87.29874124193479,92.12961691807757,D,-105.43160652358405,1
Married,Hindu,China,31.458831793560577,D,E,-8.915859457523043,19.374354730011664,139.19692396621036,D,D,B,A,93.96333115213363,D,E,-114.01261883027311,34.81943675794773,-87.41240809851561,B,37.426898087891956,0
Single,Christian,Other,-31.429872248691797,A,B,-99.27790901882699,37.887246460012605,-96.3351127022399,B,A,E,A,-5.299194816763271,E,C,41.963678655133755,-11.458209395825309,29.891621242662087,D,-11.020945677372888,0
Single,Muslim,Mexico,69.02911073530397,D,E,18.076107554278824,-91.0629472147075,125.05409041669502,A,A,B,D,59.89898042520746,A,A,109.41167056772404,98.1677380973596,23.726464781214727,B,-9.481180232560787,0
Widowed,Jewish,US,-108.6211638193948,D,E,58.08969028614948,70.47649319445298,-64.08512493507591,C,E,A,E,-3.918378921226471,B,C,60.48261868446908,-19.1979780881642,53.75042634553245,C,-144.8573439120599,1
Married,Jewish,UK,-17.932190515845893,D,E,130.23563208664785,15.996568133149896,-41.870029617986646,A,A,B,E,-112.07891533949963,A,A,-104.25880752982243,88.22267719107421,47.23239827859745,C,-25.82085679222575,1
Married,Jewish,Germany,129.00732044212594,A,D,12.489834477809193,29.53868151573886,35.605677384008935,B,E,A,C,33.531569680366516,C,C,-15.746039122307195,-131.4592485843474,-114.06237944118307,C,114.09927954982733,1
Widowed,Other,India,15.599504260353342,C,D,76.12580260156982,-109.56689825764035,11.46486453075783,B,A,B,C,141.45171647174507,C,E,116.21869537556017,172.06809522360876,-73.44178922173458,B,-33.80821540928029,1
Single,Other,India,122.61533552568235,E,A,15.735073411322627,106.28247575724292,-67.85008815870206,D,D,E,A,21.518129324340062,A,E,57.458405860753146,-104.13243084795256,96.43986219986492,C,-139.32300611125393,1
Widowed,Muslim,India,70.15769614881512,E,B,-35.716742618067684,-120.01966499887553,-130.9182715463513,D,A,A,E,-78.32201155765416,A,B,103.47357890487203,13.846786259770532,150.6510726498532,E,-86.82270554762518,0
Widowed,Buddhist,China,-119.1188069162445,B,B,7.777569758992368,90.0165275614353,43.496441084487245,E,D,E,A,-39.92147965216073,E,E,69.15986575615153,-80.1675832125759,-99.32390147870383,C,52.33674960619163,1
Single,None,India,76.64414947667503,A,E,-89.63536724822137,22.33596797583401,263.6588897939502,D,B,E,D,-19.501143267447155,B,D,-58.646950927475814,94.80493191597775,89.26893895952226,B,-42.89777993692586,1
Married,Buddhist,Other,79.93761761416441,D,A,-13.502074735441052,-79.08654118355425,-52.48785709619216,A,E,C,C,8.701654792440285,E,D,49.260376431579566,-99.81404184668321,36.21390465771303,B,-0.563463031703941,0
Widowed,Christian,India,45.91837765137516,B,B,-16.642796877980146,44.13069781876101,-6.600434927048019,A,D,B,C,-69.66752250339047,C,B,-14.220447898842206,-109.176944741159,101.80374864028951,B,59.046433607269435,1
Married,Hindu,UK,-25.308189070857072,D,C,53.327544569752085,53.041797689448124,27.433785950638356,D,D,B,B,-34.365998054890476,C,D,-40.64733342181346,-142.40362197547708,3.9591729233595934,A,170.97356054511027,0
Divorced,Muslim,Germany,158.5905849918675,A,C,109.94477671904095,-61.746307340386196,123.58333611366419,E,C,D,D,-19.80188680797895,D,B,-43.14656638333509,-154.72943512187248,-124.68931837268356,C,-15.271562713538792,1
Single,Buddhist,Brazil,-11.17279371228248,D,D,-167.4706585038731,19.429110644089988,189.17253411224172,A,C,D,E,-6.11521954509727,D,E,53.39065035640341,-63.447618503034384,-31.358315164960803,E,149.8766938375928,0
Single,None,UK,6.933918781830471,C,C,102.61192751628872,53.67444528453612,-26.72387543055801,A,A,E,D,125.40995748379149,E,C,44.14145609065779,185.8544705966276,-42.5194148048202,D,-17.490029359664984,0
Single,None,Brazil,128.51461198820965,E,A,-28.447958762379947,119.27910695246646,-79.61275315897805,E,B,B,A,-87.94507115342344,A,A,89.15893685466553,-18.908096797049154,-4.59033971764983,D,162.61055633184105,0
Divorced,Hindu,Mexico,79.24643345494577,A,C,-33.827203293179934,153.5548674589915,73.884656420613,E,E,C,E,31.95811638835437,E,A,93.90218601446864,-49.43739948762065,87.38520146453067,D,-34.97423371809138,0
Single,Other,India,-107.84659370879224,A,B,46.89777279538912,-19.327621372713832,-235.0259912050643,A,E,B,E,7.865093817771204,E,C,-169.28053912984296,-50.55220146614413,-84.99517619252033,E,54.74796166046351,0
Divorced,Christian,UK,172.21661940041255,B,E,-19.10764070167571,51.02528991007315,-37.080720481322686,D,D,D,C,-120.37447440708256,C,D,102.39223402545387,144.99166868018983,-15.774284410888159,C,-91.56158847384499,0
Widowed,Hindu,Germany,5.078125082768049,B,B,124.45656144370587,110.57062756689284,84.29154231718353,D,B,D,D,116.41691109780992,A,E,-186.7589845413289,-44.47368765272502,60.263822718292026,D,23.95797284616594,0
Widowed,Hindu,Mexico,24.09569520256715,C,C,26.676743344281363,-207.49448396112098,64.28953107916473,A,B,A,D,115.25202455951302,D,A,89.43653155112649,-25.18060222028978,38.243946053836915,E,-210.10529690120165,0
