anos,Race,age_range,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,target
60,Hispanic,36-50,Brazil,-155.278815965448,E,E,E,D,1
55,White,26-35,China,56.572436989428766,D,D,A,E,0
31,Other,36-50,UK,111.96973065269944,E,E,A,B,1
67,Black,26-35,India,-155.46906899586656,A,B,B,C,0
36,White,18-25,UK,24.833747949526046,E,B,C,A,1
65,Asian,36-50,Mexico,-105.78504456957462,E,A,A,B,1
77,African American,18-25,Mexico,-54.88197000779503,A,B,C,D,1
40,Asian,51-65,Brazil,45.64051212391956,A,A,E,C,1
18,White,65+,India,-62.69453925566827,A,A,D,E,0
30,White,51-65,China,-0.0868002893397211,A,C,B,D,0
71,Asian,26-35,Other,4.499483409909877,A,C,A,D,1
60,Hispanic,65+,UK,69.63031351467188,E,B,C,E,0
49,Asian,65+,Mexico,-90.25143046637446,B,D,B,D,1
54,Asian,65+,Mexico,-131.5409490137266,C,E,C,A,0
65,African American,65+,China,-86.50311331162457,B,A,A,C,0
49,African American,65+,UK,50.12507574272106,C,D,A,D,1
71,African American,36-50,Other,22.47608192021832,C,C,E,D,0
49,Asian,26-35,Other,-13.514135302340105,B,C,B,C,0
18,Other,26-35,UK,-32.910604642412785,A,C,C,B,0
38,Black,65+,Germany,-46.21079261379803,C,B,B,C,0
19,Asian,36-50,Other,-2.8353447729841026,C,E,C,A,1
24,White,26-35,China,29.990437004276604,B,D,E,B,0
36,White,51-65,Other,10.655534575956755,D,D,B,B,0
36,Asian,18-25,China,-92.95509331526576,D,A,D,E,1
25,Black,26-35,Germany,-62.07600904018784,D,A,A,D,0
32,Hispanic,26-35,UK,-184.23911343725806,E,C,A,D,0
18,Hispanic,18-25,US,63.39668080166889,B,B,C,C,0
62,Hispanic,36-50,Other,64.41576391925757,E,B,D,B,0
32,White,36-50,Other,46.38592747429416,B,B,D,D,0
67,Other,51-65,China,145.20035839604597,A,C,D,A,1
24,White,51-65,China,66.03410734980515,E,C,A,B,1
29,Hispanic,26-35,Brazil,-86.83395596039836,D,A,C,B,0
20,White,36-50,Other,-75.23555858982797,D,B,B,E,1
29,African American,26-35,US,151.76673708998226,A,B,D,A,1
44,Asian,36-50,Mexico,164.58814922527125,B,E,A,A,0
73,Hispanic,65+,India,85.04011270355622,D,B,D,A,0
34,Asian,65+,US,13.951565143384107,D,C,D,B,1
64,Black,26-35,Mexico,-92.45390978947118,E,E,E,E,0
19,Hispanic,26-35,China,95.8894224893029,A,A,C,A,1
64,African American,26-35,India,-28.269896445634547,E,D,A,C,1
18,Hispanic,65+,India,-7.900433777652833,E,B,B,D,1
48,White,65+,Germany,-39.02795245136496,B,B,B,C,1
46,African American,51-65,US,77.21095535798125,C,E,C,E,1
22,Hispanic,36-50,Other,0.6652074962056123,A,C,E,D,0
23,White,18-25,UK,-98.21943412858,D,A,A,E,1
52,Hispanic,26-35,Mexico,-7.586016672183465,A,E,A,B,1
33,Other,36-50,India,121.48861880617498,C,D,C,B,0
67,White,18-25,China,-71.23899117515236,C,C,A,D,1
18,Asian,26-35,India,-89.15757551065316,C,B,E,E,1
40,Hispanic,18-25,Brazil,-11.871229138017288,A,E,B,A,0
44,African American,51-65,Other,-62.94689338589458,C,E,E,A,0
56,African American,26-35,China,-74.5220586859614,A,C,B,C,1
41,White,18-25,China,68.38384629258285,E,C,C,E,0
66,Other,18-25,US,-181.81404086465517,D,D,B,E,1
22,Black,18-25,India,-167.9292959049669,C,B,A,B,0
47,Black,18-25,Mexico,-41.94265469161233,A,E,B,B,0
47,Hispanic,51-65,India,15.90608237979436,A,C,A,E,1
34,White,36-50,US,-30.915559187334168,D,C,A,C,1
44,Other,65+,India,27.70934455163215,D,D,C,D,0
40,Black,36-50,UK,125.42663975812287,D,E,B,A,1
64,Hispanic,18-25,Brazil,188.82912181107062,A,D,D,E,1
41,Hispanic,36-50,India,-144.04062513482953,A,B,B,B,0
60,Asian,18-25,Mexico,-77.70002293501427,B,B,A,E,1
30,Other,51-65,China,116.61713332701318,B,A,E,C,0
71,African American,18-25,Germany,-69.08678371131178,B,A,E,C,0
73,African American,51-65,Brazil,-50.915792089188336,A,A,B,C,0
59,Black,26-35,China,-96.4816686352642,C,E,E,B,0
25,White,51-65,UK,-138.6770870550798,E,E,D,D,0
39,Black,65+,India,-112.22570523759447,B,C,E,C,0
23,African American,51-65,Germany,-85.45775026799957,A,E,A,C,1
76,Other,65+,US,4.769409987832726,D,D,B,D,1
46,White,51-65,Other,6.333852337641869,C,A,E,A,0
43,Asian,65+,UK,134.6186917456017,B,A,D,B,1
32,Black,36-50,Mexico,56.25566977751887,A,A,D,C,0
60,Hispanic,18-25,US,-87.31562110411731,D,E,A,A,1
51,Asian,36-50,UK,117.25527214142404,E,C,A,A,1
25,Black,65+,US,-185.71720180062093,E,D,D,D,0
69,African American,26-35,Germany,-55.498831723736345,E,C,E,A,1
22,Black,18-25,UK,166.6411015932642,C,D,A,B,1
67,Other,26-35,Mexico,-4.470866514884302,E,C,D,B,0
25,Other,36-50,UK,-134.23835767243042,E,E,D,C,0
29,Black,26-35,US,151.15956204762412,E,E,C,D,0
51,African American,18-25,India,126.95022517661255,E,C,C,B,0
50,Asian,36-50,India,-122.31706724708316,C,C,D,D,1
30,African American,65+,Brazil,92.0656050803846,C,C,B,A,0
27,Asian,65+,US,132.60367288729364,C,A,C,B,0
75,African American,18-25,Mexico,116.05245534911842,B,C,C,A,0
72,White,65+,Germany,-67.97278470697438,A,C,C,B,1
70,White,51-65,UK,168.00045032056957,D,B,B,A,1
27,Asian,51-65,US,128.59459995587764,E,C,D,D,1
50,Asian,26-35,China,126.33755467261376,E,D,A,B,0
33,Asian,36-50,China,-9.00244606754894,D,B,B,B,0
28,Hispanic,51-65,Mexico,-55.53490587542454,E,D,E,E,0
78,Hispanic,51-65,India,116.63265374669392,B,C,C,D,0
74,Hispanic,26-35,Mexico,-9.165556939327733,E,A,A,C,1
78,Hispanic,51-65,India,84.80135223377317,C,B,A,A,0
52,White,36-50,Mexico,-61.286568839943925,C,D,C,E,0
79,Hispanic,51-65,China,44.65501524569557,D,E,E,E,0
40,Asian,26-35,UK,158.98834523869456,D,C,B,C,1
72,Asian,26-35,India,25.524030571193094,C,E,A,E,1
72,Asian,65+,China,-122.58925120558861,A,C,C,C,1
78,Hispanic,36-50,India,97.59409821845597,C,D,E,A,1
21,Asian,51-65,Other,-143.7804072980137,A,C,B,B,1
27,Hispanic,26-35,India,64.05905657575869,D,C,C,B,1
18,Hispanic,26-35,UK,96.77799812052173,B,D,B,A,0
20,White,65+,Germany,81.48995029295097,D,B,B,C,1
79,Other,18-25,Mexico,-141.76164072969254,C,E,B,C,1
53,White,36-50,China,126.93861747645767,D,D,C,C,0
74,Hispanic,26-35,Other,-15.894203074480966,D,D,E,E,0
27,Other,51-65,Other,67.21059615918567,E,D,E,C,0
23,Hispanic,26-35,China,-95.03826283028718,A,E,C,B,1
72,White,36-50,UK,27.315250223475328,A,C,D,B,1
24,Asian,26-35,India,59.85686181393902,E,B,C,B,1
69,Hispanic,26-35,India,21.470600192813908,B,E,D,C,1
20,African American,51-65,India,-211.93850188973556,C,A,E,A,0
64,Other,36-50,Mexico,-3.687815200696497,C,E,D,B,0
25,African American,51-65,UK,111.58704156571221,D,D,C,C,1
41,African American,65+,Brazil,41.81131730530229,E,C,A,E,1
36,Other,26-35,US,61.44072194307656,E,D,A,E,0
58,Hispanic,65+,US,-11.912088703369733,B,A,E,C,1
40,Black,36-50,China,-38.45248591550578,C,C,E,D,0
64,White,26-35,Germany,142.35698315514026,A,A,D,A,0
55,Asian,36-50,US,-21.137082873156253,D,C,E,D,0
19,Hispanic,26-35,US,39.585479501441306,E,B,D,C,0
47,Black,36-50,China,95.36205995256634,D,D,A,E,1
40,Black,36-50,India,-70.75079793572883,B,D,C,E,0
70,Asian,18-25,China,-60.32281961148301,B,B,A,E,1
27,Black,18-25,Other,128.521500416462,C,D,A,C,1
34,Black,18-25,Brazil,-194.7797543777869,A,E,C,A,1
47,Black,26-35,US,-92.90442906773528,D,D,A,E,1
61,White,36-50,UK,-144.1942191593895,A,C,E,A,1
73,African American,65+,UK,172.05303149805803,B,B,E,C,0
39,Other,26-35,US,42.81054559933375,D,C,E,C,0
54,White,18-25,US,-23.674117357666066,A,E,D,A,1
59,Black,26-35,Mexico,-63.591198478600944,A,A,D,E,0
36,Hispanic,65+,Germany,-67.1976479667452,B,C,C,E,1
33,Asian,18-25,Other,-28.470363833154945,C,C,D,C,1
25,Hispanic,51-65,Brazil,-22.85466665909288,C,B,C,C,0
20,Other,65+,China,113.9856593968529,C,D,C,B,1
48,Asian,26-35,China,-126.79674992115015,C,A,E,E,1
60,African American,51-65,Mexico,-155.97681332849643,E,E,D,C,1
78,Asian,51-65,US,-214.37335847340705,E,A,D,C,0
41,Black,65+,Other,32.027185072492195,E,B,D,C,1
46,African American,51-65,China,122.17956425857253,E,C,D,A,1
74,Other,36-50,Germany,55.7179349431967,E,A,D,B,0
34,Asian,18-25,Brazil,-266.5911141106668,A,C,A,C,0
47,Asian,36-50,UK,-14.458728935355136,E,D,E,E,1
44,Asian,26-35,Brazil,8.58528535351238,D,C,A,B,1
68,White,51-65,India,70.65015601403292,E,D,D,D,1
48,African American,18-25,Other,96.45766498532109,E,D,E,D,0
24,Hispanic,51-65,China,-123.20371459983559,A,C,B,E,0
34,Other,51-65,Other,27.86286630436327,D,A,D,E,0
69,Hispanic,18-25,Brazil,-43.080529284275734,C,B,A,D,1
38,White,18-25,Brazil,-51.731081978801676,B,C,D,D,0
44,Asian,36-50,Brazil,193.68891252638954,B,B,C,C,1
72,Black,36-50,Brazil,11.133564729184899,E,D,A,D,0
61,Hispanic,18-25,US,10.273271148290004,B,E,B,E,1
70,Black,18-25,Germany,128.80500920937646,E,A,B,A,1
49,Hispanic,51-65,China,-143.42857410219,D,B,D,A,0
62,White,36-50,India,28.699548003773913,A,D,E,A,1
67,Asian,36-50,UK,120.76126755868329,D,B,D,E,0
68,Hispanic,26-35,US,51.59862292372572,A,A,E,A,0
44,Other,51-65,Other,108.13072936772099,C,E,A,D,0
73,White,26-35,India,60.32528461433563,C,A,E,D,1
25,Hispanic,36-50,UK,13.791974956106978,E,A,C,E,0
23,Other,51-65,China,61.33627554502029,D,B,D,A,0
42,Other,26-35,China,-331.361791838646,C,A,E,D,0
21,Hispanic,51-65,Mexico,97.86321896835832,A,A,C,D,1
68,Other,51-65,US,-150.34491732077763,A,E,C,A,1
32,Asian,65+,US,95.58088159940264,B,B,A,A,0
47,Other,18-25,India,-34.615866184992825,D,A,B,E,0
28,White,18-25,Mexico,-141.21103020298472,A,E,C,B,1
42,White,36-50,China,106.05362628276664,A,B,A,C,1
51,Hispanic,18-25,India,-104.97815576472938,C,B,D,E,1
55,White,51-65,Brazil,93.09952430033431,E,B,A,A,0
68,Hispanic,65+,UK,73.46890162169777,D,E,D,D,1
53,African American,51-65,US,21.008592911477308,E,C,C,D,0
32,Black,65+,China,50.25584627179638,A,C,A,B,1
25,Hispanic,18-25,UK,-49.204609580813155,A,D,D,C,0
48,Other,26-35,Mexico,-7.30079149024819,C,D,B,A,1
36,Black,51-65,UK,-74.58472753894088,B,D,D,C,1
73,White,26-35,Other,-1.7381512212627268,D,A,B,C,1
42,White,18-25,Other,37.07561283929871,B,E,A,D,1
35,White,51-65,China,93.47291116520945,B,D,B,A,0
36,White,51-65,Other,-119.33088615843977,E,D,A,A,0
72,Hispanic,51-65,India,-110.31500542188324,E,A,D,D,0
42,Other,26-35,Germany,-189.62940711169242,A,C,E,E,0
55,Other,36-50,Other,-159.01249136359849,D,C,D,A,0
21,Black,26-35,US,-220.69038264772777,B,B,E,E,0
24,Black,18-25,UK,-130.19732827549072,D,D,B,B,0
22,Other,18-25,Mexico,-84.46636502617802,C,A,B,A,1
28,African American,18-25,Germany,14.973861001976676,B,B,A,C,1
71,Other,51-65,UK,-100.16744009108736,E,B,B,C,1
72,African American,26-35,India,79.35209948897885,C,E,C,C,1
40,Other,51-65,Germany,-190.5802203697603,C,E,B,D,1
30,Hispanic,18-25,Mexico,-40.596977828508344,B,A,B,B,0
65,White,18-25,UK,52.03303915251835,A,E,A,E,0
65,African American,18-25,India,-228.5208471346443,C,D,C,C,0
36,White,36-50,India,39.9471040112476,D,D,C,B,0
30,Hispanic,51-65,Germany,53.73396811834472,D,E,B,A,1
63,Other,65+,Mexico,161.00614720220372,A,C,A,C,0
75,Black,36-50,Germany,177.6168071555009,C,D,E,C,1
43,White,51-65,China,15.409723409373143,C,A,E,E,0
19,Other,26-35,India,-79.27803981013201,C,E,C,B,0
33,Other,65+,US,53.58498058885689,D,E,A,A,0
23,Hispanic,36-50,India,183.33392561642782,D,A,D,E,0
76,Hispanic,18-25,Mexico,200.99077277752238,B,C,B,D,0
72,Hispanic,26-35,UK,-27.261492423089955,E,B,B,C,1
34,Other,51-65,US,42.64862300627197,B,B,E,C,0
70,Asian,26-35,US,-122.14670008894426,A,C,D,B,1
75,Other,18-25,US,-73.80164645428162,A,C,E,C,0
63,White,51-65,Other,24.043376755807714,D,B,B,B,1
70,Asian,51-65,India,-31.5115502947458,C,E,D,E,1
19,African American,36-50,Mexico,175.63818534098422,B,E,A,C,0
28,Other,36-50,Germany,-108.22536693635423,E,B,E,A,1
71,Asian,51-65,India,-29.327388608157033,C,A,D,A,1
76,Hispanic,65+,UK,-192.0678714670805,D,C,E,C,0
41,Hispanic,51-65,India,11.40198878553489,E,A,A,B,1
61,Other,26-35,Other,5.051168490810225,E,B,B,B,0
38,African American,26-35,Germany,22.5784783194309,E,E,B,D,0
62,Hispanic,36-50,US,177.69097546216716,D,E,B,E,1
24,Hispanic,65+,India,201.85220571015032,C,E,C,D,0
57,White,51-65,US,200.149703251082,B,E,A,B,1
63,White,26-35,Germany,-99.68992996663447,B,A,A,A,1
56,African American,65+,Germany,-96.121617323075,B,A,A,C,0
34,Other,36-50,UK,-10.336574228776433,E,A,B,E,0
55,Other,18-25,China,-26.80409281073976,E,E,A,E,1
79,Other,26-35,Brazil,-118.27793111752425,B,C,A,E,0
61,Black,26-35,India,1.0771112298736407,D,D,C,C,1
38,Hispanic,65+,Germany,-54.22163292766072,E,C,A,C,0
48,Other,51-65,Other,-69.29679431180068,A,E,A,B,0
30,Hispanic,36-50,US,0.24293750979179762,C,C,D,A,1
77,African American,18-25,Brazil,5.298096319515581,D,D,E,A,0
31,Hispanic,26-35,India,172.04769277170112,E,E,A,D,0
40,Other,36-50,Germany,168.7592796345345,D,A,A,E,1
27,Hispanic,51-65,UK,-33.239640545653884,A,E,B,D,1
28,Hispanic,65+,Mexico,-35.58782177800517,E,D,D,D,0
77,White,26-35,US,-5.167731742393235,B,D,B,A,0
78,Other,51-65,US,33.31416670482113,D,A,A,D,0
21,White,18-25,Brazil,-82.45067104009364,C,B,D,D,0
22,African American,36-50,UK,14.477264150054712,C,A,E,C,0
33,African American,36-50,US,18.209237006625603,D,B,D,E,1
37,White,65+,US,20.148941237943912,E,B,D,C,1
69,White,26-35,Mexico,44.907724741040674,E,C,D,D,0
79,African American,26-35,Germany,115.52964276565598,C,E,E,D,0
71,White,36-50,Mexico,-23.643066499162867,A,D,D,E,1
18,White,51-65,Germany,-66.55683551710334,C,D,C,A,1
55,Black,18-25,China,-147.06075934628484,D,A,B,A,0
75,Black,36-50,Other,-2.018201327555708,B,E,A,C,1
79,Other,65+,China,43.64693229429794,E,B,B,D,1
78,African American,36-50,Brazil,12.369286382409356,C,A,E,C,1
46,African American,51-65,Brazil,73.3795209912977,D,E,C,B,1
79,White,18-25,US,47.32621418724972,B,A,C,E,1
72,Asian,18-25,US,13.202181197141632,A,E,C,E,0
68,Asian,26-35,UK,-44.3745913442018,D,C,E,E,0
56,Asian,26-35,UK,58.32967394360546,B,C,B,B,1
54,Asian,65+,Mexico,13.959577601953802,E,C,C,D,1
25,White,51-65,India,17.29764701513205,D,D,B,C,0
75,African American,65+,US,-113.29873019523401,E,A,B,B,1
23,White,36-50,UK,73.83880617660792,B,A,E,A,1
52,Other,18-25,Brazil,-23.565217206638046,A,D,C,D,0
67,Black,51-65,Germany,-10.3739640496076,C,C,B,D,0
37,Hispanic,26-35,Brazil,-36.18416755924822,A,D,C,C,0
46,Asian,18-25,US,-89.59457155958324,B,B,A,E,0
41,Black,26-35,Mexico,-148.92785353673455,E,C,B,C,0
73,Hispanic,65+,Other,-17.80769361288937,C,C,D,C,0
24,White,36-50,US,-104.68351968139203,A,C,B,D,1
66,Asian,18-25,Germany,-57.056159684234906,A,B,A,C,1
73,Black,65+,US,33.454946252390535,C,A,D,E,1
21,Asian,26-35,Mexico,-18.532185910937287,E,B,E,A,1
59,African American,51-65,UK,163.94085271241784,A,E,D,E,0
64,African American,18-25,China,-124.49662762009356,A,E,C,D,1
74,Black,26-35,Other,-112.18515627407946,D,D,D,A,0
30,Black,26-35,US,73.09661471549104,D,C,B,B,0
62,African American,18-25,US,198.140671736911,B,C,D,E,0
56,White,36-50,China,-99.72445298936556,C,A,B,D,1
70,Asian,65+,Mexico,-161.7045183884768,B,B,D,C,0
44,Black,51-65,Mexico,-91.6762518132342,E,B,A,E,0
56,Black,65+,US,60.62002931407242,C,D,B,B,1
68,Other,36-50,India,-124.09043658757504,B,C,C,D,1
54,African American,51-65,Brazil,-55.050171749637265,D,A,D,C,0
28,White,65+,Other,87.58827365269094,B,D,C,B,0
26,Asian,51-65,UK,143.82817755720015,B,A,B,B,1
61,White,18-25,China,157.00611484580375,D,E,C,A,1
63,Other,18-25,US,89.13627135264763,B,B,D,D,0
47,Black,26-35,Mexico,-271.0063111648285,A,D,A,D,1
54,African American,65+,Other,-37.00588602609859,A,A,B,D,1
37,White,51-65,US,45.78880030368112,D,B,B,E,1
40,Hispanic,51-65,India,-108.08263465516774,E,D,C,C,1
79,African American,51-65,India,-94.60822698679439,E,A,E,D,0
40,Asian,36-50,India,37.67644335373762,E,B,A,D,1
78,Hispanic,36-50,Brazil,167.42479217783992,C,D,E,E,0
43,Hispanic,51-65,India,86.64661927815803,D,D,B,A,0
60,Other,65+,Germany,-139.7118286658348,E,C,B,E,0
39,Asian,18-25,UK,-28.650221530338595,B,A,A,D,0
51,White,51-65,China,-24.468158391900154,B,B,A,B,1
51,Asian,65+,Other,-33.18014368872537,E,A,A,B,0
47,Asian,51-65,China,52.20097672390761,C,D,A,A,1
75,Other,26-35,UK,37.782352168341205,C,A,D,A,1
46,Black,65+,Brazil,24.651381674105764,A,B,E,B,0
60,Black,36-50,Mexico,28.574222503040307,C,E,E,E,0
25,Other,26-35,Germany,109.91037595711089,C,D,D,E,1
48,Hispanic,26-35,UK,38.653797145662935,E,A,A,E,0
33,Black,18-25,US,-63.43602141189725,D,D,E,D,0
28,African American,18-25,Brazil,-68.84864483109602,C,B,C,D,0
19,African American,36-50,US,6.4791895164424265,C,A,E,E,0
65,Black,36-50,Other,-86.02972240180755,A,B,E,A,1
71,African American,51-65,US,4.110526044526991,D,D,B,D,1
41,African American,51-65,US,57.886617474734095,D,D,B,E,1
18,White,18-25,Brazil,-152.80366695398112,D,D,E,D,0
67,Other,18-25,Other,75.9872914123219,E,D,D,E,0
35,Hispanic,36-50,Germany,244.25012186036952,B,A,D,B,1
46,Other,65+,China,34.869322365868385,E,B,A,E,1
30,Black,65+,Germany,88.0654430385216,B,B,D,D,0
62,White,51-65,Brazil,-21.688209377412008,E,D,E,B,1
19,Hispanic,65+,Other,-106.46229546035426,E,B,D,D,0
24,White,36-50,Brazil,-10.6169032785406,B,E,A,E,1
71,African American,65+,UK,83.09736636563498,D,B,D,B,0
76,White,51-65,US,-12.755198033767694,E,B,E,A,0
53,Black,18-25,UK,-32.26188053467177,D,D,E,D,0
19,Asian,36-50,Brazil,-19.57128347083699,B,D,B,A,0
18,Other,36-50,Germany,-42.59246005151036,E,D,C,D,1
21,Black,51-65,Germany,-50.32268768306148,C,E,B,E,1
64,Asian,51-65,US,-13.08309969949125,E,E,A,A,1
24,African American,65+,China,39.63076438769706,B,E,C,C,0
35,Black,51-65,Mexico,-90.86029127669698,E,E,E,A,1
47,White,51-65,Mexico,-159.3211221928724,A,C,E,A,0
43,African American,36-50,UK,-167.47949158330653,E,B,C,E,0
36,Asian,36-50,Mexico,129.4087214619809,C,D,D,A,0
40,Other,65+,Brazil,10.873839751788937,D,E,B,B,1
66,Other,26-35,Other,-69.54108742669473,A,E,B,C,0
22,African American,18-25,UK,-41.75075460584964,D,D,B,A,1
56,Black,51-65,China,-180.85046481754924,A,B,E,A,0
30,Black,36-50,UK,127.76587868980656,D,B,E,C,1
23,Hispanic,18-25,China,-115.5693619996127,A,E,E,D,1
63,White,51-65,Mexico,-26.58260885235076,C,E,C,C,1
73,Hispanic,36-50,UK,-49.14789829416021,D,E,D,C,1
44,Black,65+,Mexico,144.10014029801857,A,E,C,A,0
75,Other,26-35,China,29.058855426025172,C,E,D,C,0
26,African American,65+,Other,-138.64214623033138,B,C,B,E,1
78,African American,51-65,Other,151.7002066548213,C,C,D,B,0
34,African American,36-50,Other,-79.49004873797283,A,B,A,E,1
27,Hispanic,18-25,China,17.564357987313006,D,B,A,C,1
31,Asian,51-65,UK,-169.38885698171615,B,D,C,C,1
73,Hispanic,36-50,India,-128.11709204264815,D,B,E,D,1
47,Other,18-25,US,29.09446597063966,A,B,A,C,0
60,Black,36-50,US,-137.3442374530548,D,A,B,D,0
45,African American,18-25,US,157.61426105519845,D,A,B,B,1
39,Hispanic,36-50,Other,-27.706593336820447,C,C,C,A,0
36,White,26-35,UK,-53.81006092977919,C,C,B,E,1
31,Black,26-35,Brazil,89.8161361748638,B,D,C,A,1
78,White,26-35,China,-51.74570643446661,D,E,E,D,0
33,Asian,51-65,US,-177.43991183014046,A,E,A,A,0
73,Hispanic,18-25,Brazil,74.85213515075121,C,C,A,D,0
43,Other,36-50,UK,85.16351812180586,B,C,C,C,0
32,African American,65+,US,-21.807963623786545,E,A,B,A,0
37,Black,51-65,Brazil,-23.072456830505967,E,D,D,E,1
74,African American,51-65,UK,-152.81416219407157,A,B,C,C,0
29,Black,65+,Other,-48.70886975704746,A,D,C,E,1
53,White,51-65,Brazil,18.240271858631854,E,C,C,D,1
42,African American,26-35,UK,123.3314957894206,D,E,C,D,0
64,Black,65+,US,-46.755352763223385,B,A,D,A,0
36,African American,18-25,Germany,-222.34254822884733,C,E,C,C,0
45,White,36-50,Other,-131.13512459690128,C,A,A,E,0
71,Black,51-65,China,88.66636900950742,D,C,B,A,0
56,Hispanic,65+,US,-131.41631656638725,E,B,B,B,1
72,Other,65+,Brazil,-163.8606572335027,C,A,A,C,0
39,Hispanic,26-35,US,73.18284313184948,C,C,C,E,0
60,Black,18-25,China,-19.10777706032398,B,C,D,E,0
44,White,26-35,Germany,18.431259588081492,D,D,B,E,0
34,Hispanic,18-25,Brazil,156.5179306186502,A,D,B,C,0
43,Hispanic,18-25,UK,139.72817364269622,E,B,C,C,1
24,White,26-35,China,-30.893303826286957,D,C,E,E,1
21,White,65+,India,55.18980156466645,E,B,B,D,1
33,Hispanic,36-50,US,117.8806738402732,D,B,C,D,0
52,African American,65+,Other,8.947057676305906,B,E,E,E,0
65,White,65+,Other,106.58286589008445,E,A,A,D,0
36,African American,18-25,UK,74.5949069002707,E,C,B,E,0
64,White,26-35,Germany,-65.09031475076195,E,B,A,D,1
65,African American,36-50,US,67.15582361951043,A,D,B,D,0
42,African American,18-25,Germany,135.4278671046108,E,D,A,E,0
18,White,36-50,US,149.12231414144753,C,C,B,D,1
39,Asian,18-25,Germany,7.772018310534243,A,E,B,E,0
56,Black,18-25,US,-240.59663561536598,E,E,C,B,1
53,White,26-35,Brazil,15.26664090782772,A,E,A,C,0
64,Black,36-50,Other,-207.17394451833172,E,A,D,B,1
18,Asian,51-65,Germany,44.63566795420089,E,A,C,C,0
67,Other,51-65,Germany,7.144632112831685,C,E,C,D,1
59,Black,51-65,UK,-1.7960737291204736,B,D,C,B,0
23,Black,26-35,Other,-252.07812964277684,E,B,D,C,1
72,White,36-50,US,-97.15735697964817,D,E,B,B,1
76,Hispanic,36-50,Other,-150.71407622138375,E,C,D,C,0
79,Other,51-65,Germany,-7.455882725860502,C,C,E,E,1
43,Hispanic,18-25,Germany,-79.99598232440097,B,A,B,C,0
40,Other,36-50,India,-10.212375417996679,C,E,C,D,1
47,African American,51-65,Other,-27.923759721389462,C,C,E,B,1
73,Hispanic,65+,Other,-186.55135400542017,D,B,A,A,1
22,White,18-25,Other,149.21797014374528,C,D,C,C,1
78,White,51-65,Other,145.62583722276224,C,E,E,E,0
78,Other,51-65,US,79.3003866838761,A,B,E,B,0
22,Other,36-50,Mexico,5.625882540328447,B,C,B,C,1
39,African American,18-25,US,74.00577312021946,B,C,D,A,1
71,African American,18-25,India,64.15111715131407,B,A,B,B,0
65,Asian,26-35,Mexico,114.92064018370725,B,E,C,A,0
21,Black,36-50,India,-63.905214430792945,C,D,E,B,1
75,Hispanic,18-25,Brazil,-174.46576247597733,A,E,C,D,1
50,White,51-65,Mexico,-62.150965603563535,E,C,B,B,0
69,Black,26-35,US,-87.64314631266012,A,A,E,E,1
66,Black,51-65,Brazil,-90.57317731668012,B,A,E,A,0
43,Asian,18-25,Germany,249.74792508119097,C,B,C,A,1
48,White,18-25,US,36.808010214878706,D,C,A,E,1
75,Black,26-35,US,17.338085999512636,B,A,A,D,1
30,Other,36-50,UK,43.694822073046986,E,D,E,D,1
63,Black,36-50,China,23.742132756481748,C,E,A,C,0
21,Other,65+,Germany,-140.22369240685288,E,A,D,B,0
35,Asian,36-50,Germany,14.51211422737337,D,D,D,E,1
78,Hispanic,36-50,Other,61.39946002958154,B,D,B,E,0
44,Asian,36-50,US,46.69447498741066,E,C,A,E,0
39,Black,18-25,Other,52.28028332080037,E,B,D,E,1
50,White,18-25,Other,25.014086367838722,D,C,E,B,0
78,Asian,18-25,Other,49.262297044666,B,E,D,C,0
53,African American,26-35,UK,-169.96528486760843,E,C,D,C,1
68,Other,36-50,Mexico,163.37812220861366,C,D,D,D,1
49,Other,65+,India,4.748042528402845,D,C,D,D,1
79,Asian,51-65,US,57.256616816131576,C,A,C,E,0
64,White,51-65,Brazil,9.332947940225278,E,A,D,E,0
