age_range,Nationality,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
18-25,India,22,D,A,B,A,-40.835383938581174,-189.02477236786885,1
51-65,UK,66,A,D,A,A,36.88094905338921,99.07112470825697,0
51-65,US,67,D,A,B,C,53.75272043711718,-82.333891924985,1
18-25,Germany,26,A,C,C,E,29.30137247306661,-10.87542428168673,1
65+,China,59,B,D,C,A,-78.8931883617473,260.826955383938,1
65+,UK,41,D,B,E,A,-54.93650262215212,-56.117662878250584,1
51-65,US,36,A,C,E,B,-24.19169641750377,-23.547143013133862,0
36-50,India,42,C,B,D,C,96.9500770254899,109.97592410284471,0
26-35,China,70,B,C,B,E,84.3326847827632,-98.4619872779175,0
51-65,China,58,A,E,B,E,111.99670071839638,173.62288519284883,1
65+,China,37,E,B,E,B,-79.96073655671104,-50.694729210649555,1
26-35,US,33,C,D,A,D,-37.092332315033154,-88.7826562721334,0
65+,China,21,B,A,C,A,63.92088523332521,155.49990335332083,0
26-35,Brazil,62,E,C,C,D,-123.27226592639772,276.62681835733844,0
18-25,US,66,E,A,A,B,10.22145855573601,-93.02205748846788,1
26-35,Brazil,44,A,E,D,A,-15.20472191127321,-57.813442281105424,1
36-50,Other,62,B,D,A,C,5.665969794489901,-244.6391328583328,0
26-35,US,57,B,E,A,C,78.58248099143323,64.75786321132048,0
26-35,Brazil,60,D,D,C,C,-14.644309892631446,-74.36140551179064,0
26-35,UK,41,A,E,B,C,-67.2075478119945,-115.51426917810721,0
26-35,Brazil,28,B,C,D,C,35.42073156912882,-25.894236648902275,0
65+,Brazil,64,B,A,A,A,-108.1863188324068,20.58540593346445,1
36-50,China,42,B,E,A,E,9.848264293956904,-61.603750414618176,0
36-50,India,48,E,E,E,E,132.42207176691258,85.58339880578988,1
51-65,Germany,34,B,A,B,D,41.461894593616215,28.35092976124575,1
26-35,Mexico,76,B,C,D,A,82.93100147698028,-69.08797991703946,0
65+,UK,33,A,C,C,C,-11.789468658244978,27.838774494804785,1
36-50,India,30,B,B,C,D,230.57137632707776,43.97982545624774,1
51-65,Other,67,E,C,A,A,-28.74771461564476,-50.391057891174015,1
51-65,Other,60,A,A,D,C,-125.03652534892615,22.749155235068862,0
65+,Germany,49,A,E,A,D,195.78840708446762,67.76822067612596,0
36-50,Germany,24,B,C,B,C,91.5699249980609,-1.1641089742280606,0
36-50,Brazil,64,C,A,E,D,-115.88817136072392,-48.00852045529086,1
36-50,Germany,64,D,D,E,C,-48.29568887428705,63.20085847236514,1
65+,US,58,B,A,B,A,-19.431836074775113,-251.88254062609397,1
18-25,China,42,B,A,D,E,9.834348458666188,-125.24386786948918,1
18-25,US,41,E,A,B,A,-197.68668613931973,110.1688089392435,1
18-25,Brazil,73,A,B,E,B,-55.99712492220994,259.03385706848786,1
36-50,Other,32,B,E,A,A,-8.921344814011661,34.355839744313386,0
18-25,UK,18,B,D,E,B,26.551760668926516,89.93875449626618,1
18-25,Mexico,25,E,D,C,A,-132.11395989550405,7.428222297037022,0
51-65,Mexico,18,C,B,E,D,-106.47678786087953,49.1039773095318,0
36-50,Mexico,19,B,A,D,C,-108.94341447576036,-48.77832294519233,0
18-25,Mexico,33,B,B,B,E,7.5832020216638245,45.78120953119747,1
51-65,India,50,D,D,C,C,-22.428722745623915,-99.72713606443303,1
51-65,China,60,B,D,E,C,-158.3499096046481,121.01259320760076,0
18-25,US,65,A,E,E,B,99.46283507756078,-47.86901035020305,0
51-65,Brazil,73,E,D,C,C,-123.29620428194544,-75.41168332935415,0
51-65,India,75,B,D,A,B,50.91267204777722,68.64487621830125,0
26-35,Germany,29,E,E,C,E,18.476705699279776,-17.573767198197032,1
26-35,China,62,E,E,A,E,111.53079508974521,-17.47663513073909,1
26-35,India,77,A,B,C,C,105.30337969004945,274.89369959443366,0
65+,US,39,E,A,C,B,-5.8006943534204565,-321.02468902436806,1
51-65,India,64,B,D,E,A,-56.32203097001693,-100.1523078711138,0
26-35,Germany,78,D,B,D,C,130.98803167499545,-105.21353996784111,1
51-65,US,53,D,D,A,B,154.37543505739765,74.90651185220204,0
65+,US,48,C,E,A,D,196.39514879725104,17.67111495208318,1
65+,India,75,B,B,A,D,-73.45654131757072,58.50368181737322,1
65+,Germany,48,A,A,D,E,-3.369467382722535,-90.68733828680041,1
51-65,Germany,72,E,A,C,C,15.054027099400988,-8.98653904923915,0
18-25,Other,21,E,A,C,C,75.20814146704645,10.38635090536392,0
36-50,Other,63,C,E,D,A,-65.54623844321084,-31.267332304152497,0
51-65,Other,21,B,A,A,C,-73.54421258330115,71.94240170242526,0
51-65,India,24,B,C,D,A,-86.69269262519282,113.54200185826133,1
18-25,Brazil,32,E,D,E,C,71.93872221323196,49.17719943001661,1
51-65,Mexico,42,B,C,E,D,-63.54198151045299,-114.55680733334799,0
36-50,Brazil,73,C,E,E,E,9.720563334222938,-176.4330561546166,0
26-35,Other,43,E,B,A,A,-69.63282820626564,-12.845602628977423,1
36-50,Germany,68,C,E,E,C,93.41808612016935,45.240464051261135,1
36-50,Brazil,47,E,C,B,B,171.26947542916992,-169.26144572880708,1
51-65,Other,54,C,A,A,E,113.69817577627705,2.982796128166331,0
65+,Germany,54,E,D,E,D,68.96021486109696,54.87536480749843,1
18-25,UK,67,D,B,C,D,88.51448237989608,-35.28130186199147,0
18-25,Brazil,51,D,C,A,B,52.02014601810186,11.638896294666964,1
36-50,Mexico,77,A,C,C,E,115.00451277224326,141.5748248764836,0
36-50,India,41,B,C,A,B,63.311627358522315,-7.641939074695832,0
26-35,Brazil,39,D,C,C,B,74.27707862746709,18.56612302584327,0
26-35,Other,38,D,B,A,C,-67.56925082062092,-73.95141598828945,0
51-65,US,59,E,A,E,B,11.960551874723002,41.15401301175517,1
18-25,Other,39,D,B,B,B,51.837844352759454,135.31223506621743,0
18-25,Germany,74,B,B,E,E,80.16760902605974,138.1421005710263,1
18-25,Brazil,27,D,D,B,D,30.403293365873996,138.999877436749,1
18-25,UK,39,A,E,A,B,95.531793916902,96.99411229607887,0
36-50,Other,70,E,A,C,C,52.34259876283054,28.24301139995643,0
65+,Germany,49,B,E,D,A,-71.65928718396697,-97.47440018498234,0
36-50,Other,56,A,D,D,A,29.02910450722964,103.14537779054676,1
51-65,China,65,C,D,C,C,-35.809822781109055,-50.4749320315087,0
36-50,Brazil,40,C,E,C,C,18.189925345164774,15.235037307598406,1
65+,US,78,E,A,D,E,-12.755991367393756,-45.78732124103773,0
51-65,US,29,C,D,B,B,-7.257452398089696,177.88446759444844,0
36-50,US,48,C,A,C,D,-255.2135409216261,-61.78409209577428,1
65+,China,60,E,D,A,B,-146.28187258013315,201.54517573071104,1
36-50,Mexico,56,C,B,B,D,-58.06080903272372,-115.81518572753583,0
65+,India,34,C,E,A,C,39.77877359347895,-43.43619420596557,1
36-50,US,37,A,B,A,A,-102.09697415009119,-48.40616671523981,0
65+,US,54,A,C,C,A,-65.5697555888191,56.10221525253216,0
51-65,Brazil,39,E,D,A,E,22.355312807358548,-80.22862902801053,1
65+,India,29,C,E,D,D,31.213820212797934,-8.66601882387947,0
65+,Germany,28,C,E,C,A,-88.44823384590693,16.71463820728321,1
18-25,Mexico,27,C,E,D,C,-46.11411092533449,-188.2339749654156,1
36-50,Germany,68,B,E,A,B,-165.98152459526412,78.88781159112685,0
65+,Brazil,50,B,B,E,E,-53.05725002989239,78.29886917107537,0
18-25,India,47,D,B,D,A,224.98751843033648,102.79277621838736,1
26-35,US,42,E,D,A,C,127.58642817499342,-25.37403036207071,1
51-65,UK,66,E,A,A,D,32.27110648993797,182.57392727196176,0
65+,Brazil,19,E,E,C,E,-22.363085133889104,32.88621498979865,1
65+,US,26,E,A,A,B,-86.34914144448769,-71.21183168353886,0
51-65,Mexico,26,D,B,D,E,-128.82774705833896,11.547604729257813,1
51-65,Mexico,57,E,A,A,B,-72.53835018194455,154.27464855117856,0
18-25,Other,19,B,C,B,A,-91.03881132215568,-87.7611195436753,0
36-50,Brazil,18,B,A,A,B,-32.504527072373705,72.33731495564008,0
18-25,China,20,E,E,A,C,-149.75525693518742,170.39610425671285,1
51-65,China,30,B,C,D,B,7.145356485993058,103.8212366259212,1
65+,India,22,A,E,C,A,78.86288712129837,57.42913117841509,0
36-50,UK,20,D,A,A,C,-70.64763479510505,-246.1398763025885,1
65+,US,63,A,C,D,C,-7.896224354852001,258.10200677844966,0
36-50,US,38,B,C,E,A,175.14284591461723,37.75299177156533,0
65+,Mexico,60,C,A,B,C,-13.996181993481388,68.43284229686527,0
18-25,UK,50,D,C,C,D,-111.76622433935167,-55.86040697176207,1
18-25,India,64,B,A,A,C,-124.70260497855399,-36.987426324685295,0
18-25,UK,78,C,D,B,E,83.58145209947791,64.34130173376863,1
51-65,Mexico,21,E,A,D,B,36.05944038952643,162.4481766039075,1
65+,Other,63,D,B,D,E,-120.0109281039121,-13.803923049488464,0
65+,Germany,27,A,A,B,E,63.827369221957206,-117.73247776867831,0
26-35,Germany,71,B,D,E,A,-151.6725122798635,23.948065639661987,0
65+,India,50,A,A,A,B,-13.530191855064386,-2.1950092409882513,1
26-35,Mexico,63,D,D,C,C,-52.79843216389584,-153.34128187983026,1
51-65,Other,53,D,A,D,A,-49.58377232734566,-4.182061314307626,1
36-50,Brazil,19,D,C,D,B,-59.11831696750275,-46.04716499423701,0
65+,Other,69,B,A,B,B,78.19547936153752,-152.326506646794,0
65+,Germany,42,A,D,B,A,138.55921721900268,137.53875199481166,0
26-35,Brazil,33,B,A,E,C,113.17523763019473,-193.83966424912322,1
18-25,Other,30,C,A,C,D,48.574489087977426,-206.9797242603768,1
36-50,China,56,C,C,A,E,77.0324674147575,136.72286173050938,0
26-35,Mexico,74,B,D,D,B,9.46458893332471,-5.171235436175047,1
18-25,UK,66,C,C,A,A,49.94703667345128,88.69008508546271,0
65+,Mexico,74,A,E,C,D,-9.053630945625773,29.202252698992865,0
51-65,Mexico,79,D,C,A,A,163.42260745642653,89.71659967196138,1
18-25,Brazil,55,D,A,C,E,71.31895462232643,-19.82270871517382,0
36-50,Mexico,64,E,C,C,E,101.17479844489698,-193.81964846402812,1
26-35,India,46,C,B,D,C,-104.1890152281556,-67.754741000133,1
65+,US,28,D,E,A,E,5.312221431309553,-161.20733530605466,0
65+,UK,27,B,C,C,A,-83.70560217774667,-153.66336000954524,0
51-65,Other,34,D,C,D,E,-85.51312279986864,7.303053901832341,0
65+,China,22,A,D,B,D,-73.40025482445668,30.1076262071184,1
65+,US,28,A,D,A,A,3.405661734101293,-1.160072267656572,0
65+,India,22,C,B,B,D,192.99096683603491,22.694298423453922,1
36-50,Germany,74,B,C,C,C,147.37988518162862,-124.6099379466853,0
51-65,Germany,23,C,C,A,A,-93.17978225129272,48.004582452551254,0
36-50,Germany,26,E,B,B,E,-26.726024447402825,9.010841974437986,1
51-65,Mexico,67,B,C,E,D,70.41035921178702,-30.41037650265589,0
51-65,Other,53,C,B,B,B,-211.58497182896937,-119.59880408846377,1
26-35,China,57,A,B,E,B,-25.45555608499003,-17.861914304548566,1
18-25,US,30,D,B,C,B,-34.37145754211888,-164.6327099451355,1
65+,India,53,D,A,C,D,114.70602197899645,-40.009080845303735,0
26-35,Germany,27,D,D,C,D,100.67191805588335,-8.7429220375151,0
18-25,China,45,D,C,D,D,-47.52237960427767,61.506731867853134,0
26-35,UK,43,D,D,D,E,34.21838644384006,58.53410443426272,0
51-65,Mexico,67,B,D,A,D,-66.4868700754574,-188.71321930728195,0
36-50,Other,34,E,A,E,E,-70.99562765106081,53.28619918541433,0
26-35,China,55,B,C,C,D,-83.89935724176753,40.88782051781116,0
51-65,China,22,C,C,B,E,-66.56886282790173,36.94468907752348,0
36-50,Mexico,29,B,E,A,A,-129.53613316147909,19.05356418132865,0
65+,Mexico,24,E,A,A,A,-2.7277791316695144,-0.13636905381432246,0
36-50,Brazil,50,A,A,D,E,113.05811370701294,139.70869735251233,1
36-50,Germany,59,A,E,A,E,71.93084944698393,165.4584819591031,0
36-50,US,60,C,A,B,E,-87.50631370933695,84.48494682367335,1
51-65,India,53,C,B,E,D,60.50278073165539,14.423329069399657,0
36-50,Other,67,D,A,D,D,-26.447325166891524,-32.435459036385026,0
36-50,China,34,C,D,B,E,-10.085122540228596,128.1739283190938,1
26-35,Mexico,22,E,C,D,B,-209.54345921154612,-6.801081963957796,1
65+,Brazil,61,A,A,B,A,-17.628003750916225,29.743684057738918,0
26-35,Brazil,50,E,A,A,A,-72.82775327383378,15.00137328666938,0
65+,Brazil,56,B,A,A,C,-30.834767079165232,-36.056891593838344,0
36-50,Mexico,64,E,E,D,B,31.995680336331674,94.83863125001558,0
65+,Mexico,66,A,D,D,C,75.19973860409257,-25.1074493537566,0
26-35,Germany,32,E,B,A,C,-7.403491839517779,-21.274030969617193,0
26-35,China,79,D,E,C,E,-115.98061072879075,145.69884103262385,0
18-25,Other,41,A,D,E,B,-118.62207066564888,170.01902807306212,0
26-35,India,27,D,A,A,C,73.15655814258452,-6.449828981757724,1
26-35,China,49,D,C,A,D,-95.01955270018367,-106.736120602185,0
18-25,Germany,36,A,A,E,E,-136.78018858398104,-48.020998682751085,1
18-25,UK,60,D,C,B,B,130.39794409390626,-97.55210073996203,0
51-65,US,33,C,A,A,E,77.57478358144633,-14.884641016721492,0
51-65,US,21,C,D,A,D,12.906886017479428,-141.4799938259864,0
36-50,US,58,E,B,A,A,-6.14075920172219,45.81042311488561,0
18-25,India,42,D,A,B,A,-115.02332458683992,-160.17732272893878,0
36-50,Germany,26,B,A,C,D,-171.58300371005387,92.83304691003433,1
36-50,India,47,A,E,C,C,65.29693420087136,-3.7825193087416977,1
26-35,India,76,D,B,D,A,8.411289625842832,-124.82346525440508,0
51-65,Brazil,58,D,B,D,E,105.19430589484915,54.29106009529422,1
51-65,India,20,B,A,D,D,26.1188371722831,173.50743075215578,1
26-35,Mexico,55,B,E,B,D,2.4713023488896737,-21.949064951249632,1
26-35,UK,25,A,C,B,B,85.2460695330901,-223.19787809462167,0
18-25,India,26,B,B,B,E,-191.66607309597998,182.11677560397376,1
26-35,Other,20,A,B,E,B,151.73171832770072,-17.87233542401501,1
18-25,Other,21,E,C,A,B,2.215777947256827,75.75953659518416,1
65+,UK,64,A,D,A,C,-71.331077493091,-83.43992927438212,1
65+,Brazil,58,C,D,D,B,163.07699296780285,-9.347980827928351,1
18-25,Brazil,53,E,C,C,A,-215.0658478932598,40.37088735785647,0
26-35,Other,57,B,D,E,B,45.19378744388714,79.9892135066317,1
26-35,US,37,D,D,C,A,-37.04491053796171,50.08820832066143,0
65+,India,31,C,D,B,D,196.75567001164697,74.51821891589812,0
65+,China,50,C,A,E,D,-109.82158356982761,12.36181086035955,0
51-65,Mexico,54,B,D,C,D,-48.126805769722914,39.65327587335592,0
26-35,Brazil,56,E,D,B,B,8.226329884265143,-81.4560259745094,0
26-35,India,40,C,C,C,B,93.99760622596322,-24.339942470840686,0
65+,Germany,75,E,E,E,B,173.70422807636788,88.48326560801576,0
65+,Mexico,46,D,E,D,D,-33.35474627640621,-174.52790255288738,0
65+,Brazil,77,E,A,D,C,-33.007527602588674,97.02141347649503,0
51-65,India,76,C,A,C,B,-75.98552434833778,157.55646845890735,1
65+,US,49,D,D,B,B,-28.752545966579223,152.48681366831903,1
51-65,India,27,D,A,E,C,84.41208509832028,-75.42835197849946,1
51-65,Other,36,C,A,C,E,-83.18119696222769,-133.26486681320642,1
26-35,Brazil,50,B,D,E,A,14.46104236455481,23.240974350851968,1
36-50,China,71,B,C,E,D,-45.4126614033145,2.3725821677205374,0
36-50,Germany,59,A,A,A,C,14.880938414947897,-28.911108806952857,1
36-50,UK,29,C,A,D,C,-192.96520281634338,35.4194551400017,1
18-25,Other,27,C,C,E,A,-217.78805742289987,-219.59830201595528,1
26-35,China,58,C,D,D,B,70.38650927721855,-90.78739422954688,1
26-35,Mexico,45,A,E,C,D,111.49465335505298,-111.86604624987031,1
26-35,Mexico,58,A,D,A,E,14.3957607011844,86.33703039888258,1
36-50,US,20,A,A,D,E,-49.868597345458795,112.300706194234,1
26-35,Other,55,B,C,B,A,-15.801380954767213,60.365730181253085,0
26-35,China,27,A,D,C,D,-148.10164647579583,-60.92468613043661,0
51-65,China,35,E,B,C,C,-38.80677175193104,-140.40667223466025,0
18-25,UK,28,C,C,E,E,-123.07340115853556,287.7048534780301,1
51-65,Other,56,E,D,A,B,-80.03200404689085,-119.09840487219716,1
36-50,China,29,E,E,B,C,113.86958547542807,-92.33550453762686,1
65+,US,47,B,C,E,E,-32.354288904024806,-80.15606354396125,0
18-25,Other,21,C,C,E,B,-17.700862356507567,-80.69395606812532,1
26-35,China,66,B,B,B,B,33.52314064152957,-55.436001291221096,0
51-65,China,77,B,B,D,D,-22.783308078510636,-64.17008297749955,1
18-25,Brazil,58,D,B,D,E,1.5677198414149889,98.03147222865846,0
26-35,Other,27,C,B,A,E,106.64551905661628,-136.53936839522797,1
26-35,Brazil,27,D,C,A,C,-24.153638876781226,-33.619761356017875,1
26-35,Mexico,64,A,C,A,D,31.471750629100008,42.82227909778506,0
36-50,Brazil,29,C,E,A,C,-19.33995515989136,-26.059307837932067,1
65+,China,72,A,C,C,D,129.22565052501022,-32.929801183294465,0
36-50,Brazil,23,D,E,D,E,56.462034191447884,135.3539160322298,0
65+,Mexico,44,E,E,A,A,-275.34641117083254,-23.932869040325564,0
36-50,Other,48,D,B,B,A,23.430575998581784,-18.809093312306672,1
51-65,Germany,31,B,D,A,C,80.01731382604606,3.863654959772215,0
51-65,Brazil,74,B,A,D,A,-1.8299186930604054,38.70610378145735,0
18-25,US,60,D,D,D,B,-196.75213769841884,-38.001504831321064,0
51-65,China,39,D,B,B,D,-78.03993354394888,39.267860895997856,1
65+,Brazil,19,E,B,D,B,76.90760037975627,14.261471017669821,0
26-35,Other,59,A,D,D,D,-207.2200778683142,-79.6002325271197,1
51-65,US,75,B,B,C,A,89.80769760427626,-70.40987878313999,0
65+,China,68,B,B,C,D,15.147712570074448,-2.1377454925333566,1
26-35,US,71,C,A,A,B,-195.34810688587478,-187.02500815514676,1
36-50,UK,57,B,A,B,C,-22.767204168291393,-170.63576229692467,1
26-35,China,67,B,E,C,E,-22.663981267818446,-101.76755407746671,0
18-25,UK,25,D,E,C,B,2.8428031720492677,83.74541531346806,1
36-50,UK,68,D,D,C,A,200.98174062081995,10.204228859865745,0
36-50,Other,29,D,D,D,D,171.70660862285175,90.42419710759897,1
18-25,Germany,53,E,A,C,D,16.811368519149855,29.162664402235155,0
26-35,Mexico,48,D,E,C,C,-80.57513411951066,68.46709442442545,0
51-65,Mexico,22,E,D,B,B,230.29158480916956,113.03236429981214,0
36-50,US,78,D,B,B,C,87.26472848656542,-7.958334670424548,1
18-25,India,28,C,E,A,B,89.72103287532332,-54.43937791808507,1
51-65,UK,55,E,A,D,B,20.902928483365383,-50.71322879066942,0
26-35,India,32,D,B,B,B,-11.036719178350124,37.53630876868104,1
18-25,Germany,29,A,C,B,A,-160.48083641902,199.58545755739786,0
51-65,Germany,68,B,D,C,E,197.3269232849191,-173.61693764529466,0
18-25,China,35,D,A,A,D,89.57925786180134,28.040039394018645,1
36-50,China,18,E,C,C,D,-27.004854977785186,10.711827001481124,0
36-50,China,64,B,B,D,A,10.211524877211435,-221.79192791685426,0
51-65,Germany,32,A,E,B,D,-5.024132235692094,-33.62076386713538,1
18-25,Mexico,67,A,C,D,D,59.240615720027144,-57.92152329707485,1
26-35,UK,61,B,E,B,E,-89.25891623953832,-75.97667928564799,1
36-50,Other,23,A,C,D,B,-41.12464886694605,160.30177865250664,1
18-25,US,49,C,A,E,B,-78.67012827209084,143.10840440168738,0
65+,UK,23,A,B,C,C,147.19072329437307,78.52670021715461,1
51-65,Germany,43,B,E,E,B,81.18585291873667,74.39299939938836,0
26-35,Mexico,40,E,C,D,E,-53.32564387978256,-20.353394540236945,1
36-50,India,56,A,A,A,A,219.44928239439022,132.94245791322706,1
36-50,US,54,E,A,D,A,-129.96696594706953,-147.89051111888153,1
65+,India,26,E,E,A,A,-22.70084424194108,-17.241474115158965,1
51-65,Germany,72,D,C,A,A,35.53383164643662,240.27973741382218,0
51-65,China,39,A,E,B,D,-154.01548410870035,-31.73469931923415,1
65+,Mexico,74,A,C,E,C,-65.02649410155156,-66.54369469771446,0
36-50,US,49,E,A,C,B,40.61907610230344,-22.144123598301963,0
26-35,Mexico,30,A,C,E,B,86.38855239698535,86.1708365974234,0
18-25,India,73,D,E,A,B,99.61496802588246,151.8543195596013,0
51-65,India,25,B,A,A,C,-201.70477172663598,25.313833691390776,0
51-65,UK,20,B,C,B,C,-89.8707620059891,-79.6665836020602,1
18-25,Brazil,41,B,C,E,B,69.22702068059284,48.687031360121594,0
18-25,US,49,E,D,B,E,10.205826349925259,141.1142838067265,0
36-50,Brazil,77,C,A,D,A,-107.41656228779406,-48.502896239634765,1
36-50,Other,39,C,E,E,C,123.81805268129695,15.171334483681157,0
36-50,Brazil,30,D,A,A,B,25.123487760807713,67.62408699744647,1
26-35,Mexico,54,A,B,D,A,19.648448089181876,6.431122569462394,0
36-50,UK,65,A,D,A,D,-193.42531007731017,1.310400647098592,0
26-35,UK,28,C,D,B,D,-21.837778521248268,192.32042701361786,0
65+,US,43,B,D,D,E,22.85067812257821,68.18367287419329,1
26-35,Germany,63,E,E,D,B,278.88807636924474,26.55749520457501,0
51-65,Brazil,67,B,A,B,B,-106.69261292269883,171.17486036532517,1
26-35,India,62,B,A,D,C,-16.96366018777167,205.15164005751737,0
51-65,Brazil,60,E,B,E,C,66.06236690352809,-134.0169028398844,0
65+,Mexico,34,D,A,B,B,-217.2657085811926,-91.64740696361878,0
65+,Other,43,E,D,A,A,30.072451668660904,3.367776226383421,0
36-50,India,57,A,E,D,A,73.64715217439081,23.67019323461569,1
26-35,UK,67,C,D,C,B,158.29741649267802,-24.671884607671963,1
65+,India,18,B,A,D,B,159.8957212874307,-51.478160719606855,0
18-25,Other,51,E,C,D,D,116.72159680989178,-13.019431583390576,0
18-25,Other,27,D,A,A,E,79.78485423429755,133.50927045278465,0
65+,Other,78,B,C,C,A,72.32736046189765,9.139461172846449,1
51-65,UK,61,D,B,A,A,-275.02966773779576,-20.814123403940535,1
36-50,China,69,B,A,E,D,81.59420494709445,-53.64823513487439,1
18-25,UK,19,E,D,B,C,119.98726296704673,103.08934185796743,0
18-25,US,65,B,B,E,B,-64.71838000811167,-10.169181863326465,0
18-25,India,28,B,A,A,D,-130.9135755203236,30.263317375959904,1
65+,China,21,D,E,E,E,39.90259134615757,-227.32412002437593,1
65+,Mexico,56,D,C,C,C,89.39109955073478,-18.001600536640012,0
36-50,US,25,C,B,E,E,-15.47204324996358,16.916971658778824,0
26-35,US,34,B,D,E,D,-137.16499825014822,-64.500484302925,0
18-25,UK,32,A,D,C,C,102.87963420748764,67.35227713564824,0
36-50,UK,52,A,C,A,D,132.8831887622268,-10.738299002339815,0
36-50,Other,64,A,A,D,B,152.85573858848917,97.51314192037428,1
18-25,US,66,C,D,D,D,100.59547094756284,-226.72069156431994,0
36-50,Other,32,D,B,E,A,-7.275260901021283,21.290352127131804,1
26-35,Germany,26,A,A,D,D,-32.89805547369162,125.18864817783597,1
18-25,Mexico,69,C,A,D,A,-90.54032387030153,35.53460777492422,1
65+,Other,41,E,A,C,A,43.22754265976567,-14.777892532327936,1
65+,India,75,E,A,C,A,118.48105325543166,68.66415698028489,1
26-35,Other,55,C,B,A,E,3.4913636781097117,72.27434898789144,1
65+,India,79,A,C,E,B,-42.49242075626135,-58.19131557119099,0
36-50,UK,47,B,B,D,E,-49.74844690923222,-113.72657299278819,0
65+,Brazil,66,B,E,C,A,48.34684706846648,168.32991405030714,0
18-25,US,63,A,B,B,B,-45.11995021092722,110.64101769313746,0
51-65,Germany,37,A,A,B,B,153.6134581778429,-34.78339092770806,0
36-50,UK,25,D,B,E,C,271.17723693224565,175.20743165932998,1
18-25,Mexico,51,A,C,A,B,94.21254828669302,-110.51922162052495,1
26-35,US,18,C,B,E,C,145.2948083589726,55.28462348154986,1
65+,Germany,32,E,C,D,A,69.50875734774884,-21.52766550126292,0
51-65,Germany,52,B,C,E,B,49.93868800693672,-0.9255947264116391,0
51-65,Other,58,B,E,D,E,99.73088769628134,-112.8101292333611,0
18-25,India,27,A,A,B,C,63.59129450998332,71.49345713186193,1
