orientation,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Bisexual,Hispanic,D,52.00368656298797,E,64.4934253652694,B,-128.2075306716373,E,1
Homosexual,African American,B,40.803736005754786,E,23.477648296477266,D,-41.179454199931676,B,1
Heterosexual,Hispanic,C,46.97815561997062,A,14.697648475545227,E,14.155443919741796,E,0
Bisexual,Asian,A,203.77480355781313,A,-26.505852304550125,D,17.710634506424565,E,0
Homosexual,African American,D,-35.62114730852943,C,33.98921895779345,A,6.548000538965574,A,0
Homosexual,White,C,-1.9378026578528118,A,-34.493058312432,E,187.63551071379646,A,1
Homosexual,Hispanic,D,68.20721223742751,D,77.64375035286665,C,-194.37862294057197,E,1
Heterosexual,Black,C,-26.528139232343733,C,-41.43189686111801,D,-0.14273674584860965,C,0
Heterosexual,Hispanic,E,183.18060328961266,A,149.8456621668005,E,153.4111325981271,C,0
Homosexual,African American,B,86.77541727502934,C,1.486955108349333,C,-2.229260836136496,A,0
Bisexual,Other,D,24.129053233234952,E,13.875558483565312,A,-17.062839814449028,E,0
Bisexual,African American,A,164.95308514192843,D,-73.85714945307129,D,-123.63531827223535,E,0
Bisexual,Asian,C,32.46465915720116,B,-109.74158053423582,B,25.413216240501274,E,1
Bisexual,Hispanic,D,-3.2700544556666586,E,78.93125871315624,D,-43.346176341154276,B,0
Heterosexual,African American,D,-76.11252202112667,D,67.78233375643559,B,-290.4100872729611,D,0
Heterosexual,White,B,0.8193018404858844,A,-81.0883636355569,E,-31.304657457192846,C,1
Bisexual,Hispanic,D,-59.81673932857756,A,96.0647333033244,B,-28.919938047619414,E,1
Homosexual,Asian,B,-79.08162800242997,D,-226.92321588551349,B,-166.97909475108412,B,0
Heterosexual,African American,B,-38.75028239055499,C,-26.390759514707344,C,24.823230418213072,D,1
Heterosexual,Hispanic,D,65.77579971916165,D,-86.43004326932176,B,-134.94242101125243,D,1
Other,White,D,27.531884745938463,A,-50.811498130461906,B,75.83978569531436,A,0
Bisexual,Hispanic,A,-95.51758283035633,C,-74.98206716907904,D,130.03663742051108,C,0
Homosexual,Asian,A,-134.6562059950112,E,-193.94476961934944,E,150.75687459870124,E,0
Other,Hispanic,B,105.95022028140512,C,98.26498043825124,B,23.944576130434587,E,1
Heterosexual,Other,A,-146.72996688251712,E,-13.486613794239805,D,-6.400441112974112,E,1
Heterosexual,African American,D,-61.739918476494125,D,-37.129896438791036,E,-64.20824281654801,C,0
Homosexual,White,C,91.30102451312266,C,86.93832383025412,D,-101.9879499171527,C,1
Bisexual,Black,D,-56.208667239386976,C,162.47649538728018,A,-16.880677930487238,C,0
Homosexual,White,A,-44.85036254782817,B,-59.136341689432356,B,140.77362816097815,E,1
Heterosexual,White,E,-98.38973804001536,B,3.835065607197099,E,-58.74278195367085,A,0
Bisexual,Black,B,63.430720701106004,D,-154.80621551801448,E,37.87102858974866,E,1
Homosexual,Asian,D,78.15783709982449,C,-153.318519571416,C,-46.21032506821374,D,0
Homosexual,Asian,E,-5.696746239394766,A,-51.59544372133882,C,-76.16944171071562,A,0
Heterosexual,Black,A,17.982090704617406,D,-13.172119704500915,B,90.21711177489729,A,1
Heterosexual,White,C,-97.90296750357163,D,-80.03753256180516,B,106.99264400607527,A,0
Bisexual,African American,D,104.44296524632193,E,138.88836341910508,E,-314.74166673798004,B,0
Homosexual,Asian,C,93.11029909315307,D,-4.94374710131307,A,7.578346646681841,A,0
Other,Other,B,-44.45905571429012,A,-22.512159174524417,C,-56.342557673895996,A,1
Bisexual,Black,D,62.39223655310426,D,116.72467528334155,C,-52.40138656955856,A,1
Heterosexual,Other,B,255.90557678527836,E,23.92638322596636,D,64.23228946074472,B,1
Other,Black,B,0.67257685780765,B,135.56683871662622,E,-27.960000803247848,E,1
Homosexual,Hispanic,B,91.52075092251802,E,56.8254593187463,A,-31.73450404775396,C,0
Heterosexual,White,A,233.72701196897071,E,-257.6508003267294,D,-7.828395829672566,B,0
Other,Hispanic,C,32.00624100839788,B,134.0138493393212,E,23.100283100952836,B,0
Bisexual,African American,A,-50.20686987694091,E,77.55987642126799,E,144.16215864818312,D,0
Bisexual,Hispanic,D,-134.18983445022207,D,134.14089598343512,C,0.7631288870841233,D,1
Homosexual,Other,A,248.62118649453282,A,57.43470215819665,E,145.84241824086476,D,1
Homosexual,African American,C,-226.7442619392046,D,-121.9136655065206,C,2.034199621012115,E,0
Bisexual,Hispanic,C,-254.20783009065832,C,-37.20761658701898,C,20.457215363688498,E,0
Other,Black,E,-98.64110890133135,C,-14.453916493418967,E,-146.65067651480229,A,0
Homosexual,Asian,E,-105.67452049081759,B,-144.60163383333057,C,49.476826592880336,B,0
Heterosexual,Other,D,-76.0342865121339,E,30.44096720694232,B,57.575817534077125,A,1
Other,Hispanic,E,-37.335329325063036,D,-24.273660795214514,C,-100.50556824003074,A,0
Other,African American,B,-16.567078794310113,A,-247.21316321829855,D,52.85828578175159,C,0
Heterosexual,Other,C,41.177560803718265,E,85.86573719311029,A,-156.06718826496441,B,1
Other,Black,C,-86.853773596609,A,101.68284815143735,E,8.798041049712443,E,0
Bisexual,African American,E,109.12866694232879,D,-0.6301959832110104,D,-97.00232502049695,B,0
Other,Asian,D,29.799953164759362,E,133.77180856827837,C,-175.8146902508112,B,1
Homosexual,Black,E,103.92621555403272,D,86.98090440549451,A,-39.669969435693574,E,0
Other,African American,C,163.37432716263973,B,-29.949012025498146,C,123.07790312151252,B,1
Heterosexual,Asian,B,-105.22728760698766,A,86.46359816285084,E,-22.48576889034803,E,0
Heterosexual,White,B,-82.13558136012128,D,-0.3194090173912342,B,-64.87573039003422,B,1
Other,African American,A,-155.23664570978048,E,55.60121552853048,B,-93.89873071805395,A,0
Heterosexual,Black,B,83.65486371308818,C,-59.36752146110528,D,-128.5227233287108,D,0
Heterosexual,Hispanic,E,113.28355810321973,D,51.957142510491195,E,243.53565027938643,A,0
Homosexual,White,A,36.17885569935092,A,109.8914280282947,B,58.32491597646455,D,1
Homosexual,Other,B,7.478199737637499,E,37.67234269026904,B,53.91245992679408,A,0
Bisexual,Asian,D,-141.03047078263697,E,142.85591869471992,B,-58.37295733875082,E,0
Other,African American,A,66.52179075727241,E,-14.076513313030778,D,69.72677469736453,E,1
Heterosexual,White,E,-103.22828216963143,D,-137.3550128102807,A,6.005293482939318,A,1
Other,African American,E,195.78186555064391,E,126.34880348116084,D,-109.04777664487999,B,0
Bisexual,Asian,E,-114.84726219170791,B,145.23439818584103,D,-42.87676882496071,C,0
Heterosexual,Hispanic,A,160.65250880948125,C,-58.62324803857021,D,-171.35717728438945,A,1
Heterosexual,Hispanic,C,-96.34790853221472,D,107.04883769658676,A,52.9383323782776,D,1
Heterosexual,Hispanic,C,67.59833428922686,C,80.48042348171258,E,-218.48376248927246,C,1
Other,White,D,158.646925743569,C,196.97667762044483,E,24.97609131561878,B,1
Bisexual,Other,A,-6.143952100971417,D,68.89684448845836,B,0.20364477045141358,E,0
Homosexual,Other,C,-17.049957421180594,D,-119.27869827563802,D,-35.372103449115784,B,0
Homosexual,African American,B,193.06279755755335,D,-79.74764151234629,A,24.450648739893623,B,1
Homosexual,White,D,-28.08729888660037,A,58.41755284828854,E,125.78160011577086,D,1
Homosexual,African American,E,-47.49107965444497,E,55.55547706494293,C,-138.7898663501828,D,0
Other,Hispanic,E,-24.614008266825817,E,-8.958130289767054,A,-43.40199481396502,A,0
Homosexual,Black,D,-199.09458363446416,E,161.25080396433583,B,35.812990068498856,B,1
Bisexual,African American,E,-85.83500547854563,A,5.218312650307658,B,-112.48853797192757,D,0
Bisexual,Hispanic,D,-155.7478466331773,A,-240.6867734496772,C,48.57427700191406,C,0
Other,White,B,76.60500812473813,A,159.55425569409024,B,-123.42953525006817,D,0
Bisexual,Black,C,-150.74058064048782,E,59.694622485549864,D,-12.62419376622334,D,0
Homosexual,Other,E,-52.410155689865825,E,21.226262521436404,C,82.52379912236704,E,0
Heterosexual,African American,C,-60.57142908638039,D,-40.8407771366185,E,-195.29618462308542,B,1
Other,Hispanic,B,231.07330961578216,C,157.29627108799588,E,9.226333392270421,C,1
Other,Black,C,-14.033411359044917,B,112.76775220741713,C,34.76076108223755,E,0
Other,Hispanic,B,43.59215519877129,D,-107.32196742949081,B,9.605402715850024,B,1
Other,Black,E,-45.59569992905186,B,-184.7356492124617,E,66.82884387373306,B,1
Heterosexual,Hispanic,A,148.7194260498034,C,-130.78630984358136,E,-69.11059772823813,C,0
Homosexual,White,B,70.10168828294326,C,-45.111599867148236,C,137.75386961364288,D,1
Bisexual,White,B,50.445510415292446,E,-26.718622756530618,C,14.070111328667098,A,0
Homosexual,White,D,58.82011954711134,C,-70.72408952639256,A,48.44716953643462,E,0
Bisexual,Other,D,-43.32721496386521,A,2.6339749285467877,A,41.56336289628071,B,1
Homosexual,African American,C,19.854798368680772,B,-10.484820928551276,C,139.391650185214,E,0
Homosexual,Asian,D,29.429655561775842,C,-39.18258248300581,C,95.14247603983883,A,0
Bisexual,White,A,112.93661824886053,A,-68.08246196160309,B,402.30531837265244,E,0
Homosexual,Hispanic,D,105.10956920379772,A,-73.78982387485812,E,-113.75202193011336,E,0
Bisexual,African American,C,-2.012644426061495,B,3.09756238600835,D,79.94433913425036,A,0
Homosexual,White,B,-47.25719317030509,A,53.54802210191308,E,-167.08141559057296,A,0
Other,Hispanic,C,72.1494917036302,A,-124.4974184897939,C,8.682962822125019,D,1
Heterosexual,Asian,E,-68.31317290965875,E,-109.75130346593637,E,-109.41489910601341,A,1
Other,Other,E,-9.12947321789405,E,55.21870424916627,C,153.67283077028065,A,0
Bisexual,African American,E,-68.95815739321247,D,-75.10733012362188,E,11.139080321539748,C,0
Other,African American,B,-149.05810808126873,A,-142.84605169757708,E,-251.21290753555928,D,1
Other,White,D,151.05869175524032,D,-65.04270693033104,D,-13.088133579710078,A,1
Heterosexual,Other,B,-72.39696445358483,B,27.767715867690995,C,17.788144197947553,D,0
Bisexual,Other,C,-36.56644058978467,D,-21.507130615900042,E,2.230896542050807,B,1
Heterosexual,Other,B,49.20693112753657,B,-30.18751384723573,A,-15.61234694832515,D,1
Other,Asian,B,102.68673334223833,C,103.89566111041543,D,-127.07347866137277,C,1
Heterosexual,Black,B,-69.11385302424775,D,-118.51466167884846,A,-123.59249616936907,E,1
Bisexual,Black,A,-65.4603700889649,C,181.52075856773288,B,133.45175346409914,B,0
Homosexual,Hispanic,D,-163.4793338752409,B,-126.81306291155146,B,193.3810055281963,E,0
Other,Black,B,47.88350640575113,A,-26.409674882777047,D,-36.72870690353251,C,1
Bisexual,African American,A,-43.945856692379856,A,-4.681058120601237,C,-67.4653445006285,A,0
Other,White,B,-104.21953431270352,E,-20.62693656738828,A,52.49023909334355,B,0
Bisexual,Other,D,-63.96225827087312,B,26.877458076193996,B,-186.05666856031982,D,0
Homosexual,Hispanic,D,82.53362658928968,B,-3.4706610815941166,B,45.06170398449177,A,0
Heterosexual,African American,D,-30.47116353879372,E,-96.75457297257405,E,-165.89394244805052,B,0
Homosexual,Other,B,111.52941933377637,D,-88.94311878481817,E,95.74240324359347,D,0
Homosexual,Other,D,-58.08978824058515,A,-110.69301766202064,C,18.79284489136392,B,1
Other,White,C,-8.222854407866976,E,-111.71421581778831,B,5.771268113469857,E,1
Homosexual,Asian,A,177.4352124468395,D,-127.0411202174348,D,-19.054446743819646,E,0
Homosexual,Other,B,25.218271621236298,C,57.58985517529428,E,94.58813190687626,D,1
Other,Black,E,28.93018277726553,B,190.30473672822274,A,43.10349122671702,C,0
Other,Hispanic,C,-134.61636812988937,C,-176.17621395163863,D,-95.42366272194668,E,1
Homosexual,Other,B,-4.396163001862153,D,26.013704801845517,E,97.23533257347238,A,1
Bisexual,Other,D,-29.77956586339228,C,73.51229929040272,C,-149.6539444516238,C,0
Homosexual,Other,B,-77.93010009545438,A,-54.556018588329046,E,-122.81659440604227,A,1
Other,African American,B,47.61310074006369,E,126.5010383162765,D,-40.72643229313616,D,0
Bisexual,Other,B,84.5503309240224,C,-15.291585946531667,E,-12.830542219293525,B,0
Homosexual,African American,E,40.94629831343099,C,-27.282068676289263,C,92.31690059364095,E,1
Other,White,B,-77.10842056949653,C,45.871564941019464,D,-69.77740208009851,D,1
Heterosexual,African American,D,7.724688961555266,B,136.1599563069347,B,164.72097151073186,A,1
Heterosexual,Hispanic,D,17.740566813347225,E,-52.25381565984855,E,-37.925368729450504,A,0
Heterosexual,Black,D,-0.6918730887048844,C,-92.8671109738332,E,-101.31469249954507,B,0
Bisexual,Black,B,-34.01187373450974,C,8.552871894239015,E,58.611131542645204,B,0
Bisexual,Hispanic,B,114.8478708475069,A,26.226515063823847,E,-28.472005986755,B,0
Homosexual,African American,B,-9.334127535059872,B,119.50766847956697,B,118.704511132232,E,0
Heterosexual,White,A,-129.26374216849757,D,-30.163181659939664,D,88.57049742375015,E,0
Heterosexual,Hispanic,C,-223.18854185762413,D,2.6710430934340703,C,183.07054812195773,D,0
Other,African American,E,-62.736603496250474,C,84.26658499736585,B,104.92009529258685,E,1
Bisexual,African American,B,9.684635729132953,B,149.5686480422039,C,-48.60177387150945,C,0
Heterosexual,Other,C,-23.028934318183328,A,-226.6396113713559,A,-18.838258495842815,A,1
Other,White,A,12.559489015990177,E,-96.37329279524668,E,-90.78389437937291,C,1
Bisexual,White,A,0.6241493061428334,A,20.465060297765596,A,33.85651558254938,D,1
Homosexual,White,C,-44.42272737191828,A,-161.0933120191337,B,-199.65267628430502,E,1
Other,Hispanic,E,146.0178340200265,C,79.65804244995137,C,-242.26459442495377,A,1
Homosexual,White,B,-81.9097546866,C,-66.76869624124475,A,61.712995820208846,E,1
Other,Other,A,56.4432579215236,E,95.58301323660343,E,-135.32868798790506,E,1
Heterosexual,Other,A,-120.3624143004115,B,94.63095205064252,E,-205.9663059752046,A,1
Bisexual,African American,D,-129.61374905833048,D,-160.51622236511568,A,151.3454738077828,C,1
Homosexual,White,A,-87.11492561212503,C,105.955447666489,E,-62.44648631630144,C,1
Bisexual,Hispanic,B,129.88575629727893,D,-58.91128829919749,C,-16.750319926274347,E,1
Heterosexual,African American,A,125.70614185129551,E,-3.5915982948673717,A,-24.830741961933377,B,0
Heterosexual,Hispanic,E,206.77280342691216,B,22.502954237063026,A,100.641337607398,B,1
Heterosexual,Hispanic,C,-109.91711075980581,D,179.2270376162969,B,29.086209216230387,B,1
Bisexual,Hispanic,D,-77.83912781106301,E,-1.687865386867439,C,-53.080976095012076,D,1
Other,Asian,E,72.80580732104403,D,-18.55672080528916,D,4.205691146455035,E,1
Homosexual,White,D,64.75879254243789,D,-39.666272779895934,E,-134.04456199311676,C,1
Homosexual,Hispanic,B,-153.24166998219746,C,-167.57215131235537,E,-71.77810003419239,E,1
Other,Black,E,38.51915580404529,C,6.134590963401132,B,-16.718477070661407,E,1
Heterosexual,White,B,-96.29512944036036,E,-146.40735440400536,B,71.18750403799733,A,1
Other,White,A,-8.727947713469527,D,41.71118597078064,E,67.6641427182092,A,0
Other,Asian,E,-92.52085620325865,C,27.79624813398238,C,61.352281048767765,D,0
Other,Black,B,-11.666680998644328,C,-14.739157505419684,A,71.70189186892557,C,0
Homosexual,Asian,B,-14.633283512455833,B,-38.21133566193035,B,-22.101979084100197,E,1
Bisexual,African American,A,-146.50149030608256,C,-50.48343297236543,C,23.519740065044953,B,0
Homosexual,Hispanic,B,-13.72733418821145,C,-32.42944690745567,C,-120.35363688393386,C,0
Heterosexual,White,A,14.21955068355162,A,-16.001766860993214,D,-20.859869487364023,B,1
Homosexual,Other,A,-56.29215528649761,E,13.989365761502118,C,68.94160541443057,B,1
Homosexual,Black,E,-63.83885084671693,E,-155.76958544889538,C,-124.25331694041984,C,0
Homosexual,African American,C,-78.11328440542866,C,-78.15731169202354,C,-16.017903025081985,C,0
Other,Hispanic,B,-103.80865064859532,D,17.418194686096736,A,241.74808193598244,D,1
Other,Asian,A,91.84035844017306,D,-124.94762988044579,D,-29.130175998695485,E,0
Heterosexual,Other,D,96.94277359253208,B,39.48875821131301,C,63.23269751896464,B,0
Heterosexual,Asian,A,0.14351638144491338,C,-29.782784581319156,B,-29.869729382802863,E,0
Bisexual,Hispanic,E,55.41775868851333,B,37.8081905599045,B,-125.7802295758828,B,1
Homosexual,Other,D,-4.098334870234598,C,-77.30935922935785,E,44.51127817407416,C,1
Bisexual,White,E,-122.01781499589914,D,-69.30756916540332,B,-93.91608739910028,C,1
Homosexual,Other,B,40.7880666518742,A,3.277732422604058,A,176.85609290902977,B,0
Heterosexual,Black,E,98.88782106946678,A,-30.19944480046211,A,31.340351741208867,C,0
Heterosexual,Hispanic,B,298.3409713793921,E,-45.806678161979356,C,-42.772947476563736,B,0
Heterosexual,African American,E,106.54935070672443,B,-34.27116230788869,E,78.87392338201091,E,0
Other,African American,C,-89.56354482638385,A,-66.32304273860667,E,-171.79378840707946,B,0
Other,White,D,65.94811855556483,B,-171.23741078262302,C,56.318794140629755,D,1
Other,White,B,-16.59109542939376,C,-22.841546321367296,E,82.67351831983808,C,1
Homosexual,White,B,-53.63907174419609,A,-50.383071623620246,B,-13.92228833309882,E,1
Homosexual,Other,D,-24.277726631730587,C,-214.40058394569638,B,66.55289478003078,C,1
Other,African American,C,23.37986334599079,E,36.974949974921394,C,-34.03462498883548,C,1
Other,Asian,D,-29.23574454445128,B,174.55971248430552,E,-159.87696999422707,B,1
Bisexual,Hispanic,A,-114.73107857822271,C,16.656633193335608,A,221.76359843764786,C,0
Homosexual,Black,A,-34.63984138998482,B,-20.458320032374612,D,-44.86110264420303,A,1
Other,Asian,A,118.86369606095948,B,-91.25720112592165,E,-28.714578106865407,E,1
Heterosexual,Asian,D,107.22573493478443,A,81.17601828613357,B,-38.5186165822849,E,0
Homosexual,Black,E,-116.37979454248718,A,-53.691220261199604,D,225.6325061295663,E,1
Heterosexual,Other,B,-13.748424204838338,B,-99.83745498462278,A,-164.72476424686909,C,0
Bisexual,Black,D,118.14561700101459,C,-241.9274030544409,B,-59.11011762380481,D,0
Heterosexual,Asian,A,102.54301888562179,D,-164.88671918120417,E,-140.30916926128717,D,0
Heterosexual,Asian,D,-62.76372381346375,A,-10.074434696767973,E,109.99445027261908,B,1
Other,African American,D,182.46788089354513,C,-116.56152551274992,D,64.87328890390006,C,0
Heterosexual,Asian,B,-33.10407662357533,A,-72.2084169051918,E,-20.420960852674018,C,0
Heterosexual,Asian,E,-113.83803660076062,D,61.385682637234936,C,-35.46535041160818,E,1
Bisexual,Black,D,-123.23446205983227,A,-120.78150011268683,D,-3.316286798515464,C,0
Bisexual,Asian,E,73.85957142301832,D,62.168610847503544,B,18.466836169032458,D,0
Bisexual,African American,C,-52.828273836929085,D,133.94408019994216,A,74.3132588375821,A,0
Heterosexual,African American,D,20.88595348198002,E,31.191568410830627,D,-83.5471519124202,C,0
Homosexual,White,C,136.15645427333178,C,-16.726021233169785,C,133.5990253364321,D,0
Other,Hispanic,C,151.56628268138675,A,16.93226466184388,C,-79.30494539124919,B,1
Homosexual,Hispanic,A,-104.82008497331883,E,-105.36988684708986,B,-66.27161539193872,C,0
Homosexual,Asian,E,-75.69481898606281,A,-21.577336657795726,E,-90.43566633456915,E,0
Bisexual,White,B,29.361398625881506,E,104.98764699758489,D,-88.20023428395494,D,1
Other,Other,A,27.57914037218133,E,-87.88937498886013,C,117.89816542781757,E,1
