veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Non-Veteran,131.48617408087168,E,109.41338947263586,C,70.11359524190418,E,C,C,C,B,C,1
Yes,50.43282640992134,D,33.19878160809897,D,-110.06727073860549,A,E,C,D,E,A,1
No,118.74974661852788,A,9.018591457792875,A,15.050581817738149,C,B,E,E,E,C,1
Yes,-29.084165670306582,B,-162.0211559261465,B,94.16257512904261,A,C,C,D,E,E,1
Veteran,-164.107077953852,B,65.78976696338562,D,-19.43844707175159,B,C,C,E,E,B,0
Veteran,37.30530632012186,E,101.18045827578537,C,-20.752457942116664,C,A,E,D,C,D,1
Veteran,-10.969709380287314,B,-92.10466304042714,D,-45.97446743533981,A,D,D,B,E,A,1
Yes,33.144416932636176,E,-23.143616669288786,D,-13.405366154529366,A,B,C,E,E,D,1
Non-Veteran,-57.48741898085835,E,127.36587008985141,D,51.83984639633593,B,D,A,A,E,C,1
Yes,31.443544912456755,D,-120.95006281840502,C,-132.69819703625197,E,D,E,B,D,E,0
Veteran,-22.218871022240066,D,230.70912512171802,C,-15.995786338075488,C,E,B,E,C,B,0
Non-Veteran,137.7970133746661,B,-59.454016315433364,B,40.914694287871306,A,E,A,D,C,B,1
Yes,8.719301033800072,C,28.45030271533242,B,-75.75237898508547,E,E,D,C,B,D,0
Non-Veteran,-223.7351689951062,C,-61.26785109899184,C,-74.5091973221289,C,E,B,A,D,C,0
Veteran,-14.318079899824717,B,-78.40241774357295,E,-53.76886194678141,E,D,E,E,E,C,1
Yes,26.529763578548504,C,-26.410348753205465,B,100.60209241472135,C,E,D,D,C,E,1
Veteran,23.790501856602145,B,-37.051379300814354,B,-0.39554281629578736,D,A,C,B,D,D,0
Veteran,-69.37964132776901,A,-79.42623095790901,B,153.21692830269185,B,B,A,D,B,B,0
Non-Veteran,106.68096079254215,E,-14.760047228859069,D,80.1464261149957,D,E,C,B,C,C,1
Veteran,-75.29753599363693,C,148.49103662845542,B,-28.131943211926973,C,D,D,A,A,E,0
Non-Veteran,-7.036745485839825,B,-0.8490003847204503,A,84.22231368073066,E,D,B,C,A,B,0
Yes,-22.10659489782725,D,-149.2669294276336,A,59.35117789573836,D,E,A,A,E,E,1
Non-Veteran,-100.9008738188594,D,-143.80000656244988,D,240.05713137697788,A,C,B,E,E,B,0
Non-Veteran,49.396012352028826,C,120.16257398773985,D,-87.76662096734718,D,D,E,E,D,A,0
No,-22.421860082550154,A,153.4578139933835,E,-113.64407915966413,A,C,C,C,A,C,1
Yes,-7.811488000615628,B,37.311094751216004,C,231.24227279522822,C,D,C,A,D,C,0
No,159.8442303987068,A,-90.401151456342,C,8.777550217308912,D,E,C,A,A,D,1
No,-47.808402074692445,B,-136.4289927891922,A,-32.190181947746886,D,B,A,C,A,D,1
Yes,83.71285283026666,C,126.28026344087363,D,-155.62654311280957,A,C,A,E,B,A,0
Yes,-33.12022631175353,E,-142.19977665532474,B,92.45384693618,C,E,E,B,A,C,0
Yes,-43.813790823618994,C,-34.207571010563335,D,55.13632906203836,C,B,B,A,B,C,1
No,-98.59053939695923,C,18.99612147015331,A,-159.7495646815108,D,C,E,B,D,B,1
Veteran,223.02983174097992,B,-33.56749358789481,B,-158.5057662528137,E,E,D,B,D,C,0
No,55.84035269961349,D,-26.765330982694397,B,86.19795436479791,D,C,B,C,B,C,0
Yes,-71.1613398718514,A,-77.11551687182117,A,-12.648226384886055,D,D,B,C,E,D,1
Veteran,-79.5909677108505,D,-28.884195597721213,B,117.61401553602849,B,C,D,D,D,C,1
Veteran,34.04042704201638,A,-66.31932016259334,D,-221.5212243208132,C,A,D,B,B,E,1
Non-Veteran,50.227254207560655,E,-8.825433191050406,B,3.0203154064578173,A,E,D,C,C,C,1
No,-52.3179299535655,B,-66.78257483621347,B,39.75903987318834,E,D,C,E,D,D,1
Veteran,-152.96759502093857,C,50.1624397691511,E,24.53006876186284,C,A,A,D,B,C,1
Yes,42.05945071676989,B,54.728068529202865,B,-94.83437223659207,E,C,E,B,D,C,0
Yes,2.024431221435299,C,141.60162589281802,B,131.89572064190455,E,D,C,B,A,A,0
Yes,67.49791510081018,C,-48.96893223237866,B,-88.31158051153672,E,E,C,B,C,D,1
Veteran,117.22519913527907,C,10.406582101117996,B,122.05636083206632,A,C,B,A,E,C,1
No,67.79268449289854,E,-136.65077281828823,C,1.4433242057713436,C,E,C,E,D,D,0
Non-Veteran,-38.862025255004994,D,-54.16057385863444,A,170.5376386637206,C,D,A,A,E,C,0
Non-Veteran,14.416912834199655,A,-73.65584789886059,D,-68.39467890170046,B,D,D,B,A,C,0
No,3.901671135334876,C,-185.80348430240585,D,-67.74686334662792,C,D,C,E,D,C,1
Non-Veteran,111.60786683143846,D,-27.538356207122234,A,9.753802228489914,D,B,E,B,B,D,1
No,58.243788150843855,E,86.9323029325429,D,-67.71478125732492,C,E,A,A,A,E,1
No,-2.771361710771558,D,158.1704578611314,A,0.47563913495756605,E,D,D,A,D,E,0
Veteran,14.001215980843595,B,55.35234274786913,E,-6.893606115987564,D,D,A,C,D,B,1
Yes,-75.96300808158244,D,-21.92642433908731,B,38.726458626287936,E,E,A,A,E,C,0
Yes,-180.3600914049431,A,-138.25697169930996,E,-5.186943892756035,E,A,B,E,D,A,1
Yes,-144.513624412903,C,53.88710813043427,B,-52.19303831385472,E,A,C,A,C,A,1
No,-140.9107822946106,B,62.30272369801695,B,51.52176886834495,C,D,C,D,D,D,1
Yes,-18.633719614401972,A,74.43254951177816,A,89.90082880767328,D,E,B,C,B,D,0
Yes,-8.228495405533167,C,153.78103049656494,C,-171.8552755766805,D,D,E,B,E,B,1
Yes,-54.20689572469081,C,22.243780890339167,D,-0.5664429919823294,B,A,D,A,D,A,1
Veteran,-212.46711794966106,D,-20.642271868936962,B,-29.08145857734518,E,A,A,A,E,B,1
Yes,100.41536835197533,D,-73.00627403276724,A,81.57821501989329,C,A,D,C,A,A,0
Veteran,100.3156763004998,B,-232.83785551615418,C,-84.71303673384861,C,B,A,C,A,A,0
Non-Veteran,68.6956828167245,D,142.06521789129067,B,-25.787347497712744,E,A,C,E,A,D,0
Veteran,-38.15217539207291,A,4.782970126117593,E,86.93013561177506,B,E,D,A,C,B,1
Yes,-106.28982086619527,E,-13.358577546211809,B,-49.217368469431605,C,B,C,E,A,E,0
Veteran,-70.04051358207163,B,126.85277569262803,B,155.03859859027403,B,A,D,C,A,A,1
Non-Veteran,9.44994146332402,E,182.6459255665633,C,-70.40430337683652,C,A,A,D,E,E,0
No,66.07110824007725,E,233.5351709146043,B,129.86543557646414,C,C,D,B,A,D,0
Non-Veteran,-23.94372268770053,E,-72.02897222561116,B,77.85953586822855,E,B,E,B,E,C,0
No,-72.77964451827586,D,53.18654829270739,C,-181.16074239950163,D,A,E,E,B,A,0
Yes,-22.789716439835342,E,81.18776027183353,C,106.67902685387757,D,C,C,C,C,B,0
Veteran,-59.5065188903052,D,41.28767674864695,E,66.46991284108768,B,C,D,A,B,B,1
Yes,-22.660957232544934,E,-145.55205872320983,A,30.64331538097087,E,A,D,C,C,E,1
No,15.624962387195811,E,-34.930308829977214,B,11.204707409290306,B,D,C,B,B,E,0
No,-83.34397309053229,A,-66.43282334391165,D,-128.2928115146447,C,D,B,E,C,E,1
Non-Veteran,-35.63850947586228,B,-14.815647156321774,C,-156.95235723123946,D,D,C,D,D,A,0
Veteran,-78.95935782640065,E,-247.25254647611953,D,-83.821498436946,B,E,B,B,C,C,1
Yes,118.35884273180197,C,54.8488182923348,C,-32.189454022671974,D,E,C,B,A,D,0
Veteran,85.13143657297644,E,-97.57129726940732,B,83.70074090919188,E,B,E,E,A,A,1
Yes,-24.75430526820133,B,-92.30597310572072,E,-71.52212880040312,A,C,B,B,B,A,1
Non-Veteran,-92.97289917446668,B,-102.50436144795829,D,-30.790967742936186,E,E,D,C,C,D,1
Non-Veteran,47.62715048532754,C,119.03948044966926,B,124.38550054388364,D,D,E,B,C,C,1
Veteran,98.29125697572333,E,-116.87287094734327,C,-143.0953012774534,A,D,B,A,D,E,0
Non-Veteran,-54.37777079280784,A,-13.925442170265864,C,47.4134828782245,C,E,E,A,B,D,1
No,4.586636507655287,C,79.79627457060838,D,-61.561001712230535,D,A,A,D,D,C,1
Veteran,-78.15271246529282,B,2.2500423984087194,A,78.16350205180976,A,B,A,A,B,B,1
Yes,-24.2269806850721,B,-77.86243581441455,D,64.87816251224191,A,B,B,D,E,B,0
Yes,-44.633748514877894,A,-89.08203640376952,A,115.28436739309791,A,C,D,D,E,A,0
Veteran,37.55160233444306,D,97.49927688403378,A,154.47946212466937,B,D,B,B,C,C,0
Veteran,210.24547110617235,B,20.633289013836393,D,-37.07603308447667,E,C,B,D,D,B,1
Yes,33.88465462968257,E,226.63118423747343,A,-37.39856788567712,C,B,A,C,B,A,0
Yes,72.6835839075054,B,-49.458866846609745,B,-107.63569617154927,D,D,A,D,E,A,0
Yes,-84.82596495841725,B,-23.568714223100777,B,-180.25922153042245,C,B,B,B,C,A,0
Yes,50.050726020429146,B,107.50325358051182,E,78.86034559827463,C,E,A,D,B,E,0
Veteran,43.28818396288809,B,-72.49479785774842,D,90.49426256972754,C,E,D,D,D,D,0
Yes,-87.24403912146495,D,87.42958222658784,D,113.82490683348314,E,C,E,E,B,B,1
Non-Veteran,-48.50858312887013,C,-31.52112864991516,E,-80.05201486570478,B,A,E,D,B,D,1
Veteran,47.28201466983434,E,-87.55558009848234,A,48.966013626038574,B,A,B,A,D,D,0
No,139.63761624000435,A,125.65649236062819,A,-37.940766376496114,E,E,A,B,D,A,0
Veteran,177.74434984423192,D,0.33582600695436243,D,11.363182920480336,E,E,A,A,B,B,0
Yes,32.48314172367387,A,109.32157327250165,C,-62.3304938059568,D,A,A,E,B,D,0
Non-Veteran,-130.24428151962326,E,82.92833240033721,D,122.62023925907171,C,C,B,B,B,E,1
Non-Veteran,-23.39715219550136,C,-58.81909883149569,C,65.91920490063077,C,C,E,D,E,D,0
Veteran,223.03426191868724,C,52.21570051968041,C,185.08221707579048,B,D,D,D,B,B,1
Non-Veteran,-94.5138260892634,E,169.237257131704,C,-4.020819050696035,C,D,A,B,D,A,0
No,-88.44826630963445,D,94.48981986798289,E,149.3752552337762,D,B,D,E,A,B,0
Non-Veteran,-101.4712085869556,A,17.652185812724454,A,115.12017257964186,C,B,B,A,D,C,1
Veteran,118.70181146543575,B,36.774217247235725,C,7.0446074505614495,E,D,C,E,E,E,0
Veteran,49.1495666170961,E,138.76472341225104,D,-118.60900441444169,A,D,C,C,E,E,1
Non-Veteran,2.082356449502811,C,37.145226680080505,D,-106.83942322588078,E,B,D,A,C,D,0
Veteran,22.104236774798082,B,79.84172263675563,A,97.77542763518944,D,B,E,E,A,C,1
No,104.51951887859794,E,82.20618157360859,D,253.0077067334811,B,C,B,B,A,E,1
Yes,-34.68744983925738,A,81.93062385718993,B,66.91252959172454,A,D,E,E,B,B,1
Non-Veteran,62.86819236916688,B,-231.7067923442126,B,134.33224078802613,E,E,A,E,D,C,1
Non-Veteran,-7.651543516925455,A,12.487515877937112,A,12.356908381620645,C,B,D,A,C,B,1
Non-Veteran,34.391201816982495,A,71.82206497692903,D,-28.140762782563005,B,B,A,B,B,C,0
Veteran,3.601478572782736,D,-17.415739214989397,C,-70.91745713366903,E,B,D,E,A,D,0
Non-Veteran,-135.50511089287457,B,-39.808840371409616,E,-43.48499482894146,E,A,D,C,A,B,1
Veteran,-118.76853591391696,E,-86.10661223975289,D,128.05669890903664,C,C,A,B,C,D,0
Yes,-38.17830650581966,B,78.99886183912153,B,-27.329650133911663,C,A,B,B,B,E,0
No,-5.340879766748835,E,-7.201350942520565,B,12.063703108150289,E,E,D,C,D,A,1
Yes,111.909558235059,C,29.43279785270154,A,102.05266806649075,A,D,E,D,C,C,1
Yes,-163.15493757111543,E,-33.43930647196376,D,-12.683416460413389,B,C,D,C,E,C,0
Yes,41.693016467004554,A,-27.53826171924068,A,281.10111657276497,B,D,B,A,B,C,0
Yes,-113.08750377679596,B,84.70594326765837,A,53.47580716570464,C,B,C,D,C,D,1
No,0.22392208436686753,C,119.1602035551403,C,-51.87127772417332,E,A,E,D,E,D,0
Veteran,-110.00320894993003,B,-26.848958537666018,B,126.77136995539107,E,B,A,A,A,C,1
No,-90.4729814665993,C,163.9672103454564,B,-104.24066703336979,B,C,A,B,C,A,0
Non-Veteran,52.40284584888918,B,47.85450694681819,E,3.2604501304746027,E,C,A,D,E,B,0
Veteran,-27.862813791847085,D,3.3647116176993763,B,-207.9107988681888,C,D,A,B,B,A,0
Veteran,-48.897086205705854,A,180.36444683025104,E,9.701200182729874,A,A,E,A,C,C,1
Non-Veteran,210.6497451894404,A,-28.842471018186615,E,-146.64842550206868,C,D,D,B,B,B,0
Yes,-23.907362584449604,B,63.200011835376245,C,160.8698824275358,E,E,A,A,E,A,0
Veteran,-43.25722758972852,A,118.7190037707544,D,13.59966934242112,A,E,E,B,D,E,0
Non-Veteran,112.5335232048592,D,-72.07532694695718,A,-32.05376178416526,E,B,B,D,B,E,0
Non-Veteran,58.253087283586645,E,49.12016929657893,C,40.261602529702316,C,D,B,C,A,D,0
Yes,-77.71573818834383,D,-78.10750370783704,C,-135.20804436527246,B,E,D,C,A,D,1
Non-Veteran,-54.098186850546085,D,-177.9028005230437,A,92.19846082638348,A,A,C,D,D,D,0
Non-Veteran,-107.42351983680791,A,43.71792996194365,A,-50.55872524467202,C,B,E,B,B,C,1
Veteran,-61.789264999106855,A,-2.8827231911230844,B,6.610156599982156,C,E,E,C,E,A,1
No,-60.984046977482045,E,53.2802585710071,E,67.22029151940275,D,A,E,D,C,E,1
Yes,164.34736430766134,D,39.614953547170245,D,-19.701587722159225,C,E,B,C,B,B,1
Non-Veteran,96.70988195344167,D,182.18910297618203,E,85.7554065543801,D,D,B,A,A,D,0
Veteran,-16.618617420579884,C,-10.161305598155074,D,-83.63097322151648,E,E,B,B,B,B,0
Non-Veteran,-106.69703513872695,B,33.32487402737516,A,133.85982017614853,B,E,B,C,A,A,0
No,66.49814371853687,A,35.581606978808864,B,-46.303352954837294,D,D,E,D,B,C,1
Yes,89.16511537144642,D,-41.20570475863936,A,251.50169935069556,D,B,D,B,B,E,1
Veteran,119.75716560385791,E,-59.63150728717673,B,114.99355405816895,B,E,B,E,D,E,1
No,-152.08284275225128,E,-3.2911443415288093,E,43.68822807941424,D,C,B,D,D,D,0
Non-Veteran,-20.39009855387063,C,27.17171011515884,C,-28.597686653362796,E,A,C,E,E,D,0
No,96.59694540743608,B,-3.5161273246177056,B,0.8190868242526781,C,B,C,B,E,E,0
Veteran,150.07357872217474,E,178.98260258709237,A,88.83279819838758,E,E,A,D,B,D,0
Non-Veteran,80.01483650494728,D,8.337327316749013,E,-56.21122163659486,E,C,A,A,C,C,1
Veteran,-74.57861863691556,C,74.77724287397972,E,-52.19473860483376,A,C,A,C,B,A,1
Yes,-85.94224997860452,D,-92.55880063247677,E,75.91272262027786,D,A,D,C,E,D,1
Non-Veteran,-8.660631545427687,C,271.71570944452066,A,-2.798365461624359,E,A,D,A,A,B,0
No,-63.53512161014532,C,-128.03135437704242,E,-172.61475402385636,C,D,D,C,D,C,0
No,14.454679698937452,D,-136.62303000251322,B,-157.81486918970907,D,D,C,A,C,A,1
Non-Veteran,-148.31730648737582,A,0.5631848836795487,B,-30.65018433924382,B,D,D,C,C,C,0
Yes,218.84950636499744,D,72.25673160402158,E,31.160242143710725,C,E,C,C,E,A,0
Non-Veteran,-4.196129184294827,D,9.082324527524033,B,-6.354201365456119,B,B,E,B,B,B,0
No,199.72487741964093,E,-178.85036649127113,E,-52.626484754867406,C,D,B,B,C,E,1
Yes,-3.8767084659951045,A,-111.63580296677009,B,-163.66085584763593,A,B,B,E,A,B,0
Yes,-84.4154554465104,D,34.59088322898794,A,-42.600129546922204,B,B,D,C,D,B,0
Non-Veteran,23.759583156509613,A,3.7271801563126754,C,59.74883996483226,B,A,E,D,C,A,1
Veteran,127.41873097319782,C,-24.399810575668827,A,-37.44450580833826,B,B,C,D,C,B,0
Veteran,49.19332405556895,D,61.54462293832814,D,132.08812390066024,B,E,E,D,E,A,0
No,109.03338012571831,B,39.750898038700235,A,-243.48804010400622,D,A,C,D,C,D,0
Non-Veteran,1.0101745189371574,E,-26.361018849370545,C,-30.808419566340483,E,C,E,B,A,A,1
Non-Veteran,-50.14017609012292,C,73.18717196390526,B,68.64389776935454,E,D,E,D,C,B,1
Non-Veteran,100.97874488339305,C,-169.39779572511586,D,-49.18395874228345,A,D,C,D,A,E,1
No,-118.70349475829491,E,29.14825390285012,A,-133.29621801184376,A,A,A,A,A,A,0
Veteran,-108.20040502370296,E,33.16236060369336,E,191.9910424905767,A,E,B,E,E,B,0
Veteran,-62.43951241571758,C,-208.27432176495958,B,113.9069505708192,D,B,D,B,A,D,1
Veteran,-15.053444571987,B,-4.084877603346734,C,88.39399918482368,A,D,E,E,D,E,0
Yes,152.87240185055612,A,-22.56587389173761,C,49.254683496328994,C,B,D,C,B,D,1
Yes,75.78882059977653,B,-0.12021029099109225,D,265.469883679338,D,A,D,A,D,A,1
Veteran,-103.09012268454876,C,39.17733351396363,B,-5.08300284831246,C,E,C,D,B,C,0
Non-Veteran,-181.66778091852066,A,49.91256891339947,E,-53.4621798596837,A,D,C,D,E,C,0
Veteran,-84.54355460902093,B,55.67216783828274,C,-135.49572767174774,C,D,C,D,B,E,1
Veteran,22.14844364148994,C,82.429850477668,B,23.580998308421318,C,A,D,A,A,D,1
Non-Veteran,-110.48212951634946,A,-16.774505978968627,D,23.838130463940406,C,B,A,D,D,A,1
Yes,66.86982412374508,A,38.55080630004193,C,99.21369575756779,A,E,D,C,C,D,0
Veteran,-78.66653398741093,B,38.967480222894004,D,-30.009686521869366,D,E,A,C,A,D,1
No,-47.88609710637501,B,57.809931675554985,B,124.12758947169709,D,B,D,C,D,A,1
Yes,-18.178845972909183,B,-63.160413433589014,B,-204.25431527951426,E,C,A,B,C,C,0
No,-40.40434991560918,A,9.28031017719474,A,79.87811107470665,A,E,C,E,C,B,1
Yes,125.72365396893437,A,38.148774772532605,E,-20.386011311699097,D,D,E,B,A,C,1
Non-Veteran,17.779453776037133,D,-254.58600251072136,D,-95.00558700778832,D,E,E,B,A,B,1
Yes,-18.386863027691504,A,-97.80601264266666,D,194.2483618102197,D,A,A,E,E,D,1
Non-Veteran,-178.58787274789495,B,-99.16267130434179,B,-58.822811447367194,D,D,D,E,E,D,1
Veteran,-187.3122650525562,C,-70.66847271881596,E,-6.459463904315493,C,B,E,C,D,A,0
Yes,-67.39693533782207,B,-157.99313591340288,E,-58.508218428841865,D,B,A,B,C,B,1
No,-8.459534381237535,A,83.41599387638283,D,95.49503394701249,E,A,E,B,B,A,1
No,46.51417278856912,E,-19.487393134346924,E,-63.91436809900413,E,A,D,E,A,E,0
No,-174.7984709390619,A,65.89812426636982,D,-17.407704699197268,E,B,C,A,C,D,1
Veteran,-32.9615693075264,E,-77.71719198327459,B,60.882493626045495,C,B,C,A,C,D,1
Veteran,7.755339070414463,A,-113.94367100386012,A,-24.843804049833764,B,B,C,E,B,A,0
Non-Veteran,-47.12790270159464,D,95.30120276534882,A,-157.67514032316834,C,A,E,C,B,B,1
Non-Veteran,10.26560177503448,D,-9.040566603612813,D,35.69804745608859,A,C,C,B,B,B,0
Veteran,-189.92576930001724,A,-201.64833341483708,A,56.75611470423048,A,A,A,E,C,B,1
No,-32.91042886236414,B,122.62657946432876,E,-18.878332386284693,C,C,E,E,A,E,0
Yes,-4.0011110446147375,A,-26.53944427262578,E,50.047379017866554,C,B,E,A,C,A,0
No,28.915531385272043,D,86.07175036639728,C,-60.06273706950809,B,A,E,A,E,D,1
No,-14.843796568573818,B,-77.30964327960302,D,-99.05519074778636,E,D,C,A,A,E,0
Veteran,88.69447509723824,C,-102.3584500606558,B,101.33611343236994,B,C,A,B,D,C,0
Non-Veteran,105.87861021263588,E,-143.28593891500677,D,-115.70604461582379,C,A,B,C,B,D,1
Yes,-175.70160853924952,E,70.47025479506466,D,89.56796564870776,C,B,C,B,B,C,0
No,-65.02224645055195,B,-32.28707494132896,C,-9.326974358829684,D,A,C,D,D,A,1
Non-Veteran,11.663241097136904,C,72.28866660356266,E,14.226163398996968,C,A,E,B,B,C,0
No,12.507987901871612,D,-23.89549832084148,C,-52.58775761818277,E,A,B,C,B,D,1
Non-Veteran,25.54154992813854,D,-34.030989296809956,B,15.291241767617983,A,C,B,A,C,D,1
Yes,45.1473701315738,D,-90.14264319741673,A,-68.91382440592608,E,E,B,A,D,D,1
Yes,19.066706463215365,D,119.38013129196918,C,-140.258854192288,B,B,E,C,D,D,1
Yes,4.879195782339049,A,92.72130662106117,C,-45.93530515274812,C,B,C,D,C,C,0
Yes,21.201350015567208,E,-154.6272638018426,C,86.98136021178472,A,C,E,E,E,C,1
Non-Veteran,-110.13404902213935,A,-12.982115983401307,D,-54.49269465188655,B,A,B,C,D,D,0
Yes,4.520446310676294,A,-3.382856398588227,E,-57.05011747932406,E,A,D,B,A,C,1
No,-17.768285375519564,D,-235.73850374633295,E,-102.33235029022563,D,B,E,D,D,B,0
Non-Veteran,97.67847287005661,A,-43.521125586495664,D,117.54667088379524,A,D,B,C,C,C,1
Non-Veteran,-49.81455979113931,E,-33.78016317773077,C,41.86807206810273,D,B,E,D,C,A,0
Yes,91.62477012126257,D,5.047818279033016,A,-96.5349850060992,B,D,C,D,C,A,0
Non-Veteran,-102.60526319232956,A,190.03102515609913,D,-139.85837936210424,A,E,E,A,E,B,1
Yes,103.97473328424813,B,-56.33085950342068,B,-97.07949333974919,A,A,E,D,D,B,0
Non-Veteran,45.86345293796877,B,-7.007956232753397,E,-159.07937583746838,C,E,D,C,B,B,0
No,-85.11613933751799,E,52.07372727302171,B,78.85447048517791,A,C,A,A,B,A,0
No,156.98569717127262,D,118.30166344714257,C,-111.54791025412271,D,D,D,A,E,A,1
No,55.719241561408715,C,-71.17034112866298,A,18.538509317048394,B,E,A,E,A,E,1
Non-Veteran,169.64995999962264,E,313.20808765244516,E,51.254617230409174,E,D,D,B,E,D,0
Yes,88.1854468059648,A,117.96955255922114,D,-61.09304133530984,B,D,D,C,E,D,1
Non-Veteran,88.07534097980147,D,-67.87825931912634,B,-27.410967738594138,D,B,B,E,C,E,1
Veteran,31.714383499186425,D,-95.989925207384,D,-17.2316005484661,A,A,E,A,A,C,1
No,39.488411140718235,C,-72.66108570624681,C,-145.70268132884786,B,B,B,E,B,D,1
Yes,67.88230261925091,E,-13.870673348874085,C,-52.94533901582382,C,A,D,D,C,C,0
Yes,-25.62438492941353,B,19.78389675943477,D,-3.5543999572614298,C,E,D,C,A,A,0
No,160.14812913228587,E,113.1829393879865,B,33.9834007807681,D,E,B,A,E,B,1
No,-18.76563437122634,D,35.97636809978437,A,-101.91602948863232,B,E,C,B,E,B,0
No,-119.82277057963033,A,-83.50057073481568,D,-32.15768318435729,B,C,C,E,D,D,0
Veteran,28.053026649349817,A,72.89638264522111,A,68.36870207416291,A,B,C,A,E,B,1
Non-Veteran,24.42661945427941,A,-74.68197670425234,A,75.27798080064136,C,A,A,B,B,E,1
No,191.18919658286126,C,-99.38230274348646,E,102.10361268044362,E,A,C,A,D,B,1
Non-Veteran,-14.694194506465491,E,76.568560101861,D,-43.1422571707304,B,B,C,E,A,A,1
No,112.85541633140484,A,-11.910579933374157,E,5.35534434658622,A,E,B,D,E,A,1
Veteran,4.924511793961121,D,134.91031856673717,D,2.548973845700113,E,B,E,D,C,D,1
Veteran,196.2791777409924,C,140.92607846730303,C,45.88689075040945,D,A,E,C,B,A,0
No,-43.3280427721569,B,-282.6420497673381,D,104.83576505144778,B,E,D,C,B,A,0
No,-81.09341134536871,E,-176.041963846085,A,224.96995573352496,D,C,D,D,C,B,1
Veteran,-149.28463218485288,C,53.86403994709047,A,-133.8728304412663,D,A,B,A,C,B,0
No,123.01558017415664,B,138.550237026156,C,-44.34275762073744,E,B,E,E,C,B,1
Veteran,-24.174152731458953,D,83.12481982743955,E,57.6604548102132,E,E,D,A,E,D,0
No,151.56658555467465,C,82.32932419883316,E,-248.29743937927594,B,B,B,A,A,E,0
Veteran,-113.04724059207653,C,-94.98759525868647,D,-7.4276400630447466,E,D,B,E,D,D,0
Yes,32.54243971626786,A,142.73194294145475,E,40.92342051814511,E,A,B,D,C,B,0
Veteran,89.41287613843096,E,93.89145622384696,D,-128.5634814478835,D,B,D,C,A,D,0
Veteran,-114.47491948478559,C,-34.99304134002355,D,5.979038461622425,D,B,D,C,D,D,0
No,98.18249140608188,D,-17.648689698878954,A,-51.193430564874475,A,D,E,A,D,E,0
No,-92.00791242980381,E,-4.037802860000966,E,11.464362213626677,B,D,A,E,D,D,1
Non-Veteran,-2.071775924287488,C,-48.99467111369827,E,-155.97597062790308,A,B,B,D,E,B,0
Yes,-150.14146811703876,D,95.92265369637937,D,-41.156312361962364,D,D,E,A,B,C,0
Non-Veteran,-57.782315392657715,C,34.07493940906944,A,-98.44326926540984,D,A,A,B,D,D,1
Yes,110.9527437677682,E,24.90558241447694,C,-78.6352819232391,E,E,C,C,E,B,0
Yes,70.64193355482709,C,-119.75105893920545,D,-57.74242316926338,D,B,B,D,A,E,1
Yes,52.335134631526515,B,1.2054423038944442,B,257.25040820274916,A,B,A,C,E,E,0
Yes,174.94070548269733,D,-20.76148701325577,C,-96.18519881250994,A,E,D,E,D,D,0
