RACE,AgeGroup,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Black,36-50,Male,D,110.03051302198897,B,33.00654766959916,C,-160.06051406995846,65.38468208596043,D,-38.678238158655844,E,B,-14.68658156637154,212.5905983908894,E,-19.91674552758323,A,1
African American,65+,Non-binary,D,40.05149148444602,A,115.32306289219277,B,-143.06336985846218,82.10956062164401,C,75.0005968323545,A,B,-155.26211390024812,147.67415659158118,E,-80.24469906701636,A,1
African American,65+,Male,E,82.53009187488247,E,118.49806982789899,A,100.94876528871009,-19.93386538997687,D,-51.519184023214905,A,A,42.68843884629302,267.4444509137415,E,94.16964295512483,A,0
African American,18-25,M,C,-35.631164233808235,A,4.240051374677633,E,20.123682963252822,21.891624696580234,E,162.83947846287484,A,B,-53.832557101145504,-17.31542852184576,B,81.54604677364541,C,1
Asian,51-65,Male,B,-106.16953846858594,C,40.612344468305196,D,5.891827746479093,133.35451848833804,B,11.560548954458238,E,E,-66.88553788947796,-50.08355518888088,A,-67.30939362448181,D,1
Black,36-50,M,B,209.33469334354783,A,114.07896813938186,B,139.67862432109223,-18.830683258857242,A,-192.92059330808988,C,E,-76.22963560128395,-212.44148573455655,B,39.86530047405108,C,0
Hispanic,18-25,Female,A,66.91607531067478,E,188.05832567544346,A,-7.890512510710407,-28.46534850370846,C,-208.47794864651186,C,A,-116.83469520372358,-43.754755129052356,A,78.62821134143005,B,1
African American,65+,M,D,182.60146752044383,C,-49.443033557905274,D,-130.8707882794982,-251.8073536609148,D,-89.48190091660052,B,E,47.59928036653284,-114.34443718778364,D,-89.97124134577209,C,1
African American,51-65,Female,C,-31.36521703823537,E,72.29142158780296,A,57.81306947858506,34.34746587787936,A,26.521692893046833,D,A,-115.38693353232776,150.90361675806489,A,51.175051510814676,D,0
White,65+,Non-binary,B,154.22486335374248,E,-46.87713451538777,D,12.875055269464006,50.68001637344507,E,239.91578875472646,C,B,9.847137066727498,241.32806631471277,B,161.66571236040485,E,0
Black,65+,F,C,28.713130673115078,E,-37.70391091408749,B,-23.828843903100797,244.8054166985422,D,24.27671593640071,C,A,22.072259158101378,87.98125161433721,E,32.3065732060455,C,0
White,65+,F,E,-79.9456426268456,B,22.959346273373598,E,-62.815508904934724,150.06107705504274,D,149.649606310713,A,A,-49.4459396021022,182.58570025205333,A,53.12686163085154,A,1
White,26-35,Female,D,-76.38465712921204,B,2.670209955035917,B,-28.435391421826438,18.106612183831164,D,-5.415436649658922,E,A,-166.34336993689865,-4.017866755308751,A,-22.604677855486273,B,0
Other,26-35,Female,C,111.8528821856236,B,-79.3618999449529,B,68.43512604972251,-85.19366066128282,D,-169.26333445806537,B,D,142.4646693670131,72.91607727540563,A,108.207194610817,E,0
African American,65+,Male,E,-9.824256922344738,A,-150.04833778456467,A,185.4263578309808,-22.123857160661924,A,-57.037586834435885,B,C,-103.9552076515248,-23.287659477681828,C,72.01669722137025,E,1
Asian,65+,F,C,-89.95026598978981,E,-55.830040207438735,D,-16.319427675166935,110.37041467800248,C,-274.45034628987406,A,D,-72.27802984500829,-11.378556907978323,D,33.04606090309588,B,1
Asian,36-50,Other,C,-21.536788015751874,E,-190.06445328467376,B,-18.30683451834247,250.97212044929898,C,358.3372617769933,D,C,-189.18602677505615,-260.16041709473933,A,261.7884148534837,D,1
African American,36-50,Male,A,-126.79539571558792,E,-3.0132339251914946,B,170.7755448936612,-102.93235141565195,E,37.92942598295975,E,B,-189.45668214260087,-7.73292039363447,C,-118.2517078043559,E,0
White,18-25,Male,B,-13.270522957446193,B,-105.81660488601226,C,-87.410736272481,123.61384419916067,E,-10.338718299803936,A,C,-4.264511725500677,-0.4592737479384757,E,-175.04649121398765,E,1
Other,65+,Female,E,45.85681235903396,D,53.81383309221594,E,-126.39156613913313,69.8789210513226,D,23.571118106603027,D,E,73.9200038949739,38.89109860563661,C,-76.1874767183582,B,1
White,65+,Other,A,-11.674299926735817,C,31.596803015679537,A,187.75032837727176,93.33454189202857,D,-108.04149557513767,C,D,30.080172648777133,42.050104784077305,E,-61.84224118838938,B,0
White,51-65,Other,B,-101.16346727459418,B,44.63089726593255,D,-75.9857759999502,-191.4771255207046,A,53.159092164205944,B,A,-55.097531691894275,-21.733526558884783,D,-97.98709686475098,A,0
Asian,26-35,M,E,-190.44626498836436,B,76.19050717785338,D,-144.49602302027677,-44.07685534406287,D,123.54433339036501,C,C,123.22666648775325,-62.287906446475596,E,-18.115237744014863,E,1
Black,36-50,Female,E,57.8233494467747,B,28.707568047417652,D,-107.26268669085397,-195.5549116894357,D,-0.46176758760998116,C,E,-9.94227047249018,82.56385413221602,D,33.01967581216079,D,0
White,65+,Non-binary,A,-39.95053778083637,B,-77.31883913058556,E,-185.68346539280742,-7.748795245353389,A,50.929370605890554,E,A,-16.42185716501223,-69.78477379721461,E,73.21373528074557,E,1
Black,26-35,F,A,67.992227001644,D,157.43383384581705,D,-19.649430881859317,-152.4427420308842,D,56.415060891110095,C,E,5.994341593184433,-78.00697204835015,C,85.75557877592416,A,1
Black,26-35,M,E,-22.148050374733625,C,140.14231861358738,A,-78.93439517030545,3.56230315066127,A,54.879651699164015,A,B,-135.29668441543433,-106.62409784809338,A,168.9871989558714,E,0
Other,36-50,F,C,-21.89500499262128,E,-99.45707212190015,B,153.0408062976586,-209.75868608550726,D,18.35440309313722,B,A,-39.18085126759167,179.10422969863208,A,148.39446557200242,E,0
Black,18-25,Female,A,-40.213003620304086,C,99.79052508475039,C,126.61632905705433,-204.4520578694764,B,37.667863509791964,A,A,85.56731943304631,-31.615874215630914,E,-118.33012862231378,A,0
Black,26-35,M,E,33.56024984869841,A,17.06375452326823,B,-214.00820753740234,6.9623599410726875,C,92.8448399675225,A,E,-25.872287967749752,118.62200943254513,E,-28.849098072767475,B,0
Hispanic,18-25,Other,C,268.960227229836,A,93.1167992480344,E,208.47270471454337,-26.674481880059897,B,96.72718719139284,B,C,-50.73340133730354,137.37294054539103,E,181.85394031438923,C,1
White,36-50,Male,B,-83.89925503952324,D,159.67816990045995,A,-44.97656466733745,144.5487213224549,E,-208.99625674352473,B,C,-152.4442553424679,18.815499941078695,C,-108.28711259731601,D,0
Black,18-25,Non-binary,D,128.73934423751228,D,34.464294657705004,C,-49.95551345985375,-132.3479650341123,E,0.44126906971691415,D,A,-45.0480701715251,-66.05839919501355,B,6.981427019333526,C,1
Black,51-65,F,E,-105.75778524730408,D,9.374764162220375,C,-73.9516475406967,51.47129180708432,B,-65.44660362587837,B,D,-89.58579839074608,78.45495830780942,A,27.065320299554884,A,0
White,51-65,Male,C,9.060956648741657,A,-45.98246542083465,B,-172.52024082013767,-101.55262051638326,E,-133.78311229818047,B,B,14.487990185432192,-100.13738834344821,A,159.06188949508154,A,0
African American,51-65,Female,D,3.836563335216109,D,112.4047746604729,B,18.74806422364949,-126.87880714430048,C,-82.94232306257626,C,C,78.09206714957661,-11.246808605600599,E,-67.7271365181117,A,1
African American,51-65,Male,E,12.96963609467094,B,-19.428917860448358,A,-29.362161549309423,72.60249978345335,B,44.98883108495274,D,C,37.53987599405946,64.56023911400612,E,-58.11851877280778,D,0
White,26-35,Non-binary,C,151.4786359827559,C,-11.34440854968925,A,-64.98222157803153,-50.31703435810778,A,-75.87811644465904,C,D,18.78602023771198,-190.7982616083346,C,-68.92051339571672,D,0
Hispanic,18-25,Female,E,5.418540122591603,B,-26.004517584011648,C,-244.39254576226838,59.06656229185725,B,-8.032811086331728,B,B,-139.5493598989645,-46.88137638101478,C,163.30318219066854,A,1
African American,26-35,Other,E,48.13013441038402,C,96.38504415135793,A,-3.150458937237248,-33.87062534483594,E,38.79751725102105,A,B,-75.7859503875639,-85.42271486649912,C,-165.59906918450488,B,1
Black,51-65,Male,E,19.587624846438157,A,165.90089445643275,A,-99.35458960776695,-165.30649588291618,B,-2.9230460422635733,C,C,180.5622881680026,217.06396255739958,E,-35.453458447560884,D,0
Hispanic,18-25,Male,B,50.538515713942665,A,-144.0117360591869,D,212.28444421078675,-44.28477113183377,D,55.09229766355603,B,C,-40.09333699186157,68.21546013659318,D,-101.52561828495644,D,1
Other,51-65,Other,C,40.17893629981513,A,172.3650064698376,D,-11.69688042586052,-40.8389140226387,B,-40.04896797352544,A,E,69.80415211827562,-103.56748980594695,E,-75.09836721244764,B,1
Asian,18-25,Non-binary,A,-42.303033519215454,E,248.5265804449194,C,193.37601699155667,10.647117741894835,B,-67.97571291347127,E,A,206.72995245965805,168.38503419634463,A,-79.45162407093778,A,0
White,65+,Other,E,-105.26021757829291,C,-11.784303342713141,B,-49.97061510744864,-183.1729019156985,A,195.23580269770434,A,D,146.031853876724,-143.62903016509685,A,-199.40560041232828,E,1
Other,65+,Non-binary,D,-227.67059636088672,C,-46.185060798675224,A,27.37324248832827,19.256234601858395,D,3.0422649483334006,B,E,-104.14338862251276,-10.934529967759497,B,-28.82638708761575,E,0
Black,18-25,Other,A,-141.33299646659896,E,14.105808977433371,B,54.92544760713977,165.6736003296707,D,-80.4437097590544,C,D,-6.573970598950953,74.12988176048893,B,90.484759075032,D,0
Other,51-65,Non-binary,A,43.943553826602525,D,-140.81475010910574,E,-63.88364402556878,39.2380157304734,D,-88.0019418041613,D,B,55.309583649791826,49.14197370047778,A,-105.39065296279504,D,1
Asian,51-65,F,E,22.450488255253244,A,70.62678499814373,C,-109.10725612335044,-29.02982395701632,C,170.0035707298252,E,E,176.9705508949219,-57.868762775217874,B,-37.08828874970292,E,0
White,36-50,Other,B,56.31616256226191,D,140.9932236981565,A,15.12476889783095,17.42026548656313,C,-43.780304090893566,C,D,-67.83224406652161,-33.94962098320885,E,71.20585171188132,C,0
Black,51-65,M,D,-51.813291406903176,E,151.28973616365835,D,169.02946954140984,-131.3109345161098,C,-31.253040905797825,B,B,-92.10133077759893,55.45824480691527,E,-89.13684375268207,E,1
Asian,36-50,F,A,-72.46227612739676,C,39.02344023441317,A,-80.02597374103063,36.62216313693036,E,46.945793999328025,A,D,-19.4050637163595,-14.27925524847966,D,32.69028908973911,B,0
Hispanic,51-65,Female,B,64.6855326548073,B,29.604335567701934,A,36.41614928419143,3.3153483643737123,A,-76.65466177672788,D,A,-23.45809257283327,7.072509892038591,B,8.14579035403091,E,0
Hispanic,18-25,Male,B,80.46248717905252,B,19.929276362285815,D,7.133612218421713,208.65996866559198,C,-90.46415623514011,B,D,-20.51184999114975,-137.99469067582163,C,127.57519690903696,C,0
Other,26-35,M,E,100.46412644873325,A,-74.63346721795703,E,8.660982155877024,19.038131587502537,B,87.52052313139627,B,C,37.56162480665148,-158.5581851883264,B,-71.2495823942012,C,0
White,18-25,Male,C,-143.0903132056667,B,71.86781340762039,B,-19.51435902840799,-1.0140175002722562,D,-49.716955830314056,B,D,32.22601418908638,37.69652990620378,D,191.1350884729145,C,1
White,36-50,Other,A,-152.1394797116601,D,173.56962800706648,B,-75.12189358286227,30.93662980158226,C,77.96770492126733,C,B,-94.25380438281819,160.3115929597595,E,37.76317093730873,E,0
White,18-25,Male,D,-9.481559689340624,E,-50.10430243238302,D,64.17174409154752,-25.168420343167323,B,86.21175108257894,B,B,-154.2042129622336,-89.85145781235882,B,-131.3115792030895,C,0
Hispanic,65+,F,E,-34.50797365265023,E,99.98810509049595,E,-61.521073625669985,-67.14669712920387,D,-139.2966239524367,B,E,-7.716222163234068,2.525684006549071,C,-111.35804423206987,C,1
White,65+,F,B,97.17290467104479,A,-1.3327747760417772,C,-127.66417814807755,-23.950567988292626,A,-41.630053462199214,E,C,-64.11704668483614,-185.77737369096704,E,31.599765674431147,E,0
African American,65+,Female,A,-140.22056211757368,D,45.889615472613876,A,3.8073767160119654,-11.44018499075077,D,90.3436520220573,E,E,-128.25490067786077,66.24149544744907,A,38.45859801680678,D,1
White,26-35,Female,B,90.19579171819642,A,-46.64220780892404,E,143.99834250793901,-96.6369216463563,B,16.92192140461601,B,B,-342.7493826526936,132.3962128357502,E,100.40456505319135,A,0
White,18-25,Non-binary,D,-99.1562889795396,A,-149.16668406466752,C,-116.80293956912942,234.33495809108723,B,-16.936026506702888,E,B,14.00307693344994,123.41604226260301,A,111.48883607208258,E,0
Other,26-35,F,E,-45.94216305686327,A,33.53798462160111,A,85.07433140654317,39.3945152584768,D,88.48160766595483,C,A,103.88405144846202,156.4696361411028,E,-99.63115076309296,C,1
African American,26-35,M,E,-69.32254403268198,E,60.14859307492622,E,27.52506993709115,185.78845905205017,D,1.196080618079394,D,A,-106.35807458662147,171.21453531835098,B,-233.083891261666,B,1
Hispanic,36-50,Male,C,2.911379446758578,A,84.98278858595879,B,24.75948357767136,-67.49152864354758,B,97.43030816638267,D,E,-23.793266398558437,76.67654251442218,D,-13.392166757108903,C,1
Hispanic,36-50,Non-binary,A,-92.93540404246502,B,-43.679496954464234,C,109.06755605941976,62.9939831484071,A,110.95812927845773,B,B,-50.006048587595984,-49.54168663868138,E,-3.2336538587746153,A,0
Other,36-50,M,D,-69.05752501910463,B,115.14907230852135,A,-23.564382364104443,147.84661626042953,E,-12.253613311395624,C,C,-18.089455209493927,34.45227391613106,D,114.00527939944915,C,1
African American,51-65,Non-binary,C,-14.423380545806527,D,117.17159799118882,B,-109.4896606184688,14.695005474286758,B,-18.319397436449492,E,D,5.831458562533774,47.257791519439735,A,-63.407236019256395,B,1
Hispanic,51-65,Male,E,-48.31064842958279,A,-188.7249283000614,D,131.3036895878065,29.827119941202447,C,-8.234723977340472,C,A,31.583777876581863,72.88697928615173,A,43.39292116623997,A,0
Asian,51-65,Non-binary,E,14.04199774115498,E,-78.96562346613733,C,-192.07046299313026,-129.98829487348078,A,-137.74657192002132,A,E,-33.70304271301688,39.37275498609743,D,-113.56223599228048,D,1
Asian,36-50,Male,D,-24.643170218743283,B,91.59097812835674,C,-74.54196413434356,-72.37813887781637,B,-168.0996670076237,E,B,-75.15228088079965,-14.532581716146275,E,-157.42207695921127,E,1
Other,18-25,Female,B,62.87074511452382,C,6.161462952886001,D,119.73114051783098,-107.19353525155886,C,-25.482831687490755,D,A,-48.238044061779014,-6.650491740315655,E,69.88592445032923,A,0
White,36-50,Male,D,-37.601160474186536,B,170.1298400245941,D,-105.61077873095974,-82.9872325400812,D,4.734969046064599,E,C,-4.03583182454642,-106.93606468196765,B,152.7592986548292,E,0
White,65+,Female,A,60.24431287844243,E,13.775998684228425,A,-39.05680368482214,-0.5439521548803515,B,-128.51335302830302,D,D,112.62183018913498,3.5587849801930314,C,-130.1130410335832,A,0
White,18-25,M,E,13.979847285726358,D,-133.16460736197487,B,-15.227317893991493,-133.65391901817642,C,-211.8992186565341,E,C,52.30078657482117,8.513160553012375,D,-156.943725928451,A,0
Other,18-25,Other,C,2.0827832950668443,B,-116.86672114572671,B,31.711326212361936,-23.913328907631453,C,14.110813879433351,E,E,-22.62639112307278,32.771103942100325,E,-102.08191509295747,B,1
Hispanic,36-50,M,B,-18.390965145473583,A,115.90418029327476,C,38.38125776086856,19.151428422376533,D,44.02749022271726,A,D,96.2082919667021,-39.32240179115089,E,-17.57000083968048,D,1
Black,51-65,Male,E,12.865914656456903,E,-105.7826915085937,D,25.26379374803024,-98.48375036811994,A,82.47417331976142,D,D,-94.7831420740447,-116.95714501731658,D,43.4321655466998,E,0
African American,51-65,M,A,87.28056879584557,E,73.16353896954494,B,81.11514799292104,17.62328140114211,B,177.1827855357995,A,A,-58.68439776798622,-33.3005884862312,E,-58.1612072114993,B,0
Hispanic,51-65,Other,D,104.7874209096643,D,71.18090296298055,B,-236.76516901313408,79.5251776148751,E,48.913574768360704,E,D,197.73377084745837,125.01886398884085,C,-79.76210009633716,A,0
African American,18-25,Male,B,164.8956032572934,E,-125.13586628246742,D,128.1313992791593,194.7775339418277,D,-56.56172196449671,A,B,15.568582052294822,-131.64794956952917,C,68.83276103715144,D,1
Black,26-35,Male,B,66.74338623666821,A,95.377128884822,D,59.4802559512648,60.42346528653151,D,37.04979704955267,D,C,69.18609660412407,-92.8242311634847,D,-29.549063832368898,E,1
Other,26-35,M,C,-36.20652972406448,C,158.08282539967934,A,27.134283556114227,8.418169415709682,C,-69.88202909751004,C,D,-206.6268972311614,132.75110059466903,D,41.06765808754619,E,1
White,26-35,M,B,6.9377086378788615,B,-86.37437561483176,D,-88.7703439831249,30.20337046875624,B,-166.8576162283705,E,B,178.69118335255794,2.717561763673844,E,-142.9141387967165,C,1
Hispanic,51-65,Male,E,-38.35301318322184,D,92.6962189111795,E,-49.634116700476085,62.599087195629764,E,-177.7025232191965,D,D,21.346265454921173,78.42717001409011,A,-25.48855425921801,E,1
Asian,51-65,F,E,9.828354248704649,D,-109.87617873490969,E,37.11675507651081,88.15433518030244,E,-176.19622422988886,E,C,75.35123947091664,-154.7853354633926,C,125.07878436664024,B,1
Black,51-65,Other,A,-61.86939946613712,E,-53.998467393904406,C,-182.7326157934774,47.02758795658411,A,-196.87495629896497,E,B,-13.769337603269035,210.10073615424653,A,-0.7799002340847134,C,1
Black,65+,F,A,-92.55451567095724,B,194.33021337159005,D,-72.54727527619518,88.17175645497831,A,-6.986812201779752,B,E,-209.72000848358255,77.63642130149229,D,-71.63320058666152,D,1
Asian,36-50,Male,E,34.98033218041243,C,52.173695890620664,B,59.835159528012426,-65.3050439238115,D,-113.27127850297029,C,C,-19.302908919794522,-218.7760600872569,A,117.56608469367293,E,0
Hispanic,65+,Non-binary,D,153.63008524794262,C,-283.12495293419516,A,-11.611652272189994,41.93901958380698,A,39.94612573163831,C,B,-135.099987098386,150.39409228697738,A,-106.64483052641036,D,1
Hispanic,65+,M,E,176.75941370143906,B,-28.694221407610147,E,149.49105867828465,72.44092015841818,D,-43.995789319376364,E,B,-96.05871067926742,-180.3155041862328,C,-23.353139018435744,C,1
White,65+,F,E,-86.56921809045059,C,163.23405100906228,E,203.7967901054183,56.36690620110498,C,-60.07080906531726,E,A,75.10020387637665,166.43388366640514,E,-22.507857782236474,E,1
Asian,36-50,M,A,33.65099736403832,E,0.42170004598585353,E,-134.79526817150682,95.36537024711795,E,-91.65183287644261,C,E,306.9414880582334,-158.45056731278024,D,25.71338272705608,C,0
African American,65+,Male,C,177.81764306298447,A,130.1997042760648,A,175.04228631255293,53.62669733036212,A,-87.2267051131901,B,C,-152.66230264382887,-26.577419285417463,C,35.06748006567077,D,0
Other,26-35,Other,D,183.39793909380404,D,22.914734891117565,A,-174.8037767626262,69.1000204646516,B,63.17341780197644,E,B,-131.13186776226073,-164.73392097411542,A,38.52478653411638,D,0
