civil_status,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
Divorced,Other,-149.14288799381148,D,C,212.5757673676386,-27.68314898929206,0
Married,M,14.10311422824103,B,C,75.74022951504801,45.61280522007328,0
Widowed,Female,-55.70031351290907,E,C,-22.77923467754242,23.51316316516566,1
Divorced,Female,-158.38669644004827,C,E,32.9540630745563,103.92054402075604,0
Married,Non-binary,-65.29465448028353,E,D,165.9381993764324,-20.57563717620759,0
Widowed,Other,54.68290257810862,C,D,75.14004789459759,-21.878869928403034,1
Married,Non-binary,71.25366836450469,A,E,-44.287686198719015,43.312564874248395,1
Divorced,Other,-118.24861196810912,B,E,71.9507557835175,-92.95230433153874,1
Single,Other,-88.66024236891845,A,B,59.04858419454746,-93.51795878154107,0
Widowed,M,200.74618770246616,C,A,-129.2238722838076,-62.74414089749695,1
Widowed,Male,63.34496967673262,D,C,146.14607758682115,49.581006014923084,1
Divorced,Female,93.44086242345205,A,D,-96.97271828947991,9.769614880868764,1
Divorced,Non-binary,10.45927835224626,D,D,23.962542684332075,138.30734456511829,0
Widowed,Non-binary,71.52367926118029,A,A,-10.326188788522844,-66.40950206800422,1
Single,Other,45.005884483066836,B,A,-59.80822544487834,83.99809163583988,0
Single,Other,-23.63789796067727,D,C,-102.3096046282124,56.34355869231974,0
Single,Non-binary,63.260885516889985,D,E,-106.17014759132782,-1.758175288929539,1
Divorced,M,-4.7146954208953264,C,C,-146.00667819881227,140.84627078375527,1
Single,Female,38.64994458537526,D,B,-99.42006278104964,-189.28338193722198,0
Married,Non-binary,-151.27552242957515,E,B,-16.722277986324553,-39.523277125768004,0
Divorced,Male,-20.01270382300482,E,E,-100.8150702100485,76.41075994641598,0
Widowed,Female,61.161496018231695,A,D,-87.52307353483488,191.87077515841904,1
Divorced,Other,-98.15360166320762,D,B,-48.85595460462062,115.80617966592794,1
Single,Male,-86.10749734922764,A,D,194.75724186331084,135.43115589867858,0
Married,Male,-7.166002457949595,A,B,19.091922849600092,-189.00657728144134,0
Divorced,Non-binary,70.39931901327793,E,E,-103.11325336753035,-356.3367749477139,0
Widowed,Male,-57.90582586858577,B,E,-116.49904934046387,69.12955493876153,1
Married,Other,41.401547801890786,B,C,-23.834214981996375,-31.38758635447757,0
Married,Non-binary,-84.41028814156881,D,E,-201.29116314321212,29.42595343644159,1
Single,M,33.01037269599846,B,C,133.55538799960186,10.469446394736037,1
Widowed,Male,-146.49841235900152,D,B,100.42082560496219,124.96847338750592,1
Married,Other,2.2066261781143943,D,D,-50.10883628809959,-368.0423426217771,0
Widowed,Other,71.68178780971905,C,B,-5.7935324669518975,-75.70450862400342,1
Divorced,F,-89.38558757220858,D,D,-71.05578386824898,-136.46405529654453,0
Divorced,Non-binary,52.12382810641042,D,B,-70.09865640813531,8.483024253992603,0
Single,Other,136.4602587200325,B,D,-195.83289099098388,52.52443708782092,0
Single,F,36.3614149961604,A,A,41.18527666195882,119.48521685229628,0
Widowed,M,188.9618826750936,B,B,-231.34899301799297,-120.17385990133482,0
Single,Male,62.56348406500503,C,D,4.2492018107045215,132.54291841499483,0
Single,Other,180.11872502719058,B,E,-22.50108067138026,-4.247620324637413,1
Single,Non-binary,31.087716846838266,E,E,122.24775297630318,-179.08416105481732,1
Married,Male,60.19396003538843,D,B,6.645265701961314,41.72448567057495,0
Single,Female,-7.164775118260158,E,D,149.37098995282295,-36.9778211970046,1
Single,Non-binary,-184.40333936043237,C,D,59.86175906142061,-51.47509478628859,1
Single,Male,-50.23931861079917,E,A,115.44943299326084,111.55998100130138,1
Widowed,Female,-44.545564584109655,C,E,73.89583576157553,-41.72685974941626,1
Divorced,Other,-73.21834643103436,A,E,-59.563627772892026,-81.75354511267477,0
Divorced,Non-binary,-86.4677698376002,D,C,-48.53667362721193,-32.797473647082064,0
Divorced,Non-binary,25.372037973802403,C,C,-129.2156474696623,-88.16060007243269,0
Divorced,M,-166.07568932897266,D,C,117.48702659490733,401.2326425046647,0
Single,F,135.5431827126182,A,B,113.06794627281904,-99.83827528798578,1
Divorced,Male,-62.36181659723673,B,B,102.47864248315905,-64.78634642204007,1
Single,Non-binary,68.73021308815862,C,A,-17.47667628109781,14.099057511991633,1
Divorced,Male,-60.019475755972586,D,C,39.2027829376238,54.42436543058604,1
Widowed,Non-binary,-126.79436485578606,E,C,-95.4503169621549,157.4116520575076,1
Married,F,-24.64210138069346,A,D,27.865700409972437,119.91605774131635,0
Widowed,F,257.2938275581304,C,D,32.90688533277919,175.37993053269543,1
Single,Male,-268.60651983650223,A,D,28.206022989660735,100.89854052244027,1
Married,F,25.004460364638025,D,C,-104.52419025669577,109.54996166302975,1
Divorced,Non-binary,3.6916375521586366,E,B,-0.1486331415853192,218.25483345045816,1
Divorced,Female,-81.49831639577769,D,E,41.22576112176614,-265.6684337681286,0
Single,Non-binary,155.84443782864176,D,E,1.9802937686927542,177.88454913410533,1
Married,Non-binary,27.0747874705478,A,A,-91.20291097140138,-25.087968569705588,0
Divorced,M,-94.11960932643143,E,A,126.08895232576826,-240.17473709530188,0
Divorced,M,-91.76973033769966,D,E,-72.62575595941898,-23.801390624848796,0
Divorced,Other,72.46913146426164,D,A,37.71006641930284,111.27244638995346,1
Single,Other,-120.39021577004434,C,D,-64.20114490851108,-4.138312562497635,0
Single,Other,-141.60959579409857,A,C,-3.6992694187753554,4.554384420091286,1
Widowed,F,55.88480547485266,C,E,-18.86695524211941,9.372480234504625,1
Divorced,Non-binary,98.29911981027516,C,A,19.505864641367605,-22.181248153174543,1
Single,Other,-29.238399329426283,D,A,98.88029124995154,-98.55551921982719,0
Married,Female,-3.5806372876604655,D,C,-83.80767832673652,9.512949889314921,0
Divorced,M,28.939603071455917,B,C,-14.090071408643407,229.41658777180095,1
Widowed,Other,11.338967887941923,D,E,125.6821722126492,-42.859124039219246,1
Widowed,Other,174.0827052967306,D,E,-71.99105436620123,-33.233632842920095,0
Single,Male,85.22187129058072,D,A,131.07405418051627,-95.41884666980613,0
Married,Non-binary,27.74637787804429,C,E,-119.19824797400491,67.319667978575,0
Married,Female,97.10268265781126,C,E,44.90572545154537,92.36662076067914,0
Divorced,F,14.616603910514797,C,E,-7.176604171239218,-177.69759473908567,0
Divorced,Non-binary,-115.14204884267427,B,A,-40.248159293632945,142.98501837718675,0
Single,F,-63.62487518114499,D,C,-142.2280281578904,-37.846233136911756,0
Single,M,-2.0601643916555066,A,D,-75.46788635892578,-2.388606735039867,1
Married,Other,16.92773618779575,A,C,32.69419761978011,111.0023183706357,1
Single,F,-102.72304802116064,D,E,-117.15891810017769,15.656088807656035,1
Married,Female,6.717686759301604,B,A,-13.43285531554792,-97.86372410092548,1
Divorced,F,-62.4177043404567,B,D,124.65715588321962,-90.27764789820452,1
Single,F,-49.540545354159015,E,D,-151.06194013197944,-89.60392338643874,0
Single,Female,-75.58067201119457,A,E,-32.86330199459569,-26.13293592702136,1
Married,F,-73.14811206020848,A,B,5.91779168840147,49.19405285291877,0
Single,Male,80.04103582656867,B,C,138.48035286501764,-72.91058254868254,0
Married,F,-104.11276505019833,E,D,-26.891289638358607,-123.54939411067163,1
Divorced,M,-64.00314248769872,D,B,213.57927936273563,94.37865460610637,1
Single,Non-binary,-37.252342436495894,E,C,-94.63005538528463,5.69099468077153,0
Single,Other,-78.61788453387942,C,C,226.17131409206092,-48.71321896034581,0
Married,M,225.50623784635647,E,C,-65.46066111534408,78.29429316550981,1
Widowed,Non-binary,-169.90333596176066,A,A,-37.81772180251528,-109.62519332590574,0
Married,Female,-82.35924812372687,C,C,-119.79867214227515,-174.2000426293607,0
Single,F,-198.3746208691284,E,C,71.65109173123508,-96.09684218745303,1
Widowed,Male,53.28865439118857,C,D,59.969263998117505,18.343831665712656,1
Divorced,F,58.04596925844334,D,B,-19.98594382551982,-118.66732931003862,1
Divorced,Non-binary,-114.75650213792142,E,E,56.57466878621068,-39.75277520905564,0
Widowed,Non-binary,-147.9068188801853,C,C,-97.19296425761861,116.01426107747115,0
Divorced,M,56.54653922046489,B,A,-88.62691015855484,-70.04399807169376,0
Divorced,Non-binary,-78.5525212015888,B,D,107.78089392905146,-259.6942084113107,0
Single,Non-binary,14.295299427358204,A,D,62.6464393426187,227.74044572085117,0
Married,Other,19.30732102497379,E,E,13.143889166060926,22.216950867688926,1
Single,F,-16.160585984254347,C,A,94.31000534687271,-289.8372158477832,1
Single,Male,-75.7240386256089,B,D,9.859668925592043,-103.17214825965328,1
Married,F,91.55234309862036,C,D,210.5342084862218,30.048296564440776,0
Divorced,M,-33.42975419326648,B,A,-58.29693126915861,-2.6323421724619465,1
Married,F,72.94396338088373,D,B,-80.90083271191884,-104.08261067932148,0
Married,Non-binary,49.08103588230573,E,B,-74.39266243791582,292.1389196127648,1
Divorced,M,133.8332048541217,B,A,97.21942956679293,71.26891964816889,1
Married,Other,54.585887094301874,B,D,29.472063481771094,38.05658544333428,0
Divorced,Male,-83.9691454498545,D,C,62.790558925539365,-82.74737074327211,1
Single,F,62.638168112532824,C,A,17.3952338071304,-44.12646305945321,1
Single,Other,-12.040838074342492,A,E,-206.58698913396037,-133.85743333318436,0
Divorced,Other,94.99382243836439,A,D,-4.613176040847993,-39.022836082590786,0
Married,F,-25.540397574938517,C,C,30.179918662584093,44.29210262845979,0
Married,Male,-17.08994309822002,D,E,53.19195811291968,90.27504090034276,1
Widowed,Male,-27.994355024789307,B,D,96.2865830289943,119.98605014037213,0
Single,M,-72.66670419746414,B,A,176.54716314259565,-132.5971174053271,0
Divorced,Non-binary,-140.78592544547945,B,D,142.12539717296536,65.63385591759861,0
Single,M,59.757010227793,C,C,64.85414770875325,0.6534992196639411,1
Married,Male,99.26727914168707,C,B,-14.285545079212936,118.68767839864532,1
Married,M,107.41986701387553,A,D,97.54440985000123,153.77805495822204,0
Divorced,M,-8.215660363557154,D,D,-283.5922727854777,-2.444100177849637,1
Single,Non-binary,-31.44024044278138,B,A,81.21901259248622,-49.750041634909294,1
Married,Male,184.95877423451606,D,E,35.48605017657859,-103.48439852483833,1
Widowed,F,-53.85274120936976,A,C,-53.46089455566276,-61.225498013181955,0
Widowed,Other,206.2225554152107,E,C,7.951281975590613,125.05894799103142,1
Divorced,Other,-22.508342531837553,A,C,-27.089158846239886,-253.4918842288963,0
Widowed,F,27.627814498074564,D,E,-83.77454804059724,-41.31286530085456,0
Widowed,Female,-160.60152581694064,D,E,45.886591977942096,199.03743139593962,1
Single,Other,-7.890418817549438,B,E,11.855945976170169,73.24905637078544,1
Divorced,M,70.88548335547716,C,B,161.70907120450045,-77.73876570741821,1
Widowed,Other,-99.98653580622555,B,B,77.04005035209227,-130.89650546616542,0
Widowed,F,-48.922131726055696,A,D,-68.65520948682172,151.56764663762627,0
Single,F,-115.95500486033417,E,E,-164.69986620146727,-53.219753304977665,1
Divorced,F,106.93040724506476,B,D,82.53665158336138,-206.5848204642366,1
Married,Non-binary,-1.5467217103382778,E,D,-116.51845215067043,-225.53044059561213,1
Single,Other,-9.980032010598395,B,E,53.599274782546644,-90.20380983111399,1
Single,Male,-127.29248336185077,D,D,-17.820764018975506,-70.37511236220867,0
Married,Other,-193.62967425945666,A,D,-143.38358307572992,-69.85869976580797,0
Single,Other,-6.6767534179344805,A,D,66.16524118032157,61.8787343348512,1
Single,Male,48.07592429865947,B,E,-34.90330707767157,87.88485344958828,1
Single,Female,63.31891334874993,A,A,-51.765364980521554,38.799585009850205,1
Single,F,86.94304647324527,C,D,19.057105240908385,110.1286187152722,1
Widowed,Female,-96.73484522102123,A,C,-14.743816391565353,36.303998115103994,1
Widowed,M,-129.03989348809785,D,D,-99.99760158006369,-165.0166181869569,0
Married,Female,-15.453660078768719,E,B,0.15375701404708356,22.958628687664078,0
Widowed,Other,103.78405689531532,E,D,-54.137893877928825,129.9580747363942,1
Married,F,7.923319461876345,A,C,114.24935148057926,-47.05159668948382,1
Married,F,96.76412865251048,E,D,-65.33435832387,-204.21756846315083,0
Divorced,Male,-103.38546738766405,A,E,-85.90191913248579,103.51051244867593,0
Widowed,Non-binary,109.0337646602489,B,B,39.19910032346838,-50.653908258519195,1
Married,Male,-74.42297603001997,D,E,163.1836814199905,51.276380495509834,1
Single,Other,-35.39146333174902,E,C,-11.3475372280501,88.87792188662496,1
Widowed,M,-131.6231687062758,C,E,-28.52649749354803,35.17809342597037,1
Widowed,Male,-132.51012526980114,A,C,-186.33101626703973,-45.638544108408205,0
Married,Non-binary,29.33502504202109,D,D,-18.89138327248878,-79.13650521205602,0
Divorced,Male,-137.18860856197438,B,B,170.27428664267103,-178.43307553492323,0
Widowed,Other,-123.16156334312092,C,D,112.02006726289773,40.03011478562249,1
Single,Non-binary,-74.64246780296743,A,A,-109.99235323828695,35.44127721829347,0
Divorced,Non-binary,2.566007963807427,A,A,-74.80613964540802,-136.54972922198866,0
Single,Female,-31.84536318437501,A,C,2.2979910865800384,73.1126156278441,0
Divorced,M,49.23890261086373,A,D,143.88837325314577,64.45766134460425,0
Single,Non-binary,-112.88945162961703,B,B,2.173830020098418,-121.06952875186548,0
Widowed,Male,63.78587593265437,D,E,72.18433013830108,14.310981450920485,1
Widowed,F,14.09311440577172,C,E,25.488301891762923,-152.1075281569957,0
Single,Female,-41.779169199785315,E,E,-4.112130772487122,54.844927966893685,1
Married,Non-binary,-48.39303570388457,A,A,72.89963776506723,-74.6252556756417,1
Married,Other,153.19341446402112,B,A,144.88048196415738,-113.59362964105163,0
Single,Male,279.27776735654015,C,B,-166.19009092596485,122.44409806822438,1
Married,Non-binary,77.99367978624268,B,B,-80.18294478407246,-14.331496656121212,1
Widowed,Other,-87.6624051596629,C,C,-253.23201726287041,-63.71125802367582,1
Single,F,-12.909421985116557,C,E,84.73108055819556,185.47091061794265,1
Married,F,-46.01807556275111,C,D,4.78107647407772,20.002922288323045,1
Married,F,110.62775636179951,E,E,40.71448971064797,137.36487932698745,0
Widowed,Female,70.57808581059072,D,C,-25.918363735460147,83.34719678371016,1
Single,F,130.5094988958844,B,D,136.39413736960216,134.93573215054462,0
Widowed,Male,-117.7695372103498,B,B,-120.9449877673709,66.15490836753158,0
Married,Non-binary,39.76207710373576,D,B,14.396925901930821,99.96699523411257,1
Widowed,M,-109.66099725970537,B,C,62.02625676380649,165.06812887017236,0
Single,Other,173.1257900564361,A,B,46.437464946822104,-15.511420385471759,0
Single,F,-34.322714729558825,A,D,77.84996164718149,-40.3535275550762,1
Married,Female,-47.991861942366384,C,C,96.60599643006876,-124.69141589568503,0
Single,M,-79.84722590255593,B,A,139.60937402309125,-33.43499151384917,0
Single,F,24.905520861480657,E,D,-194.69298612317831,127.04307874045497,0
Widowed,Male,164.27179318390657,B,C,-99.58232760091495,214.70315088642792,0
Divorced,Non-binary,-76.9059773034242,E,D,-180.8963159015383,41.067946591187,0
Widowed,Non-binary,-46.31062678173865,E,C,47.18071226166203,-104.4407914284564,1
Married,Female,61.0205497244524,E,C,14.629095253908005,165.70020496463448,0
Divorced,F,-9.708476840787037,A,C,-12.218458791736404,43.108605987415636,0
Married,M,-73.9974116073611,E,E,-42.562078492409576,-58.18200268362407,0
Married,Male,-7.946571166729026,D,A,-126.17846696547667,111.83875776466581,1
Widowed,Non-binary,86.8657799550825,C,C,-67.61100128164719,100.86101840381025,0
Widowed,Female,32.89314915796497,E,C,-96.56995114426918,-37.45313802756393,0
Widowed,Female,42.182636421410805,B,A,-11.708276986709414,-137.27792267471602,1
Single,Other,-59.203556934069944,D,C,28.62143498028168,132.19907683676738,0
Widowed,M,-11.655630820594547,A,E,-120.97329537899566,-19.303359376457323,0
Married,Other,-49.9400061114386,A,B,10.371724822063246,48.423895950311206,0
Divorced,Non-binary,129.16977288424843,A,B,12.761565249373785,-78.04457847010102,1
Married,Male,-102.62565945179038,E,E,-73.97286908386417,68.56125656475243,1
Married,Non-binary,-178.30219038337754,E,E,32.95761899698285,70.27053919916004,1
Married,Female,60.08955227995776,C,A,-7.626410132613051,-23.310103748769333,0
Divorced,Female,81.73220006566969,A,D,-270.5696013694041,137.8863175684491,1
Single,Female,-132.47531242090005,A,E,24.001289680433157,-158.80914339333052,1
Single,Male,-35.375652252051154,C,E,122.95305556753611,-22.0917440034217,1
Widowed,F,132.13376943083267,A,A,-63.10341086168124,42.984564199079,1
Married,M,-185.2401922931564,B,A,97.67946610089419,-139.7452145944707,1
Divorced,Female,73.06326945012735,E,C,123.33396996068002,55.26515662365797,0
Married,F,-97.88654882477735,C,E,59.00817147124793,-20.054028703100396,1
Divorced,Male,87.46056850576001,A,A,-126.48820891420316,-245.26435795409145,0
Divorced,M,120.79000799428461,D,B,103.74896275831043,19.221742912112013,0
Single,F,93.99896990006495,C,E,29.680429948098606,-14.208872185535412,0
Single,F,-49.32839542707407,A,C,-27.12319982761683,-28.78745558754413,1
Married,Male,167.72482814931155,A,A,-103.59659425570997,114.74462204297254,0
Married,Male,-59.56286892143674,A,E,19.976177955662177,51.96020205031907,1
Divorced,Non-binary,85.5498898554726,B,D,142.00708199677769,66.26762953980474,0
Married,Non-binary,120.44511774421234,C,A,-75.19660627176037,-83.82999472467006,1
Married,Non-binary,-4.0004419388336325,C,C,-22.65705378477853,72.98842312083836,0
Widowed,Male,122.17908766006602,D,D,-254.401289304347,-33.82827941537201,0
Widowed,Other,2.1683841839792994,D,A,18.82280836564333,-105.31726372820451,0
Married,Non-binary,175.90174367261,A,E,-103.06763596714705,-197.16805569353147,1
Single,F,-107.20000785005436,C,C,-41.265863348802654,88.2015564886509,0
Divorced,Female,73.71310152512864,B,A,-118.98104106776483,-83.98672514166068,1
Divorced,F,131.38204461562566,B,D,61.344229495540844,21.572444661944033,1
Married,Female,-1.7762489830926702,A,B,-23.919193834683202,-138.5147171143397,0
Single,Other,-112.52427856557571,A,D,103.45391909949761,75.83916223181681,1
Married,F,-80.26323719368924,B,E,18.562478354156045,-91.69317902791292,0
