RACE,Veteran,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Black,Veteran,Male,C,B,7.12275776766214,-50.51008479381889,D,C,-212.57043351248245,B,-37.15242807172071,-274.4903418554851,92.26670073073147,1
African American,Non-Veteran,F,B,A,64.20515284043317,-90.19459016435763,A,B,-17.697811971264112,C,34.29885266778967,52.44915335717181,5.7046324317888715,0
Hispanic,Yes,Non-binary,E,B,23.86119755603204,-77.98165375519997,B,E,147.1681638827379,C,90.78763703351976,17.06674758472632,-145.37575691720576,1
Other,No,Female,A,A,-31.281509635552545,-43.75823591018579,C,E,68.95598101329009,B,-141.08047475778986,132.49434847211677,153.78383720649842,1
White,Non-Veteran,Male,E,E,79.64376173586803,-206.3140479357485,B,B,-32.23845892156466,C,304.64212992633384,65.02619285374371,-26.182080809351927,0
White,Veteran,Non-binary,E,E,-22.272943688814774,8.580179836106247,B,A,99.65091467811448,B,-160.95018041955396,-67.176932679299,35.56536534879601,1
Asian,Non-Veteran,Female,C,C,-123.93256874271216,82.7310376857288,C,B,223.73951463526151,A,-36.0016329457412,13.602640029025464,102.07075975640106,1
African American,Non-Veteran,Male,B,E,-106.68614234320341,-13.380665079841208,C,E,84.20886104737629,D,-20.81595564172134,-106.00644556724748,105.47320965363866,1
White,Veteran,Male,E,D,77.11379256927333,-92.6151377367277,E,D,30.917558287759718,C,-61.15179123002804,-55.87806169727087,-102.68645920988564,1
African American,Non-Veteran,Male,D,C,116.8106578952993,77.3309204802692,A,E,-202.84485932350665,C,-84.22454305548607,-63.26149860937803,126.43175095051686,0
Asian,Non-Veteran,Other,B,D,159.14539221939827,137.60560694803502,E,D,-64.98778798780913,A,54.3008520264506,270.769305275367,36.638204186152315,1
African American,No,Non-binary,C,B,-58.683293431546446,8.245225769489736,D,B,-187.47884292546456,C,-40.40055344329813,-13.500080436792222,-63.731213388074934,1
African American,No,Male,E,D,30.209978880556875,-169.1115673593332,A,D,-214.1045901167371,B,-49.118765302453106,-1.9182972798056834,-6.743037987931366,1
Other,Yes,M,E,C,1.8430122408549392,130.15283164336927,E,D,257.93034601498204,E,84.89480551738868,-80.51328359546083,158.80849731047974,0
Asian,Yes,M,C,E,94.44759008154251,21.53260737925687,E,E,-272.802484889801,E,26.478971327128352,95.38413460100949,-10.712242621802545,1
African American,Non-Veteran,Other,A,E,-95.9814813180889,137.81503445917448,C,C,26.448646801334508,A,72.78329116421791,67.50252108908946,18.76600079851358,1
Other,No,Male,A,A,-193.9605093742696,121.71401849331103,C,C,15.429539192085528,B,-42.34703464767663,-90.35940558405066,-40.391771219427596,0
African American,Veteran,Other,D,D,-153.01224447345248,64.20292302696511,D,E,-59.80268139590098,E,51.210641852765605,182.92027861078404,55.29239716027964,1
Other,Non-Veteran,Non-binary,D,E,4.283324327469796,-51.8368130670723,A,B,233.44858852124113,A,152.50181479104833,69.22820628427033,-44.64769928606594,0
Other,No,Other,D,B,139.54280668805004,-84.6191676267463,D,E,6.163314116484584,E,-4.005528904838621,-235.83197093471773,1.299176175572033,0
Asian,Veteran,Non-binary,B,A,-47.09642126207966,-88.28686968621675,E,B,-154.68110730594893,A,40.06124280550617,9.265873261806595,64.31087347401417,1
White,Non-Veteran,Non-binary,A,B,85.7752579630577,-98.06356397149922,A,A,-140.29071325529821,B,7.972192449020545,288.9415416505801,73.83722451376198,0
Asian,Non-Veteran,F,B,D,-31.307855653292332,115.07697779087951,D,A,-69.41467741167803,B,-81.54944135434978,-10.391175094066496,-21.54485746595155,0
White,Yes,M,D,E,-162.91346456809435,-106.55974962137151,C,C,-249.53693810751497,D,28.411953053988636,-74.78138420551379,82.1983049096658,0
Other,Non-Veteran,Female,E,A,-25.779830978888796,-93.21688739195476,C,E,-108.03382743287729,B,-124.7783287596049,147.83827216319153,-131.45047178100208,1
Asian,Non-Veteran,Other,B,B,-26.529258425604674,132.73350006069114,E,A,-124.69355058255609,A,-147.37935610135503,-20.499945150983663,-128.20054988395214,1
Other,Veteran,Male,A,A,64.17207282372998,-87.39555449430586,E,B,49.33118607592499,A,46.801847346365264,-28.997468199779686,86.1924851949973,0
Hispanic,Veteran,Other,C,C,54.343812278354655,-68.87326368588485,D,A,-109.70737464377882,C,8.28254472742439,90.86452429486305,32.68819301297776,0
African American,Yes,Other,D,A,203.76127728338224,195.54246561243417,E,A,190.1233414476855,D,-37.872666259094636,-50.413033415187904,-109.66844562913212,1
Black,Yes,M,B,C,93.91697201969646,-57.27948350716079,E,D,39.11520944133346,A,-151.86308508422422,-119.32736744682953,155.18687266491122,0
African American,Yes,Non-binary,B,A,-34.15437758838912,-35.201498408349345,C,E,-173.5800564793936,E,41.231591107858726,92.47519634200296,26.754162235394457,0
Other,Non-Veteran,Female,D,C,38.061916678396884,-60.27937097859595,C,D,-92.9705435484187,E,-41.249311876785235,-31.9699216265591,118.42695509269865,0
Other,Veteran,Other,D,E,132.6539756987713,-174.6353585681951,A,C,-2.676872525434567,B,-19.147778273556696,-163.35199806106993,-82.7805954260308,1
Asian,Veteran,Female,C,C,-2.9584076173760696,61.564546501883996,A,D,88.39773372741982,C,226.49213799613045,-129.16430664932165,-27.825831504497128,0
Asian,Veteran,Non-binary,D,E,-14.471181481367296,91.47094300778461,D,C,-218.05637364916547,A,229.66424370669225,200.07474635072393,43.5073059592112,0
Asian,No,Non-binary,E,C,-94.69753495419705,-2.332846368082211,C,B,61.48378316214804,D,1.8627543432317137,0.3375646994953267,24.29781722023467,1
African American,Yes,Female,E,C,-17.054436671110835,-83.32176519917329,C,A,154.57487290460764,E,-54.342394447083464,-100.81525006872336,-176.86458358383425,1
African American,Veteran,M,B,A,-171.0087237573537,184.98819341874068,B,A,-18.662466561352982,C,11.942823793216876,25.04145490642717,50.17687637972508,0
Asian,Non-Veteran,Other,D,A,106.68839730678714,99.10630144612672,C,B,-90.15895450606453,B,7.727135740442324,24.43262567595869,66.43063278650516,0
Asian,No,F,C,C,-50.48786931419734,135.56317647099948,C,B,-67.58697198566833,D,31.88912669261516,-152.34348972193155,-40.91004120063443,0
Other,Non-Veteran,Male,A,C,-139.96158401707658,-29.574744528464564,A,B,164.34577173528723,C,109.2483946075102,-132.997970337202,-3.278267203054904,1
Hispanic,Yes,Male,B,D,16.091047515778,168.7146688767679,B,A,15.694342099248301,A,-10.870822713037004,198.8161906378643,-77.60820875002427,0
African American,Yes,Other,B,D,-15.139536614365817,36.17379333228802,C,B,-150.8883396337448,A,-40.702812224090565,-57.524277169089245,85.63739182100434,1
Asian,No,F,E,D,-38.83138113248562,119.2607396940345,A,D,-60.11358009689977,A,-45.397620185639965,16.919213499599966,81.39209134430597,0
Other,Veteran,F,C,C,45.79742226122766,52.84388934804024,E,C,-45.17833467783716,E,55.435047966961534,116.12353247766103,77.97868407820594,1
Other,No,F,B,E,-46.07321010869245,46.10179935243733,C,C,154.65530025047252,E,-157.8999747024872,49.003243989056216,-59.934665904860296,0
Asian,Veteran,F,C,A,40.02827060091024,-48.49583505354676,C,C,142.79612625421382,E,3.760422318014557,1.5909889802103079,109.58872856912853,1
Asian,Veteran,Male,E,D,-33.85487742029528,293.6421208106385,D,B,-27.580278844785667,B,-40.54416732052128,89.71930621808986,-36.38915714506999,1
Black,No,F,C,C,44.44145449388433,-36.829285551311116,D,E,-79.55426760730035,B,-61.159863346010866,30.09439804325449,-23.769450983305696,0
White,No,Other,E,E,-189.80628102625747,-36.646482227403176,B,C,109.36177564800276,D,22.586920231371487,-136.48942210317446,101.84544921838152,0
Asian,No,Non-binary,D,C,58.857810048783335,-44.403863471932766,D,E,-33.064260951861904,D,-56.0259356720768,118.01902277221723,32.078745072606004,1
White,Veteran,Non-binary,C,E,-24.263658764396425,71.5112747291373,B,C,-73.75567120652524,B,28.325630754022924,99.0804006465857,-103.90130519881144,1
African American,Veteran,M,B,A,97.71894965451946,-78.76483426787358,D,E,93.77993298483418,C,-27.464804595746344,32.916498632110674,-52.18464623183454,1
African American,Veteran,Female,A,D,-107.23062858942572,-16.694273278714792,C,C,-78.36559285483237,D,-141.08574162953553,-10.443130047497792,37.905122723190495,1
White,Non-Veteran,Other,B,B,107.62327886751548,-135.73475970925546,E,C,141.83537928475533,C,-23.069757164752843,-131.34717395747603,-27.872393088688447,1
Hispanic,Non-Veteran,F,D,B,82.3534920586517,14.172892225894696,A,E,83.68633969363532,C,-77.58735326251454,-81.81422306771367,-52.55388447993868,0
Other,Non-Veteran,Non-binary,D,A,119.09957508203854,146.88741284482631,C,B,18.1010790726715,E,-65.6557380650397,26.82619425278718,-50.86137026813532,0
White,No,Male,C,A,69.78386097893313,-144.43797453378193,D,B,-146.10214652001895,A,92.54168313728806,39.23088333886679,117.21400199703518,0
Asian,No,Other,E,B,16.442015700370046,-222.54437624426592,E,B,-173.49280951871143,E,13.203327820416225,-10.391113013588894,77.69377535203091,0
African American,Yes,M,D,B,-1.2706053505305521,0.8052882548893963,E,D,3.487754138870383,C,-7.882862006470264,-50.30569006282752,58.47595720782882,0
Hispanic,Non-Veteran,M,E,D,181.95185403862985,204.69789124927536,B,D,172.0802463558207,D,-80.5297024480435,-104.07047217669773,6.448084059681469,1
White,Veteran,F,A,D,-24.160944013998236,16.062036368528588,B,A,158.15078850591945,C,-18.012515909090492,79.19918001312328,-18.38164866847127,1
White,Yes,F,E,A,-37.1092441412166,109.82795674033487,C,C,137.25678875188717,C,45.52704588838118,-46.110676603142885,2.8468379780001682,1
African American,Veteran,F,A,B,44.139188208306436,-34.23401524879804,E,D,59.09932987217109,C,-62.579982009260505,-136.39544477556976,59.47487373861239,1
African American,Non-Veteran,Male,A,D,-15.538516548364903,-87.17537913750087,C,D,-24.121397679780028,E,106.26090763486758,-149.87061461435295,150.4407519551506,1
African American,Non-Veteran,Other,E,E,108.21461706375912,-69.03356071898406,D,C,9.920803468918587,A,-131.67938895220138,21.35074346926189,-188.57387177974655,0
African American,No,M,D,B,130.75497304275794,87.28598223254306,A,D,-120.01116849752391,E,65.51701103574707,-166.84958145333516,-74.80437281509226,0
Other,Veteran,Female,B,E,18.19051871740341,122.93079903512889,B,B,131.78389822886433,D,-7.029808418353917,-54.77473683176179,74.57778513800721,1
Black,Non-Veteran,M,C,D,-228.52288047248086,58.63472387321792,D,D,38.84288334250225,E,11.76433006919275,-12.40227160946183,235.78154149958124,0
White,No,Non-binary,B,D,-69.19531963923797,-55.13358708429791,E,A,-115.87105306423678,E,51.51997315060564,-14.577460138459427,-25.66849810424175,1
Other,Veteran,F,C,B,-6.410782968894753,-23.197974587560246,C,B,-191.33446142054711,B,-122.62549870081844,84.12613861327817,101.1514732423234,1
Other,Non-Veteran,Male,E,D,304.202821648307,-44.67526210141557,E,B,52.549674124686305,E,-142.6663796363038,10.49860108611329,94.25708317662902,0
Other,Veteran,M,D,D,3.98978696758258,-182.0808555867258,A,B,88.85482393277759,B,25.925386313747502,-198.86504523198005,8.683001130517132,1
African American,Non-Veteran,F,B,E,-140.41014900140127,46.07307996432656,D,D,-93.73720926421815,A,-126.14480539692956,110.91319236351463,76.69738201224926,0
African American,Yes,F,B,B,41.38142455938814,-137.9570034187194,B,E,-8.28196013675502,D,159.56299228408736,201.53316555616675,144.95700069183943,0
Hispanic,Yes,M,E,C,156.34427978280794,114.88592451250115,E,C,52.277679235806865,A,180.06407241085125,6.783936122353196,-127.35600965408118,0
Other,Veteran,Other,A,D,212.67725248142688,58.81679992685436,D,A,-63.51550397938814,D,-171.29654249767125,-102.16733533089402,-105.66715859622151,0
African American,Veteran,Other,E,A,-228.79446913978137,102.59598848690388,B,C,78.49747536122116,D,-208.58103766735056,54.977755254285974,-13.973097290762562,0
African American,Veteran,Non-binary,C,C,-23.61959898595376,-59.00433725910242,B,E,68.68132723178884,D,-3.2679008894964445,158.4999034037256,78.87502273775513,0
African American,Yes,Non-binary,B,B,120.73602883526607,-15.623192971617817,B,E,-5.2127107169724365,D,94.63359066709272,-41.17139254450034,-110.11349974206637,1
African American,Non-Veteran,F,B,B,-1.7413192276728022,-129.8022230013237,D,A,54.07909676476559,B,190.5497099430404,-109.44116883330001,-44.28086877543959,0
Hispanic,Yes,Female,A,D,36.32400386480787,7.589797007990012,B,D,-105.53766828572276,C,-16.309351489717987,-98.73482403768384,-115.8513079244621,1
Other,Non-Veteran,Non-binary,E,C,153.81861307731407,160.24719772108358,E,D,65.76469266581584,C,-87.41644411522962,230.08575857288332,-127.1887540306666,1
Hispanic,Veteran,Other,A,D,49.2228823481282,50.89671222558455,E,B,70.86835409502181,C,-112.77807270894291,-13.841826784997199,-108.78953930589662,1
Black,Yes,Non-binary,C,D,88.82730507045301,75.09580190994899,D,A,-79.71774590559593,A,93.7633162565998,-5.696843303879366,-18.9323028091389,0
African American,Non-Veteran,F,C,B,64.09475373513665,-71.08797238429997,E,C,36.18516116888998,E,-88.80775462876225,-199.47728642832368,55.046590795830895,1
African American,No,Non-binary,C,A,-119.61601628709946,26.11626121513967,C,A,100.81749026112483,E,34.51582717528221,-110.99466258644937,-75.67062379060343,0
Other,Yes,Other,B,C,99.65082503657075,75.99775451842467,E,D,-85.44587654667852,B,25.673160959198448,53.5958154068969,86.14622547211923,0
African American,Yes,Male,D,E,-78.83260398898686,126.09329384819807,E,E,-132.5862300598547,C,-10.257350469383434,-46.31283549772928,121.82428407509774,1
African American,No,F,C,D,102.71492261999391,-81.43248579670802,E,D,-36.722366124794306,C,120.43499875845687,-137.4586165471972,-13.423934700074197,1
White,Non-Veteran,Other,C,A,64.51695072736594,22.216304938856545,E,E,-12.845133548188088,D,-12.011678005108669,53.13100761411964,-9.202623091651091,1
Black,Yes,Female,D,C,-76.70142961802715,6.550826583816526,D,A,9.199335673036146,C,221.87732522553034,39.923904781689394,193.08218225545247,1
Black,Veteran,M,C,E,23.873454019529667,-40.23101568786489,D,D,-216.0530947912646,E,109.2069383915153,163.04938646856831,-155.64224691430084,0
White,Non-Veteran,F,B,B,150.49148865763587,103.90814195831537,C,C,-45.27642026616856,A,128.7584617835707,-175.70590573585153,7.129286460254808,0
Hispanic,Veteran,Female,C,E,-24.666835255954705,106.58958043956632,C,B,-70.23129883304122,B,-127.57199203493226,-2.1933335683710555,187.3463271245451,1
Hispanic,No,Male,E,B,88.16823593194137,-44.80214785204218,D,E,-77.23626579819015,B,-25.316584237253046,59.98103412312234,-0.900345943473421,0
Hispanic,Veteran,Female,B,E,-106.25817716196453,131.92983169812408,C,D,-0.5678734570898245,C,57.44596147418607,-175.45018893281218,26.171037357253645,0
African American,Veteran,M,A,B,-23.2634806538182,-36.018764506876934,B,E,54.476306288167244,D,-73.89984730965905,71.5530868073207,37.12356327486974,0
White,Non-Veteran,Other,B,D,114.9410039822267,-105.14473184772424,B,D,65.8766033116843,D,-83.47702762144212,-140.35821853169196,-28.911485950382847,0
White,Yes,Non-binary,C,C,149.87505969567954,17.68356874578166,A,C,-9.115541664545926,A,71.73874654653949,-10.840557628949473,5.4347975104843185,0
African American,No,Other,E,E,-17.500905312086473,-14.860017226953886,C,B,-124.6254550241891,A,50.381686291576514,58.2779258635454,110.51102385765165,0
Hispanic,Yes,Non-binary,B,B,11.986626557618935,-126.49122388000514,D,A,-7.131107332708869,D,-23.64455060102342,93.7280990229138,-152.62010754672062,0
Asian,Yes,F,D,D,51.9490846091217,11.519649830553638,D,C,92.17327443722479,D,333.0360300141804,-17.066844959816123,-126.67833302672753,0
Hispanic,Non-Veteran,M,B,E,9.651733433759746,79.54330823064629,D,A,-6.084648162196533,D,-126.24143010096678,-77.56044845988956,23.89234671523678,1
Other,No,M,A,B,-86.21036249022124,-185.00049256297214,A,C,65.91106566156361,C,196.43682192042473,122.24078786483956,-40.717218987871966,1
Black,Non-Veteran,Female,E,B,36.225941995260605,-14.483087616490717,B,D,82.87088233451911,B,-75.61202532719639,40.17720070038984,141.41962040846863,1
Asian,Yes,M,C,B,-27.47282303710395,-69.0737069303822,C,D,112.52825869042753,B,-109.56530442106782,-47.219894287008785,-189.05062327136108,0
African American,Non-Veteran,Female,E,D,-47.00586573951121,-74.17327000147452,E,A,34.11694070839894,E,-275.55172662786043,35.27667975937989,-25.081749399559982,0
White,Yes,Non-binary,A,C,-153.43521358118122,-211.32661880783195,C,C,-39.436270345730414,E,-82.33439364539696,-55.13113320815165,-212.09216429684034,1
Black,Yes,Female,E,E,131.26753502728715,-40.675008446944226,E,A,-144.11752671964817,B,-160.18957195136457,255.8281222840761,-74.47692929582793,0
Hispanic,Yes,F,D,C,-15.930890832973772,210.62741490332147,A,D,106.63876942477688,A,15.480865219307574,-87.98787177533941,17.51231590415365,0
Hispanic,Veteran,M,C,C,-37.046816766726714,43.037883807301505,B,E,-4.854691203102746,E,-45.8606405020102,-48.528692296218196,70.51393748690596,0
Asian,Yes,Male,A,C,110.4119559582507,110.40750029190842,E,A,29.956250770049593,C,11.91576686040373,43.13312559870058,-203.49657122879182,0
Hispanic,No,Male,A,C,103.50380326132577,50.01431365718578,E,E,-101.23731385391596,A,44.11192187878528,57.42607407860887,84.32236793727412,1
Black,Veteran,Other,A,A,-91.8675484796722,-138.99675902006595,B,D,-83.96132662710544,D,-39.204331416313536,-49.46924173157507,49.94085696492358,1
Hispanic,Veteran,Male,B,C,-154.67412769281628,-86.54944430832958,A,E,-50.140344796221434,D,-5.738720294245298,-220.88121518575514,-3.7438891160939347,0
African American,No,F,A,E,-19.71048484165193,-114.78111425671035,D,A,-189.99001172509332,E,-20.97683853475316,222.88974399385233,-183.70777429405248,1
White,Non-Veteran,Other,B,D,143.33027372158588,-50.391098934171275,D,D,-62.73838441133651,A,-18.275302757444074,-66.10767226214836,-97.10331319043352,0
African American,No,Female,E,E,237.87388115948,-104.06177957529763,C,C,-215.98404172975964,D,85.48988737915403,41.338308653738096,-23.421906613120605,1
Hispanic,Veteran,F,C,B,-16.07260565421412,-88.17819992464622,C,E,65.35980276371622,A,98.23736025052078,-53.93055345036177,-87.14649683267386,1
